,Showem Simon,Dont Yoube Naughty,Beau Hart,Bella Godiva,Just One Good One Nz,Trioli,Non Passare,Rocco Variety,Subtle Advice
12-01-2023 14:00:14.998054,"(20.0, 40.0, 33.5)","(101.0, 220.0, 190.0)","(101.0, 220.0, 184.0)","(5.0, 7.6, 7.457142857142856)","(1.95, 99999, 99990)","(7.5, 11.0, 9.4)","(7.0, 10.0, 9.5)","(8.0, 10.0, 9.7)","(6.5, 8.8, 8.100000000000001)"
12-01-2023 14:00:16.357003,"(20.0, 40.0, 33.5)","(101.0, 220.0, 190.0)","(101.0, 220.0, 184.0)","(5.0, 7.6, 7.457142857142856)","(1.95, 99999, 99990)","(7.5, 11.0, 9.4)","(7.0, 9.8, 9.5)","(8.0, 10.0, 9.7)","(6.5, 8.8, 8.100000000000001)"
12-01-2023 14:00:17.700669,"(20.0, 40.0, 33.5)","(101.0, 220.0, 190.0)","(101.0, 220.0, 184.0)","(5.0, 7.6, 7.457142857142856)","(1.95, 99999, 99990)","(7.5, 11.0, 10.257142857142858)","(7.0, 9.8, 9.65)","(8.0, 10.0, 9.7)","(6.5, 8.8, 8.100000000000001)"
12-01-2023 14:00:19.054334,"(20.0, 40.0, 33.5)","(101.0, 220.0, 190.0)","(101.0, 220.0, 184.0)","(5.0, 7.6, 7.457142857142856)","(1.95, 99999, 99990)","(7.5, 11.0, 9.266666666666667)","(7.0, 10.0, 9.65)","(8.0, 10.0, 9.7)","(6.5, 8.8, 8.100000000000001)"
12-01-2023 14:00:20.370030,"(20.0, 40.0, 34.8)","(101.0, 220.0, 190.0)","(101.0, 220.0, 184.0)","(5.0, 7.6, 7.457142857142856)","(1.95, 99999, 99990)","(7.5, 11.0, 10.35)","(7.0, 10.0, 9.65)","(8.0, 10.0, 9.7)","(6.5, 8.8, 8.100000000000001)"
12-01-2023 14:00:21.714033,"(20.0, 40.0, 34.8)","(101.0, 220.0, 190.0)","(101.0, 220.0, 184.0)","(5.0, 7.6, 7.457142857142856)","(1.95, 99999, 99990)","(7.5, 11.0, 9.4)","(7.0, 10.0, 9.5)","(8.0, 10.0, 9.7)","(6.5, 8.8, 8.100000000000001)"
12-01-2023 14:00:23.083237,"(20.0, 40.0, 34.8)","(101.0, 220.0, 190.0)","(101.0, 220.0, 184.0)","(5.0, 7.6, 7.457142857142856)","(1.95, 99999, 99990)","(7.5, 11.0, 10.133333333333333)","(7.0, 9.8, 9.5)","(8.0, 10.0, 9.675)","(6.5, 8.8, 8.100000000000001)"
12-01-2023 14:00:24.491942,"(20.0, 40.0, 34.8)","(101.0, 220.0, 190.0)","(101.0, 220.0, 184.0)","(5.0, 7.6, 7.457142857142856)","(1.95, 99999, 99990)","(7.5, 11.0, 10.35)","(7.0, 9.8, 9.65)","(8.0, 10.5, 9.7)","(6.5, 8.8, 8.100000000000001)"
12-01-2023 14:00:25.846438,"(20.0, 40.0, 34.8)","(101.0, 220.0, 190.0)","(101.0, 220.0, 184.0)","(5.0, 7.6, 7.457142857142856)","(1.95, 99999, 99990)","(7.5, 11.0, 10.04)","(7.0, 10.0, 9.125)","(8.0, 10.0, 9.7)","(6.5, 8.8, 8.100000000000001)"
12-01-2023 14:00:27.167719,"(20.0, 40.0, 34.8)","(101.0, 220.0, 190.0)","(101.0, 220.0, 184.0)","(5.0, 7.6, 7.457142857142856)","(1.95, 99999, 99990)","(7.5, 11.0, 10.2)","(7.0, 10.0, 9.5)","(8.0, 10.0, 9.7)","(6.5, 8.8, 8.100000000000001)"
12-01-2023 14:00:28.457973,"(20.0, 40.0, 34.8)","(101.0, 220.0, 190.0)","(101.0, 220.0, 184.0)","(5.0, 7.6, 7.457142857142856)","(1.95, 99999, 99990)","(7.5, 11.0, 10.04)","(7.0, 9.8, 9.65)","(8.0, 10.0, 9.7)","(6.5, 8.8, 8.100000000000001)"
12-01-2023 14:00:29.789040,"(20.0, 40.0, 34.8)","(101.0, 220.0, 190.0)","(101.0, 220.0, 184.0)","(5.0, 7.6, 7.457142857142856)","(1.95, 99999, 99990)","(7.5, 11.0, 10.04)","(7.0, 10.0, 9.65)","(8.0, 10.0, 9.7)","(6.5, 8.8, 8.100000000000001)"
12-01-2023 14:00:31.111360,"(20.0, 40.0, 34.8)","(101.0, 220.0, 190.0)","(101.0, 220.0, 184.0)","(5.0, 7.6, 7.457142857142856)","(1.95, 99999, 99990)","(7.5, 11.0, 10.04)","(7.0, 10.0, 9.125)","(8.0, 10.0, 9.7)","(6.5, 8.8, 7.938461538461539)"
12-01-2023 14:00:32.547728,"(20.0, 40.0, 34.8)","(101.0, 220.0, 190.0)","(101.0, 220.0, 184.0)","(5.0, 7.6, 7.457142857142856)","(1.95, 99999, 99990)","(7.5, 11.0, 9.4)","(7.0, 10.0, 9.5)","(8.0, 10.0, 9.7)","(6.5, 8.8, 8.100000000000001)"
12-01-2023 14:00:33.898413,"(20.0, 40.0, 34.8)","(101.0, 220.0, 190.0)","(101.0, 220.0, 184.0)","(5.0, 7.6, 7.457142857142856)","(1.95, 99999, 99990)","(7.5, 11.0, 10.35)","(7.0, 9.8, 9.65)","(8.0, 10.0, 9.7)","(6.5, 8.8, 8.100000000000001)"
12-01-2023 14:00:35.063404,"(20.0, 40.0, 34.8)","(101.0, 220.0, 190.0)","(101.0, 220.0, 184.0)","(5.0, 7.6, 7.457142857142856)","(1.95, 99999, 99990)","(7.5, 11.0, 10.35)","(7.0, 10.0, 9.65)","(8.0, 10.0, 9.7)","(6.5, 8.8, 8.100000000000001)"
12-01-2023 14:00:36.425974,"(20.0, 40.0, 34.8)","(101.0, 220.0, 188.57142857142856)","(101.0, 220.0, 204.0)","(5.0, 7.6, 7.457142857142856)","(1.95, 99999, 99990)","(7.5, 11.0, 10.35)","(7.0, 10.0, 9.65)","(8.0, 10.0, 9.7)","(6.5, 8.8, 8.100000000000001)"
12-01-2023 14:00:37.761102,"(20.0, 40.0, 34.8)","(101.0, 220.0, 188.57142857142856)","(101.0, 220.0, 204.0)","(5.0, 7.6, 7.457142857142856)","(1.95, 99999, 99990)","(7.5, 11.0, 10.35)","(7.0, 10.0, 9.65)","(8.0, 10.0, 9.7)","(6.5, 8.8, 8.100000000000001)"
12-01-2023 14:00:39.217563,"(21.0, 40.0, 34.8)","(101.0, 220.0, 188.57142857142856)","(101.0, 220.0, 204.0)","(5.0, 7.6, 7.457142857142856)","(1.95, 99999, 99990)","(7.5, 11.0, 10.04)","(7.0, 10.0, 9.65)","(8.5, 10.0, 9.7)","(6.5, 8.8, 8.100000000000001)"
12-01-2023 14:00:40.656580,"(21.0, 40.0, 34.8)","(101.0, 220.0, 188.57142857142856)","(101.0, 220.0, 204.0)","(5.0, 7.6, 7.457142857142856)","(1.95, 99999, 99990)","(7.5, 11.0, 10.04)","(7.0, 10.0, 9.65)","(8.5, 10.0, 9.7)","(6.5, 8.8, 8.036363636363637)"
12-01-2023 14:00:42.305819,"(21.0, 40.0, 34.8)","(101.0, 220.0, 188.57142857142856)","(101.0, 220.0, 204.0)","(5.0, 7.6, 7.35)","(1.95, 99999, 99990)","(7.5, 11.0, 10.2)","(7.0, 10.0, 9.5)","(8.5, 10.0, 9.7)","(6.5, 8.8, 8.036363636363637)"
12-01-2023 14:00:43.810089,"(21.0, 40.0, 34.8)","(101.0, 220.0, 188.57142857142856)","(101.0, 220.0, 204.0)","(5.0, 7.6, 7.457142857142856)","(1.95, 99999, 99990)","(7.5, 11.0, 10.466666666666667)","(7.0, 9.8, 9.65)","(8.5, 10.0, 9.7)","(6.5, 8.8, 8.2)"
12-01-2023 14:00:45.239573,"(21.0, 40.0, 34.8)","(101.0, 220.0, 188.57142857142856)","(101.0, 220.0, 204.0)","(5.0, 7.6, 8.314285714285713)","(1.95, 99999, 99990)","(7.5, 11.0, 10.4)","(7.0, 10.0, 9.65)","(8.5, 10.0, 9.7)","(6.5, 8.8, 8.2)"
12-01-2023 14:00:46.680393,"(21.0, 40.0, 36.166666666666664)","(101.0, 220.0, 188.57142857142856)","(101.0, 220.0, 204.0)","(5.0, 8.6, 8.6)","(1.95, 99999, 99990)","(7.5, 11.0, 10.371428571428572)","(7.0, 10.0, 8.8)","(8.5, 10.0, 9.6)","(6.5, 8.8, 8.036363636363637)"
12-01-2023 14:00:48.174047,"(21.0, 38.0, 35.5)","(101.0, 220.0, 188.57142857142856)","(101.0, 220.0, 204.0)","(5.0, 9.4, 7.733333333333333)","(1.95, 99999, 99990)","(7.5, 11.0, 10.071428571428571)","(7.0, 10.0, 8.371428571428572)","(8.5, 10.0, 9.6)","(6.5, 8.8, 8.2)"
12-01-2023 14:00:49.537165,"(21.0, 38.0, 35.5)","(101.0, 220.0, 188.57142857142856)","(101.0, 220.0, 204.0)","(5.0, 9.2, 7.6875)","(1.95, 99999, 99990)","(7.5, 10.5, 10.428571428571429)","(7.0, 9.8, 8.709090909090909)","(8.5, 10.0, 9.55)","(6.5, 8.8, 8.036363636363637)"
12-01-2023 14:00:50.847237,"(21.0, 40.0, 37.0)","(101.0, 220.0, 188.57142857142856)","(101.0, 220.0, 204.0)","(5.0, 9.2, 7.6875)","(1.95, 99999, 99990)","(7.5, 11.0, 10.428571428571429)","(7.0, 9.8, 8.709090909090909)","(8.5, 10.0, 9.55)","(6.5, 8.8, 8.036363636363637)"
12-01-2023 14:00:52.147545,"(21.0, 40.0, 37.0)","(101.0, 220.0, 188.57142857142856)","(101.0, 220.0, 204.0)","(5.0, 9.2, 7.6875)","(1.95, 99999, 99990)","(7.5, 11.0, 10.6)","(7.0, 9.8, 8.709090909090909)","(8.5, 10.0, 9.55)","(6.5, 8.8, 8.036363636363637)"
12-01-2023 14:00:53.424992,"(21.0, 40.0, 38.5)","(101.0, 220.0, 188.57142857142856)","(101.0, 220.0, 204.0)","(5.0, 9.2, 7.6875)","(1.95, 99999, 99990)","(7.5, 11.0, 10.2)","(7.0, 9.8, 8.709090909090909)","(8.5, 10.0, 9.55)","(6.5, 8.8, 8.036363636363637)"
12-01-2023 14:00:54.802630,"(21.0, 40.0, 38.5)","(101.0, 220.0, 188.57142857142856)","(101.0, 220.0, 204.0)","(5.0, 9.2, 7.6875)","(1.95, 99999, 99990)","(7.5, 10.5, 10.2)","(7.0, 9.8, 8.709090909090909)","(8.5, 10.0, 9.55)","(6.5, 8.8, 8.036363636363637)"
12-01-2023 14:00:56.206276,"(21.0, 40.0, 38.5)","(101.0, 220.0, 188.57142857142856)","(101.0, 220.0, 204.0)","(5.0, 9.2, 7.6875)","(1.95, 99999, 99990)","(7.5, 10.5, 10.6)","(7.0, 9.8, 8.709090909090909)","(8.5, 10.0, 9.55)","(6.5, 8.8, 8.036363636363637)"
12-01-2023 14:00:57.536450,"(21.0, 40.0, 38.5)","(101.0, 220.0, 188.57142857142856)","(101.0, 220.0, 204.0)","(5.0, 9.2, 7.6875)","(1.95, 99999, 99990)","(7.5, 11.0, 10.6)","(7.0, 9.8, 8.709090909090909)","(8.5, 10.0, 9.55)","(6.5, 8.8, 8.036363636363637)"
12-01-2023 14:00:58.857636,"(21.0, 40.0, 38.5)","(101.0, 220.0, 188.57142857142856)","(101.0, 220.0, 196.0)","(5.0, 9.2, 7.6875)","(1.95, 99999, 99990)","(7.5, 11.0, 10.23076923076923)","(7.0, 9.8, 8.709090909090909)","(8.5, 10.0, 9.55)","(6.5, 8.8, 8.036363636363637)"
12-01-2023 14:01:00.121441,"(21.0, 40.0, 38.5)","(101.0, 220.0, 188.57142857142856)","(101.0, 220.0, 196.0)","(5.0, 9.2, 7.6875)","(1.95, 99999, 99990)","(7.5, 11.0, 10.6)","(7.0, 9.8, 8.709090909090909)","(8.5, 10.0, 9.55)","(6.5, 8.8, 8.2)"
12-01-2023 14:01:01.367494,"(21.0, 40.0, 38.5)","(101.0, 220.0, 188.57142857142856)","(101.0, 220.0, 196.0)","(5.0, 9.2, 7.6875)","(1.95, 99999, 99990)","(7.5, 11.0, 10.6)","(7.0, 9.8, 8.709090909090909)","(8.5, 10.0, 9.6)","(6.5, 8.8, 8.036363636363637)"
12-01-2023 14:01:02.772681,"(21.0, 42.0, 38.888888888888886)","(101.0, 220.0, 188.57142857142856)","(101.0, 220.0, 196.0)","(5.0, 9.2, 7.4714285714285715)","(1.95, 99999, 99990)","(7.5, 11.0, 10.5)","(7.0, 9.8, 8.6)","(8.5, 10.0, 9.6)","(6.5, 8.8, 8.285714285714286)"
12-01-2023 14:01:04.096583,"(21.0, 42.0, 35.5)","(101.0, 220.0, 188.57142857142856)","(101.0, 220.0, 206.0)","(5.0, 9.2, 7.507692307692308)","(1.95, 99999, 99990)","(7.5, 11.0, 9.9)","(7.0, 9.8, 8.68888888888889)","(8.5, 10.0, 9.7)","(6.5, 8.8, 8.285714285714286)"
12-01-2023 14:01:05.357963,"(21.0, 42.0, 35.5)","(101.0, 220.0, 188.57142857142856)","(101.0, 220.0, 206.0)","(5.0, 9.2, 7.507692307692308)","(1.95, 99999, 99990)","(7.5, 10.5, 10.2)","(7.0, 9.8, 8.6)","(8.5, 10.0, 9.7)","(6.5, 8.8, 8.440000000000001)"
12-01-2023 14:01:06.625345,"(21.0, 42.0, 35.5)","(101.0, 220.0, 188.57142857142856)","(101.0, 220.0, 206.0)","(5.0, 9.2, 7.507692307692308)","(1.95, 99999, 99990)","(7.5, 11.0, 10.2)","(7.0, 9.6, 7.8999999999999995)","(8.5, 10.0, 9.7)","(6.5, 8.8, 8.2)"
12-01-2023 14:01:07.934823,"(21.0, 42.0, 35.5)","(101.0, 220.0, 188.57142857142856)","(101.0, 220.0, 206.0)","(5.0, 9.2, 7.352941176470588)","(1.95, 99999, 99990)","(7.5, 11.0, 9.45)","(7.0, 9.4, 8.5)","(8.5, 10.0, 9.7)","(6.5, 8.8, 8.2)"
12-01-2023 14:01:09.257227,"(21.0, 42.0, 35.5)","(101.0, 220.0, 188.57142857142856)","(101.0, 220.0, 206.0)","(5.0, 9.0, 8.350000000000001)","(1.95, 99999, 99990)","(7.5, 10.5, 9.321428571428571)","(7.0, 9.4, 8.5)","(8.5, 10.0, 9.7)","(6.5, 8.8, 8.2)"
12-01-2023 14:01:10.651688,"(21.0, 42.0, 36.8)","(101.0, 220.0, 188.57142857142856)","(101.0, 220.0, 206.0)","(5.0, 8.8, 7.675000000000001)","(1.95, 99999, 99990)","(7.5, 10.5, 9.321428571428571)","(7.0, 9.4, 8.5)","(8.5, 10.0, 9.7)","(6.5, 8.8, 8.2)"
12-01-2023 14:01:11.992448,"(21.0, 42.0, 36.8)","(101.0, 220.0, 188.57142857142856)","(101.0, 220.0, 206.0)","(5.0, 8.8, 7.675000000000001)","(1.95, 99999, 99990)","(7.5, 10.5, 9.321428571428571)","(7.0, 9.4, 8.5)","(8.5, 10.0, 9.7)","(6.5, 8.8, 8.066666666666666)"
12-01-2023 14:01:13.309529,"(21.0, 42.0, 36.8)","(101.0, 220.0, 188.57142857142856)","(101.0, 220.0, 206.0)","(5.0, 8.8, 7.675000000000001)","(1.95, 99999, 99990)","(7.5, 10.5, 9.321428571428571)","(7.0, 9.4, 8.5)","(8.5, 10.0, 9.7)","(6.5, 8.6, 8.066666666666666)"
12-01-2023 14:01:14.613896,"(21.0, 42.0, 36.8)","(101.0, 220.0, 188.57142857142856)","(101.0, 220.0, 206.0)","(5.0, 8.8, 7.675000000000001)","(1.95, 99999, 99990)","(7.5, 10.5, 9.321428571428571)","(7.0, 9.4, 8.5)","(8.5, 10.0, 9.7)","(6.5, 8.6, 7.942857142857143)"
12-01-2023 14:01:15.866019,"(21.0, 42.0, 36.8)","(101.0, 220.0, 188.57142857142856)","(101.0, 220.0, 206.0)","(5.0, 8.8, 7.675000000000001)","(1.95, 99999, 99990)","(7.5, 10.5, 9.321428571428571)","(7.0, 9.4, 8.5)","(8.5, 10.0, 9.7)","(6.5, 8.8, 7.942857142857143)"
12-01-2023 14:01:17.164930,"(21.0, 42.0, 37.666666666666664)","(101.0, 220.0, 188.57142857142856)","(101.0, 220.0, 206.0)","(5.0, 8.8, 7.675000000000001)","(1.95, 99999, 99990)","(7.5, 10.5, 9.321428571428571)","(7.0, 9.4, 8.5)","(8.5, 10.0, 9.7)","(6.5, 8.8, 7.942857142857143)"
12-01-2023 14:01:18.535454,"(21.0, 42.0, 37.666666666666664)","(101.0, 220.0, 188.57142857142856)","(101.0, 220.0, 206.0)","(5.0, 8.8, 7.675000000000001)","(1.95, 99999, 99990)","(7.5, 10.5, 9.321428571428571)","(7.0, 9.4, 8.5)","(8.5, 10.0, 9.6)","(6.5, 8.8, 7.942857142857143)"
12-01-2023 14:01:19.871596,"(21.0, 42.0, 36.8)","(101.0, 220.0, 188.57142857142856)","(101.0, 220.0, 206.0)","(5.0, 8.8, 7.675000000000001)","(1.95, 99999, 99990)","(7.5, 10.5, 9.321428571428571)","(7.0, 9.4, 8.5)","(8.5, 10.0, 9.6)","(6.5, 8.8, 7.942857142857143)"
12-01-2023 14:01:21.067964,"(21.0, 42.0, 36.8)","(101.0, 220.0, 188.57142857142856)","(101.0, 220.0, 206.0)","(5.0, 8.8, 7.675000000000001)","(1.95, 99999, 99990)","(7.5, 10.5, 9.321428571428571)","(7.0, 9.4, 8.5)","(8.5, 10.0, 9.6)","(6.5, 8.8, 7.942857142857143)"
12-01-2023 14:01:22.275267,"(21.0, 42.0, 36.8)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 206.0)","(5.0, 8.8, 7.675000000000001)","(1.95, 99999, 99990)","(7.5, 10.5, 9.321428571428571)","(7.0, 9.4, 8.5)","(8.5, 10.0, 9.6)","(6.5, 8.8, 7.942857142857143)"
12-01-2023 14:01:23.698854,"(21.0, 42.0, 36.8)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 206.0)","(5.0, 8.8, 7.675000000000001)","(1.95, 99999, 99990)","(7.5, 10.5, 9.321428571428571)","(7.0, 9.4, 8.5)","(8.5, 10.0, 9.6)","(6.5, 8.8, 7.942857142857143)"
12-01-2023 14:01:25.063883,"(21.0, 42.0, 36.8)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 206.0)","(5.0, 8.8, 7.675000000000001)","(1.95, 99999, 99990)","(7.5, 10.5, 9.321428571428571)","(7.0, 9.4, 8.5)","(8.5, 10.0, 9.6)","(6.5, 8.8, 7.942857142857143)"
12-01-2023 14:01:26.324228,"(21.0, 42.0, 36.8)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 206.0)","(5.0, 8.8, 7.675000000000001)","(1.95, 99999, 99990)","(7.5, 10.5, 9.321428571428571)","(7.0, 9.4, 8.5)","(8.5, 10.0, 9.6)","(6.5, 8.8, 7.942857142857143)"
12-01-2023 14:01:27.601493,"(21.0, 42.0, 36.8)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 206.0)","(5.0, 8.8, 7.800000000000001)","(1.95, 99999, 99990)","(7.5, 10.5, 9.75)","(7.0, 9.4, 8.114285714285714)","(8.5, 10.0, 9.6)","(6.5, 8.8, 7.942857142857143)"
12-01-2023 14:01:28.923858,"(21.0, 42.0, 39.0)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 206.0)","(5.0, 8.8, 8.388235294117647)","(1.95, 99999, 99990)","(7.5, 10.5, 9.75)","(7.0, 9.4, 8.83529411764706)","(8.5, 10.0, 9.6)","(6.5, 8.8, 7.942857142857143)"
12-01-2023 14:01:30.344075,"(21.0, 42.0, 39.0)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 206.0)","(5.0, 8.8, 8.7)","(1.95, 99999, 99990)","(7.5, 10.5, 9.75)","(7.0, 9.4, 9.083333333333332)","(8.5, 10.0, 9.6)","(6.5, 8.8, 7.942857142857143)"
12-01-2023 14:01:31.680186,"(21.0, 42.0, 39.0)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 206.0)","(5.0, 9.2, 8.705882352941176)","(1.95, 99999, 99990)","(7.5, 10.5, 9.75)","(7.0, 9.2, 9.083333333333332)","(8.5, 10.0, 9.6)","(6.5, 8.8, 7.942857142857143)"
12-01-2023 14:01:33.107470,"(21.0, 42.0, 39.0)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 206.0)","(5.0, 9.2, 8.705882352941176)","(1.95, 99999, 99990)","(7.5, 10.5, 9.75)","(7.0, 9.2, 9.083333333333332)","(8.5, 10.0, 9.6)","(6.5, 8.8, 7.942857142857143)"
12-01-2023 14:01:34.393367,"(21.0, 42.0, 39.0)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 206.0)","(5.0, 9.2, 8.705882352941176)","(1.95, 99999, 99990)","(7.5, 10.5, 9.75)","(7.0, 9.2, 8.85)","(8.5, 10.0, 9.7)","(6.5, 8.8, 7.942857142857143)"
12-01-2023 14:01:35.698906,"(21.0, 42.0, 39.0)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 206.0)","(5.0, 9.2, 8.705882352941176)","(1.95, 99999, 99990)","(7.5, 10.5, 9.75)","(7.0, 9.2, 9.083333333333332)","(8.5, 10.0, 9.7)","(6.5, 8.8, 7.942857142857143)"
12-01-2023 14:01:36.987349,"(21.0, 42.0, 39.0)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 206.0)","(5.0, 9.2, 7.828571428571428)","(1.95, 99999, 99990)","(7.5, 10.5, 9.75)","(7.0, 9.2, 8.799999999999999)","(8.5, 10.0, 9.7)","(6.5, 8.8, 7.942857142857143)"
12-01-2023 14:01:38.365276,"(21.0, 42.0, 39.0)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 206.0)","(5.0, 9.2, 8.266666666666666)","(1.95, 99999, 99990)","(7.5, 10.5, 9.75)","(7.0, 9.2, 9.083333333333332)","(8.5, 10.0, 9.7)","(6.5, 8.8, 7.942857142857143)"
12-01-2023 14:01:39.715182,"(21.0, 42.0, 39.0)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 206.0)","(5.0, 9.2, 8.815384615384616)","(1.95, 99999, 99990)","(7.5, 10.5, 9.75)","(7.0, 9.2, 9.083333333333332)","(8.5, 10.0, 9.7)","(6.5, 8.8, 9.1)"
12-01-2023 14:01:41.166768,"(21.0, 60.0, 50.66666666666667)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 206.0)","(5.0, 9.0, 8.625)","(1.95, 99999, 99990)","(7.5, 10.5, 9.75)","(7.0, 9.2, 8.799999999999999)","(8.5, 10.0, 9.7)","(6.5, 9.6, 9.32)"
12-01-2023 14:01:42.598075,"(21.0, 55.0, 46.25)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 206.0)","(5.0, 9.0, 7.8)","(1.95, 99999, 99990)","(7.5, 10.5, 9.75)","(7.0, 9.2, 9.083333333333332)","(8.5, 10.0, 9.7)","(6.5, 9.6, 9.459999999999999)"
12-01-2023 14:01:43.839212,"(21.0, 50.0, 45.2)","(101.0, 220.0, 153.33333333333334)","(101.0, 220.0, 206.0)","(5.0, 9.0, 8.2)","(1.95, 99999, 99990)","(7.5, 10.5, 9.75)","(7.0, 9.2, 9.083333333333332)","(8.5, 10.0, 9.7)","(6.5, 9.6, 9.459999999999999)"
12-01-2023 14:01:45.113740,"(21.0, 48.0, 45.0)","(101.0, 220.0, 194.28571428571428)","(101.0, 220.0, 206.0)","(5.0, 9.0, 8.858823529411765)","(1.95, 99999, 99990)","(7.5, 10.5, 9.75)","(7.0, 9.2, 7.8999999999999995)","(8.5, 10.0, 9.7)","(6.5, 9.6, 9.459999999999999)"
12-01-2023 14:01:46.430085,"(21.0, 48.0, 54.0)","(101.0, 220.0, 197.5)","(101.0, 220.0, 206.0)","(5.0, 9.0, 8.858823529411765)","(1.95, 99999, 99990)","(7.5, 10.5, 10.2)","(7.0, 9.4, 8.4)","(8.5, 10.0, 9.9)","(6.5, 9.6, 9.49090909090909)"
12-01-2023 14:01:47.795553,"(21.0, 60.0, 49.333333333333336)","(101.0, 220.0, 194.28571428571428)","(101.0, 220.0, 190.0)","(5.0, 9.0, 8.52)","(1.95, 99999, 99990)","(7.5, 11.0, 10.5)","(7.0, 9.4, 8.9625)","(8.5, 10.0, 9.74375)","(6.5, 9.6, 9.35)"
12-01-2023 14:01:49.167572,"(21.0, 55.0, 49.333333333333336)","(101.0, 220.0, 194.28571428571428)","(101.0, 220.0, 190.0)","(5.0, 9.0, 8.2)","(1.95, 99999, 99990)","(7.5, 11.0, 10.25)","(7.0, 9.4, 8.9)","(8.5, 10.5, 9.6)","(6.5, 9.6, 9.475)"
12-01-2023 14:01:50.568517,"(21.0, 55.0, 44.18181818181818)","(101.0, 220.0, 194.28571428571428)","(101.0, 220.0, 190.0)","(5.0, 9.0, 8.2)","(1.95, 99999, 99990)","(7.5, 11.0, 10.25)","(7.0, 9.4, 9.083333333333332)","(8.5, 10.0, 9.6)","(6.5, 9.6, 9.475)"
12-01-2023 14:01:51.876842,"(21.0, 55.0, 41.77777777777778)","(101.0, 220.0, 194.28571428571428)","(101.0, 220.0, 190.0)","(5.0, 8.8, 8.55)","(1.95, 99999, 99990)","(7.5, 11.0, 10.25)","(7.0, 9.2, 8.879999999999999)","(8.5, 10.0, 9.6)","(6.5, 9.6, 9.475)"
12-01-2023 14:01:53.174215,"(21.0, 55.0, 48.18181818181818)","(101.0, 220.0, 194.28571428571428)","(101.0, 220.0, 190.0)","(5.0, 8.8, 8.55)","(1.95, 99999, 99990)","(7.5, 11.0, 10.25)","(7.0, 9.2, 8.879999999999999)","(8.5, 10.0, 9.6)","(6.5, 9.6, 9.475)"
12-01-2023 14:01:54.669623,"(21.0, 50.0, 45.5)","(101.0, 220.0, 166.66666666666666)","(101.0, 220.0, 190.0)","(5.0, 8.8, 8.55)","(1.95, 99999, 99990)","(7.5, 11.0, 10.25)","(7.0, 9.2, 9.083333333333332)","(8.5, 10.0, 9.6)","(6.5, 9.6, 9.475)"
12-01-2023 14:01:56.155850,"(21.0, 50.0, 45.5)","(101.0, 220.0, 166.66666666666666)","(101.0, 220.0, 190.0)","(5.0, 8.8, 8.55)","(1.95, 99999, 99990)","(7.5, 11.0, 10.25)","(7.0, 9.2, 8.879999999999999)","(8.5, 10.0, 9.6)","(6.5, 9.6, 9.475)"
12-01-2023 14:01:57.559641,"(21.0, 50.0, 45.5)","(101.0, 220.0, 166.66666666666666)","(101.0, 220.0, 200.0)","(5.0, 8.8, 8.55)","(1.95, 99999, 99990)","(7.5, 11.0, 10.25)","(7.0, 9.2, 8.879999999999999)","(8.5, 10.0, 9.6)","(6.5, 9.6, 9.475)"
12-01-2023 14:01:58.988300,"(21.0, 50.0, 45.5)","(101.0, 220.0, 194.28571428571428)","(101.0, 220.0, 200.0)","(5.0, 8.8, 8.55)","(1.95, 99999, 99990)","(7.5, 11.0, 10.25)","(7.0, 9.2, 9.083333333333332)","(8.5, 10.0, 9.6)","(6.5, 9.6, 9.475)"
12-01-2023 14:02:00.739441,"(21.0, 50.0, 45.5)","(101.0, 220.0, 194.28571428571428)","(101.0, 220.0, 200.0)","(5.0, 8.8, 8.55)","(1.95, 99999, 99990)","(7.5, 11.0, 10.25)","(7.0, 9.2, 9.083333333333332)","(8.5, 10.0, 9.6)","(6.5, 9.6, 9.475)"
12-01-2023 14:02:02.239756,"(21.0, 50.0, 45.5)","(101.0, 220.0, 194.28571428571428)","(101.0, 220.0, 200.0)","(5.0, 8.8, 8.55)","(1.95, 99999, 99990)","(7.5, 11.0, 10.1)","(7.0, 9.2, 9.083333333333332)","(8.5, 10.0, 9.6)","(6.5, 9.6, 9.475)"
