,Bear Bonus,Billy Nailer,Shaquille,Authority,Stylish Rico,Alpha Ruler,Hendy,Bert And Kenny
14-12-2022 12:39:37.481331,"(3.4, 4.9, 4.6)","(5.5, 9.2, 8.657142857142857)","(4.2, 7.8, 6.241666666666667)","(61.0, 530.0, 350.0)","(7.5, 13.5, 9.9375)","(51.0, 350.0, 246.36363636363637)","(3.0, 4.4, 3.67)","(11.0, 25.0, 16.875)"
14-12-2022 12:39:38.805277,"(3.4, 4.9, 4.6)","(5.5, 9.2, 8.657142857142857)","(4.2, 7.8, 6.241666666666667)","(61.0, 530.0, 350.0)","(7.5, 13.5, 9.9375)","(51.0, 350.0, 246.36363636363637)","(3.0, 4.4, 3.67)","(11.0, 25.0, 16.875)"
14-12-2022 12:39:40.046610,"(3.4, 4.9, 4.6)","(5.5, 9.2, 8.657142857142857)","(4.2, 7.8, 6.241666666666667)","(61.0, 530.0, 350.0)","(7.5, 13.5, 9.9375)","(51.0, 350.0, 246.36363636363637)","(3.0, 4.4, 3.67)","(11.0, 25.0, 16.875)"
14-12-2022 12:39:41.268546,"(3.4, 4.9, 4.6)","(5.5, 9.2, 8.657142857142857)","(4.2, 7.8, 6.241666666666667)","(61.0, 530.0, 350.0)","(7.5, 13.5, 9.9375)","(51.0, 350.0, 246.36363636363637)","(3.0, 4.4, 3.67)","(11.0, 25.0, 16.875)"
14-12-2022 12:39:42.488485,"(3.4, 5.0, 4.742857142857143)","(5.5, 9.2, 8.907692307692308)","(4.2, 7.8, 6.241666666666667)","(61.0, 530.0, 338.0)","(7.5, 13.5, 9.9375)","(51.0, 350.0, 246.36363636363637)","(3.0, 4.4, 3.67)","(11.0, 25.0, 16.875)"
14-12-2022 12:39:43.736350,"(3.4, 5.0, 4.742857142857143)","(5.5, 9.2, 8.907692307692308)","(4.2, 7.8, 6.241666666666667)","(61.0, 530.0, 338.0)","(7.5, 13.5, 9.9375)","(51.0, 350.0, 246.36363636363637)","(3.0, 4.4, 3.67)","(11.0, 25.0, 15.25)"
14-12-2022 12:39:44.979289,"(3.4, 5.0, 4.742857142857143)","(5.5, 9.2, 8.907692307692308)","(4.2, 7.8, 6.241666666666667)","(61.0, 530.0, 338.0)","(7.5, 13.5, 9.9375)","(51.0, 350.0, 246.36363636363637)","(3.0, 4.4, 3.67)","(11.0, 25.0, 15.25)"
14-12-2022 12:39:46.151021,"(3.4, 5.0, 4.55)","(5.5, 9.2, 8.907692307692308)","(4.2, 7.8, 6.241666666666667)","(61.0, 530.0, 338.0)","(7.5, 13.5, 9.9375)","(51.0, 350.0, 246.36363636363637)","(3.0, 4.4, 3.67)","(11.0, 25.0, 15.25)"
14-12-2022 12:39:47.384587,"(3.4, 5.0, 4.55)","(5.5, 9.6, 9.092307692307692)","(4.2, 7.8, 6.241666666666667)","(61.0, 530.0, 338.0)","(7.5, 13.5, 9.9375)","(51.0, 350.0, 246.36363636363637)","(3.0, 4.4, 3.67)","(11.0, 25.0, 15.25)"
14-12-2022 12:39:48.758817,"(3.4, 5.0, 4.742857142857143)","(5.5, 9.4, 9.092307692307692)","(4.2, 7.8, 6.241666666666667)","(61.0, 530.0, 338.0)","(7.5, 13.5, 9.9375)","(51.0, 350.0, 246.36363636363637)","(3.0, 4.4, 3.67)","(11.0, 25.0, 15.25)"
14-12-2022 12:39:49.994527,"(3.4, 5.0, 4.742857142857143)","(5.5, 9.4, 9.092307692307692)","(4.2, 7.8, 6.241666666666667)","(61.0, 530.0, 338.0)","(7.5, 13.5, 9.9375)","(51.0, 350.0, 246.36363636363637)","(3.0, 4.4, 3.67)","(11.0, 25.0, 15.25)"
14-12-2022 12:39:51.296362,"(3.4, 5.0, 4.742857142857143)","(5.5, 9.4, 9.092307692307692)","(4.2, 7.8, 6.241666666666667)","(61.0, 530.0, 338.0)","(7.5, 13.5, 9.9375)","(51.0, 350.0, 246.36363636363637)","(3.0, 4.4, 3.67)","(11.0, 25.0, 15.25)"
14-12-2022 12:39:52.492591,"(3.4, 5.0, 4.742857142857143)","(5.5, 9.4, 9.092307692307692)","(4.2, 7.8, 6.241666666666667)","(61.0, 530.0, 338.0)","(7.5, 13.5, 9.9375)","(51.0, 350.0, 246.36363636363637)","(3.0, 4.4, 3.67)","(11.0, 25.0, 15.25)"
14-12-2022 12:39:53.703424,"(3.4, 5.0, 4.742857142857143)","(5.5, 9.4, 9.092307692307692)","(4.2, 7.8, 6.241666666666667)","(61.0, 530.0, 338.0)","(7.5, 13.5, 9.9375)","(51.0, 350.0, 246.36363636363637)","(3.0, 4.4, 3.67)","(11.0, 25.0, 15.25)"
14-12-2022 12:39:54.999645,"(3.4, 5.0, 4.742857142857143)","(5.5, 9.4, 9.092307692307692)","(4.2, 7.8, 6.241666666666667)","(61.0, 530.0, 338.0)","(7.5, 13.5, 9.9375)","(51.0, 350.0, 246.36363636363637)","(3.0, 4.4, 3.67)","(11.0, 25.0, 15.25)"
14-12-2022 12:39:56.367682,"(3.4, 5.0, 4.742857142857143)","(5.5, 9.4, 9.092307692307692)","(4.2, 7.8, 6.241666666666667)","(61.0, 530.0, 338.0)","(7.5, 13.5, 9.9375)","(51.0, 350.0, 246.36363636363637)","(3.0, 4.4, 3.67)","(11.0, 25.0, 15.25)"
14-12-2022 12:39:57.648067,"(3.4, 5.0, 4.55)","(5.5, 9.4, 9.092307692307692)","(4.2, 7.8, 6.241666666666667)","(61.0, 530.0, 338.0)","(7.5, 13.5, 9.9375)","(51.0, 350.0, 246.36363636363637)","(3.0, 4.4, 3.67)","(11.0, 25.0, 15.25)"
14-12-2022 12:39:58.825851,"(3.4, 5.0, 4.742857142857143)","(5.5, 9.4, 9.092307692307692)","(4.2, 7.8, 6.241666666666667)","(61.0, 530.0, 338.0)","(7.5, 13.5, 9.9375)","(51.0, 350.0, 246.36363636363637)","(3.0, 4.4, 3.67)","(11.0, 25.0, 15.25)"
14-12-2022 12:40:00.058417,"(3.4, 5.0, 4.742857142857143)","(5.5, 9.4, 9.092307692307692)","(4.2, 7.8, 6.241666666666667)","(61.0, 530.0, 338.0)","(7.5, 13.5, 9.9375)","(51.0, 350.0, 263.84615384615387)","(3.0, 4.4, 3.67)","(11.0, 25.0, 15.25)"
14-12-2022 12:40:01.190173,"(3.4, 5.0, 4.742857142857143)","(5.5, 9.4, 9.092307692307692)","(4.2, 7.8, 6.241666666666667)","(61.0, 530.0, 338.0)","(7.5, 13.5, 9.9375)","(51.0, 350.0, 250.0)","(3.0, 4.4, 3.67)","(11.0, 25.0, 15.25)"
14-12-2022 12:40:02.300784,"(3.4, 5.0, 4.742857142857143)","(5.5, 9.4, 9.092307692307692)","(4.2, 7.8, 6.241666666666667)","(61.0, 530.0, 338.0)","(7.5, 13.5, 9.9375)","(51.0, 350.0, 250.0)","(3.0, 4.4, 3.67)","(11.0, 25.0, 15.25)"
14-12-2022 12:40:03.376684,"(3.4, 5.0, 4.55)","(5.5, 9.4, 9.092307692307692)","(4.2, 7.8, 6.241666666666667)","(61.0, 530.0, 338.0)","(7.5, 13.5, 9.9375)","(51.0, 350.0, 250.0)","(3.0, 4.4, 3.67)","(11.0, 25.0, 15.25)"
14-12-2022 12:40:04.582535,"(3.4, 5.0, 4.55)","(5.5, 9.4, 9.092307692307692)","(4.2, 7.8, 6.241666666666667)","(61.0, 530.0, 338.0)","(7.5, 13.5, 9.9375)","(51.0, 350.0, 250.0)","(3.0, 4.4, 3.67)","(11.0, 25.0, 15.25)"
14-12-2022 12:40:05.744591,"(3.4, 5.0, 4.742857142857143)","(5.5, 9.4, 9.092307692307692)","(4.2, 7.8, 6.241666666666667)","(61.0, 530.0, 338.0)","(7.5, 13.5, 9.9375)","(51.0, 350.0, 250.0)","(3.0, 4.4, 3.67)","(11.0, 25.0, 15.25)"
14-12-2022 12:40:07.002309,"(3.4, 5.0, 4.742857142857143)","(5.5, 9.4, 9.092307692307692)","(4.2, 7.8, 6.241666666666667)","(61.0, 530.0, 338.0)","(7.5, 13.5, 9.9375)","(51.0, 350.0, 250.0)","(3.0, 4.4, 3.67)","(11.0, 25.0, 15.25)"
14-12-2022 12:40:08.234710,"(3.4, 5.0, 4.742857142857143)","(5.5, 9.4, 9.092307692307692)","(4.2, 7.8, 6.241666666666667)","(61.0, 530.0, 338.0)","(7.5, 13.5, 9.9375)","(51.0, 350.0, 250.0)","(3.0, 4.4, 3.67)","(11.0, 25.0, 15.25)"
14-12-2022 12:40:09.431785,"(3.4, 5.0, 4.742857142857143)","(5.5, 9.4, 9.092307692307692)","(4.2, 7.8, 6.241666666666667)","(61.0, 530.0, 338.0)","(7.5, 13.5, 9.9375)","(51.0, 350.0, 250.0)","(3.0, 4.4, 3.67)","(11.0, 25.0, 15.25)"
14-12-2022 12:40:10.677643,"(3.6, 5.0, 4.55)","(5.5, 9.4, 9.092307692307692)","(4.2, 7.8, 6.241666666666667)","(61.0, 530.0, 338.0)","(7.5, 13.5, 9.9375)","(51.0, 350.0, 250.0)","(3.0, 4.4, 3.67)","(11.0, 25.0, 15.25)"
14-12-2022 12:40:11.899591,"(3.6, 5.0, 4.55)","(5.5, 9.4, 9.092307692307692)","(4.2, 7.8, 6.241666666666667)","(61.0, 530.0, 338.0)","(7.5, 13.5, 9.9375)","(51.0, 350.0, 250.0)","(3.0, 4.4, 3.67)","(11.0, 25.0, 15.25)"
14-12-2022 12:40:13.104467,"(3.6, 5.0, 4.55)","(5.5, 9.4, 9.092307692307692)","(4.2, 7.8, 6.241666666666667)","(61.0, 530.0, 338.0)","(7.5, 13.5, 9.9375)","(51.0, 350.0, 250.0)","(3.0, 4.4, 3.67)","(11.0, 25.0, 15.25)"
14-12-2022 12:40:14.379960,"(3.6, 5.0, 4.742857142857143)","(5.5, 9.4, 9.092307692307692)","(4.2, 7.8, 6.241666666666667)","(61.0, 530.0, 338.0)","(7.5, 13.5, 9.9375)","(51.0, 350.0, 250.0)","(3.0, 4.4, 3.67)","(11.0, 25.0, 15.25)"
14-12-2022 12:40:15.635093,"(3.6, 5.0, 4.742857142857143)","(5.5, 9.4, 9.092307692307692)","(4.2, 7.8, 6.241666666666667)","(61.0, 530.0, 338.0)","(7.5, 13.5, 9.9375)","(51.0, 350.0, 250.0)","(3.0, 4.4, 3.67)","(11.0, 25.0, 15.25)"
14-12-2022 12:40:16.945585,"(3.6, 5.0, 4.742857142857143)","(5.5, 9.4, 9.092307692307692)","(4.2, 7.8, 6.241666666666667)","(61.0, 530.0, 338.0)","(7.5, 13.5, 9.9375)","(51.0, 350.0, 250.0)","(3.0, 4.4, 3.67)","(11.0, 25.0, 15.25)"
14-12-2022 12:40:18.321186,"(3.6, 5.0, 4.55)","(5.5, 9.4, 9.092307692307692)","(4.2, 7.8, 6.241666666666667)","(61.0, 530.0, 338.0)","(7.5, 13.5, 9.9375)","(51.0, 350.0, 250.0)","(3.0, 4.4, 3.67)","(11.0, 25.0, 15.25)"
14-12-2022 12:40:19.729207,"(3.6, 5.0, 4.55)","(5.5, 9.4, 9.092307692307692)","(4.2, 7.8, 6.241666666666667)","(61.0, 530.0, 338.0)","(7.5, 13.5, 9.9375)","(51.0, 350.0, 250.0)","(3.0, 4.4, 3.67)","(11.0, 25.0, 15.25)"
14-12-2022 12:40:21.281708,"(3.6, 5.0, 4.678571428571429)","(5.5, 9.4, 9.092307692307692)","(4.2, 7.8, 6.241666666666667)","(61.0, 530.0, 338.0)","(7.5, 13.5, 9.9375)","(51.0, 350.0, 250.0)","(3.0, 4.4, 3.67)","(11.0, 25.0, 15.25)"
14-12-2022 12:40:22.509505,"(3.6, 5.0, 4.742857142857143)","(5.5, 9.4, 9.092307692307692)","(4.2, 7.8, 6.241666666666667)","(61.0, 530.0, 338.0)","(7.5, 13.5, 9.9375)","(51.0, 350.0, 250.0)","(3.0, 4.4, 3.67)","(11.0, 25.0, 15.25)"
14-12-2022 12:40:23.677870,"(3.6, 4.3, 4.107792207792207)","(5.5, 9.4, 9.092307692307692)","(4.2, 7.8, 6.1)","(61.0, 530.0, 338.0)","(7.5, 13.5, 12.052631578947368)","(51.0, 350.0, 250.0)","(3.0, 4.4, 3.6900000000000004)","(11.0, 25.0, 14.2)"
14-12-2022 12:40:24.814762,"(3.6, 4.3, 4.015384615384615)","(5.5, 9.4, 8.925)","(4.2, 7.8, 6.15)","(61.0, 530.0, 338.0)","(7.5, 13.5, 12.052631578947368)","(51.0, 350.0, 250.0)","(3.0, 4.4, 3.6900000000000004)","(11.0, 25.0, 14.2)"
14-12-2022 12:40:25.949227,"(3.6, 4.3, 4.015384615384615)","(5.5, 9.4, 9.083333333333334)","(4.2, 7.8, 6.15)","(61.0, 530.0, 338.0)","(7.5, 13.5, 12.052631578947368)","(51.0, 350.0, 250.0)","(3.0, 4.4, 3.7875)","(11.0, 25.0, 14.2)"
14-12-2022 12:40:27.133632,"(3.6, 4.3, 4.112658227848101)","(5.5, 9.4, 9.030000000000001)","(4.2, 7.8, 6.15)","(61.0, 530.0, 358.57142857142856)","(7.5, 13.5, 10.85)","(51.0, 350.0, 224.0909090909091)","(3.0, 4.4, 3.7444444444444445)","(11.0, 25.0, 21.555555555555557)"
14-12-2022 12:40:28.296097,"(3.6, 4.3, 4.112658227848101)","(5.5, 9.4, 7.461538461538462)","(4.2, 7.6, 6.3999999999999995)","(61.0, 520.0, 341.15384615384613)","(7.5, 13.5, 10.85)","(51.0, 340.0, 224.0909090909091)","(3.0, 4.3, 3.7444444444444445)","(11.0, 24.0, 20.333333333333332)"
14-12-2022 12:40:29.531898,"(3.6, 4.3, 4.112658227848101)","(5.5, 9.4, 7.569230769230769)","(4.2, 7.6, 6.3999999999999995)","(61.0, 520.0, 341.15384615384613)","(7.5, 13.5, 10.85)","(51.0, 340.0, 224.0909090909091)","(3.0, 4.3, 3.533333333333333)","(11.0, 24.0, 20.333333333333332)"
14-12-2022 12:40:30.768231,"(3.6, 4.3, 4.015384615384615)","(5.5, 9.4, 7.854545454545455)","(4.2, 7.6, 6.0)","(61.0, 520.0, 341.15384615384613)","(7.5, 13.5, 10.0)","(51.0, 340.0, 224.0909090909091)","(3.0, 4.3, 3.9615384615384617)","(11.0, 24.0, 21.666666666666668)"
14-12-2022 12:40:32.042479,"(3.6, 4.3, 4.112658227848101)","(5.5, 9.4, 7.685714285714286)","(4.2, 7.6, 6.24)","(61.0, 520.0, 341.15384615384613)","(7.5, 13.5, 11.05)","(51.0, 340.0, 224.0909090909091)","(3.0, 4.3, 3.45)","(11.0, 24.0, 21.666666666666668)"
14-12-2022 12:40:33.349303,"(3.6, 4.3, 4.112658227848101)","(5.5, 9.2, 7.333333333333333)","(4.2, 7.2, 6.24)","(61.0, 520.0, 341.15384615384613)","(7.5, 13.5, 11.05)","(51.0, 340.0, 224.0909090909091)","(3.0, 4.2, 3.6)","(11.0, 24.0, 21.666666666666668)"
14-12-2022 12:40:34.645048,"(3.6, 4.3, 4.112658227848101)","(5.5, 9.2, 8.08)","(4.2, 7.2, 6.24)","(61.0, 520.0, 351.6666666666667)","(7.5, 13.5, 11.05)","(51.0, 340.0, 224.0909090909091)","(3.0, 4.2, 3.6)","(11.0, 24.0, 21.666666666666668)"
14-12-2022 12:40:35.925771,"(3.6, 4.3, 4.015384615384615)","(5.5, 9.2, 7.8)","(4.2, 7.2, 5.742857142857143)","(61.0, 500.0, 351.6666666666667)","(7.5, 13.5, 11.05)","(51.0, 340.0, 224.0909090909091)","(3.0, 4.2, 3.6285714285714286)","(11.0, 24.0, 21.666666666666668)"
14-12-2022 12:40:37.168315,"(3.6, 4.3, 4.112658227848101)","(5.5, 9.2, 7.8)","(4.2, 7.0, 5.742857142857143)","(61.0, 500.0, 351.6666666666667)","(7.5, 13.5, 11.05)","(51.0, 340.0, 224.0909090909091)","(3.0, 4.2, 3.6285714285714286)","(11.0, 24.0, 21.666666666666668)"
14-12-2022 12:40:38.469826,"(3.6, 4.3, 4.112658227848101)","(5.5, 9.2, 8.5)","(4.2, 6.8, 6.0)","(61.0, 500.0, 351.6666666666667)","(7.5, 13.5, 11.05)","(51.0, 340.0, 224.0909090909091)","(3.0, 4.2, 3.8000000000000003)","(11.0, 24.0, 21.666666666666668)"
14-12-2022 12:40:39.788273,"(3.6, 4.3, 4.112658227848101)","(5.5, 9.2, 8.5)","(4.2, 6.8, 6.0)","(61.0, 500.0, 287.0)","(7.5, 13.5, 11.05)","(51.0, 340.0, 224.0909090909091)","(3.0, 4.2, 3.8000000000000003)","(11.0, 24.0, 21.666666666666668)"
14-12-2022 12:40:41.062079,"(3.6, 4.3, 4.015384615384615)","(5.5, 9.2, 8.5)","(4.2, 6.8, 6.0)","(61.0, 490.0, 338.3333333333333)","(7.5, 13.5, 11.05)","(51.0, 340.0, 224.0909090909091)","(3.0, 4.2, 3.6285714285714286)","(11.0, 24.0, 21.666666666666668)"
14-12-2022 12:40:42.367691,"(3.6, 4.3, 4.112658227848101)","(5.5, 9.2, 8.5)","(4.2, 6.4, 5.76)","(61.0, 480.0, 338.3333333333333)","(7.5, 13.5, 11.05)","(51.0, 340.0, 224.0909090909091)","(3.0, 4.2, 3.6285714285714286)","(11.0, 24.0, 21.666666666666668)"
14-12-2022 12:40:43.773490,"(3.6, 4.3, 4.119512195121951)","(5.5, 9.2, 8.5)","(4.2, 6.4, 5.76)","(61.0, 480.0, 395.0)","(7.5, 13.5, 11.05)","(51.0, 340.0, 238.0)","(3.0, 4.2, 3.8000000000000003)","(11.0, 24.0, 21.666666666666668)"
14-12-2022 12:40:45.059014,"(3.6, 4.3, 4.119512195121951)","(5.5, 9.2, 7.8)","(4.2, 6.4, 5.76)","(61.0, 480.0, 395.0)","(7.5, 13.5, 11.05)","(51.0, 340.0, 238.0)","(3.0, 4.2, 3.6285714285714286)","(11.0, 24.0, 21.666666666666668)"
14-12-2022 12:40:46.408153,"(3.6, 4.3, 4.015384615384615)","(5.5, 9.2, 7.8)","(4.2, 6.4, 5.76)","(61.0, 480.0, 395.0)","(7.5, 13.5, 11.05)","(51.0, 340.0, 238.0)","(3.0, 4.2, 3.6285714285714286)","(11.0, 24.0, 21.666666666666668)"
14-12-2022 12:40:47.731615,"(3.6, 4.3, 4.015384615384615)","(5.5, 9.2, 7.45)","(4.2, 6.4, 5.76)","(61.0, 480.0, 395.0)","(7.5, 13.5, 11.692307692307693)","(51.0, 340.0, 238.0)","(3.0, 4.2, 3.8000000000000003)","(11.0, 24.0, 21.666666666666668)"
14-12-2022 12:40:49.096713,"(3.6, 4.3, 4.112658227848101)","(5.5, 9.4, 7.533333333333333)","(4.2, 6.4, 5.76)","(61.0, 480.0, 395.0)","(7.5, 13.5, 11.692307692307693)","(51.0, 340.0, 238.0)","(3.0, 4.2, 3.6285714285714286)","(11.0, 24.0, 21.666666666666668)"
14-12-2022 12:40:50.339544,"(3.6, 4.3, 4.112658227848101)","(5.5, 9.4, 7.066666666666666)","(4.2, 6.4, 5.76)","(61.0, 480.0, 395.0)","(7.5, 13.5, 11.692307692307693)","(51.0, 340.0, 238.0)","(3.0, 4.2, 3.6285714285714286)","(11.0, 24.0, 21.666666666666668)"
14-12-2022 12:40:51.635992,"(3.6, 4.3, 4.015384615384615)","(5.5, 9.4, 8.466666666666667)","(4.2, 6.4, 5.76)","(61.0, 480.0, 395.0)","(7.5, 13.5, 11.692307692307693)","(51.0, 340.0, 238.0)","(3.0, 4.2, 3.8000000000000003)","(11.0, 24.0, 21.666666666666668)"
14-12-2022 12:40:53.010574,"(3.6, 4.3, 4.018987341772152)","(5.5, 9.4, 8.466666666666667)","(4.2, 6.4, 5.76)","(61.0, 480.0, 395.0)","(7.5, 13.5, 11.692307692307693)","(51.0, 340.0, 238.0)","(3.0, 4.2, 3.6285714285714286)","(11.0, 24.0, 21.666666666666668)"
14-12-2022 12:40:54.347336,"(3.6, 4.3, 4.112658227848101)","(5.5, 9.4, 8.466666666666667)","(4.2, 6.4, 5.76)","(61.0, 480.0, 395.0)","(7.5, 13.5, 11.692307692307693)","(51.0, 340.0, 238.0)","(3.0, 4.2, 3.6285714285714286)","(11.0, 24.0, 21.666666666666668)"
14-12-2022 12:40:55.667870,"(3.6, 4.3, 4.112658227848101)","(5.5, 9.4, 8.466666666666667)","(4.2, 6.4, 5.76)","(61.0, 480.0, 395.0)","(7.5, 13.5, 11.692307692307693)","(51.0, 340.0, 238.0)","(3.0, 4.2, 3.6285714285714286)","(11.0, 24.0, 21.666666666666668)"
14-12-2022 12:40:56.989269,"(3.5, 4.3, 4.112658227848101)","(5.5, 9.4, 8.466666666666667)","(4.2, 6.4, 5.76)","(61.0, 480.0, 395.0)","(7.5, 13.5, 11.692307692307693)","(61.0, 340.0, 238.0)","(3.0, 4.2, 3.6285714285714286)","(11.0, 24.0, 21.666666666666668)"
14-12-2022 12:40:58.291375,"(3.5, 4.3, 4.015384615384615)","(5.5, 9.4, 8.466666666666667)","(4.2, 6.4, 5.76)","(61.0, 480.0, 395.0)","(7.5, 13.5, 11.692307692307693)","(61.0, 340.0, 238.0)","(3.0, 4.2, 3.8000000000000003)","(11.0, 24.0, 21.666666666666668)"
14-12-2022 12:40:59.600639,"(3.5, 4.3, 4.112658227848101)","(5.5, 9.4, 8.466666666666667)","(4.2, 6.4, 5.76)","(61.0, 480.0, 403.6363636363636)","(7.5, 13.5, 11.692307692307693)","(61.0, 340.0, 238.0)","(3.0, 4.2, 3.6285714285714286)","(11.0, 24.0, 21.666666666666668)"
14-12-2022 12:41:00.878950,"(3.5, 4.3, 4.112658227848101)","(5.5, 9.4, 8.466666666666667)","(4.2, 6.4, 5.76)","(61.0, 480.0, 403.6363636363636)","(7.5, 13.5, 11.692307692307693)","(61.0, 340.0, 238.0)","(3.0, 4.2, 3.6285714285714286)","(11.0, 24.0, 21.666666666666668)"
14-12-2022 12:41:02.329188,"(3.5, 4.3, 4.112658227848101)","(5.5, 9.4, 8.733333333333334)","(4.2, 6.4, 5.76)","(61.0, 480.0, 438.0)","(7.5, 13.5, 11.692307692307693)","(61.0, 340.0, 238.0)","(3.0, 4.2, 3.6285714285714286)","(11.0, 24.0, 21.666666666666668)"
14-12-2022 12:41:03.794215,"(3.5, 4.2, 4.042105263157895)","(5.5, 9.8, 7.157142857142857)","(4.2, 6.4, 5.76)","(61.0, 480.0, 438.0)","(7.5, 13.5, 11.692307692307693)","(61.0, 340.0, 238.0)","(3.0, 4.2, 3.6285714285714286)","(11.0, 24.0, 21.666666666666668)"
14-12-2022 12:41:05.183577,"(3.5, 4.2, 4.042105263157895)","(5.5, 10.5, 7.157142857142857)","(4.2, 6.4, 5.76)","(61.0, 480.0, 403.6363636363636)","(7.5, 13.5, 11.692307692307693)","(61.0, 340.0, 238.0)","(3.0, 4.2, 3.6285714285714286)","(11.0, 24.0, 21.666666666666668)"
14-12-2022 12:41:06.523544,"(3.5, 4.2, 4.125)","(5.5, 10.5, 7.157142857142857)","(4.2, 6.4, 5.76)","(61.0, 480.0, 403.6363636363636)","(7.5, 13.5, 10.88888888888889)","(61.0, 340.0, 238.0)","(3.0, 4.2, 3.6285714285714286)","(11.0, 24.0, 21.666666666666668)"
14-12-2022 12:41:07.846850,"(3.5, 4.2, 4.05)","(5.5, 10.5, 7.157142857142857)","(4.2, 6.4, 5.76)","(61.0, 480.0, 403.6363636363636)","(7.5, 13.5, 11.6)","(61.0, 340.0, 238.0)","(3.0, 4.2, 3.6285714285714286)","(11.0, 24.0, 20.18181818181818)"
14-12-2022 12:41:09.146790,"(3.5, 4.0, 3.9354609929078013)","(5.5, 10.5, 6.925)","(4.2, 6.4, 5.76)","(61.0, 480.0, 403.6363636363636)","(7.5, 13.0, 11.6)","(61.0, 340.0, 238.0)","(3.0, 4.2, 3.8000000000000003)","(11.0, 24.0, 21.666666666666668)"
14-12-2022 12:41:10.408356,"(3.5, 4.0, 3.9564102564102566)","(5.5, 10.0, 7.96)","(4.2, 6.4, 5.76)","(61.0, 480.0, 403.6363636363636)","(7.5, 13.0, 11.6)","(61.0, 340.0, 238.0)","(3.0, 4.2, 3.6285714285714286)","(11.0, 24.0, 21.666666666666668)"
14-12-2022 12:41:11.797407,"(3.5, 4.0, 3.9573529411764707)","(5.5, 9.4, 8.777777777777779)","(4.2, 6.4, 5.76)","(61.0, 480.0, 403.6363636363636)","(7.5, 13.0, 11.6)","(61.0, 340.0, 238.0)","(3.0, 4.2, 3.6285714285714286)","(11.0, 24.0, 21.666666666666668)"
14-12-2022 12:41:13.122827,"(3.5, 4.0, 3.9573529411764707)","(5.5, 9.4, 8.777777777777779)","(4.2, 6.4, 5.76)","(61.0, 480.0, 403.6363636363636)","(7.5, 13.0, 11.6)","(61.0, 340.0, 238.0)","(3.0, 4.2, 3.6285714285714286)","(11.0, 24.0, 20.81818181818182)"
14-12-2022 12:41:14.397210,"(3.5, 4.0, 3.912121212121212)","(5.5, 9.4, 8.777777777777779)","(4.2, 6.4, 5.76)","(61.0, 480.0, 403.6363636363636)","(7.5, 13.0, 11.692307692307693)","(61.0, 340.0, 238.0)","(3.0, 4.2, 3.6285714285714286)","(11.0, 25.0, 20.81818181818182)"
14-12-2022 12:41:15.678893,"(3.5, 4.0, 3.9573529411764707)","(5.5, 9.4, 8.777777777777779)","(4.2, 6.4, 5.76)","(61.0, 480.0, 403.6363636363636)","(7.5, 13.5, 11.692307692307693)","(61.0, 340.0, 238.0)","(3.0, 4.2, 3.6285714285714286)","(11.0, 25.0, 20.81818181818182)"
14-12-2022 12:41:16.911163,"(3.5, 4.0, 3.9573529411764707)","(5.5, 9.4, 8.777777777777779)","(4.2, 6.4, 5.76)","(61.0, 480.0, 403.6363636363636)","(7.5, 13.5, 11.692307692307693)","(61.0, 340.0, 238.0)","(3.0, 4.2, 3.6285714285714286)","(11.0, 25.0, 20.81818181818182)"
14-12-2022 12:41:18.223696,"(3.5, 4.0, 3.9573529411764707)","(6.0, 9.4, 8.777777777777779)","(4.2, 6.4, 5.76)","(61.0, 480.0, 403.6363636363636)","(7.5, 13.5, 11.692307692307693)","(51.0, 340.0, 238.0)","(3.0, 4.2, 3.6285714285714286)","(11.0, 25.0, 20.81818181818182)"
14-12-2022 12:41:19.482470,"(3.5, 4.0, 3.912121212121212)","(6.0, 9.4, 8.777777777777779)","(4.2, 6.4, 5.76)","(61.0, 480.0, 403.6363636363636)","(7.5, 13.5, 11.692307692307693)","(51.0, 340.0, 238.0)","(3.0, 4.2, 3.6285714285714286)","(11.0, 25.0, 20.81818181818182)"
14-12-2022 12:41:20.732875,"(3.5, 4.0, 3.9573529411764707)","(6.0, 9.4, 8.777777777777779)","(4.2, 6.4, 5.76)","(61.0, 480.0, 403.6363636363636)","(7.5, 13.5, 11.692307692307693)","(51.0, 340.0, 238.0)","(3.0, 4.2, 3.6285714285714286)","(11.0, 25.0, 20.81818181818182)"
14-12-2022 12:41:22.014258,"(3.5, 4.0, 3.9573529411764707)","(6.0, 9.4, 8.777777777777779)","(4.2, 6.4, 5.76)","(61.0, 480.0, 403.6363636363636)","(7.5, 13.5, 11.692307692307693)","(51.0, 340.0, 238.0)","(3.0, 4.2, 3.6285714285714286)","(11.0, 25.0, 20.81818181818182)"
14-12-2022 12:41:23.319138,"(3.5, 4.0, 3.9573529411764707)","(6.0, 9.4, 8.777777777777779)","(4.2, 6.4, 5.76)","(61.0, 480.0, 403.6363636363636)","(7.5, 13.5, 11.692307692307693)","(51.0, 340.0, 238.0)","(3.0, 4.2, 3.6285714285714286)","(11.0, 25.0, 20.81818181818182)"
14-12-2022 12:41:24.624252,"(3.5, 4.0, 3.9573529411764707)","(6.0, 9.4, 8.0)","(4.2, 6.4, 5.973333333333334)","(61.0, 480.0, 403.6363636363636)","(7.5, 13.5, 11.692307692307693)","(51.0, 340.0, 238.0)","(3.0, 4.2, 3.6285714285714286)","(11.0, 25.0, 20.81818181818182)"
