,Bear Bonus,Billy Nailer,Shaquille,Authority,Stylish Rico,Alpha Ruler,Hendy,Bert And Kenny
14-12-2022 12:46:12.002170,"(3.1, 3.6, 3.487762237762238)","(5.5, 7.2, 7.062857142857143)","(4.6, 6.4, 6.033333333333333)","(91.0, 360.0, 280.0)","(10.0, 12.5, 12.302469135802468)","(101.0, 310.0, 254.6153846153846)","(3.1, 3.65, 3.625925925925926)","(15.0, 20.0, 19.4)"
14-12-2022 12:46:13.492806,"(3.1, 3.6, 3.487762237762238)","(5.5, 7.2, 7.305714285714286)","(4.6, 6.4, 5.909202453987731)","(91.0, 360.0, 309.3333333333333)","(10.0, 12.5, 12.152439024390244)","(101.0, 310.0, 207.14285714285714)","(3.1, 3.7, 3.5561224489795915)","(15.0, 20.0, 19.4)"
14-12-2022 12:46:14.743606,"(3.1, 3.65, 3.6417989417989416)","(5.5, 7.4, 7.352857142857143)","(4.6, 6.0, 5.786666666666666)","(91.0, 360.0, 312.5)","(10.0, 12.5, 12.070422535211268)","(101.0, 310.0, 207.14285714285714)","(3.1, 3.6, 3.4990384615384613)","(15.0, 20.0, 19.363636363636363)"
14-12-2022 12:46:15.882912,"(3.1, 3.7, 3.6653284671532846)","(5.5, 7.8, 7.495238095238095)","(4.6, 5.8, 5.786666666666666)","(91.0, 360.0, 312.5)","(10.0, 12.5, 12.070422535211268)","(101.0, 310.0, 207.14285714285714)","(3.1, 3.5, 3.498809523809524)","(15.0, 20.0, 19.363636363636363)"
14-12-2022 12:46:17.172344,"(3.1, 3.7, 3.6664259927797835)","(5.5, 7.8, 7.475675675675676)","(4.6, 5.8, 5.771428571428571)","(91.0, 360.0, 312.5)","(10.0, 12.5, 12.03076923076923)","(101.0, 310.0, 207.14285714285714)","(3.1, 3.5, 3.498809523809524)","(15.0, 20.0, 19.363636363636363)"
14-12-2022 12:46:18.382912,"(3.1, 3.7, 3.677027027027027)","(5.5, 7.8, 7.507317073170732)","(4.6, 5.9, 5.7555555555555555)","(91.0, 360.0, 309.3333333333333)","(10.0, 12.5, 12.090361445783133)","(101.0, 310.0, 207.14285714285714)","(3.1, 3.5, 3.4976190476190476)","(15.0, 20.0, 19.571428571428573)"
14-12-2022 12:46:19.595920,"(3.1, 3.7, 3.677027027027027)","(5.5, 7.8, 7.507317073170732)","(4.6, 5.9, 5.7555555555555555)","(91.0, 360.0, 309.3333333333333)","(10.0, 12.5, 12.090361445783133)","(101.0, 310.0, 207.14285714285714)","(3.1, 3.5, 3.4954545454545456)","(15.0, 20.0, 19.528301886792452)"
14-12-2022 12:46:20.863115,"(3.1, 3.7, 3.6784403669724774)","(5.5, 7.8, 7.507317073170732)","(4.6, 5.9, 5.871428571428572)","(91.0, 360.0, 312.5)","(10.0, 12.5, 12.104651162790697)","(101.0, 310.0, 227.5)","(3.0, 3.55, 3.5090909090909093)","(15.0, 20.0, 19.5)"
14-12-2022 12:46:22.150419,"(3.1, 3.7, 3.679475982532751)","(5.5, 7.8, 7.606451612903226)","(4.6, 5.9, 5.871428571428572)","(91.0, 360.0, 312.5)","(10.0, 12.5, 12.244186046511627)","(101.0, 310.0, 227.5)","(3.0, 3.55, 3.4681818181818183)","(15.0, 20.0, 19.5)"
14-12-2022 12:46:23.391987,"(2.9, 3.7, 3.687192118226601)","(5.5, 7.8, 7.606451612903226)","(4.6, 5.9, 5.871428571428572)","(91.0, 360.0, 284.0)","(10.0, 12.5, 12.24074074074074)","(101.0, 310.0, 255.0)","(3.0, 3.55, 3.464545454545455)","(15.0, 20.0, 19.4)"
14-12-2022 12:46:24.595530,"(2.9, 3.7, 3.6576923076923076)","(5.5, 7.8, 7.608)","(4.6, 5.9, 5.833333333333334)","(91.0, 360.0, 309.3333333333333)","(10.0, 12.5, 12.24074074074074)","(101.0, 310.0, 255.0)","(3.0, 3.55, 3.490845070422535)","(15.0, 20.0, 19.727272727272727)"
14-12-2022 12:46:25.847705,"(2.9, 3.7, 3.638888888888889)","(5.5, 7.8, 7.608)","(4.6, 5.9, 5.871428571428572)","(91.0, 360.0, 309.3333333333333)","(10.0, 12.5, 12.24074074074074)","(101.0, 310.0, 255.0)","(3.0, 3.55, 3.490845070422535)","(15.0, 20.0, 19.727272727272727)"
14-12-2022 12:46:26.996681,"(2.9, 3.7, 3.6463414634146343)","(6.0, 7.8, 7.608)","(4.6, 5.9, 5.871428571428572)","(101.0, 360.0, 312.5)","(10.0, 12.5, 11.375)","(101.0, 310.0, 255.0)","(3.0, 3.55, 3.5115384615384615)","(15.0, 20.0, 19.666666666666668)"
14-12-2022 12:46:28.057373,"(2.9, 3.7, 3.664285714285714)","(6.0, 7.6, 7.571428571428571)","(4.6, 6.2, 6.0549618320610685)","(101.0, 360.0, 330.0)","(10.0, 11.5, 11.41970802919708)","(101.0, 310.0, 303.3333333333333)","(3.0, 3.55, 3.4991525423728813)","(15.0, 20.0, 19.210526315789473)"
14-12-2022 12:46:29.133112,"(2.9, 3.7, 3.656)","(6.0, 7.6, 7.425000000000001)","(4.6, 6.4, 6.0549618320610685)","(101.0, 370.0, 330.0)","(10.0, 11.5, 11.907216494845361)","(101.0, 310.0, 306.25)","(3.0, 3.55, 3.485526315789474)","(15.0, 20.0, 19.82089552238806)"
14-12-2022 12:46:30.206796,"(2.9, 3.7, 3.676595744680851)","(6.0, 7.6, 7.425000000000001)","(4.6, 6.4, 6.0583941605839415)","(101.0, 370.0, 334.7058823529412)","(10.0, 12.0, 11.9)","(101.0, 310.0, 306.25)","(3.0, 3.5, 3.485526315789474)","(15.0, 20.0, 19.901639344262296)"
14-12-2022 12:46:31.265743,"(2.9, 3.7, 3.6752808988764047)","(6.0, 7.8, 7.522222222222222)","(4.6, 6.4, 6.058895705521472)","(101.0, 370.0, 334.7058823529412)","(10.0, 12.0, 11.939655172413794)","(101.0, 310.0, 306.25)","(3.0, 3.5, 3.460606060606061)","(15.0, 20.0, 19.571428571428573)"
14-12-2022 12:46:32.345737,"(2.9, 3.7, 3.6663366336633665)","(6.0, 7.8, 7.512820512820513)","(4.6, 6.4, 6.058895705521472)","(101.0, 370.0, 323.8461538461538)","(10.0, 12.0, 11.888297872340425)","(101.0, 310.0, 306.25)","(3.0, 3.5, 3.4970238095238093)","(15.0, 20.0, 19.666666666666668)"
14-12-2022 12:46:33.524211,"(2.9, 3.7, 3.6663366336633665)","(6.0, 7.8, 7.512820512820513)","(4.6, 6.4, 6.058895705521472)","(101.0, 370.0, 5084.5)","(10.0, 12.0, 9998.5)","(101.0, 310.0, 9998.5)","(3.0, 3.5, 9998.5)","(15.0, 20.0, 9998.5)"
14-12-2022 12:46:34.679725,"(2.9, 99998, 9998.5)","(6.0, 99998, 9998.5)","(4.6, 99998, 9998.5)","(101.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(101.0, 99998, 9998.5)","(3.0, 99998, 9998.5)","(15.0, 99998, 9998.5)"
14-12-2022 12:46:35.803669,"(2.9, 99998, 9998.5)","(6.0, 99998, 9998.5)","(4.6, 99998, 9998.5)","(101.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(101.0, 99998, 9998.5)","(3.0, 99998, 9998.5)","(15.0, 99998, 9998.5)"
14-12-2022 12:46:36.974309,"(2.9, 99998, 9998.5)","(6.0, 99998, 9998.5)","(4.6, 99998, 9998.5)","(101.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(101.0, 99998, 9998.5)","(3.0, 99998, 9998.5)","(15.0, 99998, 9998.5)"
14-12-2022 12:46:38.162811,"(2.9, 99998, 9998.5)","(6.0, 99998, 9998.5)","(4.6, 99998, 9998.5)","(101.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(101.0, 99998, 9998.5)","(3.0, 99998, 9998.5)","(15.0, 99998, 9998.5)"
14-12-2022 12:46:39.273644,"(2.9, 99998, 9998.5)","(6.0, 99998, 9998.5)","(4.6, 99998, 9998.5)","(101.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(101.0, 99998, 9998.5)","(3.0, 99998, 9998.5)","(15.0, 99998, 9998.5)"
14-12-2022 12:46:40.420417,"(2.9, 99998, 9998.5)","(6.0, 99998, 9998.5)","(4.6, 99998, 9998.5)","(101.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(101.0, 99998, 9998.5)","(3.0, 99998, 9998.5)","(15.0, 99998, 9998.5)"
14-12-2022 12:46:41.491902,"(2.9, 99998, 9998.5)","(6.0, 99998, 9998.5)","(4.6, 99998, 9998.5)","(101.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(101.0, 99998, 9998.5)","(3.0, 99998, 9998.5)","(15.0, 99998, 9998.5)"
14-12-2022 12:46:42.562303,"(2.9, 99998, 9998.5)","(6.0, 99998, 9998.5)","(4.6, 99998, 9998.5)","(101.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(101.0, 99998, 9998.5)","(3.0, 99998, 9998.5)","(15.0, 99998, 9998.5)"
14-12-2022 12:46:43.691423,"(2.9, 99998, 9998.5)","(6.0, 99998, 9998.5)","(4.6, 99998, 9998.5)","(101.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(101.0, 99998, 9998.5)","(3.0, 99998, 9998.5)","(15.0, 99998, 9998.5)"
14-12-2022 12:46:44.820164,"(2.9, 99998, 9998.5)","(6.0, 99998, 9998.5)","(4.6, 99998, 9998.5)","(101.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(101.0, 99998, 9998.5)","(3.0, 99998, 9998.5)","(15.0, 99998, 9998.5)"
14-12-2022 12:46:45.893303,"(2.9, 99998, 9998.5)","(6.0, 99998, 9998.5)","(4.6, 99998, 9998.5)","(101.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(101.0, 99998, 9998.5)","(3.0, 99998, 9998.5)","(15.0, 99998, 9998.5)"
14-12-2022 12:46:46.957703,"(2.9, 99998, 9998.5)","(6.0, 99998, 9998.5)","(4.6, 99998, 9998.5)","(101.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(101.0, 99998, 9998.5)","(3.0, 99998, 9998.5)","(15.0, 99998, 9998.5)"
14-12-2022 12:46:48.006353,"(2.9, 99998, 9998.5)","(6.0, 99998, 9998.5)","(4.6, 99998, 9998.5)","(101.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(101.0, 99998, 9998.5)","(3.0, 99998, 9998.5)","(15.0, 99998, 9998.5)"
14-12-2022 12:46:49.038015,"(2.9, 99998, 9998.5)","(6.0, 99998, 9998.5)","(4.6, 99998, 9998.5)","(101.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(101.0, 99998, 9998.5)","(3.0, 99998, 9998.5)","(15.0, 99998, 9998.5)"
