,Russian Berry,Black Compass,Aston Samba,Rear View Mirror,Zilker Park,Kaheem Bale,Meteor Monelli,Call Me Marley
06-01-2023 16:29:29.076964,"(4.0, 7.6, 7.279999999999999)","(2.7, 3.8, 3.3909090909090907)","(21.0, 44.0, 32.88461538461539)","(10.0, 23.0, 22.38888888888889)","(21.0, 42.0, 38.53333333333333)","(10.0, 11.0, 10.014814814814814)","(10.0, 20.0, 18.3)","(3.3, 3.5, 3.3161290322580648)"
06-01-2023 16:29:30.195402,"(4.0, 7.6, 7.42)","(2.7, 3.8, 3.2204545454545452)","(21.0, 44.0, 31.25)","(10.0, 23.0, 22.38888888888889)","(21.0, 42.0, 38.53333333333333)","(10.0, 11.0, 9.790909090909091)","(10.0, 20.0, 18.3)","(3.3, 3.5, 3.3161290322580648)"
06-01-2023 16:29:31.390602,"(4.0, 7.6, 7.279999999999999)","(2.7, 3.7, 3.6593750000000003)","(21.0, 44.0, 30.863636363636363)","(10.0, 23.0, 18.11764705882353)","(21.0, 42.0, 39.523809523809526)","(10.0, 11.0, 9.790909090909091)","(10.0, 20.0, 18.3)","(3.3, 3.5, 3.3161290322580648)"
06-01-2023 16:29:32.521634,"(4.0, 7.6, 7.42)","(2.7, 3.7, 3.5142857142857142)","(21.0, 44.0, 33.07142857142857)","(10.0, 22.0, 17.17924528301887)","(21.0, 42.0, 39.523809523809526)","(10.0, 11.0, 9.790909090909091)","(10.0, 20.0, 18.3)","(3.3, 3.5, 3.3263157894736843)"
06-01-2023 16:29:33.664130,"(4.0, 7.6, 7.42)","(2.7, 3.7, 3.5142857142857142)","(21.0, 44.0, 33.8)","(10.0, 21.0, 16.695652173913043)","(21.0, 42.0, 37.125)","(10.0, 11.0, 10.014814814814814)","(10.0, 20.0, 18.3)","(3.3, 3.5, 3.4433884297520665)"
06-01-2023 16:29:34.732811,"(4.0, 7.6, 7.247058823529412)","(2.7, 3.7, 3.5875000000000004)","(21.0, 44.0, 33.8)","(10.0, 19.5, 16.970588235294116)","(21.0, 42.0, 37.125)","(10.0, 11.0, 9.790909090909091)","(10.0, 20.0, 18.3)","(3.3, 3.45, 3.3993617021276594)"
06-01-2023 16:29:35.909511,"(4.0, 7.6, 7.247058823529412)","(2.7, 3.7, 3.5875000000000004)","(21.0, 44.0, 33.8)","(10.0, 19.5, 16.970588235294116)","(21.0, 42.0, 37.125)","(10.0, 11.0, 10.014814814814814)","(10.0, 20.0, 18.3)","(3.3, 3.4, 3.3993617021276594)"
06-01-2023 16:29:37.073420,"(4.0, 7.6, 7.247058823529412)","(2.7, 3.7, 3.5875000000000004)","(21.0, 44.0, 33.8)","(10.0, 19.5, 16.95)","(21.0, 42.0, 37.125)","(10.0, 11.0, 10.014814814814814)","(10.0, 20.0, 18.365384615384617)","(3.3, 3.4, 3.3993617021276594)"
06-01-2023 16:29:38.120193,"(4.0, 7.6, 7.247058823529412)","(2.7, 3.7, 3.470833333333333)","(21.0, 44.0, 33.8)","(10.0, 19.5, 16.95)","(21.0, 42.0, 37.125)","(10.0, 11.0, 9.790909090909091)","(10.0, 20.0, 18.365384615384617)","(3.3, 3.4, 3.3967672413793104)"
06-01-2023 16:29:39.169757,"(4.0, 7.6, 7.247058823529412)","(2.7, 3.7, 3.470833333333333)","(21.0, 44.0, 33.8)","(10.0, 27.0, 25.4375)","(21.0, 42.0, 38.53333333333333)","(10.0, 11.0, 10.014814814814814)","(10.0, 20.0, 18.365384615384617)","(3.3, 3.4, 3.391286307053942)"
06-01-2023 16:29:40.260650,"(4.0, 7.6, 7.247058823529412)","(2.7, 3.7, 3.533333333333333)","(21.0, 44.0, 33.8)","(10.0, 26.0, 24.529411764705884)","(21.0, 42.0, 38.53333333333333)","(10.0, 11.0, 9.790909090909091)","(10.0, 20.0, 18.365384615384617)","(3.3, 3.4, 3.3936708860759492)"
06-01-2023 16:29:41.439462,"(4.0, 7.6, 7.247058823529412)","(2.7, 3.7, 3.548484848484849)","(21.0, 44.0, 33.8)","(10.0, 25.0, 23.5)","(21.0, 42.0, 38.53333333333333)","(10.0, 11.0, 10.014814814814814)","(10.0, 20.0, 18.365384615384617)","(3.3, 3.4, 3.393927125506073)"
06-01-2023 16:29:42.592648,"(4.0, 7.6, 7.247058823529412)","(2.7, 3.7, 3.548484848484849)","(21.0, 44.0, 33.8)","(10.0, 24.0, 22.055555555555557)","(21.0, 42.0, 38.53333333333333)","(10.0, 11.0, 9.790909090909091)","(10.0, 20.0, 18.365384615384617)","(3.3, 3.4, 3.393927125506073)"
06-01-2023 16:29:43.700709,"(4.0, 7.6, 7.175)","(2.7, 3.7, 3.548484848484849)","(21.0, 44.0, 33.8)","(10.0, 24.0, 20.37037037037037)","(21.0, 42.0, 38.53333333333333)","(10.0, 11.0, 10.014814814814814)","(10.0, 20.0, 18.365384615384617)","(3.3, 3.4, 3.393927125506073)"
06-01-2023 16:29:44.799335,"(4.0, 7.6, 7.175)","(2.7, 3.7, 3.548484848484849)","(21.0, 44.0, 33.8)","(10.0, 24.0, 20.37037037037037)","(21.0, 42.0, 38.53333333333333)","(10.0, 11.0, 9.790909090909091)","(10.0, 20.0, 18.365384615384617)","(3.3, 3.4, 3.393927125506073)"
06-01-2023 16:29:45.888241,"(4.0, 7.6, 7.175)","(2.7, 3.7, 3.548484848484849)","(21.0, 44.0, 33.8)","(10.0, 24.0, 20.37037037037037)","(21.0, 42.0, 38.53333333333333)","(10.0, 11.0, 10.014814814814814)","(10.0, 20.0, 18.365384615384617)","(3.3, 3.4, 3.393927125506073)"
06-01-2023 16:29:47.051154,"(4.0, 7.6, 7.175)","(2.7, 3.7, 3.548484848484849)","(21.0, 44.0, 33.8)","(10.0, 24.0, 20.37037037037037)","(21.0, 42.0, 38.53333333333333)","(10.0, 11.0, 10.014814814814814)","(10.0, 20.0, 18.365384615384617)","(3.3, 3.4, 3.393927125506073)"
06-01-2023 16:29:48.153199,"(4.0, 7.6, 7.323076923076923)","(2.7, 3.7, 3.548484848484849)","(21.0, 44.0, 33.8)","(10.0, 24.0, 20.37037037037037)","(21.0, 42.0, 38.53333333333333)","(10.0, 11.0, 9.790909090909091)","(10.0, 20.0, 18.365384615384617)","(3.3, 3.4, 3.393927125506073)"
06-01-2023 16:29:49.168254,"(4.0, 7.6, 7.233333333333333)","(2.7, 3.7, 3.548484848484849)","(21.0, 44.0, 33.8)","(10.0, 24.0, 20.37037037037037)","(21.0, 42.0, 38.53333333333333)","(10.0, 11.0, 10.014814814814814)","(10.0, 20.0, 18.365384615384617)","(3.3, 3.4, 3.393927125506073)"
06-01-2023 16:29:50.191955,"(4.0, 7.6, 7.233333333333333)","(2.7, 3.7, 3.548484848484849)","(21.0, 44.0, 33.8)","(10.0, 24.0, 18.235294117647058)","(21.0, 42.0, 38.53333333333333)","(10.0, 11.0, 10.8875)","(10.0, 20.0, 18.365384615384617)","(3.3, 3.4, 3.393927125506073)"
06-01-2023 16:29:51.309428,"(4.0, 7.6, 7.233333333333333)","(2.7, 3.7, 3.5382352941176474)","(21.0, 44.0, 33.8)","(10.0, 24.0, 18.235294117647058)","(21.0, 42.0, 38.53333333333333)","(10.0, 11.5, 10.708333333333332)","(10.0, 20.0, 18.365384615384617)","(3.3, 3.4, 3.342578125)"
06-01-2023 16:29:52.477271,"(4.0, 7.6, 7.233333333333333)","(2.7, 3.7, 3.5382352941176474)","(21.0, 44.0, 33.8)","(10.0, 24.0, 19.545454545454547)","(21.0, 42.0, 38.53333333333333)","(10.0, 11.5, 10.330769230769231)","(10.0, 20.0, 18.365384615384617)","(3.3, 3.35, 3.342578125)"
06-01-2023 16:29:53.515917,"(4.0, 7.6, 7.233333333333333)","(2.7, 3.7, 3.5382352941176474)","(21.0, 44.0, 33.8)","(10.0, 24.0, 18.235294117647058)","(21.0, 42.0, 38.53333333333333)","(10.0, 11.5, 10.330769230769231)","(10.0, 20.0, 18.365384615384617)","(3.3, 3.35, 3.342578125)"
06-01-2023 16:29:54.528405,"(4.0, 7.6, 7.233333333333333)","(2.7, 3.7, 3.5382352941176474)","(21.0, 44.0, 33.8)","(10.0, 24.0, 18.235294117647058)","(21.0, 42.0, 38.53333333333333)","(10.0, 11.5, 10.330769230769231)","(10.0, 20.0, 18.365384615384617)","(3.3, 3.35, 3.342578125)"
06-01-2023 16:29:55.578369,"(4.0, 7.6, 7.233333333333333)","(2.7, 3.7, 3.5382352941176474)","(21.0, 44.0, 33.8)","(10.0, 22.0, 21.615384615384617)","(21.0, 42.0, 38.53333333333333)","(10.0, 11.5, 10.075)","(10.0, 20.0, 18.365384615384617)","(3.3, 3.35, 3.2844827586206895)"
06-01-2023 16:29:56.681034,"(4.0, 7.6, 7.233333333333333)","(2.7, 3.7, 3.548484848484849)","(21.0, 44.0, 33.8)","(10.0, 22.0, 20.529411764705884)","(21.0, 42.0, 38.53333333333333)","(10.0, 11.5, 10.494117647058824)","(10.0, 20.0, 19.0)","(3.3, 3.35, 3.2844827586206895)"
06-01-2023 16:29:58.043760,"(4.0, 7.6, 7.233333333333333)","(2.7, 3.7, 3.4)","(21.0, 44.0, 33.8)","(10.0, 22.0, 17.816326530612244)","(21.0, 42.0, 38.53333333333333)","(10.0, 11.5, 10.075)","(10.0, 19.5, 18.34375)","(3.3, 3.35, 3.283333333333333)"
06-01-2023 16:29:59.063752,"(4.0, 7.6, 7.233333333333333)","(2.7, 3.7, 3.52)","(21.0, 44.0, 33.8)","(10.0, 22.0, 17.816326530612244)","(21.0, 42.0, 38.53333333333333)","(10.0, 11.5, 10.075)","(10.0, 19.0, 18.727272727272727)","(3.3, 3.3, 3.283333333333333)"
06-01-2023 16:30:00.214872,"(4.0, 7.6, 7.233333333333333)","(2.7, 3.7, 3.5714285714285716)","(21.0, 44.0, 33.8)","(10.0, 22.0, 17.34090909090909)","(21.0, 42.0, 38.53333333333333)","(10.0, 11.5, 10.494117647058824)","(10.0, 19.0, 18.01923076923077)","(3.3, 3.3, 3.275)"
06-01-2023 16:30:01.346227,"(4.0, 7.6, 7.233333333333333)","(2.7, 3.7, 3.5714285714285716)","(21.0, 44.0, 33.8)","(10.0, 22.0, 17.816326530612244)","(21.0, 42.0, 38.53333333333333)","(10.0, 11.5, 10.075)","(10.0, 19.0, 18.01923076923077)","(3.3, 3.3, 3.283333333333333)"
06-01-2023 16:30:02.508359,"(4.0, 7.6, 7.233333333333333)","(2.7, 3.7, 3.5714285714285716)","(21.0, 44.0, 39.0)","(10.0, 22.0, 19.75)","(21.0, 42.0, 38.53333333333333)","(10.0, 11.5, 10.075)","(10.0, 19.0, 18.01923076923077)","(3.3, 3.3, 3.283333333333333)"
06-01-2023 16:30:03.632926,"(4.0, 7.6, 7.233333333333333)","(2.7, 3.7, 3.5500000000000003)","(21.0, 42.0, 39.0)","(10.0, 20.0, 18.5)","(21.0, 42.0, 38.53333333333333)","(10.0, 11.5, 10.494117647058824)","(10.0, 19.0, 18.01923076923077)","(3.3, 3.3, 3.275)"
06-01-2023 16:30:04.812341,"(4.0, 7.6, 7.233333333333333)","(2.7, 3.7, 3.5500000000000003)","(21.0, 40.0, 39.0)","(10.0, 20.0, 18.5)","(21.0, 42.0, 38.53333333333333)","(10.0, 11.5, 10.075)","(10.0, 19.0, 18.01923076923077)","(3.3, 3.3, 3.2857142857142856)"
06-01-2023 16:30:05.936532,"(4.0, 7.6, 7.233333333333333)","(2.7, 3.7, 3.5500000000000003)","(21.0, 40.0, 39.0)","(10.0, 20.0, 18.5)","(21.0, 42.0, 38.53333333333333)","(10.0, 11.5, 10.494117647058824)","(10.0, 19.0, 18.01923076923077)","(3.3, 3.35, 3.272727272727273)"
06-01-2023 16:30:07.114287,"(4.4, 7.6, 7.233333333333333)","(2.7, 3.7, 3.546153846153846)","(21.0, 40.0, 39.0)","(10.0, 20.0, 19.18181818181818)","(26.0, 42.0, 38.53333333333333)","(9.0, 11.5, 10.075)","(11.0, 19.0, 18.01923076923077)","(3.2, 3.35, 3.272727272727273)"
06-01-2023 16:30:08.242917,"(4.4, 7.6, 7.233333333333333)","(2.7, 3.7, 3.570967741935484)","(21.0, 40.0, 31.515151515151516)","(10.0, 20.0, 18.5)","(26.0, 42.0, 38.53333333333333)","(9.0, 11.5, 10.494117647058824)","(11.0, 19.0, 18.01923076923077)","(3.2, 3.35, 3.272727272727273)"
06-01-2023 16:30:09.293023,"(4.4, 7.6, 7.233333333333333)","(2.7, 3.7, 3.570967741935484)","(21.0, 40.0, 31.515151515151516)","(10.0, 20.0, 18.5)","(26.0, 42.0, 38.53333333333333)","(9.0, 11.5, 10.075)","(11.0, 19.0, 18.01923076923077)","(3.2, 3.35, 3.272727272727273)"
06-01-2023 16:30:10.378365,"(4.4, 7.6, 7.233333333333333)","(2.7, 3.7, 3.570967741935484)","(21.0, 40.0, 31.515151515151516)","(10.0, 20.0, 19.18181818181818)","(26.0, 42.0, 38.53333333333333)","(9.0, 11.5, 10.075)","(11.0, 19.0, 18.01923076923077)","(3.2, 3.35, 3.272727272727273)"
06-01-2023 16:30:11.522241,"(4.4, 7.6, 7.233333333333333)","(2.7, 3.7, 3.5625)","(21.0, 40.0, 31.515151515151516)","(10.0, 20.0, 18.5)","(26.0, 42.0, 38.53333333333333)","(9.0, 11.5, 10.494117647058824)","(11.0, 19.0, 18.01923076923077)","(3.2, 3.4, 3.3666666666666667)"
06-01-2023 16:30:12.716909,"(4.4, 7.6, 7.233333333333333)","(2.7, 3.7, 3.5625)","(21.0, 40.0, 31.515151515151516)","(10.0, 20.0, 18.5)","(26.0, 42.0, 38.53333333333333)","(9.0, 11.5, 10.494117647058824)","(11.0, 19.0, 18.01923076923077)","(3.2, 3.4, 3.3666666666666667)"
06-01-2023 16:30:13.841783,"(4.4, 7.6, 7.233333333333333)","(2.7, 3.7, 3.5625)","(21.0, 40.0, 31.515151515151516)","(10.0, 20.0, 18.5)","(26.0, 42.0, 38.53333333333333)","(9.0, 11.5, 9.956249999999999)","(11.0, 19.0, 18.01923076923077)","(3.2, 3.4, 3.31875)"
06-01-2023 16:30:14.857033,"(4.4, 7.6, 7.1909090909090905)","(2.7, 3.7, 3.5952380952380953)","(21.0, 40.0, 30.232558139534884)","(10.0, 20.0, 19.57142857142857)","(26.0, 42.0, 38.53333333333333)","(9.0, 11.5, 9.956249999999999)","(11.0, 19.0, 18.01923076923077)","(3.2, 3.35, 3.31875)"
06-01-2023 16:30:15.998614,"(4.4, 7.6, 7.1909090909090905)","(2.7, 3.7, 3.4746478873239437)","(21.0, 40.0, 30.232558139534884)","(10.0, 20.0, 19.57142857142857)","(26.0, 42.0, 37.4)","(9.0, 11.5, 9.819230769230769)","(11.0, 19.0, 17.875)","(3.2, 3.35, 3.330769230769231)"
06-01-2023 16:30:17.079507,"(4.4, 7.6, 7.1909090909090905)","(2.7, 3.7, 3.4746478873239437)","(21.0, 40.0, 30.232558139534884)","(10.0, 20.0, 19.57142857142857)","(26.0, 42.0, 37.4)","(9.0, 11.5, 9.819230769230769)","(11.0, 19.0, 17.875)","(3.2, 3.35, 3.3380952380952382)"
06-01-2023 16:30:18.141164,"(4.4, 7.6, 7.1909090909090905)","(2.7, 3.6, 3.590625)","(21.0, 40.0, 30.232558139534884)","(10.0, 20.0, 19.57142857142857)","(26.0, 42.0, 37.4)","(9.0, 11.5, 10.09032258064516)","(11.0, 19.0, 17.875)","(3.2, 3.35, 3.3380952380952382)"
06-01-2023 16:30:19.194506,"(4.4, 7.6, 7.1909090909090905)","(2.7, 3.6, 3.5583333333333336)","(21.0, 40.0, 30.232558139534884)","(10.0, 20.0, 19.57142857142857)","(26.0, 42.0, 37.4)","(9.0, 11.5, 9.819230769230769)","(11.0, 19.0, 17.875)","(3.2, 3.35, 3.3380952380952382)"
06-01-2023 16:30:20.306401,"(4.4, 7.6, 7.1909090909090905)","(2.7, 3.6, 3.489795918367347)","(21.0, 40.0, 30.232558139534884)","(10.0, 20.0, 19.57142857142857)","(26.0, 42.0, 37.4)","(9.0, 11.5, 10.09032258064516)","(11.0, 19.0, 17.875)","(3.2, 3.35, 3.325)"
06-01-2023 16:30:21.445619,"(4.4, 7.6, 7.1909090909090905)","(2.7, 3.6, 3.4273972602739726)","(21.0, 40.0, 30.232558139534884)","(10.0, 20.0, 19.57142857142857)","(26.0, 42.0, 37.4)","(9.0, 11.5, 10.09032258064516)","(11.0, 19.0, 17.875)","(3.2, 3.35, 3.325)"
06-01-2023 16:30:22.589081,"(4.4, 7.6, 7.1909090909090905)","(2.7, 3.6, 3.4273972602739726)","(21.0, 40.0, 30.232558139534884)","(10.0, 20.0, 19.57142857142857)","(26.0, 42.0, 37.4)","(9.0, 11.5, 9.819230769230769)","(11.0, 19.0, 17.875)","(3.2, 3.35, 3.3333333333333335)"
06-01-2023 16:30:23.720206,"(4.4, 7.6, 7.1909090909090905)","(2.7, 3.6, 3.4273972602739726)","(21.0, 40.0, 30.232558139534884)","(10.0, 20.0, 19.57142857142857)","(26.0, 42.0, 37.4)","(9.0, 11.5, 10.09032258064516)","(11.0, 19.0, 17.875)","(3.2, 3.35, 3.325)"
06-01-2023 16:30:24.904413,"(4.4, 7.6, 7.1909090909090905)","(2.7, 3.6, 3.4273972602739726)","(21.0, 40.0, 30.232558139534884)","(10.0, 20.0, 19.678571428571427)","(26.0, 42.0, 37.4)","(9.0, 11.5, 9.819230769230769)","(11.0, 19.0, 17.875)","(3.2, 3.35, 3.3333333333333335)"
06-01-2023 16:30:26.024353,"(4.4, 7.6, 7.1909090909090905)","(2.7, 3.6, 3.4273972602739726)","(21.0, 40.0, 30.232558139534884)","(10.0, 20.0, 19.57142857142857)","(21.0, 42.0, 37.4)","(10.0, 11.5, 10.043333333333333)","(11.0, 19.0, 17.875)","(3.1, 3.35, 3.375)"
06-01-2023 16:30:27.120713,"(4.4, 7.6, 7.1909090909090905)","(2.7, 3.6, 3.4273972602739726)","(21.0, 40.0, 30.232558139534884)","(10.0, 20.0, 19.57142857142857)","(21.0, 42.0, 37.4)","(10.0, 11.5, 10.251428571428571)","(11.0, 19.0, 17.875)","(3.1, 3.4, 3.309090909090909)"
06-01-2023 16:30:28.342797,"(4.4, 7.6, 7.1909090909090905)","(2.7, 3.6, 3.4273972602739726)","(21.0, 40.0, 35.285714285714285)","(10.0, 20.0, 19.57142857142857)","(21.0, 42.0, 37.4)","(10.0, 11.5, 10.251428571428571)","(11.0, 19.0, 17.875)","(3.1, 3.35, 3.3166666666666664)"
06-01-2023 16:30:29.491800,"(4.4, 7.6, 7.1909090909090905)","(2.7, 3.6, 3.4273972602739726)","(21.0, 36.0, 35.285714285714285)","(10.0, 20.0, 19.57142857142857)","(21.0, 42.0, 37.4)","(10.0, 11.5, 10.251428571428571)","(11.0, 19.0, 17.875)","(3.1, 3.35, 3.309090909090909)"
06-01-2023 16:30:30.590401,"(4.4, 7.6, 7.1909090909090905)","(2.7, 3.6, 3.4273972602739726)","(21.0, 36.0, 35.285714285714285)","(10.0, 20.0, 19.57142857142857)","(21.0, 42.0, 37.4)","(10.0, 11.5, 10.251428571428571)","(11.0, 19.0, 17.875)","(3.1, 3.35, 3.3166666666666664)"
06-01-2023 16:30:31.728034,"(4.4, 7.6, 7.1909090909090905)","(2.7, 3.6, 3.4273972602739726)","(21.0, 36.0, 31.416666666666668)","(10.0, 20.0, 19.57142857142857)","(21.0, 42.0, 37.4)","(10.0, 11.5, 10.251428571428571)","(11.0, 19.0, 17.875)","(3.1, 3.35, 3.3166666666666664)"
06-01-2023 16:30:32.859865,"(4.4, 7.6, 7.1909090909090905)","(2.7, 3.6, 3.4273972602739726)","(21.0, 36.0, 31.416666666666668)","(10.0, 20.0, 19.57142857142857)","(21.0, 42.0, 37.4)","(10.0, 11.5, 10.251428571428571)","(11.0, 19.0, 17.875)","(3.1, 3.35, 3.3166666666666664)"
06-01-2023 16:30:33.979729,"(4.4, 7.6, 7.247058823529412)","(2.7, 3.6, 3.4273972602739726)","(21.0, 36.0, 29.823529411764707)","(10.0, 20.0, 19.57142857142857)","(21.0, 42.0, 37.4)","(10.0, 11.5, 10.251428571428571)","(11.0, 19.0, 18.166666666666668)","(3.1, 3.35, 3.314285714285714)"
06-01-2023 16:30:35.085530,"(4.4, 7.6, 7.247058823529412)","(2.7, 3.6, 3.4273972602739726)","(21.0, 36.0, 28.954545454545453)","(10.0, 20.0, 19.57142857142857)","(21.0, 42.0, 37.4)","(10.0, 11.5, 11.264705882352942)","(11.0, 18.0, 17.666666666666668)","(3.1, 3.3, 3.2985436893203883)"
06-01-2023 16:30:36.070567,"(4.6, 7.6, 7.35)","(2.7, 3.6, 3.4273972602739726)","(21.0, 36.0, 28.954545454545453)","(10.0, 20.0, 19.625)","(26.0, 42.0, 37.4)","(10.0, 11.5, 11.264705882352942)","(11.0, 18.0, 16.6875)","(3.1, 3.3, 3.2985436893203883)"
06-01-2023 16:30:37.423279,"(4.6, 7.6, 7.35)","(2.7, 3.6, 3.4273972602739726)","(21.0, 36.0, 28.88888888888889)","(10.0, 20.0, 19.571428571428573)","(26.0, 42.0, 37.4)","(10.0, 11.5, 11.302469135802468)","(11.0, 18.0, 15.426470588235293)","(3.1, 3.3, 3.3171875)"
06-01-2023 16:30:38.476410,"(4.6, 7.6, 7.35)","(2.7, 3.6, 3.4273972602739726)","(21.0, 36.0, 28.88888888888889)","(10.0, 20.0, 19.571428571428573)","(26.0, 42.0, 37.4)","(10.0, 11.5, 11.344155844155845)","(11.0, 18.0, 16.02857142857143)","(3.1, 3.35, 3.283333333333333)"
06-01-2023 16:30:39.574862,"(4.6, 7.6, 7.323076923076923)","(2.7, 3.6, 3.4273972602739726)","(21.0, 36.0, 28.88888888888889)","(10.0, 20.0, 19.6)","(26.0, 42.0, 37.4)","(10.0, 11.5, 11.344155844155845)","(11.0, 18.0, 15.84375)","(3.1, 3.3, 3.3171875)"
06-01-2023 16:30:40.856883,"(4.6, 7.6, 7.5249999999999995)","(2.7, 3.6, 3.3789473684210525)","(21.0, 36.0, 28.88888888888889)","(10.0, 20.0, 19.6)","(26.0, 42.0, 37.4)","(10.0, 11.5, 11.344155844155845)","(11.0, 18.0, 15.84375)","(3.1, 3.35, 3.286538461538462)"
06-01-2023 16:30:42.186694,"(4.6, 7.6, 7.35)","(2.7, 3.6, 3.5403225806451615)","(21.0, 36.0, 26.363636363636363)","(10.0, 20.0, 19.6)","(26.0, 42.0, 37.4)","(10.0, 11.5, 11.344155844155845)","(11.0, 18.0, 15.84375)","(3.1, 3.35, 3.286538461538462)"
06-01-2023 16:30:43.440702,"(4.6, 7.6, 7.221052631578948)","(2.7, 3.6, 3.5458333333333334)","(21.0, 30.0, 27.333333333333332)","(10.0, 20.0, 19.6)","(26.0, 42.0, 37.4)","(10.0, 11.5, 11.39041095890411)","(11.0, 18.0, 15.972972972972974)","(3.1, 3.35, 3.278260869565217)"
06-01-2023 16:30:44.632596,"(4.6, 7.4, 7.233333333333333)","(2.7, 3.55, 3.5291666666666663)","(21.0, 30.0, 27.333333333333332)","(10.0, 20.0, 19.6)","(26.0, 42.0, 37.4)","(10.0, 11.5, 11.39041095890411)","(11.0, 18.0, 15.767857142857142)","(3.1, 3.3, 3.278260869565217)"
06-01-2023 16:30:45.722474,"(4.6, 7.6, 7.5249999999999995)","(2.7, 3.55, 3.4287878787878787)","(21.0, 30.0, 27.333333333333332)","(10.0, 20.0, 19.5)","(26.0, 42.0, 37.4)","(10.0, 11.5, 11.39041095890411)","(11.0, 18.0, 15.844827586206897)","(3.1, 3.3, 3.278260869565217)"
06-01-2023 16:30:46.773595,"(4.6, 7.6, 7.323076923076923)","(2.7, 3.55, 3.525)","(21.0, 28.0, 27.666666666666668)","(10.0, 20.0, 19.652173913043477)","(26.0, 42.0, 37.4)","(10.0, 11.5, 11.39041095890411)","(11.0, 18.0, 16.046875)","(3.1, 3.3, 3.278260869565217)"
06-01-2023 16:30:48.001580,"(4.6, 7.6, 7.5249999999999995)","(2.7, 3.45, 3.441666666666667)","(21.0, 28.0, 26.58823529411765)","(10.0, 20.0, 19.666666666666668)","(26.0, 42.0, 37.4)","(10.0, 11.5, 11.39041095890411)","(11.0, 18.0, 16.046875)","(3.1, 3.3, 3.278260869565217)"
06-01-2023 16:30:49.195073,"(4.6, 7.6, 7.323076923076923)","(2.7, 3.45, 3.4454545454545458)","(21.0, 28.0, 26.625)","(10.0, 20.0, 25.428571428571427)","(26.0, 42.0, 37.022222222222226)","(10.0, 11.5, 11.39041095890411)","(11.0, 18.0, 16.106060606060606)","(3.1, 3.3, 3.278260869565217)"
06-01-2023 16:30:50.221694,"(4.6, 7.6, 7.5249999999999995)","(2.7, 3.45, 3.441666666666667)","(21.0, 28.0, 26.625)","(10.0, 26.0, 24.5)","(26.0, 42.0, 37.4)","(10.0, 11.5, 11.39041095890411)","(11.0, 18.0, 16.106060606060606)","(3.1, 3.3, 3.2800000000000002)"
06-01-2023 16:30:51.340950,"(4.6, 7.6, 7.5249999999999995)","(2.7, 3.45, 3.441666666666667)","(21.0, 28.0, 26.4)","(10.0, 25.0, 21.666666666666668)","(26.0, 42.0, 37.4)","(10.0, 11.5, 11.39041095890411)","(11.0, 18.0, 16.046875)","(3.1, 3.35, 3.2615384615384615)"
06-01-2023 16:30:52.568380,"(4.6, 7.6, 7.323076923076923)","(2.7, 3.45, 3.382258064516129)","(21.0, 28.0, 26.666666666666668)","(10.0, 26.0, 19.964285714285715)","(26.0, 42.0, 37.4)","(10.0, 11.5, 11.39041095890411)","(11.0, 18.0, 16.046875)","(3.1, 3.3, 3.2615384615384615)"
06-01-2023 16:30:53.798370,"(4.6, 7.6, 7.5249999999999995)","(2.7, 3.45, 3.2944444444444443)","(21.0, 28.0, 26.666666666666668)","(10.0, 26.0, 19.5)","(26.0, 42.0, 37.4)","(10.0, 11.5, 11.39041095890411)","(11.0, 18.0, 16.046875)","(3.1, 3.3, 3.2642857142857142)"
06-01-2023 16:30:54.996051,"(4.6, 7.6, 7.5249999999999995)","(2.7, 3.4, 3.2676470588235293)","(21.0, 28.0, 25.8)","(10.0, 26.0, 21.25)","(26.0, 42.0, 37.4)","(10.0, 11.5, 11.39041095890411)","(11.0, 18.0, 16.046875)","(3.1, 3.3, 3.272222222222222)"
06-01-2023 16:30:56.054369,"(4.6, 7.6, 7.323076923076923)","(2.7, 3.45, 3.303658536585366)","(21.0, 27.0, 25.8)","(10.0, 23.0, 21.25)","(26.0, 42.0, 37.4)","(10.0, 11.5, 11.39041095890411)","(11.0, 18.0, 16.15625)","(3.1, 3.3, 3.279166666666667)"
06-01-2023 16:30:57.214577,"(4.6, 7.6, 7.5249999999999995)","(2.7, 3.4, 3.3195652173913044)","(21.0, 27.0, 26.2)","(10.0, 23.0, 22.870967741935484)","(26.0, 42.0, 37.4)","(10.0, 11.5, 11.39041095890411)","(11.0, 17.0, 16.375)","(3.1, 3.3, 3.335714285714286)"
06-01-2023 16:30:58.494227,"(4.6, 7.6, 7.5249999999999995)","(2.7, 3.45, 3.3899999999999997)","(21.0, 28.0, 26.833333333333332)","(10.0, 23.0, 22.870967741935484)","(26.0, 42.0, 37.4)","(10.0, 11.5, 11.166666666666666)","(11.0, 17.0, 14.65625)","(3.1, 3.35, 3.335714285714286)"
06-01-2023 16:30:59.679853,"(4.6, 7.6, 7.323076923076923)","(2.7, 3.4, 3.3195652173913044)","(21.0, 36.0, 26.5)","(10.0, 23.0, 22.846153846153847)","(26.0, 42.0, 37.4)","(10.0, 11.5, 11.166666666666666)","(11.0, 17.0, 14.857142857142858)","(3.1, 3.35, 3.342857142857143)"
