,Greek Flame,Greek Temptation,Typhoon Nellie,Sketchy Russ,Winlock Augustus,Be Good Beach,Stinger Casey,Winlock Too Much
05-01-2023 15:40:59.656486,"(8.0, 13.0, 12.166666666666666)","(7.5, 12.0, 11.258064516129032)","(9.0, 12.5, 12.136363636363637)","(5.5, 8.0, 7.699999999999999)","(51.0, 170.0, 114.61538461538461)","(3.7, 4.2, 4.16)","(3.0, 3.8, 3.7333333333333334)","(9.0, 10.5, 9.893333333333334)"
05-01-2023 15:41:00.750345,"(8.0, 13.0, 12.166666666666666)","(7.5, 12.0, 11.258064516129032)","(9.0, 12.0, 11.86111111111111)","(5.5, 8.0, 7.7176470588235295)","(51.0, 170.0, 114.61538461538461)","(3.7, 4.2, 4.16)","(3.0, 3.75, 3.69)","(9.0, 10.5, 9.893333333333334)"
05-01-2023 15:41:01.895754,"(8.0, 13.0, 12.166666666666666)","(7.5, 12.0, 11.258064516129032)","(9.0, 12.0, 11.910714285714286)","(5.5, 8.0, 7.7176470588235295)","(51.0, 170.0, 114.61538461538461)","(3.7, 4.2, 4.16)","(3.0, 3.75, 3.69)","(9.0, 10.5, 9.893333333333334)"
05-01-2023 15:41:02.974161,"(8.0, 13.0, 12.166666666666666)","(7.5, 12.0, 11.258064516129032)","(9.0, 12.0, 11.916666666666666)","(5.5, 8.0, 7.7176470588235295)","(51.0, 170.0, 114.61538461538461)","(3.7, 4.2, 4.18)","(3.0, 3.7, 3.691666666666667)","(9.0, 10.5, 9.893333333333334)"
05-01-2023 15:41:04.070348,"(8.0, 13.0, 12.166666666666666)","(7.5, 12.0, 10.85)","(9.0, 12.5, 12.462962962962964)","(5.5, 8.0, 7.822222222222222)","(51.0, 170.0, 114.61538461538461)","(3.7, 4.2, 4.176923076923077)","(3.0, 3.7, 3.691666666666667)","(9.0, 10.5, 9.893333333333334)"
05-01-2023 15:41:05.190285,"(8.0, 13.0, 12.166666666666666)","(7.5, 12.0, 10.808823529411764)","(9.0, 12.5, 12.32857142857143)","(5.5, 8.0, 7.742857142857143)","(51.0, 170.0, 114.61538461538461)","(3.7, 4.2, 4.183333333333334)","(3.0, 3.7, 3.6923076923076925)","(9.0, 10.5, 9.893333333333334)"
05-01-2023 15:41:06.320772,"(8.0, 13.0, 12.166666666666666)","(7.5, 12.0, 10.9875)","(9.0, 12.5, 12.305555555555555)","(5.5, 8.0, 7.745454545454545)","(51.0, 170.0, 114.61538461538461)","(3.7, 4.2, 4.1875)","(3.0, 3.7, 3.6923076923076925)","(9.0, 10.5, 9.893333333333334)"
05-01-2023 15:41:07.425498,"(8.0, 13.0, 12.166666666666666)","(7.5, 12.0, 11.228571428571428)","(9.0, 12.5, 12.305555555555555)","(5.5, 8.0, 7.7176470588235295)","(51.0, 170.0, 114.61538461538461)","(3.7, 4.2, 4.1875)","(3.0, 3.7, 3.6923076923076925)","(9.0, 10.5, 9.893333333333334)"
05-01-2023 15:41:08.546316,"(8.0, 13.0, 12.166666666666666)","(7.5, 12.0, 11.258064516129032)","(9.0, 12.5, 12.305555555555555)","(5.5, 8.0, 7.7176470588235295)","(51.0, 170.0, 114.61538461538461)","(3.7, 4.2, 4.1875)","(3.0, 3.7, 3.707894736842105)","(9.0, 10.5, 9.893333333333334)"
05-01-2023 15:41:09.665120,"(8.0, 13.0, 12.166666666666666)","(7.5, 12.0, 11.258064516129032)","(9.0, 12.5, 12.305555555555555)","(5.5, 8.0, 7.7176470588235295)","(51.0, 170.0, 114.61538461538461)","(3.7, 4.2, 4.189655172413794)","(3.0, 3.75, 3.6733333333333333)","(9.0, 10.5, 9.893333333333334)"
05-01-2023 15:41:10.730008,"(8.0, 13.0, 12.166666666666666)","(7.5, 12.0, 11.258064516129032)","(9.0, 12.5, 12.225)","(5.5, 8.0, 7.7176470588235295)","(51.0, 170.0, 114.61538461538461)","(3.7, 4.2, 4.189655172413794)","(3.0, 3.7, 3.6733333333333333)","(9.0, 10.5, 9.893333333333334)"
05-01-2023 15:41:11.831324,"(8.0, 13.0, 12.166666666666666)","(7.5, 12.0, 11.258064516129032)","(9.0, 12.0, 11.926470588235293)","(5.5, 8.0, 7.7176470588235295)","(51.0, 170.0, 130.0)","(3.7, 4.2, 4.175757575757576)","(3.0, 3.7, 3.6647058823529415)","(9.0, 10.5, 9.88)"
05-01-2023 15:41:12.915472,"(8.5, 13.0, 12.296875)","(8.0, 12.0, 11.076923076923077)","(9.0, 12.0, 11.85897435897436)","(5.5, 8.0, 7.699999999999999)","(61.0, 170.0, 130.0)","(3.6, 4.2, 4.175757575757576)","(3.0, 3.7, 3.6482758620689655)","(9.0, 10.5, 9.875675675675677)"
05-01-2023 15:41:13.983108,"(8.5, 13.0, 12.272727272727273)","(8.0, 12.0, 10.68421052631579)","(9.0, 12.0, 11.865853658536585)","(5.5, 8.0, 7.683333333333333)","(61.0, 170.0, 114.61538461538461)","(3.6, 4.2, 4.176470588235294)","(3.0, 3.65, 3.6625)","(9.0, 10.5, 9.875675675675677)"
05-01-2023 15:41:15.051300,"(8.5, 13.0, 12.272727272727273)","(8.0, 11.5, 11.083333333333334)","(9.0, 12.0, 11.85897435897436)","(5.5, 8.0, 7.683333333333333)","(61.0, 170.0, 130.0)","(3.6, 4.2, 4.176470588235294)","(3.0, 3.7, 3.6625)","(9.0, 10.5, 9.875675675675677)"
05-01-2023 15:41:16.129378,"(8.5, 13.0, 12.272727272727273)","(8.0, 11.5, 11.1875)","(9.0, 12.0, 11.96875)","(5.5, 8.0, 7.683333333333333)","(61.0, 170.0, 114.61538461538461)","(3.6, 4.2, 4.176470588235294)","(3.0, 3.7, 3.646875)","(9.0, 10.5, 9.93658536585366)"
05-01-2023 15:41:17.304718,"(8.5, 13.0, 12.272727272727273)","(8.0, 11.5, 11.1)","(9.0, 12.0, 11.972222222222221)","(5.5, 8.0, 7.683333333333333)","(61.0, 170.0, 114.61538461538461)","(3.6, 4.2, 4.17948717948718)","(3.0, 3.65, 3.6466666666666665)","(9.0, 10.5, 9.93658536585366)"
05-01-2023 15:41:18.378173,"(8.5, 13.0, 12.272727272727273)","(8.0, 11.5, 11.043478260869565)","(9.0, 12.5, 12.32857142857143)","(5.5, 8.0, 7.683333333333333)","(61.0, 170.0, 130.0)","(3.6, 4.2, 4.17948717948718)","(3.0, 3.65, 3.635897435897436)","(9.0, 10.5, 9.93658536585366)"
05-01-2023 15:41:19.485831,"(8.5, 13.0, 12.272727272727273)","(8.0, 11.5, 11.078947368421053)","(9.0, 12.5, 12.283783783783784)","(5.5, 8.0, 7.683333333333333)","(61.0, 170.0, 114.61538461538461)","(3.6, 4.2, 4.219047619047619)","(3.0, 3.65, 3.635135135135135)","(9.0, 10.5, 9.93658536585366)"
05-01-2023 15:41:20.574274,"(8.5, 13.0, 12.272727272727273)","(8.0, 11.5, 11.029411764705882)","(9.0, 12.5, 12.283783783783784)","(5.5, 8.0, 7.683333333333333)","(61.0, 170.0, 114.61538461538461)","(3.6, 4.3, 4.219047619047619)","(3.0, 3.65, 3.635135135135135)","(9.0, 10.5, 9.93658536585366)"
05-01-2023 15:41:21.632762,"(8.5, 13.0, 12.272727272727273)","(8.0, 11.5, 11.055555555555555)","(9.0, 12.5, 12.277777777777779)","(5.5, 8.0, 7.683333333333333)","(61.0, 170.0, 114.61538461538461)","(3.6, 4.3, 4.1952380952380945)","(3.0, 3.65, 3.6942857142857144)","(9.0, 10.5, 9.93658536585366)"
05-01-2023 15:41:22.727734,"(8.5, 13.0, 12.272727272727273)","(8.0, 11.5, 11.1875)","(9.0, 12.5, 12.277777777777779)","(5.5, 8.0, 7.683333333333333)","(61.0, 170.0, 114.61538461538461)","(3.6, 4.3, 4.218518518518518)","(3.0, 3.75, 3.675925925925926)","(9.0, 10.5, 9.93658536585366)"
05-01-2023 15:41:23.808689,"(8.5, 13.0, 12.294117647058824)","(8.0, 11.5, 11.211538461538462)","(9.0, 12.0, 11.86111111111111)","(5.5, 8.0, 7.619999999999999)","(61.0, 170.0, 114.61538461538461)","(3.6, 4.3, 4.218518518518518)","(3.0, 3.7, 3.675925925925926)","(9.0, 10.5, 9.93658536585366)"
05-01-2023 15:41:24.888954,"(8.5, 13.0, 12.294117647058824)","(8.0, 11.5, 11.25)","(9.0, 12.0, 11.86111111111111)","(5.5, 8.0, 7.619999999999999)","(61.0, 170.0, 114.61538461538461)","(3.6, 4.3, 4.245945945945946)","(3.0, 3.7, 3.678846153846154)","(9.0, 10.5, 9.93658536585366)"
05-01-2023 15:41:25.946787,"(8.5, 13.0, 12.294117647058824)","(8.0, 11.5, 11.25)","(9.0, 12.0, 11.86111111111111)","(5.5, 8.0, 7.619999999999999)","(61.0, 170.0, 114.61538461538461)","(3.6, 4.3, 4.245945945945946)","(3.0, 3.7, 3.678846153846154)","(9.0, 10.5, 9.93658536585366)"
05-01-2023 15:41:27.033828,"(8.5, 13.0, 12.294117647058824)","(8.0, 11.5, 11.25)","(9.0, 12.0, 11.86111111111111)","(5.5, 8.0, 7.619999999999999)","(61.0, 170.0, 114.61538461538461)","(3.6, 4.3, 4.245945945945946)","(3.0, 3.7, 3.678846153846154)","(9.0, 10.5, 9.93658536585366)"
05-01-2023 15:41:28.115734,"(8.5, 13.0, 12.294117647058824)","(8.0, 11.5, 11.25)","(9.0, 12.0, 11.86111111111111)","(5.5, 8.0, 7.619999999999999)","(61.0, 170.0, 114.61538461538461)","(3.6, 4.3, 4.245945945945946)","(3.0, 3.7, 3.678846153846154)","(9.0, 10.5, 9.93658536585366)"
05-01-2023 15:41:29.186358,"(8.5, 13.0, 12.294117647058824)","(8.0, 11.5, 11.25)","(9.0, 12.0, 11.86111111111111)","(5.5, 8.0, 7.619999999999999)","(61.0, 170.0, 114.61538461538461)","(3.6, 4.3, 4.245945945945946)","(3.0, 3.7, 3.678846153846154)","(9.0, 10.5, 9.93658536585366)"
05-01-2023 15:41:30.271376,"(8.5, 13.0, 12.294117647058824)","(8.0, 11.5, 11.25)","(9.0, 12.0, 11.86111111111111)","(5.5, 8.0, 7.619999999999999)","(61.0, 170.0, 114.61538461538461)","(3.6, 4.3, 4.245945945945946)","(3.0, 3.7, 3.678846153846154)","(9.0, 10.5, 9.93658536585366)"
05-01-2023 15:41:31.389401,"(8.5, 13.0, 12.294117647058824)","(8.0, 11.5, 11.25)","(9.0, 12.0, 11.86111111111111)","(5.5, 8.0, 7.619999999999999)","(61.0, 170.0, 114.61538461538461)","(3.6, 4.3, 4.245945945945946)","(3.0, 3.7, 3.678846153846154)","(9.0, 10.5, 9.93658536585366)"
05-01-2023 15:41:32.534123,"(8.5, 13.0, 12.294117647058824)","(8.0, 11.5, 11.25)","(9.0, 12.0, 11.86111111111111)","(5.5, 8.0, 7.619999999999999)","(61.0, 170.0, 114.61538461538461)","(3.6, 4.3, 4.245945945945946)","(3.0, 3.7, 3.678846153846154)","(9.0, 10.5, 9.93658536585366)"
05-01-2023 15:41:33.688261,"(8.5, 13.0, 12.294117647058824)","(8.0, 11.5, 11.25)","(9.0, 12.0, 11.86111111111111)","(5.5, 8.0, 7.619999999999999)","(61.0, 170.0, 114.61538461538461)","(3.6, 4.3, 4.245945945945946)","(3.0, 3.7, 3.678846153846154)","(9.0, 10.5, 9.93658536585366)"
05-01-2023 15:41:34.818678,"(8.5, 13.0, 12.294117647058824)","(8.0, 11.5, 11.25)","(9.0, 12.0, 11.86111111111111)","(5.5, 8.0, 7.619999999999999)","(61.0, 170.0, 114.61538461538461)","(3.6, 4.3, 4.245945945945946)","(3.0, 3.7, 3.678846153846154)","(9.0, 10.5, 9.93658536585366)"
05-01-2023 15:41:35.962333,"(8.5, 13.0, 12.294117647058824)","(8.0, 11.5, 11.25)","(9.0, 12.0, 11.86111111111111)","(5.5, 8.0, 7.619999999999999)","(61.0, 170.0, 114.61538461538461)","(3.6, 4.3, 4.245945945945946)","(3.0, 3.7, 3.678846153846154)","(9.0, 10.5, 9.93658536585366)"
05-01-2023 15:41:37.113780,"(8.5, 13.0, 12.333333333333334)","(8.0, 11.5, 11.25)","(9.0, 12.0, 11.85)","(5.5, 7.6, 7.311111111111111)","(61.0, 170.0, 130.0)","(3.6, 4.2, 4.184210526315789)","(3.0, 3.7, 3.6731707317073172)","(9.0, 12.0, 11.222222222222221)"
05-01-2023 15:41:38.228145,"(8.5, 13.0, 12.333333333333334)","(8.0, 11.5, 11.25)","(9.0, 12.0, 11.85)","(5.5, 7.6, 7.311111111111111)","(61.0, 170.0, 130.0)","(3.6, 4.2, 4.184210526315789)","(3.0, 3.7, 3.6731707317073172)","(9.0, 12.0, 11.222222222222221)"
05-01-2023 15:41:39.352120,"(8.5, 13.0, 12.333333333333334)","(8.0, 11.5, 11.25)","(9.0, 12.0, 11.85)","(5.5, 7.6, 7.311111111111111)","(61.0, 170.0, 130.0)","(3.6, 4.2, 4.184210526315789)","(3.0, 3.7, 3.6731707317073172)","(9.0, 12.0, 11.222222222222221)"
05-01-2023 15:41:40.463261,"(8.5, 13.0, 12.333333333333334)","(8.0, 11.5, 11.25)","(9.0, 12.0, 11.85)","(5.5, 7.6, 7.311111111111111)","(61.0, 170.0, 130.0)","(3.6, 4.2, 4.184210526315789)","(3.0, 3.7, 3.6731707317073172)","(9.0, 12.0, 11.222222222222221)"
05-01-2023 15:41:41.595969,"(8.5, 12.5, 12.444444444444445)","(8.0, 11.5, 11.267857142857142)","(9.0, 12.5, 12.231707317073171)","(5.5, 7.4, 6.9)","(61.0, 170.0, 130.0)","(3.6, 4.3, 4.245945945945946)","(3.0, 3.65, 3.5823529411764707)","(9.0, 12.5, 11.928571428571429)"
05-01-2023 15:41:42.661339,"(8.5, 12.5, 12.235294117647058)","(8.0, 12.0, 11.431818181818182)","(9.0, 12.5, 12.23076923076923)","(5.5, 7.2, 7.033333333333333)","(61.0, 170.0, 114.61538461538461)","(3.6, 4.3, 4.2555555555555555)","(3.0, 3.6, 3.561904761904762)","(9.0, 12.5, 11.928571428571429)"
05-01-2023 15:41:43.674783,"(8.5, 12.5, 12.14516129032258)","(8.0, 12.0, 11.53225806451613)","(9.0, 12.5, 12.25)","(5.5, 7.2, 7.033333333333333)","(61.0, 170.0, 130.0)","(3.6, 4.3, 4.2441176470588236)","(3.0, 3.6, 3.592857142857143)","(9.0, 12.5, 11.852941176470589)"
05-01-2023 15:41:44.723707,"(8.5, 12.5, 12.14516129032258)","(8.0, 12.0, 11.642857142857142)","(9.0, 12.5, 12.384615384615385)","(5.5, 7.2, 7.0125)","(61.0, 170.0, 114.61538461538461)","(3.6, 4.3, 4.253658536585366)","(3.0, 3.6, 3.591666666666667)","(9.0, 12.5, 11.852941176470589)"
05-01-2023 15:41:45.765268,"(8.5, 12.5, 12.14516129032258)","(8.0, 12.0, 11.666666666666666)","(9.0, 12.5, 12.384615384615385)","(5.5, 7.2, 7.011111111111111)","(61.0, 170.0, 114.61538461538461)","(3.6, 4.3, 4.2457142857142856)","(3.0, 3.6, 3.591666666666667)","(9.0, 12.5, 11.852941176470589)"
05-01-2023 15:41:46.882525,"(8.5, 12.5, 12.133333333333333)","(8.0, 12.0, 11.523809523809524)","(9.0, 12.5, 12.384615384615385)","(5.5, 7.2, 6.916666666666667)","(61.0, 170.0, 114.61538461538461)","(3.6, 4.3, 4.2457142857142856)","(3.0, 3.6, 3.591666666666667)","(9.0, 12.5, 11.852941176470589)"
05-01-2023 15:41:47.975467,"(8.5, 12.5, 12.133333333333333)","(8.0, 12.0, 11.523809523809524)","(9.0, 12.5, 12.384615384615385)","(5.5, 7.2, 6.916666666666667)","(61.0, 170.0, 130.0)","(3.6, 4.3, 4.2457142857142856)","(3.0, 3.6, 3.568181818181818)","(9.0, 12.5, 11.852941176470589)"
05-01-2023 15:41:49.068810,"(8.5, 12.5, 12.133333333333333)","(8.0, 12.0, 11.523809523809524)","(9.0, 12.5, 12.384615384615385)","(5.5, 7.2, 6.916666666666667)","(61.0, 170.0, 130.0)","(3.6, 4.3, 4.2457142857142856)","(3.0, 3.65, 3.568181818181818)","(9.0, 12.5, 11.852941176470589)"
05-01-2023 15:41:50.147513,"(8.5, 12.5, 12.133333333333333)","(8.0, 12.0, 11.583333333333334)","(9.0, 12.5, 12.434782608695652)","(5.5, 7.2, 6.916666666666667)","(61.0, 170.0, 114.61538461538461)","(3.6, 4.3, 4.2555555555555555)","(3.0, 3.6, 3.55)","(9.0, 12.0, 11.6)"
05-01-2023 15:41:51.227658,"(8.5, 12.5, 12.15625)","(8.0, 12.0, 11.689655172413794)","(9.0, 12.5, 12.454545454545455)","(5.5, 7.2, 6.927272727272727)","(61.0, 170.0, 114.61538461538461)","(3.6, 4.3, 4.247222222222222)","(3.0, 3.6, 3.564285714285714)","(9.0, 12.0, 11.454545454545455)"
05-01-2023 15:41:52.249373,"(8.5, 12.5, 12.15625)","(8.0, 12.0, 11.689655172413794)","(9.0, 12.5, 12.403846153846153)","(5.5, 7.2, 7.033333333333333)","(61.0, 170.0, 130.0)","(3.6, 4.3, 4.251282051282051)","(3.0, 3.6, 3.55)","(9.0, 12.0, 11.518518518518519)"
05-01-2023 15:41:53.277917,"(8.5, 12.5, 12.210526315789474)","(8.0, 12.0, 11.689655172413794)","(9.0, 12.5, 12.456521739130435)","(5.5, 7.2, 7.033333333333333)","(61.0, 170.0, 114.61538461538461)","(3.6, 4.3, 4.302040816326531)","(3.0, 3.6, 3.55)","(9.0, 12.0, 11.518518518518519)"
05-01-2023 15:41:54.272024,"(8.5, 12.5, 12.210526315789474)","(8.0, 12.0, 11.689655172413794)","(9.0, 12.5, 12.456521739130435)","(5.5, 7.2, 7.033333333333333)","(61.0, 170.0, 114.61538461538461)","(3.6, 4.4, 4.302040816326531)","(3.0, 3.6, 3.55)","(9.0, 12.0, 11.518518518518519)"
05-01-2023 15:41:55.350566,"(8.5, 12.5, 12.210526315789474)","(8.0, 12.0, 11.67741935483871)","(9.0, 12.5, 12.384615384615385)","(5.5, 7.2, 7.1066666666666665)","(61.0, 170.0, 130.0)","(3.6, 4.4, 4.297872340425532)","(3.0, 3.6, 3.55)","(9.0, 12.0, 11.476190476190476)"
05-01-2023 15:41:56.411467,"(8.5, 12.5, 12.210526315789474)","(8.0, 12.0, 11.523809523809524)","(9.0, 12.5, 12.434782608695652)","(5.5, 7.4, 7.085714285714285)","(61.0, 170.0, 118.57142857142857)","(3.6, 4.4, 4.376923076923077)","(3.0, 3.6, 3.53)","(9.0, 12.0, 12.346938775510203)"
05-01-2023 15:41:57.530346,"(8.5, 12.5, 12.210526315789474)","(8.0, 12.0, 11.6)","(9.0, 12.5, 12.384615384615385)","(5.5, 7.4, 7.075)","(61.0, 170.0, 123.84615384615384)","(3.6, 4.3, 4.288461538461538)","(3.0, 3.55, 3.525)","(9.0, 12.5, 12.346938775510203)"
05-01-2023 15:41:58.628396,"(8.5, 12.5, 12.210526315789474)","(8.0, 12.0, 11.583333333333334)","(9.0, 12.5, 12.384615384615385)","(5.5, 7.4, 7.075)","(61.0, 170.0, 123.84615384615384)","(3.6, 4.3, 4.283333333333333)","(3.0, 3.55, 3.51)","(9.0, 12.5, 12.361702127659575)"
05-01-2023 15:41:59.721864,"(8.5, 12.5, 12.238095238095237)","(8.0, 12.0, 11.642857142857142)","(9.0, 12.5, 12.434782608695652)","(5.5, 7.4, 7.085714285714285)","(61.0, 170.0, 114.61538461538461)","(3.6, 4.4, 4.283333333333333)","(3.0, 3.55, 3.533333333333333)","(9.0, 12.5, 11.636363636363637)"
05-01-2023 15:42:00.764634,"(8.5, 12.5, 12.238095238095237)","(8.0, 12.0, 11.62962962962963)","(9.0, 12.5, 12.384615384615385)","(5.5, 7.4, 7.085714285714285)","(61.0, 170.0, 114.61538461538461)","(3.6, 4.4, 4.288888888888889)","(3.0, 3.55, 3.526923076923077)","(9.0, 12.0, 11.75)"
05-01-2023 15:42:01.840556,"(8.5, 12.5, 12.202702702702704)","(8.0, 12.0, 11.653846153846153)","(9.0, 12.5, 12.38)","(5.5, 7.4, 7.066666666666666)","(61.0, 170.0, 114.61538461538461)","(3.6, 4.3, 4.288888888888889)","(3.0, 3.55, 3.5136363636363637)","(9.0, 12.0, 11.666666666666666)"
05-01-2023 15:42:02.918116,"(8.5, 12.5, 12.202702702702704)","(8.0, 12.0, 11.642857142857142)","(9.0, 12.5, 12.4375)","(5.5, 7.4, 7.066666666666666)","(61.0, 170.0, 114.61538461538461)","(3.6, 4.3, 4.288888888888889)","(3.0, 3.55, 3.5136363636363637)","(9.0, 12.5, 11.666666666666666)"
05-01-2023 15:42:03.948831,"(8.5, 12.5, 12.041666666666666)","(8.0, 12.0, 11.583333333333334)","(9.0, 12.5, 12.44)","(5.5, 7.4, 7.2125)","(61.0, 170.0, 114.61538461538461)","(3.6, 4.0, 4.066666666666666)","(3.0, 3.55, 3.583333333333333)","(9.0, 12.5, 12.2)"
05-01-2023 15:42:04.941345,"(8.5, 12.5, 12.25)","(8.0, 12.0, 11.608695652173912)","(9.0, 13.0, 12.9)","(5.5, 7.4, 7.140000000000001)","(61.0, 170.0, 114.61538461538461)","(3.6, 4.1, 4.066666666666666)","(3.0, 3.65, 3.583333333333333)","(9.0, 12.5, 12.2)"
05-01-2023 15:42:05.979906,"(8.5, 12.5, 12.32)","(8.0, 12.0, 11.604166666666666)","(9.0, 13.0, 12.82)","(5.5, 7.4, 7.190476190476191)","(61.0, 170.0, 114.61538461538461)","(3.6, 4.2, 4.1454545454545455)","(3.0, 3.6, 3.575)","(9.0, 12.5, 12.0)"
05-01-2023 15:42:07.057769,"(8.5, 12.5, 12.32)","(8.0, 12.0, 11.409090909090908)","(9.0, 13.0, 12.921052631578947)","(5.5, 7.4, 7.216666666666667)","(61.0, 170.0, 114.61538461538461)","(3.6, 4.2, 4.163414634146341)","(3.0, 3.6, 3.58)","(9.0, 12.5, 12.1875)"
05-01-2023 15:42:08.195052,"(8.5, 12.5, 12.32)","(8.0, 12.0, 11.486486486486486)","(9.0, 13.0, 12.863636363636363)","(5.5, 7.4, 7.218181818181819)","(61.0, 160.0, 113.84615384615384)","(3.6, 4.2, 4.160526315789474)","(2.9, 3.6, 3.4722222222222223)","(9.0, 12.5, 11.921052631578947)"
05-01-2023 15:42:09.347117,"(8.5, 12.5, 12.333333333333334)","(8.0, 12.0, 11.472222222222221)","(10.0, 13.0, 12.94)","(5.5, 7.6, 7.218181818181819)","(61.0, 160.0, 123.07692307692308)","(3.6, 4.2, 4.160526315789474)","(2.9, 3.5, 3.46875)","(9.0, 12.5, 11.921052631578947)"
05-01-2023 15:42:10.459867,"(8.5, 12.5, 12.333333333333334)","(8.0, 12.0, 11.472222222222221)","(10.0, 13.0, 12.94)","(5.5, 7.6, 7.25)","(61.0, 160.0, 123.07692307692308)","(3.6, 4.2, 4.160526315789474)","(2.9, 3.5, 3.4642857142857144)","(9.0, 12.5, 11.921052631578947)"
05-01-2023 15:42:11.586208,"(8.5, 12.5, 12.333333333333334)","(8.0, 12.0, 11.472222222222221)","(10.0, 13.0, 12.892857142857142)","(5.5, 7.6, 7.25)","(61.0, 160.0, 123.07692307692308)","(3.6, 4.2, 4.154545454545454)","(2.9, 3.5, 3.475)","(9.0, 12.5, 12.0)"
05-01-2023 15:42:12.732254,"(8.5, 12.5, 12.333333333333334)","(8.0, 12.0, 11.387096774193548)","(10.0, 13.0, 12.94)","(5.5, 7.6, 7.352380952380952)","(61.0, 160.0, 113.84615384615384)","(3.6, 4.2, 4.134782608695652)","(2.9, 3.5, 3.46875)","(9.0, 12.5, 12.0)"
05-01-2023 15:42:13.807299,"(8.5, 12.5, 12.333333333333334)","(8.0, 12.0, 11.387096774193548)","(10.0, 13.0, 12.94)","(5.5, 7.6, 7.352380952380952)","(61.0, 160.0, 113.84615384615384)","(3.6, 4.2, 4.134782608695652)","(2.9, 3.5, 3.491304347826087)","(9.0, 12.5, 12.0)"
05-01-2023 15:42:14.856790,"(8.5, 12.5, 12.35)","(8.0, 12.0, 11.387096774193548)","(10.0, 13.0, 12.892857142857142)","(5.5, 7.6, 7.352380952380952)","(61.0, 160.0, 115.0)","(3.6, 4.2, 4.125333333333334)","(2.9, 3.5, 3.5)","(9.0, 12.5, 12.0)"
05-01-2023 15:42:15.917838,"(8.5, 12.5, 12.35)","(8.0, 12.0, 11.634615384615385)","(10.0, 13.0, 12.94)","(5.5, 7.6, 7.36)","(61.0, 160.0, 115.0)","(3.6, 4.2, 4.125333333333334)","(2.9, 3.55, 3.519230769230769)","(9.0, 12.5, 12.0)"
05-01-2023 15:42:16.901312,"(8.5, 12.5, 12.35)","(8.0, 12.0, 11.634615384615385)","(10.0, 13.0, 12.94)","(5.5, 7.6, 7.36)","(61.0, 160.0, 115.0)","(3.6, 4.2, 4.093999999999999)","(2.9, 3.55, 3.477777777777778)","(9.0, 12.5, 12.0)"
05-01-2023 15:42:17.882695,"(8.5, 12.5, 12.3125)","(8.0, 12.0, 11.634615384615385)","(10.0, 13.0, 12.958333333333334)","(5.5, 7.6, 7.275)","(61.0, 160.0, 115.0)","(3.6, 4.1, 4.093478260869565)","(2.9, 3.55, 3.477777777777778)","(9.0, 12.5, 12.0)"
05-01-2023 15:42:18.951132,"(8.5, 12.5, 12.3125)","(8.0, 12.0, 11.648148148148149)","(10.0, 13.0, 12.931034482758621)","(5.5, 7.6, 7.339130434782609)","(61.0, 160.0, 115.0)","(3.6, 4.2, 4.126027397260274)","(2.9, 3.55, 3.5722222222222224)","(9.0, 12.5, 11.88888888888889)"
05-01-2023 15:42:19.982823,"(8.5, 12.5, 12.26)","(8.0, 12.0, 11.629032258064516)","(10.0, 13.0, 12.923076923076923)","(5.5, 7.6, 7.266666666666667)","(61.0, 160.0, 115.0)","(3.6, 4.2, 4.120588235294118)","(2.9, 3.6, 3.5838709677419356)","(9.0, 12.5, 11.833333333333334)"
05-01-2023 15:42:21.056629,"(8.5, 12.5, 12.25)","(8.0, 12.0, 11.785714285714286)","(10.0, 13.0, 12.923076923076923)","(5.5, 7.6, 7.222222222222222)","(61.0, 160.0, 115.0)","(3.6, 4.2, 4.120588235294118)","(2.9, 3.6, 3.5359374999999997)","(9.0, 12.5, 11.833333333333334)"
05-01-2023 15:42:22.165031,"(8.5, 12.5, 12.25)","(8.0, 12.0, 11.928571428571429)","(10.0, 13.0, 12.931034482758621)","(5.5, 7.6, 7.222222222222222)","(61.0, 160.0, 115.0)","(3.6, 4.2, 4.120588235294118)","(2.9, 3.55, 3.5359374999999997)","(9.0, 12.5, 11.833333333333334)"
05-01-2023 15:42:23.250229,"(8.5, 12.5, 12.25)","(8.0, 12.0, 11.928571428571429)","(10.0, 13.0, 12.931034482758621)","(5.5, 7.6, 7.222222222222222)","(61.0, 160.0, 115.0)","(3.6, 4.2, 4.117241379310345)","(2.9, 3.55, 3.5349999999999997)","(9.0, 12.5, 11.88888888888889)"
05-01-2023 15:42:24.332234,"(8.5, 12.5, 12.26)","(8.0, 12.0, 11.875)","(10.0, 13.0, 12.85483870967742)","(5.5, 7.6, 7.276190476190476)","(61.0, 160.0, 115.0)","(3.6, 4.2, 4.1414634146341465)","(2.9, 3.55, 3.5403846153846152)","(9.0, 12.5, 11.88888888888889)"
05-01-2023 15:42:25.431372,"(8.5, 12.5, 12.26)","(8.0, 12.0, 11.95)","(10.0, 13.0, 12.923076923076923)","(5.5, 7.6, 7.222222222222222)","(61.0, 160.0, 115.0)","(3.6, 4.2, 4.1414634146341465)","(2.9, 3.55, 3.5403846153846152)","(9.0, 12.5, 11.566666666666666)"
