,Gray Royality,Blanquita Nieve,Rose Knows,Out Ona Limb,Mind Your Own,Chargina,Perfect Limit
14-12-2022 12:08:42.268523,"(11.0, 14.5, 14.088235294117647)","(13.0, 14.5, 14.0)","(3.0, 4.0, 3.9863636363636363)","(51.0, 890.0, 572.0)","(2.8, 3.3, 3.136206896551724)","(4.2, 5.2, 5.158620689655173)","(10.0, 14.0, 13.173913043478262)"
14-12-2022 12:08:43.345046,"(11.0, 14.5, 14.088235294117647)","(13.0, 14.5, 14.0)","(3.0, 4.0, 3.9863636363636363)","(51.0, 890.0, 572.0)","(2.8, 3.3, 3.136206896551724)","(4.2, 5.2, 5.158620689655173)","(10.0, 14.0, 13.173913043478262)"
14-12-2022 12:08:44.471617,"(11.0, 14.5, 14.088235294117647)","(13.0, 14.5, 14.0)","(3.0, 4.0, 3.925)","(51.0, 890.0, 566.0)","(2.8, 3.3, 3.136206896551724)","(4.2, 5.2, 5.158620689655173)","(10.0, 14.0, 13.133333333333333)"
14-12-2022 12:08:45.486167,"(11.0, 14.5, 13.916666666666666)","(13.0, 14.5, 14.0)","(3.0, 4.0, 3.925)","(51.0, 880.0, 676.25)","(2.8, 3.3, 3.136206896551724)","(4.2, 5.2, 5.167567567567568)","(10.0, 14.0, 13.212121212121213)"
14-12-2022 12:08:46.578581,"(11.0, 14.5, 13.981481481481481)","(13.0, 15.5, 12.682926829268293)","(3.0, 4.0, 3.925)","(51.0, 870.0, 676.25)","(2.8, 3.3, 3.0865853658536584)","(4.2, 5.2, 5.167567567567568)","(10.0, 14.0, 13.212121212121213)"
14-12-2022 12:08:47.715066,"(11.0, 14.5, 13.981481481481481)","(13.0, 15.5, 12.682926829268293)","(3.0, 4.0, 3.9583333333333335)","(51.0, 870.0, 676.25)","(2.8, 3.2, 3.0865853658536584)","(4.2, 5.2, 5.167567567567568)","(10.0, 14.0, 13.212121212121213)"
14-12-2022 12:08:48.850337,"(11.0, 14.5, 13.981481481481481)","(13.0, 15.5, 12.824324324324325)","(3.0, 4.0, 3.9583333333333335)","(51.0, 870.0, 560.0)","(2.8, 3.2, 3.0865853658536584)","(4.2, 5.2, 5.167567567567568)","(10.0, 14.0, 13.212121212121213)"
14-12-2022 12:08:50.016670,"(11.0, 14.5, 13.981481481481481)","(13.0, 15.5, 12.824324324324325)","(3.0, 4.0, 3.90625)","(51.0, 870.0, 611.6666666666666)","(2.8, 3.2, 3.087037037037037)","(4.2, 5.2, 5.142857142857143)","(10.0, 14.0, 13.037037037037036)"
14-12-2022 12:08:51.189624,"(11.0, 14.5, 13.833333333333334)","(13.0, 15.5, 12.538461538461538)","(3.0, 4.0, 3.90625)","(51.0, 870.0, 611.6666666666666)","(2.8, 3.15, 3.1036585365853657)","(4.2, 5.2, 5.142857142857143)","(10.0, 14.0, 13.204081632653061)"
14-12-2022 12:08:52.376947,"(11.0, 14.5, 13.833333333333334)","(13.0, 15.5, 12.6)","(3.0, 4.0, 3.9423076923076925)","(51.0, 870.0, 485.0)","(2.8, 3.15, 3.1036585365853657)","(4.2, 5.2, 5.142857142857143)","(10.0, 14.0, 13.204081632653061)"
14-12-2022 12:08:53.707093,"(11.0, 14.5, 13.833333333333334)","(13.0, 15.0, 13.333333333333334)","(3.0, 4.0, 3.9205882352941175)","(51.0, 870.0, 485.0)","(2.8, 3.15, 3.1036585365853657)","(4.2, 5.2, 5.142857142857143)","(10.0, 14.0, 13.40625)"
14-12-2022 12:08:54.824828,"(11.0, 14.5, 13.833333333333334)","(11.0, 15.0, 13.333333333333334)","(3.1, 4.0, 3.946)","(51.0, 870.0, 485.0)","(2.8, 3.15, 3.094117647058823)","(4.2, 5.2, 5.142857142857143)","(10.0, 14.0, 13.205882352941176)"
14-12-2022 12:08:55.905197,"(11.0, 14.5, 13.625)","(11.0, 15.0, 13.333333333333334)","(3.1, 4.0, 3.935714285714286)","(51.0, 870.0, 485.0)","(2.8, 3.15, 3.094117647058823)","(4.2, 5.2, 5.142857142857143)","(10.0, 14.0, 13.205882352941176)"
14-12-2022 12:08:56.954554,"(11.0, 14.5, 13.681818181818182)","(11.0, 15.0, 13.333333333333334)","(3.1, 4.0, 3.935714285714286)","(51.0, 870.0, 485.0)","(2.8, 3.15, 3.094117647058823)","(4.2, 5.2, 5.142857142857143)","(10.0, 14.0, 13.205882352941176)"
14-12-2022 12:08:57.980294,"(11.0, 14.5, 13.272727272727273)","(11.0, 15.0, 13.333333333333334)","(3.1, 4.0, 3.993181818181818)","(51.0, 870.0, 485.0)","(2.8, 3.15, 3.094117647058823)","(4.2, 5.2, 5.142857142857143)","(10.0, 14.0, 13.205882352941176)"
14-12-2022 12:08:59.007355,"(11.0, 14.5, 13.272727272727273)","(11.0, 15.0, 13.333333333333334)","(3.1, 4.0, 3.985)","(51.0, 870.0, 485.0)","(2.8, 3.15, 3.094117647058823)","(4.2, 5.2, 5.142857142857143)","(10.0, 14.0, 13.205882352941176)"
14-12-2022 12:09:00.060934,"(11.0, 14.5, 13.272727272727273)","(11.0, 15.0, 13.333333333333334)","(3.1, 4.0, 3.985)","(51.0, 870.0, 485.0)","(2.8, 3.15, 3.112)","(4.2, 5.2, 4.966666666666667)","(10.0, 14.0, 13.205882352941176)"
14-12-2022 12:09:01.178327,"(11.0, 14.5, 13.65625)","(11.0, 15.0, 13.333333333333334)","(3.1, 4.0, 3.985)","(51.0, 870.0, 485.0)","(2.8, 3.15, 3.112)","(4.2, 5.1, 4.966666666666667)","(10.0, 14.0, 13.205882352941176)"
14-12-2022 12:09:02.373498,"(11.0, 14.5, 13.535714285714286)","(11.0, 15.0, 13.333333333333334)","(3.1, 4.0, 3.985)","(51.0, 870.0, 485.0)","(2.8, 3.15, 3.112)","(4.2, 5.1, 4.966666666666667)","(10.0, 14.0, 13.205882352941176)"
14-12-2022 12:09:03.567830,"(11.0, 14.5, 13.535714285714286)","(11.0, 15.0, 13.333333333333334)","(3.1, 4.0, 3.985)","(51.0, 870.0, 485.0)","(2.8, 3.15, 3.146875)","(4.2, 5.1, 4.966666666666667)","(10.0, 14.0, 13.833333333333334)"
14-12-2022 12:09:04.647239,"(11.0, 14.5, 13.535714285714286)","(11.0, 15.0, 13.333333333333334)","(3.1, 4.0, 3.985)","(51.0, 870.0, 485.0)","(2.8, 3.15, 3.146875)","(4.2, 5.1, 4.966666666666667)","(10.0, 14.0, 13.833333333333334)"
14-12-2022 12:09:05.728218,"(11.0, 14.5, 13.535714285714286)","(11.0, 15.0, 13.333333333333334)","(3.1, 4.1, 4.039393939393939)","(51.0, 870.0, 485.0)","(2.8, 3.15, 3.146875)","(4.2, 5.1, 4.966666666666667)","(10.0, 14.0, 13.0)"
14-12-2022 12:09:06.885438,"(11.0, 14.5, 13.9375)","(11.0, 15.0, 13.333333333333334)","(3.1, 4.1, 4.039393939393939)","(51.0, 870.0, 485.0)","(2.8, 3.15, 3.146875)","(4.2, 5.1, 4.966666666666667)","(10.0, 13.5, 13.0)"
14-12-2022 12:09:07.932415,"(11.0, 14.5, 13.9375)","(11.0, 15.0, 13.333333333333334)","(3.1, 4.1, 4.039393939393939)","(51.0, 870.0, 485.0)","(2.8, 3.15, 3.146875)","(4.2, 5.1, 4.713333333333334)","(10.0, 13.5, 12.970588235294118)"
14-12-2022 12:09:09.116812,"(11.0, 14.5, 13.9375)","(11.0, 15.0, 13.333333333333334)","(3.1, 4.1, 4.039393939393939)","(51.0, 870.0, 485.0)","(2.8, 3.15, 3.146875)","(4.2, 5.1, 4.74)","(10.0, 13.5, 12.970588235294118)"
14-12-2022 12:09:10.369756,"(11.0, 14.5, 13.9375)","(11.0, 15.0, 13.333333333333334)","(3.2, 4.1, 4.039393939393939)","(51.0, 870.0, 485.0)","(2.7, 3.15, 3.146875)","(4.2, 5.1, 4.74)","(10.0, 13.5, 12.970588235294118)"
14-12-2022 12:09:11.550830,"(11.0, 14.5, 13.9375)","(11.0, 15.0, 13.333333333333334)","(3.2, 4.1, 4.039393939393939)","(51.0, 870.0, 485.0)","(2.7, 3.15, 3.1448275862068966)","(4.2, 5.1, 4.74)","(10.0, 13.5, 13.108695652173914)"
14-12-2022 12:09:12.858804,"(11.0, 14.5, 13.9375)","(11.0, 15.0, 13.333333333333334)","(3.2, 4.1, 4.039393939393939)","(51.0, 870.0, 485.0)","(2.7, 3.15, 3.084347826086957)","(4.2, 5.1, 4.74)","(10.0, 13.5, 13.108695652173914)"
14-12-2022 12:09:14.073452,"(11.0, 14.5, 13.9375)","(11.0, 15.0, 13.333333333333334)","(3.2, 4.1, 4.090384615384615)","(51.0, 870.0, 485.0)","(2.7, 3.1, 3.032)","(4.2, 5.1, 4.7125)","(10.0, 13.5, 13.071428571428571)"
14-12-2022 12:09:15.131064,"(11.0, 14.5, 13.9375)","(11.0, 15.0, 13.333333333333334)","(3.2, 4.2, 4.186538461538461)","(51.0, 870.0, 485.0)","(2.7, 3.05, 3.032)","(4.2, 5.1, 4.7125)","(10.0, 13.5, 13.071428571428571)"
14-12-2022 12:09:16.211759,"(11.0, 14.5, 13.9375)","(11.0, 15.0, 13.333333333333334)","(3.2, 4.2, 4.186538461538461)","(51.0, 870.0, 485.0)","(2.7, 3.05, 3.032)","(4.2, 5.1, 4.7125)","(10.0, 13.5, 13.071428571428571)"
14-12-2022 12:09:17.675052,"(11.0, 14.5, 14.40909090909091)","(11.0, 14.5, 12.9)","(3.2, 4.2, 4.18)","(51.0, 870.0, 485.0)","(2.7, 3.2, 3.018)","(4.2, 5.1, 4.797560975609756)","(10.0, 13.5, 13.108695652173914)"
14-12-2022 12:09:18.726893,"(11.0, 14.5, 14.40909090909091)","(11.0, 14.5, 12.9)","(3.2, 4.2, 4.18)","(51.0, 870.0, 485.0)","(2.7, 3.2, 3.022173913043478)","(4.2, 5.1, 4.797560975609756)","(10.0, 13.5, 13.9)"
14-12-2022 12:09:19.759580,"(11.0, 14.5, 14.333333333333334)","(11.0, 14.5, 12.9)","(3.2, 4.2, 4.18)","(51.0, 870.0, 485.0)","(2.7, 3.15, 3.022173913043478)","(4.2, 5.1, 4.797560975609756)","(10.0, 14.0, 13.9)"
14-12-2022 12:09:20.934905,"(11.0, 14.5, 14.333333333333334)","(11.0, 14.5, 12.9)","(3.2, 4.2, 4.18)","(51.0, 870.0, 485.0)","(2.7, 3.15, 3.022173913043478)","(4.2, 5.1, 4.797560975609756)","(10.0, 14.0, 13.9)"
14-12-2022 12:09:22.174852,"(11.0, 14.5, 14.333333333333334)","(11.0, 15.0, 13.333333333333334)","(3.2, 4.2, 4.18)","(51.0, 870.0, 485.0)","(2.7, 2.98, 2.955510204081633)","(4.2, 5.1, 4.797560975609756)","(10.0, 14.0, 13.9)"
14-12-2022 12:09:23.509811,"(11.0, 14.5, 14.333333333333334)","(11.0, 15.0, 13.333333333333334)","(3.3, 4.2, 4.18)","(51.0, 870.0, 485.0)","(2.7, 2.98, 2.955510204081633)","(4.2, 5.1, 4.797560975609756)","(10.0, 14.0, 13.9)"
14-12-2022 12:09:24.691805,"(11.0, 14.5, 14.333333333333334)","(11.0, 15.0, 13.333333333333334)","(3.3, 4.2, 4.18)","(51.0, 870.0, 485.0)","(2.7, 2.98, 2.955510204081633)","(4.2, 5.1, 4.797560975609756)","(10.0, 14.0, 13.9)"
14-12-2022 12:09:25.854802,"(11.0, 14.5, 14.333333333333334)","(11.0, 15.0, 13.333333333333334)","(3.3, 4.2, 4.18)","(51.0, 870.0, 485.0)","(2.7, 2.98, 2.955510204081633)","(4.2, 5.1, 4.852)","(10.0, 14.0, 13.9)"
14-12-2022 12:09:27.126105,"(11.0, 14.5, 14.333333333333334)","(11.0, 15.0, 13.333333333333334)","(3.3, 4.2, 4.18)","(51.0, 870.0, 485.0)","(2.7, 2.98, 2.955510204081633)","(4.2, 5.1, 4.852)","(10.0, 14.0, 13.9)"
14-12-2022 12:09:28.269609,"(11.0, 14.5, 14.333333333333334)","(11.0, 15.0, 13.333333333333334)","(3.3, 4.2, 4.18)","(51.0, 870.0, 485.0)","(2.7, 2.98, 2.955510204081633)","(4.2, 5.1, 4.824590163934427)","(10.0, 14.0, 13.9)"
14-12-2022 12:09:29.481374,"(11.0, 14.5, 14.333333333333334)","(11.0, 15.0, 13.333333333333334)","(3.3, 4.2, 4.18)","(51.0, 870.0, 485.0)","(2.7, 2.98, 2.955510204081633)","(4.2, 5.1, 4.824590163934427)","(10.0, 14.0, 13.95)"
14-12-2022 12:09:30.594529,"(11.0, 14.5, 14.333333333333334)","(11.0, 15.0, 13.333333333333334)","(3.3, 4.2, 4.18)","(51.0, 870.0, 485.0)","(2.7, 2.98, 2.955510204081633)","(4.2, 5.1, 4.9035714285714285)","(10.0, 14.0, 13.95)"
14-12-2022 12:09:31.718238,"(11.0, 14.5, 14.333333333333334)","(11.0, 15.0, 13.333333333333334)","(3.3, 4.2, 4.18)","(51.0, 870.0, 485.0)","(2.7, 2.98, 2.9615384615384617)","(4.2, 5.0, 4.9035714285714285)","(10.0, 14.0, 13.95)"
14-12-2022 12:09:32.805241,"(11.0, 14.5, 14.333333333333334)","(11.0, 15.0, 14.555555555555555)","(3.3, 4.2, 4.18)","(51.0, 870.0, 485.0)","(2.7, 2.98, 2.9615384615384617)","(4.2, 5.0, 4.9035714285714285)","(10.0, 14.0, 13.95)"
14-12-2022 12:09:33.826291,"(11.0, 14.5, 14.333333333333334)","(11.0, 15.0, 14.666666666666666)","(3.3, 4.2, 4.18)","(51.0, 870.0, 485.0)","(2.7, 2.98, 2.9615384615384617)","(4.2, 5.0, 4.9035714285714285)","(10.0, 14.0, 13.9)"
14-12-2022 12:09:34.885317,"(11.0, 15.5, 15.0)","(11.0, 15.0, 14.5)","(3.3, 4.2, 4.18)","(51.0, 870.0, 485.0)","(2.7, 2.98, 2.9615384615384617)","(4.2, 5.0, 4.9035714285714285)","(10.0, 14.0, 13.9)"
14-12-2022 12:09:35.924406,"(11.0, 15.5, 15.0)","(11.0, 15.0, 14.5)","(3.3, 4.2, 4.18)","(51.0, 870.0, 485.0)","(2.7, 2.98, 2.9615384615384617)","(4.2, 5.0, 4.9035714285714285)","(10.0, 14.0, 13.9)"
14-12-2022 12:09:37.015892,"(11.0, 15.5, 14.5)","(11.0, 15.0, 14.5)","(3.3, 4.2, 4.18)","(51.0, 870.0, 485.0)","(2.7, 2.98, 2.9615384615384617)","(4.2, 5.0, 4.9035714285714285)","(10.0, 14.0, 13.9)"
14-12-2022 12:09:38.095522,"(11.0, 15.5, 14.5)","(11.0, 15.0, 14.5)","(3.3, 4.2, 4.18)","(51.0, 870.0, 485.0)","(2.7, 2.98, 2.9615384615384617)","(4.2, 5.0, 4.9035714285714285)","(10.0, 14.0, 13.9)"
14-12-2022 12:09:39.248253,"(11.0, 15.5, 14.5)","(11.0, 15.0, 14.5)","(3.3, 4.2, 4.16875)","(51.0, 870.0, 485.0)","(2.7, 2.98, 2.9615384615384617)","(4.2, 5.0, 4.9035714285714285)","(10.0, 14.0, 13.9)"
14-12-2022 12:09:40.376668,"(11.0, 15.5, 14.5)","(11.0, 15.0, 14.5)","(3.3, 4.3, 4.094736842105263)","(51.0, 870.0, 485.0)","(2.7, 2.98, 2.9615384615384617)","(4.2, 5.0, 4.9035714285714285)","(10.0, 14.0, 13.9)"
14-12-2022 12:09:41.457435,"(11.0, 15.5, 14.5)","(11.0, 15.0, 14.5)","(3.3, 4.2, 4.094736842105263)","(51.0, 870.0, 485.0)","(2.7, 2.98, 2.9615384615384617)","(4.2, 5.0, 4.9035714285714285)","(10.0, 14.0, 13.9)"
14-12-2022 12:09:42.548358,"(11.0, 15.5, 14.5)","(11.0, 15.0, 14.5)","(3.3, 4.2, 4.094736842105263)","(51.0, 870.0, 485.0)","(2.7, 2.98, 2.9615384615384617)","(4.2, 5.0, 4.9035714285714285)","(10.0, 14.0, 13.9)"
14-12-2022 12:09:43.643046,"(11.0, 15.5, 14.5)","(11.0, 15.0, 14.615384615384615)","(3.3, 4.2, 4.094736842105263)","(51.0, 870.0, 485.0)","(2.7, 2.98, 2.9615384615384617)","(4.2, 5.0, 4.9035714285714285)","(10.0, 14.0, 13.9)"
14-12-2022 12:09:44.688897,"(11.0, 15.5, 14.5)","(11.0, 15.0, 14.615384615384615)","(3.3, 4.2, 4.128571428571429)","(51.0, 870.0, 485.0)","(2.7, 2.98, 2.960952380952381)","(4.2, 5.0, 4.9035714285714285)","(10.0, 14.0, 13.9)"
14-12-2022 12:09:45.856124,"(11.0, 15.5, 14.5)","(11.0, 15.0, 14.615384615384615)","(3.3, 4.2, 4.128571428571429)","(51.0, 870.0, 485.0)","(2.7, 2.98, 2.960952380952381)","(4.2, 5.0, 4.9035714285714285)","(10.0, 14.0, 13.9)"
14-12-2022 12:09:46.957556,"(11.0, 15.5, 14.5)","(11.0, 15.0, 14.615384615384615)","(3.3, 4.2, 4.128571428571429)","(51.0, 870.0, 485.0)","(2.7, 2.98, 2.960952380952381)","(4.2, 5.0, 4.9035714285714285)","(10.0, 14.0, 13.9)"
14-12-2022 12:09:48.487640,"(11.0, 15.5, 14.5)","(11.0, 15.0, 14.615384615384615)","(3.3, 4.3, 4.2)","(51.0, 870.0, 485.0)","(2.7, 2.98, 2.9425)","(4.2, 5.0, 4.9035714285714285)","(10.0, 14.0, 13.9)"
14-12-2022 12:09:49.822574,"(11.0, 15.5, 14.5)","(11.0, 15.0, 14.615384615384615)","(3.3, 4.3, 4.272972972972973)","(51.0, 870.0, 485.0)","(2.7, 2.98, 2.9503703703703703)","(4.2, 5.0, 4.9035714285714285)","(10.0, 14.0, 13.9)"
14-12-2022 12:09:51.307126,"(11.0, 15.5, 14.5)","(11.0, 15.0, 14.615384615384615)","(3.3, 4.3, 4.272972972972973)","(51.0, 870.0, 485.0)","(2.7, 2.98, 2.9503703703703703)","(4.2, 5.0, 4.9035714285714285)","(10.0, 14.0, 13.9)"
14-12-2022 12:09:52.558719,"(11.0, 15.5, 14.5)","(11.0, 15.0, 14.5)","(3.3, 4.3, 4.273684210526316)","(51.0, 870.0, 485.0)","(2.7, 2.98, 2.9072727272727272)","(4.2, 5.0, 4.9035714285714285)","(10.0, 14.0, 13.9)"
14-12-2022 12:09:53.722964,"(11.0, 15.5, 14.5)","(11.0, 15.0, 14.5)","(3.3, 4.3, 4.273684210526316)","(51.0, 870.0, 485.0)","(2.7, 2.98, 2.848333333333333)","(4.2, 5.0, 4.9035714285714285)","(10.0, 14.0, 13.928571428571429)"
14-12-2022 12:09:54.886673,"(11.0, 15.5, 14.5)","(11.0, 15.0, 14.5)","(3.3, 4.3, 4.266666666666667)","(51.0, 870.0, 485.0)","(2.7, 2.9, 2.7914285714285714)","(4.2, 5.0, 4.915625)","(10.0, 14.0, 13.928571428571429)"
14-12-2022 12:09:56.018918,"(11.0, 15.5, 14.5)","(11.0, 15.0, 14.583333333333334)","(3.3, 4.3, 4.266666666666667)","(51.0, 870.0, 485.0)","(2.7, 2.86, 2.757142857142857)","(4.2, 5.0, 4.9035714285714285)","(10.0, 14.0, 13.928571428571429)"
14-12-2022 12:09:57.020523,"(11.0, 15.5, 14.5)","(11.0, 15.0, 14.5)","(3.3, 4.5, 4.383333333333334)","(51.0, 870.0, 485.0)","(2.7, 2.86, 2.757142857142857)","(4.2, 5.0, 4.9035714285714285)","(10.0, 14.0, 13.928571428571429)"
14-12-2022 12:09:57.966030,"(11.0, 15.5, 14.5)","(11.0, 15.0, 14.5)","(3.3, 4.5, 4.383333333333334)","(51.0, 870.0, 485.0)","(2.7, 2.86, 2.757142857142857)","(4.2, 5.0, 4.9035714285714285)","(10.0, 14.0, 13.928571428571429)"
14-12-2022 12:09:59.000530,"(11.0, 15.5, 14.5)","(11.0, 15.0, 14.5)","(3.3, 4.5, 4.383333333333334)","(51.0, 870.0, 485.0)","(2.7, 2.86, 2.757142857142857)","(4.2, 5.0, 4.9035714285714285)","(10.0, 14.0, 13.928571428571429)"
14-12-2022 12:10:00.119918,"(11.0, 15.5, 14.5)","(11.0, 15.0, 14.5)","(3.3, 4.5, 4.383333333333334)","(51.0, 870.0, 485.0)","(2.7, 2.86, 2.757142857142857)","(4.2, 5.0, 4.9035714285714285)","(10.0, 14.0, 13.928571428571429)"
14-12-2022 12:10:01.294259,"(11.0, 15.5, 14.5)","(11.0, 15.0, 14.5)","(3.3, 4.5, 4.409677419354838)","(51.0, 870.0, 485.0)","(2.7, 2.86, 2.757142857142857)","(4.2, 5.0, 4.9035714285714285)","(10.0, 14.0, 13.928571428571429)"
14-12-2022 12:10:02.454955,"(11.0, 15.5, 14.5)","(11.0, 15.0, 14.5)","(3.3, 4.5, 4.409677419354838)","(51.0, 870.0, 485.0)","(2.7, 2.86, 2.757142857142857)","(4.2, 5.0, 4.9035714285714285)","(10.0, 14.0, 13.928571428571429)"
14-12-2022 12:10:03.568263,"(11.0, 15.5, 14.5)","(11.0, 15.0, 13.333333333333334)","(3.3, 4.5, 4.409677419354838)","(51.0, 870.0, 485.0)","(2.7, 2.86, 2.7705555555555557)","(4.2, 5.0, 4.7894736842105265)","(10.0, 14.0, 13.7)"
14-12-2022 12:10:04.702843,"(11.0, 15.5, 14.5)","(11.0, 15.0, 14.4)","(3.4, 4.5, 4.352631578947368)","(51.0, 870.0, 485.0)","(2.6, 2.86, 2.7807142857142857)","(4.2, 5.0, 4.7894736842105265)","(10.0, 14.0, 13.863636363636363)"
14-12-2022 12:10:05.825230,"(11.0, 17.5, 15.5)","(11.0, 15.0, 14.4)","(3.4, 4.5, 4.352631578947368)","(51.0, 870.0, 485.0)","(2.6, 2.8, 2.75125)","(4.2, 5.0, 4.7894736842105265)","(10.0, 14.0, 13.8125)"
14-12-2022 12:10:07.017837,"(11.0, 17.5, 15.5)","(11.0, 15.0, 14.4)","(3.4, 4.5, 4.352631578947368)","(51.0, 870.0, 485.0)","(2.6, 2.8, 2.75125)","(4.2, 5.0, 4.7894736842105265)","(10.0, 14.0, 13.8125)"
14-12-2022 12:10:08.072451,"(11.0, 17.5, 15.5)","(11.0, 15.0, 14.4)","(3.4, 4.5, 4.352631578947368)","(51.0, 870.0, 485.0)","(2.6, 2.8, 2.7282758620689656)","(4.2, 5.0, 4.7894736842105265)","(10.0, 14.0, 13.8125)"
14-12-2022 12:10:09.105937,"(11.0, 18.0, 15.75)","(11.0, 15.0, 13.846153846153847)","(3.4, 4.5, 4.4)","(51.0, 870.0, 485.0)","(2.6, 2.8, 2.7036363636363636)","(4.2, 5.0, 4.833333333333333)","(10.0, 14.0, 13.8125)"
14-12-2022 12:10:10.241183,"(11.0, 18.0, 16.2)","(11.0, 14.0, 13.6)","(3.4, 4.5, 4.41578947368421)","(51.0, 870.0, 485.0)","(2.6, 2.78, 2.7036363636363636)","(4.2, 5.0, 4.833333333333333)","(10.0, 14.0, 13.8125)"
14-12-2022 12:10:11.261746,"(11.0, 18.0, 16.2)","(11.0, 14.0, 13.6)","(3.4, 4.5, 4.41578947368421)","(51.0, 870.0, 485.0)","(2.6, 2.78, 2.7036363636363636)","(4.2, 5.0, 4.8)","(10.0, 14.0, 13.8125)"
14-12-2022 12:10:12.374486,"(11.0, 18.0, 16.5)","(11.0, 13.5, 13.2)","(3.4, 4.8, 4.35)","(51.0, 870.0, 485.0)","(2.6, 2.78, 2.72)","(4.2, 5.0, 4.841176470588235)","(10.0, 14.0, 13.8125)"
14-12-2022 12:10:13.520895,"(11.0, 18.0, 16.5)","(11.0, 13.5, 13.2)","(3.4, 4.8, 4.48695652173913)","(51.0, 870.0, 485.0)","(2.6, 2.8, 2.7614285714285716)","(4.2, 5.0, 4.841176470588235)","(10.0, 14.0, 13.25)"
14-12-2022 12:10:14.697083,"(11.0, 18.0, 16.5)","(11.0, 13.5, 13.25)","(3.4, 4.9, 4.614285714285715)","(51.0, 870.0, 485.0)","(2.6, 2.8, 2.7584615384615385)","(4.2, 5.0, 4.76)","(10.0, 14.0, 13.25)"
14-12-2022 12:10:15.837580,"(11.0, 18.0, 16.5)","(11.0, 13.5, 13.2)","(3.4, 4.9, 4.614285714285715)","(51.0, 870.0, 485.0)","(2.6, 2.8, 2.748571428571428)","(4.2, 5.0, 4.76)","(10.0, 14.0, 13.8125)"
14-12-2022 12:10:17.057485,"(11.0, 18.0, 16.5)","(11.0, 14.0, 13.333333333333334)","(3.4, 4.9, 4.807692307692308)","(51.0, 870.0, 485.0)","(2.6, 2.8, 2.748571428571428)","(4.2, 5.0, 4.76)","(10.0, 14.0, 13.8125)"
14-12-2022 12:10:18.118587,"(11.0, 18.0, 16.5)","(11.0, 14.0, 13.333333333333334)","(3.4, 4.9, 4.807692307692308)","(51.0, 870.0, 485.0)","(2.6, 2.8, 2.748571428571428)","(4.2, 5.0, 4.76)","(10.0, 14.0, 13.8125)"
14-12-2022 12:10:19.268048,"(11.0, 18.0, 16.5)","(11.0, 14.0, 13.333333333333334)","(3.4, 4.9, 4.807692307692308)","(51.0, 870.0, 485.0)","(2.6, 2.8, 2.748571428571428)","(4.2, 5.0, 4.76)","(10.0, 14.0, 13.8125)"
14-12-2022 12:10:20.412825,"(11.0, 18.0, 16.5)","(11.0, 14.0, 13.333333333333334)","(3.4, 4.9, 4.807692307692308)","(51.0, 870.0, 485.0)","(2.6, 2.8, 2.748571428571428)","(4.2, 5.0, 4.76)","(10.0, 14.0, 13.8125)"
14-12-2022 12:10:21.556215,"(11.0, 18.0, 16.5)","(11.0, 14.0, 13.333333333333334)","(3.4, 4.9, 4.807692307692308)","(51.0, 870.0, 485.0)","(2.6, 2.8, 2.748571428571428)","(4.2, 5.0, 4.76)","(10.0, 14.0, 13.8125)"
14-12-2022 12:10:23.023355,"(11.0, 18.0, 16.5)","(11.0, 14.0, 13.333333333333334)","(3.4, 4.9, 4.807692307692308)","(51.0, 870.0, 485.0)","(2.6, 2.8, 2.748571428571428)","(4.2, 5.0, 4.76)","(10.0, 14.0, 13.8125)"
14-12-2022 12:10:24.008901,"(11.0, 18.0, 16.5)","(11.0, 14.0, 13.333333333333334)","(3.4, 4.9, 4.807692307692308)","(51.0, 870.0, 485.0)","(2.6, 2.8, 2.748571428571428)","(4.2, 5.0, 4.76)","(10.0, 14.0, 13.8125)"
14-12-2022 12:10:25.115227,"(11.0, 18.0, 16.5)","(11.0, 14.0, 13.333333333333334)","(3.4, 4.9, 4.807692307692308)","(51.0, 870.0, 485.0)","(2.6, 2.8, 2.748571428571428)","(4.2, 5.0, 4.76)","(10.0, 14.0, 13.8125)"
14-12-2022 12:10:26.477404,"(11.0, 18.0, 16.5)","(11.0, 14.0, 13.957264957264957)","(3.4, 4.9, 4.8500000000000005)","(41.0, 870.0, 613.3333333333334)","(2.7, 2.78, 2.686896551724138)","(4.2, 5.0, 4.76)","(10.0, 14.0, 13.454545454545455)"
14-12-2022 12:10:27.723361,"(11.0, 18.0, 16.5)","(11.0, 14.0, 13.957264957264957)","(3.4, 4.9, 4.8500000000000005)","(41.0, 870.0, 613.3333333333334)","(2.7, 2.78, 2.686896551724138)","(4.2, 5.0, 4.841176470588235)","(10.0, 14.0, 13.454545454545455)"
14-12-2022 12:10:28.918431,"(11.0, 18.0, 16.5)","(11.0, 14.0, 13.957264957264957)","(3.4, 4.9, 4.8500000000000005)","(41.0, 870.0, 613.3333333333334)","(2.7, 2.78, 2.686896551724138)","(4.2, 5.0, 4.841176470588235)","(10.0, 14.0, 13.454545454545455)"
14-12-2022 12:10:30.296624,"(11.0, 18.0, 16.5)","(11.0, 14.0, 13.85655737704918)","(3.4, 4.9, 4.8500000000000005)","(41.0, 870.0, 613.3333333333334)","(2.7, 2.78, 2.686896551724138)","(4.2, 5.0, 4.8)","(10.0, 14.0, 13.375)"
