,Rickshaw Lass,Coalville Girl,Goolagong,Mr Larson,Reality Jewel,Dance Mode,Pacific Prayer
05-01-2023 14:31:05.417494,"(3.6, 4.3, 4.272222222222222)","(4.8, 5.2, 5.1375)","(20.0, 28.0, 27.81818181818182)","(4.4, 5.9, 5.742857142857143)","(7.0, 14.5, 14.357142857142858)","(4.8, 7.2, 7.37037037037037)","(6.0, 7.0, 6.7176470588235295)"
05-01-2023 14:31:06.590407,"(3.6, 4.3, 4.272222222222222)","(4.8, 5.2, 5.1375)","(20.0, 28.0, 27.81818181818182)","(4.4, 5.8, 5.725)","(7.0, 14.5, 14.357142857142858)","(4.8, 7.4, 7.392156862745098)","(6.0, 7.0, 6.7176470588235295)"
05-01-2023 14:31:07.812929,"(3.6, 4.3, 4.272222222222222)","(4.8, 5.2, 5.275)","(20.0, 28.0, 27.81818181818182)","(4.4, 5.8, 5.742857142857143)","(7.0, 14.5, 14.357142857142858)","(4.8, 7.4, 7.392156862745098)","(6.0, 7.0, 6.61)"
05-01-2023 14:31:08.944020,"(3.5, 4.4, 4.36)","(4.6, 5.3, 5.275)","(20.0, 28.0, 27.81818181818182)","(4.4, 5.8, 5.742857142857143)","(8.5, 14.5, 14.357142857142858)","(5.0, 7.4, 7.390476190476191)","(5.5, 7.0, 6.566666666666667)"
05-01-2023 14:31:10.141914,"(3.5, 4.3, 4.25)","(4.6, 5.3, 5.275)","(20.0, 28.0, 27.81818181818182)","(4.4, 5.8, 5.636363636363637)","(8.5, 14.5, 14.357142857142858)","(5.0, 7.4, 7.390476190476191)","(5.5, 7.0, 6.566666666666667)"
05-01-2023 14:31:11.434777,"(3.5, 4.3, 4.274358974358974)","(4.6, 5.4, 5.352941176470589)","(20.0, 28.0, 27.81818181818182)","(4.4, 5.8, 5.623529411764705)","(8.5, 14.5, 14.357142857142858)","(5.0, 7.4, 7.371428571428572)","(5.5, 7.0, 6.566666666666667)"
05-01-2023 14:31:12.628814,"(3.5, 4.3, 4.274358974358974)","(4.6, 5.4, 5.352941176470589)","(20.0, 28.0, 27.81818181818182)","(4.4, 5.8, 5.623529411764705)","(8.5, 14.5, 14.357142857142858)","(5.0, 7.4, 7.384615384615385)","(5.5, 7.0, 6.566666666666667)"
05-01-2023 14:31:13.828000,"(3.5, 4.2, 4.175)","(4.6, 5.3, 5.292857142857143)","(20.0, 28.0, 27.81818181818182)","(4.4, 5.8, 5.727272727272727)","(8.5, 14.5, 14.357142857142858)","(5.0, 7.4, 7.384615384615385)","(5.5, 7.0, 6.566666666666667)"
05-01-2023 14:31:15.016496,"(3.5, 4.2, 4.188235294117647)","(4.6, 5.3, 5.292857142857143)","(20.0, 28.0, 27.333333333333332)","(4.4, 5.8, 5.746666666666666)","(8.5, 14.5, 14.357142857142858)","(5.0, 7.4, 7.384615384615385)","(5.5, 7.0, 6.566666666666667)"
05-01-2023 14:31:16.311332,"(3.5, 4.2, 4.184615384615385)","(4.6, 5.3, 5.292857142857143)","(20.0, 28.0, 27.11111111111111)","(4.4, 5.8, 5.746666666666666)","(8.5, 14.5, 14.357142857142858)","(5.0, 7.4, 7.385714285714286)","(5.5, 7.0, 6.61)"
05-01-2023 14:31:17.568345,"(3.5, 4.2, 4.184615384615385)","(4.6, 5.3, 5.292857142857143)","(20.0, 28.0, 27.11111111111111)","(4.4, 5.8, 5.746666666666666)","(8.5, 14.5, 14.357142857142858)","(5.0, 7.4, 7.385714285714286)","(5.5, 7.0, 6.61)"
05-01-2023 14:31:18.798665,"(3.5, 4.2, 4.184615384615385)","(4.6, 5.3, 5.352941176470589)","(20.0, 28.0, 27.11111111111111)","(4.4, 5.8, 5.707142857142857)","(8.5, 14.5, 14.357142857142858)","(5.0, 7.4, 7.363636363636364)","(5.5, 7.0, 6.61)"
05-01-2023 14:31:19.987217,"(3.5, 4.1, 4.070588235294117)","(4.6, 5.4, 5.36)","(20.0, 28.0, 27.11111111111111)","(4.4, 5.9, 5.725)","(8.5, 14.5, 14.833333333333334)","(5.0, 7.4, 7.363636363636364)","(5.5, 7.0, 6.566666666666667)"
05-01-2023 14:31:21.167946,"(3.5, 4.1, 4.070588235294117)","(4.6, 5.4, 5.36)","(20.0, 28.0, 27.11111111111111)","(4.4, 5.9, 5.783333333333333)","(8.5, 15.5, 15.18421052631579)","(5.0, 7.4, 7.339130434782609)","(5.5, 7.0, 6.566666666666667)"
05-01-2023 14:31:22.256117,"(3.5, 4.1, 4.072222222222222)","(4.6, 5.4, 5.36)","(20.0, 28.0, 27.11111111111111)","(4.4, 5.9, 5.8500000000000005)","(8.5, 15.5, 15.25)","(5.0, 7.4, 7.339130434782609)","(5.5, 7.0, 6.566666666666667)"
05-01-2023 14:31:23.375726,"(3.5, 4.2, 4.116666666666667)","(4.6, 5.4, 5.36)","(20.0, 28.0, 27.11111111111111)","(4.4, 5.9, 5.8500000000000005)","(8.5, 15.5, 15.25)","(5.0, 7.4, 7.339130434782609)","(5.5, 7.0, 6.566666666666667)"
05-01-2023 14:31:24.539267,"(3.5, 4.1, 4.064285714285714)","(4.6, 5.4, 5.36)","(20.0, 28.0, 27.11111111111111)","(4.4, 5.9, 5.825)","(8.5, 15.5, 15.339285714285714)","(5.0, 7.4, 7.339130434782609)","(5.5, 7.0, 6.566666666666667)"
05-01-2023 14:31:25.761289,"(3.5, 4.1, 4.05)","(4.6, 5.4, 5.25)","(20.0, 28.0, 27.11111111111111)","(4.4, 5.9, 5.766666666666667)","(8.5, 15.5, 15.333333333333334)","(5.0, 7.4, 7.3125)","(5.5, 7.0, 6.566666666666667)"
05-01-2023 14:31:26.950935,"(3.5, 4.2, 4.1230769230769235)","(4.6, 5.4, 5.325)","(20.0, 28.0, 27.11111111111111)","(4.4, 5.8, 5.76)","(8.5, 15.5, 15.339285714285714)","(5.0, 7.4, 7.363636363636364)","(5.5, 7.0, 6.566666666666667)"
05-01-2023 14:31:28.231922,"(3.5, 4.2, 4.154545454545454)","(4.6, 5.4, 5.325)","(20.0, 28.0, 27.11111111111111)","(4.4, 5.8, 5.76)","(8.5, 15.5, 15.339285714285714)","(5.0, 7.4, 7.3125)","(5.5, 7.0, 6.566666666666667)"
05-01-2023 14:31:29.528341,"(3.5, 4.2, 4.111111111111112)","(4.6, 5.4, 5.376)","(20.0, 28.0, 27.11111111111111)","(4.4, 5.8, 5.758823529411765)","(8.5, 15.5, 15.342105263157894)","(5.0, 7.4, 7.339130434782609)","(5.5, 7.0, 6.488888888888889)"
05-01-2023 14:31:30.771308,"(3.5, 4.2, 4.04)","(4.6, 5.4, 5.376)","(20.0, 28.0, 27.11111111111111)","(4.4, 5.9, 5.758823529411765)","(8.5, 15.5, 15.38)","(5.0, 7.4, 7.377777777777778)","(5.5, 6.8, 6.514285714285714)"
05-01-2023 14:31:32.009781,"(3.5, 4.2, 4.105882352941177)","(4.6, 5.4, 5.376)","(20.0, 28.0, 27.11111111111111)","(4.4, 5.9, 5.766666666666667)","(8.5, 15.5, 15.38)","(5.0, 7.4, 7.377777777777778)","(5.5, 6.8, 6.514285714285714)"
05-01-2023 14:31:33.213728,"(3.5, 4.2, 4.123809523809524)","(4.6, 5.4, 5.26)","(20.0, 28.0, 27.11111111111111)","(4.4, 5.8, 5.76)","(8.5, 15.5, 15.38)","(5.0, 7.4, 7.377777777777778)","(5.5, 6.8, 6.514285714285714)"
05-01-2023 14:31:34.385578,"(3.5, 4.2, 4.123809523809524)","(4.6, 5.5, 5.34)","(20.0, 28.0, 27.11111111111111)","(4.4, 5.8, 5.76)","(8.5, 15.5, 15.38)","(5.0, 7.4, 7.363636363636364)","(5.5, 6.8, 6.514285714285714)"
05-01-2023 14:31:35.657492,"(3.5, 4.2, 4.123809523809524)","(4.6, 5.5, 5.34)","(20.0, 28.0, 27.11111111111111)","(4.4, 5.8, 5.666666666666666)","(8.5, 15.5, 15.38)","(5.0, 7.4, 7.363636363636364)","(5.5, 6.8, 6.514285714285714)"
05-01-2023 14:31:36.857031,"(3.5, 4.2, 4.133333333333334)","(4.6, 5.5, 5.34)","(20.0, 28.0, 27.11111111111111)","(4.4, 5.8, 5.566666666666666)","(9.0, 15.5, 15.38)","(5.0, 7.4, 7.363636363636364)","(5.5, 6.8, 6.55)"
05-01-2023 14:31:38.064633,"(3.5, 4.2, 4.140000000000001)","(4.6, 5.5, 5.34)","(20.0, 28.0, 27.11111111111111)","(4.4, 5.8, 5.652631578947368)","(9.0, 15.5, 15.38)","(5.0, 7.4, 7.344)","(5.5, 6.8, 6.55)"
05-01-2023 14:31:39.427594,"(3.5, 4.2, 4.140000000000001)","(4.6, 5.5, 5.34)","(20.0, 28.0, 27.11111111111111)","(4.4, 5.8, 5.666666666666666)","(9.0, 15.5, 15.38)","(5.0, 7.4, 7.380000000000001)","(5.5, 6.8, 6.55)"
05-01-2023 14:31:40.703834,"(3.5, 4.2, 4.140000000000001)","(4.6, 5.5, 5.390476190476191)","(20.0, 28.0, 27.11111111111111)","(4.4, 5.8, 5.666666666666666)","(9.0, 15.5, 16.3125)","(5.0, 7.4, 7.327272727272727)","(5.5, 6.8, 6.566666666666666)"
05-01-2023 14:31:42.076081,"(3.5, 4.1, 4.074999999999999)","(4.6, 5.4, 5.390476190476191)","(20.0, 28.0, 27.11111111111111)","(4.4, 5.8, 5.666666666666666)","(9.0, 16.5, 16.3125)","(5.0, 7.4, 7.327272727272727)","(5.5, 6.8, 6.566666666666666)"
05-01-2023 14:31:43.256656,"(3.5, 4.1, 4.074999999999999)","(4.6, 5.4, 5.390476190476191)","(20.0, 28.0, 27.11111111111111)","(4.4, 5.8, 5.6)","(9.0, 16.5, 16.3125)","(5.0, 7.4, 7.375)","(5.5, 6.8, 6.566666666666666)"
05-01-2023 14:31:44.529506,"(3.5, 4.1, 4.033333333333333)","(4.6, 5.5, 5.466666666666667)","(20.0, 28.0, 27.058823529411764)","(4.4, 5.8, 5.578947368421052)","(9.0, 16.5, 16.384615384615383)","(5.0, 7.4, 7.312)","(5.5, 6.8, 6.566666666666666)"
05-01-2023 14:31:45.764457,"(3.5, 4.1, 4.023529411764706)","(4.6, 5.5, 5.369230769230769)","(20.0, 28.0, 27.0)","(4.4, 5.8, 5.652631578947368)","(9.0, 16.5, 16.384615384615383)","(5.0, 7.4, 7.329032258064516)","(5.5, 6.8, 6.566666666666666)"
05-01-2023 14:31:46.964393,"(3.5, 4.1, 4.002941176470588)","(4.6, 5.6, 5.446153846153846)","(20.0, 28.0, 27.0)","(4.4, 5.8, 5.652631578947368)","(9.0, 16.5, 16.384615384615383)","(5.0, 7.4, 7.470967741935484)","(5.5, 6.8, 6.566666666666666)"
05-01-2023 14:31:48.181474,"(3.5, 4.1, 3.956521739130435)","(4.6, 5.6, 5.446153846153846)","(20.0, 28.0, 26.875)","(4.4, 5.8, 5.72)","(9.0, 16.5, 16.384615384615383)","(5.0, 7.6, 7.523076923076923)","(5.5, 6.8, 6.566666666666666)"
05-01-2023 14:31:49.484874,"(3.5, 4.1, 4.010526315789473)","(4.6, 5.6, 5.446153846153846)","(20.0, 28.0, 27.0)","(4.4, 5.8, 5.699999999999999)","(9.0, 16.5, 16.384615384615383)","(5.0, 7.6, 7.523076923076923)","(5.5, 6.8, 6.566666666666666)"
05-01-2023 14:31:50.802270,"(3.5, 4.1, 3.974074074074074)","(4.6, 5.6, 5.446153846153846)","(20.0, 28.0, 27.0)","(4.4, 5.8, 5.661538461538461)","(9.0, 16.5, 16.384615384615383)","(5.0, 7.6, 7.523076923076923)","(5.5, 6.8, 6.566666666666666)"
05-01-2023 14:31:52.040170,"(3.5, 4.1, 3.974074074074074)","(4.6, 5.6, 5.446153846153846)","(20.0, 28.0, 27.058823529411764)","(4.4, 5.8, 5.684615384615385)","(9.0, 16.5, 16.384615384615383)","(5.0, 7.6, 7.451851851851852)","(5.5, 6.8, 6.566666666666666)"
05-01-2023 14:31:53.267579,"(3.5, 4.1, 3.974074074074074)","(4.6, 5.6, 5.45)","(20.0, 28.0, 27.058823529411764)","(4.4, 5.8, 5.684615384615385)","(9.0, 16.5, 16.38)","(5.0, 7.6, 7.451851851851852)","(5.5, 6.8, 6.566666666666666)"
05-01-2023 14:31:54.554142,"(3.5, 4.0, 3.9476190476190474)","(4.6, 5.6, 5.537931034482758)","(20.0, 28.0, 27.058823529411764)","(4.4, 5.8, 5.671428571428571)","(9.0, 16.5, 16.38)","(5.0, 7.6, 7.5285714285714285)","(5.5, 6.8, 6.566666666666666)"
05-01-2023 14:31:55.848707,"(3.5, 4.0, 3.9346153846153844)","(4.6, 5.6, 5.166666666666667)","(20.0, 28.0, 27.058823529411764)","(4.4, 5.8, 5.728571428571429)","(9.0, 16.5, 16.346153846153847)","(5.0, 7.6, 7.194871794871795)","(5.5, 6.8, 6.76)"
05-01-2023 14:31:57.053831,"(3.5, 4.1, 4.015)","(4.6, 5.2, 5.162962962962963)","(20.0, 28.0, 27.272727272727273)","(4.4, 5.9, 5.757142857142857)","(9.0, 16.5, 16.38888888888889)","(5.0, 7.2, 7.140740740740741)","(5.5, 7.0, 7.090909090909091)"
05-01-2023 14:31:58.329927,"(3.4, 4.1, 4.084210526315789)","(4.6, 5.2, 5.125925925925926)","(20.0, 28.0, 27.272727272727273)","(4.4, 5.9, 5.757142857142857)","(9.0, 16.5, 16.428571428571427)","(5.5, 7.2, 6.725)","(5.5, 7.2, 7.129411764705883)"
05-01-2023 14:31:59.520015,"(3.4, 4.2, 4.152)","(4.6, 5.2, 5.104761904761905)","(20.0, 28.0, 27.272727272727273)","(4.4, 5.9, 5.75)","(9.0, 16.5, 16.944444444444443)","(5.5, 6.8, 6.733333333333333)","(5.5, 7.2, 7.08421052631579)"
05-01-2023 14:32:00.640877,"(3.4, 4.2, 4.131034482758621)","(4.6, 5.1, 5.09375)","(20.0, 28.0, 27.272727272727273)","(4.4, 5.9, 5.627272727272727)","(9.0, 17.0, 17.1875)","(5.5, 7.0, 6.699999999999999)","(5.5, 7.2, 7.08421052631579)"
05-01-2023 14:32:01.750218,"(3.4, 4.2, 4.131034482758621)","(4.6, 5.1, 5.06)","(20.0, 28.0, 27.272727272727273)","(4.4, 5.9, 5.75)","(9.0, 17.5, 17.125)","(5.5, 7.0, 6.863636363636363)","(5.5, 7.2, 7.0777777777777775)"
05-01-2023 14:32:02.872637,"(3.4, 4.2, 4.131034482758621)","(4.6, 5.1, 5.057142857142857)","(20.0, 28.0, 27.272727272727273)","(4.4, 5.9, 5.800000000000001)","(9.0, 17.5, 16.666666666666668)","(5.5, 7.0, 6.925925925925926)","(5.5, 7.2, 7.08421052631579)"
05-01-2023 14:32:04.061098,"(3.4, 4.2, 4.128571428571429)","(4.6, 5.0, 4.939285714285714)","(20.0, 28.0, 27.272727272727273)","(4.4, 5.9, 5.875)","(9.0, 17.5, 17.1875)","(5.5, 7.0, 6.958333333333333)","(5.5, 7.2, 7.08421052631579)"
05-01-2023 14:32:05.308131,"(3.4, 4.2, 4.128571428571429)","(4.6, 5.0, 4.976923076923077)","(20.0, 28.0, 27.272727272727273)","(4.4, 5.9, 5.877777777777778)","(9.0, 17.5, 17.338709677419356)","(5.5, 7.2, 6.958333333333333)","(5.5, 7.2, 7.0777777777777775)"
05-01-2023 14:32:06.486879,"(3.4, 4.2, 4.13939393939394)","(4.6, 5.0, 4.867647058823529)","(20.0, 28.0, 27.272727272727273)","(4.4, 5.9, 5.8)","(9.0, 17.5, 17.338709677419356)","(5.5, 7.2, 6.980952380952381)","(5.5, 7.2, 7.0777777777777775)"
05-01-2023 14:32:07.678334,"(3.4, 4.2, 4.142857142857143)","(4.6, 5.0, 4.8979591836734695)","(20.0, 28.0, 27.272727272727273)","(4.4, 5.9, 5.85)","(9.0, 17.5, 17.338709677419356)","(5.5, 7.2, 6.980952380952381)","(5.5, 7.2, 6.966666666666667)"
05-01-2023 14:32:08.922094,"(3.4, 4.2, 4.136363636363636)","(4.6, 4.9, 4.846808510638298)","(20.0, 28.0, 27.555555555555557)","(4.4, 6.0, 5.866666666666667)","(9.0, 17.5, 17.338709677419356)","(5.5, 7.2, 6.929411764705883)","(5.5, 7.0, 7.1)"
05-01-2023 14:32:10.131979,"(3.4, 4.2, 4.166666666666667)","(4.4, 4.9, 4.841860465116279)","(20.0, 28.0, 27.272727272727273)","(4.4, 5.9, 5.872727272727273)","(9.0, 17.5, 17.338709677419356)","(5.5, 7.2, 6.929411764705883)","(5.5, 7.2, 7.075)"
05-01-2023 14:32:11.366144,"(3.4, 4.2, 4.166666666666667)","(4.4, 4.9, 4.841860465116279)","(20.0, 28.0, 27.272727272727273)","(4.4, 5.9, 5.723076923076923)","(9.0, 17.5, 17.338709677419356)","(5.5, 7.2, 7.035714285714286)","(5.5, 7.2, 7.15)"
05-01-2023 14:32:12.536643,"(3.4, 4.2, 4.158333333333333)","(4.4, 4.9, 4.839024390243902)","(20.0, 28.0, 27.272727272727273)","(4.4, 5.8, 5.654545454545454)","(9.0, 17.5, 17.236842105263158)","(5.5, 7.2, 6.983333333333333)","(5.5, 7.2, 7.16)"
05-01-2023 14:32:13.678942,"(3.4, 4.2, 4.153333333333333)","(4.4, 4.9, 4.861290322580645)","(20.0, 28.0, 27.866666666666667)","(4.4, 5.8, 5.676923076923076)","(9.0, 17.5, 16.2)","(5.5, 7.0, 6.983333333333333)","(5.5, 7.2, 7.066666666666666)"
05-01-2023 14:32:14.881671,"(3.4, 4.2, 4.16)","(4.4, 5.0, 4.952941176470588)","(20.0, 32.0, 27.76923076923077)","(4.4, 5.8, 5.699999999999999)","(9.0, 16.5, 16.285714285714285)","(5.5, 7.0, 6.9875)","(5.5, 7.2, 7.066666666666666)"
05-01-2023 14:32:15.993655,"(3.4, 4.2, 4.175862068965517)","(4.4, 4.9, 4.8656250000000005)","(20.0, 32.0, 28.38888888888889)","(4.4, 5.8, 5.654545454545454)","(9.0, 16.5, 16.875)","(5.5, 7.0, 6.9875)","(5.5, 7.2, 7.066666666666666)"
05-01-2023 14:32:17.223191,"(3.4, 4.2, 4.174074074074074)","(4.4, 4.9, 4.866666666666667)","(20.0, 32.0, 28.38888888888889)","(4.4, 5.8, 5.72258064516129)","(9.0, 17.5, 16.875)","(5.5, 7.0, 6.9875)","(5.5, 7.2, 7.08)"
05-01-2023 14:32:18.454017,"(3.4, 4.3, 4.1909090909090905)","(4.4, 4.9, 4.866666666666667)","(20.0, 32.0, 28.38888888888889)","(4.4, 5.8, 5.72258064516129)","(9.0, 17.5, 16.875)","(5.5, 7.0, 6.9875)","(5.5, 7.2, 6.938888888888889)"
05-01-2023 14:32:19.761513,"(3.4, 4.3, 4.225)","(4.4, 5.0, 4.923809523809524)","(20.0, 32.0, 28.38888888888889)","(4.4, 5.8, 5.741935483870968)","(9.0, 17.5, 16.7)","(5.5, 7.0, 6.933333333333334)","(5.5, 7.0, 6.938888888888889)"
05-01-2023 14:32:21.114129,"(3.4, 4.3, 4.225)","(4.4, 5.0, 4.923809523809524)","(20.0, 32.0, 28.38888888888889)","(4.4, 5.8, 5.6499999999999995)","(9.0, 17.5, 16.7)","(5.5, 7.2, 6.933333333333334)","(5.5, 7.0, 6.938888888888889)"
05-01-2023 14:32:22.410608,"(3.4, 4.3, 4.225)","(4.4, 5.0, 4.9125000000000005)","(20.0, 32.0, 28.38888888888889)","(4.4, 5.7, 5.677777777777778)","(9.0, 17.5, 16.7)","(5.5, 7.2, 6.933333333333334)","(5.5, 7.0, 6.938888888888889)"
05-01-2023 14:32:23.575004,"(3.4, 4.3, 4.225)","(4.4, 5.0, 4.947368421052632)","(20.0, 32.0, 28.38888888888889)","(4.4, 5.7, 5.683333333333334)","(9.0, 17.5, 16.25)","(5.5, 7.2, 6.918918918918918)","(5.5, 7.0, 6.874074074074074)"
05-01-2023 14:32:24.779111,"(3.4, 4.3, 4.231428571428571)","(4.4, 5.0, 4.975)","(20.0, 32.0, 28.38888888888889)","(4.4, 5.7, 5.68)","(9.0, 17.0, 16.5)","(5.5, 7.2, 6.918918918918918)","(5.5, 7.0, 6.907692307692308)"
05-01-2023 14:32:25.980621,"(3.4, 4.3, 4.2437499999999995)","(4.4, 5.0, 4.95625)","(20.0, 32.0, 28.38888888888889)","(4.4, 5.7, 5.684615384615385)","(9.0, 17.0, 15.75)","(5.5, 7.2, 6.918918918918918)","(5.5, 7.0, 6.907692307692308)"
05-01-2023 14:32:27.223836,"(3.4, 4.3, 4.2379310344827585)","(4.4, 5.0, 4.95625)","(20.0, 32.0, 28.35135135135135)","(4.4, 5.7, 5.65)","(9.0, 17.0, 15.75)","(5.5, 7.2, 6.918918918918918)","(5.5, 7.0, 6.907692307692308)"
05-01-2023 14:32:28.606772,"(3.4, 4.3, 4.2379310344827585)","(4.4, 5.0, 4.975)","(20.0, 32.0, 28.785714285714285)","(4.4, 5.7, 5.6875)","(9.0, 17.0, 15.75)","(5.5, 7.2, 6.918918918918918)","(5.5, 7.0, 6.84)"
05-01-2023 14:32:29.892482,"(3.4, 4.3, 4.2379310344827585)","(4.4, 5.0, 4.975)","(20.0, 32.0, 28.785714285714285)","(4.4, 5.8, 5.705263157894737)","(9.0, 17.0, 15.6875)","(5.5, 7.2, 6.918918918918918)","(5.5, 7.0, 6.84)"
05-01-2023 14:32:31.174917,"(3.4, 4.3, 4.2379310344827585)","(4.4, 5.0, 4.846464646464646)","(20.0, 32.0, 28.785714285714285)","(4.4, 5.8, 5.74)","(9.0, 17.0, 15.6875)","(5.5, 7.2, 6.933333333333334)","(5.5, 7.0, 6.84)"
05-01-2023 14:32:32.436865,"(3.4, 4.3, 4.2379310344827585)","(4.4, 5.0, 4.846464646464646)","(20.0, 32.0, 28.785714285714285)","(4.4, 5.8, 5.722222222222222)","(9.0, 17.0, 15.6875)","(5.5, 7.2, 6.962162162162162)","(5.5, 7.0, 6.84)"
05-01-2023 14:32:33.653935,"(3.4, 4.3, 4.270588235294118)","(4.4, 4.9, 4.844)","(20.0, 32.0, 29.263157894736842)","(4.4, 5.8, 5.628571428571428)","(9.0, 17.0, 15.607142857142858)","(5.5, 7.2, 6.931034482758621)","(5.5, 7.0, 6.84)"
05-01-2023 14:32:34.839898,"(3.4, 4.3, 4.28)","(4.4, 4.9, 4.846153846153846)","(21.0, 32.0, 29.263157894736842)","(4.6, 5.8, 5.725)","(10.0, 17.0, 15.607142857142858)","(5.5, 7.0, 6.9714285714285715)","(5.5, 7.0, 6.84)"
05-01-2023 14:32:36.001190,"(3.4, 4.3, 4.285)","(4.4, 4.9, 4.846153846153846)","(21.0, 32.0, 29.263157894736842)","(4.6, 5.8, 5.8)","(10.0, 17.0, 15.607142857142858)","(5.5, 7.2, 6.9714285714285715)","(5.5, 7.0, 6.84)"
05-01-2023 14:32:37.101756,"(3.4, 4.3, 4.28)","(4.4, 4.9, 4.838461538461538)","(21.0, 32.0, 29.37142857142857)","(4.6, 5.9, 5.782608695652174)","(10.0, 17.0, 15.607142857142858)","(5.5, 7.2, 6.9714285714285715)","(5.5, 7.0, 6.84)"
05-01-2023 14:32:38.276879,"(3.4, 4.3, 4.28)","(4.4, 4.9, 4.847619047619047)","(21.0, 32.0, 29.37142857142857)","(4.6, 5.9, 5.792)","(10.0, 17.0, 15.607142857142858)","(5.5, 7.2, 6.9714285714285715)","(5.5, 7.0, 7.05)"
05-01-2023 14:32:39.425504,"(3.4, 4.3, 4.266666666666667)","(4.4, 4.9, 4.847619047619047)","(21.0, 32.0, 29.11111111111111)","(4.6, 5.9, 5.828)","(10.0, 17.0, 15.7)","(5.5, 7.2, 6.93953488372093)","(5.5, 7.2, 6.859999999999999)"
05-01-2023 14:32:40.529332,"(3.4, 4.3, 4.266666666666667)","(4.4, 4.9, 4.847619047619047)","(21.0, 32.0, 29.11111111111111)","(4.6, 5.9, 5.803571428571429)","(10.0, 16.5, 15.7)","(5.5, 7.2, 6.946341463414634)","(5.5, 7.0, 6.925)"
05-01-2023 14:32:41.738195,"(3.4, 4.3, 4.254545454545455)","(4.4, 4.9, 4.837037037037037)","(21.0, 32.0, 29.21212121212121)","(4.6, 5.9, 5.778125)","(10.0, 16.5, 15.7)","(5.5, 7.2, 6.946341463414634)","(5.5, 7.2, 6.859999999999999)"
05-01-2023 14:32:42.951558,"(3.4, 4.3, 4.254545454545455)","(4.4, 4.9, 4.8909090909090915)","(21.0, 32.0, 29.21212121212121)","(4.6, 5.9, 5.803571428571429)","(10.0, 16.5, 15.7)","(5.5, 7.2, 6.946341463414634)","(5.5, 7.0, 6.92)"
05-01-2023 14:32:44.173905,"(3.4, 4.3, 4.254545454545455)","(4.4, 4.9, 4.891304347826087)","(21.0, 32.0, 29.11111111111111)","(4.6, 5.9, 5.803571428571429)","(10.0, 16.5, 15.7)","(5.5, 7.2, 6.946341463414634)","(5.5, 7.0, 6.92)"
05-01-2023 14:32:45.414353,"(3.4, 4.3, 4.254545454545455)","(4.4, 4.9, 4.891304347826087)","(21.0, 32.0, 29.21212121212121)","(4.6, 5.9, 5.803571428571429)","(10.0, 16.5, 15.7)","(5.5, 7.2, 6.946341463414634)","(5.5, 7.0, 6.92)"
05-01-2023 14:32:46.643805,"(3.4, 4.3, 4.257142857142857)","(4.4, 4.9, 4.891304347826087)","(21.0, 32.0, 29.21212121212121)","(4.6, 5.9, 5.778125)","(10.0, 16.5, 15.7)","(5.5, 7.2, 6.946341463414634)","(5.5, 7.0, 6.859999999999999)"
05-01-2023 14:32:47.940893,"(3.4, 4.3, 4.266666666666667)","(4.4, 4.9, 4.826666666666666)","(21.0, 32.0, 29.21212121212121)","(4.6, 5.9, 5.796153846153846)","(10.0, 16.5, 15.7)","(5.5, 7.2, 6.9399999999999995)","(5.5, 7.0, 6.92)"
05-01-2023 14:32:49.207265,"(3.4, 4.3, 4.285714285714286)","(4.4, 4.9, 4.826666666666666)","(21.0, 32.0, 29.21212121212121)","(4.6, 5.9, 5.796153846153846)","(10.0, 16.5, 15.7)","(5.5, 7.2, 6.9399999999999995)","(5.5, 7.0, 6.9)"
05-01-2023 14:32:50.485406,"(3.4, 4.3, 4.285714285714286)","(4.4, 4.9, 4.863157894736842)","(21.0, 32.0, 29.21212121212121)","(4.6, 5.9, 5.796153846153846)","(10.0, 16.5, 15.7)","(5.5, 7.2, 6.955555555555556)","(5.5, 7.2, 6.84)"
05-01-2023 14:32:51.786883,"(3.4, 4.3, 4.285714285714286)","(4.4, 4.9, 4.896)","(21.0, 32.0, 29.21212121212121)","(4.6, 5.9, 5.806896551724138)","(10.0, 16.5, 16.1)","(5.5, 7.2, 6.933333333333334)","(5.5, 7.0, 6.828571428571428)"
05-01-2023 14:32:53.071380,"(3.4, 4.3, 4.285714285714286)","(4.4, 4.9, 4.896)","(21.0, 32.0, 29.21212121212121)","(4.6, 5.9, 5.806896551724138)","(10.0, 16.5, 15.7)","(5.5, 7.2, 6.933333333333334)","(5.5, 7.0, 6.828571428571428)"
05-01-2023 14:32:54.402088,"(3.4, 4.3, 4.275)","(4.4, 4.9, 4.892307692307693)","(21.0, 32.0, 29.11111111111111)","(4.6, 5.9, 5.806896551724138)","(10.0, 16.5, 15.7)","(5.5, 7.2, 6.933333333333334)","(5.5, 7.0, 6.828571428571428)"
05-01-2023 14:32:55.595278,"(3.4, 4.3, 4.275)","(4.4, 4.9, 4.892307692307693)","(21.0, 32.0, 29.21212121212121)","(4.6, 5.9, 5.806896551724138)","(10.0, 16.5, 15.7)","(5.5, 7.2, 6.933333333333334)","(5.5, 7.0, 6.828571428571428)"
05-01-2023 14:32:56.858328,"(3.4, 4.3, 4.283333333333333)","(4.4, 4.9, 4.892307692307693)","(21.0, 32.0, 29.21212121212121)","(4.6, 5.9, 5.796153846153846)","(10.0, 16.5, 16.1)","(5.5, 7.2, 6.933333333333334)","(5.5, 7.0, 6.9)"
