,Rubys And Pearls,Latrell Bar Cool,Identity Thief,Cosmic Tom Tom,Maywyns Nifty,Sirius Kyle,Sirius Keith,Magic Madness
16-12-2022 14:51:07.879585,"(3.7, 4.2, 4.073684210526316)","(3.4, 4.3, 4.166666666666666)","(5.5, 6.0, 5.85)","(7.0, 11.0, 10.404255319148936)","(6.0, 8.8, 8.41)","(10.0, 22.0, 20.333333333333332)","(10.0, 17.0, 16.684210526315788)","(31.0, 85.0, 70.9047619047619)"
16-12-2022 14:51:09.198623,"(3.7, 4.2, 4.073684210526316)","(3.4, 4.3, 4.166666666666666)","(5.5, 6.0, 5.89)","(7.0, 11.0, 10.404255319148936)","(6.0, 8.8, 8.41)","(10.0, 22.0, 19.25)","(10.0, 17.0, 16.25)","(31.0, 85.0, 69.0)"
16-12-2022 14:51:10.539025,"(3.7, 4.2, 4.073684210526316)","(3.4, 4.3, 4.211764705882353)","(5.5, 6.0, 5.89)","(7.0, 11.0, 10.347826086956522)","(6.0, 8.8, 8.382608695652173)","(10.0, 22.0, 19.25)","(10.0, 17.0, 16.25)","(31.0, 85.0, 69.0)"
16-12-2022 14:51:11.889394,"(3.7, 4.1, 4.0874999999999995)","(3.4, 4.4, 4.211764705882353)","(5.5, 6.0, 5.89)","(7.0, 11.0, 10.347826086956522)","(6.0, 8.8, 8.4625)","(10.0, 22.0, 19.2)","(10.0, 17.0, 16.25)","(31.0, 85.0, 73.0)"
16-12-2022 14:51:13.182394,"(3.7, 4.1, 4.0874999999999995)","(3.4, 4.4, 4.214285714285714)","(5.5, 6.0, 5.89)","(7.0, 11.0, 10.347826086956522)","(6.0, 8.8, 8.39090909090909)","(10.0, 21.0, 19.2)","(10.0, 17.0, 16.423076923076923)","(31.0, 85.0, 73.0)"
16-12-2022 14:51:14.485191,"(3.7, 4.1, 4.074999999999999)","(3.4, 4.4, 4.214285714285714)","(5.5, 6.0, 5.89)","(7.0, 11.0, 10.347826086956522)","(6.0, 8.8, 8.39090909090909)","(10.0, 21.0, 19.2)","(10.0, 17.0, 16.423076923076923)","(31.0, 85.0, 79.0)"
16-12-2022 14:51:15.750164,"(3.7, 4.1, 4.074999999999999)","(3.5, 4.4, 4.214285714285714)","(5.0, 6.0, 5.89)","(7.5, 11.0, 10.444444444444445)","(6.5, 8.8, 8.39090909090909)","(11.0, 21.0, 19.133333333333333)","(10.0, 17.0, 16.423076923076923)","(31.0, 85.0, 79.0)"
16-12-2022 14:51:17.031500,"(3.7, 4.1, 4.074999999999999)","(3.5, 4.4, 4.214285714285714)","(5.0, 6.0, 5.89)","(7.5, 11.0, 10.444444444444445)","(6.5, 8.8, 8.39090909090909)","(11.0, 21.0, 19.133333333333333)","(10.0, 17.0, 16.423076923076923)","(31.0, 85.0, 79.0)"
16-12-2022 14:51:18.370798,"(3.7, 4.1, 4.074999999999999)","(3.5, 4.4, 4.31875)","(5.0, 6.0, 5.89)","(7.5, 11.0, 10.444444444444445)","(6.5, 8.8, 8.355555555555556)","(11.0, 21.0, 19.133333333333333)","(10.0, 17.0, 16.423076923076923)","(31.0, 85.0, 79.0)"
16-12-2022 14:51:19.705345,"(3.7, 4.1, 4.074999999999999)","(3.5, 4.4, 4.327272727272727)","(5.0, 6.0, 5.831034482758621)","(7.5, 11.0, 10.4)","(6.5, 8.8, 8.344827586206897)","(11.0, 21.0, 19.133333333333333)","(10.0, 17.0, 16.705882352941178)","(31.0, 85.0, 79.0)"
16-12-2022 14:51:21.019504,"(3.7, 4.1, 4.046153846153846)","(3.5, 4.4, 4.333333333333333)","(5.0, 5.9, 5.831034482758621)","(7.5, 10.5, 10.375)","(6.5, 8.8, 8.344827586206897)","(11.0, 21.0, 19.133333333333333)","(10.0, 17.0, 16.705882352941178)","(31.0, 85.0, 79.0)"
16-12-2022 14:51:22.328231,"(3.7, 4.1, 4.034375)","(3.5, 4.4, 4.333333333333333)","(5.0, 5.9, 5.811764705882354)","(7.5, 10.5, 10.431818181818182)","(6.5, 8.8, 8.447058823529412)","(11.0, 21.0, 19.133333333333333)","(10.0, 17.0, 16.705882352941178)","(31.0, 85.0, 75.625)"
16-12-2022 14:51:23.572458,"(3.7, 4.1, 3.995)","(3.5, 4.4, 4.333333333333333)","(5.0, 5.9, 5.752941176470588)","(7.5, 10.5, 10.375)","(6.5, 8.8, 8.415384615384616)","(11.0, 21.0, 19.133333333333333)","(10.0, 17.0, 16.705882352941178)","(31.0, 85.0, 75.625)"
16-12-2022 14:51:24.754956,"(3.7, 4.1, 3.96)","(3.5, 4.4, 4.333333333333333)","(5.0, 5.8, 5.725)","(7.5, 10.5, 10.452380952380953)","(6.5, 8.6, 8.36470588235294)","(11.0, 21.0, 19.133333333333333)","(10.0, 17.0, 16.705882352941178)","(31.0, 85.0, 75.0)"
16-12-2022 14:51:25.966205,"(3.7, 4.1, 3.96)","(3.5, 4.4, 4.322222222222222)","(5.0, 5.8, 5.666666666666667)","(7.5, 10.5, 12.977443609022556)","(6.5, 8.6, 8.161538461538461)","(11.0, 21.0, 19.133333333333333)","(10.0, 17.0, 16.285714285714285)","(31.0, 85.0, 75.0)"
16-12-2022 14:51:27.196932,"(3.7, 4.1, 4.014893617021277)","(3.5, 4.4, 4.213333333333334)","(5.0, 5.7, 5.576923076923077)","(7.5, 13.0, 12.97841726618705)","(6.5, 8.6, 8.24705882352941)","(11.0, 21.0, 19.133333333333333)","(10.0, 17.0, 16.285714285714285)","(31.0, 85.0, 75.0)"
16-12-2022 14:51:28.426749,"(3.7, 4.1, 4.014893617021277)","(3.5, 4.4, 4.213333333333334)","(5.0, 5.7, 5.576923076923077)","(7.5, 13.0, 12.988970588235293)","(6.5, 8.6, 8.24705882352941)","(11.0, 21.0, 19.133333333333333)","(10.0, 17.0, 16.285714285714285)","(31.0, 85.0, 75.0)"
16-12-2022 14:51:30.011273,"(3.7, 4.1, 4.018478260869565)","(3.5, 4.4, 4.218181818181819)","(5.0, 5.6, 5.4714285714285715)","(7.5, 13.0, 13.785714285714286)","(6.5, 8.6, 8.4125)","(11.0, 21.0, 19.133333333333333)","(10.0, 17.0, 16.285714285714285)","(31.0, 85.0, 75.0)"
16-12-2022 14:51:31.339681,"(3.7, 4.0, 3.925)","(3.5, 4.4, 4.218181818181819)","(5.0, 5.6, 5.566666666666666)","(7.5, 14.0, 13.785714285714286)","(6.5, 8.6, 8.36)","(11.0, 21.0, 19.454545454545453)","(10.0, 17.0, 16.285714285714285)","(31.0, 85.0, 78.33333333333333)"
16-12-2022 14:51:32.579517,"(3.7, 3.95, 3.892857142857143)","(3.5, 4.3, 4.228571428571429)","(5.0, 5.5, 5.45)","(7.5, 14.0, 13.814814814814815)","(6.5, 8.6, 8.295652173913044)","(11.0, 21.0, 19.59375)","(10.0, 17.0, 15.416666666666666)","(31.0, 85.0, 80.71428571428572)"
16-12-2022 14:51:33.819448,"(3.7, 3.85, 3.816666666666667)","(3.5, 4.3, 4.266666666666667)","(5.0, 5.9, 5.7250000000000005)","(7.5, 14.0, 13.868421052631579)","(6.5, 8.4, 8.36)","(11.0, 21.0, 19.59375)","(10.0, 15.5, 15.416666666666666)","(31.0, 85.0, 80.71428571428572)"
16-12-2022 14:51:35.083606,"(3.6, 3.8, 3.7727272727272725)","(3.5, 4.3, 4.266666666666667)","(5.0, 5.9, 5.7250000000000005)","(7.5, 14.0, 14.083333333333334)","(6.5, 8.6, 8.299999999999999)","(11.0, 21.0, 19.59375)","(10.0, 15.5, 15.666666666666666)","(31.0, 85.0, 82.5)"
16-12-2022 14:51:36.289272,"(3.6, 3.75, 3.7357142857142858)","(3.5, 4.3, 4.25)","(5.0, 5.9, 5.7250000000000005)","(7.5, 14.5, 14.120689655172415)","(6.5, 8.6, 8.333333333333332)","(11.0, 21.0, 19.714285714285715)","(10.0, 16.0, 15.666666666666666)","(31.0, 85.0, 82.5)"
16-12-2022 14:51:37.838371,"(3.6, 3.75, 3.7357142857142858)","(3.5, 4.3, 4.25)","(5.0, 6.0, 5.825)","(8.0, 14.5, 14.120689655172415)","(6.5, 8.6, 8.399999999999999)","(11.0, 21.0, 19.714285714285715)","(10.0, 16.0, 15.666666666666666)","(31.0, 85.0, 82.5)"
16-12-2022 14:51:39.133897,"(3.6, 3.75, 3.7136363636363634)","(3.5, 4.3, 4.2176470588235295)","(5.0, 6.0, 5.825)","(8.0, 14.5, 14.178571428571429)","(6.5, 8.6, 8.52)","(11.0, 21.0, 19.714285714285715)","(10.0, 16.0, 15.6)","(31.0, 85.0, 82.5)"
16-12-2022 14:51:40.380978,"(3.6, 3.75, 3.7136363636363634)","(3.5, 4.3, 4.2176470588235295)","(5.0, 6.0, 5.825)","(8.0, 14.5, 14.178571428571429)","(6.5, 8.6, 8.48235294117647)","(11.0, 21.0, 19.714285714285715)","(10.0, 16.0, 15.6)","(31.0, 85.0, 82.5)"
16-12-2022 14:51:41.645039,"(3.6, 3.7, 3.678571428571429)","(3.5, 4.3, 4.166666666666667)","(5.0, 6.0, 5.84)","(8.0, 14.5, 14.441176470588236)","(6.5, 8.8, 8.389473684210525)","(11.0, 21.0, 19.56)","(10.0, 16.0, 15.823529411764707)","(31.0, 85.0, 82.5)"
16-12-2022 14:51:43.061745,"(3.6, 3.65, 3.645833333333333)","(3.5, 4.2, 4.116666666666666)","(5.0, 6.0, 5.825)","(8.0, 14.5, 14.433333333333334)","(6.5, 8.8, 8.466666666666667)","(11.0, 21.0, 19.5)","(10.0, 16.0, 15.823529411764707)","(31.0, 85.0, 82.5)"
16-12-2022 14:51:44.365508,"(3.5, 3.65, 3.691891891891892)","(3.5, 4.2, 4.116666666666666)","(5.0, 6.0, 5.825)","(8.0, 14.5, 14.64516129032258)","(6.5, 8.8, 8.36969696969697)","(11.0, 21.0, 19.714285714285715)","(10.0, 16.0, 15.76923076923077)","(31.0, 85.0, 82.5)"
16-12-2022 14:51:45.645794,"(3.5, 3.7, 3.68)","(3.5, 4.2, 4.02)","(5.0, 6.0, 5.825)","(8.0, 15.0, 14.64516129032258)","(6.5, 8.6, 8.337931034482757)","(11.0, 21.0, 19.714285714285715)","(10.0, 16.0, 15.76923076923077)","(31.0, 85.0, 82.5)"
16-12-2022 14:51:47.232401,"(3.5, 3.75, 3.675)","(3.5, 4.1, 4.0)","(5.0, 6.0, 5.84)","(8.0, 15.0, 14.791666666666666)","(6.5, 8.6, 8.399999999999999)","(11.0, 21.0, 19.714285714285715)","(10.0, 16.5, 15.9)","(31.0, 85.0, 82.5)"
16-12-2022 14:51:48.812048,"(3.5, 3.75, 3.675)","(3.5, 4.1, 3.9625)","(5.0, 6.0, 5.825)","(8.0, 15.0, 14.791666666666666)","(6.5, 8.6, 8.435294117647059)","(11.0, 21.0, 19.714285714285715)","(10.0, 16.5, 16.4)","(31.0, 85.0, 82.5)"
16-12-2022 14:51:50.117065,"(3.5, 3.75, 3.675)","(3.5, 4.1, 3.9625)","(5.0, 6.0, 5.84)","(8.0, 15.0, 14.791666666666666)","(6.5, 8.6, 8.51764705882353)","(12.0, 21.0, 19.714285714285715)","(10.0, 17.0, 17.333333333333332)","(31.0, 85.0, 82.5)"
16-12-2022 14:51:51.496855,"(3.5, 3.75, 3.668181818181818)","(3.5, 4.1, 3.9625)","(5.0, 6.0, 5.76)","(8.0, 15.0, 14.681818181818182)","(6.5, 8.6, 8.6327868852459)","(12.0, 21.0, 19.714285714285715)","(10.0, 17.5, 16.464285714285715)","(31.0, 85.0, 82.5)"
16-12-2022 14:51:53.136312,"(3.5, 3.95, 3.8130434782608695)","(3.5, 3.9, 3.769047619047619)","(5.0, 6.0, 5.718181818181819)","(8.0, 15.0, 14.868421052631579)","(6.5, 9.0, 8.655555555555555)","(12.0, 21.0, 20.035714285714285)","(10.0, 17.0, 16.925)","(31.0, 85.0, 82.5)"
16-12-2022 14:51:55.595640,"(3.5, 3.95, 3.821428571428571)","(3.5, 3.85, 3.783333333333333)","(5.0, 5.9, 5.6909090909090905)","(8.0, 15.0, 14.868421052631579)","(6.5, 9.0, 8.812121212121212)","(12.0, 21.0, 20.15625)","(10.0, 17.0, 16.925)","(31.0, 85.0, 82.5)"
16-12-2022 14:51:57.279626,"(3.4, 3.95, 3.8)","(3.4, 3.8, 3.835714285714286)","(5.0, 5.8, 5.818181818181818)","(9.0, 15.0, 15.3)","(6.5, 9.0, 8.860000000000001)","(12.0, 21.0, 20.43103448275862)","(10.0, 17.0, 17.2)","(31.0, 85.0, 83.26086956521739)"
16-12-2022 14:51:58.627160,"(3.4, 3.8, 3.745121951219512)","(3.4, 3.85, 3.761111111111111)","(5.0, 6.0, 5.733333333333333)","(9.0, 15.5, 15.314814814814815)","(6.5, 9.0, 9.4)","(12.0, 21.0, 22.5)","(10.0, 17.5, 16.75)","(31.0, 85.0, 84.0)"
16-12-2022 14:51:59.913809,"(3.4, 3.8, 3.7482758620689656)","(3.4, 3.8, 3.718867924528302)","(5.0, 6.0, 5.825)","(9.0, 15.5, 15.4375)","(6.5, 9.6, 9.123076923076923)","(12.0, 23.0, 22.7)","(10.0, 18.0, 16.75)","(31.0, 90.0, 86.66666666666667)"
16-12-2022 14:52:01.219295,"(3.4, 3.65, 3.632142857142857)","(3.4, 3.9, 3.7714285714285714)","(5.0, 6.0, 5.825)","(9.0, 15.5, 15.307692307692308)","(6.5, 9.4, 9.175)","(12.0, 23.0, 22.7)","(10.0, 18.0, 16.75)","(31.0, 90.0, 86.66666666666667)"
16-12-2022 14:52:02.532834,"(3.4, 3.65, 3.6142857142857143)","(3.4, 3.9, 3.7714285714285714)","(5.0, 6.0, 5.825)","(9.0, 16.0, 15.4)","(6.5, 9.4, 9.433333333333334)","(12.0, 23.0, 22.7)","(10.0, 18.0, 16.75)","(31.0, 90.0, 86.66666666666667)"
16-12-2022 14:52:03.850681,"(3.3, 3.6, 3.575)","(3.4, 3.9, 3.7714285714285714)","(4.8, 6.0, 5.733333333333333)","(9.0, 15.5, 15.4)","(6.5, 9.6, 9.466666666666667)","(12.0, 23.0, 22.7)","(10.0, 18.0, 17.11764705882353)","(31.0, 90.0, 87.27272727272727)"
16-12-2022 14:52:05.183242,"(3.3, 3.75, 3.673076923076923)","(3.4, 3.9, 3.7738095238095237)","(4.8, 6.0, 5.71875)","(9.0, 15.5, 15.416666666666666)","(6.5, 9.6, 9.542857142857143)","(12.0, 23.0, 22.7)","(10.0, 18.0, 17.285714285714285)","(31.0, 90.0, 87.27272727272727)"
16-12-2022 14:52:06.461334,"(3.3, 3.7, 3.672222222222222)","(3.4, 3.85, 3.7738095238095237)","(4.8, 6.0, 5.716666666666667)","(9.0, 15.5, 15.323529411764707)","(6.5, 9.6, 9.563636363636363)","(12.0, 23.0, 22.7)","(10.0, 18.0, 17.571428571428573)","(41.0, 90.0, 87.27272727272727)"
16-12-2022 14:52:07.778911,"(3.3, 3.7, 3.672222222222222)","(3.4, 3.8, 3.776470588235294)","(4.8, 5.9, 5.717391304347826)","(9.0, 15.5, 15.90909090909091)","(6.5, 9.6, 9.563636363636363)","(12.0, 23.0, 22.7)","(10.0, 18.0, 17.09090909090909)","(41.0, 90.0, 87.27272727272727)"
16-12-2022 14:52:09.032481,"(3.3, 3.7, 3.6545454545454548)","(3.4, 3.8, 3.776470588235294)","(4.8, 5.9, 5.7444444444444445)","(9.0, 16.0, 15.90909090909091)","(6.5, 9.6, 9.578947368421053)","(12.0, 23.0, 22.7)","(10.0, 18.0, 17.09090909090909)","(41.0, 90.0, 87.27272727272727)"
16-12-2022 14:52:10.460784,"(3.3, 3.7, 3.6315789473684212)","(3.4, 3.8, 3.776470588235294)","(4.8, 5.9, 5.709090909090909)","(9.0, 16.0, 16.428571428571427)","(6.5, 9.6, 9.578947368421053)","(12.0, 23.0, 22.7)","(10.0, 18.0, 17.642857142857142)","(41.0, 90.0, 88.125)"
16-12-2022 14:52:12.183943,"(3.3, 3.7, 3.7375000000000003)","(3.4, 3.8, 3.7152173913043476)","(4.8, 5.8, 5.684210526315789)","(9.0, 16.5, 16.363636363636363)","(6.5, 9.6, 9.578947368421053)","(12.0, 23.0, 22.666666666666668)","(10.0, 20.0, 19.333333333333332)","(41.0, 90.0, 87.27272727272727)"
16-12-2022 14:52:13.942144,"(3.3, 3.85, 3.7153846153846155)","(3.4, 3.8, 3.6657894736842103)","(4.8, 5.8, 5.653333333333333)","(9.0, 16.5, 16.375)","(6.5, 9.6, 9.573333333333332)","(12.0, 23.0, 22.666666666666668)","(10.0, 20.0, 19.77777777777778)","(41.0, 90.0, 87.27272727272727)"
16-12-2022 14:52:15.263940,"(3.3, 3.8, 3.7153846153846155)","(3.4, 3.75, 3.65)","(4.8, 5.8, 5.656521739130435)","(9.0, 16.5, 16.4)","(6.5, 9.6, 9.583333333333332)","(12.0, 23.0, 22.666666666666668)","(10.0, 20.0, 19.8125)","(41.0, 90.0, 87.27272727272727)"
16-12-2022 14:52:16.513237,"(3.3, 3.8, 3.7357142857142858)","(3.4, 3.65, 3.625)","(4.8, 5.8, 5.684615384615385)","(9.0, 16.5, 16.416666666666668)","(6.5, 9.6, 9.583333333333332)","(12.0, 23.0, 22.666666666666668)","(10.0, 22.0, 19.625)","(41.0, 90.0, 87.27272727272727)"
16-12-2022 14:52:17.688024,"(3.2, 3.95, 3.875)","(3.3, 3.6, 3.5636363636363635)","(4.8, 5.7, 5.757142857142857)","(10.0, 16.5, 16.4)","(7.0, 9.6, 9.568)","(13.0, 23.0, 22.4)","(11.0, 20.0, 19.625)","(41.0, 90.0, 87.27272727272727)"
16-12-2022 14:52:18.932107,"(3.2, 3.9, 3.8047619047619046)","(3.3, 3.7, 3.716666666666667)","(4.8, 5.8, 5.684615384615385)","(10.0, 16.5, 15.714285714285714)","(7.0, 9.6, 9.516666666666666)","(13.0, 23.0, 22.4)","(11.0, 20.0, 19.625)","(41.0, 90.0, 85.71428571428571)"
16-12-2022 14:52:20.112467,"(3.2, 3.9, 3.8107142857142855)","(3.3, 3.75, 3.716666666666667)","(4.8, 5.7, 5.683333333333334)","(10.0, 16.0, 15.625)","(7.0, 9.6, 9.58)","(13.0, 23.0, 22.4)","(11.0, 20.0, 19.625)","(41.0, 90.0, 85.71428571428571)"
16-12-2022 14:52:21.317885,"(3.2, 3.9, 3.8107142857142855)","(3.3, 3.75, 3.6095744680851065)","(4.8, 5.7, 5.725)","(10.0, 16.0, 15.461538461538462)","(7.0, 9.6, 9.492307692307692)","(13.0, 23.0, 22.4)","(11.0, 20.0, 19.666666666666668)","(41.0, 90.0, 85.71428571428571)"
16-12-2022 14:52:22.442610,"(3.2, 3.9, 3.8148148148148144)","(3.3, 3.65, 3.6409090909090907)","(4.8, 5.8, 5.714285714285714)","(10.0, 16.0, 15.461538461538462)","(7.0, 9.6, 9.545454545454545)","(13.0, 23.0, 22.4)","(11.0, 20.0, 19.666666666666668)","(41.0, 90.0, 85.71428571428571)"
16-12-2022 14:52:23.589814,"(3.2, 3.9, 3.851063829787234)","(3.3, 3.6, 3.5714285714285716)","(4.8, 5.8, 5.714285714285714)","(10.0, 16.0, 15.461538461538462)","(7.0, 9.6, 9.711111111111112)","(13.0, 23.0, 22.8)","(11.0, 20.0, 19.666666666666668)","(41.0, 90.0, 85.71428571428571)"
16-12-2022 14:52:24.728826,"(3.2, 3.9, 3.8625)","(3.3, 3.6, 3.545714285714286)","(4.8, 5.7, 5.677777777777778)","(10.0, 16.0, 15.75)","(7.0, 9.8, 9.775)","(13.0, 23.0, 22.8)","(11.0, 20.0, 19.666666666666668)","(41.0, 90.0, 85.71428571428571)"
16-12-2022 14:52:25.891768,"(3.2, 3.9, 3.87)","(3.3, 3.6, 3.545714285714286)","(4.8, 5.7, 5.588888888888889)","(10.0, 16.0, 15.75)","(7.0, 9.8, 9.775)","(13.0, 23.0, 22.8)","(11.0, 20.0, 19.6)","(41.0, 90.0, 85.71428571428571)"
16-12-2022 14:52:27.073578,"(3.2, 3.9, 3.8576923076923078)","(3.3, 3.6, 3.545714285714286)","(4.8, 5.6, 5.588888888888889)","(10.0, 16.0, 15.75)","(7.0, 9.8, 9.790000000000001)","(13.0, 23.0, 20.75)","(11.0, 20.0, 19.125)","(41.0, 90.0, 87.27272727272727)"
16-12-2022 14:52:28.311913,"(3.2, 3.95, 3.9250000000000003)","(3.3, 3.6, 3.545714285714286)","(4.8, 5.6, 5.588888888888889)","(10.0, 16.0, 15.625)","(7.0, 10.0, 9.766666666666667)","(13.0, 22.0, 21.5)","(11.0, 19.5, 19.125)","(41.0, 90.0, 85.71428571428571)"
16-12-2022 14:52:29.506153,"(3.2, 3.95, 3.9250000000000003)","(3.3, 3.6, 3.545714285714286)","(4.8, 5.6, 5.588888888888889)","(10.0, 16.0, 15.625)","(7.0, 9.8, 9.766666666666667)","(13.0, 22.0, 21.5)","(11.0, 19.5, 19.125)","(41.0, 90.0, 85.71428571428571)"
16-12-2022 14:52:30.728313,"(3.2, 3.95, 3.934615384615385)","(3.3, 3.55, 3.513333333333333)","(4.8, 5.6, 5.58)","(10.0, 16.0, 15.954545454545455)","(7.0, 9.8, 9.766666666666667)","(13.0, 22.0, 21.5)","(11.0, 19.5, 19.125)","(41.0, 90.0, 85.71428571428571)"
16-12-2022 14:52:31.970479,"(3.2, 4.0, 3.975)","(3.3, 3.55, 3.513333333333333)","(4.8, 5.6, 5.542857142857143)","(10.0, 16.0, 16.433333333333334)","(7.0, 9.8, 9.766666666666667)","(13.0, 22.0, 21.5)","(11.0, 19.5, 19.125)","(41.0, 90.0, 85.71428571428571)"
16-12-2022 14:52:33.177112,"(3.2, 4.1, 3.985294117647059)","(3.3, 3.55, 3.513333333333333)","(4.8, 5.6, 5.5)","(10.0, 16.5, 16.47826086956522)","(7.0, 9.8, 9.971428571428572)","(13.0, 22.0, 21.5)","(11.0, 19.5, 19.125)","(41.0, 90.0, 87.27272727272727)"
16-12-2022 14:52:34.374533,"(3.2, 4.0, 3.9571428571428573)","(3.3, 3.45, 3.4055921052631577)","(4.8, 5.6, 5.675)","(10.0, 17.0, 16.38888888888889)","(7.0, 10.0, 9.96)","(13.0, 22.0, 21.928571428571427)","(11.0, 19.5, 19.125)","(41.0, 90.0, 85.71428571428571)"
16-12-2022 14:52:35.499482,"(3.2, 3.9, 3.8833333333333333)","(3.3, 3.45, 3.4049668874172183)","(4.8, 5.7, 5.675)","(10.0, 16.5, 16.38235294117647)","(7.0, 10.0, 9.966666666666667)","(13.0, 23.0, 22.857142857142858)","(11.0, 19.5, 19.90909090909091)","(41.0, 90.0, 87.27272727272727)"
16-12-2022 14:52:36.614251,"(3.3, 3.95, 3.931818181818182)","(3.2, 3.45, 3.41027397260274)","(4.8, 5.7, 5.7625)","(10.0, 16.5, 16.38235294117647)","(7.0, 10.0, 9.96)","(13.0, 24.0, 22.857142857142858)","(11.0, 21.0, 19.285714285714285)","(41.0, 90.0, 87.27272727272727)"
16-12-2022 14:52:37.991563,"(3.3, 3.85, 3.83)","(3.2, 3.6, 3.555263157894737)","(4.8, 5.8, 5.733333333333333)","(10.0, 16.5, 16.214285714285715)","(7.0, 10.0, 10.785714285714286)","(13.0, 24.0, 20.88888888888889)","(11.0, 21.0, 18.818181818181817)","(41.0, 90.0, 88.18181818181819)"
16-12-2022 14:52:39.415186,"(3.3, 3.9, 3.819230769230769)","(3.2, 3.6, 3.590047393364929)","(4.8, 5.8, 5.6499999999999995)","(10.0, 16.5, 15.75)","(7.0, 11.0, 9.133333333333333)","(13.0, 24.0, 21.0)","(11.0, 21.0, 19.88888888888889)","(41.0, 90.0, 88.0)"
16-12-2022 14:52:40.585032,"(3.3, 3.9, 3.818181818181818)","(3.2, 3.6, 3.590047393364929)","(4.8, 5.9, 5.6499999999999995)","(10.0, 16.5, 16.27777777777778)","(7.0, 9.2, 9.155555555555555)","(13.0, 24.0, 21.0)","(11.0, 21.0, 20.285714285714285)","(41.0, 90.0, 88.0)"
16-12-2022 14:52:41.743053,"(3.3, 3.9, 3.8249999999999997)","(3.2, 3.6, 3.5917874396135265)","(4.8, 5.9, 5.6499999999999995)","(10.0, 16.5, 16.55)","(7.0, 9.2, 9.174999999999999)","(15.0, 24.0, 21.81818181818182)","(12.0, 21.0, 19.571428571428573)","(51.0, 90.0, 88.0)"
16-12-2022 14:52:42.882506,"(3.3, 3.9, 3.825)","(3.2, 3.7, 3.6437500000000003)","(4.8, 5.8, 5.757142857142857)","(11.0, 17.0, 16.125)","(7.0, 9.2, 9.233333333333334)","(15.0, 24.0, 21.81818181818182)","(12.0, 20.0, 19.571428571428573)","(51.0, 90.0, 88.0)"
16-12-2022 14:52:43.986574,"(3.3, 3.9, 3.834375)","(3.2, 3.6, 3.553846153846154)","(4.8, 5.8, 5.757142857142857)","(11.0, 17.0, 16.416666666666668)","(7.0, 9.4, 9.233333333333334)","(15.0, 24.0, 22.875)","(12.0, 20.0, 19.0)","(51.0, 90.0, 88.0)"
16-12-2022 14:52:45.058590,"(3.3, 3.9, 3.8125)","(3.2, 3.6, 3.575)","(4.8, 5.8, 5.757142857142857)","(11.0, 17.0, 16.61111111111111)","(7.0, 9.4, 9.1)","(15.0, 24.0, 23.57142857142857)","(12.0, 20.0, 19.0)","(51.0, 90.0, 88.0)"
16-12-2022 14:52:46.421454,"(3.3, 3.9, 3.796875)","(3.2, 3.6, 3.596153846153846)","(4.8, 5.8, 5.757142857142857)","(11.0, 17.0, 16.833333333333332)","(7.0, 9.2, 9.1)","(15.0, 24.0, 23.0)","(12.0, 20.0, 19.0)","(51.0, 90.0, 88.0)"
16-12-2022 14:52:47.937973,"(3.3, 3.9, 3.7884615384615383)","(3.2, 3.65, 3.59)","(4.8, 5.8, 5.757142857142857)","(11.0, 17.0, 16.681818181818183)","(7.0, 9.2, 9.1)","(15.0, 24.0, 22.666666666666668)","(12.0, 20.0, 19.0)","(51.0, 90.0, 88.0)"
16-12-2022 14:52:49.158577,"(3.3, 3.85, 3.7772727272727273)","(3.2, 3.65, 3.58)","(4.8, 5.8, 5.757142857142857)","(11.0, 17.0, 16.789473684210527)","(7.0, 9.2, 9.174999999999999)","(15.0, 24.0, 22.857142857142858)","(12.0, 20.0, 21.2)","(51.0, 90.0, 88.0)"
16-12-2022 14:52:50.498558,"(3.3, 3.85, 3.7772727272727273)","(3.2, 3.6, 3.5545454545454547)","(4.8, 5.8, 5.757142857142857)","(11.0, 17.0, 16.555555555555557)","(7.0, 9.2, 9.174999999999999)","(15.0, 24.0, 22.857142857142858)","(12.0, 22.0, 21.2)","(51.0, 90.0, 88.0)"
16-12-2022 14:52:51.692022,"(3.3, 3.85, 3.7772727272727273)","(3.2, 3.6, 3.5545454545454547)","(4.8, 5.8, 5.757142857142857)","(11.0, 17.0, 16.6)","(7.0, 9.2, 8.9)","(15.0, 24.0, 22.857142857142858)","(12.0, 22.0, 21.2)","(51.0, 90.0, 90.55555555555556)"
16-12-2022 14:52:52.846314,"(3.3, 3.85, 3.7954545454545454)","(3.2, 3.55, 3.5428571428571427)","(4.8, 5.8, 5.657894736842105)","(11.0, 17.0, 16.6)","(7.0, 9.0, 9.022222222222222)","(15.0, 24.0, 23.333333333333332)","(12.0, 22.0, 18.8)","(51.0, 95.0, 90.55555555555556)"
16-12-2022 14:52:54.355603,"(3.3, 3.85, 3.805555555555556)","(3.2, 3.55, 3.5428571428571427)","(4.8, 5.8, 5.657894736842105)","(11.0, 17.0, 16.470588235294116)","(7.0, 9.2, 8.914285714285715)","(15.0, 26.0, 22.571428571428573)","(12.0, 22.0, 18.8)","(51.0, 95.0, 90.55555555555556)"
