,Vodka En Ice,Getaloadathisbro,Motu Amethyst Nz,All Star Magician,Purple Shades,Aqua Cruiser,Artistic Saint,Motu Cullen Nz
07-12-2022 18:01:51.224352,"(3.2, 4.1, 4.033333333333333)","(7.0, 9.6, 8.832)","(7.0, 99999, 99990)","(17.0, 27.0, 22.0)","(13.0, 17.5, 15.0)","(10.0, 12.5, 11.833333333333334)","(7.5, 9.2, 8.971428571428572)","(3.7, 99999, 99990)"
07-12-2022 18:01:52.836845,"(3.2, 4.2, 4.133333333333334)","(7.0, 9.6, 8.832)","(7.0, 99999, 99990)","(17.0, 27.0, 22.0)","(13.0, 17.5, 15.0)","(10.0, 12.5, 11.833333333333334)","(7.5, 9.2, 9.0)","(3.7, 99999, 99990)"
07-12-2022 18:01:54.229668,"(3.2, 4.2, 4.133333333333334)","(7.0, 9.6, 8.832)","(7.0, 99999, 99990)","(17.0, 27.0, 22.0)","(13.0, 17.5, 15.0)","(10.0, 12.5, 11.666666666666666)","(7.5, 9.2, 8.8)","(3.7, 99999, 99990)"
07-12-2022 18:01:55.646584,"(3.2, 4.3, 4.133333333333333)","(7.0, 9.6, 8.832)","(7.0, 99999, 99990)","(17.0, 27.0, 22.0)","(13.0, 17.5, 15.0)","(10.0, 12.5, 11.666666666666666)","(7.5, 9.2, 8.56)","(3.7, 99999, 99990)"
07-12-2022 18:01:56.952335,"(3.2, 4.3, 4.133333333333333)","(7.0, 9.6, 8.832)","(7.0, 99999, 99990)","(17.0, 27.0, 22.0)","(13.0, 17.5, 15.0)","(10.0, 12.5, 11.666666666666666)","(7.5, 9.2, 9.0)","(3.7, 99999, 99990)"
07-12-2022 18:01:58.311636,"(3.2, 4.3, 4.133333333333333)","(7.0, 9.6, 8.832)","(7.0, 99999, 99990)","(17.0, 27.0, 22.0)","(13.0, 17.5, 15.0)","(10.0, 12.5, 11.666666666666666)","(7.5, 9.6, 9.0)","(3.7, 99999, 99990)"
07-12-2022 18:01:59.879111,"(3.2, 4.3, 4.133333333333333)","(7.0, 9.6, 8.777142857142858)","(7.0, 99999, 99990)","(17.0, 27.0, 22.0)","(13.0, 17.5, 15.0)","(10.0, 12.5, 11.666666666666666)","(7.5, 9.6, 9.0)","(3.7, 99999, 99990)"
07-12-2022 18:02:01.415169,"(3.2, 4.3, 4.133333333333333)","(7.0, 9.2, 8.899999999999999)","(7.0, 99999, 99990)","(17.0, 27.0, 22.0)","(13.0, 17.5, 15.0)","(10.0, 12.5, 11.666666666666666)","(7.5, 9.6, 8.733333333333334)","(3.7, 99999, 99990)"
07-12-2022 18:02:03.001050,"(3.2, 4.3, 4.183333333333334)","(7.0, 9.2, 9.028571428571428)","(7.0, 99999, 99990)","(17.0, 27.0, 22.0)","(13.0, 17.5, 15.625)","(10.0, 12.5, 12.210526315789474)","(7.5, 9.4, 8.866666666666667)","(3.7, 99999, 99990)"
07-12-2022 18:02:04.653405,"(3.2, 4.4, 4.152380952380953)","(7.0, 9.2, 9.028571428571428)","(7.0, 99999, 99990)","(17.0, 27.0, 22.0)","(12.0, 17.5, 16.666666666666668)","(10.0, 13.0, 12.08695652173913)","(7.5, 9.4, 8.866666666666667)","(3.7, 99999, 99990)"
07-12-2022 18:02:06.289281,"(3.2, 4.4, 4.128)","(7.0, 9.2, 8.939130434782609)","(7.0, 99999, 99990)","(17.0, 27.0, 22.0)","(12.0, 17.5, 17.6875)","(10.0, 13.0, 10.777777777777779)","(7.5, 9.4, 9.08)","(3.7, 99999, 99990)"
07-12-2022 18:02:07.776483,"(3.2, 4.4, 4.10952380952381)","(7.0, 9.2, 8.927272727272728)","(7.0, 99999, 99990)","(17.0, 27.0, 22.0)","(12.0, 18.0, 17.772727272727273)","(10.0, 11.5, 11.204545454545455)","(7.5, 9.4, 9.16)","(3.7, 99999, 99990)"
07-12-2022 18:02:09.329887,"(3.2, 4.2, 4.10952380952381)","(7.0, 9.0, 8.927272727272728)","(7.0, 99999, 99990)","(17.0, 27.0, 22.0)","(12.0, 18.0, 17.772727272727273)","(10.0, 11.5, 11.204545454545455)","(7.5, 9.4, 9.16)","(3.7, 99999, 99990)"
07-12-2022 18:02:11.047893,"(3.2, 4.2, 4.10952380952381)","(7.0, 9.0, 8.744)","(7.0, 99999, 99990)","(17.0, 27.0, 19.916666666666668)","(12.0, 18.0, 17.772727272727273)","(10.0, 11.5, 11.08904109589041)","(7.5, 9.4, 9.16)","(3.7, 99999, 99990)"
07-12-2022 18:02:12.979428,"(3.2, 4.2, 4.0875)","(7.0, 9.0, 8.76)","(7.0, 99999, 99990)","(17.0, 27.0, 19.85)","(12.0, 18.0, 17.5)","(10.0, 11.5, 11.155737704918034)","(7.5, 9.4, 9.16)","(3.7, 99999, 99990)"
07-12-2022 18:02:14.809237,"(3.2, 4.2, 3.992857142857143)","(7.0, 9.0, 8.36)","(7.0, 99999, 99990)","(17.0, 23.0, 19.85)","(12.0, 18.0, 17.77777777777778)","(10.0, 11.5, 11.11111111111111)","(7.5, 9.4, 9.0)","(3.7, 99999, 99990)"
07-12-2022 18:02:16.385999,"(3.2, 4.1, 3.997297297297297)","(7.0, 8.6, 8.384)","(7.0, 99999, 99990)","(17.0, 23.0, 16.622448979591837)","(12.0, 18.0, 18.27777777777778)","(10.0, 11.5, 11.875)","(7.5, 9.4, 9.25)","(3.7, 99999, 99990)"
07-12-2022 18:02:18.047465,"(3.2, 4.0, 4.085)","(7.0, 8.8, 8.542857142857143)","(7.0, 99999, 99990)","(17.0, 18.5, 16.833333333333332)","(13.0, 18.5, 18.785714285714285)","(10.0, 12.5, 11.970588235294118)","(7.5, 9.4, 9.5)","(3.8, 99999, 99990)"
07-12-2022 18:02:19.572796,"(3.2, 4.1, 4.085)","(6.5, 8.8, 8.371428571428572)","(7.0, 99999, 99990)","(17.0, 17.0, 16.833333333333332)","(13.0, 19.5, 18.363636363636363)","(10.0, 12.5, 11.970588235294118)","(7.5, 9.6, 9.5)","(3.8, 99999, 99990)"
07-12-2022 18:02:21.505243,"(3.2, 4.2, 3.952941176470588)","(7.0, 9.2, 8.705263157894736)","(7.0, 99999, 99990)","(17.0, 17.0, 16.833333333333332)","(13.0, 20.0, 18.363636363636363)","(10.0, 12.5, 11.970588235294118)","(7.5, 9.6, 9.5)","(3.7, 99999, 99990)"
07-12-2022 18:02:23.119558,"(3.2, 4.1, 3.9833333333333334)","(7.0, 9.0, 8.253333333333332)","(7.0, 99999, 99990)","(17.0, 17.0, 20.545454545454547)","(13.0, 20.0, 18.363636363636363)","(10.0, 12.5, 11.2)","(7.5, 9.6, 9.5)","(3.7, 99999, 99990)"
07-12-2022 18:02:24.712938,"(3.2, 4.0, 3.890625)","(7.0, 9.0, 8.257142857142856)","(7.0, 99999, 99990)","(17.0, 21.0, 18.375)","(13.0, 20.0, 18.363636363636363)","(10.0, 12.5, 11.2)","(7.5, 9.6, 9.647619047619049)","(3.7, 99999, 99990)"
07-12-2022 18:02:26.294073,"(3.2, 3.95, 3.8526315789473684)","(7.0, 9.0, 8.75)","(7.0, 99999, 99990)","(17.0, 21.0, 18.86842105263158)","(13.0, 20.0, 19.035714285714285)","(10.0, 12.5, 11.583333333333334)","(7.5, 9.8, 9.872)","(3.7, 99999, 99990)"
07-12-2022 18:02:27.964445,"(3.2, 3.9, 3.84)","(7.0, 9.0, 8.75)","(7.0, 99999, 99990)","(17.0, 21.0, 18.136363636363637)","(13.0, 20.0, 19.035714285714285)","(10.0, 12.0, 11.196428571428571)","(7.5, 10.0, 9.872)","(3.7, 99999, 99990)"
07-12-2022 18:02:29.765946,"(3.2, 3.9, 3.782142857142857)","(7.0, 9.0, 8.636363636363637)","(7.0, 99999, 99990)","(17.0, 21.0, 19.25)","(13.0, 20.0, 19.076923076923077)","(10.0, 12.0, 11.517857142857142)","(7.5, 10.0, 9.7)","(3.7, 99999, 99990)"
07-12-2022 18:02:31.503328,"(3.2, 3.85, 3.762)","(7.0, 9.0, 8.823529411764707)","(7.0, 99999, 99990)","(17.0, 20.0, 18.928571428571427)","(13.0, 20.0, 19.076923076923077)","(10.0, 12.0, 11.53448275862069)","(7.5, 10.0, 9.82857142857143)","(3.7, 99999, 99990)"
07-12-2022 18:02:33.058999,"(3.2, 3.8, 3.762)","(7.0, 9.0, 9.049999999999999)","(7.0, 99999, 99990)","(17.0, 20.0, 18.75)","(13.0, 20.0, 19.25)","(10.0, 12.0, 11.65)","(7.5, 10.0, 9.82857142857143)","(3.7, 99999, 99990)"
07-12-2022 18:02:34.589018,"(3.2, 3.8, 3.758695652173913)","(7.0, 9.2, 8.533333333333333)","(7.0, 99999, 99990)","(17.0, 19.5, 22.041666666666668)","(13.0, 20.0, 19.423076923076923)","(10.0, 12.0, 11.909090909090908)","(7.5, 10.0, 10.094117647058823)","(3.7, 99999, 99990)"
07-12-2022 18:02:36.120665,"(3.2, 3.7, 3.65)","(7.0, 9.4, 8.664)","(7.0, 99999, 99990)","(17.0, 27.0, 23.789473684210527)","(13.0, 20.0, 19.423076923076923)","(10.0, 12.0, 11.909090909090908)","(7.5, 11.0, 10.217391304347826)","(3.7, 99999, 99990)"
07-12-2022 18:02:37.669049,"(3.2, 3.7, 3.6625)","(7.0, 9.4, 9.046153846153846)","(7.0, 99999, 99990)","(17.0, 26.0, 20.854166666666668)","(13.0, 20.0, 19.423076923076923)","(10.0, 12.0, 11.9)","(7.5, 11.0, 10.4125)","(3.7, 99999, 99990)"
07-12-2022 18:02:39.178649,"(3.2, 3.7, 3.6642857142857146)","(7.0, 9.4, 9.046153846153846)","(7.0, 99999, 99990)","(17.0, 26.0, 18.05263157894737)","(13.0, 20.0, 21.0)","(10.0, 12.0, 11.88888888888889)","(7.5, 10.5, 9.92142857142857)","(3.7, 99999, 99990)"
07-12-2022 18:02:40.720421,"(3.2, 3.7, 3.5691489361702127)","(7.0, 9.4, 8.752380952380951)","(7.0, 99999, 99990)","(15.0, 18.5, 18.013157894736842)","(14.0, 22.0, 21.166666666666668)","(10.0, 12.0, 12.136363636363637)","(7.5, 10.5, 10.015384615384615)","(3.8, 99999, 99990)"
07-12-2022 18:02:42.425943,"(3.2, 3.75, 3.5840425531914892)","(7.0, 9.4, 9.266666666666667)","(7.0, 99999, 99990)","(15.0, 18.5, 17.875)","(14.0, 22.0, 21.886363636363637)","(10.0, 12.5, 13.09090909090909)","(7.5, 10.5, 10.254545454545454)","(3.8, 99999, 99990)"
07-12-2022 18:02:44.042535,"(3.2, 3.75, 3.5384615384615383)","(7.0, 9.4, 9.263157894736842)","(7.0, 99999, 99990)","(15.0, 19.0, 17.96153846153846)","(14.0, 23.0, 22.4375)","(10.0, 13.5, 11.875)","(7.5, 10.5, 9.825)","(3.8, 99999, 99990)"
07-12-2022 18:02:45.763941,"(3.2, 3.55, 3.581578947368421)","(7.0, 9.4, 9.266666666666667)","(7.0, 99999, 99990)","(15.0, 19.0, 17.96153846153846)","(14.0, 23.0, 22.4375)","(10.0, 13.0, 11.833333333333334)","(7.5, 11.0, 10.215789473684211)","(3.8, 99999, 99990)"
07-12-2022 18:02:47.368316,"(3.2, 3.75, 3.6174418604651164)","(7.0, 9.4, 9.15)","(7.0, 99999, 99990)","(15.0, 19.0, 17.833333333333332)","(14.0, 23.0, 22.4375)","(10.0, 12.0, 11.833333333333334)","(7.5, 10.5, 10.215789473684211)","(3.8, 99999, 99990)"
07-12-2022 18:02:49.036050,"(3.2, 3.65, 3.457692307692308)","(7.0, 9.4, 9.237037037037037)","(7.0, 99999, 99990)","(15.0, 18.5, 18.6)","(14.0, 23.0, 25.583333333333336)","(10.0, 12.0, 11.529411764705882)","(7.5, 10.5, 10.33125)","(3.8, 99999, 99990)"
07-12-2022 18:02:50.684698,"(3.2, 3.5, 3.4611111111111112)","(7.0, 9.4, 9.237037037037037)","(7.0, 99999, 99990)","(15.0, 19.0, 18.625)","(14.0, 26.0, 25.75)","(10.0, 12.0, 11.5)","(7.5, 10.5, 9.73)","(3.8, 99999, 99990)"
07-12-2022 18:02:52.331713,"(3.2, 3.55, 3.436111111111111)","(7.0, 9.4, 9.380952380952381)","(7.0, 99999, 99990)","(14.0, 19.0, 18.346153846153847)","(14.0, 26.0, 25.75609756097561)","(10.0, 12.0, 11.631578947368421)","(7.5, 10.0, 9.708108108108108)","(3.8, 99999, 99990)"
07-12-2022 18:02:54.063628,"(3.2, 3.5, 3.4295454545454547)","(7.0, 9.4, 9.352941176470589)","(7.0, 99999, 99990)","(14.0, 18.5, 17.84375)","(14.0, 26.0, 24.0)","(10.0, 12.0, 11.352941176470589)","(7.5, 10.0, 9.745454545454546)","(3.8, 99999, 99990)"
07-12-2022 18:02:55.827411,"(3.2, 3.45, 3.4464285714285716)","(7.0, 9.4, 9.521739130434783)","(7.0, 99999, 99990)","(14.0, 18.5, 18.0625)","(14.0, 25.0, 25.076923076923077)","(10.0, 11.5, 11.941176470588236)","(7.5, 9.8, 9.471428571428572)","(3.8, 99999, 99990)"
07-12-2022 18:02:57.650620,"(3.2, 3.45, 3.58974358974359)","(7.0, 9.6, 10.816666666666666)","(7.0, 99999, 99990)","(14.0, 18.5, 18.0625)","(14.0, 26.0, 27.85185185185185)","(10.0, 12.0, 11.736842105263158)","(7.5, 9.2, 9.16)","(3.8, 99999, 99990)"
07-12-2022 18:02:59.208685,"(3.1, 3.6, 3.610526315789474)","(7.0, 11.0, 10.6)","(7.0, 99999, 99990)","(14.0, 18.5, 18.294117647058822)","(14.0, 28.0, 28.09090909090909)","(10.0, 12.0, 11.615384615384615)","(7.5, 9.2, 8.755555555555556)","(3.8, 99999, 99990)"
07-12-2022 18:03:00.698651,"(3.1, 3.7, 3.610526315789474)","(7.0, 11.0, 10.523809523809524)","(7.0, 99999, 99990)","(14.0, 19.0, 17.95)","(14.0, 30.0, 28.6875)","(10.0, 12.0, 12.477272727272727)","(7.5, 8.8, 8.742857142857144)","(3.8, 99999, 99990)"
07-12-2022 18:03:02.169197,"(3.1, 3.65, 3.6075)","(7.0, 11.0, 11.14864864864865)","(7.0, 99999, 99990)","(14.0, 19.0, 17.633333333333333)","(14.0, 30.0, 28.5)","(10.0, 12.5, 12.917808219178083)","(7.5, 8.8, 8.727272727272728)","(3.8, 99999, 99990)"
07-12-2022 18:03:03.574564,"(3.1, 3.65, 3.5547619047619046)","(7.0, 11.5, 11.161764705882353)","(7.0, 99999, 99990)","(14.0, 18.5, 17.59090909090909)","(14.0, 30.0, 28.5)","(10.0, 13.0, 12.917808219178083)","(7.5, 8.8, 8.528)","(3.8, 99999, 99990)"
07-12-2022 18:03:05.029338,"(3.1, 3.65, 3.4833333333333334)","(7.5, 11.5, 11.35)","(7.0, 99999, 99990)","(13.0, 18.5, 17.055555555555557)","(17.0, 30.0, 28.8)","(10.0, 13.0, 12.922018348623853)","(7.5, 9.2, 8.581132075471698)","(3.9, 99999, 99990)"
07-12-2022 18:03:06.742388,"(3.1, 3.65, 3.6369848156182214)","(7.5, 11.5, 11.741935483870968)","(7.0, 99999, 99990)","(13.0, 17.5, 17.166666666666668)","(17.0, 30.0, 28.90909090909091)","(10.0, 13.0, 13.864583333333334)","(7.5, 9.2, 8.60983606557377)","(3.9, 99999, 99990)"
07-12-2022 18:03:08.627020,"(3.1, 3.65, 3.496875)","(7.5, 12.0, 11.578947368421053)","(7.0, 99999, 99990)","(13.0, 17.5, 17.38888888888889)","(17.0, 30.0, 27.75)","(10.0, 14.0, 13.666666666666666)","(7.5, 9.2, 8.812903225806451)","(3.9, 99999, 99990)"
07-12-2022 18:03:10.386978,"(3.1, 3.5, 3.613138686131387)","(7.5, 12.0, 11.263157894736842)","(7.0, 99999, 99990)","(13.0, 17.5, 17.1)","(17.0, 30.0, 28.5)","(10.0, 14.0, 13.666666666666666)","(7.5, 9.2, 8.66)","(3.8, 99999, 99990)"
07-12-2022 18:03:11.933346,"(3.1, 3.65, 3.5716666666666668)","(7.5, 11.5, 11.267241379310345)","(7.0, 99999, 99990)","(13.0, 18.0, 17.142857142857142)","(17.0, 30.0, 28.5)","(10.0, 14.0, 14.928571428571429)","(7.5, 9.2, 8.66)","(3.8, 99999, 99990)"
07-12-2022 18:03:13.607686,"(3.1, 3.6, 3.547142857142857)","(7.5, 11.5, 11.108247422680412)","(7.0, 99999, 99990)","(13.0, 18.0, 17.142857142857142)","(17.0, 30.0, 28.5)","(10.0, 15.0, 14.928571428571429)","(7.5, 9.2, 8.726315789473684)","(3.8, 99999, 99990)"
07-12-2022 18:03:15.252712,"(3.1, 3.65, 3.5761538461538462)","(7.5, 11.5, 11.015625)","(7.0, 99999, 99990)","(13.0, 18.0, 17.225)","(17.0, 30.0, 30.666666666666668)","(10.0, 15.0, 15.1)","(7.5, 9.2, 8.863636363636363)","(3.8, 99999, 99990)"
07-12-2022 18:03:16.871708,"(3.1, 3.65, 3.6059633027522935)","(7.5, 11.5, 11.015625)","(7.0, 99999, 99990)","(13.0, 18.5, 17.225)","(17.0, 36.0, 33.6)","(10.0, 15.5, 14.95)","(7.5, 9.2, 8.863636363636363)","(3.8, 99999, 99990)"
07-12-2022 18:03:18.488995,"(3.1, 3.65, 3.584090909090909)","(7.5, 11.5, 11.015625)","(7.0, 99999, 99990)","(13.0, 18.5, 17.65)","(17.0, 34.0, 30.11111111111111)","(10.0, 15.0, 14.9)","(7.5, 9.2, 9.08)","(3.8, 99999, 99990)"
07-12-2022 18:03:20.334640,"(3.1, 3.6, 3.582089552238806)","(7.5, 11.0, 10.959770114942529)","(7.0, 99999, 99990)","(13.0, 18.5, 18.833333333333332)","(17.0, 34.0, 28.555555555555557)","(10.0, 15.5, 14.96551724137931)","(7.5, 9.2, 9.08)","(3.8, 99999, 99990)"
07-12-2022 18:03:22.074374,"(3.1, 3.6, 3.584090909090909)","(7.5, 11.5, 10.98913043478261)","(7.0, 99999, 99990)","(13.0, 19.0, 19.333333333333332)","(17.0, 34.0, 24.365853658536587)","(10.0, 15.0, 14.969696969696969)","(7.5, 9.2, 9.177570093457943)","(3.8, 99999, 99990)"
07-12-2022 18:03:23.835170,"(3.1, 3.65, 3.607142857142857)","(7.5, 11.5, 10.731707317073171)","(7.0, 99999, 99990)","(13.0, 22.0, 21.72)","(17.0, 26.0, 24.301369863013697)","(10.0, 15.0, 15.928571428571429)","(7.5, 9.4, 9.101357466063348)","(3.8, 99999, 99990)"
07-12-2022 18:03:25.621463,"(3.1, 3.65, 3.6074074074074076)","(7.5, 11.0, 10.575757575757576)","(7.0, 99999, 99990)","(13.0, 22.0, 19.4)","(17.0, 26.0, 24.338461538461537)","(10.0, 16.5, 16.0625)","(7.5, 9.4, 9.021238938053097)","(3.8, 99999, 99990)"
07-12-2022 18:03:27.406398,"(3.1, 3.75, 3.6154761904761905)","(7.5, 11.0, 10.75438596491228)","(7.0, 99999, 99990)","(13.0, 23.0, 21.285714285714285)","(17.0, 26.0, 24.379310344827587)","(10.0, 17.0, 16.142857142857142)","(7.5, 9.4, 9.120261437908496)","(3.7, 99999, 99990)"
07-12-2022 18:03:29.291673,"(3.1, 3.7, 3.6191780821917807)","(8.0, 11.0, 10.880597014925373)","(7.0, 99999, 99990)","(13.0, 22.0, 17.18918918918919)","(18.0, 26.0, 24.466666666666665)","(10.0, 17.0, 16.884615384615383)","(7.5, 9.4, 9.137579617834396)","(3.7, 99999, 99990)"
07-12-2022 18:03:30.987015,"(3.1, 3.7, 3.662204724409449)","(8.0, 11.0, 10.908163265306122)","(7.0, 99999, 99990)","(13.0, 18.0, 17.233333333333334)","(18.0, 26.0, 24.610169491525422)","(10.0, 16.5, 16.011627906976745)","(7.5, 9.4, 9.219999999999999)","(3.7, 99999, 99990)"
07-12-2022 18:03:32.547545,"(3.1, 3.7, 3.701)","(8.0, 11.0, 10.68)","(7.0, 99999, 99990)","(13.0, 18.0, 17.096491228070175)","(18.0, 26.0, 20.625)","(10.0, 16.5, 15.648148148148149)","(7.5, 9.4, 9.140845070422536)","(3.7, 99999, 99990)"
07-12-2022 18:03:34.153176,"(3.1, 3.8, 3.7182926829268292)","(8.0, 11.0, 10.9079754601227)","(7.0, 99999, 99990)","(13.0, 18.5, 17.10122699386503)","(18.0, 21.0, 19.625)","(10.0, 16.0, 15.3)","(7.5, 9.4, 9.144)","(3.7, 99999, 99990)"
07-12-2022 18:03:35.755602,"(3.1, 3.85, 3.7234375)","(8.0, 11.0, 10.829268292682928)","(7.0, 99999, 99990)","(13.0, 18.5, 17.057692307692307)","(18.0, 22.0, 19.627118644067796)","(10.0, 15.5, 13.3)","(7.5, 9.4, 9.156521739130435)","(3.7, 99999, 99990)"
07-12-2022 18:03:37.385256,"(3.1, 3.85, 3.8976744186046512)","(8.0, 11.0, 10.802469135802468)","(7.0, 99999, 99990)","(13.0, 18.5, 17.058441558441558)","(18.0, 22.0, 19.584745762711865)","(10.0, 13.5, 12.7)","(7.5, 9.4, 9.342857142857143)","(3.7, 99999, 99990)"
07-12-2022 18:03:39.091098,"(3.1, 3.9, 3.7826923076923076)","(8.0, 11.0, 10.783582089552239)","(7.0, 99999, 99990)","(13.0, 18.5, 17.058441558441558)","(18.0, 22.0, 20.1)","(11.0, 14.0, 12.916666666666666)","(7.5, 9.4, 8.952)","(3.7, 99999, 99990)"
07-12-2022 18:03:40.726606,"(3.1, 3.9, 3.7547619047619047)","(8.5, 11.5, 10.613636363636363)","(7.0, 99999, 99990)","(13.0, 18.5, 17.06)","(18.0, 21.0, 19.75423728813559)","(11.0, 14.0, 13.976923076923077)","(7.5, 9.0, 9.066019417475728)","(3.7, 99999, 99990)"
07-12-2022 18:03:42.357748,"(3.1, 3.9, 3.8911764705882352)","(8.5, 11.0, 10.87912087912088)","(7.0, 99999, 99990)","(13.0, 18.5, 17.06)","(18.0, 22.0, 19.75423728813559)","(11.0, 14.0, 14.105263157894736)","(7.5, 9.2, 9.066019417475728)","(3.7, 99999, 99990)"
07-12-2022 18:03:44.067970,"(3.1, 3.95, 3.9345132743362834)","(8.0, 11.0, 10.84)","(6.5, 99999, 99990)","(13.0, 18.5, 17.061643835616437)","(17.0, 22.0, 19.767857142857142)","(10.0, 14.5, 14.3125)","(7.5, 9.2, 9.058461538461538)","(3.6, 99999, 99990)"
07-12-2022 18:03:45.722581,"(3.1, 3.95, 3.8)","(8.0, 11.0, 10.675862068965518)","(6.5, 99999, 99990)","(13.0, 18.5, 17.666666666666668)","(17.0, 22.0, 20.3)","(10.0, 14.5, 13.212962962962964)","(7.5, 9.2, 9.129281767955801)","(3.6, 99999, 99990)"
07-12-2022 18:03:47.522826,"(3.1, 3.85, 3.776315789473684)","(8.0, 11.0, 10.90983606557377)","(6.5, 99999, 99990)","(13.0, 18.0, 17.558333333333334)","(18.0, 22.0, 22.18181818181818)","(10.0, 14.0, 13.607142857142858)","(7.5, 9.2, 9.208536585365852)","(3.6, 99999, 99990)"
07-12-2022 18:03:49.315803,"(3.1, 3.8, 3.48125)","(8.0, 11.5, 10.614285714285714)","(6.5, 99999, 99990)","(13.0, 18.5, 18.02358490566038)","(18.0, 24.0, 24.25)","(10.0, 14.0, 14.01923076923077)","(7.5, 9.2, 9.142105263157895)","(3.6, 99999, 99990)"
07-12-2022 18:03:51.874507,"(3.1, 3.7, 3.52)","(8.0, 11.5, 10.928571428571429)","(6.5, 99999, 99990)","(13.0, 18.5, 17.632653061224488)","(18.0, 26.0, 23.115384615384617)","(10.0, 15.0, 14.318181818181818)","(7.5, 9.4, 9.068789808917197)","(3.6, 99999, 99990)"
07-12-2022 18:03:54.410892,"(3.1, 3.55, 3.123076923076923)","(8.0, 11.5, 11.761904761904763)","(6.5, 99999, 99990)","(13.0, 19.0, 18.857142857142858)","(18.0, 30.0, 26.11764705882353)","(10.0, 16.0, 15.166666666666666)","(7.5, 9.8, 9.591304347826087)","(3.6, 99999, 99990)"
07-12-2022 18:03:56.336515,"(3.1, 3.4, 4.5928571428571425)","(8.0, 12.0, 11.478260869565217)","(6.5, 99999, 99990)","(13.0, 19.0, 16.75)","(18.0, 30.0, 17.75)","(10.0, 16.0, 12.200000000000001)","(7.5, 9.8, 7.76)","(3.6, 99999, 99990)"
07-12-2022 18:03:58.480620,"(3.1, 5.0, 3.475)","(8.0, 13.0, 10.3)","(6.5, 99999, 99990)","(13.0, 25.0, 19.0)","(18.0, 34.0, 18.875)","(10.0, 19.0, 16.42857142857143)","(7.5, 10.0, 7.269565217391304)","(3.6, 99999, 99990)"
07-12-2022 18:04:00.451867,"(3.1, 4.9, 4.661363636363637)","(8.0, 13.0, 12.173333333333334)","(6.5, 99999, 99990)","(13.0, 24.0, 19.0)","(18.0, 32.0, 21.8)","(10.0, 19.0, 16.42857142857143)","(7.5, 8.8, 7.271111111111112)","(3.6, 99999, 99990)"
07-12-2022 18:04:02.223575,"(3.1, 4.9, 4.430434782608696)","(8.0, 12.5, 12.173333333333334)","(6.5, 99999, 99990)","(13.0, 24.0, 19.0)","(18.0, 32.0, 25.8125)","(10.0, 19.0, 15.625)","(7.5, 8.8, 7.844444444444444)","(3.6, 99999, 99990)"
07-12-2022 18:04:03.891696,"(3.1, 4.7, 2.7666666666666666)","(8.0, 12.5, 9.533333333333333)","(6.5, 99999, 99990)","(13.0, 24.0, 26.25)","(18.0, 32.0, 19.0)","(10.0, 19.0, 17.1)","(7.5, 8.8, 8.05)","(3.6, 99999, 99990)"
07-12-2022 18:04:05.588707,"(3.1, 2.82, 2.921212121212121)","(8.0, 13.0, 11.333333333333334)","(6.5, 99999, 99990)","(13.0, 38.0, 25.5)","(18.0, 34.0, 32.857142857142854)","(10.0, 27.0, 20.5)","(7.5, 8.8, 8.238709677419354)","(3.6, 99999, 99990)"
07-12-2022 18:04:07.352987,"(3.1, 3.05, 3.0115384615384615)","(8.0, 13.0, 10.071428571428571)","(6.5, 99999, 99990)","(13.0, 36.0, 25.333333333333332)","(18.0, 34.0, 33.2)","(10.0, 23.0, 18.0)","(7.5, 8.8, 8.608695652173912)","(3.6, 99999, 99990)"
