,Headbanger,Sonnys Amazing,Holzhauer,Our Holla Star,Allthewaytoroyalty,Cc Jones Nz
10-01-2023 19:01:47.126653,"(4.0, 5.3, 5.0600000000000005)","(5.5, 7.2, 7.121739130434783)","(2.6, 3.45, 3.31551724137931)","(13.0, 24.0, 21.0)","(5.0, 7.6, 7.15)","(5.0, 99999, 99990)"
10-01-2023 19:01:48.254418,"(4.0, 5.3, 5.0600000000000005)","(5.5, 7.2, 7.121739130434783)","(2.6, 3.45, 3.31551724137931)","(13.0, 24.0, 21.2)","(5.0, 7.6, 7.0)","(5.0, 99999, 99990)"
10-01-2023 19:01:49.350757,"(4.0, 5.3, 5.0600000000000005)","(5.5, 7.2, 7.121739130434783)","(2.6, 3.45, 3.31551724137931)","(13.0, 26.0, 22.0)","(5.0, 7.6, 7.133333333333334)","(5.0, 99999, 99990)"
10-01-2023 19:01:50.399524,"(4.0, 5.3, 5.0600000000000005)","(5.5, 7.2, 7.121739130434783)","(2.6, 3.45, 3.31551724137931)","(13.0, 25.0, 21.666666666666668)","(5.0, 7.4, 6.828571428571428)","(5.0, 99999, 99990)"
10-01-2023 19:01:51.466367,"(4.0, 5.3, 5.0600000000000005)","(5.5, 7.2, 6.96)","(2.6, 3.45, 3.31551724137931)","(13.0, 25.0, 21.666666666666668)","(5.0, 7.4, 6.828571428571428)","(5.0, 99999, 99990)"
10-01-2023 19:01:52.515103,"(4.0, 5.3, 5.0600000000000005)","(5.5, 7.2, 6.96)","(2.6, 3.45, 3.31551724137931)","(13.0, 25.0, 21.666666666666668)","(5.0, 7.4, 6.828571428571428)","(5.0, 99999, 99990)"
10-01-2023 19:01:53.516429,"(4.0, 5.3, 5.0600000000000005)","(5.5, 7.2, 6.96)","(2.6, 3.45, 3.31551724137931)","(13.0, 25.0, 21.666666666666668)","(5.0, 7.4, 6.828571428571428)","(5.0, 99999, 99990)"
10-01-2023 19:01:54.487575,"(4.0, 5.3, 5.0600000000000005)","(5.5, 7.2, 6.96)","(2.6, 3.45, 3.31551724137931)","(13.0, 25.0, 21.666666666666668)","(5.0, 7.4, 6.828571428571428)","(5.0, 99999, 99990)"
10-01-2023 19:01:55.553076,"(4.0, 5.3, 5.0600000000000005)","(5.5, 7.2, 6.96)","(2.6, 3.45, 3.31551724137931)","(13.0, 25.0, 21.666666666666668)","(5.0, 7.4, 6.828571428571428)","(5.0, 99999, 99990)"
10-01-2023 19:01:56.683830,"(4.0, 5.3, 5.0600000000000005)","(5.5, 7.2, 6.96)","(2.6, 3.45, 3.31551724137931)","(13.0, 25.0, 21.666666666666668)","(5.0, 7.4, 6.828571428571428)","(5.0, 99999, 99990)"
10-01-2023 19:01:57.763080,"(4.0, 5.3, 5.0600000000000005)","(5.5, 7.2, 6.96)","(2.6, 3.45, 3.31551724137931)","(13.0, 25.0, 21.666666666666668)","(5.0, 7.4, 6.828571428571428)","(5.0, 99999, 99990)"
10-01-2023 19:01:58.968553,"(4.0, 5.3, 5.0600000000000005)","(5.5, 7.2, 6.96)","(2.6, 3.45, 3.31551724137931)","(13.0, 25.0, 21.666666666666668)","(5.0, 7.4, 6.828571428571428)","(5.0, 99999, 99990)"
10-01-2023 19:02:00.872685,"(4.0, 5.3, 5.0600000000000005)","(5.5, 7.2, 6.96)","(2.6, 3.45, 3.31551724137931)","(13.0, 25.0, 21.666666666666668)","(5.0, 7.4, 6.828571428571428)","(5.0, 99999, 99990)"
10-01-2023 19:02:01.951110,"(4.0, 5.3, 5.0600000000000005)","(5.5, 7.2, 6.96)","(2.6, 3.45, 3.31551724137931)","(13.0, 25.0, 21.666666666666668)","(5.0, 7.4, 6.828571428571428)","(5.0, 99999, 99990)"
10-01-2023 19:02:03.026110,"(4.0, 5.3, 5.0600000000000005)","(5.5, 7.2, 6.96)","(2.6, 3.45, 3.31551724137931)","(13.0, 25.0, 21.666666666666668)","(5.0, 7.4, 6.828571428571428)","(5.0, 99999, 99990)"
10-01-2023 19:02:04.296807,"(4.2, 5.3, 5.0600000000000005)","(5.5, 7.2, 6.96)","(2.6, 3.45, 3.31551724137931)","(14.0, 25.0, 20.0)","(5.0, 7.4, 6.828571428571428)","(5.0, 99999, 99990)"
10-01-2023 19:02:05.509979,"(4.2, 5.3, 5.0600000000000005)","(5.5, 7.2, 6.96)","(2.6, 3.45, 3.318)","(14.0, 25.0, 20.18181818181818)","(5.0, 7.4, 7.133333333333334)","(5.0, 99999, 99990)"
10-01-2023 19:02:06.602203,"(4.2, 5.3, 5.0600000000000005)","(5.5, 7.2, 6.96)","(2.6, 3.45, 3.31551724137931)","(14.0, 24.0, 19.142857142857142)","(5.0, 7.4, 7.133333333333334)","(5.0, 99999, 99990)"
10-01-2023 19:02:07.673108,"(4.2, 5.3, 5.0600000000000005)","(5.5, 7.2, 6.96)","(2.6, 3.45, 3.31551724137931)","(14.0, 23.0, 20.571428571428573)","(5.0, 7.4, 7.133333333333334)","(5.0, 99999, 99990)"
10-01-2023 19:02:08.793601,"(4.2, 5.3, 5.0600000000000005)","(5.5, 7.2, 6.96)","(2.6, 3.45, 3.31551724137931)","(14.0, 22.0, 20.571428571428573)","(5.0, 7.4, 7.133333333333334)","(5.0, 99999, 99990)"
10-01-2023 19:02:09.866613,"(4.2, 5.3, 5.0600000000000005)","(5.5, 7.2, 6.96)","(2.6, 3.45, 3.318)","(14.0, 21.0, 19.333333333333332)","(5.0, 7.4, 7.133333333333334)","(5.0, 99999, 99990)"
10-01-2023 19:02:10.945484,"(4.2, 5.3, 5.0600000000000005)","(5.5, 7.2, 6.96)","(2.6, 3.45, 3.318)","(14.0, 21.0, 19.333333333333332)","(5.0, 7.4, 7.133333333333334)","(5.0, 99999, 99990)"
10-01-2023 19:02:11.947596,"(4.2, 5.3, 5.0600000000000005)","(5.5, 7.2, 6.96)","(2.6, 3.45, 3.318)","(14.0, 21.0, 19.333333333333332)","(5.0, 7.4, 7.133333333333334)","(5.0, 99999, 99990)"
10-01-2023 19:02:13.057013,"(4.2, 5.3, 5.0600000000000005)","(5.5, 7.2, 6.96)","(2.6, 3.45, 3.318)","(14.0, 21.0, 19.333333333333332)","(5.0, 7.4, 7.133333333333334)","(5.0, 99999, 99990)"
10-01-2023 19:02:14.238946,"(4.2, 5.3, 5.0600000000000005)","(5.5, 7.2, 6.96)","(2.6, 3.45, 3.318)","(14.0, 21.0, 19.333333333333332)","(5.0, 7.4, 7.133333333333334)","(5.0, 99999, 99990)"
10-01-2023 19:02:15.356434,"(4.2, 5.3, 5.0600000000000005)","(5.5, 7.2, 6.96)","(2.6, 3.45, 3.318)","(14.0, 21.0, 19.333333333333332)","(5.0, 7.4, 7.133333333333334)","(5.0, 99999, 99990)"
10-01-2023 19:02:16.501253,"(4.2, 5.3, 5.0600000000000005)","(5.5, 7.2, 6.96)","(2.6, 3.45, 3.318)","(14.0, 21.0, 19.333333333333332)","(5.0, 7.4, 7.133333333333334)","(5.0, 99999, 99990)"
10-01-2023 19:02:17.574434,"(4.2, 5.3, 5.0600000000000005)","(5.5, 7.2, 6.96)","(2.6, 3.45, 3.318)","(14.0, 21.0, 19.333333333333332)","(5.0, 7.4, 7.133333333333334)","(5.0, 99999, 99990)"
10-01-2023 19:02:18.687777,"(4.2, 5.3, 5.0600000000000005)","(5.5, 7.2, 6.96)","(2.6, 3.45, 3.318)","(14.0, 21.0, 19.333333333333332)","(5.0, 7.4, 7.133333333333334)","(5.0, 99999, 99990)"
10-01-2023 19:02:19.797664,"(4.2, 5.3, 5.0600000000000005)","(5.5, 7.2, 6.96)","(2.6, 3.45, 3.318)","(14.0, 21.0, 19.0)","(5.0, 7.4, 7.133333333333334)","(5.0, 99999, 99990)"
10-01-2023 19:02:20.860850,"(4.2, 5.3, 5.0600000000000005)","(5.5, 7.2, 6.96)","(2.6, 3.45, 3.318)","(14.0, 21.0, 19.0)","(5.0, 7.4, 7.133333333333334)","(5.0, 99999, 99990)"
10-01-2023 19:02:21.989549,"(4.2, 5.3, 5.0600000000000005)","(5.5, 7.2, 6.96)","(2.6, 3.45, 3.318)","(14.0, 21.0, 19.0)","(5.0, 7.4, 7.133333333333334)","(5.0, 99999, 99990)"
10-01-2023 19:02:23.127247,"(4.2, 5.3, 5.0600000000000005)","(5.5, 7.2, 6.96)","(2.6, 3.45, 3.318)","(14.0, 21.0, 19.0)","(5.0, 7.4, 7.133333333333334)","(5.0, 99999, 99990)"
10-01-2023 19:02:24.227952,"(4.2, 5.3, 5.0600000000000005)","(5.5, 7.2, 6.96)","(2.6, 3.45, 3.318)","(14.0, 21.0, 19.0)","(5.0, 7.4, 7.133333333333334)","(5.0, 99999, 99990)"
10-01-2023 19:02:25.300154,"(4.2, 5.3, 5.0600000000000005)","(5.5, 7.2, 6.96)","(2.6, 3.45, 3.318)","(14.0, 21.0, 19.0)","(5.0, 7.4, 7.5)","(5.0, 99999, 99990)"
10-01-2023 19:02:26.304513,"(4.2, 5.3, 5.0600000000000005)","(5.5, 7.2, 6.96)","(2.6, 3.35, 3.325)","(14.0, 21.0, 19.0)","(5.0, 7.8, 7.254545454545454)","(5.0, 99999, 99990)"
10-01-2023 19:02:27.390572,"(4.2, 5.3, 5.0600000000000005)","(5.5, 7.2, 6.96)","(2.6, 3.45, 3.2294117647058824)","(14.0, 21.0, 19.0)","(5.0, 7.8, 7.254545454545454)","(5.0, 99999, 99990)"
10-01-2023 19:02:28.452110,"(4.2, 5.3, 5.133333333333333)","(5.5, 7.2, 6.96)","(2.6, 3.45, 3.2294117647058824)","(14.0, 21.0, 19.0)","(5.0, 7.8, 7.254545454545454)","(5.0, 99999, 99990)"
10-01-2023 19:02:29.552443,"(4.2, 5.3, 5.0)","(5.5, 7.2, 6.96)","(2.6, 3.45, 3.2294117647058824)","(14.0, 21.0, 19.0)","(5.0, 7.8, 7.254545454545454)","(5.0, 99999, 99990)"
10-01-2023 19:02:30.638678,"(4.2, 5.3, 5.0)","(5.5, 7.2, 6.96)","(2.6, 3.45, 3.2357142857142858)","(14.0, 21.0, 19.0)","(5.0, 7.8, 7.254545454545454)","(5.0, 99999, 99990)"
10-01-2023 19:02:31.672241,"(4.2, 5.3, 5.0)","(5.5, 7.2, 6.96)","(2.6, 3.45, 3.2357142857142858)","(14.0, 21.0, 19.0)","(5.0, 7.8, 7.254545454545454)","(5.0, 99999, 99990)"
10-01-2023 19:02:32.690075,"(4.2, 5.3, 5.0)","(5.5, 7.2, 6.96)","(2.6, 3.45, 3.2357142857142858)","(14.0, 21.0, 19.0)","(5.0, 7.8, 7.254545454545454)","(5.0, 99999, 99990)"
10-01-2023 19:02:33.652543,"(4.2, 5.3, 5.133333333333333)","(5.5, 7.2, 6.96)","(2.6, 3.45, 3.2357142857142858)","(14.0, 21.0, 19.0)","(5.0, 7.8, 7.254545454545454)","(5.0, 99999, 99990)"
10-01-2023 19:02:34.654793,"(4.2, 5.3, 5.184615384615385)","(5.5, 7.2, 6.96)","(2.6, 3.45, 3.2357142857142858)","(14.0, 21.0, 19.0)","(5.0, 7.8, 7.254545454545454)","(5.0, 99999, 99990)"
10-01-2023 19:02:35.809903,"(4.2, 5.3, 5.133333333333333)","(5.5, 7.2, 6.96)","(2.6, 3.45, 3.2357142857142858)","(14.0, 21.0, 19.0)","(5.0, 7.8, 7.254545454545454)","(5.0, 99999, 99990)"
10-01-2023 19:02:37.072280,"(4.2, 5.3, 5.133333333333333)","(5.5, 7.2, 6.96)","(2.6, 3.45, 3.2357142857142858)","(14.0, 21.0, 19.0)","(5.0, 7.8, 7.254545454545454)","(5.0, 99999, 99990)"
10-01-2023 19:02:38.289301,"(4.2, 5.3, 5.133333333333333)","(5.5, 7.2, 6.96)","(2.6, 3.45, 3.2357142857142858)","(14.0, 21.0, 19.0)","(5.0, 7.8, 7.254545454545454)","(5.0, 99999, 99990)"
10-01-2023 19:02:39.610249,"(4.2, 6.2, 5.983333333333333)","(5.5, 7.2, 6.96)","(2.6, 3.45, 3.2888888888888888)","(14.0, 21.0, 18.1875)","(5.0, 7.8, 7.254545454545454)","(5.0, 99999, 99990)"
10-01-2023 19:02:40.726532,"(4.2, 6.0, 5.153846153846154)","(5.5, 7.2, 6.96)","(2.6, 3.4, 3.3142857142857145)","(14.0, 21.0, 18.75)","(5.0, 7.8, 7.254545454545454)","(5.0, 99999, 99990)"
10-01-2023 19:02:41.835691,"(4.2, 5.8, 5.533333333333333)","(5.5, 7.2, 6.96)","(2.6, 3.4, 3.3142857142857145)","(14.0, 21.0, 18.75)","(5.0, 7.8, 7.254545454545454)","(5.0, 99999, 99990)"
10-01-2023 19:02:42.953195,"(4.2, 5.8, 5.228571428571429)","(5.5, 7.2, 6.96)","(2.6, 3.4, 3.0564935064935064)","(14.0, 21.0, 18.75)","(5.0, 7.8, 7.254545454545454)","(5.0, 99999, 99990)"
10-01-2023 19:02:44.094119,"(4.2, 5.8, 5.228571428571429)","(5.5, 7.2, 6.96)","(2.6, 3.1, 3.1928571428571426)","(14.0, 21.0, 18.923076923076923)","(5.0, 7.8, 7.254545454545454)","(5.0, 99999, 99990)"
10-01-2023 19:02:45.277740,"(4.2, 5.8, 5.228571428571429)","(5.5, 7.2, 6.96)","(2.6, 3.45, 3.3147058823529414)","(14.0, 21.0, 18.923076923076923)","(5.0, 7.8, 7.35)","(5.0, 99999, 99990)"
10-01-2023 19:02:46.337203,"(4.2, 5.8, 5.228571428571429)","(5.5, 7.2, 6.96)","(2.6, 3.35, 3.3147058823529414)","(14.0, 21.0, 18.923076923076923)","(5.0, 7.6, 7.35)","(5.0, 99999, 99990)"
10-01-2023 19:02:47.413113,"(4.2, 5.8, 5.177777777777778)","(5.5, 7.4, 6.92)","(2.6, 3.05, 2.984375)","(14.0, 21.0, 18.923076923076923)","(5.0, 7.6, 7.35)","(5.0, 99999, 99990)"
10-01-2023 19:02:48.532857,"(4.2, 5.7, 5.35)","(5.5, 7.4, 6.92)","(2.6, 3.05, 2.984375)","(14.0, 21.0, 18.545454545454547)","(5.0, 7.6, 7.35)","(5.0, 99999, 99990)"
10-01-2023 19:02:49.623021,"(4.2, 5.7, 5.35)","(5.5, 7.4, 6.92)","(2.6, 3.05, 2.984375)","(14.0, 21.0, 18.545454545454547)","(5.0, 7.6, 7.35)","(5.0, 99999, 99990)"
10-01-2023 19:02:50.628211,"(4.2, 5.7, 5.35)","(5.5, 7.4, 6.92)","(2.6, 3.05, 2.9839622641509433)","(14.0, 21.0, 18.545454545454547)","(5.0, 7.6, 7.145454545454545)","(5.0, 99999, 99990)"
10-01-2023 19:02:51.789384,"(4.2, 5.7, 5.35)","(5.5, 7.4, 6.92)","(2.6, 3.05, 2.9839622641509433)","(14.0, 21.0, 17.0)","(5.0, 7.6, 7.145454545454545)","(5.0, 99999, 99990)"
10-01-2023 19:02:52.906870,"(4.2, 5.8, 5.2)","(5.5, 7.4, 6.92)","(2.6, 3.05, 2.9839622641509433)","(14.0, 18.5, 17.0)","(5.0, 7.6, 7.145454545454545)","(5.0, 99999, 99990)"
10-01-2023 19:02:53.988516,"(4.2, 5.8, 5.2)","(5.5, 7.4, 6.92)","(2.6, 3.05, 2.9839622641509433)","(14.0, 18.0, 17.0)","(5.0, 7.6, 7.145454545454545)","(5.0, 99999, 99990)"
10-01-2023 19:02:55.075853,"(4.2, 5.8, 5.3090909090909095)","(5.5, 7.4, 6.92)","(2.6, 3.05, 2.9839622641509433)","(14.0, 18.0, 17.0)","(5.0, 7.6, 7.145454545454545)","(5.0, 99999, 99990)"
10-01-2023 19:02:56.153131,"(4.2, 5.8, 5.3090909090909095)","(5.5, 7.4, 7.08)","(2.6, 3.05, 2.9839622641509433)","(14.0, 18.0, 17.0)","(5.0, 7.6, 7.145454545454545)","(5.0, 99999, 99990)"
10-01-2023 19:02:57.247985,"(4.2, 5.8, 5.3090909090909095)","(5.5, 7.4, 7.08)","(2.6, 3.05, 2.9839622641509433)","(14.0, 18.0, 17.0)","(5.0, 7.6, 7.145454545454545)","(5.0, 99999, 99990)"
10-01-2023 19:02:58.349327,"(4.2, 5.8, 5.3090909090909095)","(5.5, 7.4, 7.08)","(2.6, 3.05, 2.9839622641509433)","(14.0, 18.0, 17.0)","(5.0, 7.6, 7.145454545454545)","(5.0, 99999, 99990)"
10-01-2023 19:02:59.388918,"(4.2, 5.8, 5.3090909090909095)","(5.5, 7.4, 7.08)","(2.6, 3.05, 2.9839622641509433)","(14.0, 18.0, 17.0)","(5.0, 7.6, 7.145454545454545)","(5.0, 99999, 99990)"
10-01-2023 19:03:00.522287,"(4.2, 5.8, 5.44)","(5.5, 7.4, 7.08)","(2.6, 3.05, 2.9839622641509433)","(14.0, 18.0, 17.0)","(5.0, 7.6, 7.145454545454545)","(5.0, 99999, 99990)"
10-01-2023 19:03:01.653668,"(4.2, 5.8, 5.44)","(5.5, 7.4, 7.08)","(2.6, 3.05, 2.9839622641509433)","(14.0, 18.0, 16.875)","(5.0, 7.6, 7.145454545454545)","(5.0, 99999, 99990)"
10-01-2023 19:03:02.790759,"(4.2, 5.8, 5.425)","(5.5, 7.4, 7.08)","(2.6, 3.05, 2.9839622641509433)","(14.0, 18.0, 16.875)","(5.0, 7.6, 7.036363636363636)","(5.0, 99999, 99990)"
10-01-2023 19:03:03.849499,"(4.2, 5.8, 5.425)","(5.5, 7.4, 7.08)","(2.6, 3.05, 2.9839622641509433)","(14.0, 18.0, 16.875)","(5.0, 7.4, 7.036363636363636)","(5.0, 99999, 99990)"
10-01-2023 19:03:04.949324,"(4.2, 5.8, 5.425)","(5.5, 7.4, 7.08)","(2.6, 3.05, 2.9839622641509433)","(14.0, 18.0, 16.875)","(5.0, 7.4, 7.036363636363636)","(5.0, 99999, 99990)"
10-01-2023 19:03:06.057803,"(4.2, 5.8, 5.425)","(5.5, 7.4, 7.08)","(2.6, 3.05, 2.9839622641509433)","(14.0, 18.0, 16.875)","(5.0, 7.4, 7.036363636363636)","(5.0, 99999, 99990)"
10-01-2023 19:03:07.095351,"(4.2, 5.8, 5.425)","(5.5, 7.4, 7.08)","(2.6, 3.05, 2.9839622641509433)","(14.0, 18.0, 16.875)","(5.0, 7.4, 7.036363636363636)","(5.0, 99999, 99990)"
10-01-2023 19:03:08.360478,"(4.2, 5.8, 5.425)","(5.5, 7.4, 7.08)","(2.6, 3.05, 2.9839622641509433)","(14.0, 18.0, 16.75)","(5.0, 7.4, 7.036363636363636)","(5.0, 99999, 99990)"
10-01-2023 19:03:09.665544,"(4.2, 5.8, 5.425)","(5.5, 7.4, 7.08)","(2.6, 3.05, 2.9839622641509433)","(14.0, 18.5, 17.0)","(5.0, 7.4, 7.036363636363636)","(5.0, 99999, 99990)"
10-01-2023 19:03:10.736332,"(4.2, 5.8, 5.425)","(5.5, 7.4, 7.08)","(2.6, 3.05, 2.9839622641509433)","(14.0, 18.0, 17.0)","(5.0, 7.4, 7.036363636363636)","(5.0, 99999, 99990)"
10-01-2023 19:03:11.896834,"(4.2, 5.8, 5.425)","(5.5, 7.4, 7.08)","(2.6, 3.05, 2.9839622641509433)","(14.0, 18.0, 17.0)","(5.0, 7.4, 7.036363636363636)","(5.0, 99999, 99990)"
10-01-2023 19:03:13.108285,"(4.2, 5.8, 5.425)","(5.5, 7.4, 7.08)","(2.6, 3.05, 2.9839622641509433)","(14.0, 18.0, 17.0)","(5.0, 7.4, 7.036363636363636)","(5.0, 99999, 99990)"
10-01-2023 19:03:14.274864,"(4.2, 5.8, 5.425)","(5.5, 7.4, 7.08)","(2.6, 3.05, 2.9839622641509433)","(14.0, 18.0, 17.0)","(5.0, 7.4, 7.036363636363636)","(5.0, 99999, 99990)"
10-01-2023 19:03:15.419226,"(4.2, 5.8, 5.425)","(5.5, 7.4, 7.08)","(2.6, 3.05, 2.9839622641509433)","(14.0, 18.0, 17.0)","(5.0, 7.4, 7.036363636363636)","(5.0, 99999, 99990)"
10-01-2023 19:03:16.597946,"(4.2, 5.8, 5.425)","(5.5, 7.4, 7.08)","(2.6, 3.05, 2.9839622641509433)","(14.0, 18.0, 17.0)","(5.0, 7.4, 7.036363636363636)","(5.0, 99999, 99990)"
10-01-2023 19:03:17.877253,"(4.2, 5.8, 5.218181818181818)","(5.5, 7.4, 7.147368421052632)","(2.6, 3.05, 2.9836842105263157)","(14.0, 18.0, 17.0)","(5.0, 7.4, 7.0)","(5.0, 99999, 99990)"
10-01-2023 19:03:19.334175,"(4.2, 5.8, 5.184615384615385)","(5.5, 7.4, 7.133333333333334)","(2.6, 3.05, 2.9836842105263157)","(14.0, 18.0, 16.875)","(5.0, 7.4, 7.015384615384615)","(5.0, 99999, 99990)"
10-01-2023 19:03:20.497289,"(4.2, 5.8, 5.184615384615385)","(5.5, 7.4, 7.133333333333334)","(2.6, 3.05, 2.9836842105263157)","(14.0, 18.0, 16.875)","(5.0, 7.2, 7.015384615384615)","(5.0, 99999, 99990)"
10-01-2023 19:03:21.598154,"(4.2, 5.8, 5.184615384615385)","(5.5, 7.4, 7.133333333333334)","(2.6, 3.05, 2.9836842105263157)","(14.0, 18.0, 16.875)","(5.0, 7.2, 7.015384615384615)","(5.0, 99999, 99990)"
10-01-2023 19:03:22.725023,"(4.2, 5.8, 5.184615384615385)","(5.5, 7.4, 7.133333333333334)","(2.6, 3.05, 2.9836842105263157)","(14.0, 18.0, 16.875)","(5.0, 7.2, 7.015384615384615)","(5.0, 99999, 99990)"
10-01-2023 19:03:23.896286,"(4.2, 5.8, 5.184615384615385)","(5.5, 7.4, 7.133333333333334)","(2.6, 3.05, 2.9836842105263157)","(14.0, 18.0, 17.0)","(5.0, 7.2, 7.015384615384615)","(5.0, 99999, 99990)"
10-01-2023 19:03:24.986302,"(4.2, 5.8, 5.184615384615385)","(5.5, 7.4, 7.133333333333334)","(2.6, 3.05, 2.9836842105263157)","(14.0, 18.5, 17.0)","(5.0, 7.2, 6.96)","(5.0, 99999, 99990)"
10-01-2023 19:03:25.989485,"(4.2, 5.8, 5.184615384615385)","(5.5, 7.4, 7.133333333333334)","(2.6, 3.05, 2.9836842105263157)","(14.0, 18.5, 16.75)","(5.0, 7.2, 6.96)","(5.0, 99999, 99990)"
10-01-2023 19:03:27.042727,"(4.2, 5.8, 5.184615384615385)","(5.5, 7.4, 7.133333333333334)","(2.6, 3.05, 2.9836842105263157)","(14.0, 18.5, 16.75)","(5.0, 7.2, 7.015384615384615)","(5.0, 99999, 99990)"
10-01-2023 19:03:28.150211,"(4.2, 5.8, 5.184615384615385)","(5.5, 7.4, 7.133333333333334)","(2.6, 3.05, 2.9836842105263157)","(14.0, 18.5, 16.75)","(5.0, 7.2, 7.015384615384615)","(5.0, 99999, 99990)"
10-01-2023 19:03:29.234294,"(4.2, 5.8, 5.184615384615385)","(5.5, 7.4, 7.133333333333334)","(2.6, 3.05, 2.9836842105263157)","(14.0, 18.5, 16.75)","(5.0, 7.2, 7.015384615384615)","(5.0, 99999, 99990)"
10-01-2023 19:03:30.311189,"(4.2, 5.8, 5.184615384615385)","(5.5, 7.4, 7.133333333333334)","(2.6, 3.05, 2.9836842105263157)","(14.0, 18.5, 16.75)","(5.0, 7.2, 7.015384615384615)","(5.0, 99999, 99990)"
10-01-2023 19:03:31.427541,"(4.2, 5.8, 5.184615384615385)","(5.5, 7.4, 7.133333333333334)","(2.6, 3.05, 2.9836842105263157)","(14.0, 18.5, 16.75)","(5.0, 7.2, 6.96)","(5.0, 99999, 99990)"
10-01-2023 19:03:32.545803,"(4.2, 5.8, 5.184615384615385)","(5.5, 7.4, 7.133333333333334)","(2.6, 3.05, 2.9836842105263157)","(14.0, 18.5, 16.75)","(5.0, 7.2, 6.96)","(5.0, 99999, 99990)"
10-01-2023 19:03:33.618313,"(4.2, 5.8, 5.184615384615385)","(5.5, 7.4, 7.133333333333334)","(2.6, 3.05, 2.9836842105263157)","(14.0, 18.5, 16.75)","(5.0, 7.2, 7.015384615384615)","(5.0, 99999, 99990)"
10-01-2023 19:03:34.658109,"(4.2, 5.8, 5.184615384615385)","(5.5, 7.4, 7.133333333333334)","(2.6, 3.05, 2.9836842105263157)","(14.0, 18.5, 16.75)","(5.0, 7.2, 7.015384615384615)","(5.0, 99999, 99990)"
10-01-2023 19:03:35.792906,"(4.2, 5.8, 5.184615384615385)","(5.5, 7.4, 7.133333333333334)","(2.6, 3.05, 2.9836842105263157)","(14.0, 18.5, 16.75)","(5.0, 7.2, 7.015384615384615)","(5.0, 99999, 99990)"
10-01-2023 19:03:36.921844,"(4.2, 5.8, 5.184615384615385)","(5.5, 7.4, 7.133333333333334)","(2.6, 3.05, 2.9836842105263157)","(14.0, 18.5, 16.833333333333332)","(5.0, 7.2, 6.857142857142857)","(5.0, 99999, 99990)"
10-01-2023 19:03:38.000775,"(4.2, 5.8, 5.184615384615385)","(5.5, 7.4, 7.133333333333334)","(2.6, 3.05, 2.9836842105263157)","(14.0, 18.5, 16.833333333333332)","(5.0, 7.2, 6.857142857142857)","(5.0, 99999, 99990)"
10-01-2023 19:03:39.100741,"(4.2, 5.8, 5.184615384615385)","(5.5, 7.4, 7.133333333333334)","(2.6, 3.05, 2.9836842105263157)","(14.0, 18.5, 16.833333333333332)","(5.0, 7.2, 6.857142857142857)","(5.0, 99999, 99990)"
10-01-2023 19:03:40.175094,"(4.2, 5.8, 5.184615384615385)","(5.5, 7.4, 7.133333333333334)","(2.6, 3.05, 2.9836842105263157)","(14.0, 18.5, 16.833333333333332)","(5.0, 7.2, 6.857142857142857)","(5.0, 99999, 99990)"
10-01-2023 19:03:41.276787,"(4.2, 5.8, 5.184615384615385)","(5.5, 7.4, 7.133333333333334)","(2.6, 3.05, 2.9836842105263157)","(14.0, 18.5, 16.833333333333332)","(5.0, 7.2, 6.857142857142857)","(5.0, 99999, 99990)"
10-01-2023 19:03:42.555613,"(4.2, 5.8, 5.184615384615385)","(5.5, 7.4, 7.133333333333334)","(2.6, 3.05, 2.9841176470588233)","(14.0, 18.5, 16.833333333333332)","(5.0, 7.2, 6.857142857142857)","(5.0, 99999, 99990)"
10-01-2023 19:03:43.768548,"(4.2, 5.8, 5.184615384615385)","(5.5, 7.4, 7.133333333333334)","(2.6, 3.05, 2.9841176470588233)","(14.0, 18.5, 16.833333333333332)","(5.0, 7.2, 6.857142857142857)","(5.0, 99999, 99990)"
10-01-2023 19:03:44.865850,"(4.2, 5.8, 5.184615384615385)","(5.5, 7.4, 7.133333333333334)","(2.6, 3.05, 2.9841176470588233)","(14.0, 18.5, 16.833333333333332)","(5.0, 7.2, 6.857142857142857)","(5.0, 99999, 99990)"
10-01-2023 19:03:45.965732,"(4.2, 5.8, 5.184615384615385)","(5.5, 7.4, 7.133333333333334)","(2.6, 3.05, 2.9841176470588233)","(14.0, 18.5, 16.833333333333332)","(5.0, 7.2, 6.857142857142857)","(5.0, 99999, 99990)"
10-01-2023 19:03:47.075777,"(4.2, 5.8, 5.184615384615385)","(5.5, 7.4, 7.133333333333334)","(2.6, 3.05, 2.9841176470588233)","(14.0, 18.5, 16.833333333333332)","(5.0, 7.2, 6.857142857142857)","(5.0, 99999, 99990)"
10-01-2023 19:03:48.227112,"(4.2, 5.8, 5.184615384615385)","(5.5, 7.4, 7.133333333333334)","(2.6, 3.05, 2.99)","(14.0, 18.5, 16.833333333333332)","(5.0, 7.2, 6.857142857142857)","(5.0, 99999, 99990)"
10-01-2023 19:03:49.370178,"(4.2, 5.8, 5.184615384615385)","(5.5, 7.4, 7.133333333333334)","(2.6, 3.0, 2.99)","(14.0, 18.5, 16.833333333333332)","(5.0, 7.2, 6.857142857142857)","(5.0, 99999, 99990)"
