,Stone,Amarillo Slim,Pattys Regret,Barefoot Di,Starlight Belle,Malis Whitey,Blackpool Coco,Midnight Image
16-12-2022 13:38:02.841239,"(4.0, 6.4, 5.766666666666667)","(21.0, 48.0, 22.666666666666668)","(7.5, 15.5, 15.11111111111111)","(3.0, 4.2, 4.0)","(6.5, 10.5, 7.433333333333334)","(13.0, 27.0, 16.2)","(15.0, 29.0, 19.333333333333332)","(3.9, 5.8, 4.7)"
16-12-2022 13:38:03.900464,"(4.0, 6.4, 5.833333333333334)","(21.0, 50.0, 24.583333333333332)","(7.5, 15.5, 15.11111111111111)","(3.0, 4.2, 4.0)","(6.5, 10.5, 7.433333333333334)","(13.0, 27.0, 16.2)","(15.0, 29.0, 19.333333333333332)","(3.9, 5.8, 4.7)"
16-12-2022 13:38:05.020613,"(4.0, 7.0, 5.6875)","(21.0, 50.0, 24.583333333333332)","(7.5, 17.0, 16.444444444444443)","(3.0, 4.2, 3.5)","(6.5, 10.5, 7.433333333333334)","(13.0, 27.0, 16.2)","(15.0, 29.0, 19.333333333333332)","(3.9, 5.8, 4.7)"
16-12-2022 13:38:06.213834,"(4.0, 7.0, 5.8125)","(21.0, 50.0, 24.583333333333332)","(7.5, 16.5, 16.0)","(3.0, 4.2, 3.3600000000000003)","(6.5, 10.5, 7.433333333333334)","(13.0, 27.0, 16.2)","(15.0, 29.0, 19.333333333333332)","(3.9, 5.8, 4.7)"
16-12-2022 13:38:07.343931,"(4.0, 7.0, 5.6343749999999995)","(21.0, 50.0, 24.583333333333332)","(7.5, 16.5, 16.0)","(3.0, 4.2, 3.332)","(6.5, 10.5, 7.433333333333334)","(13.0, 27.0, 16.2)","(15.0, 29.0, 19.333333333333332)","(3.9, 5.8, 4.7)"
16-12-2022 13:38:08.469530,"(4.0, 7.0, 5.6343749999999995)","(21.0, 50.0, 24.583333333333332)","(7.5, 16.5, 14.76923076923077)","(3.0, 4.2, 3.332)","(6.5, 10.5, 7.433333333333334)","(13.0, 27.0, 16.2)","(15.0, 29.0, 19.333333333333332)","(3.9, 5.8, 4.7)"
16-12-2022 13:38:09.489552,"(4.0, 7.0, 5.6343749999999995)","(21.0, 50.0, 22.88888888888889)","(7.5, 16.5, 14.76923076923077)","(3.0, 4.2, 3.332)","(6.5, 10.5, 7.433333333333334)","(13.0, 27.0, 16.2)","(15.0, 29.0, 19.333333333333332)","(3.9, 5.8, 4.7)"
16-12-2022 13:38:10.546967,"(4.0, 7.0, 5.8125)","(21.0, 50.0, 24.583333333333332)","(7.5, 16.5, 14.0)","(3.0, 4.2, 3.332)","(6.5, 10.5, 7.433333333333334)","(13.0, 27.0, 16.2)","(15.0, 29.0, 19.333333333333332)","(3.9, 5.8, 4.7)"
16-12-2022 13:38:11.646724,"(4.0, 7.0, 5.8125)","(21.0, 50.0, 24.583333333333332)","(7.5, 16.5, 14.0)","(3.0, 4.2, 3.332)","(6.5, 10.5, 7.433333333333334)","(13.0, 27.0, 16.2)","(15.0, 29.0, 19.333333333333332)","(3.9, 5.8, 4.7)"
16-12-2022 13:38:12.765522,"(4.0, 7.0, 5.8125)","(21.0, 50.0, 24.583333333333332)","(7.5, 16.5, 11.846153846153847)","(3.0, 4.2, 3.74)","(6.5, 10.5, 7.433333333333334)","(13.0, 27.0, 16.2)","(15.0, 29.0, 19.333333333333332)","(3.9, 5.8, 4.7)"
16-12-2022 13:38:13.925649,"(4.0, 7.0, 5.8125)","(21.0, 50.0, 22.88888888888889)","(7.5, 16.5, 12.964285714285715)","(3.0, 4.0, 3.74)","(6.5, 10.5, 7.433333333333334)","(13.0, 27.0, 16.2)","(15.0, 29.0, 19.333333333333332)","(3.9, 5.8, 4.7)"
16-12-2022 13:38:15.038873,"(4.0, 7.0, 5.8125)","(21.0, 55.0, 23.444444444444443)","(7.5, 16.5, 12.964285714285715)","(3.0, 4.0, 3.74)","(6.5, 10.5, 7.433333333333334)","(13.0, 27.0, 16.2)","(15.0, 29.0, 19.333333333333332)","(3.9, 5.8, 4.7)"
16-12-2022 13:38:16.122016,"(4.0, 7.0, 5.8125)","(21.0, 55.0, 23.444444444444443)","(7.5, 16.5, 12.964285714285715)","(3.0, 4.0, 3.74)","(6.5, 10.5, 7.433333333333334)","(13.0, 27.0, 16.2)","(15.0, 29.0, 19.333333333333332)","(3.9, 5.8, 5.433333333333334)"
16-12-2022 13:38:17.136539,"(4.0, 7.0, 5.8125)","(21.0, 55.0, 23.444444444444443)","(7.5, 16.5, 12.964285714285715)","(3.0, 4.0, 3.74)","(6.5, 10.5, 7.433333333333334)","(13.0, 27.0, 16.2)","(15.0, 29.0, 19.333333333333332)","(3.9, 5.8, 5.63076923076923)"
16-12-2022 13:38:18.148455,"(4.0, 7.0, 6.109375)","(21.0, 55.0, 30.666666666666664)","(7.5, 16.5, 13.588235294117647)","(3.0, 4.0, 3.87)","(6.5, 10.5, 8.66)","(13.0, 27.0, 16.2)","(15.0, 29.0, 19.333333333333332)","(3.9, 5.8, 5.63076923076923)"
16-12-2022 13:38:19.207378,"(4.0, 7.0, 6.109375)","(21.0, 55.0, 23.444444444444443)","(7.5, 17.0, 16.642857142857142)","(3.0, 4.0, 3.87)","(6.5, 10.5, 8.66)","(13.0, 27.0, 16.2)","(15.0, 29.0, 19.333333333333332)","(3.9, 5.8, 5.63076923076923)"
16-12-2022 13:38:20.289036,"(4.0, 7.0, 6.109375)","(21.0, 55.0, 23.444444444444443)","(7.5, 17.0, 16.6875)","(3.0, 4.0, 3.87)","(6.5, 10.5, 8.66)","(13.0, 27.0, 16.2)","(15.0, 29.0, 19.333333333333332)","(3.9, 5.8, 5.63076923076923)"
16-12-2022 13:38:21.390088,"(4.0, 7.0, 6.109375)","(21.0, 55.0, 23.444444444444443)","(7.5, 17.0, 16.6875)","(3.0, 4.0, 3.87)","(6.5, 10.5, 8.66)","(13.0, 27.0, 20.42857142857143)","(15.0, 29.0, 19.333333333333332)","(3.9, 5.8, 5.63076923076923)"
16-12-2022 13:38:22.487928,"(4.0, 7.0, 6.109375)","(21.0, 55.0, 23.444444444444443)","(7.5, 17.0, 16.6875)","(3.0, 4.0, 3.87)","(6.5, 10.5, 8.66)","(13.0, 26.0, 19.75)","(15.0, 29.0, 19.333333333333332)","(3.9, 5.8, 5.63076923076923)"
16-12-2022 13:38:23.623751,"(4.0, 7.0, 6.109375)","(21.0, 55.0, 23.444444444444443)","(7.5, 17.0, 16.6875)","(3.0, 4.0, 3.87)","(6.5, 10.5, 8.66)","(13.0, 26.0, 19.75)","(15.0, 29.0, 19.333333333333332)","(3.9, 5.8, 5.63076923076923)"
16-12-2022 13:38:24.689206,"(4.0, 7.0, 6.109375)","(21.0, 55.0, 23.444444444444443)","(7.5, 17.0, 16.6875)","(3.0, 4.0, 3.3066666666666666)","(6.5, 10.5, 8.66)","(13.0, 26.0, 19.75)","(15.0, 29.0, 19.333333333333332)","(3.9, 5.8, 4.7)"
16-12-2022 13:38:25.823471,"(4.0, 7.0, 6.109375)","(21.0, 55.0, 23.444444444444443)","(7.5, 17.0, 17.764705882352942)","(3.0, 4.0, 3.343157894736842)","(6.5, 10.5, 8.66)","(13.0, 26.0, 19.75)","(15.0, 29.0, 19.333333333333332)","(3.9, 5.8, 4.7)"
16-12-2022 13:38:27.001916,"(4.0, 7.0, 6.109375)","(21.0, 55.0, 23.444444444444443)","(7.5, 19.0, 17.764705882352942)","(3.0, 4.0, 3.343157894736842)","(6.5, 10.5, 8.66)","(13.0, 26.0, 19.75)","(15.0, 29.0, 19.333333333333332)","(3.9, 5.8, 4.7)"
16-12-2022 13:38:28.172307,"(4.0, 7.0, 6.109375)","(21.0, 55.0, 30.666666666666664)","(7.5, 19.0, 17.764705882352942)","(3.0, 4.0, 3.343157894736842)","(6.5, 10.5, 8.66)","(13.0, 26.0, 19.75)","(15.0, 29.0, 19.333333333333332)","(3.9, 5.8, 4.7)"
16-12-2022 13:38:29.197566,"(4.0, 7.0, 6.109375)","(21.0, 55.0, 23.444444444444443)","(7.5, 19.0, 17.764705882352942)","(3.0, 4.0, 3.343157894736842)","(6.5, 10.5, 9.214285714285714)","(13.0, 26.0, 20.0)","(15.0, 29.0, 26.416666666666668)","(3.9, 5.8, 3.815384615384615)"
16-12-2022 13:38:30.219468,"(4.0, 7.0, 6.136363636363637)","(21.0, 55.0, 23.444444444444443)","(7.5, 19.0, 17.764705882352942)","(3.0, 3.95, 3.0608333333333335)","(6.5, 10.5, 8.515384615384615)","(13.0, 26.0, 20.0)","(15.0, 29.0, 26.416666666666668)","(3.9, 5.8, 3.815384615384615)"
16-12-2022 13:38:31.316555,"(4.0, 7.0, 6.136363636363637)","(21.0, 55.0, 23.444444444444443)","(7.5, 19.0, 17.764705882352942)","(3.0, 3.95, 3.0608333333333335)","(6.5, 10.5, 8.515384615384615)","(13.0, 26.0, 19.75)","(15.0, 29.0, 26.416666666666668)","(3.9, 5.8, 3.815384615384615)"
16-12-2022 13:38:32.410833,"(4.0, 7.0, 6.136363636363637)","(21.0, 55.0, 23.444444444444443)","(7.5, 19.0, 17.764705882352942)","(3.0, 3.95, 3.0608333333333335)","(6.5, 10.5, 8.515384615384615)","(13.0, 26.0, 19.75)","(15.0, 29.0, 26.416666666666668)","(3.9, 5.8, 3.815384615384615)"
16-12-2022 13:38:33.531791,"(4.0, 7.0, 6.136363636363637)","(21.0, 55.0, 23.444444444444443)","(7.5, 19.0, 17.764705882352942)","(3.0, 3.95, 3.0608333333333335)","(6.5, 10.5, 8.515384615384615)","(13.0, 26.0, 19.75)","(15.0, 29.0, 26.416666666666668)","(3.9, 5.8, 3.815384615384615)"
16-12-2022 13:38:34.717312,"(4.0, 7.0, 6.136363636363637)","(21.0, 55.0, 25.416666666666668)","(7.5, 19.0, 17.5)","(3.0, 3.95, 3.1416666666666666)","(6.5, 10.5, 7.568181818181818)","(13.0, 26.0, 19.75)","(15.0, 29.0, 19.7)","(3.9, 5.8, 3.815384615384615)"
16-12-2022 13:38:35.820011,"(4.0, 7.0, 6.136363636363637)","(21.0, 50.0, 24.583333333333332)","(7.5, 18.5, 17.5)","(3.0, 3.95, 3.1416666666666666)","(6.5, 10.5, 7.140625)","(13.0, 26.0, 19.75)","(15.0, 29.0, 19.7)","(3.9, 5.8, 3.815384615384615)"
16-12-2022 13:38:36.858603,"(4.0, 7.0, 6.136363636363637)","(21.0, 50.0, 24.583333333333332)","(7.5, 18.5, 17.125)","(3.0, 3.95, 3.1416666666666666)","(6.5, 10.5, 8.246153846153845)","(13.0, 26.0, 19.75)","(15.0, 29.0, 19.7)","(3.9, 5.8, 3.815384615384615)"
16-12-2022 13:38:37.901276,"(4.0, 7.0, 6.136363636363637)","(21.0, 55.0, 25.416666666666668)","(7.5, 18.5, 17.125)","(3.0, 3.95, 3.1416666666666666)","(6.5, 10.0, 8.490909090909092)","(13.0, 26.0, 19.75)","(15.0, 29.0, 19.7)","(3.9, 5.8, 3.815384615384615)"
16-12-2022 13:38:38.987552,"(4.0, 7.0, 6.136363636363637)","(21.0, 55.0, 25.416666666666668)","(7.5, 18.5, 17.125)","(3.0, 3.95, 3.1416666666666666)","(6.5, 9.8, 9.175)","(13.0, 26.0, 19.75)","(15.0, 29.0, 19.4)","(3.9, 5.8, 3.855)"
16-12-2022 13:38:40.086867,"(4.0, 7.0, 6.136363636363637)","(21.0, 55.0, 25.416666666666668)","(7.5, 18.5, 18.133333333333333)","(3.0, 3.95, 3.1416666666666666)","(6.5, 9.6, 9.175)","(13.0, 26.0, 19.75)","(15.0, 29.0, 19.4)","(3.9, 5.7, 4.625)"
16-12-2022 13:38:41.220420,"(4.0, 7.0, 6.136363636363637)","(21.0, 55.0, 23.444444444444443)","(7.5, 18.5, 16.0)","(3.0, 3.95, 3.1416666666666666)","(6.5, 9.6, 9.175)","(13.0, 26.0, 19.75)","(15.0, 29.0, 19.4)","(3.9, 5.6, 4.625)"
16-12-2022 13:38:42.283405,"(4.0, 7.0, 6.136363636363637)","(21.0, 55.0, 23.444444444444443)","(7.5, 18.5, 16.0)","(3.0, 3.95, 3.1416666666666666)","(6.5, 9.6, 9.175)","(13.0, 26.0, 19.75)","(15.0, 29.0, 19.4)","(3.9, 5.6, 4.625)"
16-12-2022 13:38:43.381339,"(4.0, 7.0, 6.136363636363637)","(21.0, 55.0, 23.444444444444443)","(7.5, 18.5, 16.0)","(3.0, 3.95, 3.158333333333333)","(6.5, 9.6, 9.175)","(13.0, 26.0, 19.75)","(15.0, 29.0, 19.4)","(3.9, 5.6, 4.625)"
16-12-2022 13:38:44.500659,"(4.0, 7.0, 6.136363636363637)","(21.0, 55.0, 23.444444444444443)","(7.5, 18.5, 16.0)","(3.0, 3.95, 3.158333333333333)","(6.5, 9.6, 9.175)","(13.0, 26.0, 19.75)","(15.0, 29.0, 19.4)","(3.9, 5.6, 4.625)"
16-12-2022 13:38:45.618015,"(4.0, 7.0, 6.136363636363637)","(21.0, 55.0, 23.444444444444443)","(7.5, 18.5, 17.75)","(3.0, 3.95, 3.158333333333333)","(6.5, 9.6, 9.175)","(13.0, 26.0, 19.75)","(15.0, 29.0, 25.307692307692307)","(3.9, 5.6, 5.3625)"
16-12-2022 13:38:46.791892,"(4.0, 7.0, 6.136363636363637)","(21.0, 55.0, 23.444444444444443)","(7.5, 18.5, 17.75)","(3.0, 3.95, 3.158333333333333)","(6.5, 9.6, 9.175)","(13.0, 26.0, 19.75)","(15.0, 29.0, 25.307692307692307)","(3.9, 5.6, 5.41)"
16-12-2022 13:38:47.917182,"(4.0, 7.0, 6.136363636363637)","(21.0, 55.0, 23.444444444444443)","(7.5, 18.5, 16.25)","(3.0, 3.95, 3.158333333333333)","(6.5, 9.6, 9.175)","(13.0, 26.0, 19.75)","(15.0, 29.0, 25.307692307692307)","(3.9, 5.6, 5.41)"
16-12-2022 13:38:49.003709,"(4.0, 7.0, 6.136363636363637)","(21.0, 55.0, 23.444444444444443)","(7.5, 18.5, 16.25)","(3.0, 3.95, 3.158333333333333)","(6.5, 9.6, 9.175)","(13.0, 26.0, 19.75)","(15.0, 29.0, 25.307692307692307)","(3.9, 5.6, 5.41)"
16-12-2022 13:38:50.021340,"(4.0, 7.0, 6.136363636363637)","(21.0, 55.0, 23.444444444444443)","(7.5, 18.5, 16.25)","(3.0, 3.95, 3.158333333333333)","(6.5, 9.6, 9.175)","(13.0, 26.0, 19.75)","(15.0, 29.0, 25.307692307692307)","(3.9, 5.6, 5.41)"
16-12-2022 13:38:51.052340,"(4.0, 7.0, 6.136363636363637)","(21.0, 55.0, 23.444444444444443)","(7.5, 18.5, 16.25)","(3.0, 3.95, 3.158333333333333)","(6.5, 9.6, 9.175)","(13.0, 26.0, 19.75)","(15.0, 29.0, 25.307692307692307)","(3.9, 5.6, 5.41)"
16-12-2022 13:38:52.182632,"(4.0, 7.0, 6.136363636363637)","(21.0, 55.0, 23.444444444444443)","(7.5, 18.5, 16.25)","(3.0, 3.95, 3.158333333333333)","(6.5, 9.6, 9.175)","(13.0, 26.0, 19.75)","(15.0, 29.0, 25.307692307692307)","(3.9, 5.6, 5.41)"
16-12-2022 13:38:53.343705,"(4.0, 7.0, 6.136363636363637)","(21.0, 55.0, 23.444444444444443)","(7.5, 18.5, 16.25)","(3.0, 3.95, 3.158333333333333)","(6.5, 9.6, 9.175)","(13.0, 26.0, 19.75)","(15.0, 29.0, 25.307692307692307)","(3.9, 5.6, 5.41)"
16-12-2022 13:38:54.500680,"(4.0, 7.0, 6.136363636363637)","(21.0, 55.0, 23.444444444444443)","(7.5, 18.5, 18.09090909090909)","(3.0, 3.95, 3.158333333333333)","(6.5, 9.6, 9.175)","(13.0, 26.0, 19.75)","(15.0, 29.0, 19.4)","(3.9, 5.6, 5.41)"
16-12-2022 13:38:55.628404,"(4.0, 7.0, 6.136363636363637)","(21.0, 55.0, 23.444444444444443)","(7.5, 18.5, 18.09090909090909)","(3.0, 3.95, 3.158333333333333)","(6.5, 9.6, 9.175)","(13.0, 26.0, 19.75)","(15.0, 29.0, 19.4)","(3.9, 5.6, 5.41)"
16-12-2022 13:38:56.688619,"(4.0, 7.0, 6.136363636363637)","(21.0, 55.0, 23.444444444444443)","(7.5, 18.5, 18.09090909090909)","(3.0, 3.95, 3.158333333333333)","(6.5, 9.6, 9.175)","(13.0, 26.0, 19.75)","(15.0, 29.0, 16.0)","(3.9, 5.6, 5.41)"
16-12-2022 13:38:57.699522,"(4.0, 7.0, 6.136363636363637)","(21.0, 55.0, 23.444444444444443)","(7.5, 18.5, 18.09090909090909)","(3.0, 3.95, 3.158333333333333)","(6.5, 9.6, 9.175)","(13.0, 26.0, 19.75)","(15.0, 28.0, 22.333333333333336)","(3.9, 5.6, 5.41)"
16-12-2022 13:38:58.750771,"(4.0, 7.0, 6.136363636363637)","(21.0, 55.0, 23.444444444444443)","(7.5, 18.5, 18.09090909090909)","(3.0, 3.95, 3.158333333333333)","(6.5, 9.6, 9.175)","(13.0, 26.0, 19.75)","(15.0, 27.0, 22.333333333333336)","(3.9, 5.6, 5.41)"
16-12-2022 13:38:59.814607,"(4.0, 7.0, 6.136363636363637)","(21.0, 55.0, 23.444444444444443)","(7.5, 18.5, 18.09090909090909)","(3.0, 3.95, 3.158333333333333)","(6.5, 9.6, 9.175)","(13.0, 26.0, 19.75)","(15.0, 27.0, 25.727272727272727)","(3.9, 5.6, 5.335714285714285)"
16-12-2022 13:39:00.920200,"(4.0, 7.0, 6.136363636363637)","(21.0, 55.0, 26.6)","(7.5, 18.5, 17.75)","(3.0, 3.95, 3.158333333333333)","(6.5, 9.6, 9.114285714285714)","(13.0, 26.0, 19.75)","(15.0, 27.0, 22.666666666666664)","(3.9, 5.6, 5.491176470588234)"
16-12-2022 13:39:01.972242,"(4.0, 7.0, 6.1)","(21.0, 55.0, 27.0)","(7.5, 18.5, 17.75)","(3.0, 3.95, 3.081818181818182)","(6.5, 9.6, 9.285714285714286)","(13.0, 26.0, 19.75)","(15.0, 27.0, 24.4)","(3.9, 5.6, 4.55)"
16-12-2022 13:39:03.069705,"(4.0, 7.0, 5.628571428571429)","(21.0, 55.0, 33.46153846153847)","(7.5, 18.5, 17.75)","(3.0, 3.9, 3.081818181818182)","(6.5, 9.8, 9.285714285714286)","(13.0, 26.0, 19.75)","(15.0, 27.0, 25.4375)","(3.9, 5.8, 4.966666666666667)"
16-12-2022 13:39:04.079481,"(4.0, 7.0, 6.181818181818182)","(21.0, 55.0, 30.066666666666666)","(7.5, 18.5, 17.75)","(3.0, 3.9, 3.081818181818182)","(6.5, 9.8, 9.285714285714286)","(13.0, 26.0, 19.75)","(15.0, 27.0, 25.4375)","(3.9, 5.8, 4.966666666666667)"
16-12-2022 13:39:05.148891,"(4.0, 7.0, 5.8)","(21.0, 55.0, 30.066666666666666)","(7.5, 18.5, 17.75)","(3.0, 3.9, 3.0692307692307694)","(6.5, 9.8, 9.457142857142857)","(13.0, 26.0, 19.75)","(15.0, 27.0, 25.4375)","(3.9, 5.8, 5.2)"
16-12-2022 13:39:06.241248,"(4.0, 7.0, 6.331428571428572)","(21.0, 55.0, 30.066666666666666)","(7.5, 18.5, 17.75)","(3.0, 3.9, 3.1214285714285714)","(6.5, 10.0, 9.114285714285714)","(13.0, 26.0, 19.75)","(15.0, 27.0, 26.03846153846154)","(3.9, 5.8, 5.2)"
16-12-2022 13:39:07.338923,"(4.0, 7.0, 6.331428571428572)","(21.0, 55.0, 30.066666666666666)","(7.5, 18.5, 17.75)","(3.0, 3.85, 3.41)","(6.5, 9.6, 9.114285714285714)","(13.0, 26.0, 19.75)","(15.0, 27.0, 26.03846153846154)","(3.9, 5.8, 5.4)"
16-12-2022 13:39:08.374710,"(4.0, 7.0, 6.331428571428572)","(21.0, 48.0, 42.6)","(7.5, 18.5, 17.75)","(3.0, 3.85, 3.41)","(6.5, 9.6, 8.458823529411765)","(13.0, 26.0, 19.75)","(15.0, 27.0, 26.03846153846154)","(3.9, 5.8, 5.063157894736841)"
16-12-2022 13:39:09.425595,"(4.0, 7.0, 6.331428571428572)","(21.0, 48.0, 42.6)","(7.5, 18.5, 17.75)","(3.0, 3.85, 3.364705882352941)","(6.5, 9.4, 8.066666666666666)","(13.0, 26.0, 19.75)","(15.0, 27.0, 26.03846153846154)","(3.9, 5.8, 5.063157894736841)"
16-12-2022 13:39:10.512918,"(4.0, 7.0, 6.239024390243903)","(21.0, 48.0, 42.6)","(7.5, 18.5, 16.272727272727273)","(3.0, 3.85, 3.364705882352941)","(6.5, 9.0, 8.066666666666666)","(13.0, 26.0, 19.75)","(15.0, 27.0, 26.03846153846154)","(3.9, 5.8, 4.8)"
16-12-2022 13:39:11.673456,"(4.0, 7.0, 6.55)","(21.0, 48.0, 42.6)","(7.5, 16.5, 16.272727272727273)","(3.0, 3.85, 3.364705882352941)","(6.5, 9.0, 8.066666666666666)","(13.0, 26.0, 19.75)","(15.0, 27.0, 26.03846153846154)","(3.9, 5.8, 4.8)"
16-12-2022 13:39:12.832086,"(4.0, 7.0, 6.55)","(21.0, 48.0, 42.6)","(7.5, 16.5, 16.272727272727273)","(3.0, 3.85, 3.364705882352941)","(6.5, 9.0, 8.066666666666666)","(13.0, 26.0, 19.75)","(15.0, 27.0, 26.03846153846154)","(3.9, 5.8, 4.8)"
16-12-2022 13:39:13.960275,"(4.0, 7.0, 6.55)","(21.0, 48.0, 42.6)","(7.5, 16.5, 16.272727272727273)","(3.0, 3.85, 3.5)","(6.5, 9.0, 6.833333333333334)","(13.0, 26.0, 19.75)","(15.0, 27.0, 26.03846153846154)","(3.9, 5.8, 5.0815789473684205)"
16-12-2022 13:39:15.088681,"(4.0, 7.0, 6.5875)","(21.0, 48.0, 42.6)","(7.5, 16.5, 16.272727272727273)","(3.0, 3.85, 3.4294117647058826)","(6.5, 9.0, 6.833333333333334)","(13.0, 26.0, 19.75)","(15.0, 27.0, 26.03846153846154)","(3.9, 5.8, 4.85)"
16-12-2022 13:39:16.150210,"(4.0, 7.0, 6.61923076923077)","(21.0, 48.0, 42.6)","(7.5, 16.5, 16.272727272727273)","(3.0, 3.85, 3.4294117647058826)","(6.5, 9.0, 6.833333333333334)","(13.0, 26.0, 19.75)","(15.0, 27.0, 26.03846153846154)","(3.9, 5.8, 4.85)"
16-12-2022 13:39:17.163710,"(4.0, 7.0, 6.61923076923077)","(21.0, 48.0, 42.6)","(7.5, 16.5, 16.272727272727273)","(3.0, 3.85, 3.4294117647058826)","(6.5, 9.0, 6.833333333333334)","(13.0, 26.0, 19.75)","(15.0, 27.0, 26.03846153846154)","(3.9, 5.8, 4.85)"
16-12-2022 13:39:18.286848,"(4.0, 7.0, 6.61923076923077)","(21.0, 48.0, 42.6)","(7.5, 16.5, 16.272727272727273)","(3.0, 3.85, 3.5545454545454547)","(6.5, 9.0, 6.833333333333334)","(13.0, 26.0, 19.75)","(15.0, 27.0, 26.03846153846154)","(3.9, 5.8, 4.85)"
16-12-2022 13:39:19.316101,"(4.0, 7.0, 6.61923076923077)","(21.0, 48.0, 42.6)","(7.5, 16.5, 16.272727272727273)","(3.0, 3.85, 3.5545454545454547)","(6.5, 9.0, 6.833333333333334)","(13.0, 26.0, 19.75)","(15.0, 27.0, 25.799999999999997)","(3.9, 5.8, 4.85)"
16-12-2022 13:39:20.389579,"(4.0, 7.0, 6.61923076923077)","(21.0, 48.0, 42.6)","(7.5, 16.5, 16.272727272727273)","(3.0, 3.85, 3.6)","(6.5, 9.0, 7.266666666666667)","(13.0, 26.0, 19.75)","(15.0, 27.0, 25.799999999999997)","(3.9, 5.8, 4.9)"
16-12-2022 13:39:21.452504,"(4.0, 7.0, 6.576470588235294)","(21.0, 48.0, 42.6)","(7.5, 16.5, 17.571428571428573)","(3.0, 3.85, 3.50625)","(6.5, 9.0, 7.266666666666667)","(13.0, 26.0, 20.25)","(15.0, 27.0, 25.799999999999997)","(3.9, 5.8, 4.54)"
16-12-2022 13:39:22.558702,"(4.0, 7.0, 6.576470588235294)","(21.0, 48.0, 42.6)","(7.5, 19.0, 17.571428571428573)","(3.0, 3.85, 3.50625)","(6.5, 9.0, 7.266666666666667)","(13.0, 26.0, 19.75)","(15.0, 27.0, 25.799999999999997)","(3.9, 5.8, 4.54)"
16-12-2022 13:39:23.633216,"(4.0, 7.0, 6.576470588235294)","(21.0, 48.0, 43.5)","(7.5, 18.0, 17.636363636363637)","(3.0, 3.85, 3.4153846153846152)","(6.5, 9.0, 7.266666666666667)","(13.0, 26.0, 20.25)","(15.0, 27.0, 25.799999999999997)","(3.9, 5.8, 4.54)"
16-12-2022 13:39:24.730598,"(4.0, 7.0, 6.576470588235294)","(21.0, 48.0, 43.5)","(7.5, 18.0, 17.333333333333332)","(3.0, 3.8, 3.4153846153846152)","(6.5, 9.0, 7.2)","(13.0, 26.0, 20.25)","(15.0, 27.0, 25.799999999999997)","(3.9, 5.8, 4.54)"
16-12-2022 13:39:25.816053,"(4.0, 7.0, 6.576470588235294)","(21.0, 48.0, 43.5)","(7.5, 18.0, 17.333333333333332)","(3.0, 3.8, 3.4153846153846152)","(6.5, 8.8, 7.2)","(13.0, 26.0, 20.25)","(15.0, 27.0, 25.799999999999997)","(3.9, 5.8, 5.0562499999999995)"
16-12-2022 13:39:26.909323,"(4.0, 7.0, 6.65)","(21.0, 48.0, 43.5)","(7.5, 18.0, 17.333333333333332)","(3.0, 3.8, 3.4153846153846152)","(6.5, 8.8, 7.2)","(13.0, 26.0, 17.125)","(15.0, 27.0, 25.799999999999997)","(3.9, 5.8, 5.128571428571428)"
16-12-2022 13:39:27.928484,"(4.0, 7.0, 6.65)","(21.0, 48.0, 43.5)","(7.5, 18.0, 17.333333333333332)","(3.0, 3.8, 3.4153846153846152)","(6.5, 8.8, 7.2)","(13.0, 25.0, 16.25)","(15.0, 27.0, 25.799999999999997)","(3.9, 5.7, 5.449999999999999)"
16-12-2022 13:39:28.992171,"(4.0, 7.0, 6.65)","(21.0, 48.0, 43.5)","(7.5, 18.0, 17.333333333333332)","(3.0, 3.8, 3.4153846153846152)","(6.5, 8.8, 7.2)","(13.0, 25.0, 16.25)","(15.0, 27.0, 25.799999999999997)","(3.9, 5.6, 5.3)"
16-12-2022 13:39:30.086295,"(4.0, 7.0, 6.733333333333333)","(21.0, 48.0, 43.5)","(7.5, 18.0, 17.333333333333332)","(3.0, 3.8, 3.5142857142857142)","(6.5, 8.8, 7.2)","(13.0, 25.0, 16.25)","(15.0, 27.0, 25.799999999999997)","(3.9, 5.6, 5.366666666666666)"
16-12-2022 13:39:31.206535,"(4.0, 7.0, 6.65)","(21.0, 48.0, 43.5)","(7.5, 18.0, 17.333333333333332)","(3.0, 3.8, 3.5142857142857142)","(6.5, 8.8, 6.6000000000000005)","(13.0, 25.0, 16.25)","(15.0, 27.0, 25.799999999999997)","(3.9, 5.6, 5.164285714285715)"
16-12-2022 13:39:32.311971,"(4.0, 7.0, 6.8)","(21.0, 48.0, 37.875)","(7.5, 18.0, 17.333333333333332)","(3.0, 3.8, 3.6333333333333333)","(6.5, 8.8, 6.6000000000000005)","(13.0, 25.0, 19.25)","(15.0, 27.0, 25.799999999999997)","(3.9, 5.7, 5.164285714285715)"
16-12-2022 13:39:33.345952,"(4.0, 7.0, 6.8)","(21.0, 48.0, 36.42857142857143)","(7.5, 18.0, 17.333333333333332)","(3.0, 3.8, 3.6333333333333333)","(6.5, 8.8, 6.6000000000000005)","(13.0, 25.0, 19.25)","(15.0, 27.0, 25.799999999999997)","(3.9, 5.7, 5.164285714285715)"
