,Aston Autumn,Aussie Bullseye,Fly Slip,Twister Giblet,Creditor,Jamilla Bale,Ranger Ricksen,Why Not Emily
10-01-2023 13:50:26.173407,"(2.7, 3.3, 3.258974358974359)","(14.0, 22.0, 18.093023255813954)","(5.0, 8.0, 7.625)","(31.0, 65.0, 47.42857142857143)","(2.7, 3.95, 3.916666666666667)","(31.0, 48.0, 36.0)","(4.8, 5.5, 5.357142857142857)","(51.0, 110.0, 95.0)"
10-01-2023 13:50:27.220574,"(2.7, 3.3, 3.2409090909090907)","(14.0, 21.0, 18.272727272727273)","(5.0, 8.0, 7.625)","(31.0, 60.0, 42.4)","(2.7, 3.95, 3.916666666666667)","(31.0, 48.0, 36.0)","(4.8, 5.5, 5.357142857142857)","(51.0, 110.0, 95.0)"
10-01-2023 13:50:28.270711,"(2.7, 3.3, 3.2409090909090907)","(14.0, 21.0, 18.1)","(5.0, 8.0, 7.625)","(31.0, 60.0, 47.42857142857143)","(2.7, 3.95, 3.9382352941176473)","(31.0, 48.0, 36.0)","(4.8, 5.5, 5.295454545454546)","(51.0, 110.0, 95.0)"
10-01-2023 13:50:29.322055,"(2.7, 3.3, 3.255)","(14.0, 21.0, 16.735294117647058)","(5.0, 8.0, 7.625)","(31.0, 60.0, 47.42857142857143)","(2.7, 4.0, 3.9125)","(31.0, 48.0, 36.0)","(4.8, 5.5, 5.295454545454546)","(51.0, 110.0, 95.0)"
10-01-2023 13:50:30.382680,"(2.7, 3.3, 3.255)","(14.0, 21.0, 16.555555555555557)","(5.0, 8.0, 7.625)","(31.0, 60.0, 47.42857142857143)","(2.7, 4.0, 3.8833333333333333)","(31.0, 48.0, 36.0)","(4.8, 5.5, 5.357142857142857)","(51.0, 110.0, 95.0)"
10-01-2023 13:50:31.392490,"(2.7, 3.3, 3.255)","(14.0, 21.0, 18.142857142857142)","(5.0, 8.0, 7.625)","(31.0, 60.0, 42.4)","(2.7, 3.9, 3.8833333333333333)","(31.0, 48.0, 36.0)","(4.8, 5.5, 5.357142857142857)","(51.0, 110.0, 95.0)"
10-01-2023 13:50:32.438007,"(2.7, 3.3, 3.255)","(14.0, 21.0, 18.142857142857142)","(5.0, 8.0, 7.625)","(31.0, 60.0, 42.4)","(2.7, 3.9, 3.8833333333333333)","(31.0, 48.0, 36.0)","(4.8, 5.5, 5.357142857142857)","(51.0, 110.0, 100.0)"
10-01-2023 13:50:33.447493,"(2.7, 3.3, 3.255)","(14.0, 21.0, 18.142857142857142)","(5.0, 8.0, 7.625)","(31.0, 60.0, 42.4)","(2.7, 3.9, 3.8833333333333333)","(31.0, 48.0, 36.0)","(4.8, 5.5, 5.357142857142857)","(51.0, 110.0, 100.0)"
10-01-2023 13:50:34.479924,"(2.7, 3.3, 3.2409090909090907)","(14.0, 21.0, 18.073170731707318)","(5.0, 8.0, 7.68)","(31.0, 60.0, 47.42857142857143)","(2.7, 3.9, 3.8833333333333333)","(31.0, 48.0, 36.0)","(4.8, 5.5, 5.357142857142857)","(51.0, 110.0, 100.0)"
10-01-2023 13:50:35.616712,"(2.7, 3.3, 3.2409090909090907)","(14.0, 21.0, 18.073170731707318)","(5.0, 8.0, 7.68)","(31.0, 60.0, 47.42857142857143)","(2.7, 3.9, 3.8833333333333333)","(31.0, 48.0, 36.0)","(4.8, 5.5, 5.342105263157895)","(51.0, 110.0, 100.0)"
10-01-2023 13:50:36.754102,"(2.7, 3.3, 3.2409090909090907)","(14.0, 21.0, 17.428571428571427)","(5.0, 8.0, 7.68)","(31.0, 60.0, 47.42857142857143)","(2.7, 4.0, 3.95)","(31.0, 48.0, 36.0)","(4.8, 5.5, 5.38)","(51.0, 110.0, 100.0)"
10-01-2023 13:50:37.826211,"(2.7, 3.3, 3.255)","(14.0, 20.0, 17.88235294117647)","(5.0, 8.0, 7.68)","(31.0, 60.0, 47.42857142857143)","(2.7, 4.0, 3.95)","(31.0, 48.0, 36.0)","(4.8, 5.5, 5.333333333333333)","(51.0, 110.0, 100.0)"
10-01-2023 13:50:39.181321,"(2.7, 3.3, 3.255)","(14.0, 20.0, 16.864864864864863)","(5.0, 8.0, 7.68)","(31.0, 60.0, 40.75)","(2.7, 4.0, 3.8833333333333333)","(31.0, 48.0, 36.0)","(4.8, 5.5, 5.357142857142857)","(51.0, 110.0, 98.33333333333333)"
10-01-2023 13:50:40.226764,"(2.7, 3.3, 3.255)","(14.0, 20.0, 16.77777777777778)","(5.0, 8.0, 7.68)","(31.0, 60.0, 40.75)","(2.7, 3.9, 3.875)","(31.0, 48.0, 36.0)","(4.8, 5.5, 5.357142857142857)","(51.0, 110.0, 98.33333333333333)"
10-01-2023 13:50:41.377017,"(2.7, 3.3, 3.255)","(14.0, 20.0, 16.666666666666668)","(5.0, 8.0, 7.333333333333333)","(31.0, 60.0, 40.75)","(2.7, 3.9, 3.8833333333333333)","(31.0, 48.0, 36.0)","(4.8, 5.5, 5.357142857142857)","(51.0, 110.0, 96.0)"
10-01-2023 13:50:42.661840,"(2.7, 3.3, 3.2581395348837208)","(14.0, 20.0, 16.53846153846154)","(5.0, 8.0, 7.428571428571429)","(31.0, 60.0, 40.75)","(2.8, 3.9, 3.875)","(31.0, 48.0, 35.64705882352941)","(4.8, 5.5, 5.357142857142857)","(61.0, 110.0, 96.0)"
10-01-2023 13:50:43.912857,"(2.7, 3.3, 3.2581395348837208)","(14.0, 20.0, 16.53846153846154)","(5.0, 8.0, 7.428571428571429)","(31.0, 60.0, 40.75)","(2.8, 3.9, 3.8833333333333333)","(31.0, 48.0, 35.513513513513516)","(4.8, 5.5, 5.357142857142857)","(61.0, 110.0, 90.0)"
10-01-2023 13:50:45.043027,"(2.7, 3.3, 3.2581395348837208)","(14.0, 20.0, 16.53846153846154)","(5.0, 8.0, 7.655172413793103)","(31.0, 60.0, 40.75)","(2.8, 3.9, 3.95)","(31.0, 48.0, 36.73170731707317)","(4.8, 5.5, 5.333333333333333)","(61.0, 100.0, 90.0)"
10-01-2023 13:50:46.101737,"(2.7, 3.3, 3.2581395348837208)","(14.0, 20.0, 16.53846153846154)","(5.0, 8.0, 7.655172413793103)","(31.0, 60.0, 40.75)","(2.8, 4.0, 3.95)","(31.0, 48.0, 36.73170731707317)","(4.8, 5.5, 5.333333333333333)","(61.0, 100.0, 90.0)"
10-01-2023 13:50:47.254278,"(2.7, 3.3, 3.259090909090909)","(14.0, 20.0, 16.53846153846154)","(5.0, 8.0, 7.655172413793103)","(31.0, 60.0, 40.75)","(2.8, 4.0, 3.8833333333333333)","(31.0, 48.0, 36.73170731707317)","(4.8, 5.5, 5.357142857142857)","(61.0, 100.0, 96.0)"
10-01-2023 13:50:48.324606,"(2.7, 3.3, 3.189473684210526)","(14.0, 20.0, 16.53846153846154)","(5.0, 8.0, 7.655172413793103)","(31.0, 60.0, 40.75)","(2.8, 3.9, 3.875)","(31.0, 48.0, 36.73170731707317)","(4.8, 5.5, 5.357142857142857)","(61.0, 100.0, 96.0)"
10-01-2023 13:50:49.327315,"(2.7, 3.3, 3.189473684210526)","(14.0, 20.0, 16.53846153846154)","(5.0, 8.0, 7.655172413793103)","(31.0, 60.0, 40.75)","(2.8, 3.9, 3.8833333333333333)","(31.0, 48.0, 36.73170731707317)","(4.8, 5.5, 5.357142857142857)","(61.0, 100.0, 96.0)"
10-01-2023 13:50:50.392854,"(2.7, 3.3, 3.212068965517241)","(14.0, 20.0, 16.5)","(5.0, 8.0, 7.655172413793103)","(31.0, 60.0, 40.75)","(2.8, 3.9, 3.8833333333333333)","(31.0, 48.0, 36.94736842105263)","(4.8, 5.5, 5.357142857142857)","(61.0, 100.0, 96.0)"
10-01-2023 13:50:51.584288,"(2.7, 3.3, 3.212068965517241)","(14.0, 20.0, 16.53846153846154)","(5.0, 8.0, 7.791666666666667)","(31.0, 60.0, 40.75)","(2.8, 3.9, 3.8833333333333333)","(31.0, 48.0, 36.94736842105263)","(4.8, 5.5, 5.357142857142857)","(61.0, 100.0, 96.0)"
10-01-2023 13:50:52.749389,"(2.7, 3.3, 3.198)","(14.0, 20.0, 16.53846153846154)","(5.0, 8.0, 7.791666666666667)","(31.0, 60.0, 40.75)","(2.8, 3.9, 3.8833333333333333)","(31.0, 48.0, 36.94736842105263)","(4.8, 5.5, 5.357142857142857)","(61.0, 100.0, 96.0)"
10-01-2023 13:50:53.960155,"(2.7, 3.3, 3.198)","(14.0, 20.0, 16.53846153846154)","(5.0, 8.0, 7.461538461538462)","(31.0, 60.0, 40.75)","(2.8, 3.9, 3.95)","(31.0, 48.0, 36.94736842105263)","(4.8, 5.5, 5.333333333333333)","(61.0, 100.0, 96.0)"
10-01-2023 13:50:55.146674,"(2.7, 3.3, 3.1891304347826086)","(14.0, 20.0, 16.53846153846154)","(5.0, 8.0, 7.461538461538462)","(31.0, 60.0, 40.75)","(2.8, 4.0, 3.925)","(31.0, 48.0, 36.94736842105263)","(4.8, 5.5, 5.333333333333333)","(61.0, 100.0, 93.33333333333333)"
10-01-2023 13:50:56.303343,"(2.7, 3.3, 3.158333333333333)","(14.0, 16.0, 15.9)","(5.0, 8.0, 7.5)","(31.0, 60.0, 40.75)","(2.8, 4.0, 3.8833333333333333)","(31.0, 48.0, 38.44444444444444)","(4.8, 5.5, 5.357142857142857)","(61.0, 100.0, 93.33333333333333)"
10-01-2023 13:50:57.396854,"(2.7, 3.3, 3.1551724137931036)","(14.0, 20.0, 17.554347826086957)","(5.0, 8.0, 7.5)","(31.0, 60.0, 40.75)","(2.8, 3.9, 3.925)","(31.0, 44.0, 35.578947368421055)","(4.8, 5.5, 5.357142857142857)","(61.0, 100.0, 162.5)"
10-01-2023 13:50:58.468750,"(2.7, 3.3, 3.145714285714286)","(14.0, 20.0, 17.554347826086957)","(5.0, 8.0, 7.513513513513514)","(31.0, 60.0, 40.75)","(2.8, 4.0, 3.925)","(31.0, 44.0, 36.470588235294116)","(4.8, 5.5, 5.357142857142857)","(61.0, 190.0, 168.0)"
10-01-2023 13:50:59.611752,"(2.7, 3.3, 3.145714285714286)","(14.0, 20.0, 17.554347826086957)","(5.0, 8.0, 7.513513513513514)","(31.0, 60.0, 40.75)","(2.8, 4.0, 3.925)","(31.0, 40.0, 36.470588235294116)","(4.8, 5.5, 5.357142857142857)","(61.0, 190.0, 162.5)"
10-01-2023 13:51:00.783003,"(2.7, 3.3, 3.145714285714286)","(14.0, 20.0, 17.55)","(5.0, 8.0, 7.513513513513514)","(31.0, 60.0, 40.75)","(2.8, 4.0, 3.925)","(31.0, 40.0, 35.2)","(4.8, 5.5, 5.357142857142857)","(61.0, 190.0, 162.5)"
10-01-2023 13:51:01.858742,"(2.7, 3.3, 3.145714285714286)","(14.0, 20.0, 17.55)","(5.0, 8.0, 7.513513513513514)","(31.0, 60.0, 40.75)","(2.8, 4.0, 3.925)","(31.0, 40.0, 35.0)","(4.8, 5.5, 5.3125)","(61.0, 190.0, 151.66666666666669)"
10-01-2023 13:51:02.953706,"(2.7, 3.3, 3.145714285714286)","(14.0, 20.0, 15.99090909090909)","(5.0, 8.0, 7.5)","(31.0, 60.0, 44.5)","(2.8, 4.1, 3.9499999999999997)","(31.0, 40.0, 35.0)","(4.8, 5.5, 5.3125)","(61.0, 190.0, 161.25)"
10-01-2023 13:51:04.321517,"(2.7, 3.3, 3.15)","(14.0, 20.0, 15.99090909090909)","(5.0, 8.0, 7.5)","(31.0, 55.0, 48.0)","(2.8, 4.1, 3.928125)","(31.0, 40.0, 35.55555555555556)","(4.8, 5.5, 5.311764705882353)","(61.0, 190.0, 151.66666666666669)"
10-01-2023 13:51:05.801922,"(2.7, 3.3, 3.15)","(14.0, 20.0, 15.99090909090909)","(5.0, 8.0, 7.5588235294117645)","(31.0, 55.0, 47.17647058823529)","(2.8, 4.1, 3.91875)","(31.0, 40.0, 35.0)","(4.8, 5.5, 5.3545454545454545)","(61.0, 190.0, 151.66666666666669)"
10-01-2023 13:51:07.006347,"(2.7, 3.3, 3.2)","(14.0, 20.0, 17.55)","(5.0, 8.0, 7.5588235294117645)","(31.0, 55.0, 44.26086956521739)","(2.8, 3.95, 3.825)","(31.0, 40.0, 35.0)","(4.8, 5.5, 5.3545454545454545)","(61.0, 190.0, 151.66666666666669)"
10-01-2023 13:51:08.233249,"(2.7, 3.3, 3.2)","(14.0, 20.0, 17.55)","(5.0, 8.0, 7.5588235294117645)","(31.0, 55.0, 44.26086956521739)","(2.8, 3.85, 3.772222222222222)","(31.0, 40.0, 36.142857142857146)","(4.8, 5.5, 5.357142857142857)","(61.0, 190.0, 161.25)"
10-01-2023 13:51:09.607274,"(2.7, 3.3, 3.2045454545454546)","(14.0, 20.0, 17.55)","(5.0, 8.0, 7.5588235294117645)","(31.0, 55.0, 44.26086956521739)","(2.9, 3.95, 3.825)","(31.0, 40.0, 36.516129032258064)","(4.8, 5.5, 5.4399999999999995)","(61.0, 190.0, 161.25)"
10-01-2023 13:51:10.899383,"(2.7, 3.3, 3.2045454545454546)","(14.0, 20.0, 15.99090909090909)","(5.0, 8.0, 7.5588235294117645)","(31.0, 55.0, 44.26086956521739)","(2.9, 3.9, 3.8125)","(31.0, 40.0, 36.516129032258064)","(4.8, 5.5, 5.6)","(61.0, 190.0, 161.25)"
10-01-2023 13:51:12.165048,"(2.7, 3.3, 3.2045454545454546)","(14.0, 20.0, 15.99090909090909)","(5.0, 8.0, 7.5588235294117645)","(31.0, 55.0, 44.26086956521739)","(2.9, 4.0, 3.8125)","(31.0, 40.0, 35.84615384615385)","(4.8, 5.8, 5.466666666666667)","(61.0, 190.0, 87.5)"
10-01-2023 13:51:13.250045,"(2.7, 3.3, 3.1894736842105265)","(14.0, 20.0, 15.99090909090909)","(5.0, 8.0, 7.5588235294117645)","(31.0, 55.0, 44.26086956521739)","(2.9, 4.0, 3.7642857142857142)","(31.0, 40.0, 35.84615384615385)","(4.8, 5.8, 5.657894736842105)","(61.0, 100.0, 91.66666666666667)"
10-01-2023 13:51:14.435638,"(2.7, 3.3, 3.1894736842105265)","(14.0, 20.0, 17.55)","(5.0, 8.0, 7.475)","(31.0, 55.0, 44.26086956521739)","(2.9, 3.85, 3.791666666666667)","(31.0, 40.0, 35.15384615384615)","(4.8, 5.8, 5.676470588235294)","(61.0, 100.0, 87.5)"
10-01-2023 13:51:15.597168,"(2.7, 3.3, 3.183333333333333)","(14.0, 20.0, 17.55)","(5.0, 7.8, 7.475)","(31.0, 55.0, 44.26086956521739)","(2.9, 3.85, 3.794736842105263)","(31.0, 40.0, 35.15384615384615)","(4.8, 5.8, 5.636363636363637)","(61.0, 95.0, 87.5)"
10-01-2023 13:51:16.756568,"(2.7, 3.3, 3.132)","(14.0, 20.0, 17.55)","(5.0, 7.8, 7.475)","(31.0, 55.0, 44.26086956521739)","(2.9, 3.85, 3.794736842105263)","(31.0, 40.0, 35.15384615384615)","(4.8, 5.8, 5.636363636363637)","(61.0, 95.0, 85.0)"
10-01-2023 13:51:17.940619,"(2.7, 3.3, 3.164516129032258)","(14.0, 20.0, 17.55)","(5.0, 7.8, 7.475)","(31.0, 55.0, 44.63636363636364)","(2.9, 3.85, 3.794736842105263)","(31.0, 40.0, 35.15384615384615)","(4.8, 5.8, 5.636363636363637)","(61.0, 95.0, 85.0)"
10-01-2023 13:51:19.172351,"(2.7, 3.3, 3.202325581395349)","(14.0, 20.0, 17.55)","(5.0, 7.8, 7.475)","(31.0, 55.0, 44.63636363636364)","(2.9, 3.85, 3.873333333333333)","(31.0, 40.0, 44.8)","(4.8, 5.8, 5.575)","(61.0, 95.0, 85.0)"
10-01-2023 13:51:20.390662,"(2.7, 3.3, 3.1975609756097563)","(14.0, 20.0, 15.99090909090909)","(5.0, 7.8, 7.475)","(31.0, 55.0, 44.63636363636364)","(2.9, 3.9, 3.8714285714285714)","(31.0, 46.0, 48.5)","(4.8, 5.8, 5.610526315789474)","(61.0, 95.0, 92.5)"
10-01-2023 13:51:21.583507,"(2.7, 3.3, 3.1975609756097563)","(14.0, 20.0, 15.99090909090909)","(5.0, 7.8, 7.428571428571429)","(31.0, 55.0, 44.63636363636364)","(2.9, 3.9, 3.772222222222222)","(31.0, 50.0, 48.5)","(4.8, 5.8, 5.658823529411764)","(61.0, 95.0, 92.5)"
10-01-2023 13:51:22.717528,"(2.7, 3.3, 3.1975609756097563)","(14.0, 20.0, 17.55)","(5.0, 7.8, 7.428571428571429)","(31.0, 55.0, 44.63636363636364)","(2.9, 3.8, 3.8384615384615386)","(31.0, 50.0, 45.0)","(4.8, 5.8, 5.670588235294117)","(61.0, 95.0, 92.5)"
10-01-2023 13:51:23.891183,"(2.7, 3.3, 3.1975609756097563)","(14.0, 20.0, 17.55)","(5.0, 7.8, 7.391304347826087)","(31.0, 55.0, 44.63636363636364)","(2.9, 3.85, 3.8384615384615386)","(31.0, 50.0, 42.666666666666664)","(4.8, 5.8, 5.670588235294117)","(61.0, 95.0, 92.5)"
10-01-2023 13:51:25.116598,"(2.7, 3.3, 3.1975609756097563)","(14.0, 20.0, 15.99090909090909)","(5.0, 7.6, 7.5)","(31.0, 55.0, 44.63636363636364)","(2.9, 3.85, 3.8727272727272726)","(31.0, 50.0, 43.05263157894737)","(4.8, 5.8, 5.677777777777777)","(61.0, 95.0, 92.5)"
10-01-2023 13:51:26.245545,"(2.7, 3.3, 3.1975609756097563)","(14.0, 20.0, 15.99090909090909)","(5.0, 7.6, 7.5)","(31.0, 55.0, 44.63636363636364)","(2.9, 3.9, 3.9916666666666667)","(31.0, 50.0, 43.05263157894737)","(4.8, 5.8, 5.66)","(61.0, 95.0, 92.5)"
10-01-2023 13:51:27.377561,"(2.7, 3.3, 3.2111111111111112)","(14.0, 20.0, 15.99090909090909)","(5.0, 7.6, 7.257142857142857)","(31.0, 55.0, 43.77272727272727)","(2.9, 4.0, 4.021875)","(31.0, 50.0, 43.05263157894737)","(4.8, 5.8, 5.578947368421052)","(61.0, 95.0, 96.875)"
10-01-2023 13:51:28.489638,"(2.7, 3.3, 3.2095238095238097)","(14.0, 20.0, 15.973684210526315)","(5.0, 7.6, 7.3999999999999995)","(31.0, 55.0, 43.0)","(2.9, 4.1, 4.032432432432432)","(31.0, 50.0, 42.0)","(4.8, 5.8, 5.5625)","(61.0, 100.0, 98.07692307692308)"
10-01-2023 13:51:29.735774,"(2.7, 3.3, 3.227272727272727)","(14.0, 20.0, 15.95)","(5.0, 7.6, 7.3)","(31.0, 50.0, 40.45454545454545)","(2.9, 4.1, 3.99)","(31.0, 46.0, 44.4)","(4.8, 5.8, 5.5625)","(61.0, 100.0, 98.07692307692308)"
10-01-2023 13:51:30.937932,"(2.6, 3.3, 3.227272727272727)","(14.0, 20.0, 15.95)","(5.0, 7.6, 7.3)","(31.0, 50.0, 40.45454545454545)","(2.9, 4.0, 3.99)","(31.0, 46.0, 44.4)","(4.8, 5.8, 5.648)","(61.0, 100.0, 98.07692307692308)"
10-01-2023 13:51:32.141221,"(2.6, 3.3, 3.2142857142857144)","(14.0, 20.0, 15.95)","(5.0, 7.6, 7.4799999999999995)","(31.0, 50.0, 40.355555555555554)","(2.9, 4.0, 3.99)","(31.0, 46.0, 42.0)","(4.8, 5.8, 5.648)","(61.0, 100.0, 98.07692307692308)"
10-01-2023 13:51:33.122394,"(2.6, 3.3, 3.207692307692308)","(14.0, 20.0, 15.95)","(5.0, 7.6, 7.4799999999999995)","(31.0, 50.0, 40.355555555555554)","(2.9, 4.0, 3.99)","(31.0, 46.0, 42.0)","(4.8, 5.8, 5.648)","(61.0, 100.0, 98.07692307692308)"
10-01-2023 13:51:34.260130,"(2.6, 3.3, 3.207692307692308)","(14.0, 20.0, 15.95)","(5.0, 7.6, 7.3)","(31.0, 48.0, 41.25)","(2.9, 4.0, 3.99)","(31.0, 46.0, 41.5)","(4.8, 5.8, 5.648)","(61.0, 100.0, 97.91666666666667)"
10-01-2023 13:51:35.455828,"(2.6, 3.3, 3.207692307692308)","(14.0, 20.0, 15.95)","(5.0, 7.6, 7.3)","(31.0, 48.0, 40.24242424242424)","(2.9, 4.0, 3.99)","(31.0, 46.0, 42.0)","(4.8, 5.8, 5.596)","(61.0, 100.0, 97.91666666666667)"
10-01-2023 13:51:36.577524,"(2.6, 3.3, 3.207692307692308)","(14.0, 20.0, 15.95)","(5.0, 7.6, 7.3)","(31.0, 46.0, 40.24242424242424)","(2.9, 4.0, 3.99)","(31.0, 46.0, 44.22222222222222)","(4.8, 5.8, 5.596)","(61.0, 100.0, 97.91666666666667)"
10-01-2023 13:51:37.692792,"(2.6, 3.3, 3.2142857142857144)","(14.0, 20.0, 15.95)","(5.0, 7.6, 7.218181818181818)","(31.0, 46.0, 39.5)","(2.9, 4.0, 3.99)","(31.0, 46.0, 41.5)","(4.8, 5.8, 5.596)","(61.0, 100.0, 97.91666666666667)"
10-01-2023 13:51:38.793547,"(2.6, 3.3, 3.207692307692308)","(14.0, 20.0, 15.88135593220339)","(5.0, 7.6, 7.1)","(31.0, 46.0, 40.148148148148145)","(2.9, 4.0, 3.923684210526316)","(31.0, 46.0, 44.22222222222222)","(4.8, 5.8, 5.621052631578947)","(61.0, 100.0, 97.91666666666667)"
10-01-2023 13:51:39.976443,"(2.6, 3.3, 3.207692307692308)","(14.0, 20.0, 15.88135593220339)","(5.0, 7.6, 7.1)","(31.0, 44.0, 38.94736842105263)","(2.9, 3.95, 3.923684210526316)","(31.0, 46.0, 42.666666666666664)","(4.8, 5.8, 5.621052631578947)","(61.0, 100.0, 97.91666666666667)"
10-01-2023 13:51:41.125117,"(2.6, 3.3, 3.176470588235294)","(14.0, 20.0, 15.88135593220339)","(5.0, 7.6, 7.1)","(31.0, 44.0, 38.48888888888889)","(2.9, 3.95, 3.923684210526316)","(31.0, 46.0, 41.5)","(4.8, 5.8, 5.621052631578947)","(61.0, 100.0, 97.91666666666667)"
10-01-2023 13:51:42.273116,"(2.6, 3.3, 3.176470588235294)","(14.0, 20.0, 15.88135593220339)","(5.0, 7.6, 7.1)","(31.0, 44.0, 38.48888888888889)","(2.9, 3.95, 3.923684210526316)","(31.0, 46.0, 44.22222222222222)","(4.8, 5.8, 5.621052631578947)","(61.0, 100.0, 97.91666666666667)"
10-01-2023 13:51:43.479584,"(2.6, 3.3, 3.17027027027027)","(14.0, 20.0, 15.88135593220339)","(5.0, 7.6, 7.1)","(31.0, 44.0, 39.5)","(2.9, 3.95, 3.923684210526316)","(31.0, 46.0, 42.666666666666664)","(4.8, 5.8, 5.621052631578947)","(61.0, 100.0, 98.07692307692308)"
10-01-2023 13:51:44.549558,"(2.6, 3.3, 3.17027027027027)","(14.0, 20.0, 15.88135593220339)","(5.0, 7.6, 7.1)","(31.0, 42.0, 39.0)","(2.9, 3.95, 3.99)","(31.0, 46.0, 41.5)","(4.8, 5.8, 5.55)","(61.0, 100.0, 98.07692307692308)"
10-01-2023 13:51:45.628625,"(2.6, 3.3, 3.176470588235294)","(14.0, 20.0, 15.88135593220339)","(5.0, 7.6, 7.208695652173913)","(31.0, 42.0, 38.470588235294116)","(2.9, 4.0, 3.99)","(31.0, 46.0, 44.22222222222222)","(4.8, 5.8, 5.596)","(61.0, 100.0, 98.07692307692308)"
10-01-2023 13:51:46.761603,"(2.6, 3.3, 3.176470588235294)","(14.0, 20.0, 15.88135593220339)","(5.0, 7.6, 7.1)","(31.0, 42.0, 38.470588235294116)","(2.9, 4.0, 3.99)","(31.0, 46.0, 42.666666666666664)","(4.8, 5.8, 5.596)","(61.0, 100.0, 97.91666666666667)"
10-01-2023 13:51:47.926595,"(2.6, 3.3, 3.176470588235294)","(14.0, 20.0, 15.88135593220339)","(5.0, 7.6, 7.3374999999999995)","(31.0, 42.0, 38.0)","(2.9, 4.0, 3.92)","(31.0, 46.0, 41.5)","(4.8, 5.8, 5.621052631578947)","(61.0, 100.0, 97.91666666666667)"
10-01-2023 13:51:49.129127,"(2.6, 3.3, 3.176470588235294)","(14.0, 20.0, 15.88135593220339)","(5.0, 7.6, 7.2)","(31.0, 42.0, 38.093023255813954)","(2.9, 3.95, 3.8642857142857143)","(31.0, 46.0, 44.22222222222222)","(4.8, 5.8, 5.619047619047619)","(61.0, 100.0, 97.91666666666667)"
10-01-2023 13:51:50.314534,"(2.6, 3.3, 3.192307692307692)","(14.0, 20.0, 15.95)","(5.0, 7.6, 7.54)","(31.0, 42.0, 38.093023255813954)","(2.9, 3.95, 3.8741379310344826)","(31.0, 46.0, 44.22222222222222)","(4.8, 5.8, 5.699999999999999)","(61.0, 100.0, 97.72727272727273)"
10-01-2023 13:51:51.452567,"(2.6, 3.3, 3.1568181818181817)","(14.0, 20.0, 15.95)","(5.0, 7.6, 7.25)","(31.0, 42.0, 38.093023255813954)","(2.9, 3.9, 3.8291666666666666)","(31.0, 46.0, 41.5)","(4.8, 5.8, 5.628571428571428)","(61.0, 100.0, 97.91666666666667)"
10-01-2023 13:51:52.655087,"(2.6, 3.3, 3.157142857142857)","(14.0, 20.0, 15.95)","(5.0, 7.6, 7.4399999999999995)","(31.0, 42.0, 38.093023255813954)","(2.9, 3.85, 3.826)","(31.0, 46.0, 42.0)","(4.8, 5.8, 5.575)","(61.0, 100.0, 97.91666666666667)"
10-01-2023 13:51:53.874506,"(2.6, 3.3, 3.157142857142857)","(14.0, 20.0, 15.95)","(5.0, 7.6, 7.4399999999999995)","(31.0, 42.0, 38.093023255813954)","(2.9, 3.85, 3.826)","(31.0, 46.0, 44.22222222222222)","(4.8, 5.8, 5.575)","(61.0, 100.0, 97.91666666666667)"
10-01-2023 13:51:55.081222,"(2.6, 3.3, 3.157142857142857)","(14.0, 20.0, 15.95)","(5.0, 7.6, 7.4399999999999995)","(31.0, 42.0, 38.093023255813954)","(2.9, 3.85, 3.8033333333333332)","(31.0, 46.0, 41.5)","(4.8, 5.8, 5.575)","(61.0, 100.0, 97.91666666666667)"
10-01-2023 13:51:56.160725,"(2.6, 3.3, 3.157142857142857)","(14.0, 20.0, 15.95)","(5.0, 7.6, 7.413333333333333)","(31.0, 42.0, 37.95652173913044)","(2.9, 3.85, 3.775)","(31.0, 46.0, 44.22222222222222)","(4.8, 5.8, 5.658823529411764)","(61.0, 100.0, 97.91666666666667)"
10-01-2023 13:51:57.347917,"(2.6, 3.3, 3.157142857142857)","(14.0, 20.0, 15.95)","(5.0, 7.6, 7.4399999999999995)","(31.0, 42.0, 38.093023255813954)","(2.9, 3.8, 3.761111111111111)","(31.0, 46.0, 43.09090909090909)","(4.8, 5.8, 5.658823529411764)","(61.0, 100.0, 97.91666666666667)"
10-01-2023 13:51:58.579872,"(2.6, 3.3, 3.157142857142857)","(14.0, 20.0, 15.99090909090909)","(5.0, 7.6, 7.428571428571429)","(31.0, 42.0, 37.578947368421055)","(2.9, 3.8, 3.775)","(31.0, 46.0, 41.5)","(4.8, 5.8, 5.658823529411764)","(61.0, 100.0, 99.0625)"
10-01-2023 13:51:59.808569,"(2.6, 3.3, 3.157142857142857)","(14.0, 20.0, 15.99090909090909)","(5.0, 7.6, 7.45)","(31.0, 42.0, 38.18181818181818)","(2.9, 3.8, 3.7823529411764705)","(31.0, 46.0, 42.0)","(4.8, 5.8, 5.658823529411764)","(61.0, 110.0, 97.91666666666667)"
10-01-2023 13:52:01.028113,"(2.6, 3.3, 3.157142857142857)","(14.0, 20.0, 15.95)","(5.0, 7.8, 7.545454545454546)","(31.0, 42.0, 37.95652173913044)","(2.9, 3.8, 3.6030701754385968)","(31.0, 46.0, 44.22222222222222)","(4.8, 5.8, 5.658823529411764)","(61.0, 100.0, 97.91666666666667)"
