,Autumn Leaf,Canada Bay,Clovelly,Fearless Thinking,Impacting,Matronymic,Prior Thoughts,So Rosie,Amberina,Fooled Again,Cashmere Inn
08-01-2023 16:00:03.343687,"(31.0, 90.0, 62.0)","(4.8, 5.9, 5.782352941176471)","(2.4, 2.78, 2.7733333333333334)","(18.0, 30.0, 28.125)","(71.0, 120.0, 95.0)","(10.0, 23.0, 22.307692307692307)","(26.0, 29.0, 27.333333333333332)","(14.0, 22.0, 19.77777777777778)","(3.3, 4.3, 4.113333333333333)","(31.0, 80.0, 75.45454545454545)","(71.0, 180.0, 154.44444444444446)"
08-01-2023 16:00:04.598330,"(31.0, 90.0, 62.0)","(4.8, 5.9, 5.782352941176471)","(2.4, 2.78, 2.7713513513513512)","(18.0, 30.0, 28.125)","(71.0, 120.0, 112.85714285714286)","(10.0, 23.0, 22.307692307692307)","(26.0, 29.0, 27.333333333333332)","(14.0, 22.0, 19.77777777777778)","(3.3, 4.3, 4.113333333333333)","(31.0, 80.0, 75.45454545454545)","(71.0, 180.0, 209.375)"
08-01-2023 16:00:05.942743,"(31.0, 110.0, 79.0)","(4.8, 5.9, 5.782352941176471)","(2.4, 2.78, 2.7713513513513512)","(18.0, 30.0, 28.125)","(71.0, 170.0, 112.85714285714286)","(10.0, 23.0, 21.666666666666668)","(26.0, 29.0, 27.333333333333332)","(14.0, 22.0, 19.77777777777778)","(3.3, 4.3, 4.113333333333333)","(31.0, 80.0, 71.66666666666667)","(71.0, 230.0, 209.375)"
08-01-2023 16:00:07.367084,"(31.0, 110.0, 79.0)","(4.8, 5.9, 5.782352941176471)","(2.4, 2.78, 2.7713513513513512)","(18.0, 30.0, 28.125)","(71.0, 170.0, 112.85714285714286)","(10.0, 23.0, 21.666666666666668)","(26.0, 29.0, 27.333333333333332)","(14.0, 22.0, 19.77777777777778)","(3.3, 4.3, 4.113333333333333)","(31.0, 80.0, 71.66666666666667)","(71.0, 230.0, 209.375)"
08-01-2023 16:00:08.673577,"(31.0, 110.0, 79.0)","(4.8, 5.9, 5.782352941176471)","(2.4, 2.78, 2.7713513513513512)","(18.0, 30.0, 28.125)","(71.0, 170.0, 112.85714285714286)","(10.0, 23.0, 21.666666666666668)","(26.0, 29.0, 27.333333333333332)","(14.0, 22.0, 19.77777777777778)","(3.3, 4.3, 4.113333333333333)","(31.0, 80.0, 71.66666666666667)","(71.0, 230.0, 185.55555555555554)"
08-01-2023 16:00:10.008757,"(31.0, 100.0, 61.0)","(4.8, 5.9, 5.782352941176471)","(2.4, 2.78, 2.7713513513513512)","(18.0, 30.0, 28.125)","(71.0, 150.0, 118.0)","(10.0, 23.0, 21.0)","(26.0, 29.0, 27.333333333333332)","(14.0, 21.0, 20.4)","(3.3, 4.3, 4.113333333333333)","(31.0, 80.0, 71.66666666666667)","(71.0, 220.0, 185.55555555555554)"
08-01-2023 16:00:11.314119,"(31.0, 100.0, 61.0)","(4.8, 5.9, 5.782352941176471)","(2.4, 2.78, 2.7713513513513512)","(18.0, 30.0, 28.125)","(71.0, 150.0, 118.0)","(10.0, 23.0, 17.25)","(26.0, 29.0, 27.333333333333332)","(14.0, 21.0, 20.4)","(3.3, 4.3, 4.084615384615384)","(31.0, 80.0, 71.66666666666667)","(71.0, 220.0, 185.55555555555554)"
08-01-2023 16:00:12.644834,"(31.0, 100.0, 61.0)","(4.8, 5.9, 5.782352941176471)","(2.4, 2.78, 2.7713513513513512)","(18.0, 30.0, 28.125)","(71.0, 150.0, 118.0)","(10.0, 22.0, 17.25)","(26.0, 29.0, 27.333333333333332)","(14.0, 21.0, 20.4)","(3.3, 4.3, 4.084615384615384)","(31.0, 80.0, 71.66666666666667)","(71.0, 220.0, 185.55555555555554)"
08-01-2023 16:00:14.008972,"(31.0, 100.0, 61.0)","(4.8, 5.9, 5.782352941176471)","(2.4, 2.78, 2.7713513513513512)","(18.0, 30.0, 28.125)","(71.0, 150.0, 118.0)","(10.0, 22.0, 14.875)","(26.0, 29.0, 27.333333333333332)","(14.0, 21.0, 20.4)","(3.3, 4.3, 4.084615384615384)","(31.0, 80.0, 71.66666666666667)","(71.0, 220.0, 185.55555555555554)"
08-01-2023 16:00:15.330798,"(31.0, 100.0, 61.0)","(4.8, 5.9, 5.782352941176471)","(2.4, 2.78, 2.7713513513513512)","(18.0, 30.0, 28.125)","(71.0, 150.0, 118.0)","(10.0, 22.0, 15.333333333333334)","(26.0, 29.0, 27.333333333333332)","(14.0, 21.0, 20.4)","(3.3, 4.3, 4.084615384615384)","(31.0, 80.0, 71.66666666666667)","(71.0, 220.0, 185.55555555555554)"
08-01-2023 16:00:16.706121,"(31.0, 100.0, 61.0)","(4.8, 5.9, 5.782352941176471)","(2.4, 2.78, 2.7713513513513512)","(18.0, 30.0, 28.125)","(71.0, 150.0, 118.0)","(10.0, 21.0, 15.333333333333334)","(26.0, 29.0, 27.333333333333332)","(14.0, 21.0, 20.4)","(3.3, 4.3, 4.084615384615384)","(31.0, 80.0, 71.66666666666667)","(71.0, 220.0, 185.55555555555554)"
08-01-2023 16:00:18.038240,"(31.0, 100.0, 61.0)","(4.8, 5.9, 5.782352941176471)","(2.4, 2.78, 2.7713513513513512)","(18.0, 30.0, 28.125)","(71.0, 150.0, 118.0)","(10.0, 21.0, 14.642857142857142)","(26.0, 29.0, 27.333333333333332)","(14.0, 21.0, 20.4)","(3.3, 4.3, 4.084615384615384)","(31.0, 80.0, 71.66666666666667)","(71.0, 220.0, 185.55555555555554)"
08-01-2023 16:00:19.389939,"(31.0, 100.0, 61.0)","(4.8, 5.9, 5.782352941176471)","(2.4, 2.78, 2.7713513513513512)","(18.0, 30.0, 28.125)","(71.0, 150.0, 118.0)","(10.0, 20.0, 16.0)","(26.0, 29.0, 27.333333333333332)","(14.0, 21.0, 20.4)","(3.3, 4.3, 4.084615384615384)","(31.0, 80.0, 71.66666666666667)","(71.0, 220.0, 185.55555555555554)"
08-01-2023 16:00:20.827224,"(31.0, 100.0, 61.0)","(4.8, 5.9, 5.782352941176471)","(2.4, 2.78, 2.7713513513513512)","(18.0, 30.0, 28.125)","(71.0, 150.0, 105.0)","(10.0, 19.5, 16.18181818181818)","(26.0, 29.0, 27.333333333333332)","(14.0, 21.0, 20.4)","(3.3, 4.3, 4.152631578947369)","(31.0, 80.0, 71.66666666666667)","(71.0, 220.0, 185.55555555555554)"
08-01-2023 16:00:22.164935,"(31.0, 100.0, 61.0)","(4.8, 5.9, 5.782352941176471)","(2.4, 2.78, 2.7734693877551018)","(18.0, 30.0, 28.125)","(71.0, 140.0, 105.0)","(10.0, 18.0, 16.333333333333332)","(26.0, 29.0, 27.333333333333332)","(14.0, 21.0, 20.4)","(3.3, 4.3, 4.152631578947369)","(31.0, 80.0, 63.333333333333336)","(71.0, 220.0, 185.55555555555554)"
08-01-2023 16:00:23.537537,"(31.0, 100.0, 61.0)","(4.8, 5.9, 5.782352941176471)","(2.4, 2.78, 2.7734693877551018)","(18.0, 30.0, 27.6)","(71.0, 140.0, 105.0)","(10.0, 18.0, 16.333333333333332)","(26.0, 29.0, 28.666666666666664)","(14.0, 21.0, 20.5)","(3.3, 4.3, 4.125)","(31.0, 80.0, 63.333333333333336)","(71.0, 220.0, 185.55555555555554)"
08-01-2023 16:00:24.865269,"(31.0, 100.0, 61.0)","(4.8, 5.9, 5.790909090909091)","(2.4, 2.78, 2.7734693877551018)","(18.0, 30.0, 27.6)","(71.0, 140.0, 105.0)","(10.0, 18.0, 16.6)","(26.0, 29.0, 28.666666666666664)","(14.0, 21.0, 20.4)","(3.3, 4.3, 4.15)","(31.0, 80.0, 63.333333333333336)","(71.0, 220.0, 185.55555555555554)"
08-01-2023 16:00:26.175318,"(31.0, 100.0, 61.0)","(4.8, 6.0, 5.662222222222222)","(2.4, 2.78, 2.7734693877551018)","(18.0, 30.0, 27.6)","(71.0, 140.0, 105.0)","(10.0, 17.5, 16.6)","(26.0, 29.0, 28.666666666666664)","(14.0, 21.0, 20.4)","(3.3, 4.3, 4.15)","(31.0, 80.0, 63.333333333333336)","(71.0, 220.0, 185.55555555555554)"
08-01-2023 16:00:27.489864,"(31.0, 100.0, 61.0)","(4.8, 6.0, 5.662222222222222)","(2.4, 2.78, 2.7734693877551018)","(18.0, 30.0, 27.6)","(71.0, 140.0, 105.0)","(10.0, 17.5, 16.6)","(26.0, 29.0, 28.666666666666664)","(14.0, 21.0, 20.4)","(3.3, 4.3, 4.15)","(31.0, 80.0, 63.333333333333336)","(71.0, 220.0, 185.55555555555554)"
08-01-2023 16:00:28.768955,"(31.0, 100.0, 61.0)","(4.8, 6.0, 5.662222222222222)","(2.4, 2.78, 2.7734693877551018)","(18.0, 30.0, 27.6)","(71.0, 140.0, 105.0)","(10.0, 17.5, 16.6)","(26.0, 29.0, 28.666666666666664)","(14.0, 21.0, 20.4)","(3.3, 4.3, 4.176470588235294)","(31.0, 80.0, 63.333333333333336)","(71.0, 220.0, 185.55555555555554)"
08-01-2023 16:00:30.071160,"(31.0, 100.0, 61.0)","(4.8, 6.0, 5.662222222222222)","(2.4, 2.78, 2.7734693877551018)","(18.0, 30.0, 27.6)","(71.0, 140.0, 105.0)","(10.0, 17.5, 16.5)","(26.0, 29.0, 28.666666666666664)","(14.0, 21.0, 20.4)","(3.3, 4.3, 4.176470588235294)","(31.0, 80.0, 63.333333333333336)","(71.0, 220.0, 185.55555555555554)"
08-01-2023 16:00:31.274840,"(31.0, 100.0, 61.0)","(4.8, 6.0, 5.662222222222222)","(2.4, 2.82, 2.808333333333333)","(18.0, 30.0, 27.6)","(71.0, 140.0, 105.0)","(10.0, 17.5, 16.5)","(26.0, 29.0, 28.666666666666664)","(14.0, 21.0, 20.4)","(3.3, 4.3, 4.176470588235294)","(31.0, 80.0, 63.333333333333336)","(71.0, 220.0, 185.55555555555554)"
08-01-2023 16:00:32.573771,"(31.0, 100.0, 61.0)","(4.8, 6.0, 5.662222222222222)","(2.4, 2.82, 2.808333333333333)","(18.0, 30.0, 27.6)","(71.0, 140.0, 105.0)","(10.0, 17.5, 16.5)","(26.0, 29.0, 28.666666666666664)","(14.0, 21.0, 20.4)","(3.3, 4.3, 4.176470588235294)","(31.0, 80.0, 63.333333333333336)","(71.0, 220.0, 185.55555555555554)"
08-01-2023 16:00:34.151378,"(31.0, 100.0, 61.0)","(4.8, 6.0, 5.662222222222222)","(2.4, 2.82, 2.808333333333333)","(18.0, 30.0, 27.6)","(71.0, 140.0, 105.0)","(10.0, 17.5, 16.5)","(26.0, 29.0, 28.666666666666664)","(14.0, 21.0, 20.4)","(3.3, 4.3, 4.176470588235294)","(31.0, 80.0, 63.333333333333336)","(71.0, 220.0, 185.55555555555554)"
08-01-2023 16:00:35.575343,"(31.0, 100.0, 61.0)","(4.8, 6.0, 5.662222222222222)","(2.4, 2.82, 2.808333333333333)","(18.0, 30.0, 27.857142857142858)","(71.0, 140.0, 106.0)","(10.0, 17.5, 16.5)","(26.0, 29.0, 28.166666666666668)","(14.0, 21.0, 20.4)","(3.3, 4.3, 4.176470588235294)","(31.0, 80.0, 63.333333333333336)","(71.0, 220.0, 177.77777777777777)"
08-01-2023 16:00:36.911067,"(31.0, 100.0, 61.0)","(4.8, 6.0, 5.552941176470588)","(2.4, 2.82, 2.808333333333333)","(18.0, 30.0, 27.857142857142858)","(71.0, 130.0, 106.0)","(10.0, 17.5, 16.5)","(26.0, 29.0, 28.166666666666668)","(14.0, 21.0, 20.4)","(3.3, 4.3, 4.176470588235294)","(31.0, 80.0, 63.333333333333336)","(71.0, 210.0, 177.77777777777777)"
08-01-2023 16:00:38.251369,"(31.0, 100.0, 61.0)","(4.8, 6.0, 5.552941176470588)","(2.4, 2.82, 2.808333333333333)","(18.0, 30.0, 27.857142857142858)","(71.0, 130.0, 106.0)","(10.0, 17.5, 16.5)","(26.0, 29.0, 28.166666666666668)","(14.0, 21.0, 20.4)","(3.3, 4.3, 4.176470588235294)","(31.0, 80.0, 63.333333333333336)","(71.0, 210.0, 177.77777777777777)"
08-01-2023 16:00:39.667452,"(31.0, 100.0, 61.0)","(4.8, 6.0, 5.552941176470588)","(2.4, 2.82, 2.808333333333333)","(18.0, 30.0, 27.857142857142858)","(71.0, 130.0, 106.0)","(10.0, 17.5, 16.5)","(26.0, 29.0, 28.166666666666668)","(14.0, 21.0, 20.4)","(3.3, 4.3, 4.176470588235294)","(31.0, 80.0, 63.333333333333336)","(71.0, 210.0, 177.77777777777777)"
08-01-2023 16:00:40.995920,"(31.0, 100.0, 61.0)","(4.8, 5.9, 5.80625)","(2.4, 2.82, 2.808333333333333)","(18.0, 30.0, 27.857142857142858)","(71.0, 130.0, 95.0)","(10.0, 17.5, 17.083333333333336)","(26.0, 29.0, 28.166666666666668)","(14.0, 21.0, 20.4)","(3.3, 4.3, 4.176470588235294)","(31.0, 80.0, 63.333333333333336)","(71.0, 210.0, 170.0)"
08-01-2023 16:00:42.341275,"(31.0, 100.0, 61.0)","(4.8, 5.9, 5.80625)","(2.4, 2.82, 2.808333333333333)","(18.0, 30.0, 28.363636363636363)","(71.0, 120.0, 95.0)","(10.0, 20.0, 17.083333333333336)","(26.0, 29.0, 28.166666666666668)","(14.0, 21.0, 20.3)","(3.3, 4.3, 4.176470588235294)","(31.0, 80.0, 63.333333333333336)","(71.0, 200.0, 170.0)"
08-01-2023 16:00:43.647902,"(31.0, 100.0, 61.0)","(4.8, 5.9, 5.80625)","(2.4, 2.82, 2.8108196721311476)","(18.0, 30.0, 28.5)","(71.0, 120.0, 95.0)","(10.0, 20.0, 17.083333333333336)","(26.0, 29.0, 28.583333333333336)","(14.0, 21.0, 20.4)","(3.3, 4.3, 4.176470588235294)","(31.0, 80.0, 63.333333333333336)","(71.0, 200.0, 170.0)"
08-01-2023 16:00:44.980921,"(31.0, 100.0, 61.0)","(4.8, 5.9, 5.80625)","(2.4, 2.82, 2.8108196721311476)","(18.0, 30.0, 28.5)","(71.0, 120.0, 95.0)","(10.0, 20.0, 18.055555555555557)","(26.0, 29.0, 28.583333333333336)","(14.0, 21.0, 20.4)","(3.3, 4.3, 4.176470588235294)","(31.0, 80.0, 63.333333333333336)","(71.0, 200.0, 170.0)"
08-01-2023 16:00:46.311031,"(31.0, 100.0, 61.0)","(4.8, 5.9, 5.80625)","(2.4, 2.82, 2.8108196721311476)","(18.0, 30.0, 28.5)","(71.0, 120.0, 95.0)","(10.0, 19.5, 18.055555555555557)","(26.0, 29.0, 28.583333333333336)","(14.0, 21.0, 20.4)","(3.3, 4.3, 4.176470588235294)","(31.0, 80.0, 63.333333333333336)","(71.0, 200.0, 170.0)"
08-01-2023 16:00:47.647440,"(31.0, 100.0, 61.0)","(4.8, 5.9, 5.80625)","(2.4, 2.82, 2.8108196721311476)","(18.0, 30.0, 28.5)","(71.0, 120.0, 95.0)","(10.0, 19.5, 15.605263157894736)","(26.0, 29.0, 28.583333333333336)","(14.0, 21.0, 20.4)","(3.3, 4.3, 4.176470588235294)","(31.0, 80.0, 63.333333333333336)","(71.0, 200.0, 170.0)"
08-01-2023 16:00:48.973293,"(31.0, 100.0, 61.0)","(4.8, 5.9, 5.80625)","(2.4, 2.82, 2.8108196721311476)","(18.0, 30.0, 28.5)","(71.0, 120.0, 95.0)","(10.0, 17.5, 15.605263157894736)","(26.0, 29.0, 28.583333333333336)","(14.0, 21.0, 20.4)","(3.3, 4.3, 4.176470588235294)","(31.0, 80.0, 63.333333333333336)","(71.0, 200.0, 170.0)"
08-01-2023 16:00:50.253586,"(31.0, 100.0, 61.0)","(4.8, 5.9, 5.80625)","(2.4, 2.82, 2.8056410256410254)","(18.0, 30.0, 27.0)","(71.0, 120.0, 98.57142857142857)","(10.0, 17.5, 14.954545454545455)","(26.0, 29.0, 28.5)","(14.0, 21.0, 20.166666666666668)","(3.3, 4.3, 4.246153846153846)","(31.0, 80.0, 66.66666666666667)","(71.0, 200.0, 113.33333333333334)"
08-01-2023 16:00:51.508678,"(31.0, 100.0, 68.8)","(4.8, 5.9, 5.836842105263158)","(2.4, 2.82, 2.8089473684210526)","(18.0, 30.0, 27.0)","(71.0, 120.0, 98.57142857142857)","(10.0, 17.5, 15.875)","(26.0, 29.0, 28.5)","(14.0, 21.0, 20.166666666666668)","(3.3, 4.3, 4.3375)","(31.0, 80.0, 66.66666666666667)","(71.0, 200.0, 113.33333333333334)"
08-01-2023 16:00:52.806654,"(31.0, 100.0, 68.8)","(4.8, 5.9, 5.836842105263158)","(2.4, 2.82, 2.8089473684210526)","(18.0, 30.0, 27.0)","(71.0, 120.0, 98.57142857142857)","(10.0, 19.0, 15.875)","(26.0, 29.0, 28.5)","(14.0, 21.0, 20.166666666666668)","(3.3, 4.4, 4.3375)","(31.0, 80.0, 66.66666666666667)","(71.0, 200.0, 113.33333333333334)"
08-01-2023 16:00:54.110612,"(31.0, 100.0, 68.8)","(4.8, 5.9, 5.836842105263158)","(2.4, 2.82, 2.8089473684210526)","(18.0, 30.0, 27.0)","(71.0, 120.0, 98.57142857142857)","(10.0, 19.0, 15.875)","(26.0, 29.0, 28.5)","(14.0, 21.0, 20.166666666666668)","(3.3, 4.4, 4.3375)","(31.0, 80.0, 66.66666666666667)","(71.0, 200.0, 113.33333333333334)"
08-01-2023 16:00:55.465114,"(31.0, 100.0, 68.8)","(4.8, 5.9, 5.836842105263158)","(2.4, 2.82, 2.8089473684210526)","(18.0, 30.0, 27.0)","(71.0, 120.0, 98.57142857142857)","(10.0, 19.0, 15.875)","(26.0, 29.0, 28.5)","(14.0, 21.0, 20.166666666666668)","(3.3, 4.4, 4.3375)","(31.0, 80.0, 66.66666666666667)","(71.0, 200.0, 113.33333333333334)"
08-01-2023 16:00:56.815243,"(31.0, 100.0, 68.8)","(4.8, 5.9, 5.836842105263158)","(2.4, 2.82, 2.8089473684210526)","(18.0, 30.0, 27.0)","(71.0, 120.0, 98.57142857142857)","(10.0, 19.0, 16.7)","(26.0, 29.0, 28.5)","(14.0, 21.0, 20.166666666666668)","(3.3, 4.4, 4.3375)","(31.0, 80.0, 66.66666666666667)","(71.0, 200.0, 113.33333333333334)"
08-01-2023 16:00:58.133427,"(31.0, 100.0, 68.8)","(4.8, 5.9, 5.836842105263158)","(2.4, 2.82, 2.8089473684210526)","(18.0, 30.0, 27.0)","(71.0, 120.0, 98.57142857142857)","(10.0, 18.5, 16.7)","(26.0, 29.0, 28.5)","(14.0, 21.0, 20.166666666666668)","(3.3, 4.4, 4.3375)","(31.0, 80.0, 66.66666666666667)","(71.0, 200.0, 113.33333333333334)"
08-01-2023 16:00:59.451358,"(31.0, 100.0, 74.0)","(4.8, 5.9, 5.836842105263158)","(2.4, 2.82, 2.8089473684210526)","(18.0, 30.0, 27.0)","(71.0, 120.0, 98.57142857142857)","(10.0, 18.5, 16.7)","(26.0, 29.0, 28.5)","(14.0, 21.0, 20.166666666666668)","(3.3, 4.4, 4.3375)","(31.0, 80.0, 66.66666666666667)","(71.0, 200.0, 113.33333333333334)"
08-01-2023 16:01:00.785009,"(31.0, 100.0, 74.0)","(4.8, 5.9, 5.836842105263158)","(2.4, 2.82, 2.8089473684210526)","(18.0, 30.0, 27.0)","(71.0, 120.0, 98.57142857142857)","(10.0, 18.5, 16.7)","(26.0, 29.0, 28.5)","(14.0, 21.0, 20.166666666666668)","(3.3, 4.4, 4.3375)","(31.0, 80.0, 66.66666666666667)","(71.0, 200.0, 113.33333333333334)"
08-01-2023 16:01:02.125064,"(31.0, 100.0, 74.0)","(4.8, 5.9, 5.836842105263158)","(2.4, 2.82, 2.8089473684210526)","(18.0, 30.0, 27.0)","(71.0, 120.0, 98.57142857142857)","(10.0, 18.5, 14.5)","(26.0, 29.0, 28.5)","(14.0, 21.0, 20.166666666666668)","(3.3, 4.4, 4.3375)","(31.0, 80.0, 66.66666666666667)","(71.0, 200.0, 113.33333333333334)"
08-01-2023 16:01:03.492081,"(31.0, 100.0, 74.0)","(4.8, 5.9, 5.836842105263158)","(2.4, 2.82, 2.7905263157894735)","(18.0, 30.0, 27.0)","(71.0, 120.0, 98.57142857142857)","(10.0, 18.5, 14.5)","(26.0, 29.0, 28.714285714285715)","(14.0, 21.0, 20.166666666666668)","(3.3, 4.4, 4.3375)","(31.0, 80.0, 66.66666666666667)","(71.0, 200.0, 113.33333333333334)"
08-01-2023 16:01:04.771535,"(31.0, 100.0, 74.0)","(4.8, 5.9, 5.866666666666667)","(2.4, 2.82, 2.7577777777777777)","(18.0, 30.0, 28.846153846153847)","(71.0, 120.0, 98.57142857142857)","(10.0, 18.5, 14.5)","(26.0, 29.0, 28.714285714285715)","(14.0, 21.0, 20.166666666666668)","(3.3, 4.4, 4.3375)","(31.0, 80.0, 66.66666666666667)","(71.0, 200.0, 113.33333333333334)"
08-01-2023 16:01:06.044249,"(31.0, 100.0, 85.81818181818181)","(4.8, 5.9, 5.866666666666667)","(2.4, 2.82, 2.7577777777777777)","(18.0, 30.0, 28.846153846153847)","(71.0, 120.0, 98.57142857142857)","(10.0, 18.5, 14.5)","(26.0, 29.0, 28.714285714285715)","(14.0, 21.0, 20.166666666666668)","(3.3, 4.4, 4.3375)","(31.0, 80.0, 66.66666666666667)","(71.0, 200.0, 113.33333333333334)"
08-01-2023 16:01:07.370678,"(31.0, 100.0, 85.81818181818181)","(4.8, 5.9, 5.866666666666667)","(2.4, 2.82, 2.74)","(18.0, 30.0, 28.846153846153847)","(71.0, 120.0, 98.57142857142857)","(10.0, 18.5, 14.5)","(26.0, 29.0, 28.714285714285715)","(14.0, 21.0, 20.166666666666668)","(3.3, 4.4, 4.3375)","(31.0, 80.0, 66.66666666666667)","(71.0, 200.0, 113.33333333333334)"
08-01-2023 16:01:08.680016,"(31.0, 100.0, 85.81818181818181)","(4.8, 5.9, 5.866666666666667)","(2.4, 2.82, 2.74)","(18.0, 30.0, 28.846153846153847)","(71.0, 120.0, 120.0)","(10.0, 18.5, 15.5)","(26.0, 29.0, 28.714285714285715)","(14.0, 21.0, 20.166666666666668)","(3.3, 4.4, 4.3375)","(31.0, 80.0, 66.66666666666667)","(71.0, 200.0, 113.33333333333334)"
08-01-2023 16:01:10.026838,"(31.0, 100.0, 85.81818181818181)","(4.8, 6.0, 5.662222222222222)","(2.4, 2.82, 2.74)","(18.0, 30.0, 28.846153846153847)","(71.0, 170.0, 120.0)","(10.0, 18.5, 15.833333333333334)","(26.0, 29.0, 28.714285714285715)","(14.0, 21.0, 20.166666666666668)","(3.3, 4.4, 4.3375)","(31.0, 80.0, 66.66666666666667)","(71.0, 200.0, 113.33333333333334)"
08-01-2023 16:01:11.370836,"(31.0, 100.0, 85.81818181818181)","(4.8, 6.0, 5.662222222222222)","(2.4, 2.82, 2.75625)","(18.0, 30.0, 28.846153846153847)","(71.0, 170.0, 120.0)","(10.0, 17.5, 15.833333333333334)","(26.0, 29.0, 28.714285714285715)","(14.0, 21.0, 20.166666666666668)","(3.3, 4.4, 4.3375)","(31.0, 80.0, 66.66666666666667)","(71.0, 200.0, 113.33333333333334)"
08-01-2023 16:01:12.676745,"(31.0, 100.0, 85.81818181818181)","(4.8, 6.0, 5.662222222222222)","(2.4, 2.8, 2.75625)","(18.0, 30.0, 28.846153846153847)","(71.0, 170.0, 121.42857142857143)","(10.0, 17.5, 14.136363636363637)","(26.0, 29.0, 28.714285714285715)","(14.0, 21.0, 20.166666666666668)","(3.3, 4.4, 4.3375)","(31.0, 80.0, 66.66666666666667)","(71.0, 200.0, 113.33333333333334)"
08-01-2023 16:01:13.985763,"(31.0, 100.0, 85.81818181818181)","(4.8, 6.0, 5.662222222222222)","(2.4, 2.8, 2.75625)","(18.0, 30.0, 28.846153846153847)","(71.0, 160.0, 121.42857142857143)","(10.0, 17.0, 15.5)","(26.0, 29.0, 28.714285714285715)","(14.0, 21.0, 20.166666666666668)","(3.3, 4.4, 4.3375)","(31.0, 80.0, 66.66666666666667)","(71.0, 200.0, 156.66666666666669)"
08-01-2023 16:01:15.387980,"(31.0, 100.0, 62.5)","(4.8, 6.0, 5.662222222222222)","(2.4, 2.8, 2.75625)","(18.0, 30.0, 28.846153846153847)","(71.0, 150.0, 126.0)","(10.0, 16.5, 14.136363636363637)","(26.0, 29.0, 28.714285714285715)","(14.0, 21.0, 20.166666666666668)","(3.3, 4.4, 4.3375)","(31.0, 80.0, 66.66666666666667)","(71.0, 200.0, 156.66666666666669)"
08-01-2023 16:01:16.680134,"(31.0, 100.0, 62.5)","(4.8, 6.0, 5.662222222222222)","(2.4, 2.8, 2.75625)","(18.0, 30.0, 28.846153846153847)","(71.0, 140.0, 126.0)","(10.0, 17.0, 15.166666666666666)","(26.0, 29.0, 28.714285714285715)","(14.0, 21.0, 20.166666666666668)","(3.3, 4.4, 4.3375)","(31.0, 80.0, 66.66666666666667)","(71.0, 200.0, 156.66666666666669)"
08-01-2023 16:01:18.013913,"(31.0, 100.0, 62.5)","(4.8, 6.0, 5.662222222222222)","(2.4, 2.8, 2.75625)","(18.0, 30.0, 28.846153846153847)","(71.0, 140.0, 126.0)","(10.0, 16.5, 15.166666666666666)","(26.0, 29.0, 28.714285714285715)","(14.0, 21.0, 20.166666666666668)","(3.3, 4.4, 4.3375)","(31.0, 80.0, 66.66666666666667)","(71.0, 200.0, 156.66666666666669)"
08-01-2023 16:01:19.261234,"(31.0, 100.0, 62.5)","(4.8, 6.0, 5.662222222222222)","(2.4, 2.8, 2.75625)","(18.0, 30.0, 28.846153846153847)","(71.0, 140.0, 126.0)","(10.0, 16.5, 15.7)","(26.0, 29.0, 28.714285714285715)","(14.0, 21.0, 20.166666666666668)","(3.3, 4.4, 4.3375)","(31.0, 80.0, 66.66666666666667)","(71.0, 200.0, 156.66666666666669)"
08-01-2023 16:01:20.566430,"(31.0, 100.0, 62.5)","(4.8, 6.0, 5.662222222222222)","(2.4, 2.8, 2.75625)","(18.0, 30.0, 28.846153846153847)","(71.0, 140.0, 126.0)","(10.0, 16.5, 15.7)","(26.0, 29.0, 28.714285714285715)","(14.0, 21.0, 20.166666666666668)","(3.3, 4.4, 4.3375)","(31.0, 80.0, 66.66666666666667)","(71.0, 200.0, 156.66666666666669)"
08-01-2023 16:01:21.893887,"(31.0, 100.0, 62.5)","(4.8, 6.0, 5.662222222222222)","(2.4, 2.8, 2.75625)","(18.0, 30.0, 28.846153846153847)","(71.0, 140.0, 126.0)","(10.0, 16.5, 15.7)","(26.0, 29.0, 28.714285714285715)","(14.0, 21.0, 20.166666666666668)","(3.3, 4.4, 4.3375)","(31.0, 80.0, 66.66666666666667)","(71.0, 200.0, 156.66666666666669)"
08-01-2023 16:01:23.202057,"(31.0, 100.0, 62.5)","(4.8, 6.0, 5.884615384615385)","(2.4, 2.8, 2.75625)","(18.0, 30.0, 28.333333333333332)","(71.0, 140.0, 126.0)","(10.0, 16.5, 15.7)","(26.0, 29.0, 28.714285714285715)","(14.0, 21.0, 20.166666666666668)","(3.3, 4.4, 4.3375)","(31.0, 80.0, 66.66666666666667)","(71.0, 200.0, 156.66666666666669)"
08-01-2023 16:01:24.509665,"(31.0, 100.0, 81.25)","(4.8, 5.9, 5.8500000000000005)","(2.4, 2.8, 2.75625)","(18.0, 30.0, 28.333333333333332)","(71.0, 140.0, 126.0)","(10.0, 16.5, 15.7)","(26.0, 29.0, 28.714285714285715)","(14.0, 21.0, 20.166666666666668)","(3.3, 4.4, 4.3375)","(31.0, 80.0, 66.66666666666667)","(71.0, 200.0, 156.66666666666669)"
