,Autumn Leaf,Canada Bay,Clovelly,Fearless Thinking,Impacting,Matronymic,Prior Thoughts,So Rosie,Amberina,Fooled Again,Cashmere Inn
08-01-2023 15:43:13.392640,"(26.0, 65.0, 58.75)","(4.8, 6.0, 5.55)","(2.4, 2.8, 2.6921348314606743)","(18.0, 30.0, 26.25)","(71.0, 80.0, 73.33333333333333)","(11.0, 25.0, 24.875)","(21.0, 29.0, 24.5)","(15.0, 27.0, 23.666666666666668)","(3.4, 4.6, 4.058333333333334)","(31.0, 50.0, 40.666666666666664)","(61.0, 230.0, 147.5)"
08-01-2023 15:43:14.604752,"(26.0, 65.0, 58.75)","(4.8, 6.0, 5.55)","(2.4, 2.8, 2.6921348314606743)","(18.0, 30.0, 26.25)","(71.0, 80.0, 73.33333333333333)","(11.0, 25.0, 24.875)","(21.0, 29.0, 24.5)","(15.0, 27.0, 23.666666666666668)","(3.4, 4.6, 4.058333333333334)","(31.0, 50.0, 40.666666666666664)","(61.0, 230.0, 147.5)"
08-01-2023 15:43:15.851890,"(26.0, 65.0, 58.75)","(4.8, 6.0, 5.55)","(2.4, 2.8, 2.6921348314606743)","(18.0, 30.0, 26.25)","(71.0, 80.0, 73.33333333333333)","(11.0, 25.0, 24.875)","(21.0, 29.0, 24.5)","(15.0, 27.0, 23.666666666666668)","(3.4, 4.6, 4.058333333333334)","(31.0, 50.0, 40.666666666666664)","(61.0, 230.0, 147.5)"
08-01-2023 15:43:17.123035,"(26.0, 65.0, 58.75)","(4.8, 6.0, 5.55)","(2.4, 2.8, 2.6921348314606743)","(18.0, 30.0, 26.25)","(71.0, 80.0, 73.33333333333333)","(11.0, 25.0, 24.875)","(21.0, 29.0, 24.5)","(15.0, 27.0, 23.666666666666668)","(3.4, 4.6, 4.058333333333334)","(31.0, 50.0, 40.666666666666664)","(61.0, 230.0, 147.5)"
08-01-2023 15:43:18.426064,"(26.0, 65.0, 57.85714285714286)","(4.8, 6.0, 5.674285714285714)","(2.4, 2.8, 2.6921348314606743)","(18.0, 30.0, 26.25)","(71.0, 80.0, 73.33333333333333)","(11.0, 25.0, 24.875)","(21.0, 29.0, 24.5)","(15.0, 27.0, 23.666666666666668)","(3.4, 4.6, 4.058333333333334)","(31.0, 50.0, 40.666666666666664)","(61.0, 230.0, 147.5)"
08-01-2023 15:43:19.639191,"(26.0, 65.0, 57.85714285714286)","(4.8, 6.0, 5.674285714285714)","(2.4, 2.8, 2.6921348314606743)","(18.0, 30.0, 26.25)","(71.0, 80.0, 73.33333333333333)","(11.0, 25.0, 24.875)","(21.0, 29.0, 24.5)","(15.0, 27.0, 23.666666666666668)","(3.4, 4.6, 4.058333333333334)","(31.0, 50.0, 40.666666666666664)","(61.0, 230.0, 147.5)"
08-01-2023 15:43:20.879942,"(26.0, 65.0, 57.85714285714286)","(4.8, 6.0, 5.674285714285714)","(2.4, 2.8, 2.6921348314606743)","(18.0, 30.0, 26.25)","(71.0, 80.0, 73.33333333333333)","(11.0, 25.0, 24.875)","(21.0, 29.0, 24.5)","(15.0, 27.0, 23.666666666666668)","(3.4, 4.6, 4.058333333333334)","(31.0, 50.0, 40.666666666666664)","(61.0, 230.0, 147.5)"
08-01-2023 15:43:22.073987,"(26.0, 65.0, 57.85714285714286)","(4.8, 6.0, 5.674285714285714)","(2.4, 2.8, 2.6921348314606743)","(18.0, 30.0, 26.25)","(71.0, 80.0, 73.33333333333333)","(11.0, 25.0, 24.875)","(21.0, 29.0, 24.5)","(15.0, 27.0, 23.666666666666668)","(3.4, 4.6, 4.058333333333334)","(31.0, 50.0, 40.666666666666664)","(61.0, 230.0, 147.5)"
08-01-2023 15:43:23.280719,"(26.0, 65.0, 57.85714285714286)","(4.8, 6.0, 5.674285714285714)","(2.4, 2.8, 2.6921348314606743)","(18.0, 30.0, 26.25)","(71.0, 80.0, 73.33333333333333)","(11.0, 25.0, 24.875)","(21.0, 29.0, 24.5)","(15.0, 27.0, 23.666666666666668)","(3.4, 4.6, 4.058333333333334)","(31.0, 50.0, 40.666666666666664)","(61.0, 230.0, 147.5)"
08-01-2023 15:43:24.529248,"(26.0, 65.0, 57.85714285714286)","(4.8, 6.0, 5.674285714285714)","(2.4, 2.8, 2.6921348314606743)","(18.0, 30.0, 26.25)","(71.0, 80.0, 73.33333333333333)","(11.0, 25.0, 24.875)","(21.0, 29.0, 24.5)","(15.0, 27.0, 23.666666666666668)","(3.4, 4.6, 4.058333333333334)","(31.0, 50.0, 40.666666666666664)","(61.0, 230.0, 147.5)"
08-01-2023 15:43:25.764938,"(26.0, 65.0, 57.85714285714286)","(4.8, 6.0, 5.674285714285714)","(2.4, 2.8, 2.6921348314606743)","(18.0, 30.0, 26.25)","(71.0, 80.0, 73.33333333333333)","(11.0, 25.0, 24.875)","(21.0, 29.0, 24.5)","(15.0, 27.0, 23.666666666666668)","(3.4, 4.6, 4.058333333333334)","(31.0, 50.0, 40.666666666666664)","(61.0, 230.0, 147.5)"
08-01-2023 15:43:26.990922,"(26.0, 65.0, 57.85714285714286)","(4.8, 6.0, 5.674285714285714)","(2.4, 2.8, 2.6921348314606743)","(18.0, 30.0, 26.25)","(71.0, 80.0, 73.33333333333333)","(11.0, 25.0, 24.875)","(21.0, 29.0, 24.5)","(15.0, 27.0, 23.666666666666668)","(3.4, 4.6, 4.058333333333334)","(31.0, 50.0, 40.666666666666664)","(61.0, 230.0, 147.5)"
08-01-2023 15:43:28.159949,"(26.0, 65.0, 57.85714285714286)","(4.8, 6.0, 5.674285714285714)","(2.4, 2.8, 2.6921348314606743)","(18.0, 30.0, 26.25)","(71.0, 80.0, 73.33333333333333)","(11.0, 25.0, 24.875)","(21.0, 29.0, 24.5)","(15.0, 27.0, 23.666666666666668)","(3.4, 4.6, 4.275)","(31.0, 50.0, 40.666666666666664)","(61.0, 230.0, 147.5)"
08-01-2023 15:43:29.335178,"(26.0, 65.0, 57.85714285714286)","(4.8, 6.0, 5.6)","(2.4, 2.8, 2.6921348314606743)","(18.0, 30.0, 26.25)","(71.0, 80.0, 73.33333333333333)","(11.0, 25.0, 24.875)","(21.0, 29.0, 24.5)","(15.0, 27.0, 23.666666666666668)","(3.4, 4.6, 4.275)","(31.0, 50.0, 40.666666666666664)","(61.0, 230.0, 147.5)"
08-01-2023 15:43:30.579351,"(26.0, 65.0, 57.85714285714286)","(4.8, 6.0, 5.6)","(2.4, 2.8, 2.6921348314606743)","(18.0, 30.0, 26.25)","(71.0, 80.0, 73.33333333333333)","(11.0, 25.0, 24.875)","(21.0, 29.0, 24.5)","(15.0, 27.0, 23.666666666666668)","(3.4, 4.6, 4.275)","(31.0, 50.0, 40.666666666666664)","(61.0, 230.0, 147.5)"
08-01-2023 15:43:31.842603,"(26.0, 65.0, 57.85714285714286)","(4.8, 6.0, 5.6)","(2.4, 2.8, 2.6921348314606743)","(18.0, 30.0, 26.25)","(71.0, 80.0, 73.33333333333333)","(11.0, 25.0, 24.875)","(21.0, 29.0, 24.5)","(15.0, 27.0, 23.666666666666668)","(3.4, 4.6, 4.275)","(31.0, 50.0, 40.666666666666664)","(61.0, 230.0, 147.5)"
08-01-2023 15:43:33.076038,"(26.0, 65.0, 57.85714285714286)","(4.8, 6.0, 5.6)","(2.4, 2.8, 2.6921348314606743)","(18.0, 30.0, 26.25)","(71.0, 80.0, 73.33333333333333)","(11.0, 25.0, 24.875)","(21.0, 29.0, 24.5)","(15.0, 27.0, 23.666666666666668)","(3.4, 4.6, 4.275)","(31.0, 50.0, 40.666666666666664)","(61.0, 230.0, 147.5)"
08-01-2023 15:43:34.324400,"(26.0, 65.0, 57.85714285714286)","(4.8, 6.0, 5.6)","(2.4, 2.8, 2.6921348314606743)","(18.0, 30.0, 26.25)","(71.0, 80.0, 73.33333333333333)","(11.0, 25.0, 24.875)","(21.0, 29.0, 24.5)","(15.0, 27.0, 23.666666666666668)","(3.4, 4.6, 4.275)","(31.0, 50.0, 40.666666666666664)","(61.0, 230.0, 147.5)"
08-01-2023 15:43:35.582900,"(26.0, 65.0, 57.85714285714286)","(4.8, 6.0, 5.6)","(2.4, 2.8, 2.6921348314606743)","(18.0, 30.0, 26.25)","(71.0, 80.0, 73.33333333333333)","(11.0, 25.0, 24.875)","(21.0, 29.0, 24.5)","(15.0, 27.0, 23.666666666666668)","(3.4, 4.6, 4.275)","(31.0, 50.0, 40.666666666666664)","(61.0, 230.0, 147.5)"
08-01-2023 15:43:36.833463,"(26.0, 65.0, 57.85714285714286)","(4.8, 6.0, 5.6)","(2.4, 2.8, 2.6921348314606743)","(18.0, 30.0, 26.25)","(71.0, 80.0, 73.33333333333333)","(11.0, 25.0, 24.875)","(21.0, 29.0, 24.5)","(15.0, 27.0, 23.666666666666668)","(3.4, 4.6, 4.275)","(31.0, 50.0, 40.666666666666664)","(61.0, 230.0, 147.5)"
08-01-2023 15:43:38.130049,"(26.0, 65.0, 57.85714285714286)","(4.8, 6.0, 5.6)","(2.4, 2.8, 2.6921348314606743)","(18.0, 30.0, 26.25)","(71.0, 80.0, 73.33333333333333)","(11.0, 25.0, 24.875)","(21.0, 29.0, 24.5)","(15.0, 27.0, 23.666666666666668)","(3.4, 4.6, 4.275)","(31.0, 50.0, 40.666666666666664)","(61.0, 230.0, 147.5)"
08-01-2023 15:43:39.413368,"(26.0, 65.0, 57.85714285714286)","(4.8, 6.0, 5.6)","(2.4, 2.8, 2.6921348314606743)","(18.0, 30.0, 26.25)","(71.0, 80.0, 73.33333333333333)","(11.0, 25.0, 24.875)","(21.0, 29.0, 24.5)","(15.0, 27.0, 23.666666666666668)","(3.4, 4.6, 4.275)","(31.0, 50.0, 40.666666666666664)","(61.0, 230.0, 147.5)"
08-01-2023 15:43:40.669052,"(26.0, 65.0, 57.85714285714286)","(4.8, 6.0, 5.6)","(2.4, 2.8, 2.6921348314606743)","(18.0, 30.0, 26.25)","(71.0, 80.0, 73.33333333333333)","(11.0, 25.0, 24.875)","(21.0, 29.0, 24.5)","(15.0, 27.0, 23.666666666666668)","(3.4, 4.6, 4.275)","(31.0, 50.0, 40.666666666666664)","(61.0, 230.0, 147.5)"
08-01-2023 15:43:41.856951,"(26.0, 65.0, 55.0)","(4.8, 6.0, 5.71047619047619)","(2.4, 2.8, 2.6921348314606743)","(18.0, 30.0, 26.25)","(71.0, 80.0, 73.33333333333333)","(11.0, 25.0, 24.875)","(21.0, 29.0, 24.5)","(15.0, 27.0, 23.666666666666668)","(3.4, 4.6, 4.275)","(31.0, 50.0, 40.666666666666664)","(61.0, 230.0, 147.5)"
08-01-2023 15:43:43.114730,"(26.0, 65.0, 55.0)","(4.8, 6.0, 5.71047619047619)","(2.4, 2.8, 2.6921348314606743)","(18.0, 30.0, 26.25)","(71.0, 80.0, 73.33333333333333)","(11.0, 25.0, 24.875)","(21.0, 29.0, 24.5)","(15.0, 27.0, 23.666666666666668)","(3.4, 4.6, 4.275)","(31.0, 50.0, 40.666666666666664)","(61.0, 230.0, 147.5)"
08-01-2023 15:43:44.339968,"(26.0, 65.0, 55.0)","(4.8, 6.0, 5.71047619047619)","(2.4, 2.8, 2.6921348314606743)","(18.0, 30.0, 26.25)","(71.0, 80.0, 73.33333333333333)","(11.0, 25.0, 24.875)","(21.0, 29.0, 24.5)","(15.0, 27.0, 23.666666666666668)","(3.4, 4.6, 4.275)","(31.0, 50.0, 40.666666666666664)","(61.0, 230.0, 147.5)"
08-01-2023 15:43:45.633524,"(26.0, 65.0, 55.0)","(4.8, 6.0, 5.71047619047619)","(2.4, 2.8, 2.6921348314606743)","(18.0, 30.0, 26.25)","(71.0, 80.0, 73.33333333333333)","(11.0, 25.0, 24.875)","(21.0, 29.0, 24.5)","(15.0, 27.0, 23.666666666666668)","(3.4, 4.6, 4.275)","(31.0, 50.0, 40.666666666666664)","(61.0, 230.0, 147.5)"
08-01-2023 15:43:46.894016,"(26.0, 65.0, 55.0)","(4.8, 6.0, 5.71047619047619)","(2.4, 2.8, 2.6921348314606743)","(18.0, 30.0, 26.25)","(71.0, 80.0, 73.33333333333333)","(11.0, 25.0, 24.875)","(21.0, 29.0, 24.5)","(15.0, 27.0, 23.666666666666668)","(3.4, 4.6, 4.275)","(31.0, 50.0, 40.666666666666664)","(61.0, 230.0, 147.5)"
08-01-2023 15:43:48.096530,"(26.0, 65.0, 55.0)","(4.8, 6.0, 5.71047619047619)","(2.4, 2.8, 2.6921348314606743)","(18.0, 30.0, 26.25)","(71.0, 80.0, 73.33333333333333)","(11.0, 25.0, 24.875)","(21.0, 29.0, 24.5)","(15.0, 27.0, 23.666666666666668)","(3.4, 4.6, 4.058333333333334)","(31.0, 50.0, 40.666666666666664)","(61.0, 230.0, 147.5)"
08-01-2023 15:43:49.296769,"(26.0, 65.0, 55.0)","(4.8, 6.0, 5.71047619047619)","(2.4, 2.8, 2.6921348314606743)","(18.0, 30.0, 26.25)","(71.0, 80.0, 73.33333333333333)","(11.0, 25.0, 24.875)","(21.0, 29.0, 24.5)","(15.0, 27.0, 23.666666666666668)","(3.4, 4.6, 4.058333333333334)","(31.0, 50.0, 40.666666666666664)","(61.0, 230.0, 147.5)"
08-01-2023 15:43:50.492616,"(26.0, 65.0, 55.0)","(4.8, 6.0, 5.71047619047619)","(2.4, 2.8, 2.6921348314606743)","(18.0, 30.0, 26.25)","(71.0, 80.0, 73.33333333333333)","(11.0, 25.0, 24.875)","(21.0, 29.0, 24.5)","(15.0, 27.0, 23.666666666666668)","(3.4, 4.6, 4.058333333333334)","(31.0, 50.0, 40.666666666666664)","(61.0, 230.0, 147.5)"
08-01-2023 15:43:51.726096,"(26.0, 65.0, 55.0)","(4.8, 6.0, 5.71047619047619)","(2.4, 2.8, 2.6921348314606743)","(18.0, 30.0, 26.25)","(71.0, 80.0, 73.33333333333333)","(11.0, 25.0, 24.875)","(21.0, 29.0, 24.5)","(15.0, 27.0, 23.666666666666668)","(3.4, 4.6, 4.058333333333334)","(31.0, 50.0, 40.666666666666664)","(61.0, 230.0, 147.5)"
08-01-2023 15:43:52.991587,"(26.0, 65.0, 55.0)","(4.8, 6.0, 5.71047619047619)","(2.4, 2.8, 2.6921348314606743)","(18.0, 30.0, 26.25)","(71.0, 80.0, 73.33333333333333)","(11.0, 25.0, 24.875)","(21.0, 29.0, 24.5)","(15.0, 27.0, 23.666666666666668)","(3.4, 4.6, 4.058333333333334)","(31.0, 50.0, 40.666666666666664)","(61.0, 230.0, 147.5)"
08-01-2023 15:43:54.303765,"(26.0, 65.0, 52.5)","(4.8, 6.0, 5.546268656716418)","(2.4, 2.8, 2.6921348314606743)","(18.0, 30.0, 26.25)","(71.0, 80.0, 73.33333333333333)","(11.0, 25.0, 24.875)","(21.0, 29.0, 24.5)","(15.0, 27.0, 23.666666666666668)","(3.4, 4.6, 4.058333333333334)","(31.0, 50.0, 40.666666666666664)","(61.0, 230.0, 147.5)"
08-01-2023 15:43:55.593905,"(26.0, 65.0, 52.5)","(4.8, 6.0, 5.546268656716418)","(2.4, 2.8, 2.6921348314606743)","(18.0, 30.0, 26.25)","(71.0, 80.0, 73.33333333333333)","(11.0, 25.0, 24.875)","(21.0, 29.0, 24.5)","(15.0, 27.0, 23.666666666666668)","(3.4, 4.6, 4.058333333333334)","(31.0, 50.0, 40.666666666666664)","(61.0, 230.0, 147.5)"
08-01-2023 15:43:56.859474,"(26.0, 65.0, 52.5)","(4.8, 6.0, 5.546268656716418)","(2.4, 2.8, 2.6921348314606743)","(18.0, 30.0, 26.25)","(71.0, 80.0, 73.33333333333333)","(11.0, 25.0, 24.875)","(21.0, 29.0, 24.5)","(15.0, 27.0, 23.666666666666668)","(3.4, 4.6, 4.058333333333334)","(31.0, 50.0, 40.666666666666664)","(61.0, 230.0, 147.5)"
08-01-2023 15:43:58.080158,"(26.0, 65.0, 52.5)","(4.8, 6.0, 5.546268656716418)","(2.4, 2.8, 2.6921348314606743)","(18.0, 30.0, 26.25)","(71.0, 80.0, 73.33333333333333)","(11.0, 25.0, 24.875)","(21.0, 29.0, 24.5)","(15.0, 27.0, 23.666666666666668)","(3.4, 4.6, 4.058333333333334)","(31.0, 50.0, 40.666666666666664)","(61.0, 230.0, 147.5)"
08-01-2023 15:43:59.335251,"(26.0, 65.0, 52.5)","(4.8, 6.0, 5.546268656716418)","(2.4, 2.8, 2.6921348314606743)","(18.0, 30.0, 26.25)","(71.0, 80.0, 73.33333333333333)","(11.0, 25.0, 24.875)","(21.0, 29.0, 24.5)","(15.0, 27.0, 23.666666666666668)","(3.4, 4.6, 4.058333333333334)","(31.0, 50.0, 40.666666666666664)","(61.0, 230.0, 147.5)"
08-01-2023 15:44:00.630697,"(26.0, 65.0, 52.5)","(4.8, 6.0, 5.546268656716418)","(2.4, 2.8, 2.6921348314606743)","(18.0, 30.0, 26.25)","(71.0, 80.0, 73.33333333333333)","(11.0, 25.0, 24.875)","(21.0, 29.0, 24.5)","(15.0, 27.0, 23.666666666666668)","(3.4, 4.6, 4.058333333333334)","(31.0, 50.0, 40.666666666666664)","(61.0, 230.0, 147.5)"
08-01-2023 15:44:02.018443,"(26.0, 65.0, 47.0)","(4.8, 6.0, 5.61025641025641)","(2.4, 2.8, 2.6921348314606743)","(18.0, 30.0, 26.25)","(71.0, 80.0, 73.33333333333333)","(11.0, 25.0, 24.875)","(21.0, 29.0, 24.5)","(15.0, 27.0, 23.666666666666668)","(3.4, 4.6, 4.058333333333334)","(31.0, 50.0, 40.666666666666664)","(61.0, 230.0, 147.5)"
08-01-2023 15:44:03.353208,"(26.0, 65.0, 47.0)","(4.8, 6.0, 5.464102564102564)","(2.4, 2.8, 2.6921348314606743)","(18.0, 30.0, 26.25)","(71.0, 80.0, 73.33333333333333)","(11.0, 25.0, 24.875)","(21.0, 29.0, 24.5)","(15.0, 27.0, 23.666666666666668)","(3.4, 4.6, 4.058333333333334)","(31.0, 50.0, 40.666666666666664)","(61.0, 230.0, 147.5)"
08-01-2023 15:44:04.649781,"(26.0, 65.0, 58.25)","(4.8, 6.0, 5.464102564102564)","(2.4, 2.8, 2.6921348314606743)","(18.0, 30.0, 26.25)","(71.0, 80.0, 73.33333333333333)","(11.0, 25.0, 24.875)","(21.0, 29.0, 24.5)","(15.0, 27.0, 25.384615384615387)","(3.4, 4.6, 4.058333333333334)","(31.0, 50.0, 40.666666666666664)","(61.0, 230.0, 147.5)"
08-01-2023 15:44:05.889313,"(26.0, 65.0, 58.25)","(4.8, 6.0, 5.464102564102564)","(2.4, 2.8, 2.6921348314606743)","(18.0, 30.0, 26.25)","(71.0, 80.0, 73.33333333333333)","(11.0, 25.0, 24.875)","(21.0, 29.0, 24.5)","(15.0, 27.0, 25.384615384615387)","(3.4, 4.6, 4.275)","(31.0, 50.0, 40.666666666666664)","(61.0, 230.0, 147.5)"
08-01-2023 15:44:07.143736,"(26.0, 65.0, 58.25)","(4.8, 6.0, 5.502380952380952)","(2.4, 2.8, 2.6921348314606743)","(18.0, 30.0, 26.25)","(71.0, 80.0, 73.33333333333333)","(11.0, 25.0, 24.875)","(21.0, 29.0, 24.5)","(15.0, 27.0, 25.384615384615387)","(3.4, 4.6, 4.275)","(31.0, 50.0, 40.666666666666664)","(61.0, 230.0, 147.5)"
08-01-2023 15:44:08.445825,"(26.0, 65.0, 58.25)","(4.8, 6.0, 5.502380952380952)","(2.4, 2.8, 2.6921348314606743)","(18.0, 30.0, 26.25)","(71.0, 80.0, 73.33333333333333)","(11.0, 25.0, 24.875)","(21.0, 29.0, 24.5)","(15.0, 27.0, 25.384615384615387)","(3.4, 4.6, 4.275)","(31.0, 50.0, 40.666666666666664)","(61.0, 230.0, 147.5)"
08-01-2023 15:44:09.772034,"(26.0, 65.0, 48.333333333333336)","(4.8, 6.0, 5.502380952380952)","(2.4, 2.8, 2.6921348314606743)","(18.0, 30.0, 26.25)","(71.0, 80.0, 73.33333333333333)","(11.0, 25.0, 24.875)","(21.0, 29.0, 24.5)","(15.0, 27.0, 25.384615384615387)","(3.4, 4.6, 4.275)","(31.0, 50.0, 40.666666666666664)","(61.0, 230.0, 147.5)"
08-01-2023 15:44:11.042316,"(26.0, 65.0, 48.333333333333336)","(4.8, 6.0, 5.502380952380952)","(2.4, 2.8, 2.6921348314606743)","(18.0, 30.0, 26.25)","(71.0, 80.0, 73.33333333333333)","(11.0, 25.0, 24.875)","(21.0, 29.0, 24.5)","(15.0, 27.0, 25.384615384615387)","(3.4, 4.6, 4.275)","(31.0, 50.0, 40.666666666666664)","(61.0, 230.0, 147.5)"
08-01-2023 15:44:12.265740,"(26.0, 65.0, 47.0)","(4.8, 6.0, 5.502380952380952)","(2.4, 2.8, 2.6921348314606743)","(18.0, 30.0, 26.25)","(71.0, 80.0, 73.33333333333333)","(11.0, 25.0, 24.875)","(21.0, 29.0, 24.5)","(15.0, 27.0, 25.090909090909093)","(3.4, 4.6, 4.275)","(31.0, 50.0, 40.666666666666664)","(61.0, 230.0, 147.5)"
08-01-2023 15:44:13.498918,"(26.0, 65.0, 47.0)","(4.8, 6.0, 5.502380952380952)","(2.4, 2.8, 2.6921348314606743)","(18.0, 30.0, 26.25)","(71.0, 80.0, 73.33333333333333)","(11.0, 25.0, 24.875)","(21.0, 29.0, 24.5)","(15.0, 27.0, 25.090909090909093)","(3.4, 4.6, 4.275)","(31.0, 50.0, 40.666666666666664)","(61.0, 230.0, 147.5)"
08-01-2023 15:44:14.754540,"(26.0, 65.0, 47.0)","(4.8, 6.0, 5.502380952380952)","(2.4, 2.8, 2.6921348314606743)","(18.0, 30.0, 26.25)","(71.0, 80.0, 73.33333333333333)","(11.0, 25.0, 24.875)","(21.0, 29.0, 24.5)","(15.0, 27.0, 25.090909090909093)","(3.4, 4.6, 4.275)","(31.0, 50.0, 40.666666666666664)","(61.0, 230.0, 147.5)"
08-01-2023 15:44:16.013712,"(26.0, 65.0, 47.0)","(4.8, 6.0, 5.502380952380952)","(2.4, 2.8, 2.6921348314606743)","(18.0, 30.0, 26.25)","(71.0, 80.0, 73.33333333333333)","(11.0, 25.0, 24.875)","(21.0, 29.0, 24.5)","(15.0, 27.0, 25.46153846153846)","(3.4, 4.6, 4.275)","(31.0, 50.0, 40.666666666666664)","(61.0, 230.0, 147.5)"
08-01-2023 15:44:17.263159,"(26.0, 65.0, 57.0)","(4.8, 6.0, 5.502380952380952)","(2.4, 2.8, 2.6921348314606743)","(18.0, 30.0, 26.25)","(71.0, 80.0, 73.33333333333333)","(11.0, 25.0, 24.875)","(21.0, 29.0, 24.5)","(15.0, 27.0, 25.46153846153846)","(3.4, 4.6, 4.275)","(31.0, 50.0, 40.666666666666664)","(61.0, 230.0, 147.5)"
08-01-2023 15:44:18.531356,"(26.0, 65.0, 59.0)","(4.8, 6.0, 5.05)","(2.4, 2.8, 2.6933333333333334)","(18.0, 30.0, 27.0)","(71.0, 80.0, 73.33333333333333)","(11.0, 25.0, 24.88888888888889)","(21.0, 29.0, 25.4)","(15.0, 27.0, 25.46153846153846)","(3.4, 4.6, 4.4375)","(31.0, 50.0, 40.666666666666664)","(61.0, 230.0, 147.5)"
08-01-2023 15:44:19.827448,"(26.0, 65.0, 59.0)","(4.8, 6.0, 5.05)","(2.4, 2.8, 2.6933333333333334)","(18.0, 30.0, 27.0)","(71.0, 80.0, 73.33333333333333)","(11.0, 25.0, 24.88888888888889)","(21.0, 29.0, 27.0)","(15.0, 27.0, 25.46153846153846)","(3.4, 4.6, 4.4375)","(31.0, 50.0, 40.666666666666664)","(61.0, 230.0, 147.5)"
08-01-2023 15:44:21.041853,"(26.0, 65.0, 59.0)","(4.8, 6.0, 5.05)","(2.4, 2.8, 2.6933333333333334)","(18.0, 30.0, 27.0)","(71.0, 80.0, 73.33333333333333)","(11.0, 25.0, 24.88888888888889)","(21.0, 29.0, 27.0)","(15.0, 27.0, 25.46153846153846)","(3.4, 4.6, 4.4375)","(31.0, 50.0, 40.666666666666664)","(61.0, 230.0, 147.5)"
08-01-2023 15:44:22.256698,"(26.0, 65.0, 59.0)","(4.8, 6.0, 5.05)","(2.4, 2.8, 2.6933333333333334)","(18.0, 30.0, 27.0)","(71.0, 80.0, 73.33333333333333)","(11.0, 25.0, 24.88888888888889)","(21.0, 29.0, 27.0)","(15.0, 27.0, 25.46153846153846)","(3.4, 4.6, 4.4375)","(31.0, 50.0, 40.666666666666664)","(61.0, 230.0, 147.5)"
08-01-2023 15:44:23.564973,"(26.0, 65.0, 59.0)","(4.8, 6.0, 5.05)","(2.4, 2.8, 2.6933333333333334)","(18.0, 30.0, 27.0)","(71.0, 80.0, 73.33333333333333)","(11.0, 25.0, 24.88888888888889)","(21.0, 29.0, 27.0)","(15.0, 27.0, 26.09090909090909)","(3.4, 4.6, 4.4375)","(31.0, 50.0, 40.666666666666664)","(61.0, 230.0, 147.5)"
08-01-2023 15:44:24.932904,"(26.0, 65.0, 59.0)","(4.8, 6.0, 5.05)","(2.4, 2.8, 2.6933333333333334)","(18.0, 30.0, 27.0)","(71.0, 80.0, 73.33333333333333)","(11.0, 25.0, 24.88888888888889)","(21.0, 29.0, 27.0)","(15.0, 27.0, 26.09090909090909)","(3.4, 4.6, 4.19375)","(31.0, 50.0, 40.666666666666664)","(61.0, 230.0, 147.5)"
08-01-2023 15:44:26.296352,"(26.0, 65.0, 55.0)","(4.8, 6.0, 5.05)","(2.4, 2.8, 2.6933333333333334)","(18.0, 30.0, 27.0)","(71.0, 80.0, 73.33333333333333)","(11.0, 25.0, 24.88888888888889)","(21.0, 29.0, 27.0)","(15.0, 27.0, 26.09090909090909)","(3.4, 4.6, 4.19375)","(31.0, 50.0, 40.666666666666664)","(61.0, 230.0, 147.5)"
08-01-2023 15:44:27.636101,"(26.0, 65.0, 55.0)","(4.8, 6.0, 5.05)","(2.4, 2.8, 2.6933333333333334)","(18.0, 30.0, 27.0)","(71.0, 80.0, 73.33333333333333)","(11.0, 25.0, 24.88888888888889)","(21.0, 29.0, 27.0)","(15.0, 27.0, 25.53846153846154)","(3.4, 4.6, 4.19375)","(31.0, 50.0, 40.666666666666664)","(61.0, 230.0, 147.5)"
08-01-2023 15:44:28.982948,"(26.0, 65.0, 58.0)","(4.8, 6.0, 5.518987341772152)","(2.4, 2.8, 2.6933333333333334)","(18.0, 30.0, 27.0)","(71.0, 80.0, 73.33333333333333)","(11.0, 25.0, 24.88888888888889)","(21.0, 29.0, 27.0)","(15.0, 27.0, 25.53846153846154)","(3.4, 4.6, 4.19375)","(31.0, 50.0, 40.666666666666664)","(61.0, 230.0, 147.5)"
08-01-2023 15:44:30.368828,"(26.0, 65.0, 58.0)","(4.8, 6.0, 5.518987341772152)","(2.4, 2.8, 2.6933333333333334)","(18.0, 30.0, 27.0)","(71.0, 80.0, 73.33333333333333)","(11.0, 25.0, 24.88888888888889)","(21.0, 29.0, 27.0)","(15.0, 27.0, 25.53846153846154)","(3.4, 4.6, 4.19375)","(31.0, 50.0, 40.666666666666664)","(61.0, 230.0, 147.5)"
08-01-2023 15:44:31.752679,"(26.0, 65.0, 58.0)","(4.8, 6.0, 5.518987341772152)","(2.4, 2.8, 2.6933333333333334)","(18.0, 30.0, 27.0)","(71.0, 80.0, 73.33333333333333)","(11.0, 25.0, 24.88888888888889)","(21.0, 29.0, 27.0)","(15.0, 27.0, 25.53846153846154)","(3.4, 4.6, 4.19375)","(31.0, 50.0, 40.666666666666664)","(61.0, 230.0, 147.5)"
