,Prota,Tringale,Confusion Baby Boy,Antipoison,Yabba Dabba Dude,Northern Ridge,Trustyourinstinct,Nick The Cardshark
15-12-2022 12:01:00.222273,"(7.5, 13.5, 13.227272727272727)","(4.2, 5.1, 4.83)","(19.0, 32.0, 25.666666666666664)","(12.0, 19.0, 17.333333333333332)","(15.0, 29.0, 23.8)","(10.0, 11.0, 10.6)","(2.5, 2.78, 2.617037037037037)","(5.5, 9.4, 8.733333333333334)"
15-12-2022 12:01:01.385379,"(7.5, 13.5, 13.227272727272727)","(4.2, 5.1, 4.83)","(19.0, 32.0, 25.666666666666664)","(12.0, 19.0, 17.333333333333332)","(15.0, 29.0, 23.8)","(10.0, 11.0, 10.6)","(2.5, 2.78, 2.617037037037037)","(5.5, 9.4, 8.733333333333334)"
15-12-2022 12:01:02.497578,"(7.5, 13.5, 13.227272727272727)","(4.2, 5.1, 4.83)","(19.0, 32.0, 22.5)","(12.0, 19.0, 17.333333333333332)","(15.0, 29.0, 23.8)","(10.0, 11.0, 10.6)","(2.5, 2.78, 2.617037037037037)","(5.5, 9.4, 8.733333333333334)"
15-12-2022 12:01:03.639451,"(7.5, 13.5, 13.227272727272727)","(4.2, 5.1, 4.83)","(19.0, 32.0, 22.5)","(12.0, 19.0, 17.333333333333332)","(15.0, 29.0, 20.333333333333332)","(10.0, 11.0, 10.6)","(2.5, 2.78, 2.617037037037037)","(5.5, 9.4, 8.733333333333334)"
15-12-2022 12:01:04.851565,"(7.5, 13.5, 13.0)","(4.2, 5.1, 4.83)","(19.0, 32.0, 22.5)","(12.0, 19.0, 17.333333333333332)","(15.0, 29.0, 20.666666666666668)","(10.0, 11.0, 10.666666666666666)","(2.5, 2.78, 2.617037037037037)","(5.5, 9.4, 8.963636363636363)"
15-12-2022 12:01:06.012544,"(7.5, 13.5, 13.038461538461538)","(4.2, 5.1, 4.83)","(19.0, 32.0, 22.5)","(12.0, 19.0, 17.333333333333332)","(15.0, 29.0, 20.666666666666668)","(10.0, 11.0, 11.6)","(2.5, 2.78, 2.617037037037037)","(5.5, 9.4, 9.066666666666666)"
15-12-2022 12:01:07.218788,"(7.5, 13.5, 13.227272727272727)","(4.2, 5.1, 4.83)","(19.0, 32.0, 25.666666666666664)","(12.0, 19.0, 17.333333333333332)","(15.0, 29.0, 21.0)","(10.0, 12.0, 11.6)","(2.5, 2.78, 2.617037037037037)","(5.5, 9.4, 9.066666666666666)"
15-12-2022 12:01:08.377923,"(7.5, 13.5, 12.355263157894736)","(4.2, 5.1, 4.83)","(19.0, 32.0, 25.666666666666664)","(12.0, 19.0, 17.333333333333332)","(15.0, 29.0, 21.0)","(10.0, 12.0, 11.625)","(2.5, 2.78, 2.617037037037037)","(5.5, 9.4, 9.066666666666666)"
15-12-2022 12:01:09.610117,"(7.5, 13.5, 12.355263157894736)","(4.2, 5.1, 4.83)","(19.0, 32.0, 25.666666666666664)","(12.0, 19.0, 17.333333333333332)","(15.0, 29.0, 21.0)","(10.0, 12.0, 11.181818181818182)","(2.5, 2.78, 2.617037037037037)","(5.5, 9.4, 9.066666666666666)"
15-12-2022 12:01:11.017771,"(7.5, 13.5, 12.355263157894736)","(4.2, 5.1, 4.83)","(19.0, 32.0, 22.5)","(12.0, 19.0, 17.333333333333332)","(15.0, 29.0, 20.666666666666668)","(10.0, 13.0, 11.181818181818182)","(2.5, 2.78, 2.7133333333333334)","(5.5, 9.4, 9.066666666666666)"
15-12-2022 12:01:12.456674,"(7.5, 13.5, 12.355263157894736)","(4.2, 5.1, 4.83)","(19.0, 32.0, 25.666666666666664)","(12.0, 19.0, 17.333333333333332)","(15.0, 29.0, 21.0)","(10.0, 13.0, 11.181818181818182)","(2.5, 2.78, 2.6626086956521737)","(5.5, 9.4, 9.066666666666666)"
15-12-2022 12:01:13.783193,"(7.5, 13.5, 12.355263157894736)","(4.2, 5.1, 4.83)","(19.0, 32.0, 22.5)","(12.0, 19.0, 17.333333333333332)","(15.0, 29.0, 21.0)","(10.0, 13.0, 11.333333333333334)","(2.5, 2.78, 2.6626086956521737)","(5.5, 9.4, 9.08)"
15-12-2022 12:01:15.161535,"(7.5, 13.5, 12.355263157894736)","(4.2, 5.1, 4.83)","(19.0, 32.0, 22.5)","(12.0, 19.0, 17.333333333333332)","(15.0, 29.0, 21.0)","(10.0, 12.5, 11.333333333333334)","(2.5, 2.78, 2.6626086956521737)","(5.5, 9.2, 9.08)"
15-12-2022 12:01:16.832312,"(7.5, 13.5, 12.355263157894736)","(4.2, 5.1, 4.83)","(19.0, 32.0, 22.5)","(12.0, 19.0, 17.333333333333332)","(15.0, 29.0, 24.2)","(10.0, 12.5, 11.5)","(2.5, 2.78, 2.6626086956521737)","(5.5, 9.2, 9.08)"
15-12-2022 12:01:18.351539,"(7.5, 13.5, 12.355263157894736)","(4.2, 5.1, 4.83)","(19.0, 32.0, 25.666666666666664)","(12.0, 19.0, 17.333333333333332)","(15.0, 29.0, 24.2)","(10.0, 12.0, 11.806451612903226)","(2.5, 2.78, 2.7547169811320753)","(5.5, 9.2, 9.08)"
15-12-2022 12:01:19.793041,"(7.5, 13.5, 12.355263157894736)","(4.2, 5.1, 4.83)","(19.0, 32.0, 25.666666666666664)","(12.0, 19.0, 17.333333333333332)","(15.0, 29.0, 24.2)","(10.0, 12.0, 11.806451612903226)","(2.5, 2.8, 2.764)","(5.5, 9.4, 9.08)"
15-12-2022 12:01:21.282922,"(7.5, 13.5, 12.355263157894736)","(4.2, 5.1, 4.83)","(19.0, 32.0, 22.75)","(12.0, 19.0, 17.333333333333332)","(15.0, 29.0, 24.2)","(10.0, 12.0, 11.806451612903226)","(2.5, 2.8, 2.764)","(5.5, 9.4, 9.08)"
15-12-2022 12:01:22.502686,"(7.5, 13.5, 12.355263157894736)","(4.2, 5.1, 4.83)","(19.0, 32.0, 22.75)","(12.0, 19.0, 17.333333333333332)","(15.0, 29.0, 24.2)","(10.0, 12.0, 11.806451612903226)","(2.5, 2.8, 2.8795454545454544)","(5.5, 9.4, 9.08)"
15-12-2022 12:01:23.690379,"(7.5, 13.5, 12.355263157894736)","(4.2, 5.1, 4.83)","(19.0, 32.0, 22.75)","(12.0, 19.0, 17.333333333333332)","(15.0, 29.0, 24.2)","(10.0, 12.0, 11.25)","(2.5, 2.9, 2.861428571428571)","(5.5, 9.4, 9.08)"
15-12-2022 12:01:24.841357,"(7.5, 13.0, 11.541666666666666)","(4.2, 5.2, 4.84)","(19.0, 32.0, 22.75)","(12.0, 19.0, 17.333333333333332)","(15.0, 29.0, 24.2)","(10.0, 12.0, 11.25)","(2.5, 2.88, 2.68)","(5.5, 9.4, 9.08)"
15-12-2022 12:01:26.055970,"(7.5, 13.0, 10.62)","(4.2, 5.2, 5.0)","(19.0, 32.0, 22.75)","(12.0, 19.0, 17.333333333333332)","(15.0, 29.0, 24.2)","(10.0, 12.0, 11.0)","(2.5, 2.86, 2.68)","(5.5, 9.4, 9.08)"
15-12-2022 12:01:27.233494,"(7.5, 12.5, 11.34)","(4.2, 5.2, 5.0)","(19.0, 32.0, 22.75)","(12.0, 19.0, 17.333333333333332)","(15.0, 29.0, 24.2)","(10.0, 11.5, 11.4)","(2.5, 2.86, 2.68)","(5.5, 9.4, 9.08)"
15-12-2022 12:01:28.332696,"(7.5, 12.0, 10.4)","(4.2, 5.1, 4.83)","(19.0, 32.0, 22.75)","(12.0, 19.0, 17.333333333333332)","(15.0, 29.0, 24.2)","(10.0, 11.5, 11.4)","(2.5, 2.86, 2.822758620689655)","(5.5, 9.4, 9.08)"
15-12-2022 12:01:29.540254,"(7.5, 12.0, 10.4)","(4.2, 5.1, 4.83)","(19.0, 32.0, 22.75)","(12.0, 19.0, 17.333333333333332)","(15.0, 29.0, 24.2)","(10.0, 11.5, 11.4)","(2.5, 2.86, 2.7463157894736843)","(5.5, 9.4, 9.10909090909091)"
15-12-2022 12:01:30.692059,"(7.5, 12.0, 10.4)","(4.2, 5.1, 4.83)","(19.0, 32.0, 22.5)","(12.0, 19.0, 17.333333333333332)","(15.0, 29.0, 24.2)","(10.0, 11.5, 11.4)","(2.5, 2.86, 2.819591836734694)","(5.5, 9.4, 8.7)"
15-12-2022 12:01:31.933080,"(7.5, 12.0, 10.4)","(4.2, 5.1, 4.83)","(19.0, 32.0, 22.5)","(12.0, 19.0, 17.333333333333332)","(15.0, 29.0, 24.2)","(10.0, 11.5, 11.4)","(2.5, 2.86, 2.819591836734694)","(5.5, 9.0, 8.7)"
15-12-2022 12:01:33.146463,"(7.5, 12.0, 10.4)","(4.2, 5.1, 4.83)","(19.0, 32.0, 22.5)","(12.0, 19.0, 17.333333333333332)","(15.0, 29.0, 24.2)","(10.0, 11.5, 11.4)","(2.5, 2.86, 2.819591836734694)","(5.5, 9.0, 8.7)"
15-12-2022 12:01:34.386529,"(7.5, 12.0, 10.4)","(4.2, 5.1, 4.83)","(19.0, 32.0, 22.5)","(12.0, 19.0, 17.333333333333332)","(15.0, 29.0, 24.2)","(10.0, 11.5, 11.25)","(2.5, 2.86, 2.819591836734694)","(5.5, 9.0, 8.7)"
15-12-2022 12:01:35.618262,"(7.5, 11.5, 11.17142857142857)","(4.2, 5.1, 4.83)","(19.0, 32.0, 22.5)","(12.0, 19.0, 18.375)","(15.0, 29.0, 24.2)","(10.0, 11.5, 11.25)","(2.5, 2.86, 2.819591836734694)","(5.5, 9.0, 8.7)"
15-12-2022 12:01:36.888657,"(7.5, 11.5, 9.05)","(4.2, 5.4, 4.84)","(19.0, 32.0, 22.75)","(12.0, 19.0, 18.0)","(15.0, 29.0, 24.2)","(10.0, 11.5, 11.346153846153847)","(2.5, 2.86, 2.7742857142857145)","(5.5, 9.0, 8.8)"
15-12-2022 12:01:38.269974,"(7.5, 11.5, 8.933333333333334)","(4.2, 5.3, 5.1)","(19.0, 32.0, 23.0)","(12.0, 19.0, 18.0)","(15.0, 29.0, 24.2)","(10.0, 11.5, 12.791666666666668)","(2.5, 2.86, 2.7742857142857145)","(5.5, 9.2, 8.8)"
15-12-2022 12:01:39.483622,"(7.5, 11.5, 9.299999999999999)","(4.2, 5.3, 4.915384615384615)","(19.0, 32.0, 23.25)","(12.0, 19.0, 18.0)","(15.0, 29.0, 24.2)","(10.0, 13.0, 12.791666666666668)","(2.5, 2.86, 2.863076923076923)","(5.5, 9.2, 8.8)"
15-12-2022 12:01:40.678692,"(7.5, 11.0, 9.742857142857144)","(4.2, 5.3, 4.915384615384615)","(19.0, 32.0, 22.75)","(12.0, 19.0, 18.0)","(15.0, 29.0, 24.2)","(10.0, 13.0, 11.75)","(2.5, 2.88, 2.863076923076923)","(5.5, 9.2, 8.8)"
15-12-2022 12:01:41.899659,"(7.5, 11.0, 9.307692307692308)","(4.2, 5.3, 4.915384615384615)","(19.0, 32.0, 23.0)","(12.0, 19.0, 18.0)","(15.0, 29.0, 24.2)","(10.0, 12.5, 11.75)","(2.5, 2.88, 2.863076923076923)","(5.5, 9.2, 8.8)"
15-12-2022 12:01:43.094219,"(7.5, 11.0, 9.307692307692308)","(4.2, 5.3, 4.915384615384615)","(19.0, 32.0, 23.0)","(12.0, 19.0, 18.0)","(15.0, 29.0, 24.2)","(10.0, 12.5, 11.75)","(2.5, 2.88, 2.863076923076923)","(5.5, 9.2, 8.8)"
15-12-2022 12:01:44.320501,"(7.5, 11.0, 9.307692307692308)","(4.2, 5.3, 4.915384615384615)","(19.0, 32.0, 22.75)","(12.0, 19.0, 18.0)","(15.0, 29.0, 24.2)","(10.0, 12.5, 11.75)","(2.5, 2.88, 2.852)","(5.5, 9.2, 8.8)"
15-12-2022 12:01:45.519023,"(7.5, 11.0, 9.307692307692308)","(4.2, 5.3, 4.89375)","(19.0, 32.0, 22.5)","(12.0, 19.0, 18.0)","(15.0, 29.0, 24.2)","(10.0, 12.5, 11.75)","(2.5, 2.9, 2.852)","(5.5, 9.2, 8.8)"
15-12-2022 12:01:46.644854,"(7.5, 11.0, 9.307692307692308)","(4.2, 5.3, 4.89375)","(19.0, 32.0, 22.5)","(12.0, 19.0, 18.0)","(15.0, 29.0, 24.2)","(10.0, 12.5, 11.75)","(2.5, 2.9, 2.852)","(5.5, 9.2, 8.8)"
15-12-2022 12:01:47.785546,"(7.5, 10.5, 9.82)","(4.2, 5.3, 4.89375)","(19.0, 32.0, 22.5)","(12.0, 19.5, 18.166666666666668)","(15.0, 29.0, 24.2)","(10.0, 13.5, 12.5625)","(2.5, 2.9, 2.852)","(5.5, 9.2, 8.8)"
15-12-2022 12:01:48.908369,"(7.5, 10.5, 9.82)","(4.2, 5.3, 4.907142857142857)","(19.0, 32.0, 22.75)","(12.0, 19.5, 18.166666666666668)","(15.0, 29.0, 24.2)","(10.0, 13.0, 11.666666666666666)","(2.5, 2.9, 2.852)","(5.5, 9.2, 8.8)"
15-12-2022 12:01:50.028271,"(7.5, 10.5, 9.82)","(4.2, 5.3, 4.907142857142857)","(19.0, 32.0, 22.75)","(12.0, 19.5, 18.166666666666668)","(15.0, 29.0, 24.2)","(10.0, 13.0, 11.666666666666666)","(2.5, 2.9, 2.852)","(5.5, 9.2, 8.8)"
15-12-2022 12:01:51.086782,"(7.5, 10.5, 9.82)","(4.2, 5.3, 4.907142857142857)","(19.0, 32.0, 22.75)","(12.0, 19.5, 18.166666666666668)","(15.0, 29.0, 24.2)","(10.0, 13.0, 11.666666666666666)","(2.5, 2.9, 2.825)","(5.5, 9.2, 8.8)"
15-12-2022 12:01:52.146359,"(7.5, 10.5, 9.82)","(4.2, 5.3, 4.907142857142857)","(19.0, 32.0, 22.5)","(12.0, 19.5, 18.166666666666668)","(15.0, 29.0, 24.2)","(10.0, 13.0, 11.666666666666666)","(2.5, 2.9, 2.8466666666666667)","(5.5, 9.2, 8.694736842105263)"
15-12-2022 12:01:53.147599,"(7.5, 10.5, 9.82)","(4.2, 5.3, 4.907142857142857)","(19.0, 32.0, 22.5)","(12.0, 19.5, 18.166666666666668)","(15.0, 29.0, 24.2)","(10.0, 13.0, 11.666666666666666)","(2.5, 2.92, 2.8466666666666667)","(5.5, 9.2, 8.694736842105263)"
15-12-2022 12:01:54.202811,"(7.5, 10.5, 9.82)","(4.2, 5.3, 4.907142857142857)","(19.0, 32.0, 22.5)","(12.0, 19.5, 18.166666666666668)","(15.0, 29.0, 24.2)","(10.0, 13.0, 11.363636363636363)","(2.5, 2.92, 2.8466666666666667)","(5.5, 9.2, 8.694736842105263)"
15-12-2022 12:01:55.247629,"(7.5, 10.5, 9.263636363636364)","(4.2, 5.3, 5.156)","(19.0, 32.0, 22.5)","(12.0, 19.5, 18.166666666666668)","(15.0, 29.0, 24.2)","(10.0, 13.0, 11.75)","(2.5, 2.92, 2.8466666666666667)","(5.5, 9.2, 8.694736842105263)"
15-12-2022 12:01:56.297188,"(7.5, 10.5, 9.366666666666667)","(4.2, 5.2, 4.933333333333334)","(19.0, 32.0, 22.75)","(12.0, 19.5, 18.166666666666668)","(15.0, 29.0, 24.2)","(10.0, 12.5, 11.75)","(2.5, 2.92, 2.8466666666666667)","(5.5, 9.2, 8.694736842105263)"
15-12-2022 12:01:57.396006,"(7.5, 10.5, 9.366666666666667)","(4.2, 5.2, 4.933333333333334)","(19.0, 32.0, 22.5)","(12.0, 19.5, 18.166666666666668)","(15.0, 29.0, 24.2)","(10.0, 12.5, 11.75)","(2.5, 2.92, 2.8466666666666667)","(5.5, 9.2, 8.821052631578947)"
15-12-2022 12:01:58.541533,"(7.5, 10.0, 9.52)","(4.2, 5.1, 5.033333333333333)","(19.0, 32.0, 22.5)","(12.0, 19.5, 18.166666666666668)","(15.0, 29.0, 24.2)","(10.0, 12.5, 12.071428571428571)","(2.5, 2.92, 2.8466666666666667)","(5.5, 9.2, 8.821052631578947)"
15-12-2022 12:01:59.715911,"(7.5, 10.0, 9.314285714285715)","(4.2, 5.1, 5.033333333333333)","(19.0, 32.0, 25.666666666666664)","(12.0, 19.5, 18.166666666666668)","(15.0, 29.0, 24.2)","(10.0, 12.5, 12.071428571428571)","(2.5, 2.92, 2.755)","(5.5, 9.2, 8.821052631578947)"
15-12-2022 12:02:00.897704,"(7.5, 10.0, 9.314285714285715)","(4.2, 5.1, 5.033333333333333)","(19.0, 32.0, 25.666666666666664)","(12.0, 19.5, 18.166666666666668)","(15.0, 29.0, 24.2)","(10.0, 12.5, 12.071428571428571)","(2.5, 2.92, 2.79)","(5.5, 9.2, 8.821052631578947)"
15-12-2022 12:02:02.141136,"(7.5, 10.0, 9.314285714285715)","(4.2, 5.1, 4.875)","(19.0, 32.0, 28.3)","(12.0, 19.5, 18.166666666666668)","(15.0, 29.0, 24.2)","(10.0, 12.5, 12.071428571428571)","(2.5, 3.15, 2.79)","(5.5, 9.2, 8.821052631578947)"
15-12-2022 12:02:03.349039,"(7.5, 10.0, 9.314285714285715)","(4.2, 5.1, 4.875)","(19.0, 32.0, 23.0)","(12.0, 19.5, 18.166666666666668)","(15.0, 29.0, 24.2)","(10.0, 12.5, 12.071428571428571)","(2.5, 3.15, 2.79)","(5.5, 9.2, 8.821052631578947)"
15-12-2022 12:02:04.561922,"(7.5, 10.0, 9.25)","(4.2, 5.1, 4.875)","(19.0, 32.0, 23.0)","(12.0, 19.5, 18.166666666666668)","(15.0, 29.0, 21.333333333333332)","(10.0, 12.5, 12.071428571428571)","(2.5, 3.15, 3.083333333333333)","(5.5, 9.2, 8.694736842105263)"
15-12-2022 12:02:05.769224,"(7.5, 10.0, 9.333333333333334)","(4.2, 5.1, 4.875)","(19.0, 32.0, 23.0)","(12.0, 19.5, 18.166666666666668)","(15.0, 29.0, 23.25)","(10.0, 12.5, 11.75)","(2.5, 3.15, 2.91)","(5.5, 9.2, 8.694736842105263)"
15-12-2022 12:02:06.941814,"(7.5, 9.8, 9.466666666666667)","(4.2, 5.1, 4.875)","(19.0, 32.0, 23.0)","(12.0, 19.5, 18.5)","(15.0, 29.0, 23.25)","(10.0, 12.5, 11.75)","(2.5, 3.1, 2.91)","(5.5, 9.2, 8.694736842105263)"
15-12-2022 12:02:08.073445,"(7.5, 9.8, 9.466666666666667)","(4.2, 5.1, 4.875)","(19.0, 32.0, 23.0)","(12.0, 19.5, 18.5)","(15.0, 29.0, 23.25)","(10.0, 12.5, 11.75)","(2.5, 3.1, 2.91)","(5.5, 9.2, 8.694736842105263)"
15-12-2022 12:02:09.281174,"(7.5, 9.8, 9.466666666666667)","(4.2, 5.1, 4.407692307692308)","(19.0, 32.0, 23.0)","(12.0, 19.5, 18.5)","(15.0, 29.0, 23.25)","(10.0, 12.5, 11.714285714285714)","(2.5, 3.1, 3.0123076923076924)","(5.5, 9.2, 8.694736842105263)"
15-12-2022 12:02:10.445203,"(7.5, 9.8, 9.466666666666667)","(4.2, 5.0, 4.65)","(19.0, 32.0, 22.75)","(12.0, 19.5, 18.5)","(15.0, 29.0, 23.25)","(10.0, 12.0, 11.714285714285714)","(2.5, 3.1, 3.0123076923076924)","(5.5, 9.2, 8.694736842105263)"
15-12-2022 12:02:11.638048,"(7.5, 9.8, 9.466666666666667)","(4.2, 5.0, 4.65)","(19.0, 32.0, 22.75)","(12.0, 19.5, 18.5)","(15.0, 29.0, 23.25)","(10.0, 12.0, 11.6)","(2.5, 3.1, 3.0123076923076924)","(5.5, 9.2, 8.821052631578947)"
15-12-2022 12:02:12.833428,"(7.5, 9.8, 9.466666666666667)","(4.2, 4.9, 4.392307692307692)","(19.0, 32.0, 22.75)","(12.0, 19.5, 18.5)","(15.0, 29.0, 23.25)","(10.0, 12.0, 11.6)","(2.5, 3.1, 3.0123076923076924)","(5.5, 9.2, 8.821052631578947)"
15-12-2022 12:02:14.077455,"(7.5, 9.8, 9.466666666666667)","(4.2, 4.9, 4.392307692307692)","(19.0, 32.0, 22.75)","(12.0, 19.5, 18.5)","(15.0, 29.0, 23.25)","(10.0, 12.0, 11.6)","(2.5, 3.1, 3.0123076923076924)","(5.5, 9.2, 8.821052631578947)"
15-12-2022 12:02:15.243898,"(7.5, 9.8, 9.466666666666667)","(4.2, 4.9, 4.392307692307692)","(19.0, 32.0, 22.75)","(12.0, 19.5, 18.5)","(15.0, 29.0, 23.25)","(10.0, 12.0, 11.6)","(2.5, 3.1, 3.0123076923076924)","(5.5, 9.2, 8.821052631578947)"
15-12-2022 12:02:16.422293,"(7.5, 9.8, 9.466666666666667)","(4.2, 4.9, 4.392307692307692)","(19.0, 32.0, 22.75)","(12.0, 19.5, 18.5)","(15.0, 29.0, 23.25)","(10.0, 12.0, 11.6)","(2.5, 3.1, 3.0123076923076924)","(5.5, 9.2, 8.899999999999999)"
15-12-2022 12:02:17.610531,"(7.5, 9.8, 9.466666666666667)","(4.2, 4.9, 4.392307692307692)","(19.0, 32.0, 22.75)","(12.0, 19.5, 18.5)","(15.0, 29.0, 23.25)","(10.0, 12.0, 11.6)","(2.5, 3.1, 3.0123076923076924)","(5.5, 9.2, 8.899999999999999)"
15-12-2022 12:02:18.838326,"(7.5, 9.8, 9.466666666666667)","(4.2, 4.9, 4.392307692307692)","(19.0, 32.0, 22.75)","(12.0, 19.5, 18.5)","(15.0, 29.0, 23.25)","(10.0, 12.0, 11.6)","(2.5, 3.1, 2.893684210526316)","(5.5, 9.2, 8.899999999999999)"
15-12-2022 12:02:20.036311,"(7.5, 9.8, 9.466666666666667)","(4.2, 4.9, 4.392307692307692)","(19.0, 32.0, 22.75)","(12.0, 19.5, 18.5)","(15.0, 29.0, 23.25)","(10.0, 12.0, 11.6)","(2.5, 3.05, 2.893684210526316)","(5.5, 9.2, 8.899999999999999)"
15-12-2022 12:02:21.202654,"(7.5, 9.8, 9.466666666666667)","(4.2, 4.8, 4.55)","(19.0, 32.0, 22.75)","(12.0, 19.5, 18.5)","(15.0, 29.0, 23.25)","(10.0, 12.0, 11.6)","(2.5, 3.05, 2.893684210526316)","(5.5, 9.2, 8.899999999999999)"
15-12-2022 12:02:22.349593,"(7.5, 9.8, 9.466666666666667)","(4.2, 4.8, 4.55)","(19.0, 32.0, 22.5)","(12.0, 19.5, 18.5)","(15.0, 29.0, 23.25)","(10.0, 12.0, 11.75)","(2.5, 3.05, 2.867368421052632)","(5.5, 9.2, 8.899999999999999)"
15-12-2022 12:02:23.495223,"(7.5, 9.8, 9.466666666666667)","(4.2, 4.7, 4.5)","(19.0, 32.0, 22.75)","(12.0, 19.5, 18.5)","(15.0, 29.0, 23.25)","(10.0, 13.0, 11.75)","(2.5, 3.0, 2.867368421052632)","(5.5, 9.2, 8.899999999999999)"
15-12-2022 12:02:24.596036,"(7.5, 9.8, 9.466666666666667)","(4.2, 4.7, 4.5)","(19.0, 32.0, 25.666666666666664)","(12.0, 19.5, 18.75)","(15.0, 29.0, 25.75)","(10.0, 13.0, 11.75)","(2.5, 3.0, 2.867368421052632)","(5.5, 9.2, 8.899999999999999)"
15-12-2022 12:02:25.729758,"(7.5, 9.8, 9.466666666666667)","(4.2, 4.7, 4.5)","(19.0, 32.0, 29.076923076923077)","(12.0, 19.5, 18.5)","(15.0, 34.0, 25.75)","(10.0, 13.0, 11.75)","(2.5, 3.0, 2.92)","(5.5, 9.2, 8.899999999999999)"
15-12-2022 12:02:26.875686,"(7.5, 9.8, 9.466666666666667)","(4.2, 4.7, 4.5)","(19.0, 32.0, 26.714285714285715)","(12.0, 19.5, 18.5)","(15.0, 34.0, 25.75)","(10.0, 13.0, 11.75)","(2.5, 2.98, 2.92)","(5.5, 9.2, 8.899999999999999)"
15-12-2022 12:02:28.036664,"(7.5, 9.8, 9.466666666666667)","(4.2, 4.7, 4.5)","(19.0, 32.0, 26.0)","(12.0, 19.5, 18.5)","(15.0, 34.0, 25.75)","(10.0, 12.5, 11.9)","(2.5, 2.98, 2.92)","(5.5, 9.2, 8.899999999999999)"
15-12-2022 12:02:29.180209,"(7.5, 9.8, 9.466666666666667)","(4.2, 4.7, 4.5)","(19.0, 32.0, 26.0)","(12.0, 19.5, 18.5)","(15.0, 34.0, 25.75)","(10.0, 12.5, 11.9)","(2.5, 2.98, 2.92)","(5.5, 9.2, 8.899999999999999)"
15-12-2022 12:02:30.273589,"(7.5, 9.8, 9.466666666666667)","(4.2, 4.7, 4.5)","(19.0, 32.0, 26.0)","(12.0, 19.5, 18.75)","(15.0, 34.0, 25.75)","(10.0, 12.5, 11.9)","(2.5, 2.98, 2.92)","(5.5, 9.2, 8.899999999999999)"
15-12-2022 12:02:31.332266,"(7.5, 9.8, 9.466666666666667)","(4.2, 4.7, 4.5)","(19.0, 32.0, 26.0)","(12.0, 19.5, 18.75)","(15.0, 34.0, 25.75)","(10.0, 12.5, 11.9)","(2.5, 2.98, 2.9594736842105265)","(5.5, 9.2, 8.899999999999999)"
15-12-2022 12:02:32.422224,"(7.5, 9.8, 9.466666666666667)","(4.2, 4.7, 4.5)","(19.0, 32.0, 26.0)","(12.0, 19.5, 18.75)","(15.0, 34.0, 25.75)","(10.0, 12.5, 11.9)","(2.5, 2.98, 2.9594736842105265)","(5.5, 9.2, 8.899999999999999)"
15-12-2022 12:02:33.510469,"(7.5, 9.8, 9.466666666666667)","(4.2, 4.7, 4.5)","(19.0, 32.0, 23.0)","(12.0, 19.5, 18.75)","(15.0, 34.0, 25.75)","(10.0, 12.5, 11.9)","(2.5, 2.98, 2.9594736842105265)","(5.5, 9.2, 8.899999999999999)"
15-12-2022 12:02:34.598989,"(7.5, 9.8, 9.466666666666667)","(4.2, 4.7, 4.5)","(19.0, 32.0, 23.0)","(12.0, 19.5, 18.5)","(15.0, 34.0, 28.5)","(10.0, 12.5, 11.6)","(2.5, 2.98, 2.942727272727273)","(5.5, 9.2, 8.966666666666667)"
15-12-2022 12:02:35.806095,"(7.5, 9.8, 9.3)","(4.2, 4.7, 4.5)","(19.0, 32.0, 23.25)","(12.0, 20.0, 18.125)","(15.0, 34.0, 27.4)","(10.0, 12.0, 11.6)","(2.5, 3.0, 2.867368421052632)","(5.5, 9.2, 8.966666666666667)"
15-12-2022 12:02:37.062960,"(7.5, 9.8, 9.3)","(4.2, 4.7, 4.5)","(19.0, 32.0, 23.0)","(12.0, 20.0, 18.5)","(15.0, 34.0, 23.333333333333332)","(10.0, 12.0, 11.6)","(2.5, 3.0, 2.867368421052632)","(5.5, 9.2, 8.766666666666667)"
15-12-2022 12:02:38.288984,"(7.5, 9.8, 9.3)","(4.2, 4.7, 4.5)","(19.0, 32.0, 23.0)","(12.0, 20.0, 18.125)","(15.0, 34.0, 23.333333333333332)","(10.0, 12.0, 11.6)","(2.5, 3.0, 2.867368421052632)","(5.5, 9.0, 8.7)"
15-12-2022 12:02:39.466451,"(7.5, 9.6, 9.381818181818181)","(4.2, 4.7, 4.5)","(19.0, 32.0, 23.25)","(12.0, 20.0, 18.125)","(15.0, 34.0, 23.333333333333332)","(10.0, 12.0, 11.6)","(2.5, 3.0, 2.867368421052632)","(5.5, 9.0, 8.7)"
15-12-2022 12:02:40.617828,"(7.5, 9.6, 9.257142857142858)","(4.2, 4.7, 4.5)","(19.0, 32.0, 23.25)","(12.0, 20.0, 18.125)","(15.0, 34.0, 23.333333333333332)","(10.0, 12.0, 11.6)","(2.5, 3.0, 2.867368421052632)","(5.5, 9.0, 8.7)"
15-12-2022 12:02:41.796677,"(7.5, 9.6, 9.257142857142858)","(4.2, 4.7, 4.5)","(19.0, 32.0, 23.0)","(12.0, 20.0, 18.5)","(15.0, 34.0, 23.333333333333332)","(10.0, 12.0, 11.6)","(2.5, 3.0, 2.867368421052632)","(5.5, 9.0, 8.7)"
