,In Jubalation,Thunderinreadyrick,Bright Dawn,Spectaculo,Spirit Of Windsor,Siente El Amor,Executive Prize,Remys Gunsmoke
08-01-2023 10:17:56.052604,"(8.5, 20.0, 16.833333333333332)","(3.9, 3.95, 3.7625)","(3.9, 5.9, 5.1000000000000005)","(16.0, 29.0, 22.8)","(5.5, 9.4, 8.0)","(19.0, 55.0, 46.111111111111114)","(19.0, 210.0, 131.2)","(3.8, 5.2, 4.742857142857143)"
08-01-2023 10:17:56.995133,"(8.5, 20.0, 16.833333333333332)","(3.9, 3.95, 3.7625)","(3.9, 5.9, 5.1000000000000005)","(16.0, 29.0, 22.8)","(5.5, 9.4, 8.0)","(19.0, 55.0, 46.111111111111114)","(19.0, 210.0, 131.2)","(3.8, 5.2, 4.571428571428572)"
08-01-2023 10:17:57.946656,"(8.5, 20.0, 16.833333333333332)","(3.9, 3.95, 3.7625)","(3.9, 5.9, 5.1000000000000005)","(16.0, 29.0, 22.8)","(5.5, 9.4, 8.0)","(19.0, 55.0, 46.111111111111114)","(19.0, 210.0, 131.2)","(3.8, 5.2, 4.571428571428572)"
08-01-2023 10:17:58.897615,"(8.5, 20.0, 16.833333333333332)","(3.9, 3.95, 3.7625)","(3.9, 5.9, 5.1000000000000005)","(16.0, 29.0, 22.8)","(5.5, 9.4, 8.0)","(19.0, 55.0, 46.111111111111114)","(19.0, 210.0, 131.2)","(3.8, 5.2, 4.82)"
08-01-2023 10:17:59.858947,"(8.5, 20.0, 16.833333333333332)","(3.9, 3.95, 3.7625)","(3.9, 5.9, 5.1000000000000005)","(16.0, 29.0, 22.8)","(5.5, 9.4, 8.0)","(19.0, 55.0, 46.111111111111114)","(19.0, 210.0, 131.2)","(3.8, 5.1, 4.82)"
08-01-2023 10:18:00.799904,"(8.5, 20.0, 16.833333333333332)","(3.9, 3.95, 3.7625)","(3.9, 5.9, 5.1000000000000005)","(16.0, 29.0, 22.8)","(5.5, 9.4, 8.0)","(19.0, 55.0, 46.111111111111114)","(19.0, 210.0, 131.2)","(3.8, 5.1, 4.82)"
08-01-2023 10:18:01.752183,"(8.5, 20.0, 16.833333333333332)","(3.9, 3.95, 3.7625)","(3.9, 5.9, 5.1000000000000005)","(16.0, 29.0, 22.8)","(5.5, 9.4, 8.0)","(19.0, 55.0, 46.111111111111114)","(19.0, 210.0, 131.2)","(3.8, 5.1, 4.82)"
08-01-2023 10:18:02.678201,"(8.5, 20.0, 16.833333333333332)","(3.9, 3.95, 3.7625)","(3.9, 5.9, 5.1000000000000005)","(16.0, 29.0, 22.8)","(5.5, 9.4, 8.0)","(19.0, 55.0, 109.5)","(19.0, 210.0, 131.2)","(3.8, 5.1, 4.82)"
08-01-2023 10:18:03.622667,"(8.5, 20.0, 16.833333333333332)","(3.9, 3.95, 3.7625)","(3.9, 5.9, 5.1000000000000005)","(16.0, 29.0, 22.8)","(5.5, 9.4, 8.0)","(19.0, 150.0, 158.5)","(19.0, 210.0, 131.2)","(3.8, 5.1, 4.82)"
08-01-2023 10:18:04.560850,"(8.5, 20.0, 16.833333333333332)","(3.9, 3.95, 3.7625)","(3.9, 5.9, 5.1000000000000005)","(16.0, 29.0, 22.8)","(5.5, 9.4, 8.0)","(19.0, 220.0, 158.5)","(19.0, 210.0, 131.2)","(3.8, 5.1, 4.82)"
08-01-2023 10:18:05.525893,"(8.5, 20.0, 16.833333333333332)","(3.9, 3.95, 3.7625)","(3.9, 5.9, 5.1000000000000005)","(16.0, 29.0, 22.8)","(5.5, 9.4, 8.0)","(19.0, 220.0, 158.5)","(19.0, 210.0, 131.2)","(3.8, 5.1, 4.742857142857143)"
08-01-2023 10:18:06.524187,"(8.5, 20.0, 16.833333333333332)","(3.9, 3.95, 3.7625)","(3.9, 5.9, 5.1000000000000005)","(16.0, 29.0, 22.8)","(5.5, 9.4, 8.0)","(19.0, 220.0, 158.5)","(19.0, 210.0, 131.2)","(3.8, 5.2, 4.742857142857143)"
08-01-2023 10:18:07.486660,"(8.5, 20.0, 16.833333333333332)","(3.9, 3.95, 3.7625)","(3.9, 5.9, 5.1000000000000005)","(16.0, 29.0, 22.8)","(5.5, 9.4, 8.0)","(19.0, 220.0, 158.5)","(19.0, 210.0, 131.2)","(3.8, 5.2, 4.571428571428572)"
08-01-2023 10:18:08.438147,"(8.5, 20.0, 16.833333333333332)","(3.9, 3.95, 3.7625)","(3.9, 5.9, 5.1000000000000005)","(16.0, 29.0, 22.8)","(5.5, 9.4, 8.0)","(19.0, 220.0, 158.5)","(19.0, 210.0, 131.2)","(3.8, 5.2, 4.571428571428572)"
08-01-2023 10:18:09.386842,"(8.5, 20.0, 16.833333333333332)","(3.9, 3.95, 3.7625)","(3.9, 5.9, 5.1000000000000005)","(16.0, 29.0, 22.8)","(5.5, 9.4, 8.0)","(19.0, 220.0, 158.5)","(19.0, 210.0, 131.2)","(3.8, 5.2, 4.571428571428572)"
08-01-2023 10:18:10.312100,"(8.5, 20.0, 16.833333333333332)","(3.9, 3.95, 3.7625)","(3.9, 5.9, 5.1000000000000005)","(16.0, 29.0, 22.8)","(5.5, 9.4, 8.0)","(19.0, 220.0, 158.5)","(19.0, 210.0, 131.2)","(3.8, 5.2, 4.571428571428572)"
08-01-2023 10:18:11.266082,"(8.5, 20.0, 16.833333333333332)","(3.9, 3.95, 3.7625)","(3.9, 5.9, 5.1000000000000005)","(16.0, 29.0, 22.8)","(5.5, 9.4, 8.0)","(19.0, 220.0, 158.5)","(19.0, 210.0, 131.2)","(3.8, 5.2, 4.82)"
08-01-2023 10:18:12.193796,"(8.5, 20.0, 16.833333333333332)","(3.8, 3.95, 3.7625)","(3.9, 5.9, 5.1000000000000005)","(16.0, 29.0, 22.8)","(5.5, 9.4, 8.0)","(19.0, 220.0, 158.5)","(19.0, 210.0, 131.2)","(3.8, 5.1, 4.82)"
08-01-2023 10:18:13.133494,"(8.5, 20.0, 16.833333333333332)","(3.8, 3.95, 3.7625)","(3.9, 5.9, 5.1000000000000005)","(16.0, 29.0, 22.8)","(5.5, 9.4, 8.0)","(19.0, 220.0, 158.5)","(19.0, 210.0, 131.2)","(3.8, 5.1, 4.82)"
08-01-2023 10:18:14.058215,"(8.5, 20.0, 16.833333333333332)","(3.8, 3.95, 3.7625)","(3.9, 5.9, 5.1000000000000005)","(16.0, 29.0, 22.8)","(5.5, 9.4, 8.0)","(19.0, 220.0, 158.5)","(19.0, 210.0, 131.2)","(3.8, 5.1, 4.82)"
08-01-2023 10:18:14.993226,"(8.5, 20.0, 16.833333333333332)","(3.8, 4.1, 3.753846153846154)","(3.9, 5.9, 5.1000000000000005)","(16.0, 29.0, 22.8)","(5.5, 9.4, 8.0)","(19.0, 220.0, 158.5)","(19.0, 210.0, 131.2)","(3.8, 5.1, 4.82)"
08-01-2023 10:18:15.938600,"(8.5, 20.0, 16.833333333333332)","(3.8, 4.1, 3.753846153846154)","(3.9, 5.9, 5.1000000000000005)","(16.0, 29.0, 25.125)","(5.5, 9.4, 8.0)","(19.0, 220.0, 158.5)","(19.0, 210.0, 131.2)","(3.8, 5.1, 4.82)"
08-01-2023 10:18:16.864382,"(8.5, 20.0, 16.833333333333332)","(3.8, 4.1, 3.753846153846154)","(3.9, 5.9, 5.1000000000000005)","(16.0, 29.0, 25.125)","(5.5, 9.4, 8.0)","(19.0, 220.0, 158.5)","(19.0, 210.0, 131.2)","(3.8, 5.1, 4.82)"
08-01-2023 10:18:17.795758,"(8.5, 20.0, 16.833333333333332)","(3.8, 4.1, 3.753846153846154)","(3.9, 5.9, 5.1000000000000005)","(16.0, 29.0, 25.125)","(5.5, 9.4, 8.0)","(19.0, 220.0, 158.5)","(19.0, 210.0, 131.2)","(3.8, 5.1, 4.82)"
08-01-2023 10:18:18.747554,"(8.5, 20.0, 16.833333333333332)","(3.8, 4.0, 3.86)","(3.9, 5.9, 5.1000000000000005)","(16.0, 29.0, 25.125)","(5.5, 9.4, 8.0)","(19.0, 220.0, 158.5)","(19.0, 210.0, 131.2)","(3.8, 5.1, 4.742857142857143)"
