,Rapid Renegade,Layla,Clansman Douglas,Vixen Jenny,Express Way,Commissar,Just Like Lucy,Love Race
11-01-2023 12:23:16.150717,"(8.0, 19.0, 16.880000000000003)","(5.5, 8.6, 6.689473684210526)","(10.0, 30.0, 27.449999999999996)","(6.0, 10.0, 8.1)","(7.5, 11.5, 10.381818181818183)","(5.0, 7.4, 6.578947368421053)","(5.5, 10.0, 9.52)","(4.4, 7.0, 4.65625)"
11-01-2023 12:23:17.415972,"(8.0, 19.0, 15.094736842105263)","(5.5, 8.6, 6.689473684210526)","(10.0, 30.0, 27.449999999999996)","(6.0, 10.0, 8.1)","(7.5, 11.5, 10.381818181818183)","(5.0, 7.4, 6.578947368421053)","(5.5, 10.0, 9.52)","(4.4, 7.0, 4.65625)"
11-01-2023 12:23:18.641394,"(8.0, 19.0, 15.094736842105263)","(5.5, 8.6, 6.689473684210526)","(10.0, 30.0, 27.449999999999996)","(6.0, 10.0, 8.1)","(7.5, 11.5, 10.430434782608696)","(5.0, 7.4, 6.6571428571428575)","(5.5, 10.0, 9.52)","(4.4, 7.0, 4.647058823529412)"
11-01-2023 12:23:19.868935,"(8.0, 19.0, 15.094736842105263)","(5.5, 8.6, 6.689473684210526)","(10.0, 30.0, 27.733333333333334)","(6.0, 10.0, 8.1)","(7.5, 11.5, 10.430434782608696)","(5.0, 7.4, 6.6571428571428575)","(5.5, 10.0, 9.52)","(4.4, 7.0, 4.647058823529412)"
11-01-2023 12:23:21.045650,"(8.0, 19.0, 15.094736842105263)","(5.5, 8.6, 6.689473684210526)","(10.0, 30.0, 27.733333333333334)","(6.0, 10.0, 8.1)","(7.5, 11.5, 10.430434782608696)","(5.0, 7.4, 6.6571428571428575)","(5.5, 10.0, 9.52)","(4.4, 7.0, 4.647058823529412)"
11-01-2023 12:23:22.308618,"(8.0, 19.0, 15.094736842105263)","(5.5, 8.6, 6.689473684210526)","(10.0, 30.0, 27.733333333333334)","(6.0, 10.0, 8.1)","(7.5, 11.5, 10.430434782608696)","(5.0, 7.2, 6.4363636363636365)","(5.5, 10.0, 9.52)","(4.4, 7.0, 5.075)"
11-01-2023 12:23:23.505457,"(8.0, 19.0, 12.786206896551725)","(5.5, 8.6, 6.689473684210526)","(10.0, 30.0, 27.733333333333334)","(6.0, 10.0, 8.1)","(7.5, 11.5, 10.430434782608696)","(5.0, 7.2, 6.4363636363636365)","(5.5, 10.0, 9.52)","(4.4, 6.8, 4.73)"
11-01-2023 12:23:24.703889,"(8.0, 19.0, 9.177777777777777)","(5.5, 8.6, 6.689473684210526)","(10.0, 30.0, 27.733333333333334)","(6.0, 10.0, 8.1)","(7.5, 11.5, 10.430434782608696)","(5.0, 7.2, 6.4363636363636365)","(5.5, 10.0, 9.52)","(4.4, 6.8, 4.73)"
11-01-2023 12:23:25.796440,"(8.0, 19.0, 9.177777777777777)","(5.5, 8.6, 5.666666666666667)","(10.0, 30.0, 28.926315789473684)","(6.0, 10.0, 8.658823529411764)","(7.5, 11.5, 10.430434782608696)","(5.0, 7.2, 6.4363636363636365)","(5.5, 10.0, 9.52)","(4.4, 6.8, 4.73)"
11-01-2023 12:23:26.886556,"(8.0, 19.0, 9.177777777777777)","(5.5, 8.6, 5.666666666666667)","(10.0, 30.0, 19.9)","(6.0, 10.0, 6.676923076923077)","(7.5, 11.5, 10.754545454545454)","(5.0, 7.2, 6.6571428571428575)","(5.5, 10.0, 9.52)","(4.4, 6.8, 4.73)"
11-01-2023 12:23:27.963991,"(8.0, 19.0, 9.177777777777777)","(5.5, 8.6, 5.666666666666667)","(10.0, 30.0, 19.9)","(6.0, 10.0, 6.676923076923077)","(7.5, 11.5, 9.55)","(5.0, 7.4, 6.057142857142857)","(5.5, 10.0, 9.76)","(4.4, 6.8, 4.73)"
11-01-2023 12:23:29.100017,"(8.0, 19.0, 9.177777777777777)","(5.5, 8.4, 7.066666666666666)","(10.0, 30.0, 19.9)","(6.0, 10.0, 6.676923076923077)","(7.5, 11.5, 9.65)","(5.0, 7.2, 6.057142857142857)","(5.5, 10.0, 7.65)","(4.4, 6.8, 4.615)"
11-01-2023 12:23:30.310631,"(8.0, 19.0, 9.177777777777777)","(5.5, 8.4, 6.5538461538461545)","(10.0, 30.0, 19.9)","(6.0, 10.0, 6.676923076923077)","(7.5, 11.5, 9.65)","(5.0, 7.2, 6.057142857142857)","(5.5, 10.0, 7.65)","(4.4, 6.8, 4.615)"
11-01-2023 12:23:31.515808,"(8.0, 19.0, 9.177777777777777)","(5.5, 8.4, 6.5538461538461545)","(10.0, 30.0, 19.9)","(6.0, 10.0, 6.676923076923077)","(7.5, 11.5, 9.65)","(5.0, 7.2, 6.057142857142857)","(5.5, 10.0, 7.65)","(4.4, 6.8, 4.615)"
11-01-2023 12:23:32.751644,"(8.0, 19.0, 9.177777777777777)","(5.5, 8.4, 7.257142857142857)","(10.0, 30.0, 19.9)","(6.0, 10.0, 6.676923076923077)","(7.5, 11.5, 9.65)","(5.0, 7.2, 6.057142857142857)","(5.5, 10.0, 7.65)","(4.4, 6.8, 4.615)"
11-01-2023 12:23:33.902512,"(8.0, 19.0, 9.177777777777777)","(5.5, 8.4, 7.257142857142857)","(10.0, 30.0, 19.9)","(6.0, 10.0, 6.676923076923077)","(7.5, 11.5, 9.65)","(5.0, 7.2, 6.057142857142857)","(5.5, 10.0, 7.65)","(4.4, 6.8, 4.615)"
11-01-2023 12:23:34.997242,"(8.0, 19.0, 9.177777777777777)","(5.5, 8.4, 7.257142857142857)","(10.0, 30.0, 19.9)","(6.0, 10.0, 6.676923076923077)","(7.5, 11.5, 9.65)","(5.0, 7.2, 6.223529411764706)","(5.5, 10.0, 9.216666666666667)","(4.4, 6.8, 4.615)"
11-01-2023 12:23:36.083362,"(8.0, 19.0, 9.177777777777777)","(5.5, 8.4, 7.4)","(10.0, 30.0, 19.9)","(6.0, 10.0, 6.676923076923077)","(7.5, 11.5, 9.65)","(5.0, 7.0, 6.223529411764706)","(5.5, 10.0, 9.664285714285715)","(4.4, 6.8, 4.615)"
11-01-2023 12:23:37.212282,"(8.0, 19.0, 10.33)","(5.5, 8.4, 7.4)","(10.0, 30.0, 19.9)","(6.0, 10.0, 6.676923076923077)","(7.5, 11.5, 9.65)","(5.0, 7.0, 6.223529411764706)","(5.5, 10.0, 9.664285714285715)","(4.4, 6.8, 4.615)"
11-01-2023 12:23:38.374873,"(8.0, 19.0, 12.064)","(5.5, 8.4, 7.4)","(10.0, 30.0, 19.9)","(6.0, 10.0, 6.676923076923077)","(7.5, 11.5, 9.65)","(5.0, 7.0, 6.223529411764706)","(5.5, 10.0, 9.664285714285715)","(4.4, 6.8, 4.615)"
11-01-2023 12:23:39.592710,"(8.0, 19.0, 12.064)","(5.5, 8.4, 6.08)","(10.0, 30.0, 19.9)","(6.0, 10.0, 6.676923076923077)","(7.5, 11.5, 9.65)","(5.0, 7.0, 6.223529411764706)","(5.5, 10.0, 9.664285714285715)","(4.4, 6.8, 4.615)"
11-01-2023 12:23:40.861206,"(8.0, 19.0, 12.064)","(5.5, 8.4, 6.08)","(10.0, 30.0, 25.0)","(6.0, 10.0, 6.676923076923077)","(7.5, 11.5, 9.65)","(5.0, 7.0, 6.223529411764706)","(5.5, 10.0, 9.664285714285715)","(4.4, 6.8, 4.615)"
11-01-2023 12:23:42.107084,"(8.0, 19.0, 12.064)","(5.5, 8.4, 6.08)","(10.0, 30.0, 25.0)","(6.0, 10.0, 8.121739130434783)","(7.5, 11.5, 9.65)","(5.0, 7.0, 6.223529411764706)","(5.5, 10.0, 9.664285714285715)","(4.4, 6.8, 4.615)"
11-01-2023 12:23:43.299108,"(8.0, 19.0, 12.064)","(5.5, 8.4, 6.08)","(10.0, 30.0, 27.77777777777778)","(6.0, 10.0, 8.121739130434783)","(7.5, 11.5, 9.65)","(5.0, 7.0, 6.223529411764706)","(5.5, 10.0, 9.664285714285715)","(4.4, 6.8, 4.615)"
11-01-2023 12:23:44.506534,"(8.0, 19.0, 12.064)","(5.5, 8.4, 6.08)","(10.0, 30.0, 27.77777777777778)","(6.0, 10.0, 8.121739130434783)","(7.5, 11.5, 10.49090909090909)","(5.0, 7.0, 6.223529411764706)","(5.5, 10.0, 9.664285714285715)","(4.4, 6.8, 4.615)"
11-01-2023 12:23:45.711561,"(8.0, 19.0, 12.064)","(5.5, 8.4, 6.08)","(10.0, 30.0, 27.77777777777778)","(6.0, 10.0, 8.121739130434783)","(7.5, 11.5, 10.49090909090909)","(5.0, 7.0, 5.696296296296296)","(5.5, 10.0, 9.664285714285715)","(4.4, 6.8, 4.615)"
11-01-2023 12:23:46.833368,"(8.0, 19.0, 12.064)","(5.5, 8.4, 6.08)","(10.0, 30.0, 27.77777777777778)","(6.0, 10.0, 8.121739130434783)","(7.5, 11.5, 10.534782608695652)","(5.0, 7.0, 5.664285714285715)","(5.5, 10.0, 9.804166666666667)","(4.4, 6.8, 4.615)"
11-01-2023 12:23:48.213366,"(8.0, 19.0, 12.064)","(5.5, 8.4, 6.08)","(10.0, 30.0, 27.77777777777778)","(6.0, 10.0, 8.121739130434783)","(7.5, 11.5, 10.534782608695652)","(5.0, 7.0, 5.664285714285715)","(5.5, 10.0, 9.804166666666667)","(4.4, 6.8, 4.615)"
11-01-2023 12:23:49.572660,"(8.0, 19.0, 12.064)","(5.5, 8.4, 6.08)","(10.0, 30.0, 27.77777777777778)","(6.0, 10.0, 8.121739130434783)","(7.5, 11.5, 10.534782608695652)","(5.0, 7.0, 5.664285714285715)","(5.5, 10.0, 9.804166666666667)","(4.4, 6.8, 4.615)"
11-01-2023 12:23:50.889913,"(8.0, 19.0, 12.064)","(5.5, 8.4, 7.7555555555555555)","(10.0, 30.0, 27.77777777777778)","(6.0, 10.0, 8.121739130434783)","(7.5, 11.5, 10.534782608695652)","(5.0, 7.0, 5.664285714285715)","(5.5, 10.0, 9.804166666666667)","(4.4, 6.8, 4.615)"
11-01-2023 12:23:52.211216,"(8.0, 19.0, 12.064)","(5.5, 8.4, 7.7555555555555555)","(10.0, 30.0, 27.77777777777778)","(6.0, 10.0, 8.121739130434783)","(7.5, 11.5, 10.534782608695652)","(5.0, 7.0, 5.664285714285715)","(5.5, 10.0, 9.804166666666667)","(4.4, 6.8, 4.615)"
11-01-2023 12:23:53.566926,"(8.0, 19.0, 12.330769230769231)","(5.5, 8.4, 7.7555555555555555)","(10.0, 30.0, 27.77777777777778)","(6.0, 10.0, 8.121739130434783)","(7.5, 11.5, 10.534782608695652)","(5.0, 7.0, 5.664285714285715)","(5.5, 10.0, 9.804166666666667)","(4.4, 6.8, 4.615)"
11-01-2023 12:23:54.807311,"(8.0, 19.0, 12.330769230769231)","(5.5, 8.4, 7.7894736842105265)","(10.0, 30.0, 27.77777777777778)","(6.0, 10.0, 8.121739130434783)","(7.5, 11.5, 10.534782608695652)","(5.0, 7.0, 5.664285714285715)","(5.5, 10.0, 9.804166666666667)","(4.4, 6.8, 4.615)"
11-01-2023 12:23:56.019029,"(8.0, 19.0, 14.183333333333334)","(5.5, 8.4, 8.0)","(10.0, 30.0, 27.77777777777778)","(6.0, 10.0, 8.121739130434783)","(7.5, 11.5, 10.534782608695652)","(5.0, 7.0, 5.664285714285715)","(5.5, 10.0, 9.804166666666667)","(4.4, 6.8, 4.615)"
11-01-2023 12:23:57.205116,"(8.0, 19.0, 9.555555555555555)","(5.5, 8.4, 8.0)","(10.0, 30.0, 27.77777777777778)","(6.0, 10.0, 8.121739130434783)","(7.5, 11.5, 10.534782608695652)","(5.0, 7.0, 5.664285714285715)","(5.5, 10.0, 9.555555555555555)","(4.4, 6.8, 4.615)"
11-01-2023 12:23:58.406766,"(8.0, 19.0, 9.555555555555555)","(5.5, 8.8, 5.866666666666666)","(10.0, 30.0, 28.94736842105263)","(6.0, 10.0, 8.121739130434783)","(7.5, 11.5, 10.534782608695652)","(5.0, 7.0, 5.664285714285715)","(5.5, 10.0, 9.555555555555555)","(4.4, 6.8, 4.615)"
11-01-2023 12:23:59.588025,"(8.0, 19.0, 9.555555555555555)","(5.5, 8.8, 5.866666666666666)","(10.0, 30.0, 28.94736842105263)","(6.0, 10.0, 8.121739130434783)","(7.5, 11.5, 10.534782608695652)","(5.0, 7.0, 5.664285714285715)","(5.5, 10.0, 9.75)","(4.4, 6.8, 4.615)"
11-01-2023 12:24:00.712178,"(8.0, 19.0, 9.555555555555555)","(5.5, 8.8, 5.866666666666666)","(10.0, 30.0, 28.94736842105263)","(6.0, 10.0, 8.121739130434783)","(7.5, 11.5, 10.534782608695652)","(5.0, 7.0, 5.664285714285715)","(5.5, 10.0, 9.75)","(4.4, 6.8, 4.85)"
11-01-2023 12:24:01.944241,"(8.0, 19.0, 10.67)","(5.5, 8.8, 5.866666666666666)","(10.0, 30.0, 28.94736842105263)","(6.0, 10.0, 8.121739130434783)","(7.5, 11.5, 10.534782608695652)","(5.0, 7.0, 5.664285714285715)","(5.5, 10.0, 9.75)","(4.4, 6.6, 4.65)"
11-01-2023 12:24:03.125670,"(8.0, 19.0, 12.058333333333334)","(5.5, 8.8, 5.866666666666666)","(10.0, 30.0, 28.94736842105263)","(6.0, 10.0, 8.121739130434783)","(7.5, 11.5, 10.534782608695652)","(5.0, 7.0, 5.664285714285715)","(5.5, 10.0, 9.75)","(4.4, 6.6, 4.6)"
11-01-2023 12:24:04.285993,"(8.0, 19.0, 12.058333333333334)","(5.5, 8.8, 5.866666666666666)","(10.0, 30.0, 28.94736842105263)","(6.0, 10.0, 8.121739130434783)","(7.5, 11.5, 10.534782608695652)","(5.0, 7.0, 5.664285714285715)","(5.5, 10.0, 9.75)","(4.4, 6.6, 4.75)"
11-01-2023 12:24:05.441545,"(8.0, 19.0, 12.058333333333334)","(5.5, 8.8, 5.866666666666666)","(10.0, 30.0, 28.94736842105263)","(6.0, 10.0, 8.56)","(7.5, 11.5, 9.4)","(5.0, 7.0, 6.466666666666667)","(5.5, 10.0, 9.75)","(4.4, 5.5, 4.590909090909091)"
11-01-2023 12:24:06.554003,"(8.0, 19.0, 14.1)","(5.5, 8.8, 5.866666666666666)","(10.0, 30.0, 28.94736842105263)","(6.0, 10.0, 6.861538461538461)","(7.5, 11.5, 9.4)","(5.0, 6.8, 6.466666666666667)","(5.5, 10.0, 9.75)","(4.4, 5.5, 4.590909090909091)"
11-01-2023 12:24:07.623577,"(8.0, 19.0, 14.1)","(5.5, 8.8, 5.866666666666666)","(10.0, 30.0, 28.94736842105263)","(6.0, 10.0, 6.861538461538461)","(7.5, 11.5, 9.4)","(5.0, 6.8, 6.466666666666667)","(5.5, 10.0, 7.676470588235294)","(4.4, 5.5, 4.590909090909091)"
11-01-2023 12:24:08.683544,"(8.0, 19.0, 14.1)","(5.5, 8.8, 7.2)","(10.0, 30.0, 28.94736842105263)","(6.0, 10.0, 6.861538461538461)","(7.5, 11.5, 9.4)","(5.0, 6.8, 6.466666666666667)","(5.5, 9.8, 9.653846153846155)","(4.4, 5.5, 4.590909090909091)"
11-01-2023 12:24:09.924686,"(8.0, 19.0, 14.1)","(5.5, 8.8, 7.586206896551724)","(10.0, 30.0, 28.94736842105263)","(6.0, 10.0, 6.861538461538461)","(7.5, 11.5, 9.4)","(5.0, 6.8, 6.466666666666667)","(5.5, 9.8, 7.1000000000000005)","(4.4, 5.5, 4.590909090909091)"
11-01-2023 12:24:11.159940,"(8.0, 19.0, 14.1)","(5.5, 8.8, 7.586206896551724)","(10.0, 30.0, 28.94736842105263)","(6.0, 10.0, 6.861538461538461)","(7.5, 11.5, 9.4)","(5.0, 6.8, 6.069230769230769)","(5.5, 9.8, 8.780000000000001)","(4.4, 5.5, 4.95)"
11-01-2023 12:24:12.342976,"(8.0, 19.0, 14.1)","(5.5, 8.8, 7.586206896551724)","(10.0, 30.0, 29.27777777777778)","(6.0, 10.0, 6.861538461538461)","(7.5, 11.5, 9.4)","(5.0, 7.0, 6.069230769230769)","(5.5, 9.8, 9.162500000000001)","(4.4, 5.4, 4.95)"
11-01-2023 12:24:13.531489,"(8.0, 19.0, 12.986363636363636)","(5.5, 8.8, 7.586206896551724)","(10.0, 30.0, 28.363636363636363)","(6.0, 10.0, 7.9714285714285715)","(7.5, 11.5, 9.884615384615385)","(5.0, 7.0, 5.223076923076923)","(5.5, 9.8, 9.0)","(4.4, 5.4, 4.95)"
11-01-2023 12:24:14.708507,"(8.0, 18.5, 15.466666666666667)","(5.5, 8.8, 7.637500000000001)","(10.0, 30.0, 28.363636363636363)","(6.0, 9.8, 7.8)","(7.5, 11.5, 9.884615384615385)","(5.0, 7.0, 6.24375)","(5.5, 9.8, 8.657142857142858)","(4.4, 5.4, 4.95)"
11-01-2023 12:24:15.744577,"(8.0, 18.5, 16.275)","(5.5, 8.4, 7.680000000000001)","(10.0, 30.0, 28.363636363636363)","(6.0, 9.0, 7.8)","(7.5, 11.5, 9.884615384615385)","(5.0, 7.0, 6.24375)","(5.5, 9.8, 8.3)","(4.4, 5.4, 4.95)"
11-01-2023 12:24:16.879714,"(8.0, 18.5, 17.3875)","(5.5, 8.4, 7.680000000000001)","(10.0, 30.0, 28.409090909090907)","(6.0, 9.0, 8.266666666666666)","(7.5, 11.5, 9.884615384615385)","(5.0, 7.0, 6.24375)","(5.5, 9.8, 7.942857142857143)","(4.4, 5.4, 4.95)"
11-01-2023 12:24:17.989012,"(8.0, 18.5, 15.600000000000001)","(5.5, 8.4, 7.680000000000001)","(10.0, 30.0, 28.454545454545453)","(6.0, 9.0, 8.266666666666666)","(7.5, 11.5, 9.884615384615385)","(5.0, 7.0, 6.111538461538462)","(5.5, 9.8, 9.2)","(4.4, 5.4, 4.95)"
11-01-2023 12:24:19.058825,"(8.0, 18.5, 13.942857142857143)","(5.5, 8.4, 7.680000000000001)","(10.0, 30.0, 26.8)","(6.0, 9.0, 7.933333333333334)","(7.5, 11.5, 10.58695652173913)","(5.0, 7.0, 6.65)","(5.5, 9.6, 9.2)","(4.4, 5.4, 4.95)"
11-01-2023 12:24:20.158692,"(8.0, 18.5, 12.36111111111111)","(5.5, 8.4, 7.680000000000001)","(10.0, 30.0, 26.8)","(6.0, 9.8, 7.933333333333334)","(7.5, 11.5, 10.58695652173913)","(5.0, 6.8, 6.65)","(5.5, 9.6, 9.285714285714285)","(4.4, 5.4, 4.575)"
11-01-2023 12:24:21.332609,"(8.0, 18.5, 13.695652173913043)","(5.5, 8.4, 7.59)","(10.0, 30.0, 26.125)","(6.0, 9.8, 7.777777777777779)","(7.5, 11.5, 10.479166666666668)","(5.0, 6.8, 6.65)","(5.5, 9.6, 9.416666666666666)","(4.4, 5.4, 4.575)"
11-01-2023 12:24:22.515429,"(8.0, 18.5, 13.695652173913043)","(5.5, 8.4, 6.32)","(10.0, 30.0, 26.125)","(6.0, 9.8, 8.292307692307693)","(7.5, 11.5, 10.479166666666668)","(5.0, 6.8, 6.65)","(5.5, 9.6, 9.430769230769231)","(4.4, 5.4, 4.5473684210526315)"
11-01-2023 12:24:23.684844,"(8.0, 18.5, 13.695652173913043)","(5.5, 8.6, 6.08)","(10.0, 30.0, 22.5)","(6.0, 9.8, 8.292307692307693)","(7.5, 11.5, 10.479166666666668)","(5.0, 6.8, 6.65)","(5.5, 9.6, 9.430769230769231)","(4.4, 5.4, 4.65)"
11-01-2023 12:24:24.971732,"(8.0, 18.5, 13.695652173913043)","(5.5, 8.6, 6.08)","(10.0, 30.0, 25.166666666666664)","(6.0, 9.8, 8.947826086956523)","(7.5, 11.5, 10.479166666666668)","(5.0, 6.8, 6.65)","(5.5, 9.6, 9.430769230769231)","(4.4, 5.4, 4.65)"
11-01-2023 12:24:26.358241,"(8.0, 18.5, 13.695652173913043)","(5.5, 8.6, 6.08)","(10.0, 30.0, 28.791666666666664)","(6.0, 9.8, 8.983333333333334)","(7.5, 11.5, 10.210526315789473)","(5.0, 6.8, 6.65)","(5.5, 9.6, 9.430769230769231)","(4.4, 5.4, 4.5)"
11-01-2023 12:24:27.729452,"(8.0, 18.5, 12.575757575757576)","(5.5, 8.6, 6.08)","(10.0, 30.0, 28.791666666666664)","(6.0, 9.8, 8.983333333333334)","(7.5, 11.5, 8.612499999999999)","(5.0, 6.8, 6.65)","(5.5, 9.6, 9.430769230769231)","(4.4, 5.4, 4.3578947368421055)"
11-01-2023 12:24:28.962655,"(8.0, 18.5, 12.575757575757576)","(5.5, 8.6, 6.1499999999999995)","(10.0, 30.0, 28.791666666666664)","(6.0, 9.8, 8.983333333333334)","(7.5, 11.5, 9.85)","(5.0, 6.8, 6.65)","(5.5, 9.6, 9.430769230769231)","(4.4, 5.4, 4.390909090909091)"
11-01-2023 12:24:30.120328,"(8.0, 18.0, 16.666666666666664)","(5.5, 8.6, 6.1499999999999995)","(10.0, 30.0, 28.791666666666664)","(6.0, 9.8, 8.983333333333334)","(7.5, 11.5, 8.67142857142857)","(5.0, 6.8, 6.18125)","(5.5, 9.6, 9.504347826086956)","(4.4, 5.3, 4.383333333333333)"
11-01-2023 12:24:31.236495,"(8.0, 18.0, 16.666666666666664)","(5.5, 8.6, 6.1499999999999995)","(10.0, 30.0, 28.791666666666664)","(6.0, 9.8, 8.983333333333334)","(7.5, 11.5, 8.86)","(5.0, 6.8, 6.114285714285715)","(5.5, 9.6, 9.504347826086956)","(4.4, 5.3, 4.383333333333333)"
11-01-2023 12:24:32.370178,"(8.0, 18.0, 16.666666666666664)","(5.5, 8.6, 6.71)","(10.0, 30.0, 28.791666666666664)","(6.0, 9.8, 8.983333333333334)","(7.5, 11.5, 8.86)","(5.0, 6.8, 6.114285714285715)","(5.5, 9.6, 9.504347826086956)","(4.4, 5.3, 4.383333333333333)"
11-01-2023 12:24:33.465483,"(8.0, 18.0, 16.666666666666664)","(5.5, 8.6, 6.71)","(10.0, 30.0, 28.791666666666664)","(6.0, 9.8, 8.983333333333334)","(7.5, 11.5, 8.86)","(5.0, 6.8, 6.114285714285715)","(5.5, 9.6, 9.504347826086956)","(4.4, 5.3, 4.383333333333333)"
11-01-2023 12:24:34.545252,"(8.0, 18.0, 16.666666666666664)","(5.5, 8.6, 7.41875)","(10.0, 30.0, 29.34090909090909)","(6.0, 9.8, 8.983333333333334)","(7.5, 11.5, 8.86)","(5.0, 6.8, 6.114285714285715)","(5.5, 9.6, 9.504347826086956)","(4.4, 5.3, 4.383333333333333)"
11-01-2023 12:24:35.672136,"(8.0, 18.0, 16.666666666666664)","(5.5, 8.6, 7.488235294117647)","(10.0, 30.0, 23.0)","(6.0, 9.8, 9.223529411764707)","(7.5, 11.5, 8.86)","(5.0, 6.8, 6.114285714285715)","(5.5, 9.6, 9.504347826086956)","(4.4, 5.3, 4.383333333333333)"
11-01-2023 12:24:36.773310,"(8.0, 18.0, 15.925925925925926)","(5.5, 8.6, 7.488235294117647)","(10.0, 30.0, 23.0)","(6.0, 9.8, 9.223529411764707)","(7.5, 11.5, 8.86)","(5.0, 6.8, 6.045161290322581)","(5.5, 9.6, 9.504347826086956)","(4.4, 5.3, 4.383333333333333)"
11-01-2023 12:24:37.953957,"(8.0, 18.0, 15.925925925925926)","(5.5, 8.6, 7.488235294117647)","(10.0, 30.0, 23.0)","(6.0, 9.8, 9.223529411764707)","(7.5, 11.5, 8.86)","(5.0, 6.8, 6.045161290322581)","(5.5, 9.6, 9.533333333333333)","(4.4, 5.3, 4.383333333333333)"
11-01-2023 12:24:39.148929,"(8.0, 18.0, 15.925925925925926)","(5.5, 8.6, 7.488235294117647)","(10.0, 30.0, 23.0)","(6.0, 9.8, 8.145454545454546)","(7.5, 11.5, 8.86)","(5.0, 6.8, 6.045161290322581)","(5.5, 9.6, 9.2)","(4.4, 5.3, 4.428571428571429)"
11-01-2023 12:24:40.253290,"(8.0, 18.0, 15.925925925925926)","(5.5, 8.2, 7.3619047619047615)","(10.0, 30.0, 23.0)","(6.0, 9.8, 8.145454545454546)","(7.5, 11.5, 9.85)","(5.0, 6.8, 6.045161290322581)","(5.5, 9.6, 9.4)","(4.4, 5.2, 4.359999999999999)"
11-01-2023 12:24:41.447266,"(8.0, 18.0, 14.324324324324325)","(5.5, 8.0, 6.8)","(10.0, 30.0, 23.0)","(6.0, 9.8, 8.145454545454546)","(7.5, 11.5, 10.3)","(5.0, 6.8, 6.045161290322581)","(5.5, 9.6, 9.4)","(4.4, 5.2, 4.359999999999999)"
11-01-2023 12:24:42.575348,"(8.0, 18.0, 14.837209302325581)","(5.5, 8.0, 6.8)","(10.0, 30.0, 23.0)","(6.0, 9.8, 9.100000000000001)","(7.5, 11.5, 10.122222222222222)","(5.0, 6.8, 6.045161290322581)","(5.5, 9.6, 9.4)","(4.4, 5.2, 4.359999999999999)"
11-01-2023 12:24:43.660846,"(8.0, 18.0, 14.837209302325581)","(5.5, 8.0, 6.8)","(10.0, 30.0, 23.0)","(6.0, 9.8, 8.169230769230769)","(7.5, 11.5, 10.122222222222222)","(5.0, 6.8, 6.045161290322581)","(5.5, 9.6, 9.4)","(4.4, 5.2, 4.359999999999999)"
11-01-2023 12:24:44.772365,"(8.0, 18.0, 14.837209302325581)","(5.5, 8.0, 6.8)","(10.0, 30.0, 25.5)","(6.0, 9.0, 8.169230769230769)","(7.5, 11.5, 10.122222222222222)","(5.0, 6.8, 6.045161290322581)","(5.5, 9.6, 9.4)","(4.4, 5.2, 4.359999999999999)"
11-01-2023 12:24:45.871142,"(8.0, 18.0, 14.837209302325581)","(5.5, 8.0, 6.8)","(10.0, 30.0, 25.5)","(6.0, 9.0, 8.530434782608696)","(7.5, 11.5, 10.122222222222222)","(5.0, 6.8, 6.045161290322581)","(5.5, 9.6, 9.4)","(4.4, 5.2, 4.359999999999999)"
11-01-2023 12:24:46.997151,"(8.0, 18.0, 13.924528301886792)","(5.5, 8.0, 6.8)","(10.0, 30.0, 27.3)","(6.0, 9.0, 8.040000000000001)","(7.5, 11.5, 10.122222222222222)","(5.0, 6.8, 6.045161290322581)","(5.5, 9.6, 9.4)","(4.4, 5.2, 4.359999999999999)"
11-01-2023 12:24:48.446950,"(8.0, 18.0, 13.924528301886792)","(5.5, 8.0, 7.614285714285714)","(10.0, 30.0, 29.289473684210527)","(6.0, 9.0, 8.040000000000001)","(7.5, 11.5, 10.847368421052632)","(5.0, 6.8, 6.045161290322581)","(5.5, 9.6, 9.4)","(4.4, 5.2, 4.359999999999999)"
11-01-2023 12:24:49.687435,"(8.0, 18.0, 13.924528301886792)","(5.5, 8.0, 7.73)","(10.0, 30.0, 29.289473684210527)","(6.0, 9.0, 8.040000000000001)","(7.5, 11.5, 10.847368421052632)","(5.0, 6.8, 6.045161290322581)","(5.5, 9.6, 9.4)","(4.4, 5.2, 4.414285714285714)"
11-01-2023 12:24:51.093511,"(8.0, 18.0, 13.924528301886792)","(5.5, 8.0, 7.73)","(10.0, 30.0, 27.4)","(6.0, 9.0, 8.040000000000001)","(7.5, 11.5, 10.847368421052632)","(5.0, 6.8, 6.045161290322581)","(5.5, 9.6, 9.5)","(4.4, 5.1, 4.388888888888888)"
11-01-2023 12:24:52.442666,"(8.0, 18.0, 13.924528301886792)","(5.5, 8.0, 7.73)","(10.0, 30.0, 28.142857142857142)","(6.0, 9.0, 8.040000000000001)","(7.5, 11.5, 9.842857142857142)","(5.0, 6.8, 6.045161290322581)","(5.5, 9.6, 9.5)","(4.4, 5.1, 4.533333333333333)"
11-01-2023 12:24:53.803019,"(8.0, 18.0, 13.924528301886792)","(5.5, 8.0, 7.466666666666667)","(10.0, 30.0, 28.142857142857142)","(6.0, 9.0, 8.040000000000001)","(7.5, 11.5, 9.842857142857142)","(5.0, 6.8, 6.073076923076924)","(5.5, 9.6, 9.533333333333333)","(4.4, 5.0, 4.37)"
