,Hendy,Canya Bellatrix,Fleet Feet Pete,Tuta Rose,Dont Tell Helen,Master Blake
04-01-2023 15:08:51.266360,"(2.25, 2.96, 2.6576)","(15.0, 44.0, 26.11111111111111)","(4.2, 5.6, 5.1)","(61.0, 510.0, 94.44444444444444)","(2.45, 2.74, 2.7356521739130435)","(12.0, 40.0, 26.857142857142858)"
04-01-2023 15:08:52.165236,"(2.25, 2.96, 2.6576)","(15.0, 44.0, 31.615384615384613)","(4.2, 5.6, 5.1)","(61.0, 450.0, 94.44444444444444)","(2.45, 2.74, 2.7356521739130435)","(12.0, 40.0, 26.857142857142858)"
04-01-2023 15:08:53.207006,"(2.25, 2.92, 2.6423076923076922)","(15.0, 44.0, 31.615384615384613)","(4.2, 5.6, 5.171428571428571)","(61.0, 450.0, 100.0)","(2.45, 2.74, 2.7356521739130435)","(12.0, 40.0, 26.857142857142858)"
04-01-2023 15:08:54.110448,"(2.25, 2.92, 2.6423076923076922)","(15.0, 44.0, 31.615384615384613)","(4.2, 5.6, 5.171428571428571)","(61.0, 450.0, 100.0)","(2.45, 2.74, 2.7356521739130435)","(12.0, 40.0, 26.857142857142858)"
04-01-2023 15:08:55.089828,"(2.25, 2.92, 2.6423076923076922)","(15.0, 44.0, 31.615384615384613)","(4.2, 5.6, 5.171428571428571)","(61.0, 450.0, 100.0)","(2.45, 2.74, 2.623)","(12.0, 40.0, 26.857142857142858)"
04-01-2023 15:08:56.021592,"(2.25, 2.92, 2.6423076923076922)","(15.0, 44.0, 31.615384615384613)","(4.2, 5.6, 5.04)","(61.0, 450.0, 100.0)","(2.45, 2.74, 2.663529411764706)","(12.0, 40.0, 27.42857142857143)"
04-01-2023 15:08:56.931918,"(2.25, 2.92, 2.6423076923076922)","(15.0, 44.0, 31.615384615384613)","(4.2, 5.6, 5.288888888888889)","(61.0, 480.0, 103.75)","(2.45, 2.72, 2.6127659574468085)","(12.0, 40.0, 27.42857142857143)"
04-01-2023 15:08:57.900604,"(2.25, 2.92, 2.679333333333333)","(15.0, 44.0, 31.615384615384613)","(4.2, 5.6, 5.288888888888889)","(61.0, 480.0, 103.75)","(2.45, 2.72, 2.6127659574468085)","(12.0, 40.0, 27.42857142857143)"
04-01-2023 15:08:58.855902,"(2.25, 2.92, 2.679333333333333)","(15.0, 44.0, 31.615384615384613)","(4.2, 5.6, 5.12)","(61.0, 480.0, 103.75)","(2.45, 2.72, 2.6127659574468085)","(12.0, 40.0, 27.42857142857143)"
04-01-2023 15:08:59.836651,"(2.25, 2.92, 2.6569230769230767)","(15.0, 44.0, 31.615384615384613)","(4.2, 5.6, 5.12)","(61.0, 480.0, 103.75)","(2.45, 2.72, 2.6127659574468085)","(12.0, 40.0, 27.42857142857143)"
04-01-2023 15:09:00.826823,"(2.25, 2.92, 2.6569230769230767)","(15.0, 44.0, 31.615384615384613)","(4.2, 5.6, 5.228571428571429)","(61.0, 480.0, 103.75)","(2.45, 2.72, 2.6533333333333333)","(12.0, 40.0, 23.2)"
04-01-2023 15:09:01.799632,"(2.25, 2.9, 2.6515384615384616)","(15.0, 44.0, 31.615384615384613)","(4.2, 5.6, 5.228571428571429)","(61.0, 480.0, 103.75)","(2.45, 2.66, 2.58)","(12.0, 40.0, 27.076923076923077)"
04-01-2023 15:09:02.715274,"(2.25, 2.9, 2.6308333333333334)","(15.0, 44.0, 33.9375)","(4.2, 5.6, 5.228571428571429)","(61.0, 450.0, 183.33333333333334)","(2.45, 2.66, 2.58)","(12.0, 40.0, 27.076923076923077)"
04-01-2023 15:09:03.641230,"(2.25, 2.88, 2.683076923076923)","(15.0, 44.0, 33.9375)","(4.2, 5.6, 5.228571428571429)","(61.0, 450.0, 183.33333333333334)","(2.45, 2.66, 2.58)","(12.0, 40.0, 27.076923076923077)"
04-01-2023 15:09:04.610223,"(2.25, 2.88, 2.6541176470588237)","(15.0, 44.0, 33.9375)","(4.2, 5.6, 5.228571428571429)","(61.0, 440.0, 180.0)","(2.45, 2.66, 2.58)","(12.0, 40.0, 27.076923076923077)"
04-01-2023 15:09:05.617757,"(2.25, 2.88, 2.6541176470588237)","(15.0, 44.0, 33.9375)","(4.2, 5.6, 5.228571428571429)","(61.0, 440.0, 147.5)","(2.45, 2.66, 2.58)","(12.0, 40.0, 24.0)"
04-01-2023 15:09:06.533578,"(2.25, 2.88, 2.6541176470588237)","(15.0, 44.0, 33.9375)","(4.2, 5.6, 5.228571428571429)","(61.0, 440.0, 147.5)","(2.45, 2.66, 2.58)","(12.0, 40.0, 24.0)"
04-01-2023 15:09:07.494985,"(2.25, 2.88, 2.6541176470588237)","(15.0, 44.0, 33.9375)","(4.2, 5.6, 5.228571428571429)","(61.0, 440.0, 147.5)","(2.45, 2.66, 2.58)","(12.0, 40.0, 25.714285714285715)"
04-01-2023 15:09:08.382904,"(2.25, 2.88, 2.6541176470588237)","(15.0, 44.0, 33.9375)","(4.2, 5.6, 5.228571428571429)","(61.0, 440.0, 147.5)","(2.45, 2.66, 2.58)","(12.0, 40.0, 25.714285714285715)"
04-01-2023 15:09:09.350730,"(2.25, 2.88, 2.6541176470588237)","(15.0, 44.0, 33.9375)","(4.2, 5.6, 5.228571428571429)","(61.0, 440.0, 147.5)","(2.45, 2.66, 2.58)","(12.0, 40.0, 25.714285714285715)"
04-01-2023 15:09:10.380219,"(2.25, 2.88, 2.6541176470588237)","(15.0, 44.0, 28.6)","(4.2, 5.6, 5.228571428571429)","(61.0, 440.0, 147.5)","(2.45, 2.66, 2.58)","(12.0, 40.0, 25.714285714285715)"
04-01-2023 15:09:11.292532,"(2.25, 2.88, 2.6541176470588237)","(15.0, 44.0, 27.666666666666668)","(4.2, 5.6, 5.228571428571429)","(61.0, 440.0, 147.5)","(2.45, 2.66, 2.58)","(12.0, 40.0, 25.714285714285715)"
04-01-2023 15:09:12.269821,"(2.25, 2.88, 2.6541176470588237)","(15.0, 44.0, 27.666666666666668)","(4.2, 5.6, 5.228571428571429)","(61.0, 440.0, 147.5)","(2.45, 2.66, 2.58)","(12.0, 40.0, 24.0)"
04-01-2023 15:09:13.191724,"(2.25, 2.88, 2.6541176470588237)","(15.0, 44.0, 27.666666666666668)","(4.2, 5.6, 5.228571428571429)","(61.0, 420.0, 198.0)","(2.45, 2.66, 2.58)","(12.0, 40.0, 24.0)"
04-01-2023 15:09:14.120629,"(2.25, 2.88, 2.6541176470588237)","(15.0, 44.0, 31.75)","(4.2, 5.6, 5.228571428571429)","(61.0, 400.0, 137.5)","(2.45, 2.66, 2.58)","(12.0, 40.0, 24.8)"
04-01-2023 15:09:15.134373,"(2.25, 2.88, 2.6541176470588237)","(15.0, 44.0, 31.75)","(4.0, 5.6, 5.228571428571429)","(61.0, 400.0, 127.77777777777777)","(2.45, 2.66, 2.58)","(12.0, 40.0, 24.8)"
04-01-2023 15:09:16.174081,"(2.25, 2.88, 2.6541176470588237)","(15.0, 44.0, 31.75)","(4.0, 5.6, 5.228571428571429)","(61.0, 400.0, 137.5)","(2.45, 2.66, 2.58)","(12.0, 40.0, 24.8)"
04-01-2023 15:09:17.073639,"(2.25, 2.88, 2.6541176470588237)","(15.0, 44.0, 31.75)","(4.0, 5.6, 5.228571428571429)","(61.0, 400.0, 137.5)","(2.45, 2.66, 2.58)","(12.0, 40.0, 24.8)"
04-01-2023 15:09:17.956003,"(2.25, 2.88, 2.6541176470588237)","(15.0, 44.0, 31.75)","(4.0, 5.6, 5.228571428571429)","(61.0, 400.0, 137.5)","(2.45, 2.66, 2.58)","(12.0, 40.0, 26.42857142857143)"
04-01-2023 15:09:18.886469,"(2.25, 2.88, 2.6541176470588237)","(15.0, 44.0, 31.75)","(4.0, 5.6, 5.228571428571429)","(61.0, 400.0, 137.5)","(2.45, 2.66, 2.58)","(12.0, 40.0, 26.42857142857143)"
04-01-2023 15:09:19.926123,"(2.25, 2.88, 2.6541176470588237)","(15.0, 44.0, 31.75)","(4.0, 5.6, 5.228571428571429)","(61.0, 400.0, 137.5)","(2.45, 2.66, 2.58)","(12.0, 40.0, 26.42857142857143)"
04-01-2023 15:09:20.981042,"(2.25, 2.88, 2.6541176470588237)","(15.0, 44.0, 31.75)","(4.0, 5.6, 5.228571428571429)","(61.0, 400.0, 137.5)","(2.45, 2.66, 2.58)","(12.0, 40.0, 26.42857142857143)"
04-01-2023 15:09:21.879275,"(2.25, 2.88, 2.6541176470588237)","(15.0, 44.0, 31.75)","(4.0, 5.6, 5.228571428571429)","(61.0, 400.0, 137.5)","(2.45, 2.66, 2.58)","(12.0, 40.0, 26.42857142857143)"
04-01-2023 15:09:22.801785,"(2.25, 2.88, 2.6541176470588237)","(15.0, 44.0, 31.75)","(4.0, 5.6, 5.228571428571429)","(61.0, 400.0, 137.5)","(2.45, 2.66, 2.58)","(12.0, 40.0, 26.42857142857143)"
04-01-2023 15:09:23.775698,"(2.25, 2.88, 2.6541176470588237)","(15.0, 44.0, 31.75)","(4.0, 5.6, 5.228571428571429)","(61.0, 400.0, 137.5)","(2.45, 2.66, 2.58)","(12.0, 40.0, 26.42857142857143)"
04-01-2023 15:09:24.727635,"(2.25, 2.88, 2.6541176470588237)","(15.0, 44.0, 34.2)","(4.0, 5.6, 5.228571428571429)","(61.0, 400.0, 137.5)","(2.45, 2.66, 2.58)","(12.0, 40.0, 26.42857142857143)"
04-01-2023 15:09:25.765550,"(2.25, 2.88, 2.7815384615384615)","(15.0, 44.0, 34.2)","(4.0, 5.6, 5.228571428571429)","(61.0, 400.0, 137.5)","(2.45, 2.66, 2.58)","(12.0, 40.0, 26.42857142857143)"
04-01-2023 15:09:26.734929,"(2.25, 2.88, 2.7815384615384615)","(15.0, 44.0, 34.2)","(4.0, 5.6, 5.228571428571429)","(61.0, 400.0, 137.5)","(2.45, 2.66, 2.58)","(12.0, 40.0, 26.42857142857143)"
04-01-2023 15:09:27.580469,"(2.25, 2.88, 2.7815384615384615)","(15.0, 44.0, 34.2)","(4.0, 5.6, 5.228571428571429)","(61.0, 400.0, 137.5)","(2.45, 2.66, 2.58)","(12.0, 40.0, 26.42857142857143)"
04-01-2023 15:09:28.573739,"(2.25, 2.88, 2.7815384615384615)","(15.0, 44.0, 34.2)","(4.0, 5.6, 5.228571428571429)","(61.0, 400.0, 196.0)","(2.45, 2.66, 2.58)","(12.0, 40.0, 26.42857142857143)"
04-01-2023 15:09:29.587042,"(2.25, 2.88, 2.7815384615384615)","(15.0, 44.0, 34.2)","(4.0, 5.6, 5.228571428571429)","(61.0, 400.0, 183.63636363636363)","(2.45, 2.66, 2.58)","(12.0, 40.0, 26.42857142857143)"
04-01-2023 15:09:30.560569,"(2.25, 2.88, 2.7466666666666666)","(15.0, 44.0, 34.2)","(4.0, 5.6, 5.228571428571429)","(61.0, 400.0, 106.875)","(2.45, 2.66, 2.58)","(12.0, 40.0, 26.42857142857143)"
04-01-2023 15:09:31.532631,"(2.25, 2.88, 2.7876923076923075)","(15.0, 44.0, 34.2)","(4.0, 5.6, 5.228571428571429)","(61.0, 400.0, 112.85714285714286)","(2.45, 2.66, 2.58)","(12.0, 40.0, 26.42857142857143)"
04-01-2023 15:09:32.490562,"(2.25, 2.88, 2.7876923076923075)","(15.0, 44.0, 28.444444444444443)","(4.0, 5.6, 5.228571428571429)","(61.0, 400.0, 112.85714285714286)","(2.45, 2.66, 2.58)","(12.0, 40.0, 26.42857142857143)"
04-01-2023 15:09:33.366998,"(2.25, 2.88, 2.770909090909091)","(15.0, 44.0, 28.444444444444443)","(4.0, 5.6, 5.228571428571429)","(61.0, 400.0, 106.875)","(2.45, 2.66, 2.58)","(12.0, 40.0, 26.42857142857143)"
04-01-2023 15:09:34.378423,"(2.25, 2.88, 2.770909090909091)","(15.0, 44.0, 28.444444444444443)","(4.2, 5.6, 5.228571428571429)","(61.0, 400.0, 106.875)","(2.45, 2.66, 2.58)","(12.0, 40.0, 26.42857142857143)"
04-01-2023 15:09:35.376264,"(2.25, 2.88, 2.770909090909091)","(15.0, 44.0, 28.444444444444443)","(4.2, 5.6, 5.228571428571429)","(61.0, 400.0, 106.875)","(2.45, 2.66, 2.58)","(12.0, 40.0, 26.42857142857143)"
04-01-2023 15:09:36.345746,"(2.25, 2.88, 2.770909090909091)","(15.0, 44.0, 28.444444444444443)","(4.2, 5.6, 5.228571428571429)","(61.0, 400.0, 106.875)","(2.45, 2.66, 2.58)","(12.0, 40.0, 26.42857142857143)"
04-01-2023 15:09:37.335996,"(2.25, 2.88, 2.770909090909091)","(15.0, 44.0, 28.444444444444443)","(4.2, 5.6, 5.228571428571429)","(61.0, 400.0, 106.875)","(2.45, 2.66, 2.58)","(12.0, 40.0, 26.42857142857143)"
04-01-2023 15:09:38.286849,"(2.25, 2.88, 2.770909090909091)","(15.0, 44.0, 28.444444444444443)","(4.2, 5.6, 5.228571428571429)","(61.0, 400.0, 106.875)","(2.45, 2.66, 2.58)","(12.0, 40.0, 26.42857142857143)"
04-01-2023 15:09:39.171287,"(2.25, 2.88, 2.770909090909091)","(15.0, 44.0, 28.444444444444443)","(4.2, 5.6, 5.228571428571429)","(61.0, 400.0, 106.875)","(2.45, 2.66, 2.58)","(12.0, 40.0, 26.42857142857143)"
04-01-2023 15:09:40.144931,"(2.25, 2.88, 2.770909090909091)","(15.0, 44.0, 28.444444444444443)","(4.2, 5.6, 5.228571428571429)","(61.0, 400.0, 132.0)","(2.45, 2.66, 2.58)","(12.0, 40.0, 26.42857142857143)"
04-01-2023 15:09:41.129176,"(2.25, 2.88, 2.770909090909091)","(15.0, 44.0, 28.444444444444443)","(4.2, 5.6, 5.228571428571429)","(61.0, 400.0, 132.0)","(2.45, 2.66, 2.58)","(12.0, 40.0, 26.42857142857143)"
04-01-2023 15:09:42.061709,"(2.25, 2.88, 2.770909090909091)","(15.0, 44.0, 28.444444444444443)","(4.2, 5.6, 5.228571428571429)","(61.0, 400.0, 112.85714285714286)","(2.45, 2.66, 2.58)","(12.0, 40.0, 26.42857142857143)"
04-01-2023 15:09:42.996911,"(2.25, 2.88, 2.770909090909091)","(15.0, 44.0, 28.444444444444443)","(4.2, 5.6, 5.228571428571429)","(61.0, 400.0, 112.85714285714286)","(2.45, 2.66, 2.58)","(12.0, 40.0, 26.42857142857143)"
04-01-2023 15:09:43.868389,"(2.25, 2.88, 2.770909090909091)","(15.0, 44.0, 28.444444444444443)","(4.2, 5.6, 5.228571428571429)","(61.0, 400.0, 112.85714285714286)","(2.45, 2.66, 2.58)","(12.0, 40.0, 26.42857142857143)"
04-01-2023 15:09:44.893552,"(2.25, 2.88, 2.770909090909091)","(15.0, 44.0, 28.444444444444443)","(4.2, 5.6, 5.228571428571429)","(61.0, 400.0, 108.57142857142857)","(2.45, 2.66, 2.58)","(12.0, 40.0, 26.42857142857143)"
04-01-2023 15:09:45.906167,"(2.25, 2.88, 2.770909090909091)","(15.0, 44.0, 28.444444444444443)","(4.2, 5.6, 5.228571428571429)","(61.0, 400.0, 108.57142857142857)","(2.45, 2.66, 2.58)","(12.0, 40.0, 27.142857142857142)"
04-01-2023 15:09:46.909111,"(2.25, 2.88, 2.770909090909091)","(15.0, 44.0, 28.444444444444443)","(4.2, 5.6, 5.228571428571429)","(61.0, 400.0, 108.57142857142857)","(2.45, 2.66, 2.58)","(12.0, 40.0, 32.666666666666664)"
04-01-2023 15:09:47.809717,"(2.25, 2.88, 2.770909090909091)","(15.0, 44.0, 28.444444444444443)","(4.2, 5.6, 5.2749999999999995)","(61.0, 400.0, 108.57142857142857)","(2.45, 2.66, 2.58)","(12.0, 38.0, 35.0)"
04-01-2023 15:09:48.683026,"(2.25, 2.88, 2.770909090909091)","(15.0, 44.0, 28.444444444444443)","(4.2, 5.6, 5.2749999999999995)","(61.0, 400.0, 108.57142857142857)","(2.45, 2.66, 2.58)","(12.0, 38.0, 35.0)"
04-01-2023 15:09:49.635969,"(2.25, 2.88, 2.770909090909091)","(15.0, 44.0, 28.444444444444443)","(4.2, 5.6, 5.363636363636363)","(61.0, 400.0, 108.57142857142857)","(2.45, 2.66, 2.58)","(12.0, 38.0, 35.0)"
04-01-2023 15:09:50.623582,"(2.25, 2.88, 2.770909090909091)","(15.0, 44.0, 28.444444444444443)","(4.2, 5.6, 5.363636363636363)","(61.0, 400.0, 108.57142857142857)","(2.45, 2.66, 2.58)","(12.0, 38.0, 35.0)"
04-01-2023 15:09:51.624893,"(2.25, 2.88, 2.770909090909091)","(15.0, 44.0, 28.444444444444443)","(4.2, 5.6, 5.363636363636363)","(61.0, 400.0, 108.57142857142857)","(2.45, 2.66, 2.58)","(12.0, 38.0, 35.0)"
04-01-2023 15:09:52.523301,"(2.25, 2.88, 2.770909090909091)","(15.0, 44.0, 28.444444444444443)","(4.2, 5.6, 5.363636363636363)","(61.0, 400.0, 108.57142857142857)","(2.45, 2.66, 2.58)","(12.0, 38.0, 33.33333333333333)"
04-01-2023 15:09:53.429689,"(2.25, 2.88, 2.770909090909091)","(15.0, 44.0, 28.444444444444443)","(4.2, 5.6, 5.3999999999999995)","(61.0, 400.0, 108.57142857142857)","(2.45, 2.66, 2.58)","(12.0, 36.0, 33.33333333333333)"
04-01-2023 15:09:54.442330,"(2.25, 2.88, 2.770909090909091)","(15.0, 44.0, 28.444444444444443)","(4.2, 5.6, 5.3999999999999995)","(61.0, 400.0, 108.57142857142857)","(2.45, 2.66, 2.58)","(12.0, 36.0, 33.33333333333333)"
04-01-2023 15:09:55.396880,"(2.25, 2.88, 2.770909090909091)","(15.0, 44.0, 28.444444444444443)","(4.2, 5.6, 5.3999999999999995)","(61.0, 400.0, 108.57142857142857)","(2.45, 2.66, 2.58)","(12.0, 36.0, 33.33333333333333)"
04-01-2023 15:09:56.371292,"(2.25, 2.88, 2.770909090909091)","(15.0, 44.0, 28.444444444444443)","(4.2, 5.6, 5.3999999999999995)","(61.0, 400.0, 108.57142857142857)","(2.45, 2.66, 2.58)","(12.0, 36.0, 30.666666666666664)"
04-01-2023 15:09:57.338739,"(2.25, 2.88, 2.770909090909091)","(15.0, 44.0, 28.444444444444443)","(4.2, 5.6, 5.3999999999999995)","(61.0, 400.0, 108.57142857142857)","(2.45, 2.66, 2.58)","(12.0, 36.0, 30.666666666666664)"
04-01-2023 15:09:58.231508,"(2.25, 2.88, 2.770909090909091)","(15.0, 44.0, 28.444444444444443)","(4.2, 5.6, 5.311111111111111)","(61.0, 400.0, 108.57142857142857)","(2.45, 2.66, 2.58)","(12.0, 36.0, 30.666666666666664)"
04-01-2023 15:09:59.190799,"(2.25, 2.88, 2.770909090909091)","(15.0, 44.0, 28.444444444444443)","(4.2, 5.6, 5.311111111111111)","(61.0, 400.0, 108.57142857142857)","(2.45, 2.66, 2.58)","(12.0, 36.0, 30.666666666666664)"
04-01-2023 15:10:00.217432,"(2.25, 2.88, 2.770909090909091)","(15.0, 44.0, 28.444444444444443)","(4.2, 5.6, 5.311111111111111)","(61.0, 400.0, 108.57142857142857)","(2.45, 2.66, 2.58)","(12.0, 36.0, 30.666666666666664)"
04-01-2023 15:10:01.186830,"(2.25, 2.88, 2.7085714285714286)","(15.0, 44.0, 28.444444444444443)","(4.2, 5.6, 5.311111111111111)","(61.0, 410.0, 242.94117647058823)","(2.45, 2.66, 2.58)","(12.0, 36.0, 30.666666666666664)"
04-01-2023 15:10:02.172700,"(2.25, 2.88, 2.7085714285714286)","(15.0, 44.0, 28.444444444444443)","(4.2, 5.6, 5.311111111111111)","(61.0, 410.0, 91.81818181818181)","(2.45, 2.66, 2.58)","(12.0, 36.0, 30.666666666666664)"
04-01-2023 15:10:03.087754,"(2.25, 2.88, 2.7085714285714286)","(15.0, 44.0, 28.444444444444443)","(4.2, 5.6, 5.311111111111111)","(61.0, 410.0, 91.81818181818181)","(2.45, 2.66, 2.58)","(12.0, 36.0, 30.666666666666664)"
04-01-2023 15:10:03.971707,"(2.25, 2.88, 2.7085714285714286)","(15.0, 44.0, 28.444444444444443)","(4.2, 5.6, 5.311111111111111)","(61.0, 410.0, 91.81818181818181)","(2.45, 2.66, 2.58)","(12.0, 36.0, 30.666666666666664)"
04-01-2023 15:10:04.991812,"(2.25, 2.88, 2.7085714285714286)","(15.0, 44.0, 28.444444444444443)","(4.2, 5.6, 5.311111111111111)","(61.0, 410.0, 91.81818181818181)","(2.45, 2.66, 2.58)","(12.0, 36.0, 30.666666666666664)"
04-01-2023 15:10:05.965369,"(2.25, 2.88, 2.7085714285714286)","(15.0, 44.0, 28.444444444444443)","(4.2, 5.6, 5.311111111111111)","(61.0, 410.0, 91.81818181818181)","(2.45, 2.66, 2.58)","(12.0, 36.0, 30.666666666666664)"
04-01-2023 15:10:07.014835,"(2.25, 2.88, 2.7085714285714286)","(15.0, 44.0, 28.444444444444443)","(4.2, 5.6, 5.311111111111111)","(61.0, 410.0, 91.81818181818181)","(2.45, 2.66, 2.58)","(12.0, 36.0, 30.666666666666664)"
04-01-2023 15:10:08.023402,"(2.25, 2.88, 2.7085714285714286)","(15.0, 44.0, 28.444444444444443)","(4.2, 5.6, 5.311111111111111)","(61.0, 410.0, 91.81818181818181)","(2.45, 2.66, 2.58)","(12.0, 36.0, 31.0)"
04-01-2023 15:10:08.890539,"(2.25, 2.88, 2.7085714285714286)","(15.0, 44.0, 28.444444444444443)","(4.2, 5.6, 5.12)","(61.0, 410.0, 91.81818181818181)","(2.45, 2.66, 2.58)","(12.0, 36.0, 31.0)"
04-01-2023 15:10:09.860629,"(2.25, 2.88, 2.7085714285714286)","(15.0, 44.0, 28.444444444444443)","(4.2, 5.6, 5.12)","(61.0, 410.0, 91.81818181818181)","(2.45, 2.66, 2.58)","(12.0, 36.0, 31.0)"
04-01-2023 15:10:10.849605,"(2.25, 2.88, 2.7085714285714286)","(15.0, 44.0, 28.444444444444443)","(4.2, 5.6, 5.12)","(61.0, 410.0, 91.81818181818181)","(2.45, 2.66, 2.58)","(12.0, 36.0, 31.0)"
04-01-2023 15:10:11.755813,"(2.25, 2.88, 2.7085714285714286)","(15.0, 44.0, 28.444444444444443)","(4.2, 5.6, 5.12)","(61.0, 410.0, 91.81818181818181)","(2.45, 2.66, 2.58)","(12.0, 36.0, 31.0)"
04-01-2023 15:10:12.695655,"(2.25, 2.88, 2.7085714285714286)","(15.0, 44.0, 28.444444444444443)","(4.2, 5.6, 5.12)","(61.0, 410.0, 91.81818181818181)","(2.45, 2.66, 2.58)","(12.0, 36.0, 31.0)"
04-01-2023 15:10:13.595833,"(2.25, 2.88, 2.7085714285714286)","(15.0, 44.0, 28.444444444444443)","(4.2, 5.6, 5.12)","(61.0, 410.0, 91.81818181818181)","(2.45, 2.66, 2.58)","(12.0, 36.0, 31.0)"
04-01-2023 15:10:14.560723,"(2.25, 2.88, 2.7085714285714286)","(15.0, 44.0, 28.444444444444443)","(4.2, 5.6, 5.12)","(61.0, 410.0, 91.81818181818181)","(2.45, 2.66, 2.58)","(12.0, 36.0, 31.0)"
04-01-2023 15:10:15.593359,"(2.25, 2.88, 2.7085714285714286)","(15.0, 44.0, 28.444444444444443)","(4.2, 6.2, 5.525)","(61.0, 410.0, 91.81818181818181)","(2.45, 2.66, 2.58)","(12.0, 36.0, 31.0)"
04-01-2023 15:10:16.589112,"(2.25, 2.88, 2.6133333333333333)","(15.0, 44.0, 28.444444444444443)","(4.2, 5.9, 5.525)","(61.0, 410.0, 91.81818181818181)","(2.45, 2.66, 2.58)","(12.0, 36.0, 31.0)"
04-01-2023 15:10:17.499893,"(2.25, 2.88, 2.56)","(15.0, 44.0, 28.444444444444443)","(4.2, 6.0, 5.6)","(61.0, 410.0, 223.1578947368421)","(2.45, 2.66, 2.58)","(12.0, 36.0, 31.0)"
04-01-2023 15:10:18.452352,"(2.25, 2.88, 2.7418181818181817)","(15.0, 44.0, 30.0)","(4.2, 5.9, 5.300000000000001)","(61.0, 410.0, 91.81818181818181)","(2.45, 2.66, 2.58)","(12.0, 36.0, 31.0)"
04-01-2023 15:10:19.369336,"(2.25, 2.88, 2.7418181818181817)","(15.0, 44.0, 30.0)","(4.2, 5.9, 5.300000000000001)","(61.0, 410.0, 91.81818181818181)","(2.45, 2.66, 2.58)","(12.0, 36.0, 31.0)"
04-01-2023 15:10:20.341426,"(2.25, 2.88, 2.7418181818181817)","(15.0, 44.0, 30.0)","(4.2, 5.9, 5.544444444444444)","(61.0, 410.0, 91.81818181818181)","(2.45, 2.66, 2.58)","(12.0, 36.0, 32.333333333333336)"
04-01-2023 15:10:21.333200,"(2.25, 2.88, 2.7418181818181817)","(15.0, 44.0, 30.0)","(4.2, 5.9, 5.544444444444444)","(61.0, 410.0, 91.81818181818181)","(2.45, 2.66, 2.58)","(12.0, 38.0, 32.333333333333336)"
04-01-2023 15:10:22.354333,"(2.25, 2.88, 2.7418181818181817)","(15.0, 44.0, 30.0)","(4.2, 5.9, 5.544444444444444)","(61.0, 410.0, 91.81818181818181)","(2.45, 2.66, 2.58)","(12.0, 38.0, 32.333333333333336)"
04-01-2023 15:10:23.294586,"(2.25, 2.88, 2.7418181818181817)","(15.0, 44.0, 30.0)","(4.2, 5.9, 5.544444444444444)","(61.0, 410.0, 91.81818181818181)","(2.45, 2.66, 2.58)","(12.0, 38.0, 32.333333333333336)"
04-01-2023 15:10:24.289759,"(2.25, 2.88, 2.7418181818181817)","(15.0, 44.0, 30.0)","(4.2, 5.9, 5.544444444444444)","(61.0, 410.0, 91.81818181818181)","(2.45, 2.66, 2.58)","(12.0, 38.0, 32.333333333333336)"
04-01-2023 15:10:25.224942,"(2.25, 2.88, 2.7418181818181817)","(15.0, 44.0, 30.0)","(4.2, 5.9, 5.544444444444444)","(61.0, 410.0, 91.81818181818181)","(2.45, 2.66, 2.58)","(12.0, 38.0, 32.333333333333336)"
04-01-2023 15:10:26.223256,"(2.25, 2.88, 2.7418181818181817)","(15.0, 44.0, 30.0)","(4.2, 5.9, 5.544444444444444)","(61.0, 410.0, 91.81818181818181)","(2.45, 2.66, 2.58)","(12.0, 38.0, 32.333333333333336)"
04-01-2023 15:10:27.286324,"(2.25, 2.88, 2.7418181818181817)","(15.0, 44.0, 30.0)","(4.2, 5.9, 5.544444444444444)","(61.0, 410.0, 91.81818181818181)","(2.45, 2.66, 2.58)","(12.0, 38.0, 32.333333333333336)"
04-01-2023 15:10:28.259947,"(2.25, 2.88, 2.7418181818181817)","(15.0, 44.0, 30.0)","(4.2, 5.9, 5.544444444444444)","(61.0, 410.0, 91.81818181818181)","(2.45, 2.66, 2.58)","(12.0, 38.0, 32.333333333333336)"
04-01-2023 15:10:29.233110,"(2.25, 2.88, 2.7418181818181817)","(15.0, 44.0, 30.0)","(4.2, 5.9, 5.544444444444444)","(61.0, 410.0, 91.81818181818181)","(2.45, 2.66, 2.58)","(12.0, 38.0, 32.333333333333336)"
04-01-2023 15:10:30.197860,"(2.25, 2.88, 2.7418181818181817)","(15.0, 44.0, 30.0)","(4.2, 5.9, 5.544444444444444)","(61.0, 410.0, 91.81818181818181)","(2.45, 2.66, 2.58)","(12.0, 38.0, 33.75)"
04-01-2023 15:10:31.114530,"(2.25, 2.88, 2.7418181818181817)","(15.0, 44.0, 30.0)","(4.2, 5.9, 5.544444444444444)","(61.0, 410.0, 91.81818181818181)","(2.45, 2.66, 2.58)","(12.0, 38.0, 32.666666666666664)"
04-01-2023 15:10:32.175404,"(2.25, 2.88, 2.7418181818181817)","(15.0, 44.0, 30.0)","(4.2, 5.9, 5.544444444444444)","(61.0, 410.0, 223.1578947368421)","(2.45, 2.66, 2.58)","(12.0, 38.0, 35.33333333333333)"
04-01-2023 15:10:33.174528,"(2.25, 2.88, 2.7418181818181817)","(15.0, 44.0, 30.0)","(4.2, 5.9, 5.544444444444444)","(61.0, 410.0, 223.1578947368421)","(2.45, 2.66, 2.58)","(12.0, 38.0, 35.33333333333333)"
