,Skyla Blue,Rock On Hunter,Tilly Banner,Abby Road,Natisas Sparkle,Zambora Blaster
09-01-2023 17:25:40.003022,"(4.0, 5.3, 5.2176470588235295)","(16.0, 25.0, 22.23076923076923)","(4.6, 6.0, 5.712)","(16.0, 21.0, 20.791666666666668)","(1.9, 2.24, 2.2269565217391305)","(8.5, 12.5, 12.011111111111111)"
09-01-2023 17:25:40.874323,"(4.0, 5.3, 5.2176470588235295)","(16.0, 25.0, 22.23076923076923)","(4.6, 6.0, 5.712)","(16.0, 21.0, 20.791666666666668)","(1.9, 2.24, 2.2269565217391305)","(8.5, 12.5, 12.011111111111111)"
09-01-2023 17:25:41.845622,"(4.0, 5.3, 5.273333333333333)","(16.0, 23.0, 22.375)","(4.6, 5.9, 5.722222222222222)","(16.0, 21.0, 17.1875)","(1.9, 2.22, 2.235096774193549)","(8.5, 12.5, 12.045454545454545)"
09-01-2023 17:25:42.794802,"(4.0, 5.4, 5.272727272727273)","(16.0, 23.0, 22.076923076923077)","(4.6, 5.8, 5.72)","(16.0, 18.5, 17.1875)","(1.9, 2.24, 2.235096774193549)","(8.5, 12.5, 12.008474576271187)"
09-01-2023 17:25:43.727891,"(4.0, 5.3, 5.247368421052632)","(16.0, 23.0, 21.4)","(4.6, 5.6, 5.5473684210526315)","(16.0, 21.0, 18.5)","(1.9, 2.28, 2.2762499999999997)","(8.5, 12.5, 12.008474576271187)"
09-01-2023 17:25:44.725499,"(4.0, 5.3, 5.27)","(16.0, 23.0, 21.761904761904763)","(4.6, 5.5, 5.447826086956522)","(16.0, 21.0, 19.88888888888889)","(1.9, 2.28, 2.284705882352941)","(8.5, 12.5, 12.008474576271187)"
09-01-2023 17:25:45.656434,"(4.0, 5.3, 5.244827586206896)","(16.0, 23.0, 21.761904761904763)","(4.6, 5.5, 5.389655172413793)","(16.0, 21.0, 19.476190476190474)","(1.9, 2.3, 2.289411764705882)","(8.5, 12.5, 12.045454545454545)"
09-01-2023 17:25:46.617806,"(4.0, 5.3, 5.244827586206896)","(16.0, 23.0, 21.761904761904763)","(4.6, 5.4, 5.348571428571429)","(16.0, 21.0, 19.476190476190474)","(1.9, 2.3, 2.3035294117647056)","(8.5, 12.5, 12.045454545454545)"
09-01-2023 17:25:47.490785,"(4.0, 5.3, 5.2542857142857144)","(16.0, 23.0, 21.761904761904763)","(4.6, 5.4, 5.348571428571429)","(16.0, 21.0, 19.476190476190474)","(1.9, 2.32, 2.3035294117647056)","(8.5, 12.5, 12.045454545454545)"
09-01-2023 17:25:48.362475,"(4.0, 5.3, 5.2542857142857144)","(16.0, 23.0, 21.761904761904763)","(4.6, 5.4, 5.344615384615385)","(16.0, 21.0, 19.2)","(1.9, 2.32, 2.3024999999999998)","(8.5, 12.5, 12.018518518518519)"
09-01-2023 17:25:49.246365,"(4.0, 5.3, 5.27906976744186)","(16.0, 23.0, 21.761904761904763)","(4.6, 5.4, 5.325373134328358)","(16.0, 21.0, 19.2)","(1.9, 2.32, 2.3006896551724134)","(8.5, 12.5, 11.991228070175438)"
09-01-2023 17:25:50.095001,"(4.0, 5.4, 5.3310344827586205)","(16.0, 23.0, 21.790697674418606)","(4.6, 5.4, 5.325373134328358)","(16.0, 21.0, 19.07142857142857)","(1.9, 2.3, 2.295)","(8.5, 12.5, 11.991228070175438)"
09-01-2023 17:25:51.029143,"(4.0, 5.3, 5.251219512195122)","(16.0, 23.0, 21.7027027027027)","(4.6, 5.3, 5.289130434782608)","(16.0, 21.0, 17.4)","(1.9, 2.34, 2.3099999999999996)","(8.5, 12.5, 11.991228070175438)"
09-01-2023 17:25:51.992583,"(4.0, 5.3, 5.246341463414634)","(16.0, 23.0, 21.829268292682926)","(4.6, 5.4, 5.333333333333333)","(16.0, 21.0, 17.4)","(1.9, 2.34, 2.3099999999999996)","(8.5, 12.5, 11.982142857142858)"
09-01-2023 17:25:53.019396,"(4.0, 5.3, 5.227659574468085)","(16.0, 23.0, 21.829268292682926)","(4.6, 5.5, 5.42608695652174)","(16.0, 21.0, 17.363636363636363)","(1.9, 2.34, 2.3110344827586204)","(8.5, 12.5, 11.982142857142858)"
09-01-2023 17:25:54.047452,"(4.0, 5.3, 5.25)","(16.0, 23.0, 21.829268292682926)","(4.6, 5.5, 5.358333333333333)","(16.0, 21.0, 17.25)","(1.9, 2.34, 2.2778571428571426)","(8.5, 12.5, 11.982142857142858)"
09-01-2023 17:25:55.009891,"(4.0, 5.3, 5.247999999999999)","(16.0, 23.0, 21.829268292682926)","(4.6, 5.5, 5.358333333333333)","(16.0, 21.0, 17.25)","(1.9, 2.28, 2.2778571428571426)","(8.5, 12.5, 11.982142857142858)"
09-01-2023 17:25:55.938155,"(4.0, 5.2, 5.132258064516129)","(16.0, 23.0, 21.829268292682926)","(4.6, 5.5, 5.378571428571428)","(16.0, 20.0, 18.95)","(1.9, 2.3, 2.294285714285714)","(8.5, 12.5, 11.982142857142858)"
09-01-2023 17:25:56.859404,"(4.0, 5.2, 5.143859649122807)","(16.0, 23.0, 21.829268292682926)","(4.6, 5.5, 5.394736842105263)","(16.0, 19.5, 18.354166666666668)","(1.9, 2.3, 2.294285714285714)","(8.5, 12.5, 11.982142857142858)"
09-01-2023 17:25:57.709758,"(4.0, 5.3, 5.2785714285714285)","(16.0, 23.0, 21.829268292682926)","(4.6, 5.5, 5.428571428571429)","(16.0, 19.0, 18.571428571428573)","(1.9, 2.3, 2.297647058823529)","(8.5, 12.5, 11.982142857142858)"
09-01-2023 17:25:58.557381,"(4.0, 5.3, 5.253846153846154)","(16.0, 23.0, 21.829268292682926)","(4.6, 5.5, 5.373684210526315)","(16.0, 19.0, 17.923076923076923)","(1.9, 2.3, 2.2643243243243245)","(8.5, 12.5, 11.775)"
09-01-2023 17:25:59.476812,"(4.0, 5.4, 5.300000000000001)","(16.0, 23.0, 22.04)","(4.6, 5.5, 5.395652173913043)","(16.0, 19.0, 17.545454545454547)","(1.9, 2.28, 2.269830508474576)","(8.5, 12.0, 11.785714285714286)"
09-01-2023 17:26:00.443267,"(4.0, 5.4, 5.300000000000001)","(16.0, 23.0, 22.04)","(4.6, 5.5, 5.395652173913043)","(16.0, 19.0, 18.157894736842106)","(1.9, 2.28, 2.2715492957746477)","(8.5, 12.0, 11.608695652173912)"
09-01-2023 17:26:01.394267,"(4.0, 5.4, 5.303225806451613)","(16.0, 23.0, 22.04)","(4.6, 5.5, 5.390909090909091)","(16.0, 19.0, 18.157894736842106)","(1.9, 2.28, 2.2715492957746477)","(8.5, 12.0, 11.608695652173912)"
09-01-2023 17:26:02.284653,"(4.0, 5.4, 5.303225806451613)","(16.0, 23.0, 22.04)","(4.6, 5.5, 5.390909090909091)","(16.0, 19.0, 18.157894736842106)","(1.9, 2.28, 2.2687179487179487)","(8.5, 12.0, 11.695652173913043)"
09-01-2023 17:26:03.184862,"(4.0, 5.4, 5.303225806451613)","(16.0, 23.0, 22.04)","(4.6, 5.5, 5.390909090909091)","(16.0, 19.0, 18.157894736842106)","(1.9, 2.28, 2.2679452054794518)","(8.5, 12.0, 11.736842105263158)"
09-01-2023 17:26:04.066298,"(4.0, 5.4, 5.303225806451613)","(16.0, 23.0, 22.04)","(4.6, 5.5, 5.309523809523809)","(16.0, 19.0, 18.157894736842106)","(1.9, 2.28, 2.2679452054794518)","(8.5, 12.0, 12.181818181818182)"
09-01-2023 17:26:04.964937,"(4.0, 5.4, 5.2846153846153845)","(16.0, 23.0, 21.829268292682926)","(4.6, 5.5, 5.309523809523809)","(16.0, 18.5, 18.375)","(1.9, 2.28, 2.26625)","(8.5, 12.5, 12.153846153846153)"
09-01-2023 17:26:05.893532,"(4.0, 5.3, 5.224)","(16.0, 23.0, 21.829268292682926)","(4.6, 5.5, 5.346153846153846)","(16.0, 19.5, 20.681818181818183)","(1.9, 2.28, 2.2512499999999998)","(8.5, 12.5, 11.879310344827585)"
09-01-2023 17:26:06.827824,"(4.0, 5.3, 5.224)","(16.0, 23.0, 21.829268292682926)","(4.6, 5.5, 5.346153846153846)","(16.0, 21.0, 20.833333333333332)","(1.9, 2.26, 2.2356521739130435)","(8.5, 12.5, 11.879310344827585)"
09-01-2023 17:26:07.784441,"(4.0, 5.3, 5.2387096774193544)","(16.0, 23.0, 22.04)","(4.6, 5.5, 5.346153846153846)","(16.0, 21.0, 20.916666666666668)","(1.9, 2.24, 2.2487999999999997)","(8.5, 12.5, 11.833333333333334)"
09-01-2023 17:26:08.705498,"(4.0, 5.3, 5.2387096774193544)","(16.0, 23.0, 22.04)","(4.6, 5.5, 5.346153846153846)","(16.0, 21.0, 20.916666666666668)","(1.9, 2.26, 2.2019736842105266)","(8.5, 12.5, 12.076923076923077)"
09-01-2023 17:26:09.663652,"(4.0, 5.3, 5.232142857142858)","(16.0, 23.0, 22.04)","(4.6, 5.5, 5.3545454545454545)","(16.0, 21.0, 20.75)","(1.9, 2.22, 2.2019480519480523)","(8.5, 12.5, 12.076923076923077)"
09-01-2023 17:26:10.635443,"(4.0, 5.3, 5.2272727272727275)","(16.0, 23.0, 22.04)","(4.6, 5.5, 5.442857142857143)","(16.0, 21.0, 20.75)","(1.9, 2.22, 2.2006993006993008)","(8.5, 12.5, 12.076923076923077)"
09-01-2023 17:26:11.564269,"(4.0, 5.3, 5.2272727272727275)","(16.0, 23.0, 22.04)","(4.6, 5.5, 5.44)","(16.0, 21.0, 20.75)","(1.9, 2.22, 2.2071428571428573)","(8.5, 12.5, 12.076923076923077)"
09-01-2023 17:26:12.465370,"(4.0, 5.3, 5.2272727272727275)","(16.0, 23.0, 22.04)","(4.6, 5.5, 5.46)","(16.0, 21.0, 20.80952380952381)","(1.9, 2.22, 2.2147826086956526)","(8.5, 12.5, 12.076923076923077)"
09-01-2023 17:26:13.300097,"(4.0, 5.3, 5.205882352941177)","(16.0, 23.0, 21.829268292682926)","(4.6, 5.5, 5.433333333333334)","(16.0, 21.0, 20.733333333333334)","(1.9, 2.24, 2.224)","(8.5, 12.5, 12.076923076923077)"
09-01-2023 17:26:14.164225,"(4.0, 5.3, 5.205882352941177)","(16.0, 23.0, 21.829268292682926)","(4.6, 5.5, 5.4)","(16.0, 21.0, 20.733333333333334)","(1.9, 2.22, 2.2193333333333336)","(8.5, 12.5, 12.076923076923077)"
09-01-2023 17:26:15.081507,"(4.0, 5.3, 5.205882352941177)","(15.0, 23.0, 21.829268292682926)","(4.6, 5.5, 5.438461538461539)","(17.0, 21.0, 22.75)","(1.9, 2.22, 2.2157142857142857)","(8.5, 12.5, 12.076923076923077)"
09-01-2023 17:26:16.000325,"(4.0, 5.2, 5.15625)","(15.0, 23.0, 22.04)","(4.6, 5.8, 5.6)","(17.0, 23.0, 22.307692307692307)","(1.9, 2.22, 2.2115789473684213)","(8.5, 12.5, 12.076923076923077)"
09-01-2023 17:26:16.978902,"(4.0, 5.2, 5.15625)","(15.0, 23.0, 22.04)","(4.6, 5.8, 5.616666666666667)","(17.0, 24.0, 22.6)","(1.9, 2.22, 2.2115789473684213)","(8.5, 12.5, 12.076923076923077)"
09-01-2023 17:26:17.935976,"(4.0, 5.2, 5.155102040816327)","(15.0, 23.0, 22.04)","(4.6, 5.8, 5.635)","(17.0, 24.0, 22.6)","(1.9, 2.22, 2.2055882352941176)","(8.5, 12.5, 12.076923076923077)"
09-01-2023 17:26:18.936805,"(4.0, 5.2, 5.155102040816327)","(15.0, 23.0, 22.04)","(4.6, 5.8, 5.59375)","(17.0, 24.0, 22.586206896551722)","(1.9, 2.22, 2.1895652173913045)","(8.5, 12.5, 12.133333333333333)"
09-01-2023 17:26:19.866889,"(4.0, 5.2, 5.162790697674419)","(15.0, 23.0, 22.04)","(4.6, 5.8, 5.59375)","(17.0, 23.0, 22.586206896551722)","(1.9, 2.2, 2.1895652173913045)","(8.5, 12.5, 12.133333333333333)"
09-01-2023 17:26:20.819062,"(4.0, 5.2, 5.162790697674419)","(15.0, 23.0, 22.04)","(4.6, 5.8, 5.59375)","(17.0, 23.0, 22.357142857142858)","(1.9, 2.2, 2.162571428571429)","(8.5, 12.5, 12.076923076923077)"
09-01-2023 17:26:21.694377,"(4.0, 5.2, 5.1567567567567565)","(15.0, 23.0, 21.829268292682926)","(4.6, 5.8, 5.635)","(17.0, 23.0, 22.357142857142858)","(1.9, 2.18, 2.162571428571429)","(8.5, 12.5, 12.076923076923077)"
09-01-2023 17:26:22.596957,"(4.0, 5.2, 5.160975609756098)","(15.0, 23.0, 22.533333333333335)","(4.6, 5.8, 5.653333333333333)","(17.0, 23.0, 22.357142857142858)","(1.9, 2.18, 2.1510869565217394)","(8.5, 12.5, 12.076923076923077)"
09-01-2023 17:26:23.486210,"(4.0, 5.2, 5.1567567567567565)","(15.0, 26.0, 25.77777777777778)","(4.6, 5.8, 5.635)","(17.0, 23.0, 21.92)","(1.9, 2.18, 2.1519230769230773)","(8.5, 12.5, 12.14516129032258)"
09-01-2023 17:26:24.366887,"(4.0, 5.2, 5.165217391304348)","(15.0, 25.0, 24.666666666666668)","(4.6, 5.8, 5.635)","(17.0, 23.0, 22.035714285714285)","(1.9, 2.18, 2.1512727272727274)","(8.5, 12.5, 12.14516129032258)"
09-01-2023 17:26:25.288580,"(4.0, 5.2, 5.165217391304348)","(15.0, 25.0, 24.529411764705884)","(4.6, 5.8, 5.635)","(17.0, 23.0, 22.035714285714285)","(1.9, 2.18, 2.1512727272727274)","(8.5, 12.5, 12.14516129032258)"
09-01-2023 17:26:26.214186,"(4.0, 5.3, 5.230612244897959)","(15.0, 25.0, 24.3)","(4.6, 5.8, 5.635)","(17.0, 23.0, 22.035714285714285)","(1.9, 2.18, 2.1479166666666667)","(8.5, 12.5, 12.14516129032258)"
09-01-2023 17:26:27.175086,"(4.2, 5.3, 5.245454545454545)","(16.0, 25.0, 24.3)","(4.6, 5.8, 5.635)","(16.0, 22.0, 21.52)","(1.95, 2.18, 2.1484444444444444)","(9.0, 12.5, 12.14516129032258)"
09-01-2023 17:26:28.128578,"(4.2, 5.3, 5.252380952380952)","(16.0, 24.0, 23.142857142857142)","(4.6, 5.8, 5.6899999999999995)","(16.0, 22.0, 21.25)","(1.95, 2.18, 2.18875)","(9.0, 12.5, 12.202702702702704)"
09-01-2023 17:26:29.193079,"(4.2, 5.2, 5.114285714285714)","(16.0, 24.0, 23.5)","(4.6, 5.8, 5.6899999999999995)","(16.0, 22.0, 20.823529411764707)","(1.95, 2.2, 2.1914285714285717)","(9.0, 12.5, 12.14516129032258)"
09-01-2023 17:26:30.241451,"(4.2, 5.2, 5.107692307692308)","(16.0, 24.0, 23.5)","(4.6, 5.8, 5.6899999999999995)","(16.0, 22.0, 20.88888888888889)","(1.95, 2.2, 2.1856)","(9.0, 12.5, 12.14516129032258)"
09-01-2023 17:26:31.267172,"(4.2, 5.2, 5.08235294117647)","(16.0, 24.0, 23.41176470588235)","(4.6, 5.8, 5.6899999999999995)","(16.0, 22.0, 20.88888888888889)","(1.95, 2.2, 2.1784615384615384)","(9.0, 12.5, 12.14516129032258)"
09-01-2023 17:26:32.254546,"(4.2, 5.2, 5.107692307692308)","(16.0, 24.0, 23.41176470588235)","(4.6, 5.8, 5.6899999999999995)","(16.0, 22.0, 22.18181818181818)","(1.95, 2.2, 2.165)","(9.0, 12.5, 12.202702702702704)"
09-01-2023 17:26:33.190287,"(4.2, 5.2, 5.1454545454545455)","(16.0, 24.0, 23.166666666666668)","(4.6, 5.8, 5.6899999999999995)","(16.0, 23.0, 22.18181818181818)","(1.95, 2.18, 2.1881967213114755)","(9.0, 12.5, 12.202702702702704)"
09-01-2023 17:26:34.161152,"(4.2, 5.2, 5.116666666666667)","(16.0, 24.0, 23.166666666666668)","(4.6, 5.8, 5.616666666666666)","(16.0, 23.0, 22.333333333333332)","(1.95, 2.2, 2.18046511627907)","(9.0, 12.5, 12.234375)"
09-01-2023 17:26:35.096037,"(4.2, 5.2, 5.116666666666667)","(16.0, 24.0, 23.166666666666668)","(4.6, 5.8, 5.616666666666666)","(16.0, 23.0, 22.333333333333332)","(1.95, 2.2, 2.205714285714286)","(9.0, 12.5, 12.292682926829269)"
09-01-2023 17:26:36.095026,"(4.2, 5.0, 4.93125)","(18.0, 24.0, 23.166666666666668)","(4.6, 5.8, 5.616666666666666)","(16.0, 23.0, 22.333333333333332)","(1.95, 2.22, 2.196)","(9.0, 12.5, 12.292682926829269)"
09-01-2023 17:26:37.097976,"(4.2, 5.0, 4.911111111111111)","(18.0, 24.0, 23.166666666666668)","(4.6, 5.8, 5.7)","(16.0, 23.0, 21.941176470588236)","(1.95, 2.22, 2.202857142857143)","(9.0, 12.5, 12.292682926829269)"
09-01-2023 17:26:38.047258,"(4.2, 5.0, 4.911111111111111)","(18.0, 24.0, 23.166666666666668)","(4.6, 5.9, 5.7)","(16.0, 23.0, 21.941176470588236)","(1.95, 2.22, 2.2054545454545456)","(9.0, 12.5, 12.226190476190476)"
09-01-2023 17:26:39.032150,"(4.2, 5.0, 4.911111111111111)","(18.0, 24.0, 22.57142857142857)","(4.6, 5.9, 5.678947368421053)","(16.0, 23.0, 21.941176470588236)","(1.95, 2.22, 2.202857142857143)","(9.0, 12.5, 12.226190476190476)"
09-01-2023 17:26:39.951305,"(4.2, 5.0, 4.911111111111111)","(18.0, 23.0, 22.0)","(4.6, 5.9, 5.671428571428571)","(16.0, 23.0, 21.941176470588236)","(1.95, 2.22, 2.2)","(9.0, 12.5, 12.140625)"
09-01-2023 17:26:40.813087,"(4.2, 5.1, 4.957142857142857)","(18.0, 23.0, 21.363636363636363)","(4.6, 5.9, 5.760869565217392)","(16.0, 23.0, 21.941176470588236)","(1.95, 2.2, 2.181151079136691)","(9.0, 12.5, 12.197368421052632)"
09-01-2023 17:26:41.707248,"(4.2, 5.1, 5.074999999999999)","(18.0, 23.0, 22.0)","(4.6, 5.9, 5.760869565217392)","(16.0, 23.0, 21.941176470588236)","(1.95, 2.18, 2.174642857142857)","(9.0, 12.5, 12.197368421052632)"
09-01-2023 17:26:42.712690,"(4.2, 5.2, 5.105882352941177)","(18.0, 23.0, 22.571428571428573)","(4.6, 5.9, 5.754545454545455)","(16.0, 23.0, 21.941176470588236)","(1.95, 2.18, 2.1719148936170214)","(9.0, 12.5, 12.197368421052632)"
09-01-2023 17:26:43.666309,"(4.2, 5.2, 5.123809523809524)","(18.0, 23.0, 22.571428571428573)","(4.6, 5.9, 5.754545454545455)","(16.0, 23.0, 21.941176470588236)","(1.95, 2.18, 2.1719148936170214)","(9.0, 12.5, 12.197368421052632)"
09-01-2023 17:26:44.658870,"(4.2, 5.2, 5.123809523809524)","(18.0, 23.0, 22.571428571428573)","(4.6, 5.9, 5.754545454545455)","(16.0, 23.0, 21.941176470588236)","(1.95, 2.18, 2.1719148936170214)","(9.0, 12.5, 12.902777777777779)"
09-01-2023 17:26:45.658870,"(4.2, 5.2, 5.123809523809524)","(18.0, 23.0, 22.333333333333332)","(4.6, 5.9, 5.773333333333333)","(16.0, 23.0, 21.941176470588236)","(1.95, 2.18, 2.1719148936170214)","(9.0, 13.0, 12.833333333333334)"
09-01-2023 17:26:46.640317,"(4.2, 5.2, 5.123809523809524)","(18.0, 23.0, 22.333333333333332)","(4.6, 5.9, 5.773333333333333)","(16.0, 23.0, 21.941176470588236)","(1.95, 2.18, 2.173658536585366)","(9.0, 13.0, 12.81578947368421)"
09-01-2023 17:26:47.646843,"(4.2, 5.2, 5.093333333333334)","(18.0, 23.0, 21.714285714285715)","(4.6, 5.9, 5.773333333333333)","(16.0, 23.0, 21.941176470588236)","(1.95, 2.18, 2.173658536585366)","(9.0, 13.0, 12.68421052631579)"
09-01-2023 17:26:48.585006,"(4.2, 5.2, 5.105882352941177)","(18.0, 23.0, 21.2)","(4.6, 5.9, 5.805)","(16.0, 23.0, 21.941176470588236)","(1.95, 2.18, 2.173658536585366)","(9.0, 13.0, 12.68421052631579)"
09-01-2023 17:26:49.511151,"(4.2, 5.2, 5.105882352941177)","(18.0, 23.0, 21.714285714285715)","(4.6, 5.9, 5.8076923076923075)","(16.0, 23.0, 21.941176470588236)","(1.95, 2.18, 2.175686274509804)","(9.0, 13.0, 12.73913043478261)"
09-01-2023 17:26:50.387001,"(4.2, 5.2, 5.11578947368421)","(18.0, 23.0, 22.0)","(4.6, 5.9, 5.8076923076923075)","(16.0, 23.0, 21.941176470588236)","(1.95, 2.18, 2.173529411764706)","(9.0, 13.0, 12.73913043478261)"
09-01-2023 17:26:51.274324,"(4.2, 5.2, 5.04)","(18.0, 23.0, 22.454545454545453)","(4.6, 5.9, 5.805882352941176)","(16.0, 24.0, 23.18181818181818)","(1.95, 2.18, 2.175111111111111)","(9.0, 13.0, 12.630434782608695)"
09-01-2023 17:26:52.157028,"(4.2, 5.2, 5.04)","(18.0, 23.0, 22.454545454545453)","(4.6, 5.9, 5.805882352941176)","(16.0, 24.0, 23.18181818181818)","(1.95, 2.18, 2.175111111111111)","(9.0, 13.0, 12.475806451612904)"
09-01-2023 17:26:53.026846,"(4.2, 5.2, 5.04)","(18.0, 23.0, 22.454545454545453)","(4.6, 5.9, 5.805882352941176)","(16.0, 24.0, 23.4375)","(1.95, 2.18, 2.175111111111111)","(9.0, 12.5, 12.475806451612904)"
09-01-2023 17:26:53.959079,"(4.2, 5.2, 5.033333333333333)","(18.0, 23.0, 22.454545454545453)","(4.6, 5.9, 5.8076923076923075)","(16.0, 24.0, 23.166666666666668)","(1.95, 2.18, 2.1765853658536587)","(9.0, 12.5, 12.477941176470589)"
09-01-2023 17:26:54.838935,"(4.2, 5.2, 5.033333333333333)","(17.0, 23.0, 22.454545454545453)","(4.6, 5.9, 5.8076923076923075)","(16.0, 24.0, 23.166666666666668)","(1.95, 2.18, 2.1765853658536587)","(9.0, 12.5, 12.477941176470589)"
09-01-2023 17:26:55.714590,"(4.2, 5.2, 5.033333333333333)","(17.0, 23.0, 21.714285714285715)","(4.6, 5.9, 5.8076923076923075)","(16.0, 24.0, 23.166666666666668)","(1.95, 2.18, 2.1765853658536587)","(9.0, 13.0, 12.595238095238095)"
09-01-2023 17:26:56.649387,"(4.2, 5.2, 5.033333333333333)","(17.0, 23.0, 22.307692307692307)","(4.6, 5.9, 5.8076923076923075)","(16.0, 24.0, 23.166666666666668)","(1.95, 2.18, 2.1765853658536587)","(9.0, 13.0, 12.58)"
09-01-2023 17:26:57.558955,"(4.2, 5.2, 5.033333333333333)","(17.0, 23.0, 22.307692307692307)","(4.6, 5.9, 5.8076923076923075)","(16.0, 24.0, 23.166666666666668)","(1.95, 2.18, 2.1758333333333333)","(9.0, 13.0, 12.58)"
09-01-2023 17:26:58.532831,"(4.2, 5.2, 5.05)","(17.0, 23.0, 22.0)","(4.6, 5.9, 5.8076923076923075)","(16.0, 24.0, 23.166666666666668)","(1.95, 2.18, 2.16)","(9.0, 13.0, 12.58)"
09-01-2023 17:26:59.464355,"(4.2, 5.2, 5.090909090909091)","(17.0, 23.0, 22.4)","(4.6, 5.9, 5.8076923076923075)","(16.0, 24.0, 23.166666666666668)","(1.95, 2.18, 2.16)","(9.0, 13.0, 12.58)"
09-01-2023 17:27:00.403218,"(4.2, 5.2, 5.090909090909091)","(17.0, 23.0, 21.7)","(4.6, 5.9, 5.756)","(16.0, 24.0, 23.0)","(1.95, 2.18, 2.16)","(9.0, 13.0, 12.58)"
09-01-2023 17:27:01.395937,"(4.2, 5.2, 5.090909090909091)","(17.0, 23.0, 21.916666666666668)","(4.6, 5.9, 5.746666666666667)","(16.0, 24.0, 23.444444444444443)","(1.95, 2.18, 2.1675)","(9.0, 13.0, 12.455357142857142)"
09-01-2023 17:27:02.408522,"(4.2, 5.2, 5.090909090909091)","(17.0, 23.0, 21.916666666666668)","(4.6, 5.9, 5.745161290322581)","(16.0, 24.0, 23.444444444444443)","(1.95, 2.18, 2.1726315789473687)","(9.0, 12.5, 12.434426229508198)"
09-01-2023 17:27:03.529635,"(4.2, 5.2, 5.090909090909091)","(17.0, 23.0, 21.5)","(4.6, 5.9, 5.776923076923077)","(16.0, 24.0, 23.565217391304348)","(1.95, 2.18, 2.172558139534884)","(9.0, 12.5, 12.389705882352942)"
09-01-2023 17:27:04.491058,"(4.2, 5.2, 5.105263157894737)","(17.0, 23.0, 21.5)","(4.8, 5.9, 5.776923076923077)","(16.0, 24.0, 23.565217391304348)","(1.95, 2.18, 2.1574468085106386)","(9.0, 12.5, 12.420289855072463)"
09-01-2023 17:27:05.478289,"(4.2, 5.2, 5.161290322580645)","(17.0, 23.0, 22.61904761904762)","(4.8, 5.9, 5.763829787234043)","(16.0, 24.0, 23.384615384615383)","(1.95, 2.16, 2.1590697674418604)","(9.0, 12.5, 12.46031746031746)"
09-01-2023 17:27:06.480113,"(4.2, 5.2, 5.161290322580645)","(17.0, 23.0, 22.666666666666668)","(4.8, 5.9, 5.763829787234043)","(16.0, 24.0, 23.384615384615383)","(1.95, 2.16, 2.1715384615384616)","(9.0, 12.5, 12.456896551724139)"
09-01-2023 17:27:07.439913,"(4.2, 5.2, 5.1125)","(17.0, 23.0, 22.57894736842105)","(4.8, 5.9, 5.763829787234043)","(16.0, 24.0, 23.125)","(1.95, 2.18, 2.1625352112676057)","(9.0, 12.5, 12.5875)"
09-01-2023 17:27:08.363048,"(4.2, 5.2, 5.1125)","(17.0, 23.0, 21.46153846153846)","(4.8, 5.9, 5.763829787234043)","(16.0, 24.0, 23.125)","(1.95, 2.18, 2.158983050847458)","(9.0, 13.0, 12.581395348837209)"
09-01-2023 17:27:09.280365,"(4.2, 5.2, 5.18)","(17.0, 23.0, 21.46153846153846)","(4.8, 5.9, 5.763829787234043)","(16.0, 24.0, 23.125)","(1.95, 2.18, 2.158983050847458)","(9.0, 13.0, 12.581395348837209)"
09-01-2023 17:27:10.218541,"(4.2, 5.3, 5.201754385964912)","(17.0, 23.0, 21.94736842105263)","(4.8, 5.9, 5.758823529411765)","(16.0, 24.0, 23.125)","(1.95, 2.16, 2.141818181818182)","(9.0, 13.0, 12.560975609756097)"
09-01-2023 17:27:11.098265,"(4.2, 5.3, 5.242857142857143)","(17.0, 23.0, 22.09090909090909)","(4.8, 5.9, 5.763829787234043)","(16.0, 24.0, 23.125)","(1.95, 2.16, 2.1506976744186046)","(9.0, 13.0, 12.560975609756097)"
09-01-2023 17:27:12.058012,"(4.2, 5.4, 5.264864864864865)","(17.0, 23.0, 22.25925925925926)","(4.8, 5.9, 5.766666666666667)","(16.0, 24.0, 23.125)","(1.95, 2.14, 2.1286021505376347)","(9.0, 13.0, 12.640350877192983)"
09-01-2023 17:27:12.992912,"(4.2, 5.4, 5.263414634146342)","(17.0, 23.0, 21.636363636363637)","(4.8, 5.9, 5.766666666666667)","(16.0, 24.0, 23.125)","(1.95, 2.14, 2.128770491803279)","(9.0, 13.0, 12.675925925925926)"
09-01-2023 17:27:14.116163,"(4.2, 5.4, 5.292857142857143)","(17.0, 22.0, 21.130434782608695)","(4.8, 5.9, 5.774418604651163)","(16.0, 24.0, 23.243243243243242)","(1.95, 2.14, 2.1181176470588237)","(9.0, 13.0, 12.690265486725664)"
09-01-2023 17:27:15.268155,"(4.2, 5.4, 5.311764705882354)","(17.0, 22.0, 21.333333333333332)","(4.8, 5.9, 5.78)","(16.0, 24.0, 23.363636363636363)","(1.95, 2.12, 2.1240723981900453)","(9.0, 13.0, 12.690265486725664)"
09-01-2023 17:27:16.222328,"(4.2, 5.4, 5.297435897435897)","(17.0, 22.0, 21.333333333333332)","(4.8, 5.9, 5.78)","(16.0, 24.0, 23.363636363636363)","(1.95, 2.14, 2.1240723981900453)","(9.0, 13.0, 12.690265486725664)"
