,Glory Daze,Morrissy,My Mate Sonny,Yulong Patrol,Imperial Hilton,Intellective,Pythagoras,Delightful Scoop,Fabians Spirit,Lets Atom,Warlist
08-01-2023 15:03:40.564789,"(2.9, 3.45, 3.403828828828829)","(4.0, 4.8, 4.782142857142857)","(7.5, 12.0, 11.666666666666666)","(4.2, 5.9, 5.677777777777778)","(19.0, 30.0, 28.333333333333332)","(6.5, 8.8, 8.371428571428572)","(10.0, 14.5, 13.375)","(101.0, 210.0, 165.0)","(101.0, 160.0, 130.0)","(101.0, 230.0, 205.0)","(101.0, 240.0, 185.45454545454547)"
08-01-2023 15:03:41.716849,"(2.9, 3.45, 3.403828828828829)","(4.0, 4.8, 4.782142857142857)","(7.5, 12.0, 11.666666666666666)","(4.2, 5.9, 5.677777777777778)","(19.0, 30.0, 28.333333333333332)","(6.5, 8.8, 8.371428571428572)","(10.0, 14.5, 13.375)","(101.0, 210.0, 165.0)","(101.0, 160.0, 130.0)","(101.0, 230.0, 205.0)","(101.0, 240.0, 185.45454545454547)"
08-01-2023 15:03:42.847259,"(2.9, 3.45, 3.403828828828829)","(4.0, 4.8, 4.781818181818181)","(7.5, 12.0, 11.571428571428571)","(4.2, 5.9, 5.851923076923077)","(19.0, 30.0, 28.333333333333332)","(6.5, 8.8, 8.371428571428572)","(10.0, 14.5, 13.375)","(101.0, 210.0, 165.0)","(101.0, 160.0, 130.0)","(101.0, 230.0, 205.0)","(101.0, 240.0, 185.45454545454547)"
08-01-2023 15:03:44.047852,"(2.9, 3.45, 3.403828828828829)","(4.0, 4.8, 4.781818181818181)","(7.5, 12.0, 11.571428571428571)","(4.2, 5.9, 5.851923076923077)","(19.0, 30.0, 28.333333333333332)","(6.5, 8.8, 8.371428571428572)","(10.0, 14.5, 13.375)","(101.0, 210.0, 165.0)","(101.0, 160.0, 130.0)","(101.0, 230.0, 205.0)","(101.0, 240.0, 185.45454545454547)"
08-01-2023 15:03:45.259450,"(2.9, 3.45, 3.403828828828829)","(4.0, 4.8, 4.781818181818181)","(7.5, 12.0, 11.571428571428571)","(4.2, 5.9, 5.851923076923077)","(19.0, 30.0, 28.333333333333332)","(6.5, 8.8, 8.371428571428572)","(10.0, 14.5, 13.375)","(101.0, 210.0, 165.0)","(101.0, 160.0, 130.0)","(101.0, 230.0, 205.0)","(101.0, 240.0, 185.45454545454547)"
08-01-2023 15:03:46.483007,"(2.9, 3.45, 3.403828828828829)","(4.0, 4.8, 4.781818181818181)","(7.5, 12.0, 11.4)","(4.2, 5.9, 5.851923076923077)","(19.0, 30.0, 28.333333333333332)","(6.5, 8.8, 8.428571428571429)","(10.0, 14.5, 13.375)","(101.0, 210.0, 165.0)","(101.0, 160.0, 130.0)","(101.0, 230.0, 205.0)","(101.0, 240.0, 185.45454545454547)"
08-01-2023 15:03:47.707978,"(2.9, 3.45, 3.403828828828829)","(4.0, 4.8, 4.781818181818181)","(7.5, 12.0, 11.4)","(4.2, 5.9, 5.86875)","(19.0, 30.0, 28.333333333333332)","(6.5, 9.0, 8.428571428571429)","(10.0, 14.5, 13.375)","(101.0, 210.0, 165.0)","(101.0, 160.0, 130.0)","(101.0, 230.0, 205.0)","(101.0, 240.0, 185.45454545454547)"
08-01-2023 15:03:48.902246,"(2.9, 3.45, 3.4016509433962265)","(4.0, 4.8, 4.781818181818181)","(7.5, 12.0, 11.8)","(4.2, 5.9, 5.86875)","(19.0, 30.0, 28.333333333333332)","(6.5, 9.0, 8.428571428571429)","(10.0, 14.5, 13.375)","(101.0, 210.0, 165.0)","(101.0, 160.0, 130.0)","(101.0, 230.0, 205.0)","(101.0, 240.0, 185.45454545454547)"
08-01-2023 15:03:50.101949,"(2.9, 3.45, 3.4016203703703702)","(4.0, 4.8, 4.781818181818181)","(7.5, 12.0, 11.8)","(4.2, 5.9, 5.86875)","(19.0, 30.0, 28.333333333333332)","(6.5, 9.0, 8.428571428571429)","(10.0, 14.5, 13.375)","(101.0, 210.0, 165.0)","(101.0, 160.0, 130.0)","(101.0, 230.0, 205.0)","(101.0, 240.0, 185.45454545454547)"
08-01-2023 15:03:51.238217,"(2.9, 3.45, 3.4016203703703702)","(4.0, 4.8, 4.781818181818181)","(7.5, 12.0, 11.8)","(4.2, 5.9, 5.86875)","(19.0, 30.0, 28.333333333333332)","(6.5, 9.0, 8.428571428571429)","(10.0, 14.5, 13.375)","(101.0, 210.0, 165.0)","(101.0, 160.0, 130.0)","(101.0, 230.0, 205.0)","(101.0, 240.0, 185.45454545454547)"
08-01-2023 15:03:52.414267,"(2.9, 3.45, 3.4016203703703702)","(4.0, 4.8, 4.781818181818181)","(7.5, 12.0, 11.8)","(4.2, 5.9, 5.86875)","(19.0, 30.0, 28.333333333333332)","(6.5, 9.0, 8.428571428571429)","(10.0, 14.5, 13.375)","(101.0, 210.0, 165.0)","(101.0, 160.0, 130.0)","(101.0, 230.0, 205.0)","(101.0, 240.0, 185.45454545454547)"
08-01-2023 15:03:53.615307,"(2.9, 3.45, 3.4016203703703702)","(4.0, 4.8, 4.781818181818181)","(7.5, 12.0, 11.8)","(4.2, 5.9, 5.86875)","(19.0, 30.0, 28.333333333333332)","(6.5, 9.0, 8.428571428571429)","(10.0, 14.5, 13.375)","(101.0, 210.0, 165.0)","(101.0, 160.0, 130.0)","(101.0, 230.0, 205.0)","(101.0, 240.0, 185.45454545454547)"
08-01-2023 15:03:54.823752,"(2.9, 3.45, 3.4016203703703702)","(4.0, 4.8, 4.781818181818181)","(7.5, 12.0, 11.8)","(4.2, 5.9, 5.86875)","(19.0, 30.0, 28.333333333333332)","(6.5, 9.0, 8.428571428571429)","(10.0, 14.5, 13.375)","(101.0, 210.0, 165.0)","(101.0, 160.0, 130.0)","(101.0, 230.0, 205.0)","(101.0, 240.0, 185.45454545454547)"
08-01-2023 15:03:56.011135,"(2.9, 3.45, 3.4016203703703702)","(4.0, 4.8, 4.781818181818181)","(7.5, 12.0, 11.8)","(4.2, 5.9, 5.86875)","(19.0, 30.0, 28.333333333333332)","(6.5, 9.0, 8.428571428571429)","(10.0, 14.5, 13.375)","(101.0, 210.0, 165.0)","(101.0, 160.0, 130.0)","(101.0, 230.0, 205.0)","(101.0, 240.0, 185.45454545454547)"
08-01-2023 15:03:57.203103,"(2.9, 3.45, 3.4016203703703702)","(4.0, 4.8, 4.781818181818181)","(7.5, 12.0, 11.8)","(4.2, 5.9, 5.8375)","(19.0, 30.0, 28.333333333333332)","(6.5, 9.0, 8.428571428571429)","(10.0, 14.5, 13.375)","(101.0, 210.0, 165.0)","(101.0, 160.0, 130.0)","(101.0, 230.0, 205.0)","(101.0, 240.0, 185.45454545454547)"
08-01-2023 15:03:58.369418,"(2.9, 3.45, 3.4016203703703702)","(4.0, 4.8, 4.781818181818181)","(7.5, 12.0, 11.8)","(4.2, 5.9, 5.733333333333333)","(19.0, 30.0, 28.333333333333332)","(6.5, 9.0, 8.428571428571429)","(10.0, 14.5, 13.375)","(101.0, 210.0, 165.0)","(101.0, 160.0, 130.0)","(101.0, 230.0, 205.0)","(101.0, 240.0, 185.45454545454547)"
08-01-2023 15:03:59.517967,"(2.9, 3.45, 3.4016203703703702)","(4.0, 4.8, 4.781818181818181)","(7.5, 12.0, 11.8)","(4.2, 5.9, 5.866666666666666)","(19.0, 30.0, 28.333333333333332)","(6.5, 9.0, 8.428571428571429)","(10.0, 14.5, 13.375)","(101.0, 210.0, 165.0)","(101.0, 160.0, 130.0)","(101.0, 230.0, 205.0)","(101.0, 240.0, 185.45454545454547)"
08-01-2023 15:04:00.655332,"(2.9, 3.45, 3.4016203703703702)","(4.0, 4.8, 4.781818181818181)","(7.5, 12.0, 11.8)","(4.2, 6.0, 5.92)","(19.0, 30.0, 28.333333333333332)","(6.5, 9.0, 8.428571428571429)","(10.0, 14.5, 13.375)","(101.0, 210.0, 165.0)","(101.0, 160.0, 130.0)","(101.0, 230.0, 205.0)","(101.0, 240.0, 200.0)"
08-01-2023 15:04:01.817185,"(2.9, 3.45, 3.4016203703703702)","(4.0, 4.8, 4.781818181818181)","(7.5, 12.0, 11.8)","(4.2, 6.4, 6.0)","(19.0, 30.0, 28.333333333333332)","(6.5, 9.0, 8.428571428571429)","(10.0, 14.5, 13.375)","(101.0, 210.0, 165.0)","(101.0, 160.0, 130.0)","(101.0, 230.0, 205.0)","(101.0, 240.0, 200.0)"
08-01-2023 15:04:03.016217,"(2.9, 3.45, 3.4016203703703702)","(4.0, 4.8, 4.781818181818181)","(7.5, 12.0, 11.8)","(4.2, 6.6, 6.0)","(19.0, 30.0, 28.333333333333332)","(6.5, 9.0, 8.428571428571429)","(10.0, 14.5, 13.9375)","(101.0, 210.0, 165.0)","(101.0, 160.0, 130.0)","(101.0, 230.0, 205.0)","(101.0, 240.0, 200.0)"
08-01-2023 15:04:04.201152,"(2.9, 3.45, 3.4016203703703702)","(4.0, 4.8, 4.781818181818181)","(7.5, 12.0, 11.8)","(4.2, 6.6, 5.907692307692307)","(19.0, 30.0, 28.333333333333332)","(6.5, 9.0, 8.428571428571429)","(10.0, 14.5, 13.9375)","(101.0, 210.0, 165.0)","(101.0, 160.0, 130.0)","(101.0, 230.0, 205.0)","(101.0, 240.0, 200.0)"
08-01-2023 15:04:05.397501,"(2.9, 3.45, 3.4016203703703702)","(4.0, 4.8, 4.781818181818181)","(7.5, 12.0, 11.8)","(4.2, 6.6, 5.907692307692307)","(19.0, 30.0, 28.333333333333332)","(6.5, 9.0, 8.428571428571429)","(10.0, 14.5, 13.9375)","(101.0, 210.0, 165.0)","(101.0, 160.0, 122.5)","(101.0, 230.0, 205.0)","(101.0, 240.0, 200.0)"
08-01-2023 15:04:06.544747,"(2.9, 3.45, 3.4016203703703702)","(4.0, 4.8, 4.781818181818181)","(7.5, 12.0, 11.8)","(4.2, 6.6, 5.907692307692307)","(19.0, 30.0, 28.333333333333332)","(6.5, 9.0, 8.428571428571429)","(10.0, 14.5, 13.9375)","(101.0, 210.0, 165.0)","(101.0, 160.0, 122.5)","(101.0, 230.0, 205.0)","(101.0, 240.0, 200.0)"
08-01-2023 15:04:07.686173,"(2.9, 3.45, 3.4016203703703702)","(4.0, 4.8, 4.781818181818181)","(7.5, 12.0, 11.8)","(4.2, 6.6, 5.907692307692307)","(19.0, 30.0, 28.333333333333332)","(6.5, 9.0, 8.428571428571429)","(10.0, 14.5, 13.9375)","(101.0, 210.0, 165.0)","(101.0, 160.0, 122.5)","(101.0, 230.0, 205.0)","(101.0, 240.0, 200.0)"
08-01-2023 15:04:08.848185,"(2.9, 3.45, 3.4016203703703702)","(4.0, 4.8, 4.781818181818181)","(7.5, 12.0, 11.8)","(4.2, 6.6, 5.907692307692307)","(19.0, 30.0, 28.333333333333332)","(6.5, 9.0, 8.428571428571429)","(10.0, 14.5, 13.9375)","(101.0, 210.0, 181.42857142857144)","(101.0, 160.0, 122.5)","(101.0, 230.0, 205.0)","(101.0, 240.0, 200.0)"
08-01-2023 15:04:10.006072,"(2.9, 3.45, 3.4016203703703702)","(4.0, 4.8, 4.781818181818181)","(7.5, 12.0, 11.8)","(4.2, 6.6, 5.907692307692307)","(19.0, 30.0, 28.333333333333332)","(6.5, 9.0, 8.428571428571429)","(10.0, 14.5, 13.9375)","(101.0, 210.0, 181.42857142857144)","(101.0, 160.0, 122.5)","(101.0, 230.0, 205.0)","(101.0, 240.0, 200.0)"
08-01-2023 15:04:11.196010,"(2.9, 3.45, 3.4016203703703702)","(4.0, 4.8, 4.781818181818181)","(7.5, 12.0, 11.8)","(4.2, 6.6, 5.907692307692307)","(19.0, 30.0, 28.333333333333332)","(6.5, 9.0, 8.428571428571429)","(10.0, 14.5, 13.9375)","(101.0, 210.0, 181.42857142857144)","(101.0, 160.0, 122.5)","(101.0, 230.0, 205.0)","(101.0, 240.0, 200.0)"
08-01-2023 15:04:12.392083,"(2.9, 3.45, 3.4016203703703702)","(4.0, 4.8, 4.781818181818181)","(7.5, 12.0, 11.8)","(4.2, 6.6, 5.907692307692307)","(19.0, 30.0, 28.333333333333332)","(6.5, 9.0, 8.428571428571429)","(10.0, 14.5, 13.9375)","(101.0, 210.0, 181.42857142857144)","(101.0, 160.0, 122.5)","(101.0, 230.0, 205.0)","(101.0, 240.0, 200.0)"
08-01-2023 15:04:13.641828,"(2.9, 3.45, 3.4016203703703702)","(4.0, 4.8, 4.781818181818181)","(7.5, 12.0, 11.8)","(4.2, 6.6, 5.907692307692307)","(19.0, 30.0, 28.333333333333332)","(6.5, 9.0, 8.428571428571429)","(10.0, 14.5, 13.9375)","(101.0, 210.0, 181.42857142857144)","(101.0, 160.0, 122.5)","(101.0, 230.0, 205.0)","(101.0, 240.0, 200.0)"
08-01-2023 15:04:14.838448,"(2.9, 3.45, 3.4016203703703702)","(4.0, 4.8, 4.781818181818181)","(7.5, 12.0, 11.8)","(4.2, 6.6, 6.133333333333334)","(19.0, 30.0, 28.333333333333332)","(6.5, 9.0, 8.428571428571429)","(10.0, 14.5, 13.9375)","(101.0, 210.0, 181.42857142857144)","(101.0, 160.0, 122.5)","(101.0, 230.0, 205.0)","(101.0, 240.0, 200.0)"
08-01-2023 15:04:15.994111,"(2.9, 3.45, 3.4016203703703702)","(4.0, 4.8, 4.781818181818181)","(7.5, 12.0, 11.8)","(4.2, 6.4, 6.133333333333334)","(19.0, 30.0, 28.333333333333332)","(6.5, 9.0, 8.428571428571429)","(10.0, 14.5, 13.9375)","(101.0, 210.0, 181.42857142857144)","(101.0, 160.0, 122.5)","(101.0, 230.0, 205.0)","(101.0, 240.0, 200.0)"
08-01-2023 15:04:17.151555,"(2.9, 3.45, 3.4016203703703702)","(4.0, 4.8, 4.781818181818181)","(7.5, 12.0, 11.8)","(4.2, 6.4, 6.133333333333334)","(19.0, 30.0, 28.333333333333332)","(6.5, 9.0, 8.428571428571429)","(10.0, 14.5, 13.9375)","(101.0, 210.0, 181.42857142857144)","(101.0, 160.0, 122.5)","(101.0, 230.0, 205.0)","(101.0, 240.0, 200.0)"
08-01-2023 15:04:18.339023,"(2.9, 3.45, 3.4016203703703702)","(4.0, 4.8, 4.781818181818181)","(7.5, 12.0, 11.8)","(4.2, 6.4, 6.133333333333334)","(19.0, 30.0, 28.333333333333332)","(6.5, 9.0, 8.428571428571429)","(10.0, 14.5, 13.9375)","(101.0, 210.0, 181.42857142857144)","(101.0, 160.0, 122.5)","(101.0, 230.0, 205.0)","(101.0, 240.0, 200.0)"
08-01-2023 15:04:19.530199,"(2.9, 3.45, 3.4016203703703702)","(4.0, 4.8, 4.781818181818181)","(7.5, 12.0, 11.8)","(4.2, 6.4, 6.133333333333334)","(19.0, 30.0, 28.333333333333332)","(6.5, 9.0, 8.428571428571429)","(10.0, 14.5, 13.9375)","(101.0, 210.0, 181.42857142857144)","(101.0, 160.0, 122.5)","(101.0, 230.0, 205.0)","(101.0, 240.0, 200.0)"
08-01-2023 15:04:20.695616,"(2.9, 3.45, 3.4016203703703702)","(4.0, 4.8, 4.781818181818181)","(7.5, 12.0, 11.8)","(4.2, 6.4, 6.336)","(19.0, 30.0, 28.333333333333332)","(6.5, 9.0, 8.428571428571429)","(10.0, 14.5, 13.9375)","(101.0, 210.0, 181.42857142857144)","(101.0, 160.0, 122.5)","(101.0, 230.0, 205.0)","(101.0, 240.0, 200.0)"
08-01-2023 15:04:21.888603,"(2.9, 3.45, 3.4016203703703702)","(4.0, 4.8, 4.781818181818181)","(7.5, 12.0, 11.8)","(4.2, 6.4, 6.336)","(19.0, 30.0, 28.333333333333332)","(6.5, 9.0, 8.428571428571429)","(10.0, 14.5, 13.9375)","(101.0, 210.0, 181.42857142857144)","(101.0, 160.0, 122.5)","(101.0, 230.0, 205.0)","(101.0, 240.0, 200.0)"
08-01-2023 15:04:23.089071,"(2.9, 3.45, 3.4016203703703702)","(4.0, 4.8, 4.781818181818181)","(7.5, 12.0, 11.8)","(4.2, 6.4, 6.336)","(19.0, 30.0, 28.333333333333332)","(6.5, 9.0, 8.428571428571429)","(10.0, 14.5, 13.9375)","(101.0, 210.0, 181.42857142857144)","(101.0, 160.0, 122.5)","(101.0, 230.0, 205.0)","(101.0, 240.0, 200.0)"
08-01-2023 15:04:24.263267,"(2.9, 3.45, 3.4016203703703702)","(4.0, 4.8, 4.781818181818181)","(7.5, 12.0, 11.8)","(4.2, 6.4, 6.336)","(19.0, 30.0, 28.333333333333332)","(6.5, 9.0, 8.428571428571429)","(10.0, 14.5, 13.9375)","(101.0, 210.0, 181.42857142857144)","(101.0, 160.0, 122.5)","(101.0, 230.0, 205.0)","(101.0, 240.0, 200.0)"
08-01-2023 15:04:25.402583,"(2.9, 3.45, 3.4016203703703702)","(4.0, 4.8, 4.781818181818181)","(7.5, 12.0, 11.8)","(4.2, 6.4, 6.336)","(19.0, 30.0, 28.333333333333332)","(6.5, 9.0, 8.428571428571429)","(10.0, 14.5, 13.9375)","(101.0, 210.0, 181.42857142857144)","(101.0, 160.0, 122.5)","(101.0, 230.0, 205.0)","(101.0, 240.0, 200.0)"
08-01-2023 15:04:26.547569,"(2.9, 3.45, 3.4016203703703702)","(4.0, 4.8, 4.781818181818181)","(7.5, 12.0, 11.8)","(4.2, 6.4, 6.336)","(19.0, 30.0, 28.333333333333332)","(6.5, 9.0, 8.428571428571429)","(10.0, 14.5, 13.9375)","(101.0, 210.0, 181.42857142857144)","(101.0, 160.0, 122.5)","(101.0, 230.0, 205.0)","(101.0, 240.0, 200.0)"
08-01-2023 15:04:27.709276,"(2.9, 3.45, 3.4016203703703702)","(4.0, 4.8, 4.781818181818181)","(7.5, 12.0, 11.8)","(4.2, 6.4, 6.336)","(19.0, 30.0, 28.333333333333332)","(6.5, 9.0, 8.428571428571429)","(10.0, 14.5, 13.9375)","(101.0, 210.0, 181.42857142857144)","(101.0, 160.0, 122.5)","(101.0, 230.0, 205.0)","(101.0, 240.0, 200.0)"
08-01-2023 15:04:28.881884,"(2.9, 3.45, 3.4016203703703702)","(4.0, 4.8, 4.781818181818181)","(7.5, 12.0, 11.8)","(4.2, 6.4, 6.336)","(19.0, 30.0, 28.333333333333332)","(6.5, 9.0, 8.428571428571429)","(10.0, 14.5, 13.9375)","(101.0, 210.0, 181.42857142857144)","(101.0, 160.0, 122.5)","(101.0, 230.0, 205.0)","(101.0, 240.0, 200.0)"
08-01-2023 15:04:30.055600,"(2.9, 3.45, 3.4016203703703702)","(4.0, 4.8, 4.781818181818181)","(7.5, 12.0, 11.8)","(4.2, 6.4, 6.336)","(19.0, 30.0, 28.333333333333332)","(6.5, 9.0, 8.428571428571429)","(10.0, 14.5, 13.9375)","(101.0, 210.0, 181.42857142857144)","(101.0, 160.0, 122.5)","(101.0, 230.0, 205.0)","(101.0, 240.0, 200.0)"
08-01-2023 15:04:31.242546,"(2.9, 3.45, 3.4016203703703702)","(4.0, 4.8, 4.781818181818181)","(7.5, 12.0, 11.8)","(4.2, 6.4, 6.336)","(19.0, 30.0, 28.333333333333332)","(6.5, 9.0, 8.428571428571429)","(10.0, 14.5, 13.9375)","(101.0, 210.0, 181.42857142857144)","(101.0, 160.0, 122.5)","(101.0, 230.0, 205.0)","(101.0, 240.0, 200.0)"
08-01-2023 15:04:32.423193,"(2.9, 3.45, 3.4016203703703702)","(4.0, 4.8, 4.781818181818181)","(7.5, 12.0, 11.8)","(4.2, 6.4, 6.336)","(19.0, 30.0, 28.333333333333332)","(6.5, 9.0, 8.428571428571429)","(10.0, 14.5, 13.9375)","(101.0, 210.0, 181.42857142857144)","(101.0, 160.0, 122.5)","(101.0, 230.0, 205.0)","(101.0, 240.0, 200.0)"
08-01-2023 15:04:33.603052,"(2.9, 3.45, 3.4016203703703702)","(4.0, 4.8, 4.781818181818181)","(7.5, 12.0, 11.8)","(4.2, 6.4, 6.336)","(19.0, 30.0, 28.181818181818183)","(6.5, 9.0, 8.428571428571429)","(10.0, 14.5, 13.833333333333334)","(101.0, 210.0, 181.42857142857144)","(101.0, 160.0, 122.5)","(101.0, 230.0, 205.0)","(101.0, 240.0, 200.0)"
08-01-2023 15:04:34.743320,"(2.9, 3.45, 3.4016203703703702)","(4.0, 4.8, 4.781818181818181)","(7.5, 12.0, 11.8)","(4.2, 6.4, 6.336)","(19.0, 30.0, 28.181818181818183)","(6.5, 9.0, 8.428571428571429)","(10.0, 14.5, 13.6875)","(101.0, 210.0, 181.42857142857144)","(101.0, 160.0, 122.5)","(101.0, 230.0, 205.0)","(101.0, 240.0, 200.0)"
08-01-2023 15:04:35.900974,"(2.9, 3.45, 3.4016203703703702)","(4.0, 4.8, 4.781818181818181)","(7.5, 12.0, 11.8)","(4.2, 6.4, 5.777777777777778)","(19.0, 30.0, 28.181818181818183)","(6.5, 9.0, 8.428571428571429)","(10.0, 14.0, 13.6875)","(101.0, 210.0, 181.42857142857144)","(101.0, 160.0, 122.5)","(101.0, 230.0, 205.0)","(101.0, 240.0, 200.0)"
08-01-2023 15:04:37.060961,"(2.9, 3.45, 3.4016203703703702)","(4.0, 4.8, 4.781818181818181)","(7.5, 12.0, 11.8)","(4.2, 6.4, 5.933333333333334)","(19.0, 30.0, 28.181818181818183)","(6.5, 9.0, 8.428571428571429)","(10.0, 14.0, 13.6875)","(101.0, 210.0, 181.42857142857144)","(101.0, 160.0, 122.5)","(101.0, 230.0, 205.0)","(101.0, 240.0, 200.0)"
08-01-2023 15:04:38.247361,"(2.9, 3.45, 3.4016203703703702)","(4.0, 4.8, 4.781818181818181)","(7.5, 12.0, 11.8)","(4.2, 6.4, 5.933333333333334)","(19.0, 30.0, 28.181818181818183)","(6.5, 9.0, 8.428571428571429)","(10.0, 14.0, 13.6875)","(101.0, 210.0, 181.42857142857144)","(101.0, 160.0, 122.5)","(101.0, 230.0, 205.0)","(101.0, 240.0, 200.0)"
08-01-2023 15:04:39.468676,"(2.9, 3.45, 3.4016203703703702)","(4.0, 4.8, 4.781818181818181)","(7.5, 12.0, 11.8)","(4.2, 6.4, 5.933333333333334)","(19.0, 30.0, 28.181818181818183)","(6.5, 9.0, 8.428571428571429)","(10.0, 14.0, 13.6875)","(101.0, 210.0, 181.42857142857144)","(101.0, 160.0, 122.5)","(101.0, 230.0, 205.0)","(101.0, 240.0, 200.0)"
08-01-2023 15:04:40.654971,"(2.9, 3.45, 3.4016203703703702)","(4.0, 4.8, 4.781818181818181)","(7.5, 12.0, 11.8)","(4.2, 6.4, 5.933333333333334)","(19.0, 30.0, 28.181818181818183)","(6.5, 9.0, 8.428571428571429)","(10.0, 14.0, 13.6875)","(101.0, 210.0, 181.42857142857144)","(101.0, 160.0, 122.5)","(101.0, 230.0, 205.0)","(101.0, 240.0, 200.0)"
08-01-2023 15:04:41.876267,"(2.9, 3.45, 3.4016203703703702)","(4.0, 4.8, 4.781818181818181)","(7.5, 12.0, 11.7)","(4.2, 6.4, 5.933333333333334)","(19.0, 30.0, 28.181818181818183)","(6.5, 9.0, 8.428571428571429)","(10.0, 14.0, 13.6875)","(101.0, 210.0, 181.42857142857144)","(101.0, 160.0, 122.5)","(101.0, 230.0, 205.0)","(101.0, 240.0, 200.0)"
08-01-2023 15:04:43.032245,"(2.9, 3.45, 3.4016203703703702)","(4.0, 4.8, 4.781818181818181)","(7.5, 12.0, 11.7)","(4.2, 6.4, 5.933333333333334)","(19.0, 30.0, 28.181818181818183)","(6.5, 9.0, 8.428571428571429)","(10.0, 14.0, 13.6875)","(101.0, 210.0, 181.42857142857144)","(101.0, 160.0, 122.5)","(101.0, 230.0, 205.0)","(101.0, 240.0, 200.0)"
08-01-2023 15:04:44.198928,"(2.9, 3.45, 3.4016203703703702)","(4.0, 4.8, 4.781818181818181)","(7.5, 12.0, 11.7)","(4.2, 6.4, 5.933333333333334)","(19.0, 30.0, 28.181818181818183)","(6.5, 9.0, 8.428571428571429)","(10.0, 14.0, 13.6875)","(101.0, 210.0, 181.42857142857144)","(101.0, 160.0, 122.5)","(101.0, 230.0, 205.0)","(101.0, 240.0, 200.0)"
08-01-2023 15:04:45.398230,"(2.9, 3.45, 3.4020642201834863)","(4.0, 4.8, 4.781818181818181)","(7.5, 12.0, 11.7)","(4.2, 6.4, 5.933333333333334)","(19.0, 30.0, 28.181818181818183)","(6.5, 9.0, 8.428571428571429)","(10.0, 14.0, 13.6875)","(101.0, 210.0, 181.42857142857144)","(101.0, 160.0, 122.5)","(101.0, 230.0, 205.0)","(101.0, 240.0, 200.0)"
08-01-2023 15:04:46.603335,"(2.9, 3.45, 3.4020642201834863)","(4.0, 4.8, 4.781818181818181)","(7.5, 12.0, 11.7)","(4.2, 6.4, 5.933333333333334)","(19.0, 30.0, 28.181818181818183)","(6.5, 9.0, 8.428571428571429)","(10.0, 14.0, 13.6875)","(101.0, 210.0, 181.42857142857144)","(101.0, 160.0, 122.5)","(101.0, 230.0, 205.0)","(101.0, 240.0, 200.0)"
08-01-2023 15:04:47.815763,"(2.9, 3.45, 3.4020642201834863)","(4.0, 4.8, 4.781818181818181)","(7.5, 12.0, 11.7)","(4.2, 6.4, 6.336363636363637)","(19.0, 30.0, 28.181818181818183)","(6.5, 9.0, 8.428571428571429)","(10.0, 14.0, 13.6875)","(101.0, 210.0, 181.42857142857144)","(101.0, 160.0, 122.5)","(101.0, 230.0, 205.0)","(101.0, 240.0, 200.0)"
08-01-2023 15:04:48.973408,"(2.9, 3.45, 3.4020642201834863)","(4.0, 4.8, 4.781818181818181)","(7.5, 12.0, 11.7)","(4.2, 6.4, 6.482608695652173)","(19.0, 30.0, 28.181818181818183)","(6.5, 9.0, 8.428571428571429)","(10.0, 14.0, 13.6875)","(101.0, 210.0, 181.42857142857144)","(101.0, 160.0, 122.5)","(101.0, 230.0, 205.0)","(101.0, 240.0, 200.0)"
08-01-2023 15:04:50.172944,"(2.9, 3.45, 3.4020642201834863)","(4.0, 4.8, 4.781818181818181)","(7.5, 12.0, 11.7)","(4.2, 6.6, 6.482608695652173)","(19.0, 30.0, 28.181818181818183)","(6.5, 9.0, 8.428571428571429)","(10.0, 14.0, 13.6875)","(101.0, 210.0, 181.42857142857144)","(101.0, 160.0, 122.5)","(101.0, 230.0, 205.0)","(101.0, 240.0, 200.0)"
08-01-2023 15:04:51.382031,"(2.9, 3.45, 3.4020642201834863)","(4.0, 4.8, 4.781818181818181)","(7.5, 12.0, 11.7)","(4.2, 6.6, 6.482608695652173)","(19.0, 30.0, 28.181818181818183)","(6.5, 9.0, 8.428571428571429)","(10.0, 14.0, 13.6875)","(101.0, 210.0, 181.42857142857144)","(101.0, 160.0, 122.5)","(101.0, 230.0, 205.0)","(101.0, 240.0, 200.0)"
08-01-2023 15:04:52.521162,"(2.9, 3.45, 3.4020642201834863)","(4.0, 4.8, 4.781818181818181)","(7.5, 12.0, 11.7)","(4.2, 6.6, 6.482608695652173)","(19.0, 30.0, 28.181818181818183)","(6.5, 9.0, 8.428571428571429)","(10.0, 14.0, 13.6875)","(101.0, 210.0, 181.42857142857144)","(101.0, 160.0, 122.5)","(101.0, 230.0, 205.0)","(101.0, 240.0, 200.0)"
08-01-2023 15:04:53.678267,"(2.9, 3.45, 3.4020642201834863)","(4.0, 4.8, 4.781818181818181)","(7.5, 12.0, 11.7)","(4.2, 6.6, 6.482608695652173)","(19.0, 30.0, 28.181818181818183)","(6.5, 9.0, 8.428571428571429)","(10.0, 14.0, 13.6875)","(101.0, 210.0, 181.42857142857144)","(101.0, 160.0, 122.5)","(101.0, 230.0, 205.0)","(101.0, 240.0, 200.0)"
