,Our Bondi Beach,Parama Nz,Majordoit,Dikerry Nz,Golightly,Bitcoin,Feelingforarainbow,Rocknroll Classic,Mohs Em Down Nz,Courageous Saint
10-01-2023 17:15:18.593593,"(9.0, 13.5, 12.964285714285714)","(3.2, 99999, 99990)","(11.0, 14.0, 13.384615384615385)","(41.0, 99999, 99990)","(41.0, 95.0, 82.5)","(3.1, 3.75, 3.7169172932330827)","(6.0, 7.0, 6.9)","(10.0, 12.5, 12.326086956521738)","(101.0, 99999, 99990)","(8.0, 11.0, 10.22972972972973)"
10-01-2023 17:15:19.823000,"(9.0, 13.5, 12.964285714285714)","(3.2, 99999, 99990)","(11.0, 14.0, 13.578947368421053)","(41.0, 99999, 99990)","(41.0, 95.0, 90.83333333333334)","(3.1, 3.75, 3.653296703296703)","(6.0, 7.0, 6.9)","(10.0, 12.5, 12.326086956521738)","(101.0, 99999, 99990)","(8.0, 10.5, 10.222222222222221)"
10-01-2023 17:15:21.009474,"(9.0, 14.0, 13.875)","(3.2, 99999, 99990)","(11.0, 14.0, 13.578947368421053)","(41.0, 99999, 99990)","(41.0, 95.0, 90.83333333333334)","(3.1, 3.75, 3.72396449704142)","(6.0, 7.0, 6.89367088607595)","(10.0, 12.5, 12.238095238095237)","(101.0, 99999, 99990)","(8.0, 10.5, 9.194117647058823)"
10-01-2023 17:15:22.244366,"(9.0, 14.5, 14.214285714285714)","(3.2, 99999, 99990)","(11.0, 14.0, 13.578947368421053)","(41.0, 99999, 99990)","(41.0, 95.0, 90.83333333333334)","(3.1, 3.75, 3.6458333333333335)","(6.0, 7.0, 6.89367088607595)","(10.0, 12.5, 12.238095238095237)","(101.0, 99999, 99990)","(8.0, 9.6, 9.75)"
10-01-2023 17:15:23.600332,"(9.0, 15.5, 14.785714285714285)","(3.2, 99999, 99990)","(11.0, 14.0, 13.578947368421053)","(41.0, 99999, 99990)","(41.0, 95.0, 90.83333333333334)","(3.1, 3.8, 3.6549019607843136)","(6.0, 7.0, 6.89367088607595)","(10.0, 12.5, 12.238095238095237)","(101.0, 99999, 99990)","(8.0, 10.0, 9.75)"
10-01-2023 17:15:25.051382,"(9.0, 15.5, 14.7)","(3.2, 99999, 99990)","(11.0, 14.0, 13.578947368421053)","(41.0, 99999, 99990)","(41.0, 95.0, 90.83333333333334)","(3.1, 3.8, 3.6717948717948716)","(6.0, 7.0, 6.876470588235294)","(10.0, 12.5, 12.13888888888889)","(101.0, 99999, 99990)","(8.0, 10.0, 9.740625)"
10-01-2023 17:15:26.349188,"(9.0, 15.5, 14.7)","(3.2, 99999, 99990)","(11.0, 14.0, 13.578947368421053)","(41.0, 99999, 99990)","(41.0, 95.0, 90.83333333333334)","(3.1, 3.8, 3.6717948717948716)","(6.0, 7.0, 6.876470588235294)","(10.0, 12.5, 12.13888888888889)","(101.0, 99999, 99990)","(8.0, 10.5, 9.866666666666667)"
10-01-2023 17:15:27.621271,"(9.0, 15.5, 14.7)","(3.2, 99999, 99990)","(11.0, 14.0, 13.578947368421053)","(41.0, 99999, 99990)","(41.0, 95.0, 90.0)","(3.1, 3.8, 3.6333333333333333)","(6.0, 7.0, 6.876470588235294)","(10.0, 12.5, 12.035714285714286)","(101.0, 99999, 99990)","(8.0, 10.0, 9.769811320754716)"
10-01-2023 17:15:28.806072,"(9.0, 15.5, 15.142857142857142)","(3.2, 99999, 99990)","(11.0, 14.0, 13.578947368421053)","(41.0, 99999, 99990)","(41.0, 95.0, 85.0)","(3.1, 3.8, 3.6222222222222222)","(6.0, 7.0, 6.872727272727273)","(10.0, 12.5, 12.19047619047619)","(101.0, 99999, 99990)","(8.0, 10.5, 9.872916666666667)"
10-01-2023 17:15:29.947159,"(9.0, 15.5, 15.142857142857142)","(3.2, 99999, 99990)","(11.0, 14.0, 13.636363636363637)","(41.0, 99999, 99990)","(41.0, 95.0, 85.0)","(3.1, 3.8, 3.6256410256410256)","(6.0, 7.0, 6.872727272727273)","(10.0, 12.5, 12.19047619047619)","(101.0, 99999, 99990)","(8.0, 10.5, 9.909375)"
10-01-2023 17:15:31.061190,"(9.0, 15.5, 15.142857142857142)","(3.2, 99999, 99990)","(11.0, 14.0, 13.636363636363637)","(41.0, 99999, 99990)","(41.0, 95.0, 85.0)","(3.1, 3.8, 3.623809523809524)","(6.0, 7.0, 6.872727272727273)","(10.0, 12.5, 12.19047619047619)","(101.0, 99999, 99990)","(8.0, 10.5, 9.833333333333334)"
10-01-2023 17:15:32.245480,"(9.0, 15.5, 15.2)","(3.2, 99999, 99990)","(11.0, 14.0, 13.714285714285714)","(41.0, 99999, 99990)","(41.0, 95.0, 85.0)","(3.1, 3.8, 3.6745762711864405)","(6.0, 7.0, 6.872727272727273)","(10.0, 12.5, 12.19047619047619)","(101.0, 99999, 99990)","(8.0, 10.0, 9.833333333333334)"
10-01-2023 17:15:33.455293,"(9.0, 15.5, 15.2)","(3.2, 99999, 99990)","(11.0, 14.0, 13.714285714285714)","(41.0, 99999, 99990)","(41.0, 95.0, 85.0)","(3.1, 3.8, 3.676470588235294)","(6.0, 7.0, 6.872727272727273)","(10.0, 12.5, 12.19047619047619)","(101.0, 99999, 99990)","(8.0, 10.0, 9.833333333333334)"
10-01-2023 17:15:34.725072,"(9.0, 15.5, 14.6)","(3.2, 99999, 99990)","(11.0, 14.0, 13.6)","(41.0, 99999, 99990)","(41.0, 95.0, 95.83333333333334)","(3.1, 3.8, 3.6917525773195874)","(6.0, 7.0, 6.847272727272727)","(10.0, 12.5, 12.19047619047619)","(101.0, 99999, 99990)","(8.0, 10.0, 9.852631578947369)"
10-01-2023 17:15:35.983062,"(9.0, 15.5, 14.833333333333334)","(3.2, 99999, 99990)","(11.0, 14.0, 13.08695652173913)","(41.0, 99999, 99990)","(41.0, 100.0, 95.83333333333334)","(3.1, 3.8, 3.693939393939394)","(6.0, 7.0, 6.8307692307692305)","(10.0, 12.5, 12.19047619047619)","(101.0, 99999, 99990)","(8.0, 10.0, 9.852631578947369)"
10-01-2023 17:15:37.176476,"(9.0, 15.5, 14.928571428571429)","(3.2, 99999, 99990)","(11.0, 14.0, 12.98)","(41.0, 99999, 99990)","(41.0, 100.0, 95.83333333333334)","(3.1, 3.8, 3.693939393939394)","(6.0, 7.0, 6.712820512820513)","(10.0, 12.5, 12.19047619047619)","(101.0, 99999, 99990)","(8.0, 10.0, 9.852631578947369)"
10-01-2023 17:15:38.398971,"(9.0, 15.5, 14.928571428571429)","(3.2, 99999, 99990)","(11.0, 14.0, 13.089285714285714)","(41.0, 99999, 99990)","(41.0, 100.0, 95.83333333333334)","(3.1, 3.8, 3.702)","(6.0, 7.0, 6.711627906976744)","(10.0, 12.5, 11.85)","(101.0, 99999, 99990)","(8.0, 10.0, 9.852631578947369)"
10-01-2023 17:15:39.562388,"(9.0, 15.5, 14.4)","(3.2, 99999, 99990)","(11.0, 14.0, 13.089285714285714)","(41.0, 99999, 99990)","(41.0, 100.0, 95.83333333333334)","(3.1, 3.75, 3.508050847457627)","(6.0, 7.0, 6.736170212765957)","(10.0, 12.5, 11.958333333333334)","(101.0, 99999, 99990)","(8.0, 10.0, 9.885964912280702)"
10-01-2023 17:15:40.700096,"(9.0, 15.5, 15.1)","(3.2, 99999, 99990)","(11.0, 14.0, 13.346153846153847)","(41.0, 99999, 99990)","(41.0, 100.0, 95.83333333333334)","(3.1, 3.55, 3.508050847457627)","(6.0, 7.0, 6.870833333333334)","(10.0, 12.5, 12.157894736842104)","(101.0, 99999, 99990)","(8.0, 10.5, 10.0)"
10-01-2023 17:15:41.907008,"(9.0, 15.5, 15.318181818181818)","(3.2, 99999, 99990)","(11.0, 13.5, 13.346153846153847)","(41.0, 99999, 99990)","(41.0, 100.0, 86.66666666666667)","(3.1, 3.55, 3.517857142857143)","(6.0, 7.0, 6.8617283950617285)","(10.0, 12.5, 12.157894736842104)","(101.0, 99999, 99990)","(8.0, 10.5, 10.0)"
10-01-2023 17:15:43.102036,"(9.0, 15.5, 15.318181818181818)","(3.2, 99999, 99990)","(11.0, 13.5, 13.346153846153847)","(41.0, 99999, 99990)","(41.0, 100.0, 86.66666666666667)","(3.1, 3.55, 3.517857142857143)","(6.0, 7.0, 6.774545454545454)","(10.0, 12.5, 12.157894736842104)","(101.0, 99999, 99990)","(8.0, 10.5, 10.0)"
10-01-2023 17:15:44.351716,"(9.0, 15.5, 15.318181818181818)","(3.2, 99999, 99990)","(11.0, 13.5, 13.346153846153847)","(41.0, 99999, 99990)","(41.0, 100.0, 86.66666666666667)","(3.1, 3.55, 3.4633928571428574)","(6.0, 7.0, 6.774545454545454)","(10.0, 12.5, 12.157894736842104)","(101.0, 99999, 99990)","(8.0, 10.5, 9.992753623188406)"
10-01-2023 17:15:45.557123,"(9.0, 15.5, 15.318181818181818)","(3.2, 99999, 99990)","(11.0, 13.5, 13.346153846153847)","(41.0, 99999, 99990)","(41.0, 100.0, 86.66666666666667)","(3.1, 3.5, 3.4027173913043476)","(6.0, 7.0, 6.782456140350877)","(10.0, 12.5, 12.157894736842104)","(101.0, 99999, 99990)","(8.0, 10.5, 9.992753623188406)"
10-01-2023 17:15:46.737480,"(9.0, 15.5, 15.285714285714285)","(3.2, 99999, 99990)","(11.0, 14.0, 13.333333333333334)","(41.0, 99999, 99990)","(41.0, 100.0, 86.66666666666667)","(3.1, 3.45, 3.4097222222222223)","(6.0, 7.0, 6.846666666666667)","(10.0, 12.5, 12.066666666666666)","(101.0, 99999, 99990)","(8.0, 10.5, 9.515384615384615)"
10-01-2023 17:15:47.907532,"(9.0, 15.5, 14.585714285714285)","(3.2, 99999, 99990)","(11.0, 14.0, 13.538461538461538)","(41.0, 99999, 99990)","(41.0, 100.0, 85.71428571428571)","(3.1, 3.45, 3.4021929824561403)","(6.0, 7.0, 6.841379310344827)","(10.0, 12.5, 12.157894736842104)","(101.0, 99999, 99990)","(8.0, 9.6, 9.726086956521739)"
10-01-2023 17:15:49.111631,"(9.0, 14.5, 14.25)","(3.2, 99999, 99990)","(11.0, 14.0, 13.419354838709678)","(41.0, 99999, 99990)","(41.0, 100.0, 85.71428571428571)","(3.1, 3.45, 3.4021929824561403)","(6.0, 7.0, 6.829629629629629)","(10.0, 12.5, 12.157894736842104)","(101.0, 99999, 99990)","(8.0, 10.0, 9.715789473684211)"
10-01-2023 17:15:50.300618,"(9.0, 14.5, 14.176470588235293)","(3.2, 99999, 99990)","(11.0, 14.0, 13.419354838709678)","(41.0, 99999, 99990)","(41.0, 100.0, 85.71428571428571)","(3.1, 3.45, 3.3613636363636363)","(6.0, 7.0, 6.816)","(10.0, 12.5, 12.035714285714286)","(101.0, 99999, 99990)","(8.0, 10.0, 9.553488372093023)"
10-01-2023 17:15:51.465269,"(9.0, 14.5, 14.205882352941176)","(3.2, 99999, 99990)","(11.0, 14.0, 13.4375)","(41.0, 99999, 99990)","(41.0, 100.0, 85.71428571428571)","(3.1, 3.4, 3.355952380952381)","(6.0, 7.0, 6.829629629629629)","(10.0, 12.5, 12.157894736842104)","(101.0, 99999, 99990)","(8.0, 9.6, 9.765217391304349)"
10-01-2023 17:15:52.599728,"(9.0, 14.5, 14.1875)","(3.2, 99999, 99990)","(11.0, 14.0, 13.419354838709678)","(41.0, 99999, 99990)","(41.0, 100.0, 85.71428571428571)","(3.1, 3.4, 3.355952380952381)","(6.0, 7.0, 6.832727272727273)","(10.0, 12.5, 12.157894736842104)","(101.0, 99999, 99990)","(8.0, 10.0, 9.716981132075471)"
10-01-2023 17:15:53.780106,"(9.0, 14.5, 14.1875)","(3.2, 99999, 99990)","(11.0, 14.0, 13.419354838709678)","(41.0, 99999, 99990)","(41.0, 100.0, 85.71428571428571)","(3.1, 3.4, 3.355952380952381)","(6.0, 7.0, 6.832727272727273)","(10.0, 12.5, 12.157894736842104)","(101.0, 99999, 99990)","(8.0, 10.0, 9.716981132075471)"
10-01-2023 17:15:55.023631,"(9.0, 14.5, 14.1875)","(3.2, 99999, 99990)","(11.0, 14.0, 13.419354838709678)","(41.0, 99999, 99990)","(41.0, 100.0, 85.0)","(3.0, 3.4, 3.4022727272727273)","(6.0, 7.0, 6.92)","(10.0, 12.5, 12.1)","(101.0, 99999, 99990)","(8.0, 10.0, 9.766666666666666)"
10-01-2023 17:15:56.231789,"(9.0, 14.5, 14.1875)","(3.2, 99999, 99990)","(11.0, 14.0, 13.105263157894736)","(41.0, 99999, 99990)","(41.0, 100.0, 86.66666666666667)","(3.0, 3.45, 3.435714285714286)","(6.0, 7.0, 6.857142857142857)","(10.0, 12.5, 11.681818181818182)","(101.0, 99999, 99990)","(8.0, 10.0, 9.675)"
10-01-2023 17:15:57.396407,"(9.0, 14.5, 14.205882352941176)","(3.2, 99999, 99990)","(11.0, 14.0, 13.552631578947368)","(41.0, 99999, 99990)","(41.0, 100.0, 91.42857142857143)","(3.0, 3.45, 3.438888888888889)","(6.0, 7.0, 6.857142857142857)","(10.0, 12.5, 11.653846153846153)","(101.0, 99999, 99990)","(8.0, 9.8, 9.675)"
10-01-2023 17:15:58.546560,"(9.0, 14.5, 14.205882352941176)","(3.2, 99999, 99990)","(11.0, 14.0, 13.552631578947368)","(41.0, 99999, 99990)","(41.0, 100.0, 91.42857142857143)","(3.0, 3.45, 3.438888888888889)","(6.0, 7.0, 6.857142857142857)","(10.0, 12.5, 11.321428571428571)","(101.0, 99999, 99990)","(8.0, 9.8, 9.55)"
10-01-2023 17:15:59.738893,"(9.0, 14.5, 14.205882352941176)","(3.2, 99999, 99990)","(11.0, 14.0, 13.552631578947368)","(41.0, 99999, 99990)","(41.0, 100.0, 94.54545454545455)","(3.0, 3.45, 3.4411764705882355)","(6.0, 7.0, 6.857142857142857)","(10.0, 12.5, 11.76923076923077)","(101.0, 99999, 99990)","(8.0, 9.6, 9.55)"
10-01-2023 17:16:00.916364,"(9.0, 14.5, 14.205882352941176)","(3.2, 99999, 99990)","(11.0, 14.0, 13.558823529411764)","(41.0, 99999, 99990)","(41.0, 100.0, 95.71428571428572)","(3.0, 3.45, 3.4403225806451614)","(6.0, 7.0, 6.857142857142857)","(10.0, 12.0, 11.90909090909091)","(101.0, 99999, 99990)","(8.0, 9.6, 9.568627450980392)"
10-01-2023 17:16:02.134495,"(9.0, 14.5, 14.205882352941176)","(3.2, 99999, 99990)","(11.0, 14.0, 13.558823529411764)","(41.0, 99999, 99990)","(41.0, 100.0, 93.33333333333333)","(3.0, 3.45, 3.528205128205128)","(6.0, 7.0, 6.871428571428571)","(10.0, 12.0, 11.90909090909091)","(101.0, 99999, 99990)","(8.0, 9.6, 9.565957446808511)"
10-01-2023 17:16:03.343716,"(9.0, 14.5, 14.205882352941176)","(3.2, 99999, 99990)","(11.0, 14.0, 13.558823529411764)","(41.0, 99999, 99990)","(41.0, 95.0, 93.33333333333333)","(3.0, 3.6, 3.5107438016528927)","(6.0, 7.0, 6.871428571428571)","(10.0, 12.0, 11.75)","(101.0, 99999, 99990)","(8.0, 9.6, 9.333333333333334)"
10-01-2023 17:16:04.601636,"(9.0, 14.5, 14.205882352941176)","(3.2, 99999, 99990)","(11.0, 14.0, 13.558823529411764)","(41.0, 99999, 99990)","(41.0, 95.0, 92.85714285714286)","(3.0, 3.6, 3.55)","(6.0, 7.0, 6.871428571428571)","(10.0, 12.0, 11.8)","(101.0, 99999, 99990)","(8.0, 9.4, 9.327272727272728)"
10-01-2023 17:16:05.856083,"(9.0, 14.5, 14.205882352941176)","(3.2, 99999, 99990)","(11.0, 14.0, 13.558823529411764)","(41.0, 99999, 99990)","(41.0, 95.0, 92.85714285714286)","(3.0, 3.6, 3.5628865979381446)","(6.0, 7.0, 6.914285714285715)","(10.0, 12.0, 11.8)","(101.0, 99999, 99990)","(8.0, 9.4, 9.32258064516129)"
10-01-2023 17:16:07.050545,"(9.0, 14.5, 14.115384615384615)","(3.2, 99999, 99990)","(11.0, 14.0, 13.558823529411764)","(41.0, 99999, 99990)","(41.0, 95.0, 92.85714285714286)","(3.0, 3.6, 3.5628865979381446)","(6.0, 7.0, 6.911627906976744)","(10.0, 12.0, 11.8)","(101.0, 99999, 99990)","(8.0, 9.4, 9.32258064516129)"
10-01-2023 17:16:08.275869,"(9.0, 14.5, 14.115384615384615)","(3.2, 99999, 99990)","(11.0, 14.0, 13.552631578947368)","(41.0, 99999, 99990)","(41.0, 95.0, 92.85714285714286)","(3.0, 3.6, 3.5628865979381446)","(6.0, 7.0, 6.914285714285715)","(10.0, 12.0, 11.8)","(101.0, 99999, 99990)","(8.0, 9.4, 9.307692307692308)"
10-01-2023 17:16:09.520438,"(9.0, 14.5, 14.115384615384615)","(3.2, 99999, 99990)","(11.0, 14.0, 13.552631578947368)","(41.0, 99999, 99990)","(41.0, 95.0, 92.85714285714286)","(3.0, 3.6, 3.5569377990430624)","(6.0, 7.0, 6.966666666666667)","(10.0, 12.0, 11.8)","(101.0, 99999, 99990)","(8.0, 9.4, 9.307692307692308)"
10-01-2023 17:16:10.630421,"(9.0, 14.0, 13.98)","(3.2, 99999, 99990)","(11.0, 14.0, 13.552631578947368)","(41.0, 99999, 99990)","(41.0, 95.0, 92.85714285714286)","(3.0, 3.6, 3.55609756097561)","(6.0, 7.0, 6.966666666666667)","(10.0, 12.0, 11.8)","(101.0, 99999, 99990)","(8.0, 9.4, 9.290909090909091)"
10-01-2023 17:16:11.837162,"(9.0, 14.0, 13.98)","(3.2, 99999, 99990)","(11.0, 14.0, 13.552631578947368)","(41.0, 99999, 99990)","(41.0, 95.0, 92.85714285714286)","(3.0, 3.6, 3.555)","(6.0, 7.0, 6.966666666666667)","(10.0, 12.0, 11.8)","(101.0, 99999, 99990)","(8.0, 9.4, 9.293617021276596)"
10-01-2023 17:16:12.966174,"(9.0, 14.0, 13.98)","(3.2, 99999, 99990)","(11.0, 14.0, 13.552631578947368)","(41.0, 99999, 99990)","(41.0, 95.0, 92.85714285714286)","(3.0, 3.6, 3.5547738693467337)","(6.0, 7.0, 6.953846153846154)","(10.0, 12.0, 11.8)","(101.0, 99999, 99990)","(8.0, 9.6, 9.323076923076924)"
10-01-2023 17:16:14.177089,"(9.0, 14.0, 13.98)","(3.2, 99999, 99990)","(11.0, 14.0, 13.552631578947368)","(41.0, 99999, 99990)","(41.0, 95.0, 92.85714285714286)","(3.0, 3.6, 3.5547738693467337)","(6.0, 7.2, 6.948148148148148)","(10.0, 12.0, 11.775)","(101.0, 99999, 99990)","(8.0, 9.6, 9.323076923076924)"
10-01-2023 17:16:15.385164,"(9.0, 14.0, 13.98)","(3.2, 99999, 99990)","(11.0, 14.0, 13.552631578947368)","(41.0, 99999, 99990)","(41.0, 95.0, 92.85714285714286)","(3.0, 3.6, 3.5547738693467337)","(6.0, 7.2, 6.913432835820895)","(10.0, 12.0, 11.775)","(101.0, 99999, 99990)","(8.0, 9.6, 9.323076923076924)"
10-01-2023 17:16:16.619125,"(9.0, 14.0, 13.98)","(3.2, 99999, 99990)","(11.0, 14.0, 13.552631578947368)","(41.0, 99999, 99990)","(41.0, 95.0, 92.85714285714286)","(3.0, 3.6, 3.5547738693467337)","(6.0, 7.2, 6.976744186046512)","(10.0, 12.0, 11.775)","(101.0, 99999, 99990)","(8.0, 9.6, 9.323076923076924)"
10-01-2023 17:16:17.767341,"(9.0, 14.0, 13.98)","(3.2, 99999, 99990)","(11.0, 14.0, 13.555555555555555)","(41.0, 99999, 99990)","(41.0, 95.0, 92.85714285714286)","(3.0, 3.6, 3.5547738693467337)","(6.0, 7.2, 6.976744186046512)","(10.0, 12.0, 11.775)","(101.0, 99999, 99990)","(8.0, 9.6, 9.084444444444443)"
10-01-2023 17:16:18.862289,"(9.0, 14.0, 13.98)","(3.2, 99999, 99990)","(11.0, 14.0, 13.571428571428571)","(41.0, 99999, 99990)","(41.0, 95.0, 92.85714285714286)","(3.0, 3.6, 3.55609756097561)","(6.0, 7.2, 7.023529411764706)","(10.0, 12.0, 11.775)","(101.0, 99999, 99990)","(8.0, 9.2, 9.066666666666666)"
10-01-2023 17:16:20.015155,"(9.0, 14.0, 13.98)","(3.2, 99999, 99990)","(11.0, 14.0, 13.571428571428571)","(41.0, 99999, 99990)","(41.0, 95.0, 91.66666666666667)","(3.0, 3.6, 3.5075342465753425)","(6.0, 7.2, 7.107317073170732)","(10.0, 12.0, 11.973154362416107)","(101.0, 99999, 99990)","(8.0, 9.2, 9.066666666666666)"
10-01-2023 17:16:21.519382,"(9.0, 14.5, 14.14516129032258)","(3.2, 99999, 99990)","(11.0, 14.0, 13.466666666666667)","(41.0, 99999, 99990)","(41.0, 95.0, 91.66666666666667)","(3.0, 3.6, 3.5331683168316834)","(6.0, 7.2, 6.8928)","(10.0, 12.0, 11.70754716981132)","(101.0, 99999, 99990)","(8.0, 9.2, 9.08936170212766)"
10-01-2023 17:16:22.747981,"(9.0, 14.5, 14.14516129032258)","(3.2, 99999, 99990)","(11.0, 14.0, 13.571428571428571)","(41.0, 99999, 99990)","(41.0, 95.0, 91.66666666666667)","(3.0, 3.6, 3.53659793814433)","(6.0, 7.0, 6.8928)","(10.0, 12.5, 12.204545454545455)","(101.0, 99999, 99990)","(8.0, 9.2, 8.957377049180328)"
10-01-2023 17:16:24.327015,"(9.0, 14.5, 14.14516129032258)","(3.2, 99999, 99990)","(11.0, 14.0, 13.571428571428571)","(41.0, 99999, 99990)","(41.0, 95.0, 91.66666666666667)","(3.0, 3.6, 3.53659793814433)","(6.0, 7.0, 6.8928)","(10.0, 12.5, 12.214285714285714)","(101.0, 99999, 99990)","(8.0, 9.2, 8.93)"
10-01-2023 17:16:25.730241,"(9.0, 14.0, 13.833333333333334)","(3.2, 99999, 99990)","(11.0, 14.0, 13.571428571428571)","(41.0, 99999, 99990)","(41.0, 95.0, 91.66666666666667)","(3.0, 3.6, 3.543577981651376)","(6.0, 7.0, 6.8928)","(10.0, 12.5, 12.214285714285714)","(101.0, 99999, 99990)","(8.0, 9.0, 8.93)"
10-01-2023 17:16:27.026736,"(9.0, 14.0, 13.65625)","(3.2, 99999, 99990)","(11.0, 14.0, 13.571428571428571)","(41.0, 99999, 99990)","(41.0, 95.0, 90.0)","(3.0, 3.6, 3.5434782608695654)","(6.0, 7.0, 6.896923076923077)","(10.0, 12.5, 12.227272727272727)","(101.0, 99999, 99990)","(8.0, 9.0, 8.818181818181818)"
10-01-2023 17:16:28.414384,"(9.0, 14.0, 13.5625)","(3.2, 99999, 99990)","(11.0, 14.0, 13.571428571428571)","(41.0, 99999, 99990)","(41.0, 100.0, 89.5)","(3.0, 3.65, 3.5434782608695654)","(6.0, 7.0, 6.889361702127659)","(10.0, 12.5, 12.227272727272727)","(101.0, 99999, 99990)","(8.0, 9.0, 8.818181818181818)"
10-01-2023 17:16:29.753155,"(10.0, 14.0, 13.545454545454545)","(3.2, 99999, 99990)","(11.0, 14.0, 13.571428571428571)","(41.0, 99999, 99990)","(41.0, 100.0, 89.5)","(3.0, 3.65, 3.5869565217391304)","(6.0, 7.0, 6.889361702127659)","(10.0, 12.5, 12.227272727272727)","(101.0, 99999, 99990)","(8.0, 9.0, 8.818181818181818)"
10-01-2023 17:16:30.933444,"(10.0, 14.0, 13.545454545454545)","(3.2, 99999, 99990)","(11.0, 14.0, 13.571428571428571)","(41.0, 99999, 99990)","(41.0, 100.0, 89.5)","(3.0, 3.6, 3.5869565217391304)","(6.0, 7.0, 6.889361702127659)","(10.0, 12.5, 12.23076923076923)","(101.0, 99999, 99990)","(8.0, 9.0, 8.776923076923078)"
10-01-2023 17:16:32.179890,"(10.0, 14.0, 13.545454545454545)","(3.2, 99999, 99990)","(11.0, 14.0, 13.571428571428571)","(41.0, 99999, 99990)","(41.0, 100.0, 92.5)","(3.0, 3.6, 3.5884615384615386)","(6.0, 7.0, 6.889361702127659)","(10.0, 12.5, 12.23076923076923)","(101.0, 99999, 99990)","(8.0, 8.8, 8.776923076923078)"
10-01-2023 17:16:33.415358,"(10.0, 14.0, 13.555555555555555)","(3.2, 99999, 99990)","(11.0, 14.0, 13.571428571428571)","(41.0, 99999, 99990)","(41.0, 100.0, 92.5)","(3.0, 3.6, 3.5631578947368423)","(6.0, 7.0, 6.924752475247525)","(10.0, 12.5, 12.242647058823529)","(101.0, 99999, 99990)","(8.0, 8.8, 8.74025974025974)"
10-01-2023 17:16:34.594661,"(10.0, 14.0, 13.529411764705882)","(3.2, 99999, 99990)","(11.0, 14.0, 13.761904761904763)","(41.0, 99999, 99990)","(41.0, 100.0, 88.33333333333333)","(3.0, 3.6, 3.5631578947368423)","(6.0, 7.0, 6.924752475247525)","(10.0, 12.5, 12.242647058823529)","(101.0, 99999, 99990)","(8.0, 9.0, 8.74025974025974)"
10-01-2023 17:16:35.726693,"(10.0, 14.0, 13.523809523809524)","(3.2, 99999, 99990)","(11.0, 14.0, 13.761904761904763)","(41.0, 99999, 99990)","(41.0, 100.0, 88.33333333333333)","(3.0, 3.6, 3.5631578947368423)","(6.0, 7.0, 6.946835443037974)","(10.0, 12.5, 12.241935483870968)","(101.0, 99999, 99990)","(8.0, 9.0, 8.74025974025974)"
10-01-2023 17:16:36.902374,"(10.0, 14.0, 13.45945945945946)","(3.2, 99999, 99990)","(11.0, 14.0, 13.761904761904763)","(41.0, 99999, 99990)","(41.0, 100.0, 88.33333333333333)","(3.0, 3.6, 3.5631578947368423)","(6.0, 7.0, 6.946835443037974)","(10.0, 12.5, 12.246031746031745)","(101.0, 99999, 99990)","(8.0, 9.0, 8.74025974025974)"
10-01-2023 17:16:38.180757,"(10.0, 14.0, 13.53125)","(3.4, 99999, 99990)","(11.0, 14.0, 13.761904761904763)","(41.0, 99999, 99990)","(51.0, 100.0, 88.33333333333333)","(3.0, 3.6, 3.5631578947368423)","(6.0, 7.0, 6.946835443037974)","(10.0, 12.5, 12.246031746031745)","(101.0, 99999, 99990)","(8.0, 9.0, 8.74025974025974)"
10-01-2023 17:16:39.395551,"(10.0, 14.0, 13.395348837209303)","(3.4, 99999, 99990)","(11.0, 14.0, 13.761904761904763)","(41.0, 99999, 99990)","(51.0, 100.0, 88.33333333333333)","(3.0, 3.6, 3.5695652173913044)","(6.0, 7.0, 6.946835443037974)","(10.0, 12.5, 12.246031746031745)","(101.0, 99999, 99990)","(8.0, 9.0, 8.74025974025974)"
10-01-2023 17:16:40.649282,"(10.0, 14.0, 13.395348837209303)","(3.4, 99999, 99990)","(11.0, 14.0, 13.642857142857142)","(41.0, 99999, 99990)","(51.0, 100.0, 86.875)","(3.0, 3.6, 3.5631578947368423)","(6.0, 7.0, 6.946835443037974)","(10.0, 12.5, 12.246031746031745)","(101.0, 99999, 99990)","(8.0, 9.0, 8.74025974025974)"
10-01-2023 17:16:41.880734,"(10.0, 14.0, 13.377777777777778)","(3.4, 99999, 99990)","(11.0, 14.0, 13.428571428571429)","(41.0, 99999, 99990)","(51.0, 100.0, 91.25)","(3.0, 3.6, 3.58)","(6.0, 7.0, 6.95)","(10.0, 12.5, 12.257575757575758)","(101.0, 99999, 99990)","(8.0, 9.0, 8.710144927536232)"
10-01-2023 17:16:43.227817,"(10.0, 14.0, 13.533333333333333)","(3.4, 99999, 99990)","(11.0, 14.0, 13.571428571428571)","(41.0, 99999, 99990)","(51.0, 100.0, 91.25)","(3.0, 3.6, 3.590909090909091)","(6.0, 7.0, 6.948148148148148)","(10.0, 12.5, 12.257575757575758)","(101.0, 99999, 99990)","(8.0, 9.0, 8.781818181818183)"
10-01-2023 17:16:44.848912,"(10.0, 14.0, 13.548387096774194)","(3.4, 99999, 99990)","(11.0, 14.0, 13.590909090909092)","(51.0, 99999, 99990)","(51.0, 100.0, 91.25)","(2.9, 3.6, 3.590909090909091)","(6.0, 7.0, 6.953333333333333)","(10.0, 12.5, 12.257575757575758)","(101.0, 99999, 99990)","(8.0, 8.8, 8.781818181818183)"
