,Spring Luna,Wheres Johnson,Drink Long Necks,Impact,Times Three,Queen Of Cakes,Ticket To Venus
06-01-2023 15:24:50.508041,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 5.107692307692307)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.8785)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:24:51.603812,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 5.107692307692307)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.8785)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:24:52.778159,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 5.107692307692307)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.8785)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:24:53.862200,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 5.107692307692307)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.8785)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:24:54.929246,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 5.107692307692307)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.8785)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:24:56.003604,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 5.107692307692307)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.8785)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:24:56.975252,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 5.107692307692307)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.8785)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:24:58.008246,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 5.107692307692307)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.8785)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:24:59.150377,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 5.107692307692307)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.8785)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:25:00.243142,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 5.107692307692307)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.8785)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:25:01.370317,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 5.107692307692307)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.8785)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:25:02.441527,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 5.107692307692307)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.8785)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:25:03.500562,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 5.107692307692307)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.8785)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:25:04.516333,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 5.107692307692307)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.8785)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:25:05.528728,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 5.107692307692307)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.8785)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:25:06.546763,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 5.107692307692307)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.8785)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:25:07.660224,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 5.107692307692307)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.8785)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:25:08.675908,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 5.107692307692307)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.8785)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:25:09.729438,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 5.107692307692307)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.927)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:25:10.863229,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 5.107692307692307)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.8481355932203392)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:25:12.002605,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 5.107692307692307)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.9, 1.8481355932203392)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:25:13.034039,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 5.107692307692307)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.9, 1.8481355932203392)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:25:14.115899,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 5.107692307692307)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.9, 1.8481355932203392)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:25:15.091798,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 5.107692307692307)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.9, 1.8481355932203392)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:25:16.167220,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 5.107692307692307)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.9, 1.8481355932203392)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:25:17.300132,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 5.107692307692307)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.9, 1.8481355932203392)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:25:18.362124,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 5.107692307692307)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.9, 1.8481355932203392)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:25:19.383616,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 5.107692307692307)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.9, 1.8481355932203392)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:25:20.438559,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 5.107692307692307)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.9, 1.8481355932203392)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:25:21.418855,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 5.107692307692307)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.9, 1.8481355932203392)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:25:22.339363,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 5.107692307692307)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.9, 1.8481355932203392)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:25:23.425555,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 5.107692307692307)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.9, 1.8481355932203392)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:25:24.567365,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 5.107692307692307)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.9, 1.8481355932203392)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:25:25.564242,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 5.107692307692307)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.9, 1.8481355932203392)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:25:26.562528,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 5.107692307692307)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.9, 1.8481355932203392)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:25:27.598847,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 5.107692307692307)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.9, 1.8481355932203392)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:25:28.572331,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 5.107692307692307)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.9, 1.8481355932203392)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:25:29.593475,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 5.107692307692307)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.9, 1.8481355932203392)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:25:30.671278,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 5.107692307692307)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.9, 1.8481355932203392)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:25:31.768276,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 5.107692307692307)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.9, 1.8481355932203392)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:25:32.784821,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 5.107692307692307)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.9, 1.927)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:25:33.818787,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 5.107692307692307)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.927)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:25:34.770864,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 5.107692307692307)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.927)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:25:35.697356,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 5.107692307692307)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.927)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:25:36.718595,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 5.107692307692307)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.927)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:25:37.767754,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 5.107692307692307)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.927)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:25:38.824680,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 7.2)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.927)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:25:39.845601,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 7.2)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.927)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:25:40.904180,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 7.2)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.927)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:25:41.958864,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 7.2)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.927)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:25:42.956734,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 7.2)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.927)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:25:44.001318,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 7.2)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.927)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:25:45.115069,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 7.2)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.927)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:25:46.166197,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 7.2)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.8785)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:25:47.295483,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 7.2)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.8785)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:25:48.415779,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 7.2)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.8785)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:25:49.453071,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 7.2)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.8785)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:25:50.412512,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 7.2)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.8785)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:25:51.417570,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 7.2)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.8785)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:25:52.365437,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 7.2)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.8785)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:25:53.361069,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 7.2)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.8785)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:25:54.413375,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 7.2)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.8785)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:25:55.430418,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 7.2)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.8785)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:25:56.399305,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 7.2)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.8785)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:25:57.399807,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 7.2)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.8785)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:25:58.371829,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 7.2)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.8785)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:25:59.381469,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 7.2)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.8785)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:26:00.479289,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 7.2)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.8785)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:26:01.487312,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 7.2)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.8785)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:26:02.436721,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 7.2)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.8785)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:26:03.406411,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 7.2)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.8785)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:26:04.346510,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 7.2)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.8785)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:26:05.359740,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 7.2)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.8785)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:26:06.441753,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 7.2)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.8785)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:26:07.517232,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 7.2)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.8785)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:26:08.512376,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 7.2)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.8785)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:26:09.498236,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 7.2)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.8785)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:26:10.496190,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 7.2)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.8785)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:26:11.443815,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 7.2)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.8785)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:26:12.461768,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 7.2)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.8785)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:26:13.506728,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 7.2)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.8785)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:26:14.446695,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 7.2)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.8785)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:26:15.376020,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 7.2)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.8785)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:26:16.451922,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 7.2)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.8785)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:26:17.519819,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 7.2)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.8785)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:26:18.574127,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 7.2)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.8785)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:26:19.737136,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 7.2)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.8785)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:26:20.866032,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 7.2)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.8785)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:26:21.976213,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 7.2)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.8785)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:26:23.060513,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 7.2)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.8785)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:26:24.120475,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 7.2)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.8785)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:26:25.176481,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 7.2)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.8785)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:26:26.161083,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 7.2)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.8785)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:26:27.207747,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 7.2)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.8785)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:26:28.302756,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 7.2)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.8785)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:26:29.420272,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 7.2)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.8785)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:26:30.431584,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 7.2)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.8785)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:26:31.616603,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 7.2)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.8785)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:26:32.698511,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 7.2)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.8785)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:26:33.681267,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 7.2)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.8785)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
06-01-2023 15:26:34.761570,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 7.2)","(41.0, 330.0, 181.0)","(2.5, 4.0, 2.504)","(1.8, 2.8, 1.8785)","(91.0, 650.0, 555.0)","(12.0, 50.0, 37.5)"
