,Spring Luna,Wheres Johnson,Drink Long Necks,Impact,Times Three,Queen Of Cakes,Ticket To Venus
06-01-2023 15:35:51.117324,"(51.0, 530.0, 268.18181818181813)","(5.0, 8.6, 6.85)","(41.0, 260.0, 56.6)","(2.5, 3.65, 3.11)","(1.8, 2.68, 1.8586666666666667)","(91.0, 650.0, 552.5)","(12.0, 60.0, 35.625)"
06-01-2023 15:35:52.224186,"(51.0, 530.0, 268.18181818181813)","(5.0, 8.6, 6.85)","(41.0, 260.0, 56.6)","(2.5, 3.65, 3.11)","(1.8, 2.68, 1.8586666666666667)","(91.0, 650.0, 552.5)","(12.0, 60.0, 35.625)"
06-01-2023 15:35:53.261218,"(51.0, 530.0, 268.18181818181813)","(5.0, 8.6, 6.85)","(41.0, 260.0, 56.6)","(2.5, 3.65, 3.11)","(1.8, 2.68, 1.963529411764706)","(91.0, 650.0, 552.5)","(12.0, 60.0, 43.75)"
06-01-2023 15:35:54.240111,"(51.0, 530.0, 268.18181818181813)","(5.0, 8.6, 6.85)","(41.0, 260.0, 56.6)","(2.5, 3.65, 3.11)","(1.8, 2.68, 1.963529411764706)","(91.0, 650.0, 552.5)","(12.0, 60.0, 43.75)"
06-01-2023 15:35:55.211506,"(51.0, 530.0, 268.18181818181813)","(5.0, 8.6, 6.85)","(41.0, 260.0, 56.6)","(2.5, 3.65, 3.11)","(1.8, 2.68, 1.963529411764706)","(91.0, 650.0, 552.5)","(12.0, 60.0, 43.75)"
06-01-2023 15:35:56.265892,"(51.0, 530.0, 268.18181818181813)","(5.0, 8.6, 6.85)","(41.0, 260.0, 56.6)","(2.5, 3.65, 3.36)","(1.8, 2.68, 1.8586666666666667)","(91.0, 650.0, 552.5)","(12.0, 60.0, 43.75)"
06-01-2023 15:35:57.350870,"(51.0, 530.0, 268.18181818181813)","(5.0, 8.6, 6.85)","(41.0, 260.0, 56.6)","(2.5, 3.65, 3.36)","(1.8, 2.68, 1.8586666666666667)","(91.0, 650.0, 552.5)","(12.0, 60.0, 43.75)"
06-01-2023 15:35:58.366245,"(51.0, 530.0, 268.18181818181813)","(5.0, 8.6, 6.85)","(41.0, 260.0, 56.6)","(2.5, 3.65, 3.36)","(1.8, 2.68, 2.031578947368421)","(91.0, 650.0, 552.5)","(12.0, 60.0, 43.75)"
06-01-2023 15:35:59.282054,"(51.0, 530.0, 268.18181818181813)","(5.0, 8.6, 6.85)","(41.0, 260.0, 56.6)","(2.5, 3.65, 3.5745454545454542)","(1.8, 2.68, 2.031578947368421)","(91.0, 650.0, 552.5)","(12.0, 60.0, 43.75)"
06-01-2023 15:36:00.241258,"(51.0, 530.0, 268.18181818181813)","(5.0, 8.6, 6.85)","(41.0, 260.0, 56.6)","(2.5, 3.65, 3.11)","(1.8, 2.68, 1.963529411764706)","(91.0, 650.0, 552.5)","(12.0, 60.0, 43.75)"
06-01-2023 15:36:01.291607,"(51.0, 530.0, 268.18181818181813)","(5.0, 8.6, 6.85)","(41.0, 260.0, 56.6)","(2.5, 3.65, 3.11)","(1.8, 2.68, 1.963529411764706)","(91.0, 650.0, 552.5)","(12.0, 60.0, 43.75)"
06-01-2023 15:36:02.312238,"(51.0, 530.0, 268.18181818181813)","(5.0, 8.6, 6.85)","(41.0, 260.0, 56.6)","(2.5, 3.65, 3.11)","(1.8, 2.68, 1.963529411764706)","(91.0, 650.0, 552.5)","(12.0, 60.0, 43.75)"
06-01-2023 15:36:03.293694,"(51.0, 530.0, 268.18181818181813)","(5.0, 8.6, 6.85)","(41.0, 260.0, 56.6)","(2.5, 3.65, 3.11)","(1.8, 2.68, 1.963529411764706)","(91.0, 650.0, 552.5)","(12.0, 60.0, 43.75)"
06-01-2023 15:36:04.240328,"(51.0, 530.0, 268.18181818181813)","(5.0, 8.6, 6.85)","(41.0, 260.0, 56.6)","(2.5, 3.65, 3.5747619047619046)","(1.8, 2.68, 1.963529411764706)","(91.0, 650.0, 552.5)","(12.0, 60.0, 43.75)"
06-01-2023 15:36:05.166432,"(51.0, 530.0, 268.18181818181813)","(5.0, 8.6, 6.85)","(41.0, 260.0, 56.6)","(2.5, 3.65, 3.5747619047619046)","(1.8, 2.68, 1.963529411764706)","(91.0, 650.0, 552.5)","(12.0, 60.0, 43.75)"
06-01-2023 15:36:06.470602,"(51.0, 530.0, 268.18181818181813)","(5.0, 8.6, 6.85)","(41.0, 260.0, 56.6)","(2.5, 3.65, 3.5747619047619046)","(1.8, 2.68, 1.963529411764706)","(91.0, 650.0, 552.5)","(12.0, 60.0, 43.75)"
06-01-2023 15:36:07.552304,"(51.0, 530.0, 268.18181818181813)","(5.0, 8.6, 6.85)","(41.0, 260.0, 56.6)","(2.5, 3.65, 3.5747619047619046)","(1.8, 2.68, 1.963529411764706)","(91.0, 650.0, 552.5)","(12.0, 60.0, 43.75)"
06-01-2023 15:36:08.619239,"(51.0, 530.0, 268.18181818181813)","(5.0, 8.6, 6.85)","(41.0, 260.0, 56.6)","(2.5, 3.65, 3.5747619047619046)","(1.8, 2.68, 1.963529411764706)","(91.0, 650.0, 552.5)","(12.0, 60.0, 43.75)"
06-01-2023 15:36:09.715565,"(51.0, 530.0, 268.18181818181813)","(5.0, 8.6, 6.85)","(41.0, 260.0, 56.6)","(2.5, 3.65, 3.163333333333333)","(1.8, 2.68, 1.963529411764706)","(91.0, 650.0, 552.5)","(12.0, 60.0, 43.75)"
06-01-2023 15:36:10.836642,"(51.0, 530.0, 268.18181818181813)","(5.0, 8.6, 6.85)","(41.0, 260.0, 56.6)","(2.5, 3.65, 3.163333333333333)","(1.8, 2.68, 1.8586666666666667)","(91.0, 650.0, 552.5)","(12.0, 60.0, 43.75)"
06-01-2023 15:36:11.806450,"(51.0, 510.0, 259.0909090909091)","(5.0, 8.6, 6.85)","(41.0, 260.0, 56.6)","(2.5, 3.65, 3.163333333333333)","(1.8, 2.68, 1.8586666666666667)","(91.0, 650.0, 552.5)","(12.0, 60.0, 43.75)"
06-01-2023 15:36:12.839632,"(51.0, 510.0, 259.0909090909091)","(5.0, 8.6, 6.85)","(41.0, 260.0, 56.6)","(2.5, 3.65, 3.163333333333333)","(1.8, 2.68, 1.8586666666666667)","(91.0, 650.0, 552.5)","(12.0, 60.0, 43.75)"
06-01-2023 15:36:13.981517,"(51.0, 510.0, 259.0909090909091)","(5.0, 8.6, 6.85)","(41.0, 260.0, 56.6)","(2.5, 3.65, 3.163333333333333)","(1.8, 2.68, 1.8586666666666667)","(91.0, 650.0, 552.5)","(12.0, 60.0, 43.75)"
06-01-2023 15:36:15.141629,"(51.0, 510.0, 259.0909090909091)","(5.0, 8.6, 6.85)","(41.0, 260.0, 56.6)","(2.5, 3.65, 3.573157894736842)","(1.8, 2.68, 1.8586666666666667)","(91.0, 650.0, 552.5)","(12.0, 60.0, 43.18181818181819)"
06-01-2023 15:36:16.188534,"(51.0, 510.0, 305.55555555555554)","(5.0, 8.6, 6.85)","(41.0, 260.0, 56.6)","(2.5, 3.65, 3.3479310344827584)","(1.8, 2.68, 1.8586666666666667)","(91.0, 650.0, 552.5)","(12.0, 60.0, 43.18181818181819)"
06-01-2023 15:36:17.153957,"(51.0, 530.0, 268.18181818181813)","(5.0, 8.6, 6.85)","(41.0, 260.0, 56.6)","(2.5, 3.65, 3.114)","(1.8, 2.68, 1.8586666666666667)","(91.0, 650.0, 552.5)","(12.0, 60.0, 43.18181818181819)"
06-01-2023 15:36:18.176434,"(51.0, 530.0, 268.18181818181813)","(5.0, 8.6, 6.85)","(41.0, 260.0, 56.6)","(2.5, 3.65, 3.3479310344827584)","(1.8, 2.68, 1.8586666666666667)","(91.0, 650.0, 552.5)","(12.0, 60.0, 43.18181818181819)"
06-01-2023 15:36:19.193676,"(51.0, 530.0, 268.18181818181813)","(5.0, 8.6, 6.85)","(41.0, 260.0, 56.6)","(2.5, 3.65, 3.082)","(1.8, 2.68, 2.031578947368421)","(91.0, 650.0, 552.5)","(12.0, 60.0, 43.18181818181819)"
06-01-2023 15:36:20.266084,"(51.0, 530.0, 268.18181818181813)","(5.0, 8.6, 6.85)","(41.0, 260.0, 56.6)","(2.5, 3.65, 2.9946153846153845)","(1.8, 2.68, 2.071)","(91.0, 650.0, 552.5)","(12.0, 60.0, 43.18181818181819)"
06-01-2023 15:36:21.317817,"(51.0, 530.0, 268.18181818181813)","(5.0, 9.0, 7.699999999999999)","(41.0, 260.0, 56.6)","(2.5, 3.65, 2.96)","(1.8, 2.68, 2.071)","(91.0, 650.0, 552.5)","(12.0, 60.0, 43.18181818181819)"
06-01-2023 15:36:22.352675,"(51.0, 530.0, 268.18181818181813)","(5.0, 9.0, 7.699999999999999)","(41.0, 260.0, 56.6)","(2.5, 3.6, 2.96)","(1.8, 2.68, 2.071)","(91.0, 650.0, 552.5)","(12.0, 60.0, 43.18181818181819)"
06-01-2023 15:36:23.286641,"(51.0, 530.0, 268.18181818181813)","(5.0, 9.0, 7.699999999999999)","(41.0, 260.0, 56.6)","(2.5, 3.6, 2.96)","(1.8, 2.68, 2.071)","(91.0, 650.0, 552.5)","(12.0, 60.0, 43.18181818181819)"
06-01-2023 15:36:24.373214,"(51.0, 530.0, 268.18181818181813)","(5.0, 9.0, 7.699999999999999)","(41.0, 260.0, 56.6)","(2.5, 3.6, 2.96)","(1.8, 2.68, 2.071)","(91.0, 650.0, 552.5)","(12.0, 60.0, 43.18181818181819)"
06-01-2023 15:36:25.431364,"(51.0, 530.0, 268.18181818181813)","(5.0, 9.0, 8.645454545454545)","(41.0, 260.0, 56.6)","(2.5, 3.6, 2.96)","(1.8, 2.68, 2.071)","(91.0, 650.0, 552.5)","(12.0, 60.0, 43.18181818181819)"
06-01-2023 15:36:26.480334,"(51.0, 530.0, 268.18181818181813)","(5.0, 9.0, 7.733333333333333)","(41.0, 260.0, 56.6)","(2.5, 3.6, 2.96)","(1.8, 2.68, 2.071)","(91.0, 650.0, 552.5)","(12.0, 60.0, 43.18181818181819)"
06-01-2023 15:36:27.575712,"(51.0, 530.0, 268.18181818181813)","(5.0, 9.0, 8.675)","(41.0, 260.0, 56.6)","(2.5, 3.6, 2.96)","(1.8, 2.68, 2.071)","(91.0, 650.0, 552.5)","(12.0, 60.0, 43.18181818181819)"
06-01-2023 15:36:28.662296,"(51.0, 530.0, 268.18181818181813)","(5.0, 9.0, 8.675)","(41.0, 260.0, 56.6)","(2.5, 3.6, 2.96)","(1.8, 2.68, 2.071)","(91.0, 650.0, 552.5)","(12.0, 60.0, 43.18181818181819)"
06-01-2023 15:36:29.697625,"(51.0, 530.0, 268.18181818181813)","(5.0, 9.0, 8.675)","(41.0, 260.0, 56.6)","(2.5, 3.6, 2.96)","(1.8, 2.68, 2.071)","(91.0, 650.0, 552.5)","(12.0, 60.0, 43.18181818181819)"
06-01-2023 15:36:30.741850,"(51.0, 530.0, 268.18181818181813)","(5.0, 9.0, 8.219999999999999)","(41.0, 260.0, 56.6)","(2.5, 3.6, 2.96)","(1.8, 2.68, 2.071)","(91.0, 650.0, 552.5)","(12.0, 60.0, 43.18181818181819)"
06-01-2023 15:36:31.751530,"(51.0, 530.0, 268.18181818181813)","(5.0, 9.0, 8.219999999999999)","(41.0, 260.0, 56.6)","(2.5, 3.6, 3.3925925925925924)","(1.8, 2.68, 2.071)","(91.0, 650.0, 552.5)","(12.0, 60.0, 43.18181818181819)"
06-01-2023 15:36:32.888888,"(51.0, 530.0, 268.18181818181813)","(5.0, 9.0, 8.219999999999999)","(41.0, 260.0, 56.6)","(2.5, 3.6, 3.031111111111111)","(1.8, 2.68, 2.071)","(91.0, 650.0, 552.5)","(12.0, 60.0, 43.18181818181819)"
06-01-2023 15:36:34.145344,"(51.0, 530.0, 268.18181818181813)","(5.0, 9.0, 8.442857142857143)","(41.0, 260.0, 56.6)","(2.5, 3.6, 3.031111111111111)","(1.8, 2.68, 2.064)","(91.0, 650.0, 552.5)","(12.0, 60.0, 43.18181818181819)"
06-01-2023 15:36:35.371990,"(51.0, 530.0, 268.18181818181813)","(5.0, 9.0, 8.442857142857143)","(41.0, 260.0, 56.6)","(2.5, 3.6, 3.031111111111111)","(1.8, 2.68, 1.9187500000000002)","(91.0, 650.0, 552.5)","(12.0, 60.0, 43.18181818181819)"
06-01-2023 15:36:36.428254,"(51.0, 530.0, 268.18181818181813)","(5.0, 9.0, 8.442857142857143)","(41.0, 260.0, 56.6)","(2.5, 3.6, 3.031111111111111)","(1.8, 2.68, 1.9187500000000002)","(91.0, 650.0, 552.5)","(12.0, 60.0, 43.18181818181819)"
06-01-2023 15:36:37.508007,"(51.0, 530.0, 268.18181818181813)","(5.0, 9.0, 8.219999999999999)","(41.0, 260.0, 56.6)","(2.5, 3.6, 3.031111111111111)","(1.8, 2.68, 1.9187500000000002)","(91.0, 650.0, 552.5)","(12.0, 60.0, 43.18181818181819)"
06-01-2023 15:36:38.671508,"(51.0, 530.0, 268.18181818181813)","(5.0, 9.0, 8.219999999999999)","(41.0, 260.0, 56.6)","(2.5, 3.6, 3.031111111111111)","(1.8, 2.68, 1.9187500000000002)","(91.0, 650.0, 552.5)","(12.0, 60.0, 43.18181818181819)"
06-01-2023 15:36:39.779839,"(51.0, 530.0, 268.18181818181813)","(5.0, 9.0, 8.219999999999999)","(41.0, 260.0, 56.6)","(2.5, 3.6, 3.031111111111111)","(1.8, 2.68, 1.9379411764705883)","(91.0, 650.0, 552.5)","(12.0, 60.0, 40.07692307692308)"
06-01-2023 15:36:40.977340,"(51.0, 530.0, 290.0)","(5.0, 9.0, 8.5125)","(41.0, 260.0, 56.6)","(2.5, 3.6, 3.0)","(1.8, 2.68, 2.435)","(91.0, 650.0, 552.5)","(12.0, 60.0, 40.07692307692308)"
06-01-2023 15:36:42.157850,"(51.0, 530.0, 302.63157894736844)","(5.0, 9.0, 8.366666666666667)","(41.0, 260.0, 56.6)","(2.5, 3.6, 3.0)","(1.8, 2.64, 2.23)","(91.0, 650.0, 552.5)","(12.0, 60.0, 40.07692307692308)"
06-01-2023 15:36:43.241563,"(51.0, 530.0, 302.63157894736844)","(5.0, 9.0, 8.366666666666667)","(41.0, 260.0, 56.6)","(2.5, 3.6, 3.0)","(1.8, 2.64, 2.23)","(91.0, 650.0, 552.5)","(12.0, 60.0, 40.07692307692308)"
06-01-2023 15:36:44.414477,"(51.0, 530.0, 302.63157894736844)","(5.0, 9.0, 8.366666666666667)","(41.0, 260.0, 56.6)","(2.5, 3.6, 3.075)","(1.8, 2.64, 2.3666666666666667)","(91.0, 650.0, 552.5)","(12.0, 60.0, 40.07692307692308)"
06-01-2023 15:36:45.561981,"(51.0, 530.0, 302.63157894736844)","(5.0, 9.0, 6.2555555555555555)","(41.0, 260.0, 56.6)","(2.5, 3.6, 2.9823529411764707)","(1.8, 2.64, 2.148)","(91.0, 650.0, 552.5)","(12.0, 60.0, 40.07692307692308)"
06-01-2023 15:36:46.783833,"(51.0, 530.0, 302.63157894736844)","(5.0, 9.0, 5.706666666666667)","(41.0, 260.0, 56.6)","(2.5, 3.6, 3.368108108108108)","(1.8, 2.64, 2.148)","(91.0, 650.0, 552.5)","(12.0, 60.0, 40.07692307692308)"
06-01-2023 15:36:47.949950,"(51.0, 530.0, 302.63157894736844)","(5.0, 9.0, 5.706666666666667)","(41.0, 260.0, 56.6)","(2.5, 3.6, 3.1894736842105265)","(1.8, 2.64, 2.148)","(91.0, 650.0, 552.5)","(12.0, 60.0, 40.07692307692308)"
06-01-2023 15:36:49.089226,"(51.0, 530.0, 302.63157894736844)","(5.0, 9.0, 5.706666666666667)","(41.0, 260.0, 56.6)","(2.5, 3.6, 3.42125)","(1.8, 2.64, 2.148)","(91.0, 650.0, 552.5)","(12.0, 60.0, 40.07692307692308)"
06-01-2023 15:36:50.154397,"(51.0, 530.0, 302.63157894736844)","(5.0, 9.0, 5.706666666666667)","(41.0, 260.0, 79.2)","(2.5, 3.6, 3.2578947368421054)","(1.8, 2.64, 2.066)","(91.0, 650.0, 552.5)","(12.0, 60.0, 40.07692307692308)"
06-01-2023 15:36:51.334477,"(51.0, 530.0, 332.3529411764706)","(5.0, 9.2, 7.866666666666666)","(41.0, 260.0, 81.2)","(2.5, 3.6, 3.44375)","(1.8, 2.64, 2.066)","(91.0, 650.0, 455.0)","(12.0, 60.0, 50.75)"
06-01-2023 15:36:52.502151,"(51.0, 530.0, 332.3529411764706)","(5.0, 9.2, 7.866666666666666)","(41.0, 270.0, 81.2)","(2.5, 3.6, 3.44375)","(1.8, 2.64, 2.2563636363636363)","(91.0, 650.0, 455.0)","(12.0, 60.0, 50.75)"
06-01-2023 15:36:53.611573,"(51.0, 530.0, 332.3529411764706)","(5.0, 9.2, 7.866666666666666)","(41.0, 270.0, 81.2)","(2.5, 3.6, 3.44375)","(1.8, 2.62, 2.2563636363636363)","(91.0, 650.0, 455.0)","(12.0, 60.0, 50.75)"
06-01-2023 15:36:54.671156,"(51.0, 530.0, 332.3529411764706)","(5.0, 9.2, 7.866666666666666)","(41.0, 270.0, 81.2)","(2.5, 3.6, 3.44375)","(1.8, 2.62, 2.2563636363636363)","(91.0, 650.0, 455.0)","(12.0, 60.0, 50.75)"
06-01-2023 15:36:55.818141,"(51.0, 530.0, 332.3529411764706)","(5.0, 9.2, 7.866666666666666)","(41.0, 270.0, 81.2)","(2.5, 3.6, 3.44375)","(1.8, 2.62, 2.2563636363636363)","(91.0, 650.0, 455.0)","(12.0, 60.0, 50.75)"
06-01-2023 15:36:56.977925,"(51.0, 530.0, 332.3529411764706)","(5.0, 9.2, 7.866666666666666)","(41.0, 270.0, 81.2)","(2.5, 3.6, 3.2666666666666666)","(1.8, 2.62, 2.4542857142857146)","(91.0, 650.0, 455.0)","(12.0, 60.0, 50.75)"
06-01-2023 15:36:58.190167,"(51.0, 530.0, 332.3529411764706)","(5.0, 9.2, 7.866666666666666)","(41.0, 270.0, 81.2)","(2.5, 3.6, 3.2666666666666666)","(1.8, 2.56, 2.4542857142857146)","(91.0, 650.0, 455.0)","(12.0, 60.0, 50.75)"
06-01-2023 15:36:59.345915,"(51.0, 530.0, 332.3529411764706)","(5.0, 9.2, 7.866666666666666)","(41.0, 270.0, 81.2)","(2.5, 3.6, 3.2666666666666666)","(1.8, 2.56, 2.4542857142857146)","(91.0, 650.0, 455.0)","(12.0, 60.0, 50.75)"
06-01-2023 15:37:00.378154,"(51.0, 530.0, 332.3529411764706)","(5.0, 9.2, 7.866666666666666)","(41.0, 270.0, 81.2)","(2.5, 3.6, 3.2666666666666666)","(1.8, 2.56, 2.4542857142857146)","(91.0, 650.0, 455.0)","(12.0, 60.0, 50.75)"
06-01-2023 15:37:01.452737,"(51.0, 530.0, 332.3529411764706)","(5.0, 9.2, 7.866666666666666)","(41.0, 270.0, 81.2)","(2.5, 3.6, 3.2666666666666666)","(1.8, 2.56, 2.4542857142857146)","(91.0, 650.0, 455.0)","(12.0, 60.0, 50.75)"
06-01-2023 15:37:02.624610,"(51.0, 530.0, 332.3529411764706)","(5.0, 9.2, 7.866666666666666)","(41.0, 270.0, 81.2)","(2.5, 3.6, 3.257142857142857)","(1.8, 2.56, 2.4542857142857146)","(91.0, 650.0, 625.2173913043479)","(12.0, 60.0, 47.666666666666664)"
06-01-2023 15:37:03.847023,"(51.0, 530.0, 227.72727272727272)","(5.0, 9.2, 7.866666666666666)","(41.0, 270.0, 251.49019607843138)","(2.5, 3.6, 3.257142857142857)","(1.8, 2.56, 2.469)","(91.0, 650.0, 625.2173913043479)","(12.0, 60.0, 47.666666666666664)"
06-01-2023 15:37:05.026619,"(51.0, 530.0, 322.1875)","(5.0, 9.2, 7.866666666666666)","(41.0, 270.0, 184.9090909090909)","(2.5, 3.6, 3.257142857142857)","(1.8, 2.54, 2.44)","(91.0, 650.0, 625.2173913043479)","(12.0, 60.0, 47.666666666666664)"
06-01-2023 15:37:06.057369,"(51.0, 530.0, 322.1875)","(5.0, 9.2, 7.866666666666666)","(41.0, 270.0, 184.9090909090909)","(2.5, 3.6, 3.257142857142857)","(1.8, 2.54, 2.44)","(91.0, 650.0, 625.2173913043479)","(12.0, 60.0, 47.666666666666664)"
06-01-2023 15:37:07.140974,"(51.0, 530.0, 322.1875)","(5.0, 9.2, 7.866666666666666)","(41.0, 270.0, 184.9090909090909)","(2.5, 3.6, 3.257142857142857)","(1.8, 2.54, 2.44)","(91.0, 650.0, 625.2173913043479)","(12.0, 60.0, 47.666666666666664)"
06-01-2023 15:37:08.462897,"(51.0, 530.0, 322.1875)","(5.0, 9.2, 7.866666666666666)","(41.0, 270.0, 184.9090909090909)","(2.5, 3.6, 3.257142857142857)","(1.8, 2.54, 2.44)","(91.0, 650.0, 625.2173913043479)","(12.0, 60.0, 47.666666666666664)"
06-01-2023 15:37:09.546158,"(51.0, 530.0, 322.1875)","(5.0, 9.2, 7.866666666666666)","(41.0, 270.0, 184.9090909090909)","(2.5, 3.6, 3.257142857142857)","(1.8, 2.54, 2.442857142857143)","(91.0, 650.0, 625.2173913043479)","(12.0, 60.0, 47.666666666666664)"
06-01-2023 15:37:10.672312,"(51.0, 530.0, 322.1875)","(5.0, 9.2, 7.866666666666666)","(41.0, 270.0, 184.9090909090909)","(2.5, 3.6, 3.257142857142857)","(1.8, 2.54, 2.442857142857143)","(91.0, 650.0, 625.2173913043479)","(12.0, 60.0, 47.666666666666664)"
06-01-2023 15:37:11.744917,"(51.0, 530.0, 322.1875)","(5.0, 9.2, 7.866666666666666)","(41.0, 270.0, 84.4)","(2.5, 3.6, 3.257142857142857)","(1.8, 2.54, 2.442857142857143)","(91.0, 650.0, 625.2173913043479)","(12.0, 60.0, 47.666666666666664)"
06-01-2023 15:37:12.846520,"(51.0, 530.0, 322.1875)","(5.0, 9.2, 7.866666666666666)","(41.0, 270.0, 84.4)","(2.5, 3.6, 3.226923076923077)","(1.8, 2.54, 2.442857142857143)","(91.0, 650.0, 625.2173913043479)","(12.0, 60.0, 47.666666666666664)"
06-01-2023 15:37:14.006505,"(51.0, 530.0, 322.1875)","(5.0, 9.2, 7.866666666666666)","(41.0, 270.0, 84.4)","(2.5, 3.55, 3.226923076923077)","(1.8, 2.54, 2.442857142857143)","(91.0, 650.0, 625.2173913043479)","(12.0, 60.0, 47.666666666666664)"
06-01-2023 15:37:15.185016,"(51.0, 530.0, 322.1875)","(5.0, 9.2, 7.866666666666666)","(41.0, 270.0, 84.4)","(2.5, 3.55, 3.226923076923077)","(1.8, 2.54, 2.442857142857143)","(91.0, 650.0, 625.2173913043479)","(12.0, 60.0, 46.5)"
06-01-2023 15:37:16.276595,"(51.0, 530.0, 322.1875)","(5.0, 9.2, 7.866666666666666)","(41.0, 270.0, 84.4)","(2.5, 3.55, 3.226923076923077)","(1.8, 2.54, 2.442857142857143)","(91.0, 650.0, 625.2173913043479)","(12.0, 60.0, 46.5)"
06-01-2023 15:37:17.418893,"(51.0, 530.0, 322.1875)","(5.0, 9.2, 7.866666666666666)","(41.0, 270.0, 84.4)","(2.5, 3.55, 3.226923076923077)","(1.8, 2.54, 2.442857142857143)","(91.0, 650.0, 625.2173913043479)","(12.0, 60.0, 46.5)"
06-01-2023 15:37:18.504676,"(51.0, 530.0, 322.1875)","(5.0, 9.2, 7.866666666666666)","(41.0, 270.0, 84.4)","(2.5, 3.55, 3.226923076923077)","(1.8, 2.54, 2.442857142857143)","(91.0, 650.0, 625.2173913043479)","(12.0, 60.0, 46.5)"
06-01-2023 15:37:19.561910,"(51.0, 530.0, 322.1875)","(5.0, 9.2, 7.866666666666666)","(41.0, 270.0, 84.4)","(2.5, 3.55, 3.226923076923077)","(1.8, 2.54, 2.442857142857143)","(91.0, 650.0, 625.2173913043479)","(12.0, 60.0, 46.5)"
06-01-2023 15:37:20.730118,"(51.0, 530.0, 322.1875)","(5.0, 9.2, 7.866666666666666)","(41.0, 270.0, 84.4)","(2.5, 3.55, 3.226923076923077)","(1.8, 2.54, 2.185)","(91.0, 650.0, 625.2173913043479)","(12.0, 60.0, 48.0)"
06-01-2023 15:37:21.750245,"(51.0, 510.0, 328.0)","(5.0, 9.2, 7.25)","(41.0, 270.0, 84.4)","(2.5, 3.55, 3.226923076923077)","(1.8, 2.5, 2.185)","(91.0, 650.0, 625.2173913043479)","(12.0, 60.0, 48.0)"
06-01-2023 15:37:22.827672,"(51.0, 500.0, 363.0769230769231)","(5.0, 9.2, 7.25)","(41.0, 270.0, 154.0)","(2.5, 3.55, 3.226923076923077)","(1.8, 2.5, 2.185)","(91.0, 650.0, 625.2173913043479)","(12.0, 60.0, 48.0)"
06-01-2023 15:37:24.111440,"(51.0, 500.0, 363.0769230769231)","(5.0, 9.2, 7.25)","(41.0, 270.0, 137.42857142857144)","(2.5, 3.55, 3.216666666666667)","(1.8, 2.5, 2.185)","(91.0, 650.0, 625.2173913043479)","(12.0, 60.0, 48.0)"
06-01-2023 15:37:25.240162,"(51.0, 500.0, 363.0769230769231)","(5.0, 9.2, 7.25)","(41.0, 270.0, 137.42857142857144)","(2.5, 3.55, 3.4794117647058824)","(1.8, 2.5, 2.4526086956521738)","(91.0, 650.0, 367.5)","(12.0, 60.0, 51.0)"
06-01-2023 15:37:26.463017,"(51.0, 500.0, 363.0769230769231)","(5.0, 9.2, 7.25)","(41.0, 270.0, 137.42857142857144)","(2.5, 3.5, 3.4794117647058824)","(1.8, 2.54, 2.4526086956521738)","(91.0, 650.0, 367.5)","(12.0, 60.0, 51.0)"
06-01-2023 15:37:27.565038,"(51.0, 500.0, 363.0769230769231)","(5.0, 9.2, 7.25)","(41.0, 270.0, 137.42857142857144)","(2.5, 3.5, 3.44)","(1.8, 2.54, 2.400526315789474)","(91.0, 650.0, 367.5)","(12.0, 60.0, 51.0)"
06-01-2023 15:37:28.629767,"(51.0, 500.0, 363.0769230769231)","(5.0, 9.2, 7.25)","(41.0, 270.0, 137.42857142857144)","(2.5, 3.5, 3.4805555555555556)","(1.8, 2.5, 2.2551851851851854)","(91.0, 650.0, 367.5)","(12.0, 60.0, 51.0)"
06-01-2023 15:37:29.761702,"(51.0, 500.0, 363.0769230769231)","(5.0, 9.2, 8.566666666666666)","(41.0, 270.0, 137.42857142857144)","(2.5, 3.5, 3.4805555555555556)","(1.8, 2.52, 2.3652380952380954)","(91.0, 650.0, 367.5)","(12.0, 60.0, 51.0)"
06-01-2023 15:37:30.907350,"(51.0, 500.0, 363.0769230769231)","(5.0, 9.2, 7.933333333333334)","(41.0, 270.0, 137.42857142857144)","(2.5, 3.5, 3.4805555555555556)","(1.8, 2.52, 2.158)","(91.0, 650.0, 367.5)","(12.0, 60.0, 51.0)"
06-01-2023 15:37:32.138812,"(51.0, 500.0, 419.09090909090907)","(5.0, 9.2, 7.933333333333334)","(41.0, 270.0, 137.42857142857144)","(2.5, 3.5, 3.4805555555555556)","(1.8, 2.5, 2.0515384615384615)","(91.0, 650.0, 367.5)","(12.0, 60.0, 51.0)"
06-01-2023 15:37:33.195101,"(51.0, 500.0, 419.09090909090907)","(5.0, 9.2, 7.933333333333334)","(41.0, 270.0, 137.42857142857144)","(2.5, 3.5, 3.4805555555555556)","(1.8, 2.46, 1.9458536585365853)","(91.0, 650.0, 367.5)","(12.0, 60.0, 51.0)"
06-01-2023 15:37:34.224721,"(51.0, 500.0, 419.09090909090907)","(5.0, 9.2, 7.933333333333334)","(41.0, 270.0, 137.42857142857144)","(2.5, 3.5, 3.4805555555555556)","(1.8, 2.42, 1.9409756097560975)","(91.0, 650.0, 367.5)","(12.0, 60.0, 51.0)"
06-01-2023 15:37:35.286745,"(51.0, 500.0, 419.09090909090907)","(5.0, 9.2, 8.566666666666666)","(41.0, 270.0, 137.42857142857144)","(2.5, 3.5, 3.4805555555555556)","(1.8, 2.38, 2.098181818181818)","(91.0, 650.0, 367.5)","(12.0, 60.0, 51.0)"
