,Laroza Bale,Blackpool Ryan,Coach Fagan,No Tax,Crymelon Comet,Spring Tune,Bahrose,Parlo Bale
07-01-2023 18:43:48.524202,"(3.7, 6.0, 5.48)","(2.6, 3.3, 3.1448275862068966)","(12.0, 28.0, 25.5)","(11.0, 22.0, 20.285714285714285)","(6.5, 11.5, 9.55)","(5.0, 8.8, 7.760000000000001)","(9.0, 18.0, 15.133333333333333)","(31.0, 290.0, 60.66666666666667)"
07-01-2023 18:43:49.658433,"(3.7, 6.0, 5.48)","(2.6, 3.3, 2.9633333333333334)","(12.0, 28.0, 25.5)","(11.0, 22.0, 20.285714285714285)","(6.5, 11.5, 9.55)","(5.0, 8.8, 7.88)","(9.0, 18.0, 15.133333333333333)","(31.0, 290.0, 60.66666666666667)"
07-01-2023 18:43:50.914788,"(3.7, 6.2, 5.333333333333334)","(2.6, 3.45, 2.9522727272727276)","(12.0, 28.0, 25.5)","(11.0, 22.0, 20.285714285714285)","(6.5, 11.5, 9.55)","(5.0, 9.0, 7.88)","(9.0, 18.0, 13.444444444444445)","(31.0, 290.0, 60.66666666666667)"
07-01-2023 18:43:52.033875,"(3.7, 6.2, 5.333333333333334)","(2.6, 3.3, 2.9045454545454548)","(12.0, 28.0, 25.5)","(11.0, 22.0, 20.285714285714285)","(6.5, 11.5, 9.55)","(5.0, 9.0, 7.88)","(9.0, 18.5, 13.444444444444445)","(31.0, 290.0, 60.66666666666667)"
07-01-2023 18:43:53.147387,"(3.7, 6.2, 5.333333333333334)","(2.6, 3.3, 2.9045454545454548)","(12.0, 28.0, 25.5)","(11.0, 22.0, 20.285714285714285)","(6.5, 11.5, 9.55)","(5.0, 9.0, 7.88)","(9.0, 18.5, 13.444444444444445)","(31.0, 290.0, 60.66666666666667)"
07-01-2023 18:43:54.451580,"(3.7, 6.2, 5.4)","(2.6, 3.3, 2.9045454545454548)","(12.0, 28.0, 24.75)","(11.0, 22.0, 20.285714285714285)","(6.5, 11.5, 9.3)","(5.0, 9.0, 7.88)","(9.0, 18.5, 13.444444444444445)","(31.0, 290.0, 60.66666666666667)"
07-01-2023 18:43:55.678183,"(3.7, 6.4, 5.831578947368421)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 20.285714285714285)","(6.5, 11.0, 9.3)","(5.0, 9.0, 7.88)","(9.0, 18.5, 13.444444444444445)","(31.0, 290.0, 60.66666666666667)"
07-01-2023 18:43:56.834890,"(3.7, 6.2, 5.986666666666666)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 20.285714285714285)","(6.5, 11.0, 9.3)","(5.0, 9.0, 7.88)","(9.0, 18.5, 13.444444444444445)","(31.0, 290.0, 60.66666666666667)"
07-01-2023 18:43:57.943226,"(3.7, 6.2, 5.986666666666666)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 20.285714285714285)","(6.5, 11.0, 9.3)","(5.0, 9.0, 7.88)","(9.0, 18.5, 13.444444444444445)","(31.0, 290.0, 60.66666666666667)"
07-01-2023 18:43:59.056564,"(3.7, 6.2, 5.986666666666666)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 20.285714285714285)","(6.5, 11.0, 9.3)","(5.0, 9.0, 7.88)","(9.0, 18.5, 13.444444444444445)","(31.0, 290.0, 100.9090909090909)"
07-01-2023 18:44:00.075160,"(3.7, 6.2, 4.745454545454546)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 20.285714285714285)","(6.5, 11.0, 9.3)","(5.0, 9.0, 7.88)","(9.0, 18.5, 13.444444444444445)","(31.0, 290.0, 100.9090909090909)"
07-01-2023 18:44:01.124659,"(3.7, 6.2, 5.355555555555556)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 20.285714285714285)","(6.5, 11.0, 9.3)","(5.0, 9.0, 7.88)","(9.0, 19.0, 17.08)","(31.0, 290.0, 60.66666666666667)"
07-01-2023 18:44:02.123066,"(3.7, 6.2, 4.8909090909090915)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 20.285714285714285)","(6.5, 11.0, 9.3)","(5.0, 9.0, 7.88)","(9.0, 19.0, 17.08)","(31.0, 290.0, 60.66666666666667)"
07-01-2023 18:44:03.171116,"(3.7, 6.2, 4.745454545454546)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 20.285714285714285)","(6.5, 11.0, 9.3)","(5.0, 9.0, 7.88)","(9.0, 19.0, 17.08)","(31.0, 290.0, 60.66666666666667)"
07-01-2023 18:44:04.219795,"(3.7, 6.2, 5.355555555555556)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 20.285714285714285)","(6.5, 11.0, 9.3)","(5.0, 9.0, 7.88)","(9.0, 19.0, 17.08)","(31.0, 290.0, 60.66666666666667)"
07-01-2023 18:44:05.336973,"(3.7, 5.7, 5.0777777777777775)","(2.6, 3.3, 3.1999999999999997)","(12.0, 27.0, 24.75)","(11.0, 22.0, 20.285714285714285)","(6.5, 11.0, 8.875)","(5.0, 8.6, 7.228571428571429)","(9.0, 19.0, 15.133333333333333)","(31.0, 290.0, 119.33333333333333)"
07-01-2023 18:44:06.393286,"(3.7, 5.7, 5.0777777777777775)","(2.6, 3.45, 3.3194915254237287)","(12.0, 27.0, 24.75)","(11.0, 22.0, 20.285714285714285)","(6.5, 11.0, 8.875)","(5.0, 8.6, 7.228571428571429)","(9.0, 18.0, 15.133333333333333)","(31.0, 290.0, 119.33333333333333)"
07-01-2023 18:44:07.451675,"(3.7, 5.7, 5.0777777777777775)","(2.6, 3.45, 3.3194915254237287)","(12.0, 27.0, 24.75)","(11.0, 22.0, 20.285714285714285)","(6.5, 11.0, 8.875)","(5.0, 8.6, 7.228571428571429)","(9.0, 18.0, 15.133333333333333)","(31.0, 290.0, 119.33333333333333)"
07-01-2023 18:44:08.623815,"(3.7, 5.7, 5.0777777777777775)","(2.6, 3.45, 3.3194915254237287)","(12.0, 27.0, 24.75)","(11.0, 22.0, 20.285714285714285)","(6.5, 11.0, 9.3)","(5.0, 8.6, 7.228571428571429)","(9.0, 18.0, 15.85)","(31.0, 290.0, 119.33333333333333)"
07-01-2023 18:44:09.707459,"(3.7, 5.7, 5.0777777777777775)","(2.6, 3.45, 3.2016129032258065)","(12.0, 27.0, 24.75)","(11.0, 22.0, 20.285714285714285)","(6.5, 11.0, 9.3)","(5.0, 8.6, 7.133333333333334)","(9.0, 18.0, 15.85)","(31.0, 290.0, 119.33333333333333)"
07-01-2023 18:44:10.771959,"(3.7, 6.2, 5.476190476190476)","(2.6, 3.45, 3.2016129032258065)","(12.0, 27.0, 24.75)","(11.0, 22.0, 20.285714285714285)","(6.5, 11.0, 9.3)","(5.0, 9.0, 7.133333333333334)","(9.0, 18.0, 15.85)","(31.0, 290.0, 119.33333333333333)"
07-01-2023 18:44:11.938985,"(3.7, 6.2, 5.476190476190476)","(2.6, 3.45, 2.848823529411765)","(12.0, 27.0, 24.75)","(11.0, 22.0, 20.285714285714285)","(6.5, 11.0, 9.4)","(5.0, 9.0, 7.800000000000001)","(9.0, 18.0, 17.12)","(31.0, 290.0, 119.33333333333333)"
07-01-2023 18:44:13.245935,"(3.7, 6.2, 5.476190476190476)","(2.6, 3.3, 3.1448275862068966)","(12.0, 27.0, 24.75)","(11.0, 22.0, 20.285714285714285)","(6.5, 11.0, 9.3)","(5.0, 9.0, 7.133333333333334)","(9.0, 19.0, 18.145454545454548)","(31.0, 290.0, 100.9090909090909)"
07-01-2023 18:44:14.394305,"(3.7, 6.2, 5.476190476190476)","(2.6, 3.3, 3.1448275862068966)","(12.0, 27.0, 24.75)","(11.0, 22.0, 20.285714285714285)","(6.5, 11.0, 8.571428571428571)","(5.0, 9.0, 8.884615384615385)","(9.0, 19.0, 18.145454545454548)","(31.0, 290.0, 60.66666666666667)"
07-01-2023 18:44:15.554179,"(3.7, 6.2, 5.300000000000001)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 20.285714285714285)","(6.5, 11.0, 9.4)","(5.0, 9.0, 8.422222222222222)","(9.0, 19.0, 18.145454545454548)","(31.0, 290.0, 60.66666666666667)"
07-01-2023 18:44:16.559929,"(3.7, 6.2, 5.4)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 20.285714285714285)","(6.5, 11.0, 9.4)","(5.0, 9.0, 8.422222222222222)","(9.0, 19.0, 18.145454545454548)","(31.0, 290.0, 153.46666666666667)"
07-01-2023 18:44:17.636826,"(3.7, 6.2, 5.4)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 20.285714285714285)","(6.5, 11.0, 9.4)","(5.0, 9.0, 8.422222222222222)","(9.0, 19.0, 18.145454545454548)","(31.0, 290.0, 119.33333333333333)"
07-01-2023 18:44:18.719586,"(3.7, 6.2, 5.552380952380952)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 20.285714285714285)","(6.5, 11.0, 9.4)","(5.0, 9.0, 8.422222222222222)","(9.0, 19.0, 18.145454545454548)","(31.0, 290.0, 119.33333333333333)"
07-01-2023 18:44:19.805826,"(3.7, 6.2, 5.488888888888889)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 20.285714285714285)","(6.5, 11.0, 9.4)","(5.0, 9.0, 8.422222222222222)","(9.0, 19.0, 18.145454545454548)","(31.0, 290.0, 143.71428571428572)"
07-01-2023 18:44:20.879632,"(3.7, 6.2, 5.488888888888889)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 20.285714285714285)","(6.5, 11.0, 9.4)","(5.0, 9.0, 8.422222222222222)","(9.0, 19.0, 18.145454545454548)","(31.0, 290.0, 143.71428571428572)"
07-01-2023 18:44:21.983770,"(3.7, 6.2, 5.488888888888889)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 20.285714285714285)","(6.5, 11.0, 9.4)","(5.0, 9.0, 8.422222222222222)","(9.0, 19.0, 18.145454545454548)","(31.0, 290.0, 143.71428571428572)"
07-01-2023 18:44:23.060343,"(3.7, 6.2, 5.488888888888889)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 20.285714285714285)","(6.5, 11.0, 9.4)","(5.0, 9.0, 8.422222222222222)","(9.0, 19.0, 18.145454545454548)","(31.0, 290.0, 66.0)"
07-01-2023 18:44:24.059324,"(3.7, 6.2, 5.488888888888889)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 20.285714285714285)","(6.5, 11.0, 9.4)","(5.0, 9.0, 8.422222222222222)","(9.0, 19.0, 18.145454545454548)","(31.0, 290.0, 66.0)"
07-01-2023 18:44:25.343601,"(3.7, 6.2, 5.488888888888889)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 20.285714285714285)","(6.5, 11.0, 9.4)","(5.0, 9.0, 8.422222222222222)","(9.0, 19.0, 18.145454545454548)","(31.0, 290.0, 66.0)"
07-01-2023 18:44:26.496351,"(3.7, 6.2, 5.488888888888889)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 20.285714285714285)","(6.5, 11.0, 9.4)","(5.0, 9.0, 8.422222222222222)","(9.0, 19.0, 18.145454545454548)","(31.0, 290.0, 66.0)"
07-01-2023 18:44:27.631700,"(3.7, 6.2, 5.488888888888889)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 20.285714285714285)","(6.5, 11.0, 9.4)","(5.0, 9.0, 8.422222222222222)","(9.0, 19.0, 18.145454545454548)","(31.0, 290.0, 66.0)"
07-01-2023 18:44:28.747759,"(3.7, 6.2, 5.488888888888889)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 20.285714285714285)","(6.5, 11.0, 9.4)","(5.0, 9.0, 8.422222222222222)","(9.0, 19.0, 18.145454545454548)","(31.0, 290.0, 66.0)"
07-01-2023 18:44:29.864324,"(3.7, 6.2, 5.488888888888889)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 20.285714285714285)","(6.5, 11.0, 9.4)","(5.0, 9.0, 8.422222222222222)","(9.0, 19.0, 14.3)","(31.0, 290.0, 66.0)"
07-01-2023 18:44:31.014557,"(3.7, 6.2, 5.488888888888889)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 20.285714285714285)","(6.5, 11.0, 9.4)","(5.0, 9.0, 7.8)","(9.0, 19.0, 17.690909090909088)","(31.0, 290.0, 66.0)"
07-01-2023 18:44:32.176418,"(3.7, 5.7, 5.211111111111111)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 20.285714285714285)","(6.5, 11.0, 9.4)","(5.0, 8.6, 7.8)","(9.0, 18.5, 17.690909090909088)","(31.0, 290.0, 66.0)"
07-01-2023 18:44:33.323522,"(3.7, 6.2, 5.488888888888889)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 20.285714285714285)","(6.5, 11.0, 9.4)","(5.0, 8.6, 7.8)","(9.0, 18.5, 17.690909090909088)","(31.0, 290.0, 66.0)"
07-01-2023 18:44:34.419934,"(3.7, 6.2, 5.488888888888889)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 20.285714285714285)","(6.5, 11.0, 9.4)","(5.0, 8.6, 7.8)","(9.0, 18.5, 17.690909090909088)","(31.0, 290.0, 66.0)"
07-01-2023 18:44:35.588093,"(3.7, 6.2, 5.64)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 20.285714285714285)","(6.5, 11.0, 9.4)","(5.0, 8.6, 7.8)","(9.0, 18.5, 17.690909090909088)","(31.0, 290.0, 66.0)"
07-01-2023 18:44:36.704236,"(3.7, 6.2, 5.642857142857143)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 20.285714285714285)","(6.5, 11.0, 9.4)","(5.0, 8.6, 7.8)","(9.0, 18.5, 17.690909090909088)","(31.0, 290.0, 66.0)"
07-01-2023 18:44:37.891477,"(3.7, 6.2, 5.642857142857143)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 20.285714285714285)","(6.5, 11.0, 9.4)","(5.0, 8.6, 7.8)","(9.0, 18.5, 17.690909090909088)","(31.0, 290.0, 66.0)"
07-01-2023 18:44:38.950081,"(3.7, 6.2, 5.642857142857143)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 20.285714285714285)","(6.5, 11.0, 9.4)","(5.0, 8.6, 7.8)","(9.0, 18.5, 17.690909090909088)","(31.0, 290.0, 66.0)"
07-01-2023 18:44:40.091535,"(3.7, 6.2, 5.642857142857143)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 20.285714285714285)","(6.5, 11.0, 9.4)","(5.0, 8.6, 7.8)","(9.0, 18.5, 17.690909090909088)","(31.0, 290.0, 67.77777777777777)"
07-01-2023 18:44:41.295482,"(3.7, 6.4, 5.833333333333334)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 20.285714285714285)","(6.5, 11.0, 9.4)","(5.0, 8.6, 7.955555555555556)","(9.0, 18.5, 17.690909090909088)","(31.0, 290.0, 67.77777777777777)"
07-01-2023 18:44:42.396872,"(3.7, 6.2, 5.5875)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 20.285714285714285)","(6.5, 11.0, 9.4)","(5.0, 8.4, 7.955555555555556)","(9.0, 18.5, 17.690909090909088)","(31.0, 290.0, 67.77777777777777)"
07-01-2023 18:44:43.521535,"(3.7, 6.2, 5.5875)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 20.285714285714285)","(6.5, 11.0, 9.4)","(5.0, 8.4, 7.955555555555556)","(9.0, 18.5, 17.690909090909088)","(31.0, 290.0, 67.77777777777777)"
07-01-2023 18:44:44.678152,"(3.7, 6.2, 5.5875)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 20.285714285714285)","(6.5, 11.0, 9.4)","(5.0, 8.4, 7.955555555555556)","(9.0, 18.5, 17.690909090909088)","(31.0, 290.0, 67.77777777777777)"
07-01-2023 18:44:45.846528,"(3.7, 6.2, 5.5875)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 20.285714285714285)","(6.5, 11.0, 9.4)","(5.0, 8.4, 8.054545454545455)","(9.0, 18.5, 17.690909090909088)","(31.0, 290.0, 67.77777777777777)"
07-01-2023 18:44:47.034967,"(3.7, 6.2, 5.372727272727273)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 20.285714285714285)","(6.5, 11.0, 9.4)","(5.0, 9.0, 8.054545454545455)","(9.0, 18.5, 17.690909090909088)","(31.0, 290.0, 67.77777777777777)"
07-01-2023 18:44:48.235179,"(3.7, 6.2, 5.372727272727273)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 20.285714285714285)","(6.5, 11.0, 9.4)","(5.0, 9.0, 8.054545454545455)","(9.0, 18.5, 17.690909090909088)","(31.0, 290.0, 153.46666666666667)"
07-01-2023 18:44:49.386031,"(3.7, 6.2, 5.372727272727273)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 20.285714285714285)","(6.5, 11.0, 9.4)","(5.0, 9.0, 8.054545454545455)","(9.0, 18.5, 17.690909090909088)","(31.0, 290.0, 153.46666666666667)"
07-01-2023 18:44:50.466237,"(3.7, 6.2, 5.372727272727273)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 19.0)","(6.5, 11.0, 9.4)","(5.0, 9.0, 8.181818181818182)","(9.0, 18.5, 17.690909090909088)","(31.0, 290.0, 58.888888888888886)"
07-01-2023 18:44:51.540184,"(3.7, 6.2, 5.372727272727273)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 19.0)","(6.5, 11.0, 9.4)","(5.0, 9.2, 8.422222222222222)","(9.0, 18.5, 17.690909090909088)","(31.0, 290.0, 116.66666666666667)"
07-01-2023 18:44:52.725592,"(3.7, 6.2, 5.0625)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 19.0)","(6.5, 11.0, 9.4)","(5.0, 9.0, 7.8)","(9.0, 18.5, 17.690909090909088)","(31.0, 290.0, 116.66666666666667)"
07-01-2023 18:44:53.891849,"(3.7, 6.2, 5.431818181818182)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 19.0)","(6.5, 11.0, 9.4)","(5.0, 8.6, 7.8)","(9.0, 18.5, 17.690909090909088)","(31.0, 290.0, 116.66666666666667)"
07-01-2023 18:44:55.069680,"(3.7, 6.2, 5.431818181818182)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 19.0)","(6.5, 11.0, 9.4)","(5.0, 8.6, 7.8)","(9.0, 18.5, 17.690909090909088)","(31.0, 290.0, 161.0)"
07-01-2023 18:44:56.227979,"(3.7, 6.2, 5.431818181818182)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 19.0)","(6.5, 11.0, 9.4)","(5.0, 8.6, 7.955555555555556)","(9.0, 18.5, 17.690909090909088)","(31.0, 290.0, 62.44444444444444)"
07-01-2023 18:44:57.380978,"(3.7, 5.7, 5.38)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 19.0)","(6.5, 11.0, 9.4)","(5.0, 8.4, 7.955555555555556)","(9.0, 18.5, 17.690909090909088)","(31.0, 290.0, 62.44444444444444)"
07-01-2023 18:44:58.544766,"(3.7, 5.7, 5.38)","(2.6, 3.3, 3.0999999999999996)","(12.0, 27.0, 24.75)","(11.0, 22.0, 19.0)","(6.5, 11.0, 9.4)","(5.0, 8.4, 7.955555555555556)","(9.0, 18.5, 17.690909090909088)","(31.0, 290.0, 62.44444444444444)"
07-01-2023 18:44:59.686631,"(3.7, 5.7, 5.38)","(2.6, 3.3, 3.0999999999999996)","(12.0, 27.0, 24.75)","(11.0, 22.0, 19.0)","(6.5, 11.0, 9.4)","(5.0, 8.4, 7.955555555555556)","(9.0, 18.5, 17.690909090909088)","(31.0, 290.0, 62.44444444444444)"
07-01-2023 18:45:00.813653,"(3.7, 5.7, 5.38)","(2.6, 3.3, 3.0999999999999996)","(12.0, 27.0, 24.75)","(11.0, 22.0, 19.0)","(6.5, 11.0, 9.4)","(5.0, 8.4, 7.955555555555556)","(9.0, 18.5, 17.690909090909088)","(31.0, 290.0, 62.44444444444444)"
07-01-2023 18:45:01.880780,"(3.7, 5.7, 5.38)","(2.6, 3.3, 3.0999999999999996)","(12.0, 27.0, 24.75)","(11.0, 22.0, 19.0)","(6.5, 11.0, 9.4)","(5.0, 8.4, 7.955555555555556)","(9.0, 18.5, 17.690909090909088)","(31.0, 290.0, 62.44444444444444)"
07-01-2023 18:45:02.895166,"(3.7, 5.7, 5.38)","(2.6, 3.3, 3.0999999999999996)","(12.0, 27.0, 24.75)","(11.0, 22.0, 19.0)","(6.5, 11.0, 9.4)","(5.0, 8.4, 7.955555555555556)","(9.0, 18.5, 17.690909090909088)","(31.0, 290.0, 62.44444444444444)"
07-01-2023 18:45:04.005225,"(3.7, 5.7, 5.38)","(2.6, 3.3, 3.0999999999999996)","(12.0, 27.0, 24.75)","(11.0, 22.0, 19.0)","(6.5, 11.0, 9.4)","(5.0, 8.4, 7.955555555555556)","(9.0, 18.5, 17.690909090909088)","(31.0, 290.0, 62.44444444444444)"
07-01-2023 18:45:05.090387,"(3.7, 5.7, 5.38)","(2.6, 3.3, 3.0999999999999996)","(12.0, 27.0, 24.75)","(11.0, 22.0, 19.0)","(6.5, 11.0, 9.4)","(5.0, 8.4, 7.955555555555556)","(9.0, 18.5, 17.690909090909088)","(31.0, 290.0, 62.44444444444444)"
07-01-2023 18:45:06.177998,"(3.7, 5.7, 5.38)","(2.6, 3.3, 3.0999999999999996)","(12.0, 27.0, 24.75)","(11.0, 22.0, 19.0)","(6.5, 11.0, 9.4)","(5.0, 8.4, 7.955555555555556)","(9.0, 18.5, 17.690909090909088)","(31.0, 290.0, 64.22222222222223)"
07-01-2023 18:45:07.213773,"(3.7, 5.7, 5.38)","(2.6, 3.3, 3.0999999999999996)","(12.0, 27.0, 24.75)","(11.0, 22.0, 19.0)","(6.5, 11.0, 9.4)","(5.0, 8.4, 7.955555555555556)","(9.0, 18.5, 17.690909090909088)","(31.0, 290.0, 64.22222222222223)"
07-01-2023 18:45:08.271920,"(3.7, 5.7, 5.38)","(2.6, 3.3, 3.0999999999999996)","(12.0, 27.0, 24.75)","(11.0, 22.0, 19.0)","(6.5, 11.0, 9.4)","(5.0, 9.0, 8.054545454545455)","(9.0, 18.5, 17.690909090909088)","(31.0, 290.0, 64.22222222222223)"
07-01-2023 18:45:09.290551,"(3.7, 5.7, 5.38)","(2.6, 3.3, 3.1448275862068966)","(12.0, 27.0, 24.75)","(11.0, 22.0, 19.0)","(6.5, 11.0, 9.4)","(5.0, 9.0, 8.054545454545455)","(9.0, 18.5, 17.690909090909088)","(31.0, 290.0, 64.22222222222223)"
07-01-2023 18:45:10.370196,"(3.7, 5.7, 5.38)","(2.6, 3.3, 3.1448275862068966)","(12.0, 27.0, 24.75)","(11.0, 22.0, 19.0)","(6.5, 11.0, 9.4)","(5.0, 9.0, 8.054545454545455)","(9.0, 18.5, 17.690909090909088)","(31.0, 290.0, 64.22222222222223)"
07-01-2023 18:45:11.481585,"(3.7, 5.7, 5.38)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 19.0)","(6.5, 11.0, 9.4)","(5.0, 9.0, 8.181818181818182)","(9.0, 18.5, 17.690909090909088)","(31.0, 290.0, 64.22222222222223)"
07-01-2023 18:45:12.656453,"(3.7, 5.7, 5.38)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 19.0)","(6.5, 11.0, 9.4)","(5.0, 9.2, 8.181818181818182)","(9.0, 18.5, 17.690909090909088)","(31.0, 290.0, 67.77777777777777)"
07-01-2023 18:45:13.882575,"(3.7, 5.7, 5.38)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 19.0)","(6.5, 11.0, 9.4)","(5.0, 9.2, 7.8)","(9.0, 18.5, 17.690909090909088)","(31.0, 290.0, 67.77777777777777)"
07-01-2023 18:45:15.097692,"(3.7, 5.7, 5.38)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 19.0)","(6.5, 11.0, 9.4)","(5.0, 8.6, 7.8)","(9.0, 18.5, 17.906666666666666)","(31.0, 290.0, 67.77777777777777)"
07-01-2023 18:45:16.350635,"(3.7, 5.7, 5.38)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 19.0)","(6.5, 11.0, 9.4)","(5.0, 8.6, 7.8)","(9.0, 18.5, 17.906666666666666)","(31.0, 290.0, 67.77777777777777)"
07-01-2023 18:45:17.565228,"(3.7, 5.7, 5.38)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 19.0)","(6.5, 11.0, 9.4)","(5.0, 8.6, 7.8)","(9.0, 18.5, 17.906666666666666)","(31.0, 290.0, 67.77777777777777)"
07-01-2023 18:45:18.724016,"(3.7, 5.7, 5.38)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 14.0)","(6.5, 11.0, 9.4)","(5.0, 8.6, 7.8)","(9.0, 18.5, 17.906666666666666)","(31.0, 290.0, 67.77777777777777)"
07-01-2023 18:45:19.905380,"(3.7, 5.6, 5.32)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 14.333333333333334)","(6.5, 11.0, 9.4)","(5.0, 8.6, 7.8)","(9.0, 18.5, 12.700000000000001)","(31.0, 290.0, 67.77777777777777)"
07-01-2023 18:45:21.139390,"(3.7, 5.6, 5.32)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 14.333333333333334)","(6.5, 11.0, 9.4)","(5.0, 8.6, 7.8)","(9.0, 18.5, 12.700000000000001)","(31.0, 290.0, 67.77777777777777)"
07-01-2023 18:45:22.224211,"(3.7, 5.6, 5.32)","(2.6, 3.3, 2.9045454545454548)","(12.0, 27.0, 24.75)","(11.0, 22.0, 14.333333333333334)","(6.5, 11.0, 9.4)","(5.0, 8.6, 7.8)","(9.0, 18.5, 12.700000000000001)","(31.0, 290.0, 67.77777777777777)"
