,Velocity Viola,Coco Evie,Shatter,Villain Brand,Go Karts
11-01-2023 21:25:02.653740,"(1.95, 2.2, 2.1722222222222225)","(11.0, 18.0, 13.6875)","(2.5, 3.45, 3.2750000000000004)","(41.0, 75.0, 56.25)","(4.4, 6.4, 5.41578947368421)"
11-01-2023 21:25:03.755261,"(1.95, 2.2, 2.1722222222222225)","(11.0, 18.0, 13.6875)","(2.5, 3.45, 3.2750000000000004)","(41.0, 75.0, 56.25)","(4.4, 6.4, 5.41578947368421)"
11-01-2023 21:25:04.823725,"(1.95, 2.2, 2.1722222222222225)","(11.0, 18.0, 13.704545454545455)","(2.5, 3.45, 3.25)","(41.0, 75.0, 56.25)","(4.4, 6.4, 5.326315789473685)"
11-01-2023 21:25:05.846550,"(1.95, 2.22, 2.18)","(11.0, 18.0, 13.704545454545455)","(2.5, 3.45, 3.25)","(41.0, 75.0, 56.25)","(4.4, 6.4, 5.326315789473685)"
11-01-2023 21:25:06.922342,"(1.95, 2.22, 2.18)","(11.0, 18.0, 13.704545454545455)","(2.5, 3.45, 3.25)","(41.0, 75.0, 56.25)","(4.4, 6.4, 5.326315789473685)"
11-01-2023 21:25:07.981231,"(1.95, 2.22, 2.18)","(11.0, 18.0, 13.704545454545455)","(2.5, 3.45, 3.25)","(41.0, 75.0, 56.25)","(4.4, 6.4, 5.326315789473685)"
11-01-2023 21:25:09.004373,"(1.95, 2.22, 2.17)","(11.0, 18.0, 13.625)","(2.5, 3.45, 3.25)","(41.0, 75.0, 56.25)","(4.4, 6.4, 5.326315789473685)"
11-01-2023 21:25:10.047148,"(1.95, 2.22, 2.1533333333333333)","(11.0, 18.0, 13.625)","(2.5, 3.45, 3.25)","(41.0, 75.0, 55.0)","(4.4, 6.4, 5.326315789473685)"
11-01-2023 21:25:11.118601,"(1.95, 2.22, 2.1533333333333333)","(11.0, 18.0, 13.625)","(2.5, 3.45, 3.25)","(41.0, 70.0, 55.0)","(4.4, 6.4, 5.326315789473685)"
11-01-2023 21:25:12.178334,"(1.95, 2.22, 2.1533333333333333)","(11.0, 18.0, 13.625)","(2.5, 3.45, 3.25)","(41.0, 70.0, 55.0)","(4.4, 6.4, 5.326315789473685)"
11-01-2023 21:25:13.228155,"(1.95, 2.22, 2.1533333333333333)","(11.0, 18.0, 13.625)","(2.5, 3.45, 3.25)","(41.0, 70.0, 55.0)","(4.4, 6.4, 5.326315789473685)"
11-01-2023 21:25:14.318783,"(1.95, 2.22, 2.1533333333333333)","(11.0, 18.0, 13.625)","(2.5, 3.45, 3.25)","(41.0, 70.0, 54.0)","(4.4, 6.4, 5.326315789473685)"
11-01-2023 21:25:15.473428,"(1.95, 2.22, 2.16)","(11.0, 18.0, 13.625)","(2.5, 3.45, 3.2750000000000004)","(41.0, 70.0, 53.75)","(4.4, 6.4, 5.326315789473685)"
11-01-2023 21:25:16.691230,"(1.95, 2.22, 2.145)","(11.0, 18.0, 13.625)","(2.5, 3.45, 3.3333333333333335)","(41.0, 65.0, 53.75)","(4.4, 6.4, 5.455555555555556)"
11-01-2023 21:25:17.866064,"(1.95, 2.2, 2.1314285714285717)","(11.0, 18.0, 13.625)","(2.5, 3.45, 3.225)","(41.0, 65.0, 53.75)","(4.4, 6.4, 5.718918918918919)"
11-01-2023 21:25:18.968477,"(1.95, 2.26, 2.14)","(11.0, 18.0, 13.625)","(2.5, 3.45, 3.21)","(41.0, 65.0, 49.888888888888886)","(4.4, 6.4, 5.172222222222222)"
11-01-2023 21:25:20.025217,"(1.95, 2.24, 2.144)","(12.0, 18.0, 13.625)","(2.5, 3.45, 3.21)","(51.0, 65.0, 51.18181818181818)","(4.6, 6.4, 5.172222222222222)"
11-01-2023 21:25:21.095595,"(1.95, 2.24, 2.144)","(12.0, 18.0, 13.625)","(2.5, 3.45, 3.21)","(51.0, 65.0, 51.18181818181818)","(4.6, 6.4, 5.172222222222222)"
11-01-2023 21:25:22.170991,"(1.95, 2.24, 2.144)","(12.0, 18.0, 13.625)","(2.5, 3.45, 3.21)","(51.0, 65.0, 51.18181818181818)","(4.6, 6.4, 5.172222222222222)"
11-01-2023 21:25:23.231381,"(1.95, 2.24, 2.144)","(12.0, 18.0, 13.625)","(2.5, 3.45, 3.2785714285714285)","(51.0, 65.0, 51.18181818181818)","(4.6, 6.4, 5.2368421052631575)"
11-01-2023 21:25:24.291081,"(1.95, 2.24, 2.12)","(12.0, 18.0, 13.625)","(2.5, 3.45, 3.15)","(51.0, 65.0, 54.14285714285714)","(4.6, 6.4, 5.172222222222222)"
11-01-2023 21:25:25.407550,"(1.95, 2.24, 2.16)","(12.0, 18.0, 13.625)","(2.5, 3.45, 3.2785714285714285)","(51.0, 65.0, 52.333333333333336)","(4.6, 6.4, 5.2368421052631575)"
11-01-2023 21:25:26.486674,"(1.95, 2.24, 2.21)","(12.0, 18.0, 13.625)","(2.5, 3.45, 3.21)","(51.0, 65.0, 51.6)","(4.6, 6.4, 5.266666666666667)"
11-01-2023 21:25:27.451586,"(1.95, 2.24, 2.220714285714286)","(12.0, 18.0, 13.625)","(2.5, 3.45, 3.21)","(51.0, 60.0, 51.6)","(4.6, 6.4, 5.326315789473685)"
11-01-2023 21:25:28.496945,"(1.95, 2.24, 2.205161290322581)","(12.0, 18.0, 13.625)","(2.5, 3.45, 3.2785714285714285)","(51.0, 60.0, 51.6)","(4.6, 6.4, 5.326315789473685)"
11-01-2023 21:25:29.587775,"(1.95, 2.24, 2.205161290322581)","(12.0, 18.0, 13.625)","(2.5, 3.45, 3.340909090909091)","(51.0, 60.0, 50.0)","(4.6, 6.4, 5.326315789473685)"
11-01-2023 21:25:30.572475,"(1.95, 2.24, 2.185)","(12.0, 18.0, 13.625)","(2.5, 3.45, 3.340909090909091)","(51.0, 60.0, 50.0)","(4.6, 6.4, 5.326315789473685)"
11-01-2023 21:25:31.551295,"(1.95, 2.24, 2.185)","(12.0, 18.0, 13.625)","(2.5, 3.45, 3.340909090909091)","(51.0, 60.0, 50.0)","(4.6, 6.4, 5.326315789473685)"
11-01-2023 21:25:32.744232,"(1.95, 2.24, 2.185)","(12.0, 18.0, 13.625)","(2.5, 3.45, 3.340909090909091)","(51.0, 60.0, 50.0)","(4.6, 6.4, 5.32)"
11-01-2023 21:25:33.925514,"(1.95, 2.24, 2.185)","(12.0, 18.0, 13.625)","(2.5, 3.45, 3.340909090909091)","(51.0, 60.0, 50.0)","(4.6, 6.4, 5.32)"
11-01-2023 21:25:35.050151,"(1.95, 2.24, 2.185)","(12.0, 18.0, 13.625)","(2.5, 3.45, 3.340909090909091)","(51.0, 60.0, 50.0)","(4.6, 6.4, 5.32)"
11-01-2023 21:25:36.322207,"(1.95, 2.24, 2.1671428571428573)","(12.0, 18.0, 13.625)","(2.5, 3.45, 3.3375)","(51.0, 60.0, 50.0)","(4.6, 6.4, 5.5473684210526315)"
11-01-2023 21:25:38.030386,"(1.95, 2.18, 2.1671428571428573)","(12.0, 18.0, 13.625)","(2.5, 3.45, 3.3375)","(51.0, 60.0, 50.0)","(4.6, 6.4, 5.55)"
11-01-2023 21:25:39.722788,"(1.95, 2.18, 2.1671428571428573)","(12.0, 18.0, 13.625)","(2.5, 3.45, 3.3375)","(51.0, 60.0, 50.0)","(4.6, 6.4, 5.55)"
11-01-2023 21:25:41.259509,"(1.95, 2.18, 2.1671428571428573)","(12.0, 18.0, 13.625)","(2.5, 3.45, 3.3375)","(51.0, 60.0, 50.0)","(4.6, 6.4, 5.55)"
11-01-2023 21:25:42.588486,"(1.95, 2.18, 2.1671428571428573)","(12.0, 18.0, 13.625)","(2.5, 3.45, 3.3375)","(51.0, 60.0, 50.0)","(4.6, 6.4, 5.55)"
11-01-2023 21:25:44.025537,"(1.95, 2.18, 2.16)","(12.0, 18.0, 13.625)","(2.5, 3.45, 3.3)","(51.0, 60.0, 48.333333333333336)","(4.6, 6.4, 5.55)"
11-01-2023 21:25:45.070753,"(1.95, 2.18, 2.16)","(12.0, 18.0, 13.625)","(2.5, 3.45, 3.3)","(51.0, 60.0, 48.25)","(4.6, 6.4, 5.644444444444444)"
11-01-2023 21:25:46.165710,"(1.95, 2.18, 2.13)","(12.0, 18.0, 13.625)","(2.5, 3.45, 3.325)","(51.0, 55.0, 46.85714285714286)","(4.6, 6.4, 5.644444444444444)"
11-01-2023 21:25:47.249667,"(1.95, 2.18, 2.13)","(12.0, 18.0, 13.704545454545455)","(2.5, 3.45, 3.325)","(51.0, 55.0, 42.25)","(4.6, 6.4, 5.644444444444444)"
11-01-2023 21:25:48.397301,"(1.95, 2.18, 2.13)","(12.0, 18.0, 13.704545454545455)","(2.5, 3.45, 3.325)","(51.0, 55.0, 45.5)","(4.6, 6.4, 5.644444444444444)"
11-01-2023 21:25:49.376446,"(1.95, 2.18, 2.13)","(12.0, 18.0, 13.704545454545455)","(2.5, 3.45, 3.2375000000000003)","(51.0, 55.0, 43.125)","(4.6, 6.4, 5.472727272727273)"
11-01-2023 21:25:50.395335,"(1.95, 2.24, 2.234666666666667)","(12.0, 18.0, 13.704545454545455)","(2.5, 3.45, 3.1666666666666665)","(51.0, 55.0, 46.5)","(4.6, 6.4, 5.5052631578947375)"
11-01-2023 21:25:51.486193,"(1.95, 2.2, 2.196)","(12.0, 18.0, 13.704545454545455)","(2.5, 3.45, 3.181578947368421)","(51.0, 50.0, 43.0)","(4.6, 6.4, 5.55)"
11-01-2023 21:25:52.614915,"(1.95, 2.2, 2.1854545454545455)","(12.0, 18.0, 14.166666666666666)","(2.5, 3.45, 3.2071428571428573)","(51.0, 50.0, 43.0)","(4.6, 6.4, 5.5052631578947375)"
11-01-2023 21:25:53.443978,"(1.95, 2.22, 2.182105263157895)","(12.0, 17.5, 14.166666666666666)","(2.5, 3.45, 3.2071428571428573)","(51.0, 50.0, 43.0)","(4.6, 6.4, 5.5052631578947375)"
11-01-2023 21:25:54.356941,"(1.95, 2.22, 2.182105263157895)","(12.0, 17.0, 14.375)","(2.5, 3.45, 3.3214285714285716)","(51.0, 50.0, 40.8)","(4.6, 6.4, 5.594736842105263)"
11-01-2023 21:25:55.290344,"(1.95, 2.22, 2.1750000000000003)","(12.0, 17.0, 14.375)","(2.5, 3.45, 3.3214285714285716)","(51.0, 48.0, 40.8)","(4.6, 6.4, 5.594736842105263)"
11-01-2023 21:25:56.276381,"(1.95, 2.22, 2.1685714285714286)","(12.0, 17.0, 14.375)","(2.5, 3.45, 3.3000000000000003)","(51.0, 48.0, 40.8)","(4.6, 6.4, 5.644444444444444)"
11-01-2023 21:25:57.176020,"(1.95, 2.2, 2.166666666666667)","(12.0, 17.0, 14.375)","(2.5, 3.45, 3.3000000000000003)","(51.0, 48.0, 40.8)","(4.6, 6.4, 5.927777777777778)"
11-01-2023 21:25:58.018005,"(1.95, 2.16, 2.13)","(12.0, 17.0, 14.9)","(2.5, 3.45, 3.375)","(51.0, 48.0, 40.8)","(4.6, 6.4, 5.927777777777778)"
11-01-2023 21:25:59.051582,"(1.95, 2.16, 2.13)","(12.0, 17.0, 13.791666666666666)","(2.5, 3.45, 3.375)","(51.0, 48.0, 38.666666666666664)","(4.6, 6.4, 5.933333333333334)"
11-01-2023 21:26:00.033929,"(1.95, 2.16, 2.13)","(12.0, 17.0, 13.791666666666666)","(2.5, 3.45, 3.375)","(51.0, 48.0, 38.666666666666664)","(4.6, 6.4, 5.933333333333334)"
11-01-2023 21:26:00.986519,"(1.95, 2.16, 2.13)","(12.0, 17.0, 13.791666666666666)","(2.5, 3.45, 3.375)","(51.0, 48.0, 38.666666666666664)","(4.6, 6.4, 5.933333333333334)"
11-01-2023 21:26:01.877474,"(1.95, 2.16, 2.13)","(12.0, 17.0, 13.791666666666666)","(2.5, 3.45, 3.375)","(51.0, 48.0, 38.666666666666664)","(4.6, 6.4, 5.933333333333334)"
11-01-2023 21:26:02.806480,"(1.95, 2.16, 2.13)","(12.0, 17.0, 13.791666666666666)","(2.5, 3.45, 3.375)","(51.0, 48.0, 47.14285714285714)","(4.6, 6.4, 5.933333333333334)"
11-01-2023 21:26:03.788656,"(1.95, 2.16, 2.13)","(12.0, 17.0, 13.791666666666666)","(2.5, 3.45, 3.375)","(51.0, 48.0, 47.14285714285714)","(4.6, 6.4, 5.933333333333334)"
11-01-2023 21:26:04.760022,"(1.95, 2.2, 2.1500000000000004)","(12.0, 17.0, 13.652173913043478)","(2.5, 3.45, 3.325)","(51.0, 48.0, 47.14285714285714)","(4.6, 6.4, 6.105263157894737)"
11-01-2023 21:26:05.683406,"(1.95, 2.2, 2.1500000000000004)","(12.0, 17.0, 13.652173913043478)","(2.5, 3.45, 3.325)","(51.0, 48.0, 47.14285714285714)","(4.6, 6.4, 6.11764705882353)"
11-01-2023 21:26:06.502954,"(1.95, 2.2, 2.1500000000000004)","(12.0, 17.0, 13.652173913043478)","(2.5, 3.45, 3.325)","(51.0, 48.0, 47.14285714285714)","(4.6, 6.4, 6.11764705882353)"
11-01-2023 21:26:07.513021,"(1.95, 2.2, 2.1500000000000004)","(12.0, 17.0, 13.652173913043478)","(2.5, 3.45, 3.325)","(51.0, 48.0, 47.14285714285714)","(4.6, 6.4, 6.11764705882353)"
11-01-2023 21:26:08.521106,"(1.95, 2.2, 2.1500000000000004)","(12.0, 17.0, 13.652173913043478)","(2.5, 3.45, 3.325)","(51.0, 48.0, 47.25)","(4.6, 6.4, 6.11764705882353)"
11-01-2023 21:26:09.453793,"(1.95, 2.2, 2.1500000000000004)","(12.0, 17.0, 13.652173913043478)","(2.5, 3.45, 3.325)","(51.0, 48.0, 47.25)","(4.6, 6.4, 6.11764705882353)"
11-01-2023 21:26:10.410331,"(1.95, 2.2, 2.1545454545454548)","(12.0, 17.0, 13.652173913043478)","(2.5, 3.45, 3.325)","(51.0, 48.0, 47.25)","(4.6, 6.4, 6.11764705882353)"
11-01-2023 21:26:11.317450,"(1.95, 2.24, 2.230666666666667)","(12.0, 17.0, 13.652173913043478)","(2.5, 3.45, 3.3333333333333335)","(51.0, 48.0, 47.25)","(4.6, 6.4, 6.0)"
11-01-2023 21:26:12.225403,"(1.95, 2.24, 2.1793333333333336)","(12.0, 17.0, 13.652173913043478)","(2.5, 3.45, 3.3916666666666666)","(51.0, 48.0, 47.25)","(4.6, 6.4, 6.0)"
11-01-2023 21:26:13.162360,"(1.95, 2.24, 2.1793333333333336)","(12.0, 17.0, 13.652173913043478)","(2.5, 3.45, 3.3916666666666666)","(51.0, 48.0, 47.14285714285714)","(4.6, 6.4, 6.0)"
11-01-2023 21:26:14.054913,"(1.95, 2.24, 2.1793333333333336)","(12.0, 17.0, 13.652173913043478)","(2.5, 3.45, 3.3857142857142857)","(51.0, 48.0, 47.14285714285714)","(4.6, 6.4, 6.0)"
11-01-2023 21:26:14.900304,"(1.95, 2.24, 2.1793333333333336)","(12.0, 17.0, 13.652173913043478)","(2.5, 3.45, 3.3857142857142857)","(41.0, 48.0, 47.14285714285714)","(4.6, 6.4, 6.0)"
11-01-2023 21:26:15.782789,"(1.95, 2.24, 2.1793333333333336)","(12.0, 17.0, 13.652173913043478)","(2.5, 3.45, 3.3857142857142857)","(41.0, 48.0, 47.14285714285714)","(4.6, 6.4, 6.0)"
11-01-2023 21:26:16.704616,"(1.95, 2.24, 2.1793333333333336)","(12.0, 17.0, 13.652173913043478)","(2.5, 3.45, 3.4000000000000004)","(41.0, 48.0, 40.5)","(4.6, 6.4, 6.0)"
11-01-2023 21:26:17.615221,"(1.95, 2.24, 2.1793333333333336)","(12.0, 17.0, 13.652173913043478)","(2.5, 3.45, 3.4000000000000004)","(41.0, 48.0, 44.4)","(4.6, 6.4, 6.166666666666667)"
11-01-2023 21:26:18.563614,"(1.95, 2.24, 2.18)","(12.0, 17.0, 13.652173913043478)","(2.5, 3.45, 3.39)","(41.0, 48.0, 44.4)","(4.6, 6.4, 6.166666666666667)"
11-01-2023 21:26:19.525469,"(1.95, 2.2, 2.1333333333333333)","(12.0, 17.0, 13.634615384615385)","(2.5, 3.45, 3.4125)","(41.0, 48.0, 44.4)","(4.6, 7.6, 7.333333333333333)"
11-01-2023 21:26:20.533556,"(1.95, 2.2, 2.1470588235294117)","(12.0, 17.0, 13.634615384615385)","(2.5, 3.45, 3.39)","(41.0, 48.0, 44.4)","(4.6, 7.6, 7.333333333333333)"
11-01-2023 21:26:21.454283,"(1.95, 2.2, 2.1470588235294117)","(12.0, 17.0, 13.634615384615385)","(2.5, 3.45, 3.39)","(41.0, 48.0, 44.4)","(4.6, 7.6, 7.333333333333333)"
11-01-2023 21:26:22.416798,"(1.95, 2.2, 2.1470588235294117)","(12.0, 17.0, 13.634615384615385)","(2.5, 3.45, 3.39)","(41.0, 48.0, 44.4)","(4.6, 7.6, 7.333333333333333)"
11-01-2023 21:26:23.532176,"(1.95, 2.2, 2.1470588235294117)","(12.0, 17.0, 13.634615384615385)","(2.5, 3.5, 3.3833333333333333)","(41.0, 48.0, 44.4)","(4.6, 7.6, 7.3999999999999995)"
11-01-2023 21:26:24.512508,"(1.95, 2.2, 2.1470588235294117)","(12.0, 17.0, 13.634615384615385)","(2.5, 3.45, 3.4071428571428575)","(41.0, 48.0, 41.53846153846154)","(4.6, 7.6, 7.3999999999999995)"
11-01-2023 21:26:25.660554,"(1.95, 2.2, 2.166666666666667)","(12.0, 17.0, 13.634615384615385)","(2.5, 3.5, 3.3909090909090907)","(41.0, 48.0, 41.53846153846154)","(4.6, 7.6, 7.3999999999999995)"
11-01-2023 21:26:26.636728,"(1.95, 2.16, 2.1350000000000002)","(12.0, 17.0, 13.634615384615385)","(2.5, 3.5, 3.3909090909090907)","(41.0, 48.0, 44.0)","(4.6, 7.6, 7.3999999999999995)"
11-01-2023 21:26:27.608914,"(1.95, 2.16, 2.128)","(12.0, 17.0, 13.634615384615385)","(2.5, 3.5, 3.3909090909090907)","(41.0, 48.0, 44.0)","(4.6, 7.6, 7.3999999999999995)"
11-01-2023 21:26:28.580259,"(1.95, 2.16, 2.128)","(12.0, 17.0, 13.634615384615385)","(2.5, 3.5, 3.3909090909090907)","(41.0, 48.0, 44.0)","(4.6, 7.6, 7.3999999999999995)"
11-01-2023 21:26:29.671416,"(1.95, 2.16, 2.128)","(12.0, 17.0, 13.634615384615385)","(2.5, 3.5, 3.3909090909090907)","(41.0, 48.0, 44.0)","(4.6, 7.6, 7.3999999999999995)"
11-01-2023 21:26:30.644517,"(1.95, 2.16, 2.128)","(12.0, 17.0, 13.634615384615385)","(2.5, 3.5, 3.3909090909090907)","(41.0, 48.0, 44.0)","(4.6, 7.6, 7.3999999999999995)"
11-01-2023 21:26:31.496471,"(1.95, 2.16, 2.128)","(12.0, 17.0, 13.634615384615385)","(2.5, 3.5, 3.242857142857143)","(41.0, 48.0, 44.0)","(4.6, 7.6, 6.3999999999999995)"
11-01-2023 21:26:32.405326,"(1.95, 2.24, 2.208888888888889)","(12.0, 17.0, 13.652173913043478)","(2.5, 3.45, 3.397777777777778)","(41.0, 48.0, 44.0)","(4.6, 7.6, 7.175000000000001)"
11-01-2023 21:26:33.460260,"(1.95, 2.28, 2.2399999999999998)","(12.0, 17.0, 13.652173913043478)","(2.5, 3.5, 3.4054545454545453)","(41.0, 48.0, 44.0)","(4.6, 7.4, 6.833333333333334)"
11-01-2023 21:26:34.452993,"(1.95, 2.26, 2.2359999999999998)","(12.0, 17.0, 13.652173913043478)","(2.5, 3.5, 3.3)","(41.0, 48.0, 42.857142857142854)","(4.6, 7.4, 6.811538461538461)"
11-01-2023 21:26:35.444662,"(1.95, 2.26, 2.1738461538461538)","(12.0, 17.0, 13.652173913043478)","(2.5, 3.5, 3.3)","(41.0, 48.0, 45.0)","(4.6, 7.4, 5.933333333333334)"
11-01-2023 21:26:36.255252,"(1.95, 2.26, 2.1738461538461538)","(12.0, 17.0, 13.857142857142858)","(2.5, 3.5, 3.3)","(41.0, 48.0, 45.0)","(4.6, 7.4, 5.933333333333334)"
11-01-2023 21:26:37.167565,"(1.95, 2.26, 2.1738461538461538)","(12.0, 16.0, 15.25)","(2.5, 3.5, 3.3392857142857144)","(41.0, 48.0, 45.0)","(4.6, 7.4, 6.142857142857142)"
11-01-2023 21:26:38.094431,"(1.95, 2.18, 2.1436363636363636)","(12.0, 16.0, 15.25)","(2.5, 3.5, 3.3977272727272725)","(41.0, 48.0, 45.42857142857143)","(4.6, 7.4, 5.984615384615385)"
11-01-2023 21:26:39.013486,"(1.95, 2.18, 2.1436363636363636)","(12.0, 16.0, 15.25)","(2.5, 3.5, 3.455)","(41.0, 48.0, 45.42857142857143)","(4.6, 7.4, 5.984615384615385)"
11-01-2023 21:26:39.867661,"(1.95, 2.18, 2.1514285714285717)","(12.0, 16.0, 15.25)","(2.5, 3.5, 3.455)","(41.0, 48.0, 45.42857142857143)","(4.6, 7.4, 5.984615384615385)"
11-01-2023 21:26:40.706487,"(1.95, 2.18, 2.1436363636363636)","(12.0, 16.0, 15.25)","(2.5, 3.5, 3.455)","(41.0, 48.0, 45.42857142857143)","(4.6, 7.4, 5.984615384615385)"
11-01-2023 21:26:41.659776,"(1.95, 2.18, 2.1436363636363636)","(12.0, 16.0, 15.25)","(2.5, 3.5, 3.46)","(41.0, 48.0, 45.42857142857143)","(4.6, 7.4, 5.984615384615385)"
11-01-2023 21:26:42.570651,"(1.95, 2.18, 2.1436363636363636)","(12.0, 16.0, 15.25)","(2.5, 3.5, 3.2666666666666666)","(41.0, 48.0, 45.42857142857143)","(4.6, 7.4, 5.984615384615385)"
11-01-2023 21:26:43.505119,"(1.95, 2.18, 2.1436363636363636)","(12.0, 16.0, 15.25)","(2.5, 3.5, 3.4571428571428573)","(41.0, 48.0, 45.6)","(4.6, 7.4, 6.551515151515152)"
11-01-2023 21:26:44.409169,"(1.95, 2.26, 2.16)","(12.0, 16.0, 15.25)","(2.5, 3.5, 3.1999999999999997)","(41.0, 48.0, 45.6)","(4.6, 7.4, 6.551515151515152)"
11-01-2023 21:26:45.327238,"(1.95, 2.22, 2.16)","(12.0, 16.0, 15.25)","(2.5, 3.5, 3.1999999999999997)","(41.0, 48.0, 45.6)","(4.6, 7.4, 6.551515151515152)"
11-01-2023 21:26:46.470516,"(1.95, 2.22, 2.16)","(12.0, 16.0, 15.25)","(2.5, 3.5, 3.1818181818181817)","(41.0, 48.0, 45.6)","(4.6, 7.4, 6.551515151515152)"
11-01-2023 21:26:47.480340,"(1.95, 2.22, 2.16)","(12.0, 16.0, 15.25)","(2.5, 3.5, 3.1675)","(41.0, 48.0, 45.6)","(4.6, 7.4, 6.574358974358974)"
11-01-2023 21:26:48.686543,"(1.95, 2.22, 2.16)","(12.0, 16.0, 13.75)","(2.5, 3.5, 3.234)","(41.0, 48.0, 45.6)","(4.6, 7.4, 6.622222222222223)"
11-01-2023 21:26:49.577086,"(1.95, 2.22, 2.16)","(12.0, 16.0, 13.75)","(2.5, 3.5, 3.234)","(41.0, 48.0, 45.6)","(4.6, 7.4, 6.658823529411765)"
11-01-2023 21:26:50.866196,"(1.95, 2.22, 2.202857142857143)","(12.0, 16.0, 13.75)","(2.5, 3.5, 3.2150000000000003)","(41.0, 48.0, 45.6)","(4.6, 7.4, 6.6000000000000005)"
11-01-2023 21:26:52.006393,"(1.95, 2.22, 2.202857142857143)","(12.0, 16.0, 13.28125)","(2.5, 3.5, 3.2078947368421056)","(41.0, 48.0, 45.6)","(4.6, 7.4, 6.6000000000000005)"
11-01-2023 21:26:53.101277,"(1.95, 2.22, 2.145)","(12.0, 16.0, 13.28125)","(2.5, 3.5, 3.207317073170732)","(41.0, 48.0, 45.6)","(4.6, 7.4, 6.548387096774194)"
11-01-2023 21:26:54.276766,"(1.95, 2.22, 2.145)","(12.0, 16.0, 13.28125)","(2.5, 3.5, 3.207317073170732)","(41.0, 48.0, 45.6)","(4.6, 7.4, 6.6000000000000005)"
11-01-2023 21:26:55.662207,"(1.95, 2.2, 2.1350000000000002)","(12.0, 16.0, 13.28125)","(2.5, 3.5, 3.2150000000000003)","(41.0, 48.0, 45.6)","(4.6, 7.4, 6.703225806451613)"
11-01-2023 21:26:56.923952,"(1.95, 2.18, 2.1145454545454547)","(12.0, 16.0, 13.28125)","(2.5, 3.5, 3.22)","(41.0, 48.0, 45.6)","(4.6, 7.4, 6.615384615384616)"
11-01-2023 21:26:58.034380,"(1.95, 2.18, 2.1036363636363635)","(12.0, 16.0, 13.28125)","(2.5, 3.5, 3.22)","(41.0, 48.0, 44.4)","(4.6, 7.4, 6.550000000000001)"
11-01-2023 21:26:58.919195,"(1.95, 2.16, 2.1)","(12.0, 16.0, 13.28125)","(2.5, 3.5, 3.22)","(41.0, 48.0, 44.4)","(4.6, 7.4, 6.627272727272728)"
11-01-2023 21:26:59.900814,"(1.95, 2.16, 2.0828571428571427)","(12.0, 16.0, 13.28125)","(2.5, 3.5, 3.2078947368421056)","(41.0, 48.0, 45.23076923076923)","(4.6, 7.4, 6.627272727272728)"
11-01-2023 21:27:00.906076,"(1.95, 2.16, 2.086923076923077)","(12.0, 16.0, 13.28125)","(2.5, 3.5, 3.4128205128205127)","(41.0, 48.0, 45.23076923076923)","(4.6, 7.4, 6.6000000000000005)"
11-01-2023 21:27:01.952844,"(1.95, 2.16, 2.086923076923077)","(12.0, 16.0, 13.28125)","(2.5, 3.5, 3.4128205128205127)","(41.0, 48.0, 45.6)","(4.6, 7.4, 6.6000000000000005)"
11-01-2023 21:27:02.914010,"(1.95, 2.16, 2.084137931034483)","(12.0, 16.0, 13.28125)","(2.5, 3.5, 3.4128205128205127)","(41.0, 48.0, 45.6)","(4.6, 7.4, 6.6000000000000005)"
11-01-2023 21:27:03.914653,"(1.95, 2.16, 2.084137931034483)","(12.0, 16.0, 13.28125)","(2.5, 3.5, 3.4128205128205127)","(41.0, 48.0, 45.6)","(4.6, 7.4, 6.65)"
11-01-2023 21:27:04.930459,"(1.95, 2.16, 2.084137931034483)","(12.0, 16.0, 13.28125)","(2.5, 3.5, 3.4128205128205127)","(41.0, 48.0, 45.0)","(4.6, 7.4, 6.828571428571429)"
11-01-2023 21:27:06.001458,"(1.95, 2.14, 2.106666666666667)","(12.0, 16.0, 13.28125)","(2.5, 3.5, 3.4128205128205127)","(41.0, 48.0, 45.0)","(4.6, 7.4, 6.828571428571429)"
11-01-2023 21:27:07.020197,"(1.95, 2.14, 2.0973333333333333)","(12.0, 16.0, 13.28125)","(2.5, 3.5, 3.4128205128205127)","(41.0, 48.0, 45.0)","(4.6, 7.4, 6.854545454545455)"
11-01-2023 21:27:07.956394,"(1.95, 2.14, 2.1044444444444443)","(12.0, 16.0, 13.28125)","(2.5, 3.5, 3.209677419354839)","(41.0, 48.0, 45.0)","(4.6, 7.4, 6.854545454545455)"
11-01-2023 21:27:08.876110,"(1.95, 2.14, 2.081818181818182)","(12.0, 16.0, 13.28125)","(2.5, 3.5, 3.246153846153846)","(41.0, 48.0, 45.0)","(4.6, 7.4, 6.854545454545455)"
11-01-2023 21:27:09.940426,"(1.95, 2.14, 2.044)","(12.0, 16.0, 13.28125)","(2.5, 3.5, 3.246153846153846)","(41.0, 48.0, 45.0)","(4.6, 7.4, 7.2153846153846155)"
11-01-2023 21:27:11.038394,"(1.95, 2.12, 2.0700000000000003)","(12.0, 16.0, 13.28125)","(2.5, 3.5, 3.361764705882353)","(41.0, 48.0, 40.8)","(4.6, 7.4, 7.2153846153846155)"
11-01-2023 21:27:12.051883,"(1.95, 2.12, 2.095)","(12.0, 16.0, 13.28125)","(2.5, 3.45, 3.361764705882353)","(41.0, 48.0, 42.666666666666664)","(4.6, 7.4, 7.2153846153846155)"
