,Bruce Almighty,Im Full On,Chilli Cherry,Little Wilma,Safety Sam,Two Suns,Wiradjuri Queen,Riley Casey
05-01-2023 16:20:28.492578,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 60.0, 32.36363636363636)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.3, 3.297142857142857)","(3.7, 6.8, 6.625)"
05-01-2023 16:20:29.520027,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 60.0, 32.36363636363636)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.3, 3.297142857142857)","(3.7, 6.8, 6.625)"
05-01-2023 16:20:30.503137,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 60.0, 32.36363636363636)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.3, 3.297142857142857)","(3.7, 6.8, 6.625)"
05-01-2023 16:20:31.474854,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 60.0, 32.36363636363636)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.3, 3.297142857142857)","(3.7, 6.8, 6.61875)"
05-01-2023 16:20:32.543037,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 60.0, 32.36363636363636)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.3, 3.297142857142857)","(3.7, 6.8, 6.61875)"
05-01-2023 16:20:33.598048,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 60.0, 32.36363636363636)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.3, 3.297142857142857)","(3.7, 6.8, 6.23)"
05-01-2023 16:20:34.686971,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 60.0, 32.36363636363636)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.3, 3.297142857142857)","(3.7, 6.8, 6.23)"
05-01-2023 16:20:35.739966,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 60.0, 32.36363636363636)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.3, 3.297142857142857)","(3.7, 6.8, 6.23)"
05-01-2023 16:20:36.771439,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 60.0, 32.36363636363636)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.3, 3.297142857142857)","(3.7, 6.8, 6.23)"
05-01-2023 16:20:37.762647,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 60.0, 32.36363636363636)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.3, 3.297142857142857)","(3.7, 6.8, 6.23)"
05-01-2023 16:20:38.858092,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 60.0, 32.36363636363636)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.3, 3.297142857142857)","(3.7, 6.8, 6.23)"
05-01-2023 16:20:39.962532,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 60.0, 32.36363636363636)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.3, 3.297142857142857)","(3.7, 6.8, 6.23)"
05-01-2023 16:20:41.125992,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 60.0, 32.36363636363636)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.3, 3.297142857142857)","(3.7, 6.8, 6.23)"
05-01-2023 16:20:42.238911,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 60.0, 32.36363636363636)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.3, 3.297142857142857)","(3.7, 6.8, 6.23)"
05-01-2023 16:20:43.323214,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 60.0, 32.36363636363636)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.3, 3.297142857142857)","(3.7, 6.8, 6.23)"
05-01-2023 16:20:44.403798,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 60.0, 32.36363636363636)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.3, 3.297142857142857)","(3.7, 6.8, 6.23)"
05-01-2023 16:20:45.428955,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 60.0, 32.36363636363636)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.3, 3.297142857142857)","(3.7, 6.8, 6.23)"
05-01-2023 16:20:46.500898,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 60.0, 32.36363636363636)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.3, 3.297142857142857)","(3.7, 6.8, 6.23)"
05-01-2023 16:20:47.609555,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 60.0, 32.36363636363636)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.3, 3.297142857142857)","(3.7, 6.8, 6.23)"
05-01-2023 16:20:48.666392,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 60.0, 32.36363636363636)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.3, 3.297142857142857)","(3.7, 6.8, 6.23)"
05-01-2023 16:20:49.739461,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 60.0, 32.36363636363636)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.3, 3.297142857142857)","(3.7, 6.8, 6.23)"
05-01-2023 16:20:50.865472,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 60.0, 34.375)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.3, 3.64)","(3.7, 6.8, 6.23)"
05-01-2023 16:20:51.963007,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 55.0, 34.375)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.2, 3.9777777777777774)","(3.7, 6.8, 6.23)"
05-01-2023 16:20:53.011524,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 55.0, 34.375)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.23)"
05-01-2023 16:20:54.100733,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 55.0, 34.375)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.23)"
05-01-2023 16:20:55.127053,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 55.0, 34.375)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.23)"
05-01-2023 16:20:56.220703,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 55.0, 32.36363636363636)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.625)"
05-01-2023 16:20:57.301467,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 60.0, 32.36363636363636)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.625)"
05-01-2023 16:20:58.395666,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 60.0, 36.25)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.625)"
05-01-2023 16:20:59.512152,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 60.0, 36.25)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.625)"
05-01-2023 16:21:00.663342,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 60.0, 36.25)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.625)"
05-01-2023 16:21:01.781290,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 60.0, 32.36363636363636)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.625)"
05-01-2023 16:21:02.842777,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 60.0, 32.36363636363636)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.625)"
05-01-2023 16:21:03.862477,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 60.0, 32.36363636363636)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.625)"
05-01-2023 16:21:04.889796,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 60.0, 32.36363636363636)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.625)"
05-01-2023 16:21:05.933542,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 60.0, 32.36363636363636)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.625)"
05-01-2023 16:21:07.018725,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 60.0, 32.36363636363636)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.625)"
05-01-2023 16:21:08.155731,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 60.0, 32.36363636363636)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.625)"
05-01-2023 16:21:09.271783,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 60.0, 32.36363636363636)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.625)"
05-01-2023 16:21:10.392771,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 60.0, 32.36363636363636)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.625)"
05-01-2023 16:21:11.480894,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 60.0, 32.36363636363636)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.5928571428571425)"
05-01-2023 16:21:12.559480,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 60.0, 32.36363636363636)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.61875)"
05-01-2023 16:21:13.515794,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 60.0, 32.36363636363636)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.61875)"
05-01-2023 16:21:14.609305,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 60.0, 32.36363636363636)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.23)"
05-01-2023 16:21:15.639025,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 60.0, 32.36363636363636)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.23)"
05-01-2023 16:21:16.761794,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 188.22222222222223)","(4.6, 7.0, 6.52)","(20.0, 60.0, 32.36363636363636)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.23)"
05-01-2023 16:21:17.873836,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 188.22222222222223)","(4.6, 7.0, 6.52)","(20.0, 60.0, 32.36363636363636)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.23)"
05-01-2023 16:21:18.901508,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 188.22222222222223)","(4.6, 7.0, 6.52)","(20.0, 60.0, 32.36363636363636)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.23)"
05-01-2023 16:21:19.886505,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 188.22222222222223)","(4.6, 7.0, 6.52)","(20.0, 60.0, 32.36363636363636)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.23)"
05-01-2023 16:21:20.943847,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 188.22222222222223)","(4.6, 7.0, 6.52)","(20.0, 60.0, 34.375)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.23)"
05-01-2023 16:21:21.984841,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 188.22222222222223)","(4.6, 7.0, 6.52)","(20.0, 55.0, 31.0)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.23)"
05-01-2023 16:21:23.092449,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 188.22222222222223)","(4.6, 7.0, 6.52)","(20.0, 55.0, 31.0)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.23)"
05-01-2023 16:21:24.146686,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 188.22222222222223)","(4.6, 7.0, 6.52)","(20.0, 55.0, 31.0)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.23)"
05-01-2023 16:21:25.250482,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 188.22222222222223)","(4.6, 7.0, 6.52)","(20.0, 55.0, 31.0)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.23)"
05-01-2023 16:21:26.309294,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 188.22222222222223)","(4.6, 7.0, 6.52)","(20.0, 55.0, 31.0)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.23)"
05-01-2023 16:21:27.372694,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 55.0, 31.0)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.23)"
05-01-2023 16:21:28.445561,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 55.0, 31.0)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.23)"
05-01-2023 16:21:29.515446,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 55.0, 31.0)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.23)"
05-01-2023 16:21:30.578178,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 55.0, 31.0)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.23)"
05-01-2023 16:21:31.710873,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 55.0, 31.0)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.23)"
05-01-2023 16:21:32.848291,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 55.0, 31.0)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.23)"
05-01-2023 16:21:34.014406,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 55.0, 31.0)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.23)"
05-01-2023 16:21:35.154779,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 55.0, 31.0)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.23)"
05-01-2023 16:21:36.295874,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 55.0, 31.0)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.6)"
05-01-2023 16:21:37.422669,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 55.0, 31.0)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.625)"
05-01-2023 16:21:38.545089,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 55.0, 31.0)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.625)"
05-01-2023 16:21:39.669732,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 55.0, 31.0)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.625)"
05-01-2023 16:21:40.786198,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 55.0, 31.0)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.625)"
05-01-2023 16:21:41.788338,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 55.0, 31.0)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.625)"
05-01-2023 16:21:42.825759,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 55.0, 31.0)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.625)"
05-01-2023 16:21:43.864697,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 55.0, 31.0)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.625)"
05-01-2023 16:21:45.008581,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 55.0, 31.0)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.625)"
05-01-2023 16:21:46.090913,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 55.0, 31.0)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 5.866666666666666)"
05-01-2023 16:21:47.242460,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 50.0, 29.636363636363637)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.23)"
05-01-2023 16:21:48.333294,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 50.0, 29.636363636363637)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.23)"
05-01-2023 16:21:49.361078,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 50.0, 29.636363636363637)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.23)"
05-01-2023 16:21:50.311382,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 50.0, 29.636363636363637)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.23)"
05-01-2023 16:21:51.340321,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 50.0, 29.636363636363637)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.23)"
05-01-2023 16:21:52.343922,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 50.0, 29.636363636363637)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.23)"
05-01-2023 16:21:53.414695,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 50.0, 29.636363636363637)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.23)"
05-01-2023 16:21:54.491571,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 50.0, 29.636363636363637)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.23)"
05-01-2023 16:21:55.541343,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 50.0, 29.636363636363637)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.23)"
05-01-2023 16:21:56.528473,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 50.0, 29.636363636363637)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.23)"
