,Bruce Almighty,Im Full On,Chilli Cherry,Little Wilma,Safety Sam,Two Suns,Wiradjuri Queen,Riley Casey
05-01-2023 16:27:58.567475,"(3.1, 3.45, 3.2785714285714285)","(51.0, 230.0, 147.33333333333334)","(4.6, 6.6, 6.328571428571428)","(20.0, 50.0, 43.0)","(41.0, 230.0, 72.28571428571428)","(31.0, 90.0, 78.54545454545455)","(2.7, 4.2, 3.588888888888889)","(3.7, 7.4, 6.291304347826087)"
05-01-2023 16:27:59.674960,"(3.1, 3.45, 3.2785714285714285)","(51.0, 230.0, 147.33333333333334)","(4.6, 6.6, 6.328571428571428)","(20.0, 50.0, 43.0)","(41.0, 230.0, 72.28571428571428)","(31.0, 90.0, 78.54545454545455)","(2.7, 4.2, 3.54375)","(3.7, 7.4, 6.291304347826087)"
05-01-2023 16:28:00.764880,"(3.1, 3.45, 3.2785714285714285)","(51.0, 230.0, 147.33333333333334)","(4.6, 6.6, 6.328571428571428)","(20.0, 50.0, 43.0)","(41.0, 230.0, 72.28571428571428)","(31.0, 90.0, 78.54545454545455)","(2.7, 4.2, 3.54375)","(3.7, 7.4, 6.291304347826087)"
05-01-2023 16:28:01.916710,"(3.1, 3.45, 3.2785714285714285)","(51.0, 230.0, 147.33333333333334)","(4.6, 6.6, 5.9)","(20.0, 50.0, 43.0)","(41.0, 230.0, 72.28571428571428)","(31.0, 90.0, 78.54545454545455)","(2.7, 4.2, 3.561111111111111)","(3.7, 7.4, 6.291304347826087)"
05-01-2023 16:28:03.201246,"(3.1, 3.45, 3.2785714285714285)","(51.0, 230.0, 147.33333333333334)","(4.6, 6.6, 5.454545454545454)","(20.0, 50.0, 43.0)","(41.0, 230.0, 72.28571428571428)","(31.0, 90.0, 78.54545454545455)","(2.7, 4.2, 3.54375)","(3.7, 7.4, 6.291304347826087)"
05-01-2023 16:28:04.379214,"(3.1, 3.45, 3.2785714285714285)","(51.0, 230.0, 147.33333333333334)","(4.6, 6.6, 5.454545454545454)","(20.0, 50.0, 43.0)","(41.0, 230.0, 72.28571428571428)","(31.0, 90.0, 78.54545454545455)","(2.7, 4.2, 3.54375)","(3.7, 7.4, 7.22)"
05-01-2023 16:28:05.575569,"(3.1, 3.45, 3.2785714285714285)","(51.0, 230.0, 147.33333333333334)","(4.6, 6.6, 5.454545454545454)","(20.0, 50.0, 43.0)","(41.0, 230.0, 72.28571428571428)","(31.0, 90.0, 78.54545454545455)","(2.7, 4.2, 3.2416666666666667)","(3.7, 7.6, 7.22)"
05-01-2023 16:28:06.679270,"(3.1, 3.45, 3.2785714285714285)","(51.0, 230.0, 147.33333333333334)","(4.6, 6.6, 5.454545454545454)","(20.0, 50.0, 43.0)","(41.0, 230.0, 72.28571428571428)","(31.0, 90.0, 78.54545454545455)","(2.7, 4.2, 3.561111111111111)","(3.7, 7.6, 7.22)"
05-01-2023 16:28:07.837637,"(3.1, 3.45, 3.2785714285714285)","(51.0, 230.0, 147.33333333333334)","(4.6, 6.6, 5.454545454545454)","(20.0, 50.0, 43.0)","(41.0, 230.0, 72.28571428571428)","(31.0, 90.0, 78.54545454545455)","(2.7, 4.2, 3.54375)","(3.7, 7.6, 7.22)"
05-01-2023 16:28:09.033953,"(3.1, 3.45, 3.2785714285714285)","(51.0, 230.0, 147.33333333333334)","(4.6, 6.6, 5.454545454545454)","(20.0, 50.0, 43.0)","(41.0, 230.0, 72.28571428571428)","(31.0, 90.0, 78.54545454545455)","(2.7, 4.2, 3.588888888888889)","(3.7, 7.6, 7.22)"
05-01-2023 16:28:10.181993,"(3.1, 3.45, 3.2785714285714285)","(51.0, 230.0, 147.33333333333334)","(4.6, 6.6, 5.454545454545454)","(20.0, 50.0, 43.0)","(41.0, 230.0, 72.28571428571428)","(31.0, 90.0, 78.54545454545455)","(2.7, 4.2, 3.588888888888889)","(3.7, 7.6, 7.22)"
05-01-2023 16:28:11.367120,"(3.1, 3.45, 3.2785714285714285)","(51.0, 230.0, 147.33333333333334)","(4.6, 6.6, 5.454545454545454)","(20.0, 50.0, 43.0)","(41.0, 230.0, 72.28571428571428)","(31.0, 90.0, 83.69999999999999)","(2.7, 4.2, 3.2416666666666667)","(3.7, 7.6, 7.22)"
05-01-2023 16:28:12.602803,"(3.1, 3.45, 3.2785714285714285)","(51.0, 230.0, 147.33333333333334)","(4.6, 6.6, 5.454545454545454)","(20.0, 50.0, 43.0)","(41.0, 230.0, 72.28571428571428)","(31.0, 90.0, 78.54545454545455)","(2.7, 4.2, 3.6166666666666667)","(3.7, 7.6, 7.22)"
05-01-2023 16:28:13.767871,"(3.1, 3.45, 3.2785714285714285)","(51.0, 230.0, 147.33333333333334)","(4.6, 6.6, 5.454545454545454)","(20.0, 50.0, 43.0)","(41.0, 230.0, 72.28571428571428)","(31.0, 90.0, 78.54545454545455)","(2.7, 4.2, 3.6166666666666667)","(3.7, 7.6, 7.22)"
05-01-2023 16:28:14.940304,"(3.1, 3.45, 3.2785714285714285)","(51.0, 230.0, 147.33333333333334)","(4.6, 6.6, 5.454545454545454)","(20.0, 50.0, 43.0)","(41.0, 230.0, 72.28571428571428)","(31.0, 90.0, 78.54545454545455)","(2.7, 4.2, 3.6166666666666667)","(3.7, 7.6, 7.22)"
05-01-2023 16:28:16.220817,"(3.1, 3.45, 3.2785714285714285)","(51.0, 230.0, 147.33333333333334)","(4.6, 6.6, 5.454545454545454)","(20.0, 50.0, 43.0)","(41.0, 230.0, 72.28571428571428)","(31.0, 90.0, 78.54545454545455)","(2.7, 4.2, 3.575)","(3.7, 7.6, 7.22)"
05-01-2023 16:28:17.540009,"(3.1, 3.45, 3.2785714285714285)","(51.0, 230.0, 147.33333333333334)","(4.6, 6.6, 5.454545454545454)","(20.0, 50.0, 43.0)","(41.0, 230.0, 72.28571428571428)","(31.0, 90.0, 78.54545454545455)","(2.7, 4.2, 3.2416666666666667)","(3.7, 7.6, 7.22)"
05-01-2023 16:28:18.870247,"(3.1, 3.45, 3.2785714285714285)","(51.0, 230.0, 147.33333333333334)","(4.6, 6.6, 5.454545454545454)","(20.0, 50.0, 43.0)","(41.0, 230.0, 72.28571428571428)","(31.0, 90.0, 78.54545454545455)","(2.7, 4.2, 3.561111111111111)","(3.7, 7.6, 7.22)"
05-01-2023 16:28:20.100668,"(3.1, 3.45, 3.2785714285714285)","(51.0, 230.0, 147.33333333333334)","(4.6, 6.6, 5.454545454545454)","(20.0, 50.0, 43.0)","(41.0, 230.0, 72.28571428571428)","(31.0, 90.0, 78.54545454545455)","(2.7, 4.2, 3.54375)","(3.7, 7.6, 7.22)"
05-01-2023 16:28:21.342924,"(3.1, 3.45, 3.2785714285714285)","(51.0, 230.0, 147.33333333333334)","(4.6, 6.6, 5.454545454545454)","(20.0, 50.0, 43.0)","(41.0, 230.0, 72.28571428571428)","(31.0, 90.0, 78.54545454545455)","(2.7, 4.2, 3.588888888888889)","(3.7, 7.6, 7.22)"
05-01-2023 16:28:22.466020,"(3.1, 3.45, 3.2785714285714285)","(51.0, 230.0, 147.33333333333334)","(4.6, 6.6, 5.454545454545454)","(20.0, 50.0, 43.0)","(41.0, 230.0, 72.28571428571428)","(31.0, 90.0, 78.54545454545455)","(2.7, 4.2, 3.54375)","(3.7, 7.6, 7.22)"
05-01-2023 16:28:23.918311,"(3.1, 3.45, 3.2785714285714285)","(51.0, 230.0, 147.33333333333334)","(4.6, 6.6, 5.454545454545454)","(20.0, 50.0, 43.0)","(41.0, 230.0, 72.28571428571428)","(31.0, 90.0, 78.54545454545455)","(2.7, 4.2, 3.588888888888889)","(3.7, 7.6, 7.22)"
05-01-2023 16:28:25.188016,"(3.1, 3.45, 3.2785714285714285)","(51.0, 230.0, 147.33333333333334)","(4.6, 6.6, 5.454545454545454)","(20.0, 50.0, 43.0)","(41.0, 230.0, 72.28571428571428)","(31.0, 90.0, 78.54545454545455)","(2.7, 4.2, 3.54375)","(3.7, 7.6, 7.22)"
05-01-2023 16:28:26.539183,"(3.1, 3.45, 3.2785714285714285)","(51.0, 230.0, 147.33333333333334)","(4.6, 6.6, 5.454545454545454)","(20.0, 50.0, 43.0)","(41.0, 230.0, 72.28571428571428)","(31.0, 90.0, 78.54545454545455)","(2.7, 4.2, 3.561111111111111)","(3.7, 7.6, 7.22)"
05-01-2023 16:28:27.720338,"(3.1, 3.45, 3.2785714285714285)","(51.0, 230.0, 147.33333333333334)","(4.6, 6.6, 5.454545454545454)","(20.0, 50.0, 43.0)","(41.0, 230.0, 72.28571428571428)","(31.0, 90.0, 78.54545454545455)","(2.7, 4.2, 3.588888888888889)","(3.7, 7.6, 7.22)"
05-01-2023 16:28:28.890847,"(3.1, 3.45, 3.2785714285714285)","(51.0, 230.0, 147.33333333333334)","(4.6, 6.6, 5.454545454545454)","(20.0, 50.0, 43.0)","(41.0, 230.0, 72.28571428571428)","(31.0, 90.0, 78.54545454545455)","(2.7, 4.2, 3.54375)","(3.7, 7.6, 7.22)"
05-01-2023 16:28:30.134528,"(3.1, 3.45, 3.2785714285714285)","(51.0, 230.0, 147.33333333333334)","(4.6, 6.6, 5.454545454545454)","(20.0, 50.0, 43.0)","(41.0, 230.0, 72.28571428571428)","(31.0, 90.0, 78.54545454545455)","(2.7, 4.2, 3.54375)","(3.7, 7.6, 7.22)"
05-01-2023 16:28:31.293776,"(3.1, 3.45, 3.2785714285714285)","(51.0, 230.0, 147.33333333333334)","(4.6, 6.6, 5.454545454545454)","(20.0, 50.0, 43.0)","(41.0, 230.0, 72.28571428571428)","(31.0, 90.0, 78.54545454545455)","(2.7, 4.2, 3.561111111111111)","(3.7, 7.6, 7.22)"
05-01-2023 16:28:32.366755,"(3.1, 3.45, 3.2785714285714285)","(51.0, 230.0, 147.33333333333334)","(4.6, 6.6, 5.454545454545454)","(20.0, 50.0, 43.0)","(41.0, 230.0, 72.28571428571428)","(31.0, 90.0, 78.54545454545455)","(2.7, 4.2, 3.561111111111111)","(3.7, 7.6, 7.22)"
05-01-2023 16:28:33.380655,"(3.1, 3.45, 3.2785714285714285)","(51.0, 230.0, 147.33333333333334)","(4.6, 6.6, 5.454545454545454)","(20.0, 50.0, 43.0)","(41.0, 230.0, 72.28571428571428)","(31.0, 90.0, 78.54545454545455)","(2.7, 4.2, 3.54375)","(3.7, 7.6, 7.22)"
05-01-2023 16:28:34.501881,"(3.1, 3.45, 3.2785714285714285)","(51.0, 230.0, 147.33333333333334)","(4.6, 6.6, 5.454545454545454)","(20.0, 50.0, 43.0)","(41.0, 230.0, 72.28571428571428)","(31.0, 90.0, 78.54545454545455)","(2.7, 4.2, 3.561111111111111)","(3.7, 7.6, 7.22)"
05-01-2023 16:28:35.678008,"(3.1, 3.45, 3.2785714285714285)","(51.0, 230.0, 147.33333333333334)","(4.6, 6.6, 5.454545454545454)","(20.0, 50.0, 43.0)","(41.0, 230.0, 72.28571428571428)","(31.0, 90.0, 78.54545454545455)","(2.7, 4.2, 3.561111111111111)","(3.7, 7.6, 7.22)"
05-01-2023 16:28:36.832860,"(3.1, 3.45, 3.2785714285714285)","(51.0, 230.0, 147.33333333333334)","(4.6, 6.6, 5.454545454545454)","(20.0, 50.0, 43.0)","(41.0, 230.0, 133.0)","(31.0, 90.0, 78.54545454545455)","(2.7, 4.2, 3.54375)","(3.7, 7.6, 7.22)"
05-01-2023 16:28:37.964403,"(3.1, 3.45, 3.2785714285714285)","(51.0, 230.0, 147.33333333333334)","(4.6, 6.6, 5.454545454545454)","(20.0, 50.0, 28.1875)","(41.0, 220.0, 72.28571428571428)","(31.0, 90.0, 78.54545454545455)","(2.7, 4.2, 3.2416666666666667)","(3.7, 7.6, 7.22)"
05-01-2023 16:28:39.083178,"(3.1, 3.45, 3.2785714285714285)","(51.0, 230.0, 147.33333333333334)","(4.6, 6.6, 5.454545454545454)","(20.0, 55.0, 28.1875)","(41.0, 230.0, 72.28571428571428)","(31.0, 90.0, 78.54545454545455)","(2.7, 4.2, 3.561111111111111)","(3.7, 7.6, 7.22)"
05-01-2023 16:28:40.203303,"(3.1, 3.45, 3.2785714285714285)","(51.0, 230.0, 147.33333333333334)","(4.6, 6.6, 5.454545454545454)","(20.0, 55.0, 28.1875)","(41.0, 230.0, 72.28571428571428)","(31.0, 90.0, 78.54545454545455)","(2.7, 4.2, 3.588888888888889)","(3.7, 7.6, 7.22)"
05-01-2023 16:28:41.347999,"(3.1, 3.45, 3.2785714285714285)","(51.0, 230.0, 147.33333333333334)","(4.6, 6.6, 5.454545454545454)","(20.0, 55.0, 28.1875)","(41.0, 230.0, 72.28571428571428)","(31.0, 90.0, 78.54545454545455)","(2.7, 4.2, 3.588888888888889)","(3.7, 7.6, 7.22)"
05-01-2023 16:28:42.426680,"(3.1, 3.45, 3.2785714285714285)","(51.0, 230.0, 147.33333333333334)","(4.6, 6.6, 5.454545454545454)","(20.0, 55.0, 28.1875)","(41.0, 230.0, 72.28571428571428)","(31.0, 90.0, 80.55)","(2.7, 4.2, 3.375)","(3.7, 7.6, 7.346666666666666)"
05-01-2023 16:28:43.718009,"(3.1, 3.45, 3.2785714285714285)","(51.0, 230.0, 172.76923076923077)","(4.6, 6.4, 5.40952380952381)","(20.0, 55.0, 28.1875)","(41.0, 230.0, 72.28571428571428)","(31.0, 90.0, 43.5)","(2.7, 4.2, 3.36)","(3.7, 7.6, 6.3999999999999995)"
05-01-2023 16:28:44.850955,"(3.1, 3.45, 3.2785714285714285)","(51.0, 230.0, 172.76923076923077)","(4.6, 6.4, 5.381818181818182)","(20.0, 55.0, 28.1875)","(41.0, 230.0, 72.28571428571428)","(31.0, 90.0, 43.5)","(2.7, 4.2, 3.36)","(3.7, 7.6, 6.3999999999999995)"
05-01-2023 16:28:45.850383,"(3.1, 3.45, 3.2785714285714285)","(51.0, 230.0, 172.76923076923077)","(4.6, 6.2, 5.309090909090909)","(20.0, 55.0, 28.1875)","(41.0, 230.0, 72.28571428571428)","(31.0, 90.0, 73.0909090909091)","(2.7, 4.2, 3.36)","(3.7, 7.6, 7.366666666666666)"
05-01-2023 16:28:46.986188,"(3.1, 3.45, 3.2785714285714285)","(51.0, 230.0, 172.76923076923077)","(4.6, 6.2, 5.309090909090909)","(20.0, 55.0, 29.764705882352942)","(41.0, 230.0, 72.28571428571428)","(31.0, 90.0, 69.66666666666666)","(2.7, 4.2, 3.36)","(3.7, 7.6, 7.366666666666666)"
05-01-2023 16:28:48.132345,"(3.1, 3.45, 3.2785714285714285)","(51.0, 230.0, 172.76923076923077)","(4.6, 6.2, 5.309090909090909)","(20.0, 55.0, 29.764705882352942)","(41.0, 230.0, 72.28571428571428)","(31.0, 90.0, 69.66666666666666)","(2.7, 4.2, 3.36)","(3.7, 7.6, 7.366666666666666)"
05-01-2023 16:28:49.296906,"(3.1, 3.45, 3.2785714285714285)","(51.0, 230.0, 172.76923076923077)","(4.6, 6.2, 5.309090909090909)","(20.0, 55.0, 29.764705882352942)","(41.0, 230.0, 72.28571428571428)","(31.0, 90.0, 69.66666666666666)","(2.7, 4.2, 3.36)","(3.7, 7.6, 7.366666666666666)"
05-01-2023 16:28:50.384116,"(3.1, 3.45, 3.2785714285714285)","(51.0, 230.0, 172.76923076923077)","(4.6, 6.2, 5.309090909090909)","(20.0, 55.0, 29.764705882352942)","(41.0, 230.0, 72.28571428571428)","(31.0, 90.0, 69.66666666666666)","(2.7, 4.2, 3.36)","(3.7, 7.6, 7.366666666666666)"
05-01-2023 16:28:51.432559,"(3.1, 3.45, 3.2785714285714285)","(51.0, 230.0, 172.76923076923077)","(4.6, 6.2, 5.309090909090909)","(20.0, 55.0, 29.764705882352942)","(41.0, 230.0, 72.28571428571428)","(31.0, 90.0, 69.66666666666666)","(2.7, 4.2, 3.36)","(3.7, 7.6, 7.366666666666666)"
05-01-2023 16:28:52.458342,"(3.1, 3.45, 3.2785714285714285)","(51.0, 230.0, 155.60000000000002)","(4.6, 6.2, 5.309090909090909)","(20.0, 55.0, 33.0)","(41.0, 230.0, 72.28571428571428)","(31.0, 90.0, 76.44444444444444)","(2.7, 4.2, 3.36)","(3.7, 7.8, 7.141176470588236)"
05-01-2023 16:28:53.491169,"(3.1, 3.45, 3.2785714285714285)","(51.0, 230.0, 155.60000000000002)","(4.6, 6.2, 5.309090909090909)","(20.0, 55.0, 33.0)","(41.0, 230.0, 72.28571428571428)","(31.0, 90.0, 76.44444444444444)","(2.7, 4.2, 3.36)","(3.7, 7.8, 7.141176470588236)"
05-01-2023 16:28:54.493170,"(3.1, 3.45, 3.2785714285714285)","(51.0, 230.0, 155.60000000000002)","(4.6, 6.2, 5.309090909090909)","(20.0, 55.0, 33.0)","(41.0, 230.0, 72.28571428571428)","(31.0, 90.0, 76.44444444444444)","(2.7, 4.2, 3.36)","(3.7, 7.8, 7.141176470588236)"
05-01-2023 16:28:55.656928,"(3.1, 3.45, 3.2785714285714285)","(51.0, 230.0, 155.60000000000002)","(4.6, 6.2, 5.309090909090909)","(20.0, 55.0, 33.0)","(41.0, 230.0, 72.28571428571428)","(31.0, 90.0, 76.44444444444444)","(2.7, 4.2, 3.36)","(3.7, 7.8, 7.141176470588236)"
05-01-2023 16:28:56.874313,"(3.1, 3.45, 3.2785714285714285)","(51.0, 230.0, 155.60000000000002)","(4.6, 6.2, 5.309090909090909)","(20.0, 55.0, 33.0)","(41.0, 230.0, 72.28571428571428)","(31.0, 90.0, 76.44444444444444)","(2.7, 4.2, 3.36)","(3.7, 7.8, 7.141176470588236)"
05-01-2023 16:28:58.028347,"(3.1, 3.45, 3.2785714285714285)","(51.0, 230.0, 155.60000000000002)","(4.6, 6.2, 5.309090909090909)","(20.0, 55.0, 33.0)","(41.0, 230.0, 72.28571428571428)","(31.0, 90.0, 76.44444444444444)","(2.7, 4.2, 3.36)","(3.7, 7.8, 7.141176470588236)"
05-01-2023 16:28:59.118216,"(3.1, 3.45, 3.2785714285714285)","(51.0, 230.0, 155.60000000000002)","(4.6, 6.2, 5.309090909090909)","(20.0, 55.0, 33.0)","(41.0, 230.0, 72.28571428571428)","(31.0, 90.0, 76.44444444444444)","(2.7, 4.2, 3.36)","(3.7, 7.8, 7.141176470588236)"
05-01-2023 16:29:00.221186,"(3.1, 3.45, 3.2785714285714285)","(51.0, 230.0, 155.60000000000002)","(4.6, 6.2, 5.309090909090909)","(20.0, 55.0, 33.0)","(41.0, 230.0, 72.28571428571428)","(31.0, 90.0, 76.44444444444444)","(2.7, 4.2, 3.36)","(3.7, 7.8, 7.141176470588236)"
05-01-2023 16:29:01.269815,"(3.1, 3.45, 3.2785714285714285)","(51.0, 230.0, 155.60000000000002)","(4.6, 6.2, 5.309090909090909)","(20.0, 55.0, 33.0)","(41.0, 230.0, 72.28571428571428)","(31.0, 90.0, 76.44444444444444)","(2.7, 4.2, 3.36)","(3.7, 7.8, 7.141176470588236)"
05-01-2023 16:29:02.270449,"(3.1, 3.45, 3.2785714285714285)","(51.0, 230.0, 155.60000000000002)","(4.6, 6.2, 5.309090909090909)","(20.0, 55.0, 33.0)","(41.0, 230.0, 72.28571428571428)","(31.0, 90.0, 76.44444444444444)","(2.7, 4.2, 3.9375)","(3.7, 7.8, 7.472727272727273)"
05-01-2023 16:29:03.304905,"(3.1, 3.45, 3.2785714285714285)","(51.0, 210.0, 169.0)","(4.6, 6.0, 5.76)","(20.0, 50.0, 43.0)","(41.0, 220.0, 134.0)","(31.0, 90.0, 73.36363636363637)","(2.7, 4.1, 3.625)","(3.7, 7.6, 7.1)"
05-01-2023 16:29:04.397934,"(3.1, 3.45, 3.2785714285714285)","(51.0, 210.0, 155.33333333333331)","(4.6, 6.0, 5.45)","(20.0, 50.0, 43.0)","(41.0, 220.0, 92.5)","(31.0, 90.0, 74.18181818181819)","(2.7, 4.1, 3.65)","(3.7, 7.8, 7.3)"
05-01-2023 16:29:05.471310,"(3.1, 3.45, 3.2785714285714285)","(51.0, 210.0, 128.0)","(4.6, 6.0, 5.45)","(20.0, 50.0, 43.0)","(41.0, 220.0, 92.5)","(31.0, 90.0, 74.18181818181819)","(2.7, 4.1, 3.65)","(3.7, 7.8, 7.3)"
05-01-2023 16:29:06.571074,"(3.1, 3.45, 3.2785714285714285)","(51.0, 210.0, 128.0)","(4.6, 6.0, 5.45)","(20.0, 50.0, 43.0)","(41.0, 220.0, 92.5)","(31.0, 90.0, 74.18181818181819)","(2.7, 4.1, 3.65)","(3.7, 7.8, 7.3)"
05-01-2023 16:29:07.620036,"(3.1, 3.45, 3.2785714285714285)","(51.0, 210.0, 128.0)","(4.6, 6.0, 5.45)","(20.0, 50.0, 43.0)","(41.0, 220.0, 92.5)","(31.0, 90.0, 74.18181818181819)","(2.7, 4.1, 4.0249999999999995)","(3.7, 7.8, 7.0375)"
05-01-2023 16:29:08.678098,"(3.1, 3.45, 3.2785714285714285)","(51.0, 210.0, 128.0)","(4.6, 6.0, 4.991666666666667)","(20.0, 50.0, 43.0)","(41.0, 220.0, 92.5)","(31.0, 90.0, 74.18181818181819)","(2.7, 4.1, 4.0249999999999995)","(3.7, 7.6, 7.0375)"
05-01-2023 16:29:09.693510,"(3.1, 3.45, 3.3000000000000003)","(51.0, 210.0, 128.0)","(4.6, 6.0, 4.991666666666667)","(20.0, 50.0, 43.0)","(41.0, 220.0, 92.5)","(31.0, 90.0, 74.18181818181819)","(2.7, 4.1, 4.0249999999999995)","(3.7, 7.6, 7.0375)"
05-01-2023 16:29:10.810906,"(3.1, 3.45, 3.3000000000000003)","(51.0, 210.0, 128.0)","(4.6, 6.0, 4.991666666666667)","(20.0, 50.0, 43.0)","(41.0, 220.0, 92.5)","(31.0, 90.0, 74.18181818181819)","(2.7, 4.1, 4.0249999999999995)","(3.7, 7.6, 7.0375)"
05-01-2023 16:29:11.966227,"(3.1, 3.45, 3.316666666666667)","(51.0, 210.0, 128.0)","(4.6, 6.0, 4.991666666666667)","(20.0, 50.0, 43.0)","(41.0, 220.0, 92.5)","(31.0, 90.0, 74.18181818181819)","(2.7, 4.1, 4.0249999999999995)","(3.7, 7.6, 7.0375)"
05-01-2023 16:29:13.108709,"(3.1, 3.45, 3.316666666666667)","(51.0, 210.0, 128.0)","(4.6, 6.0, 4.991666666666667)","(20.0, 50.0, 43.0)","(41.0, 220.0, 92.5)","(31.0, 90.0, 74.18181818181819)","(2.7, 4.1, 4.0249999999999995)","(3.7, 7.6, 7.0375)"
05-01-2023 16:29:14.247904,"(3.1, 3.45, 3.316666666666667)","(51.0, 210.0, 128.0)","(4.6, 6.0, 4.991666666666667)","(20.0, 46.0, 40.0)","(41.0, 220.0, 92.5)","(31.0, 90.0, 74.18181818181819)","(2.7, 4.1, 4.0249999999999995)","(3.7, 7.6, 7.0375)"
05-01-2023 16:29:15.403851,"(3.1, 3.45, 3.313636363636364)","(51.0, 210.0, 128.0)","(4.6, 5.9, 5.066666666666667)","(20.0, 46.0, 40.0)","(41.0, 220.0, 92.5)","(31.0, 90.0, 74.18181818181819)","(2.7, 4.1, 3.958333333333333)","(3.7, 7.2, 6.95)"
05-01-2023 16:29:16.562832,"(3.1, 3.45, 3.35625)","(51.0, 210.0, 128.0)","(4.6, 5.8, 5.35)","(20.0, 46.0, 42.0)","(41.0, 220.0, 92.5)","(31.0, 90.0, 74.18181818181819)","(2.7, 4.1, 3.6999999999999997)","(3.7, 7.2, 6.366666666666667)"
05-01-2023 16:29:17.636146,"(3.1, 3.45, 3.35625)","(51.0, 210.0, 128.0)","(4.6, 5.8, 5.35)","(20.0, 46.0, 42.0)","(41.0, 220.0, 91.0)","(31.0, 90.0, 74.18181818181819)","(2.7, 4.1, 3.6999999999999997)","(3.7, 7.2, 6.6)"
05-01-2023 16:29:18.707638,"(3.1, 3.45, 3.35625)","(51.0, 210.0, 128.0)","(4.6, 5.8, 5.35)","(20.0, 50.0, 37.27272727272727)","(41.0, 220.0, 84.0)","(31.0, 90.0, 74.18181818181819)","(2.7, 4.1, 3.6999999999999997)","(3.7, 7.2, 6.45)"
05-01-2023 16:29:19.821579,"(3.1, 3.45, 3.35625)","(51.0, 210.0, 128.0)","(4.6, 5.8, 5.35)","(20.0, 50.0, 37.27272727272727)","(41.0, 220.0, 84.0)","(31.0, 90.0, 74.18181818181819)","(2.7, 4.1, 3.6999999999999997)","(3.7, 7.2, 6.45)"
05-01-2023 16:29:20.848560,"(3.1, 3.45, 3.35625)","(51.0, 210.0, 128.0)","(4.6, 5.8, 5.35)","(20.0, 50.0, 37.27272727272727)","(41.0, 220.0, 84.0)","(31.0, 90.0, 74.18181818181819)","(2.7, 4.1, 3.6999999999999997)","(3.7, 7.2, 6.6)"
05-01-2023 16:29:21.977849,"(3.1, 3.45, 3.35625)","(51.0, 210.0, 128.0)","(4.6, 5.8, 4.988888888888889)","(20.0, 50.0, 37.27272727272727)","(41.0, 220.0, 84.0)","(31.0, 90.0, 74.18181818181819)","(2.7, 4.1, 4.016666666666667)","(3.7, 7.6, 6.28)"
05-01-2023 16:29:23.124015,"(3.1, 3.45, 3.35625)","(51.0, 210.0, 100.66666666666666)","(4.6, 5.7, 5.25)","(20.0, 50.0, 39.33333333333333)","(41.0, 220.0, 84.0)","(31.0, 90.0, 74.18181818181819)","(2.7, 4.1, 3.75)","(3.7, 7.4, 6.45)"
05-01-2023 16:29:24.297908,"(3.1, 3.45, 3.35625)","(51.0, 200.0, 80.22222222222223)","(4.6, 5.6, 5.25)","(20.0, 48.0, 42.57142857142857)","(41.0, 220.0, 84.0)","(31.0, 90.0, 74.18181818181819)","(2.7, 4.1, 3.75)","(3.7, 7.2, 6.45)"
05-01-2023 16:29:25.456086,"(3.1, 3.45, 3.35625)","(51.0, 200.0, 80.22222222222223)","(4.6, 5.6, 5.25)","(20.0, 46.0, 42.57142857142857)","(41.0, 220.0, 84.0)","(31.0, 90.0, 74.18181818181819)","(2.7, 4.1, 3.75)","(3.7, 7.2, 6.45)"
05-01-2023 16:29:26.570372,"(3.1, 3.45, 3.35625)","(51.0, 200.0, 80.22222222222223)","(4.6, 5.6, 5.25)","(20.0, 46.0, 42.57142857142857)","(41.0, 220.0, 84.0)","(31.0, 90.0, 74.18181818181819)","(2.7, 4.1, 3.75)","(3.7, 7.2, 6.45)"
05-01-2023 16:29:27.586203,"(3.1, 3.45, 3.35625)","(51.0, 200.0, 80.22222222222223)","(4.6, 5.6, 5.25)","(20.0, 48.0, 44.285714285714285)","(41.0, 220.0, 84.0)","(31.0, 90.0, 74.18181818181819)","(2.7, 4.1, 3.75)","(3.7, 7.2, 6.45)"
05-01-2023 16:29:28.593393,"(3.1, 3.45, 3.35625)","(51.0, 180.0, 99.6)","(4.6, 5.6, 5.25)","(20.0, 48.0, 44.285714285714285)","(41.0, 220.0, 105.33333333333334)","(31.0, 90.0, 74.18181818181819)","(2.7, 4.1, 4.027777777777778)","(3.7, 7.2, 6.45)"
05-01-2023 16:29:29.608413,"(3.1, 3.45, 3.35625)","(51.0, 160.0, 122.0)","(4.6, 5.5, 4.9750000000000005)","(20.0, 48.0, 44.285714285714285)","(41.0, 220.0, 105.33333333333334)","(31.0, 90.0, 74.18181818181819)","(2.7, 4.1, 3.8)","(3.7, 7.2, 6.3)"
05-01-2023 16:29:30.607654,"(3.1, 3.45, 3.35625)","(51.0, 150.0, 69.11111111111111)","(4.6, 5.4, 5.15)","(20.0, 48.0, 44.285714285714285)","(41.0, 220.0, 105.33333333333334)","(31.0, 90.0, 74.18181818181819)","(2.7, 4.1, 3.8)","(3.7, 7.4, 6.720000000000001)"
05-01-2023 16:29:31.868756,"(3.1, 3.45, 3.35625)","(51.0, 130.0, 79.6)","(4.6, 5.4, 5.24)","(20.0, 48.0, 44.285714285714285)","(41.0, 220.0, 105.33333333333334)","(31.0, 90.0, 74.18181818181819)","(2.7, 4.1, 3.8)","(3.7, 7.2, 6.84)"
