,Antique Elsa,Apollo One,Denis The Menace,Maximum Zeal,Kinimakatka,Arts Inferno,Urana Fernando,Queen Sal
15-12-2022 12:55:36.918277,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.16)","(5.5, 8.6, 6.8)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 11.892307692307693)","(5.0, 7.6, 6.6)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 4.266666666666667)"
15-12-2022 12:55:38.218291,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.16)","(5.5, 8.6, 6.8)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 11.892307692307693)","(5.0, 7.6, 6.4125)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 4.176923076923076)"
15-12-2022 12:55:39.667846,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.16)","(5.5, 8.6, 7.475)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 10.24)","(5.0, 7.6, 6.4125)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 4.176923076923076)"
15-12-2022 12:55:40.954532,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.454545454545455)","(5.5, 8.6, 7.475)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 10.24)","(5.0, 7.6, 6.2875)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 4.176923076923076)"
15-12-2022 12:55:42.402524,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.454545454545455)","(5.5, 8.6, 7.475)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 10.24)","(5.0, 7.6, 6.4125)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 4.066666666666666)"
15-12-2022 12:55:43.772405,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.454545454545455)","(5.5, 8.6, 7.475)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 10.24)","(5.0, 7.6, 6.4125)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 3.9461538461538463)"
15-12-2022 12:55:45.065541,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.454545454545455)","(5.5, 8.6, 7.475)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 10.24)","(5.0, 7.6, 6.4125)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 3.9461538461538463)"
15-12-2022 12:55:46.448756,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.454545454545455)","(5.5, 8.6, 7.475)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 10.24)","(5.0, 7.6, 6.2875)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 4.064285714285714)"
15-12-2022 12:55:47.781771,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.454545454545455)","(5.5, 8.6, 7.475)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 10.24)","(5.0, 7.6, 6.792307692307692)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 4.2)"
15-12-2022 12:55:49.047053,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.454545454545455)","(5.5, 8.6, 7.475)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 10.24)","(5.0, 7.6, 6.792307692307692)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 4.1)"
15-12-2022 12:55:50.607567,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.454545454545455)","(5.5, 8.6, 7.475)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 10.24)","(5.0, 7.6, 6.792307692307692)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 4.1)"
15-12-2022 12:55:51.838631,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.454545454545455)","(5.5, 8.6, 7.475)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 10.24)","(5.0, 7.6, 6.2875)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 4.1)"
15-12-2022 12:55:53.154950,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.454545454545455)","(5.5, 8.6, 7.475)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 10.24)","(5.0, 7.6, 6.4125)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 4.238888888888889)"
15-12-2022 12:55:54.172881,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.454545454545455)","(5.5, 8.6, 7.475)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 10.24)","(5.0, 7.6, 6.4125)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 4.0285714285714285)"
15-12-2022 12:55:55.274373,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.454545454545455)","(5.5, 8.6, 7.475)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 10.24)","(5.0, 7.6, 6.4125)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 3.9846153846153847)"
15-12-2022 12:55:56.664660,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.454545454545455)","(5.5, 8.6, 7.475)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 10.24)","(5.0, 7.6, 6.2875)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 4.023076923076923)"
15-12-2022 12:55:57.794052,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.454545454545455)","(5.5, 8.6, 7.475)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 10.24)","(5.0, 7.6, 6.2875)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 4.023076923076923)"
15-12-2022 12:55:59.055479,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.454545454545455)","(5.5, 8.6, 7.475)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 10.24)","(5.0, 7.6, 6.4125)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 4.1)"
15-12-2022 12:56:00.384768,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.454545454545455)","(5.5, 8.6, 7.475)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 10.24)","(5.0, 7.6, 6.4125)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 4.1)"
15-12-2022 12:56:01.560245,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.454545454545455)","(5.5, 8.6, 7.475)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 10.24)","(5.0, 7.6, 6.4125)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 4.1)"
15-12-2022 12:56:02.596909,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.454545454545455)","(5.5, 8.6, 7.475)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 10.24)","(5.0, 7.6, 6.4125)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 4.023076923076923)"
15-12-2022 12:56:03.845667,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.454545454545455)","(5.5, 8.6, 7.475)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 10.24)","(5.0, 7.6, 6.4125)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 4.1)"
15-12-2022 12:56:05.107885,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.454545454545455)","(5.5, 8.6, 7.475)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 10.24)","(5.0, 7.6, 6.4125)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 4.2)"
15-12-2022 12:56:06.331404,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.454545454545455)","(5.5, 8.6, 7.475)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 10.24)","(5.0, 7.6, 6.4125)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.0, 4.2)"
15-12-2022 12:56:07.580402,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.454545454545455)","(5.5, 8.6, 7.475)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 10.24)","(5.0, 7.6, 6.2875)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.0, 4.1)"
15-12-2022 12:56:08.889449,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.454545454545455)","(5.5, 8.6, 7.475)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 10.24)","(5.0, 7.6, 6.6)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 4.2)"
15-12-2022 12:56:09.998957,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.454545454545455)","(5.5, 8.6, 7.475)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 10.24)","(5.0, 7.6, 6.6)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 4.166666666666667)"
15-12-2022 12:56:11.077187,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.454545454545455)","(5.5, 8.6, 7.475)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 10.24)","(5.0, 7.6, 6.4125)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.0, 4.2)"
15-12-2022 12:56:12.203917,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.454545454545455)","(5.5, 8.6, 7.475)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 10.24)","(5.0, 7.6, 6.4125)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.0, 4.1)"
15-12-2022 12:56:13.235316,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.454545454545455)","(5.5, 8.6, 7.475)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 10.24)","(5.0, 7.6, 6.699999999999999)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 4.266666666666667)"
15-12-2022 12:56:14.300850,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.454545454545455)","(5.5, 8.6, 7.475)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 10.24)","(5.0, 7.6, 6.699999999999999)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 4.260714285714286)"
15-12-2022 12:56:15.307478,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.454545454545455)","(5.5, 8.6, 7.475)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 10.24)","(5.0, 7.6, 6.5375)","(13.0, 29.0, 24.833333333333336)","(3.0, 5.0, 4.175)"
15-12-2022 12:56:16.358806,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.454545454545455)","(5.5, 8.6, 7.475)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 10.24)","(5.0, 7.6, 6.5375)","(13.0, 30.0, 24.833333333333336)","(3.0, 5.0, 4.176923076923076)"
15-12-2022 12:56:17.684143,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.454545454545455)","(5.5, 8.6, 7.475)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 10.0)","(5.0, 7.6, 6.5375)","(13.0, 30.0, 24.833333333333336)","(3.0, 5.1, 4.176923076923076)"
15-12-2022 12:56:18.764004,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.454545454545455)","(5.5, 8.6, 7.475)","(15.0, 34.0, 28.25)","(7.5, 14.0, 10.0)","(5.0, 7.6, 6.8)","(13.0, 30.0, 24.5)","(3.0, 5.1, 4.325)"
15-12-2022 12:56:19.849115,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.454545454545455)","(5.5, 8.6, 7.475)","(15.0, 40.0, 28.25)","(7.5, 14.0, 10.0)","(5.0, 7.6, 6.725)","(13.0, 32.0, 24.5)","(3.0, 5.0, 4.25)"
15-12-2022 12:56:21.255965,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.454545454545455)","(5.5, 8.6, 7.475)","(15.0, 40.0, 28.25)","(7.5, 14.0, 10.0)","(5.0, 7.6, 6.725)","(13.0, 32.0, 24.5)","(3.0, 5.0, 4.253846153846154)"
15-12-2022 12:56:22.507183,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.454545454545455)","(5.5, 8.6, 7.475)","(15.0, 40.0, 28.25)","(7.5, 14.0, 10.0)","(5.0, 7.6, 6.725)","(13.0, 32.0, 24.5)","(3.0, 5.1, 4.253846153846154)"
15-12-2022 12:56:23.682199,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.25)","(5.5, 8.6, 7.475)","(15.0, 40.0, 28.25)","(7.5, 14.0, 10.0)","(5.0, 7.6, 6.6)","(13.0, 32.0, 24.5)","(3.0, 5.1, 4.196428571428571)"
15-12-2022 12:56:24.884966,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.4)","(5.5, 8.6, 7.475)","(15.0, 40.0, 28.25)","(7.5, 14.0, 10.0)","(5.0, 7.6, 6.4125)","(13.0, 32.0, 24.5)","(3.0, 5.0, 4.1)"
15-12-2022 12:56:25.987551,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.6, 4.031578947368421)","(5.5, 8.6, 7.475)","(15.0, 40.0, 28.25)","(7.5, 14.0, 10.0)","(5.0, 7.6, 6.4125)","(13.0, 32.0, 24.5)","(3.0, 5.0, 4.1)"
15-12-2022 12:56:26.977985,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.6, 4.2727272727272725)","(5.5, 8.6, 7.475)","(15.0, 40.0, 28.25)","(7.5, 14.0, 10.0)","(5.0, 7.6, 6.4125)","(13.0, 32.0, 24.5)","(3.0, 5.1, 4.1)"
15-12-2022 12:56:28.074058,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.6, 3.815384615384615)","(5.5, 8.6, 7.475)","(15.0, 40.0, 28.25)","(7.5, 14.0, 10.0)","(5.0, 7.6, 6.4125)","(13.0, 32.0, 24.5)","(3.0, 5.1, 4.16)"
15-12-2022 12:56:29.110142,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.6, 3.815384615384615)","(5.5, 8.6, 7.475)","(15.0, 40.0, 28.25)","(7.5, 14.0, 10.0)","(5.0, 7.6, 6.2875)","(13.0, 32.0, 24.5)","(3.0, 5.0, 4.16)"
15-12-2022 12:56:30.230450,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.6, 4.031578947368421)","(5.5, 8.6, 7.475)","(15.0, 40.0, 28.25)","(7.5, 14.0, 10.0)","(5.0, 7.6, 6.4125)","(13.0, 32.0, 24.5)","(3.0, 5.0, 4.277777777777778)"
15-12-2022 12:56:31.417745,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.6, 4.2823529411764705)","(5.5, 8.6, 7.475)","(15.0, 40.0, 28.25)","(7.5, 14.0, 10.0)","(5.0, 7.6, 6.4125)","(13.0, 32.0, 24.5)","(3.0, 5.1, 4.322222222222222)"
15-12-2022 12:56:32.635924,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.6, 4.2823529411764705)","(5.5, 8.6, 7.475)","(15.0, 42.0, 36.9)","(7.5, 14.0, 10.0)","(5.0, 7.6, 6.4125)","(13.0, 32.0, 24.5)","(3.0, 5.1, 4.16)"
15-12-2022 12:56:33.778324,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.6, 4.2823529411764705)","(5.5, 8.6, 7.475)","(15.0, 42.0, 36.9)","(7.5, 14.0, 10.0)","(5.0, 7.6, 6.6)","(13.0, 32.0, 24.5)","(3.0, 5.0, 4.3933333333333335)"
15-12-2022 12:56:34.809160,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.6, 4.2823529411764705)","(5.5, 8.6, 7.475)","(15.0, 42.0, 36.9)","(7.5, 14.0, 10.0)","(5.0, 7.6, 6.4125)","(13.0, 32.0, 24.5)","(3.0, 5.0, 4.322222222222222)"
15-12-2022 12:56:35.833805,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.6, 4.2823529411764705)","(5.5, 8.6, 7.475)","(15.0, 42.0, 36.9)","(7.5, 14.0, 10.0)","(5.0, 7.6, 6.4125)","(13.0, 32.0, 24.5)","(3.0, 5.1, 4.322222222222222)"
15-12-2022 12:56:36.887932,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.6, 4.2823529411764705)","(5.5, 8.6, 7.475)","(15.0, 42.0, 36.9)","(7.5, 14.0, 10.0)","(5.0, 7.6, 6.4125)","(13.0, 32.0, 24.5)","(3.0, 5.1, 4.135714285714285)"
15-12-2022 12:56:38.030377,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.6, 3.815384615384615)","(5.5, 8.6, 7.475)","(15.0, 42.0, 36.9)","(7.5, 14.0, 10.0)","(5.0, 7.6, 6.2875)","(13.0, 32.0, 24.5)","(3.0, 5.1, 4.134615384615385)"
15-12-2022 12:56:39.227798,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.6, 4.031578947368421)","(5.5, 8.6, 7.475)","(15.0, 42.0, 36.9)","(7.5, 14.0, 10.0)","(5.0, 7.6, 6.8307692307692305)","(13.0, 32.0, 26.166666666666664)","(3.0, 5.0, 4.391176470588236)"
15-12-2022 12:56:40.425526,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.6, 4.031578947368421)","(5.5, 8.6, 7.475)","(15.0, 42.0, 36.9)","(7.5, 14.0, 10.0)","(5.0, 7.6, 6.8307692307692305)","(13.0, 32.0, 26.166666666666664)","(3.0, 5.0, 4.405555555555555)"
15-12-2022 12:56:41.623087,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.6, 4.291428571428571)","(5.5, 8.6, 7.475)","(15.0, 42.0, 36.9)","(7.5, 14.0, 10.0)","(5.0, 7.6, 6.8307692307692305)","(13.0, 32.0, 26.166666666666664)","(3.0, 5.1, 4.292307692307692)"
15-12-2022 12:56:42.824271,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.6, 4.168)","(5.5, 8.6, 6.725)","(15.0, 42.0, 36.9)","(7.5, 14.0, 9.857142857142858)","(5.0, 7.6, 6.35)","(13.0, 32.0, 24.5)","(3.0, 5.0, 4.076923076923077)"
15-12-2022 12:56:44.048842,"(13.0, 34.0, 30.0)","(4.0, 4.6, 4.2)","(5.5, 7.4, 6.725)","(15.0, 42.0, 36.9)","(7.5, 13.5, 10.0)","(5.0, 7.6, 6.35)","(13.0, 32.0, 24.5)","(3.0, 5.0, 4.076923076923077)"
15-12-2022 12:56:45.261682,"(13.0, 32.0, 28.4)","(4.0, 4.6, 4.094736842105263)","(5.5, 8.6, 6.963636363636363)","(15.0, 42.0, 36.9)","(7.5, 14.0, 10.0)","(5.0, 7.6, 6.475)","(13.0, 32.0, 24.5)","(3.0, 5.0, 4.808333333333334)"
15-12-2022 12:56:46.450167,"(13.0, 32.0, 28.4)","(4.0, 4.2, 4.094736842105263)","(5.5, 8.6, 7.215384615384615)","(15.0, 42.0, 37.0)","(7.5, 14.0, 10.0)","(5.0, 7.6, 6.781818181818181)","(13.0, 32.0, 24.714285714285715)","(3.0, 5.0, 4.872222222222222)"
15-12-2022 12:56:47.634010,"(13.0, 32.0, 28.5)","(4.0, 4.2, 4.094736842105263)","(5.5, 8.6, 7.2615384615384615)","(15.0, 42.0, 37.0)","(7.5, 14.0, 10.0)","(5.0, 7.6, 6.781818181818181)","(13.0, 32.0, 26.9)","(3.0, 5.0, 4.7125)"
15-12-2022 12:56:48.733304,"(13.0, 32.0, 29.8125)","(4.0, 4.2, 4.094736842105263)","(5.5, 8.6, 6.859999999999999)","(15.0, 42.0, 37.0)","(7.5, 14.0, 10.0)","(5.0, 7.6, 6.781818181818181)","(13.0, 32.0, 26.9)","(3.0, 5.0, 4.7125)"
15-12-2022 12:56:49.821567,"(13.0, 32.0, 28.5)","(3.9, 4.2, 4.094736842105263)","(5.5, 8.6, 6.859999999999999)","(15.0, 42.0, 37.0)","(7.5, 14.0, 10.0)","(5.0, 7.6, 6.35)","(14.0, 32.0, 24.714285714285715)","(3.0, 5.0, 4.7)"
15-12-2022 12:56:50.834717,"(13.0, 32.0, 28.5)","(3.9, 4.2, 4.094736842105263)","(5.5, 8.6, 6.859999999999999)","(15.0, 42.0, 37.0)","(7.5, 14.0, 10.0)","(5.0, 7.6, 6.4125)","(14.0, 32.0, 24.714285714285715)","(3.0, 5.0, 4.872222222222222)"
15-12-2022 12:56:51.939742,"(13.0, 32.0, 28.5)","(3.9, 4.2, 4.094736842105263)","(5.5, 8.6, 6.859999999999999)","(15.0, 42.0, 37.0)","(7.5, 14.0, 10.0)","(5.0, 7.6, 6.4125)","(14.0, 32.0, 24.714285714285715)","(3.0, 5.0, 4.872222222222222)"
15-12-2022 12:56:53.055042,"(13.0, 32.0, 28.2)","(3.9, 4.2, 4.094736842105263)","(5.5, 8.6, 6.859999999999999)","(15.0, 42.0, 36.8)","(7.5, 14.0, 10.0)","(5.0, 7.6, 6.4125)","(14.0, 32.0, 24.5)","(3.0, 5.0, 4.7)"
15-12-2022 12:56:54.215232,"(13.0, 32.0, 30.0)","(3.9, 4.2, 4.094736842105263)","(5.5, 8.6, 6.859999999999999)","(15.0, 42.0, 35.5)","(7.5, 14.0, 10.0)","(5.0, 7.6, 6.699999999999999)","(14.0, 32.0, 26.75)","(3.0, 5.0, 4.808333333333334)"
15-12-2022 12:56:55.399130,"(13.0, 32.0, 30.0)","(3.9, 4.2, 4.094736842105263)","(5.5, 8.6, 6.859999999999999)","(15.0, 42.0, 35.5)","(7.5, 14.0, 10.0)","(5.0, 7.6, 6.5375)","(14.0, 32.0, 26.75)","(3.0, 5.0, 4.808333333333334)"
15-12-2022 12:56:56.578841,"(13.0, 32.0, 30.0)","(3.9, 4.2, 4.094736842105263)","(5.5, 8.6, 6.859999999999999)","(15.0, 42.0, 35.5)","(7.5, 14.0, 10.0)","(5.0, 7.6, 6.5375)","(14.0, 32.0, 26.75)","(3.0, 5.0, 4.808333333333334)"
15-12-2022 12:56:57.795616,"(13.0, 32.0, 30.0)","(3.9, 4.2, 4.094736842105263)","(5.5, 8.6, 6.859999999999999)","(15.0, 42.0, 35.5)","(7.5, 14.0, 10.0)","(5.0, 7.6, 6.5375)","(14.0, 32.0, 24.714285714285715)","(3.0, 5.0, 4.808333333333334)"
15-12-2022 12:56:58.916905,"(13.0, 32.0, 30.0)","(3.9, 4.2, 4.094736842105263)","(5.5, 8.6, 6.859999999999999)","(15.0, 42.0, 35.5)","(7.5, 14.0, 10.0)","(5.0, 7.6, 6.5375)","(14.0, 32.0, 24.714285714285715)","(3.0, 5.0, 4.7)"
15-12-2022 12:57:00.084186,"(13.0, 32.0, 30.0)","(3.9, 4.2, 4.094736842105263)","(5.5, 8.6, 6.859999999999999)","(15.0, 42.0, 37.0)","(7.5, 14.0, 10.0)","(5.0, 7.6, 6.975)","(14.0, 32.0, 24.714285714285715)","(3.0, 5.0, 4.808333333333334)"
15-12-2022 12:57:01.277987,"(13.0, 32.0, 30.0)","(3.9, 4.2, 4.094736842105263)","(5.5, 8.6, 6.859999999999999)","(15.0, 42.0, 37.0)","(7.5, 14.0, 10.0)","(5.0, 7.6, 6.975)","(14.0, 32.0, 23.75)","(3.0, 5.0, 4.808333333333334)"
15-12-2022 12:57:02.652949,"(13.0, 32.0, 30.0)","(3.9, 4.2, 4.033333333333333)","(5.5, 8.6, 6.859999999999999)","(15.0, 42.0, 37.0)","(7.5, 14.0, 10.0)","(5.0, 7.6, 6.975)","(14.0, 32.0, 24.92857142857143)","(3.0, 5.0, 4.808333333333334)"
15-12-2022 12:57:03.929063,"(13.0, 32.0, 30.0)","(3.9, 4.2, 4.033333333333333)","(5.5, 8.6, 6.859999999999999)","(15.0, 42.0, 37.0)","(7.5, 14.0, 10.0)","(5.0, 7.6, 6.6909090909090905)","(14.0, 32.0, 24.92857142857143)","(3.0, 5.0, 4.7)"
15-12-2022 12:57:05.229367,"(13.0, 32.0, 30.0)","(3.9, 4.2, 4.033333333333333)","(5.5, 8.6, 6.859999999999999)","(15.0, 42.0, 38.14285714285714)","(7.5, 14.0, 10.0)","(5.0, 7.6, 6.65)","(14.0, 32.0, 24.92857142857143)","(3.0, 5.0, 4.808333333333334)"
15-12-2022 12:57:06.609226,"(13.0, 32.0, 30.0)","(3.9, 4.2, 4.033333333333333)","(5.5, 8.6, 6.859999999999999)","(15.0, 42.0, 36.7)","(7.5, 14.0, 10.0)","(5.0, 7.6, 6.475)","(14.0, 32.0, 24.92857142857143)","(3.0, 5.0, 4.808333333333334)"
15-12-2022 12:57:08.044608,"(13.0, 32.0, 30.0)","(3.9, 4.2, 4.033333333333333)","(5.5, 8.6, 6.859999999999999)","(15.0, 42.0, 36.7)","(7.5, 14.0, 10.95)","(5.0, 7.6, 6.76)","(14.0, 32.0, 24.92857142857143)","(3.0, 5.0, 4.488888888888889)"
15-12-2022 12:57:09.536446,"(13.0, 32.0, 30.0)","(3.9, 4.2, 4.033333333333333)","(5.5, 8.4, 7.5)","(15.0, 42.0, 35.375)","(7.5, 13.5, 10.95)","(5.0, 7.4, 6.95)","(14.0, 32.0, 24.92857142857143)","(3.0, 5.0, 4.314285714285714)"
15-12-2022 12:57:11.045133,"(13.0, 32.0, 30.0)","(3.9, 4.2, 4.033333333333333)","(5.5, 8.4, 7.5)","(16.0, 42.0, 35.375)","(8.0, 13.5, 10.95)","(5.0, 7.4, 6.76)","(14.0, 32.0, 24.92857142857143)","(3.0, 5.0, 4.488888888888889)"
15-12-2022 12:57:12.451908,"(13.0, 32.0, 30.0)","(3.9, 4.2, 4.033333333333333)","(5.5, 8.4, 7.5)","(16.0, 42.0, 36.7)","(8.0, 13.5, 10.95)","(5.0, 7.4, 6.76)","(14.0, 32.0, 24.92857142857143)","(3.0, 5.0, 3.966666666666667)"
15-12-2022 12:57:13.904057,"(13.0, 32.0, 30.0)","(3.9, 4.2, 4.033333333333333)","(5.5, 8.4, 7.5)","(16.0, 42.0, 36.7)","(8.0, 13.5, 10.95)","(5.0, 7.4, 6.76)","(14.0, 32.0, 24.92857142857143)","(3.0, 5.0, 3.966666666666667)"
15-12-2022 12:57:15.157175,"(13.0, 32.0, 30.0)","(3.9, 4.2, 4.033333333333333)","(5.5, 8.4, 7.5)","(16.0, 42.0, 36.7)","(8.0, 13.5, 10.95)","(5.0, 7.4, 6.9714285714285715)","(14.0, 32.0, 24.92857142857143)","(3.0, 5.0, 4.428571428571429)"
15-12-2022 12:57:16.376139,"(13.0, 34.0, 31.77777777777778)","(3.9, 4.2, 4.033333333333333)","(5.5, 8.4, 7.5)","(16.0, 42.0, 36.7)","(8.0, 13.5, 10.95)","(5.0, 7.4, 6.6)","(14.0, 32.0, 24.92857142857143)","(3.0, 4.8, 4.428571428571429)"
15-12-2022 12:57:17.638968,"(13.0, 34.0, 31.77777777777778)","(3.9, 4.2, 4.033333333333333)","(5.5, 8.4, 7.5)","(16.0, 42.0, 36.7)","(8.0, 13.5, 10.95)","(5.0, 7.6, 6.6)","(14.0, 32.0, 24.92857142857143)","(3.0, 4.8, 4.428571428571429)"
15-12-2022 12:57:18.899431,"(13.0, 34.0, 31.77777777777778)","(3.9, 4.2, 4.033333333333333)","(5.5, 8.4, 7.5)","(16.0, 42.0, 36.7)","(8.0, 13.5, 10.95)","(5.0, 7.6, 6.6)","(14.0, 32.0, 24.92857142857143)","(3.0, 4.8, 4.125)"
15-12-2022 12:57:20.202483,"(13.0, 34.0, 31.77777777777778)","(3.9, 4.2, 4.033333333333333)","(5.5, 8.4, 7.5)","(16.0, 42.0, 38.6875)","(8.0, 13.5, 10.95)","(5.0, 7.6, 6.6)","(14.0, 32.0, 27.049999999999997)","(3.0, 4.8, 4.125)"
