,Moonlit Picture,Clover Athena,Lizard,Fernando Diva,Liar For Hire,Sunset Charlie,Integrity Angel
05-01-2023 12:58:06.592014,"(2.35, 3.7, 2.5027906976744188)","(21.0, 42.0, 38.5)","(31.0, 280.0, 159.0)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 58.5)","(8.5, 24.0, 20.0)"
05-01-2023 12:58:07.606748,"(2.35, 3.7, 2.5027906976744188)","(21.0, 42.0, 38.5)","(31.0, 280.0, 159.0)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 58.5)","(8.5, 24.0, 20.0)"
05-01-2023 12:58:08.738452,"(2.35, 3.7, 2.5027906976744188)","(21.0, 42.0, 38.5)","(31.0, 280.0, 159.0)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 58.5)","(8.5, 24.0, 20.0)"
05-01-2023 12:58:09.837080,"(2.35, 3.7, 2.5027906976744188)","(21.0, 42.0, 38.5)","(31.0, 280.0, 159.0)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 58.5)","(8.5, 24.0, 20.0)"
05-01-2023 12:58:11.010757,"(2.35, 3.7, 2.5027906976744188)","(21.0, 42.0, 38.5)","(31.0, 280.0, 159.0)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 58.5)","(8.5, 24.0, 20.0)"
05-01-2023 12:58:12.208102,"(2.35, 3.7, 2.5027906976744188)","(21.0, 42.0, 38.5)","(31.0, 280.0, 159.0)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 58.5)","(8.5, 24.0, 20.0)"
05-01-2023 12:58:13.259096,"(2.35, 3.7, 2.5027906976744188)","(21.0, 42.0, 38.5)","(31.0, 280.0, 159.0)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 58.5)","(8.5, 24.0, 20.0)"
05-01-2023 12:58:14.442418,"(2.35, 3.7, 2.5027906976744188)","(21.0, 42.0, 38.5)","(31.0, 280.0, 159.0)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 58.5)","(8.5, 24.0, 20.0)"
05-01-2023 12:58:15.510483,"(2.35, 3.7, 2.5027906976744188)","(21.0, 42.0, 38.5)","(31.0, 280.0, 159.0)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 58.5)","(8.5, 24.0, 20.0)"
05-01-2023 12:58:16.625512,"(2.35, 3.7, 2.5027906976744188)","(21.0, 42.0, 38.5)","(31.0, 280.0, 159.0)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 58.5)","(8.5, 24.0, 20.0)"
05-01-2023 12:58:17.819563,"(2.35, 3.7, 2.5027906976744188)","(21.0, 42.0, 38.5)","(31.0, 280.0, 159.0)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 58.5)","(8.5, 24.0, 20.0)"
05-01-2023 12:58:18.950653,"(2.35, 3.7, 2.5027906976744188)","(21.0, 42.0, 38.5)","(31.0, 280.0, 159.0)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 58.5)","(8.5, 24.0, 20.0)"
05-01-2023 12:58:20.057938,"(2.35, 3.7, 2.5027906976744188)","(21.0, 42.0, 38.5)","(31.0, 280.0, 159.0)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 58.5)","(8.5, 24.0, 20.0)"
05-01-2023 12:58:21.101784,"(2.35, 3.7, 2.5027906976744188)","(21.0, 42.0, 38.5)","(31.0, 280.0, 159.0)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 58.5)","(8.5, 24.0, 20.0)"
05-01-2023 12:58:22.278154,"(2.35, 3.7, 2.5027906976744188)","(21.0, 42.0, 38.5)","(31.0, 280.0, 159.0)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 58.5)","(8.5, 24.0, 20.0)"
05-01-2023 12:58:23.401615,"(2.35, 3.7, 2.5027906976744188)","(21.0, 42.0, 38.5)","(31.0, 280.0, 159.0)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 58.5)","(8.5, 24.0, 20.0)"
05-01-2023 12:58:24.446473,"(2.35, 3.7, 2.5027906976744188)","(21.0, 42.0, 38.5)","(31.0, 280.0, 159.0)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 58.5)","(8.5, 24.0, 20.0)"
05-01-2023 12:58:25.552430,"(2.35, 3.7, 2.5027906976744188)","(21.0, 42.0, 38.5)","(31.0, 280.0, 159.0)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 58.5)","(8.5, 24.0, 20.0)"
05-01-2023 12:58:26.700927,"(2.35, 3.7, 2.5027906976744188)","(21.0, 42.0, 38.5)","(31.0, 280.0, 159.0)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 58.5)","(8.5, 24.0, 20.0)"
05-01-2023 12:58:27.800079,"(2.35, 3.7, 2.5027906976744188)","(21.0, 42.0, 38.5)","(31.0, 280.0, 159.0)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 58.5)","(8.5, 24.0, 20.0)"
05-01-2023 12:58:28.811314,"(2.35, 3.7, 2.5027906976744188)","(21.0, 42.0, 38.5)","(31.0, 280.0, 159.0)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 58.5)","(8.5, 24.0, 20.0)"
05-01-2023 12:58:29.783087,"(2.35, 3.7, 2.5027906976744188)","(21.0, 42.0, 38.5)","(31.0, 280.0, 159.0)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 58.5)","(8.5, 24.0, 20.0)"
05-01-2023 12:58:30.871347,"(2.35, 3.7, 2.5027906976744188)","(21.0, 42.0, 38.5)","(31.0, 280.0, 159.0)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 58.5)","(8.5, 24.0, 20.0)"
05-01-2023 12:58:31.931435,"(2.35, 3.7, 2.5027906976744188)","(21.0, 42.0, 38.5)","(31.0, 280.0, 159.0)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 58.5)","(8.5, 24.0, 20.0)"
05-01-2023 12:58:33.000762,"(2.35, 3.7, 2.5027906976744188)","(21.0, 42.0, 38.5)","(31.0, 280.0, 159.0)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 58.5)","(8.5, 24.0, 20.0)"
05-01-2023 12:58:34.099387,"(2.35, 3.7, 2.5027906976744188)","(21.0, 42.0, 38.5)","(31.0, 280.0, 159.0)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 58.5)","(8.5, 24.0, 20.0)"
05-01-2023 12:58:35.165264,"(2.35, 3.7, 2.5027906976744188)","(21.0, 42.0, 38.5)","(31.0, 280.0, 159.0)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 58.5)","(8.5, 24.0, 20.0)"
05-01-2023 12:58:36.211103,"(2.35, 3.7, 2.5027906976744188)","(21.0, 42.0, 38.5)","(31.0, 280.0, 159.0)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 58.5)","(8.5, 24.0, 20.0)"
05-01-2023 12:58:37.282048,"(2.35, 3.7, 2.5027906976744188)","(21.0, 42.0, 38.5)","(31.0, 280.0, 159.0)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 58.5)","(8.5, 24.0, 20.0)"
05-01-2023 12:58:38.363078,"(2.35, 3.7, 2.5027906976744188)","(21.0, 42.0, 38.5)","(31.0, 280.0, 159.0)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 58.5)","(8.5, 24.0, 20.0)"
05-01-2023 12:58:39.336383,"(2.35, 3.7, 2.5027906976744188)","(21.0, 42.0, 38.5)","(31.0, 280.0, 159.0)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 58.5)","(8.5, 24.0, 20.0)"
05-01-2023 12:58:40.345426,"(2.35, 3.7, 2.5027906976744188)","(21.0, 42.0, 38.5)","(31.0, 280.0, 159.0)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 58.5)","(8.5, 24.0, 20.0)"
05-01-2023 12:58:41.381966,"(2.35, 3.7, 2.5027906976744188)","(21.0, 42.0, 38.5)","(31.0, 280.0, 159.0)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 58.5)","(8.5, 24.0, 20.0)"
05-01-2023 12:58:42.429805,"(2.35, 3.7, 2.5027906976744188)","(21.0, 42.0, 38.5)","(31.0, 280.0, 159.0)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 58.5)","(8.5, 24.0, 20.0)"
05-01-2023 12:58:43.432189,"(2.35, 3.7, 2.5027906976744188)","(21.0, 42.0, 38.5)","(31.0, 280.0, 159.0)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 58.5)","(8.5, 24.0, 20.0)"
05-01-2023 12:58:44.402590,"(2.35, 3.7, 2.5027906976744188)","(21.0, 42.0, 38.5)","(31.0, 280.0, 159.0)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 58.5)","(8.5, 24.0, 20.0)"
05-01-2023 12:58:45.419155,"(2.35, 3.7, 2.5027906976744188)","(21.0, 42.0, 38.5)","(31.0, 280.0, 159.0)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 58.5)","(8.5, 24.0, 20.0)"
05-01-2023 12:58:46.640282,"(2.35, 3.7, 2.5027906976744188)","(21.0, 42.0, 38.5)","(31.0, 280.0, 159.0)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 58.5)","(8.5, 24.0, 20.0)"
05-01-2023 12:58:47.748967,"(2.35, 3.7, 2.5027906976744188)","(21.0, 42.0, 38.5)","(31.0, 280.0, 159.0)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 58.5)","(8.5, 24.0, 20.0)"
05-01-2023 12:58:49.030815,"(2.35, 3.7, 2.5027906976744188)","(21.0, 42.0, 38.5)","(31.0, 280.0, 159.0)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 58.5)","(8.5, 24.0, 20.0)"
05-01-2023 12:58:50.114869,"(2.35, 3.7, 2.5027906976744188)","(21.0, 42.0, 38.5)","(31.0, 280.0, 159.0)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 58.5)","(8.5, 24.0, 20.0)"
05-01-2023 12:58:51.013436,"(2.35, 3.7, 2.5027906976744188)","(21.0, 42.0, 38.5)","(31.0, 280.0, 159.0)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 58.5)","(8.5, 24.0, 20.0)"
05-01-2023 12:58:52.085817,"(2.35, 3.7, 2.5027906976744188)","(21.0, 42.0, 38.5)","(31.0, 280.0, 159.0)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 58.5)","(8.5, 24.0, 20.0)"
05-01-2023 12:58:53.298090,"(2.35, 3.7, 2.5027906976744188)","(21.0, 42.0, 38.5)","(31.0, 280.0, 159.0)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 58.5)","(8.5, 24.0, 20.0)"
05-01-2023 12:58:54.497296,"(2.35, 3.7, 2.5027906976744188)","(21.0, 42.0, 38.5)","(31.0, 280.0, 159.0)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 58.5)","(8.5, 24.0, 20.0)"
05-01-2023 12:58:55.572909,"(2.35, 3.7, 2.5027906976744188)","(21.0, 42.0, 38.5)","(31.0, 280.0, 159.0)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 58.5)","(8.5, 24.0, 20.0)"
05-01-2023 12:58:56.580986,"(2.35, 3.7, 2.5027906976744188)","(21.0, 42.0, 38.5)","(31.0, 280.0, 159.0)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 58.5)","(8.5, 24.0, 20.0)"
05-01-2023 12:58:57.689062,"(2.35, 3.7, 2.5027906976744188)","(21.0, 42.0, 38.5)","(31.0, 280.0, 159.0)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 58.5)","(8.5, 24.0, 20.0)"
05-01-2023 12:58:58.693132,"(2.35, 3.7, 2.5027906976744188)","(21.0, 42.0, 38.5)","(31.0, 280.0, 159.0)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 58.5)","(8.5, 24.0, 20.0)"
05-01-2023 12:58:59.740604,"(2.35, 3.7, 2.5027906976744188)","(21.0, 42.0, 38.5)","(31.0, 280.0, 159.0)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 58.5)","(8.5, 24.0, 20.0)"
05-01-2023 12:59:00.801497,"(2.35, 3.7, 2.5027906976744188)","(21.0, 42.0, 38.5)","(31.0, 280.0, 159.0)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 58.5)","(8.5, 24.0, 20.0)"
05-01-2023 12:59:02.110676,"(2.35, 3.7, 2.5027906976744188)","(21.0, 42.0, 37.0)","(31.0, 280.0, 151.88235294117646)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 42.63636363636364)","(8.5, 24.0, 13.672727272727272)"
05-01-2023 12:59:03.192814,"(2.35, 3.7, 2.5027906976744188)","(21.0, 42.0, 37.0)","(31.0, 280.0, 151.88235294117646)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 42.63636363636364)","(8.5, 24.0, 13.672727272727272)"
05-01-2023 12:59:04.276663,"(2.35, 3.7, 2.492857142857143)","(21.0, 42.0, 37.0)","(31.0, 280.0, 151.88235294117646)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 42.63636363636364)","(8.5, 24.0, 20.754285714285714)"
05-01-2023 12:59:05.398393,"(2.35, 3.7, 2.492857142857143)","(21.0, 42.0, 37.0)","(31.0, 280.0, 151.88235294117646)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 42.63636363636364)","(8.5, 24.0, 20.754285714285714)"
05-01-2023 12:59:06.340421,"(2.35, 3.7, 2.492857142857143)","(21.0, 42.0, 37.0)","(31.0, 280.0, 151.88235294117646)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 42.63636363636364)","(8.5, 24.0, 20.754285714285714)"
05-01-2023 12:59:07.355893,"(2.35, 3.7, 2.492857142857143)","(21.0, 42.0, 37.0)","(31.0, 280.0, 151.88235294117646)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 42.63636363636364)","(8.5, 24.0, 20.754285714285714)"
05-01-2023 12:59:08.421528,"(2.35, 3.7, 2.492857142857143)","(21.0, 42.0, 37.0)","(31.0, 280.0, 151.88235294117646)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 42.63636363636364)","(8.5, 24.0, 20.754285714285714)"
05-01-2023 12:59:09.507187,"(2.35, 3.7, 2.492857142857143)","(21.0, 42.0, 37.0)","(31.0, 280.0, 151.88235294117646)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 42.63636363636364)","(8.5, 24.0, 20.754285714285714)"
05-01-2023 12:59:10.556364,"(2.35, 3.7, 2.492857142857143)","(21.0, 42.0, 37.0)","(31.0, 280.0, 151.88235294117646)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 42.63636363636364)","(8.5, 24.0, 20.754285714285714)"
05-01-2023 12:59:11.788256,"(2.35, 3.7, 2.492857142857143)","(21.0, 42.0, 37.0)","(31.0, 280.0, 151.88235294117646)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 42.63636363636364)","(8.5, 24.0, 20.754285714285714)"
05-01-2023 12:59:12.942645,"(2.35, 3.7, 2.492857142857143)","(21.0, 42.0, 37.0)","(31.0, 280.0, 151.88235294117646)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 42.63636363636364)","(8.5, 24.0, 20.754285714285714)"
05-01-2023 12:59:13.880320,"(2.35, 3.7, 2.492857142857143)","(21.0, 42.0, 37.0)","(31.0, 280.0, 151.88235294117646)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 42.63636363636364)","(8.5, 24.0, 20.754285714285714)"
05-01-2023 12:59:15.008917,"(2.35, 3.7, 2.492857142857143)","(21.0, 42.0, 37.0)","(31.0, 280.0, 151.88235294117646)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 42.63636363636364)","(8.5, 24.0, 20.754285714285714)"
05-01-2023 12:59:16.200960,"(2.35, 3.7, 2.492857142857143)","(21.0, 42.0, 37.0)","(31.0, 280.0, 151.88235294117646)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 42.63636363636364)","(8.5, 24.0, 20.754285714285714)"
05-01-2023 12:59:17.292921,"(2.35, 3.7, 2.492857142857143)","(21.0, 42.0, 37.0)","(31.0, 280.0, 151.88235294117646)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 42.63636363636364)","(8.5, 24.0, 20.754285714285714)"
05-01-2023 12:59:18.298144,"(2.35, 3.7, 2.492857142857143)","(21.0, 42.0, 37.0)","(31.0, 280.0, 151.88235294117646)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 42.63636363636364)","(8.5, 24.0, 20.754285714285714)"
05-01-2023 12:59:19.256120,"(2.35, 3.7, 2.492857142857143)","(21.0, 42.0, 37.0)","(31.0, 280.0, 151.88235294117646)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 42.63636363636364)","(8.5, 24.0, 20.754285714285714)"
05-01-2023 12:59:20.202079,"(2.35, 3.7, 2.492857142857143)","(21.0, 42.0, 37.0)","(31.0, 280.0, 151.88235294117646)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 42.63636363636364)","(8.5, 24.0, 20.754285714285714)"
05-01-2023 12:59:21.289483,"(2.35, 3.7, 2.492857142857143)","(21.0, 42.0, 37.0)","(31.0, 280.0, 151.88235294117646)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 42.63636363636364)","(8.5, 24.0, 20.754285714285714)"
05-01-2023 12:59:22.364496,"(2.35, 3.7, 2.492857142857143)","(21.0, 42.0, 37.0)","(31.0, 280.0, 151.88235294117646)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 42.63636363636364)","(8.5, 24.0, 20.754285714285714)"
05-01-2023 12:59:23.404221,"(2.35, 3.7, 2.492857142857143)","(21.0, 42.0, 37.0)","(31.0, 280.0, 151.88235294117646)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 42.63636363636364)","(8.5, 24.0, 20.754285714285714)"
05-01-2023 12:59:24.454077,"(2.35, 3.7, 2.492857142857143)","(21.0, 42.0, 37.0)","(31.0, 280.0, 151.88235294117646)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 42.63636363636364)","(8.5, 24.0, 20.754285714285714)"
05-01-2023 12:59:25.377079,"(2.35, 3.7, 2.492857142857143)","(21.0, 42.0, 37.0)","(31.0, 280.0, 151.88235294117646)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 42.63636363636364)","(8.5, 24.0, 20.754285714285714)"
05-01-2023 12:59:26.443167,"(2.35, 3.7, 2.492857142857143)","(21.0, 42.0, 37.0)","(31.0, 280.0, 151.88235294117646)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 42.63636363636364)","(8.5, 24.0, 20.754285714285714)"
05-01-2023 12:59:27.515213,"(2.35, 3.7, 2.492857142857143)","(21.0, 42.0, 37.0)","(31.0, 280.0, 151.88235294117646)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 42.63636363636364)","(8.5, 24.0, 20.754285714285714)"
05-01-2023 12:59:28.590606,"(2.35, 3.7, 2.492857142857143)","(21.0, 42.0, 37.0)","(31.0, 280.0, 151.88235294117646)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 42.63636363636364)","(8.5, 24.0, 20.754285714285714)"
05-01-2023 12:59:29.565092,"(2.35, 3.7, 2.492857142857143)","(21.0, 42.0, 37.0)","(31.0, 280.0, 151.88235294117646)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 42.63636363636364)","(8.5, 24.0, 20.754285714285714)"
05-01-2023 12:59:30.551332,"(2.35, 3.7, 2.492857142857143)","(21.0, 42.0, 37.0)","(31.0, 280.0, 151.88235294117646)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 42.63636363636364)","(8.5, 24.0, 20.754285714285714)"
05-01-2023 12:59:31.579889,"(2.35, 3.7, 2.492857142857143)","(21.0, 42.0, 37.0)","(31.0, 280.0, 151.88235294117646)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 42.63636363636364)","(8.5, 24.0, 20.754285714285714)"
05-01-2023 12:59:32.526464,"(2.35, 3.7, 2.492857142857143)","(21.0, 42.0, 37.0)","(31.0, 280.0, 151.88235294117646)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 42.63636363636364)","(8.5, 24.0, 20.754285714285714)"
05-01-2023 12:59:33.578345,"(2.35, 3.7, 2.492857142857143)","(21.0, 42.0, 37.0)","(31.0, 280.0, 151.88235294117646)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 42.63636363636364)","(8.5, 24.0, 20.754285714285714)"
05-01-2023 12:59:34.619095,"(2.35, 3.7, 2.492857142857143)","(21.0, 42.0, 37.0)","(31.0, 280.0, 151.88235294117646)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 42.63636363636364)","(8.5, 24.0, 20.754285714285714)"
05-01-2023 12:59:35.643173,"(2.35, 3.7, 2.492857142857143)","(21.0, 42.0, 37.0)","(31.0, 280.0, 151.88235294117646)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 42.63636363636364)","(8.5, 24.0, 20.754285714285714)"
05-01-2023 12:59:36.713736,"(2.35, 3.7, 2.492857142857143)","(21.0, 42.0, 37.0)","(31.0, 280.0, 151.88235294117646)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 42.63636363636364)","(8.5, 24.0, 20.754285714285714)"
05-01-2023 12:59:37.865153,"(2.35, 3.7, 2.492857142857143)","(21.0, 42.0, 37.0)","(31.0, 280.0, 151.88235294117646)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 42.63636363636364)","(8.5, 24.0, 20.754285714285714)"
05-01-2023 12:59:38.890807,"(2.35, 3.7, 2.492857142857143)","(21.0, 42.0, 37.0)","(31.0, 280.0, 151.88235294117646)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 42.63636363636364)","(8.5, 24.0, 20.754285714285714)"
05-01-2023 12:59:39.841008,"(2.35, 3.7, 2.492857142857143)","(21.0, 42.0, 37.0)","(31.0, 280.0, 151.88235294117646)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 42.63636363636364)","(8.5, 24.0, 20.754285714285714)"
05-01-2023 12:59:40.934528,"(2.35, 3.7, 2.492857142857143)","(21.0, 42.0, 37.0)","(31.0, 280.0, 151.88235294117646)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 42.63636363636364)","(8.5, 24.0, 20.754285714285714)"
05-01-2023 12:59:42.027682,"(2.35, 3.7, 2.492857142857143)","(21.0, 42.0, 37.0)","(31.0, 280.0, 151.88235294117646)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 42.63636363636364)","(8.5, 24.0, 14.181818181818182)"
05-01-2023 12:59:43.027435,"(2.35, 3.7, 2.492857142857143)","(21.0, 42.0, 37.0)","(31.0, 280.0, 151.88235294117646)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 42.63636363636364)","(8.5, 24.0, 14.181818181818182)"
05-01-2023 12:59:44.090918,"(2.35, 3.7, 2.492857142857143)","(21.0, 42.0, 37.0)","(31.0, 280.0, 151.88235294117646)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 42.63636363636364)","(8.5, 24.0, 14.181818181818182)"
05-01-2023 12:59:45.166690,"(2.35, 3.7, 2.492857142857143)","(21.0, 42.0, 37.0)","(31.0, 280.0, 151.88235294117646)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 42.63636363636364)","(8.5, 24.0, 14.181818181818182)"
05-01-2023 12:59:46.172944,"(2.35, 3.7, 2.492857142857143)","(21.0, 42.0, 37.0)","(31.0, 280.0, 151.88235294117646)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 42.63636363636364)","(8.5, 24.0, 14.181818181818182)"
05-01-2023 12:59:47.217617,"(2.35, 3.7, 2.492857142857143)","(21.0, 42.0, 37.0)","(31.0, 280.0, 151.88235294117646)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 42.63636363636364)","(8.5, 24.0, 14.181818181818182)"
05-01-2023 12:59:48.303224,"(2.35, 3.7, 2.492857142857143)","(21.0, 42.0, 37.0)","(31.0, 280.0, 151.88235294117646)","(3.5, 4.0, 3.725)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 42.63636363636364)","(8.5, 24.0, 14.181818181818182)"
