,Moonlit Picture,Clover Athena,Lizard,Fernando Diva,Liar For Hire,Sunset Charlie,Integrity Angel
05-01-2023 13:08:09.934702,"(2.35, 3.8, 2.9395555555555557)","(21.0, 42.0, 39.0)","(31.0, 270.0, 155.0)","(3.5, 4.6, 3.6375)","(2.8, 3.85, 3.4050000000000002)","(21.0, 85.0, 33.44444444444444)","(8.5, 24.0, 13.2)"
05-01-2023 13:08:11.035876,"(2.35, 3.8, 2.9395555555555557)","(21.0, 42.0, 39.0)","(31.0, 270.0, 155.0)","(3.5, 4.6, 3.6375)","(2.8, 3.85, 3.4050000000000002)","(21.0, 85.0, 33.44444444444444)","(8.5, 24.0, 13.2)"
05-01-2023 13:08:12.017182,"(2.35, 3.8, 2.9395555555555557)","(21.0, 42.0, 39.0)","(31.0, 270.0, 155.0)","(3.5, 4.6, 3.6375)","(2.8, 3.85, 3.4050000000000002)","(21.0, 85.0, 33.44444444444444)","(8.5, 24.0, 13.2)"
05-01-2023 13:08:13.036152,"(2.35, 3.8, 2.9395555555555557)","(21.0, 42.0, 32.5)","(31.0, 270.0, 155.0)","(3.5, 4.6, 3.6375)","(2.8, 3.85, 3.4050000000000002)","(21.0, 85.0, 33.44444444444444)","(8.5, 24.0, 13.2)"
05-01-2023 13:08:14.038185,"(2.35, 3.8, 2.9395555555555557)","(21.0, 42.0, 32.5)","(31.0, 270.0, 155.0)","(3.5, 4.6, 3.6375)","(2.8, 3.85, 3.4050000000000002)","(21.0, 85.0, 33.44444444444444)","(8.5, 24.0, 13.2)"
05-01-2023 13:08:15.114021,"(2.35, 3.8, 2.9395555555555557)","(21.0, 42.0, 32.5)","(31.0, 270.0, 155.0)","(3.5, 4.6, 3.6375)","(2.8, 3.85, 3.4050000000000002)","(21.0, 85.0, 33.44444444444444)","(8.5, 24.0, 13.2)"
05-01-2023 13:08:16.177978,"(2.35, 3.8, 2.9395555555555557)","(21.0, 42.0, 32.5)","(31.0, 270.0, 155.0)","(3.5, 4.6, 3.6375)","(2.8, 3.85, 3.4050000000000002)","(21.0, 85.0, 33.44444444444444)","(8.5, 24.0, 13.2)"
05-01-2023 13:08:17.206570,"(2.35, 3.8, 2.993333333333333)","(21.0, 42.0, 32.5)","(31.0, 270.0, 155.0)","(3.5, 4.6, 3.6375)","(2.8, 3.85, 3.4050000000000002)","(21.0, 85.0, 33.44444444444444)","(8.5, 24.0, 13.2)"
05-01-2023 13:08:18.172779,"(2.35, 3.8, 2.9948936170212765)","(21.0, 42.0, 32.5)","(31.0, 270.0, 155.0)","(3.5, 4.6, 3.6375)","(2.8, 3.85, 3.4050000000000002)","(21.0, 85.0, 33.44444444444444)","(8.5, 24.0, 13.2)"
05-01-2023 13:08:19.214829,"(2.35, 3.8, 3.0372093023255813)","(21.0, 42.0, 32.5)","(31.0, 270.0, 155.0)","(3.5, 4.5, 3.642857142857143)","(2.8, 3.85, 3.4050000000000002)","(21.0, 85.0, 33.44444444444444)","(8.5, 24.0, 13.2)"
05-01-2023 13:08:20.212042,"(2.35, 3.8, 2.9804878048780488)","(21.0, 42.0, 32.5)","(31.0, 270.0, 155.0)","(3.5, 4.5, 3.642857142857143)","(2.8, 3.85, 3.4050000000000002)","(21.0, 85.0, 33.44444444444444)","(8.5, 24.0, 13.2)"
05-01-2023 13:08:21.265757,"(2.35, 3.8, 3.018181818181818)","(21.0, 42.0, 32.5)","(31.0, 270.0, 155.0)","(3.5, 4.5, 3.642857142857143)","(2.8, 3.85, 3.4050000000000002)","(21.0, 85.0, 33.44444444444444)","(8.5, 24.0, 13.2)"
05-01-2023 13:08:22.331974,"(2.35, 3.8, 3.018181818181818)","(21.0, 42.0, 32.5)","(31.0, 270.0, 155.0)","(3.5, 4.5, 3.642857142857143)","(2.8, 3.85, 3.4050000000000002)","(21.0, 85.0, 33.44444444444444)","(8.5, 24.0, 13.2)"
05-01-2023 13:08:23.387853,"(2.35, 3.8, 3.628)","(21.0, 42.0, 32.5)","(31.0, 270.0, 155.0)","(3.5, 4.5, 3.642857142857143)","(2.8, 3.85, 3.4050000000000002)","(21.0, 85.0, 33.44444444444444)","(8.5, 24.0, 13.2)"
05-01-2023 13:08:24.304110,"(2.35, 3.8, 3.628)","(21.0, 42.0, 32.5)","(31.0, 270.0, 155.0)","(3.5, 4.5, 3.642857142857143)","(2.8, 3.85, 3.4050000000000002)","(21.0, 85.0, 33.44444444444444)","(8.5, 24.0, 13.2)"
05-01-2023 13:08:25.270823,"(2.35, 3.8, 3.628)","(21.0, 42.0, 32.5)","(31.0, 270.0, 155.0)","(3.5, 4.5, 3.642857142857143)","(2.8, 3.85, 3.4050000000000002)","(21.0, 85.0, 33.44444444444444)","(8.5, 24.0, 13.2)"
05-01-2023 13:08:26.274848,"(2.35, 3.8, 3.628)","(21.0, 42.0, 32.5)","(31.0, 270.0, 155.0)","(3.5, 4.5, 3.642857142857143)","(2.8, 3.85, 3.4050000000000002)","(21.0, 85.0, 33.44444444444444)","(8.5, 24.0, 13.2)"
05-01-2023 13:08:27.370254,"(2.35, 3.8, 3.628)","(21.0, 42.0, 32.5)","(31.0, 270.0, 155.0)","(3.5, 4.5, 3.642857142857143)","(2.8, 3.85, 3.4050000000000002)","(21.0, 85.0, 33.44444444444444)","(8.5, 24.0, 13.2)"
05-01-2023 13:08:28.561850,"(2.35, 3.8, 3.628)","(21.0, 42.0, 32.5)","(31.0, 270.0, 155.0)","(3.5, 4.5, 3.642857142857143)","(2.8, 3.85, 3.4050000000000002)","(21.0, 85.0, 33.44444444444444)","(8.5, 24.0, 13.2)"
05-01-2023 13:08:29.630998,"(2.35, 3.8, 3.74875)","(21.0, 42.0, 32.5)","(31.0, 270.0, 155.0)","(3.5, 4.5, 3.642857142857143)","(2.8, 3.85, 3.4050000000000002)","(21.0, 85.0, 33.44444444444444)","(8.5, 24.0, 13.2)"
05-01-2023 13:08:30.728633,"(2.35, 3.8, 3.6799999999999997)","(21.0, 42.0, 32.5)","(31.0, 270.0, 155.0)","(3.5, 4.5, 3.642857142857143)","(2.8, 3.85, 3.4050000000000002)","(21.0, 85.0, 33.44444444444444)","(8.5, 24.0, 13.2)"
05-01-2023 13:08:31.882745,"(2.35, 3.8, 3.6799999999999997)","(21.0, 42.0, 32.5)","(31.0, 270.0, 155.0)","(3.5, 4.5, 3.642857142857143)","(2.8, 3.85, 3.4050000000000002)","(21.0, 85.0, 33.44444444444444)","(8.5, 24.0, 13.2)"
05-01-2023 13:08:33.053643,"(2.35, 3.8, 3.37)","(21.0, 42.0, 32.5)","(31.0, 270.0, 155.0)","(3.5, 4.5, 3.642857142857143)","(2.8, 3.85, 3.4050000000000002)","(21.0, 85.0, 33.44444444444444)","(8.5, 24.0, 13.2)"
05-01-2023 13:08:34.126855,"(2.35, 3.8, 3.37)","(21.0, 42.0, 32.5)","(31.0, 270.0, 155.0)","(3.5, 4.5, 3.642857142857143)","(2.8, 3.85, 3.8005555555555555)","(21.0, 85.0, 33.44444444444444)","(8.5, 24.0, 13.2)"
05-01-2023 13:08:35.287062,"(2.35, 3.8, 3.37)","(21.0, 42.0, 32.5)","(31.0, 270.0, 155.0)","(3.5, 4.5, 3.642857142857143)","(2.8, 3.85, 3.8005555555555555)","(21.0, 85.0, 33.44444444444444)","(8.5, 24.0, 13.2)"
05-01-2023 13:08:36.340121,"(2.35, 3.8, 3.37)","(21.0, 42.0, 32.5)","(31.0, 270.0, 155.0)","(3.5, 4.5, 3.642857142857143)","(2.8, 3.85, 3.334)","(21.0, 85.0, 33.44444444444444)","(8.5, 24.0, 13.2)"
05-01-2023 13:08:37.349877,"(2.35, 3.8, 3.37)","(21.0, 42.0, 32.5)","(31.0, 270.0, 155.0)","(3.5, 4.5, 3.642857142857143)","(2.8, 3.4, 3.334)","(21.0, 85.0, 33.44444444444444)","(8.5, 24.0, 13.2)"
05-01-2023 13:08:38.312193,"(2.35, 3.8, 3.37)","(21.0, 42.0, 32.5)","(31.0, 270.0, 155.0)","(3.5, 4.5, 3.642857142857143)","(2.8, 3.4, 3.334)","(21.0, 85.0, 33.44444444444444)","(8.5, 24.0, 13.2)"
05-01-2023 13:08:39.298357,"(2.35, 3.8, 3.37)","(21.0, 42.0, 32.5)","(31.0, 270.0, 155.0)","(3.5, 4.5, 3.642857142857143)","(2.8, 3.4, 3.942222222222222)","(21.0, 85.0, 33.44444444444444)","(8.5, 24.0, 13.2)"
05-01-2023 13:08:40.459680,"(2.35, 3.8, 3.37)","(21.0, 42.0, 32.5)","(31.0, 270.0, 155.0)","(3.5, 4.5, 3.642857142857143)","(2.8, 4.0, 3.942222222222222)","(21.0, 85.0, 33.44444444444444)","(8.5, 24.0, 13.2)"
05-01-2023 13:08:41.513443,"(2.35, 3.8, 3.37)","(21.0, 42.0, 32.5)","(31.0, 270.0, 155.0)","(3.5, 4.5, 3.642857142857143)","(2.8, 4.0, 3.942222222222222)","(21.0, 85.0, 33.44444444444444)","(8.5, 24.0, 13.2)"
05-01-2023 13:08:42.556750,"(2.35, 3.8, 3.37)","(21.0, 42.0, 39.625)","(31.0, 270.0, 155.0)","(3.5, 4.5, 3.642857142857143)","(2.8, 4.0, 3.942222222222222)","(21.0, 85.0, 33.44444444444444)","(8.5, 24.0, 13.2)"
05-01-2023 13:08:43.596532,"(2.35, 3.8, 3.37)","(21.0, 42.0, 38.4)","(31.0, 270.0, 155.0)","(3.5, 4.5, 3.642857142857143)","(2.8, 4.0, 3.942222222222222)","(21.0, 85.0, 33.44444444444444)","(8.5, 24.0, 13.2)"
05-01-2023 13:08:44.755418,"(2.35, 3.8, 3.37)","(21.0, 42.0, 38.4)","(31.0, 270.0, 155.0)","(3.5, 4.5, 3.642857142857143)","(2.8, 4.0, 3.942222222222222)","(21.0, 85.0, 33.44444444444444)","(8.5, 24.0, 13.2)"
05-01-2023 13:08:45.688549,"(2.35, 3.8, 3.37)","(21.0, 42.0, 38.4)","(31.0, 270.0, 155.0)","(3.5, 4.5, 3.642857142857143)","(2.8, 4.0, 3.942222222222222)","(21.0, 85.0, 33.44444444444444)","(8.5, 24.0, 13.2)"
05-01-2023 13:08:46.653219,"(2.35, 3.8, 3.37)","(21.0, 42.0, 38.4)","(31.0, 270.0, 155.0)","(3.5, 4.5, 3.642857142857143)","(2.8, 4.0, 3.942222222222222)","(21.0, 85.0, 33.44444444444444)","(8.5, 24.0, 13.2)"
05-01-2023 13:08:47.775902,"(2.35, 3.8, 3.74875)","(21.0, 42.0, 38.4)","(31.0, 270.0, 155.0)","(3.5, 4.5, 3.642857142857143)","(2.8, 4.0, 3.942222222222222)","(21.0, 85.0, 33.44444444444444)","(8.5, 24.0, 13.2)"
05-01-2023 13:08:48.819638,"(2.35, 3.8, 3.74875)","(21.0, 42.0, 38.4)","(31.0, 270.0, 155.0)","(3.5, 4.4, 3.6285714285714286)","(2.8, 4.0, 3.942222222222222)","(21.0, 85.0, 33.44444444444444)","(8.5, 24.0, 13.2)"
05-01-2023 13:08:49.803436,"(2.35, 3.8, 3.5999999999999996)","(21.0, 42.0, 38.4)","(31.0, 270.0, 155.0)","(3.5, 4.4, 3.6285714285714286)","(2.8, 4.0, 3.942222222222222)","(21.0, 85.0, 33.44444444444444)","(8.5, 24.0, 13.2)"
05-01-2023 13:08:50.872206,"(2.35, 3.8, 3.6319999999999997)","(21.0, 42.0, 38.4)","(31.0, 270.0, 155.0)","(3.5, 4.4, 3.6285714285714286)","(2.8, 4.0, 3.942222222222222)","(21.0, 85.0, 33.44444444444444)","(8.5, 24.0, 13.2)"
05-01-2023 13:08:51.829544,"(2.35, 3.8, 3.6319999999999997)","(21.0, 42.0, 38.4)","(31.0, 270.0, 155.0)","(3.5, 4.4, 3.6285714285714286)","(2.8, 4.0, 3.942222222222222)","(21.0, 85.0, 33.44444444444444)","(8.5, 24.0, 13.2)"
05-01-2023 13:08:52.820729,"(2.35, 3.8, 3.6319999999999997)","(21.0, 42.0, 38.4)","(31.0, 270.0, 155.0)","(3.5, 4.4, 3.6285714285714286)","(2.8, 4.0, 3.942222222222222)","(21.0, 85.0, 33.44444444444444)","(8.5, 24.0, 13.2)"
05-01-2023 13:08:53.924684,"(2.35, 3.8, 3.6319999999999997)","(21.0, 42.0, 38.4)","(31.0, 270.0, 155.0)","(3.5, 4.4, 3.6285714285714286)","(2.8, 4.0, 3.942222222222222)","(21.0, 85.0, 33.44444444444444)","(8.5, 24.0, 13.2)"
05-01-2023 13:08:55.027181,"(2.35, 3.8, 3.6319999999999997)","(21.0, 42.0, 38.4)","(31.0, 270.0, 155.0)","(3.5, 4.4, 3.6285714285714286)","(2.8, 4.0, 3.942222222222222)","(21.0, 85.0, 33.44444444444444)","(8.5, 24.0, 13.2)"
05-01-2023 13:08:56.314968,"(2.35, 3.8, 3.6319999999999997)","(21.0, 42.0, 38.4)","(31.0, 270.0, 155.0)","(3.5, 4.4, 3.6285714285714286)","(2.8, 4.0, 3.942222222222222)","(21.0, 85.0, 33.44444444444444)","(8.5, 24.0, 13.2)"
05-01-2023 13:08:57.412120,"(2.35, 3.8, 3.75)","(21.0, 42.0, 38.4)","(31.0, 270.0, 155.0)","(3.5, 4.4, 3.6285714285714286)","(2.8, 4.0, 3.942222222222222)","(21.0, 85.0, 33.44444444444444)","(8.5, 24.0, 13.2)"
05-01-2023 13:08:58.436761,"(2.35, 3.8, 3.6125)","(21.0, 42.0, 38.4)","(31.0, 270.0, 155.0)","(3.5, 4.4, 3.6285714285714286)","(2.8, 4.0, 3.942222222222222)","(21.0, 85.0, 33.44444444444444)","(8.5, 24.0, 13.2)"
05-01-2023 13:08:59.450385,"(2.35, 3.8, 3.753125)","(21.0, 42.0, 38.4)","(31.0, 270.0, 155.0)","(3.5, 4.4, 3.6285714285714286)","(2.8, 4.0, 3.942222222222222)","(21.0, 85.0, 33.44444444444444)","(8.5, 24.0, 13.2)"
05-01-2023 13:09:00.500169,"(2.35, 3.8, 3.4)","(21.0, 42.0, 38.4)","(31.0, 270.0, 155.0)","(3.5, 4.4, 3.8600000000000003)","(2.8, 4.0, 3.942222222222222)","(21.0, 85.0, 33.44444444444444)","(8.5, 24.0, 13.2)"
05-01-2023 13:09:01.511438,"(2.35, 3.8, 3.4)","(21.0, 42.0, 38.4)","(31.0, 270.0, 155.0)","(3.5, 4.4, 3.8600000000000003)","(2.8, 4.0, 3.896)","(21.0, 85.0, 33.44444444444444)","(8.5, 24.0, 13.2)"
05-01-2023 13:09:02.571895,"(2.35, 3.8, 3.4)","(21.0, 42.0, 38.4)","(31.0, 270.0, 155.0)","(3.5, 4.4, 3.8600000000000003)","(2.8, 4.0, 3.896)","(21.0, 85.0, 33.44444444444444)","(8.5, 24.0, 13.2)"
05-01-2023 13:09:03.582158,"(2.35, 3.9, 3.45)","(21.0, 42.0, 33.5)","(31.0, 270.0, 155.0)","(3.5, 4.4, 3.8600000000000003)","(2.8, 4.0, 3.896)","(21.0, 85.0, 33.44444444444444)","(8.5, 24.0, 13.2)"
05-01-2023 13:09:04.668836,"(2.35, 3.95, 3.475)","(21.0, 42.0, 33.5)","(31.0, 270.0, 193.33333333333334)","(3.5, 4.4, 3.8600000000000003)","(2.8, 4.0, 3.337142857142857)","(21.0, 85.0, 33.44444444444444)","(8.5, 24.0, 13.2)"
05-01-2023 13:09:05.778223,"(2.35, 3.95, 3.475)","(21.0, 42.0, 33.5)","(31.0, 270.0, 193.33333333333334)","(3.5, 4.4, 3.8600000000000003)","(2.8, 3.4, 3.337142857142857)","(21.0, 85.0, 33.44444444444444)","(8.5, 24.0, 13.2)"
05-01-2023 13:09:06.839372,"(2.35, 3.95, 3.475)","(21.0, 42.0, 33.5)","(31.0, 270.0, 193.33333333333334)","(3.5, 4.4, 3.8600000000000003)","(2.8, 3.4, 3.337142857142857)","(21.0, 85.0, 33.44444444444444)","(8.5, 24.0, 13.2)"
05-01-2023 13:09:07.780369,"(2.35, 3.95, 3.475)","(21.0, 42.0, 33.5)","(31.0, 270.0, 193.33333333333334)","(3.5, 4.4, 3.8600000000000003)","(2.8, 4.0, 3.896)","(21.0, 85.0, 33.44444444444444)","(8.5, 24.0, 13.2)"
05-01-2023 13:09:08.849346,"(2.35, 3.75, 3.125)","(21.0, 42.0, 33.5)","(31.0, 270.0, 193.33333333333334)","(3.5, 4.4, 3.8600000000000003)","(2.8, 3.9, 3.1844444444444444)","(21.0, 85.0, 33.44444444444444)","(8.5, 24.0, 16.607142857142858)"
05-01-2023 13:09:09.923000,"(2.35, 3.75, 3.125)","(21.0, 42.0, 33.5)","(31.0, 270.0, 132.0)","(3.5, 4.4, 3.6285714285714286)","(2.8, 3.9, 3.48)","(21.0, 80.0, 44.66666666666667)","(8.5, 24.0, 16.607142857142858)"
05-01-2023 13:09:10.940786,"(2.35, 3.75, 3.125)","(21.0, 42.0, 33.5)","(31.0, 270.0, 132.0)","(3.5, 4.4, 3.8600000000000003)","(2.8, 3.9, 3.238888888888889)","(21.0, 80.0, 44.66666666666667)","(8.5, 24.0, 16.607142857142858)"
05-01-2023 13:09:12.042247,"(2.35, 3.75, 3.125)","(21.0, 42.0, 33.5)","(31.0, 270.0, 132.0)","(3.5, 4.4, 3.8600000000000003)","(2.8, 3.9, 3.1115384615384616)","(21.0, 80.0, 44.66666666666667)","(8.5, 24.0, 16.607142857142858)"
05-01-2023 13:09:13.128536,"(2.35, 3.75, 3.125)","(21.0, 42.0, 33.5)","(31.0, 260.0, 113.33333333333333)","(3.5, 4.4, 3.8600000000000003)","(2.8, 3.85, 3.1115384615384616)","(21.0, 80.0, 44.66666666666667)","(8.5, 24.0, 16.607142857142858)"
05-01-2023 13:09:14.149076,"(2.35, 3.75, 3.125)","(21.0, 42.0, 33.5)","(31.0, 270.0, 116.66666666666667)","(3.5, 4.4, 3.8600000000000003)","(2.8, 3.85, 3.1115384615384616)","(21.0, 80.0, 44.66666666666667)","(8.5, 24.0, 16.607142857142858)"
05-01-2023 13:09:15.177905,"(2.35, 3.9, 3.15)","(21.0, 42.0, 33.5)","(31.0, 250.0, 180.66666666666666)","(3.5, 4.3, 3.82)","(2.8, 3.8, 3.175)","(21.0, 80.0, 44.66666666666667)","(8.5, 24.0, 16.607142857142858)"
05-01-2023 13:09:16.239538,"(2.35, 3.9, 3.15)","(21.0, 42.0, 33.5)","(31.0, 250.0, 180.66666666666666)","(3.5, 4.3, 3.82)","(2.8, 3.8, 3.175)","(21.0, 80.0, 44.66666666666667)","(8.5, 24.0, 16.607142857142858)"
05-01-2023 13:09:17.331249,"(2.35, 3.9, 3.15)","(21.0, 42.0, 33.5)","(31.0, 250.0, 180.66666666666666)","(3.5, 4.3, 3.82)","(2.8, 3.8, 3.175)","(21.0, 80.0, 44.66666666666667)","(8.5, 24.0, 16.607142857142858)"
05-01-2023 13:09:18.381796,"(2.35, 3.9, 3.15)","(21.0, 42.0, 38.0)","(31.0, 250.0, 180.66666666666666)","(3.5, 4.3, 3.6142857142857143)","(2.8, 3.8, 3.175)","(21.0, 80.0, 44.66666666666667)","(8.5, 24.0, 16.607142857142858)"
05-01-2023 13:09:19.474994,"(2.35, 3.9, 3.15)","(21.0, 42.0, 38.0)","(31.0, 250.0, 180.66666666666666)","(3.5, 4.3, 3.6142857142857143)","(2.8, 3.8, 3.175)","(21.0, 80.0, 44.66666666666667)","(8.5, 24.0, 16.607142857142858)"
05-01-2023 13:09:20.445914,"(2.35, 3.9, 3.15)","(21.0, 42.0, 38.0)","(31.0, 250.0, 180.66666666666666)","(3.5, 4.3, 3.6142857142857143)","(2.8, 3.8, 3.175)","(21.0, 80.0, 44.66666666666667)","(8.5, 24.0, 16.607142857142858)"
05-01-2023 13:09:21.516894,"(2.35, 3.9, 3.15)","(21.0, 42.0, 38.0)","(31.0, 250.0, 180.66666666666666)","(3.5, 4.3, 3.6142857142857143)","(2.8, 3.8, 3.175)","(21.0, 80.0, 44.66666666666667)","(8.5, 24.0, 16.607142857142858)"
05-01-2023 13:09:22.540735,"(2.35, 3.9, 3.15)","(21.0, 42.0, 38.0)","(31.0, 250.0, 180.66666666666666)","(3.5, 4.3, 3.6142857142857143)","(2.8, 3.8, 3.175)","(21.0, 80.0, 44.66666666666667)","(8.5, 24.0, 16.607142857142858)"
05-01-2023 13:09:23.643568,"(2.35, 3.9, 3.15)","(21.0, 42.0, 38.0)","(31.0, 250.0, 180.66666666666666)","(3.5, 4.3, 3.6142857142857143)","(2.8, 3.8, 3.175)","(21.0, 80.0, 44.66666666666667)","(8.5, 24.0, 16.607142857142858)"
05-01-2023 13:09:24.807062,"(2.35, 3.95, 3.158333333333333)","(21.0, 42.0, 38.0)","(31.0, 250.0, 156.66666666666666)","(3.5, 4.3, 3.82)","(2.8, 3.65, 3.0092857142857143)","(21.0, 80.0, 44.66666666666667)","(8.5, 24.0, 16.607142857142858)"
05-01-2023 13:09:25.821776,"(2.35, 3.95, 3.158333333333333)","(21.0, 42.0, 38.0)","(31.0, 250.0, 156.66666666666666)","(3.5, 4.3, 3.82)","(2.8, 3.65, 3.0092857142857143)","(21.0, 80.0, 44.66666666666667)","(8.5, 24.0, 16.607142857142858)"
05-01-2023 13:09:26.955921,"(2.35, 3.95, 3.158333333333333)","(21.0, 42.0, 38.0)","(31.0, 250.0, 156.66666666666666)","(3.5, 4.3, 3.82)","(2.8, 3.65, 3.0092857142857143)","(21.0, 80.0, 44.66666666666667)","(8.5, 24.0, 16.607142857142858)"
05-01-2023 13:09:28.203691,"(2.35, 3.95, 3.158333333333333)","(21.0, 42.0, 38.0)","(31.0, 250.0, 156.66666666666666)","(3.5, 4.3, 3.82)","(2.8, 3.65, 3.0092857142857143)","(21.0, 80.0, 44.66666666666667)","(8.5, 24.0, 16.607142857142858)"
05-01-2023 13:09:29.390461,"(2.35, 4.0, 3.1666666666666665)","(21.0, 42.0, 38.0)","(31.0, 260.0, 140.0)","(3.5, 4.3, 3.6142857142857143)","(2.8, 3.6, 3.0666666666666664)","(21.0, 80.0, 44.66666666666667)","(8.5, 24.0, 16.607142857142858)"
05-01-2023 13:09:30.500312,"(2.35, 4.0, 3.1)","(21.0, 42.0, 38.0)","(31.0, 260.0, 140.0)","(3.5, 4.3, 3.82)","(2.8, 3.6, 3.018)","(21.0, 80.0, 44.66666666666667)","(8.5, 24.0, 16.607142857142858)"
05-01-2023 13:09:31.633574,"(2.35, 3.95, 3.263333333333333)","(21.0, 42.0, 38.0)","(31.0, 250.0, 136.54545454545456)","(3.5, 4.3, 3.82)","(2.8, 3.25, 3.018)","(21.0, 80.0, 44.66666666666667)","(8.5, 24.0, 16.607142857142858)"
05-01-2023 13:09:32.631813,"(2.35, 3.95, 3.263333333333333)","(21.0, 42.0, 38.0)","(31.0, 250.0, 136.54545454545456)","(3.5, 4.3, 3.82)","(2.8, 3.25, 3.0666666666666664)","(21.0, 80.0, 44.66666666666667)","(8.5, 24.0, 16.607142857142858)"
05-01-2023 13:09:33.969405,"(2.35, 3.95, 3.263333333333333)","(21.0, 42.0, 38.0)","(31.0, 250.0, 159.5)","(3.5, 4.4, 3.8600000000000003)","(2.8, 3.6, 3.0666666666666664)","(21.0, 80.0, 44.66666666666667)","(8.5, 24.0, 16.607142857142858)"
05-01-2023 13:09:35.165517,"(2.35, 3.95, 3.263333333333333)","(21.0, 42.0, 38.0)","(31.0, 230.0, 152.0)","(3.5, 4.4, 3.8600000000000003)","(2.8, 3.6, 3.058333333333333)","(21.0, 80.0, 44.66666666666667)","(8.5, 24.0, 16.607142857142858)"
05-01-2023 13:09:36.327663,"(2.35, 3.9, 3.2249999999999996)","(21.0, 42.0, 38.0)","(31.0, 240.0, 140.0)","(3.5, 4.4, 3.8000000000000003)","(2.8, 3.55, 3.058333333333333)","(21.0, 80.0, 58.400000000000006)","(8.5, 24.0, 16.607142857142858)"
05-01-2023 13:09:37.463132,"(2.35, 3.9, 3.2249999999999996)","(21.0, 42.0, 38.0)","(31.0, 240.0, 140.0)","(3.5, 4.4, 3.8000000000000003)","(2.8, 3.55, 3.058333333333333)","(21.0, 80.0, 58.400000000000006)","(8.5, 24.0, 16.607142857142858)"
05-01-2023 13:09:38.857192,"(2.35, 3.9, 3.2249999999999996)","(21.0, 42.0, 38.0)","(31.0, 240.0, 174.0)","(3.5, 4.4, 3.8000000000000003)","(2.8, 3.55, 3.058333333333333)","(21.0, 80.0, 58.400000000000006)","(8.5, 24.0, 16.607142857142858)"
05-01-2023 13:09:40.198201,"(2.35, 3.9, 3.2249999999999996)","(21.0, 42.0, 38.0)","(31.0, 240.0, 174.0)","(3.5, 4.4, 3.8000000000000003)","(2.8, 3.55, 3.058333333333333)","(21.0, 80.0, 58.400000000000006)","(8.5, 24.0, 16.607142857142858)"
05-01-2023 13:09:41.502324,"(2.35, 3.9, 3.2249999999999996)","(21.0, 42.0, 38.0)","(31.0, 240.0, 174.0)","(3.5, 4.4, 4.4)","(2.8, 3.55, 3.2800000000000002)","(21.0, 80.0, 58.400000000000006)","(8.5, 24.0, 12.444444444444445)"
05-01-2023 13:09:42.610273,"(2.35, 4.0, 3.2533333333333334)","(21.0, 42.0, 38.0)","(31.0, 240.0, 174.0)","(3.5, 4.7, 4.4)","(2.8, 3.6, 3.2800000000000002)","(21.0, 80.0, 58.400000000000006)","(8.5, 16.0, 12.444444444444445)"
05-01-2023 13:09:43.790965,"(2.35, 4.0, 3.2533333333333334)","(21.0, 42.0, 38.0)","(31.0, 240.0, 174.0)","(3.5, 4.7, 4.4)","(2.8, 3.6, 3.05)","(21.0, 80.0, 58.400000000000006)","(8.5, 16.0, 13.846153846153847)"
05-01-2023 13:09:44.943099,"(2.35, 3.95, 3.7)","(21.0, 42.0, 38.0)","(31.0, 240.0, 174.0)","(3.5, 4.7, 4.4)","(2.8, 3.5, 3.05)","(21.0, 80.0, 58.400000000000006)","(8.5, 16.0, 13.846153846153847)"
05-01-2023 13:09:45.966829,"(2.35, 3.95, 3.30625)","(21.0, 42.0, 38.0)","(31.0, 240.0, 174.0)","(3.5, 4.7, 4.4)","(2.8, 3.5, 3.05)","(21.0, 80.0, 58.400000000000006)","(8.5, 20.0, 18.75)"
05-01-2023 13:09:46.970648,"(2.35, 3.95, 3.30625)","(21.0, 42.0, 38.0)","(31.0, 250.0, 139.88235294117646)","(3.5, 4.7, 4.4)","(2.8, 3.5, 3.05)","(21.0, 80.0, 58.400000000000006)","(8.5, 20.0, 18.75)"
05-01-2023 13:09:48.257595,"(2.35, 3.95, 3.30625)","(21.0, 42.0, 38.5)","(31.0, 250.0, 139.88235294117646)","(3.5, 4.7, 4.4)","(2.8, 3.5, 3.255)","(21.0, 80.0, 53.0)","(8.5, 20.0, 16.0)"
05-01-2023 13:09:49.351645,"(2.35, 4.0, 3.568)","(21.0, 42.0, 38.5)","(31.0, 250.0, 64.6)","(3.5, 4.7, 4.4)","(2.8, 3.55, 3.0416666666666665)","(21.0, 80.0, 53.0)","(8.5, 20.0, 16.0)"
05-01-2023 13:09:50.489382,"(2.35, 3.95, 3.30625)","(21.0, 42.0, 38.5)","(31.0, 250.0, 64.6)","(3.5, 4.7, 4.4)","(2.8, 3.45, 3.0416666666666665)","(21.0, 80.0, 53.0)","(8.5, 20.0, 16.0)"
05-01-2023 13:09:51.826326,"(2.35, 3.95, 3.30625)","(21.0, 42.0, 38.5)","(31.0, 250.0, 117.57142857142857)","(3.5, 4.7, 4.4)","(2.8, 3.45, 3.0416666666666665)","(21.0, 80.0, 53.0)","(8.5, 20.0, 16.0)"
05-01-2023 13:09:53.013547,"(2.35, 3.95, 3.30625)","(21.0, 42.0, 38.5)","(31.0, 250.0, 97.0)","(3.5, 4.7, 4.4)","(2.8, 3.45, 3.0416666666666665)","(21.0, 80.0, 53.0)","(8.5, 20.0, 14.666666666666666)"
