,Flyin Disco,Telkem Jay,Miss Willoughby,Bonnie Pauline,No Noney,Morissette,Spinner Of Yarns,Alexandra Thegreat,Your Grace
11-01-2023 16:32:14.390655,"(4.8, 6.4, 6.2700000000000005)","(1.7, 2.48, 2.3066666666666666)","(7.0, 10.5, 9.5)","(91.0, 210.0, 168.57142857142858)","(41.0, 110.0, 62.0)","(6.0, 9.2, 8.32)","(26.0, 70.0, 39.333333333333336)","(15.0, 65.0, 30.833333333333332)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:32:15.615505,"(4.8, 6.4, 6.2700000000000005)","(1.7, 2.48, 2.3066666666666666)","(7.0, 10.5, 8.7)","(91.0, 210.0, 168.57142857142858)","(41.0, 110.0, 62.0)","(6.0, 9.2, 8.32)","(26.0, 70.0, 52.0)","(15.0, 65.0, 30.833333333333332)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:32:16.802379,"(4.8, 6.4, 6.2700000000000005)","(1.7, 2.48, 2.3066666666666666)","(7.0, 10.5, 8.1375)","(91.0, 210.0, 168.57142857142858)","(41.0, 110.0, 62.0)","(6.0, 9.2, 8.32)","(26.0, 80.0, 52.0)","(15.0, 65.0, 30.833333333333332)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:32:17.996282,"(4.8, 6.4, 6.2700000000000005)","(1.7, 2.48, 2.3066666666666666)","(7.0, 10.5, 8.1375)","(91.0, 210.0, 168.57142857142858)","(41.0, 110.0, 62.0)","(6.0, 9.2, 8.32)","(26.0, 80.0, 52.0)","(15.0, 65.0, 30.833333333333332)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:32:19.185459,"(4.8, 6.4, 6.2700000000000005)","(1.7, 2.48, 2.3066666666666666)","(7.0, 10.5, 8.1375)","(91.0, 210.0, 168.57142857142858)","(41.0, 110.0, 62.0)","(6.0, 9.2, 8.32)","(26.0, 80.0, 52.0)","(15.0, 65.0, 30.833333333333332)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:32:20.362582,"(4.8, 6.4, 6.2700000000000005)","(1.7, 2.48, 2.3066666666666666)","(7.0, 10.5, 8.1375)","(91.0, 210.0, 168.57142857142858)","(41.0, 110.0, 62.0)","(6.0, 9.2, 8.32)","(26.0, 80.0, 52.0)","(15.0, 65.0, 30.833333333333332)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:32:21.539162,"(4.8, 6.4, 6.2700000000000005)","(1.7, 2.48, 2.3066666666666666)","(7.0, 10.5, 8.1375)","(91.0, 210.0, 177.5)","(41.0, 110.0, 69.0)","(6.0, 9.2, 8.32)","(26.0, 80.0, 36.0)","(15.0, 65.0, 33.0)","(19.0, 29.0, 25.545454545454547)"
11-01-2023 16:32:22.701110,"(4.8, 6.4, 6.2700000000000005)","(1.7, 2.44, 2.33)","(7.0, 10.5, 8.1375)","(91.0, 200.0, 154.28571428571428)","(41.0, 100.0, 57.0)","(6.0, 9.2, 8.32)","(26.0, 60.0, 36.0)","(15.0, 42.0, 33.0)","(19.0, 28.0, 25.545454545454547)"
11-01-2023 16:32:23.839387,"(4.8, 6.4, 6.2700000000000005)","(1.7, 2.44, 2.33)","(7.0, 10.5, 8.1375)","(91.0, 190.0, 154.28571428571428)","(41.0, 95.0, 57.0)","(6.0, 9.2, 8.68)","(26.0, 60.0, 36.0)","(15.0, 42.0, 33.0)","(19.0, 28.0, 24.727272727272727)"
11-01-2023 16:32:24.974377,"(4.8, 6.4, 6.2700000000000005)","(1.7, 2.44, 2.33)","(7.0, 10.5, 8.1375)","(91.0, 190.0, 154.28571428571428)","(41.0, 95.0, 57.0)","(6.0, 9.2, 8.514285714285714)","(26.0, 60.0, 36.0)","(15.0, 42.0, 33.0)","(19.0, 27.0, 24.727272727272727)"
11-01-2023 16:32:26.102842,"(4.8, 6.4, 6.2700000000000005)","(1.7, 2.44, 2.33)","(7.0, 10.5, 8.1375)","(91.0, 190.0, 154.28571428571428)","(41.0, 95.0, 57.0)","(6.0, 9.2, 8.32)","(26.0, 60.0, 36.0)","(15.0, 42.0, 33.0)","(19.0, 27.0, 22.2)"
11-01-2023 16:32:27.194020,"(4.8, 6.4, 6.2700000000000005)","(1.7, 2.44, 2.33)","(7.0, 10.5, 8.1375)","(91.0, 190.0, 154.28571428571428)","(41.0, 95.0, 57.0)","(6.0, 9.2, 8.32)","(26.0, 60.0, 36.0)","(15.0, 42.0, 33.0)","(19.0, 27.0, 22.2)"
11-01-2023 16:32:28.345327,"(4.8, 6.4, 6.2700000000000005)","(1.7, 2.44, 2.33)","(7.0, 10.5, 8.1375)","(91.0, 190.0, 154.28571428571428)","(41.0, 95.0, 57.0)","(6.0, 9.2, 8.95)","(26.0, 60.0, 36.0)","(15.0, 42.0, 33.0)","(19.0, 27.0, 22.2)"
11-01-2023 16:32:29.531359,"(4.8, 6.4, 6.2700000000000005)","(1.7, 2.44, 2.33)","(7.0, 10.5, 8.1375)","(91.0, 190.0, 154.28571428571428)","(41.0, 95.0, 57.0)","(6.0, 9.2, 9.200000000000001)","(26.0, 60.0, 36.0)","(15.0, 42.0, 33.0)","(19.0, 27.0, 22.2)"
11-01-2023 16:32:30.703588,"(4.8, 6.4, 6.2700000000000005)","(1.7, 2.44, 2.33)","(7.0, 10.5, 8.1375)","(91.0, 190.0, 154.28571428571428)","(41.0, 95.0, 57.0)","(6.0, 9.8, 9.430769230769231)","(26.0, 60.0, 36.0)","(15.0, 42.0, 33.0)","(19.0, 27.0, 22.2)"
11-01-2023 16:32:31.901479,"(4.8, 6.4, 6.2700000000000005)","(1.7, 2.44, 2.385)","(7.0, 10.5, 8.1375)","(91.0, 190.0, 154.28571428571428)","(41.0, 95.0, 57.0)","(6.0, 9.8, 9.363636363636365)","(26.0, 60.0, 36.0)","(15.0, 42.0, 33.0)","(19.0, 27.0, 22.2)"
11-01-2023 16:32:33.087240,"(4.8, 6.4, 5.88)","(1.7, 2.44, 2.385)","(7.0, 10.5, 8.1375)","(91.0, 190.0, 154.28571428571428)","(41.0, 95.0, 57.0)","(6.0, 9.8, 8.2)","(26.0, 60.0, 36.0)","(15.0, 42.0, 33.0)","(19.0, 27.0, 22.2)"
11-01-2023 16:32:34.408574,"(4.8, 6.4, 5.88)","(1.7, 2.44, 2.385)","(7.0, 10.5, 8.1375)","(91.0, 190.0, 154.28571428571428)","(41.0, 95.0, 57.0)","(6.0, 8.6, 8.2)","(26.0, 60.0, 50.0)","(15.0, 42.0, 33.0)","(19.0, 27.0, 22.2)"
11-01-2023 16:32:35.752801,"(4.8, 6.4, 5.88)","(1.7, 2.44, 2.385)","(7.0, 10.5, 8.1375)","(91.0, 190.0, 154.28571428571428)","(41.0, 95.0, 57.0)","(6.0, 8.6, 8.2)","(26.0, 60.0, 50.0)","(15.0, 42.0, 33.0)","(19.0, 27.0, 22.2)"
11-01-2023 16:32:36.920984,"(4.8, 6.4, 5.88)","(1.7, 2.44, 2.385)","(7.0, 10.5, 8.1375)","(91.0, 190.0, 151.42857142857142)","(41.0, 95.0, 57.0)","(6.0, 8.6, 8.2)","(26.0, 60.0, 50.0)","(15.0, 42.0, 33.0)","(19.0, 27.0, 20.666666666666668)"
11-01-2023 16:32:38.057937,"(4.8, 6.4, 5.88)","(1.7, 2.44, 2.385)","(7.0, 10.5, 8.1375)","(91.0, 190.0, 151.42857142857142)","(41.0, 95.0, 57.0)","(6.0, 8.6, 8.2)","(26.0, 60.0, 50.0)","(15.0, 42.0, 33.0)","(19.0, 27.0, 20.666666666666668)"
11-01-2023 16:32:39.222144,"(4.8, 6.4, 5.88)","(1.7, 2.44, 2.385)","(7.0, 10.5, 8.1375)","(91.0, 190.0, 159.16666666666666)","(41.0, 95.0, 57.0)","(6.0, 8.6, 8.2)","(26.0, 60.0, 50.0)","(15.0, 42.0, 33.0)","(19.0, 27.0, 20.666666666666668)"
11-01-2023 16:32:40.350125,"(4.8, 6.4, 5.88)","(1.7, 2.44, 2.385)","(7.0, 10.5, 8.1375)","(91.0, 180.0, 158.57142857142858)","(41.0, 95.0, 57.0)","(6.0, 8.6, 8.2)","(26.0, 60.0, 50.0)","(15.0, 42.0, 33.0)","(19.0, 27.0, 20.666666666666668)"
11-01-2023 16:32:41.445747,"(4.8, 6.4, 5.88)","(1.7, 2.44, 2.385)","(7.0, 10.5, 8.1375)","(91.0, 200.0, 115.0)","(41.0, 95.0, 57.0)","(6.0, 8.6, 8.2)","(26.0, 60.0, 50.0)","(15.0, 42.0, 33.0)","(19.0, 27.0, 20.666666666666668)"
11-01-2023 16:32:42.574830,"(4.8, 6.4, 5.6000000000000005)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.971428571428572)","(91.0, 170.0, 93.33333333333334)","(41.0, 95.0, 57.0)","(6.0, 8.6, 8.2)","(26.0, 60.0, 50.0)","(15.0, 42.0, 33.0)","(19.0, 27.0, 20.666666666666668)"
11-01-2023 16:32:43.720613,"(4.8, 6.4, 5.76)","(1.7, 2.44, 2.385)","(7.0, 11.0, 10.15)","(91.0, 160.0, 93.33333333333334)","(41.0, 95.0, 57.0)","(6.0, 8.6, 8.2)","(26.0, 60.0, 50.0)","(15.0, 42.0, 33.0)","(19.0, 27.0, 20.666666666666668)"
11-01-2023 16:32:44.872592,"(4.8, 6.4, 5.76)","(1.7, 2.44, 2.385)","(7.0, 11.0, 10.085714285714285)","(91.0, 160.0, 93.33333333333334)","(41.0, 95.0, 57.0)","(6.0, 8.6, 8.2)","(26.0, 60.0, 50.0)","(15.0, 42.0, 33.0)","(19.0, 27.0, 20.666666666666668)"
11-01-2023 16:32:46.002077,"(4.8, 6.4, 5.76)","(1.7, 2.44, 2.385)","(7.0, 11.0, 10.3)","(91.0, 160.0, 93.33333333333334)","(41.0, 95.0, 57.0)","(6.0, 8.6, 8.2)","(26.0, 60.0, 50.0)","(15.0, 42.0, 33.0)","(19.0, 27.0, 20.666666666666668)"
11-01-2023 16:32:47.172766,"(4.8, 6.4, 5.76)","(1.7, 2.44, 2.385)","(7.0, 11.0, 10.3)","(91.0, 160.0, 93.33333333333334)","(41.0, 95.0, 57.0)","(6.0, 8.6, 8.2)","(26.0, 60.0, 50.0)","(15.0, 42.0, 33.0)","(19.0, 27.0, 20.666666666666668)"
11-01-2023 16:32:48.330581,"(4.8, 6.4, 5.76)","(1.7, 2.44, 2.385)","(7.0, 11.0, 10.44)","(91.0, 160.0, 93.33333333333334)","(41.0, 95.0, 57.0)","(6.0, 8.6, 8.2)","(26.0, 60.0, 50.0)","(15.0, 42.0, 33.0)","(19.0, 27.0, 20.666666666666668)"
11-01-2023 16:32:49.517736,"(4.8, 6.4, 5.76)","(1.7, 2.44, 2.385)","(7.0, 11.0, 10.3)","(91.0, 160.0, 93.33333333333334)","(41.0, 95.0, 57.0)","(6.0, 8.6, 8.2)","(26.0, 60.0, 50.0)","(15.0, 42.0, 33.0)","(19.0, 27.0, 20.666666666666668)"
11-01-2023 16:32:50.723033,"(4.8, 6.4, 5.76)","(1.7, 2.44, 2.385)","(7.0, 11.0, 10.3)","(91.0, 160.0, 93.33333333333334)","(41.0, 95.0, 57.0)","(6.0, 8.6, 8.2)","(26.0, 60.0, 50.0)","(15.0, 42.0, 33.0)","(19.0, 27.0, 20.666666666666668)"
11-01-2023 16:32:51.911532,"(4.8, 6.4, 5.76)","(1.7, 2.44, 2.385)","(7.0, 11.0, 10.3)","(91.0, 160.0, 93.33333333333334)","(41.0, 95.0, 57.0)","(6.0, 8.6, 8.2)","(26.0, 60.0, 50.0)","(15.0, 42.0, 33.0)","(19.0, 27.0, 20.666666666666668)"
11-01-2023 16:32:53.107268,"(4.8, 6.4, 5.76)","(1.7, 2.44, 2.385)","(7.0, 11.0, 9.133333333333333)","(91.0, 160.0, 93.33333333333334)","(41.0, 95.0, 57.0)","(6.0, 8.6, 8.2)","(26.0, 60.0, 50.0)","(15.0, 42.0, 33.0)","(19.0, 27.0, 20.666666666666668)"
11-01-2023 16:32:54.210913,"(4.8, 6.4, 5.76)","(1.7, 2.44, 2.385)","(7.0, 11.0, 9.690909090909091)","(91.0, 160.0, 93.33333333333334)","(41.0, 95.0, 57.0)","(6.0, 8.6, 8.2)","(26.0, 60.0, 50.0)","(15.0, 42.0, 33.0)","(19.0, 27.0, 20.666666666666668)"
11-01-2023 16:32:55.345697,"(4.8, 6.4, 5.76)","(1.7, 2.44, 2.385)","(7.0, 11.0, 9.690909090909091)","(91.0, 160.0, 93.33333333333334)","(41.0, 95.0, 57.0)","(6.0, 8.6, 8.2)","(26.0, 60.0, 50.0)","(15.0, 42.0, 33.0)","(19.0, 27.0, 20.666666666666668)"
11-01-2023 16:32:56.478347,"(4.8, 6.4, 5.76)","(1.7, 2.44, 2.385)","(7.0, 11.0, 9.057142857142857)","(91.0, 160.0, 93.33333333333334)","(41.0, 95.0, 57.0)","(6.0, 8.6, 8.2)","(26.0, 60.0, 50.0)","(15.0, 42.0, 33.0)","(19.0, 27.0, 20.666666666666668)"
11-01-2023 16:32:57.638090,"(4.8, 6.4, 5.76)","(1.7, 2.44, 2.385)","(7.0, 11.0, 10.0)","(91.0, 160.0, 93.33333333333334)","(41.0, 95.0, 57.0)","(6.0, 8.6, 8.2)","(26.0, 60.0, 51.25)","(15.0, 42.0, 33.0)","(19.0, 27.0, 20.666666666666668)"
11-01-2023 16:32:58.788711,"(4.8, 6.4, 5.76)","(1.7, 2.44, 2.385)","(7.0, 11.0, 9.714285714285714)","(91.0, 160.0, 93.33333333333334)","(41.0, 95.0, 57.0)","(6.0, 8.6, 8.2)","(26.0, 60.0, 37.333333333333336)","(15.0, 42.0, 33.0)","(19.0, 27.0, 20.666666666666668)"
11-01-2023 16:32:59.990415,"(4.8, 6.4, 5.76)","(1.7, 2.44, 2.385)","(7.0, 11.0, 9.714285714285714)","(91.0, 160.0, 93.33333333333334)","(41.0, 95.0, 57.0)","(6.0, 8.6, 8.2)","(26.0, 60.0, 37.333333333333336)","(15.0, 42.0, 33.0)","(19.0, 27.0, 20.666666666666668)"
11-01-2023 16:33:01.176239,"(4.8, 6.4, 5.76)","(1.7, 2.44, 2.385)","(7.0, 11.0, 9.2)","(91.0, 160.0, 93.33333333333334)","(41.0, 95.0, 57.0)","(6.0, 8.6, 8.2)","(26.0, 60.0, 37.333333333333336)","(15.0, 42.0, 33.0)","(19.0, 27.0, 20.666666666666668)"
11-01-2023 16:33:02.442949,"(4.8, 6.4, 5.76)","(1.7, 2.44, 2.385)","(7.0, 11.0, 9.628571428571428)","(91.0, 160.0, 93.33333333333334)","(41.0, 95.0, 57.0)","(6.0, 8.6, 8.2)","(26.0, 60.0, 37.333333333333336)","(15.0, 42.0, 33.0)","(19.0, 27.0, 20.666666666666668)"
11-01-2023 16:33:03.790672,"(4.8, 6.4, 5.942857142857143)","(1.7, 2.44, 2.385)","(7.0, 11.0, 9.728571428571428)","(91.0, 160.0, 93.33333333333334)","(41.0, 95.0, 57.0)","(6.0, 8.6, 8.2)","(26.0, 60.0, 37.333333333333336)","(15.0, 42.0, 33.0)","(19.0, 27.0, 20.666666666666668)"
11-01-2023 16:33:05.034691,"(4.8, 6.2, 6.033333333333333)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.728571428571428)","(91.0, 160.0, 93.33333333333334)","(41.0, 95.0, 57.0)","(6.0, 8.6, 8.2)","(26.0, 60.0, 37.333333333333336)","(15.0, 42.0, 33.0)","(19.0, 27.0, 20.666666666666668)"
11-01-2023 16:33:06.453312,"(4.8, 6.4, 5.96)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.728571428571428)","(91.0, 160.0, 93.33333333333334)","(41.0, 95.0, 57.0)","(6.0, 8.6, 8.2)","(26.0, 60.0, 37.333333333333336)","(15.0, 42.0, 29.333333333333332)","(19.0, 27.0, 20.666666666666668)"
11-01-2023 16:33:07.628857,"(4.8, 6.4, 5.96)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.8)","(91.0, 160.0, 149.41176470588235)","(41.0, 95.0, 58.33333333333333)","(6.0, 8.6, 8.2)","(26.0, 60.0, 37.333333333333336)","(15.0, 40.0, 29.333333333333332)","(19.0, 27.0, 25.0)"
11-01-2023 16:33:08.754448,"(4.8, 6.4, 5.96)","(1.7, 2.44, 2.385)","(7.0, 11.0, 9.728571428571428)","(81.0, 160.0, 149.41176470588235)","(41.0, 95.0, 58.33333333333333)","(6.0, 8.6, 8.2)","(26.0, 60.0, 37.333333333333336)","(15.0, 40.0, 29.333333333333332)","(19.0, 27.0, 25.0)"
11-01-2023 16:33:09.935919,"(4.8, 6.4, 5.96)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.728571428571428)","(81.0, 160.0, 149.41176470588235)","(41.0, 95.0, 58.33333333333333)","(6.0, 8.6, 8.2)","(26.0, 60.0, 37.333333333333336)","(15.0, 40.0, 29.333333333333332)","(19.0, 27.0, 24.285714285714285)"
11-01-2023 16:33:11.110056,"(4.8, 6.4, 5.96)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.728571428571428)","(81.0, 160.0, 149.41176470588235)","(41.0, 95.0, 58.33333333333333)","(6.0, 8.6, 8.2)","(26.0, 60.0, 37.333333333333336)","(15.0, 40.0, 29.333333333333332)","(19.0, 27.0, 22.5)"
11-01-2023 16:33:12.256743,"(4.8, 6.4, 5.96)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.728571428571428)","(81.0, 160.0, 149.41176470588235)","(41.0, 95.0, 58.33333333333333)","(6.0, 8.6, 8.2)","(26.0, 60.0, 37.333333333333336)","(15.0, 40.0, 29.333333333333332)","(19.0, 27.0, 22.5)"
11-01-2023 16:33:13.383966,"(4.8, 6.4, 5.96)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.728571428571428)","(81.0, 160.0, 149.41176470588235)","(41.0, 95.0, 58.33333333333333)","(6.0, 8.6, 8.3)","(26.0, 60.0, 37.333333333333336)","(15.0, 40.0, 29.333333333333332)","(19.0, 27.0, 22.5)"
11-01-2023 16:33:14.516440,"(4.8, 6.4, 5.96)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.728571428571428)","(81.0, 160.0, 149.41176470588235)","(41.0, 95.0, 58.33333333333333)","(6.0, 8.6, 8.3)","(26.0, 60.0, 37.333333333333336)","(15.0, 40.0, 29.333333333333332)","(19.0, 27.0, 22.5)"
11-01-2023 16:33:15.635797,"(4.8, 6.4, 5.96)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.728571428571428)","(81.0, 160.0, 149.41176470588235)","(41.0, 95.0, 58.33333333333333)","(6.0, 8.6, 8.3)","(26.0, 60.0, 37.333333333333336)","(15.0, 40.0, 29.333333333333332)","(19.0, 27.0, 22.5)"
11-01-2023 16:33:16.892342,"(4.8, 6.4, 5.96)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.728571428571428)","(81.0, 160.0, 149.41176470588235)","(41.0, 95.0, 58.33333333333333)","(6.0, 8.6, 8.3)","(26.0, 60.0, 37.333333333333336)","(15.0, 40.0, 29.333333333333332)","(19.0, 27.0, 22.5)"
11-01-2023 16:33:18.127841,"(4.8, 6.4, 5.96)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.728571428571428)","(81.0, 160.0, 149.41176470588235)","(41.0, 95.0, 58.33333333333333)","(6.0, 8.6, 8.3)","(26.0, 60.0, 37.333333333333336)","(15.0, 40.0, 29.333333333333332)","(19.0, 27.0, 22.5)"
11-01-2023 16:33:19.377357,"(4.8, 6.4, 5.96)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.728571428571428)","(81.0, 160.0, 149.41176470588235)","(41.0, 95.0, 58.33333333333333)","(6.0, 8.6, 8.3)","(26.0, 60.0, 37.333333333333336)","(15.0, 40.0, 29.333333333333332)","(19.0, 27.0, 22.5)"
11-01-2023 16:33:20.804464,"(4.8, 6.4, 6.1818181818181825)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.728571428571428)","(81.0, 160.0, 149.41176470588235)","(41.0, 95.0, 58.33333333333333)","(6.0, 8.6, 8.3)","(26.0, 60.0, 37.333333333333336)","(15.0, 40.0, 29.333333333333332)","(19.0, 27.0, 22.5)"
11-01-2023 16:33:22.289395,"(4.8, 6.4, 5.9714285714285715)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.728571428571428)","(81.0, 160.0, 149.41176470588235)","(41.0, 95.0, 58.33333333333333)","(6.0, 8.6, 8.3)","(26.0, 60.0, 37.333333333333336)","(15.0, 40.0, 29.333333333333332)","(19.0, 27.0, 22.5)"
11-01-2023 16:33:23.444864,"(4.8, 6.4, 5.9714285714285715)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.728571428571428)","(81.0, 160.0, 149.41176470588235)","(41.0, 95.0, 58.33333333333333)","(6.0, 8.6, 8.3)","(26.0, 60.0, 37.333333333333336)","(15.0, 40.0, 29.333333333333332)","(19.0, 27.0, 22.5)"
11-01-2023 16:33:24.585684,"(4.8, 6.0, 5.92)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.728571428571428)","(81.0, 160.0, 149.41176470588235)","(41.0, 95.0, 58.33333333333333)","(6.0, 8.6, 8.3)","(26.0, 60.0, 37.333333333333336)","(15.0, 40.0, 29.333333333333332)","(19.0, 27.0, 22.5)"
11-01-2023 16:33:25.892209,"(4.8, 6.4, 6.1818181818181825)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.728571428571428)","(81.0, 160.0, 149.41176470588235)","(41.0, 95.0, 58.33333333333333)","(6.0, 8.6, 8.3)","(26.0, 60.0, 37.333333333333336)","(15.0, 40.0, 29.333333333333332)","(19.0, 27.0, 22.5)"
11-01-2023 16:33:27.093929,"(4.8, 6.4, 6.1818181818181825)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.728571428571428)","(81.0, 160.0, 149.41176470588235)","(41.0, 95.0, 58.33333333333333)","(6.0, 8.6, 8.3)","(26.0, 60.0, 37.333333333333336)","(15.0, 40.0, 27.2)","(19.0, 27.0, 22.5)"
11-01-2023 16:33:28.266138,"(4.8, 6.4, 6.1818181818181825)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.25)","(81.0, 160.0, 141.05263157894737)","(41.0, 95.0, 58.33333333333333)","(6.0, 8.6, 8.3)","(26.0, 60.0, 37.333333333333336)","(15.0, 40.0, 28.666666666666668)","(19.0, 27.0, 25.0)"
11-01-2023 16:33:29.681378,"(4.8, 6.4, 6.1818181818181825)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.25)","(81.0, 160.0, 141.05263157894737)","(41.0, 95.0, 58.33333333333333)","(6.0, 8.6, 8.3)","(26.0, 60.0, 37.333333333333336)","(15.0, 38.0, 27.0)","(19.0, 27.0, 25.2)"
11-01-2023 16:33:30.953836,"(4.8, 6.4, 6.057142857142858)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.25)","(81.0, 160.0, 141.05263157894737)","(41.0, 95.0, 58.33333333333333)","(6.0, 8.6, 8.3)","(26.0, 60.0, 37.333333333333336)","(15.0, 36.0, 25.6)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:33:32.048827,"(4.8, 6.4, 6.057142857142858)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.25)","(81.0, 160.0, 141.05263157894737)","(41.0, 95.0, 58.33333333333333)","(6.0, 8.6, 8.4875)","(26.0, 60.0, 37.333333333333336)","(15.0, 32.0, 26.0)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:33:33.095605,"(4.8, 6.4, 6.057142857142858)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.25)","(81.0, 160.0, 142.0)","(41.0, 95.0, 58.33333333333333)","(6.0, 8.6, 8.4875)","(26.0, 60.0, 37.333333333333336)","(15.0, 30.0, 26.0)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:33:34.144144,"(4.8, 6.4, 6.057142857142858)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.25)","(81.0, 160.0, 142.0)","(41.0, 95.0, 58.33333333333333)","(6.0, 8.6, 8.4875)","(26.0, 60.0, 37.333333333333336)","(15.0, 30.0, 26.0)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:33:35.244825,"(4.8, 6.4, 6.057142857142858)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.25)","(81.0, 160.0, 138.57142857142856)","(41.0, 95.0, 58.33333333333333)","(6.0, 8.6, 8.4875)","(26.0, 60.0, 37.333333333333336)","(15.0, 30.0, 24.75)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:33:36.340759,"(4.8, 6.4, 6.057142857142858)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.25)","(81.0, 160.0, 145.29411764705884)","(41.0, 95.0, 58.33333333333333)","(6.0, 8.6, 8.4875)","(26.0, 60.0, 37.333333333333336)","(15.0, 30.0, 26.5)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:33:37.419778,"(4.8, 6.4, 6.057142857142858)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.25)","(81.0, 150.0, 145.29411764705884)","(41.0, 95.0, 58.33333333333333)","(6.0, 8.6, 8.4875)","(26.0, 60.0, 37.333333333333336)","(15.0, 29.0, 26.5)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:33:38.496085,"(4.8, 6.4, 6.057142857142858)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.25)","(81.0, 150.0, 132.22222222222223)","(41.0, 95.0, 58.33333333333333)","(6.0, 8.6, 8.4875)","(26.0, 60.0, 37.333333333333336)","(15.0, 29.0, 25.333333333333332)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:33:39.608914,"(4.8, 6.4, 6.057142857142858)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.25)","(81.0, 140.0, 132.22222222222223)","(41.0, 95.0, 58.33333333333333)","(6.0, 8.6, 8.4875)","(26.0, 60.0, 37.333333333333336)","(15.0, 28.0, 25.333333333333332)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:33:40.730981,"(4.8, 6.4, 6.057142857142858)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.25)","(81.0, 140.0, 132.22222222222223)","(41.0, 95.0, 58.33333333333333)","(6.0, 8.6, 8.7)","(26.0, 60.0, 37.333333333333336)","(15.0, 28.0, 25.333333333333332)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:33:41.855965,"(4.8, 6.4, 6.057142857142858)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.25)","(81.0, 140.0, 132.22222222222223)","(41.0, 95.0, 58.33333333333333)","(6.0, 9.8, 8.92)","(26.0, 60.0, 37.333333333333336)","(15.0, 28.0, 25.333333333333332)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:33:42.904687,"(4.8, 6.4, 6.057142857142858)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.25)","(81.0, 140.0, 120.9090909090909)","(41.0, 95.0, 58.33333333333333)","(6.0, 9.8, 9.25)","(26.0, 60.0, 37.333333333333336)","(15.0, 28.0, 25.333333333333332)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:33:43.976328,"(4.8, 6.4, 6.057142857142858)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.25)","(81.0, 140.0, 126.47058823529412)","(41.0, 95.0, 58.33333333333333)","(6.0, 9.8, 8.8)","(26.0, 60.0, 37.333333333333336)","(15.0, 28.0, 25.333333333333332)","(19.0, 27.0, 21.333333333333332)"
