,Flyin Disco,Telkem Jay,Miss Willoughby,Bonnie Pauline,No Noney,Morissette,Spinner Of Yarns,Alexandra Thegreat,Your Grace
11-01-2023 16:33:45.004582,"(4.8, 6.4, 6.2)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.25)","(81.0, 130.0, 126.47058823529412)","(41.0, 95.0, 58.33333333333333)","(6.0, 9.8, 9.25)","(26.0, 60.0, 37.333333333333336)","(15.0, 28.0, 25.333333333333332)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:33:46.016401,"(4.8, 6.4, 6.085714285714286)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.25)","(81.0, 130.0, 126.47058823529412)","(41.0, 95.0, 58.33333333333333)","(6.0, 9.8, 9.25)","(26.0, 60.0, 37.333333333333336)","(15.0, 28.0, 25.333333333333332)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:33:47.028712,"(4.8, 6.4, 6.085714285714286)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.25)","(81.0, 130.0, 126.47058823529412)","(41.0, 95.0, 58.33333333333333)","(6.0, 9.8, 9.266666666666666)","(26.0, 60.0, 37.333333333333336)","(15.0, 28.0, 25.333333333333332)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:33:48.056171,"(4.8, 6.0, 5.883333333333333)","(1.7, 2.44, 2.385)","(7.0, 10.5, 8.714285714285714)","(81.0, 130.0, 127.0)","(41.0, 95.0, 58.33333333333333)","(6.0, 9.6, 8.933333333333334)","(26.0, 60.0, 37.333333333333336)","(15.0, 28.0, 25.333333333333332)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:33:49.057190,"(4.8, 6.0, 5.65)","(1.7, 2.44, 2.385)","(7.0, 10.5, 8.714285714285714)","(81.0, 130.0, 127.0)","(41.0, 95.0, 58.33333333333333)","(6.0, 9.6, 8.933333333333334)","(26.0, 60.0, 37.333333333333336)","(15.0, 28.0, 25.333333333333332)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:33:50.061471,"(4.8, 6.0, 5.65)","(1.7, 2.44, 2.385)","(7.0, 10.5, 8.714285714285714)","(81.0, 130.0, 127.0)","(41.0, 95.0, 58.33333333333333)","(6.0, 9.6, 8.933333333333334)","(26.0, 60.0, 37.333333333333336)","(15.0, 28.0, 25.333333333333332)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:33:51.082615,"(4.8, 6.0, 5.65)","(1.7, 2.44, 2.385)","(7.0, 10.5, 8.714285714285714)","(81.0, 130.0, 127.0)","(41.0, 95.0, 58.33333333333333)","(6.0, 9.6, 8.933333333333334)","(26.0, 60.0, 37.333333333333336)","(15.0, 28.0, 25.333333333333332)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:33:52.081386,"(4.8, 6.0, 5.65)","(1.7, 2.44, 2.385)","(7.0, 10.5, 8.714285714285714)","(81.0, 130.0, 127.0)","(41.0, 95.0, 58.33333333333333)","(6.0, 9.6, 8.6)","(26.0, 60.0, 37.333333333333336)","(15.0, 28.0, 25.333333333333332)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:33:53.114131,"(4.8, 6.0, 5.65)","(1.7, 2.44, 2.385)","(7.0, 10.5, 8.714285714285714)","(81.0, 130.0, 127.0)","(41.0, 95.0, 58.33333333333333)","(6.0, 9.6, 8.71111111111111)","(26.0, 60.0, 37.333333333333336)","(15.0, 28.0, 25.333333333333332)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:33:54.124682,"(4.8, 6.0, 5.569230769230769)","(1.7, 2.44, 2.385)","(7.0, 10.5, 8.714285714285714)","(81.0, 130.0, 127.0)","(41.0, 95.0, 58.33333333333333)","(6.0, 9.6, 9.066666666666666)","(26.0, 60.0, 35.666666666666664)","(15.0, 28.0, 25.333333333333332)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:33:55.127173,"(4.8, 6.0, 5.569230769230769)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.153846153846153)","(81.0, 130.0, 126.47058823529412)","(41.0, 95.0, 58.33333333333333)","(6.0, 9.6, 9.066666666666666)","(26.0, 55.0, 35.666666666666664)","(15.0, 28.0, 25.333333333333332)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:33:56.161145,"(4.8, 6.0, 5.569230769230769)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.583333333333334)","(81.0, 130.0, 126.47058823529412)","(41.0, 95.0, 58.33333333333333)","(6.0, 9.6, 8.725)","(26.0, 55.0, 35.666666666666664)","(15.0, 28.0, 25.333333333333332)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:33:57.214714,"(4.8, 6.0, 5.569230769230769)","(1.7, 2.44, 2.385)","(7.0, 9.8, 9.581818181818182)","(81.0, 130.0, 126.47058823529412)","(41.0, 95.0, 58.33333333333333)","(6.0, 9.6, 9.016666666666666)","(26.0, 55.0, 35.666666666666664)","(15.0, 28.0, 25.333333333333332)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:33:58.231858,"(4.8, 6.0, 5.569230769230769)","(1.7, 2.44, 2.385)","(7.0, 9.8, 8.942857142857143)","(81.0, 130.0, 126.47058823529412)","(41.0, 95.0, 58.33333333333333)","(6.0, 9.6, 9.016666666666666)","(26.0, 55.0, 35.666666666666664)","(15.0, 28.0, 25.333333333333332)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:33:59.233500,"(4.8, 6.0, 5.569230769230769)","(1.7, 2.44, 2.385)","(7.0, 9.8, 8.942857142857143)","(81.0, 130.0, 126.47058823529412)","(41.0, 95.0, 58.33333333333333)","(6.0, 9.6, 9.016666666666666)","(26.0, 55.0, 43.4)","(15.0, 28.0, 25.333333333333332)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:34:00.222755,"(4.8, 6.0, 5.569230769230769)","(1.7, 2.44, 2.385)","(7.0, 9.8, 8.7)","(81.0, 130.0, 126.47058823529412)","(41.0, 95.0, 58.33333333333333)","(6.0, 9.6, 9.016666666666666)","(26.0, 55.0, 43.4)","(15.0, 28.0, 25.333333333333332)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:34:01.232940,"(4.8, 6.0, 5.569230769230769)","(1.7, 2.44, 2.385)","(7.0, 9.8, 9.014285714285714)","(81.0, 130.0, 126.47058823529412)","(41.0, 95.0, 58.33333333333333)","(6.0, 9.6, 9.016666666666666)","(26.0, 55.0, 43.4)","(15.0, 32.0, 24.857142857142858)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:34:02.247704,"(4.8, 6.0, 5.569230769230769)","(1.7, 2.44, 2.385)","(7.0, 9.8, 9.014285714285714)","(81.0, 130.0, 126.47058823529412)","(41.0, 95.0, 58.33333333333333)","(6.0, 9.6, 9.016666666666666)","(26.0, 55.0, 43.4)","(15.0, 30.0, 25.2)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:34:03.261121,"(4.8, 6.0, 5.569230769230769)","(1.7, 2.44, 2.385)","(7.0, 9.8, 9.014285714285714)","(81.0, 130.0, 126.47058823529412)","(41.0, 95.0, 67.5)","(6.0, 9.6, 9.016666666666666)","(26.0, 55.0, 45.33333333333333)","(15.0, 30.0, 26.0)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:34:04.256308,"(4.8, 6.0, 5.569230769230769)","(1.7, 2.44, 2.385)","(7.0, 9.8, 9.014285714285714)","(81.0, 130.0, 102.5)","(41.0, 95.0, 67.5)","(6.0, 9.6, 9.016666666666666)","(26.0, 55.0, 45.33333333333333)","(15.0, 30.0, 26.0)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:34:05.239666,"(4.8, 6.0, 5.569230769230769)","(1.7, 2.44, 2.385)","(7.0, 11.0, 10.15)","(81.0, 130.0, 102.5)","(41.0, 95.0, 67.5)","(6.0, 9.6, 9.016666666666666)","(26.0, 55.0, 45.33333333333333)","(15.0, 30.0, 26.0)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:34:06.238867,"(4.8, 6.0, 5.569230769230769)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.972727272727273)","(81.0, 130.0, 102.5)","(41.0, 95.0, 67.5)","(6.0, 9.6, 9.016666666666666)","(26.0, 55.0, 45.33333333333333)","(15.0, 30.0, 26.0)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:34:07.277041,"(4.8, 6.0, 5.569230769230769)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.0)","(81.0, 130.0, 102.5)","(41.0, 95.0, 67.5)","(6.0, 9.6, 9.016666666666666)","(26.0, 55.0, 45.33333333333333)","(15.0, 30.0, 26.0)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:34:08.245229,"(4.8, 6.0, 5.569230769230769)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.65625)","(81.0, 130.0, 88.75)","(41.0, 95.0, 67.5)","(6.0, 9.6, 9.016666666666666)","(26.0, 55.0, 45.33333333333333)","(15.0, 30.0, 26.0)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:34:09.251225,"(4.8, 6.0, 5.569230769230769)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.272727272727273)","(81.0, 120.0, 90.0)","(41.0, 95.0, 67.5)","(6.0, 9.6, 9.016666666666666)","(26.0, 55.0, 45.33333333333333)","(15.0, 30.0, 26.0)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:34:10.233901,"(4.8, 6.0, 5.569230769230769)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.272727272727273)","(81.0, 120.0, 90.0)","(41.0, 95.0, 67.5)","(6.0, 9.6, 9.016666666666666)","(26.0, 55.0, 45.33333333333333)","(15.0, 30.0, 26.0)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:34:11.262817,"(4.8, 6.0, 5.705263157894737)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.272727272727273)","(81.0, 110.0, 86.66666666666667)","(41.0, 95.0, 67.5)","(6.0, 9.6, 9.016666666666666)","(26.0, 55.0, 36.333333333333336)","(15.0, 30.0, 26.0)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:34:12.289128,"(4.8, 6.0, 5.705263157894737)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.272727272727273)","(81.0, 110.0, 86.66666666666667)","(41.0, 95.0, 67.5)","(6.0, 9.6, 9.016666666666666)","(26.0, 55.0, 36.333333333333336)","(15.0, 30.0, 26.0)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:34:13.302909,"(4.8, 6.0, 5.705263157894737)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.272727272727273)","(81.0, 110.0, 86.66666666666667)","(41.0, 95.0, 67.5)","(6.0, 9.6, 9.016666666666666)","(26.0, 55.0, 36.333333333333336)","(15.0, 30.0, 24.75)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:34:14.319025,"(4.8, 6.0, 5.705263157894737)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.272727272727273)","(81.0, 110.0, 86.66666666666667)","(41.0, 95.0, 67.5)","(6.0, 9.6, 9.016666666666666)","(26.0, 55.0, 36.333333333333336)","(15.0, 30.0, 26.5)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:34:15.363527,"(4.8, 6.0, 5.705263157894737)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.272727272727273)","(81.0, 110.0, 86.66666666666667)","(41.0, 95.0, 67.5)","(6.0, 9.6, 9.0)","(26.0, 55.0, 36.333333333333336)","(15.0, 29.0, 25.333333333333332)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:34:16.375772,"(4.8, 6.0, 5.6000000000000005)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.65625)","(81.0, 110.0, 86.66666666666667)","(41.0, 95.0, 67.5)","(6.0, 9.6, 8.8)","(26.0, 55.0, 36.333333333333336)","(15.0, 28.0, 25.333333333333332)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:34:17.385662,"(4.8, 6.0, 5.6000000000000005)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.11111111111111)","(81.0, 110.0, 86.66666666666667)","(41.0, 95.0, 67.5)","(6.0, 9.6, 8.8)","(26.0, 55.0, 36.333333333333336)","(15.0, 28.0, 25.333333333333332)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:34:18.395194,"(4.8, 6.0, 5.6000000000000005)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.11111111111111)","(81.0, 110.0, 86.66666666666667)","(41.0, 95.0, 67.5)","(6.0, 9.6, 8.8)","(26.0, 55.0, 36.333333333333336)","(15.0, 28.0, 28.0)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:34:19.409185,"(4.8, 6.0, 5.6000000000000005)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.11111111111111)","(81.0, 110.0, 86.66666666666667)","(41.0, 95.0, 67.5)","(6.0, 9.6, 8.8)","(26.0, 55.0, 36.333333333333336)","(15.0, 36.0, 27.333333333333332)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:34:20.410695,"(4.8, 6.0, 5.6000000000000005)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.11111111111111)","(81.0, 110.0, 86.66666666666667)","(41.0, 95.0, 67.5)","(6.0, 9.6, 8.8)","(26.0, 55.0, 36.333333333333336)","(15.0, 34.0, 27.333333333333332)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:34:21.406253,"(4.8, 6.0, 5.6000000000000005)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.11111111111111)","(81.0, 110.0, 86.66666666666667)","(41.0, 95.0, 67.5)","(6.0, 9.6, 8.8)","(26.0, 55.0, 36.333333333333336)","(15.0, 34.0, 27.333333333333332)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:34:22.403626,"(4.8, 6.0, 5.6000000000000005)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.11111111111111)","(81.0, 110.0, 86.66666666666667)","(41.0, 95.0, 67.5)","(6.0, 9.6, 8.8)","(26.0, 55.0, 36.333333333333336)","(15.0, 34.0, 28.0)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:34:23.523986,"(4.8, 6.0, 5.6000000000000005)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.11111111111111)","(81.0, 110.0, 86.66666666666667)","(41.0, 95.0, 67.5)","(6.0, 9.6, 8.266666666666666)","(26.0, 55.0, 36.333333333333336)","(15.0, 32.0, 25.6)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:34:24.510931,"(4.8, 6.0, 5.6000000000000005)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.11111111111111)","(81.0, 110.0, 86.66666666666667)","(41.0, 95.0, 67.5)","(6.0, 9.6, 8.266666666666666)","(26.0, 55.0, 36.333333333333336)","(15.0, 32.0, 26.0)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:34:25.483052,"(4.8, 6.0, 5.6000000000000005)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.11111111111111)","(81.0, 110.0, 86.66666666666667)","(41.0, 95.0, 67.5)","(6.0, 9.4, 8.816666666666666)","(26.0, 55.0, 36.333333333333336)","(15.0, 30.0, 26.0)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:34:26.449757,"(4.8, 6.0, 5.6000000000000005)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.458333333333334)","(81.0, 110.0, 86.66666666666667)","(41.0, 95.0, 67.5)","(6.0, 9.4, 8.816666666666666)","(26.0, 55.0, 36.333333333333336)","(15.0, 30.0, 26.0)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:34:27.604654,"(4.8, 6.0, 5.6000000000000005)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.458333333333334)","(81.0, 110.0, 91.66666666666666)","(41.0, 95.0, 67.5)","(6.0, 9.4, 8.816666666666666)","(26.0, 55.0, 36.333333333333336)","(15.0, 30.0, 26.0)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:34:28.646915,"(4.8, 6.0, 5.6000000000000005)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.458333333333334)","(81.0, 110.0, 105.29411764705883)","(41.0, 95.0, 67.5)","(6.0, 9.4, 8.816666666666666)","(26.0, 55.0, 36.333333333333336)","(15.0, 30.0, 26.0)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:34:29.637405,"(4.8, 6.0, 5.6000000000000005)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.458333333333334)","(81.0, 110.0, 105.29411764705883)","(41.0, 95.0, 67.5)","(6.0, 9.4, 8.816666666666666)","(26.0, 55.0, 36.333333333333336)","(15.0, 30.0, 26.0)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:34:30.622468,"(4.8, 6.0, 5.6000000000000005)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.458333333333334)","(81.0, 110.0, 105.29411764705883)","(41.0, 95.0, 67.5)","(6.0, 9.4, 8.816666666666666)","(26.0, 55.0, 36.333333333333336)","(15.0, 30.0, 26.0)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:34:31.689084,"(4.8, 6.0, 5.6000000000000005)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.458333333333334)","(81.0, 110.0, 105.29411764705883)","(41.0, 95.0, 67.5)","(6.0, 9.4, 8.2625)","(26.0, 55.0, 36.333333333333336)","(15.0, 30.0, 26.0)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:34:32.757637,"(4.8, 6.0, 5.6000000000000005)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.458333333333334)","(81.0, 110.0, 105.29411764705883)","(41.0, 95.0, 67.5)","(6.0, 8.4, 8.2625)","(26.0, 55.0, 36.333333333333336)","(15.0, 30.0, 26.0)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:34:33.746562,"(4.8, 6.0, 5.6000000000000005)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.458333333333334)","(81.0, 110.0, 105.29411764705883)","(41.0, 95.0, 67.5)","(6.0, 8.4, 8.2625)","(26.0, 55.0, 36.333333333333336)","(15.0, 30.0, 26.0)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:34:34.706977,"(4.8, 6.0, 5.6000000000000005)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.458333333333334)","(81.0, 110.0, 105.29411764705883)","(41.0, 95.0, 67.5)","(6.0, 8.4, 8.2625)","(26.0, 55.0, 36.333333333333336)","(15.0, 30.0, 26.0)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:34:35.680804,"(4.8, 6.0, 5.6000000000000005)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.458333333333334)","(81.0, 110.0, 105.29411764705883)","(41.0, 95.0, 67.5)","(6.0, 8.4, 8.2625)","(26.0, 55.0, 36.333333333333336)","(15.0, 30.0, 26.0)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:34:36.653112,"(4.8, 6.0, 5.6000000000000005)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.458333333333334)","(81.0, 110.0, 105.29411764705883)","(41.0, 95.0, 67.5)","(6.0, 8.4, 8.2625)","(26.0, 55.0, 36.333333333333336)","(15.0, 30.0, 26.0)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:34:37.618792,"(4.8, 6.0, 5.76)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.458333333333334)","(81.0, 110.0, 105.29411764705883)","(41.0, 95.0, 67.5)","(6.0, 8.4, 8.2625)","(26.0, 55.0, 36.333333333333336)","(15.0, 30.0, 26.0)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:34:38.607337,"(4.8, 6.0, 5.8)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.458333333333334)","(81.0, 110.0, 105.29411764705883)","(41.0, 95.0, 67.5)","(6.0, 8.4, 8.2625)","(26.0, 55.0, 36.333333333333336)","(15.0, 30.0, 26.0)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:34:39.575216,"(4.8, 6.0, 5.8)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.666666666666666)","(81.0, 110.0, 105.29411764705883)","(41.0, 95.0, 67.5)","(6.0, 8.4, 7.8133333333333335)","(26.0, 55.0, 36.333333333333336)","(15.0, 30.0, 26.0)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:34:40.553012,"(4.8, 6.0, 5.7)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.666666666666666)","(81.0, 110.0, 80.0)","(41.0, 95.0, 67.5)","(6.0, 8.4, 7.911111111111111)","(26.0, 55.0, 36.333333333333336)","(15.0, 30.0, 26.0)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:34:41.619284,"(4.8, 6.0, 5.7)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.666666666666666)","(81.0, 100.0, 87.5)","(41.0, 95.0, 67.5)","(6.0, 8.4, 7.911111111111111)","(26.0, 55.0, 36.333333333333336)","(15.0, 30.0, 25.2)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:34:42.604619,"(4.8, 6.0, 5.7)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.666666666666666)","(81.0, 100.0, 87.5)","(41.0, 95.0, 67.5)","(6.0, 8.4, 7.911111111111111)","(26.0, 55.0, 36.333333333333336)","(15.0, 30.0, 26.666666666666668)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:34:43.592502,"(4.8, 6.0, 5.7)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.666666666666666)","(81.0, 100.0, 87.5)","(41.0, 95.0, 67.5)","(6.0, 8.4, 7.911111111111111)","(26.0, 55.0, 36.333333333333336)","(15.0, 32.0, 26.666666666666668)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:34:44.567804,"(4.8, 6.0, 5.7)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.666666666666666)","(81.0, 100.0, 87.5)","(41.0, 95.0, 67.5)","(6.0, 8.4, 7.911111111111111)","(26.0, 55.0, 36.333333333333336)","(15.0, 34.0, 26.0)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:34:45.549493,"(4.8, 6.0, 5.7)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.666666666666666)","(81.0, 100.0, 87.5)","(41.0, 95.0, 67.5)","(6.0, 8.4, 7.8133333333333335)","(26.0, 55.0, 36.333333333333336)","(15.0, 30.0, 26.0)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:34:46.525731,"(4.8, 6.0, 5.7)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.666666666666666)","(81.0, 100.0, 87.5)","(41.0, 95.0, 67.5)","(6.0, 8.4, 7.8133333333333335)","(26.0, 55.0, 36.333333333333336)","(15.0, 30.0, 26.0)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:34:47.532155,"(4.8, 6.0, 5.7)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.666666666666666)","(81.0, 100.0, 87.5)","(41.0, 95.0, 67.5)","(6.0, 8.4, 8.033333333333333)","(26.0, 55.0, 36.333333333333336)","(15.0, 30.0, 25.25)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:34:48.509084,"(4.8, 6.0, 5.7)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.222222222222221)","(81.0, 100.0, 87.5)","(41.0, 95.0, 67.5)","(6.0, 8.4, 8.076470588235294)","(26.0, 55.0, 36.333333333333336)","(15.0, 29.0, 26.0)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:34:49.482652,"(4.8, 6.0, 5.7)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.222222222222221)","(81.0, 100.0, 87.5)","(41.0, 95.0, 67.5)","(6.0, 8.4, 8.076470588235294)","(26.0, 55.0, 36.333333333333336)","(15.0, 28.0, 26.0)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:34:50.460606,"(4.8, 6.0, 5.7)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.222222222222221)","(81.0, 100.0, 87.5)","(41.0, 95.0, 67.5)","(6.0, 8.4, 8.076470588235294)","(26.0, 55.0, 36.333333333333336)","(15.0, 28.0, 26.0)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:34:51.426034,"(4.8, 6.0, 5.7)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.222222222222221)","(81.0, 100.0, 87.5)","(41.0, 95.0, 67.5)","(6.0, 8.4, 7.8133333333333335)","(26.0, 55.0, 36.333333333333336)","(15.0, 28.0, 26.0)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:34:52.406148,"(4.8, 6.0, 5.7)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.222222222222221)","(81.0, 100.0, 87.5)","(41.0, 95.0, 67.5)","(6.0, 8.4, 7.8133333333333335)","(26.0, 55.0, 36.333333333333336)","(15.0, 28.0, 26.0)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:34:53.369554,"(4.8, 6.0, 5.7)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.222222222222221)","(81.0, 100.0, 87.5)","(41.0, 95.0, 67.5)","(6.0, 8.4, 7.8133333333333335)","(26.0, 55.0, 36.333333333333336)","(15.0, 28.0, 26.0)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:34:54.331953,"(4.8, 6.0, 5.7)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.222222222222221)","(81.0, 100.0, 87.5)","(41.0, 95.0, 67.5)","(6.0, 8.4, 7.8133333333333335)","(26.0, 55.0, 36.333333333333336)","(15.0, 28.0, 26.0)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:34:55.319101,"(4.8, 6.0, 5.7)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.222222222222221)","(81.0, 100.0, 87.5)","(41.0, 95.0, 67.5)","(6.0, 8.4, 7.8133333333333335)","(26.0, 55.0, 36.333333333333336)","(15.0, 28.0, 26.0)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:34:56.282635,"(4.8, 6.0, 5.7)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.222222222222221)","(81.0, 100.0, 87.5)","(41.0, 95.0, 67.5)","(6.0, 8.4, 7.8133333333333335)","(26.0, 55.0, 36.333333333333336)","(15.0, 28.0, 26.0)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:34:57.277944,"(4.8, 6.0, 5.7)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.538461538461538)","(81.0, 100.0, 87.5)","(41.0, 95.0, 67.5)","(6.0, 8.4, 7.8133333333333335)","(26.0, 55.0, 36.333333333333336)","(15.0, 28.0, 26.0)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:34:58.274874,"(4.8, 6.0, 5.7)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.11111111111111)","(81.0, 100.0, 87.5)","(41.0, 95.0, 67.5)","(6.0, 8.4, 7.8133333333333335)","(26.0, 55.0, 36.333333333333336)","(15.0, 28.0, 26.0)","(19.0, 27.0, 21.333333333333332)"
11-01-2023 16:34:59.254618,"(4.8, 6.0, 5.7)","(1.7, 2.44, 2.385)","(7.0, 10.5, 9.11111111111111)","(81.0, 100.0, 87.5)","(41.0, 95.0, 67.5)","(6.0, 8.4, 7.8133333333333335)","(26.0, 55.0, 36.333333333333336)","(15.0, 28.0, 26.0)","(19.0, 27.0, 21.333333333333332)"
