,Jimmy The Bear,El Crimp Adore,Real Mickoy,Little Amelia,Behind Greywalls,Shes The One,Magic Bee,Donald Lane
10-01-2023 19:08:56.746839,"(4.6, 5.8, 5.7437499999999995)","(2.3, 3.45, 3.3693548387096777)","(5.5, 7.8, 7.684210526315789)","(4.8, 5.6, 5.359999999999999)","(71.0, 75.0, 69.28571428571429)","(26.0, 30.0, 27.0)","(10.0, 14.5, 13.884615384615385)","(10.0, 14.5, 13.166666666666666)"
10-01-2023 19:08:57.864382,"(4.6, 5.8, 5.7437499999999995)","(2.3, 3.4, 3.3909090909090907)","(5.5, 7.8, 7.684210526315789)","(4.8, 5.6, 5.327272727272727)","(71.0, 75.0, 69.28571428571429)","(26.0, 30.0, 29.076923076923077)","(10.0, 14.5, 14.1875)","(10.0, 14.5, 13.166666666666666)"
10-01-2023 19:08:58.872000,"(4.6, 5.8, 5.7437499999999995)","(2.3, 3.4, 3.3909090909090907)","(5.5, 7.8, 7.684210526315789)","(4.8, 5.6, 5.327272727272727)","(71.0, 75.0, 69.28571428571429)","(26.0, 30.0, 29.076923076923077)","(10.0, 14.5, 14.1875)","(10.0, 14.5, 13.166666666666666)"
10-01-2023 19:08:59.990746,"(4.6, 5.8, 5.7437499999999995)","(2.3, 3.4, 3.3909090909090907)","(5.5, 7.8, 7.684210526315789)","(4.8, 5.6, 5.325)","(71.0, 75.0, 69.28571428571429)","(26.0, 30.0, 29.294117647058822)","(10.0, 14.5, 14.1875)","(10.0, 14.5, 13.558823529411764)"
10-01-2023 19:09:01.343332,"(4.6, 5.8, 5.720588235294118)","(2.3, 3.45, 3.3838235294117647)","(5.5, 7.8, 7.666666666666666)","(4.8, 5.6, 5.28)","(71.0, 75.0, 68.125)","(26.0, 30.0, 29.157894736842106)","(10.0, 14.5, 14.115384615384615)","(10.0, 14.0, 13.454545454545455)"
10-01-2023 19:09:02.564959,"(4.6, 5.8, 5.674418604651163)","(2.3, 3.45, 3.3838235294117647)","(5.5, 7.8, 7.666666666666666)","(4.8, 5.6, 5.2631578947368425)","(71.0, 75.0, 64.72222222222223)","(26.0, 30.0, 29.36842105263158)","(10.0, 14.5, 14.166666666666666)","(10.0, 14.0, 13.433333333333334)"
10-01-2023 19:09:03.610925,"(4.6, 5.8, 5.674418604651163)","(2.3, 3.35, 3.336842105263158)","(5.5, 7.8, 7.654545454545454)","(4.8, 5.6, 5.2631578947368425)","(71.0, 65.0, 64.72222222222223)","(26.0, 30.0, 29.36842105263158)","(10.0, 14.5, 15.25)","(10.0, 13.5, 13.166666666666666)"
10-01-2023 19:09:04.752119,"(4.6, 5.8, 5.674418604651163)","(2.3, 3.35, 3.335714285714286)","(5.5, 7.6, 7.377777777777777)","(4.8, 5.6, 5.2631578947368425)","(71.0, 65.0, 64.72222222222223)","(26.0, 30.0, 29.764705882352942)","(10.0, 16.5, 14.9)","(10.0, 13.5, 13.166666666666666)"
10-01-2023 19:09:05.844400,"(4.6, 5.9, 5.785714285714286)","(2.3, 3.35, 3.335294117647059)","(5.5, 7.4, 7.15)","(4.8, 5.6, 5.2631578947368425)","(71.0, 65.0, 64.72222222222223)","(26.0, 30.0, 29.764705882352942)","(10.0, 16.5, 14.9)","(10.0, 13.5, 13.166666666666666)"
10-01-2023 19:09:06.923248,"(4.6, 6.0, 5.938461538461539)","(2.3, 3.35, 3.3371794871794873)","(5.5, 7.4, 6.89)","(4.8, 5.6, 5.2631578947368425)","(71.0, 65.0, 64.72222222222223)","(26.0, 34.0, 30.8)","(10.0, 16.5, 15.3)","(10.0, 13.5, 13.166666666666666)"
10-01-2023 19:09:08.014726,"(4.6, 6.0, 5.8875)","(2.3, 3.5, 3.4045454545454543)","(5.5, 7.2, 6.859999999999999)","(4.8, 5.5, 5.338461538461538)","(71.0, 65.0, 70.2)","(26.0, 34.0, 30.666666666666668)","(10.0, 16.5, 14.9)","(10.0, 13.5, 13.166666666666666)"
10-01-2023 19:09:09.204405,"(4.6, 6.0, 5.8875)","(2.3, 3.5, 3.4134615384615383)","(5.5, 7.2, 6.72)","(4.8, 5.5, 5.376470588235295)","(71.0, 75.0, 70.2)","(26.0, 34.0, 30.923076923076923)","(10.0, 16.5, 14.7)","(10.0, 13.5, 12.77027027027027)"
10-01-2023 19:09:10.337631,"(4.6, 6.0, 5.907692307692308)","(2.3, 3.5, 3.4134615384615383)","(5.5, 7.0, 6.742857142857143)","(4.8, 5.5, 5.376470588235295)","(71.0, 75.0, 70.2)","(26.0, 34.0, 30.923076923076923)","(10.0, 16.5, 14.7)","(10.0, 13.5, 12.77027027027027)"
10-01-2023 19:09:11.393732,"(4.6, 6.0, 5.907692307692308)","(2.3, 3.5, 3.4565217391304346)","(5.5, 7.0, 6.694117647058824)","(4.8, 5.5, 5.35)","(71.0, 75.0, 64.72222222222223)","(26.0, 34.0, 30.923076923076923)","(10.0, 16.5, 15.763157894736842)","(10.0, 13.5, 12.77027027027027)"
10-01-2023 19:09:12.455100,"(4.6, 6.0, 5.957142857142857)","(2.3, 3.35, 3.338372093023256)","(5.5, 6.6, 6.581818181818181)","(4.8, 5.5, 5.35)","(71.0, 65.0, 64.72222222222223)","(21.0, 34.0, 30.923076923076923)","(10.0, 16.5, 14.75)","(10.0, 13.5, 12.77027027027027)"
10-01-2023 19:09:13.531845,"(4.6, 6.0, 5.94)","(2.3, 3.5, 3.4671052631578947)","(5.5, 6.6, 6.566666666666666)","(4.8, 5.5, 5.35)","(71.0, 65.0, 63.86363636363636)","(21.0, 34.0, 30.923076923076923)","(10.0, 16.5, 14.934782608695652)","(10.0, 13.5, 12.77027027027027)"
10-01-2023 19:09:14.645195,"(4.6, 6.0, 5.957142857142857)","(2.3, 3.5, 3.451219512195122)","(5.5, 6.6, 6.566666666666666)","(4.8, 5.5, 5.35)","(71.0, 65.0, 69.0)","(21.0, 34.0, 30.923076923076923)","(10.0, 16.5, 14.7)","(10.0, 13.5, 12.77027027027027)"
10-01-2023 19:09:15.761000,"(4.6, 6.0, 5.957142857142857)","(2.3, 3.5, 3.4157894736842103)","(5.5, 6.6, 6.32)","(4.8, 5.5, 5.292307692307692)","(71.0, 75.0, 67.5)","(21.0, 34.0, 30.923076923076923)","(10.0, 16.5, 14.75)","(10.0, 13.5, 12.77027027027027)"
10-01-2023 19:09:16.923025,"(4.6, 6.2, 5.978947368421053)","(2.3, 3.5, 3.4448275862068964)","(5.5, 6.6, 6.266666666666667)","(4.8, 5.5, 5.172727272727273)","(71.0, 75.0, 67.5)","(21.0, 34.0, 31.09090909090909)","(10.0, 16.5, 14.75)","(10.0, 13.5, 12.68918918918919)"
10-01-2023 19:09:18.077897,"(4.6, 6.2, 5.9655172413793105)","(2.45, 3.5, 3.4454545454545453)","(5.5, 6.6, 6.15)","(4.8, 5.5, 5.16)","(51.0, 75.0, 67.5)","(21.0, 34.0, 30.923076923076923)","(10.0, 16.5, 14.75)","(10.0, 13.5, 12.68918918918919)"
10-01-2023 19:09:19.147894,"(4.6, 6.0, 5.822222222222222)","(2.45, 3.5, 3.482857142857143)","(5.5, 7.0, 6.434782608695652)","(4.8, 5.4, 5.16)","(51.0, 75.0, 67.0)","(21.0, 34.0, 30.923076923076923)","(10.0, 16.0, 15.166666666666666)","(10.0, 13.5, 12.5625)"
10-01-2023 19:09:20.179789,"(4.6, 6.0, 5.901754385964913)","(2.45, 3.45, 3.4371794871794874)","(5.5, 6.6, 6.52)","(4.8, 5.4, 5.16)","(51.0, 70.0, 66.66666666666667)","(21.0, 34.0, 30.923076923076923)","(10.0, 16.0, 15.090909090909092)","(10.0, 13.5, 12.68918918918919)"
10-01-2023 19:09:21.184213,"(4.6, 6.0, 5.903225806451613)","(2.45, 3.45, 3.4361111111111113)","(5.5, 6.6, 6.413333333333333)","(4.8, 5.4, 5.16)","(51.0, 70.0, 66.66666666666667)","(21.0, 34.0, 30.923076923076923)","(10.0, 16.0, 15.125)","(10.0, 13.5, 12.5625)"
10-01-2023 19:09:22.289052,"(4.6, 6.0, 5.903225806451613)","(2.45, 3.45, 3.4361111111111113)","(5.5, 6.6, 6.52)","(4.8, 5.4, 5.16)","(51.0, 70.0, 67.5)","(21.0, 34.0, 30.923076923076923)","(10.0, 16.0, 15.076923076923077)","(10.0, 13.5, 12.5625)"
10-01-2023 19:09:23.366501,"(4.6, 6.0, 5.903225806451613)","(2.45, 3.45, 3.439130434782609)","(5.5, 6.6, 6.36)","(4.8, 5.4, 5.16)","(51.0, 70.0, 67.5)","(21.0, 34.0, 30.923076923076923)","(10.0, 16.0, 15.125)","(10.0, 13.5, 12.68918918918919)"
10-01-2023 19:09:24.489898,"(4.6, 6.0, 5.903225806451613)","(2.45, 3.45, 3.439130434782609)","(5.5, 6.6, 6.328)","(4.8, 5.4, 5.24)","(51.0, 70.0, 68.33333333333333)","(21.0, 34.0, 30.52173913043478)","(10.0, 16.0, 14.375)","(10.0, 13.5, 12.785714285714286)"
10-01-2023 19:09:25.573416,"(4.6, 6.0, 5.842105263157895)","(2.45, 3.55, 3.51734693877551)","(5.5, 6.6, 6.339130434782609)","(4.8, 5.4, 5.2)","(51.0, 70.0, 66.11111111111111)","(21.0, 34.0, 30.52173913043478)","(10.0, 16.0, 14.25)","(10.0, 13.5, 12.861702127659575)"
10-01-2023 19:09:26.685109,"(4.6, 6.0, 5.842105263157895)","(2.45, 3.55, 3.464285714285714)","(5.5, 6.6, 6.339130434782609)","(4.8, 5.4, 5.2)","(51.0, 70.0, 66.11111111111111)","(21.0, 34.0, 30.52173913043478)","(10.0, 16.0, 14.375)","(10.0, 13.5, 12.861702127659575)"
10-01-2023 19:09:27.772890,"(4.4, 6.0, 5.837837837837838)","(2.5, 3.55, 3.5055555555555555)","(5.5, 6.8, 6.76)","(4.6, 5.3, 5.2124999999999995)","(51.0, 70.0, 66.66666666666667)","(21.0, 34.0, 30.52173913043478)","(10.0, 15.5, 14.785714285714286)","(9.0, 13.5, 12.861702127659575)"
10-01-2023 19:09:28.813081,"(4.4, 6.0, 5.90625)","(2.5, 3.55, 3.5055555555555555)","(5.5, 6.8, 6.545454545454546)","(4.6, 5.3, 5.166666666666666)","(51.0, 70.0, 66.66666666666667)","(21.0, 34.0, 30.52173913043478)","(10.0, 15.5, 14.666666666666666)","(9.0, 13.5, 12.861702127659575)"
10-01-2023 19:09:29.920912,"(4.4, 6.0, 5.8341463414634145)","(2.5, 3.55, 3.5055555555555555)","(5.5, 6.8, 6.566666666666666)","(4.6, 5.3, 5.166666666666666)","(51.0, 70.0, 68.4)","(21.0, 34.0, 30.52173913043478)","(10.0, 15.5, 14.666666666666666)","(9.0, 13.5, 12.861702127659575)"
10-01-2023 19:09:31.003341,"(4.4, 6.0, 5.8538461538461535)","(2.5, 3.55, 3.5055555555555555)","(5.5, 6.8, 6.6)","(4.6, 5.3, 5.166666666666666)","(51.0, 70.0, 68.4)","(21.0, 34.0, 30.52173913043478)","(10.0, 15.5, 14.666666666666666)","(9.0, 13.5, 12.861702127659575)"
10-01-2023 19:09:32.118400,"(4.4, 6.0, 5.90625)","(2.5, 3.55, 3.5175675675675673)","(5.5, 6.8, 6.6)","(4.6, 5.3, 5.166666666666666)","(51.0, 70.0, 68.4)","(21.0, 34.0, 30.52173913043478)","(10.0, 15.5, 14.666666666666666)","(9.0, 13.5, 12.861702127659575)"
10-01-2023 19:09:33.280784,"(4.4, 5.9, 5.862962962962963)","(2.5, 3.55, 3.5175675675675673)","(5.5, 6.8, 6.6)","(4.6, 5.3, 5.166666666666666)","(51.0, 70.0, 68.4)","(21.0, 34.0, 30.52173913043478)","(10.0, 15.5, 14.454545454545455)","(9.0, 13.5, 12.861702127659575)"
10-01-2023 19:09:34.407384,"(4.4, 5.9, 5.8566666666666665)","(2.5, 3.55, 3.545238095238095)","(5.5, 6.8, 6.6)","(4.6, 5.3, 5.166666666666666)","(51.0, 70.0, 68.4)","(21.0, 34.0, 30.52173913043478)","(10.0, 15.0, 13.961538461538462)","(9.0, 13.5, 12.861702127659575)"
10-01-2023 19:09:35.507791,"(4.4, 5.9, 5.870833333333334)","(2.5, 3.6, 3.593918918918919)","(5.5, 6.8, 6.6)","(4.6, 5.3, 5.166666666666666)","(51.0, 70.0, 67.33333333333333)","(21.0, 34.0, 30.52173913043478)","(10.0, 15.0, 14.166666666666666)","(9.0, 13.5, 12.861702127659575)"
10-01-2023 19:09:36.610868,"(4.4, 5.9, 5.870833333333334)","(2.35, 3.6, 3.5924050632911393)","(5.5, 6.8, 6.6)","(4.6, 5.3, 5.166666666666666)","(61.0, 70.0, 64.0)","(21.0, 34.0, 30.52173913043478)","(10.0, 15.0, 14.166666666666666)","(10.0, 13.5, 12.861702127659575)"
10-01-2023 19:09:37.602951,"(4.4, 5.9, 5.8730769230769235)","(2.35, 3.5, 3.4986301369863013)","(5.5, 6.8, 6.75)","(4.6, 5.3, 5.166666666666666)","(61.0, 65.0, 63.07692307692308)","(21.0, 34.0, 30.363636363636363)","(10.0, 15.0, 14.375)","(10.0, 13.5, 12.861702127659575)"
10-01-2023 19:09:38.686527,"(4.4, 5.9, 5.8730769230769235)","(2.35, 3.5, 3.4987951807228916)","(5.5, 6.8, 6.666666666666667)","(4.6, 5.3, 5.166666666666666)","(61.0, 65.0, 63.07692307692308)","(21.0, 34.0, 30.363636363636363)","(10.0, 15.0, 14.095238095238095)","(10.0, 13.5, 12.861702127659575)"
10-01-2023 19:09:39.791995,"(4.4, 5.9, 5.8730769230769235)","(2.35, 3.5, 3.4987951807228916)","(5.5, 6.8, 6.593103448275862)","(4.8, 5.3, 5.058333333333334)","(61.0, 65.0, 63.07692307692308)","(21.0, 34.0, 29.25)","(10.0, 15.0, 14.137931034482758)","(10.0, 13.5, 12.9)"
10-01-2023 19:09:40.897324,"(4.4, 6.0, 5.9222222222222225)","(2.35, 3.6, 3.555555555555556)","(5.5, 6.8, 6.630769230769231)","(4.8, 5.1, 4.877777777777778)","(61.0, 65.0, 63.07692307692308)","(21.0, 30.0, 29.25)","(10.0, 15.0, 14.285714285714286)","(10.0, 13.0, 12.95)"
10-01-2023 19:09:41.949137,"(4.4, 6.0, 5.980645161290322)","(2.35, 3.65, 3.61)","(5.5, 6.8, 6.630769230769231)","(4.8, 4.9, 4.833333333333334)","(61.0, 65.0, 63.333333333333336)","(21.0, 30.0, 28.928571428571427)","(10.0, 15.0, 14.305555555555555)","(10.0, 13.5, 12.921875)"
10-01-2023 19:09:42.957836,"(4.6, 6.0, 5.982857142857143)","(2.5, 3.7, 3.63125)","(5.5, 6.8, 6.630769230769231)","(4.6, 4.9, 4.833333333333334)","(51.0, 65.0, 63.333333333333336)","(21.0, 30.0, 29.0)","(12.0, 15.0, 14.038461538461538)","(10.0, 13.5, 12.921875)"
10-01-2023 19:09:43.995703,"(4.6, 6.0, 5.936842105263158)","(2.5, 3.7, 3.6620689655172414)","(5.5, 6.8, 6.630769230769231)","(4.6, 4.9, 4.825)","(51.0, 65.0, 63.333333333333336)","(21.0, 30.0, 29.0)","(12.0, 15.0, 14.038461538461538)","(10.0, 13.5, 12.921875)"
10-01-2023 19:09:45.034084,"(4.6, 6.0, 5.933333333333334)","(2.5, 3.7, 3.671794871794872)","(5.5, 6.8, 6.630769230769231)","(4.6, 4.9, 4.78)","(51.0, 65.0, 63.333333333333336)","(21.0, 30.0, 29.4)","(12.0, 15.0, 14.038461538461538)","(10.0, 13.5, 12.921875)"
10-01-2023 19:09:46.140538,"(4.6, 6.0, 5.92)","(2.5, 3.75, 3.725)","(5.5, 6.8, 6.5)","(4.6, 4.8, 4.758333333333333)","(51.0, 65.0, 63.333333333333336)","(21.0, 30.0, 29.4)","(12.0, 15.0, 14.038461538461538)","(10.0, 13.5, 12.921875)"
10-01-2023 19:09:47.206940,"(4.6, 6.0, 5.92)","(2.5, 3.75, 3.7241935483870967)","(5.5, 6.8, 6.466666666666667)","(4.6, 4.8, 4.786956521739131)","(51.0, 65.0, 63.333333333333336)","(21.0, 30.0, 29.4)","(12.0, 15.0, 14.1)","(10.0, 13.5, 12.921875)"
10-01-2023 19:09:48.238817,"(4.6, 6.0, 5.94)","(2.5, 3.75, 3.735185185185185)","(5.5, 6.8, 6.466666666666667)","(4.6, 4.9, 4.786956521739131)","(51.0, 65.0, 63.333333333333336)","(21.0, 30.0, 29.4)","(12.0, 14.5, 14.264705882352942)","(10.0, 13.5, 12.921875)"
10-01-2023 19:09:49.279781,"(4.6, 6.0, 5.92)","(2.5, 3.75, 3.735185185185185)","(5.5, 6.8, 6.466666666666667)","(4.6, 4.9, 4.786956521739131)","(51.0, 65.0, 63.333333333333336)","(21.0, 30.0, 29.4)","(12.0, 14.5, 14.264705882352942)","(10.0, 13.5, 12.921875)"
10-01-2023 19:09:50.356529,"(4.6, 6.0, 5.94)","(2.5, 3.7, 3.684)","(5.5, 6.8, 6.457142857142857)","(4.6, 4.9, 4.844444444444444)","(51.0, 65.0, 63.333333333333336)","(21.0, 30.0, 30.36)","(12.0, 14.5, 13.981481481481481)","(10.0, 14.5, 14.152173913043478)"
10-01-2023 19:09:51.399332,"(4.6, 5.9, 5.879310344827586)","(2.5, 3.7, 3.6925000000000003)","(5.5, 6.6, 6.381818181818182)","(4.6, 4.9, 4.844444444444444)","(51.0, 65.0, 63.333333333333336)","(21.0, 34.0, 30.36)","(12.0, 14.5, 13.981481481481481)","(10.0, 15.0, 14.0)"
10-01-2023 19:09:52.610965,"(4.6, 6.0, 5.922580645161291)","(2.5, 3.7, 3.6957142857142857)","(5.5, 6.6, 6.371428571428571)","(4.6, 4.9, 4.828571428571428)","(51.0, 65.0, 63.333333333333336)","(21.0, 34.0, 29.470588235294116)","(12.0, 14.5, 13.85135135135135)","(10.0, 15.0, 14.375)"
10-01-2023 19:09:53.747457,"(4.6, 6.0, 5.922580645161291)","(2.5, 3.7, 3.6957142857142857)","(5.5, 6.6, 6.371428571428571)","(4.6, 4.9, 4.857142857142857)","(51.0, 65.0, 63.333333333333336)","(21.0, 34.0, 30.157894736842106)","(12.0, 14.5, 13.85135135135135)","(10.0, 15.0, 14.541666666666666)"
10-01-2023 19:09:54.943058,"(4.6, 6.2, 5.931578947368421)","(2.5, 3.7, 3.6957142857142857)","(5.5, 6.6, 6.333333333333333)","(4.6, 5.0, 4.844444444444444)","(51.0, 65.0, 63.333333333333336)","(21.0, 32.0, 29.727272727272727)","(12.0, 14.5, 13.85135135135135)","(10.0, 15.0, 14.541666666666666)"
10-01-2023 19:09:56.077803,"(4.6, 6.2, 5.94)","(2.5, 3.7, 3.6957142857142857)","(5.5, 6.6, 6.461538461538462)","(4.6, 5.0, 4.855555555555555)","(51.0, 65.0, 63.333333333333336)","(21.0, 32.0, 29.727272727272727)","(12.0, 14.5, 13.75)","(10.0, 15.0, 14.4375)"
10-01-2023 19:09:57.126669,"(4.6, 6.2, 5.981818181818182)","(2.5, 3.75, 3.73)","(5.5, 6.4, 6.300000000000001)","(4.6, 5.0, 4.855555555555555)","(51.0, 65.0, 63.333333333333336)","(21.0, 32.0, 29.142857142857142)","(12.0, 14.5, 13.725806451612904)","(10.0, 15.0, 14.4375)"
10-01-2023 19:09:58.185703,"(4.6, 6.2, 5.981818181818182)","(2.5, 3.75, 3.7227272727272727)","(5.5, 6.4, 6.189473684210527)","(4.6, 5.0, 4.855555555555555)","(51.0, 65.0, 63.333333333333336)","(21.0, 32.0, 29.57142857142857)","(12.0, 14.5, 13.725806451612904)","(10.0, 15.0, 14.4375)"
10-01-2023 19:09:59.216511,"(4.6, 6.2, 5.981818181818182)","(2.5, 3.75, 3.7227272727272727)","(5.5, 6.4, 6.189473684210527)","(4.6, 5.0, 4.855555555555555)","(51.0, 65.0, 63.333333333333336)","(21.0, 30.0, 29.11764705882353)","(12.0, 14.5, 13.725806451612904)","(10.0, 15.0, 14.4375)"
10-01-2023 19:10:00.314219,"(4.6, 6.2, 6.007142857142857)","(2.5, 3.75, 3.7342105263157896)","(5.5, 6.4, 6.189473684210527)","(4.6, 5.0, 4.855555555555555)","(51.0, 65.0, 63.333333333333336)","(21.0, 30.0, 28.894736842105264)","(12.0, 14.5, 13.725806451612904)","(10.0, 15.0, 14.4375)"
10-01-2023 19:10:01.378223,"(4.6, 6.2, 5.9750000000000005)","(2.5, 3.7, 3.6833333333333336)","(5.5, 6.4, 6.189473684210527)","(4.6, 5.0, 4.855555555555555)","(51.0, 65.0, 63.333333333333336)","(21.0, 30.0, 28.894736842105264)","(12.0, 14.5, 13.741379310344827)","(10.0, 15.0, 14.541666666666666)"
10-01-2023 19:10:02.434950,"(4.6, 5.9, 5.879166666666667)","(2.5, 3.75, 3.707894736842105)","(5.5, 6.4, 6.066666666666666)","(4.6, 5.0, 4.855555555555555)","(51.0, 65.0, 63.333333333333336)","(21.0, 30.0, 28.894736842105264)","(12.0, 14.5, 13.741379310344827)","(10.0, 15.0, 14.4375)"
10-01-2023 19:10:03.448455,"(4.6, 6.2, 5.946153846153846)","(2.5, 3.75, 3.7147058823529413)","(5.5, 6.4, 6.088888888888889)","(4.6, 5.0, 4.855555555555555)","(51.0, 65.0, 63.333333333333336)","(21.0, 30.0, 28.894736842105264)","(12.0, 14.5, 13.741379310344827)","(10.0, 15.0, 14.4375)"
10-01-2023 19:10:04.526551,"(4.6, 6.2, 6.020408163265306)","(2.5, 3.75, 3.7147058823529413)","(5.5, 6.4, 6.133333333333334)","(4.4, 5.0, 4.855555555555555)","(51.0, 65.0, 63.333333333333336)","(21.0, 30.0, 28.894736842105264)","(12.0, 14.5, 13.741379310344827)","(10.0, 15.0, 14.4375)"
10-01-2023 19:10:05.482557,"(4.6, 6.0, 5.95)","(2.5, 3.75, 3.725862068965517)","(5.5, 6.4, 6.24)","(4.4, 5.0, 4.855555555555555)","(51.0, 65.0, 63.333333333333336)","(21.0, 30.0, 28.894736842105264)","(12.0, 14.5, 13.741379310344827)","(10.0, 15.0, 14.541666666666666)"
10-01-2023 19:10:06.545358,"(4.6, 6.0, 5.958823529411765)","(2.5, 3.75, 3.738)","(5.5, 6.4, 6.24)","(4.4, 5.0, 4.855555555555555)","(51.0, 65.0, 63.333333333333336)","(21.0, 30.0, 28.894736842105264)","(12.0, 14.5, 13.741379310344827)","(10.0, 15.0, 14.541666666666666)"
10-01-2023 19:10:07.618188,"(4.6, 6.0, 5.938461538461539)","(2.5, 3.75, 3.738)","(5.5, 6.4, 6.285714285714286)","(4.4, 5.0, 4.855555555555555)","(51.0, 65.0, 63.333333333333336)","(21.0, 30.0, 28.894736842105264)","(12.0, 14.5, 13.741379310344827)","(10.0, 15.0, 14.7)"
10-01-2023 19:10:08.722444,"(4.6, 5.8, 5.77)","(2.5, 3.75, 3.738)","(5.5, 6.4, 6.285714285714286)","(4.4, 5.0, 4.855555555555555)","(51.0, 65.0, 63.333333333333336)","(21.0, 30.0, 28.894736842105264)","(12.0, 14.5, 13.741379310344827)","(10.0, 15.0, 14.7)"
10-01-2023 19:10:09.835310,"(4.6, 5.8, 5.788888888888889)","(2.5, 3.75, 3.738)","(5.5, 6.4, 6.285714285714286)","(4.4, 5.0, 4.855555555555555)","(51.0, 65.0, 63.333333333333336)","(21.0, 30.0, 28.894736842105264)","(12.0, 14.5, 13.741379310344827)","(10.0, 15.0, 14.8)"
10-01-2023 19:10:10.902981,"(4.6, 6.0, 5.775)","(2.5, 3.75, 3.738)","(5.5, 6.4, 6.285714285714286)","(4.4, 5.0, 4.855555555555555)","(51.0, 65.0, 63.333333333333336)","(21.0, 30.0, 28.894736842105264)","(12.0, 14.5, 13.741379310344827)","(10.0, 15.0, 14.8)"
10-01-2023 19:10:11.917728,"(4.6, 5.9, 5.8375)","(2.5, 3.75, 3.7346153846153847)","(5.5, 6.4, 6.300000000000001)","(4.4, 5.0, 4.855555555555555)","(51.0, 65.0, 63.333333333333336)","(21.0, 30.0, 28.833333333333332)","(12.0, 14.5, 13.741379310344827)","(10.0, 15.0, 14.8)"
10-01-2023 19:10:12.991039,"(4.6, 5.9, 5.856521739130435)","(2.5, 3.75, 3.7346153846153847)","(5.5, 6.4, 6.300000000000001)","(4.4, 5.0, 4.855555555555555)","(51.0, 65.0, 63.333333333333336)","(21.0, 30.0, 28.833333333333332)","(12.0, 14.5, 13.741379310344827)","(10.0, 15.0, 14.705882352941176)"
10-01-2023 19:10:14.062950,"(4.6, 6.0, 5.87027027027027)","(2.5, 3.75, 3.738888888888889)","(5.5, 6.4, 6.156521739130435)","(4.4, 5.0, 4.855555555555555)","(51.0, 65.0, 62.857142857142854)","(21.0, 30.0, 28.833333333333332)","(12.0, 14.5, 13.738095238095237)","(10.0, 15.0, 14.705882352941176)"
10-01-2023 19:10:15.152041,"(4.6, 6.0, 5.9)","(2.5, 3.7, 3.6750000000000003)","(5.5, 6.4, 6.12)","(4.4, 5.0, 4.888)","(51.0, 65.0, 63.333333333333336)","(21.0, 30.0, 28.833333333333332)","(12.0, 14.5, 13.738095238095237)","(10.0, 15.0, 14.772727272727273)"
10-01-2023 19:10:16.293911,"(4.6, 6.2, 6.024)","(2.5, 3.7, 3.6793103448275866)","(5.5, 6.4, 6.026666666666666)","(4.4, 5.0, 4.888)","(51.0, 65.0, 63.333333333333336)","(21.0, 30.0, 29.166666666666668)","(12.0, 14.5, 13.738095238095237)","(10.0, 15.0, 14.772727272727273)"
10-01-2023 19:10:17.361794,"(4.6, 6.2, 6.01875)","(2.5, 3.7, 3.676923076923077)","(5.5, 6.2, 6.1)","(4.4, 5.0, 4.9)","(51.0, 65.0, 63.333333333333336)","(21.0, 30.0, 29.166666666666668)","(12.0, 14.5, 13.738095238095237)","(10.0, 15.0, 14.772727272727273)"
10-01-2023 19:10:18.438202,"(4.6, 6.2, 6.027272727272727)","(2.5, 3.7, 3.676923076923077)","(5.5, 6.2, 6.121052631578948)","(4.4, 5.0, 4.9)","(51.0, 65.0, 63.333333333333336)","(21.0, 30.0, 29.166666666666668)","(12.0, 14.5, 13.738095238095237)","(10.0, 15.0, 14.772727272727273)"
10-01-2023 19:10:19.446099,"(4.6, 6.2, 6.027272727272727)","(2.5, 3.7, 3.690909090909091)","(5.5, 6.2, 6.121052631578948)","(4.4, 5.0, 4.9)","(51.0, 65.0, 63.333333333333336)","(21.0, 30.0, 29.166666666666668)","(12.0, 14.5, 13.738095238095237)","(10.0, 15.0, 14.772727272727273)"
10-01-2023 19:10:20.472830,"(4.6, 6.2, 6.046153846153846)","(2.5, 3.7, 3.690909090909091)","(5.5, 6.2, 5.95)","(4.4, 5.0, 4.866666666666666)","(51.0, 65.0, 63.333333333333336)","(21.0, 30.0, 29.166666666666668)","(12.0, 14.5, 13.738095238095237)","(10.0, 15.0, 15.0)"
10-01-2023 19:10:21.431944,"(4.6, 6.2, 6.088888888888889)","(2.5, 3.7, 3.6904761904761907)","(5.5, 6.2, 5.915)","(4.4, 5.0, 4.866666666666666)","(51.0, 65.0, 63.333333333333336)","(21.0, 30.0, 29.166666666666668)","(12.0, 14.5, 13.738095238095237)","(10.0, 15.5, 14.970588235294118)"
10-01-2023 19:10:22.492978,"(4.6, 6.2, 6.088888888888889)","(2.5, 3.7, 3.6904761904761907)","(5.5, 6.2, 5.915789473684211)","(4.4, 5.0, 4.866666666666666)","(51.0, 65.0, 63.333333333333336)","(21.0, 30.0, 29.166666666666668)","(12.0, 14.5, 13.738095238095237)","(10.0, 15.5, 14.970588235294118)"
10-01-2023 19:10:23.513014,"(4.6, 6.2, 6.109090909090909)","(2.5, 3.7, 3.6904761904761907)","(5.5, 6.2, 5.915789473684211)","(4.4, 5.0, 4.866666666666666)","(51.0, 65.0, 63.333333333333336)","(21.0, 30.0, 29.166666666666668)","(12.0, 14.5, 13.738095238095237)","(10.0, 15.5, 14.970588235294118)"
