,Blackpool Rex,Wheres The Ship,Shiro Kuma,Canya Beth,Stressful Day,Seats Taken,Zarr Oso,Fat Jack
16-12-2022 14:01:18.029766,"(5.0, 9.0, 8.414285714285715)","(7.5, 12.5, 8.833333333333334)","(9.0, 17.5, 10.416666666666666)","(4.8, 8.4, 8.185714285714287)","(21.0, 90.0, 57.529411764705884)","(4.6, 6.4, 5.8)","(6.5, 15.5, 8.477777777777778)","(4.0, 5.6, 5.415)"
16-12-2022 14:01:19.400807,"(5.0, 9.0, 8.414285714285715)","(7.5, 12.5, 10.228571428571428)","(9.0, 17.5, 10.416666666666666)","(4.8, 8.4, 8.185714285714287)","(21.0, 90.0, 57.529411764705884)","(4.6, 6.4, 5.8)","(6.5, 15.5, 8.477777777777778)","(4.0, 5.6, 5.415)"
16-12-2022 14:01:20.831609,"(5.0, 9.0, 8.2)","(7.5, 12.5, 8.966666666666667)","(9.0, 17.5, 10.416666666666666)","(4.8, 8.4, 8.185714285714287)","(21.0, 90.0, 57.529411764705884)","(4.6, 6.4, 5.8)","(6.5, 15.5, 8.477777777777778)","(4.0, 5.6, 5.415)"
16-12-2022 14:01:21.985383,"(5.0, 9.0, 8.025)","(7.5, 12.5, 9.1)","(9.0, 17.5, 10.416666666666666)","(4.8, 8.4, 8.185714285714287)","(21.0, 90.0, 57.529411764705884)","(4.6, 6.4, 5.8)","(6.5, 15.5, 8.477777777777778)","(4.0, 5.6, 5.415)"
16-12-2022 14:01:23.342506,"(5.0, 9.0, 8.414285714285715)","(7.5, 12.5, 8.833333333333334)","(9.0, 17.5, 10.416666666666666)","(4.8, 8.4, 8.185714285714287)","(21.0, 90.0, 57.529411764705884)","(4.6, 6.4, 5.8)","(6.5, 15.5, 8.477777777777778)","(4.0, 5.6, 5.415)"
16-12-2022 14:01:24.521655,"(5.0, 9.0, 8.414285714285715)","(7.5, 12.5, 8.833333333333334)","(9.0, 17.5, 10.416666666666666)","(4.8, 8.4, 8.185714285714287)","(21.0, 90.0, 57.529411764705884)","(4.6, 6.4, 5.8)","(6.5, 15.5, 8.477777777777778)","(4.0, 5.6, 5.415)"
16-12-2022 14:01:25.726108,"(5.0, 9.0, 8.2)","(7.5, 12.5, 9.1)","(9.0, 17.5, 10.416666666666666)","(4.8, 8.4, 8.185714285714287)","(21.0, 90.0, 62.14285714285714)","(4.6, 6.4, 5.8)","(6.5, 15.5, 8.477777777777778)","(4.0, 5.6, 5.415)"
16-12-2022 14:01:26.888418,"(5.0, 9.0, 8.442857142857143)","(7.5, 12.5, 9.1)","(9.0, 17.5, 10.416666666666666)","(4.8, 8.4, 8.185714285714287)","(21.0, 85.0, 62.14285714285714)","(4.6, 6.4, 5.8)","(6.5, 15.5, 8.477777777777778)","(4.0, 5.6, 5.415)"
16-12-2022 14:01:27.966070,"(5.0, 9.0, 8.442857142857143)","(7.5, 12.5, 9.1)","(9.0, 17.5, 10.416666666666666)","(4.8, 8.4, 8.066666666666666)","(21.0, 85.0, 62.14285714285714)","(4.6, 6.4, 5.8)","(6.5, 15.5, 8.477777777777778)","(4.0, 5.6, 5.415)"
16-12-2022 14:01:29.265448,"(5.0, 9.0, 8.442857142857143)","(7.5, 12.5, 9.1)","(9.0, 17.5, 10.416666666666666)","(4.8, 8.4, 8.066666666666666)","(21.0, 85.0, 62.14285714285714)","(4.6, 6.4, 5.8)","(6.5, 15.5, 8.477777777777778)","(4.0, 5.6, 5.415)"
16-12-2022 14:01:30.718552,"(5.0, 9.0, 8.442857142857143)","(7.5, 12.5, 9.32)","(9.0, 17.5, 10.416666666666666)","(4.8, 8.4, 8.066666666666666)","(21.0, 85.0, 62.14285714285714)","(4.6, 6.4, 5.8)","(6.5, 15.5, 8.477777777777778)","(4.0, 5.6, 5.415)"
16-12-2022 14:01:31.843645,"(5.0, 9.0, 8.24)","(7.5, 12.5, 9.32)","(9.0, 17.5, 10.416666666666666)","(4.8, 8.4, 8.066666666666666)","(21.0, 85.0, 60.17647058823529)","(4.6, 6.4, 5.8)","(6.5, 15.5, 8.477777777777778)","(4.0, 5.6, 5.415)"
16-12-2022 14:01:33.223354,"(5.0, 9.0, 8.24)","(7.5, 12.5, 9.32)","(9.0, 17.5, 10.416666666666666)","(4.8, 8.4, 8.066666666666666)","(21.0, 95.0, 60.17647058823529)","(4.6, 6.4, 5.8)","(6.5, 15.5, 8.477777777777778)","(4.0, 5.6, 5.415)"
16-12-2022 14:01:34.453023,"(5.0, 9.0, 8.24)","(7.5, 12.5, 9.32)","(9.0, 17.5, 10.416666666666666)","(4.8, 8.4, 8.066666666666666)","(21.0, 95.0, 60.17647058823529)","(4.6, 6.4, 5.8)","(6.5, 15.5, 8.477777777777778)","(4.0, 5.6, 5.415)"
16-12-2022 14:01:35.559881,"(5.0, 9.0, 8.24)","(7.5, 12.5, 9.32)","(9.0, 17.5, 10.416666666666666)","(4.8, 8.4, 8.066666666666666)","(21.0, 95.0, 60.17647058823529)","(4.6, 6.4, 5.8)","(6.5, 15.5, 8.477777777777778)","(4.0, 5.6, 5.415)"
16-12-2022 14:01:36.788329,"(5.0, 9.0, 8.24)","(7.5, 12.5, 9.32)","(9.0, 17.5, 10.416666666666666)","(4.8, 8.4, 7.718181818181819)","(21.0, 95.0, 60.17647058823529)","(4.6, 6.4, 5.8)","(6.5, 15.5, 8.477777777777778)","(4.0, 5.6, 5.415)"
16-12-2022 14:01:38.086766,"(5.0, 9.0, 8.075)","(7.5, 12.5, 9.1)","(9.0, 17.5, 10.416666666666666)","(4.8, 8.4, 7.74)","(21.0, 95.0, 60.17647058823529)","(4.6, 6.4, 5.8)","(6.5, 15.5, 8.477777777777778)","(4.0, 5.6, 5.415)"
16-12-2022 14:01:39.303911,"(5.0, 9.0, 8.075)","(7.5, 12.5, 9.1)","(9.0, 17.5, 10.416666666666666)","(4.8, 8.4, 7.74)","(21.0, 95.0, 60.17647058823529)","(4.6, 6.4, 5.8)","(6.5, 15.5, 8.477777777777778)","(4.0, 5.6, 5.415)"
16-12-2022 14:01:40.545374,"(5.0, 9.0, 7.975)","(7.5, 12.5, 9.1)","(9.0, 17.5, 10.416666666666666)","(4.8, 8.4, 7.74)","(21.0, 95.0, 60.17647058823529)","(4.6, 6.4, 5.8)","(6.5, 15.5, 8.477777777777778)","(4.0, 5.6, 5.415)"
16-12-2022 14:01:41.965168,"(5.0, 9.0, 8.414285714285715)","(7.5, 12.5, 8.833333333333334)","(9.0, 17.5, 10.416666666666666)","(4.8, 8.4, 7.74)","(21.0, 95.0, 60.17647058823529)","(4.6, 6.4, 5.8)","(6.5, 15.5, 8.477777777777778)","(4.0, 5.6, 5.415)"
16-12-2022 14:01:43.272172,"(5.0, 9.0, 8.414285714285715)","(7.5, 12.5, 8.833333333333334)","(9.0, 17.5, 10.416666666666666)","(4.8, 8.4, 7.74)","(21.0, 95.0, 60.17647058823529)","(4.6, 6.4, 5.8)","(6.5, 15.5, 8.477777777777778)","(4.0, 5.6, 5.415)"
16-12-2022 14:01:44.564173,"(5.0, 9.0, 8.414285714285715)","(7.5, 12.5, 8.833333333333334)","(9.0, 17.5, 10.416666666666666)","(4.8, 8.4, 7.74)","(21.0, 95.0, 60.17647058823529)","(4.6, 6.4, 5.8)","(6.5, 15.5, 8.477777777777778)","(4.0, 5.6, 5.415)"
