,Ebby Collerson,Levente,Quest For Extra,Court Jester,Local Doll,Wishing You,Miss Blue Fancy,Agera
07-01-2023 09:14:07.518237,"(11.0, 18.5, 14.333333333333334)","(26.0, 55.0, 37.888888888888886)","(1.95, 2.2, 2.188)","(21.0, 48.0, 38.8125)","(3.6, 7.4, 7.300000000000001)","(4.8, 7.4, 6.2)","(15.0, 17.0, 14.409090909090908)","(14.0, 26.0, 23.954545454545453)"
07-01-2023 09:14:08.555748,"(11.0, 18.5, 14.333333333333334)","(26.0, 55.0, 37.888888888888886)","(1.95, 2.2, 2.101818181818182)","(21.0, 48.0, 38.8125)","(3.6, 7.4, 7.133333333333334)","(4.8, 7.4, 6.2)","(15.0, 17.0, 14.409090909090908)","(14.0, 26.0, 23.954545454545453)"
07-01-2023 09:14:09.659595,"(11.0, 18.5, 14.333333333333334)","(26.0, 55.0, 37.888888888888886)","(1.95, 2.2, 2.101818181818182)","(21.0, 48.0, 34.666666666666664)","(3.6, 7.4, 7.1000000000000005)","(4.8, 7.4, 6.2)","(15.0, 17.0, 14.409090909090908)","(14.0, 26.0, 23.954545454545453)"
07-01-2023 09:14:10.818243,"(11.0, 18.5, 14.333333333333334)","(26.0, 55.0, 37.888888888888886)","(1.95, 2.2, 2.101818181818182)","(21.0, 48.0, 32.44444444444444)","(3.6, 7.4, 7.031578947368422)","(4.8, 7.4, 6.2)","(15.0, 17.0, 14.409090909090908)","(14.0, 26.0, 23.954545454545453)"
07-01-2023 09:14:11.875425,"(11.0, 18.5, 14.333333333333334)","(26.0, 55.0, 37.888888888888886)","(1.95, 2.2, 2.101818181818182)","(21.0, 48.0, 32.44444444444444)","(3.6, 7.4, 6.7)","(4.8, 7.4, 6.2)","(15.0, 17.0, 14.409090909090908)","(14.0, 26.0, 23.954545454545453)"
07-01-2023 09:14:12.997540,"(11.0, 18.5, 14.333333333333334)","(26.0, 55.0, 37.888888888888886)","(1.95, 2.2, 2.101818181818182)","(21.0, 48.0, 38.0)","(3.6, 7.4, 6.800000000000001)","(4.8, 7.4, 6.2)","(15.0, 17.0, 14.409090909090908)","(14.0, 26.0, 23.954545454545453)"
07-01-2023 09:14:14.111058,"(11.0, 18.5, 14.333333333333334)","(26.0, 55.0, 37.888888888888886)","(1.95, 2.2, 2.101818181818182)","(21.0, 48.0, 38.0)","(3.6, 7.4, 7.189473684210527)","(4.8, 7.4, 6.2)","(15.0, 17.0, 16.06338028169014)","(14.0, 26.0, 23.954545454545453)"
07-01-2023 09:14:15.165021,"(11.0, 18.5, 14.333333333333334)","(26.0, 55.0, 37.888888888888886)","(1.95, 2.2, 2.056)","(21.0, 48.0, 38.0)","(3.6, 7.4, 7.233333333333333)","(4.8, 7.4, 6.2)","(15.0, 17.0, 16.06338028169014)","(14.0, 26.0, 23.954545454545453)"
07-01-2023 09:14:16.281929,"(11.0, 18.5, 14.333333333333334)","(26.0, 55.0, 37.888888888888886)","(1.95, 2.2, 2.056)","(21.0, 48.0, 38.0)","(3.6, 7.4, 7.233333333333333)","(4.8, 7.4, 6.2)","(15.0, 17.0, 16.06338028169014)","(14.0, 26.0, 23.954545454545453)"
07-01-2023 09:14:17.361068,"(11.0, 18.5, 14.333333333333334)","(26.0, 55.0, 37.888888888888886)","(1.95, 2.2, 2.056)","(21.0, 48.0, 38.0)","(3.6, 7.4, 6.828571428571428)","(4.8, 7.4, 6.2)","(15.0, 17.0, 16.06338028169014)","(14.0, 26.0, 23.954545454545453)"
07-01-2023 09:14:18.412661,"(11.0, 18.5, 14.333333333333334)","(26.0, 55.0, 37.888888888888886)","(1.95, 2.2, 2.056)","(21.0, 48.0, 38.0)","(3.6, 7.4, 6.9714285714285715)","(4.8, 7.4, 6.2)","(15.0, 17.0, 16.06338028169014)","(14.0, 26.0, 23.954545454545453)"
07-01-2023 09:14:19.468742,"(11.0, 18.5, 14.333333333333334)","(26.0, 55.0, 37.888888888888886)","(1.95, 2.2, 2.056)","(21.0, 48.0, 38.0)","(3.6, 7.4, 6.9714285714285715)","(4.8, 7.4, 6.2)","(15.0, 17.0, 16.06338028169014)","(14.0, 26.0, 23.954545454545453)"
07-01-2023 09:14:20.462192,"(11.0, 18.5, 14.333333333333334)","(26.0, 55.0, 37.888888888888886)","(1.95, 2.2, 2.056)","(21.0, 48.0, 38.0)","(3.6, 7.4, 6.9714285714285715)","(4.8, 7.4, 6.2)","(15.0, 17.0, 16.06338028169014)","(14.0, 26.0, 23.954545454545453)"
07-01-2023 09:14:21.501689,"(11.0, 18.5, 14.333333333333334)","(26.0, 55.0, 37.888888888888886)","(1.95, 2.2, 2.056)","(21.0, 48.0, 38.0)","(3.6, 7.4, 6.9714285714285715)","(4.8, 7.4, 6.2)","(15.0, 17.0, 16.06338028169014)","(14.0, 26.0, 23.954545454545453)"
07-01-2023 09:14:22.515412,"(11.0, 18.5, 14.333333333333334)","(26.0, 55.0, 37.888888888888886)","(1.95, 2.2, 2.056)","(21.0, 48.0, 38.0)","(3.6, 7.4, 6.9714285714285715)","(4.8, 7.4, 6.2)","(15.0, 17.0, 16.06338028169014)","(14.0, 26.0, 23.954545454545453)"
07-01-2023 09:14:23.538177,"(11.0, 18.5, 14.333333333333334)","(26.0, 55.0, 37.888888888888886)","(1.95, 2.2, 2.056)","(21.0, 48.0, 38.0)","(3.6, 7.4, 6.9714285714285715)","(4.8, 7.4, 6.2)","(15.0, 17.0, 16.06338028169014)","(14.0, 26.0, 23.954545454545453)"
07-01-2023 09:14:24.561325,"(11.0, 18.5, 14.333333333333334)","(26.0, 55.0, 37.888888888888886)","(1.95, 2.2, 2.056)","(21.0, 48.0, 38.0)","(3.6, 7.4, 6.9714285714285715)","(4.8, 7.4, 6.2)","(15.0, 17.0, 16.06338028169014)","(14.0, 26.0, 23.954545454545453)"
07-01-2023 09:14:25.623342,"(11.0, 18.5, 14.333333333333334)","(26.0, 55.0, 37.888888888888886)","(1.95, 2.2, 2.056)","(21.0, 48.0, 38.0)","(3.6, 7.4, 6.9714285714285715)","(4.8, 7.4, 6.2)","(15.0, 17.0, 16.06338028169014)","(14.0, 26.0, 23.954545454545453)"
07-01-2023 09:14:26.654823,"(11.0, 18.5, 14.333333333333334)","(26.0, 55.0, 37.888888888888886)","(1.95, 2.2, 2.056)","(21.0, 48.0, 38.0)","(3.6, 7.4, 7.1)","(4.8, 7.4, 6.2)","(15.0, 17.0, 16.06338028169014)","(14.0, 26.0, 21.75)"
07-01-2023 09:14:27.798680,"(11.0, 18.5, 14.333333333333334)","(26.0, 55.0, 37.888888888888886)","(1.95, 2.2, 2.056)","(21.0, 48.0, 38.0)","(3.6, 7.4, 7.1)","(4.8, 7.4, 6.2)","(15.0, 17.0, 16.06338028169014)","(14.0, 26.0, 22.73076923076923)"
07-01-2023 09:14:28.895535,"(11.0, 18.5, 14.333333333333334)","(26.0, 55.0, 37.888888888888886)","(1.95, 2.2, 2.056)","(21.0, 48.0, 38.0)","(3.6, 7.4, 7.1)","(4.8, 7.4, 6.2)","(15.0, 17.0, 16.06338028169014)","(14.0, 26.0, 22.73076923076923)"
07-01-2023 09:14:29.917099,"(11.0, 18.5, 14.333333333333334)","(26.0, 55.0, 37.888888888888886)","(1.95, 2.2, 2.056)","(21.0, 48.0, 38.0)","(3.6, 7.4, 7.1)","(4.8, 7.4, 6.2)","(15.0, 17.0, 16.06338028169014)","(14.0, 26.0, 23.875)"
07-01-2023 09:14:30.989382,"(11.0, 18.5, 14.333333333333334)","(26.0, 55.0, 37.888888888888886)","(1.95, 2.2, 2.056)","(21.0, 48.0, 38.0)","(3.6, 7.4, 7.314285714285715)","(4.8, 7.4, 6.2)","(15.0, 17.0, 16.06338028169014)","(14.0, 26.0, 23.875)"
07-01-2023 09:14:32.002257,"(11.0, 18.5, 14.333333333333334)","(26.0, 55.0, 37.888888888888886)","(1.95, 2.18, 2.108888888888889)","(21.0, 48.0, 38.0)","(3.6, 7.4, 7.314285714285715)","(4.8, 7.4, 6.2)","(15.0, 17.0, 16.06338028169014)","(14.0, 26.0, 23.875)"
07-01-2023 09:14:33.007174,"(11.0, 18.5, 14.333333333333334)","(26.0, 55.0, 37.888888888888886)","(1.95, 2.18, 2.108888888888889)","(21.0, 48.0, 38.0)","(3.6, 7.4, 7.314285714285715)","(4.8, 7.4, 6.2)","(15.0, 17.0, 16.06338028169014)","(14.0, 26.0, 23.875)"
07-01-2023 09:14:34.062233,"(11.0, 18.5, 14.333333333333334)","(26.0, 55.0, 37.888888888888886)","(1.95, 2.18, 2.108888888888889)","(21.0, 48.0, 38.0)","(3.6, 7.4, 7.314285714285715)","(4.8, 7.4, 6.2)","(15.0, 17.0, 16.06338028169014)","(14.0, 26.0, 23.875)"
07-01-2023 09:14:35.139795,"(11.0, 18.5, 14.333333333333334)","(26.0, 55.0, 37.888888888888886)","(1.95, 2.18, 2.108888888888889)","(21.0, 48.0, 38.0)","(3.6, 7.4, 7.314285714285715)","(4.8, 7.4, 6.2)","(15.0, 17.0, 16.26923076923077)","(14.0, 26.0, 23.875)"
07-01-2023 09:14:36.184240,"(11.0, 18.5, 14.333333333333334)","(26.0, 55.0, 37.888888888888886)","(1.95, 2.18, 2.108888888888889)","(21.0, 48.0, 38.0)","(3.6, 7.4, 7.314285714285715)","(4.8, 7.4, 6.2)","(15.0, 17.0, 16.3)","(14.0, 26.0, 23.875)"
07-01-2023 09:14:37.246585,"(11.0, 18.5, 14.333333333333334)","(26.0, 55.0, 36.88235294117647)","(1.95, 2.18, 2.108888888888889)","(21.0, 48.0, 38.0)","(3.6, 7.4, 7.1)","(4.8, 7.4, 6.2)","(15.0, 17.0, 16.3)","(14.0, 26.0, 23.875)"
07-01-2023 09:14:38.293682,"(11.0, 18.5, 14.333333333333334)","(26.0, 55.0, 37.888888888888886)","(1.95, 2.18, 2.108888888888889)","(21.0, 48.0, 38.0)","(3.6, 7.4, 7.300000000000001)","(4.8, 7.4, 6.2)","(15.0, 17.0, 16.3)","(14.0, 26.0, 23.875)"
07-01-2023 09:14:39.305277,"(11.0, 18.5, 14.333333333333334)","(26.0, 55.0, 37.888888888888886)","(1.95, 2.18, 2.108888888888889)","(21.0, 48.0, 38.0)","(3.6, 7.4, 7.300000000000001)","(4.8, 7.4, 6.2)","(15.0, 17.0, 16.3)","(14.0, 26.0, 23.166666666666664)"
07-01-2023 09:14:40.352820,"(11.0, 18.5, 14.333333333333334)","(26.0, 55.0, 37.888888888888886)","(1.95, 2.18, 2.0771428571428574)","(21.0, 48.0, 38.0)","(3.6, 7.4, 7.300000000000001)","(4.8, 7.4, 6.2)","(15.0, 17.0, 16.3)","(14.0, 26.0, 23.166666666666664)"
07-01-2023 09:14:41.395791,"(11.0, 18.5, 14.333333333333334)","(26.0, 55.0, 37.888888888888886)","(1.95, 2.18, 2.0771428571428574)","(21.0, 48.0, 38.0)","(3.6, 7.4, 6.7846153846153845)","(4.8, 7.4, 6.2)","(15.0, 17.0, 14.545454545454545)","(14.0, 26.0, 21.0)"
07-01-2023 09:14:42.483325,"(11.0, 18.5, 14.796296296296296)","(26.0, 55.0, 37.888888888888886)","(1.95, 2.18, 2.0771428571428574)","(21.0, 48.0, 35.90909090909091)","(3.6, 7.8, 6.8)","(4.8, 7.4, 6.2)","(15.0, 17.0, 14.545454545454545)","(14.0, 26.0, 23.647058823529413)"
07-01-2023 09:14:43.552882,"(11.0, 18.5, 14.796296296296296)","(26.0, 55.0, 37.888888888888886)","(1.95, 2.18, 2.0771428571428574)","(21.0, 48.0, 40.17647058823529)","(3.6, 7.8, 6.8)","(4.8, 7.4, 6.2)","(15.0, 17.0, 14.545454545454545)","(14.0, 26.0, 23.647058823529413)"
07-01-2023 09:14:44.621148,"(11.0, 18.5, 14.796296296296296)","(26.0, 55.0, 37.888888888888886)","(1.95, 2.18, 2.0771428571428574)","(21.0, 48.0, 40.17647058823529)","(3.6, 7.8, 6.8)","(4.8, 7.4, 6.2)","(15.0, 17.0, 14.545454545454545)","(14.0, 26.0, 23.647058823529413)"
07-01-2023 09:14:45.752535,"(11.0, 18.5, 14.796296296296296)","(26.0, 55.0, 37.888888888888886)","(1.95, 2.18, 2.1033333333333335)","(21.0, 48.0, 40.875)","(3.6, 7.8, 6.857142857142857)","(4.8, 7.4, 6.2)","(15.0, 17.0, 14.545454545454545)","(14.0, 26.0, 23.647058823529413)"
07-01-2023 09:14:46.885725,"(11.0, 18.5, 14.796296296296296)","(26.0, 55.0, 37.888888888888886)","(1.95, 2.16, 2.1033333333333335)","(21.0, 48.0, 36.0)","(3.6, 7.8, 6.857142857142857)","(4.8, 7.4, 6.2)","(15.0, 17.0, 14.545454545454545)","(14.0, 26.0, 21.3125)"
07-01-2023 09:14:47.994919,"(11.0, 18.5, 14.796296296296296)","(26.0, 55.0, 38.5)","(1.95, 2.16, 2.1033333333333335)","(21.0, 48.0, 36.0)","(3.6, 7.8, 6.857142857142857)","(4.8, 7.4, 6.333333333333334)","(15.0, 17.0, 14.545454545454545)","(14.0, 26.0, 22.5)"
07-01-2023 09:14:49.139010,"(11.0, 18.5, 14.796296296296296)","(26.0, 55.0, 39.368421052631575)","(1.95, 2.16, 2.1033333333333335)","(21.0, 48.0, 39.0)","(3.6, 7.8, 6.857142857142857)","(4.8, 7.4, 6.333333333333334)","(15.0, 17.0, 14.545454545454545)","(14.0, 26.0, 22.5)"
07-01-2023 09:14:50.227774,"(11.0, 18.5, 14.796296296296296)","(26.0, 55.0, 39.368421052631575)","(1.95, 2.16, 2.1033333333333335)","(21.0, 48.0, 41.64705882352941)","(3.6, 7.8, 6.857142857142857)","(4.8, 7.4, 6.291666666666667)","(15.0, 17.0, 14.545454545454545)","(14.0, 26.0, 23.5)"
07-01-2023 09:14:51.296408,"(11.0, 18.5, 14.796296296296296)","(26.0, 55.0, 39.368421052631575)","(1.95, 2.16, 2.1033333333333335)","(21.0, 48.0, 41.64705882352941)","(3.6, 7.8, 6.857142857142857)","(4.8, 7.4, 6.291666666666667)","(15.0, 17.0, 14.545454545454545)","(14.0, 26.0, 23.5)"
07-01-2023 09:14:52.382342,"(11.0, 18.5, 14.796296296296296)","(26.0, 55.0, 39.368421052631575)","(1.95, 2.16, 2.0518181818181818)","(21.0, 48.0, 43.5)","(3.6, 7.8, 7.171428571428571)","(4.8, 7.4, 6.925000000000001)","(15.0, 17.0, 14.545454545454545)","(14.0, 26.0, 22.81818181818182)"
07-01-2023 09:14:53.490869,"(11.0, 18.5, 14.796296296296296)","(26.0, 55.0, 35.2)","(1.95, 2.16, 2.0518181818181818)","(21.0, 48.0, 43.5)","(3.6, 7.8, 7.171428571428571)","(4.8, 7.4, 6.95)","(15.0, 17.0, 14.545454545454545)","(14.0, 26.0, 23.045454545454547)"
07-01-2023 09:14:54.581285,"(11.0, 18.5, 14.796296296296296)","(26.0, 55.0, 35.2)","(1.95, 2.16, 2.0518181818181818)","(21.0, 48.0, 43.5)","(3.6, 7.8, 7.171428571428571)","(4.8, 7.4, 7.022222222222222)","(15.0, 17.0, 14.545454545454545)","(14.0, 26.0, 21.714285714285715)"
07-01-2023 09:14:55.668597,"(11.0, 18.5, 14.796296296296296)","(26.0, 55.0, 35.2)","(1.95, 2.16, 2.0518181818181818)","(21.0, 48.0, 43.5)","(3.6, 7.8, 7.171428571428571)","(4.8, 7.4, 7.305555555555556)","(15.0, 17.0, 14.545454545454545)","(14.0, 26.0, 23.0)"
07-01-2023 09:14:56.717894,"(11.0, 18.5, 14.796296296296296)","(26.0, 55.0, 35.2)","(1.95, 2.16, 2.0518181818181818)","(21.0, 48.0, 43.5)","(3.6, 7.8, 7.171428571428571)","(4.8, 7.4, 6.76)","(15.0, 17.0, 14.545454545454545)","(14.0, 26.0, 23.0)"
07-01-2023 09:14:57.750833,"(11.0, 18.5, 14.796296296296296)","(26.0, 55.0, 30.25)","(1.95, 2.16, 2.0518181818181818)","(21.0, 48.0, 43.5)","(3.6, 7.8, 7.171428571428571)","(4.8, 7.4, 6.9714285714285715)","(15.0, 17.0, 14.545454545454545)","(14.0, 26.0, 23.0)"
07-01-2023 09:14:58.783101,"(11.0, 18.5, 14.796296296296296)","(26.0, 55.0, 30.25)","(1.95, 2.14, 2.0628571428571427)","(21.0, 48.0, 43.5)","(3.6, 7.8, 7.171428571428571)","(4.8, 7.4, 6.65)","(15.0, 17.0, 15.0)","(14.0, 26.0, 23.0)"
07-01-2023 09:14:59.805525,"(11.0, 18.5, 14.796296296296296)","(26.0, 55.0, 30.25)","(1.95, 2.14, 2.0628571428571427)","(21.0, 48.0, 43.5)","(3.6, 7.8, 7.171428571428571)","(4.8, 7.4, 6.65)","(15.0, 16.5, 14.208333333333334)","(14.0, 26.0, 23.0)"
07-01-2023 09:15:00.800796,"(11.0, 18.5, 14.796296296296296)","(26.0, 55.0, 30.25)","(1.95, 2.14, 2.0628571428571427)","(21.0, 48.0, 43.5)","(3.6, 7.8, 7.171428571428571)","(4.8, 7.4, 6.233333333333333)","(15.0, 16.5, 14.172413793103448)","(14.0, 26.0, 22.307692307692307)"
07-01-2023 09:15:01.805693,"(11.0, 18.5, 14.59375)","(26.0, 55.0, 38.33333333333333)","(1.95, 2.14, 2.0831578947368423)","(21.0, 48.0, 43.333333333333336)","(3.6, 7.8, 7.137931034482758)","(4.8, 7.4, 6.65)","(16.0, 16.5, 14.208333333333334)","(15.0, 26.0, 22.307692307692307)"
07-01-2023 09:15:02.770764,"(11.0, 18.5, 14.59375)","(26.0, 55.0, 35.0)","(1.95, 2.14, 2.0831578947368423)","(21.0, 48.0, 37.5)","(3.6, 7.8, 7.137931034482758)","(4.8, 7.4, 6.233333333333333)","(16.0, 16.5, 14.208333333333334)","(15.0, 26.0, 22.307692307692307)"
07-01-2023 09:15:03.765274,"(11.0, 18.5, 14.59375)","(26.0, 55.0, 38.33333333333333)","(1.95, 2.14, 2.0831578947368423)","(21.0, 48.0, 44.18181818181818)","(3.6, 8.0, 7.51)","(4.8, 7.4, 6.800000000000001)","(16.0, 16.5, 14.208333333333334)","(15.0, 26.0, 22.307692307692307)"
07-01-2023 09:15:04.786126,"(11.0, 18.5, 14.59375)","(26.0, 55.0, 35.0)","(1.95, 2.14, 2.0831578947368423)","(21.0, 48.0, 44.76923076923077)","(3.6, 8.0, 7.815384615384615)","(4.8, 7.4, 6.800000000000001)","(16.0, 16.5, 14.208333333333334)","(15.0, 26.0, 22.307692307692307)"
07-01-2023 09:15:05.817075,"(11.0, 18.5, 14.59375)","(26.0, 55.0, 35.0)","(1.95, 2.12, 2.06)","(21.0, 48.0, 44.76923076923077)","(3.6, 8.0, 7.818181818181818)","(4.8, 7.4, 6.592307692307693)","(16.0, 16.5, 14.208333333333334)","(15.0, 26.0, 22.307692307692307)"
07-01-2023 09:15:06.874160,"(11.0, 18.5, 14.59375)","(26.0, 55.0, 39.21052631578947)","(1.95, 2.12, 2.06)","(21.0, 48.0, 44.76923076923077)","(3.6, 8.0, 7.222222222222222)","(4.8, 7.4, 7.025)","(16.0, 16.5, 14.238095238095237)","(15.0, 26.0, 22.307692307692307)"
07-01-2023 09:15:07.958967,"(11.0, 18.5, 14.59375)","(26.0, 55.0, 35.0)","(1.95, 2.12, 2.06)","(21.0, 48.0, 45.23076923076923)","(3.6, 8.0, 7.818181818181818)","(4.8, 7.4, 6.592307692307693)","(16.0, 16.5, 14.8)","(15.0, 26.0, 22.307692307692307)"
07-01-2023 09:15:08.994120,"(11.0, 18.5, 14.59375)","(26.0, 55.0, 39.21052631578947)","(1.95, 2.12, 2.06)","(21.0, 48.0, 45.23076923076923)","(3.6, 8.0, 7.818181818181818)","(4.8, 7.4, 7.025)","(16.0, 16.0, 14.571428571428571)","(15.0, 26.0, 22.307692307692307)"
07-01-2023 09:15:10.049178,"(11.0, 18.5, 14.59375)","(26.0, 55.0, 35.0)","(1.95, 2.12, 2.06)","(21.0, 48.0, 45.23076923076923)","(3.6, 8.0, 7.5625)","(4.8, 7.4, 6.800000000000001)","(16.0, 16.0, 14.571428571428571)","(15.0, 26.0, 22.307692307692307)"
07-01-2023 09:15:11.154490,"(11.0, 18.5, 14.59375)","(26.0, 55.0, 35.0)","(1.95, 2.12, 2.06)","(21.0, 48.0, 45.23076923076923)","(3.6, 8.0, 7.5625)","(4.8, 7.4, 6.800000000000001)","(16.0, 16.0, 14.571428571428571)","(15.0, 26.0, 22.307692307692307)"
07-01-2023 09:15:12.211966,"(11.0, 18.5, 14.59375)","(26.0, 55.0, 39.21052631578947)","(1.95, 2.12, 2.0889655172413795)","(21.0, 48.0, 46.285714285714285)","(3.6, 8.0, 7.416666666666667)","(4.8, 7.4, 6.800000000000001)","(16.0, 16.0, 14.148148148148149)","(15.0, 26.0, 22.307692307692307)"
07-01-2023 09:15:13.257489,"(11.0, 18.5, 14.59375)","(26.0, 55.0, 35.0)","(1.95, 2.12, 2.0860377358490565)","(21.0, 48.0, 46.285714285714285)","(3.6, 8.0, 7.416666666666667)","(4.8, 7.4, 6.800000000000001)","(16.0, 16.0, 14.148148148148149)","(15.0, 26.0, 22.307692307692307)"
07-01-2023 09:15:14.285923,"(11.0, 18.5, 14.59375)","(26.0, 55.0, 35.0)","(1.95, 2.12, 2.0860377358490565)","(21.0, 48.0, 46.285714285714285)","(3.6, 8.0, 7.5)","(4.8, 7.4, 6.800000000000001)","(16.0, 16.0, 14.148148148148149)","(15.0, 26.0, 22.307692307692307)"
07-01-2023 09:15:15.340530,"(11.0, 18.5, 14.59375)","(26.0, 55.0, 35.0)","(1.95, 2.12, 2.0860377358490565)","(21.0, 48.0, 46.285714285714285)","(3.6, 8.0, 7.416666666666667)","(4.8, 7.4, 7.025)","(16.0, 16.0, 14.148148148148149)","(15.0, 26.0, 22.307692307692307)"
07-01-2023 09:15:16.397916,"(11.0, 18.5, 14.59375)","(26.0, 55.0, 35.0)","(1.95, 2.12, 2.0860377358490565)","(21.0, 48.0, 46.285714285714285)","(3.6, 8.0, 7.5)","(4.8, 7.4, 6.592307692307693)","(16.0, 16.0, 14.166666666666666)","(15.0, 26.0, 22.307692307692307)"
07-01-2023 09:15:17.449943,"(11.0, 18.5, 14.59375)","(26.0, 55.0, 38.33333333333333)","(1.95, 2.12, 2.0860377358490565)","(21.0, 48.0, 46.285714285714285)","(3.6, 8.0, 7.416666666666667)","(4.8, 7.4, 7.025)","(16.0, 16.0, 14.166666666666666)","(15.0, 26.0, 22.307692307692307)"
07-01-2023 09:15:18.501753,"(11.0, 18.5, 14.59375)","(26.0, 55.0, 38.33333333333333)","(1.95, 2.12, 2.0860377358490565)","(21.0, 48.0, 46.285714285714285)","(3.6, 8.0, 7.5)","(4.8, 7.4, 6.592307692307693)","(16.0, 16.0, 14.166666666666666)","(15.0, 26.0, 22.307692307692307)"
07-01-2023 09:15:19.536689,"(11.0, 18.5, 14.59375)","(26.0, 55.0, 41.36363636363637)","(1.95, 2.12, 2.0860377358490565)","(21.0, 48.0, 46.285714285714285)","(3.6, 8.0, 7.5)","(4.8, 7.4, 6.800000000000001)","(16.0, 16.0, 14.166666666666666)","(15.0, 26.0, 22.307692307692307)"
07-01-2023 09:15:20.536954,"(11.0, 18.5, 14.59375)","(26.0, 55.0, 41.36363636363637)","(1.95, 2.12, 2.0860377358490565)","(21.0, 48.0, 46.285714285714285)","(3.6, 8.0, 7.416666666666667)","(4.8, 7.4, 6.800000000000001)","(16.0, 16.0, 14.166666666666666)","(15.0, 26.0, 22.307692307692307)"
07-01-2023 09:15:21.528558,"(11.0, 18.5, 14.59375)","(26.0, 55.0, 41.36363636363637)","(1.95, 2.12, 2.082909090909091)","(21.0, 48.0, 46.285714285714285)","(3.6, 8.0, 7.5)","(4.8, 7.4, 6.3500000000000005)","(16.0, 16.0, 14.166666666666666)","(15.0, 26.0, 22.307692307692307)"
07-01-2023 09:15:22.524053,"(11.0, 18.5, 14.59375)","(26.0, 55.0, 41.36363636363637)","(1.95, 2.12, 2.082909090909091)","(21.0, 48.0, 46.285714285714285)","(3.6, 8.0, 7.416666666666667)","(4.8, 7.4, 6.800000000000001)","(16.0, 16.0, 14.166666666666666)","(15.0, 26.0, 22.307692307692307)"
07-01-2023 09:15:23.505478,"(11.0, 18.5, 14.59375)","(26.0, 55.0, 41.36363636363637)","(1.95, 2.12, 2.082909090909091)","(21.0, 48.0, 46.285714285714285)","(3.9, 8.0, 7.5)","(4.8, 7.4, 6.592307692307693)","(16.0, 16.0, 14.166666666666666)","(15.0, 26.0, 22.307692307692307)"
07-01-2023 09:15:24.471082,"(11.0, 18.5, 14.59375)","(26.0, 55.0, 41.36363636363637)","(1.95, 2.12, 2.082909090909091)","(21.0, 48.0, 46.285714285714285)","(3.9, 8.0, 7.416666666666667)","(4.8, 7.4, 7.025)","(16.0, 16.0, 14.166666666666666)","(15.0, 26.0, 22.307692307692307)"
07-01-2023 09:15:25.470556,"(11.0, 18.5, 14.59375)","(26.0, 55.0, 41.36363636363637)","(1.95, 2.12, 2.082909090909091)","(21.0, 48.0, 46.285714285714285)","(3.9, 8.0, 7.416666666666667)","(4.8, 7.4, 7.025)","(16.0, 16.0, 14.166666666666666)","(15.0, 26.0, 22.307692307692307)"
07-01-2023 09:15:26.465483,"(11.0, 18.5, 14.59375)","(26.0, 55.0, 41.36363636363637)","(1.95, 2.12, 2.082909090909091)","(21.0, 48.0, 46.285714285714285)","(3.9, 8.0, 7.416666666666667)","(4.8, 7.4, 7.025)","(16.0, 16.0, 14.166666666666666)","(15.0, 26.0, 22.307692307692307)"
07-01-2023 09:15:27.454601,"(11.0, 18.5, 14.59375)","(26.0, 55.0, 41.36363636363637)","(1.95, 2.12, 2.082909090909091)","(21.0, 48.0, 46.285714285714285)","(3.9, 8.0, 7.5)","(4.8, 7.4, 6.592307692307693)","(16.0, 16.0, 14.166666666666666)","(15.0, 26.0, 22.307692307692307)"
07-01-2023 09:15:28.481357,"(11.0, 18.5, 14.59375)","(26.0, 55.0, 41.36363636363637)","(1.95, 2.12, 2.082909090909091)","(21.0, 48.0, 46.285714285714285)","(3.9, 8.0, 7.222222222222222)","(4.8, 7.4, 7.025)","(16.0, 16.0, 14.166666666666666)","(15.0, 26.0, 22.307692307692307)"
07-01-2023 09:15:29.506640,"(11.0, 18.5, 14.59375)","(26.0, 55.0, 41.36363636363637)","(1.95, 2.12, 2.082909090909091)","(21.0, 48.0, 46.285714285714285)","(3.9, 8.0, 7.631578947368421)","(4.8, 7.4, 7.025)","(16.0, 16.0, 14.375)","(15.0, 26.0, 22.307692307692307)"
07-01-2023 09:15:30.538870,"(11.0, 18.5, 14.59375)","(26.0, 55.0, 41.36363636363637)","(1.95, 2.12, 2.0772881355932205)","(21.0, 48.0, 46.285714285714285)","(3.9, 8.0, 7.857142857142857)","(4.8, 7.4, 6.592307692307693)","(16.0, 15.5, 13.192307692307692)","(15.0, 26.0, 22.307692307692307)"
07-01-2023 09:15:31.572118,"(11.0, 18.5, 14.59375)","(26.0, 55.0, 41.904761904761905)","(1.95, 2.12, 2.0772881355932205)","(21.0, 48.0, 46.285714285714285)","(3.9, 8.0, 7.631578947368421)","(4.8, 7.4, 6.800000000000001)","(16.0, 15.5, 14.6)","(15.0, 26.0, 22.307692307692307)"
07-01-2023 09:15:32.567701,"(11.0, 18.5, 14.59375)","(26.0, 55.0, 41.904761904761905)","(1.95, 2.12, 2.0772881355932205)","(21.0, 48.0, 47.07692307692308)","(3.9, 8.0, 8.107692307692307)","(4.8, 7.4, 6.3500000000000005)","(16.0, 15.0, 14.6)","(15.0, 26.0, 22.307692307692307)"
