,List Of Secrets,General Payton,Devon Lass,Magic Lies,Top Faith,Furious Angel,Jax
05-01-2023 16:01:10.535927,"(5.5, 9.6, 7.65)","(6.5, 17.5, 13.576190476190476)","(101.0, 230.0, 188.57142857142858)","(3.0, 4.8, 4.71)","(7.5, 14.5, 12.7)","(2.9, 3.2, 2.9929411764705884)","(5.5, 10.0, 8.4625)"
05-01-2023 16:01:11.590604,"(5.5, 9.6, 7.65)","(6.5, 17.5, 13.576190476190476)","(101.0, 230.0, 188.57142857142858)","(3.0, 4.8, 4.71)","(7.5, 14.5, 12.7)","(2.9, 3.2, 2.9929411764705884)","(5.5, 10.0, 8.4625)"
05-01-2023 16:01:12.645898,"(5.5, 9.6, 7.65)","(6.5, 17.5, 13.576190476190476)","(101.0, 230.0, 188.57142857142858)","(3.0, 4.8, 4.71)","(7.5, 14.5, 12.7)","(2.9, 3.2, 2.9929411764705884)","(5.5, 10.0, 8.4625)"
05-01-2023 16:01:13.833212,"(5.5, 9.6, 7.65)","(6.5, 17.5, 13.576190476190476)","(101.0, 230.0, 188.57142857142858)","(3.0, 4.8, 4.71)","(7.5, 14.5, 12.7)","(2.9, 3.2, 2.9929411764705884)","(5.5, 10.0, 8.4625)"
05-01-2023 16:01:14.980915,"(5.5, 9.6, 7.65)","(6.5, 17.5, 13.576190476190476)","(101.0, 230.0, 188.57142857142858)","(3.0, 4.8, 4.71)","(7.5, 14.5, 12.7)","(2.9, 3.2, 2.9929411764705884)","(5.5, 10.0, 8.4625)"
05-01-2023 16:01:16.209920,"(5.5, 9.6, 7.65)","(6.5, 17.5, 13.576190476190476)","(101.0, 230.0, 188.57142857142858)","(3.0, 4.8, 4.71)","(7.5, 14.5, 12.7)","(2.9, 3.2, 2.9929411764705884)","(5.5, 10.0, 8.4625)"
05-01-2023 16:01:17.463281,"(5.5, 9.6, 7.65)","(6.5, 17.5, 13.576190476190476)","(101.0, 230.0, 183.33333333333331)","(3.0, 4.8, 4.71)","(7.5, 14.5, 12.7)","(2.9, 3.2, 2.9929411764705884)","(5.5, 10.0, 8.4625)"
05-01-2023 16:01:18.729525,"(5.5, 9.6, 7.65)","(6.5, 17.5, 13.576190476190476)","(101.0, 230.0, 183.33333333333331)","(3.0, 4.8, 4.71)","(7.5, 14.5, 12.7)","(2.9, 3.2, 2.9929411764705884)","(5.5, 10.0, 8.4625)"
05-01-2023 16:01:20.060285,"(5.5, 9.6, 7.65)","(6.5, 17.5, 13.576190476190476)","(101.0, 230.0, 183.33333333333331)","(3.0, 4.8, 4.71)","(7.5, 14.5, 12.7)","(2.9, 3.2, 2.9929411764705884)","(5.5, 10.0, 8.4625)"
05-01-2023 16:01:21.388119,"(5.5, 9.6, 7.65)","(6.5, 17.5, 13.576190476190476)","(101.0, 230.0, 183.33333333333331)","(3.0, 4.8, 4.71)","(7.5, 14.5, 12.7)","(2.9, 3.2, 2.9929411764705884)","(5.5, 10.0, 8.4625)"
05-01-2023 16:01:22.940546,"(5.5, 9.6, 7.65)","(6.5, 17.5, 13.576190476190476)","(101.0, 230.0, 183.33333333333331)","(3.0, 4.8, 4.71)","(7.5, 14.5, 12.7)","(2.9, 3.2, 2.9929411764705884)","(5.5, 10.0, 8.4625)"
05-01-2023 16:01:24.083432,"(5.5, 9.6, 7.65)","(6.5, 17.5, 13.576190476190476)","(101.0, 230.0, 183.33333333333331)","(3.0, 4.8, 4.71)","(7.5, 14.5, 12.7)","(2.9, 3.2, 2.9929411764705884)","(5.5, 10.0, 8.4625)"
05-01-2023 16:01:25.228873,"(5.5, 9.6, 7.65)","(6.5, 17.5, 13.576190476190476)","(101.0, 230.0, 183.33333333333331)","(3.0, 4.8, 4.71)","(7.5, 14.5, 12.7)","(2.9, 3.2, 2.9929411764705884)","(5.5, 10.0, 8.4625)"
05-01-2023 16:01:26.363820,"(5.5, 9.6, 7.65)","(6.5, 17.5, 13.576190476190476)","(101.0, 230.0, 183.33333333333331)","(3.0, 4.8, 4.71)","(7.5, 14.5, 12.7)","(2.9, 3.2, 2.9929411764705884)","(5.5, 10.0, 8.4625)"
05-01-2023 16:01:27.565507,"(5.5, 9.6, 7.65)","(6.5, 17.5, 13.576190476190476)","(101.0, 230.0, 183.33333333333331)","(3.0, 4.8, 4.71)","(7.5, 14.5, 12.7)","(2.9, 3.2, 2.9929411764705884)","(5.5, 10.0, 8.4625)"
05-01-2023 16:01:28.681798,"(5.5, 9.6, 7.65)","(6.5, 17.5, 13.576190476190476)","(101.0, 230.0, 183.33333333333331)","(3.0, 4.8, 4.71)","(7.5, 14.5, 12.7)","(2.9, 3.2, 2.9929411764705884)","(5.5, 10.0, 8.4625)"
05-01-2023 16:01:29.756761,"(5.5, 9.6, 7.65)","(6.5, 17.5, 13.576190476190476)","(101.0, 230.0, 183.33333333333331)","(3.0, 4.8, 4.71)","(7.5, 14.5, 12.7)","(2.9, 3.2, 2.9929411764705884)","(5.5, 10.0, 8.4625)"
05-01-2023 16:01:30.930144,"(5.5, 9.6, 7.65)","(6.5, 17.5, 13.576190476190476)","(101.0, 230.0, 183.33333333333331)","(3.0, 4.8, 4.71)","(7.5, 14.5, 12.7)","(2.9, 3.2, 2.9929411764705884)","(5.5, 10.0, 8.4625)"
05-01-2023 16:01:31.992470,"(5.5, 9.6, 7.65)","(6.5, 17.5, 13.576190476190476)","(101.0, 230.0, 183.33333333333331)","(3.0, 4.8, 4.71)","(7.5, 14.5, 12.7)","(2.9, 3.2, 2.9929411764705884)","(5.5, 10.0, 8.4625)"
05-01-2023 16:01:33.169305,"(5.5, 9.6, 7.65)","(6.5, 17.5, 13.576190476190476)","(101.0, 230.0, 183.33333333333331)","(3.0, 4.8, 4.71)","(7.5, 14.5, 12.7)","(2.9, 3.2, 2.9929411764705884)","(5.5, 10.0, 8.4625)"
05-01-2023 16:01:34.319353,"(5.5, 9.6, 7.65)","(6.5, 17.5, 13.576190476190476)","(101.0, 230.0, 183.33333333333331)","(3.0, 4.8, 4.71)","(7.5, 14.5, 12.7)","(2.9, 3.2, 2.9929411764705884)","(5.5, 10.0, 8.4625)"
05-01-2023 16:01:35.419376,"(5.5, 9.6, 7.65)","(6.5, 17.5, 13.576190476190476)","(101.0, 230.0, 183.33333333333331)","(3.0, 4.8, 4.71)","(7.5, 14.5, 12.7)","(2.9, 3.2, 2.9929411764705884)","(5.5, 10.0, 8.4625)"
05-01-2023 16:01:36.563272,"(5.5, 9.6, 7.65)","(6.5, 17.5, 13.576190476190476)","(101.0, 230.0, 183.33333333333331)","(3.0, 4.8, 4.71)","(7.5, 14.5, 12.7)","(2.9, 3.2, 2.9929411764705884)","(5.5, 10.0, 8.4625)"
05-01-2023 16:01:37.577374,"(5.5, 9.6, 7.65)","(6.5, 17.5, 13.576190476190476)","(101.0, 230.0, 183.33333333333331)","(3.0, 4.8, 4.71)","(7.5, 14.5, 12.7)","(2.9, 3.2, 2.9929411764705884)","(5.5, 10.0, 8.4625)"
05-01-2023 16:01:38.666482,"(5.5, 9.6, 7.65)","(6.5, 17.5, 13.576190476190476)","(101.0, 230.0, 183.33333333333331)","(3.0, 4.8, 4.71)","(7.5, 14.5, 12.7)","(2.9, 3.2, 2.9929411764705884)","(5.5, 10.0, 8.4625)"
05-01-2023 16:01:39.845810,"(5.5, 8.8, 7.25)","(6.5, 17.5, 13.576190476190476)","(101.0, 230.0, 183.33333333333331)","(3.0, 4.8, 4.71)","(7.5, 14.5, 12.7)","(2.9, 3.2, 2.9929411764705884)","(5.5, 10.0, 8.4625)"
05-01-2023 16:01:40.942232,"(5.5, 8.8, 7.25)","(6.5, 17.5, 13.576190476190476)","(101.0, 230.0, 140.0)","(3.0, 4.8, 4.71)","(7.5, 14.5, 12.7)","(2.9, 3.2, 2.9929411764705884)","(5.5, 10.0, 8.4625)"
05-01-2023 16:01:41.988433,"(5.5, 9.8, 7.522222222222222)","(6.5, 17.5, 13.576190476190476)","(101.0, 230.0, 140.0)","(3.0, 4.8, 4.71)","(7.5, 14.5, 12.7)","(2.9, 3.2, 2.9929411764705884)","(5.5, 10.0, 8.4625)"
05-01-2023 16:01:43.121789,"(5.5, 9.8, 7.522222222222222)","(6.5, 17.5, 13.576190476190476)","(101.0, 230.0, 140.0)","(3.0, 4.8, 4.71)","(7.5, 14.5, 12.7)","(2.9, 3.2, 2.9929411764705884)","(5.5, 10.0, 8.4625)"
05-01-2023 16:01:44.237804,"(5.5, 9.8, 7.522222222222222)","(6.5, 17.5, 13.576190476190476)","(101.0, 230.0, 140.0)","(3.0, 4.8, 4.71)","(7.5, 14.5, 12.7)","(2.9, 3.2, 2.9929411764705884)","(5.5, 10.0, 8.4625)"
05-01-2023 16:01:45.351161,"(5.5, 9.8, 7.522222222222222)","(6.5, 17.5, 13.576190476190476)","(101.0, 230.0, 140.0)","(3.0, 4.8, 4.71)","(7.5, 14.5, 12.7)","(2.9, 3.2, 2.9929411764705884)","(5.5, 10.0, 8.4625)"
05-01-2023 16:01:46.413648,"(5.5, 9.8, 7.522222222222222)","(6.5, 17.5, 13.576190476190476)","(101.0, 230.0, 140.0)","(3.0, 4.8, 4.71)","(7.5, 14.5, 12.7)","(2.9, 3.2, 2.9929411764705884)","(5.5, 10.0, 8.4625)"
05-01-2023 16:01:47.489450,"(5.5, 9.8, 7.522222222222222)","(6.5, 17.5, 13.576190476190476)","(101.0, 230.0, 140.0)","(3.0, 4.8, 4.71)","(7.5, 14.5, 12.7)","(2.9, 3.2, 2.9929411764705884)","(5.5, 10.0, 8.4625)"
05-01-2023 16:01:48.556706,"(5.5, 9.8, 7.522222222222222)","(6.5, 17.5, 13.576190476190476)","(101.0, 230.0, 140.0)","(3.0, 4.4, 4.028260869565218)","(7.5, 14.5, 12.7)","(2.9, 3.2, 2.9929411764705884)","(5.5, 10.0, 8.4625)"
05-01-2023 16:01:49.608749,"(5.5, 9.8, 7.522222222222222)","(6.5, 17.5, 13.576190476190476)","(101.0, 230.0, 183.33333333333331)","(3.0, 4.4, 4.028260869565218)","(7.5, 14.5, 12.7)","(2.9, 3.2, 2.9929411764705884)","(5.5, 10.0, 8.4625)"
05-01-2023 16:01:50.565879,"(5.5, 9.8, 7.522222222222222)","(6.5, 17.5, 13.576190476190476)","(101.0, 230.0, 183.33333333333331)","(3.0, 4.7, 4.245454545454546)","(7.5, 14.5, 12.7)","(2.9, 3.2, 2.9929411764705884)","(5.5, 10.0, 8.4625)"
05-01-2023 16:01:51.622775,"(5.5, 9.8, 7.522222222222222)","(6.5, 17.5, 9.26)","(101.0, 230.0, 183.33333333333331)","(3.0, 4.6, 4.523333333333333)","(7.5, 14.5, 12.7)","(2.9, 3.2, 2.9929411764705884)","(5.5, 10.0, 8.4625)"
05-01-2023 16:01:52.718904,"(5.5, 9.8, 7.522222222222222)","(6.5, 17.5, 11.686666666666667)","(101.0, 230.0, 183.33333333333331)","(3.0, 4.6, 4.372727272727273)","(7.5, 14.5, 12.7)","(2.9, 3.2, 2.9929411764705884)","(5.5, 10.0, 8.4625)"
05-01-2023 16:01:53.681153,"(5.5, 9.6, 7.65)","(6.5, 17.5, 9.863636363636363)","(101.0, 230.0, 183.33333333333331)","(3.0, 4.9, 4.372727272727273)","(7.5, 14.5, 12.7)","(2.9, 3.2, 2.9929411764705884)","(5.5, 10.0, 8.4625)"
05-01-2023 16:01:54.739554,"(5.5, 9.6, 7.65)","(6.5, 17.5, 9.863636363636363)","(101.0, 230.0, 183.33333333333331)","(3.0, 4.8, 4.71)","(7.5, 14.5, 12.7)","(2.9, 3.2, 2.9929411764705884)","(5.5, 10.0, 8.4625)"
05-01-2023 16:01:55.878092,"(5.5, 9.6, 7.65)","(6.5, 17.5, 11.686666666666667)","(101.0, 230.0, 183.33333333333331)","(3.0, 4.8, 4.71)","(7.5, 14.5, 12.7)","(2.9, 3.2, 2.9929411764705884)","(5.5, 10.0, 8.4625)"
05-01-2023 16:01:56.952127,"(5.5, 9.6, 7.65)","(6.5, 17.5, 10.915384615384614)","(101.0, 230.0, 183.33333333333331)","(3.0, 4.8, 4.71)","(7.5, 14.5, 12.7)","(2.9, 3.2, 2.9929411764705884)","(5.5, 10.0, 8.4625)"
05-01-2023 16:01:57.994195,"(5.5, 9.6, 7.65)","(6.5, 17.5, 10.915384615384614)","(101.0, 230.0, 183.33333333333331)","(3.0, 4.8, 4.71)","(7.5, 14.5, 12.7)","(2.9, 3.2, 2.9929411764705884)","(5.5, 10.0, 8.4625)"
05-01-2023 16:01:59.079600,"(5.5, 9.6, 7.65)","(6.5, 17.5, 10.915384615384614)","(101.0, 230.0, 183.33333333333331)","(3.0, 4.8, 4.71)","(7.5, 14.5, 12.7)","(2.9, 3.2, 2.9929411764705884)","(5.5, 10.0, 8.4625)"
05-01-2023 16:02:00.096014,"(5.5, 9.6, 7.65)","(6.5, 17.5, 14.329629629629629)","(101.0, 230.0, 183.33333333333331)","(3.0, 4.9, 4.803333333333334)","(7.5, 14.5, 12.7)","(2.9, 3.2, 2.9929411764705884)","(5.5, 10.0, 8.4625)"
05-01-2023 16:02:01.129927,"(5.5, 9.6, 7.65)","(6.5, 17.5, 9.863636363636363)","(101.0, 230.0, 183.33333333333331)","(3.0, 4.9, 4.803333333333334)","(7.5, 14.5, 12.7)","(2.9, 3.2, 2.9929411764705884)","(5.5, 10.0, 8.4625)"
05-01-2023 16:02:02.195131,"(5.5, 9.6, 7.65)","(6.5, 17.5, 9.863636363636363)","(101.0, 230.0, 183.33333333333331)","(3.0, 4.9, 3.775)","(7.5, 14.5, 12.7)","(2.9, 3.2, 2.9929411764705884)","(5.5, 10.0, 8.4625)"
05-01-2023 16:02:03.162741,"(5.5, 9.6, 7.65)","(6.5, 17.5, 9.863636363636363)","(101.0, 230.0, 183.33333333333331)","(3.0, 4.9, 3.775)","(7.5, 14.5, 12.7)","(2.9, 3.2, 2.9929411764705884)","(5.5, 10.0, 8.4625)"
05-01-2023 16:02:04.206060,"(5.5, 9.6, 7.65)","(6.5, 17.5, 9.863636363636363)","(101.0, 230.0, 183.33333333333331)","(3.0, 4.9, 4.331818181818182)","(7.5, 14.5, 12.7)","(2.9, 3.2, 2.9929411764705884)","(5.5, 10.0, 8.4625)"
05-01-2023 16:02:05.255293,"(5.5, 9.0, 7.35)","(6.5, 17.5, 10.915384615384614)","(101.0, 230.0, 183.33333333333331)","(3.0, 4.4, 3.8375)","(7.5, 13.5, 10.85)","(2.9, 3.2, 2.9929411764705884)","(5.5, 8.4, 7.28888888888889)"
05-01-2023 16:02:06.368901,"(5.5, 9.0, 7.35)","(6.5, 17.5, 10.915384615384614)","(101.0, 230.0, 183.33333333333331)","(3.0, 4.4, 4.191304347826088)","(7.5, 13.5, 10.85)","(2.9, 3.2, 3.0533333333333332)","(5.5, 8.4, 7.28888888888889)"
05-01-2023 16:02:07.645354,"(5.5, 9.0, 7.35)","(6.5, 17.5, 10.915384615384614)","(101.0, 230.0, 183.33333333333331)","(3.0, 4.4, 4.191304347826088)","(7.5, 13.5, 10.85)","(2.9, 3.2, 3.0533333333333332)","(5.5, 8.4, 7.28888888888889)"
05-01-2023 16:02:08.958926,"(5.5, 9.0, 7.35)","(6.5, 17.5, 11.899999999999999)","(101.0, 230.0, 183.33333333333331)","(3.0, 4.4, 4.35)","(7.5, 13.5, 10.85)","(2.9, 3.2, 3.1636363636363636)","(5.5, 8.4, 8.4625)"
05-01-2023 16:02:10.197666,"(5.5, 9.6, 7.866666666666667)","(6.5, 17.5, 9.863636363636363)","(101.0, 230.0, 183.33333333333331)","(3.0, 4.8, 3.6636363636363636)","(7.5, 13.5, 10.85)","(2.9, 3.2, 3.1636363636363636)","(5.5, 10.0, 8.4625)"
05-01-2023 16:02:11.316882,"(5.5, 9.6, 7.866666666666667)","(6.5, 17.5, 9.863636363636363)","(101.0, 230.0, 183.33333333333331)","(3.0, 4.8, 3.6636363636363636)","(7.5, 13.5, 10.85)","(2.9, 3.2, 3.1636363636363636)","(5.5, 10.0, 8.4625)"
05-01-2023 16:02:12.392907,"(5.5, 9.6, 7.866666666666667)","(6.5, 17.5, 13.078947368421053)","(101.0, 230.0, 140.0)","(3.0, 4.8, 3.6636363636363636)","(7.5, 13.5, 10.85)","(2.9, 3.2, 3.1636363636363636)","(5.5, 10.0, 8.4625)"
05-01-2023 16:02:13.484970,"(5.5, 9.6, 7.866666666666667)","(6.5, 17.5, 13.5)","(101.0, 230.0, 140.0)","(3.0, 4.8, 3.6636363636363636)","(7.5, 14.5, 12.7)","(2.9, 3.2, 3.1636363636363636)","(5.5, 10.0, 8.4625)"
05-01-2023 16:02:14.439312,"(5.5, 9.6, 7.866666666666667)","(6.5, 17.5, 13.5)","(101.0, 230.0, 140.0)","(3.0, 4.8, 3.6636363636363636)","(7.5, 14.5, 12.7)","(2.9, 3.2, 3.1636363636363636)","(5.5, 10.0, 8.4625)"
05-01-2023 16:02:15.518295,"(5.5, 9.6, 7.866666666666667)","(6.5, 17.5, 13.5)","(101.0, 230.0, 140.0)","(3.0, 4.8, 3.6636363636363636)","(7.5, 14.5, 12.7)","(2.9, 3.2, 3.1636363636363636)","(5.5, 10.0, 8.4625)"
05-01-2023 16:02:16.568143,"(5.5, 9.6, 7.866666666666667)","(6.5, 17.5, 13.5)","(101.0, 230.0, 140.0)","(3.0, 4.8, 3.6636363636363636)","(7.5, 14.5, 12.7)","(2.9, 3.2, 3.1636363636363636)","(5.5, 10.0, 8.4625)"
05-01-2023 16:02:17.692553,"(5.5, 9.6, 7.866666666666667)","(6.5, 17.5, 13.5)","(101.0, 230.0, 140.0)","(3.0, 4.8, 3.6636363636363636)","(7.5, 14.5, 12.7)","(2.9, 3.2, 3.1636363636363636)","(5.5, 10.0, 8.4625)"
05-01-2023 16:02:18.848565,"(5.5, 9.6, 7.866666666666667)","(6.5, 17.5, 13.5)","(101.0, 230.0, 140.0)","(3.0, 4.8, 3.6636363636363636)","(7.5, 14.5, 12.7)","(2.9, 3.2, 3.1636363636363636)","(5.5, 10.0, 8.4625)"
05-01-2023 16:02:19.905032,"(5.5, 9.6, 7.866666666666667)","(6.5, 17.5, 13.5)","(101.0, 230.0, 140.0)","(3.0, 4.8, 3.6636363636363636)","(7.5, 14.5, 12.7)","(2.9, 3.2, 3.1636363636363636)","(5.5, 10.0, 8.4625)"
05-01-2023 16:02:21.002321,"(5.5, 9.6, 7.866666666666667)","(6.5, 17.5, 13.5)","(101.0, 230.0, 140.0)","(3.0, 4.8, 3.6636363636363636)","(7.5, 14.5, 12.7)","(2.9, 3.2, 3.1636363636363636)","(5.5, 10.0, 8.4625)"
05-01-2023 16:02:22.069807,"(5.5, 9.6, 7.866666666666667)","(6.5, 17.5, 13.5)","(101.0, 230.0, 140.0)","(3.0, 4.8, 3.6636363636363636)","(7.5, 14.5, 12.7)","(2.9, 3.2, 3.1636363636363636)","(5.5, 10.0, 8.4625)"
05-01-2023 16:02:23.128184,"(5.5, 9.6, 7.866666666666667)","(6.5, 17.5, 13.5)","(101.0, 230.0, 140.0)","(3.0, 4.8, 3.6636363636363636)","(7.5, 14.5, 12.7)","(2.9, 3.2, 3.1636363636363636)","(5.5, 10.0, 8.4625)"
05-01-2023 16:02:24.188224,"(5.5, 9.6, 7.866666666666667)","(6.5, 17.5, 13.5)","(101.0, 230.0, 140.0)","(3.0, 4.8, 3.6636363636363636)","(7.5, 14.5, 12.7)","(2.9, 3.2, 3.1636363636363636)","(5.5, 10.0, 8.4625)"
05-01-2023 16:02:25.212592,"(5.5, 9.6, 7.866666666666667)","(6.5, 17.5, 13.5)","(101.0, 230.0, 140.0)","(3.0, 4.8, 3.907142857142857)","(7.5, 14.5, 12.7)","(2.9, 3.2, 3.1636363636363636)","(5.5, 10.0, 8.4625)"
05-01-2023 16:02:26.253260,"(5.5, 9.6, 7.866666666666667)","(6.5, 17.5, 13.5)","(101.0, 230.0, 140.0)","(3.0, 4.8, 3.841666666666667)","(7.5, 14.5, 12.7)","(2.9, 3.2, 3.1636363636363636)","(5.5, 10.0, 8.0)"
05-01-2023 16:02:27.249762,"(5.5, 9.6, 7.866666666666667)","(6.5, 17.5, 13.5)","(101.0, 230.0, 140.0)","(3.0, 4.7, 4.615384615384615)","(7.5, 14.5, 12.7)","(2.9, 3.2, 3.1636363636363636)","(5.5, 10.0, 8.0)"
05-01-2023 16:02:28.364987,"(5.5, 9.6, 7.866666666666667)","(6.5, 17.5, 13.5)","(101.0, 230.0, 140.0)","(3.0, 4.7, 4.615384615384615)","(7.5, 14.5, 12.7)","(2.9, 3.2, 3.1636363636363636)","(5.5, 10.0, 8.0)"
05-01-2023 16:02:29.465140,"(5.5, 9.6, 7.866666666666667)","(6.5, 17.5, 13.5)","(101.0, 230.0, 140.0)","(3.0, 4.7, 4.615384615384615)","(7.5, 14.5, 12.7)","(2.9, 3.2, 3.1636363636363636)","(5.5, 10.0, 7.9)"
05-01-2023 16:02:30.567705,"(5.5, 9.6, 7.866666666666667)","(6.5, 17.5, 13.5)","(101.0, 230.0, 140.0)","(3.0, 4.7, 4.615384615384615)","(7.5, 14.5, 12.7)","(2.9, 3.2, 3.1636363636363636)","(5.5, 10.0, 7.9)"
05-01-2023 16:02:31.715229,"(5.5, 9.6, 7.866666666666667)","(6.5, 17.5, 13.5)","(101.0, 230.0, 140.0)","(3.0, 4.7, 4.615384615384615)","(7.5, 14.5, 12.7)","(2.9, 3.2, 3.1636363636363636)","(5.5, 10.0, 7.9)"
05-01-2023 16:02:32.863850,"(5.5, 9.6, 7.866666666666667)","(6.5, 17.5, 13.5)","(101.0, 230.0, 140.0)","(3.0, 4.7, 4.615384615384615)","(7.5, 14.5, 12.7)","(2.9, 3.2, 3.1636363636363636)","(5.5, 10.0, 7.9)"
05-01-2023 16:02:33.997853,"(5.5, 9.6, 7.866666666666667)","(6.5, 17.5, 13.5)","(101.0, 230.0, 140.0)","(3.0, 4.7, 4.615384615384615)","(7.5, 14.5, 12.7)","(2.9, 3.2, 3.1636363636363636)","(5.5, 10.0, 7.9)"
05-01-2023 16:02:35.265322,"(5.5, 9.6, 7.866666666666667)","(6.5, 17.5, 13.5)","(101.0, 230.0, 140.0)","(3.0, 4.7, 4.615384615384615)","(7.5, 14.5, 12.7)","(2.9, 3.2, 3.0533333333333332)","(5.5, 10.0, 7.9)"
05-01-2023 16:02:36.336282,"(5.5, 9.6, 7.866666666666667)","(6.5, 17.5, 13.5)","(101.0, 230.0, 140.0)","(3.0, 4.7, 4.615384615384615)","(7.5, 14.5, 12.7)","(2.9, 3.2, 3.0533333333333332)","(5.5, 10.0, 7.9)"
05-01-2023 16:02:37.438496,"(5.5, 9.6, 7.866666666666667)","(6.5, 17.5, 13.5)","(101.0, 230.0, 140.0)","(3.0, 4.7, 4.615384615384615)","(7.5, 14.5, 12.7)","(2.9, 3.2, 3.0533333333333332)","(5.5, 10.0, 7.9)"
05-01-2023 16:02:38.590291,"(5.5, 9.6, 7.866666666666667)","(6.5, 17.5, 13.5)","(101.0, 230.0, 140.0)","(3.0, 4.7, 4.615384615384615)","(7.5, 14.5, 12.7)","(2.9, 3.2, 3.0533333333333332)","(5.5, 10.0, 7.9)"
05-01-2023 16:02:39.745526,"(5.5, 9.6, 7.866666666666667)","(6.5, 17.5, 13.5)","(101.0, 230.0, 140.0)","(3.0, 4.7, 4.615384615384615)","(7.5, 14.5, 12.7)","(2.9, 3.2, 3.0533333333333332)","(5.5, 10.0, 7.9)"
05-01-2023 16:02:40.933436,"(5.5, 9.6, 7.866666666666667)","(6.5, 17.5, 13.5)","(101.0, 230.0, 140.0)","(3.0, 4.7, 4.615384615384615)","(7.5, 14.5, 12.7)","(2.9, 3.2, 3.0533333333333332)","(5.5, 10.0, 7.9)"
05-01-2023 16:02:41.958793,"(5.5, 9.6, 7.866666666666667)","(6.5, 17.5, 13.5)","(101.0, 230.0, 140.0)","(3.0, 4.7, 4.615384615384615)","(7.5, 14.5, 12.7)","(2.9, 3.2, 3.0533333333333332)","(5.5, 10.0, 7.9)"
05-01-2023 16:02:42.945724,"(5.5, 9.6, 7.133333333333334)","(6.5, 17.5, 13.5)","(101.0, 230.0, 140.0)","(3.0, 4.7, 4.615384615384615)","(7.5, 14.5, 12.7)","(2.9, 3.2, 3.0533333333333332)","(5.5, 10.0, 7.9)"
05-01-2023 16:02:44.005690,"(5.5, 9.6, 7.133333333333334)","(6.5, 17.5, 13.5)","(101.0, 230.0, 140.0)","(3.0, 4.7, 4.615384615384615)","(7.5, 14.5, 11.55)","(2.9, 3.2, 3.0533333333333332)","(5.5, 10.0, 8.242857142857144)"
05-01-2023 16:02:45.070716,"(5.5, 9.6, 7.699999999999999)","(6.5, 17.5, 13.5)","(101.0, 230.0, 140.0)","(3.0, 4.7, 4.615384615384615)","(7.5, 14.5, 11.55)","(2.9, 3.2, 3.0533333333333332)","(5.5, 10.0, 8.0)"
05-01-2023 16:02:46.118199,"(5.5, 9.6, 7.699999999999999)","(6.5, 17.5, 13.5)","(101.0, 230.0, 140.0)","(3.0, 4.8, 3.92)","(7.5, 14.5, 11.55)","(2.9, 3.2, 3.0533333333333332)","(5.5, 10.0, 8.242857142857144)"
05-01-2023 16:02:47.125503,"(5.5, 9.6, 7.699999999999999)","(6.5, 17.5, 13.5)","(101.0, 230.0, 140.0)","(3.0, 4.8, 3.92)","(7.5, 14.5, 13.144444444444444)","(2.9, 3.2, 3.0533333333333332)","(5.5, 10.0, 8.242857142857144)"
05-01-2023 16:02:48.180957,"(5.5, 9.6, 7.699999999999999)","(6.5, 17.5, 13.5)","(101.0, 230.0, 140.0)","(3.0, 4.7, 3.9000000000000004)","(7.5, 14.5, 13.144444444444444)","(2.9, 3.2, 3.0533333333333332)","(5.5, 10.0, 8.242857142857144)"
05-01-2023 16:02:49.215715,"(5.5, 9.6, 7.699999999999999)","(6.5, 17.5, 13.5)","(101.0, 230.0, 140.0)","(3.0, 4.7, 3.9000000000000004)","(7.5, 14.5, 13.144444444444444)","(2.9, 3.2, 3.0533333333333332)","(5.5, 10.0, 8.242857142857144)"
05-01-2023 16:02:50.356389,"(5.5, 9.6, 7.699999999999999)","(6.5, 17.5, 10.154545454545454)","(101.0, 230.0, 140.0)","(3.0, 4.7, 4.26)","(7.5, 14.5, 13.144444444444444)","(2.9, 3.2, 3.0533333333333332)","(5.5, 10.0, 8.1)"
05-01-2023 16:02:51.449676,"(5.5, 9.6, 7.699999999999999)","(6.5, 17.5, 10.154545454545454)","(101.0, 230.0, 140.0)","(3.0, 4.7, 3.6777777777777776)","(7.5, 14.5, 13.144444444444444)","(2.9, 3.2, 3.0533333333333332)","(5.5, 10.0, 8.1)"
05-01-2023 16:02:52.534687,"(5.5, 9.6, 7.699999999999999)","(6.5, 17.5, 10.154545454545454)","(101.0, 230.0, 140.0)","(3.0, 4.7, 3.6777777777777776)","(7.5, 14.5, 13.144444444444444)","(2.9, 3.2, 3.0533333333333332)","(5.5, 10.0, 8.242857142857144)"
05-01-2023 16:02:53.539759,"(5.5, 9.6, 7.699999999999999)","(6.5, 17.5, 7.6899999999999995)","(101.0, 230.0, 140.0)","(3.0, 4.6, 3.8)","(7.5, 14.5, 13.144444444444444)","(2.9, 3.2, 3.0533333333333332)","(5.5, 10.0, 8.1)"
05-01-2023 16:02:54.525507,"(5.5, 9.6, 7.699999999999999)","(6.5, 17.5, 9.625)","(101.0, 230.0, 140.0)","(3.0, 4.6, 3.9846153846153847)","(7.5, 14.5, 13.144444444444444)","(2.9, 3.2, 3.0533333333333332)","(5.5, 10.0, 8.1)"
