,List Of Secrets,General Payton,Devon Lass,Magic Lies,Top Faith,Furious Angel,Jax
05-01-2023 16:05:54.957201,"(5.5, 9.4, 8.68)","(6.5, 17.0, 9.833333333333334)","(101.0, 230.0, 114.28571428571428)","(3.0, 4.6, 3.8000000000000003)","(7.5, 14.5, 11.55)","(2.9, 3.2, 3.0533333333333332)","(5.5, 10.0, 8.4625)"
05-01-2023 16:05:56.041923,"(5.5, 9.4, 8.68)","(6.5, 17.0, 9.833333333333334)","(101.0, 230.0, 114.28571428571428)","(3.0, 4.6, 3.8000000000000003)","(7.5, 14.5, 11.55)","(2.9, 3.2, 3.0533333333333332)","(5.5, 10.0, 8.4625)"
05-01-2023 16:05:57.189694,"(5.5, 9.4, 8.68)","(6.5, 17.0, 9.833333333333334)","(101.0, 230.0, 114.28571428571428)","(3.0, 4.6, 3.8000000000000003)","(7.5, 14.5, 11.55)","(2.9, 3.2, 3.0533333333333332)","(5.5, 10.0, 8.4625)"
05-01-2023 16:05:58.394121,"(5.5, 9.4, 8.68)","(6.5, 17.0, 9.833333333333334)","(101.0, 230.0, 114.28571428571428)","(3.0, 4.6, 3.8000000000000003)","(7.5, 14.5, 11.55)","(2.9, 3.2, 3.0533333333333332)","(5.5, 10.0, 8.4625)"
05-01-2023 16:05:59.539930,"(5.5, 9.4, 8.68)","(6.5, 17.0, 9.833333333333334)","(101.0, 230.0, 114.28571428571428)","(3.0, 4.6, 3.8000000000000003)","(7.5, 14.5, 11.55)","(2.9, 3.2, 3.0533333333333332)","(5.5, 10.0, 8.4625)"
05-01-2023 16:06:00.576958,"(5.5, 9.4, 8.68)","(6.5, 17.0, 9.833333333333334)","(101.0, 230.0, 114.28571428571428)","(3.0, 4.6, 3.8000000000000003)","(7.5, 14.5, 11.55)","(2.9, 3.2, 3.0533333333333332)","(5.5, 10.0, 8.4625)"
05-01-2023 16:06:01.673811,"(5.5, 9.4, 8.68)","(6.5, 17.0, 9.833333333333334)","(101.0, 230.0, 114.28571428571428)","(3.0, 4.6, 3.8000000000000003)","(7.5, 14.5, 11.55)","(2.9, 3.2, 3.0533333333333332)","(5.5, 10.0, 7.6)"
05-01-2023 16:06:02.755422,"(5.5, 9.4, 8.68)","(6.5, 17.0, 9.833333333333334)","(101.0, 230.0, 118.57142857142857)","(3.0, 4.6, 3.8000000000000003)","(7.5, 14.5, 11.55)","(2.9, 3.2, 3.0533333333333332)","(5.5, 10.0, 7.6)"
05-01-2023 16:06:03.854818,"(5.5, 9.4, 7.65)","(6.5, 17.0, 9.833333333333334)","(101.0, 230.0, 159.0909090909091)","(3.0, 4.6, 4.279999999999999)","(7.5, 14.5, 12.533333333333333)","(2.9, 3.2, 3.0533333333333332)","(5.5, 10.0, 8.533333333333333)"
05-01-2023 16:06:04.953406,"(5.5, 9.4, 7.65)","(6.5, 17.0, 9.355555555555556)","(101.0, 230.0, 159.0909090909091)","(3.0, 4.6, 4.279999999999999)","(7.5, 14.5, 12.533333333333333)","(2.9, 3.2, 3.0533333333333332)","(5.5, 9.8, 8.533333333333333)"
05-01-2023 16:06:06.245749,"(5.5, 9.4, 7.65)","(6.5, 17.0, 9.26)","(101.0, 230.0, 159.0909090909091)","(3.0, 4.6, 4.309090909090909)","(7.5, 14.5, 12.533333333333333)","(2.9, 3.2, 3.0533333333333332)","(5.5, 9.8, 8.533333333333333)"
05-01-2023 16:06:07.482345,"(5.5, 9.4, 7.65)","(6.5, 17.0, 9.26)","(101.0, 230.0, 159.0909090909091)","(3.0, 4.6, 4.309090909090909)","(7.5, 14.5, 12.533333333333333)","(2.9, 3.2, 3.0533333333333332)","(5.5, 9.8, 8.533333333333333)"
05-01-2023 16:06:08.762745,"(5.5, 9.4, 7.65)","(6.5, 17.0, 9.26)","(101.0, 230.0, 159.0909090909091)","(3.0, 4.6, 4.309090909090909)","(7.5, 14.5, 12.533333333333333)","(2.9, 3.2, 3.0533333333333332)","(5.5, 9.8, 8.533333333333333)"
05-01-2023 16:06:10.043878,"(5.5, 9.4, 7.65)","(6.5, 17.0, 9.26)","(101.0, 230.0, 159.0909090909091)","(3.0, 4.6, 4.309090909090909)","(7.5, 14.5, 12.533333333333333)","(2.9, 3.2, 3.0533333333333332)","(5.5, 9.8, 8.533333333333333)"
05-01-2023 16:06:11.159763,"(5.5, 9.4, 7.65)","(6.5, 17.0, 9.26)","(101.0, 230.0, 159.0909090909091)","(3.0, 4.6, 4.309090909090909)","(7.5, 14.5, 12.533333333333333)","(2.9, 3.2, 3.0533333333333332)","(5.5, 9.8, 8.533333333333333)"
05-01-2023 16:06:12.186200,"(5.5, 9.4, 7.65)","(6.5, 17.0, 9.26)","(101.0, 230.0, 159.0909090909091)","(3.0, 4.6, 4.309090909090909)","(7.5, 14.5, 12.533333333333333)","(2.9, 3.2, 3.0533333333333332)","(5.5, 9.8, 8.533333333333333)"
05-01-2023 16:06:13.305498,"(5.5, 9.4, 7.65)","(6.5, 17.0, 9.26)","(101.0, 230.0, 159.0909090909091)","(3.0, 4.6, 4.309090909090909)","(7.5, 14.5, 12.533333333333333)","(2.9, 3.2, 3.0533333333333332)","(5.5, 9.8, 8.533333333333333)"
05-01-2023 16:06:14.458595,"(5.5, 9.4, 7.65)","(6.5, 17.0, 9.26)","(101.0, 230.0, 159.0909090909091)","(3.0, 4.6, 4.309090909090909)","(7.5, 14.5, 12.533333333333333)","(2.9, 3.2, 3.0533333333333332)","(5.5, 9.8, 8.533333333333333)"
05-01-2023 16:06:15.543244,"(5.5, 9.4, 7.65)","(6.5, 17.0, 9.26)","(101.0, 230.0, 159.0909090909091)","(3.0, 4.6, 4.309090909090909)","(7.5, 14.5, 12.533333333333333)","(2.9, 3.2, 3.0533333333333332)","(5.5, 9.8, 8.533333333333333)"
05-01-2023 16:06:16.623337,"(5.5, 9.4, 7.65)","(6.5, 17.0, 9.26)","(101.0, 230.0, 135.71428571428572)","(3.0, 4.6, 4.309090909090909)","(7.5, 14.5, 12.533333333333333)","(2.9, 3.2, 3.0533333333333332)","(5.5, 9.8, 8.533333333333333)"
05-01-2023 16:06:17.731351,"(5.5, 9.4, 7.65)","(6.5, 17.0, 9.26)","(101.0, 230.0, 135.71428571428572)","(3.0, 4.6, 4.309090909090909)","(7.5, 14.5, 12.533333333333333)","(2.9, 3.2, 3.0533333333333332)","(5.5, 9.8, 8.533333333333333)"
05-01-2023 16:06:18.898197,"(5.5, 9.4, 7.65)","(6.5, 17.0, 9.26)","(101.0, 230.0, 135.71428571428572)","(3.0, 4.6, 4.35)","(7.5, 14.5, 12.533333333333333)","(2.9, 3.2, 3.0533333333333332)","(5.5, 9.8, 8.533333333333333)"
05-01-2023 16:06:20.105263,"(5.5, 9.4, 7.65)","(6.5, 17.0, 9.44)","(101.0, 230.0, 135.71428571428572)","(3.0, 4.6, 4.35)","(7.5, 14.5, 12.533333333333333)","(2.9, 3.2, 3.0533333333333332)","(5.5, 9.8, 8.533333333333333)"
05-01-2023 16:06:21.235740,"(5.5, 9.4, 7.65)","(6.5, 17.0, 9.44)","(101.0, 230.0, 135.71428571428572)","(3.0, 4.6, 4.35)","(7.5, 14.5, 12.533333333333333)","(2.9, 3.2, 3.0533333333333332)","(5.5, 9.8, 8.533333333333333)"
05-01-2023 16:06:22.337277,"(5.5, 9.4, 7.65)","(6.5, 17.0, 9.44)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.6, 3.888888888888889)","(7.5, 14.5, 12.533333333333333)","(2.9, 3.2, 3.0533333333333332)","(5.5, 9.8, 8.533333333333333)"
05-01-2023 16:06:23.345790,"(5.5, 9.4, 7.65)","(6.5, 17.0, 9.44)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.6, 3.888888888888889)","(7.5, 14.5, 12.533333333333333)","(2.9, 3.2, 3.0533333333333332)","(5.5, 9.8, 8.533333333333333)"
05-01-2023 16:06:24.471054,"(5.5, 9.4, 7.65)","(6.5, 17.0, 9.44)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.6, 3.888888888888889)","(7.5, 14.5, 12.533333333333333)","(2.9, 3.2, 3.0533333333333332)","(5.5, 9.8, 8.533333333333333)"
05-01-2023 16:06:25.616391,"(5.5, 9.4, 7.65)","(6.5, 17.0, 9.44)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.6, 3.888888888888889)","(7.5, 14.5, 12.533333333333333)","(2.9, 3.2, 3.0533333333333332)","(5.5, 9.8, 8.533333333333333)"
05-01-2023 16:06:26.606737,"(5.5, 9.4, 7.65)","(6.5, 17.0, 9.44)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.6, 3.888888888888889)","(7.5, 14.5, 12.533333333333333)","(2.9, 3.2, 3.0533333333333332)","(5.5, 9.8, 8.533333333333333)"
05-01-2023 16:06:27.674895,"(5.5, 9.0, 7.45)","(6.5, 17.0, 9.44)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.6, 3.888888888888889)","(7.5, 14.5, 12.533333333333333)","(2.9, 3.2, 3.0533333333333332)","(5.5, 9.8, 8.533333333333333)"
05-01-2023 16:06:28.785722,"(5.5, 9.0, 7.45)","(6.5, 16.5, 9.39)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.6, 3.888888888888889)","(7.5, 14.5, 12.533333333333333)","(2.9, 3.2, 3.0533333333333332)","(5.5, 9.8, 8.533333333333333)"
05-01-2023 16:06:30.037896,"(5.5, 9.0, 7.45)","(6.5, 16.0, 12.3)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.6, 3.888888888888889)","(7.5, 14.5, 12.533333333333333)","(2.9, 3.2, 3.0533333333333332)","(5.5, 9.8, 8.533333333333333)"
05-01-2023 16:06:31.228739,"(5.5, 9.0, 7.45)","(6.5, 16.0, 12.3)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.6, 3.888888888888889)","(7.5, 14.5, 12.533333333333333)","(2.9, 3.2, 3.0533333333333332)","(5.5, 9.8, 8.533333333333333)"
05-01-2023 16:06:32.450763,"(5.5, 9.0, 7.45)","(6.5, 16.0, 12.3)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.6, 3.888888888888889)","(7.5, 14.5, 12.533333333333333)","(2.9, 3.2, 3.0533333333333332)","(5.5, 9.8, 8.533333333333333)"
05-01-2023 16:06:33.671758,"(5.5, 9.0, 7.45)","(6.5, 16.0, 12.3)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.6, 3.8470588235294114)","(7.5, 14.5, 13.93)","(2.9, 3.2, 3.0533333333333332)","(5.5, 9.8, 9.200000000000001)"
05-01-2023 16:06:34.996820,"(5.5, 9.0, 7.45)","(6.5, 16.0, 12.3)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.6, 4.187096774193548)","(7.5, 14.5, 13.616666666666667)","(2.9, 3.2, 3.0533333333333332)","(5.5, 9.8, 9.280000000000001)"
05-01-2023 16:06:37.429621,"(5.5, 9.0, 7.45)","(6.5, 16.0, 12.3)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.6, 4.199999999999999)","(7.5, 14.5, 13.616666666666667)","(2.9, 3.2, 3.0533333333333332)","(5.5, 10.0, 9.66)"
05-01-2023 16:06:38.783194,"(5.5, 9.0, 7.45)","(6.5, 16.0, 12.3)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.6, 4.199999999999999)","(7.5, 14.5, 13.911111111111111)","(2.9, 3.2, 3.0533333333333332)","(5.5, 10.0, 9.66)"
05-01-2023 16:06:40.020234,"(5.5, 9.0, 7.45)","(6.5, 16.0, 12.3)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.6, 4.199999999999999)","(7.5, 14.5, 13.911111111111111)","(2.9, 3.2, 3.0533333333333332)","(5.5, 10.0, 9.66)"
05-01-2023 16:06:41.237674,"(5.5, 9.0, 7.45)","(6.5, 16.0, 12.3)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.6, 4.199999999999999)","(7.5, 14.5, 13.911111111111111)","(2.9, 3.2, 3.0533333333333332)","(5.5, 10.0, 9.66)"
05-01-2023 16:06:42.290785,"(5.5, 9.0, 7.45)","(6.5, 16.0, 12.3)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.6, 4.199999999999999)","(7.5, 14.5, 13.911111111111111)","(2.9, 3.2, 3.0533333333333332)","(5.5, 10.0, 9.66)"
05-01-2023 16:06:43.342108,"(5.5, 9.0, 7.45)","(6.5, 16.0, 12.3)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.6, 4.199999999999999)","(7.5, 14.5, 13.911111111111111)","(2.9, 3.2, 3.0533333333333332)","(5.5, 10.0, 9.66)"
05-01-2023 16:06:44.443053,"(5.5, 9.0, 7.45)","(6.5, 16.0, 12.3)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.6, 4.199999999999999)","(7.5, 14.5, 13.911111111111111)","(2.9, 3.2, 3.0533333333333332)","(5.5, 10.0, 9.66)"
05-01-2023 16:06:45.618172,"(5.5, 9.0, 7.45)","(6.5, 16.0, 12.3)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.6, 4.199999999999999)","(7.5, 14.5, 13.911111111111111)","(2.9, 3.2, 3.0533333333333332)","(5.5, 10.0, 9.66)"
05-01-2023 16:06:46.656695,"(5.5, 9.0, 7.45)","(6.5, 16.0, 12.3)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.6, 4.199999999999999)","(7.5, 14.5, 13.911111111111111)","(2.9, 3.2, 3.0533333333333332)","(5.5, 10.0, 9.66)"
05-01-2023 16:06:47.755177,"(5.5, 9.0, 7.45)","(6.5, 16.0, 12.3)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.6, 4.199999999999999)","(7.5, 14.5, 13.911111111111111)","(2.9, 3.2, 3.0533333333333332)","(5.5, 10.0, 9.66)"
05-01-2023 16:06:48.943429,"(5.5, 9.0, 7.45)","(6.5, 16.0, 12.3)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.6, 4.199999999999999)","(7.5, 14.5, 13.911111111111111)","(2.9, 3.2, 3.0533333333333332)","(5.5, 10.0, 9.66)"
05-01-2023 16:06:50.126157,"(5.5, 9.0, 7.45)","(6.5, 16.0, 11.600000000000001)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.6, 4.199999999999999)","(7.5, 14.5, 13.911111111111111)","(2.9, 3.2, 3.0533333333333332)","(5.5, 10.0, 9.66)"
05-01-2023 16:06:51.314767,"(5.5, 9.0, 7.45)","(6.5, 16.0, 11.600000000000001)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.6, 4.199999999999999)","(7.5, 14.5, 11.95)","(2.9, 3.2, 3.0533333333333332)","(5.5, 10.0, 8.4)"
05-01-2023 16:06:52.344843,"(5.5, 9.0, 7.45)","(6.5, 16.0, 12.4)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.6, 4.199999999999999)","(7.5, 14.5, 11.95)","(2.9, 3.2, 3.0533333333333332)","(5.5, 10.0, 8.4)"
05-01-2023 16:06:53.386769,"(5.5, 9.0, 7.45)","(6.5, 16.0, 12.4)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.6, 4.199999999999999)","(7.5, 14.5, 11.95)","(2.9, 3.2, 3.0533333333333332)","(5.5, 10.0, 8.4)"
05-01-2023 16:06:54.542687,"(5.5, 9.0, 7.45)","(6.5, 16.0, 12.4)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.6, 4.199999999999999)","(7.5, 14.5, 11.95)","(2.9, 3.2, 3.0533333333333332)","(5.5, 10.0, 8.4)"
05-01-2023 16:06:55.641521,"(5.5, 9.0, 7.45)","(6.5, 16.0, 12.4)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.6, 4.199999999999999)","(7.5, 14.5, 11.95)","(2.9, 3.2, 3.0533333333333332)","(5.5, 10.0, 8.4)"
05-01-2023 16:06:56.734601,"(5.5, 9.0, 7.45)","(6.5, 16.0, 12.4)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.6, 4.199999999999999)","(7.5, 14.5, 11.95)","(2.9, 3.2, 3.0533333333333332)","(5.5, 10.0, 8.4)"
05-01-2023 16:06:57.815781,"(5.5, 9.0, 7.45)","(6.5, 16.0, 12.4)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.6, 4.199999999999999)","(7.5, 14.5, 11.95)","(2.9, 3.2, 3.0533333333333332)","(5.5, 10.0, 8.4)"
05-01-2023 16:06:59.029811,"(5.5, 9.0, 7.45)","(6.5, 16.0, 12.4)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.6, 4.199999999999999)","(7.5, 14.5, 11.95)","(2.9, 3.2, 3.0533333333333332)","(5.5, 10.0, 8.4)"
05-01-2023 16:07:00.283685,"(5.5, 9.0, 7.45)","(6.5, 16.0, 12.4)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.6, 4.199999999999999)","(7.5, 14.5, 11.95)","(2.9, 3.2, 3.0533333333333332)","(5.5, 10.0, 8.4)"
05-01-2023 16:07:01.471461,"(5.5, 9.0, 7.45)","(6.5, 16.0, 12.4)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.6, 4.199999999999999)","(7.5, 14.5, 11.95)","(2.9, 3.2, 3.0533333333333332)","(5.5, 10.0, 8.4)"
05-01-2023 16:07:02.578538,"(5.5, 9.0, 7.45)","(6.5, 16.0, 12.4)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.6, 4.458823529411765)","(7.5, 14.5, 11.95)","(2.9, 3.2, 3.0533333333333332)","(5.5, 10.0, 7.6)"
05-01-2023 16:07:03.716636,"(5.5, 9.0, 6.342857142857143)","(6.5, 16.0, 9.520000000000001)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.5, 3.9583333333333335)","(7.5, 14.5, 13.275)","(2.9, 3.2, 3.0533333333333332)","(5.5, 10.0, 7.461538461538462)"
05-01-2023 16:07:04.917798,"(5.5, 9.0, 7.2)","(6.5, 16.0, 9.520000000000001)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.5, 3.9583333333333335)","(7.5, 14.5, 13.716666666666667)","(2.9, 3.2, 3.0533333333333332)","(5.5, 10.0, 7.511111111111111)"
05-01-2023 16:07:06.175295,"(5.5, 9.0, 6.48)","(6.5, 16.0, 9.520000000000001)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.5, 3.9583333333333335)","(7.5, 14.5, 13.716666666666667)","(2.9, 3.2, 3.0533333333333332)","(5.5, 10.0, 7.76)"
05-01-2023 16:07:07.551145,"(5.5, 9.0, 6.48)","(6.5, 16.0, 10.24)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.5, 3.9583333333333335)","(7.5, 14.5, 12.933333333333334)","(2.9, 3.2, 3.0533333333333332)","(5.5, 10.0, 7.76)"
05-01-2023 16:07:08.597822,"(5.5, 9.0, 6.48)","(6.5, 16.0, 10.24)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.5, 3.9583333333333335)","(7.5, 14.5, 12.933333333333334)","(2.9, 3.2, 3.0533333333333332)","(5.5, 10.0, 7.76)"
05-01-2023 16:07:09.677372,"(5.5, 9.0, 7.2)","(6.5, 15.5, 12.15)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.5, 3.9583333333333335)","(7.5, 14.5, 14.0)","(2.9, 3.2, 3.0533333333333332)","(5.5, 10.0, 7.92)"
05-01-2023 16:07:10.800805,"(5.5, 9.0, 6.84)","(6.5, 15.0, 11.9)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.5, 4.204545454545455)","(7.5, 14.5, 14.0)","(2.9, 3.2, 3.0533333333333332)","(5.5, 10.0, 8.08)"
05-01-2023 16:07:11.888342,"(5.5, 9.0, 7.036363636363636)","(6.5, 15.0, 11.9)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.5, 4.296875)","(7.5, 14.5, 14.0)","(2.9, 3.1, 3.04)","(5.5, 10.0, 8.08)"
05-01-2023 16:07:12.936209,"(5.5, 9.0, 7.199999999999999)","(6.5, 14.5, 11.65)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.5, 4.166666666666667)","(7.5, 14.5, 14.0)","(2.9, 3.1, 3.04)","(5.5, 10.0, 8.18)"
05-01-2023 16:07:13.950038,"(5.5, 9.0, 7.036363636363636)","(6.5, 14.5, 11.65)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.5, 4.166666666666667)","(7.5, 14.5, 13.916666666666668)","(2.9, 3.1, 3.04)","(5.5, 10.5, 9.471428571428572)"
05-01-2023 16:07:14.926836,"(5.5, 9.0, 7.036363636363636)","(6.5, 14.5, 11.65)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.5, 4.041666666666667)","(7.5, 14.5, 13.916666666666668)","(2.9, 3.1, 3.04)","(5.5, 10.5, 9.166666666666666)"
05-01-2023 16:07:16.027979,"(5.5, 9.0, 7.2)","(6.5, 14.5, 11.65)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.5, 3.986666666666667)","(7.5, 14.5, 13.916666666666668)","(2.9, 3.1, 3.04)","(5.5, 10.5, 8.815384615384614)"
05-01-2023 16:07:17.082760,"(5.5, 8.6, 6.888888888888889)","(6.5, 14.5, 11.65)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.5, 4.2)","(7.5, 14.5, 13.916666666666668)","(2.9, 3.1, 3.04)","(5.5, 9.2, 9.736363636363636)"
05-01-2023 16:07:18.226350,"(5.5, 8.4, 7.0285714285714285)","(6.5, 14.0, 9.666666666666668)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.5, 4.190476190476191)","(7.5, 14.5, 12.941176470588236)","(2.9, 3.1, 2.9916666666666667)","(5.5, 10.5, 8.833333333333332)"
05-01-2023 16:07:19.308860,"(5.5, 8.4, 7.12)","(6.5, 13.5, 9.975000000000001)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.5, 4.190476190476191)","(7.5, 15.0, 13.055555555555555)","(2.9, 3.05, 2.9916666666666667)","(5.5, 10.0, 8.833333333333332)"
05-01-2023 16:07:20.318676,"(5.5, 8.4, 7.12)","(6.5, 13.5, 9.675)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.5, 4.190476190476191)","(7.5, 15.0, 13.055555555555555)","(3.1, 3.05, 2.9916666666666667)","(5.5, 10.0, 9.0)"
05-01-2023 16:07:21.344558,"(5.5, 8.4, 7.12)","(6.5, 13.5, 9.299999999999999)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.5, 4.190476190476191)","(7.5, 15.0, 14.61111111111111)","(3.1, 3.05, 2.9916666666666667)","(5.5, 10.0, 9.0)"
05-01-2023 16:07:22.400167,"(5.5, 8.4, 7.12)","(6.5, 13.5, 9.299999999999999)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.5, 4.190476190476191)","(7.5, 15.0, 14.045454545454545)","(3.1, 3.05, 2.9916666666666667)","(5.5, 10.0, 9.333333333333334)"
05-01-2023 16:07:23.334325,"(5.5, 8.4, 7.12)","(6.5, 13.5, 9.299999999999999)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.5, 4.190476190476191)","(7.5, 15.0, 14.045454545454545)","(3.1, 3.05, 2.9916666666666667)","(5.5, 10.0, 9.418181818181818)"
05-01-2023 16:07:24.366814,"(5.5, 8.4, 7.12)","(6.5, 13.5, 9.09)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.5, 4.075)","(7.5, 15.0, 12.375)","(3.1, 3.05, 3.0114285714285716)","(5.5, 10.0, 9.38)"
05-01-2023 16:07:25.380845,"(5.5, 8.4, 7.1692307692307695)","(6.5, 12.5, 10.55)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.5, 4.1909090909090905)","(7.5, 15.0, 14.333333333333334)","(3.1, 3.2, 2.9988888888888887)","(5.5, 10.5, 9.333333333333334)"
05-01-2023 16:07:26.432811,"(5.5, 8.4, 7.44)","(6.5, 12.5, 8.99)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.5, 4.1909090909090905)","(7.5, 15.5, 14.625)","(3.1, 3.15, 2.9988888888888887)","(5.5, 10.0, 9.333333333333334)"
05-01-2023 16:07:27.529562,"(5.5, 8.4, 7.44)","(6.5, 12.5, 9.157142857142857)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.5, 4.228)","(7.5, 15.5, 14.625)","(3.1, 3.15, 2.9988888888888887)","(5.5, 10.0, 9.333333333333334)"
05-01-2023 16:07:28.571118,"(5.5, 8.4, 7.44)","(6.5, 12.5, 9.157142857142857)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.5, 4.228)","(7.5, 15.5, 14.333333333333334)","(3.1, 3.15, 2.9988888888888887)","(5.5, 10.0, 9.333333333333334)"
05-01-2023 16:07:29.610360,"(5.5, 8.4, 7.44)","(6.5, 12.5, 9.157142857142857)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.5, 4.228)","(7.5, 15.5, 15.0)","(3.1, 3.15, 2.9988888888888887)","(5.5, 10.0, 9.333333333333334)"
05-01-2023 16:07:30.569752,"(5.5, 8.4, 7.44)","(6.5, 12.5, 9.157142857142857)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.5, 4.252380952380952)","(7.5, 15.0, 14.571428571428571)","(3.1, 3.15, 2.9988888888888887)","(5.5, 10.0, 9.333333333333334)"
05-01-2023 16:07:31.490191,"(5.5, 8.4, 7.44)","(6.5, 12.5, 9.157142857142857)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.5, 4.252380952380952)","(7.5, 15.0, 14.571428571428571)","(3.1, 3.15, 3.0225)","(5.5, 10.0, 9.736363636363636)"
05-01-2023 16:07:32.486989,"(5.5, 8.4, 7.44)","(6.5, 11.5, 10.05)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.5, 4.283333333333333)","(7.5, 15.5, 13.75)","(3.1, 3.15, 3.0225)","(5.5, 10.5, 9.736363636363636)"
05-01-2023 16:07:33.501284,"(5.5, 8.4, 7.9)","(6.5, 11.5, 9.014285714285714)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.5, 4.2681818181818185)","(7.5, 15.5, 15.0)","(3.1, 3.1, 2.993333333333333)","(5.5, 10.0, 9.333333333333334)"
05-01-2023 16:07:34.547792,"(5.5, 8.6, 7.9)","(6.5, 11.5, 8.89)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.5, 4.4)","(7.5, 15.5, 15.0)","(3.1, 3.1, 2.993333333333333)","(5.5, 10.0, 8.755555555555555)"
05-01-2023 16:07:35.560614,"(5.5, 8.6, 7.9)","(6.5, 11.5, 8.863636363636363)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.5, 4.4)","(7.5, 15.5, 15.0)","(3.1, 3.1, 2.993333333333333)","(5.5, 10.0, 8.755555555555555)"
05-01-2023 16:07:36.544064,"(5.5, 8.6, 7.9)","(6.5, 11.5, 8.89)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.5, 4.4)","(7.5, 15.5, 15.0)","(3.1, 3.1, 2.993333333333333)","(5.5, 10.0, 8.399999999999999)"
05-01-2023 16:07:37.565436,"(5.5, 8.6, 7.9)","(6.5, 11.5, 8.89)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.5, 4.35)","(7.5, 15.5, 15.0)","(3.1, 3.1, 2.993333333333333)","(5.5, 10.0, 9.242105263157894)"
05-01-2023 16:07:38.582061,"(5.5, 8.6, 7.9)","(6.5, 11.5, 8.89)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.5, 4.4)","(7.5, 15.5, 15.0)","(3.1, 3.1, 2.993333333333333)","(5.5, 10.0, 9.146666666666667)"
05-01-2023 16:07:39.606991,"(5.5, 8.4, 8.114285714285714)","(6.5, 11.0, 9.0)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.5, 4.02)","(7.5, 15.0, 13.833333333333334)","(3.1, 3.2, 3.0533333333333332)","(5.5, 10.5, 8.98)"
