,Major Noah William,Pretty Reason,Dark Side Nz,Happy As,Kimchi,Manhattan Lass,Pocket More For Less Nz,Tackas Last Dance,Cobla Royale
15-12-2022 13:01:50.302163,"(9.0, 22.0, 18.1)","(7.0, 14.0, 11.933333333333334)","(41.0, 99999, 99990)","(2.2, 3.5, 3.2333333333333334)","(26.0, 85.0, 61.0)","(12.0, 24.0, 16.666666666666668)","(4.8, 99999, 99990)","(14.0, 34.0, 18.8)","(6.0, 6.6, 6.268421052631579)"
15-12-2022 13:01:51.414538,"(9.0, 22.0, 18.1)","(7.0, 14.0, 11.933333333333334)","(41.0, 99999, 99990)","(2.2, 3.5, 3.2333333333333334)","(26.0, 85.0, 61.0)","(12.0, 24.0, 16.666666666666668)","(4.8, 99999, 99990)","(14.0, 34.0, 18.8)","(6.0, 6.6, 6.268421052631579)"
15-12-2022 13:01:52.520429,"(9.0, 22.0, 18.1)","(7.0, 14.0, 11.933333333333334)","(41.0, 99999, 99990)","(2.2, 3.5, 3.2333333333333334)","(26.0, 85.0, 61.0)","(12.0, 24.0, 16.666666666666668)","(4.8, 99999, 99990)","(14.0, 34.0, 18.8)","(6.0, 6.6, 5.945454545454545)"
15-12-2022 13:01:53.595048,"(9.0, 22.0, 18.1)","(7.0, 14.0, 11.933333333333334)","(41.0, 99999, 99990)","(2.2, 3.5, 3.2333333333333334)","(26.0, 85.0, 61.0)","(12.0, 24.0, 16.666666666666668)","(4.8, 99999, 99990)","(14.0, 34.0, 21.333333333333332)","(6.0, 6.6, 5.945454545454545)"
15-12-2022 13:01:54.735586,"(9.0, 22.0, 18.1)","(7.0, 14.0, 11.933333333333334)","(41.0, 99999, 99990)","(2.2, 3.5, 3.205)","(26.0, 85.0, 61.0)","(12.0, 24.0, 16.666666666666668)","(4.8, 99999, 99990)","(14.0, 34.0, 21.333333333333332)","(6.0, 6.6, 5.945454545454545)"
15-12-2022 13:01:55.916500,"(9.0, 22.0, 18.1)","(7.0, 14.0, 11.933333333333334)","(41.0, 99999, 99990)","(2.2, 3.5, 3.205)","(26.0, 85.0, 67.28571428571429)","(12.0, 24.0, 16.666666666666668)","(4.8, 99999, 99990)","(14.0, 34.0, 21.333333333333332)","(6.0, 6.6, 5.945454545454545)"
15-12-2022 13:01:57.066477,"(9.0, 22.0, 18.1)","(7.0, 14.0, 11.933333333333334)","(41.0, 99999, 99990)","(2.2, 3.5, 3.205)","(26.0, 85.0, 69.75)","(12.0, 24.0, 20.857142857142858)","(4.8, 99999, 99990)","(14.0, 34.0, 21.333333333333332)","(6.0, 6.6, 5.945454545454545)"
15-12-2022 13:01:58.170894,"(9.0, 22.0, 18.1)","(7.0, 14.0, 12.5)","(41.0, 99999, 99990)","(2.2, 3.5, 2.7266666666666666)","(26.0, 85.0, 69.75)","(12.0, 24.0, 20.857142857142858)","(4.8, 99999, 99990)","(14.0, 34.0, 21.333333333333332)","(6.0, 6.6, 5.945454545454545)"
15-12-2022 13:01:59.330465,"(9.0, 22.0, 18.1)","(7.0, 14.0, 12.5)","(41.0, 99999, 99990)","(2.2, 4.0, 2.8766666666666665)","(26.0, 85.0, 67.85714285714286)","(12.0, 24.0, 20.857142857142858)","(4.8, 99999, 99990)","(14.0, 34.0, 21.333333333333332)","(6.0, 6.6, 5.945454545454545)"
15-12-2022 13:02:00.510118,"(9.0, 22.0, 18.1)","(7.0, 13.0, 10.727272727272727)","(41.0, 99999, 99990)","(2.2, 3.95, 3.6816666666666666)","(26.0, 85.0, 67.85714285714286)","(12.0, 24.0, 21.375)","(4.8, 99999, 99990)","(14.0, 34.0, 21.333333333333332)","(6.0, 6.6, 6.268421052631579)"
15-12-2022 13:02:01.724215,"(9.0, 22.0, 18.1)","(7.0, 13.0, 10.545454545454545)","(41.0, 99999, 99990)","(2.2, 3.95, 3.6816666666666666)","(26.0, 85.0, 67.85714285714286)","(12.0, 24.0, 21.375)","(4.8, 99999, 99990)","(14.0, 34.0, 21.333333333333332)","(6.0, 6.6, 6.268421052631579)"
15-12-2022 13:02:02.937126,"(9.0, 22.0, 18.1)","(7.0, 12.5, 11.275)","(41.0, 99999, 99990)","(2.2, 3.95, 3.6816666666666666)","(26.0, 85.0, 67.85714285714286)","(12.0, 24.0, 21.375)","(4.8, 99999, 99990)","(14.0, 34.0, 21.333333333333332)","(6.0, 6.6, 6.268421052631579)"
15-12-2022 13:02:04.169655,"(9.0, 22.0, 18.1)","(7.0, 12.5, 11.275)","(41.0, 99999, 99990)","(2.2, 3.95, 3.6816666666666666)","(26.0, 85.0, 67.85714285714286)","(12.0, 24.0, 16.666666666666668)","(4.8, 99999, 99990)","(14.0, 34.0, 21.333333333333332)","(6.0, 6.6, 5.945454545454545)"
15-12-2022 13:02:05.352773,"(9.0, 22.0, 18.1)","(7.0, 12.5, 11.275)","(41.0, 99999, 99990)","(2.2, 3.95, 3.6816666666666666)","(26.0, 85.0, 67.85714285714286)","(12.0, 24.0, 16.666666666666668)","(4.8, 99999, 99990)","(14.0, 34.0, 21.333333333333332)","(6.0, 6.6, 5.945454545454545)"
15-12-2022 13:02:06.519543,"(9.0, 22.0, 18.1)","(7.0, 12.5, 11.275)","(41.0, 99999, 99990)","(2.2, 3.95, 3.6816666666666666)","(26.0, 85.0, 67.85714285714286)","(12.0, 24.0, 16.666666666666668)","(4.8, 99999, 99990)","(14.0, 34.0, 21.333333333333332)","(6.0, 6.6, 5.945454545454545)"
15-12-2022 13:02:07.691529,"(9.0, 22.0, 18.1)","(7.0, 12.5, 11.275)","(41.0, 99999, 99990)","(2.2, 3.95, 3.6816666666666666)","(26.0, 85.0, 67.85714285714286)","(12.0, 24.0, 16.666666666666668)","(4.8, 99999, 99990)","(14.0, 34.0, 21.333333333333332)","(6.0, 6.6, 5.945454545454545)"
15-12-2022 13:02:08.841709,"(9.0, 22.0, 18.1)","(7.0, 12.5, 11.275)","(41.0, 99999, 99990)","(2.2, 3.95, 3.5525)","(26.0, 85.0, 67.85714285714286)","(12.0, 24.0, 16.666666666666668)","(4.8, 99999, 99990)","(14.0, 34.0, 21.333333333333332)","(6.0, 6.6, 5.945454545454545)"
15-12-2022 13:02:10.033340,"(9.0, 22.0, 18.1)","(7.0, 12.5, 11.275)","(41.0, 99999, 99990)","(2.2, 3.95, 3.5525)","(26.0, 85.0, 54.5)","(12.0, 24.0, 20.857142857142858)","(4.8, 99999, 99990)","(14.0, 34.0, 21.333333333333332)","(6.0, 6.6, 6.268421052631579)"
15-12-2022 13:02:11.247699,"(9.0, 22.0, 18.16)","(7.0, 12.5, 9.366666666666667)","(41.0, 99999, 99990)","(2.2, 3.95, 3.5525)","(26.0, 85.0, 54.5)","(12.0, 24.0, 20.857142857142858)","(4.8, 99999, 99990)","(14.0, 34.0, 21.333333333333332)","(6.0, 6.6, 6.268421052631579)"
15-12-2022 13:02:12.434038,"(9.0, 22.0, 18.16)","(7.0, 12.5, 9.366666666666667)","(41.0, 99999, 99990)","(2.2, 3.95, 3.5525)","(26.0, 85.0, 54.5)","(12.0, 24.0, 16.666666666666668)","(4.8, 99999, 99990)","(14.0, 34.0, 21.333333333333332)","(6.0, 6.6, 6.268421052631579)"
15-12-2022 13:02:13.599828,"(9.0, 22.0, 18.16)","(7.0, 12.5, 9.366666666666667)","(41.0, 99999, 99990)","(2.2, 3.95, 3.5525)","(26.0, 85.0, 54.5)","(12.0, 24.0, 16.666666666666668)","(4.8, 99999, 99990)","(14.0, 34.0, 26.0)","(6.0, 6.6, 5.945454545454545)"
15-12-2022 13:02:14.679757,"(9.0, 22.0, 18.16)","(7.0, 12.5, 9.366666666666667)","(41.0, 99999, 99990)","(2.2, 3.95, 3.5525)","(26.0, 85.0, 54.5)","(12.0, 24.0, 16.666666666666668)","(4.8, 99999, 99990)","(14.0, 34.0, 21.0)","(6.0, 6.6, 5.945454545454545)"
15-12-2022 13:02:15.746559,"(9.0, 22.0, 12.55)","(7.0, 12.5, 9.366666666666667)","(41.0, 99999, 99990)","(2.2, 3.95, 3.5525)","(26.0, 85.0, 54.5)","(12.0, 24.0, 16.666666666666668)","(4.8, 99999, 99990)","(14.0, 34.0, 21.0)","(6.0, 6.6, 5.945454545454545)"
15-12-2022 13:02:16.797034,"(9.0, 22.0, 12.55)","(7.0, 12.5, 9.366666666666667)","(41.0, 99999, 99990)","(2.2, 3.95, 3.5525)","(26.0, 85.0, 54.5)","(12.0, 24.0, 16.666666666666668)","(4.8, 99999, 99990)","(14.0, 34.0, 21.0)","(6.0, 6.6, 5.945454545454545)"
15-12-2022 13:02:17.933848,"(9.0, 22.0, 12.55)","(7.0, 12.5, 9.366666666666667)","(41.0, 99999, 99990)","(2.2, 3.95, 3.5525)","(26.0, 85.0, 54.5)","(12.0, 24.0, 16.666666666666668)","(4.8, 99999, 99990)","(14.0, 34.0, 21.0)","(6.0, 6.6, 6.268421052631579)"
15-12-2022 13:02:19.140195,"(9.0, 22.0, 12.55)","(7.0, 12.5, 9.366666666666667)","(41.0, 99999, 99990)","(2.2, 3.95, 3.5525)","(26.0, 85.0, 54.5)","(12.0, 24.0, 16.666666666666668)","(4.8, 99999, 99990)","(14.0, 34.0, 21.0)","(6.0, 6.6, 6.268421052631579)"
15-12-2022 13:02:20.284501,"(9.0, 22.0, 12.55)","(7.0, 12.5, 9.366666666666667)","(41.0, 99999, 99990)","(2.2, 3.95, 3.5525)","(26.0, 85.0, 67.85714285714286)","(12.0, 24.0, 21.25)","(4.8, 99999, 99990)","(14.0, 34.0, 27.5)","(6.0, 6.6, 6.268421052631579)"
15-12-2022 13:02:21.442724,"(9.0, 22.0, 12.55)","(7.0, 12.5, 9.366666666666667)","(41.0, 99999, 99990)","(2.2, 3.95, 3.5525)","(26.0, 85.0, 73.0)","(12.0, 24.0, 21.25)","(4.8, 99999, 99990)","(14.0, 34.0, 27.5)","(6.0, 6.6, 6.268421052631579)"
15-12-2022 13:02:22.680199,"(9.0, 22.0, 12.55)","(7.0, 12.5, 9.366666666666667)","(41.0, 99999, 99990)","(2.2, 3.95, 3.5525)","(26.0, 85.0, 73.0)","(12.0, 24.0, 21.25)","(4.8, 99999, 99990)","(14.0, 34.0, 27.5)","(6.0, 6.6, 6.268421052631579)"
15-12-2022 13:02:23.827556,"(9.0, 22.0, 12.55)","(7.0, 12.5, 9.366666666666667)","(41.0, 99999, 99990)","(2.2, 3.95, 3.5525)","(26.0, 85.0, 73.0)","(12.0, 24.0, 21.25)","(4.8, 99999, 99990)","(14.0, 34.0, 21.38888888888889)","(6.0, 6.6, 6.268421052631579)"
15-12-2022 13:02:24.968946,"(9.0, 22.0, 12.55)","(7.0, 12.5, 9.366666666666667)","(41.0, 99999, 99990)","(2.2, 3.95, 3.5525)","(26.0, 85.0, 73.0)","(12.0, 24.0, 21.25)","(4.8, 99999, 99990)","(14.0, 30.0, 24.166666666666664)","(6.0, 6.6, 5.945454545454545)"
15-12-2022 13:02:26.096908,"(9.0, 22.0, 12.55)","(7.0, 12.5, 9.366666666666667)","(41.0, 99999, 99990)","(2.2, 3.95, 3.5525)","(26.0, 85.0, 73.0)","(12.0, 24.0, 21.25)","(4.8, 99999, 99990)","(14.0, 29.0, 24.166666666666664)","(6.0, 6.6, 5.945454545454545)"
15-12-2022 13:02:27.272779,"(9.0, 22.0, 12.55)","(7.0, 12.5, 9.366666666666667)","(41.0, 99999, 99990)","(2.2, 3.95, 3.5525)","(26.0, 85.0, 73.0)","(12.0, 24.0, 21.25)","(4.8, 99999, 99990)","(14.0, 29.0, 24.166666666666664)","(6.0, 6.6, 5.945454545454545)"
15-12-2022 13:02:28.460422,"(9.0, 22.0, 12.55)","(7.0, 12.5, 9.366666666666667)","(41.0, 99999, 99990)","(2.2, 3.95, 3.5525)","(26.0, 85.0, 73.0)","(12.0, 24.0, 21.25)","(4.8, 99999, 99990)","(14.0, 29.0, 24.166666666666664)","(6.0, 6.6, 5.945454545454545)"
15-12-2022 13:02:29.677038,"(9.0, 22.0, 12.55)","(7.0, 12.5, 9.366666666666667)","(41.0, 99999, 99990)","(2.2, 3.95, 3.5525)","(26.0, 85.0, 73.0)","(12.0, 24.0, 21.25)","(4.8, 99999, 99990)","(14.0, 29.0, 24.166666666666664)","(6.0, 6.6, 5.945454545454545)"
15-12-2022 13:02:30.864512,"(9.0, 22.0, 12.55)","(7.0, 12.5, 9.366666666666667)","(41.0, 99999, 99990)","(2.2, 3.95, 3.5525)","(26.0, 85.0, 73.0)","(12.0, 24.0, 21.25)","(4.8, 99999, 99990)","(14.0, 29.0, 24.166666666666664)","(6.0, 6.6, 5.945454545454545)"
15-12-2022 13:02:31.996328,"(9.0, 22.0, 12.55)","(7.0, 12.5, 9.366666666666667)","(41.0, 99999, 99990)","(2.2, 3.95, 3.5525)","(26.0, 85.0, 68.14285714285714)","(12.0, 24.0, 21.0)","(4.8, 99999, 99990)","(14.0, 29.0, 24.166666666666664)","(6.0, 6.6, 5.945454545454545)"
15-12-2022 13:02:33.141407,"(9.0, 22.0, 17.799999999999997)","(7.0, 12.5, 9.366666666666667)","(41.0, 99999, 99990)","(2.2, 3.95, 3.5525)","(26.0, 85.0, 68.14285714285714)","(12.0, 24.0, 21.0)","(4.8, 99999, 99990)","(14.0, 29.0, 24.166666666666664)","(6.0, 6.6, 5.945454545454545)"
15-12-2022 13:02:34.231310,"(9.0, 22.0, 17.799999999999997)","(7.0, 12.5, 9.366666666666667)","(41.0, 99999, 99990)","(2.2, 3.95, 3.5525)","(26.0, 85.0, 68.14285714285714)","(12.0, 24.0, 21.0)","(4.8, 99999, 99990)","(14.0, 29.0, 24.166666666666664)","(6.0, 6.6, 5.945454545454545)"
15-12-2022 13:02:35.383182,"(9.0, 22.0, 17.799999999999997)","(7.0, 12.5, 9.366666666666667)","(41.0, 99999, 99990)","(2.2, 3.95, 3.5525)","(26.0, 85.0, 68.14285714285714)","(12.0, 24.0, 21.0)","(4.8, 99999, 99990)","(14.0, 29.0, 24.166666666666664)","(6.0, 7.0, 6.897435897435898)"
15-12-2022 13:02:36.504495,"(9.0, 22.0, 17.799999999999997)","(7.0, 12.5, 9.366666666666667)","(41.0, 99999, 99990)","(2.2, 3.95, 3.5525)","(26.0, 85.0, 68.14285714285714)","(12.0, 24.0, 21.0)","(4.8, 99999, 99990)","(14.0, 29.0, 19.772727272727273)","(6.0, 7.0, 6.897435897435898)"
15-12-2022 13:02:37.664232,"(9.0, 21.0, 14.371428571428572)","(7.0, 12.5, 9.366666666666667)","(41.0, 99999, 99990)","(2.2, 3.95, 3.6799999999999997)","(26.0, 85.0, 68.14285714285714)","(12.0, 24.0, 16.25)","(4.8, 99999, 99990)","(14.0, 28.0, 24.5)","(6.0, 7.0, 6.897435897435898)"
15-12-2022 13:02:38.802705,"(9.0, 20.0, 18.485714285714288)","(7.0, 12.5, 9.366666666666667)","(41.0, 99999, 99990)","(2.2, 3.9, 3.6799999999999997)","(26.0, 85.0, 68.14285714285714)","(12.0, 23.0, 16.25)","(4.8, 99999, 99990)","(14.0, 27.0, 22.166666666666668)","(6.0, 7.0, 6.897435897435898)"
15-12-2022 13:02:39.838894,"(9.0, 19.5, 16.975)","(7.0, 12.5, 9.366666666666667)","(41.0, 99999, 99990)","(2.2, 3.9, 3.5149999999999997)","(26.0, 85.0, 68.14285714285714)","(12.0, 23.0, 16.666666666666668)","(4.8, 99999, 99990)","(14.0, 26.0, 22.166666666666668)","(6.0, 7.0, 7.107692307692307)"
15-12-2022 13:02:40.962959,"(9.0, 19.5, 16.975)","(7.0, 12.5, 10.65)","(41.0, 99999, 99990)","(2.2, 3.85, 3.4825)","(26.0, 85.0, 68.14285714285714)","(12.0, 22.0, 16.666666666666668)","(4.8, 99999, 99990)","(15.0, 26.0, 22.166666666666668)","(6.0, 7.2, 7.107692307692307)"
15-12-2022 13:02:42.113684,"(9.0, 19.5, 16.2)","(7.0, 13.5, 10.65)","(41.0, 99999, 99990)","(2.2, 3.85, 3.4825)","(26.0, 85.0, 68.14285714285714)","(12.0, 22.0, 16.666666666666668)","(4.8, 99999, 99990)","(15.0, 26.0, 22.166666666666668)","(6.0, 7.2, 7.107692307692307)"
15-12-2022 13:02:43.197938,"(9.0, 19.5, 13.2)","(7.0, 13.5, 12.075)","(41.0, 99999, 99990)","(2.2, 3.85, 3.5277777777777777)","(26.0, 85.0, 68.14285714285714)","(12.0, 22.0, 20.0)","(4.8, 99999, 99990)","(15.0, 26.0, 22.166666666666668)","(6.0, 7.2, 7.107692307692307)"
15-12-2022 13:02:44.278354,"(9.0, 18.5, 15.533333333333333)","(7.0, 13.5, 12.075)","(41.0, 99999, 99990)","(2.2, 3.85, 3.5277777777777777)","(26.0, 85.0, 68.14285714285714)","(12.0, 22.0, 17.692307692307693)","(4.8, 99999, 99990)","(15.0, 26.0, 22.166666666666668)","(6.0, 7.2, 7.107692307692307)"
15-12-2022 13:02:45.380905,"(9.0, 18.5, 15.533333333333333)","(7.0, 13.5, 11.22)","(41.0, 99999, 99990)","(2.2, 3.85, 3.5277777777777777)","(26.0, 85.0, 54.5)","(12.0, 22.0, 18.2)","(4.8, 99999, 99990)","(15.0, 26.0, 22.9)","(6.0, 7.2, 7.14375)"
15-12-2022 13:02:46.514450,"(9.0, 18.5, 12.700000000000001)","(7.0, 13.5, 11.22)","(41.0, 99999, 99990)","(2.2, 3.85, 3.4925)","(26.0, 85.0, 54.5)","(12.0, 21.0, 18.5)","(4.8, 99999, 99990)","(15.0, 25.0, 22.166666666666668)","(6.0, 7.2, 7.14375)"
15-12-2022 13:02:47.730225,"(9.0, 18.5, 11.540000000000001)","(7.0, 13.5, 11.22)","(41.0, 99999, 99990)","(2.2, 3.85, 3.4925)","(26.0, 85.0, 54.5)","(12.0, 20.0, 18.5)","(4.8, 99999, 99990)","(15.0, 26.0, 19.25)","(6.0, 7.2, 7.14375)"
15-12-2022 13:02:48.880515,"(9.0, 17.5, 12.366666666666667)","(7.0, 13.5, 11.22)","(41.0, 99999, 99990)","(2.2, 3.85, 3.4925)","(26.0, 85.0, 54.5)","(12.0, 20.0, 19.454545454545453)","(4.8, 99999, 99990)","(15.0, 24.0, 18.75)","(6.0, 7.2, 7.14375)"
15-12-2022 13:02:50.028375,"(9.0, 17.5, 12.366666666666667)","(7.0, 13.5, 11.22)","(41.0, 99999, 99990)","(2.2, 3.85, 3.4925)","(26.0, 85.0, 54.5)","(12.0, 24.0, 20.0)","(4.8, 99999, 99990)","(15.0, 23.0, 20.5)","(6.0, 7.2, 7.107692307692307)"
15-12-2022 13:02:51.197333,"(9.0, 17.5, 12.366666666666667)","(7.0, 13.5, 11.22)","(41.0, 99999, 99990)","(2.2, 3.85, 3.4925)","(26.0, 85.0, 54.5)","(12.0, 22.0, 20.0)","(4.8, 99999, 99990)","(15.0, 22.0, 18.833333333333332)","(6.0, 7.2, 7.107692307692307)"
15-12-2022 13:02:52.316616,"(9.0, 17.5, 12.366666666666667)","(7.0, 13.5, 11.22)","(41.0, 99999, 99990)","(2.2, 3.85, 3.4925)","(26.0, 85.0, 54.5)","(12.0, 22.0, 24.5)","(4.8, 99999, 99990)","(15.0, 21.0, 18.833333333333332)","(6.0, 7.2, 7.107692307692307)"
15-12-2022 13:02:53.472756,"(9.0, 17.5, 12.366666666666667)","(7.0, 13.5, 11.22)","(41.0, 99999, 99990)","(2.2, 3.85, 3.645714285714286)","(26.0, 85.0, 54.5)","(12.0, 28.0, 19.25)","(4.8, 99999, 99990)","(15.0, 21.0, 18.833333333333332)","(6.0, 7.2, 7.107692307692307)"
15-12-2022 13:02:54.648321,"(9.0, 23.0, 11.450000000000001)","(7.0, 13.5, 11.22)","(41.0, 99999, 99990)","(2.2, 3.75, 3.49875)","(26.0, 85.0, 54.5)","(12.0, 21.0, 19.142857142857142)","(4.8, 99999, 99990)","(15.0, 21.0, 18.833333333333332)","(6.0, 7.2, 7.107692307692307)"
15-12-2022 13:02:55.747968,"(9.0, 22.0, 12.850000000000001)","(7.0, 13.5, 11.928571428571429)","(41.0, 99999, 99990)","(2.2, 3.65, 3.3033333333333332)","(26.0, 85.0, 54.5)","(12.0, 21.0, 20.88888888888889)","(4.8, 99999, 99990)","(15.0, 21.0, 23.5)","(6.0, 7.2, 7.14375)"
15-12-2022 13:02:56.835229,"(9.0, 22.0, 12.850000000000001)","(7.0, 13.5, 11.928571428571429)","(41.0, 99999, 99990)","(2.2, 3.55, 3.3033333333333332)","(26.0, 85.0, 54.5)","(12.0, 26.0, 20.88888888888889)","(4.8, 99999, 99990)","(15.0, 28.0, 22.833333333333336)","(6.0, 7.2, 7.14375)"
15-12-2022 13:02:57.975763,"(9.0, 20.0, 13.200000000000001)","(7.0, 13.5, 11.928571428571429)","(41.0, 99999, 99990)","(2.2, 3.5, 3.3674999999999997)","(26.0, 85.0, 54.5)","(12.0, 25.0, 22.0)","(4.8, 99999, 99990)","(15.0, 27.0, 22.833333333333336)","(6.0, 7.2, 7.14375)"
15-12-2022 13:02:59.462467,"(9.0, 20.0, 13.200000000000001)","(7.0, 13.5, 11.733333333333333)","(41.0, 99999, 99990)","(2.2, 3.45, 3.1470000000000002)","(26.0, 85.0, 54.5)","(12.0, 25.0, 19.77777777777778)","(4.8, 99999, 99990)","(15.0, 27.0, 22.166666666666668)","(6.0, 7.2, 7.14375)"
15-12-2022 13:03:00.598965,"(9.0, 19.5, 12.225000000000001)","(7.0, 13.5, 11.733333333333333)","(41.0, 99999, 99990)","(2.2, 3.45, 3.1470000000000002)","(26.0, 85.0, 54.5)","(12.0, 24.0, 20.57142857142857)","(4.8, 99999, 99990)","(15.0, 26.0, 22.9)","(6.0, 7.2, 7.14375)"
15-12-2022 13:03:01.753450,"(9.0, 19.5, 12.225000000000001)","(7.0, 13.5, 11.733333333333333)","(41.0, 99999, 99990)","(2.2, 3.35, 3.2422222222222223)","(26.0, 85.0, 54.5)","(12.0, 23.0, 18.875)","(4.8, 99999, 99990)","(15.0, 25.0, 22.833333333333336)","(6.0, 7.2, 7.14375)"
15-12-2022 13:03:03.016923,"(9.0, 19.5, 11.012500000000001)","(7.0, 13.5, 11.733333333333333)","(41.0, 99999, 99990)","(2.2, 3.35, 3.1159999999999997)","(26.0, 85.0, 54.5)","(12.0, 25.0, 21.285714285714285)","(4.8, 99999, 99990)","(15.0, 27.0, 22.833333333333336)","(6.0, 7.2, 7.5)"
15-12-2022 13:03:04.272015,"(9.0, 19.0, 12.866666666666667)","(7.0, 12.0, 11.24)","(41.0, 99999, 99990)","(2.2, 3.3, 3.1159999999999997)","(26.0, 85.0, 54.5)","(12.0, 24.0, 21.285714285714285)","(4.8, 99999, 99990)","(15.0, 27.0, 27.5)","(6.0, 7.8, 7.5)"
15-12-2022 13:03:05.505873,"(9.0, 19.0, 12.866666666666667)","(7.0, 12.5, 11.64)","(41.0, 99999, 99990)","(2.2, 3.3, 3.1159999999999997)","(26.0, 85.0, 54.5)","(12.0, 24.0, 20.75)","(4.8, 99999, 99990)","(15.0, 34.0, 26.166666666666664)","(6.0, 7.8, 7.5)"
15-12-2022 13:03:06.713888,"(9.0, 18.5, 12.700000000000001)","(7.0, 12.0, 10.733333333333333)","(41.0, 99999, 99990)","(2.2, 3.25, 3.007142857142857)","(26.0, 85.0, 54.5)","(12.0, 22.0, 18.0)","(4.8, 99999, 99990)","(15.0, 32.0, 20.863636363636363)","(6.0, 7.8, 7.56)"
15-12-2022 13:03:07.918170,"(9.0, 18.5, 12.700000000000001)","(7.0, 12.0, 9.581818181818182)","(41.0, 99999, 99990)","(2.2, 3.25, 3.0655555555555556)","(26.0, 85.0, 54.5)","(12.0, 22.0, 18.0)","(4.8, 99999, 99990)","(15.0, 32.0, 20.863636363636363)","(6.0, 7.8, 7.56)"
15-12-2022 13:03:09.283661,"(9.0, 18.5, 12.700000000000001)","(7.0, 11.5, 10.84)","(41.0, 99999, 99990)","(2.2, 3.25, 3.0475)","(26.0, 85.0, 61.0)","(12.0, 24.0, 17.333333333333332)","(4.8, 99999, 99990)","(15.0, 30.0, 24.833333333333336)","(6.0, 7.8, 7.44)"
15-12-2022 13:03:10.491619,"(9.0, 23.0, 14.2)","(7.0, 11.5, 9.95)","(41.0, 99999, 99990)","(2.2, 3.25, 3.0475)","(26.0, 85.0, 61.0)","(12.0, 24.0, 17.333333333333332)","(4.8, 99999, 99990)","(15.0, 30.0, 24.166666666666664)","(6.0, 7.8, 7.542857142857143)"
15-12-2022 13:03:11.620801,"(9.0, 17.5, 15.575)","(7.0, 11.0, 9.266666666666667)","(41.0, 99999, 99990)","(2.2, 3.25, 3.0525)","(26.0, 85.0, 61.0)","(12.0, 24.0, 17.333333333333332)","(4.8, 99999, 99990)","(15.0, 29.0, 23.5)","(6.0, 7.8, 7.542857142857143)"
15-12-2022 13:03:12.693439,"(9.0, 17.5, 15.575)","(7.0, 11.0, 9.266666666666667)","(41.0, 99999, 99990)","(2.2, 3.25, 3.0525)","(26.0, 85.0, 61.0)","(12.0, 24.0, 17.333333333333332)","(4.8, 99999, 99990)","(15.0, 28.0, 19.0)","(6.0, 7.8, 7.542857142857143)"
15-12-2022 13:03:13.858608,"(9.0, 17.0, 14.120000000000001)","(7.0, 11.0, 11.2)","(41.0, 99999, 99990)","(2.2, 3.25, 3.0525)","(26.0, 85.0, 61.0)","(12.0, 24.0, 17.333333333333332)","(4.8, 99999, 99990)","(15.0, 28.0, 20.75)","(6.0, 7.8, 7.44)"
15-12-2022 13:03:14.947224,"(9.0, 17.0, 14.120000000000001)","(7.0, 14.0, 11.2)","(41.0, 99999, 99990)","(2.2, 3.25, 3.0525)","(26.0, 85.0, 61.0)","(12.0, 24.0, 17.333333333333332)","(4.8, 99999, 99990)","(15.0, 27.0, 23.7)","(6.0, 7.8, 7.707692307692308)"
15-12-2022 13:03:16.019392,"(9.0, 17.0, 14.120000000000001)","(7.0, 14.0, 12.6)","(41.0, 99999, 99990)","(2.2, 3.25, 3.0525)","(26.0, 85.0, 61.0)","(12.0, 24.0, 17.333333333333332)","(4.8, 99999, 99990)","(15.0, 26.0, 23.7)","(6.0, 7.8, 7.707692307692308)"
15-12-2022 13:03:17.177021,"(9.0, 16.5, 14.333333333333332)","(7.0, 14.0, 11.76)","(41.0, 99999, 99990)","(2.2, 3.2, 3.0542857142857143)","(26.0, 85.0, 68.14285714285714)","(12.0, 24.0, 17.333333333333332)","(4.8, 99999, 99990)","(15.0, 26.0, 21.5)","(6.0, 7.8, 7.707692307692308)"
15-12-2022 13:03:18.254392,"(9.0, 16.5, 14.5)","(7.0, 14.0, 11.76)","(41.0, 99999, 99990)","(2.2, 3.15, 3.0542857142857143)","(26.0, 85.0, 68.14285714285714)","(12.0, 24.0, 17.333333333333332)","(4.8, 99999, 99990)","(15.0, 25.0, 21.5)","(6.0, 7.8, 7.707692307692308)"
15-12-2022 13:03:19.585173,"(9.0, 16.5, 14.5)","(7.0, 13.5, 11.46)","(41.0, 99999, 99990)","(2.2, 3.15, 3.0542857142857143)","(26.0, 85.0, 68.14285714285714)","(12.0, 24.0, 17.333333333333332)","(4.8, 99999, 99990)","(15.0, 25.0, 19.75)","(6.0, 7.8, 7.707692307692308)"
15-12-2022 13:03:20.802716,"(9.0, 16.5, 14.5)","(7.0, 13.5, 11.46)","(41.0, 99999, 99990)","(2.2, 3.15, 3.0542857142857143)","(26.0, 85.0, 68.14285714285714)","(12.0, 24.0, 17.333333333333332)","(4.8, 99999, 99990)","(15.0, 25.0, 19.75)","(6.0, 7.8, 7.707692307692308)"
