,Disguise,Destini Rebel,Lily Luna Potter,Cement Mixer,Tiger Newly,Thats Rare,Paddy The Baddy,Aston Randal
10-01-2023 14:23:51.288758,"(3.3, 4.6, 4.129411764705882)","(9.0, 14.0, 11.678571428571429)","(6.0, 7.4, 7.36923076923077)","(9.0, 16.5, 13.205882352941176)","(6.5, 9.0, 8.325)","(4.8, 5.8, 5.448484848484849)","(5.0, 7.8, 7.466666666666667)","(13.0, 19.5, 16.318181818181817)"
10-01-2023 14:23:52.640422,"(3.5, 4.6, 4.129411764705882)","(9.0, 14.0, 11.678571428571429)","(6.0, 7.4, 7.382608695652174)","(10.0, 16.5, 13.205882352941176)","(7.0, 9.0, 8.325)","(4.8, 5.8, 5.448484848484849)","(5.5, 7.8, 7.6421052631578945)","(13.0, 19.5, 16.318181818181817)"
10-01-2023 14:23:53.962904,"(3.5, 4.6, 4.129411764705882)","(9.0, 14.0, 11.678571428571429)","(6.0, 7.4, 7.382608695652174)","(10.0, 16.5, 13.205882352941176)","(7.0, 9.0, 8.325)","(4.8, 5.8, 5.448484848484849)","(5.5, 7.8, 7.696551724137931)","(13.0, 19.5, 16.318181818181817)"
10-01-2023 14:23:55.269086,"(3.5, 4.6, 4.342424242424242)","(9.0, 14.0, 11.678571428571429)","(5.5, 7.4, 7.382608695652174)","(10.0, 16.5, 13.205882352941176)","(7.0, 9.0, 8.325)","(4.8, 5.8, 5.448484848484849)","(5.5, 7.8, 7.611428571428571)","(13.0, 19.5, 16.318181818181817)"
10-01-2023 14:23:56.623913,"(3.5, 4.6, 4.342424242424242)","(9.0, 14.0, 11.678571428571429)","(5.5, 7.4, 7.382608695652174)","(10.0, 16.5, 13.205882352941176)","(7.0, 9.0, 8.325)","(4.8, 5.8, 5.448484848484849)","(5.5, 7.8, 7.611428571428571)","(13.0, 19.5, 16.318181818181817)"
10-01-2023 14:23:58.056634,"(3.5, 4.6, 4.213636363636363)","(9.0, 14.0, 11.678571428571429)","(5.5, 7.4, 7.384)","(10.0, 16.5, 13.205882352941176)","(7.0, 9.0, 8.325)","(4.8, 5.8, 5.448484848484849)","(5.5, 7.8, 7.611428571428571)","(13.0, 19.5, 16.318181818181817)"
10-01-2023 14:23:59.445264,"(3.5, 4.6, 4.290909090909091)","(9.0, 14.0, 11.678571428571429)","(5.5, 7.4, 7.384)","(10.0, 16.5, 13.205882352941176)","(7.0, 9.0, 8.325)","(4.8, 5.8, 5.448484848484849)","(5.5, 7.8, 7.611428571428571)","(13.0, 19.5, 16.318181818181817)"
10-01-2023 14:24:01.183979,"(3.5, 4.6, 4.296428571428571)","(9.0, 14.0, 11.678571428571429)","(5.5, 7.4, 7.384)","(10.0, 16.5, 13.205882352941176)","(7.0, 9.0, 8.325)","(4.8, 5.8, 5.448484848484849)","(5.5, 7.8, 7.611428571428571)","(13.0, 19.5, 16.318181818181817)"
10-01-2023 14:24:02.715496,"(3.5, 4.6, 4.296428571428571)","(9.0, 14.0, 11.678571428571429)","(5.5, 7.4, 7.384)","(10.0, 16.5, 13.205882352941176)","(7.0, 9.0, 8.325)","(4.8, 5.8, 5.448484848484849)","(5.5, 7.8, 7.611428571428571)","(13.0, 19.5, 16.318181818181817)"
10-01-2023 14:24:04.527781,"(3.5, 4.6, 4.363888888888889)","(9.0, 14.0, 11.678571428571429)","(5.5, 7.4, 7.384)","(10.0, 16.5, 13.205882352941176)","(7.0, 9.0, 8.325)","(4.8, 5.8, 5.448484848484849)","(5.5, 7.8, 7.611428571428571)","(13.0, 19.5, 16.857142857142858)"
10-01-2023 14:24:05.967471,"(3.5, 4.6, 4.363888888888889)","(9.0, 14.0, 11.678571428571429)","(5.5, 7.4, 7.384)","(10.0, 16.5, 13.205882352941176)","(7.0, 9.0, 8.31111111111111)","(4.8, 5.8, 5.448484848484849)","(5.5, 7.8, 7.611428571428571)","(13.0, 19.0, 16.857142857142858)"
10-01-2023 14:24:07.418349,"(3.5, 4.6, 4.363888888888889)","(9.0, 14.0, 11.678571428571429)","(5.5, 7.4, 7.384)","(10.0, 16.5, 13.205882352941176)","(7.0, 9.0, 8.31111111111111)","(4.8, 5.8, 5.448484848484849)","(5.5, 7.8, 7.5600000000000005)","(13.0, 19.0, 16.352941176470587)"
10-01-2023 14:24:08.916478,"(3.5, 4.6, 4.392682926829268)","(9.0, 14.0, 11.678571428571429)","(5.5, 7.4, 7.384)","(10.0, 16.5, 13.205882352941176)","(7.0, 9.0, 8.31111111111111)","(4.8, 5.8, 5.448484848484849)","(5.5, 7.8, 7.5600000000000005)","(13.0, 19.0, 16.352941176470587)"
10-01-2023 14:24:10.298649,"(3.5, 4.6, 4.2825)","(9.0, 14.0, 11.678571428571429)","(5.5, 7.4, 7.095364238410596)","(10.0, 16.5, 13.205882352941176)","(7.0, 9.0, 8.333333333333332)","(4.8, 5.8, 5.448484848484849)","(5.5, 7.8, 7.666666666666667)","(13.0, 19.0, 17.666666666666668)"
10-01-2023 14:24:11.886694,"(3.5, 4.3, 4.2825)","(9.0, 14.0, 11.678571428571429)","(5.5, 7.6, 7.095364238410596)","(10.0, 16.5, 13.205882352941176)","(7.0, 9.0, 8.333333333333332)","(4.8, 5.8, 5.448484848484849)","(5.5, 7.8, 7.821052631578947)","(13.0, 18.5, 16.333333333333332)"
10-01-2023 14:24:13.260921,"(3.5, 4.5, 4.264705882352941)","(9.0, 14.0, 11.678571428571429)","(5.5, 7.6, 7.36923076923077)","(10.0, 16.5, 13.205882352941176)","(7.0, 9.0, 8.317647058823528)","(4.8, 5.8, 5.448484848484849)","(5.5, 8.2, 7.659999999999999)","(13.0, 18.0, 16.307692307692307)"
10-01-2023 14:24:14.677685,"(3.5, 4.5, 4.315384615384615)","(9.0, 14.0, 11.678571428571429)","(5.5, 7.4, 7.36923076923077)","(10.0, 16.5, 13.205882352941176)","(7.0, 9.0, 8.317647058823528)","(4.8, 5.8, 5.448484848484849)","(5.5, 8.2, 7.514285714285714)","(13.0, 18.0, 16.125)"
10-01-2023 14:24:16.044687,"(3.5, 4.5, 4.315384615384615)","(9.0, 14.0, 11.678571428571429)","(5.5, 7.4, 7.36923076923077)","(10.0, 16.5, 13.205882352941176)","(7.0, 9.0, 8.317647058823528)","(4.8, 5.8, 5.448484848484849)","(5.5, 8.2, 7.5636363636363635)","(13.0, 17.5, 16.125)"
10-01-2023 14:24:17.358035,"(3.5, 4.5, 4.315384615384615)","(9.0, 14.0, 11.678571428571429)","(5.5, 7.4, 7.36923076923077)","(10.0, 16.5, 13.205882352941176)","(7.0, 9.0, 8.317647058823528)","(4.6, 5.8, 5.448484848484849)","(6.0, 8.0, 7.538461538461538)","(14.0, 17.5, 15.9)"
10-01-2023 14:24:18.729818,"(3.5, 4.5, 4.35)","(9.0, 14.0, 11.678571428571429)","(5.5, 7.4, 7.36923076923077)","(10.0, 16.5, 13.205882352941176)","(7.0, 9.0, 8.317647058823528)","(4.6, 5.8, 5.448484848484849)","(6.0, 8.0, 7.538461538461538)","(14.0, 17.5, 15.884615384615385)"
10-01-2023 14:24:20.131242,"(3.5, 4.5, 4.41)","(9.0, 14.0, 12.673469387755102)","(5.5, 7.4, 7.366666666666667)","(10.0, 16.5, 13.205882352941176)","(7.0, 9.0, 8.317647058823528)","(4.6, 5.8, 5.442857142857143)","(6.0, 8.0, 7.454545454545455)","(14.0, 17.5, 15.96875)"
10-01-2023 14:24:21.509067,"(3.5, 4.5, 4.45)","(9.0, 14.0, 12.7)","(5.5, 7.4, 7.366666666666667)","(10.0, 16.5, 13.205882352941176)","(7.0, 9.0, 8.317647058823528)","(4.6, 5.7, 5.421428571428572)","(6.0, 8.0, 7.454545454545455)","(14.0, 17.0, 16.0)"
10-01-2023 14:24:22.858416,"(3.5, 4.6, 4.45)","(9.0, 14.0, 12.673469387755102)","(5.5, 7.4, 7.366666666666667)","(10.0, 16.5, 12.887096774193548)","(7.0, 9.0, 8.317647058823528)","(4.6, 5.7, 5.421428571428572)","(6.0, 8.0, 7.454545454545455)","(14.0, 17.0, 16.0)"
10-01-2023 14:24:24.148243,"(3.5, 4.6, 4.45)","(9.0, 14.0, 12.673469387755102)","(5.5, 7.4, 7.366666666666667)","(10.0, 16.5, 12.887096774193548)","(7.0, 9.0, 8.317647058823528)","(4.6, 5.7, 5.421428571428572)","(6.0, 8.0, 7.6000000000000005)","(14.0, 17.0, 15.788461538461538)"
10-01-2023 14:24:25.488775,"(3.5, 4.6, 4.4941176470588236)","(9.0, 14.0, 13.033333333333333)","(5.5, 7.4, 7.357142857142858)","(10.0, 16.5, 12.887096774193548)","(7.0, 9.0, 8.317647058823528)","(4.6, 5.7, 5.4375)","(6.0, 8.0, 7.666666666666667)","(14.0, 17.0, 15.788461538461538)"
10-01-2023 14:24:26.819457,"(3.5, 4.6, 4.42)","(9.0, 13.5, 12.5)","(5.5, 7.4, 7.357142857142858)","(10.0, 16.5, 12.887096774193548)","(7.0, 9.0, 8.333333333333332)","(4.6, 5.7, 5.4750000000000005)","(6.0, 8.0, 7.72)","(14.0, 17.0, 15.788461538461538)"
10-01-2023 14:24:28.087845,"(3.5, 4.6, 4.461538461538462)","(9.0, 13.5, 12.5)","(5.5, 7.4, 7.357142857142858)","(10.0, 16.5, 12.887096774193548)","(7.0, 9.0, 8.317647058823528)","(4.6, 5.7, 5.5600000000000005)","(6.0, 8.0, 7.72)","(14.0, 17.0, 15.833333333333334)"
10-01-2023 14:24:29.299575,"(3.5, 4.6, 4.475862068965517)","(9.0, 13.5, 12.52127659574468)","(5.5, 7.4, 7.357142857142858)","(10.0, 16.5, 12.928571428571429)","(7.0, 9.0, 8.337931034482757)","(4.6, 5.8, 5.523076923076923)","(6.0, 8.0, 7.58)","(14.0, 16.5, 15.833333333333334)"
10-01-2023 14:24:30.637250,"(3.5, 4.6, 4.428571428571429)","(9.0, 13.5, 12.342105263157894)","(5.5, 7.4, 7.357142857142858)","(10.0, 16.5, 12.887096774193548)","(7.0, 9.0, 8.337931034482757)","(4.6, 5.8, 5.615384615384616)","(6.0, 8.0, 7.676923076923077)","(14.0, 16.5, 15.833333333333334)"
10-01-2023 14:24:31.922325,"(3.5, 4.6, 4.428571428571429)","(9.0, 13.5, 12.342105263157894)","(5.5, 7.4, 7.357142857142858)","(10.0, 16.5, 13.307692307692308)","(7.0, 9.0, 8.430769230769231)","(4.6, 5.8, 5.615384615384616)","(6.0, 8.0, 7.8090909090909095)","(14.0, 16.5, 15.692307692307692)"
10-01-2023 14:24:33.344405,"(3.5, 4.6, 4.428571428571429)","(9.0, 13.5, 12.342105263157894)","(5.5, 7.4, 7.357142857142858)","(10.0, 16.0, 13.15625)","(7.0, 8.8, 8.430769230769231)","(4.6, 5.8, 5.615384615384616)","(6.0, 8.0, 7.85)","(14.0, 16.5, 15.333333333333334)"
10-01-2023 14:24:34.630844,"(3.5, 4.6, 4.428571428571429)","(9.0, 13.5, 12.479591836734693)","(5.5, 7.4, 7.357142857142858)","(10.0, 16.0, 12.956521739130435)","(7.0, 8.8, 8.330434782608695)","(4.6, 5.8, 5.615384615384616)","(6.0, 8.0, 7.85)","(14.0, 16.5, 15.333333333333334)"
10-01-2023 14:24:35.759316,"(3.5, 4.6, 4.337142857142857)","(9.0, 13.5, 12.479591836734693)","(5.5, 7.4, 7.357142857142858)","(10.0, 16.0, 12.956521739130435)","(7.0, 8.8, 8.330434782608695)","(4.6, 5.8, 5.615384615384616)","(6.0, 8.0, 7.85)","(14.0, 16.5, 15.352941176470589)"
10-01-2023 14:24:36.997083,"(3.5, 4.6, 4.293333333333333)","(9.0, 13.5, 12.479591836734693)","(5.5, 7.4, 7.357142857142858)","(10.0, 16.0, 12.956521739130435)","(7.0, 8.8, 8.330434782608695)","(4.6, 5.8, 5.7)","(6.0, 8.0, 7.75)","(14.0, 16.0, 15.352941176470589)"
10-01-2023 14:24:38.251306,"(3.5, 4.6, 4.476190476190476)","(9.0, 13.5, 12.556603773584905)","(5.5, 7.4, 7.357142857142858)","(10.0, 16.0, 12.818181818181818)","(7.0, 8.8, 8.290909090909091)","(4.6, 5.8, 5.711111111111111)","(6.0, 8.0, 7.733333333333333)","(14.0, 16.0, 15.375)"
10-01-2023 14:24:39.546603,"(3.5, 4.5, 4.428571428571429)","(9.0, 13.5, 12.556603773584905)","(5.5, 7.4, 7.357142857142858)","(10.0, 16.0, 12.818181818181818)","(7.0, 8.8, 8.290909090909091)","(4.6, 5.8, 5.711111111111111)","(6.0, 8.0, 7.733333333333333)","(14.0, 16.0, 15.222222222222221)"
10-01-2023 14:24:40.803174,"(3.5, 4.5, 4.406896551724138)","(9.0, 13.5, 12.556603773584905)","(5.5, 7.4, 7.357142857142858)","(10.0, 16.0, 12.818181818181818)","(7.0, 8.8, 8.290909090909091)","(4.6, 5.8, 5.711111111111111)","(6.0, 8.0, 7.818181818181818)","(14.0, 16.0, 15.222222222222221)"
10-01-2023 14:24:41.938665,"(3.5, 4.5, 4.406896551724138)","(9.0, 13.5, 12.556603773584905)","(5.5, 7.4, 7.357142857142858)","(10.0, 16.0, 12.818181818181818)","(7.0, 8.8, 8.290909090909091)","(4.6, 5.8, 5.711111111111111)","(6.0, 8.0, 7.818181818181818)","(14.0, 16.0, 15.222222222222221)"
10-01-2023 14:24:43.035968,"(3.5, 4.5, 4.4222222222222225)","(9.0, 13.5, 12.479591836734693)","(5.5, 7.4, 7.357142857142858)","(10.0, 16.0, 12.818181818181818)","(7.0, 8.8, 8.290909090909091)","(4.6, 5.8, 5.7)","(6.0, 8.0, 7.866666666666666)","(14.0, 16.0, 15.222222222222221)"
10-01-2023 14:24:44.341710,"(3.5, 4.5, 4.4222222222222225)","(9.0, 13.5, 12.479591836734693)","(5.5, 7.4, 7.357142857142858)","(10.0, 16.0, 12.818181818181818)","(7.0, 8.8, 8.290909090909091)","(4.6, 5.8, 5.7)","(6.0, 8.0, 7.866666666666666)","(14.0, 16.0, 15.25925925925926)"
10-01-2023 14:24:45.668049,"(3.5, 4.5, 4.4)","(9.0, 13.5, 12.479591836734693)","(5.5, 7.4, 7.357142857142858)","(10.0, 16.0, 12.818181818181818)","(7.0, 8.8, 8.290909090909091)","(4.6, 5.8, 5.7)","(6.0, 8.0, 7.75)","(14.0, 16.0, 17.5)"
10-01-2023 14:24:46.948940,"(3.5, 4.5, 4.4)","(9.0, 13.5, 12.479591836734693)","(5.5, 7.4, 7.357142857142858)","(10.0, 16.0, 12.818181818181818)","(7.0, 8.8, 8.290909090909091)","(4.6, 5.8, 5.7)","(6.0, 8.0, 7.75)","(14.0, 18.0, 17.75)"
10-01-2023 14:24:48.383931,"(3.5, 4.5, 4.517647058823529)","(9.0, 13.5, 12.479591836734693)","(5.5, 7.4, 7.357142857142858)","(10.0, 16.0, 12.818181818181818)","(7.0, 8.8, 8.290909090909091)","(4.6, 5.8, 5.7)","(6.0, 8.0, 7.75)","(14.0, 18.0, 17.77777777777778)"
10-01-2023 14:24:49.741317,"(3.5, 4.6, 4.4)","(9.0, 13.5, 12.479591836734693)","(5.5, 7.4, 7.357142857142858)","(10.0, 16.0, 12.818181818181818)","(7.0, 8.8, 8.147368421052631)","(4.6, 5.8, 5.7)","(6.0, 8.0, 7.75)","(14.0, 18.0, 17.77777777777778)"
10-01-2023 14:24:51.073704,"(3.5, 4.6, 4.43125)","(9.0, 13.5, 12.479591836734693)","(5.5, 7.4, 7.357142857142858)","(10.0, 16.0, 12.8)","(7.0, 8.8, 8.147368421052631)","(4.6, 5.8, 5.666666666666667)","(6.0, 8.0, 7.75)","(14.0, 18.0, 17.77777777777778)"
10-01-2023 14:24:52.311575,"(3.5, 4.6, 4.435714285714286)","(9.0, 13.5, 12.479591836734693)","(5.5, 7.4, 7.357142857142858)","(10.0, 16.0, 12.8)","(7.0, 8.8, 8.147368421052631)","(4.6, 5.8, 5.666666666666667)","(6.0, 8.0, 7.75)","(14.0, 18.0, 17.77777777777778)"
10-01-2023 14:24:53.591502,"(3.5, 4.6, 4.435714285714286)","(9.0, 13.5, 12.479591836734693)","(5.5, 7.4, 7.357142857142858)","(10.0, 16.0, 12.8)","(7.0, 8.8, 8.11111111111111)","(4.6, 5.8, 5.666666666666667)","(6.0, 8.0, 7.75)","(14.0, 18.0, 17.77777777777778)"
10-01-2023 14:24:54.908375,"(3.5, 4.6, 4.435714285714286)","(9.0, 13.5, 12.479591836734693)","(5.5, 7.4, 7.352)","(10.0, 16.0, 12.791666666666666)","(7.0, 8.8, 8.11111111111111)","(4.6, 5.8, 5.666666666666667)","(6.0, 8.0, 7.75)","(14.0, 18.0, 17.77777777777778)"
10-01-2023 14:24:56.167443,"(3.5, 4.6, 4.435714285714286)","(9.0, 13.5, 12.479591836734693)","(5.5, 7.4, 7.352)","(10.0, 16.0, 12.791666666666666)","(7.0, 8.8, 8.11111111111111)","(4.6, 5.8, 5.666666666666667)","(6.0, 8.0, 7.75)","(14.0, 18.0, 17.77777777777778)"
10-01-2023 14:24:57.470922,"(3.5, 4.6, 4.435714285714286)","(9.0, 13.5, 12.479591836734693)","(5.5, 7.4, 7.352)","(10.0, 16.0, 14.0)","(7.0, 8.8, 8.11111111111111)","(4.6, 5.8, 5.666666666666667)","(6.0, 8.0, 7.75)","(14.0, 18.0, 17.77777777777778)"
10-01-2023 14:24:58.729917,"(3.5, 4.6, 4.435714285714286)","(9.0, 13.5, 12.479591836734693)","(5.5, 7.4, 7.352)","(10.0, 14.5, 12.846153846153847)","(7.0, 8.8, 8.11111111111111)","(4.6, 5.8, 5.666666666666667)","(6.0, 8.0, 7.75)","(14.0, 18.0, 17.77777777777778)"
10-01-2023 14:25:00.060761,"(3.5, 4.6, 4.435714285714286)","(9.0, 13.5, 12.479591836734693)","(5.5, 7.4, 7.357142857142858)","(10.0, 14.0, 12.821428571428571)","(7.0, 8.8, 8.11111111111111)","(4.6, 5.8, 5.361538461538461)","(6.0, 8.0, 7.75)","(14.0, 18.0, 17.77777777777778)"
10-01-2023 14:25:01.306537,"(3.5, 4.6, 4.464705882352941)","(9.0, 13.5, 12.5)","(5.5, 7.4, 7.101351351351351)","(10.0, 14.0, 12.909090909090908)","(7.0, 8.8, 8.303448275862069)","(4.6, 5.5, 5.377966101694915)","(6.0, 8.0, 7.959999999999999)","(14.0, 18.0, 17.25)"
10-01-2023 14:25:02.447088,"(3.5, 4.3, 4.286274509803921)","(9.0, 13.5, 12.566666666666666)","(5.5, 7.6, 7.113725490196078)","(10.0, 14.0, 12.92)","(7.0, 8.8, 8.393548387096773)","(4.6, 5.5, 5.398039215686274)","(6.0, 8.2, 7.792)","(14.0, 18.5, 18.5)"
10-01-2023 14:25:03.646021,"(3.5, 4.5, 4.3)","(9.0, 13.5, 12.75)","(5.5, 7.6, 7.100671140939597)","(10.0, 14.0, 12.92)","(7.0, 8.8, 8.393548387096773)","(4.6, 5.5, 5.391666666666667)","(6.0, 8.2, 7.736363636363636)","(14.0, 19.0, 18.857142857142858)"
10-01-2023 14:25:04.914546,"(3.5, 4.4, 4.34)","(9.0, 13.5, 12.741379310344827)","(5.5, 7.6, 7.100671140939597)","(10.0, 14.0, 12.92)","(7.0, 8.8, 8.425)","(4.6, 5.5, 5.391666666666667)","(6.0, 8.2, 7.933333333333334)","(14.0, 19.0, 18.875)"
10-01-2023 14:25:06.411166,"(3.5, 4.4, 4.381818181818182)","(9.0, 13.5, 12.7)","(5.5, 7.6, 7.100671140939597)","(10.0, 14.0, 12.92)","(7.0, 8.8, 8.425)","(4.6, 5.5, 5.396)","(6.0, 8.0, 7.9)","(14.0, 19.0, 18.875)"
10-01-2023 14:25:07.721748,"(3.5, 4.4, 4.300000000000001)","(9.0, 13.5, 12.7)","(5.5, 7.6, 7.100671140939597)","(10.0, 14.0, 12.92)","(7.0, 8.8, 8.425)","(4.6, 5.5, 5.396)","(6.0, 8.0, 7.9)","(14.0, 19.0, 18.875)"
10-01-2023 14:25:09.018797,"(3.5, 4.4, 4.285714285714286)","(9.0, 13.5, 12.7)","(5.5, 7.6, 7.100671140939597)","(10.0, 14.0, 12.92)","(7.0, 8.8, 8.48)","(4.6, 5.5, 5.396)","(6.0, 8.0, 7.9)","(14.0, 19.0, 18.973684210526315)"
10-01-2023 14:25:10.300134,"(3.5, 4.4, 4.335714285714285)","(9.0, 13.5, 12.7)","(5.5, 7.6, 7.100671140939597)","(10.0, 14.0, 12.903846153846153)","(7.0, 8.8, 8.492307692307692)","(4.6, 5.5, 5.396)","(6.0, 8.0, 7.9)","(14.0, 19.5, 18.973684210526315)"
10-01-2023 14:25:11.696070,"(3.5, 4.4, 4.335714285714285)","(9.0, 13.5, 12.7)","(5.5, 7.6, 7.100671140939597)","(10.0, 14.0, 12.903846153846153)","(7.0, 8.8, 8.492307692307692)","(4.6, 5.5, 5.391666666666667)","(6.0, 8.0, 7.64)","(14.0, 19.5, 18.973684210526315)"
10-01-2023 14:25:12.913390,"(3.5, 4.4, 4.335714285714285)","(9.0, 13.5, 12.7)","(5.5, 7.6, 7.101351351351351)","(10.0, 14.0, 12.903846153846153)","(7.0, 8.8, 8.492307692307692)","(4.6, 5.5, 5.391666666666667)","(6.0, 7.8, 7.430769230769231)","(14.0, 19.5, 18.875)"
10-01-2023 14:25:14.144910,"(3.5, 4.4, 4.335714285714285)","(9.0, 13.5, 12.7)","(5.5, 7.6, 7.101351351351351)","(10.0, 14.0, 12.903846153846153)","(7.0, 8.8, 8.492307692307692)","(4.6, 5.5, 5.393877551020408)","(6.0, 7.8, 7.430769230769231)","(14.0, 20.0, 17.75)"
10-01-2023 14:25:15.378916,"(3.5, 4.4, 4.335714285714285)","(9.0, 13.5, 12.242857142857144)","(5.5, 7.6, 7.101351351351351)","(10.0, 14.0, 12.903846153846153)","(7.0, 8.8, 8.41904761904762)","(4.8, 5.5, 5.393877551020408)","(6.0, 7.8, 7.430769230769231)","(14.0, 20.0, 18.666666666666668)"
10-01-2023 14:25:16.678777,"(3.5, 4.4, 4.25)","(9.0, 13.5, 12.557142857142857)","(5.5, 7.6, 7.101351351351351)","(10.0, 14.0, 12.903846153846153)","(7.0, 8.8, 8.492307692307692)","(4.8, 5.5, 5.393877551020408)","(6.0, 7.8, 7.430769230769231)","(14.0, 20.0, 19.333333333333332)"
10-01-2023 14:25:17.963075,"(3.5, 4.4, 4.273684210526316)","(9.0, 13.5, 12.290322580645162)","(5.5, 7.6, 7.101351351351351)","(10.0, 14.0, 12.903846153846153)","(7.0, 8.8, 8.492307692307692)","(4.8, 5.5, 5.393877551020408)","(6.0, 7.8, 7.430769230769231)","(14.0, 20.0, 21.0)"
10-01-2023 14:25:19.401507,"(3.5, 4.4, 4.273684210526316)","(9.0, 13.5, 12.328125)","(5.5, 7.6, 7.101351351351351)","(10.0, 14.0, 12.903846153846153)","(7.0, 8.8, 8.492307692307692)","(4.8, 5.5, 5.381818181818182)","(6.0, 7.8, 7.430769230769231)","(14.0, 24.0, 21.857142857142858)"
10-01-2023 14:25:20.816262,"(3.5, 4.4, 4.273684210526316)","(9.0, 13.5, 12.328125)","(5.5, 7.6, 7.101351351351351)","(10.0, 14.0, 12.903846153846153)","(7.0, 8.8, 8.492307692307692)","(4.8, 5.5, 5.381818181818182)","(6.0, 7.8, 7.430769230769231)","(14.0, 24.0, 22.41176470588235)"
10-01-2023 14:25:22.037980,"(3.5, 4.4, 4.273684210526316)","(9.0, 13.5, 12.328125)","(5.5, 7.6, 7.07972027972028)","(10.0, 14.0, 12.903846153846153)","(7.0, 8.8, 8.492307692307692)","(4.8, 5.5, 5.377272727272727)","(6.0, 7.8, 7.430769230769231)","(14.0, 24.0, 22.41176470588235)"
10-01-2023 14:25:23.165169,"(3.5, 4.4, 4.335714285714286)","(9.0, 13.5, 12.328125)","(5.5, 7.6, 7.266666666666667)","(10.0, 14.0, 13.153846153846153)","(7.0, 8.8, 8.48)","(4.8, 5.5, 5.38)","(6.0, 7.8, 7.4363636363636365)","(14.0, 24.0, 22.846153846153847)"
10-01-2023 14:25:24.258237,"(3.5, 4.4, 4.257142857142857)","(9.0, 13.5, 12.67142857142857)","(5.5, 7.4, 7.266666666666667)","(10.0, 14.0, 13.153846153846153)","(7.0, 8.8, 9.17142857142857)","(4.8, 5.5, 5.230769230769231)","(6.0, 7.8, 7.44)","(14.0, 24.0, 23.90909090909091)"
10-01-2023 14:25:25.380394,"(3.5, 4.4, 4.32)","(9.0, 13.5, 12.67142857142857)","(5.5, 7.0, 6.668965517241379)","(10.0, 14.0, 13.153846153846153)","(7.0, 9.4, 8.933333333333334)","(4.8, 5.5, 5.25)","(6.0, 7.8, 7.44)","(14.0, 25.0, 23.133333333333333)"
10-01-2023 14:25:26.629603,"(3.5, 4.4, 4.32)","(9.0, 13.5, 12.67142857142857)","(5.5, 7.0, 6.668965517241379)","(10.0, 14.0, 13.153846153846153)","(7.0, 9.4, 8.98)","(4.8, 5.4, 5.25)","(6.0, 7.8, 7.44)","(14.0, 25.0, 23.25)"
10-01-2023 14:25:27.928282,"(3.5, 4.5, 4.303448275862069)","(9.0, 13.5, 12.67142857142857)","(5.5, 7.0, 6.6625)","(10.0, 14.0, 12.862068965517242)","(7.0, 9.4, 9.076923076923077)","(4.8, 5.4, 5.25)","(6.0, 7.8, 7.44)","(14.0, 25.0, 23.5)"
10-01-2023 14:25:29.147455,"(3.5, 4.5, 4.316129032258065)","(9.0, 13.5, 12.67142857142857)","(5.5, 7.0, 6.668965517241379)","(10.0, 14.0, 12.78125)","(7.0, 9.4, 9.076923076923077)","(4.8, 5.4, 5.25)","(6.0, 7.8, 7.44)","(14.0, 25.0, 23.5)"
10-01-2023 14:25:30.416113,"(3.5, 4.5, 4.316129032258065)","(9.0, 13.5, 12.67142857142857)","(5.5, 7.0, 6.668965517241379)","(10.0, 14.0, 13.10344827586207)","(7.0, 9.4, 9.076923076923077)","(4.8, 5.4, 5.25)","(6.0, 7.8, 7.44)","(15.0, 25.0, 23.5)"
10-01-2023 14:25:31.693512,"(3.5, 4.5, 4.3100000000000005)","(9.0, 13.5, 12.67142857142857)","(5.5, 7.0, 6.578378378378378)","(10.0, 14.0, 13.12)","(7.0, 9.4, 9.076923076923077)","(4.8, 5.4, 5.207142857142857)","(6.0, 7.8, 7.44)","(15.0, 25.0, 24.470588235294116)"
10-01-2023 14:25:32.825240,"(3.5, 4.5, 4.36)","(9.0, 13.5, 12.736842105263158)","(5.5, 7.0, 6.553846153846154)","(10.0, 14.0, 13.12)","(7.0, 9.4, 9.076923076923077)","(4.8, 5.4, 5.207142857142857)","(6.0, 7.8, 7.44)","(15.0, 25.0, 25.5)"
10-01-2023 14:25:33.937874,"(3.5, 4.5, 4.36)","(9.0, 13.5, 12.736842105263158)","(5.5, 7.0, 6.553846153846154)","(10.0, 14.0, 13.12)","(7.0, 9.4, 9.076923076923077)","(4.8, 5.4, 5.183333333333334)","(6.0, 7.8, 7.44)","(15.0, 26.0, 23.5)"
10-01-2023 14:25:34.921701,"(3.5, 4.5, 4.36)","(9.0, 13.5, 12.736842105263158)","(5.5, 6.8, 6.622222222222223)","(10.0, 14.0, 13.12)","(7.0, 9.4, 9.076923076923077)","(4.8, 5.4, 5.183333333333334)","(6.0, 7.8, 7.44)","(15.0, 24.0, 23.6)"
10-01-2023 14:25:36.298032,"(3.5, 4.5, 4.35)","(9.0, 13.5, 12.736842105263158)","(5.5, 6.8, 6.537931034482758)","(10.0, 14.0, 13.12)","(7.0, 9.4, 9.137500000000001)","(4.8, 5.4, 5.1465116279069765)","(6.0, 7.8, 7.44)","(15.0, 24.0, 23.5)"
