,Wild Ollie,Sanitized,Blackwood Blue,Tiger Town,Elite Judan,Pauline Keeping,Ninja Fun,Cool Myra
11-01-2023 22:19:35.253890,"(4.8, 7.4, 7.04)","(12.0, 20.0, 19.46153846153846)","(13.0, 27.0, 26.692307692307693)","(4.0, 5.0, 4.9222222222222225)","(3.6, 4.1, 4.05)","(8.0, 12.5, 11.681818181818182)","(71.0, 160.0, 117.14285714285714)","(3.9, 4.5, 4.472413793103448)"
11-01-2023 22:19:36.189367,"(4.8, 7.4, 7.191304347826087)","(12.0, 19.0, 18.666666666666668)","(13.0, 27.0, 26.692307692307693)","(4.0, 5.0, 4.9222222222222225)","(3.6, 4.1, 4.05)","(8.0, 12.5, 11.681818181818182)","(71.0, 160.0, 117.14285714285714)","(3.9, 4.5, 4.472413793103448)"
11-01-2023 22:19:37.144946,"(4.8, 7.4, 7.04)","(12.0, 19.0, 18.625)","(13.0, 27.0, 26.692307692307693)","(4.0, 5.0, 4.9222222222222225)","(3.6, 4.1, 4.05)","(8.0, 12.5, 11.681818181818182)","(71.0, 160.0, 117.14285714285714)","(3.9, 4.5, 4.472413793103448)"
11-01-2023 22:19:38.084814,"(4.8, 7.4, 7.04)","(12.0, 19.0, 18.625)","(13.0, 27.0, 26.5)","(4.0, 5.0, 4.9222222222222225)","(3.6, 4.1, 4.05)","(8.0, 12.5, 11.681818181818182)","(71.0, 160.0, 117.14285714285714)","(3.9, 4.5, 4.472413793103448)"
11-01-2023 22:19:39.021062,"(4.8, 7.4, 7.04)","(12.0, 19.0, 18.625)","(13.0, 27.0, 26.666666666666668)","(4.0, 5.0, 4.9222222222222225)","(3.6, 4.1, 4.05)","(8.0, 12.5, 11.681818181818182)","(71.0, 160.0, 117.14285714285714)","(3.9, 4.5, 4.472413793103448)"
11-01-2023 22:19:39.974725,"(4.8, 7.4, 7.04)","(12.0, 19.0, 18.625)","(13.0, 27.0, 26.666666666666668)","(4.0, 5.0, 4.9222222222222225)","(3.6, 4.1, 4.05)","(8.0, 12.5, 11.681818181818182)","(71.0, 160.0, 117.14285714285714)","(3.9, 4.5, 4.451219512195122)"
11-01-2023 22:19:40.929180,"(4.8, 7.4, 7.04)","(12.0, 19.0, 18.625)","(13.0, 27.0, 26.666666666666668)","(4.0, 5.0, 4.915384615384616)","(3.6, 4.1, 4.05)","(8.0, 12.5, 11.681818181818182)","(71.0, 160.0, 117.14285714285714)","(3.9, 4.5, 4.406896551724138)"
11-01-2023 22:19:41.886240,"(4.8, 7.4, 7.04)","(12.0, 19.0, 18.625)","(13.0, 27.0, 26.666666666666668)","(4.0, 5.0, 4.915384615384616)","(3.6, 4.1, 4.05)","(8.0, 12.5, 11.681818181818182)","(71.0, 160.0, 117.14285714285714)","(3.9, 4.5, 4.406896551724138)"
11-01-2023 22:19:42.835250,"(4.8, 7.4, 7.04)","(12.0, 19.0, 18.625)","(13.0, 27.0, 26.666666666666668)","(4.0, 5.0, 4.915384615384616)","(3.6, 4.1, 4.05)","(8.0, 12.5, 11.681818181818182)","(71.0, 160.0, 117.14285714285714)","(3.9, 4.5, 4.4169230769230765)"
11-01-2023 22:19:43.778680,"(4.8, 7.4, 7.04)","(12.0, 19.0, 18.625)","(13.0, 27.0, 26.666666666666668)","(4.0, 5.0, 4.915384615384616)","(3.6, 4.1, 4.05)","(8.0, 12.5, 11.75)","(71.0, 160.0, 117.14285714285714)","(3.9, 4.5, 4.4169230769230765)"
11-01-2023 22:19:44.716741,"(4.8, 7.4, 7.16)","(12.0, 19.0, 18.625)","(13.0, 27.0, 26.77777777777778)","(4.0, 5.0, 4.915384615384616)","(3.6, 4.1, 4.05)","(8.0, 12.5, 11.75)","(71.0, 160.0, 117.14285714285714)","(3.9, 4.5, 4.341666666666667)"
11-01-2023 22:19:45.657959,"(4.8, 7.4, 7.04)","(12.0, 19.0, 18.625)","(13.0, 27.0, 26.5)","(4.0, 5.1, 4.953333333333333)","(3.6, 4.1, 4.072222222222222)","(8.0, 12.5, 11.75)","(71.0, 160.0, 117.14285714285714)","(3.9, 4.4, 4.247058823529412)"
11-01-2023 22:19:46.600310,"(4.8, 7.4, 7.04)","(12.0, 19.0, 18.625)","(13.0, 27.0, 26.77777777777778)","(4.0, 5.1, 5.0625)","(3.6, 4.1, 4.038297872340426)","(8.0, 12.5, 11.9)","(71.0, 160.0, 117.14285714285714)","(3.9, 4.4, 4.291666666666667)"
11-01-2023 22:19:47.518946,"(4.8, 7.4, 7.04)","(12.0, 19.0, 18.625)","(13.0, 27.0, 26.8)","(4.0, 5.1, 5.045454545454545)","(3.6, 4.2, 4.019047619047619)","(8.0, 12.5, 11.9)","(71.0, 160.0, 117.14285714285714)","(3.9, 4.4, 4.2785714285714285)"
11-01-2023 22:19:48.450325,"(4.8, 7.4, 7.04)","(12.0, 19.0, 18.625)","(13.0, 27.0, 26.8)","(4.0, 5.1, 5.045454545454545)","(3.6, 4.2, 4.110526315789474)","(8.0, 12.5, 11.9)","(71.0, 160.0, 117.14285714285714)","(3.9, 4.4, 4.305555555555556)"
11-01-2023 22:19:49.381181,"(4.8, 7.2, 7.0)","(12.0, 19.0, 18.625)","(13.0, 27.0, 26.77777777777778)","(4.0, 5.1, 5.045454545454545)","(3.6, 4.2, 4.110526315789474)","(8.0, 12.5, 11.9)","(71.0, 160.0, 117.14285714285714)","(3.9, 4.4, 4.305555555555556)"
11-01-2023 22:19:50.329904,"(4.8, 7.2, 7.066666666666666)","(12.0, 19.0, 18.625)","(13.0, 27.0, 26.77777777777778)","(4.0, 5.1, 5.045454545454545)","(3.6, 4.2, 4.110526315789474)","(8.0, 12.5, 12.038461538461538)","(71.0, 160.0, 117.14285714285714)","(3.9, 4.4, 4.1745762711864405)"
11-01-2023 22:19:51.247757,"(4.8, 7.4, 7.142857142857143)","(12.0, 19.0, 18.625)","(13.0, 27.0, 26.8)","(4.0, 5.1, 5.045454545454545)","(3.6, 4.2, 4.121951219512195)","(8.0, 12.5, 12.038461538461538)","(71.0, 160.0, 117.14285714285714)","(3.9, 4.3, 4.162962962962963)"
11-01-2023 22:19:52.167490,"(4.8, 7.4, 7.142857142857143)","(12.0, 19.0, 18.625)","(13.0, 27.0, 26.8)","(4.0, 5.1, 5.045454545454545)","(3.6, 4.2, 4.121951219512195)","(8.0, 12.5, 12.038461538461538)","(71.0, 160.0, 117.14285714285714)","(3.9, 4.3, 4.164406779661016)"
11-01-2023 22:19:53.076271,"(4.8, 7.4, 7.142857142857143)","(12.0, 19.0, 18.625)","(13.0, 27.0, 26.6)","(4.0, 5.1, 5.045454545454545)","(3.6, 4.2, 4.121951219512195)","(8.0, 12.5, 12.038461538461538)","(71.0, 160.0, 117.14285714285714)","(3.9, 4.3, 4.164406779661016)"
11-01-2023 22:19:53.997779,"(4.8, 7.4, 7.142857142857143)","(12.0, 19.0, 18.625)","(13.0, 28.0, 27.0)","(4.0, 5.1, 5.045454545454545)","(3.6, 4.2, 4.128125)","(8.0, 12.5, 12.038461538461538)","(71.0, 160.0, 117.14285714285714)","(3.9, 4.3, 4.175)"
11-01-2023 22:19:54.929096,"(4.8, 7.4, 7.142857142857143)","(12.0, 19.0, 18.625)","(13.0, 28.0, 27.0)","(4.0, 5.1, 5.045454545454545)","(3.6, 4.2, 4.128125)","(8.0, 12.5, 12.0)","(71.0, 160.0, 117.14285714285714)","(3.9, 4.3, 4.172463768115942)"
11-01-2023 22:19:55.839733,"(4.8, 7.4, 7.142857142857143)","(12.0, 19.0, 18.625)","(13.0, 28.0, 27.57142857142857)","(4.0, 5.1, 5.045454545454545)","(3.6, 4.2, 4.135483870967742)","(8.0, 12.5, 12.0)","(71.0, 160.0, 117.14285714285714)","(3.9, 4.3, 4.176923076923076)"
11-01-2023 22:19:56.764935,"(4.8, 7.4, 6.8545454545454545)","(12.0, 19.0, 18.625)","(13.0, 28.0, 27.57142857142857)","(4.0, 5.1, 5.045454545454545)","(3.6, 4.2, 4.13103448275862)","(8.0, 12.5, 12.0)","(71.0, 160.0, 117.14285714285714)","(3.9, 4.3, 4.176923076923076)"
11-01-2023 22:19:57.681249,"(4.8, 7.4, 6.92)","(12.0, 19.0, 18.625)","(13.0, 28.0, 27.57142857142857)","(4.0, 5.1, 5.045454545454545)","(3.6, 4.2, 4.135483870967742)","(8.0, 12.5, 12.0)","(71.0, 160.0, 117.14285714285714)","(3.9, 4.3, 4.176923076923076)"
11-01-2023 22:19:58.605620,"(4.8, 7.4, 6.92)","(12.0, 19.0, 18.625)","(13.0, 28.0, 27.57142857142857)","(4.0, 5.1, 5.045454545454545)","(3.6, 4.3, 4.134615384615384)","(8.0, 12.5, 11.9)","(71.0, 160.0, 117.14285714285714)","(3.9, 4.3, 4.176923076923076)"
11-01-2023 22:19:59.526422,"(4.8, 7.4, 6.885714285714285)","(12.0, 19.0, 18.625)","(13.0, 28.0, 27.57142857142857)","(4.0, 5.1, 5.045454545454545)","(3.6, 4.2, 4.144444444444444)","(8.0, 12.5, 11.9)","(71.0, 160.0, 117.14285714285714)","(3.9, 4.3, 4.176923076923076)"
11-01-2023 22:20:00.465248,"(4.8, 7.4, 6.947826086956522)","(12.0, 19.0, 18.625)","(13.0, 28.0, 27.57142857142857)","(4.0, 5.1, 5.045454545454545)","(3.6, 4.2, 4.13076923076923)","(8.0, 12.5, 11.9)","(71.0, 160.0, 117.14285714285714)","(3.9, 4.3, 4.146428571428571)"
11-01-2023 22:20:01.398416,"(4.8, 7.4, 6.947826086956522)","(12.0, 19.0, 18.625)","(13.0, 28.0, 27.57142857142857)","(4.0, 5.1, 5.045454545454545)","(3.6, 4.2, 4.13076923076923)","(8.0, 12.5, 11.9)","(71.0, 160.0, 117.14285714285714)","(3.9, 4.3, 4.142622950819672)"
11-01-2023 22:20:02.319807,"(4.8, 7.4, 6.982608695652174)","(12.0, 19.0, 18.8125)","(13.0, 28.0, 27.75)","(4.0, 5.1, 5.0625)","(3.6, 4.2, 4.122222222222222)","(8.0, 12.5, 11.75)","(71.0, 160.0, 117.14285714285714)","(3.9, 4.3, 4.209090909090909)"
11-01-2023 22:20:03.263211,"(4.8, 7.4, 7.030769230769231)","(12.0, 22.0, 21.666666666666668)","(13.0, 28.0, 27.75)","(4.0, 5.0, 4.972222222222222)","(3.6, 4.2, 4.071428571428571)","(8.0, 12.5, 12.533333333333333)","(71.0, 160.0, 117.14285714285714)","(3.9, 4.3, 4.182608695652174)"
11-01-2023 22:20:04.192252,"(4.8, 7.0, 6.895238095238095)","(12.0, 22.0, 20.5)","(13.0, 28.0, 27.75)","(4.0, 5.1, 5.0625)","(3.6, 4.2, 4.071428571428571)","(8.0, 13.0, 12.3)","(71.0, 160.0, 117.14285714285714)","(3.9, 4.3, 4.107142857142857)"
11-01-2023 22:20:05.134267,"(4.8, 7.0, 6.816666666666666)","(12.0, 22.0, 21.0625)","(13.0, 28.0, 27.75)","(4.0, 5.1, 5.069999999999999)","(3.6, 4.2, 4.071428571428571)","(8.0, 13.0, 12.3)","(71.0, 160.0, 117.14285714285714)","(3.9, 4.3, 4.18)"
11-01-2023 22:20:06.064762,"(4.8, 7.0, 6.925)","(12.0, 20.0, 19.954545454545453)","(13.0, 28.0, 27.75)","(4.0, 5.1, 5.072727272727272)","(3.6, 4.2, 4.090909090909091)","(8.0, 13.0, 12.533333333333333)","(71.0, 160.0, 117.14285714285714)","(3.9, 4.3, 4.18)"
11-01-2023 22:20:06.999685,"(4.8, 7.0, 6.890909090909091)","(12.0, 20.0, 19.954545454545453)","(13.0, 28.0, 27.75)","(4.0, 5.2, 5.056)","(3.6, 4.2, 4.090909090909091)","(8.0, 13.0, 12.3)","(71.0, 160.0, 117.14285714285714)","(3.9, 4.3, 4.18)"
11-01-2023 22:20:07.964162,"(4.8, 7.0, 6.925)","(12.0, 20.0, 19.954545454545453)","(13.0, 28.0, 27.75)","(4.0, 5.2, 5.08)","(3.6, 4.2, 4.090909090909091)","(8.0, 13.0, 12.533333333333333)","(71.0, 160.0, 117.14285714285714)","(3.9, 4.3, 4.18)"
11-01-2023 22:20:08.900612,"(4.8, 7.0, 6.873684210526315)","(12.0, 20.0, 19.954545454545453)","(13.0, 28.0, 27.636363636363637)","(4.0, 5.2, 5.11219512195122)","(3.6, 4.2, 4.090909090909091)","(8.0, 13.0, 12.333333333333334)","(71.0, 160.0, 117.14285714285714)","(3.9, 4.3, 4.18780487804878)"
11-01-2023 22:20:09.815267,"(4.8, 7.0, 6.925)","(12.0, 20.0, 19.954545454545453)","(13.0, 28.0, 26.333333333333332)","(4.0, 5.2, 5.121052631578947)","(3.6, 4.2, 4.090909090909091)","(8.0, 13.0, 12.548387096774194)","(71.0, 160.0, 117.14285714285714)","(3.9, 4.3, 4.18780487804878)"
11-01-2023 22:20:10.750905,"(4.8, 7.0, 6.925)","(12.0, 20.0, 19.954545454545453)","(13.0, 28.0, 26.75)","(4.0, 5.2, 5.128571428571428)","(3.6, 4.2, 4.090909090909091)","(8.0, 13.0, 11.928571428571429)","(71.0, 160.0, 117.14285714285714)","(3.9, 4.3, 4.151282051282051)"
11-01-2023 22:20:11.738987,"(4.8, 7.0, 6.88)","(12.0, 20.0, 19.970588235294116)","(13.0, 28.0, 26.75)","(4.0, 5.2, 5.164285714285715)","(3.6, 4.2, 4.090909090909091)","(8.0, 12.5, 11.928571428571429)","(71.0, 160.0, 117.14285714285714)","(3.9, 4.3, 4.1625)"
11-01-2023 22:20:12.673775,"(4.8, 6.8, 6.781818181818181)","(12.0, 20.0, 19.970588235294116)","(13.0, 28.0, 26.75)","(4.0, 5.3, 5.207692307692308)","(3.6, 4.2, 4.086956521739131)","(8.0, 12.5, 12.222222222222221)","(71.0, 160.0, 117.14285714285714)","(3.9, 4.3, 4.1625)"
11-01-2023 22:20:13.615236,"(4.8, 6.8, 6.777777777777778)","(12.0, 20.0, 19.970588235294116)","(13.0, 28.0, 26.75)","(4.0, 5.3, 5.233333333333333)","(3.6, 4.2, 4.086956521739131)","(8.0, 12.5, 12.222222222222221)","(71.0, 160.0, 117.14285714285714)","(3.9, 4.3, 4.1625)"
11-01-2023 22:20:14.576417,"(4.8, 6.8, 6.777777777777778)","(12.0, 20.0, 19.977272727272727)","(13.0, 28.0, 26.75)","(4.0, 5.3, 5.233333333333333)","(3.6, 4.2, 4.086956521739131)","(8.0, 12.5, 12.083333333333334)","(71.0, 160.0, 117.14285714285714)","(3.9, 4.3, 4.139024390243902)"
11-01-2023 22:20:15.505235,"(4.8, 6.8, 6.777777777777778)","(12.0, 20.0, 19.977272727272727)","(13.0, 28.0, 26.75)","(4.0, 5.3, 5.233333333333333)","(3.6, 4.2, 4.086956521739131)","(8.0, 12.5, 12.083333333333334)","(71.0, 160.0, 117.14285714285714)","(3.9, 4.3, 4.175471698113207)"
11-01-2023 22:20:16.481554,"(4.8, 6.8, 6.777777777777778)","(12.0, 20.0, 19.977272727272727)","(13.0, 28.0, 26.75)","(4.0, 5.3, 5.245454545454545)","(3.6, 4.2, 4.086956521739131)","(8.0, 12.5, 12.0)","(71.0, 160.0, 117.14285714285714)","(3.9, 4.3, 4.175471698113207)"
11-01-2023 22:20:17.419780,"(4.8, 6.8, 6.777777777777778)","(12.0, 22.0, 20.666666666666668)","(13.0, 28.0, 26.75)","(4.0, 5.3, 5.276)","(3.6, 4.2, 4.086956521739131)","(8.0, 12.5, 11.73076923076923)","(71.0, 160.0, 117.14285714285714)","(3.9, 4.3, 4.159574468085106)"
11-01-2023 22:20:18.368017,"(4.8, 7.0, 6.890909090909091)","(12.0, 22.0, 21.41176470588235)","(13.0, 28.0, 26.75)","(4.0, 5.3, 5.276)","(3.6, 4.2, 4.086956521739131)","(8.0, 12.5, 11.73076923076923)","(71.0, 160.0, 117.14285714285714)","(3.9, 4.3, 4.159574468085106)"
11-01-2023 22:20:19.334026,"(4.8, 7.0, 6.828571428571428)","(12.0, 22.0, 21.41176470588235)","(13.0, 28.0, 26.75)","(4.0, 5.4, 5.335714285714286)","(3.6, 4.2, 4.066666666666666)","(8.0, 12.5, 11.6875)","(71.0, 160.0, 117.14285714285714)","(3.9, 4.3, 4.213157894736843)"
11-01-2023 22:20:20.286917,"(4.8, 7.0, 6.890909090909091)","(12.0, 22.0, 21.444444444444443)","(13.0, 28.0, 26.75)","(4.0, 5.3, 5.2625)","(3.6, 4.2, 4.066666666666666)","(8.0, 12.5, 11.895348837209303)","(71.0, 160.0, 117.14285714285714)","(3.9, 4.3, 4.2093750000000005)"
11-01-2023 22:20:21.246897,"(4.8, 6.8, 6.55)","(12.0, 22.0, 21.583333333333332)","(13.0, 28.0, 26.75)","(4.0, 5.3, 5.267857142857142)","(3.6, 4.2, 4.066666666666666)","(8.0, 12.5, 11.895348837209303)","(71.0, 160.0, 117.14285714285714)","(3.9, 4.3, 4.2093750000000005)"
11-01-2023 22:20:22.202527,"(4.8, 6.8, 6.6)","(12.0, 22.0, 21.666666666666668)","(13.0, 28.0, 26.75)","(4.0, 5.3, 5.267857142857142)","(3.6, 4.2, 4.066666666666666)","(8.0, 12.5, 11.895348837209303)","(71.0, 160.0, 117.14285714285714)","(3.9, 4.3, 4.2093750000000005)"
11-01-2023 22:20:23.154307,"(4.8, 6.8, 6.6)","(12.0, 22.0, 21.451612903225808)","(13.0, 28.0, 25.692307692307693)","(4.0, 5.3, 5.267857142857142)","(3.6, 4.2, 4.066666666666666)","(8.0, 12.5, 11.895348837209303)","(71.0, 160.0, 117.14285714285714)","(3.9, 4.3, 4.2093750000000005)"
11-01-2023 22:20:24.105741,"(4.8, 6.8, 6.6)","(12.0, 22.0, 21.413793103448278)","(13.0, 28.0, 25.692307692307693)","(4.0, 5.3, 5.241666666666667)","(3.6, 4.3, 4.282608695652174)","(8.0, 12.5, 11.5)","(71.0, 160.0, 117.14285714285714)","(3.9, 4.3, 4.225641025641026)"
11-01-2023 22:20:25.035692,"(4.8, 6.8, 6.566666666666666)","(12.0, 21.0, 19.571428571428573)","(13.0, 28.0, 25.692307692307693)","(4.0, 5.3, 5.159459459459459)","(3.6, 4.3, 4.282608695652174)","(8.0, 12.0, 11.555555555555555)","(71.0, 160.0, 117.14285714285714)","(3.9, 4.3, 4.225641025641026)"
11-01-2023 22:20:25.995289,"(4.8, 6.8, 6.6)","(12.0, 21.0, 19.615384615384617)","(13.0, 28.0, 25.692307692307693)","(4.0, 5.3, 5.18)","(3.6, 4.3, 4.266666666666667)","(8.0, 12.0, 11.555555555555555)","(71.0, 160.0, 117.14285714285714)","(3.9, 4.3, 4.225641025641026)"
11-01-2023 22:20:26.938881,"(4.8, 6.8, 6.6571428571428575)","(12.0, 21.0, 19.22222222222222)","(13.0, 28.0, 25.692307692307693)","(4.0, 5.3, 5.18)","(3.6, 4.3, 4.264705882352941)","(8.0, 12.0, 11.578947368421053)","(71.0, 160.0, 117.14285714285714)","(3.9, 4.3, 4.225641025641026)"
11-01-2023 22:20:27.872632,"(4.8, 6.8, 6.6571428571428575)","(12.0, 21.0, 19.22222222222222)","(13.0, 28.0, 25.692307692307693)","(4.0, 5.3, 5.18)","(3.6, 4.3, 4.264705882352941)","(8.0, 12.0, 11.578947368421053)","(71.0, 160.0, 117.14285714285714)","(3.9, 4.3, 4.225641025641026)"
11-01-2023 22:20:28.828150,"(4.8, 6.8, 6.6571428571428575)","(12.0, 21.0, 19.571428571428573)","(13.0, 28.0, 25.692307692307693)","(4.0, 5.3, 5.18)","(3.6, 4.3, 4.264705882352941)","(8.0, 12.0, 11.578947368421053)","(71.0, 160.0, 117.14285714285714)","(3.9, 4.3, 4.225641025641026)"
11-01-2023 22:20:29.761715,"(4.8, 6.8, 6.6571428571428575)","(12.0, 21.0, 19.8)","(13.0, 28.0, 25.692307692307693)","(4.0, 5.2, 5.1454545454545455)","(3.6, 4.3, 4.264705882352941)","(8.0, 12.0, 11.578947368421053)","(71.0, 160.0, 117.14285714285714)","(3.9, 4.3, 4.225641025641026)"
11-01-2023 22:20:30.692112,"(4.8, 6.8, 6.6571428571428575)","(12.0, 21.0, 19.65)","(13.0, 28.0, 25.692307692307693)","(4.0, 5.2, 5.085714285714285)","(3.6, 4.3, 4.264705882352941)","(8.0, 12.0, 11.733333333333333)","(71.0, 160.0, 118.33333333333333)","(3.9, 4.3, 4.235555555555556)"
11-01-2023 22:20:31.626999,"(4.8, 6.8, 6.6571428571428575)","(12.0, 21.0, 19.65)","(13.0, 28.0, 25.692307692307693)","(4.0, 5.2, 5.077419354838709)","(3.6, 4.4, 4.3277777777777775)","(8.0, 12.0, 11.741935483870968)","(71.0, 160.0, 117.14285714285714)","(3.9, 4.3, 4.235555555555556)"
11-01-2023 22:20:32.573317,"(4.8, 6.8, 6.6571428571428575)","(12.0, 20.0, 19.4375)","(13.0, 28.0, 25.692307692307693)","(4.0, 5.2, 5.145)","(3.6, 4.3, 4.227777777777778)","(8.0, 12.0, 11.741935483870968)","(71.0, 160.0, 130.0)","(3.9, 4.3, 4.238095238095238)"
11-01-2023 22:20:33.530504,"(4.8, 6.8, 6.6571428571428575)","(12.0, 19.5, 18.642857142857142)","(13.0, 28.0, 26.125)","(4.0, 5.2, 5.133333333333333)","(3.6, 4.3, 4.235)","(8.0, 12.0, 11.741935483870968)","(71.0, 160.0, 117.14285714285714)","(3.9, 4.3, 4.238095238095238)"
11-01-2023 22:20:34.472950,"(4.8, 6.8, 6.6571428571428575)","(12.0, 19.5, 18.642857142857142)","(13.0, 28.0, 26.125)","(4.0, 5.2, 5.176470588235294)","(3.6, 4.3, 4.227777777777778)","(8.0, 12.0, 11.741935483870968)","(71.0, 160.0, 117.14285714285714)","(3.9, 4.3, 4.225714285714286)"
11-01-2023 22:20:35.406305,"(4.8, 6.8, 6.6571428571428575)","(12.0, 19.5, 18.642857142857142)","(13.0, 28.0, 26.125)","(4.0, 5.2, 5.176470588235294)","(3.6, 4.3, 4.227777777777778)","(8.0, 12.0, 11.636363636363637)","(71.0, 160.0, 117.14285714285714)","(3.9, 4.3, 4.207142857142857)"
11-01-2023 22:20:36.377903,"(4.8, 6.8, 6.6571428571428575)","(12.0, 20.0, 18.6)","(13.0, 28.0, 26.125)","(4.0, 5.2, 5.176470588235294)","(3.6, 4.3, 4.227777777777778)","(8.0, 12.0, 11.636363636363637)","(71.0, 160.0, 117.14285714285714)","(3.9, 4.3, 4.206451612903226)"
11-01-2023 22:20:37.323521,"(4.8, 6.8, 6.6571428571428575)","(12.0, 20.0, 18.3)","(13.0, 28.0, 26.125)","(4.0, 5.2, 5.176470588235294)","(3.6, 4.3, 4.227777777777778)","(8.0, 12.0, 11.636363636363637)","(71.0, 160.0, 117.14285714285714)","(3.9, 4.3, 4.206451612903226)"
11-01-2023 22:20:38.299523,"(4.8, 6.8, 6.6571428571428575)","(12.0, 20.0, 18.3)","(13.0, 28.0, 26.125)","(4.0, 5.2, 5.176470588235294)","(3.6, 4.3, 4.227777777777778)","(8.0, 12.0, 11.636363636363637)","(71.0, 160.0, 117.14285714285714)","(3.9, 4.3, 4.206451612903226)"
11-01-2023 22:20:39.241779,"(4.8, 6.8, 6.6571428571428575)","(12.0, 20.0, 17.875)","(13.0, 28.0, 26.125)","(4.0, 5.2, 5.166666666666667)","(3.6, 4.3, 4.227777777777778)","(8.0, 12.0, 11.636363636363637)","(71.0, 160.0, 117.14285714285714)","(3.9, 4.3, 4.206451612903226)"
11-01-2023 22:20:40.207970,"(4.8, 6.8, 6.6571428571428575)","(12.0, 20.0, 17.875)","(13.0, 28.0, 26.125)","(4.0, 5.2, 5.13)","(3.6, 4.3, 4.227777777777778)","(8.0, 12.0, 11.5)","(71.0, 160.0, 117.14285714285714)","(3.9, 4.3, 4.207142857142857)"
11-01-2023 22:20:41.152187,"(4.8, 6.8, 6.6571428571428575)","(12.0, 20.0, 17.875)","(13.0, 28.0, 26.166666666666668)","(4.0, 5.2, 5.153333333333333)","(3.6, 4.3, 4.227777777777778)","(8.0, 12.0, 11.5)","(71.0, 160.0, 117.14285714285714)","(3.9, 4.3, 4.223529411764706)"
11-01-2023 22:20:42.129226,"(4.8, 6.8, 6.6571428571428575)","(12.0, 19.5, 18.59090909090909)","(13.0, 28.0, 25.63157894736842)","(4.0, 5.2, 5.157894736842105)","(3.6, 4.4, 4.272413793103449)","(8.0, 12.0, 11.363636363636363)","(71.0, 160.0, 117.14285714285714)","(3.9, 4.3, 4.22)"
11-01-2023 22:20:43.061245,"(4.8, 6.8, 6.65)","(12.0, 19.5, 18.166666666666668)","(14.0, 28.0, 26.26923076923077)","(4.0, 5.2, 5.147368421052632)","(3.6, 4.4, 4.307894736842105)","(8.0, 12.0, 11.363636363636363)","(61.0, 160.0, 117.14285714285714)","(3.8, 4.3, 4.22)"
11-01-2023 22:20:44.007666,"(4.8, 6.8, 6.65)","(12.0, 19.5, 18.59090909090909)","(14.0, 28.0, 26.333333333333332)","(4.0, 5.2, 5.121739130434783)","(3.6, 4.4, 4.307894736842105)","(8.0, 12.0, 11.363636363636363)","(61.0, 160.0, 117.14285714285714)","(3.8, 4.3, 4.22)"
11-01-2023 22:20:44.942489,"(4.8, 6.8, 6.6)","(12.0, 19.5, 18.59090909090909)","(14.0, 28.0, 26.333333333333332)","(4.0, 5.2, 5.121739130434783)","(3.6, 4.4, 4.307894736842105)","(8.0, 12.0, 11.363636363636363)","(61.0, 160.0, 117.14285714285714)","(3.8, 4.3, 4.221621621621622)"
11-01-2023 22:20:45.923093,"(4.8, 6.8, 6.6)","(12.0, 19.5, 18.59090909090909)","(14.0, 28.0, 26.565217391304348)","(4.0, 5.2, 5.107692307692308)","(3.6, 4.4, 4.307894736842105)","(8.0, 12.0, 11.44)","(61.0, 160.0, 117.14285714285714)","(3.8, 4.3, 4.221621621621622)"
11-01-2023 22:20:46.862477,"(4.8, 6.8, 6.6)","(12.0, 19.5, 17.833333333333332)","(14.0, 28.0, 26.565217391304348)","(4.0, 5.2, 5.107692307692308)","(3.6, 4.4, 4.307894736842105)","(8.0, 12.0, 11.44)","(61.0, 160.0, 118.33333333333333)","(3.8, 4.3, 4.221621621621622)"
11-01-2023 22:20:47.809991,"(4.8, 6.8, 6.6)","(12.0, 19.5, 17.833333333333332)","(14.0, 28.0, 26.565217391304348)","(4.0, 5.2, 5.107692307692308)","(3.6, 4.4, 4.307894736842105)","(8.0, 12.0, 11.44)","(61.0, 160.0, 118.33333333333333)","(3.8, 4.3, 4.221621621621622)"
11-01-2023 22:20:48.755596,"(4.8, 6.8, 6.6)","(12.0, 19.5, 17.833333333333332)","(14.0, 28.0, 26.565217391304348)","(4.0, 5.1, 5.05)","(3.6, 4.4, 4.277192982456141)","(8.0, 12.0, 11.44)","(61.0, 160.0, 117.14285714285714)","(3.8, 4.3, 4.221621621621622)"
11-01-2023 22:20:49.738195,"(4.8, 6.8, 6.65)","(12.0, 19.5, 17.833333333333332)","(14.0, 28.0, 26.565217391304348)","(4.0, 5.2, 5.094117647058823)","(3.6, 4.4, 4.270370370370371)","(8.0, 12.0, 11.44)","(61.0, 160.0, 117.14285714285714)","(3.8, 4.3, 4.221621621621622)"
11-01-2023 22:20:50.669938,"(4.8, 6.8, 6.65)","(12.0, 19.5, 17.833333333333332)","(14.0, 28.0, 26.565217391304348)","(4.0, 5.2, 5.05)","(3.6, 4.4, 4.270370370370371)","(8.0, 12.0, 11.3)","(61.0, 160.0, 117.14285714285714)","(3.8, 4.3, 4.221621621621622)"
11-01-2023 22:20:51.600542,"(4.8, 6.8, 6.6)","(12.0, 19.5, 17.833333333333332)","(14.0, 28.0, 26.565217391304348)","(4.0, 5.2, 5.08)","(3.6, 4.4, 4.3125)","(8.0, 12.0, 11.363636363636363)","(61.0, 160.0, 117.14285714285714)","(3.8, 4.3, 4.221621621621622)"
