,Alfano,Lamelo,Sacred Field,Ramones,Arion Story,Cake Baby,Anavinci,Fanagoria,Shes A Bad Girl,Coriolis
08-12-2022 14:33:29.391166,"(26.0, 42.0, 41.0)","(31.0, 55.0, 52.083333333333336)","(21.0, 40.0, 38.72)","(1.95, 2.1, 2.0696629213483146)","(51.0, 110.0, 106.25)","(101.0, 440.0, 353.3333333333333)","(4.0, 4.5, 4.403389830508475)","(7.5, 11.0, 10.547945205479452)","(9.0, 15.5, 14.777777777777779)","(13.0, 24.0, 22.9)"
08-12-2022 14:33:30.754506,"(26.0, 42.0, 41.0)","(31.0, 55.0, 52.083333333333336)","(21.0, 40.0, 38.72)","(1.95, 2.1, 2.0696629213483146)","(51.0, 110.0, 106.25)","(101.0, 440.0, 353.3333333333333)","(4.0, 4.5, 4.403389830508475)","(7.5, 11.0, 10.547945205479452)","(9.0, 15.5, 14.777777777777779)","(13.0, 24.0, 22.4)"
08-12-2022 14:33:32.176700,"(26.0, 42.0, 41.4)","(31.0, 55.0, 52.083333333333336)","(21.0, 40.0, 37.0)","(1.95, 2.1, 2.037765667574932)","(51.0, 110.0, 106.25)","(101.0, 440.0, 353.3333333333333)","(4.0, 4.5, 4.411627906976745)","(7.5, 11.0, 10.547945205479452)","(9.0, 15.5, 14.777777777777779)","(13.0, 24.0, 22.4)"
08-12-2022 14:33:33.591369,"(26.0, 42.0, 41.2)","(31.0, 55.0, 52.083333333333336)","(21.0, 40.0, 37.0)","(1.95, 2.04, 2.0378841309823676)","(51.0, 110.0, 108.75)","(101.0, 440.0, 353.3333333333333)","(4.0, 4.5, 4.35)","(7.5, 11.0, 10.547945205479452)","(9.0, 15.5, 14.777777777777779)","(13.0, 24.0, 22.4)"
08-12-2022 14:33:34.937248,"(26.0, 42.0, 41.2)","(31.0, 55.0, 52.083333333333336)","(21.0, 40.0, 37.0)","(1.95, 2.04, 2.037889447236181)","(51.0, 110.0, 108.75)","(101.0, 440.0, 353.3333333333333)","(4.0, 4.5, 4.35)","(7.5, 11.0, 10.547945205479452)","(9.0, 15.5, 14.777777777777779)","(13.0, 24.0, 22.4)"
08-12-2022 14:33:36.293941,"(26.0, 42.0, 41.2)","(31.0, 55.0, 52.083333333333336)","(21.0, 40.0, 37.0)","(1.95, 2.04, 2.0585454545454547)","(51.0, 110.0, 108.75)","(101.0, 440.0, 353.3333333333333)","(4.0, 4.5, 4.350980392156862)","(7.5, 11.0, 10.256410256410257)","(9.0, 15.5, 14.777777777777779)","(13.0, 24.0, 23.22222222222222)"
08-12-2022 14:33:37.667013,"(26.0, 42.0, 41.4)","(31.0, 55.0, 52.083333333333336)","(21.0, 40.0, 37.0)","(1.95, 2.06, 2.084347826086957)","(51.0, 110.0, 108.88888888888889)","(101.0, 440.0, 353.3333333333333)","(4.0, 4.5, 4.349006622516556)","(7.5, 10.5, 10.256410256410257)","(9.0, 15.5, 14.777777777777779)","(13.0, 24.0, 22.782608695652172)"
08-12-2022 14:33:39.139097,"(26.0, 42.0, 41.45454545454545)","(31.0, 55.0, 52.083333333333336)","(21.0, 40.0, 37.0)","(1.95, 2.1, 2.0856)","(51.0, 110.0, 108.88888888888889)","(101.0, 440.0, 353.3333333333333)","(4.0, 4.5, 4.350340136054422)","(7.5, 10.5, 10.256410256410257)","(9.0, 15.5, 14.777777777777779)","(13.0, 24.0, 23.0)"
08-12-2022 14:33:40.536801,"(26.0, 42.0, 40.5)","(31.0, 55.0, 52.083333333333336)","(21.0, 40.0, 37.0)","(1.95, 2.1, 2.0856)","(51.0, 110.0, 108.88888888888889)","(101.0, 440.0, 353.3333333333333)","(4.0, 4.5, 4.350340136054422)","(7.5, 10.5, 10.190217391304348)","(9.0, 15.5, 14.777777777777779)","(13.0, 24.0, 23.0)"
08-12-2022 14:33:41.860905,"(26.0, 42.0, 40.5)","(31.0, 55.0, 52.083333333333336)","(21.0, 40.0, 37.0)","(1.95, 2.1, 2.0856)","(51.0, 110.0, 108.88888888888889)","(101.0, 440.0, 353.3333333333333)","(4.0, 4.5, 4.350340136054422)","(7.5, 10.5, 10.190217391304348)","(9.0, 15.5, 14.777777777777779)","(13.0, 24.0, 23.0)"
08-12-2022 14:33:43.190908,"(26.0, 42.0, 40.5)","(31.0, 55.0, 52.083333333333336)","(21.0, 40.0, 37.0)","(1.95, 2.1, 2.069846153846154)","(51.0, 110.0, 108.88888888888889)","(101.0, 440.0, 353.3333333333333)","(4.0, 4.5, 4.350340136054422)","(7.5, 10.5, 10.53804347826087)","(9.0, 15.5, 14.777777777777779)","(13.0, 24.0, 23.0)"
08-12-2022 14:33:44.564926,"(26.0, 42.0, 40.5)","(31.0, 55.0, 52.083333333333336)","(21.0, 40.0, 37.0)","(1.95, 2.1, 2.069846153846154)","(51.0, 110.0, 108.88888888888889)","(101.0, 440.0, 353.3333333333333)","(4.0, 4.5, 4.350340136054422)","(7.5, 11.0, 10.533018867924529)","(9.0, 15.5, 14.777777777777779)","(13.0, 24.0, 23.0)"
08-12-2022 14:33:46.020920,"(26.0, 42.0, 38.57142857142857)","(31.0, 55.0, 52.41935483870968)","(21.0, 40.0, 39.42857142857143)","(1.95, 2.1, 2.0867692307692307)","(51.0, 110.0, 127.6923076923077)","(101.0, 440.0, 375.0)","(4.0, 4.5, 4.051136363636363)","(7.5, 11.0, 10.569444444444445)","(9.0, 15.5, 15.63888888888889)","(14.0, 24.0, 24.363636363636363)"
08-12-2022 14:33:47.428035,"(26.0, 48.0, 40.666666666666664)","(31.0, 55.0, 52.41935483870968)","(21.0, 42.0, 39.42857142857143)","(1.95, 2.12, 2.067328244274809)","(51.0, 140.0, 127.6923076923077)","(101.0, 440.0, 373.3333333333333)","(4.0, 4.3, 4.02803738317757)","(7.5, 11.0, 10.747967479674797)","(9.0, 16.0, 15.63888888888889)","(14.0, 25.0, 24.363636363636363)"
08-12-2022 14:33:48.822423,"(26.0, 48.0, 40.666666666666664)","(31.0, 55.0, 52.53846153846154)","(21.0, 42.0, 39.42857142857143)","(1.9, 2.08, 2.0456666666666665)","(51.0, 140.0, 127.6923076923077)","(101.0, 500.0, 355.0)","(4.0, 4.2, 4.046969696969697)","(7.5, 11.0, 10.747967479674797)","(9.0, 16.0, 15.63888888888889)","(14.0, 25.0, 24.705882352941178)"
08-12-2022 14:33:50.278784,"(26.0, 48.0, 40.666666666666664)","(31.0, 55.0, 52.53846153846154)","(21.0, 42.0, 39.42857142857143)","(1.9, 2.06, 2.0525974025974025)","(51.0, 140.0, 127.6923076923077)","(101.0, 490.0, 366.6666666666667)","(4.0, 4.2, 4.07037037037037)","(7.5, 11.0, 10.755905511811024)","(9.0, 16.0, 15.657894736842104)","(14.0, 26.0, 24.81081081081081)"
08-12-2022 14:33:51.712672,"(26.0, 48.0, 38.833333333333336)","(31.0, 55.0, 52.578125)","(21.0, 50.0, 48.857142857142854)","(1.9, 2.06, 2.0503496503496503)","(51.0, 140.0, 127.6923076923077)","(101.0, 480.0, 366.6666666666667)","(4.0, 4.2, 4.022222222222222)","(7.5, 11.0, 10.668539325842696)","(9.0, 16.0, 15.796875)","(14.0, 26.0, 28.4)"
08-12-2022 14:33:53.170314,"(26.0, 48.0, 41.63636363636363)","(31.0, 55.0, 52.075471698113205)","(21.0, 50.0, 48.0)","(1.9, 2.08, 2.0913669064748204)","(51.0, 140.0, 127.6923076923077)","(101.0, 480.0, 470.0)","(4.0, 4.2, 4.01796875)","(7.5, 11.0, 10.668539325842696)","(9.0, 17.0, 16.09090909090909)","(14.0, 30.0, 28.4)"
08-12-2022 14:33:54.475375,"(26.0, 46.0, 43.5)","(31.0, 55.0, 52.075471698113205)","(21.0, 50.0, 53.333333333333336)","(1.9, 2.1, 2.0913669064748204)","(51.0, 140.0, 127.6923076923077)","(101.0, 630.0, 357.5)","(4.0, 4.1, 4.0777777777777775)","(7.5, 11.0, 10.668539325842696)","(9.0, 17.0, 16.047619047619047)","(14.0, 30.0, 28.4)"
08-12-2022 14:33:55.782704,"(26.0, 46.0, 43.5)","(31.0, 55.0, 51.770833333333336)","(21.0, 55.0, 53.333333333333336)","(1.9, 2.1, 2.0913669064748204)","(51.0, 140.0, 127.6923076923077)","(101.0, 500.0, 370.0)","(4.0, 4.1, 4.0777777777777775)","(7.5, 11.0, 10.584507042253522)","(9.0, 17.0, 16.045454545454547)","(14.0, 30.0, 28.4)"
08-12-2022 14:33:57.118394,"(26.0, 48.0, 46.285714285714285)","(31.0, 55.0, 51.770833333333336)","(21.0, 55.0, 53.333333333333336)","(1.9, 2.1, 2.0913669064748204)","(51.0, 140.0, 127.6923076923077)","(101.0, 490.0, 442.0)","(4.0, 4.1, 4.0777777777777775)","(7.5, 11.0, 10.584507042253522)","(9.0, 17.0, 16.045454545454547)","(14.0, 30.0, 28.4)"
08-12-2022 14:33:58.459066,"(26.0, 48.0, 45.0)","(31.0, 55.0, 51.30952380952381)","(21.0, 55.0, 53.333333333333336)","(1.9, 2.1, 2.0913669064748204)","(51.0, 140.0, 127.6923076923077)","(101.0, 490.0, 442.0)","(4.0, 4.1, 4.0777777777777775)","(7.5, 11.0, 10.584507042253522)","(9.0, 17.0, 16.045454545454547)","(14.0, 30.0, 28.0)"
08-12-2022 14:33:59.854402,"(26.0, 48.0, 45.0)","(31.0, 55.0, 51.30952380952381)","(21.0, 55.0, 53.333333333333336)","(1.9, 2.1, 2.0913669064748204)","(51.0, 140.0, 127.6923076923077)","(101.0, 490.0, 442.0)","(4.0, 4.1, 4.0777777777777775)","(7.5, 11.0, 10.584507042253522)","(9.0, 17.0, 16.045454545454547)","(14.0, 29.0, 28.0)"
08-12-2022 14:34:01.088163,"(26.0, 48.0, 45.0)","(31.0, 55.0, 51.83673469387755)","(21.0, 60.0, 51.285714285714285)","(1.9, 2.1, 2.0796610169491525)","(51.0, 140.0, 127.6923076923077)","(101.0, 420.0, 378.0)","(4.0, 4.2, 4.041836734693877)","(7.5, 11.0, 10.584507042253522)","(9.0, 17.0, 15.875)","(14.0, 29.0, 28.0)"
08-12-2022 14:34:02.377227,"(26.0, 48.0, 45.0)","(31.0, 55.0, 51.83673469387755)","(21.0, 55.0, 51.75)","(1.9, 2.08, 2.0766666666666667)","(51.0, 140.0, 127.6923076923077)","(101.0, 410.0, 378.0)","(4.0, 4.2, 4.041836734693877)","(7.5, 11.0, 10.584507042253522)","(9.0, 17.0, 15.875)","(14.0, 29.0, 28.428571428571427)"
08-12-2022 14:34:03.720867,"(26.0, 48.0, 45.0)","(31.0, 55.0, 52.53968253968254)","(21.0, 55.0, 47.0)","(1.9, 2.08, 2.0601941747572816)","(51.0, 140.0, 127.6923076923077)","(101.0, 410.0, 378.0)","(4.0, 4.2, 4.041836734693877)","(7.5, 11.0, 10.584507042253522)","(9.0, 17.0, 15.875)","(14.0, 29.0, 27.636363636363637)"
08-12-2022 14:34:05.047915,"(26.0, 48.0, 47.0)","(31.0, 55.0, 52.53968253968254)","(21.0, 50.0, 47.0)","(1.9, 2.08, 2.0416541353383457)","(51.0, 140.0, 127.6923076923077)","(101.0, 410.0, 378.0)","(4.0, 4.2, 4.00431654676259)","(7.5, 11.0, 10.584507042253522)","(9.0, 17.0, 15.875)","(14.0, 28.0, 27.733333333333334)"
08-12-2022 14:34:06.409422,"(26.0, 50.0, 43.61702127659574)","(31.0, 55.0, 52.53968253968254)","(21.0, 50.0, 47.0)","(1.9, 2.08, 2.043375224416517)","(51.0, 140.0, 127.6923076923077)","(101.0, 410.0, 378.0)","(4.0, 4.3, 3.9075949367088607)","(7.5, 11.0, 10.584507042253522)","(9.0, 17.0, 16.16)","(14.0, 28.0, 27.75)"
08-12-2022 14:34:07.745904,"(26.0, 50.0, 43.61702127659574)","(31.0, 55.0, 52.53968253968254)","(21.0, 50.0, 47.0)","(1.9, 2.08, 2.0506818181818183)","(51.0, 140.0, 127.6923076923077)","(101.0, 410.0, 378.0)","(4.0, 4.3, 3.9582089552238804)","(7.5, 11.0, 10.584507042253522)","(9.0, 17.0, 16.16)","(14.0, 28.0, 27.75)"
08-12-2022 14:34:09.032576,"(26.0, 50.0, 43.61702127659574)","(31.0, 55.0, 52.53968253968254)","(21.0, 50.0, 47.0)","(1.9, 2.06, 2.0506818181818183)","(51.0, 140.0, 127.6923076923077)","(101.0, 410.0, 378.0)","(4.0, 4.2, 3.928723404255319)","(7.5, 11.0, 10.584507042253522)","(9.0, 17.0, 16.16)","(14.0, 28.0, 27.75)"
08-12-2022 14:34:10.324151,"(26.0, 50.0, 43.61702127659574)","(31.0, 55.0, 52.53968253968254)","(21.0, 50.0, 47.0)","(1.9, 2.06, 2.0506818181818183)","(61.0, 140.0, 127.6923076923077)","(101.0, 410.0, 378.0)","(3.9, 4.2, 3.9652173913043476)","(7.5, 11.0, 10.584507042253522)","(9.0, 17.0, 16.16)","(14.0, 28.0, 30.0)"
08-12-2022 14:34:11.564844,"(26.0, 50.0, 43.61702127659574)","(31.0, 55.0, 52.53968253968254)","(26.0, 50.0, 47.0)","(1.9, 2.06, 2.0506818181818183)","(61.0, 140.0, 127.6923076923077)","(101.0, 410.0, 378.0)","(3.9, 4.2, 3.943478260869565)","(7.5, 11.0, 10.71078431372549)","(9.0, 17.0, 16.16)","(14.0, 32.0, 31.166666666666668)"
08-12-2022 14:34:12.883172,"(26.0, 50.0, 43.61702127659574)","(31.0, 55.0, 52.53968253968254)","(26.0, 50.0, 47.0)","(1.9, 2.06, 2.0506818181818183)","(61.0, 140.0, 127.6923076923077)","(101.0, 410.0, 378.0)","(3.9, 4.1, 3.943478260869565)","(7.5, 11.0, 10.71078431372549)","(9.0, 17.0, 16.16)","(14.0, 32.0, 31.166666666666668)"
08-12-2022 14:34:14.139168,"(26.0, 50.0, 43.61702127659574)","(31.0, 55.0, 52.53968253968254)","(26.0, 50.0, 47.0)","(1.9, 2.06, 2.0440677966101695)","(61.0, 140.0, 127.6923076923077)","(101.0, 410.0, 378.0)","(3.9, 4.1, 3.943478260869565)","(7.5, 11.0, 10.71078431372549)","(9.0, 17.0, 16.16)","(14.0, 32.0, 28.85185185185185)"
08-12-2022 14:34:15.530219,"(26.0, 50.0, 43.61702127659574)","(31.0, 55.0, 52.720588235294116)","(26.0, 50.0, 46.72727272727273)","(1.9, 2.06, 2.0440677966101695)","(61.0, 140.0, 127.6923076923077)","(101.0, 410.0, 378.0)","(3.9, 4.1, 3.943478260869565)","(7.5, 11.0, 10.679347826086957)","(9.0, 17.0, 16.16)","(14.0, 32.0, 29.272727272727273)"
08-12-2022 14:34:16.899673,"(26.0, 50.0, 41.37931034482759)","(31.0, 55.0, 52.720588235294116)","(26.0, 50.0, 46.72727272727273)","(1.9, 2.06, 2.0440677966101695)","(61.0, 140.0, 127.6923076923077)","(101.0, 410.0, 378.0)","(3.9, 4.1, 3.943478260869565)","(7.5, 11.0, 10.590277777777779)","(10.0, 17.0, 16.16)","(14.0, 30.0, 29.272727272727273)"
08-12-2022 14:34:18.196627,"(26.0, 50.0, 42.64705882352941)","(31.0, 55.0, 52.720588235294116)","(26.0, 50.0, 46.72727272727273)","(1.9, 2.06, 2.0424844720496895)","(61.0, 140.0, 127.6923076923077)","(101.0, 410.0, 378.0)","(3.9, 4.1, 3.9499999999999997)","(7.5, 11.0, 10.590277777777779)","(10.0, 17.0, 16.16)","(14.0, 30.0, 29.272727272727273)"
08-12-2022 14:34:19.494873,"(26.0, 50.0, 42.64705882352941)","(31.0, 55.0, 52.720588235294116)","(26.0, 50.0, 46.72727272727273)","(1.9, 2.06, 2.042375)","(61.0, 140.0, 127.6923076923077)","(101.0, 410.0, 310.0)","(3.9, 4.1, 3.9499999999999997)","(7.5, 11.0, 10.590277777777779)","(10.0, 17.0, 16.16)","(14.0, 30.0, 28.454545454545453)"
08-12-2022 14:34:20.836357,"(26.0, 50.0, 42.64705882352941)","(31.0, 55.0, 52.720588235294116)","(26.0, 50.0, 41.0)","(1.9, 2.06, 2.042375)","(61.0, 140.0, 127.6923076923077)","(101.0, 410.0, 310.0)","(3.9, 4.1, 3.9499999999999997)","(7.5, 11.0, 10.590277777777779)","(10.0, 17.0, 16.16)","(14.0, 29.0, 28.454545454545453)"
08-12-2022 14:34:22.243276,"(26.0, 48.0, 47.2)","(31.0, 55.0, 52.720588235294116)","(26.0, 50.0, 41.0)","(1.9, 2.06, 2.042375)","(61.0, 140.0, 127.6923076923077)","(101.0, 410.0, 363.3333333333333)","(3.9, 4.1, 3.9499999999999997)","(7.5, 11.0, 10.741228070175438)","(10.0, 17.0, 16.16)","(14.0, 29.0, 28.076923076923077)"
08-12-2022 14:34:23.651259,"(26.0, 48.0, 47.2)","(31.0, 55.0, 52.720588235294116)","(26.0, 50.0, 41.0)","(1.9, 2.06, 2.042375)","(61.0, 140.0, 127.6923076923077)","(101.0, 410.0, 363.3333333333333)","(3.9, 4.1, 3.9499999999999997)","(7.5, 11.0, 10.741228070175438)","(10.0, 17.0, 16.045454545454547)","(14.0, 32.0, 29.46666666666667)"
08-12-2022 14:34:25.058503,"(26.0, 48.0, 47.0)","(31.0, 55.0, 52.720588235294116)","(26.0, 48.0, 39.1764705882353)","(1.9, 2.08, 2.0725284738041)","(61.0, 140.0, 126.66666666666667)","(101.0, 390.0, 368.0)","(3.9, 4.1, 3.9529411764705884)","(7.5, 11.0, 10.741228070175438)","(10.0, 17.0, 16.047619047619047)","(14.0, 30.0, 29.454545454545453)"
08-12-2022 14:34:26.458255,"(26.0, 48.0, 47.0)","(31.0, 55.0, 52.720588235294116)","(26.0, 48.0, 39.1764705882353)","(1.9, 2.08, 2.072830482115086)","(61.0, 140.0, 126.66666666666667)","(101.0, 390.0, 335.0)","(3.9, 4.0, 3.9529411764705884)","(7.5, 11.0, 10.635802469135802)","(10.0, 17.0, 16.285714285714285)","(14.0, 30.0, 29.454545454545453)"
08-12-2022 14:34:27.910212,"(26.0, 48.0, 46.666666666666664)","(31.0, 55.0, 52.720588235294116)","(26.0, 48.0, 39.1764705882353)","(1.9, 2.08, 2.072830482115086)","(61.0, 140.0, 126.66666666666667)","(101.0, 390.0, 370.0)","(3.9, 4.0, 3.9529411764705884)","(7.5, 11.0, 10.635802469135802)","(10.0, 17.0, 16.285714285714285)","(14.0, 30.0, 29.166666666666668)"
08-12-2022 14:34:29.282664,"(26.0, 48.0, 46.666666666666664)","(31.0, 55.0, 52.720588235294116)","(26.0, 48.0, 39.1764705882353)","(1.9, 2.08, 2.070649087221095)","(61.0, 140.0, 126.66666666666667)","(101.0, 390.0, 340.0)","(3.9, 4.0, 3.9529411764705884)","(7.5, 11.0, 10.635802469135802)","(10.0, 17.0, 16.285714285714285)","(14.0, 32.0, 29.166666666666668)"
08-12-2022 14:34:30.760100,"(26.0, 48.0, 46.666666666666664)","(31.0, 55.0, 52.720588235294116)","(26.0, 48.0, 40.63157894736842)","(1.9, 2.08, 2.0706598984771576)","(61.0, 140.0, 126.66666666666667)","(101.0, 390.0, 372.0)","(3.9, 4.0, 3.9971428571428573)","(7.5, 11.0, 10.738938053097344)","(10.0, 17.0, 16.285714285714285)","(14.0, 32.0, 31.333333333333332)"
08-12-2022 14:34:32.023419,"(26.0, 48.0, 46.666666666666664)","(31.0, 55.0, 52.720588235294116)","(26.0, 48.0, 40.63157894736842)","(1.9, 2.08, 2.0701918976545843)","(61.0, 140.0, 126.66666666666667)","(101.0, 390.0, 345.0)","(3.9, 4.1, 3.9971428571428573)","(7.5, 11.0, 10.738938053097344)","(10.0, 17.0, 16.285714285714285)","(14.0, 32.0, 31.23076923076923)"
08-12-2022 14:34:33.338709,"(26.0, 48.0, 46.666666666666664)","(31.0, 55.0, 52.53968253968254)","(26.0, 48.0, 40.63157894736842)","(1.9, 2.08, 2.0701918976545843)","(61.0, 140.0, 126.66666666666667)","(101.0, 390.0, 370.0)","(3.9, 4.1, 3.9971428571428573)","(7.5, 11.0, 10.738938053097344)","(10.0, 17.0, 16.285714285714285)","(14.0, 32.0, 31.0)"
08-12-2022 14:34:35.015786,"(26.0, 48.0, 46.0)","(31.0, 55.0, 52.53968253968254)","(26.0, 48.0, 39.1578947368421)","(1.9, 2.08, 2.070818363273453)","(61.0, 140.0, 127.6923076923077)","(101.0, 390.0, 370.0)","(3.9, 4.1, 3.9909090909090907)","(7.5, 11.0, 10.738938053097344)","(10.0, 17.0, 16.285714285714285)","(14.0, 32.0, 31.0)"
08-12-2022 14:34:37.844673,"(26.0, 48.0, 46.0)","(31.0, 55.0, 52.53968253968254)","(26.0, 46.0, 43.142857142857146)","(1.9, 2.08, 2.070818363273453)","(61.0, 140.0, 127.6923076923077)","(101.0, 410.0, 370.0)","(3.9, 4.1, 4.021311475409836)","(7.5, 11.0, 10.738938053097344)","(10.0, 17.0, 16.285714285714285)","(14.0, 32.0, 31.0)"
08-12-2022 14:34:39.583643,"(26.0, 48.0, 46.4)","(31.0, 55.0, 52.53968253968254)","(26.0, 46.0, 36.75)","(1.9, 2.08, 2.0689022919179734)","(61.0, 140.0, 127.6923076923077)","(101.0, 410.0, 370.0)","(3.9, 4.1, 3.9971428571428573)","(7.5, 11.0, 10.756198347107437)","(10.0, 17.0, 16.285714285714285)","(14.0, 32.0, 31.0)"
08-12-2022 14:34:41.301502,"(26.0, 48.0, 46.4)","(31.0, 55.0, 52.53968253968254)","(26.0, 48.0, 36.75)","(1.9, 2.08, 2.069777777777778)","(61.0, 140.0, 127.6923076923077)","(101.0, 410.0, 343.3333333333333)","(3.9, 4.1, 3.956)","(7.5, 11.0, 10.756198347107437)","(10.0, 17.0, 16.285714285714285)","(14.0, 32.0, 31.0)"
08-12-2022 14:34:42.905296,"(26.0, 48.0, 46.8)","(31.0, 55.0, 52.53968253968254)","(26.0, 48.0, 36.75)","(1.9, 2.08, 2.0419689119170985)","(61.0, 140.0, 127.6923076923077)","(101.0, 410.0, 364.0)","(3.9, 4.1, 4.032394366197183)","(7.5, 11.0, 10.754166666666666)","(10.0, 17.0, 16.608695652173914)","(14.0, 32.0, 31.0)"
08-12-2022 14:34:44.367743,"(26.0, 48.0, 46.0)","(31.0, 55.0, 52.58064516129032)","(26.0, 48.0, 37.333333333333336)","(1.9, 2.06, 2.042335025380711)","(61.0, 140.0, 128.57142857142858)","(101.0, 400.0, 340.0)","(3.9, 4.1, 4.055882352941176)","(7.5, 11.0, 10.758196721311476)","(10.0, 17.0, 16.625)","(15.0, 32.0, 30.857142857142858)"
08-12-2022 14:34:45.881334,"(26.0, 48.0, 46.0)","(31.0, 55.0, 52.58064516129032)","(26.0, 48.0, 37.333333333333336)","(1.9, 2.06, 2.0419689119170985)","(61.0, 140.0, 116.0)","(101.0, 400.0, 364.0)","(3.9, 4.1, 4.05)","(7.5, 11.0, 10.652941176470588)","(10.0, 17.0, 16.653846153846153)","(15.0, 32.0, 30.0)"
08-12-2022 14:34:47.492387,"(26.0, 48.0, 46.0)","(31.0, 55.0, 51.875)","(26.0, 48.0, 37.333333333333336)","(1.9, 2.06, 2.0419689119170985)","(61.0, 140.0, 116.0)","(101.0, 400.0, 340.0)","(3.9, 4.1, 4.05)","(7.5, 11.0, 10.652941176470588)","(10.0, 17.0, 16.653846153846153)","(15.0, 32.0, 30.0)"
08-12-2022 14:34:48.883366,"(26.0, 48.0, 46.0)","(31.0, 55.0, 51.73913043478261)","(26.0, 48.0, 37.333333333333336)","(1.9, 2.06, 2.0341263940520444)","(61.0, 140.0, 116.0)","(101.0, 400.0, 364.0)","(3.9, 4.1, 4.05)","(7.5, 11.0, 10.652941176470588)","(10.0, 17.0, 16.653846153846153)","(15.0, 32.0, 30.0)"
08-12-2022 14:34:50.352338,"(26.0, 48.0, 46.0)","(31.0, 55.0, 51.73913043478261)","(26.0, 48.0, 37.333333333333336)","(1.9, 2.06, 2.0556435643564357)","(61.0, 140.0, 116.0)","(101.0, 400.0, 340.0)","(3.9, 4.1, 4.05)","(7.5, 11.0, 10.79513888888889)","(10.0, 17.0, 16.653846153846153)","(15.0, 32.0, 30.0)"
08-12-2022 14:34:51.841813,"(26.0, 48.0, 46.0)","(31.0, 55.0, 51.73913043478261)","(26.0, 48.0, 37.333333333333336)","(1.9, 2.06, 2.0508333333333333)","(61.0, 140.0, 116.0)","(101.0, 400.0, 364.0)","(3.9, 4.1, 3.996875)","(7.5, 11.0, 10.63888888888889)","(10.0, 17.0, 16.653846153846153)","(15.0, 32.0, 30.0)"
08-12-2022 14:34:53.345258,"(26.0, 48.0, 46.0)","(31.0, 55.0, 50.714285714285715)","(26.0, 48.0, 37.333333333333336)","(1.9, 2.06, 2.057471264367816)","(61.0, 140.0, 116.0)","(101.0, 400.0, 340.0)","(3.9, 4.1, 3.986111111111111)","(7.5, 11.0, 10.63888888888889)","(10.0, 17.0, 16.653846153846153)","(15.0, 32.0, 30.0)"
08-12-2022 14:34:54.934942,"(26.0, 48.0, 46.666666666666664)","(31.0, 55.0, 51.59090909090909)","(21.0, 48.0, 37.333333333333336)","(1.9, 2.06, 2.057471264367816)","(61.0, 140.0, 116.0)","(101.0, 400.0, 364.0)","(3.9, 4.1, 3.9569767441860466)","(7.5, 11.0, 10.63888888888889)","(10.0, 17.0, 16.653846153846153)","(15.0, 32.0, 30.0)"
08-12-2022 14:34:56.348772,"(26.0, 48.0, 46.666666666666664)","(31.0, 55.0, 51.59090909090909)","(21.0, 48.0, 37.333333333333336)","(1.9, 2.06, 2.057471264367816)","(61.0, 140.0, 116.0)","(101.0, 400.0, 340.0)","(3.9, 4.1, 3.9540540540540543)","(7.5, 11.0, 10.461538461538462)","(10.0, 17.0, 16.653846153846153)","(15.0, 32.0, 30.0)"
08-12-2022 14:34:57.698219,"(26.0, 48.0, 47.5)","(31.0, 55.0, 51.59090909090909)","(21.0, 48.0, 37.333333333333336)","(1.9, 2.06, 2.057471264367816)","(61.0, 140.0, 116.0)","(101.0, 400.0, 364.0)","(3.9, 4.1, 3.9535714285714287)","(7.5, 11.0, 10.461538461538462)","(10.0, 17.0, 16.653846153846153)","(15.0, 32.0, 30.0)"
08-12-2022 14:34:59.050521,"(26.0, 48.0, 47.5)","(31.0, 55.0, 51.59090909090909)","(21.0, 48.0, 37.333333333333336)","(1.9, 2.06, 2.057471264367816)","(61.0, 140.0, 116.0)","(101.0, 400.0, 364.0)","(3.9, 4.1, 3.9535714285714287)","(7.5, 11.0, 10.461538461538462)","(10.0, 17.0, 16.653846153846153)","(15.0, 32.0, 30.0)"
08-12-2022 14:35:00.673181,"(26.0, 48.0, 46.666666666666664)","(31.0, 55.0, 63.333333333333336)","(21.0, 48.0, 37.333333333333336)","(1.9, 2.06, 2.057471264367816)","(61.0, 140.0, 116.0)","(101.0, 400.0, 340.0)","(3.9, 4.1, 3.9379310344827587)","(7.5, 11.0, 10.461538461538462)","(10.0, 17.0, 16.653846153846153)","(15.0, 32.0, 30.0)"
08-12-2022 14:35:02.099401,"(26.0, 48.0, 46.666666666666664)","(31.0, 80.0, 67.85714285714286)","(21.0, 48.0, 37.333333333333336)","(1.9, 2.06, 2.053529411764706)","(61.0, 140.0, 116.0)","(101.0, 400.0, 364.0)","(3.9, 3.95, 3.9293333333333336)","(7.5, 11.0, 10.461538461538462)","(10.0, 17.0, 16.571428571428573)","(15.0, 32.0, 30.0)"
08-12-2022 14:35:03.537356,"(26.0, 48.0, 46.666666666666664)","(31.0, 80.0, 77.0)","(26.0, 48.0, 41.0)","(1.9, 2.06, 2.0507692307692307)","(61.0, 140.0, 130.0)","(101.0, 400.0, 364.0)","(3.9, 3.95, 3.9204081632653063)","(7.5, 11.0, 10.461538461538462)","(10.0, 17.0, 16.571428571428573)","(15.0, 32.0, 31.25)"
