,Arctic Rocket,Devilicious,Flying Dubawi,Gold Counter,Sunday Bell,Dastani,Dubai Bound,Hubie Dubie,Lanks,Pleasing Surprise,State Capital,Creedemption,Craigs My Boy,Elite Choice
12-01-2023 13:01:26.527176,"(61.0, 200.0, 183.33333333333334)","(1.8, 1.92, 1.919189189189189)","(41.0, 130.0, 124.0)","(11.0, 15.5, 13.9)","(91.0, 230.0, 220.0)","(11.0, 17.5, 16.6)","(31.0, 140.0, 127.72727272727272)","(4.6, 4.9, 4.795431472081218)","(13.0, 17.0, 16.583333333333332)","(71.0, 160.0, 152.38095238095238)","(16.0, 28.0, 27.25)","(51.0, 200.0, 181.25)","(101.0, 230.0, 185.0)","(91.0, 490.0, 323.3333333333333)"
12-01-2023 13:01:28.172819,"(61.0, 200.0, 183.33333333333334)","(1.8, 1.92, 1.945859375)","(41.0, 130.0, 124.0)","(11.0, 15.5, 13.9)","(91.0, 230.0, 220.0)","(11.0, 17.0, 16.6)","(31.0, 140.0, 127.72727272727272)","(4.6, 4.9, 4.795431472081218)","(13.0, 17.0, 16.38888888888889)","(71.0, 160.0, 152.38095238095238)","(16.0, 28.0, 26.8)","(51.0, 200.0, 181.25)","(101.0, 230.0, 185.0)","(91.0, 510.0, 375.0)"
12-01-2023 13:01:29.821609,"(61.0, 200.0, 165.0)","(1.8, 1.95, 1.945450643776824)","(41.0, 130.0, 124.0)","(11.0, 15.0, 13.583333333333334)","(91.0, 230.0, 220.0)","(11.0, 17.0, 16.6)","(31.0, 140.0, 123.125)","(4.6, 4.9, 4.825613079019074)","(13.0, 17.0, 16.424242424242426)","(71.0, 160.0, 142.22222222222223)","(16.0, 28.0, 26.307692307692307)","(51.0, 200.0, 181.0)","(101.0, 230.0, 185.0)","(91.0, 510.0, 375.0)"
12-01-2023 13:01:31.512505,"(61.0, 190.0, 165.0)","(1.8, 1.95, 1.9406194690265486)","(41.0, 130.0, 124.0)","(11.0, 14.0, 13.4)","(91.0, 230.0, 220.0)","(11.0, 17.0, 16.6)","(31.0, 140.0, 127.72727272727272)","(4.6, 5.0, 4.825613079019074)","(13.0, 17.0, 16.363636363636363)","(71.0, 160.0, 138.1818181818182)","(16.0, 28.0, 26.307692307692307)","(51.0, 190.0, 143.63636363636363)","(101.0, 230.0, 185.0)","(91.0, 510.0, 330.0)"
12-01-2023 13:01:33.252752,"(61.0, 180.0, 149.0909090909091)","(1.8, 1.95, 1.9403636363636363)","(41.0, 130.0, 124.0)","(11.0, 14.0, 13.25)","(91.0, 230.0, 220.0)","(11.0, 17.0, 16.6)","(31.0, 140.0, 127.72727272727272)","(4.6, 5.0, 4.825613079019074)","(13.0, 17.0, 16.681818181818183)","(71.0, 160.0, 138.1818181818182)","(16.0, 28.0, 26.307692307692307)","(51.0, 180.0, 152.5)","(101.0, 230.0, 185.0)","(91.0, 490.0, 325.0)"
12-01-2023 13:01:34.987883,"(61.0, 160.0, 146.66666666666666)","(1.8, 1.95, 1.9403636363636363)","(41.0, 130.0, 124.0)","(11.0, 14.0, 13.25)","(91.0, 230.0, 220.0)","(11.0, 17.0, 16.6)","(31.0, 140.0, 127.72727272727272)","(4.6, 5.0, 4.825613079019074)","(13.0, 17.0, 16.681818181818183)","(71.0, 160.0, 138.1818181818182)","(16.0, 28.0, 26.307692307692307)","(51.0, 170.0, 152.5)","(101.0, 230.0, 185.0)","(91.0, 470.0, 357.5)"
12-01-2023 13:01:36.712694,"(61.0, 170.0, 146.66666666666666)","(1.8, 1.95, 1.9403636363636363)","(41.0, 130.0, 124.0)","(11.0, 14.0, 12.909090909090908)","(91.0, 230.0, 220.0)","(11.0, 17.0, 16.6)","(31.0, 140.0, 127.72727272727272)","(4.6, 5.0, 4.823848238482385)","(13.0, 17.0, 16.66)","(71.0, 160.0, 138.1818181818182)","(16.0, 28.0, 26.307692307692307)","(51.0, 170.0, 152.5)","(101.0, 230.0, 185.0)","(91.0, 890.0, 357.5)"
12-01-2023 13:01:38.416887,"(61.0, 170.0, 140.0)","(1.8, 1.95, 1.9111513859275053)","(51.0, 130.0, 124.0)","(11.0, 14.0, 12.73076923076923)","(91.0, 230.0, 220.0)","(11.0, 17.0, 16.875)","(31.0, 140.0, 127.72727272727272)","(4.6, 5.0, 4.823848238482385)","(13.0, 17.0, 16.828767123287673)","(71.0, 160.0, 137.77777777777777)","(16.0, 28.0, 26.307692307692307)","(51.0, 170.0, 152.5)","(101.0, 230.0, 187.14285714285714)","(91.0, 890.0, 350.0)"
12-01-2023 13:01:40.109669,"(61.0, 160.0, 146.66666666666666)","(1.8, 1.93, 1.9140425531914893)","(51.0, 130.0, 124.0)","(11.0, 13.5, 12.6875)","(91.0, 230.0, 220.0)","(11.0, 17.0, 16.833333333333332)","(31.0, 140.0, 123.125)","(4.6, 5.0, 4.8346055979643765)","(13.0, 18.5, 17.285714285714285)","(71.0, 160.0, 128.0)","(16.0, 28.0, 26.307692307692307)","(51.0, 170.0, 152.5)","(101.0, 230.0, 187.14285714285714)","(91.0, 510.0, 456.6666666666667)"
12-01-2023 13:01:41.897552,"(61.0, 170.0, 144.0)","(1.8, 1.92, 1.921010752688172)","(51.0, 130.0, 124.0)","(11.0, 13.5, 13.441176470588236)","(91.0, 230.0, 220.0)","(11.0, 17.0, 16.833333333333332)","(31.0, 140.0, 123.125)","(4.6, 5.0, 4.813753581661891)","(13.0, 18.0, 17.285714285714285)","(71.0, 160.0, 128.0)","(16.0, 28.0, 24.73913043478261)","(51.0, 170.0, 152.5)","(101.0, 230.0, 187.14285714285714)","(91.0, 500.0, 260.0)"
12-01-2023 13:01:43.569407,"(61.0, 210.0, 142.0)","(1.8, 1.93, 1.9081151832460732)","(51.0, 130.0, 124.0)","(11.0, 13.5, 13.9375)","(91.0, 230.0, 220.0)","(11.0, 17.0, 16.75)","(31.0, 140.0, 123.125)","(4.6, 5.0, 4.805389221556886)","(13.0, 18.0, 17.55)","(71.0, 160.0, 144.0)","(16.0, 28.0, 24.857142857142858)","(51.0, 170.0, 158.33333333333331)","(101.0, 230.0, 185.0)","(91.0, 480.0, 293.3333333333333)"
12-01-2023 13:01:45.303790,"(61.0, 190.0, 156.66666666666666)","(1.8, 1.93, 1.9145783132530119)","(51.0, 130.0, 124.0)","(11.0, 14.0, 13.941176470588236)","(91.0, 230.0, 220.0)","(11.0, 17.0, 16.75)","(31.0, 140.0, 123.125)","(4.6, 5.0, 5.182608695652174)","(13.0, 18.0, 17.282608695652172)","(71.0, 160.0, 144.0)","(16.0, 27.0, 24.307692307692307)","(51.0, 170.0, 152.85714285714286)","(101.0, 400.0, 272.5)","(91.0, 510.0, 355.0)"
12-01-2023 13:01:46.977571,"(61.0, 180.0, 150.0)","(1.8, 1.92, 1.9016326530612244)","(51.0, 130.0, 124.0)","(11.0, 14.0, 13.951456310679612)","(91.0, 230.0, 225.0)","(11.0, 17.0, 15.6)","(31.0, 140.0, 128.0)","(4.6, 5.2, 5.130434782608695)","(13.0, 18.0, 17.38888888888889)","(71.0, 160.0, 147.5)","(16.0, 27.0, 24.142857142857142)","(51.0, 170.0, 158.88888888888889)","(101.0, 400.0, 390.0)","(91.0, 510.0, 375.0)"
12-01-2023 13:01:48.889394,"(61.0, 170.0, 150.0)","(1.8, 1.92, 1.9116666666666666)","(51.0, 130.0, 124.0)","(11.0, 14.0, 13.916666666666666)","(91.0, 230.0, 225.0)","(11.0, 16.5, 15.3)","(31.0, 140.0, 128.0)","(4.6, 5.2, 5.130434782608695)","(13.0, 18.0, 17.38888888888889)","(71.0, 160.0, 143.33333333333334)","(16.0, 27.0, 23.666666666666668)","(51.0, 170.0, 158.88888888888889)","(101.0, 540.0, 374.2857142857143)","(91.0, 510.0, 420.0)"
12-01-2023 13:01:50.857207,"(61.0, 160.0, 148.0)","(1.8, 1.92, 1.9022)","(51.0, 130.0, 124.0)","(11.0, 14.0, 13.946236559139784)","(91.0, 230.0, 225.0)","(11.0, 15.5, 15.125)","(31.0, 140.0, 128.0)","(4.6, 5.2, 5.133333333333333)","(13.0, 18.0, 17.467741935483872)","(71.0, 160.0, 143.33333333333334)","(17.0, 27.0, 23.666666666666668)","(51.0, 170.0, 158.88888888888889)","(101.0, 520.0, 320.0)","(91.0, 510.0, 420.0)"
12-01-2023 13:01:52.766642,"(61.0, 160.0, 165.71428571428572)","(1.8, 1.91, 1.9030357142857142)","(51.0, 130.0, 124.0)","(11.0, 14.0, 13.946236559139784)","(91.0, 230.0, 225.0)","(11.0, 15.5, 15.125)","(31.0, 140.0, 128.0)","(4.6, 5.2, 5.133333333333333)","(13.0, 18.0, 17.541666666666668)","(71.0, 160.0, 143.33333333333334)","(17.0, 27.0, 23.666666666666668)","(51.0, 170.0, 158.88888888888889)","(101.0, 500.0, 335.0)","(91.0, 510.0, 420.0)"
12-01-2023 13:01:54.666796,"(61.0, 200.0, 162.0)","(1.8, 1.91, 1.8943396226415092)","(51.0, 130.0, 124.0)","(11.0, 14.0, 13.946236559139784)","(91.0, 230.0, 225.0)","(11.0, 15.5, 15.125)","(31.0, 140.0, 128.0)","(4.6, 5.2, 5.167441860465116)","(13.0, 18.0, 17.541666666666668)","(71.0, 160.0, 143.33333333333334)","(16.0, 27.0, 23.666666666666668)","(51.0, 170.0, 158.88888888888889)","(101.0, 470.0, 365.0)","(91.0, 490.0, 302.5)"
12-01-2023 13:01:56.600675,"(61.0, 180.0, 146.92307692307693)","(1.8, 1.9, 1.8905444126074498)","(51.0, 130.0, 124.0)","(11.0, 14.0, 13.9438202247191)","(101.0, 230.0, 225.0)","(12.0, 15.5, 15.125)","(41.0, 140.0, 128.0)","(4.4, 5.2, 5.182926829268292)","(13.0, 18.0, 17.61627906976744)","(71.0, 160.0, 147.5)","(16.0, 27.0, 24.18181818181818)","(51.0, 170.0, 158.88888888888889)","(101.0, 470.0, 314.0)","(101.0, 490.0, 326.6666666666667)"
12-01-2023 13:01:58.283945,"(61.0, 170.0, 153.33333333333334)","(1.8, 1.9, 1.8895890410958902)","(51.0, 130.0, 124.0)","(11.0, 14.0, 13.642857142857142)","(101.0, 230.0, 225.0)","(12.0, 15.5, 15.178571428571429)","(41.0, 140.0, 129.0909090909091)","(4.4, 5.2, 5.170930232558139)","(13.0, 18.0, 17.083333333333332)","(71.0, 160.0, 146.66666666666669)","(16.0, 26.0, 21.416666666666668)","(51.0, 170.0, 158.88888888888889)","(101.0, 430.0, 330.0)","(101.0, 460.0, 302.5)"
12-01-2023 13:02:00.036456,"(61.0, 200.0, 170.0)","(1.8, 1.89, 1.8765185185185185)","(51.0, 130.0, 122.5)","(11.0, 14.0, 13.642857142857142)","(101.0, 230.0, 225.0)","(12.0, 15.5, 15.178571428571429)","(41.0, 140.0, 117.5)","(4.4, 5.2, 5.222727272727273)","(13.0, 18.0, 17.083333333333332)","(71.0, 160.0, 128.0)","(16.0, 26.0, 23.25)","(51.0, 170.0, 158.88888888888889)","(101.0, 430.0, 374.0)","(101.0, 460.0, 355.0)"
12-01-2023 13:02:01.804311,"(61.0, 190.0, 155.71428571428572)","(1.8, 1.89, 1.871279069767442)","(51.0, 130.0, 122.5)","(11.0, 14.0, 13.945652173913043)","(101.0, 230.0, 225.0)","(12.0, 15.5, 15.15)","(41.0, 140.0, 117.5)","(4.4, 5.4, 5.244776119402985)","(13.0, 18.0, 17.641304347826086)","(71.0, 160.0, 147.5)","(16.0, 26.0, 22.77777777777778)","(51.0, 170.0, 143.33333333333334)","(101.0, 430.0, 336.6666666666667)","(101.0, 460.0, 320.0)"
12-01-2023 13:02:03.530528,"(61.0, 190.0, 146.66666666666666)","(1.8, 1.88, 1.8676470588235294)","(51.0, 130.0, 122.5)","(11.0, 14.0, 13.956043956043956)","(101.0, 230.0, 273.3333333333333)","(12.0, 15.5, 15.1875)","(41.0, 140.0, 155.0)","(4.4, 5.5, 5.259154929577465)","(13.0, 18.0, 17.641304347826086)","(71.0, 210.0, 138.0)","(16.0, 25.0, 22.77777777777778)","(51.0, 170.0, 150.0)","(101.0, 430.0, 336.6666666666667)","(101.0, 460.0, 407.5)"
12-01-2023 13:02:05.241775,"(61.0, 180.0, 155.0)","(1.8, 1.88, 1.8666415094339623)","(51.0, 130.0, 122.5)","(11.0, 14.0, 13.928571428571429)","(101.0, 380.0, 246.66666666666666)","(12.0, 15.5, 15.307692307692308)","(41.0, 160.0, 155.0)","(4.4, 5.5, 5.4158536585365855)","(13.0, 18.0, 17.633333333333333)","(71.0, 210.0, 173.33333333333334)","(16.0, 25.0, 23.076923076923077)","(51.0, 170.0, 180.0)","(101.0, 430.0, 336.6666666666667)","(101.0, 460.0, 333.3333333333333)"
12-01-2023 13:02:06.985168,"(61.0, 180.0, 159.0909090909091)","(1.75, 1.88, 1.8674911660777385)","(51.0, 130.0, 122.5)","(11.0, 14.5, 14.029411764705882)","(101.0, 380.0, 235.0)","(12.0, 15.5, 15.307692307692308)","(41.0, 160.0, 125.88235294117646)","(4.4, 5.5, 5.317647058823529)","(13.0, 18.0, 17.3125)","(71.0, 200.0, 154.28571428571428)","(16.0, 25.0, 21.846153846153847)","(51.0, 220.0, 157.5)","(101.0, 430.0, 305.0)","(101.0, 460.0, 340.0)"
12-01-2023 13:02:08.779729,"(61.0, 170.0, 210.0)","(1.75, 1.88, 1.870056179775281)","(51.0, 130.0, 122.5)","(11.0, 14.5, 14.119047619047619)","(101.0, 370.0, 263.3333333333333)","(12.0, 15.5, 15.307692307692308)","(41.0, 140.0, 125.88235294117646)","(4.4, 5.4, 5.315384615384615)","(13.0, 18.0, 17.3125)","(71.0, 160.0, 145.0)","(16.0, 23.0, 21.2)","(51.0, 210.0, 165.71428571428572)","(101.0, 280.0, 243.63636363636363)","(101.0, 460.0, 340.0)"
12-01-2023 13:02:10.562330,"(71.0, 230.0, 179.23076923076923)","(1.7, 1.88, 1.8725)","(61.0, 130.0, 112.5)","(11.0, 14.5, 14.222222222222221)","(101.0, 350.0, 256.6666666666667)","(12.0, 15.5, 15.4)","(51.0, 140.0, 125.38461538461539)","(4.4, 5.4, 5.394845360824743)","(14.0, 18.0, 17.571428571428573)","(81.0, 160.0, 137.5)","(18.0, 22.0, 20.857142857142858)","(71.0, 200.0, 168.0)","(101.0, 280.0, 216.66666666666669)","(101.0, 460.0, 353.3333333333333)"
12-01-2023 13:02:12.397125,"(71.0, 210.0, 178.125)","(1.7, 1.88, 1.859827915869981)","(61.0, 130.0, 145.0)","(11.0, 15.0, 14.571428571428571)","(101.0, 330.0, 253.33333333333334)","(12.0, 15.5, 15.823529411764707)","(51.0, 130.0, 122.0)","(4.4, 5.5, 5.390322580645162)","(14.0, 18.0, 17.6)","(81.0, 160.0, 145.0)","(17.0, 22.0, 21.0)","(71.0, 180.0, 153.33333333333334)","(101.0, 260.0, 232.0)","(101.0, 460.0, 353.3333333333333)"
12-01-2023 13:02:14.128144,"(71.0, 200.0, 148.33333333333334)","(1.7, 1.86, 1.8408450704225352)","(61.0, 170.0, 130.0)","(11.0, 15.0, 14.583333333333334)","(101.0, 320.0, 242.5)","(12.0, 16.5, 15.66)","(51.0, 130.0, 136.0)","(4.4, 5.5, 5.31025641025641)","(14.0, 18.0, 17.863636363636363)","(81.0, 160.0, 184.44444444444446)","(17.0, 22.0, 21.68181818181818)","(71.0, 180.0, 155.0)","(101.0, 260.0, 246.0)","(101.0, 450.0, 375.0)"
12-01-2023 13:02:15.967275,"(71.0, 190.0, 183.33333333333334)","(1.7, 1.85, 1.8408904109589042)","(61.0, 160.0, 144.0)","(11.0, 15.0, 14.65625)","(101.0, 310.0, 233.33333333333334)","(12.0, 16.5, 15.916666666666666)","(51.0, 140.0, 147.0)","(4.4, 5.5, 5.302222222222222)","(14.0, 18.0, 17.884615384615383)","(81.0, 200.0, 177.14285714285714)","(17.0, 22.0, 19.8125)","(71.0, 170.0, 191.42857142857144)","(101.0, 260.0, 233.63636363636363)","(91.0, 460.0, 385.0)"
12-01-2023 13:02:17.616930,"(71.0, 190.0, 183.33333333333334)","(1.7, 1.85, 1.8407575757575758)","(61.0, 150.0, 144.0)","(11.0, 15.0, 14.642857142857142)","(101.0, 300.0, 255.0)","(12.0, 16.0, 15.725806451612904)","(51.0, 150.0, 157.5)","(4.4, 5.4, 5.302752293577981)","(14.0, 18.0, 17.916666666666668)","(81.0, 190.0, 208.46153846153845)","(17.0, 22.0, 19.884615384615383)","(71.0, 230.0, 179.4736842105263)","(101.0, 240.0, 226.36363636363637)","(91.0, 460.0, 360.0)"
12-01-2023 13:02:19.340467,"(71.0, 230.0, 175.0)","(1.7, 1.85, 1.8410638297872342)","(61.0, 150.0, 166.15384615384616)","(12.0, 15.0, 14.944444444444445)","(101.0, 290.0, 328.57142857142856)","(12.0, 16.5, 15.642857142857142)","(51.0, 160.0, 178.0)","(4.4, 5.4, 5.234375)","(14.0, 18.0, 17.954545454545453)","(81.0, 230.0, 190.0)","(17.0, 20.0, 19.75)","(61.0, 220.0, 165.0)","(101.0, 240.0, 226.36363636363637)","(101.0, 460.0, 360.0)"
12-01-2023 13:02:21.001873,"(71.0, 220.0, 187.27272727272728)","(1.7, 1.85, 1.8410416666666667)","(61.0, 170.0, 143.33333333333334)","(12.0, 15.5, 14.535714285714286)","(101.0, 410.0, 293.75)","(12.0, 16.5, 15.642857142857142)","(51.0, 190.0, 178.0)","(4.4, 5.4, 5.237547892720307)","(14.0, 18.0, 17.428571428571427)","(81.0, 220.0, 191.57894736842104)","(17.0, 20.0, 19.75)","(61.0, 220.0, 165.0)","(101.0, 270.0, 220.0)","(101.0, 450.0, 385.0)"
12-01-2023 13:02:22.759739,"(71.0, 220.0, 180.0)","(1.7, 1.85, 1.8410416666666667)","(61.0, 170.0, 144.28571428571428)","(12.0, 15.5, 14.75)","(101.0, 400.0, 320.0)","(12.0, 16.5, 15.642857142857142)","(51.0, 190.0, 178.0)","(4.4, 5.4, 5.2406015037593985)","(14.0, 17.5, 17.428571428571427)","(81.0, 220.0, 191.57894736842104)","(17.0, 20.0, 20.6875)","(61.0, 220.0, 177.22222222222223)","(101.0, 270.0, 251.42857142857144)","(101.0, 440.0, 360.0)"
12-01-2023 13:02:24.536479,"(71.0, 210.0, 190.0)","(1.7, 1.85, 1.8344206008583692)","(61.0, 170.0, 143.33333333333334)","(12.0, 15.5, 14.857142857142858)","(101.0, 380.0, 292.0)","(12.0, 16.5, 15.75)","(51.0, 190.0, 178.0)","(4.4, 5.4, 5.260674157303371)","(14.0, 17.5, 17.439393939393938)","(81.0, 220.0, 190.0)","(17.0, 22.0, 20.125)","(61.0, 220.0, 185.0)","(101.0, 260.0, 252.5)","(101.0, 1000.0, 660.0)"
12-01-2023 13:02:26.233787,"(81.0, 230.0, 159.23076923076923)","(1.7, 1.84, 1.8363953488372093)","(61.0, 170.0, 148.57142857142858)","(12.0, 15.5, 15.209677419354838)","(101.0, 370.0, 305.0)","(12.0, 16.5, 15.9)","(61.0, 190.0, 178.0)","(4.4, 5.3, 5.510810810810811)","(14.0, 17.5, 17.483333333333334)","(81.0, 220.0, 190.0)","(17.0, 22.0, 19.9)","(71.0, 470.0, 336.6666666666667)","(101.0, 280.0, 235.0)","(101.0, 1000.0, 660.0)"
12-01-2023 13:02:28.010500,"(81.0, 160.0, 159.41176470588235)","(1.7, 1.84, 1.8241095890410959)","(61.0, 170.0, 145.0)","(12.0, 15.5, 15.209677419354838)","(101.0, 370.0, 332.8571428571429)","(12.0, 16.5, 15.9)","(61.0, 190.0, 180.76923076923077)","(4.4, 5.9, 5.4872093023255815)","(14.0, 17.5, 17.483333333333334)","(81.0, 220.0, 190.0)","(17.0, 22.0, 19.5)","(71.0, 470.0, 370.0)","(101.0, 280.0, 240.0)","(101.0, 1000.0, 660.0)"
12-01-2023 13:02:29.822877,"(81.0, 160.0, 159.23076923076923)","(1.7, 1.84, 1.8170212765957447)","(61.0, 170.0, 145.0)","(12.0, 15.5, 15.209677419354838)","(101.0, 370.0, 335.7142857142857)","(12.0, 16.5, 15.9)","(61.0, 190.0, 181.42857142857144)","(4.4, 5.9, 5.527118644067797)","(14.0, 17.5, 17.483333333333334)","(81.0, 220.0, 190.0)","(17.0, 22.0, 19.5)","(71.0, 470.0, 386.0)","(101.0, 280.0, 241.9047619047619)","(101.0, 1000.0, 886.6666666666666)"
12-01-2023 13:02:31.646918,"(81.0, 160.0, 159.23076923076923)","(1.7, 1.84, 1.800952380952381)","(61.0, 170.0, 155.0)","(12.0, 15.5, 15.108695652173914)","(101.0, 370.0, 351.53846153846155)","(12.0, 16.5, 15.9)","(61.0, 190.0, 167.5)","(4.4, 5.9, 5.519834710743802)","(14.0, 17.5, 17.444444444444443)","(81.0, 220.0, 190.0)","(17.0, 22.0, 19.5)","(71.0, 300.0, 255.0)","(101.0, 280.0, 260.0)","(101.0, 510.0, 446.6666666666667)"
12-01-2023 13:02:33.426154,"(81.0, 160.0, 159.23076923076923)","(1.7, 1.82, 1.8101477832512316)","(61.0, 170.0, 155.0)","(12.0, 15.5, 15.178571428571429)","(101.0, 370.0, 296.6666666666667)","(12.0, 16.5, 15.9)","(61.0, 190.0, 175.0)","(4.4, 5.9, 5.520618556701031)","(14.0, 17.5, 17.357142857142858)","(81.0, 220.0, 190.0)","(17.0, 22.0, 19.214285714285715)","(71.0, 300.0, 285.0)","(101.0, 280.0, 260.0)","(101.0, 510.0, 446.6666666666667)"
12-01-2023 13:02:35.167605,"(81.0, 160.0, 159.23076923076923)","(1.7, 1.82, 1.8101754385964912)","(61.0, 170.0, 144.28571428571428)","(12.0, 15.5, 15.178571428571429)","(101.0, 370.0, 330.0)","(12.0, 16.5, 15.9)","(61.0, 190.0, 186.36363636363637)","(4.4, 5.9, 5.470093457943926)","(14.0, 17.5, 17.357142857142858)","(81.0, 220.0, 190.0)","(17.0, 21.0, 19.055555555555557)","(71.0, 300.0, 260.0)","(101.0, 280.0, 256.47058823529414)","(101.0, 510.0, 446.6666666666667)"
12-01-2023 13:02:37.418550,"(81.0, 160.0, 159.23076923076923)","(1.7, 1.82, 1.810718232044199)","(61.0, 170.0, 144.28571428571428)","(12.0, 15.5, 14.857142857142858)","(101.0, 370.0, 320.0)","(12.0, 16.5, 15.9)","(61.0, 200.0, 182.85714285714286)","(4.4, 5.9, 5.530909090909091)","(14.0, 17.5, 17.394736842105264)","(81.0, 220.0, 190.0)","(17.0, 21.0, 19.055555555555557)","(71.0, 390.0, 238.0)","(101.0, 280.0, 256.47058823529414)","(101.0, 510.0, 446.6666666666667)"
12-01-2023 13:02:39.496820,"(81.0, 160.0, 158.57142857142858)","(1.65, 1.82, 1.8032000000000001)","(61.0, 170.0, 144.28571428571428)","(12.0, 15.5, 14.75)","(101.0, 370.0, 320.0)","(12.0, 16.5, 15.9)","(61.0, 200.0, 176.0)","(4.6, 5.8, 5.515652173913043)","(14.0, 17.5, 17.425925925925927)","(81.0, 220.0, 166.0)","(17.0, 20.0, 19.5)","(81.0, 370.0, 256.6666666666667)","(101.0, 280.0, 256.47058823529414)","(101.0, 510.0, 446.6666666666667)"
12-01-2023 13:02:41.364411,"(81.0, 160.0, 158.57142857142858)","(1.65, 1.82, 1.794186046511628)","(61.0, 170.0, 144.28571428571428)","(12.0, 15.5, 14.857142857142858)","(101.0, 370.0, 320.0)","(12.0, 16.5, 15.9)","(61.0, 200.0, 182.85714285714286)","(4.6, 5.8, 5.612068965517241)","(14.0, 17.5, 17.439393939393938)","(81.0, 220.0, 173.33333333333334)","(17.0, 20.0, 19.5)","(71.0, 370.0, 250.0)","(101.0, 280.0, 256.47058823529414)","(101.0, 500.0, 448.57142857142856)"
12-01-2023 13:02:43.222489,"(81.0, 160.0, 158.57142857142858)","(1.65, 1.8, 1.7901639344262295)","(61.0, 170.0, 144.28571428571428)","(12.0, 15.5, 14.857142857142858)","(101.0, 370.0, 320.0)","(12.0, 16.5, 15.9)","(61.0, 200.0, 182.85714285714286)","(4.6, 5.8, 5.61186440677966)","(14.0, 17.5, 17.453125)","(81.0, 200.0, 165.0)","(17.0, 20.0, 19.5)","(71.0, 350.0, 250.0)","(101.0, 280.0, 203.33333333333334)","(101.0, 500.0, 448.57142857142856)"
12-01-2023 13:02:45.073726,"(81.0, 160.0, 158.57142857142858)","(1.65, 1.8, 1.790974025974026)","(61.0, 170.0, 144.28571428571428)","(12.0, 15.5, 14.857142857142858)","(101.0, 370.0, 320.0)","(12.0, 16.5, 15.9)","(61.0, 200.0, 182.85714285714286)","(4.6, 5.8, 5.60695652173913)","(14.0, 17.5, 17.805555555555557)","(81.0, 190.0, 166.66666666666666)","(17.0, 20.0, 19.7)","(81.0, 300.0, 266.6666666666667)","(101.0, 270.0, 207.5)","(101.0, 500.0, 441.42857142857144)"
12-01-2023 13:02:46.859966,"(81.0, 160.0, 156.66666666666666)","(1.65, 1.8, 1.7822137404580154)","(61.0, 170.0, 150.0)","(12.0, 15.5, 15.136363636363637)","(101.0, 370.0, 290.0)","(12.0, 16.5, 15.865853658536585)","(61.0, 200.0, 190.76923076923077)","(4.6, 5.8, 5.619512195121951)","(14.0, 18.0, 17.73076923076923)","(81.0, 180.0, 166.66666666666666)","(17.0, 20.0, 19.444444444444443)","(81.0, 300.0, 227.5)","(101.0, 260.0, 210.0)","(101.0, 490.0, 441.42857142857144)"
12-01-2023 13:02:48.690462,"(81.0, 160.0, 156.66666666666666)","(1.65, 1.79, 1.7827731092436976)","(61.0, 170.0, 150.0)","(12.0, 15.5, 15.217391304347826)","(101.0, 300.0, 290.0)","(13.0, 16.5, 15.806122448979592)","(51.0, 200.0, 190.76923076923077)","(4.6, 5.8, 5.603539823008849)","(14.0, 18.5, 17.810344827586206)","(81.0, 180.0, 166.66666666666666)","(17.0, 21.0, 19.444444444444443)","(81.0, 310.0, 227.5)","(101.0, 230.0, 195.71428571428572)","(101.0, 490.0, 434.2857142857143)"
12-01-2023 13:02:50.554186,"(81.0, 160.0, 156.66666666666666)","(1.65, 1.79, 1.7894579945799458)","(61.0, 170.0, 150.0)","(12.0, 16.0, 14.941176470588236)","(101.0, 300.0, 290.0)","(12.0, 16.5, 15.826086956521738)","(61.0, 200.0, 190.76923076923077)","(4.6, 5.8, 5.605263157894736)","(14.0, 18.5, 17.973684210526315)","(81.0, 220.0, 172.5)","(17.0, 20.0, 19.5)","(71.0, 310.0, 268.75)","(101.0, 230.0, 200.0)","(101.0, 500.0, 451.42857142857144)"
12-01-2023 13:02:52.308914,"(81.0, 160.0, 156.66666666666666)","(1.65, 1.79, 1.8286131386861315)","(61.0, 170.0, 164.0)","(12.0, 16.0, 15.1)","(101.0, 300.0, 290.0)","(12.0, 16.5, 15.921052631578947)","(61.0, 200.0, 189.28571428571428)","(4.6, 5.8, 5.571830985915493)","(14.0, 18.5, 18.22)","(81.0, 210.0, 177.5)","(17.0, 20.0, 18.6875)","(71.0, 310.0, 282.72727272727275)","(101.0, 230.0, 197.5)","(101.0, 500.0, 451.42857142857144)"
12-01-2023 13:02:54.094086,"(81.0, 160.0, 156.66666666666666)","(1.65, 1.84, 1.8298039215686275)","(61.0, 170.0, 162.0)","(12.0, 16.0, 15.35135135135135)","(101.0, 300.0, 290.0)","(12.0, 16.5, 15.9)","(61.0, 200.0, 189.28571428571428)","(4.6, 5.8, 5.6036363636363635)","(14.0, 18.5, 18.22)","(81.0, 200.0, 162.85714285714286)","(17.0, 20.0, 19.91304347826087)","(81.0, 310.0, 265.0)","(101.0, 280.0, 212.5)","(101.0, 500.0, 451.42857142857144)"
