,Sir Jujon,Pom Pay,Badboybeau Nz,Ellen Shannon,Promising,Don Arthur,Leah Shannon,Bettor Keppel,Major Holiday Nz,Alta Billy
07-12-2022 18:50:08.669198,"(21.0, 38.0, 35.0)","(71.0, 490.0, 332.0)","(1.7, 99999, 99990)","(51.0, 100.0, 77.5)","(2.7, 3.55, 3.4397790055248616)","(13.0, 16.5, 15.304347826086957)","(81.0, 270.0, 162.0)","(41.0, 65.0, 62.0)","(41.0, 99999, 99990)","(13.0, 14.0, 13.35)"
07-12-2022 18:50:10.599767,"(21.0, 38.0, 35.0)","(71.0, 490.0, 383.75)","(1.7, 99999, 99990)","(51.0, 100.0, 95.5)","(2.7, 3.55, 3.4326470588235294)","(13.0, 16.5, 15.033333333333333)","(81.0, 270.0, 138.75)","(41.0, 65.0, 63.333333333333336)","(41.0, 99999, 99990)","(13.0, 14.5, 13.6)"
07-12-2022 18:50:12.433585,"(21.0, 38.0, 32.0)","(71.0, 480.0, 383.75)","(1.7, 99999, 99990)","(51.0, 100.0, 93.33333333333334)","(2.7, 3.55, 3.4237341772151897)","(13.0, 16.5, 15.033333333333333)","(81.0, 270.0, 135.0)","(41.0, 70.0, 59.0)","(41.0, 99999, 99990)","(12.0, 14.5, 13.6)"
07-12-2022 18:50:14.167747,"(21.0, 38.0, 31.75)","(71.0, 480.0, 275.0)","(1.7, 99999, 99990)","(51.0, 100.0, 93.33333333333334)","(2.7, 3.55, 3.4221153846153847)","(13.0, 16.5, 15.0)","(81.0, 270.0, 146.66666666666666)","(41.0, 70.0, 62.666666666666664)","(41.0, 99999, 99990)","(12.0, 14.5, 13.545454545454545)"
07-12-2022 18:50:16.214606,"(21.0, 34.0, 30.0)","(71.0, 460.0, 270.0)","(1.7, 99999, 99990)","(51.0, 100.0, 85.0)","(2.8, 3.55, 3.4064748201438846)","(13.0, 16.0, 15.2)","(81.0, 250.0, 143.33333333333334)","(41.0, 70.0, 62.666666666666664)","(41.0, 99999, 99990)","(12.0, 14.0, 13.318181818181818)"
07-12-2022 18:50:18.405684,"(21.0, 34.0, 31.0)","(71.0, 450.0, 265.0)","(1.7, 99999, 99990)","(51.0, 100.0, 80.0)","(2.8, 3.5, 3.428571428571429)","(13.0, 14.0, 13.875)","(71.0, 250.0, 205.0)","(41.0, 70.0, 45.44444444444444)","(41.0, 99999, 99990)","(12.0, 14.0, 13.724137931034482)"
07-12-2022 18:50:20.695908,"(21.0, 34.0, 29.88888888888889)","(71.0, 440.0, 260.0)","(1.7, 99999, 99990)","(51.0, 100.0, 75.0)","(2.8, 3.5, 3.3954545454545455)","(13.0, 14.0, 14.25)","(71.0, 250.0, 130.0)","(41.0, 70.0, 50.666666666666664)","(41.0, 99999, 99990)","(12.0, 14.0, 13.142857142857142)"
07-12-2022 18:50:22.526171,"(21.0, 36.0, 30.0)","(71.0, 430.0, 257.5)","(1.75, 99999, 99990)","(51.0, 95.0, 81.66666666666667)","(2.8, 3.5, 3.4443548387096774)","(13.0, 15.5, 14.25)","(71.0, 250.0, 220.0)","(41.0, 60.0, 50.666666666666664)","(41.0, 99999, 99990)","(12.0, 14.0, 13.571428571428571)"
07-12-2022 18:50:24.467635,"(21.0, 34.0, 31.666666666666668)","(71.0, 420.0, 305.0)","(1.75, 99999, 99990)","(51.0, 90.0, 84.0)","(2.8, 3.5, 3.455223880597015)","(13.0, 15.5, 14.25)","(71.0, 250.0, 196.66666666666669)","(41.0, 60.0, 52.0)","(41.0, 99999, 99990)","(12.0, 14.0, 13.625)"
07-12-2022 18:50:26.464343,"(21.0, 34.0, 33.333333333333336)","(71.0, 410.0, 331.25)","(1.75, 99999, 99990)","(51.0, 90.0, 85.0)","(2.8, 3.5, 3.4594594594594597)","(13.0, 15.5, 14.25)","(71.0, 250.0, 204.28571428571428)","(41.0, 60.0, 52.0)","(41.0, 99999, 99990)","(12.0, 14.0, 13.666666666666666)"
07-12-2022 18:50:28.485432,"(21.0, 36.0, 32.5)","(71.0, 410.0, 331.25)","(1.75, 99999, 99990)","(51.0, 90.0, 75.0)","(2.8, 3.5, 3.4634146341463414)","(13.0, 15.5, 14.25)","(71.0, 250.0, 136.66666666666666)","(41.0, 60.0, 52.0)","(41.0, 99999, 99990)","(12.0, 14.0, 13.571428571428571)"
07-12-2022 18:50:30.375211,"(21.0, 34.0, 30.0)","(71.0, 410.0, 331.25)","(1.75, 99999, 99990)","(51.0, 90.0, 75.0)","(2.8, 3.5, 3.4634146341463414)","(13.0, 15.5, 14.166666666666666)","(71.0, 230.0, 116.0)","(41.0, 60.0, 45.25)","(41.0, 99999, 99990)","(12.0, 14.0, 12.909090909090908)"
07-12-2022 18:50:32.502436,"(21.0, 32.0, 29.6)","(71.0, 410.0, 306.66666666666663)","(1.75, 99999, 99990)","(51.0, 85.0, 72.5)","(2.8, 3.5, 3.4296296296296296)","(13.0, 15.0, 14.428571428571429)","(71.0, 210.0, 150.0)","(41.0, 55.0, 50.5)","(41.0, 99999, 99990)","(12.0, 14.0, 12.85)"
07-12-2022 18:50:34.465160,"(21.0, 32.0, 31.5)","(71.0, 410.0, 280.0)","(1.75, 99999, 99990)","(51.0, 85.0, 72.5)","(2.8, 3.25, 3.207426778242678)","(13.0, 15.5, 14.7)","(71.0, 200.0, 171.25)","(41.0, 55.0, 47.142857142857146)","(41.0, 99999, 99990)","(12.0, 14.0, 13.571428571428571)"
07-12-2022 18:50:36.231438,"(21.0, 34.0, 32.0)","(71.0, 400.0, 268.0)","(1.75, 99999, 99990)","(51.0, 85.0, 72.5)","(2.8, 3.25, 3.2141083521444695)","(13.0, 15.5, 15.166666666666666)","(71.0, 200.0, 163.75)","(41.0, 55.0, 48.4)","(41.0, 99999, 99990)","(12.0, 14.5, 13.375)"
07-12-2022 18:50:37.882301,"(21.0, 34.0, 32.0)","(71.0, 380.0, 268.0)","(1.8, 99999, 99990)","(51.0, 80.0, 106.25)","(2.8, 3.25, 3.2357142857142858)","(13.0, 15.5, 14.18867924528302)","(71.0, 190.0, 156.25)","(41.0, 50.0, 48.25)","(41.0, 99999, 99990)","(12.0, 14.5, 13.6)"
07-12-2022 18:50:39.621436,"(21.0, 36.0, 33.0)","(71.0, 380.0, 230.0)","(1.8, 99999, 99990)","(51.0, 120.0, 87.5)","(2.8, 3.25, 3.1586572438162546)","(13.0, 16.0, 14.615384615384615)","(71.0, 180.0, 141.25)","(41.0, 55.0, 46.44444444444444)","(41.0, 99999, 99990)","(12.0, 14.5, 15.47872340425532)"
07-12-2022 18:50:41.683968,"(21.0, 36.0, 32.266666666666666)","(71.0, 360.0, 186.66666666666669)","(1.8, 99999, 99990)","(51.0, 110.0, 92.0)","(2.8, 3.2, 3.2965957446808507)","(13.0, 16.0, 15.277777777777779)","(71.0, 160.0, 120.0)","(41.0, 50.0, 46.666666666666664)","(41.0, 99999, 99990)","(12.0, 15.5, 16.25)"
07-12-2022 18:50:43.413450,"(21.0, 40.0, 33.42857142857143)","(71.0, 360.0, 193.33333333333331)","(1.8, 99999, 99990)","(51.0, 110.0, 94.0)","(2.8, 3.3, 3.262641509433962)","(13.0, 15.5, 15.3)","(71.0, 150.0, 115.0)","(41.0, 50.0, 46.5)","(41.0, 99999, 99990)","(12.0, 13.5, 12.785714285714286)"
07-12-2022 18:50:45.242287,"(21.0, 38.0, 32.5)","(71.0, 360.0, 276.66666666666663)","(1.8, 99999, 99990)","(51.0, 100.0, 95.0)","(2.8, 3.3, 3.262641509433962)","(13.0, 15.5, 15.3)","(71.0, 140.0, 110.0)","(41.0, 48.0, 46.5)","(41.0, 99999, 99990)","(12.0, 14.0, 12.509118541033434)"
07-12-2022 18:50:47.384292,"(21.0, 40.0, 33.142857142857146)","(71.0, 360.0, 276.66666666666663)","(1.8, 99999, 99990)","(51.0, 100.0, 91.66666666666667)","(2.8, 3.3, 3.225)","(13.0, 15.5, 14.444444444444445)","(71.0, 140.0, 111.25)","(41.0, 48.0, 46.5)","(41.0, 99999, 99990)","(12.0, 14.0, 11.57847533632287)"
07-12-2022 18:50:49.710481,"(21.0, 40.0, 33.142857142857146)","(71.0, 360.0, 290.0)","(1.8, 99999, 99990)","(51.0, 100.0, 91.66666666666667)","(2.8, 3.3, 3.2348684210526315)","(13.0, 14.5, 14.444444444444445)","(71.0, 210.0, 133.33333333333334)","(41.0, 48.0, 46.5)","(41.0, 99999, 99990)","(12.0, 12.0, 11.533018867924529)"
07-12-2022 18:50:51.394188,"(21.0, 40.0, 34.5625)","(71.0, 350.0, 302.0)","(1.8, 99999, 99990)","(51.0, 100.0, 90.0)","(2.8, 3.3, 3.243069306930693)","(13.0, 14.5, 15.277777777777779)","(71.0, 210.0, 118.0)","(41.0, 48.0, 43.833333333333336)","(41.0, 99999, 99990)","(12.0, 12.0, 11.041666666666666)"
07-12-2022 18:50:53.044647,"(21.0, 40.0, 33.25581395348837)","(71.0, 350.0, 248.0)","(1.8, 99999, 99990)","(51.0, 100.0, 85.71428571428571)","(2.8, 3.25, 3.2453767123287673)","(13.0, 15.5, 15.277777777777779)","(71.0, 210.0, 172.5)","(41.0, 44.0, 47.0)","(41.0, 99999, 99990)","(11.0, 12.5, 10.079310344827586)"
07-12-2022 18:50:54.660077,"(21.0, 40.0, 26.666666666666668)","(71.0, 340.0, 5032.0)","(1.8, 99999, 99990)","(51.0, 150.0, 143.0)","(2.8, 3.25, 3.8)","(13.0, 15.5, 13.545454545454545)","(71.0, 200.0, 286.66666666666663)","(41.0, 50.0, 49.5)","(41.0, 99999, 99990)","(11.0, 12.5, 18.97857142857143)"
07-12-2022 18:50:56.319823,"(21.0, 40.0, 26.666666666666668)","(71.0, 99999, 512.5)","(1.8, 99999, 99990)","(51.0, 240.0, 143.0)","(2.8, 5.0, 3.14)","(13.0, 14.0, 13.545454545454545)","(71.0, 400.0, 288.33333333333337)","(41.0, 70.0, 42.666666666666664)","(41.0, 99999, 99990)","(11.0, 20.0, 18.97857142857143)"
07-12-2022 18:50:57.900597,"(21.0, 40.0, 29.0)","(71.0, 960.0, 363.3333333333333)","(1.8, 99999, 99990)","(51.0, 240.0, 143.0)","(2.8, 3.7, 3.26)","(13.0, 14.0, 13.545454545454545)","(71.0, 400.0, 288.33333333333337)","(41.0, 70.0, 47.0)","(41.0, 99999, 99990)","(11.0, 20.0, 21.764285714285716)"
07-12-2022 18:50:59.519798,"(21.0, 38.0, 29.0)","(71.0, 960.0, 512.5)","(1.8, 99999, 99990)","(51.0, 240.0, 143.0)","(2.8, 3.65, 3.26)","(13.0, 14.0, 13.545454545454545)","(71.0, 400.0, 333.0)","(41.0, 65.0, 44.5)","(41.0, 99999, 99990)","(11.0, 19.0, 16.36)"
07-12-2022 18:51:01.202442,"(21.0, 38.0, 29.0)","(71.0, 960.0, 507.5)","(1.8, 99999, 99990)","(51.0, 240.0, 201.2)","(2.8, 3.65, 3.32)","(13.0, 14.0, 13.545454545454545)","(71.0, 400.0, 317.0)","(41.0, 60.0, 44.5)","(41.0, 99999, 99990)","(11.0, 19.0, 14.1)"
07-12-2022 18:51:02.859824,"(21.0, 38.0, 29.0)","(71.0, 950.0, 507.5)","(1.8, 99999, 99990)","(51.0, 240.0, 201.2)","(2.8, 3.65, 3.29)","(13.0, 14.0, 13.583333333333334)","(71.0, 380.0, 317.0)","(41.0, 60.0, 44.5)","(41.0, 99999, 99990)","(11.0, 22.0, 11.76)"
