,Interpretation,Yering Soho,Terror To Rock,Star Shine,Honolulu Lulu,Mods,Gilardi,Eddee,Rocking Wroxton
10-01-2023 16:58:02.778151,"(1.22, 1.36, 1.336842105263158)","(9.0, 14.5, 14.25)","(14.0, 32.0, 26.6)","(14.0, 18.5, 17.714285714285715)","(15.0, 44.0, 35.38461538461539)","(41.0, 100.0, 96.0)","(14.0, 38.0, 26.857142857142858)","(41.0, 110.0, 93.33333333333333)","(71.0, 140.0, 136.36363636363637)"
10-01-2023 16:58:04.010475,"(1.22, 1.38, 1.378095238095238)","(9.0, 14.5, 14.25)","(14.0, 32.0, 26.6)","(14.0, 18.5, 17.714285714285715)","(15.0, 44.0, 35.0)","(41.0, 100.0, 97.77777777777777)","(14.0, 38.0, 29.666666666666668)","(41.0, 110.0, 93.33333333333333)","(71.0, 140.0, 136.36363636363637)"
10-01-2023 16:58:05.150844,"(1.22, 1.38, 1.3694252873563217)","(9.0, 14.5, 14.25)","(14.0, 32.0, 28.6)","(14.0, 18.5, 17.055555555555557)","(15.0, 36.0, 31.714285714285715)","(41.0, 100.0, 92.5)","(14.0, 32.0, 28.0)","(41.0, 110.0, 102.5)","(71.0, 140.0, 125.0)"
10-01-2023 16:58:06.284155,"(1.22, 1.39, 1.37017094017094)","(9.0, 12.5, 12.181818181818182)","(14.0, 30.0, 28.6)","(14.0, 18.5, 17.048387096774192)","(15.0, 36.0, 30.666666666666668)","(41.0, 100.0, 92.5)","(14.0, 30.0, 25.428571428571427)","(41.0, 110.0, 102.5)","(71.0, 140.0, 135.0)"
10-01-2023 16:58:07.482387,"(1.22, 1.39, 1.3674025974025974)","(9.0, 12.0, 11.966666666666667)","(14.0, 30.0, 27.307692307692307)","(14.0, 18.5, 17.048387096774192)","(15.0, 34.0, 32.0)","(41.0, 100.0, 92.5)","(14.0, 29.0, 26.0)","(41.0, 110.0, 102.5)","(71.0, 140.0, 135.0)"
10-01-2023 16:58:08.624023,"(1.22, 1.39, 1.3674025974025974)","(9.0, 12.0, 11.973684210526315)","(14.0, 29.0, 28.333333333333332)","(14.0, 18.5, 17.048387096774192)","(15.0, 34.0, 32.0)","(41.0, 100.0, 92.5)","(14.0, 28.0, 25.142857142857142)","(41.0, 110.0, 102.5)","(71.0, 140.0, 135.0)"
10-01-2023 16:58:09.761461,"(1.22, 1.39, 1.3661111111111113)","(9.0, 12.0, 11.660714285714286)","(14.0, 29.0, 27.363636363636363)","(14.0, 18.5, 17.048387096774192)","(15.0, 34.0, 32.25)","(41.0, 100.0, 92.5)","(14.0, 28.0, 25.142857142857142)","(41.0, 110.0, 102.5)","(71.0, 140.0, 135.0)"
10-01-2023 16:58:10.866415,"(1.2, 1.39, 1.3675652173913044)","(9.0, 12.0, 11.743243243243244)","(14.0, 29.0, 27.363636363636363)","(14.0, 18.5, 17.048387096774192)","(17.0, 34.0, 30.25)","(41.0, 100.0, 95.0)","(14.0, 28.0, 25.142857142857142)","(41.0, 110.0, 102.5)","(71.0, 140.0, 135.0)"
10-01-2023 16:58:11.965419,"(1.2, 1.39, 1.3766321243523316)","(9.0, 12.0, 11.743243243243244)","(14.0, 29.0, 25.25)","(14.0, 18.5, 17.048387096774192)","(17.0, 34.0, 30.25)","(41.0, 100.0, 95.0)","(14.0, 28.0, 22.166666666666668)","(41.0, 110.0, 102.5)","(71.0, 140.0, 135.0)"
10-01-2023 16:58:13.062422,"(1.2, 1.38, 1.3768181818181817)","(9.0, 12.0, 11.712121212121213)","(14.0, 29.0, 25.25)","(14.0, 18.5, 17.5)","(17.0, 34.0, 31.5)","(41.0, 100.0, 95.0)","(14.0, 28.0, 24.5)","(41.0, 110.0, 102.5)","(71.0, 140.0, 135.0)"
10-01-2023 16:58:14.157661,"(1.2, 1.38, 1.372962962962963)","(9.0, 12.0, 11.73611111111111)","(15.0, 29.0, 25.25)","(14.0, 18.0, 17.5)","(15.0, 34.0, 32.333333333333336)","(41.0, 100.0, 95.0)","(14.0, 27.0, 23.333333333333332)","(41.0, 110.0, 102.5)","(71.0, 140.0, 135.0)"
10-01-2023 16:58:15.355690,"(1.2, 1.38, 1.3683050847457627)","(9.0, 12.0, 11.68421052631579)","(15.0, 29.0, 25.25)","(14.0, 18.0, 17.5)","(15.0, 34.0, 36.714285714285715)","(41.0, 100.0, 95.0)","(14.0, 28.0, 24.2)","(41.0, 110.0, 102.5)","(71.0, 140.0, 135.0)"
10-01-2023 16:58:16.389136,"(1.2, 1.38, 1.3683050847457627)","(9.0, 12.0, 11.68421052631579)","(15.0, 29.0, 25.25)","(14.0, 18.0, 17.5)","(15.0, 38.0, 36.714285714285715)","(41.0, 100.0, 95.0)","(14.0, 27.0, 24.2)","(41.0, 110.0, 102.5)","(71.0, 140.0, 135.0)"
10-01-2023 16:58:17.433189,"(1.2, 1.38, 1.3758181818181818)","(9.0, 12.0, 11.68421052631579)","(15.0, 29.0, 27.125)","(14.0, 18.5, 17.053571428571427)","(16.0, 38.0, 36.714285714285715)","(41.0, 100.0, 97.85714285714286)","(14.0, 27.0, 22.333333333333332)","(41.0, 110.0, 102.5)","(71.0, 140.0, 135.0)"
10-01-2023 16:58:18.488013,"(1.2, 1.38, 1.3758181818181818)","(9.0, 12.0, 11.68421052631579)","(15.0, 29.0, 27.75)","(14.0, 18.5, 17.046875)","(16.0, 38.0, 36.714285714285715)","(41.0, 130.0, 97.85714285714286)","(14.0, 27.0, 21.166666666666668)","(41.0, 110.0, 103.33333333333334)","(71.0, 140.0, 143.33333333333334)"
10-01-2023 16:58:19.579201,"(1.2, 1.38, 1.3752173913043477)","(9.0, 12.0, 11.68421052631579)","(15.0, 34.0, 30.42857142857143)","(14.0, 18.5, 17.046875)","(16.0, 38.0, 38.42857142857143)","(41.0, 130.0, 97.85714285714286)","(14.0, 27.0, 21.166666666666668)","(41.0, 110.0, 103.33333333333334)","(71.0, 150.0, 143.33333333333334)"
10-01-2023 16:58:20.752839,"(1.2, 1.38, 1.3751381215469614)","(9.0, 12.0, 11.68421052631579)","(15.0, 32.0, 30.833333333333332)","(14.0, 18.5, 17.046875)","(17.0, 40.0, 38.42857142857143)","(41.0, 130.0, 97.85714285714286)","(14.0, 27.0, 21.166666666666668)","(41.0, 110.0, 103.33333333333334)","(71.0, 150.0, 143.33333333333334)"
10-01-2023 16:58:21.849867,"(1.2, 1.38, 1.3751381215469614)","(9.0, 12.0, 11.68421052631579)","(15.0, 32.0, 30.833333333333332)","(14.0, 18.5, 17.046875)","(17.0, 40.0, 38.42857142857143)","(41.0, 130.0, 97.85714285714286)","(14.0, 27.0, 21.166666666666668)","(41.0, 110.0, 103.33333333333334)","(71.0, 150.0, 143.33333333333334)"
10-01-2023 16:58:22.880838,"(1.2, 1.38, 1.3751381215469614)","(9.0, 12.0, 11.68421052631579)","(15.0, 32.0, 30.833333333333332)","(14.0, 18.5, 17.053571428571427)","(17.0, 40.0, 38.42857142857143)","(41.0, 130.0, 97.85714285714286)","(14.0, 27.0, 21.166666666666668)","(41.0, 110.0, 103.33333333333334)","(71.0, 150.0, 143.33333333333334)"
10-01-2023 16:58:23.944034,"(1.2, 1.39, 1.376774193548387)","(9.0, 12.0, 11.68421052631579)","(15.0, 32.0, 30.384615384615383)","(14.0, 18.5, 17.234375)","(17.0, 40.0, 38.42857142857143)","(41.0, 130.0, 97.85714285714286)","(14.0, 27.0, 23.5)","(41.0, 110.0, 103.33333333333334)","(71.0, 150.0, 143.33333333333334)"
10-01-2023 16:58:24.997513,"(1.2, 1.39, 1.376774193548387)","(9.0, 12.0, 11.68421052631579)","(15.0, 32.0, 30.384615384615383)","(14.0, 18.5, 17.234375)","(17.0, 40.0, 38.42857142857143)","(41.0, 130.0, 97.85714285714286)","(14.0, 27.0, 23.5)","(41.0, 110.0, 103.33333333333334)","(71.0, 150.0, 143.33333333333334)"
10-01-2023 16:58:26.084272,"(1.2, 1.39, 1.3856179775280897)","(9.0, 12.0, 11.75)","(15.0, 32.0, 30.384615384615383)","(14.0, 18.0, 17.857142857142858)","(17.0, 40.0, 37.25)","(41.0, 120.0, 95.0)","(14.0, 26.0, 23.6)","(41.0, 110.0, 103.33333333333334)","(71.0, 150.0, 143.33333333333334)"
10-01-2023 16:58:27.221024,"(1.2, 1.38, 1.3664227642276423)","(9.0, 12.0, 11.75)","(15.0, 32.0, 30.6875)","(14.0, 18.5, 17.346153846153847)","(17.0, 40.0, 37.25)","(41.0, 120.0, 95.0)","(14.0, 26.0, 23.88235294117647)","(41.0, 110.0, 103.33333333333334)","(71.0, 150.0, 143.33333333333334)"
10-01-2023 16:58:28.321263,"(1.2, 1.37, 1.3617012448132781)","(9.0, 12.0, 11.75)","(15.0, 32.0, 30.6875)","(14.0, 18.5, 17.46551724137931)","(17.0, 40.0, 37.25)","(41.0, 120.0, 95.0)","(14.0, 26.0, 25.076923076923077)","(41.0, 110.0, 103.33333333333334)","(71.0, 150.0, 143.33333333333334)"
10-01-2023 16:58:29.519417,"(1.2, 1.37, 1.3620098039215687)","(9.0, 12.0, 11.75)","(15.0, 32.0, 30.6)","(14.0, 18.5, 17.73076923076923)","(17.0, 40.0, 36.666666666666664)","(41.0, 120.0, 95.0)","(14.0, 26.0, 25.076923076923077)","(41.0, 110.0, 103.33333333333334)","(71.0, 150.0, 143.33333333333334)"
10-01-2023 16:58:30.614867,"(1.2, 1.38, 1.3726923076923077)","(9.0, 12.0, 11.774193548387096)","(15.0, 32.0, 30.6)","(14.0, 18.5, 17.73076923076923)","(17.0, 40.0, 36.666666666666664)","(41.0, 120.0, 95.0)","(14.0, 26.0, 25.2)","(41.0, 110.0, 103.33333333333334)","(71.0, 150.0, 143.33333333333334)"
10-01-2023 16:58:31.848418,"(1.2, 1.38, 1.3688)","(9.0, 12.0, 11.74)","(15.0, 32.0, 30.6)","(14.0, 18.5, 17.7)","(17.0, 40.0, 36.666666666666664)","(41.0, 120.0, 95.0)","(14.0, 26.0, 25.4)","(41.0, 110.0, 103.33333333333334)","(71.0, 150.0, 143.33333333333334)"
10-01-2023 16:58:32.959071,"(1.2, 1.38, 1.378046875)","(9.0, 12.0, 11.74)","(15.0, 32.0, 30.6)","(14.0, 18.5, 17.7)","(17.0, 40.0, 36.666666666666664)","(41.0, 120.0, 95.0)","(14.0, 26.0, 25.4)","(41.0, 110.0, 103.33333333333334)","(71.0, 150.0, 143.33333333333334)"
10-01-2023 16:58:34.026847,"(1.2, 1.38, 1.3781060606060604)","(9.0, 12.0, 11.74)","(15.0, 32.0, 30.6)","(14.0, 18.5, 17.3)","(17.0, 40.0, 36.666666666666664)","(41.0, 120.0, 95.0)","(14.0, 26.0, 25.4)","(41.0, 110.0, 103.33333333333334)","(71.0, 150.0, 130.0)"
10-01-2023 16:58:35.118151,"(1.2, 1.39, 1.3806666666666667)","(9.0, 12.0, 11.74)","(15.0, 32.0, 30.6)","(14.0, 18.5, 17.3)","(18.0, 40.0, 36.666666666666664)","(51.0, 120.0, 95.0)","(14.0, 26.0, 25.4)","(51.0, 110.0, 103.33333333333334)","(71.0, 150.0, 142.5)"
10-01-2023 16:58:36.192284,"(1.2, 1.39, 1.3840845070422534)","(9.0, 12.0, 11.74)","(16.0, 32.0, 30.5)","(13.0, 18.5, 17.3125)","(18.0, 40.0, 36.666666666666664)","(51.0, 120.0, 99.0)","(14.0, 26.0, 26.2)","(51.0, 110.0, 103.33333333333334)","(71.0, 150.0, 142.5)"
10-01-2023 16:58:37.286611,"(1.2, 1.39, 1.3859223300970873)","(9.0, 12.0, 11.58695652173913)","(16.0, 32.0, 30.363636363636363)","(13.0, 18.5, 17.8)","(18.0, 40.0, 36.666666666666664)","(51.0, 120.0, 99.0)","(14.0, 29.0, 27.0)","(51.0, 110.0, 103.33333333333334)","(71.0, 150.0, 142.5)"
10-01-2023 16:58:38.403020,"(1.2, 1.39, 1.3853199999999999)","(9.0, 12.0, 11.58695652173913)","(16.0, 32.0, 30.363636363636363)","(13.0, 18.0, 17.8)","(18.0, 40.0, 36.666666666666664)","(51.0, 120.0, 99.0)","(14.0, 29.0, 27.0)","(51.0, 110.0, 100.76923076923077)","(71.0, 150.0, 142.5)"
10-01-2023 16:58:39.474755,"(1.2, 1.39, 1.3838328530259365)","(9.0, 12.0, 11.58695652173913)","(16.0, 32.0, 30.363636363636363)","(13.0, 18.0, 17.8)","(18.0, 40.0, 36.666666666666664)","(51.0, 120.0, 99.0)","(15.0, 29.0, 27.0)","(51.0, 110.0, 100.76923076923077)","(71.0, 150.0, 131.25)"
10-01-2023 16:58:40.645954,"(1.2, 1.39, 1.3838328530259365)","(9.0, 12.0, 11.58695652173913)","(16.0, 32.0, 30.8)","(13.0, 18.0, 17.8)","(18.0, 40.0, 36.666666666666664)","(51.0, 120.0, 99.0)","(15.0, 29.0, 27.0)","(51.0, 110.0, 100.76923076923077)","(71.0, 150.0, 133.33333333333334)"
10-01-2023 16:58:41.821848,"(1.2, 1.39, 1.3844415584415584)","(9.0, 12.0, 11.58695652173913)","(16.0, 32.0, 30.8)","(13.0, 18.0, 17.8)","(18.0, 40.0, 36.0)","(51.0, 120.0, 99.0)","(15.0, 29.0, 25.0)","(51.0, 110.0, 100.76923076923077)","(71.0, 150.0, 134.6153846153846)"
10-01-2023 16:58:42.975456,"(1.2, 1.39, 1.3844415584415584)","(9.0, 12.0, 11.590909090909092)","(16.0, 32.0, 28.25)","(13.0, 18.0, 17.8)","(18.0, 40.0, 38.0)","(51.0, 120.0, 99.0)","(15.0, 29.0, 25.0)","(51.0, 110.0, 100.76923076923077)","(71.0, 150.0, 130.0)"
10-01-2023 16:58:44.141979,"(1.2, 1.39, 1.3844415584415584)","(9.0, 12.0, 11.590909090909092)","(16.0, 32.0, 28.25)","(13.0, 18.0, 17.8)","(18.0, 40.0, 38.0)","(51.0, 120.0, 99.0)","(15.0, 29.0, 27.46153846153846)","(51.0, 110.0, 100.76923076923077)","(71.0, 150.0, 130.0)"
10-01-2023 16:58:45.572475,"(1.2, 1.38, 1.3726041666666666)","(9.0, 12.0, 11.605263157894736)","(16.0, 32.0, 28.25)","(13.0, 18.0, 17.8)","(18.0, 40.0, 38.0)","(51.0, 120.0, 99.0)","(15.0, 29.0, 27.46153846153846)","(51.0, 110.0, 100.76923076923077)","(71.0, 150.0, 130.0)"
10-01-2023 16:58:46.721992,"(1.2, 1.38, 1.3726041666666666)","(9.0, 12.0, 11.605263157894736)","(16.0, 32.0, 28.25)","(13.0, 18.0, 17.8)","(18.0, 40.0, 38.0)","(51.0, 120.0, 99.0)","(15.0, 29.0, 27.46153846153846)","(51.0, 110.0, 100.76923076923077)","(71.0, 150.0, 130.0)"
10-01-2023 16:58:47.857203,"(1.2, 1.38, 1.3726041666666666)","(9.0, 12.0, 11.25)","(16.0, 32.0, 28.25)","(13.0, 18.0, 17.8)","(18.0, 40.0, 38.0)","(51.0, 120.0, 99.0)","(15.0, 29.0, 27.666666666666668)","(51.0, 110.0, 100.76923076923077)","(71.0, 150.0, 130.0)"
10-01-2023 16:58:49.102444,"(1.2, 1.39, 1.3825951557093425)","(9.0, 12.0, 11.333333333333334)","(16.0, 32.0, 28.25)","(13.0, 18.0, 17.8)","(18.0, 40.0, 38.0)","(51.0, 120.0, 99.0)","(15.0, 28.0, 27.666666666666668)","(51.0, 110.0, 100.76923076923077)","(71.0, 150.0, 130.0)"
10-01-2023 16:58:50.396313,"(1.2, 1.38, 1.3743859649122807)","(9.0, 12.0, 11.214285714285714)","(16.0, 32.0, 28.25)","(13.0, 18.0, 17.8)","(18.0, 40.0, 38.0)","(51.0, 120.0, 99.0)","(15.0, 28.0, 27.666666666666668)","(51.0, 110.0, 98.0)","(71.0, 150.0, 130.0)"
10-01-2023 16:58:51.635060,"(1.2, 1.38, 1.3743859649122807)","(9.0, 12.0, 11.666666666666666)","(16.0, 32.0, 28.25)","(13.0, 18.0, 17.444444444444443)","(18.0, 40.0, 39.111111111111114)","(51.0, 120.0, 99.0)","(15.0, 28.0, 27.0)","(51.0, 110.0, 98.0)","(71.0, 150.0, 132.22222222222223)"
10-01-2023 16:58:52.792974,"(1.2, 1.39, 1.3847029702970297)","(9.0, 11.0, 10.90625)","(16.0, 32.0, 28.25)","(13.0, 18.0, 17.444444444444443)","(18.0, 40.0, 39.111111111111114)","(51.0, 120.0, 99.0)","(15.0, 28.0, 27.0)","(51.0, 110.0, 98.0)","(71.0, 150.0, 136.66666666666666)"
10-01-2023 16:58:53.968625,"(1.2, 1.39, 1.3847029702970297)","(9.0, 11.0, 10.934782608695652)","(16.0, 38.0, 28.571428571428573)","(13.0, 18.0, 17.444444444444443)","(19.0, 40.0, 39.111111111111114)","(51.0, 120.0, 99.0)","(15.0, 28.0, 27.0)","(51.0, 110.0, 99.0909090909091)","(71.0, 150.0, 132.22222222222223)"
10-01-2023 16:58:55.164641,"(1.2, 1.39, 1.3847029702970297)","(9.0, 11.0, 10.921052631578947)","(16.0, 38.0, 28.571428571428573)","(13.0, 18.0, 17.444444444444443)","(19.0, 40.0, 37.0)","(51.0, 120.0, 99.0)","(15.0, 28.0, 27.0)","(51.0, 110.0, 99.0909090909091)","(71.0, 150.0, 132.22222222222223)"
10-01-2023 16:58:56.269207,"(1.2, 1.39, 1.3846633416458851)","(9.0, 11.0, 10.921052631578947)","(16.0, 34.0, 30.5)","(13.0, 18.0, 17.444444444444443)","(19.0, 40.0, 37.0)","(51.0, 120.0, 99.0)","(15.0, 28.0, 27.0)","(51.0, 110.0, 99.0909090909091)","(71.0, 150.0, 132.22222222222223)"
10-01-2023 16:58:57.443571,"(1.2, 1.4, 1.3872361809045226)","(9.0, 11.0, 10.921052631578947)","(16.0, 34.0, 30.5)","(13.0, 17.0, 15.605263157894736)","(19.0, 40.0, 37.0)","(51.0, 120.0, 99.0)","(15.0, 28.0, 27.0)","(51.0, 110.0, 99.0909090909091)","(71.0, 150.0, 132.22222222222223)"
10-01-2023 16:58:58.714701,"(1.2, 1.4, 1.3896048632218845)","(9.0, 11.0, 10.921052631578947)","(16.0, 34.0, 30.5)","(13.0, 16.5, 15.605263157894736)","(19.0, 40.0, 37.0)","(51.0, 120.0, 99.0)","(15.0, 28.0, 27.0)","(51.0, 110.0, 99.0909090909091)","(71.0, 150.0, 132.22222222222223)"
10-01-2023 16:58:59.891022,"(1.2, 1.4, 1.3922680412371133)","(9.0, 11.0, 10.921052631578947)","(17.0, 34.0, 30.5)","(13.0, 15.5, 14.9375)","(19.0, 40.0, 37.0)","(51.0, 120.0, 99.0)","(15.0, 29.0, 28.142857142857142)","(51.0, 110.0, 99.0909090909091)","(71.0, 150.0, 132.22222222222223)"
10-01-2023 16:59:01.045084,"(1.2, 1.4, 1.3854368932038834)","(9.0, 12.0, 11.263157894736842)","(17.0, 34.0, 30.5)","(13.0, 15.5, 14.928571428571429)","(19.0, 40.0, 37.0)","(51.0, 120.0, 99.0)","(15.0, 29.0, 28.142857142857142)","(51.0, 110.0, 99.0909090909091)","(71.0, 150.0, 132.22222222222223)"
10-01-2023 16:59:02.201770,"(1.2, 1.4, 1.3852582159624411)","(9.0, 12.0, 11.217391304347826)","(17.0, 34.0, 30.5)","(13.0, 16.0, 14.928571428571429)","(19.0, 40.0, 37.0)","(51.0, 120.0, 99.0)","(15.0, 29.0, 28.142857142857142)","(51.0, 110.0, 99.0909090909091)","(71.0, 150.0, 132.22222222222223)"
10-01-2023 16:59:03.324400,"(1.2, 1.4, 1.3900632911392403)","(9.0, 11.5, 11.357142857142858)","(17.0, 34.0, 30.5)","(13.0, 15.5, 14.9)","(19.0, 40.0, 38.0)","(51.0, 120.0, 99.0)","(15.0, 29.0, 28.142857142857142)","(51.0, 110.0, 99.0909090909091)","(71.0, 150.0, 132.22222222222223)"
10-01-2023 16:59:04.516427,"(1.2, 1.4, 1.3900632911392403)","(9.0, 11.5, 11.357142857142858)","(17.0, 34.0, 30.5)","(13.0, 15.5, 14.9)","(19.0, 40.0, 38.0)","(51.0, 120.0, 99.0)","(15.0, 29.0, 28.142857142857142)","(51.0, 110.0, 99.0909090909091)","(71.0, 150.0, 132.22222222222223)"
10-01-2023 16:59:05.749630,"(1.2, 1.4, 1.3900632911392403)","(9.0, 11.5, 11.357142857142858)","(17.0, 34.0, 30.5)","(13.0, 15.5, 14.9)","(19.0, 40.0, 38.0)","(51.0, 120.0, 99.0)","(15.0, 29.0, 28.142857142857142)","(51.0, 110.0, 99.0909090909091)","(71.0, 150.0, 132.22222222222223)"
10-01-2023 16:59:07.025844,"(1.2, 1.41, 1.3959829059829059)","(9.0, 11.5, 11.18)","(17.0, 34.0, 30.5)","(12.0, 15.5, 14.9)","(20.0, 40.0, 38.0)","(51.0, 120.0, 99.0)","(16.0, 29.0, 28.142857142857142)","(51.0, 110.0, 99.0909090909091)","(71.0, 150.0, 132.22222222222223)"
10-01-2023 16:59:08.285131,"(1.2, 1.42, 1.4054313099041533)","(9.0, 11.5, 11.071428571428571)","(17.0, 34.0, 28.75)","(12.0, 15.5, 14.617647058823529)","(20.0, 40.0, 38.0)","(51.0, 120.0, 99.0)","(16.0, 29.0, 28.142857142857142)","(51.0, 110.0, 99.0909090909091)","(71.0, 150.0, 132.22222222222223)"
10-01-2023 16:59:09.452409,"(1.2, 1.42, 1.40025974025974)","(9.0, 11.5, 10.928571428571429)","(17.0, 34.0, 28.75)","(12.0, 15.5, 14.5)","(20.0, 40.0, 39.0)","(51.0, 120.0, 99.0)","(16.0, 29.0, 28.142857142857142)","(51.0, 110.0, 99.0909090909091)","(71.0, 150.0, 132.22222222222223)"
10-01-2023 16:59:10.684671,"(1.2, 1.41, 1.3986153846153846)","(9.0, 11.5, 10.986486486486486)","(17.0, 34.0, 28.75)","(12.0, 15.5, 14.264705882352942)","(20.0, 40.0, 39.55555555555556)","(51.0, 120.0, 99.0)","(16.0, 29.0, 28.142857142857142)","(51.0, 110.0, 99.0909090909091)","(71.0, 150.0, 132.22222222222223)"
10-01-2023 16:59:11.877673,"(1.2, 1.41, 1.3986153846153846)","(9.0, 11.5, 10.986486486486486)","(17.0, 34.0, 28.75)","(12.0, 15.5, 14.264705882352942)","(20.0, 40.0, 39.55555555555556)","(51.0, 120.0, 99.0)","(16.0, 29.0, 28.142857142857142)","(51.0, 110.0, 99.0909090909091)","(71.0, 150.0, 132.22222222222223)"
10-01-2023 16:59:13.031207,"(1.2, 1.41, 1.4090265486725664)","(9.0, 11.5, 10.887096774193548)","(17.0, 34.0, 28.75)","(12.0, 15.5, 13.916666666666666)","(20.0, 40.0, 39.69230769230769)","(51.0, 120.0, 99.0)","(16.0, 29.0, 28.142857142857142)","(51.0, 110.0, 99.0909090909091)","(71.0, 150.0, 132.22222222222223)"
10-01-2023 16:59:14.196928,"(1.2, 1.42, 1.4163369963369963)","(9.0, 11.5, 10.887096774193548)","(17.0, 34.0, 28.75)","(12.0, 14.0, 13.884615384615385)","(20.0, 42.0, 39.69230769230769)","(51.0, 120.0, 99.0)","(16.0, 29.0, 28.142857142857142)","(51.0, 110.0, 99.0909090909091)","(71.0, 150.0, 132.22222222222223)"
10-01-2023 16:59:15.344467,"(1.2, 1.42, 1.4156521739130434)","(9.0, 11.5, 10.887096774193548)","(17.0, 34.0, 28.4)","(12.0, 14.0, 13.75)","(20.0, 42.0, 39.69230769230769)","(51.0, 120.0, 99.0)","(16.0, 29.0, 28.142857142857142)","(51.0, 110.0, 99.0909090909091)","(71.0, 150.0, 132.22222222222223)"
10-01-2023 16:59:16.480854,"(1.2, 1.44, 1.4365128205128204)","(9.0, 11.0, 10.583333333333334)","(17.0, 34.0, 29.333333333333332)","(12.0, 14.0, 13.75)","(20.0, 42.0, 39.69230769230769)","(51.0, 120.0, 99.0)","(16.0, 29.0, 28.142857142857142)","(51.0, 110.0, 99.0909090909091)","(71.0, 150.0, 132.22222222222223)"
10-01-2023 16:59:17.608577,"(1.2, 1.44, 1.4382954545454545)","(9.0, 10.5, 10.434782608695652)","(17.0, 34.0, 29.0)","(12.0, 14.0, 13.75)","(20.0, 42.0, 38.25)","(51.0, 120.0, 99.0)","(16.0, 29.0, 28.142857142857142)","(51.0, 110.0, 99.0909090909091)","(71.0, 150.0, 130.0)"
10-01-2023 16:59:18.851600,"(1.2, 1.44, 1.438314606741573)","(9.0, 10.5, 10.384615384615385)","(17.0, 34.0, 29.0)","(12.0, 14.0, 13.411764705882353)","(20.0, 42.0, 38.666666666666664)","(51.0, 120.0, 99.0)","(16.0, 29.0, 28.0)","(51.0, 110.0, 86.0)","(71.0, 150.0, 130.0)"
10-01-2023 16:59:20.035583,"(1.2, 1.45, 1.434842105263158)","(9.0, 10.5, 10.303030303030303)","(17.0, 34.0, 29.0)","(12.0, 14.0, 13.25)","(20.0, 42.0, 38.666666666666664)","(51.0, 120.0, 99.0)","(16.0, 29.0, 28.0)","(51.0, 110.0, 96.66666666666667)","(71.0, 150.0, 130.0)"
10-01-2023 16:59:21.199561,"(1.2, 1.45, 1.440281690140845)","(9.0, 10.5, 10.178378378378378)","(17.0, 34.0, 29.0)","(12.0, 14.0, 13.25)","(20.0, 42.0, 38.44444444444444)","(51.0, 120.0, 99.0)","(16.0, 29.0, 28.4)","(51.0, 100.0, 96.66666666666667)","(71.0, 150.0, 130.0)"
10-01-2023 16:59:22.351332,"(1.2, 1.45, 1.4390298507462687)","(9.0, 10.5, 10.355882352941176)","(17.0, 34.0, 29.0)","(12.0, 13.5, 12.651515151515152)","(20.0, 42.0, 38.44444444444444)","(51.0, 120.0, 99.0)","(16.0, 29.0, 28.4)","(51.0, 100.0, 96.66666666666667)","(71.0, 150.0, 130.0)"
10-01-2023 16:59:23.548622,"(1.2, 1.45, 1.435151515151515)","(9.0, 10.5, 10.366666666666667)","(17.0, 34.0, 29.421052631578945)","(12.0, 13.5, 12.161290322580646)","(20.0, 42.0, 38.44444444444444)","(51.0, 120.0, 99.0)","(16.0, 29.0, 28.4)","(51.0, 100.0, 96.66666666666667)","(71.0, 150.0, 130.0)"
10-01-2023 16:59:24.723454,"(1.2, 1.45, 1.4309756097560975)","(9.0, 10.5, 10.366666666666667)","(17.0, 32.0, 29.421052631578945)","(12.0, 13.0, 12.25)","(20.0, 42.0, 38.44444444444444)","(51.0, 120.0, 99.0)","(16.0, 29.0, 28.4)","(51.0, 110.0, 95.71428571428572)","(71.0, 150.0, 130.0)"
10-01-2023 16:59:25.830399,"(1.2, 1.45, 1.4486666666666665)","(9.0, 10.5, 10.133333333333333)","(17.0, 32.0, 29.421052631578945)","(12.0, 13.0, 12.25)","(20.0, 42.0, 38.44444444444444)","(51.0, 120.0, 99.0)","(16.0, 29.0, 28.4)","(51.0, 110.0, 95.71428571428572)","(71.0, 150.0, 130.0)"
10-01-2023 16:59:26.946809,"(1.2, 1.44, 1.4303345724907062)","(9.0, 10.5, 10.133333333333333)","(17.0, 32.0, 29.421052631578945)","(12.0, 13.0, 12.25)","(19.0, 42.0, 35.6)","(51.0, 120.0, 93.75)","(16.0, 29.0, 28.333333333333332)","(51.0, 110.0, 93.33333333333333)","(71.0, 150.0, 131.8181818181818)"
10-01-2023 16:59:28.183212,"(1.2, 1.44, 1.4303345724907062)","(9.0, 10.5, 10.25)","(17.0, 32.0, 27.333333333333332)","(12.0, 13.0, 12.384615384615385)","(19.0, 36.0, 35.6)","(51.0, 120.0, 93.75)","(16.0, 29.0, 28.333333333333332)","(51.0, 110.0, 93.33333333333333)","(71.0, 150.0, 134.28571428571428)"
10-01-2023 16:59:29.469387,"(1.2, 1.44, 1.4303345724907062)","(9.0, 11.0, 10.357142857142858)","(17.0, 32.0, 27.333333333333332)","(12.0, 13.0, 12.3125)","(19.0, 36.0, 34.6)","(51.0, 120.0, 93.75)","(16.0, 29.0, 28.333333333333332)","(51.0, 110.0, 93.33333333333333)","(71.0, 140.0, 134.28571428571428)"
