,Darby Valley,Jakes A Rake,Talk It Up,Lizard,Kooringa Jack,Cool Red,Chicago Merc,Colonel Angus
08-12-2022 13:11:18.927390,"(4.0, 5.2, 4.844444444444444)","(91.0, 300.0, 200.0)","(12.0, 18.0, 17.869565217391305)","(5.5, 6.8, 6.283544303797468)","(2.15, 2.66, 2.548)","(4.6, 6.8, 6.2214285714285715)","(41.0, 80.0, 72.5)","(21.0, 40.0, 35.354838709677416)"
08-12-2022 13:11:19.986113,"(4.0, 5.1, 4.866666666666666)","(91.0, 300.0, 200.0)","(12.0, 18.0, 17.869565217391305)","(5.5, 6.8, 6.283544303797468)","(2.15, 2.66, 2.548)","(4.6, 6.8, 6.224)","(41.0, 80.0, 72.5)","(21.0, 40.0, 32.19047619047619)"
08-12-2022 13:11:21.069615,"(4.0, 5.1, 4.8999999999999995)","(91.0, 300.0, 200.0)","(12.0, 18.0, 17.869565217391305)","(5.5, 6.8, 6.283544303797468)","(2.15, 2.66, 2.5827586206896553)","(4.6, 6.8, 6.21304347826087)","(41.0, 80.0, 72.5)","(21.0, 36.0, 32.30769230769231)"
08-12-2022 13:11:22.283608,"(4.0, 5.1, 4.8999999999999995)","(91.0, 300.0, 200.0)","(12.0, 18.0, 17.869565217391305)","(5.5, 6.8, 6.283544303797468)","(2.15, 2.66, 2.5827586206896553)","(4.6, 6.8, 6.223076923076923)","(41.0, 80.0, 72.5)","(21.0, 36.0, 32.19047619047619)"
08-12-2022 13:11:23.541503,"(4.0, 5.1, 4.8999999999999995)","(91.0, 300.0, 200.0)","(12.0, 18.0, 17.869565217391305)","(5.5, 6.8, 6.283544303797468)","(2.15, 2.66, 2.5827586206896553)","(4.6, 6.8, 6.2250000000000005)","(41.0, 80.0, 72.5)","(21.0, 36.0, 32.19047619047619)"
08-12-2022 13:11:24.744669,"(4.0, 5.1, 4.8999999999999995)","(91.0, 300.0, 200.0)","(12.0, 18.0, 17.869565217391305)","(5.5, 6.8, 6.283544303797468)","(2.15, 2.66, 2.5827586206896553)","(4.6, 6.8, 6.2250000000000005)","(41.0, 80.0, 72.5)","(21.0, 36.0, 32.9811320754717)"
08-12-2022 13:11:25.893700,"(4.0, 5.1, 4.8999999999999995)","(91.0, 300.0, 200.0)","(12.0, 18.0, 17.8125)","(5.5, 6.8, 6.283544303797468)","(2.15, 2.66, 2.5827586206896553)","(4.6, 6.8, 6.223076923076923)","(41.0, 80.0, 72.5)","(21.0, 36.0, 33.5)"
08-12-2022 13:11:27.012320,"(4.0, 5.1, 4.985714285714286)","(91.0, 300.0, 200.0)","(12.0, 18.0, 17.96875)","(5.5, 6.8, 6.283544303797468)","(2.15, 2.66, 2.5827586206896553)","(4.6, 6.8, 6.220689655172414)","(41.0, 80.0, 72.5)","(21.0, 36.0, 33.5)"
08-12-2022 13:11:28.196520,"(4.0, 5.1, 4.985714285714286)","(91.0, 300.0, 200.0)","(12.0, 18.0, 17.736842105263158)","(5.5, 6.8, 6.283544303797468)","(2.15, 2.66, 2.5827586206896553)","(4.6, 6.8, 6.220689655172414)","(41.0, 80.0, 72.5)","(21.0, 36.0, 33.5)"
08-12-2022 13:11:29.235900,"(4.0, 5.1, 4.985714285714286)","(91.0, 300.0, 200.0)","(12.0, 22.0, 18.210526315789473)","(5.5, 6.8, 6.283544303797468)","(2.15, 2.66, 2.5827586206896553)","(4.6, 6.8, 6.220689655172414)","(41.0, 80.0, 72.5)","(21.0, 36.0, 33.5)"
08-12-2022 13:11:30.561527,"(4.0, 5.1, 4.985714285714286)","(91.0, 300.0, 200.0)","(12.0, 22.0, 18.444444444444443)","(5.5, 6.8, 6.283544303797468)","(2.15, 2.66, 2.5827586206896553)","(4.6, 6.8, 6.220689655172414)","(41.0, 80.0, 72.5)","(21.0, 36.0, 33.5)"
08-12-2022 13:11:31.969664,"(4.0, 4.9, 4.842857142857143)","(91.0, 300.0, 213.84615384615387)","(12.0, 22.0, 18.666666666666668)","(5.5, 6.8, 6.314285714285714)","(2.15, 2.66, 2.570588235294118)","(4.6, 6.8, 6.316129032258065)","(41.0, 80.0, 72.05882352941177)","(21.0, 36.0, 34.22222222222222)"
08-12-2022 13:11:33.275673,"(4.0, 4.9, 4.842857142857143)","(91.0, 300.0, 213.84615384615387)","(12.0, 22.0, 19.770491803278688)","(5.5, 6.8, 6.314285714285714)","(2.15, 2.66, 2.570588235294118)","(4.6, 6.8, 6.426666666666667)","(41.0, 80.0, 72.05882352941177)","(21.0, 36.0, 34.048780487804876)"
08-12-2022 13:11:34.614145,"(4.0, 5.0, 4.866666666666666)","(91.0, 300.0, 252.72727272727275)","(12.0, 22.0, 19.770491803278688)","(5.5, 6.8, 6.314285714285714)","(2.15, 2.66, 2.570588235294118)","(4.6, 6.8, 6.574999999999999)","(41.0, 80.0, 72.05882352941177)","(21.0, 36.0, 34.048780487804876)"
08-12-2022 13:11:35.924999,"(4.0, 5.0, 4.810344827586207)","(91.0, 300.0, 252.72727272727275)","(12.0, 22.0, 20.34146341463415)","(5.5, 6.8, 6.314285714285714)","(2.15, 2.66, 2.570588235294118)","(4.6, 6.6, 6.574999999999999)","(41.0, 80.0, 72.05882352941177)","(21.0, 36.0, 34.048780487804876)"
08-12-2022 13:11:37.202687,"(4.0, 5.0, 4.810344827586207)","(91.0, 300.0, 252.72727272727275)","(12.0, 22.0, 20.313253012048193)","(5.5, 6.8, 6.314285714285714)","(2.15, 2.66, 2.570588235294118)","(4.6, 6.6, 6.574999999999999)","(41.0, 80.0, 72.05882352941177)","(21.0, 36.0, 34.048780487804876)"
08-12-2022 13:11:38.432478,"(4.0, 5.0, 4.810344827586207)","(91.0, 300.0, 252.72727272727275)","(12.0, 22.0, 20.313253012048193)","(5.5, 6.8, 6.314285714285714)","(2.15, 2.66, 2.570588235294118)","(4.6, 6.6, 6.574999999999999)","(41.0, 80.0, 72.05882352941177)","(21.0, 36.0, 34.048780487804876)"
08-12-2022 13:11:39.649106,"(4.0, 4.9, 4.776923076923077)","(91.0, 300.0, 252.72727272727275)","(12.0, 22.0, 20.313253012048193)","(5.5, 6.8, 6.314285714285714)","(2.15, 2.66, 2.570588235294118)","(4.6, 6.6, 6.624)","(41.0, 80.0, 67.5)","(21.0, 36.0, 34.048780487804876)"
08-12-2022 13:11:40.828637,"(4.0, 4.9, 4.776923076923077)","(91.0, 300.0, 252.72727272727275)","(12.0, 22.0, 19.46808510638298)","(5.5, 6.8, 6.314285714285714)","(2.15, 2.66, 2.570588235294118)","(4.6, 6.8, 6.624)","(41.0, 80.0, 67.5)","(21.0, 36.0, 34.048780487804876)"
08-12-2022 13:11:42.033280,"(4.0, 4.9, 4.776923076923077)","(91.0, 300.0, 252.72727272727275)","(12.0, 22.0, 19.085714285714285)","(5.5, 6.8, 6.314285714285714)","(2.15, 2.66, 2.570588235294118)","(4.8, 6.8, 6.624)","(41.0, 80.0, 67.5)","(21.0, 36.0, 34.048780487804876)"
08-12-2022 13:11:43.241744,"(4.0, 4.9, 4.776923076923077)","(91.0, 300.0, 252.72727272727275)","(12.0, 22.0, 19.085714285714285)","(5.5, 6.8, 6.314285714285714)","(2.15, 2.66, 2.570588235294118)","(4.8, 6.8, 6.607407407407408)","(41.0, 80.0, 67.5)","(21.0, 36.0, 34.048780487804876)"
08-12-2022 13:11:44.446554,"(4.0, 4.9, 4.800000000000001)","(91.0, 300.0, 252.72727272727275)","(12.0, 21.0, 20.0)","(5.5, 6.8, 6.314285714285714)","(2.15, 2.66, 2.570588235294118)","(4.8, 6.8, 6.607407407407408)","(41.0, 80.0, 67.5)","(21.0, 36.0, 34.048780487804876)"
08-12-2022 13:11:45.678458,"(4.0, 4.9, 4.74)","(91.0, 300.0, 252.72727272727275)","(12.0, 21.0, 20.75)","(5.5, 6.8, 6.314285714285714)","(2.15, 2.66, 2.570588235294118)","(4.8, 6.8, 6.505263157894737)","(41.0, 80.0, 67.0)","(21.0, 36.0, 34.048780487804876)"
08-12-2022 13:11:46.890636,"(4.0, 4.9, 4.722222222222222)","(91.0, 300.0, 252.72727272727275)","(12.0, 21.0, 20.75)","(5.5, 6.8, 6.314285714285714)","(2.15, 2.66, 2.570588235294118)","(4.8, 6.8, 6.275)","(41.0, 80.0, 67.0)","(21.0, 36.0, 34.048780487804876)"
08-12-2022 13:11:48.086103,"(4.0, 4.9, 4.633333333333333)","(91.0, 300.0, 252.72727272727275)","(12.0, 21.0, 20.75)","(5.5, 6.8, 6.314285714285714)","(2.15, 2.66, 2.570588235294118)","(4.8, 6.8, 6.65)","(41.0, 80.0, 67.0)","(21.0, 36.0, 34.048780487804876)"
08-12-2022 13:11:49.249381,"(4.0, 4.9, 4.633333333333333)","(91.0, 300.0, 252.72727272727275)","(12.0, 21.0, 20.916666666666668)","(5.5, 6.8, 6.314285714285714)","(2.15, 2.66, 2.570588235294118)","(4.8, 6.8, 6.65)","(41.0, 80.0, 67.0)","(21.0, 36.0, 34.05)"
08-12-2022 13:11:50.468921,"(4.0, 4.9, 4.633333333333333)","(91.0, 300.0, 252.72727272727275)","(12.0, 21.0, 20.95)","(5.5, 6.8, 6.314285714285714)","(2.15, 2.66, 2.570588235294118)","(4.8, 6.8, 6.628571428571429)","(41.0, 80.0, 64.52380952380952)","(21.0, 36.0, 34.05128205128205)"
08-12-2022 13:11:51.703722,"(3.9, 4.9, 4.754545454545455)","(91.0, 300.0, 252.72727272727275)","(13.0, 21.0, 20.95)","(5.5, 6.8, 6.314285714285714)","(2.15, 2.66, 2.570588235294118)","(4.8, 6.8, 6.725)","(41.0, 80.0, 67.0)","(21.0, 36.0, 34.05128205128205)"
08-12-2022 13:11:52.952474,"(3.9, 4.9, 4.633333333333333)","(91.0, 300.0, 252.72727272727275)","(13.0, 21.0, 20.95)","(5.5, 6.8, 6.314285714285714)","(2.15, 2.66, 2.570588235294118)","(4.8, 6.8, 6.725)","(41.0, 80.0, 67.0)","(21.0, 36.0, 34.05128205128205)"
08-12-2022 13:11:54.204628,"(3.9, 4.9, 4.633333333333333)","(91.0, 300.0, 252.72727272727275)","(13.0, 21.0, 19.677884615384617)","(5.5, 6.8, 6.314285714285714)","(2.15, 2.66, 2.570588235294118)","(4.8, 6.8, 6.725)","(41.0, 80.0, 67.0)","(21.0, 36.0, 34.05128205128205)"
08-12-2022 13:11:55.458409,"(3.9, 4.9, 4.633333333333333)","(91.0, 300.0, 252.72727272727275)","(13.0, 21.0, 19.97)","(5.5, 6.8, 6.314285714285714)","(2.15, 2.66, 2.58)","(4.8, 6.8, 6.725)","(41.0, 80.0, 64.52380952380952)","(21.0, 36.0, 34.05128205128205)"
08-12-2022 13:11:56.696332,"(3.9, 4.7, 4.675)","(91.0, 300.0, 252.72727272727275)","(13.0, 20.0, 19.97)","(5.5, 6.8, 6.314285714285714)","(2.15, 2.66, 2.570588235294118)","(4.8, 6.8, 6.609090909090909)","(41.0, 80.0, 67.0)","(21.0, 36.0, 34.05128205128205)"
08-12-2022 13:11:57.902261,"(3.9, 4.9, 4.772)","(91.0, 300.0, 252.72727272727275)","(13.0, 20.0, 19.335227272727273)","(5.5, 6.8, 6.314285714285714)","(2.15, 2.66, 2.570588235294118)","(4.8, 6.8, 6.686486486486486)","(41.0, 80.0, 67.0)","(21.0, 36.0, 34.05128205128205)"
08-12-2022 13:11:59.194950,"(3.9, 4.9, 4.722222222222222)","(91.0, 300.0, 252.72727272727275)","(13.0, 19.5, 17.25)","(5.5, 6.8, 6.3310344827586205)","(2.15, 2.66, 2.549166666666667)","(4.8, 6.8, 6.714285714285714)","(41.0, 80.0, 64.52380952380952)","(21.0, 36.0, 34.05128205128205)"
08-12-2022 13:12:00.442965,"(3.9, 4.9, 4.811111111111112)","(91.0, 300.0, 252.72727272727275)","(13.0, 17.5, 16.53030303030303)","(5.5, 6.8, 6.3310344827586205)","(2.15, 2.66, 2.533333333333333)","(4.8, 6.8, 6.764705882352941)","(41.0, 80.0, 64.52380952380952)","(21.0, 36.0, 34.05128205128205)"
08-12-2022 13:12:01.671647,"(3.9, 4.9, 4.828571428571429)","(91.0, 300.0, 252.72727272727275)","(13.0, 19.5, 16.357142857142858)","(5.5, 6.8, 6.3310344827586205)","(2.15, 2.66, 2.533333333333333)","(4.8, 6.8, 6.764705882352941)","(41.0, 80.0, 64.52380952380952)","(21.0, 36.0, 34.05128205128205)"
08-12-2022 13:12:02.790055,"(3.9, 4.9, 4.788888888888889)","(91.0, 300.0, 252.72727272727275)","(13.0, 19.0, 16.357142857142858)","(5.5, 6.8, 6.3310344827586205)","(2.15, 2.66, 2.533333333333333)","(4.8, 6.8, 6.764705882352941)","(41.0, 80.0, 65.52631578947368)","(21.0, 36.0, 34.05128205128205)"
08-12-2022 13:12:03.904552,"(3.9, 4.8, 4.78)","(91.0, 300.0, 242.22222222222223)","(13.0, 19.0, 16.36986301369863)","(5.5, 6.8, 6.3310344827586205)","(2.15, 2.66, 2.533333333333333)","(4.8, 6.8, 6.764705882352941)","(41.0, 80.0, 65.52631578947368)","(21.0, 36.0, 34.1)"
08-12-2022 13:12:05.148470,"(3.9, 4.8, 4.79)","(91.0, 300.0, 252.72727272727275)","(13.0, 19.0, 16.36)","(5.5, 6.8, 6.3310344827586205)","(2.15, 2.66, 2.533333333333333)","(4.8, 6.8, 6.764705882352941)","(41.0, 80.0, 65.52631578947368)","(21.0, 36.0, 34.31111111111111)"
08-12-2022 13:12:06.405196,"(3.9, 4.8, 4.78)","(91.0, 300.0, 252.72727272727275)","(13.0, 19.0, 16.416666666666668)","(5.5, 6.8, 6.3310344827586205)","(2.15, 2.66, 2.5935)","(4.8, 6.8, 6.764705882352941)","(41.0, 80.0, 65.52631578947368)","(21.0, 36.0, 34.31111111111111)"
08-12-2022 13:12:07.632839,"(3.9, 4.8, 4.78)","(91.0, 300.0, 252.72727272727275)","(13.0, 18.5, 16.402298850574713)","(5.5, 6.8, 6.3310344827586205)","(2.15, 2.66, 2.5935)","(4.8, 6.8, 6.721739130434782)","(41.0, 80.0, 65.52631578947368)","(21.0, 36.0, 34.1)"
08-12-2022 13:12:08.987352,"(3.9, 4.8, 4.79)","(91.0, 300.0, 252.72727272727275)","(13.0, 18.5, 16.178571428571427)","(5.5, 6.8, 6.3310344827586205)","(2.15, 2.66, 2.591707317073171)","(4.8, 6.8, 6.721739130434782)","(41.0, 80.0, 65.52631578947368)","(21.0, 36.0, 34.1)"
08-12-2022 13:12:10.272731,"(3.9, 4.8, 4.78)","(91.0, 300.0, 252.72727272727275)","(13.0, 18.5, 16.178571428571427)","(5.5, 6.8, 6.323913043478261)","(2.15, 2.66, 2.591707317073171)","(4.8, 6.8, 6.721739130434782)","(41.0, 80.0, 67.0)","(21.0, 36.0, 34.05128205128205)"
08-12-2022 13:12:11.531396,"(3.9, 4.8, 4.78)","(91.0, 300.0, 252.72727272727275)","(13.0, 18.5, 16.178571428571427)","(5.5, 6.8, 6.323913043478261)","(2.15, 2.66, 2.591707317073171)","(4.8, 6.8, 6.721739130434782)","(41.0, 80.0, 67.0)","(21.0, 36.0, 34.05128205128205)"
08-12-2022 13:12:12.870603,"(3.9, 4.8, 4.79)","(91.0, 300.0, 254.7826086956522)","(13.0, 18.0, 16.434782608695652)","(5.5, 6.8, 6.323913043478261)","(2.15, 2.66, 2.591707317073171)","(4.8, 6.8, 6.721739130434782)","(41.0, 80.0, 70.71428571428571)","(21.0, 36.0, 34.05128205128205)"
08-12-2022 13:12:14.108339,"(3.9, 4.8, 4.79)","(91.0, 300.0, 254.7826086956522)","(13.0, 18.0, 16.434782608695652)","(5.5, 6.8, 6.323913043478261)","(2.15, 2.66, 2.591707317073171)","(4.8, 6.8, 6.727272727272727)","(41.0, 80.0, 68.52941176470588)","(21.0, 36.0, 34.05128205128205)"
08-12-2022 13:12:15.422845,"(3.9, 4.8, 4.78)","(91.0, 300.0, 254.7826086956522)","(13.0, 18.0, 16.4)","(5.5, 6.8, 6.296551724137931)","(2.15, 2.66, 2.591707317073171)","(4.8, 6.8, 6.727272727272727)","(41.0, 80.0, 68.52941176470588)","(21.0, 36.0, 34.05128205128205)"
08-12-2022 13:12:16.780871,"(3.9, 4.8, 4.78)","(91.0, 300.0, 254.7826086956522)","(13.0, 18.0, 16.4)","(5.5, 6.8, 6.323913043478261)","(2.15, 2.66, 2.591707317073171)","(4.8, 6.8, 6.727272727272727)","(41.0, 80.0, 68.52941176470588)","(21.0, 36.0, 34.05128205128205)"
08-12-2022 13:12:18.101301,"(3.9, 4.8, 4.78)","(91.0, 300.0, 254.7826086956522)","(13.0, 18.0, 16.210526315789473)","(5.5, 6.8, 6.323913043478261)","(2.15, 2.66, 2.591707317073171)","(4.8, 6.8, 6.727272727272727)","(41.0, 80.0, 70.71428571428571)","(21.0, 36.0, 34.05128205128205)"
08-12-2022 13:12:19.264012,"(3.9, 4.8, 4.79)","(91.0, 300.0, 254.7826086956522)","(13.0, 18.0, 16.210526315789473)","(5.5, 6.8, 6.323913043478261)","(2.15, 2.66, 2.591707317073171)","(4.8, 6.8, 6.727272727272727)","(41.0, 80.0, 70.71428571428571)","(21.0, 36.0, 34.05128205128205)"
08-12-2022 13:12:20.413468,"(3.9, 4.8, 4.79)","(91.0, 300.0, 254.7826086956522)","(13.0, 18.0, 16.210526315789473)","(5.5, 6.8, 6.58)","(2.15, 2.66, 2.5556521739130433)","(4.8, 6.8, 6.727272727272727)","(41.0, 80.0, 68.52941176470588)","(21.0, 36.0, 34.05128205128205)"
08-12-2022 13:12:21.592275,"(3.9, 4.8, 4.78)","(91.0, 300.0, 254.7826086956522)","(13.0, 18.0, 16.210526315789473)","(5.5, 6.6, 6.58)","(2.15, 2.66, 2.5556521739130433)","(4.8, 6.8, 6.727272727272727)","(41.0, 80.0, 70.71428571428571)","(21.0, 36.0, 34.05128205128205)"
08-12-2022 13:12:22.823747,"(3.9, 4.8, 4.79)","(91.0, 300.0, 254.7826086956522)","(13.0, 18.0, 16.210526315789473)","(5.5, 6.6, 6.385365853658537)","(2.15, 2.66, 2.5727272727272728)","(4.8, 6.8, 6.760975609756097)","(41.0, 80.0, 70.71428571428571)","(21.0, 36.0, 34.05128205128205)"
08-12-2022 13:12:24.155385,"(3.9, 4.8, 4.79)","(91.0, 300.0, 258.6363636363636)","(13.0, 18.0, 15.625)","(5.5, 6.6, 6.297435897435897)","(2.15, 2.7, 2.58)","(4.8, 6.8, 6.988571428571428)","(41.0, 80.0, 68.52941176470588)","(21.0, 36.0, 34.05128205128205)"
08-12-2022 13:12:25.525984,"(3.9, 4.8, 4.78)","(91.0, 300.0, 258.6363636363636)","(13.0, 18.0, 15.625)","(5.5, 6.4, 6.264406779661017)","(2.15, 2.62, 2.586666666666667)","(4.8, 7.0, 6.902222222222222)","(41.0, 80.0, 68.52941176470588)","(21.0, 36.0, 34.05128205128205)"
08-12-2022 13:12:26.852129,"(3.9, 5.1, 5.090909090909091)","(91.0, 300.0, 258.6363636363636)","(13.0, 17.5, 15.104166666666666)","(5.5, 6.4, 6.24)","(2.15, 2.6, 2.575)","(4.8, 7.0, 6.895652173913043)","(41.0, 80.0, 70.71428571428571)","(21.0, 36.0, 34.05128205128205)"
08-12-2022 13:12:28.153439,"(4.0, 5.1, 5.090909090909091)","(91.0, 300.0, 258.6363636363636)","(12.0, 17.5, 15.642857142857142)","(5.5, 6.4, 6.074666666666666)","(2.15, 2.6, 2.5345454545454547)","(5.0, 7.0, 6.948717948717949)","(41.0, 80.0, 70.71428571428571)","(21.0, 36.0, 34.05128205128205)"
08-12-2022 13:12:29.493970,"(4.0, 5.1, 5.069999999999999)","(91.0, 300.0, 258.6363636363636)","(12.0, 17.5, 15.642857142857142)","(5.5, 6.4, 6.074666666666666)","(2.15, 2.6, 2.532)","(5.0, 7.0, 6.877551020408164)","(41.0, 80.0, 68.52941176470588)","(21.0, 36.0, 34.05128205128205)"
08-12-2022 13:12:30.817129,"(4.0, 5.1, 5.04)","(91.0, 300.0, 258.6363636363636)","(12.0, 17.5, 16.107142857142858)","(5.5, 6.4, 6.102439024390244)","(2.15, 2.58, 2.546153846153846)","(5.0, 7.0, 6.851851851851852)","(41.0, 80.0, 68.52941176470588)","(21.0, 36.0, 34.05128205128205)"
08-12-2022 13:12:32.124926,"(4.0, 5.1, 5.078571428571428)","(91.0, 300.0, 258.6363636363636)","(12.0, 17.5, 16.107142857142858)","(5.5, 6.4, 6.106024096385542)","(2.15, 2.56, 2.5307692307692307)","(5.0, 7.0, 6.851851851851852)","(41.0, 80.0, 68.52941176470588)","(21.0, 36.0, 34.05128205128205)"
08-12-2022 13:12:33.410982,"(4.0, 5.1, 5.08)","(91.0, 300.0, 258.6363636363636)","(12.0, 17.5, 16.3)","(5.5, 6.4, 6.104761904761905)","(2.15, 2.54, 2.5307692307692307)","(5.0, 7.0, 6.895652173913043)","(41.0, 80.0, 68.52941176470588)","(21.0, 36.0, 34.05128205128205)"
08-12-2022 13:12:34.663245,"(4.0, 5.1, 5.08)","(91.0, 300.0, 246.47058823529412)","(12.0, 17.5, 16.3)","(5.5, 6.4, 6.1375)","(2.15, 2.54, 2.52)","(5.0, 7.0, 6.95)","(41.0, 80.0, 73.57142857142857)","(21.0, 36.0, 34.05128205128205)"
08-12-2022 13:12:35.976577,"(4.0, 5.1, 5.071428571428571)","(91.0, 300.0, 258.6363636363636)","(12.0, 17.5, 16.85820895522388)","(5.5, 6.2, 6.135483870967742)","(2.15, 2.54, 2.51)","(5.0, 7.0, 6.923076923076923)","(41.0, 80.0, 73.57142857142857)","(21.0, 36.0, 34.05128205128205)"
08-12-2022 13:12:37.264098,"(4.0, 5.1, 5.066666666666666)","(91.0, 300.0, 258.6363636363636)","(12.0, 18.5, 16.852941176470587)","(5.5, 6.2, 6.140000000000001)","(2.15, 2.52, 2.5163636363636366)","(5.0, 7.0, 6.923076923076923)","(41.0, 80.0, 73.57142857142857)","(21.0, 36.0, 34.05128205128205)"
08-12-2022 13:12:38.612020,"(4.2, 5.1, 4.95)","(101.0, 300.0, 258.6363636363636)","(12.0, 18.5, 15.513333333333334)","(5.5, 6.2, 6.166666666666667)","(2.2, 2.52, 2.545)","(5.5, 7.0, 7.022222222222222)","(41.0, 80.0, 73.57142857142857)","(21.0, 36.0, 34.05263157894737)"
08-12-2022 13:12:39.901496,"(4.2, 5.3, 5.125)","(101.0, 300.0, 277.3913043478261)","(12.0, 18.5, 16.09090909090909)","(5.5, 6.2, 6.168)","(2.2, 2.56, 2.518181818181818)","(5.5, 7.2, 7.131034482758621)","(41.0, 80.0, 68.33333333333333)","(21.0, 36.0, 34.23529411764706)"
08-12-2022 13:12:41.129641,"(4.2, 5.1, 5.09047619047619)","(101.0, 300.0, 277.3913043478261)","(12.0, 18.0, 16.09090909090909)","(5.5, 6.2, 6.168)","(2.2, 2.54, 2.518181818181818)","(5.5, 7.2, 7.12)","(41.0, 85.0, 69.21052631578948)","(21.0, 36.0, 34.04347826086956)"
08-12-2022 13:12:42.391596,"(4.2, 5.1, 5.09047619047619)","(101.0, 300.0, 262.8571428571429)","(12.0, 18.0, 16.1)","(5.5, 6.2, 6.21981981981982)","(2.2, 2.54, 2.5694117647058823)","(5.5, 7.2, 7.127272727272727)","(41.0, 85.0, 69.21052631578948)","(21.0, 36.0, 34.04347826086956)"
08-12-2022 13:12:43.629033,"(4.2, 5.1, 5.09047619047619)","(101.0, 300.0, 262.8571428571429)","(12.0, 18.0, 16.24074074074074)","(5.5, 6.4, 6.12)","(2.2, 2.58, 2.570649350649351)","(5.5, 7.2, 7.127272727272727)","(41.0, 85.0, 77.5)","(21.0, 36.0, 34.04347826086956)"
08-12-2022 13:12:44.901647,"(4.2, 5.1, 5.09047619047619)","(101.0, 300.0, 262.8571428571429)","(12.0, 17.5, 16.083333333333332)","(5.5, 6.2, 6.106542056074766)","(2.2, 2.58, 2.5625)","(5.5, 7.2, 7.148387096774194)","(41.0, 80.0, 77.5)","(21.0, 36.0, 34.04347826086956)"
08-12-2022 13:12:46.142924,"(4.2, 5.1, 5.09047619047619)","(101.0, 300.0, 262.8571428571429)","(12.0, 17.5, 16.1875)","(5.5, 6.2, 6.106542056074766)","(2.2, 2.6, 2.5571428571428574)","(5.5, 7.2, 7.1466666666666665)","(41.0, 80.0, 78.33333333333334)","(21.0, 36.0, 34.04347826086956)"
08-12-2022 13:12:47.491255,"(4.2, 5.1, 5.090909090909091)","(101.0, 300.0, 262.8571428571429)","(12.0, 17.5, 16.1875)","(5.5, 6.2, 6.106542056074766)","(2.2, 2.6, 2.598181818181818)","(5.5, 7.2, 7.1466666666666665)","(41.0, 80.0, 78.33333333333334)","(21.0, 36.0, 34.04255319148936)"
08-12-2022 13:12:48.742892,"(4.2, 5.1, 5.06)","(101.0, 300.0, 267.5)","(12.0, 17.5, 16.1875)","(5.5, 6.2, 6.106542056074766)","(2.2, 2.62, 2.56375)","(5.5, 7.2, 7.1466666666666665)","(41.0, 80.0, 77.5)","(21.0, 36.0, 34.04347826086956)"
08-12-2022 13:12:50.096708,"(4.2, 5.0, 4.98)","(101.0, 290.0, 248.26086956521738)","(12.0, 17.5, 16.1875)","(5.5, 6.2, 6.106542056074766)","(2.2, 2.62, 2.572)","(5.5, 7.2, 7.1466666666666665)","(41.0, 80.0, 78.46153846153847)","(21.0, 36.0, 34.04347826086956)"
08-12-2022 13:12:51.715129,"(4.2, 5.0, 4.98)","(101.0, 290.0, 248.26086956521738)","(12.0, 17.5, 16.423076923076923)","(5.5, 6.2, 6.106542056074766)","(2.2, 2.62, 2.5985714285714288)","(5.5, 7.2, 7.1466666666666665)","(41.0, 80.0, 78.46153846153847)","(21.0, 36.0, 34.04347826086956)"
08-12-2022 13:12:53.059648,"(4.2, 5.0, 5.08)","(101.0, 290.0, 248.26086956521738)","(12.0, 17.5, 16.423076923076923)","(5.5, 6.2, 6.038095238095238)","(2.2, 2.62, 2.606666666666667)","(5.5, 7.2, 7.144827586206897)","(41.0, 80.0, 78.46153846153847)","(21.0, 36.0, 34.04347826086956)"
08-12-2022 13:12:54.519890,"(4.2, 5.1, 4.99)","(101.0, 290.0, 248.26086956521738)","(12.0, 17.5, 16.346153846153847)","(5.5, 6.2, 6.038095238095238)","(2.2, 2.62, 2.5725000000000002)","(5.5, 7.2, 7.144827586206897)","(41.0, 80.0, 78.46153846153847)","(21.0, 36.0, 34.04347826086956)"
08-12-2022 13:12:55.819599,"(4.2, 5.0, 4.99)","(101.0, 290.0, 248.26086956521738)","(12.0, 17.5, 16.38888888888889)","(5.5, 6.2, 6.038095238095238)","(2.2, 2.6, 2.5725000000000002)","(5.5, 7.2, 7.1466666666666665)","(41.0, 80.0, 78.46153846153847)","(21.0, 36.0, 34.04347826086956)"
08-12-2022 13:12:57.113095,"(4.2, 5.1, 5.06)","(101.0, 290.0, 248.26086956521738)","(12.0, 17.5, 16.38888888888889)","(5.5, 6.2, 6.038095238095238)","(2.2, 2.6, 2.5725000000000002)","(5.5, 7.2, 7.1466666666666665)","(41.0, 80.0, 78.46153846153847)","(21.0, 36.0, 34.04347826086956)"
08-12-2022 13:12:58.400148,"(4.2, 5.0, 4.98)","(101.0, 290.0, 248.26086956521738)","(12.0, 17.5, 16.38888888888889)","(5.5, 6.2, 6.038095238095238)","(2.2, 2.6, 2.5725000000000002)","(5.5, 7.2, 7.152941176470589)","(41.0, 80.0, 78.46153846153847)","(21.0, 36.0, 34.04347826086956)"
08-12-2022 13:12:59.694481,"(4.2, 5.0, 4.98)","(101.0, 290.0, 270.0)","(12.0, 17.5, 15.625)","(5.5, 6.2, 6.038095238095238)","(2.2, 2.6, 2.591764705882353)","(5.5, 7.2, 7.152941176470589)","(41.0, 80.0, 78.46153846153847)","(21.0, 36.0, 34.04347826086956)"
