,Claws In Rambo,Big Time Hugo,Opawa Pick,Oscars Reality,Big Time Noise,Big Time Bumper,Stay Connected
16-12-2022 14:56:28.360996,"(5.5, 7.4, 6.685714285714286)","(3.1, 3.95, 3.79)","(10.0, 32.0, 28.076923076923077)","(20.0, 100.0, 90.70588235294119)","(2.2, 2.62, 2.4288235294117646)","(8.0, 12.5, 11.864705882352942)","(31.0, 280.0, 227.55555555555554)"
16-12-2022 14:56:29.342860,"(5.5, 7.2, 6.690909090909091)","(3.1, 3.95, 3.835714285714286)","(10.0, 32.0, 28.076923076923077)","(20.0, 100.0, 90.70588235294119)","(2.2, 2.6, 2.4235294117647057)","(8.0, 12.5, 11.864705882352942)","(31.0, 280.0, 227.55555555555554)"
16-12-2022 14:56:30.308086,"(5.5, 7.2, 6.0625)","(3.1, 3.95, 3.8433333333333333)","(10.0, 32.0, 23.75)","(20.0, 100.0, 90.70588235294119)","(2.2, 2.6, 2.4153846153846152)","(8.0, 12.5, 11.864705882352942)","(31.0, 280.0, 227.55555555555554)"
16-12-2022 14:56:31.254302,"(5.5, 7.2, 6.593333333333334)","(3.1, 3.95, 3.8433333333333333)","(10.0, 32.0, 26.5)","(20.0, 100.0, 90.70588235294119)","(2.2, 2.6, 2.5123076923076924)","(8.0, 12.5, 11.864705882352942)","(31.0, 280.0, 227.55555555555554)"
16-12-2022 14:56:32.192675,"(5.5, 7.2, 6.593333333333334)","(3.1, 3.95, 3.8433333333333333)","(10.0, 32.0, 26.5)","(20.0, 100.0, 90.70588235294119)","(2.2, 2.58, 2.4657142857142857)","(8.0, 12.5, 11.864705882352942)","(31.0, 280.0, 227.55555555555554)"
16-12-2022 14:56:33.084511,"(5.5, 7.2, 6.593333333333334)","(3.1, 3.95, 3.8433333333333333)","(10.0, 32.0, 26.5)","(20.0, 100.0, 90.70588235294119)","(2.2, 2.56, 2.515)","(8.0, 12.5, 11.864705882352942)","(31.0, 280.0, 227.55555555555554)"
16-12-2022 14:56:33.983782,"(5.5, 7.2, 6.593333333333334)","(3.1, 3.95, 3.8433333333333333)","(10.0, 32.0, 26.5)","(20.0, 100.0, 90.70588235294119)","(2.2, 2.58, 2.3993548387096775)","(8.0, 12.5, 11.864705882352942)","(31.0, 280.0, 227.55555555555554)"
16-12-2022 14:56:34.889668,"(5.5, 7.2, 6.593333333333334)","(3.1, 4.0, 3.8411764705882354)","(10.0, 32.0, 22.1)","(20.0, 100.0, 90.70588235294119)","(2.2, 2.58, 2.4006896551724135)","(8.0, 12.5, 11.825)","(31.0, 280.0, 227.55555555555554)"
16-12-2022 14:56:35.804305,"(5.5, 7.2, 6.593333333333334)","(3.1, 4.0, 3.9625)","(10.0, 32.0, 29.714285714285715)","(20.0, 100.0, 90.70588235294119)","(2.2, 2.56, 2.46)","(8.0, 12.5, 11.825)","(31.0, 280.0, 163.0)"
16-12-2022 14:56:36.769378,"(5.5, 7.2, 6.42)","(3.1, 4.0, 3.9625)","(10.0, 32.0, 30.22222222222222)","(20.0, 100.0, 90.70588235294119)","(2.2, 2.54, 2.52)","(8.0, 12.5, 11.825)","(31.0, 280.0, 94.4)"
16-12-2022 14:56:37.698124,"(5.0, 7.2, 6.316000000000001)","(3.1, 4.0, 3.9625)","(10.0, 32.0, 30.857142857142854)","(20.0, 100.0, 90.70588235294119)","(2.2, 2.54, 2.52)","(8.5, 12.5, 11.825)","(31.0, 280.0, 94.4)"
16-12-2022 14:56:38.628317,"(5.0, 7.2, 6.316000000000001)","(3.2, 4.0, 3.9625)","(11.0, 32.0, 27.0)","(20.0, 100.0, 61.0)","(2.2, 2.54, 2.4448275862068964)","(8.5, 12.5, 11.825)","(31.0, 280.0, 94.4)"
16-12-2022 14:56:39.571501,"(5.0, 7.0, 6.576923076923077)","(3.2, 4.0, 3.9625)","(11.0, 32.0, 29.0)","(20.0, 100.0, 85.81818181818181)","(2.2, 2.54, 2.4448275862068964)","(8.5, 12.5, 11.825)","(31.0, 280.0, 94.4)"
16-12-2022 14:56:40.537289,"(5.0, 7.0, 6.576923076923077)","(3.2, 4.0, 3.9625)","(11.0, 32.0, 24.5)","(20.0, 100.0, 85.81818181818181)","(2.2, 2.54, 2.4448275862068964)","(8.5, 12.5, 11.825)","(31.0, 280.0, 94.4)"
16-12-2022 14:56:41.515883,"(5.0, 7.0, 6.576923076923077)","(3.2, 4.0, 3.9625)","(11.0, 32.0, 24.5)","(20.0, 100.0, 85.81818181818181)","(2.2, 2.54, 2.4405714285714284)","(8.5, 12.5, 11.825)","(31.0, 280.0, 94.4)"
16-12-2022 14:56:42.547514,"(5.0, 7.0, 6.576923076923077)","(3.2, 4.0, 3.9625)","(11.0, 32.0, 24.5)","(20.0, 100.0, 84.4)","(2.2, 2.54, 2.4527272727272726)","(8.5, 12.5, 11.825)","(31.0, 280.0, 94.4)"
16-12-2022 14:56:43.482170,"(5.0, 7.0, 6.576923076923077)","(3.2, 4.0, 3.9625)","(11.0, 32.0, 24.5)","(20.0, 100.0, 84.6)","(2.2, 2.54, 2.5)","(8.5, 12.5, 11.985714285714286)","(31.0, 280.0, 125.33333333333333)"
16-12-2022 14:56:44.402433,"(5.0, 7.0, 6.41764705882353)","(3.2, 4.0, 3.8200000000000003)","(11.0, 32.0, 24.5)","(20.0, 100.0, 62.0)","(2.2, 2.52, 2.4985714285714287)","(8.5, 12.5, 11.985714285714286)","(31.0, 280.0, 94.4)"
16-12-2022 14:56:45.295734,"(5.0, 7.0, 6.41764705882353)","(3.2, 4.0, 3.94)","(11.0, 32.0, 30.708333333333336)","(20.0, 100.0, 81.0)","(2.2, 2.52, 2.455483870967742)","(8.5, 12.5, 11.985714285714286)","(31.0, 280.0, 94.4)"
16-12-2022 14:56:46.212785,"(5.0, 7.0, 6.225925925925926)","(3.2, 4.0, 3.88)","(11.0, 32.0, 28.125)","(20.0, 100.0, 81.0)","(2.2, 2.52, 2.44)","(8.5, 12.5, 11.833333333333334)","(31.0, 280.0, 94.4)"
16-12-2022 14:56:47.112032,"(5.0, 7.0, 6.225925925925926)","(3.2, 4.0, 3.98)","(11.0, 32.0, 26.833333333333336)","(20.0, 100.0, 81.0)","(2.2, 2.52, 2.3104761904761904)","(8.5, 12.5, 11.833333333333334)","(31.0, 280.0, 94.4)"
16-12-2022 14:56:48.050273,"(5.0, 7.0, 6.225925925925926)","(3.2, 4.0, 3.8615384615384616)","(11.0, 32.0, 28.125)","(20.0, 100.0, 69.6)","(2.2, 2.52, 2.3104761904761904)","(8.5, 12.5, 11.25)","(31.0, 280.0, 90.4)"
16-12-2022 14:56:48.962603,"(5.0, 7.0, 6.225925925925926)","(3.2, 4.0, 3.9625)","(11.0, 32.0, 31.25)","(20.0, 100.0, 85.0)","(2.2, 2.52, 2.4584615384615383)","(8.5, 12.5, 11.73076923076923)","(31.0, 260.0, 90.4)"
16-12-2022 14:56:49.848176,"(5.0, 7.0, 6.225925925925926)","(3.2, 4.0, 3.966666666666667)","(11.0, 32.0, 31.25)","(20.0, 100.0, 88.46153846153845)","(2.2, 2.52, 2.4584615384615383)","(8.5, 12.5, 11.73076923076923)","(31.0, 260.0, 90.4)"
16-12-2022 14:56:50.781166,"(5.0, 7.0, 6.225925925925926)","(3.2, 4.0, 3.98)","(11.0, 32.0, 31.25)","(20.0, 100.0, 88.46153846153845)","(2.2, 2.52, 2.4683870967741934)","(8.5, 12.5, 11.73076923076923)","(31.0, 260.0, 90.4)"
16-12-2022 14:56:51.764445,"(5.0, 7.0, 6.225925925925926)","(3.2, 4.0, 3.98)","(11.0, 32.0, 31.25)","(20.0, 100.0, 88.46153846153845)","(2.2, 2.52, 2.4683870967741934)","(8.5, 12.5, 11.25)","(31.0, 260.0, 90.4)"
16-12-2022 14:56:52.745489,"(5.0, 7.0, 6.225925925925926)","(3.2, 4.0, 3.8714285714285714)","(11.0, 32.0, 31.25)","(20.0, 100.0, 63.0)","(2.2, 2.52, 2.464444444444444)","(8.5, 12.5, 11.73076923076923)","(31.0, 260.0, 90.4)"
16-12-2022 14:56:53.722144,"(5.0, 7.0, 6.225925925925926)","(3.2, 3.7, 3.6625)","(11.0, 32.0, 31.25)","(20.0, 100.0, 75.33333333333334)","(2.2, 2.52, 2.464444444444444)","(8.5, 12.5, 11.73076923076923)","(31.0, 260.0, 144.28571428571428)"
16-12-2022 14:56:54.685306,"(5.0, 7.0, 6.225925925925926)","(3.2, 3.7, 3.659090909090909)","(11.0, 32.0, 31.25)","(20.0, 100.0, 75.33333333333334)","(2.2, 2.52, 2.4675)","(8.5, 12.5, 11.73076923076923)","(31.0, 270.0, 182.0)"
16-12-2022 14:56:55.611977,"(5.0, 7.0, 6.225925925925926)","(3.2, 3.7, 3.5304347826086957)","(11.0, 32.0, 31.25)","(20.0, 100.0, 75.33333333333334)","(2.2, 2.52, 2.4675)","(8.5, 12.5, 11.25)","(31.0, 270.0, 190.0)"
16-12-2022 14:56:56.526574,"(5.0, 7.0, 6.225925925925926)","(3.2, 3.7, 3.501388888888889)","(11.0, 32.0, 29.583333333333332)","(20.0, 100.0, 70.8)","(2.2, 2.52, 2.4675)","(8.5, 12.5, 11.852941176470589)","(31.0, 270.0, 157.33333333333334)"
16-12-2022 14:56:57.496151,"(5.0, 7.0, 6.225925925925926)","(3.2, 3.7, 3.45625)","(11.0, 32.0, 29.583333333333332)","(20.0, 100.0, 70.8)","(2.2, 2.52, 2.384516129032258)","(8.5, 13.5, 11.555555555555555)","(31.0, 280.0, 157.33333333333334)"
16-12-2022 14:56:58.415952,"(5.0, 7.0, 6.225925925925926)","(3.2, 3.65, 3.4339999999999997)","(11.0, 32.0, 30.1875)","(20.0, 100.0, 79.14285714285714)","(2.2, 2.52, 2.384516129032258)","(8.5, 13.5, 11.75)","(31.0, 280.0, 196.36363636363637)"
16-12-2022 14:56:59.364606,"(5.0, 7.0, 6.31904761904762)","(3.2, 3.55, 3.4309523809523808)","(11.0, 32.0, 30.1875)","(20.0, 100.0, 75.66666666666666)","(2.2, 2.52, 2.394074074074074)","(8.5, 13.5, 12.788461538461538)","(31.0, 280.0, 196.36363636363637)"
16-12-2022 14:57:00.281169,"(5.0, 7.0, 6.31904761904762)","(3.1, 3.55, 3.3978260869565213)","(12.0, 32.0, 30.1875)","(21.0, 100.0, 75.66666666666666)","(2.2, 2.52, 2.394074074074074)","(8.5, 13.5, 12.916666666666668)","(31.0, 280.0, 196.36363636363637)"
16-12-2022 14:57:01.151144,"(5.0, 7.0, 6.31904761904762)","(3.1, 3.55, 3.3978260869565213)","(12.0, 32.0, 27.166666666666664)","(21.0, 100.0, 51.33333333333333)","(2.2, 2.52, 2.394074074074074)","(8.5, 13.5, 12.916666666666668)","(31.0, 280.0, 196.36363636363637)"
16-12-2022 14:57:02.060504,"(5.0, 7.0, 6.506896551724138)","(3.1, 3.55, 3.3978260869565213)","(12.0, 32.0, 27.166666666666664)","(21.0, 100.0, 51.33333333333333)","(2.2, 2.52, 2.323157894736842)","(8.5, 14.5, 13.928571428571429)","(31.0, 280.0, 196.36363636363637)"
16-12-2022 14:57:02.997355,"(5.0, 7.0, 6.506896551724138)","(3.1, 3.55, 3.3978260869565213)","(12.0, 32.0, 30.884615384615387)","(21.0, 100.0, 51.33333333333333)","(2.2, 2.52, 2.323157894736842)","(8.5, 14.5, 13.928571428571429)","(31.0, 280.0, 196.36363636363637)"
16-12-2022 14:57:03.963134,"(5.0, 7.0, 6.506896551724138)","(3.1, 3.55, 3.3978260869565213)","(12.0, 32.0, 30.884615384615387)","(21.0, 100.0, 81.75)","(2.2, 2.52, 2.3363636363636364)","(8.5, 14.5, 13.928571428571429)","(31.0, 280.0, 196.36363636363637)"
16-12-2022 14:57:04.916646,"(5.0, 7.0, 6.506896551724138)","(3.1, 3.55, 3.3978260869565213)","(12.0, 32.0, 30.884615384615387)","(21.0, 100.0, 71.2)","(2.2, 2.5, 2.334285714285714)","(8.5, 14.5, 14.166666666666666)","(31.0, 280.0, 196.36363636363637)"
16-12-2022 14:57:05.823601,"(5.0, 7.0, 6.506896551724138)","(3.1, 3.55, 3.3978260869565213)","(12.0, 32.0, 30.884615384615387)","(21.0, 100.0, 76.0)","(2.2, 2.42, 2.324)","(8.5, 14.5, 14.166666666666666)","(31.0, 280.0, 222.5)"
16-12-2022 14:57:06.761300,"(5.0, 7.0, 6.506896551724138)","(3.1, 3.45, 3.265789473684211)","(12.0, 32.0, 30.884615384615387)","(21.0, 100.0, 76.0)","(2.2, 2.48, 2.336)","(8.5, 14.5, 14.166666666666666)","(31.0, 280.0, 222.5)"
16-12-2022 14:57:07.682134,"(5.0, 7.0, 6.506896551724138)","(3.1, 3.45, 3.35)","(12.0, 32.0, 30.884615384615387)","(21.0, 100.0, 93.14285714285714)","(2.2, 2.48, 2.336)","(8.5, 14.5, 14.166666666666666)","(31.0, 280.0, 228.8888888888889)"
16-12-2022 14:57:08.580842,"(5.0, 7.0, 6.506896551724138)","(3.1, 3.45, 3.35)","(12.0, 32.0, 30.884615384615387)","(21.0, 100.0, 93.14285714285714)","(2.2, 2.48, 2.336)","(8.5, 14.5, 14.166666666666666)","(31.0, 280.0, 228.8888888888889)"
16-12-2022 14:57:09.540320,"(5.0, 7.0, 6.506896551724138)","(3.1, 3.45, 3.35)","(12.0, 32.0, 30.444444444444443)","(21.0, 100.0, 93.14285714285714)","(2.2, 2.46, 2.353333333333333)","(8.5, 14.5, 13.222222222222221)","(31.0, 280.0, 228.8888888888889)"
16-12-2022 14:57:10.484494,"(5.0, 7.0, 6.506896551724138)","(3.1, 3.35, 3.2785714285714285)","(12.0, 32.0, 30.727272727272727)","(21.0, 100.0, 93.14285714285714)","(2.2, 2.46, 2.353333333333333)","(8.5, 15.0, 13.857142857142858)","(31.0, 280.0, 228.8888888888889)"
16-12-2022 14:57:11.409140,"(5.0, 7.0, 6.506896551724138)","(3.1, 3.35, 3.2785714285714285)","(12.0, 32.0, 30.727272727272727)","(21.0, 100.0, 93.14285714285714)","(2.2, 2.46, 2.353333333333333)","(8.5, 15.0, 14.066666666666666)","(31.0, 280.0, 228.8888888888889)"
16-12-2022 14:57:12.294972,"(5.0, 7.0, 6.35)","(3.1, 3.35, 3.2785714285714285)","(12.0, 32.0, 30.727272727272727)","(21.0, 100.0, 93.14285714285714)","(2.2, 2.46, 2.353333333333333)","(8.5, 15.0, 14.3)","(31.0, 280.0, 228.8888888888889)"
16-12-2022 14:57:13.207406,"(5.0, 7.0, 6.5)","(3.1, 3.35, 3.2666666666666666)","(12.0, 32.0, 30.727272727272727)","(21.0, 100.0, 93.14285714285714)","(2.2, 2.48, 2.3457142857142856)","(8.5, 15.0, 14.3)","(31.0, 280.0, 228.8888888888889)"
16-12-2022 14:57:14.158239,"(5.0, 7.2, 6.5777777777777775)","(3.1, 3.35, 3.2666666666666666)","(12.0, 32.0, 30.833333333333336)","(21.0, 100.0, 93.14285714285714)","(2.2, 2.46, 2.32)","(8.5, 15.0, 14.3)","(31.0, 280.0, 228.8888888888889)"
16-12-2022 14:57:15.113955,"(5.0, 7.2, 6.5777777777777775)","(3.1, 3.25, 3.196774193548387)","(12.0, 32.0, 30.833333333333336)","(21.0, 100.0, 76.33333333333334)","(2.2, 2.44, 2.3175)","(8.5, 15.0, 14.3)","(31.0, 280.0, 228.8888888888889)"
16-12-2022 14:57:16.070788,"(5.0, 7.2, 6.5777777777777775)","(3.1, 3.25, 3.196774193548387)","(12.0, 32.0, 30.833333333333336)","(21.0, 100.0, 76.33333333333334)","(2.2, 2.44, 2.3175)","(8.5, 15.0, 14.440000000000001)","(31.0, 280.0, 228.8888888888889)"
16-12-2022 14:57:16.986856,"(5.0, 7.2, 6.5777777777777775)","(3.1, 3.25, 3.1865384615384618)","(12.0, 32.0, 30.833333333333336)","(21.0, 110.0, 56.0)","(2.2, 2.44, 2.3175)","(8.5, 15.0, 14.440000000000001)","(31.0, 280.0, 228.8888888888889)"
16-12-2022 14:57:17.868690,"(5.0, 7.2, 6.5777777777777775)","(3.1, 3.25, 3.1865384615384618)","(12.0, 32.0, 30.833333333333336)","(21.0, 110.0, 56.0)","(2.2, 2.44, 2.4166666666666665)","(8.5, 15.0, 14.533333333333333)","(31.0, 280.0, 228.8888888888889)"
16-12-2022 14:57:18.795748,"(5.0, 7.2, 6.5777777777777775)","(3.1, 3.25, 3.1865384615384618)","(12.0, 32.0, 30.65)","(21.0, 110.0, 56.0)","(2.2, 2.44, 2.393333333333333)","(8.5, 15.0, 14.588235294117647)","(31.0, 280.0, 228.8888888888889)"
16-12-2022 14:57:19.738137,"(5.0, 7.2, 6.5777777777777775)","(3.1, 3.25, 3.1865384615384618)","(12.0, 32.0, 30.875)","(21.0, 110.0, 56.0)","(2.2, 2.48, 2.4126315789473685)","(8.5, 15.0, 14.588235294117647)","(31.0, 280.0, 228.8888888888889)"
16-12-2022 14:57:20.677090,"(5.0, 7.2, 6.5777777777777775)","(3.1, 3.25, 3.1865384615384618)","(12.0, 32.0, 30.875)","(21.0, 110.0, 56.0)","(2.2, 2.48, 2.4126315789473685)","(8.5, 15.0, 14.588235294117647)","(31.0, 280.0, 228.8888888888889)"
16-12-2022 14:57:21.631265,"(5.0, 7.2, 6.36)","(3.1, 3.25, 3.1865384615384618)","(12.0, 32.0, 30.961538461538463)","(21.0, 110.0, 60.15384615384615)","(2.2, 2.52, 2.513333333333333)","(8.5, 15.0, 14.588235294117647)","(31.0, 280.0, 228.8888888888889)"
16-12-2022 14:57:22.607901,"(5.0, 7.2, 6.36)","(3.1, 3.25, 3.1865384615384618)","(12.0, 32.0, 30.961538461538463)","(21.0, 110.0, 60.15384615384615)","(2.2, 2.52, 2.597543859649123)","(8.5, 15.0, 14.588235294117647)","(31.0, 280.0, 228.8888888888889)"
16-12-2022 14:57:23.518657,"(5.0, 7.2, 6.36)","(3.1, 3.25, 3.1865384615384618)","(12.0, 32.0, 30.961538461538463)","(21.0, 110.0, 60.15384615384615)","(2.2, 2.6, 2.597543859649123)","(8.5, 15.0, 14.588235294117647)","(31.0, 280.0, 228.8888888888889)"
16-12-2022 14:57:24.449928,"(5.0, 7.2, 6.3)","(3.1, 3.25, 3.193103448275862)","(12.0, 32.0, 29.833333333333332)","(21.0, 110.0, 60.15384615384615)","(2.2, 2.6, 2.592)","(8.5, 15.0, 14.142857142857142)","(31.0, 280.0, 228.8888888888889)"
16-12-2022 14:57:25.376292,"(5.0, 7.2, 6.3)","(3.1, 3.25, 3.193103448275862)","(12.0, 32.0, 30.81818181818182)","(21.0, 110.0, 60.15384615384615)","(2.2, 2.6, 2.592)","(8.5, 15.0, 14.333333333333332)","(31.0, 280.0, 228.8888888888889)"
16-12-2022 14:57:26.323221,"(5.0, 7.2, 6.3)","(3.1, 3.25, 3.193103448275862)","(12.0, 32.0, 30.81818181818182)","(21.0, 110.0, 60.769230769230774)","(2.2, 2.6, 2.56)","(8.5, 15.0, 14.333333333333332)","(31.0, 280.0, 228.8888888888889)"
16-12-2022 14:57:27.250840,"(5.0, 7.2, 6.3)","(3.1, 3.25, 3.193103448275862)","(12.0, 32.0, 30.81818181818182)","(21.0, 110.0, 53.27272727272727)","(2.2, 2.6, 2.5485714285714285)","(8.5, 15.0, 12.75)","(31.0, 280.0, 181.875)"
16-12-2022 14:57:28.156426,"(5.0, 7.2, 6.375)","(3.1, 3.4, 3.384158415841584)","(12.0, 32.0, 30.75)","(21.0, 110.0, 58.0)","(2.2, 2.6, 2.533333333333333)","(8.5, 15.0, 14.0)","(31.0, 200.0, 165.0)"
16-12-2022 14:57:29.095072,"(5.0, 7.2, 6.375)","(3.1, 3.4, 3.39009900990099)","(12.0, 32.0, 30.75)","(21.0, 110.0, 58.0)","(2.2, 2.6, 2.565714285714286)","(8.5, 15.0, 13.833333333333334)","(31.0, 200.0, 172.0)"
16-12-2022 14:57:30.029025,"(5.0, 7.2, 6.375)","(3.1, 3.4, 3.39009900990099)","(12.0, 32.0, 30.75)","(21.0, 110.0, 58.0)","(2.2, 2.6, 2.565714285714286)","(8.5, 15.0, 13.833333333333334)","(31.0, 200.0, 172.0)"
16-12-2022 14:57:31.054283,"(5.0, 7.2, 6.375)","(3.1, 3.4, 3.3642857142857143)","(12.0, 32.0, 30.75)","(21.0, 110.0, 58.0)","(2.2, 2.6, 2.84375)","(8.5, 15.0, 13.833333333333334)","(31.0, 200.0, 172.0)"
16-12-2022 14:57:31.990276,"(5.0, 7.2, 6.375)","(3.1, 3.4, 3.3795454545454544)","(12.0, 32.0, 30.75)","(21.0, 110.0, 58.0)","(2.2, 2.86, 2.724090909090909)","(8.5, 15.0, 13.833333333333334)","(31.0, 200.0, 172.0)"
16-12-2022 14:57:32.960326,"(5.0, 7.2, 6.257142857142857)","(3.1, 3.4, 3.3795454545454544)","(12.0, 32.0, 30.75)","(21.0, 110.0, 58.0)","(2.2, 2.86, 2.724090909090909)","(8.5, 15.0, 13.833333333333334)","(31.0, 200.0, 172.0)"
16-12-2022 14:57:33.882992,"(5.0, 7.2, 6.257142857142857)","(3.1, 3.4, 3.3795454545454544)","(12.0, 32.0, 30.75)","(21.0, 110.0, 58.0)","(2.2, 2.86, 2.795)","(8.5, 15.0, 14.071428571428571)","(31.0, 200.0, 172.0)"
16-12-2022 14:57:34.815520,"(5.0, 7.2, 6.248275862068965)","(3.1, 3.4, 3.364)","(12.0, 32.0, 31.166666666666668)","(21.0, 110.0, 58.0)","(2.2, 2.84, 2.6721052631578948)","(8.5, 14.5, 13.3)","(31.0, 200.0, 172.0)"
16-12-2022 14:57:35.748837,"(5.0, 7.2, 6.248275862068965)","(3.1, 3.4, 3.364)","(12.0, 32.0, 31.55357142857143)","(21.0, 110.0, 58.0)","(2.2, 2.84, 2.695)","(8.5, 14.5, 13.3)","(31.0, 200.0, 172.0)"
16-12-2022 14:57:36.713675,"(5.0, 7.0, 6.5)","(3.1, 3.4, 3.364)","(12.0, 32.0, 31.305555555555557)","(21.0, 110.0, 65.42857142857143)","(2.2, 2.84, 2.695)","(8.5, 14.5, 13.3)","(31.0, 200.0, 176.66666666666666)"
16-12-2022 14:57:37.651940,"(5.0, 7.0, 6.3)","(3.1, 3.4, 3.364)","(12.0, 32.0, 31.305555555555557)","(21.0, 110.0, 59.33333333333333)","(2.2, 2.84, 2.695)","(8.5, 14.5, 12.75)","(31.0, 200.0, 187.27272727272725)"
16-12-2022 14:57:38.615411,"(5.0, 7.0, 6.3)","(3.1, 3.4, 3.364)","(12.0, 32.0, 31.305555555555557)","(21.0, 110.0, 59.33333333333333)","(2.2, 2.84, 2.695)","(8.5, 14.0, 12.375)","(31.0, 200.0, 187.27272727272725)"
16-12-2022 14:57:39.526490,"(5.0, 7.0, 6.3)","(3.1, 3.4, 3.3727272727272726)","(12.0, 32.0, 31.305555555555557)","(21.0, 110.0, 59.33333333333333)","(2.2, 2.84, 2.695)","(8.5, 14.0, 12.846153846153847)","(31.0, 200.0, 187.27272727272725)"
16-12-2022 14:57:40.422825,"(5.0, 7.0, 6.3)","(3.1, 3.4, 3.3727272727272726)","(12.0, 32.0, 31.305555555555557)","(21.0, 110.0, 59.33333333333333)","(2.2, 2.84, 2.695)","(8.5, 13.5, 12.9)","(31.0, 200.0, 187.27272727272725)"
16-12-2022 14:57:41.358250,"(5.0, 7.0, 6.3)","(3.1, 3.4, 3.3727272727272726)","(12.0, 32.0, 31.305555555555557)","(21.0, 110.0, 59.33333333333333)","(2.2, 2.84, 2.695)","(8.5, 13.5, 12.9)","(31.0, 200.0, 187.27272727272725)"
16-12-2022 14:57:42.269762,"(5.0, 7.0, 6.3)","(3.1, 3.4, 3.3727272727272726)","(12.0, 32.0, 31.200000000000003)","(21.0, 110.0, 59.33333333333333)","(2.2, 2.84, 2.695)","(8.5, 13.5, 12.9)","(31.0, 200.0, 187.27272727272725)"
16-12-2022 14:57:43.214132,"(5.0, 7.2, 6.4)","(3.1, 3.4, 3.3727272727272726)","(12.0, 32.0, 31.57142857142857)","(21.0, 110.0, 59.33333333333333)","(2.2, 2.84, 2.695)","(8.5, 13.5, 12.9)","(31.0, 200.0, 187.27272727272725)"
16-12-2022 14:57:44.105935,"(5.0, 7.0, 6.588235294117647)","(3.1, 3.4, 3.3727272727272726)","(12.0, 32.0, 31.57142857142857)","(21.0, 110.0, 59.33333333333333)","(2.2, 2.84, 2.695)","(8.5, 13.5, 12.9)","(31.0, 200.0, 187.27272727272725)"
16-12-2022 14:57:45.023884,"(5.0, 7.0, 6.476190476190476)","(3.1, 3.4, 3.3727272727272726)","(12.0, 32.0, 31.57142857142857)","(21.0, 110.0, 59.33333333333333)","(2.2, 2.84, 2.695)","(8.5, 13.5, 12.9)","(31.0, 200.0, 187.27272727272725)"
16-12-2022 14:57:45.950122,"(5.0, 7.0, 6.476190476190476)","(3.1, 3.4, 3.3727272727272726)","(12.0, 32.0, 31.57142857142857)","(21.0, 110.0, 59.33333333333333)","(2.2, 2.84, 2.695)","(8.5, 13.5, 12.9)","(31.0, 200.0, 187.27272727272725)"
16-12-2022 14:57:46.918272,"(5.0, 6.8, 6.56)","(2.9, 3.4, 3.3727272727272726)","(12.0, 32.0, 31.57142857142857)","(21.0, 110.0, 59.33333333333333)","(2.2, 2.84, 2.695)","(8.5, 13.5, 12.9)","(31.0, 200.0, 187.27272727272725)"
16-12-2022 14:57:47.897886,"(5.0, 6.8, 6.430769230769231)","(2.9, 3.4, 3.3727272727272726)","(12.0, 32.0, 31.57142857142857)","(21.0, 110.0, 59.33333333333333)","(2.2, 2.84, 2.82625)","(8.5, 13.5, 12.9)","(31.0, 200.0, 187.27272727272725)"
16-12-2022 14:57:48.835627,"(5.0, 6.8, 6.615384615384615)","(2.9, 3.4, 3.3727272727272726)","(12.0, 32.0, 31.57142857142857)","(21.0, 110.0, 59.33333333333333)","(2.2, 2.84, 2.785)","(8.5, 13.5, 12.9)","(31.0, 200.0, 187.27272727272725)"
16-12-2022 14:57:49.790859,"(5.0, 6.8, 6.615384615384615)","(2.9, 3.4, 3.3727272727272726)","(12.0, 32.0, 31.57142857142857)","(21.0, 110.0, 59.33333333333333)","(2.2, 2.84, 2.7733333333333334)","(8.5, 13.5, 12.9)","(31.0, 200.0, 187.27272727272725)"
16-12-2022 14:57:50.698735,"(5.0, 6.8, 6.615384615384615)","(2.9, 3.4, 3.3727272727272726)","(12.0, 32.0, 31.57142857142857)","(21.0, 110.0, 59.33333333333333)","(2.2, 2.84, 2.79)","(8.5, 13.5, 12.9)","(31.0, 200.0, 187.27272727272725)"
16-12-2022 14:57:51.635271,"(5.0, 6.8, 6.4)","(2.9, 3.4, 3.3727272727272726)","(12.0, 32.0, 31.684210526315788)","(21.0, 110.0, 59.33333333333333)","(2.2, 2.84, 2.7926315789473684)","(8.5, 13.5, 12.9)","(31.0, 200.0, 187.27272727272725)"
16-12-2022 14:57:52.633371,"(5.0, 6.8, 6.329411764705882)","(2.9, 3.4, 3.3727272727272726)","(12.0, 32.0, 30.166666666666664)","(21.0, 110.0, 91.0)","(2.2, 2.84, 2.7926315789473684)","(8.5, 13.5, 12.9)","(31.0, 200.0, 187.27272727272725)"
16-12-2022 14:57:53.586780,"(5.0, 6.8, 6.266666666666667)","(3.0, 3.4, 3.3727272727272726)","(13.0, 32.0, 30.166666666666664)","(21.0, 110.0, 94.41025641025641)","(2.25, 2.84, 2.7926315789473684)","(9.0, 13.5, 12.9)","(31.0, 200.0, 260.0)"
16-12-2022 14:57:54.490215,"(5.0, 6.8, 6.329411764705882)","(3.0, 3.4, 3.3727272727272726)","(13.0, 32.0, 30.166666666666664)","(21.0, 110.0, 93.56756756756756)","(2.25, 2.84, 2.7926315789473684)","(9.0, 13.5, 12.9)","(31.0, 280.0, 217.14285714285714)"
