,Variara,Paramedic,Flyway,Nabbed,Imperial Seal,Oriedos,Seafaring,Sino Witness,Tallu,Tiger Queen,Decibelles,Lady Nelson
07-01-2023 11:37:20.474148,"(18.0, 32.0, 30.5)","(2.5, 3.1, 3.0836363636363635)","(9.0, 10.5, 10.220588235294118)","(3.5, 4.3, 4.197916666666667)","(10.0, 14.5, 13.375)","(19.0, 26.0, 24.333333333333332)","(8.5, 11.0, 10.929824561403509)","(71.0, 85.0, 75.76923076923077)","(61.0, 85.0, 77.72727272727272)","(61.0, 120.0, 106.66666666666667)","(91.0, 140.0, 117.5)","(31.0, 48.0, 45.0)"
07-01-2023 11:37:21.949951,"(18.0, 32.0, 30.5)","(2.5, 3.1, 3.0836363636363635)","(9.0, 10.5, 10.220588235294118)","(3.5, 4.3, 4.197916666666667)","(10.0, 14.5, 13.375)","(19.0, 26.0, 24.333333333333332)","(8.5, 11.0, 10.929824561403509)","(71.0, 85.0, 75.76923076923077)","(61.0, 85.0, 77.72727272727272)","(61.0, 120.0, 106.66666666666667)","(91.0, 140.0, 117.5)","(31.0, 48.0, 45.0)"
07-01-2023 11:37:23.360595,"(18.0, 32.0, 30.5)","(2.5, 3.1, 3.0836363636363635)","(9.0, 10.5, 10.220588235294118)","(3.5, 4.3, 4.197916666666667)","(10.0, 14.5, 13.375)","(19.0, 26.0, 24.333333333333332)","(8.5, 11.0, 10.929824561403509)","(71.0, 85.0, 75.76923076923077)","(61.0, 85.0, 77.72727272727272)","(61.0, 120.0, 106.66666666666667)","(91.0, 140.0, 117.5)","(31.0, 48.0, 45.0)"
07-01-2023 11:37:24.880578,"(18.0, 32.0, 30.5)","(2.5, 3.1, 3.0836363636363635)","(9.0, 10.5, 10.220588235294118)","(3.5, 4.3, 4.208695652173913)","(10.0, 14.5, 13.375)","(19.0, 26.0, 23.2)","(8.5, 11.0, 10.929824561403509)","(71.0, 85.0, 75.76923076923077)","(61.0, 85.0, 77.72727272727272)","(51.0, 120.0, 106.66666666666667)","(81.0, 140.0, 117.5)","(31.0, 48.0, 45.0)"
07-01-2023 11:37:26.425789,"(18.0, 32.0, 30.5)","(2.5, 3.1, 3.0836363636363635)","(9.0, 10.5, 10.220588235294118)","(3.5, 4.3, 4.2475)","(10.0, 14.5, 13.375)","(19.0, 24.0, 21.5)","(8.5, 11.0, 10.929824561403509)","(71.0, 85.0, 75.76923076923077)","(61.0, 85.0, 77.72727272727272)","(51.0, 120.0, 106.66666666666667)","(81.0, 140.0, 117.5)","(31.0, 48.0, 45.0)"
07-01-2023 11:37:28.048750,"(18.0, 32.0, 30.5)","(2.5, 3.1, 3.0836363636363635)","(9.0, 10.5, 10.220588235294118)","(3.5, 4.3, 4.2475)","(10.0, 14.5, 13.375)","(19.0, 24.0, 22.928571428571427)","(8.5, 11.0, 10.929824561403509)","(71.0, 85.0, 75.76923076923077)","(61.0, 85.0, 77.72727272727272)","(51.0, 120.0, 106.66666666666667)","(81.0, 140.0, 117.5)","(31.0, 48.0, 45.0)"
07-01-2023 11:37:29.532971,"(18.0, 32.0, 30.5)","(2.5, 3.1, 3.0836363636363635)","(9.0, 10.5, 9.645)","(3.5, 4.3, 4.254347826086956)","(10.0, 14.5, 13.375)","(19.0, 24.0, 22.59375)","(8.5, 11.0, 10.981481481481481)","(71.0, 85.0, 75.76923076923077)","(61.0, 85.0, 77.0)","(51.0, 120.0, 92.5)","(81.0, 140.0, 117.5)","(31.0, 48.0, 44.72727272727273)"
07-01-2023 11:37:30.947842,"(18.0, 32.0, 30.5)","(2.5, 3.1, 3.0836363636363635)","(9.0, 10.5, 9.645)","(3.5, 4.3, 4.254347826086956)","(10.0, 14.5, 13.375)","(19.0, 24.0, 22.59375)","(8.5, 11.0, 10.981481481481481)","(71.0, 85.0, 75.76923076923077)","(61.0, 85.0, 77.0)","(51.0, 120.0, 92.5)","(81.0, 140.0, 117.5)","(31.0, 48.0, 44.72727272727273)"
07-01-2023 11:37:32.411540,"(18.0, 32.0, 29.75)","(2.5, 3.1, 3.0836363636363635)","(9.0, 10.5, 9.645)","(3.5, 4.3, 4.254347826086956)","(10.0, 14.5, 13.375)","(19.0, 23.0, 22.0)","(8.5, 11.0, 10.981481481481481)","(71.0, 80.0, 73.75)","(61.0, 85.0, 87.5)","(51.0, 120.0, 106.66666666666667)","(81.0, 140.0, 117.5)","(31.0, 48.0, 46.2)"
07-01-2023 11:37:33.917635,"(18.0, 32.0, 30.363636363636363)","(2.5, 3.1, 3.0836363636363635)","(9.0, 10.5, 10.320754716981131)","(3.5, 4.3, 4.254347826086956)","(10.0, 14.5, 13.375)","(19.0, 23.0, 21.333333333333332)","(8.5, 11.0, 10.981481481481481)","(71.0, 80.0, 73.75)","(61.0, 100.0, 74.0)","(51.0, 120.0, 106.66666666666667)","(81.0, 140.0, 117.5)","(31.0, 48.0, 43.86666666666667)"
07-01-2023 11:37:35.435962,"(18.0, 32.0, 32.294117647058826)","(2.5, 3.1, 3.0836363636363635)","(9.0, 11.0, 10.538461538461538)","(3.5, 4.2, 4.036206896551724)","(10.0, 14.5, 13.375)","(19.0, 23.0, 21.571428571428573)","(8.5, 11.0, 10.981481481481481)","(71.0, 80.0, 73.75)","(61.0, 80.0, 76.25)","(51.0, 120.0, 106.66666666666667)","(81.0, 140.0, 117.5)","(31.0, 46.0, 43.86666666666667)"
07-01-2023 11:37:36.945951,"(18.0, 36.0, 32.294117647058826)","(2.5, 3.1, 3.0836363636363635)","(9.0, 11.0, 10.538461538461538)","(3.5, 4.2, 4.090909090909091)","(10.0, 14.5, 13.375)","(19.0, 23.0, 21.571428571428573)","(8.5, 11.0, 10.981481481481481)","(71.0, 80.0, 73.75)","(61.0, 80.0, 70.625)","(51.0, 120.0, 106.66666666666667)","(81.0, 140.0, 117.5)","(31.0, 46.0, 43.86666666666667)"
07-01-2023 11:37:38.480060,"(18.0, 34.0, 32.833333333333336)","(2.5, 3.1, 3.0836363636363635)","(9.0, 11.0, 10.538461538461538)","(3.5, 4.2, 4.111111111111112)","(10.0, 14.5, 13.375)","(19.0, 23.0, 21.571428571428573)","(8.5, 11.0, 10.981481481481481)","(71.0, 80.0, 73.75)","(61.0, 80.0, 70.0)","(51.0, 120.0, 106.66666666666667)","(81.0, 140.0, 117.5)","(31.0, 46.0, 42.96551724137931)"
07-01-2023 11:37:40.041992,"(18.0, 34.0, 30.684210526315788)","(2.5, 3.1, 3.0836363636363635)","(9.0, 11.0, 10.538461538461538)","(3.5, 4.2, 4.111111111111112)","(10.0, 14.5, 13.375)","(19.0, 23.0, 21.571428571428573)","(8.5, 11.0, 10.981481481481481)","(71.0, 80.0, 73.75)","(61.0, 80.0, 70.0)","(51.0, 120.0, 106.66666666666667)","(81.0, 140.0, 117.5)","(31.0, 46.0, 42.96551724137931)"
07-01-2023 11:37:41.707718,"(18.0, 34.0, 30.684210526315788)","(2.5, 3.1, 3.0836363636363635)","(9.0, 11.0, 10.538461538461538)","(3.5, 4.2, 4.111111111111112)","(10.0, 14.5, 13.375)","(19.0, 23.0, 21.571428571428573)","(8.5, 11.0, 10.981481481481481)","(71.0, 80.0, 73.75)","(61.0, 80.0, 70.0)","(51.0, 120.0, 106.66666666666667)","(81.0, 140.0, 117.5)","(31.0, 46.0, 43.4)"
07-01-2023 11:37:43.340645,"(18.0, 34.0, 32.76470588235294)","(2.5, 3.1, 3.0836363636363635)","(9.0, 11.0, 10.538461538461538)","(3.5, 4.2, 4.111111111111112)","(10.0, 14.5, 13.375)","(19.0, 23.0, 21.571428571428573)","(8.5, 11.0, 10.981481481481481)","(71.0, 80.0, 73.75)","(61.0, 80.0, 70.0)","(51.0, 120.0, 106.66666666666667)","(81.0, 140.0, 117.5)","(31.0, 46.0, 43.4)"
07-01-2023 11:37:44.866847,"(18.0, 34.0, 32.76470588235294)","(2.5, 3.1, 3.0836363636363635)","(9.0, 11.0, 10.538461538461538)","(3.5, 4.2, 4.111111111111112)","(10.0, 14.5, 13.375)","(19.0, 23.0, 21.571428571428573)","(8.5, 11.0, 10.981481481481481)","(71.0, 80.0, 73.75)","(61.0, 80.0, 70.0)","(51.0, 120.0, 106.66666666666667)","(81.0, 140.0, 117.5)","(31.0, 46.0, 43.4)"
07-01-2023 11:37:46.368764,"(18.0, 34.0, 31.375)","(2.5, 3.1, 3.0836363636363635)","(9.0, 11.0, 10.538461538461538)","(3.5, 4.2, 4.111111111111112)","(10.0, 14.5, 13.375)","(19.0, 23.0, 21.8)","(8.5, 11.0, 10.981481481481481)","(71.0, 80.0, 75.5)","(61.0, 80.0, 70.0)","(51.0, 120.0, 106.66666666666667)","(81.0, 140.0, 123.33333333333334)","(31.0, 46.0, 43.4)"
07-01-2023 11:37:47.802039,"(18.0, 32.0, 31.473684210526315)","(2.5, 3.1, 3.0836363636363635)","(9.0, 11.0, 10.538461538461538)","(3.5, 4.2, 4.076923076923077)","(10.0, 14.5, 13.375)","(19.0, 23.0, 21.8)","(8.5, 11.0, 10.981481481481481)","(71.0, 80.0, 75.5)","(61.0, 80.0, 70.0)","(51.0, 120.0, 106.66666666666667)","(81.0, 140.0, 123.33333333333334)","(31.0, 46.0, 43.4)"
07-01-2023 11:37:49.302064,"(18.0, 32.0, 31.473684210526315)","(2.5, 3.1, 3.0836363636363635)","(9.0, 11.0, 10.538461538461538)","(3.5, 4.2, 4.0588235294117645)","(10.0, 14.5, 13.375)","(19.0, 23.0, 21.8)","(8.5, 11.0, 10.981481481481481)","(71.0, 80.0, 75.5)","(61.0, 80.0, 70.0)","(51.0, 120.0, 106.66666666666667)","(81.0, 140.0, 123.33333333333334)","(31.0, 46.0, 43.4)"
07-01-2023 11:37:50.978812,"(18.0, 32.0, 31.473684210526315)","(2.5, 3.1, 3.0836363636363635)","(9.0, 11.0, 10.538461538461538)","(3.5, 4.2, 4.05)","(10.0, 14.5, 13.375)","(19.0, 23.0, 21.8)","(8.5, 11.0, 10.981481481481481)","(71.0, 80.0, 75.5)","(61.0, 80.0, 70.0)","(51.0, 120.0, 106.66666666666667)","(81.0, 140.0, 123.33333333333334)","(31.0, 46.0, 43.4)"
07-01-2023 11:37:52.636219,"(18.0, 32.0, 31.473684210526315)","(2.5, 3.1, 3.0836363636363635)","(9.0, 11.0, 10.4375)","(3.5, 4.2, 4.05)","(10.0, 14.5, 13.375)","(19.0, 23.0, 21.8)","(8.5, 11.0, 10.981481481481481)","(71.0, 80.0, 75.5)","(61.0, 80.0, 70.0)","(51.0, 120.0, 106.66666666666667)","(81.0, 140.0, 123.33333333333334)","(31.0, 46.0, 43.4)"
07-01-2023 11:37:54.223746,"(18.0, 32.0, 31.473684210526315)","(2.5, 3.1, 3.0836363636363635)","(9.0, 10.5, 10.4375)","(3.5, 4.2, 4.05)","(10.0, 14.5, 13.375)","(19.0, 23.0, 21.8)","(8.5, 11.0, 10.981481481481481)","(71.0, 80.0, 75.5)","(61.0, 80.0, 70.0)","(51.0, 120.0, 106.66666666666667)","(81.0, 140.0, 123.33333333333334)","(31.0, 46.0, 43.4)"
07-01-2023 11:37:55.812229,"(18.0, 32.0, 31.473684210526315)","(2.5, 3.1, 3.0836363636363635)","(9.0, 10.5, 10.4375)","(3.5, 4.2, 4.05)","(10.0, 14.5, 13.375)","(19.0, 23.0, 21.8)","(8.5, 11.0, 10.981481481481481)","(71.0, 80.0, 75.5)","(61.0, 80.0, 70.0)","(51.0, 120.0, 106.66666666666667)","(81.0, 140.0, 123.33333333333334)","(31.0, 46.0, 43.4)"
07-01-2023 11:37:57.353863,"(18.0, 32.0, 31.473684210526315)","(2.5, 3.1, 3.0836363636363635)","(9.0, 10.5, 10.4375)","(3.5, 4.2, 4.05)","(10.0, 14.5, 13.375)","(19.0, 23.0, 21.8)","(8.5, 11.0, 10.981481481481481)","(71.0, 80.0, 75.5)","(61.0, 80.0, 70.0)","(51.0, 120.0, 106.66666666666667)","(81.0, 140.0, 123.33333333333334)","(31.0, 46.0, 43.4)"
07-01-2023 11:37:58.849099,"(18.0, 32.0, 31.473684210526315)","(2.5, 3.1, 3.0836363636363635)","(9.0, 10.5, 10.4375)","(3.5, 4.2, 4.05)","(10.0, 14.5, 13.375)","(19.0, 23.0, 21.8)","(8.5, 11.0, 10.981132075471699)","(71.0, 80.0, 75.5)","(61.0, 80.0, 70.0)","(51.0, 120.0, 106.66666666666667)","(81.0, 140.0, 123.33333333333334)","(31.0, 46.0, 43.26315789473684)"
07-01-2023 11:38:00.351675,"(18.0, 32.0, 31.473684210526315)","(2.5, 3.1, 3.095357142857143)","(9.0, 10.5, 10.4375)","(3.5, 4.2, 4.05)","(10.0, 14.5, 13.375)","(19.0, 23.0, 21.8)","(8.5, 11.0, 10.981132075471699)","(71.0, 80.0, 75.5)","(61.0, 80.0, 68.75)","(51.0, 120.0, 106.66666666666667)","(81.0, 140.0, 123.33333333333334)","(31.0, 46.0, 43.04347826086956)"
07-01-2023 11:38:01.933219,"(18.0, 32.0, 33.54545454545455)","(2.5, 3.15, 3.095357142857143)","(9.0, 10.5, 10.4375)","(3.5, 4.2, 4.076923076923077)","(10.0, 14.5, 13.375)","(19.0, 23.0, 21.875)","(8.5, 11.0, 10.981132075471699)","(71.0, 80.0, 75.5)","(61.0, 80.0, 70.0)","(51.0, 120.0, 106.66666666666667)","(81.0, 140.0, 123.33333333333334)","(31.0, 46.0, 43.04347826086956)"
07-01-2023 11:38:03.416219,"(18.0, 36.0, 33.54545454545455)","(2.5, 3.15, 3.095357142857143)","(9.0, 10.5, 10.4375)","(3.5, 4.2, 4.1)","(10.0, 14.5, 13.375)","(19.0, 23.0, 20.75)","(8.5, 11.0, 10.981132075471699)","(71.0, 80.0, 75.5)","(61.0, 80.0, 70.0)","(51.0, 120.0, 108.57142857142857)","(81.0, 140.0, 123.33333333333334)","(31.0, 46.0, 43.04347826086956)"
07-01-2023 11:38:04.905057,"(18.0, 36.0, 32.142857142857146)","(2.5, 3.15, 3.1092)","(9.0, 10.5, 10.083333333333334)","(3.5, 4.2, 4.166666666666667)","(10.0, 14.5, 13.375)","(19.0, 23.0, 20.75)","(8.5, 11.0, 10.981132075471699)","(71.0, 80.0, 75.5)","(61.0, 80.0, 70.0)","(51.0, 120.0, 92.5)","(81.0, 140.0, 106.66666666666667)","(31.0, 46.0, 41.0)"
07-01-2023 11:38:06.383992,"(18.0, 36.0, 32.142857142857146)","(2.5, 3.15, 3.095357142857143)","(9.0, 10.5, 10.083333333333334)","(3.5, 4.2, 4.318181818181818)","(10.0, 14.5, 13.375)","(19.0, 23.0, 19.375)","(8.5, 11.0, 10.981132075471699)","(71.0, 80.0, 75.5)","(61.0, 80.0, 70.0)","(51.0, 120.0, 92.5)","(81.0, 140.0, 106.66666666666667)","(31.0, 46.0, 42.857142857142854)"
07-01-2023 11:38:07.965688,"(18.0, 34.0, 31.666666666666668)","(2.5, 3.15, 3.095357142857143)","(9.0, 10.5, 10.083333333333334)","(3.5, 4.4, 4.3100000000000005)","(10.0, 14.5, 13.375)","(19.0, 22.0, 18.545454545454547)","(8.5, 11.0, 10.981132075471699)","(71.0, 80.0, 75.5)","(61.0, 80.0, 70.0)","(51.0, 120.0, 101.66666666666666)","(81.0, 140.0, 106.66666666666667)","(31.0, 44.0, 42.857142857142854)"
07-01-2023 11:38:09.552962,"(18.0, 34.0, 29.8)","(2.5, 3.15, 3.095357142857143)","(9.0, 10.5, 10.083333333333334)","(3.5, 4.4, 4.3100000000000005)","(10.0, 14.5, 13.375)","(19.0, 21.0, 20.72222222222222)","(8.5, 11.0, 10.981132075471699)","(71.0, 80.0, 75.5)","(61.0, 80.0, 70.0)","(51.0, 120.0, 108.57142857142857)","(81.0, 140.0, 123.33333333333334)","(31.0, 44.0, 43.75)"
07-01-2023 11:38:11.090589,"(18.0, 34.0, 29.8)","(2.5, 3.15, 3.095357142857143)","(9.0, 10.5, 10.083333333333334)","(3.5, 4.4, 4.3100000000000005)","(10.0, 14.5, 13.285714285714286)","(19.0, 21.0, 20.72222222222222)","(8.5, 11.0, 10.981132075471699)","(71.0, 80.0, 75.5)","(61.0, 80.0, 70.0)","(51.0, 120.0, 108.57142857142857)","(81.0, 140.0, 123.33333333333334)","(31.0, 44.0, 43.75)"
07-01-2023 11:38:12.572525,"(18.0, 34.0, 29.8)","(2.5, 3.15, 3.095357142857143)","(9.0, 10.5, 10.083333333333334)","(3.5, 4.4, 4.258490566037736)","(10.0, 15.0, 14.166666666666666)","(19.0, 21.0, 20.464285714285715)","(8.5, 11.0, 10.981132075471699)","(71.0, 80.0, 75.5)","(61.0, 80.0, 70.0)","(51.0, 120.0, 108.57142857142857)","(81.0, 140.0, 123.33333333333334)","(31.0, 44.0, 43.12)"
07-01-2023 11:38:14.156313,"(18.0, 34.0, 29.8)","(2.5, 3.15, 3.0517777777777777)","(9.0, 10.5, 10.775862068965518)","(3.5, 4.4, 4.229230769230769)","(10.0, 14.5, 14.166666666666666)","(19.0, 21.0, 20.464285714285715)","(8.5, 11.0, 10.981132075471699)","(71.0, 80.0, 75.5)","(61.0, 80.0, 70.0)","(51.0, 120.0, 108.57142857142857)","(81.0, 140.0, 123.33333333333334)","(31.0, 46.0, 43.12)"
07-01-2023 11:38:15.563039,"(18.0, 34.0, 30.333333333333332)","(2.5, 3.15, 3.095357142857143)","(9.0, 11.0, 10.03225806451613)","(3.5, 4.4, 4.258490566037736)","(10.0, 14.5, 14.166666666666666)","(19.0, 21.0, 19.666666666666668)","(8.5, 11.0, 10.981132075471699)","(71.0, 80.0, 75.5)","(61.0, 80.0, 68.0)","(51.0, 120.0, 108.57142857142857)","(81.0, 140.0, 123.33333333333334)","(31.0, 46.0, 43.12)"
07-01-2023 11:38:17.073512,"(18.0, 32.0, 30.333333333333332)","(2.5, 3.15, 3.095357142857143)","(9.0, 11.0, 10.054545454545455)","(3.5, 4.4, 4.291666666666666)","(10.0, 14.5, 14.166666666666666)","(19.0, 20.0, 19.583333333333332)","(8.5, 11.0, 10.981132075471699)","(71.0, 80.0, 82.5)","(61.0, 80.0, 68.0)","(51.0, 120.0, 108.57142857142857)","(81.0, 140.0, 123.33333333333334)","(31.0, 46.0, 43.12)"
07-01-2023 11:38:18.613393,"(18.0, 32.0, 30.333333333333332)","(2.5, 3.15, 3.095357142857143)","(9.0, 11.0, 10.344444444444445)","(3.5, 4.3, 4.291666666666666)","(10.0, 14.5, 13.777777777777779)","(19.0, 20.0, 19.583333333333332)","(8.5, 11.0, 10.981132075471699)","(71.0, 85.0, 87.72727272727273)","(61.0, 80.0, 68.0)","(51.0, 120.0, 108.57142857142857)","(81.0, 140.0, 123.33333333333334)","(31.0, 46.0, 42.869565217391305)"
07-01-2023 11:38:20.206203,"(18.0, 32.0, 30.333333333333332)","(2.5, 3.15, 3.095357142857143)","(9.0, 10.5, 10.426315789473684)","(3.5, 4.3, 4.291666666666666)","(10.0, 15.0, 13.777777777777779)","(18.0, 20.0, 19.6)","(8.5, 11.0, 10.981132075471699)","(71.0, 90.0, 84.23076923076923)","(61.0, 80.0, 68.0)","(51.0, 120.0, 102.5)","(81.0, 140.0, 117.5)","(31.0, 46.0, 42.869565217391305)"
07-01-2023 11:38:21.770579,"(18.0, 32.0, 30.333333333333332)","(2.5, 3.15, 3.0712)","(9.0, 10.5, 10.054545454545455)","(3.5, 4.3, 4.291666666666666)","(10.0, 15.0, 14.4)","(18.0, 20.0, 19.666666666666668)","(8.5, 11.0, 10.981132075471699)","(71.0, 90.0, 79.28571428571429)","(61.0, 80.0, 70.0)","(51.0, 120.0, 102.5)","(81.0, 140.0, 117.5)","(31.0, 46.0, 42.869565217391305)"
07-01-2023 11:38:23.249309,"(18.0, 32.0, 30.333333333333332)","(2.5, 3.1, 3.0712)","(9.0, 10.5, 10.015384615384615)","(3.5, 4.3, 4.291666666666666)","(10.0, 15.0, 14.09375)","(18.0, 20.0, 19.666666666666668)","(8.5, 11.0, 10.981132075471699)","(71.0, 90.0, 79.28571428571429)","(61.0, 80.0, 67.0)","(51.0, 120.0, 102.5)","(81.0, 140.0, 122.0)","(31.0, 46.0, 42.869565217391305)"
07-01-2023 11:38:24.741178,"(18.0, 32.0, 30.333333333333332)","(2.5, 3.1, 3.0712)","(9.0, 10.5, 10.015384615384615)","(3.5, 4.3, 4.291666666666666)","(10.0, 15.5, 14.555555555555555)","(18.0, 20.0, 19.666666666666668)","(8.5, 11.0, 10.981132075471699)","(71.0, 90.0, 78.33333333333333)","(61.0, 75.0, 65.0)","(51.0, 120.0, 102.5)","(81.0, 140.0, 122.0)","(31.0, 46.0, 42.869565217391305)"
07-01-2023 11:38:26.319907,"(18.0, 30.0, 29.0)","(2.5, 3.1, 3.0712)","(9.0, 10.5, 10.015384615384615)","(3.5, 4.3, 4.291666666666666)","(10.0, 15.0, 14.555555555555555)","(18.0, 20.0, 19.666666666666668)","(8.5, 11.0, 10.981132075471699)","(71.0, 85.0, 78.33333333333333)","(61.0, 75.0, 65.0)","(51.0, 120.0, 102.5)","(81.0, 140.0, 122.0)","(31.0, 46.0, 42.869565217391305)"
07-01-2023 11:38:27.769447,"(18.0, 30.0, 29.0)","(2.5, 3.1, 3.0712)","(9.0, 10.5, 9.9)","(3.5, 4.3, 4.291666666666666)","(10.0, 15.0, 14.555555555555555)","(18.0, 20.0, 19.666666666666668)","(8.5, 11.0, 10.981132075471699)","(71.0, 85.0, 78.33333333333333)","(61.0, 75.0, 65.0)","(51.0, 120.0, 102.5)","(81.0, 140.0, 122.0)","(31.0, 46.0, 42.869565217391305)"
07-01-2023 11:38:29.226167,"(18.0, 30.0, 29.0)","(2.5, 3.1, 3.0712)","(9.0, 10.5, 9.9)","(3.5, 4.3, 4.291666666666666)","(10.0, 15.0, 14.555555555555555)","(18.0, 20.0, 19.666666666666668)","(8.5, 11.0, 10.981132075471699)","(71.0, 85.0, 78.33333333333333)","(61.0, 75.0, 57.857142857142854)","(51.0, 120.0, 102.5)","(81.0, 140.0, 122.0)","(31.0, 46.0, 42.869565217391305)"
07-01-2023 11:38:30.582825,"(18.0, 30.0, 29.0)","(2.5, 3.1, 3.0535483870967743)","(9.0, 10.5, 9.9)","(3.5, 4.3, 4.292592592592593)","(10.0, 15.0, 14.884615384615385)","(18.0, 20.0, 19.666666666666668)","(8.5, 11.0, 10.981132075471699)","(71.0, 85.0, 85.0)","(61.0, 75.0, 57.857142857142854)","(51.0, 120.0, 102.5)","(81.0, 140.0, 122.0)","(31.0, 46.0, 36.9)"
07-01-2023 11:38:32.079643,"(18.0, 32.0, 30.333333333333332)","(2.5, 3.1, 3.0535483870967743)","(9.0, 10.5, 9.9)","(3.5, 4.3, 4.292592592592593)","(10.0, 16.5, 14.884615384615385)","(18.0, 20.0, 19.0)","(8.5, 11.0, 10.981132075471699)","(71.0, 90.0, 85.0)","(61.0, 75.0, 64.28571428571429)","(51.0, 120.0, 102.5)","(81.0, 140.0, 122.0)","(31.0, 42.0, 37.565217391304344)"
07-01-2023 11:38:33.604146,"(18.0, 32.0, 30.333333333333332)","(2.5, 3.1, 3.0332)","(9.0, 10.5, 9.9)","(3.5, 4.3, 4.292592592592593)","(10.0, 16.5, 14.884615384615385)","(18.0, 20.0, 19.0)","(8.5, 11.0, 10.981132075471699)","(71.0, 90.0, 85.0)","(61.0, 75.0, 61.36363636363637)","(51.0, 120.0, 102.5)","(81.0, 140.0, 122.0)","(31.0, 42.0, 37.565217391304344)"
07-01-2023 11:38:35.204627,"(18.0, 32.0, 30.333333333333332)","(2.5, 3.05, 3.0332)","(9.0, 10.5, 9.9)","(3.5, 4.3, 4.292592592592593)","(10.0, 16.5, 14.884615384615385)","(18.0, 20.0, 19.95)","(8.5, 11.0, 10.981132075471699)","(71.0, 90.0, 86.66666666666667)","(61.0, 75.0, 61.36363636363637)","(51.0, 120.0, 108.57142857142857)","(81.0, 140.0, 110.0)","(31.0, 42.0, 37.565217391304344)"
07-01-2023 11:38:36.683384,"(18.0, 32.0, 29.0)","(2.5, 3.05, 3.0332)","(9.0, 10.5, 9.794594594594596)","(3.5, 4.3, 4.294444444444444)","(10.0, 16.5, 15.0625)","(18.0, 20.0, 20.8125)","(8.5, 11.0, 11.566666666666666)","(71.0, 100.0, 91.25)","(61.0, 75.0, 59.18181818181818)","(51.0, 120.0, 108.57142857142857)","(81.0, 140.0, 127.5)","(31.0, 42.0, 37.565217391304344)"
07-01-2023 11:38:38.197760,"(18.0, 30.0, 29.0)","(2.5, 3.05, 3.0332)","(9.0, 9.8, 9.793939393939395)","(3.5, 4.3, 4.294444444444444)","(10.0, 16.0, 15.0625)","(18.0, 21.0, 21.384615384615383)","(8.5, 12.0, 11.492063492063492)","(71.0, 95.0, 91.25)","(61.0, 75.0, 56.90909090909091)","(51.0, 120.0, 108.57142857142857)","(81.0, 140.0, 131.66666666666669)","(31.0, 42.0, 37.333333333333336)"
07-01-2023 11:38:39.687622,"(18.0, 30.0, 29.0)","(2.5, 3.05, 3.0332)","(9.0, 9.8, 9.841509433962264)","(3.5, 4.3, 4.294444444444444)","(10.0, 16.0, 15.0625)","(18.0, 23.0, 21.384615384615383)","(8.5, 12.0, 10.725)","(71.0, 95.0, 91.25)","(61.0, 70.0, 59.33333333333333)","(51.0, 120.0, 108.57142857142857)","(81.0, 140.0, 122.72727272727272)","(31.0, 42.0, 37.333333333333336)"
07-01-2023 11:38:41.273911,"(18.0, 30.0, 29.0)","(2.5, 3.05, 3.0332)","(9.0, 10.0, 10.371428571428572)","(3.5, 4.3, 4.294444444444444)","(10.0, 16.0, 15.0625)","(18.0, 23.0, 21.384615384615383)","(8.5, 12.0, 10.725)","(71.0, 95.0, 91.25)","(61.0, 70.0, 59.33333333333333)","(51.0, 120.0, 108.57142857142857)","(81.0, 130.0, 122.72727272727272)","(31.0, 42.0, 37.333333333333336)"
07-01-2023 11:38:42.815054,"(18.0, 30.0, 28.565217391304348)","(2.5, 3.05, 3.0332)","(9.0, 10.5, 10.03448275862069)","(3.5, 4.3, 4.33265306122449)","(10.0, 16.0, 15.357142857142858)","(18.0, 23.0, 20.846153846153847)","(8.5, 12.0, 10.95)","(71.0, 95.0, 90.9090909090909)","(61.0, 70.0, 59.33333333333333)","(51.0, 120.0, 108.57142857142857)","(81.0, 130.0, 105.0)","(31.0, 42.0, 37.333333333333336)"
07-01-2023 11:38:44.313728,"(18.0, 36.0, 28.333333333333332)","(2.5, 3.05, 3.0332)","(9.0, 10.5, 9.923076923076923)","(3.5, 4.4, 4.258333333333333)","(10.0, 16.0, 15.357142857142858)","(18.0, 22.0, 20.846153846153847)","(8.5, 12.0, 10.95)","(71.0, 100.0, 90.9090909090909)","(61.0, 70.0, 59.44444444444444)","(51.0, 120.0, 108.57142857142857)","(81.0, 130.0, 106.78571428571429)","(31.0, 42.0, 37.333333333333336)"
07-01-2023 11:38:45.896311,"(18.0, 36.0, 28.333333333333332)","(2.5, 3.05, 3.0332)","(9.0, 10.5, 9.923076923076923)","(3.5, 4.3, 4.258333333333333)","(10.0, 16.0, 15.357142857142858)","(18.0, 22.0, 20.846153846153847)","(8.5, 12.0, 10.95)","(71.0, 100.0, 90.9090909090909)","(61.0, 65.0, 55.55555555555556)","(51.0, 120.0, 102.5)","(81.0, 130.0, 82.5)","(31.0, 42.0, 37.333333333333336)"
07-01-2023 11:38:47.476592,"(18.0, 36.0, 29.76923076923077)","(2.5, 3.05, 3.0332)","(9.0, 10.5, 9.714285714285714)","(3.5, 4.3, 4.282608695652174)","(10.0, 16.0, 15.357142857142858)","(18.0, 22.0, 20.846153846153847)","(8.5, 12.0, 10.95)","(71.0, 100.0, 90.9090909090909)","(61.0, 60.0, 45.625)","(51.0, 120.0, 102.5)","(81.0, 95.0, 88.75)","(31.0, 42.0, 37.333333333333336)"
