,Royal Apollo,Oscar Bravo,Calculating Dancer,Tallaras Shadow,Lester,Imagoldcloud,Sugoi Alto,Miyagi Boy
07-12-2022 21:09:11.408157,"(14.0, 18.5, 18.15714285714286)","(5.0, 7.8, 7.384615384615384)","(12.0, 21.0, 18.4)","(15.0, 19.5, 16.5)","(5.5, 9.0, 8.0)","(26.0, 36.0, 34.4)","(31.0, 80.0, 56.599999999999994)","(1.65, 2.08, 2.0380000000000003)"
07-12-2022 21:09:12.458444,"(14.0, 18.5, 17.5)","(5.0, 7.8, 7.384615384615384)","(12.0, 21.0, 18.4)","(15.0, 19.5, 18.125)","(5.5, 9.0, 8.0)","(26.0, 36.0, 34.4)","(31.0, 75.0, 58.57142857142857)","(1.65, 2.08, 2.057777777777778)"
07-12-2022 21:09:13.557099,"(14.0, 18.5, 17.5)","(5.0, 7.6, 7.333333333333333)","(12.0, 21.0, 18.4)","(15.0, 19.5, 18.125)","(5.5, 9.0, 8.485714285714286)","(26.0, 36.0, 34.833333333333336)","(31.0, 70.0, 63.333333333333336)","(1.65, 2.08, 2.004)"
07-12-2022 21:09:14.640018,"(14.0, 18.5, 17.8125)","(5.0, 7.6, 7.333333333333333)","(12.0, 21.0, 18.4)","(15.0, 19.5, 18.125)","(5.5, 9.0, 8.485714285714286)","(26.0, 36.0, 34.833333333333336)","(31.0, 70.0, 59.166666666666664)","(1.65, 2.08, 2.004)"
07-12-2022 21:09:15.746229,"(14.0, 18.5, 17.5)","(5.0, 7.6, 7.333333333333333)","(12.0, 21.0, 18.4)","(15.0, 19.5, 18.125)","(5.5, 9.0, 8.485714285714286)","(26.0, 36.0, 34.4)","(31.0, 65.0, 55.0)","(1.65, 2.08, 2.0380000000000003)"
07-12-2022 21:09:16.814513,"(14.0, 18.5, 17.5)","(5.0, 7.6, 7.333333333333333)","(12.0, 21.0, 18.4)","(15.0, 19.5, 18.642857142857142)","(5.5, 9.0, 8.0)","(26.0, 36.0, 34.4)","(31.0, 65.0, 55.0)","(1.65, 2.08, 2.0380000000000003)"
07-12-2022 21:09:17.900181,"(14.0, 18.5, 17.071428571428573)","(5.0, 7.6, 7.333333333333333)","(12.0, 21.0, 18.4)","(15.0, 19.5, 18.642857142857142)","(5.5, 9.0, 8.485714285714286)","(26.0, 36.0, 34.833333333333336)","(31.0, 65.0, 55.57142857142857)","(1.65, 2.08, 2.0380000000000003)"
07-12-2022 21:09:18.988578,"(14.0, 18.5, 17.071428571428573)","(5.0, 7.6, 7.333333333333333)","(12.0, 21.0, 18.4)","(15.0, 19.5, 18.642857142857142)","(5.5, 9.0, 8.7)","(26.0, 36.0, 34.5)","(31.0, 65.0, 59.5)","(1.65, 2.08, 2.0380000000000003)"
07-12-2022 21:09:20.063886,"(14.0, 18.5, 17.071428571428573)","(5.0, 7.6, 7.333333333333333)","(12.0, 21.0, 18.4)","(15.0, 19.5, 16.5)","(5.5, 9.0, 8.7)","(26.0, 36.0, 34.5)","(31.0, 65.0, 59.5)","(1.65, 2.08, 2.0380000000000003)"
07-12-2022 21:09:21.088272,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 7.333333333333333)","(12.0, 21.0, 18.4)","(15.0, 19.5, 16.5)","(5.5, 9.0, 8.7)","(26.0, 36.0, 34.5)","(31.0, 65.0, 59.0)","(1.65, 2.08, 2.0380000000000003)"
07-12-2022 21:09:22.269055,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 7.333333333333333)","(12.0, 21.0, 18.4)","(15.0, 19.5, 18.125)","(5.5, 9.0, 8.733333333333333)","(26.0, 36.0, 34.5)","(31.0, 65.0, 54.0)","(1.65, 2.08, 2.0380000000000003)"
07-12-2022 21:09:23.411416,"(14.0, 18.5, 17.071428571428573)","(5.0, 7.6, 7.333333333333333)","(12.0, 21.0, 18.4)","(15.0, 19.5, 18.125)","(5.5, 9.6, 8.84)","(26.0, 36.0, 34.5)","(31.0, 65.0, 54.0)","(1.65, 2.08, 2.0380000000000003)"
07-12-2022 21:09:24.558850,"(14.0, 18.5, 17.071428571428573)","(5.0, 7.6, 7.333333333333333)","(12.0, 21.0, 18.4)","(15.0, 19.5, 18.125)","(5.5, 9.8, 8.84)","(26.0, 36.0, 35.55555555555556)","(31.0, 65.0, 56.142857142857146)","(1.65, 2.08, 2.046666666666667)"
07-12-2022 21:09:25.689890,"(14.0, 18.5, 17.666666666666668)","(5.0, 7.6, 7.333333333333333)","(12.0, 21.0, 18.4)","(15.0, 19.5, 18.125)","(5.5, 9.8, 8.600000000000001)","(26.0, 36.0, 35.55555555555556)","(31.0, 65.0, 56.142857142857146)","(1.65, 2.08, 2.046666666666667)"
07-12-2022 21:09:26.793176,"(14.0, 18.5, 17.071428571428573)","(5.0, 7.6, 7.333333333333333)","(12.0, 21.0, 18.4)","(15.0, 19.5, 18.125)","(5.5, 9.4, 8.600000000000001)","(26.0, 36.0, 35.55555555555556)","(31.0, 65.0, 57.25)","(1.65, 2.08, 2.046666666666667)"
07-12-2022 21:09:28.022613,"(14.0, 18.5, 17.5)","(5.0, 7.6, 7.133333333333333)","(12.0, 21.0, 18.4)","(15.0, 19.5, 19.107142857142858)","(5.5, 9.4, 8.600000000000001)","(26.0, 36.0, 34.6)","(31.0, 65.0, 44.333333333333336)","(1.65, 2.08, 2.0380000000000003)"
07-12-2022 21:09:29.238888,"(14.0, 18.5, 17.5)","(5.0, 7.6, 7.0)","(12.0, 21.0, 18.4)","(15.0, 19.5, 18.666666666666668)","(5.5, 9.4, 8.600000000000001)","(26.0, 36.0, 34.6)","(31.0, 65.0, 57.25)","(1.65, 2.08, 2.046666666666667)"
07-12-2022 21:09:30.452995,"(14.0, 18.5, 17.357142857142858)","(5.0, 7.6, 7.0)","(12.0, 21.0, 18.4)","(15.0, 19.5, 18.666666666666668)","(5.5, 9.4, 8.600000000000001)","(26.0, 36.0, 34.6)","(31.0, 65.0, 57.25)","(1.65, 2.08, 2.004)"
07-12-2022 21:09:31.631557,"(14.0, 19.0, 17.714285714285715)","(5.0, 7.6, 7.0)","(12.0, 21.0, 18.4)","(15.0, 19.5, 18.666666666666668)","(5.5, 9.4, 8.600000000000001)","(26.0, 36.0, 34.6)","(31.0, 65.0, 57.25)","(1.65, 2.08, 2.004)"
07-12-2022 21:09:32.739648,"(14.0, 19.0, 17.714285714285715)","(5.0, 7.6, 7.0)","(12.0, 21.0, 18.4)","(16.0, 19.5, 18.666666666666668)","(5.0, 9.4, 8.600000000000001)","(26.0, 36.0, 34.6)","(31.0, 65.0, 57.25)","(1.6, 2.08, 2.004)"
07-12-2022 21:09:33.888290,"(14.0, 19.0, 17.714285714285715)","(5.0, 7.6, 7.0)","(12.0, 21.0, 18.4)","(16.0, 19.5, 18.4)","(5.0, 9.4, 8.600000000000001)","(26.0, 36.0, 34.6)","(31.0, 65.0, 44.333333333333336)","(1.6, 2.08, 2.004)"
07-12-2022 21:09:35.026021,"(14.0, 19.0, 17.166666666666668)","(5.0, 7.6, 6.533333333333333)","(12.0, 21.0, 18.4)","(16.0, 19.5, 18.666666666666668)","(5.0, 9.4, 8.600000000000001)","(26.0, 36.0, 34.6)","(31.0, 65.0, 57.25)","(1.6, 2.08, 2.004)"
07-12-2022 21:09:36.160851,"(14.0, 19.0, 18.0)","(5.0, 7.6, 7.3538461538461535)","(12.0, 21.0, 18.4)","(16.0, 19.5, 18.666666666666668)","(5.0, 9.4, 8.75)","(26.0, 36.0, 34.6)","(31.0, 65.0, 57.25)","(1.6, 2.08, 2.004)"
07-12-2022 21:09:37.354894,"(14.0, 19.0, 18.0)","(5.0, 7.6, 7.133333333333333)","(12.0, 21.0, 18.4)","(16.0, 19.5, 18.666666666666668)","(5.0, 9.2, 8.75)","(26.0, 36.0, 34.6)","(31.0, 65.0, 57.25)","(1.6, 2.08, 2.1075)"
07-12-2022 21:09:38.531701,"(14.0, 19.0, 18.0)","(5.0, 7.6, 7.0)","(12.0, 21.0, 18.4)","(16.0, 19.5, 18.4)","(5.0, 9.2, 8.75)","(26.0, 36.0, 34.6)","(31.0, 65.0, 44.333333333333336)","(1.6, 2.18, 2.1455555555555557)"
07-12-2022 21:09:39.698749,"(14.0, 19.0, 17.166666666666668)","(5.0, 7.6, 7.0)","(12.0, 21.0, 18.4)","(16.0, 19.5, 18.4)","(5.0, 9.2, 8.75)","(26.0, 36.0, 34.6)","(31.0, 65.0, 57.25)","(1.6, 2.18, 2.1455555555555557)"
07-12-2022 21:09:40.875109,"(14.0, 19.0, 17.571428571428573)","(5.0, 7.6, 6.88)","(12.0, 21.0, 17.75)","(16.0, 19.5, 18.5)","(5.0, 9.2, 8.1)","(26.0, 36.0, 34.625)","(31.0, 65.0, 57.25)","(1.6, 2.18, 2.2877777777777775)"
07-12-2022 21:09:42.023178,"(14.0, 19.0, 17.333333333333332)","(5.0, 7.6, 6.709090909090909)","(12.0, 21.0, 17.75)","(16.0, 19.5, 18.5)","(5.0, 9.2, 8.1)","(26.0, 36.0, 34.42857142857143)","(31.0, 65.0, 57.25)","(1.6, 2.34, 2.2877777777777775)"
07-12-2022 21:09:43.179644,"(14.0, 19.0, 18.0)","(5.0, 7.6, 6.709090909090909)","(12.0, 21.0, 17.75)","(16.0, 19.5, 18.4)","(5.0, 9.0, 7.9)","(26.0, 36.0, 34.333333333333336)","(31.0, 65.0, 44.333333333333336)","(1.6, 2.34, 2.2877777777777775)"
07-12-2022 21:09:44.346624,"(14.0, 19.0, 17.0)","(5.0, 7.6, 6.709090909090909)","(12.0, 21.0, 17.75)","(16.0, 19.5, 18.4)","(5.0, 8.6, 8.628571428571428)","(26.0, 36.0, 34.333333333333336)","(31.0, 65.0, 44.333333333333336)","(1.6, 2.34, 2.246)"
07-12-2022 21:09:45.426656,"(14.0, 19.0, 17.0)","(5.0, 7.6, 6.709090909090909)","(12.0, 21.0, 17.75)","(16.0, 19.5, 18.5)","(5.0, 9.2, 8.466666666666667)","(26.0, 36.0, 34.333333333333336)","(31.0, 65.0, 44.333333333333336)","(1.6, 2.34, 2.246)"
07-12-2022 21:09:46.556727,"(14.0, 19.0, 17.5)","(5.0, 7.6, 6.2)","(12.0, 21.0, 17.75)","(16.0, 19.5, 18.5)","(5.0, 9.2, 8.200000000000001)","(26.0, 36.0, 33.75)","(31.0, 65.0, 54.66666666666667)","(1.6, 2.34, 2.1866666666666665)"
07-12-2022 21:09:47.636628,"(14.0, 19.0, 17.5)","(5.0, 7.6, 6.666666666666666)","(12.0, 21.0, 17.75)","(16.0, 19.5, 18.5)","(5.0, 8.8, 7.9)","(26.0, 36.0, 33.75)","(31.0, 65.0, 56.142857142857146)","(1.6, 2.34, 2.1933333333333334)"
07-12-2022 21:09:48.717378,"(14.0, 19.0, 17.5)","(5.0, 7.6, 6.9411764705882355)","(12.0, 21.0, 17.75)","(16.0, 19.5, 18.666666666666668)","(5.0, 8.6, 8.866666666666667)","(26.0, 36.0, 33.75)","(31.0, 65.0, 44.333333333333336)","(1.6, 2.34, 2.1933333333333334)"
07-12-2022 21:09:49.891351,"(14.0, 19.0, 16.8)","(5.0, 7.6, 6.9411764705882355)","(12.0, 21.0, 17.75)","(16.0, 19.5, 18.5)","(5.0, 9.2, 8.200000000000001)","(26.0, 36.0, 34.42857142857143)","(31.0, 65.0, 44.333333333333336)","(1.6, 2.34, 2.1933333333333334)"
07-12-2022 21:09:50.964948,"(14.0, 19.0, 16.8)","(5.0, 7.6, 6.709090909090909)","(12.0, 21.0, 17.75)","(16.0, 19.5, 18.5)","(5.0, 8.8, 7.457142857142857)","(26.0, 36.0, 34.333333333333336)","(31.0, 65.0, 44.333333333333336)","(1.6, 2.34, 2.1933333333333334)"
07-12-2022 21:09:52.091281,"(14.0, 19.0, 16.8)","(5.0, 7.6, 6.709090909090909)","(12.0, 21.0, 17.75)","(16.0, 19.5, 18.4)","(5.0, 8.6, 7.3428571428571425)","(26.0, 36.0, 34.333333333333336)","(31.0, 65.0, 44.333333333333336)","(1.6, 2.34, 2.1933333333333334)"
07-12-2022 21:09:53.205646,"(14.0, 19.0, 16.8)","(5.0, 7.6, 6.709090909090909)","(12.0, 21.0, 17.75)","(16.0, 19.5, 18.4)","(5.0, 8.2, 7.2)","(26.0, 36.0, 34.333333333333336)","(31.0, 65.0, 44.333333333333336)","(1.6, 2.34, 2.1933333333333334)"
07-12-2022 21:09:54.387178,"(14.0, 19.0, 18.09090909090909)","(5.0, 7.6, 6.709090909090909)","(12.0, 21.0, 17.75)","(17.0, 19.5, 18.88888888888889)","(5.0, 7.8, 8.533333333333333)","(26.0, 36.0, 34.333333333333336)","(31.0, 65.0, 56.142857142857146)","(1.6, 2.34, 2.1933333333333334)"
07-12-2022 21:09:55.554847,"(14.0, 19.0, 18.09090909090909)","(5.0, 7.6, 7.0)","(12.0, 21.0, 17.75)","(17.0, 19.5, 18.4)","(5.0, 9.2, 8.45)","(26.0, 36.0, 33.75)","(31.0, 65.0, 56.142857142857146)","(1.6, 2.34, 2.12)"
07-12-2022 21:09:56.730687,"(14.0, 19.0, 17.333333333333332)","(5.0, 7.8, 6.96)","(12.0, 21.0, 17.75)","(17.0, 19.5, 18.4)","(5.0, 9.2, 8.45)","(26.0, 36.0, 33.75)","(31.0, 65.0, 56.142857142857146)","(1.6, 2.34, 2.12)"
07-12-2022 21:09:57.869299,"(14.0, 19.0, 17.333333333333332)","(5.0, 7.8, 6.96)","(12.0, 21.0, 17.75)","(17.0, 19.5, 18.4)","(5.0, 9.2, 7.55)","(26.0, 36.0, 33.75)","(31.0, 65.0, 44.333333333333336)","(1.6, 2.34, 2.2779310344827586)"
07-12-2022 21:09:58.978554,"(14.0, 19.0, 17.333333333333332)","(5.0, 7.8, 6.96)","(12.0, 21.0, 17.75)","(17.0, 19.5, 18.4)","(5.0, 9.2, 7.55)","(26.0, 36.0, 33.75)","(31.0, 65.0, 44.333333333333336)","(1.6, 2.34, 2.11)"
07-12-2022 21:10:00.149347,"(14.0, 19.0, 17.333333333333332)","(5.0, 7.8, 6.96)","(12.0, 21.0, 17.75)","(17.0, 19.5, 18.5)","(5.0, 9.2, 7.88)","(26.0, 36.0, 33.75)","(31.0, 65.0, 44.333333333333336)","(1.6, 2.34, 2.2779310344827586)"
07-12-2022 21:10:01.268955,"(14.0, 19.0, 17.333333333333332)","(5.0, 7.8, 6.96)","(12.0, 21.0, 17.75)","(17.0, 19.5, 18.5)","(5.0, 9.2, 8.45)","(26.0, 36.0, 33.75)","(31.0, 65.0, 44.333333333333336)","(1.6, 2.34, 2.1799999999999997)"
07-12-2022 21:10:02.405762,"(14.0, 19.0, 17.875)","(5.0, 7.8, 6.96)","(12.0, 21.0, 17.75)","(17.0, 19.5, 18.6)","(5.0, 9.2, 8.75)","(26.0, 36.0, 33.75)","(31.0, 65.0, 56.142857142857146)","(1.6, 2.32, 2.211111111111111)"
07-12-2022 21:10:03.528700,"(14.0, 19.0, 17.875)","(5.0, 7.8, 6.96)","(12.0, 21.0, 17.75)","(17.0, 19.5, 18.6)","(5.0, 9.2, 8.36)","(26.0, 36.0, 33.75)","(31.0, 65.0, 56.142857142857146)","(1.6, 2.3, 2.183225806451613)"
07-12-2022 21:10:04.543253,"(14.0, 19.0, 16.75)","(5.0, 7.8, 6.96)","(12.0, 21.0, 17.75)","(17.0, 19.5, 18.6)","(5.0, 9.2, 8.36)","(26.0, 36.0, 33.75)","(31.0, 65.0, 56.142857142857146)","(1.6, 2.26, 2.023)"
07-12-2022 21:10:05.633082,"(14.0, 19.0, 16.75)","(5.0, 7.8, 6.96)","(12.0, 21.0, 17.75)","(17.0, 19.5, 18.6)","(5.0, 9.2, 8.48)","(26.0, 36.0, 33.75)","(31.0, 65.0, 56.142857142857146)","(1.6, 2.24, 2.023)"
07-12-2022 21:10:06.721152,"(14.0, 19.0, 16.75)","(5.0, 7.8, 6.96)","(12.0, 21.0, 17.75)","(17.0, 19.5, 18.6)","(5.0, 9.2, 8.48)","(26.0, 36.0, 33.75)","(31.0, 65.0, 56.142857142857146)","(1.6, 2.24, 2.062307692307692)"
07-12-2022 21:10:07.855669,"(14.0, 19.0, 16.75)","(5.0, 7.8, 6.96)","(12.0, 21.0, 17.75)","(17.0, 19.5, 18.6)","(5.0, 9.2, 8.48)","(26.0, 36.0, 33.75)","(31.0, 65.0, 56.714285714285715)","(1.6, 2.24, 2.13)"
07-12-2022 21:10:08.972847,"(14.0, 19.0, 16.75)","(5.0, 7.8, 6.96)","(12.0, 21.0, 17.75)","(17.0, 19.5, 18.4)","(5.0, 9.2, 8.48)","(26.0, 36.0, 33.75)","(31.0, 65.0, 56.714285714285715)","(1.6, 2.24, 2.13)"
07-12-2022 21:10:10.171150,"(14.0, 19.0, 16.75)","(5.0, 7.8, 6.96)","(12.0, 21.0, 17.75)","(17.0, 19.5, 18.88888888888889)","(5.0, 9.2, 8.48)","(26.0, 36.0, 33.75)","(31.0, 65.0, 56.714285714285715)","(1.6, 2.24, 2.062307692307692)"
07-12-2022 21:10:11.301594,"(14.0, 19.0, 16.75)","(5.0, 7.8, 6.96)","(12.0, 21.0, 17.75)","(17.0, 19.5, 18.5)","(5.0, 9.2, 8.6)","(26.0, 36.0, 33.75)","(31.0, 65.0, 44.333333333333336)","(1.6, 2.24, 2.1166666666666667)"
07-12-2022 21:10:12.509872,"(14.0, 19.0, 16.75)","(5.0, 7.8, 6.96)","(12.0, 21.0, 17.75)","(17.0, 19.5, 18.6)","(5.0, 9.2, 8.6)","(26.0, 36.0, 33.75)","(31.0, 65.0, 44.333333333333336)","(1.6, 2.22, 2.0530769230769232)"
07-12-2022 21:10:13.962548,"(14.0, 19.0, 16.75)","(5.0, 7.8, 6.96)","(12.0, 21.0, 17.75)","(17.0, 19.5, 18.944444444444443)","(5.0, 9.2, 8.6)","(26.0, 36.0, 33.75)","(31.0, 65.0, 44.333333333333336)","(1.6, 2.22, 2.1166666666666667)"
07-12-2022 21:10:15.717916,"(14.0, 19.0, 16.75)","(5.0, 7.8, 6.96)","(12.0, 21.0, 17.75)","(17.0, 19.5, 18.5)","(5.0, 9.2, 8.6)","(26.0, 36.0, 33.75)","(31.0, 65.0, 44.333333333333336)","(1.6, 2.22, 2.1166666666666667)"
07-12-2022 21:10:17.048487,"(14.0, 19.0, 16.75)","(5.0, 7.8, 6.96)","(12.0, 21.0, 17.75)","(17.0, 19.5, 18.5)","(5.0, 9.2, 8.6)","(26.0, 36.0, 33.75)","(31.0, 65.0, 44.333333333333336)","(1.6, 2.22, 2.1166666666666667)"
07-12-2022 21:10:18.313530,"(14.0, 19.0, 16.75)","(5.0, 7.8, 6.96)","(12.0, 21.0, 17.75)","(17.0, 19.5, 19.142857142857142)","(5.0, 9.2, 8.6)","(26.0, 36.0, 33.75)","(31.0, 65.0, 44.333333333333336)","(1.6, 2.22, 2.0530769230769232)"
07-12-2022 21:10:19.609238,"(14.0, 19.0, 17.0)","(5.0, 7.8, 6.82)","(12.0, 21.0, 17.25)","(17.0, 19.5, 18.67857142857143)","(5.0, 9.2, 8.42222222222222)","(26.0, 36.0, 33.75)","(31.0, 65.0, 52.57142857142857)","(1.6, 2.22, 2.0741176470588236)"
07-12-2022 21:10:20.929229,"(14.0, 18.5, 16.90909090909091)","(5.0, 7.8, 6.82)","(12.0, 20.0, 17.0)","(17.0, 19.0, 17.75)","(5.0, 9.2, 8.42222222222222)","(26.0, 36.0, 33.75)","(31.0, 60.0, 49.0)","(1.6, 2.22, 2.0741176470588236)"
07-12-2022 21:10:22.187458,"(14.0, 18.5, 16.90909090909091)","(5.0, 7.8, 6.82)","(12.0, 19.5, 16.75)","(17.0, 19.0, 17.75)","(5.0, 9.2, 8.42222222222222)","(26.0, 36.0, 33.75)","(31.0, 55.0, 43.54545454545455)","(1.6, 2.22, 2.0741176470588236)"
07-12-2022 21:10:23.301172,"(14.0, 18.5, 16.0)","(5.0, 7.8, 6.82)","(12.0, 19.0, 15.785714285714286)","(17.0, 19.0, 16.77777777777778)","(5.0, 9.2, 8.42222222222222)","(26.0, 36.0, 33.75)","(31.0, 55.0, 47.33333333333333)","(1.6, 2.22, 2.0741176470588236)"
07-12-2022 21:10:24.421774,"(14.0, 18.5, 16.0)","(5.0, 7.8, 6.82)","(12.0, 19.0, 15.785714285714286)","(17.0, 19.0, 16.77777777777778)","(5.0, 9.2, 8.42222222222222)","(26.0, 36.0, 33.75)","(31.0, 50.0, 42.0)","(1.6, 2.22, 2.1475)"
07-12-2022 21:10:25.576579,"(14.0, 18.5, 16.0)","(5.0, 7.8, 6.82)","(12.0, 19.0, 15.785714285714286)","(17.0, 19.0, 16.77777777777778)","(5.0, 9.2, 8.42222222222222)","(26.0, 36.0, 33.75)","(31.0, 50.0, 36.666666666666664)","(1.6, 2.22, 2.1375)"
07-12-2022 21:10:26.702857,"(14.0, 18.5, 16.0)","(5.0, 7.8, 6.82)","(12.0, 19.0, 15.785714285714286)","(17.0, 19.0, 17.055555555555557)","(5.0, 9.2, 8.42222222222222)","(26.0, 36.0, 33.75)","(31.0, 50.0, 36.666666666666664)","(1.6, 2.2, 2.144444444444445)"
07-12-2022 21:10:27.923285,"(14.0, 18.5, 16.0)","(5.0, 7.8, 6.82)","(12.0, 19.0, 15.785714285714286)","(17.0, 19.0, 16.77777777777778)","(5.0, 9.2, 8.42222222222222)","(26.0, 36.0, 34.666666666666664)","(31.0, 50.0, 42.72727272727273)","(1.6, 2.2, 2.175806451612903)"
07-12-2022 21:10:29.112787,"(14.0, 18.5, 16.0)","(5.0, 7.8, 6.82)","(12.0, 19.0, 15.785714285714286)","(17.0, 19.0, 16.77777777777778)","(5.0, 9.2, 8.42222222222222)","(26.0, 36.0, 34.666666666666664)","(31.0, 50.0, 42.72727272727273)","(1.6, 2.2, 2.14)"
07-12-2022 21:10:30.302720,"(14.0, 18.5, 16.0)","(5.0, 7.8, 6.82)","(12.0, 19.0, 15.785714285714286)","(17.0, 19.0, 16.77777777777778)","(5.0, 9.2, 8.42222222222222)","(26.0, 36.0, 34.666666666666664)","(31.0, 50.0, 41.25)","(1.6, 2.2, 2.1085714285714285)"
07-12-2022 21:10:31.468818,"(14.0, 18.5, 16.0)","(5.0, 7.8, 6.82)","(12.0, 19.0, 15.785714285714286)","(17.0, 19.0, 16.77777777777778)","(5.0, 9.2, 8.42222222222222)","(26.0, 36.0, 33.75)","(31.0, 50.0, 41.25)","(1.6, 2.2, 2.0870588235294116)"
07-12-2022 21:10:32.608693,"(14.0, 18.5, 16.0)","(5.0, 7.8, 6.82)","(12.0, 19.0, 15.785714285714286)","(17.0, 19.0, 16.77777777777778)","(5.0, 9.2, 8.42222222222222)","(26.0, 36.0, 33.75)","(31.0, 50.0, 41.25)","(1.6, 2.2, 1.96)"
07-12-2022 21:10:33.784615,"(14.0, 18.5, 16.0)","(5.0, 7.8, 6.82)","(12.0, 19.0, 15.785714285714286)","(17.0, 19.0, 16.77777777777778)","(5.0, 9.2, 8.42222222222222)","(26.0, 36.0, 33.75)","(31.0, 50.0, 41.25)","(1.6, 2.2, 1.96)"
07-12-2022 21:10:34.992662,"(14.0, 18.5, 16.0)","(5.0, 7.8, 6.82)","(12.0, 19.0, 15.785714285714286)","(17.0, 19.0, 16.77777777777778)","(5.0, 9.2, 8.42222222222222)","(26.0, 36.0, 33.75)","(31.0, 50.0, 41.25)","(1.6, 2.2, 1.96)"
07-12-2022 21:10:36.130001,"(14.0, 18.5, 16.0)","(5.0, 7.8, 6.82)","(12.0, 19.0, 15.785714285714286)","(17.0, 19.0, 16.77777777777778)","(5.0, 9.2, 8.42222222222222)","(26.0, 36.0, 33.75)","(31.0, 50.0, 36.666666666666664)","(1.6, 2.2, 1.9975)"
07-12-2022 21:10:37.242439,"(14.0, 18.5, 16.0)","(5.0, 7.8, 6.82)","(12.0, 19.0, 15.785714285714286)","(17.0, 19.0, 16.77777777777778)","(5.0, 9.2, 8.42222222222222)","(26.0, 36.0, 33.75)","(31.0, 50.0, 36.666666666666664)","(1.6, 2.2, 1.9975)"
07-12-2022 21:10:38.472686,"(14.0, 18.5, 16.0)","(5.0, 7.8, 6.82)","(12.0, 19.0, 15.785714285714286)","(17.0, 19.0, 16.77777777777778)","(5.0, 9.2, 8.42222222222222)","(26.0, 36.0, 33.75)","(31.0, 50.0, 36.666666666666664)","(1.6, 2.2, 1.9975)"
07-12-2022 21:10:39.593110,"(14.0, 18.5, 16.0)","(5.0, 7.8, 6.82)","(12.0, 19.0, 15.785714285714286)","(17.0, 19.0, 16.77777777777778)","(5.0, 9.2, 8.42222222222222)","(26.0, 36.0, 33.75)","(31.0, 50.0, 36.666666666666664)","(1.6, 2.2, 1.9975)"
07-12-2022 21:10:40.707221,"(14.0, 18.5, 16.0)","(5.0, 7.8, 6.82)","(12.0, 19.0, 15.785714285714286)","(17.0, 19.0, 16.77777777777778)","(5.0, 9.2, 8.42222222222222)","(26.0, 36.0, 33.75)","(31.0, 50.0, 36.666666666666664)","(1.6, 2.2, 1.9975)"
07-12-2022 21:10:41.894107,"(14.0, 18.5, 16.0)","(5.0, 7.8, 6.947826086956522)","(12.0, 19.0, 15.785714285714286)","(17.0, 19.0, 16.77777777777778)","(5.0, 9.2, 8.42222222222222)","(26.0, 36.0, 33.75)","(31.0, 50.0, 36.666666666666664)","(1.6, 2.2, 2.18)"
07-12-2022 21:10:43.070374,"(14.0, 18.5, 16.0)","(5.0, 7.8, 6.925)","(12.0, 19.0, 15.785714285714286)","(17.0, 19.0, 16.77777777777778)","(5.0, 9.2, 8.42222222222222)","(26.0, 36.0, 33.75)","(31.0, 50.0, 36.666666666666664)","(1.6, 2.2, 2.1814285714285715)"
07-12-2022 21:10:44.291436,"(14.0, 18.5, 16.0)","(5.0, 7.8, 6.947826086956522)","(12.0, 19.0, 15.785714285714286)","(17.0, 19.0, 16.77777777777778)","(5.0, 9.2, 8.42222222222222)","(26.0, 36.0, 33.75)","(31.0, 50.0, 36.666666666666664)","(1.6, 2.2, 2.1814285714285715)"
07-12-2022 21:10:45.512247,"(14.0, 18.5, 16.0)","(5.0, 7.8, 6.947826086956522)","(12.0, 19.0, 15.785714285714286)","(17.0, 19.0, 16.77777777777778)","(5.0, 9.2, 8.42222222222222)","(26.0, 36.0, 33.75)","(31.0, 50.0, 36.666666666666664)","(1.6, 2.2, 2.1733333333333333)"
07-12-2022 21:10:46.712425,"(14.0, 18.5, 16.0)","(5.0, 7.8, 6.947826086956522)","(12.0, 19.0, 15.785714285714286)","(17.0, 19.0, 16.77777777777778)","(5.0, 9.2, 8.42222222222222)","(26.0, 36.0, 33.75)","(31.0, 50.0, 36.666666666666664)","(1.6, 2.2, 2.176774193548387)"
07-12-2022 21:10:48.019130,"(14.0, 18.5, 16.0)","(5.0, 7.8, 6.947826086956522)","(12.0, 19.0, 15.785714285714286)","(17.0, 19.0, 16.77777777777778)","(5.0, 9.2, 8.42222222222222)","(26.0, 36.0, 33.75)","(31.0, 50.0, 36.666666666666664)","(1.6, 2.2, 2.154)"
07-12-2022 21:10:49.169553,"(14.0, 18.5, 16.0)","(5.0, 7.8, 6.259375)","(12.0, 19.0, 15.785714285714286)","(17.0, 19.0, 16.77777777777778)","(5.0, 9.2, 8.42222222222222)","(26.0, 36.0, 33.75)","(31.0, 50.0, 41.0)","(1.6, 2.2, 2.203333333333333)"
07-12-2022 21:10:50.339818,"(14.0, 18.5, 16.0)","(5.0, 5.9, 5.072)","(12.0, 19.0, 18.166666666666668)","(17.0, 19.0, 18.7)","(5.0, 9.2, 8.866666666666665)","(26.0, 36.0, 33.75)","(31.0, 55.0, 59.833333333333336)","(1.6, 2.32, 2.3078260869565215)"
