,Kanga Lights,Elope To Paris,Blaze Maker,Patch Herrera,Serving Soldier,Big Prediction,Remember Prince,Colden Express
11-01-2023 12:52:39.079082,"(6.5, 9.8, 9.177777777777777)","(31.0, 80.0, 61.0)","(16.0, 34.0, 33.58620689655172)","(14.0, 20.0, 19.36842105263158)","(12.0, 15.0, 13.055555555555555)","(12.0, 28.0, 24.666666666666668)","(5.5, 7.0, 6.969230769230769)","(1.65, 1.87, 1.8897260273972603)"
11-01-2023 12:52:40.324557,"(6.5, 9.8, 9.505263157894737)","(31.0, 80.0, 61.1764705882353)","(16.0, 34.0, 33.25)","(14.0, 20.0, 19.36842105263158)","(12.0, 14.5, 13.055555555555555)","(12.0, 28.0, 24.666666666666668)","(5.5, 7.0, 6.969230769230769)","(1.65, 1.89, 1.8893548387096772)"
11-01-2023 12:52:41.576084,"(6.5, 9.8, 9.765217391304349)","(31.0, 80.0, 61.1764705882353)","(16.0, 34.0, 33.58620689655172)","(14.0, 20.0, 19.36842105263158)","(12.0, 14.5, 12.704081632653061)","(12.0, 28.0, 24.666666666666668)","(5.5, 7.0, 6.779999999999999)","(1.65, 1.89, 1.855)"
11-01-2023 12:52:42.760763,"(6.5, 10.0, 9.428571428571429)","(31.0, 80.0, 61.1764705882353)","(16.0, 34.0, 33.58620689655172)","(14.0, 20.0, 19.36842105263158)","(12.0, 14.5, 12.717391304347826)","(12.0, 28.0, 24.8)","(5.5, 7.2, 6.64)","(1.65, 1.88, 1.84)"
11-01-2023 12:52:43.999826,"(6.5, 10.5, 9.426086956521738)","(31.0, 80.0, 61.1764705882353)","(16.0, 34.0, 33.64705882352941)","(14.0, 20.0, 19.36842105263158)","(12.0, 14.5, 12.717391304347826)","(12.0, 28.0, 24.8)","(5.5, 7.2, 6.610526315789474)","(1.65, 1.85, 1.8450000000000002)"
11-01-2023 12:52:45.212506,"(6.5, 10.5, 9.323809523809523)","(31.0, 80.0, 61.1764705882353)","(16.0, 34.0, 33.86206896551724)","(14.0, 20.0, 19.36842105263158)","(12.0, 14.5, 12.717391304347826)","(12.0, 28.0, 24.8)","(5.5, 7.2, 7.178378378378379)","(1.65, 1.86, 1.8625)"
11-01-2023 12:52:46.442032,"(6.5, 10.5, 9.308333333333334)","(31.0, 80.0, 61.1764705882353)","(16.0, 34.0, 33.86206896551724)","(14.0, 20.0, 19.36842105263158)","(12.0, 14.5, 12.7)","(12.0, 28.0, 24.8)","(5.5, 7.2, 7.520588235294118)","(1.65, 1.87, 1.84)"
11-01-2023 12:52:47.625132,"(6.5, 10.5, 9.658823529411764)","(31.0, 80.0, 61.1764705882353)","(16.0, 34.0, 33.86206896551724)","(14.0, 20.0, 19.36842105263158)","(12.0, 14.5, 12.75)","(12.0, 28.0, 24.8)","(5.5, 7.6, 7.388235294117647)","(1.65, 1.85, 1.832)"
11-01-2023 12:52:48.812820,"(6.5, 10.5, 9.85)","(31.0, 80.0, 61.1764705882353)","(17.0, 34.0, 33.84)","(14.0, 20.0, 19.36842105263158)","(12.0, 14.0, 12.0)","(13.0, 28.0, 24.8)","(5.5, 7.6, 7.949999999999999)","(1.6, 1.85, 1.83)"
11-01-2023 12:52:49.977413,"(6.5, 10.5, 9.85)","(31.0, 80.0, 56.0)","(17.0, 34.0, 33.84)","(14.0, 20.0, 19.36842105263158)","(12.0, 13.0, 12.25)","(13.0, 28.0, 24.8)","(5.5, 8.2, 7.949999999999999)","(1.6, 1.84, 1.8294117647058825)"
11-01-2023 12:52:51.219121,"(6.5, 10.5, 9.85)","(31.0, 80.0, 56.5625)","(17.0, 36.0, 34.97560975609756)","(14.0, 20.0, 19.36842105263158)","(12.0, 12.5, 12.25)","(13.0, 28.0, 24.8)","(5.5, 8.2, 7.302127659574468)","(1.6, 1.83, 1.836)"
11-01-2023 12:52:52.337438,"(6.5, 10.5, 9.85)","(31.0, 80.0, 61.25)","(17.0, 36.0, 34.97560975609756)","(14.0, 20.0, 19.36842105263158)","(12.0, 12.5, 12.25)","(13.0, 28.0, 24.8)","(5.5, 7.8, 7.242857142857143)","(1.6, 1.84, 1.832)"
11-01-2023 12:52:53.503757,"(6.5, 10.5, 9.85)","(31.0, 80.0, 58.57142857142857)","(17.0, 36.0, 35.368421052631575)","(14.0, 20.0, 19.36842105263158)","(12.0, 12.5, 12.25)","(13.0, 28.0, 24.8)","(5.5, 7.8, 7.302127659574468)","(1.6, 1.85, 1.8371428571428572)"
11-01-2023 12:52:54.886208,"(6.5, 10.5, 9.85)","(31.0, 80.0, 63.333333333333336)","(17.0, 36.0, 34.97560975609756)","(14.0, 20.0, 19.36842105263158)","(12.0, 12.5, 11.625)","(13.0, 28.0, 24.8)","(5.5, 7.8, 7.28421052631579)","(1.6, 1.84, 1.8457142857142859)"
11-01-2023 12:52:56.183659,"(6.5, 10.5, 9.85)","(31.0, 80.0, 57.27272727272727)","(17.0, 36.0, 35.368421052631575)","(14.0, 20.0, 19.36842105263158)","(12.0, 12.5, 11.58695652173913)","(13.0, 28.0, 24.8)","(5.5, 7.8, 7.43125)","(1.6, 1.85, 1.8393333333333335)"
11-01-2023 12:52:57.435924,"(6.5, 10.5, 9.827777777777778)","(31.0, 80.0, 57.27272727272727)","(17.0, 36.0, 35.368421052631575)","(14.0, 20.0, 19.36842105263158)","(12.0, 12.5, 11.206896551724139)","(13.0, 28.0, 24.8)","(5.5, 7.8, 7.377777777777778)","(1.6, 1.84, 1.8433333333333335)"
11-01-2023 12:52:58.964550,"(6.5, 10.5, 9.685714285714285)","(31.0, 80.0, 56.94444444444444)","(17.0, 36.0, 34.97560975609756)","(14.0, 20.0, 19.36842105263158)","(12.0, 12.5, 11.206896551724139)","(13.0, 28.0, 24.8)","(5.5, 7.4, 7.581818181818181)","(1.6, 1.85, 1.8457142857142859)"
11-01-2023 12:53:00.377548,"(6.5, 10.5, 9.674999999999999)","(31.0, 75.0, 57.27272727272727)","(17.0, 36.0, 34.97560975609756)","(14.0, 20.0, 19.36842105263158)","(12.0, 12.5, 11.206896551724139)","(13.0, 28.0, 24.8)","(5.5, 7.6, 7.581818181818181)","(1.6, 1.85, 1.8365517241379312)"
11-01-2023 12:53:01.809402,"(6.5, 10.5, 10.082926829268292)","(31.0, 70.0, 55.26315789473684)","(17.0, 36.0, 35.513513513513516)","(14.0, 20.0, 19.36842105263158)","(12.0, 12.5, 11.057692307692308)","(13.0, 28.0, 24.8)","(5.5, 7.6, 7.581818181818181)","(1.6, 1.84, 1.8373333333333335)"
11-01-2023 12:53:03.126735,"(6.5, 10.5, 10.082926829268292)","(31.0, 70.0, 51.333333333333336)","(17.0, 36.0, 35.513513513513516)","(14.0, 20.0, 19.36842105263158)","(12.0, 12.5, 11.090909090909092)","(13.0, 28.0, 24.8)","(5.5, 7.6, 7.581818181818181)","(1.6, 1.84, 1.8425)"
11-01-2023 12:53:04.310264,"(6.5, 10.5, 10.095)","(31.0, 70.0, 55.26315789473684)","(17.0, 36.0, 35.513513513513516)","(14.0, 20.0, 19.083333333333332)","(12.0, 12.0, 11.038461538461538)","(13.0, 28.0, 24.8)","(5.5, 7.6, 7.457971014492754)","(1.6, 1.85, 1.8314285714285714)"
11-01-2023 12:53:05.534179,"(6.5, 10.5, 10.095)","(31.0, 70.0, 55.26315789473684)","(17.0, 36.0, 34.97560975609756)","(14.0, 20.0, 19.083333333333332)","(12.0, 12.0, 11.038461538461538)","(13.0, 28.0, 24.8)","(5.5, 7.8, 7.4625)","(1.6, 1.84, 1.82)"
11-01-2023 12:53:06.790100,"(6.5, 10.5, 10.2)","(31.0, 70.0, 55.26315789473684)","(17.0, 36.0, 35.513513513513516)","(14.0, 20.0, 19.083333333333332)","(12.0, 12.0, 11.038461538461538)","(13.0, 28.0, 24.8)","(5.5, 7.8, 7.418604651162791)","(1.6, 1.83, 1.8250000000000002)"
11-01-2023 12:53:08.108432,"(6.5, 10.5, 10.2)","(31.0, 70.0, 55.26315789473684)","(17.0, 36.0, 35.513513513513516)","(14.0, 20.0, 19.083333333333332)","(12.0, 12.0, 11.04)","(13.0, 28.0, 24.8)","(5.5, 7.8, 7.458333333333334)","(1.6, 1.84, 1.814857142857143)"
11-01-2023 12:53:09.605322,"(6.5, 10.5, 10.2)","(31.0, 70.0, 56.0)","(17.0, 36.0, 34.97560975609756)","(14.0, 20.0, 19.083333333333332)","(12.0, 12.0, 11.04)","(13.0, 28.0, 24.8)","(5.5, 7.8, 7.418604651162791)","(1.6, 1.83, 1.818909090909091)"
11-01-2023 12:53:11.183092,"(7.0, 10.5, 10.2)","(31.0, 70.0, 56.0)","(20.0, 36.0, 34.97560975609756)","(14.0, 20.0, 19.36842105263158)","(10.0, 12.0, 11.038461538461538)","(16.0, 28.0, 24.8)","(5.5, 7.8, 7.490566037735849)","(1.6, 1.82, 1.8166666666666667)"
11-01-2023 12:53:12.608914,"(7.0, 10.5, 10.2)","(31.0, 70.0, 56.0)","(20.0, 36.0, 32.5)","(14.0, 20.0, 19.36842105263158)","(10.0, 12.0, 11.038461538461538)","(16.0, 28.0, 24.8)","(5.5, 7.8, 7.464)","(1.6, 1.82, 1.8210526315789475)"
11-01-2023 12:53:14.047203,"(7.0, 10.5, 10.2)","(31.0, 70.0, 54.44444444444444)","(20.0, 36.0, 34.285714285714285)","(14.0, 20.0, 19.36842105263158)","(10.0, 12.0, 11.038461538461538)","(16.0, 28.0, 24.8)","(5.5, 7.8, 7.45)","(1.6, 1.83, 1.838918918918919)"
11-01-2023 12:53:15.447996,"(7.0, 10.5, 10.15)","(31.0, 70.0, 54.44444444444444)","(20.0, 36.0, 34.285714285714285)","(14.0, 20.0, 19.36842105263158)","(10.0, 12.0, 11.038461538461538)","(16.0, 28.0, 24.8)","(5.5, 7.8, 7.442553191489362)","(1.6, 1.84, 1.83)"
11-01-2023 12:53:16.863807,"(7.0, 10.5, 10.15)","(31.0, 70.0, 54.44444444444444)","(20.0, 36.0, 34.285714285714285)","(14.0, 20.0, 19.36842105263158)","(10.0, 12.0, 11.038461538461538)","(16.0, 28.0, 24.8)","(5.5, 7.8, 7.442553191489362)","(1.6, 1.84, 1.822)"
11-01-2023 12:53:18.124145,"(7.0, 10.5, 10.15)","(31.0, 70.0, 51.333333333333336)","(20.0, 36.0, 33.45454545454545)","(14.0, 20.0, 19.36842105263158)","(10.0, 12.0, 11.038461538461538)","(16.0, 28.0, 24.714285714285715)","(5.5, 7.8, 7.613333333333333)","(1.6, 1.84, 1.8175000000000001)"
11-01-2023 12:53:19.364250,"(7.0, 10.5, 10.15)","(31.0, 70.0, 51.333333333333336)","(20.0, 36.0, 33.45454545454545)","(14.0, 20.0, 19.36842105263158)","(10.0, 12.0, 11.038461538461538)","(16.0, 28.0, 24.8)","(5.5, 7.8, 7.613333333333333)","(1.6, 1.84, 1.822)"
11-01-2023 12:53:20.603314,"(7.0, 10.5, 10.15)","(31.0, 70.0, 55.26315789473684)","(20.0, 34.0, 33.0)","(14.0, 20.0, 19.083333333333332)","(10.0, 12.0, 11.038461538461538)","(16.0, 28.0, 25.0)","(5.5, 7.8, 7.613333333333333)","(1.55, 1.84, 1.826)"
11-01-2023 12:53:21.902000,"(7.0, 10.5, 10.108)","(31.0, 70.0, 51.333333333333336)","(20.0, 34.0, 33.5)","(14.0, 20.0, 19.083333333333332)","(10.0, 12.0, 11.038461538461538)","(16.0, 27.0, 25.0)","(5.5, 7.8, 7.613333333333333)","(1.55, 1.85, 1.826)"
11-01-2023 12:53:23.152662,"(7.5, 10.5, 10.211764705882354)","(31.0, 70.0, 51.333333333333336)","(21.0, 34.0, 33.5)","(15.0, 20.0, 19.083333333333332)","(10.0, 12.0, 11.038461538461538)","(16.0, 27.0, 24.428571428571427)","(5.5, 7.8, 7.613333333333333)","(1.55, 1.85, 1.844)"
11-01-2023 12:53:24.385812,"(7.5, 10.5, 10.211764705882354)","(31.0, 70.0, 51.333333333333336)","(21.0, 34.0, 33.5)","(15.0, 20.0, 19.083333333333332)","(10.0, 12.0, 11.038461538461538)","(16.0, 27.0, 24.483870967741936)","(5.5, 7.8, 7.418181818181819)","(1.55, 1.85, 1.844)"
11-01-2023 12:53:25.630289,"(7.5, 10.5, 10.211764705882354)","(31.0, 70.0, 55.26315789473684)","(21.0, 34.0, 33.2)","(15.0, 20.0, 18.896551724137932)","(10.0, 12.0, 11.21875)","(16.0, 27.0, 24.833333333333332)","(5.5, 7.8, 7.455813953488373)","(1.55, 1.85, 1.8375000000000001)"
11-01-2023 12:53:26.882904,"(7.5, 10.5, 10.235294117647058)","(31.0, 70.0, 57.407407407407405)","(21.0, 36.0, 33.2)","(15.0, 20.0, 18.896551724137932)","(10.0, 12.0, 11.333333333333334)","(16.0, 27.0, 24.833333333333332)","(5.5, 7.8, 7.410526315789474)","(1.55, 1.84, 1.8375000000000001)"
11-01-2023 12:53:28.182074,"(7.5, 10.5, 10.235294117647058)","(31.0, 70.0, 52.10526315789474)","(21.0, 36.0, 33.5)","(15.0, 20.0, 18.896551724137932)","(10.0, 12.0, 11.35483870967742)","(16.0, 27.0, 24.833333333333332)","(5.5, 7.8, 7.295454545454546)","(1.55, 1.84, 1.8333333333333335)"
11-01-2023 12:53:29.449013,"(7.5, 10.5, 10.235294117647058)","(31.0, 70.0, 52.10526315789474)","(21.0, 34.0, 33.5)","(15.0, 20.0, 18.896551724137932)","(10.0, 12.0, 11.314285714285715)","(16.0, 27.0, 24.833333333333332)","(5.5, 7.8, 7.230769230769231)","(1.55, 1.84, 1.8364705882352943)"
11-01-2023 12:53:30.723762,"(7.5, 10.5, 10.409090909090908)","(31.0, 70.0, 59.166666666666664)","(21.0, 34.0, 33.5)","(15.0, 20.0, 18.896551724137932)","(10.0, 12.0, 11.305555555555555)","(16.0, 27.0, 24.833333333333332)","(5.5, 7.8, 7.485106382978723)","(1.55, 1.84, 1.8355000000000001)"
11-01-2023 12:53:31.943916,"(7.5, 10.5, 10.424242424242424)","(31.0, 70.0, 61.13636363636363)","(21.0, 34.0, 33.5)","(15.0, 20.0, 18.896551724137932)","(10.0, 12.0, 11.305555555555555)","(16.0, 27.0, 24.833333333333332)","(5.5, 7.8, 7.485106382978723)","(1.55, 1.84, 1.834)"
11-01-2023 12:53:33.126217,"(7.5, 11.0, 10.756756756756756)","(31.0, 70.0, 61.52173913043478)","(21.0, 34.0, 33.2)","(15.0, 20.0, 18.866666666666667)","(10.0, 12.0, 11.305555555555555)","(16.0, 27.0, 24.833333333333332)","(5.5, 7.8, 7.485106382978723)","(1.55, 1.84, 1.8250000000000002)"
11-01-2023 12:53:34.295053,"(7.5, 11.0, 10.736842105263158)","(31.0, 70.0, 61.52173913043478)","(21.0, 36.0, 33.2)","(15.0, 20.0, 18.866666666666667)","(10.0, 12.0, 11.305555555555555)","(16.0, 27.0, 24.833333333333332)","(5.5, 7.8, 7.485106382978723)","(1.55, 1.84, 1.8329411764705883)"
11-01-2023 12:53:35.507585,"(7.5, 11.0, 10.933333333333334)","(31.0, 70.0, 61.52173913043478)","(21.0, 36.0, 32.61538461538461)","(15.0, 20.0, 18.866666666666667)","(10.0, 12.0, 11.34375)","(16.0, 27.0, 24.833333333333332)","(5.5, 7.8, 7.485106382978723)","(1.55, 1.84, 1.8277272727272729)"
11-01-2023 12:53:36.701694,"(7.5, 11.0, 10.756756756756756)","(31.0, 70.0, 61.52173913043478)","(21.0, 36.0, 32.72727272727273)","(15.0, 20.0, 18.866666666666667)","(10.0, 12.0, 11.305555555555555)","(16.0, 27.0, 24.833333333333332)","(5.5, 7.8, 7.3076923076923075)","(1.55, 1.84, 1.8277272727272729)"
11-01-2023 12:53:37.813856,"(7.5, 11.0, 10.756756756756756)","(31.0, 70.0, 61.52173913043478)","(21.0, 34.0, 32.36363636363637)","(15.0, 20.0, 18.866666666666667)","(10.0, 12.0, 11.314285714285715)","(16.0, 27.0, 24.833333333333332)","(5.5, 7.8, 7.48)","(1.55, 1.84, 1.8244444444444445)"
11-01-2023 12:53:38.921770,"(7.5, 11.0, 10.7)","(31.0, 70.0, 61.52173913043478)","(21.0, 34.0, 32.36363636363637)","(15.0, 20.0, 18.866666666666667)","(10.0, 12.0, 11.35483870967742)","(16.0, 27.0, 24.833333333333332)","(5.5, 7.8, 7.504615384615384)","(1.55, 1.84, 1.8244444444444445)"
11-01-2023 12:53:40.155026,"(7.5, 11.0, 10.7)","(31.0, 70.0, 61.52173913043478)","(21.0, 34.0, 32.36363636363637)","(15.0, 20.0, 19.17391304347826)","(10.0, 12.0, 11.357142857142858)","(16.0, 27.0, 25.05)","(5.5, 7.8, 7.506818181818182)","(1.55, 1.84, 1.8175000000000001)"
11-01-2023 12:53:41.330757,"(7.5, 11.0, 10.666666666666666)","(31.0, 70.0, 61.52173913043478)","(21.0, 34.0, 32.36363636363637)","(15.0, 19.5, 18.964285714285715)","(10.0, 11.5, 11.25)","(16.0, 27.0, 25.05)","(5.5, 7.8, 7.498245614035088)","(1.55, 1.84, 1.822)"
11-01-2023 12:53:42.550352,"(7.5, 10.5, 10.089171974522293)","(31.0, 70.0, 61.81818181818182)","(21.0, 34.0, 32.4)","(15.0, 19.5, 19.17391304347826)","(10.0, 11.5, 11.275)","(16.0, 27.0, 25.37142857142857)","(5.5, 7.8, 7.5285714285714285)","(1.55, 1.84, 1.8433333333333335)"
11-01-2023 12:53:43.661922,"(7.5, 9.6, 9.3)","(31.0, 70.0, 61.81818181818182)","(21.0, 34.0, 32.4)","(15.0, 19.5, 21.428571428571427)","(10.0, 11.5, 11.172413793103448)","(16.0, 27.0, 25.161290322580644)","(5.5, 7.6, 7.525925925925925)","(1.55, 1.85, 1.8425)"
11-01-2023 12:53:44.882313,"(7.5, 9.6, 9.293333333333333)","(31.0, 70.0, 64.13043478260869)","(21.0, 34.0, 32.4)","(15.0, 22.0, 20.58823529411765)","(10.0, 11.5, 11.104166666666666)","(16.0, 27.0, 25.272727272727273)","(5.5, 7.6, 7.509090909090909)","(1.55, 1.85, 1.8433333333333335)"
11-01-2023 12:53:46.107283,"(7.5, 9.6, 9.28695652173913)","(31.0, 70.0, 64.13043478260869)","(21.0, 34.0, 32.666666666666664)","(15.0, 22.0, 20.444444444444443)","(10.0, 11.5, 11.172413793103448)","(16.0, 27.0, 25.272727272727273)","(5.5, 7.6, 7.494736842105263)","(1.55, 1.85, 1.84)"
11-01-2023 12:53:47.335607,"(7.5, 9.6, 9.356756756756756)","(31.0, 70.0, 64.13043478260869)","(21.0, 34.0, 32.666666666666664)","(15.0, 22.0, 20.444444444444443)","(10.0, 11.5, 11.134615384615385)","(16.0, 27.0, 25.272727272727273)","(5.5, 7.6, 7.5375)","(1.55, 1.85, 1.8471428571428572)"
11-01-2023 12:53:48.564709,"(7.5, 9.6, 9.369230769230768)","(31.0, 70.0, 64.13043478260869)","(21.0, 34.0, 32.666666666666664)","(15.0, 22.0, 20.444444444444443)","(10.0, 11.5, 11.160714285714286)","(16.0, 27.0, 25.272727272727273)","(5.5, 7.6, 7.554545454545455)","(1.55, 1.86, 1.8325)"
11-01-2023 12:53:49.778424,"(7.5, 9.6, 9.505263157894737)","(31.0, 70.0, 64.13043478260869)","(21.0, 34.0, 32.666666666666664)","(15.0, 22.0, 20.25)","(10.0, 11.5, 11.212121212121213)","(16.0, 27.0, 25.88235294117647)","(5.5, 7.6, 7.5375)","(1.55, 1.85, 1.835)"
11-01-2023 12:53:51.022624,"(7.5, 10.5, 10.142857142857142)","(31.0, 70.0, 64.13043478260869)","(21.0, 34.0, 32.4)","(15.0, 22.0, 20.115384615384617)","(10.0, 11.5, 11.212121212121213)","(16.0, 27.0, 25.9375)","(5.5, 7.6, 7.522222222222222)","(1.55, 1.85, 1.8436363636363637)"
11-01-2023 12:53:52.332884,"(7.5, 10.5, 10.0)","(31.0, 70.0, 64.13043478260869)","(21.0, 34.0, 32.4)","(15.0, 22.0, 20.0)","(10.0, 11.5, 10.892857142857142)","(16.0, 27.0, 25.9375)","(5.5, 7.6, 7.522222222222222)","(1.55, 1.85, 1.8436363636363637)"
11-01-2023 12:53:53.618652,"(7.5, 10.0, 9.95)","(31.0, 70.0, 64.13043478260869)","(21.0, 34.0, 32.4)","(15.0, 22.0, 20.17391304347826)","(10.0, 11.0, 11.020833333333334)","(16.0, 27.0, 25.9375)","(5.5, 7.6, 7.492307692307692)","(1.55, 1.85, 1.8402702702702705)"
11-01-2023 12:53:54.864460,"(7.5, 10.5, 9.905000000000001)","(31.0, 70.0, 64.13043478260869)","(21.0, 34.0, 32.4)","(15.0, 22.0, 20.727272727272727)","(10.0, 11.5, 10.946808510638299)","(16.0, 27.0, 25.9375)","(5.5, 7.6, 7.517647058823529)","(1.55, 1.85, 1.8402702702702705)"
11-01-2023 12:53:56.087492,"(7.5, 10.5, 9.905000000000001)","(31.0, 70.0, 68.125)","(21.0, 34.0, 32.4)","(15.0, 22.0, 20.64516129032258)","(10.0, 11.5, 10.946808510638299)","(16.0, 27.0, 25.9375)","(5.5, 7.6, 7.377777777777778)","(1.55, 1.85, 1.8544444444444446)"
11-01-2023 12:53:57.247281,"(7.5, 10.5, 9.905000000000001)","(31.0, 70.0, 68.125)","(21.0, 34.0, 32.4)","(15.0, 22.0, 20.61111111111111)","(10.0, 11.5, 10.946808510638299)","(16.0, 27.0, 25.866666666666667)","(5.5, 7.4, 7.3500000000000005)","(1.55, 1.86, 1.8442857142857143)"
11-01-2023 12:53:58.531378,"(7.5, 10.5, 9.905000000000001)","(31.0, 70.0, 65.0)","(21.0, 34.0, 32.4)","(15.0, 22.0, 20.157894736842106)","(10.0, 11.5, 10.946808510638299)","(16.0, 27.0, 25.866666666666667)","(5.5, 7.4, 7.472727272727273)","(1.55, 1.85, 1.8362500000000002)"
11-01-2023 12:53:59.840454,"(7.5, 10.0, 9.95)","(31.0, 70.0, 67.27272727272727)","(21.0, 34.0, 32.4)","(15.0, 22.0, 20.541666666666668)","(10.0, 11.5, 10.946808510638299)","(16.0, 27.0, 25.866666666666667)","(5.5, 7.6, 7.5)","(1.55, 1.85, 1.8261538461538462)"
11-01-2023 12:54:01.069118,"(7.5, 9.8, 9.783333333333333)","(31.0, 70.0, 67.27272727272727)","(21.0, 34.0, 32.4)","(15.0, 22.0, 21.166666666666668)","(10.0, 11.5, 10.946808510638299)","(16.0, 27.0, 25.8125)","(5.5, 7.8, 7.5)","(1.55, 1.84, 1.83)"
11-01-2023 12:54:02.261580,"(7.5, 9.8, 9.783333333333333)","(31.0, 70.0, 67.27272727272727)","(21.0, 34.0, 32.4)","(15.0, 22.0, 21.166666666666668)","(10.0, 11.5, 10.946808510638299)","(16.0, 27.0, 25.8125)","(5.5, 7.8, 7.314285714285714)","(1.55, 1.84, 1.8354545454545454)"
11-01-2023 12:54:03.503354,"(7.5, 9.8, 9.783333333333333)","(31.0, 70.0, 60.45454545454545)","(21.0, 34.0, 32.4)","(15.0, 22.0, 21.166666666666668)","(10.0, 11.5, 10.946808510638299)","(16.0, 27.0, 25.8125)","(5.5, 7.6, 7.447619047619048)","(1.55, 1.86, 1.830909090909091)"
11-01-2023 12:54:04.742084,"(7.5, 9.8, 9.783333333333333)","(31.0, 70.0, 65.0)","(21.0, 34.0, 32.4)","(15.0, 22.0, 21.5)","(10.0, 11.5, 11.04)","(16.0, 27.0, 25.88235294117647)","(5.5, 7.6, 7.494736842105263)","(1.55, 1.85, 1.830909090909091)"
11-01-2023 12:54:06.030986,"(7.5, 10.0, 9.846153846153847)","(31.0, 70.0, 67.27272727272727)","(21.0, 34.0, 32.4)","(15.0, 22.0, 21.5)","(10.0, 11.5, 11.00943396226415)","(16.0, 27.0, 25.88235294117647)","(5.5, 7.6, 7.5058823529411764)","(1.55, 1.85, 1.8325)"
11-01-2023 12:54:07.329305,"(7.5, 10.0, 9.80952380952381)","(31.0, 70.0, 63.4375)","(21.0, 34.0, 32.57142857142857)","(15.0, 22.0, 21.166666666666668)","(10.0, 11.5, 10.946808510638299)","(16.0, 27.0, 25.88235294117647)","(5.5, 7.6, 7.493333333333333)","(1.55, 1.84, 1.8316666666666668)"
11-01-2023 12:54:08.570090,"(7.5, 10.0, 9.833333333333334)","(31.0, 70.0, 60.45454545454545)","(21.0, 34.0, 34.666666666666664)","(15.0, 22.0, 20.970588235294116)","(10.0, 11.5, 10.946808510638299)","(16.0, 27.0, 25.88235294117647)","(5.5, 7.6, 7.82)","(1.55, 1.85, 1.8227272727272728)"
11-01-2023 12:54:09.766829,"(7.5, 10.0, 9.84)","(31.0, 70.0, 60.45454545454545)","(21.0, 36.0, 34.666666666666664)","(15.0, 22.0, 21.137931034482758)","(10.0, 11.5, 10.958333333333334)","(16.0, 27.0, 25.88235294117647)","(5.5, 8.0, 7.8)","(1.55, 1.83, 1.8281818181818184)"
11-01-2023 12:54:10.996531,"(7.5, 10.0, 9.76470588235294)","(31.0, 70.0, 65.0)","(21.0, 36.0, 34.666666666666664)","(15.0, 22.0, 21.137931034482758)","(10.0, 11.5, 10.958333333333334)","(16.0, 27.0, 25.88235294117647)","(5.5, 8.0, 7.871428571428571)","(1.55, 1.85, 1.8223529411764707)"
11-01-2023 12:54:12.323212,"(7.5, 10.0, 9.76470588235294)","(31.0, 70.0, 67.27272727272727)","(21.0, 36.0, 34.666666666666664)","(15.0, 22.0, 21.137931034482758)","(10.0, 11.5, 10.958333333333334)","(16.0, 27.0, 24.76923076923077)","(5.5, 8.0, 8.0125)","(1.55, 1.84, 1.8142857142857143)"
11-01-2023 12:54:13.611704,"(7.5, 10.0, 9.76470588235294)","(31.0, 70.0, 60.45454545454545)","(21.0, 36.0, 34.666666666666664)","(15.0, 22.0, 20.939393939393938)","(10.0, 11.5, 10.958333333333334)","(16.0, 25.0, 24.76923076923077)","(5.5, 8.2, 8.213333333333333)","(1.55, 1.83, 1.8142857142857143)"
11-01-2023 12:54:14.758590,"(7.5, 10.0, 9.777777777777777)","(31.0, 70.0, 60.45454545454545)","(21.0, 36.0, 34.666666666666664)","(15.0, 22.0, 20.939393939393938)","(10.0, 11.5, 10.958333333333334)","(16.0, 25.0, 24.4)","(5.5, 8.4, 8.157894736842104)","(1.55, 1.83, 1.8142857142857143)"
11-01-2023 12:54:15.984157,"(7.5, 10.0, 9.777777777777777)","(31.0, 70.0, 67.27272727272727)","(21.0, 36.0, 32.42857142857143)","(15.0, 22.0, 20.88888888888889)","(10.0, 11.5, 10.988888888888889)","(16.0, 25.0, 25.692307692307693)","(5.5, 8.2, 7.533333333333333)","(1.55, 1.83, 1.8154545454545454)"
11-01-2023 12:54:17.171551,"(7.5, 10.0, 9.777777777777777)","(31.0, 70.0, 60.45454545454545)","(21.0, 38.0, 32.2)","(15.0, 22.0, 20.571428571428573)","(10.0, 11.5, 10.958333333333334)","(16.0, 26.0, 23.90909090909091)","(5.5, 7.8, 7.623529411764705)","(1.55, 1.83, 1.8154545454545454)"
11-01-2023 12:54:18.331071,"(7.5, 10.0, 9.788235294117646)","(31.0, 70.0, 60.45454545454545)","(21.0, 38.0, 33.0)","(15.0, 22.0, 21.166666666666668)","(10.0, 11.5, 10.958333333333334)","(16.0, 25.0, 23.58823529411765)","(5.5, 7.8, 7.608510638297872)","(1.55, 1.83, 1.8275000000000001)"
11-01-2023 12:54:19.519059,"(7.5, 10.0, 9.810526315789474)","(31.0, 70.0, 60.19230769230769)","(21.0, 34.0, 33.333333333333336)","(15.0, 22.0, 20.54901960784314)","(10.0, 11.5, 10.958333333333334)","(16.0, 25.0, 24.0)","(5.5, 7.8, 7.4941176470588236)","(1.55, 1.83, 1.8263157894736843)"
