,Zing Zang Oscar,Sintra,Temerity Spirit,Blaze Victorem,Rolling Riot,Empress Eleven,Sunshot,Solar Circles
07-01-2023 10:27:36.330868,"(3.4, 4.5, 4.254545454545455)","(4.0, 4.7, 4.504255319148936)","(14.0, 22.0, 18.73076923076923)","(101.0, 590.0, 285.0)","(5.0, 6.0, 5.838461538461539)","(20.0, 32.0, 28.5)","(3.8, 4.9, 4.747058823529412)","(7.5, 13.0, 12.833333333333334)"
07-01-2023 10:27:37.595947,"(3.4, 4.5, 4.199999999999999)","(4.0, 4.7, 4.5)","(14.0, 22.0, 18.551724137931036)","(101.0, 380.0, 316.6666666666667)","(5.0, 5.9, 5.838461538461539)","(20.0, 32.0, 28.347826086956523)","(3.8, 5.1, 4.6421052631578945)","(7.5, 13.0, 10.791666666666666)"
07-01-2023 10:27:38.881834,"(3.4, 4.5, 4.252380952380952)","(4.0, 4.7, 4.347619047619047)","(14.0, 22.0, 19.142857142857142)","(101.0, 380.0, 316.6666666666667)","(5.0, 5.9, 5.846666666666667)","(21.0, 32.0, 28.181818181818183)","(3.8, 5.1, 4.680555555555555)","(8.0, 11.0, 11.763157894736842)"
07-01-2023 10:27:40.093805,"(3.4, 4.5, 4.46)","(4.0, 4.4, 4.4904761904761905)","(14.0, 22.0, 19.11764705882353)","(101.0, 380.0, 280.0)","(5.0, 5.9, 5.831818181818182)","(21.0, 32.0, 28.181818181818183)","(3.8, 5.0, 4.74)","(8.0, 12.0, 12.285714285714286)"
07-01-2023 10:27:41.350675,"(3.4, 4.5, 4.37)","(4.0, 4.5, 4.485106382978723)","(14.0, 21.0, 19.1)","(101.0, 380.0, 290.0)","(5.0, 5.9, 5.834782608695653)","(21.0, 32.0, 28.181818181818183)","(3.8, 4.9, 4.685714285714286)","(8.0, 13.0, 12.36)"
07-01-2023 10:27:42.526638,"(3.4, 4.5, 4.37)","(4.0, 4.6, 4.485106382978723)","(14.0, 21.0, 19.1)","(101.0, 380.0, 246.66666666666666)","(5.0, 5.9, 5.8)","(21.0, 32.0, 28.181818181818183)","(3.8, 4.9, 4.7)","(7.5, 13.0, 12.545454545454545)"
07-01-2023 10:27:43.730374,"(3.4, 4.6, 4.35)","(4.0, 4.6, 4.477272727272727)","(14.0, 21.0, 19.1)","(101.0, 480.0, 246.66666666666666)","(5.0, 5.9, 5.728571428571429)","(21.0, 32.0, 28.181818181818183)","(3.8, 4.9, 4.66)","(7.5, 13.0, 12.53125)"
07-01-2023 10:27:44.911602,"(3.4, 4.6, 4.35)","(4.0, 4.6, 4.43)","(14.0, 21.0, 19.08695652173913)","(101.0, 480.0, 246.66666666666666)","(5.0, 5.8, 5.8375)","(21.0, 32.0, 28.181818181818183)","(3.8, 4.9, 4.747058823529412)","(7.5, 13.0, 12.53125)"
07-01-2023 10:27:46.061604,"(3.4, 4.6, 4.357692307692307)","(4.0, 4.5, 4.43)","(14.0, 21.0, 19.08695652173913)","(101.0, 480.0, 280.0)","(5.0, 5.9, 6.137142857142857)","(21.0, 32.0, 28.11111111111111)","(3.8, 4.9, 4.747058823529412)","(7.5, 13.0, 12.53125)"
07-01-2023 10:27:47.266660,"(3.4, 4.4, 4.363636363636364)","(4.0, 4.5, 4.314285714285714)","(14.0, 21.0, 19.03448275862069)","(101.0, 480.0, 280.0)","(5.0, 6.4, 6.1312500000000005)","(21.0, 32.0, 28.05263157894737)","(3.8, 4.9, 4.747058823529412)","(7.5, 13.0, 12.181818181818182)"
07-01-2023 10:27:48.478203,"(3.4, 4.4, 4.32)","(4.0, 4.4, 4.314285714285714)","(14.0, 21.0, 19.03448275862069)","(101.0, 480.0, 287.1428571428571)","(5.0, 6.4, 6.1312500000000005)","(21.0, 32.0, 28.05263157894737)","(3.8, 4.9, 4.95)","(7.5, 13.0, 12.4)"
07-01-2023 10:27:49.637307,"(3.4, 4.4, 4.306666666666667)","(4.0, 4.4, 4.355555555555556)","(14.0, 21.0, 19.03448275862069)","(101.0, 480.0, 325.7142857142857)","(5.0, 6.4, 6.1312500000000005)","(21.0, 32.0, 28.05263157894737)","(3.8, 5.0, 4.961764705882353)","(7.5, 13.0, 12.4)"
07-01-2023 10:27:50.784453,"(3.4, 4.4, 4.2625)","(4.0, 4.4, 4.328571428571429)","(14.0, 21.0, 18.9375)","(101.0, 480.0, 325.7142857142857)","(5.0, 6.4, 6.1312500000000005)","(21.0, 32.0, 28.05263157894737)","(3.8, 5.0, 5.01)","(7.5, 13.0, 12.375)"
07-01-2023 10:27:52.003783,"(3.4, 4.4, 4.2625)","(4.0, 4.4, 4.328571428571429)","(14.0, 21.0, 19.03448275862069)","(101.0, 480.0, 313.84615384615387)","(5.0, 6.4, 6.592207792207792)","(21.0, 32.0, 27.161290322580644)","(3.8, 5.1, 4.769230769230769)","(7.5, 13.0, 12.375)"
07-01-2023 10:27:53.175809,"(3.4, 4.4, 4.233333333333333)","(4.0, 4.4, 4.328571428571429)","(14.0, 21.0, 19.03448275862069)","(101.0, 480.0, 313.84615384615387)","(5.0, 6.6, 6.7325842696629215)","(21.0, 32.0, 35.096774193548384)","(3.8, 4.8, 4.7272727272727275)","(7.5, 13.0, 12.210526315789474)"
07-01-2023 10:27:54.317541,"(3.4, 4.4, 4.228571428571429)","(4.0, 4.4, 4.3125)","(14.0, 21.0, 18.9375)","(101.0, 480.0, 264.0)","(5.0, 6.8, 6.760975609756097)","(21.0, 36.0, 35.55555555555556)","(3.8, 4.8, 4.71875)","(7.5, 13.0, 12.210526315789474)"
07-01-2023 10:27:55.530327,"(3.4, 4.2, 4.1625)","(4.0, 4.4, 4.3125)","(14.0, 21.0, 18.9375)","(101.0, 480.0, 272.0)","(5.0, 6.8, 6.857142857142857)","(21.0, 36.0, 39.68)","(3.8, 4.8, 4.71875)","(7.5, 13.0, 12.192307692307692)"
07-01-2023 10:27:56.699363,"(3.4, 4.2, 4.117647058823529)","(4.0, 4.4, 4.3125)","(14.0, 21.0, 18.9375)","(101.0, 480.0, 313.84615384615387)","(5.0, 7.0, 6.836363636363636)","(21.0, 40.0, 34.06060606060606)","(3.8, 4.8, 4.71875)","(7.5, 12.5, 12.029411764705882)"
07-01-2023 10:27:57.776047,"(3.4, 4.2, 4.127272727272727)","(4.0, 4.4, 4.3125)","(14.0, 21.0, 18.9375)","(101.0, 480.0, 300.0)","(5.0, 7.0, 6.851851851851852)","(21.0, 36.0, 34.06060606060606)","(3.8, 4.8, 4.71875)","(7.5, 12.5, 12.029411764705882)"
07-01-2023 10:27:58.964944,"(3.4, 4.2, 4.127272727272727)","(4.0, 4.4, 4.316129032258065)","(14.0, 21.0, 18.9375)","(101.0, 480.0, 330.0)","(5.0, 7.0, 6.833333333333333)","(21.0, 36.0, 34.06060606060606)","(3.8, 4.8, 4.43125)","(7.5, 12.5, 12.029411764705882)"
07-01-2023 10:28:00.365064,"(3.4, 4.3, 4.147058823529411)","(4.0, 4.4, 4.3)","(14.0, 21.0, 18.934782608695652)","(101.0, 480.0, 293.3333333333333)","(5.0, 7.0, 7.05)","(21.0, 36.0, 34.06060606060606)","(3.8, 4.5, 4.472222222222222)","(7.5, 12.5, 12.029411764705882)"
07-01-2023 10:28:01.807250,"(3.4, 4.1, 4.003878116343491)","(4.0, 4.4, 4.35)","(14.0, 21.0, 19.782608695652172)","(101.0, 460.0, 350.0)","(5.0, 7.2, 6.771428571428571)","(21.0, 36.0, 34.06060606060606)","(3.8, 4.5, 4.473684210526316)","(7.5, 12.5, 12.625)"
07-01-2023 10:28:03.047702,"(3.4, 4.1, 3.9612000000000003)","(4.0, 4.4, 4.35)","(14.0, 21.0, 19.782608695652172)","(101.0, 460.0, 334.0)","(5.0, 7.0, 6.76)","(21.0, 36.0, 34.06060606060606)","(3.8, 4.5, 4.5874999999999995)","(7.5, 13.0, 12.464285714285714)"
07-01-2023 10:28:04.309097,"(3.4, 4.1, 3.955785123966942)","(4.0, 4.4, 4.355555555555556)","(14.0, 21.0, 19.6)","(101.0, 460.0, 334.0)","(5.0, 7.0, 6.86060606060606)","(21.0, 36.0, 34.17142857142857)","(3.8, 4.6, 4.65)","(7.5, 13.0, 12.75)"
07-01-2023 10:28:05.565197,"(3.4, 4.1, 4.004709141274239)","(4.0, 4.1, 4.195744680851064)","(14.0, 21.0, 21.666666666666668)","(101.0, 460.0, 355.0)","(5.0, 7.0, 6.835714285714285)","(21.0, 36.0, 34.270270270270274)","(3.8, 4.7, 4.595652173913043)","(7.5, 13.0, 12.916666666666666)"
07-01-2023 10:28:06.744476,"(3.4, 4.1, 3.9574585635359116)","(4.0, 4.2, 4.255737704918032)","(14.0, 23.0, 21.555555555555557)","(101.0, 460.0, 355.0)","(5.0, 7.0, 6.791304347826086)","(21.0, 36.0, 34.270270270270274)","(3.8, 4.7, 4.573684210526316)","(7.5, 13.0, 12.916666666666666)"
07-01-2023 10:28:07.959712,"(3.4, 4.1, 3.9574585635359116)","(4.0, 4.3, 4.255737704918032)","(14.0, 23.0, 22.176470588235293)","(101.0, 460.0, 355.0)","(5.0, 6.8, 6.795918367346939)","(21.0, 36.0, 34.270270270270274)","(3.8, 4.7, 4.585714285714285)","(7.5, 13.0, 12.921052631578947)"
07-01-2023 10:28:09.103334,"(3.4, 4.1, 3.9554621848739497)","(4.0, 4.3, 4.268965517241379)","(14.0, 23.0, 22.176470588235293)","(101.0, 460.0, 355.0)","(5.0, 7.0, 6.795918367346939)","(21.0, 36.0, 34.270270270270274)","(3.8, 4.7, 4.585714285714285)","(7.5, 13.0, 12.921052631578947)"
07-01-2023 10:28:10.253882,"(3.4, 4.1, 3.9554621848739497)","(4.0, 4.3, 4.267857142857142)","(14.0, 23.0, 22.176470588235293)","(101.0, 460.0, 355.0)","(5.0, 7.0, 6.795918367346939)","(21.0, 36.0, 34.270270270270274)","(3.8, 4.7, 4.585714285714285)","(7.5, 13.0, 12.921052631578947)"
07-01-2023 10:28:11.470065,"(3.4, 4.1, 3.9554621848739497)","(4.0, 4.3, 4.267857142857142)","(14.0, 23.0, 22.176470588235293)","(101.0, 460.0, 355.0)","(5.0, 7.0, 6.795918367346939)","(21.0, 36.0, 34.270270270270274)","(3.8, 4.7, 4.585714285714285)","(7.5, 13.0, 12.921052631578947)"
07-01-2023 10:28:12.621762,"(3.3, 4.1, 3.9554621848739497)","(3.8, 4.3, 4.267857142857142)","(14.0, 23.0, 22.272727272727273)","(101.0, 460.0, 302.5)","(5.0, 7.0, 6.804255319148936)","(21.0, 36.0, 34.31578947368421)","(3.8, 4.7, 4.585714285714285)","(8.0, 13.0, 12.875)"
07-01-2023 10:28:13.780068,"(3.3, 4.0, 3.972413793103448)","(3.8, 4.3, 4.264705882352941)","(14.0, 23.0, 22.0)","(101.0, 460.0, 302.5)","(5.0, 7.0, 6.804255319148936)","(21.0, 36.0, 34.11764705882353)","(3.8, 4.7, 4.607692307692307)","(8.0, 13.0, 12.9375)"
07-01-2023 10:28:14.957082,"(3.3, 4.0, 3.972413793103448)","(3.8, 4.3, 4.227272727272727)","(15.0, 23.0, 22.058823529411764)","(101.0, 460.0, 302.5)","(5.0, 7.0, 6.63076923076923)","(21.0, 36.0, 33.333333333333336)","(3.8, 4.7, 4.5375000000000005)","(8.0, 13.0, 12.25)"
07-01-2023 10:28:16.052123,"(3.3, 4.0, 3.937037037037037)","(3.8, 4.3, 4.227272727272727)","(15.0, 23.0, 22.058823529411764)","(101.0, 460.0, 302.5)","(5.0, 7.0, 6.745454545454545)","(21.0, 36.0, 33.714285714285715)","(3.8, 4.7, 4.503846153846154)","(8.0, 13.0, 12.166666666666666)"
07-01-2023 10:28:17.166561,"(3.3, 4.1, 3.9538243626062326)","(3.8, 4.3, 4.2384615384615385)","(15.0, 23.0, 22.058823529411764)","(101.0, 460.0, 302.5)","(5.0, 7.0, 6.76)","(21.0, 36.0, 33.714285714285715)","(3.8, 4.7, 4.503846153846154)","(8.0, 13.0, 12.166666666666666)"
07-01-2023 10:28:18.324143,"(3.3, 4.1, 3.9538243626062326)","(3.8, 4.3, 4.2555555555555555)","(15.0, 23.0, 23.473684210526315)","(101.0, 460.0, 310.0)","(5.0, 7.0, 6.76)","(21.0, 36.0, 33.333333333333336)","(3.8, 4.7, 4.478260869565218)","(8.0, 13.0, 12.666666666666666)"
07-01-2023 10:28:19.301531,"(3.3, 4.1, 3.9538243626062326)","(3.8, 4.3, 4.242857142857143)","(15.0, 24.0, 23.473684210526315)","(101.0, 460.0, 310.0)","(5.0, 7.0, 6.76)","(21.0, 36.0, 33.333333333333336)","(3.8, 4.7, 4.478260869565218)","(8.0, 13.0, 12.5)"
07-01-2023 10:28:20.477447,"(3.3, 4.1, 3.9538243626062326)","(3.8, 4.3, 4.211111111111111)","(15.0, 24.0, 22.4)","(101.0, 460.0, 310.0)","(5.0, 7.0, 6.782857142857143)","(21.0, 36.0, 33.09090909090909)","(3.8, 4.7, 4.478260869565218)","(8.0, 13.0, 12.666666666666666)"
07-01-2023 10:28:21.662453,"(3.3, 4.1, 3.9538243626062326)","(3.8, 4.3, 4.211111111111111)","(15.0, 24.0, 22.5)","(101.0, 460.0, 340.0)","(5.0, 7.0, 6.8)","(21.0, 36.0, 33.53846153846154)","(3.8, 4.7, 4.521052631578947)","(8.0, 13.0, 12.666666666666666)"
07-01-2023 10:28:22.769618,"(3.3, 4.1, 3.9538243626062326)","(3.8, 4.3, 4.211111111111111)","(15.0, 24.0, 22.5)","(101.0, 460.0, 340.0)","(5.0, 7.0, 6.8)","(21.0, 36.0, 33.09090909090909)","(3.8, 4.7, 4.545454545454546)","(8.0, 13.0, 12.5)"
07-01-2023 10:28:23.968615,"(3.3, 4.1, 3.953409090909091)","(3.8, 4.3, 4.211111111111111)","(15.0, 24.0, 22.5)","(101.0, 460.0, 317.5)","(5.0, 7.0, 6.8)","(21.0, 36.0, 33.09090909090909)","(3.8, 4.7, 4.545454545454546)","(8.0, 13.0, 12.545454545454545)"
07-01-2023 10:28:25.155311,"(3.3, 4.1, 3.9534582132564844)","(3.8, 4.3, 4.211111111111111)","(15.0, 24.0, 22.5)","(101.0, 460.0, 317.5)","(5.0, 7.0, 6.87027027027027)","(21.0, 36.0, 33.09090909090909)","(3.8, 4.7, 4.545454545454546)","(8.0, 13.0, 12.6875)"
07-01-2023 10:28:26.283883,"(3.3, 4.1, 3.9534582132564844)","(3.8, 4.2, 4.18)","(15.0, 24.0, 22.5)","(101.0, 460.0, 317.5)","(5.0, 7.0, 6.88)","(21.0, 36.0, 33.09090909090909)","(3.8, 4.7, 4.526666666666666)","(8.0, 13.0, 12.6875)"
07-01-2023 10:28:27.461600,"(3.3, 4.1, 3.9534582132564844)","(3.8, 4.2, 4.2883720930232565)","(15.0, 24.0, 22.88888888888889)","(101.0, 460.0, 317.5)","(5.0, 7.0, 7.04)","(21.0, 36.0, 33.2)","(3.8, 4.7, 4.6571428571428575)","(8.0, 13.0, 13.571428571428571)"
07-01-2023 10:28:28.621814,"(3.3, 3.85, 3.772222222222222)","(3.8, 4.4, 4.2883720930232565)","(15.0, 24.0, 23.375)","(101.0, 460.0, 325.0)","(5.0, 7.2, 7.011764705882353)","(21.0, 36.0, 33.666666666666664)","(3.8, 4.7, 4.6454545454545455)","(8.0, 14.0, 13.290322580645162)"
07-01-2023 10:28:29.779673,"(3.3, 3.85, 3.77734375)","(3.8, 4.3, 4.288461538461538)","(15.0, 24.0, 23.047619047619047)","(101.0, 460.0, 325.0)","(5.0, 7.2, 7.008)","(21.0, 36.0, 33.666666666666664)","(3.8, 4.7, 4.628571428571429)","(8.0, 14.0, 13.290322580645162)"
07-01-2023 10:28:30.851754,"(3.3, 3.85, 3.7750000000000004)","(3.8, 4.4, 4.283333333333333)","(15.0, 24.0, 23.23076923076923)","(101.0, 460.0, 380.0)","(5.0, 7.2, 7.008)","(21.0, 36.0, 33.666666666666664)","(3.8, 4.7, 4.6127659574468085)","(8.0, 14.0, 13.290322580645162)"
07-01-2023 10:28:32.008583,"(3.3, 3.85, 3.7750000000000004)","(3.8, 4.3, 4.28)","(15.0, 24.0, 24.0)","(101.0, 580.0, 420.0)","(5.0, 7.2, 7.092307692307692)","(21.0, 36.0, 34.0)","(3.8, 4.8, 4.626470588235294)","(8.0, 14.0, 13.4)"
07-01-2023 10:28:33.143557,"(3.3, 3.5, 3.446774193548387)","(3.8, 4.5, 4.395238095238095)","(15.0, 27.0, 24.18181818181818)","(101.0, 490.0, 380.0)","(5.0, 7.6, 7.248275862068965)","(21.0, 36.0, 34.0)","(3.8, 4.9, 4.746153846153846)","(8.0, 14.0, 13.5)"
07-01-2023 10:28:34.187072,"(3.4, 3.5, 3.445)","(3.7, 4.6, 4.48)","(16.0, 28.0, 24.18181818181818)","(101.0, 490.0, 380.0)","(5.5, 7.6, 7.175609756097561)","(21.0, 36.0, 34.0)","(3.8, 4.9, 4.746153846153846)","(9.0, 14.0, 14.136363636363637)"
07-01-2023 10:28:35.449816,"(3.4, 3.5, 3.4645454545454544)","(3.7, 4.5, 4.461904761904762)","(16.0, 27.0, 23.88888888888889)","(101.0, 490.0, 390.0)","(5.5, 7.6, 7.213333333333333)","(21.0, 36.0, 34.0)","(3.8, 4.9, 4.746153846153846)","(9.0, 14.5, 13.75)"
07-01-2023 10:28:36.626893,"(3.3, 3.5, 3.4645454545454544)","(3.7, 4.5, 4.461904761904762)","(16.0, 27.0, 24.565217391304348)","(101.0, 490.0, 390.0)","(5.5, 7.6, 7.16)","(21.0, 36.0, 34.0)","(3.8, 4.9, 4.746153846153846)","(9.0, 14.5, 13.545454545454545)"
07-01-2023 10:28:37.825738,"(3.3, 3.5, 3.4708955223880595)","(3.7, 4.5, 4.446666666666667)","(16.0, 27.0, 24.76)","(101.0, 490.0, 390.0)","(5.5, 7.6, 6.95)","(21.0, 36.0, 34.0)","(3.8, 4.9, 4.7592592592592595)","(9.0, 14.5, 14.0)"
07-01-2023 10:28:39.345463,"(3.3, 3.55, 3.548083941605839)","(3.7, 4.5, 4.446666666666667)","(16.0, 27.0, 25.0)","(101.0, 490.0, 385.0)","(5.5, 7.0, 7.085714285714285)","(21.0, 36.0, 34.0)","(3.8, 4.9, 4.7592592592592595)","(9.0, 14.5, 14.125)"
07-01-2023 10:28:40.619442,"(3.2, 3.55, 3.548083941605839)","(3.8, 4.5, 4.446666666666667)","(16.0, 27.0, 25.0)","(101.0, 490.0, 385.0)","(5.5, 7.2, 7.085714285714285)","(21.0, 36.0, 34.0)","(3.9, 4.9, 4.7592592592592595)","(9.0, 14.5, 14.125)"
07-01-2023 10:28:41.916670,"(3.2, 3.6, 3.6750000000000003)","(3.8, 4.4, 4.352941176470589)","(16.0, 27.0, 24.5)","(101.0, 490.0, 333.75)","(5.5, 7.2, 7.085714285714285)","(21.0, 36.0, 34.0)","(3.9, 4.9, 4.7272727272727275)","(9.0, 14.5, 14.147058823529411)"
07-01-2023 10:28:43.106951,"(3.2, 3.7, 3.6750000000000003)","(3.8, 4.4, 4.352941176470589)","(16.0, 27.0, 24.5)","(101.0, 570.0, 390.0)","(5.5, 7.2, 7.05)","(21.0, 36.0, 34.0)","(3.9, 4.9, 4.7272727272727275)","(9.0, 14.5, 14.147058823529411)"
07-01-2023 10:28:44.187022,"(3.2, 3.7, 3.6567307692307693)","(3.8, 4.4, 4.352941176470589)","(16.0, 27.0, 24.5)","(101.0, 570.0, 390.0)","(5.5, 7.2, 7.05)","(21.0, 36.0, 34.0)","(3.9, 4.9, 4.7272727272727275)","(9.0, 14.5, 14.333333333333334)"
07-01-2023 10:28:45.343306,"(3.2, 3.65, 3.6402439024390243)","(3.8, 4.4, 4.333333333333333)","(16.0, 27.0, 24.857142857142858)","(101.0, 570.0, 390.0)","(5.5, 7.2, 7.0344827586206895)","(21.0, 36.0, 34.0)","(3.9, 4.9, 4.753846153846154)","(9.0, 14.5, 14.0)"
07-01-2023 10:28:46.523979,"(3.2, 3.65, 3.626923076923077)","(3.8, 4.4, 4.275862068965518)","(16.0, 27.0, 24.857142857142858)","(101.0, 490.0, 395.0)","(5.5, 7.2, 7.0344827586206895)","(21.0, 36.0, 34.0)","(3.9, 4.9, 4.746666666666667)","(9.0, 14.5, 14.3)"
07-01-2023 10:28:47.672474,"(3.2, 3.65, 3.646774193548387)","(3.8, 4.4, 4.275862068965518)","(16.0, 27.0, 24.857142857142858)","(101.0, 490.0, 395.0)","(5.5, 7.2, 7.0344827586206895)","(21.0, 36.0, 34.0)","(3.9, 4.9, 4.699999999999999)","(9.0, 14.5, 14.3)"
07-01-2023 10:28:48.829278,"(3.2, 3.7, 3.6363636363636367)","(3.8, 4.4, 4.275862068965518)","(16.0, 27.0, 24.5)","(101.0, 490.0, 400.0)","(5.5, 7.2, 7.072)","(21.0, 36.0, 34.0)","(3.9, 4.8, 4.646153846153846)","(9.0, 14.5, 14.1)"
07-01-2023 10:28:50.012160,"(3.2, 3.7, 3.610526315789474)","(3.8, 4.4, 4.252380952380952)","(16.0, 27.0, 24.5)","(101.0, 490.0, 400.0)","(5.5, 7.2, 7.072)","(21.0, 36.0, 34.0)","(3.9, 4.8, 4.646153846153846)","(9.0, 14.5, 14.3)"
07-01-2023 10:28:51.127120,"(3.2, 3.7, 3.6613636363636366)","(3.8, 4.4, 4.252380952380952)","(16.0, 27.0, 24.5)","(101.0, 490.0, 400.0)","(5.5, 7.2, 7.072)","(21.0, 36.0, 34.0)","(3.9, 4.8, 4.6499999999999995)","(9.0, 14.5, 14.346153846153847)"
07-01-2023 10:28:52.245255,"(3.2, 3.65, 3.585714285714286)","(3.8, 4.3, 4.26875)","(16.0, 27.0, 24.5)","(101.0, 490.0, 400.0)","(5.5, 7.4, 7.3500000000000005)","(21.0, 36.0, 32.857142857142854)","(3.9, 4.8, 4.64)","(9.0, 14.5, 14.0)"
07-01-2023 10:28:53.398906,"(3.2, 3.85, 3.7807692307692307)","(3.8, 4.3, 4.243589743589744)","(16.0, 27.0, 24.5)","(101.0, 490.0, 400.0)","(5.5, 7.4, 7.36923076923077)","(21.0, 36.0, 32.857142857142854)","(3.9, 4.7, 4.6)","(9.0, 14.5, 14.25)"
07-01-2023 10:28:54.455758,"(3.2, 3.85, 3.787931034482759)","(3.8, 4.3, 4.212)","(16.0, 27.0, 24.5)","(101.0, 490.0, 400.0)","(5.5, 7.4, 7.300000000000001)","(21.0, 36.0, 32.76923076923077)","(3.9, 4.7, 4.578260869565217)","(9.0, 14.5, 13.75)"
07-01-2023 10:28:55.550309,"(3.2, 3.85, 3.7818181818181817)","(3.8, 4.3, 4.1875)","(16.0, 27.0, 24.5)","(101.0, 490.0, 400.0)","(5.5, 7.4, 7.32)","(21.0, 36.0, 32.76923076923077)","(3.9, 4.7, 4.5600000000000005)","(9.0, 14.5, 14.166666666666666)"
07-01-2023 10:28:56.636551,"(3.2, 3.85, 3.7710526315789474)","(3.8, 4.3, 4.1875)","(16.0, 27.0, 24.5)","(101.0, 490.0, 275.0)","(5.5, 7.4, 7.278260869565218)","(21.0, 36.0, 38.0)","(3.9, 4.7, 4.5600000000000005)","(9.0, 14.5, 13.818181818181818)"
07-01-2023 10:28:57.670723,"(3.2, 3.85, 3.8)","(3.8, 4.3, 4.207692307692308)","(16.0, 27.0, 24.5)","(101.0, 290.0, 275.0)","(5.5, 7.4, 7.252631578947368)","(21.0, 40.0, 38.5)","(3.9, 4.7, 4.5600000000000005)","(9.0, 14.5, 14.03125)"
07-01-2023 10:28:58.807905,"(3.2, 3.9, 3.87)","(3.8, 4.3, 4.216666666666667)","(16.0, 27.0, 24.5)","(101.0, 290.0, 275.0)","(5.5, 7.4, 7.278260869565218)","(21.0, 46.0, 39.42857142857143)","(3.9, 4.7, 4.569230769230769)","(9.0, 14.5, 13.428571428571429)"
07-01-2023 10:28:59.912984,"(3.2, 3.9, 3.835714285714286)","(3.8, 4.3, 4.216666666666667)","(16.0, 27.0, 24.5)","(101.0, 290.0, 275.0)","(5.5, 7.4, 7.12)","(21.0, 44.0, 38.88)","(3.9, 4.7, 4.538095238095238)","(9.0, 14.5, 13.807692307692308)"
07-01-2023 10:29:01.034532,"(3.3, 3.9, 3.8423076923076924)","(3.8, 4.3, 4.168292682926829)","(16.0, 27.0, 24.272727272727273)","(101.0, 290.0, 275.0)","(5.5, 7.2, 7.141176470588236)","(21.0, 44.0, 39.42857142857143)","(3.9, 4.7, 4.523529411764706)","(9.0, 14.5, 14.083333333333334)"
07-01-2023 10:29:02.164766,"(3.3, 3.9, 3.796551724137931)","(3.8, 4.3, 4.205454545454545)","(16.0, 27.0, 25.939393939393938)","(101.0, 290.0, 271.25)","(5.5, 7.2, 7.0636363636363635)","(21.0, 44.0, 38.666666666666664)","(3.9, 4.7, 4.542857142857143)","(9.0, 14.5, 13.9)"
07-01-2023 10:29:03.354964,"(3.3, 3.95, 3.949203821656051)","(3.8, 4.3, 4.167857142857143)","(16.0, 28.0, 24.272727272727273)","(101.0, 290.0, 271.25)","(5.5, 7.2, 7.0636363636363635)","(21.0, 44.0, 39.375)","(3.9, 4.7, 4.475675675675676)","(9.0, 14.5, 13.833333333333334)"
07-01-2023 10:29:04.503559,"(3.3, 4.0, 3.9694444444444446)","(3.8, 4.3, 4.180555555555555)","(16.0, 25.0, 24.0)","(101.0, 290.0, 271.25)","(5.5, 7.2, 7.0636363636363635)","(21.0, 42.0, 38.5)","(3.9, 4.6, 4.475675675675676)","(9.0, 14.5, 13.833333333333334)"
07-01-2023 10:29:05.572559,"(3.3, 4.1, 3.952094972067039)","(3.8, 4.3, 4.180555555555555)","(16.0, 25.0, 24.53846153846154)","(101.0, 290.0, 271.25)","(5.5, 7.2, 7.036734693877551)","(21.0, 42.0, 34.857142857142854)","(3.9, 4.6, 4.541666666666666)","(9.0, 14.5, 13.625)"
07-01-2023 10:29:06.729983,"(3.3, 4.1, 3.9521676300578035)","(3.8, 4.3, 4.171604938271605)","(16.0, 25.0, 25.666666666666668)","(101.0, 290.0, 271.25)","(5.5, 7.2, 7.043137254901961)","(21.0, 42.0, 34.63157894736842)","(3.9, 4.6, 4.621739130434783)","(9.0, 14.0, 13.529411764705882)"
07-01-2023 10:29:07.781745,"(3.3, 4.1, 3.9521367521367523)","(3.8, 4.3, 4.177333333333333)","(16.0, 27.0, 25.333333333333332)","(101.0, 290.0, 275.7142857142857)","(5.5, 7.2, 7.043137254901961)","(21.0, 42.0, 34.38095238095238)","(3.9, 4.7, 4.640425531914894)","(9.0, 14.0, 13.473684210526315)"
07-01-2023 10:29:08.778470,"(3.3, 4.1, 3.9521367521367523)","(3.8, 4.3, 4.169879518072289)","(16.0, 26.0, 24.05)","(101.0, 280.0, 265.0)","(5.5, 7.2, 7.043137254901961)","(21.0, 42.0, 34.38095238095238)","(3.9, 4.7, 4.62)","(9.0, 14.0, 13.428571428571429)"
07-01-2023 10:29:09.844615,"(3.3, 4.1, 3.9521676300578035)","(3.8, 4.3, 4.169879518072289)","(16.0, 26.0, 23.91304347826087)","(101.0, 280.0, 265.0)","(5.5, 7.2, 7.043137254901961)","(21.0, 42.0, 34.38095238095238)","(3.9, 4.7, 4.62)","(9.0, 14.0, 13.428571428571429)"
07-01-2023 10:29:10.870730,"(3.3, 4.1, 3.9521676300578035)","(3.8, 4.3, 4.169879518072289)","(17.0, 26.0, 23.91304347826087)","(101.0, 280.0, 265.0)","(5.5, 7.2, 7.043137254901961)","(21.0, 42.0, 34.38095238095238)","(3.8, 4.7, 4.62)","(9.0, 14.0, 13.428571428571429)"
07-01-2023 10:29:11.946574,"(3.3, 4.1, 3.9521367521367523)","(3.8, 4.3, 4.169879518072289)","(17.0, 23.0, 21.551724137931036)","(101.0, 290.0, 266.0)","(5.5, 7.2, 7.04)","(21.0, 42.0, 34.38095238095238)","(3.8, 4.7, 4.70327868852459)","(9.0, 14.0, 13.378378378378379)"
