,Latrell,Human Touch,Emma Bundock,Faster Than Hoot,Coruba,Umagico
09-01-2023 18:59:05.124428,"(1.95, 2.18, 2.1614285714285715)","(10.0, 13.5, 12.9375)","(16.0, 30.0, 29.75)","(8.0, 9.2, 8.968421052631578)","(19.0, 23.0, 22.137931034482758)","(2.5, 3.65, 3.628181818181818)"
09-01-2023 18:59:06.039821,"(1.95, 2.18, 2.161818181818182)","(10.0, 13.5, 12.9)","(16.0, 30.0, 29.75)","(8.0, 9.6, 9.44)","(19.0, 23.0, 22.137931034482758)","(2.5, 3.65, 3.628181818181818)"
09-01-2023 18:59:06.901698,"(1.95, 2.18, 2.161818181818182)","(10.0, 13.5, 12.9)","(16.0, 30.0, 29.75)","(8.0, 9.8, 9.450000000000001)","(19.0, 23.0, 22.264705882352942)","(2.5, 3.65, 3.590952380952381)"
09-01-2023 18:59:07.738621,"(1.95, 2.18, 2.161818181818182)","(10.0, 13.5, 12.9)","(16.0, 30.0, 29.75)","(8.0, 9.8, 9.436363636363637)","(19.0, 23.0, 22.264705882352942)","(2.5, 3.65, 3.590952380952381)"
09-01-2023 18:59:08.581941,"(1.95, 2.18, 2.155483870967742)","(10.0, 13.5, 12.9375)","(16.0, 30.0, 29.75)","(8.0, 9.8, 9.408000000000001)","(19.0, 23.0, 22.264705882352942)","(2.5, 3.65, 3.590952380952381)"
09-01-2023 18:59:09.471977,"(1.95, 2.18, 2.150434782608696)","(10.0, 13.5, 12.9375)","(16.0, 30.0, 29.75)","(8.0, 9.8, 9.408000000000001)","(19.0, 23.0, 22.264705882352942)","(2.5, 3.65, 3.5925742574257424)"
09-01-2023 18:59:10.379437,"(1.95, 2.18, 2.150434782608696)","(10.0, 13.5, 13.357142857142858)","(16.0, 30.0, 29.75)","(8.0, 9.8, 9.408000000000001)","(19.0, 23.0, 21.979591836734695)","(2.5, 3.65, 3.5846153846153848)"
09-01-2023 18:59:11.301366,"(1.9, 2.18, 2.1526315789473687)","(10.0, 13.5, 13.131578947368421)","(18.0, 30.0, 29.75)","(7.5, 9.8, 9.408000000000001)","(19.0, 23.0, 21.979591836734695)","(2.6, 3.6, 3.579032258064516)"
09-01-2023 18:59:12.204550,"(1.9, 2.18, 2.1526315789473687)","(10.0, 13.5, 13.357142857142858)","(18.0, 30.0, 29.75)","(7.5, 9.8, 9.408000000000001)","(19.0, 23.0, 21.979591836734695)","(2.6, 3.6, 3.579032258064516)"
09-01-2023 18:59:13.088532,"(1.9, 2.18, 2.1526315789473687)","(10.0, 13.5, 13.131578947368421)","(18.0, 30.0, 29.75)","(7.5, 9.8, 9.453846153846154)","(19.0, 23.0, 21.979591836734695)","(2.6, 3.6, 3.578333333333333)"
09-01-2023 18:59:13.944406,"(1.9, 2.18, 2.1526315789473687)","(10.0, 13.5, 13.346153846153847)","(18.0, 30.0, 29.75)","(7.5, 9.8, 9.453846153846154)","(19.0, 23.0, 21.979591836734695)","(2.6, 3.6, 3.578333333333333)"
09-01-2023 18:59:14.771140,"(1.9, 2.18, 2.1526315789473687)","(10.0, 13.5, 13.11111111111111)","(18.0, 30.0, 29.75)","(7.5, 9.8, 9.453846153846154)","(19.0, 23.0, 21.979591836734695)","(2.6, 3.6, 3.578333333333333)"
09-01-2023 18:59:15.660343,"(1.9, 2.16, 2.1474285714285717)","(10.0, 13.5, 13.333333333333334)","(18.0, 30.0, 29.75)","(7.5, 9.8, 9.47857142857143)","(19.0, 23.0, 21.979591836734695)","(2.6, 3.6, 3.5854166666666667)"
09-01-2023 18:59:16.594660,"(1.9, 2.16, 2.1485714285714286)","(10.0, 13.5, 13.25)","(18.0, 32.0, 30.055555555555557)","(7.5, 9.8, 9.47857142857143)","(19.0, 23.0, 21.979591836734695)","(2.6, 3.6, 3.5374999999999996)"
09-01-2023 18:59:17.479564,"(1.9, 2.16, 2.141714285714286)","(10.0, 14.0, 13.290322580645162)","(18.0, 32.0, 30.055555555555557)","(7.5, 9.8, 9.47857142857143)","(19.0, 23.0, 21.979591836734695)","(2.6, 3.55, 3.519767441860465)"
09-01-2023 18:59:18.373092,"(1.9, 2.18, 2.1582758620689657)","(10.0, 14.0, 13.333333333333334)","(18.0, 32.0, 29.5)","(7.5, 9.8, 9.486274509803922)","(19.0, 23.0, 21.979591836734695)","(2.6, 3.55, 3.480952380952381)"
09-01-2023 18:59:19.250204,"(1.9, 2.2, 2.1784615384615384)","(10.0, 14.0, 13.333333333333334)","(18.0, 32.0, 29.5)","(7.5, 9.8, 9.495652173913044)","(19.0, 23.0, 21.979591836734695)","(2.6, 3.5, 3.4565217391304346)"
09-01-2023 18:59:20.094089,"(1.9, 2.2, 2.1853333333333333)","(10.0, 14.0, 13.333333333333334)","(18.0, 32.0, 30.055555555555557)","(7.5, 9.8, 9.472727272727273)","(19.0, 23.0, 21.979591836734695)","(2.7, 3.5, 3.4565217391304346)"
09-01-2023 18:59:20.982513,"(1.9, 2.2, 2.1892307692307695)","(10.0, 14.0, 13.310344827586206)","(18.0, 32.0, 29.61904761904762)","(7.5, 9.8, 9.472727272727273)","(19.0, 23.0, 21.979591836734695)","(2.7, 3.5, 3.446153846153846)"
09-01-2023 18:59:21.848838,"(1.9, 2.2, 2.1892307692307695)","(10.0, 14.0, 13.25925925925926)","(18.0, 32.0, 29.61904761904762)","(7.5, 9.8, 9.472727272727273)","(19.0, 23.0, 21.979591836734695)","(2.7, 3.5, 3.4545454545454546)"
09-01-2023 18:59:22.756958,"(1.9, 2.2, 2.1892307692307695)","(10.0, 14.0, 13.166666666666666)","(18.0, 32.0, 29.61904761904762)","(7.5, 9.8, 9.472727272727273)","(19.0, 23.0, 21.979591836734695)","(2.7, 3.5, 3.45)"
09-01-2023 18:59:23.651089,"(1.9, 2.2, 2.1892307692307695)","(10.0, 14.0, 13.166666666666666)","(18.0, 32.0, 29.61904761904762)","(7.5, 9.8, 9.472727272727273)","(19.0, 23.0, 21.979591836734695)","(2.7, 3.5, 3.4214285714285713)"
09-01-2023 18:59:24.521321,"(1.9, 2.2, 2.1988000000000003)","(10.0, 14.0, 13.166666666666666)","(18.0, 32.0, 29.61904761904762)","(7.5, 9.8, 9.46)","(19.0, 23.0, 21.979591836734695)","(2.7, 3.45, 3.4766666666666666)"
09-01-2023 18:59:25.384881,"(1.9, 2.2, 2.1854545454545455)","(10.0, 14.0, 13.2)","(18.0, 32.0, 29.61904761904762)","(7.5, 9.8, 9.46)","(19.0, 23.0, 21.979591836734695)","(2.7, 3.55, 3.4710526315789476)"
09-01-2023 18:59:26.230774,"(1.9, 2.2, 2.1854545454545455)","(10.0, 14.0, 13.310344827586206)","(18.0, 32.0, 29.2)","(7.5, 9.8, 9.46)","(19.0, 23.0, 21.979591836734695)","(2.7, 3.55, 3.4710526315789476)"
09-01-2023 18:59:27.094763,"(1.9, 2.2, 2.1854545454545455)","(10.0, 14.0, 13.310344827586206)","(18.0, 32.0, 29.2)","(7.5, 9.8, 9.46)","(19.0, 23.0, 22.074074074074073)","(2.7, 3.55, 3.4710526315789476)"
09-01-2023 18:59:28.030252,"(1.9, 2.2, 2.1854545454545455)","(10.0, 14.0, 13.310344827586206)","(18.0, 32.0, 29.2)","(7.5, 9.8, 9.46)","(19.0, 23.0, 22.178571428571427)","(2.7, 3.55, 3.4828125)"
09-01-2023 18:59:28.949413,"(1.9, 2.18, 2.16)","(10.0, 14.0, 13.696428571428571)","(18.0, 32.0, 29.75)","(7.5, 9.8, 9.638461538461538)","(19.0, 23.0, 22.36)","(2.7, 3.6, 3.480769230769231)"
09-01-2023 18:59:29.922584,"(1.9, 2.18, 2.1651162790697676)","(10.0, 14.0, 13.696428571428571)","(18.0, 32.0, 30.4375)","(7.5, 9.8, 9.638461538461538)","(19.0, 23.0, 22.689655172413794)","(2.7, 3.5, 3.458823529411765)"
09-01-2023 18:59:30.870151,"(1.9, 2.2, 2.184615384615385)","(10.0, 14.0, 13.685185185185185)","(18.0, 32.0, 30.4375)","(7.5, 9.8, 9.63125)","(19.0, 24.0, 22.64516129032258)","(2.7, 3.5, 3.45)"
09-01-2023 18:59:31.781249,"(1.9, 2.2, 2.181818181818182)","(10.0, 14.0, 13.685185185185185)","(18.0, 32.0, 30.333333333333332)","(7.5, 9.8, 9.48235294117647)","(19.0, 24.0, 22.64516129032258)","(2.7, 3.5, 3.45)"
09-01-2023 18:59:32.643951,"(1.9, 2.2, 2.181818181818182)","(10.0, 14.0, 13.685185185185185)","(18.0, 32.0, 30.333333333333332)","(7.5, 9.8, 9.48235294117647)","(19.0, 24.0, 22.64516129032258)","(2.7, 3.5, 3.45)"
09-01-2023 18:59:33.527604,"(1.9, 2.2, 2.181818181818182)","(10.0, 14.0, 13.685185185185185)","(18.0, 32.0, 30.857142857142858)","(7.5, 9.8, 9.48235294117647)","(19.0, 24.0, 22.64516129032258)","(2.7, 3.5, 3.45)"
09-01-2023 18:59:34.484587,"(1.9, 2.2, 2.181818181818182)","(10.0, 14.0, 13.706896551724139)","(18.0, 32.0, 31.0)","(7.5, 9.6, 9.43157894736842)","(19.0, 24.0, 22.64516129032258)","(2.7, 3.5, 3.4228571428571426)"
09-01-2023 18:59:35.458326,"(1.9, 2.2, 2.181818181818182)","(10.0, 14.0, 13.696428571428571)","(18.0, 32.0, 31.0)","(7.5, 9.6, 9.43157894736842)","(19.0, 24.0, 22.64516129032258)","(2.7, 3.5, 3.428125)"
09-01-2023 18:59:36.424097,"(1.9, 2.2, 2.1851851851851856)","(10.0, 14.0, 13.6)","(18.0, 32.0, 31.0)","(7.5, 9.6, 9.43157894736842)","(19.0, 24.0, 22.09090909090909)","(2.7, 3.5, 3.4205882352941175)"
09-01-2023 18:59:37.374684,"(1.9, 2.2, 2.1821428571428574)","(10.0, 14.0, 13.615384615384615)","(18.0, 32.0, 29.428571428571427)","(7.5, 9.6, 9.454545454545455)","(19.0, 24.0, 23.045454545454547)","(2.7, 3.5, 3.4205882352941175)"
09-01-2023 18:59:38.229328,"(1.9, 2.2, 2.183888888888889)","(10.0, 14.0, 13.615384615384615)","(18.0, 32.0, 29.428571428571427)","(7.5, 9.6, 9.454545454545455)","(19.0, 24.0, 23.045454545454547)","(2.7, 3.5, 3.4205882352941175)"
09-01-2023 18:59:39.090674,"(1.9, 2.2, 2.1845333333333334)","(10.0, 14.0, 13.615384615384615)","(18.0, 32.0, 29.428571428571427)","(7.5, 9.6, 9.353846153846153)","(19.0, 24.0, 23.045454545454547)","(2.7, 3.5, 3.425)"
09-01-2023 18:59:40.019614,"(1.9, 2.2, 2.185679012345679)","(10.0, 14.0, 13.565217391304348)","(18.0, 32.0, 29.428571428571427)","(7.5, 9.4, 9.3)","(19.0, 24.0, 22.545454545454547)","(2.7, 3.5, 3.4583333333333335)"
09-01-2023 18:59:40.993667,"(1.9, 2.18, 2.171515151515152)","(10.0, 14.0, 13.642857142857142)","(18.0, 32.0, 29.428571428571427)","(7.5, 9.4, 9.296774193548387)","(19.0, 24.0, 22.545454545454547)","(2.7, 3.5, 3.467857142857143)"
09-01-2023 18:59:42.038401,"(1.9, 2.18, 2.168947368421053)","(10.0, 14.0, 13.642857142857142)","(18.0, 32.0, 29.428571428571427)","(7.5, 9.4, 9.296774193548387)","(19.0, 24.0, 22.545454545454547)","(2.7, 3.5, 3.466666666666667)"
09-01-2023 18:59:43.018903,"(1.9, 2.18, 2.168947368421053)","(10.0, 14.0, 13.655172413793103)","(18.0, 32.0, 29.428571428571427)","(7.5, 9.4, 9.296774193548387)","(19.0, 24.0, 22.666666666666668)","(2.6, 3.5, 3.43125)"
09-01-2023 18:59:43.953700,"(1.9, 2.18, 2.1771428571428575)","(10.0, 14.0, 13.777777777777779)","(18.0, 32.0, 30.8)","(7.5, 9.6, 9.475)","(19.0, 24.0, 22.666666666666668)","(2.6, 3.45, 3.441666666666667)"
09-01-2023 18:59:44.847900,"(1.9, 2.18, 2.1761290322580646)","(10.0, 14.0, 13.741935483870968)","(18.0, 32.0, 31.076923076923077)","(7.5, 9.8, 9.490909090909092)","(19.0, 24.0, 22.444444444444443)","(2.6, 3.45, 3.442857142857143)"
09-01-2023 18:59:45.788563,"(1.85, 2.18, 2.176756756756757)","(10.0, 14.0, 13.757575757575758)","(18.0, 32.0, 31.142857142857142)","(7.5, 9.8, 9.504761904761905)","(19.0, 23.0, 22.444444444444443)","(2.6, 3.45, 3.442857142857143)"
09-01-2023 18:59:46.782705,"(1.85, 2.18, 2.176756756756757)","(10.0, 14.0, 13.757575757575758)","(18.0, 32.0, 31.142857142857142)","(7.5, 9.8, 9.608)","(19.0, 23.0, 22.166666666666668)","(2.6, 3.45, 3.442857142857143)"
09-01-2023 18:59:47.780126,"(1.85, 2.18, 2.176756756756757)","(10.0, 14.0, 13.783333333333333)","(18.0, 32.0, 30.8)","(7.5, 9.8, 9.608)","(19.0, 23.0, 22.166666666666668)","(2.6, 3.45, 3.441666666666667)"
09-01-2023 18:59:48.795376,"(1.85, 2.2, 2.1774647887323946)","(10.0, 14.0, 13.75925925925926)","(18.0, 32.0, 30.285714285714285)","(7.5, 9.8, 9.608)","(19.0, 23.0, 22.153846153846153)","(2.6, 3.45, 3.441666666666667)"
09-01-2023 18:59:49.818197,"(1.85, 2.2, 2.1771428571428575)","(10.0, 14.0, 13.75925925925926)","(18.0, 32.0, 30.0)","(7.5, 9.8, 9.608)","(19.0, 23.0, 22.153846153846153)","(2.6, 3.45, 3.441666666666667)"
09-01-2023 18:59:50.707590,"(1.85, 2.2, 2.183076923076923)","(10.0, 14.0, 13.796875)","(18.0, 32.0, 30.0)","(7.5, 9.6, 9.525)","(19.0, 23.0, 22.153846153846153)","(2.6, 3.45, 3.4392857142857145)"
09-01-2023 18:59:51.714387,"(1.85, 2.2, 2.183076923076923)","(10.0, 14.0, 13.803030303030303)","(19.0, 32.0, 30.0)","(8.0, 9.6, 9.459999999999999)","(19.0, 23.0, 22.125)","(2.6, 3.45, 3.434375)"
09-01-2023 18:59:52.741141,"(1.85, 2.2, 2.184)","(10.0, 14.0, 13.803030303030303)","(19.0, 32.0, 30.0)","(8.0, 9.6, 9.459999999999999)","(19.0, 23.0, 22.125)","(2.6, 3.45, 3.434375)"
09-01-2023 18:59:53.834332,"(1.85, 2.2, 2.184)","(10.0, 14.0, 13.803030303030303)","(19.0, 32.0, 30.0)","(8.0, 9.6, 9.459999999999999)","(19.0, 23.0, 22.125)","(2.6, 3.45, 3.434375)"
09-01-2023 18:59:54.892465,"(1.85, 2.2, 2.184)","(10.0, 14.0, 13.803030303030303)","(19.0, 32.0, 30.0)","(8.0, 9.6, 9.459999999999999)","(19.0, 23.0, 22.125)","(2.6, 3.45, 3.4305555555555554)"
09-01-2023 18:59:55.864373,"(1.85, 2.2, 2.1656140350877195)","(10.0, 14.5, 14.222222222222221)","(19.0, 32.0, 30.0)","(8.0, 9.6, 9.459999999999999)","(19.0, 23.0, 22.125)","(2.6, 3.5, 3.4305555555555554)"
09-01-2023 18:59:56.820602,"(1.85, 2.2, 2.16635761589404)","(10.0, 14.5, 14.214285714285714)","(19.0, 32.0, 30.0)","(8.0, 9.6, 9.345454545454546)","(19.0, 23.0, 22.125)","(2.6, 3.5, 3.4305555555555554)"
09-01-2023 18:59:57.851630,"(1.85, 2.2, 2.1524528301886794)","(10.0, 14.5, 14.416666666666666)","(19.0, 32.0, 30.363636363636363)","(8.0, 9.6, 9.345454545454546)","(18.0, 23.0, 22.125)","(2.6, 3.5, 3.463235294117647)"
09-01-2023 18:59:58.920095,"(1.85, 2.18, 2.1693333333333333)","(10.0, 14.5, 14.416666666666666)","(19.0, 32.0, 30.363636363636363)","(8.0, 9.6, 9.345454545454546)","(18.0, 23.0, 22.125)","(2.6, 3.5, 3.456896551724138)"
09-01-2023 19:00:00.002107,"(1.85, 2.18, 2.1688372093023256)","(10.0, 14.5, 14.433333333333334)","(19.0, 32.0, 30.22222222222222)","(8.0, 9.6, 9.428571428571429)","(18.0, 23.0, 22.142857142857142)","(2.6, 3.5, 3.4611111111111112)"
09-01-2023 19:00:00.978573,"(1.85, 2.18, 2.143076923076923)","(10.0, 15.0, 14.36111111111111)","(19.0, 32.0, 30.22222222222222)","(8.0, 9.6, 9.428571428571429)","(18.0, 23.0, 22.142857142857142)","(2.6, 3.5, 3.466666666666667)"
09-01-2023 19:00:01.927711,"(1.85, 2.18, 2.1725925925925926)","(10.0, 15.0, 14.263157894736842)","(19.0, 32.0, 31.058823529411764)","(8.0, 9.6, 9.514285714285714)","(18.0, 23.0, 22.142857142857142)","(2.6, 3.5, 3.466666666666667)"
09-01-2023 19:00:02.955545,"(1.85, 2.18, 2.1614634146341465)","(10.0, 15.0, 14.30232558139535)","(19.0, 32.0, 31.058823529411764)","(8.0, 9.6, 9.399999999999999)","(18.0, 23.0, 22.142857142857142)","(2.6, 3.5, 3.4705882352941178)"
09-01-2023 19:00:04.067792,"(1.85, 2.18, 2.1614634146341465)","(10.0, 15.0, 14.30232558139535)","(19.0, 32.0, 30.785714285714285)","(7.5, 9.6, 9.399999999999999)","(18.0, 23.0, 22.142857142857142)","(2.7, 3.5, 3.4555555555555557)"
09-01-2023 19:00:05.108385,"(1.85, 2.18, 2.1614634146341465)","(10.0, 15.0, 14.30232558139535)","(19.0, 34.0, 30.785714285714285)","(7.5, 9.6, 9.345454545454546)","(18.0, 23.0, 22.142857142857142)","(2.7, 3.5, 3.456521739130435)"
09-01-2023 19:00:06.142880,"(1.85, 2.18, 2.1614634146341465)","(10.0, 15.0, 14.576923076923077)","(19.0, 34.0, 30.516129032258064)","(7.5, 9.6, 9.4625)","(18.0, 23.0, 22.142857142857142)","(2.7, 3.5, 3.4583333333333335)"
09-01-2023 19:00:07.053916,"(1.85, 2.18, 2.160425531914894)","(10.0, 15.0, 14.75)","(19.0, 32.0, 31.714285714285715)","(7.5, 9.6, 9.393749999999999)","(18.0, 23.0, 22.142857142857142)","(2.7, 3.5, 3.4393939393939394)"
09-01-2023 19:00:07.976126,"(1.85, 2.18, 2.165161290322581)","(10.0, 15.0, 14.75)","(19.0, 32.0, 31.714285714285715)","(7.5, 9.6, 9.472727272727273)","(18.0, 23.0, 22.142857142857142)","(2.7, 3.5, 3.4393939393939394)"
09-01-2023 19:00:08.968397,"(1.85, 2.18, 2.165161290322581)","(10.0, 15.0, 14.770833333333334)","(19.0, 32.0, 31.5)","(7.5, 9.6, 9.410526315789474)","(18.0, 23.0, 22.11111111111111)","(2.7, 3.5, 3.4342105263157894)"
09-01-2023 19:00:09.969938,"(1.85, 2.18, 2.1674285714285717)","(10.0, 15.0, 14.724137931034482)","(19.0, 32.0, 31.625)","(7.5, 9.6, 9.410526315789474)","(18.0, 23.0, 22.11111111111111)","(2.7, 3.5, 3.4342105263157894)"
09-01-2023 19:00:10.997730,"(1.85, 2.18, 2.1674285714285717)","(10.0, 15.0, 14.724137931034482)","(19.0, 32.0, 31.25)","(7.5, 9.6, 9.410526315789474)","(18.0, 23.0, 22.11111111111111)","(2.6, 3.5, 3.440625)"
09-01-2023 19:00:11.944942,"(1.85, 2.18, 2.1674285714285717)","(10.0, 15.0, 14.724137931034482)","(19.0, 32.0, 31.75)","(7.5, 9.6, 9.410526315789474)","(18.0, 23.0, 22.304347826086957)","(2.6, 3.5, 3.440625)"
09-01-2023 19:00:12.843492,"(1.85, 2.2, 2.192)","(10.0, 15.5, 15.25)","(19.0, 32.0, 31.75)","(7.5, 9.4, 9.335483870967742)","(18.0, 23.0, 22.304347826086957)","(2.6, 3.5, 3.440625)"
09-01-2023 19:00:13.870313,"(1.85, 2.2, 2.1936)","(10.0, 15.5, 15.470588235294118)","(19.0, 32.0, 31.53846153846154)","(7.5, 9.4, 9.155555555555555)","(18.0, 23.0, 22.304347826086957)","(2.6, 3.5, 3.4309523809523808)"
09-01-2023 19:00:14.908385,"(1.85, 2.2, 2.1936)","(10.0, 15.5, 15.470588235294118)","(19.0, 32.0, 31.53846153846154)","(7.5, 9.4, 9.155555555555555)","(18.0, 23.0, 22.304347826086957)","(2.6, 3.5, 3.4309523809523808)"
09-01-2023 19:00:15.987467,"(1.85, 2.2, 2.192727272727273)","(10.0, 15.5, 15.274193548387096)","(19.0, 32.0, 31.75)","(7.5, 9.4, 9.155555555555555)","(18.0, 23.0, 21.8)","(2.6, 3.5, 3.405952380952381)"
09-01-2023 19:00:17.054396,"(1.85, 2.2, 2.192727272727273)","(10.0, 15.5, 15.287878787878787)","(19.0, 32.0, 31.53846153846154)","(7.5, 9.4, 9.028571428571428)","(18.0, 22.0, 22.8)","(2.6, 3.5, 3.4102272727272727)"
09-01-2023 19:00:18.104138,"(1.85, 2.2, 2.187692307692308)","(10.0, 15.5, 15.3)","(19.0, 32.0, 31.53846153846154)","(7.5, 9.2, 9.016666666666666)","(18.0, 24.0, 22.9)","(2.6, 3.5, 3.4089285714285715)"
09-01-2023 19:00:19.013786,"(1.85, 2.16, 2.159387755102041)","(10.0, 15.5, 15.066666666666666)","(19.0, 34.0, 30.774193548387096)","(7.5, 9.2, 9.016666666666666)","(18.0, 24.0, 22.7)","(2.6, 3.45, 3.4214285714285713)"
09-01-2023 19:00:20.001233,"(1.85, 2.16, 2.1593103448275865)","(10.0, 15.5, 15.131578947368421)","(19.0, 34.0, 31.79310344827586)","(7.5, 9.2, 9.166666666666666)","(18.0, 24.0, 23.40909090909091)","(2.6, 3.45, 3.435)"
09-01-2023 19:00:21.028054,"(1.85, 2.18, 2.1626315789473685)","(10.0, 15.0, 14.722222222222221)","(19.0, 34.0, 32.11764705882353)","(7.5, 9.2, 9.16842105263158)","(18.0, 24.0, 23.5)","(2.6, 3.45, 3.435)"
09-01-2023 19:00:22.109252,"(1.85, 2.18, 2.1632911392405063)","(10.0, 15.0, 14.807692307692308)","(19.0, 34.0, 32.1)","(7.5, 9.4, 9.16842105263158)","(18.0, 24.0, 23.5)","(2.6, 3.45, 3.432857142857143)"
09-01-2023 19:00:23.173198,"(1.85, 2.18, 2.1632911392405063)","(10.0, 15.0, 14.722222222222221)","(19.0, 34.0, 32.1)","(7.5, 9.4, 9.16842105263158)","(18.0, 24.0, 23.5)","(2.6, 3.45, 3.432857142857143)"
09-01-2023 19:00:24.181380,"(1.85, 2.18, 2.1642253521126764)","(10.0, 15.0, 14.807692307692308)","(19.0, 34.0, 32.1)","(7.5, 9.4, 9.16842105263158)","(18.0, 24.0, 23.357142857142858)","(2.6, 3.45, 3.418918918918919)"
09-01-2023 19:00:25.161226,"(1.85, 2.2, 2.1773333333333333)","(10.0, 15.0, 14.722222222222221)","(19.0, 34.0, 32.5)","(7.5, 9.4, 9.16842105263158)","(18.0, 24.0, 23.357142857142858)","(2.6, 3.45, 3.410344827586207)"
09-01-2023 19:00:26.138178,"(1.85, 2.2, 2.183030303030303)","(10.0, 15.0, 14.642857142857142)","(19.0, 34.0, 32.5)","(7.5, 9.4, 9.16842105263158)","(18.0, 24.0, 23.357142857142858)","(2.6, 3.45, 3.394186046511628)"
09-01-2023 19:00:27.230535,"(1.85, 2.22, 2.2150837988826817)","(10.0, 15.0, 14.736842105263158)","(19.0, 34.0, 33.625)","(7.5, 9.4, 8.854545454545455)","(18.0, 24.0, 23.307692307692307)","(2.6, 3.4, 3.41875)"
09-01-2023 19:00:28.237935,"(1.85, 2.22, 2.214408602150538)","(10.0, 15.0, 14.772727272727273)","(19.0, 34.0, 33.25)","(7.5, 9.0, 8.72)","(18.0, 24.0, 23.333333333333332)","(2.6, 3.45, 3.4000000000000004)"
09-01-2023 19:00:29.300126,"(1.85, 2.26, 2.246829268292683)","(11.0, 15.0, 14.722222222222221)","(19.0, 34.0, 33.111111111111114)","(7.5, 8.6, 8.418181818181818)","(18.0, 24.0, 23.333333333333332)","(2.6, 3.45, 3.397222222222222)"
09-01-2023 19:00:30.313575,"(1.85, 2.26, 2.258127090301003)","(11.0, 15.0, 14.583333333333334)","(19.0, 34.0, 31.333333333333332)","(7.5, 8.8, 8.775)","(18.0, 24.0, 23.333333333333332)","(2.6, 3.45, 3.3445945945945947)"
09-01-2023 19:00:31.221810,"(1.85, 2.26, 2.240909090909091)","(11.0, 15.0, 14.736842105263158)","(19.0, 34.0, 31.333333333333332)","(7.5, 9.4, 8.775)","(18.0, 24.0, 23.333333333333332)","(2.6, 3.35, 3.341304347826087)"
09-01-2023 19:00:32.263519,"(1.85, 2.26, 2.2549244712990935)","(11.0, 15.0, 14.583333333333334)","(19.0, 34.0, 32.285714285714285)","(7.5, 9.2, 9.0)","(19.0, 24.0, 23.333333333333332)","(2.6, 3.35, 3.3339285714285714)"
09-01-2023 19:00:33.277227,"(1.85, 2.26, 2.2472727272727275)","(11.0, 15.0, 14.642857142857142)","(19.0, 34.0, 31.333333333333332)","(7.5, 9.2, 8.923076923076923)","(19.0, 24.0, 23.333333333333332)","(2.6, 3.35, 3.3085106382978724)"
09-01-2023 19:00:34.364999,"(1.85, 2.26, 2.2552)","(11.0, 15.0, 14.545454545454545)","(19.0, 32.0, 31.0)","(7.5, 9.2, 9.025)","(19.0, 24.0, 23.333333333333332)","(2.6, 3.35, 3.2870967741935484)"
09-01-2023 19:00:35.406139,"(1.85, 2.3, 2.2823255813953485)","(11.0, 15.0, 14.642857142857142)","(19.0, 32.0, 31.0)","(7.5, 9.4, 9.0)","(19.0, 24.0, 23.2)","(2.6, 3.3, 3.276086956521739)"
09-01-2023 19:00:36.391614,"(1.85, 2.32, 2.2967741935483867)","(11.0, 15.0, 14.235294117647058)","(19.0, 32.0, 31.0)","(7.5, 9.2, 8.894117647058824)","(19.0, 24.0, 23.0)","(2.6, 3.35, 3.2744186046511627)"
09-01-2023 19:00:37.398443,"(1.85, 2.32, 2.2962499999999997)","(11.0, 15.0, 14.235294117647058)","(19.0, 32.0, 31.875)","(7.5, 9.2, 8.888)","(19.0, 24.0, 23.0)","(2.6, 3.3, 3.268)"
09-01-2023 19:00:38.378849,"(1.85, 2.32, 2.2958730158730156)","(11.0, 15.0, 14.571428571428571)","(19.0, 36.0, 35.2)","(7.5, 9.2, 8.888)","(19.0, 24.0, 23.0)","(2.6, 3.3, 3.2195)"
09-01-2023 19:00:39.516158,"(1.85, 2.32, 2.3116666666666665)","(11.0, 15.0, 14.5)","(19.0, 36.0, 34.0)","(7.5, 9.2, 8.911111111111111)","(19.0, 24.0, 22.88888888888889)","(2.6, 3.25, 3.197619047619048)"
09-01-2023 19:00:40.816945,"(1.85, 2.34, 2.3207999999999998)","(11.0, 15.0, 14.5)","(19.0, 36.0, 32.8235294117647)","(7.5, 9.2, 8.911111111111111)","(19.0, 23.0, 22.88888888888889)","(2.6, 3.2, 3.192268041237113)"
09-01-2023 19:00:42.016423,"(1.85, 2.36, 2.3476363636363633)","(11.0, 15.0, 14.2)","(19.0, 36.0, 33.42857142857143)","(7.5, 9.2, 8.911111111111111)","(19.0, 23.0, 22.923076923076923)","(2.6, 3.25, 3.1983516483516485)"
09-01-2023 19:00:43.152947,"(1.85, 2.34, 2.3329729729729727)","(11.0, 15.0, 14.2)","(20.0, 36.0, 33.42857142857143)","(8.0, 9.2, 8.911111111111111)","(20.0, 23.0, 22.90909090909091)","(2.6, 3.25, 3.2)"
09-01-2023 19:00:44.261566,"(1.85, 2.34, 2.308955223880597)","(11.0, 15.0, 14.1)","(20.0, 36.0, 33.42857142857143)","(8.0, 9.2, 9.0)","(20.0, 23.0, 23.38095238095238)","(2.6, 3.25, 3.2473684210526317)"
09-01-2023 19:00:45.337149,"(1.85, 2.28, 2.261)","(11.0, 15.0, 14.1)","(20.0, 36.0, 37.77777777777778)","(8.0, 9.4, 8.957894736842105)","(20.0, 24.0, 23.4)","(2.6, 3.3, 3.2442622950819673)"
