,Raging Bull,Cuban Royale,Night Of Power,Vreneli,Bold Mac,Easifar,Niccis Fling,Silent Agenda
07-01-2023 14:14:14.784031,"(12.0, 14.5, 13.77319587628866)","(8.0, 9.6, 9.071830985915494)","(20.0, 28.0, 26.666666666666668)","(3.6, 4.4, 4.271634615384616)","(4.0, 4.7, 4.621875)","(10.0, 13.0, 12.505813953488373)","(10.0, 12.0, 11.574074074074074)","(5.5, 6.4, 6.286554621848739)"
07-01-2023 14:14:16.001121,"(12.0, 14.5, 13.77319587628866)","(8.0, 9.6, 9.071830985915494)","(20.0, 28.0, 26.666666666666668)","(3.6, 4.4, 4.271634615384616)","(4.0, 4.7, 4.621875)","(10.0, 13.0, 12.505813953488373)","(10.0, 12.0, 11.574074074074074)","(5.5, 6.4, 6.2834008097166)"
07-01-2023 14:14:17.252227,"(12.0, 14.5, 13.77319587628866)","(8.0, 9.6, 9.071830985915494)","(20.0, 28.0, 26.666666666666668)","(3.6, 4.4, 4.272594397076736)","(4.0, 4.7, 4.639759036144578)","(10.0, 13.0, 12.505813953488373)","(10.0, 12.0, 11.574074074074074)","(5.5, 6.4, 6.2834008097166)"
07-01-2023 14:14:18.359156,"(12.0, 13.5, 13.49785407725322)","(8.0, 9.6, 9.071830985915494)","(20.0, 28.0, 26.666666666666668)","(3.6, 4.4, 4.272594397076736)","(4.0, 4.7, 4.644594594594595)","(10.0, 13.0, 12.505813953488373)","(10.0, 12.0, 11.574074074074074)","(5.5, 6.4, 6.2834008097166)"
07-01-2023 14:14:19.568441,"(12.0, 13.5, 13.458498023715414)","(8.0, 9.6, 9.071830985915494)","(20.0, 28.0, 26.57718120805369)","(3.6, 4.4, 4.272594397076736)","(4.0, 4.7, 4.644594594594595)","(10.0, 13.0, 12.505813953488373)","(10.0, 12.0, 11.574074074074074)","(5.5, 6.4, 6.2834008097166)"
07-01-2023 14:14:20.773112,"(12.0, 13.5, 13.458498023715414)","(8.0, 9.6, 9.071830985915494)","(20.0, 28.0, 26.57718120805369)","(3.6, 4.4, 4.272594397076736)","(4.0, 4.7, 4.644594594594595)","(10.0, 13.0, 12.430769230769231)","(10.0, 12.0, 11.574074074074074)","(5.5, 6.4, 6.282448979591837)"
07-01-2023 14:14:22.034688,"(12.0, 13.5, 13.458498023715414)","(8.0, 9.6, 9.071830985915494)","(20.0, 28.0, 26.57718120805369)","(3.6, 4.4, 4.271940667490729)","(4.0, 4.7, 4.644594594594595)","(10.0, 12.5, 12.386861313868613)","(10.0, 12.0, 11.574074074074074)","(5.5, 6.4, 6.282448979591837)"
07-01-2023 14:14:23.338321,"(12.0, 13.5, 13.46031746031746)","(8.0, 9.6, 9.071830985915494)","(20.0, 28.0, 26.57718120805369)","(3.6, 4.4, 4.271940667490729)","(4.0, 4.7, 4.644594594594595)","(10.0, 13.0, 12.386861313868613)","(10.0, 12.0, 11.574074074074074)","(5.5, 6.4, 6.282448979591837)"
07-01-2023 14:14:24.632358,"(12.0, 13.5, 13.46031746031746)","(8.0, 9.6, 9.071830985915494)","(20.0, 28.0, 26.57718120805369)","(3.6, 4.4, 4.271940667490729)","(4.0, 4.7, 4.644594594594595)","(10.0, 13.0, 12.384057971014492)","(10.0, 12.0, 11.574074074074074)","(5.5, 6.4, 6.282448979591837)"
07-01-2023 14:14:25.713390,"(12.0, 13.5, 13.46031746031746)","(8.0, 9.6, 9.071830985915494)","(20.0, 28.0, 26.57718120805369)","(3.6, 4.4, 4.271940667490729)","(4.0, 4.7, 4.66)","(10.0, 13.0, 12.384057971014492)","(10.0, 12.0, 11.574074074074074)","(5.5, 6.4, 6.282448979591837)"
07-01-2023 14:14:26.908888,"(12.0, 14.0, 13.696078431372548)","(8.0, 9.6, 9.071830985915494)","(20.0, 28.0, 26.57718120805369)","(3.6, 4.4, 4.268957345971565)","(4.0, 4.7, 4.66)","(10.0, 13.0, 12.384057971014492)","(10.0, 12.0, 11.574074074074074)","(5.5, 6.4, 6.282448979591837)"
07-01-2023 14:14:28.140251,"(12.0, 14.0, 13.80379746835443)","(8.0, 9.6, 9.071830985915494)","(20.0, 28.0, 26.57718120805369)","(3.6, 4.4, 4.268957345971565)","(4.0, 4.7, 4.66)","(10.0, 13.0, 12.384057971014492)","(10.0, 12.0, 11.574074074074074)","(5.5, 6.4, 6.4189054726368155)"
07-01-2023 14:14:29.299772,"(12.0, 14.0, 13.80379746835443)","(8.0, 9.6, 9.071830985915494)","(20.0, 28.0, 26.57718120805369)","(3.6, 4.4, 4.258386683738797)","(4.0, 4.7, 4.634653465346535)","(10.0, 13.0, 12.384057971014492)","(10.0, 12.0, 11.574074074074074)","(5.5, 6.6, 6.430697674418605)"
07-01-2023 14:14:30.402044,"(12.0, 14.0, 13.80379746835443)","(8.0, 9.6, 9.071830985915494)","(20.0, 28.0, 26.57718120805369)","(3.6, 4.4, 4.265291262135922)","(4.0, 4.7, 4.634653465346535)","(10.0, 13.0, 12.384057971014492)","(10.0, 12.0, 11.574074074074074)","(5.5, 6.6, 6.429906542056075)"
07-01-2023 14:14:31.633223,"(12.0, 14.0, 13.80379746835443)","(8.0, 9.6, 9.071830985915494)","(20.0, 28.0, 26.57718120805369)","(3.6, 4.4, 4.265291262135922)","(4.0, 4.7, 4.661403508771929)","(10.0, 13.0, 12.384057971014492)","(10.0, 12.0, 11.574074074074074)","(5.5, 6.6, 6.429906542056075)"
07-01-2023 14:14:32.933689,"(12.0, 14.0, 13.790909090909091)","(8.0, 9.6, 9.071830985915494)","(20.0, 28.0, 26.57718120805369)","(3.6, 4.4, 4.268360864040661)","(4.0, 4.7, 4.680357142857143)","(10.0, 13.0, 12.384057971014492)","(10.0, 12.0, 11.574074074074074)","(5.5, 6.6, 6.429906542056075)"
07-01-2023 14:14:34.153078,"(12.0, 13.5, 13.484848484848484)","(8.0, 9.6, 9.071830985915494)","(20.0, 28.0, 26.57718120805369)","(3.6, 4.4, 4.271516646115907)","(4.0, 4.7, 4.680357142857143)","(10.0, 13.0, 12.384057971014492)","(10.0, 12.0, 11.574074074074074)","(5.5, 6.6, 6.429906542056075)"
07-01-2023 14:14:35.230057,"(12.0, 13.5, 13.390070921985815)","(8.0, 9.6, 9.071830985915494)","(20.0, 28.0, 26.57718120805369)","(3.6, 4.4, 4.271516646115907)","(4.0, 4.7, 4.680357142857143)","(10.0, 13.0, 12.384057971014492)","(10.0, 12.0, 11.574074074074074)","(5.5, 6.6, 6.429906542056075)"
07-01-2023 14:14:36.619132,"(12.0, 13.5, 13.390070921985815)","(8.0, 9.6, 9.071830985915494)","(20.0, 28.0, 26.57718120805369)","(3.6, 4.4, 4.273577749683945)","(4.0, 4.7, 4.680357142857143)","(10.0, 13.0, 12.384057971014492)","(10.0, 12.0, 11.574074074074074)","(5.5, 6.6, 6.429906542056075)"
07-01-2023 14:14:38.104982,"(12.0, 14.0, 13.905349794238683)","(8.0, 9.6, 9.071830985915494)","(20.0, 28.0, 26.57718120805369)","(3.6, 4.4, 4.273577749683945)","(4.0, 4.7, 4.680357142857143)","(10.0, 13.0, 12.384057971014492)","(10.0, 12.0, 11.574074074074074)","(5.5, 6.6, 6.484076433121019)"
07-01-2023 14:14:39.397668,"(12.0, 14.0, 13.905349794238683)","(8.0, 9.6, 9.071830985915494)","(20.0, 28.0, 26.57718120805369)","(3.6, 4.4, 4.277765108323831)","(4.0, 4.7, 4.697826086956521)","(10.0, 13.0, 12.34108527131783)","(10.0, 12.0, 11.574074074074074)","(5.5, 6.6, 6.484076433121019)"
07-01-2023 14:14:40.666987,"(12.0, 14.5, 13.852941176470589)","(8.0, 9.6, 9.071830985915494)","(20.0, 28.0, 26.57718120805369)","(3.6, 4.4, 4.277764277035237)","(4.0, 4.8, 4.604166666666666)","(10.0, 13.0, 12.30327868852459)","(10.0, 12.0, 11.574074074074074)","(5.5, 6.6, 6.455587392550143)"
07-01-2023 14:14:42.081303,"(12.0, 14.5, 13.942553191489361)","(8.0, 9.6, 9.392156862745098)","(20.0, 28.0, 26.57718120805369)","(3.6, 4.4, 4.29907120743034)","(4.0, 4.8, 4.604761904761904)","(10.0, 13.0, 12.488636363636363)","(10.0, 12.0, 11.573394495412844)","(5.5, 6.6, 6.500411522633745)"
07-01-2023 14:14:43.402376,"(12.0, 14.5, 14.11049723756906)","(8.0, 9.4, 9.392156862745098)","(20.0, 28.0, 26.57718120805369)","(3.6, 4.3, 4.29907120743034)","(4.0, 4.7, 4.603921568627451)","(10.0, 12.5, 12.488636363636363)","(10.0, 12.0, 11.573394495412844)","(5.5, 6.6, 6.500411522633745)"
07-01-2023 14:14:44.604268,"(12.0, 14.5, 14.159420289855072)","(8.0, 9.4, 9.392307692307693)","(20.0, 28.0, 26.57718120805369)","(3.6, 4.3, 4.29907120743034)","(4.0, 4.7, 4.603921568627451)","(10.0, 12.5, 12.488636363636363)","(10.0, 12.0, 11.573394495412844)","(5.5, 6.6, 6.500411522633745)"
07-01-2023 14:14:45.779420,"(12.0, 14.5, 13.83175355450237)","(8.0, 9.6, 9.172881355932203)","(20.0, 28.0, 26.57718120805369)","(3.6, 4.4, 4.2739884393063585)","(4.0, 4.7, 4.618181818181818)","(10.0, 13.0, 12.457446808510639)","(10.0, 12.0, 11.574074074074074)","(5.5, 6.6, 6.501244813278008)"
07-01-2023 14:14:46.998176,"(12.0, 14.5, 14.106145251396647)","(8.0, 9.4, 9.392307692307693)","(20.0, 28.0, 26.57718120805369)","(3.6, 4.3, 4.29907120743034)","(4.0, 4.7, 4.603921568627451)","(10.0, 12.5, 12.488636363636363)","(10.0, 12.0, 11.573394495412844)","(5.5, 6.6, 6.500411522633745)"
07-01-2023 14:14:48.109800,"(12.0, 14.5, 14.059375)","(8.0, 9.4, 9.392307692307693)","(20.0, 28.0, 26.57718120805369)","(3.6, 4.3, 4.29907120743034)","(4.0, 4.7, 4.603921568627451)","(10.0, 12.5, 12.488636363636363)","(10.0, 12.0, 11.573394495412844)","(5.5, 6.6, 6.500411522633745)"
07-01-2023 14:14:49.296086,"(12.0, 14.5, 14.013793103448275)","(8.0, 9.4, 9.269767441860465)","(20.0, 27.0, 26.8)","(3.6, 4.3, 4.289887640449438)","(4.0, 4.7, 4.603076923076923)","(10.0, 12.5, 12.37719298245614)","(10.0, 12.0, 11.74609375)","(5.5, 6.6, 6.486124401913876)"
07-01-2023 14:14:50.562728,"(12.0, 14.5, 13.983636363636364)","(8.0, 9.4, 9.194957983193277)","(20.0, 27.0, 26.8)","(3.6, 4.3, 4.290651558073654)","(4.0, 4.7, 4.603076923076923)","(10.0, 12.5, 12.37719298245614)","(10.0, 12.0, 11.74609375)","(5.5, 6.6, 6.486124401913876)"
07-01-2023 14:14:51.869299,"(12.0, 14.5, 14.052301255230125)","(8.0, 9.4, 9.194957983193277)","(20.0, 27.0, 26.867924528301888)","(3.6, 4.3, 4.290651558073654)","(4.0, 4.7, 4.603076923076923)","(10.0, 12.5, 12.370689655172415)","(10.0, 12.0, 11.74609375)","(5.5, 6.6, 6.486124401913876)"
07-01-2023 14:14:53.036546,"(12.0, 14.5, 13.962311557788945)","(8.0, 9.4, 9.194957983193277)","(20.0, 27.0, 26.867924528301888)","(3.6, 4.3, 4.289887640449438)","(4.0, 4.7, 4.601162790697674)","(10.0, 12.5, 12.364406779661017)","(10.0, 12.0, 11.744186046511627)","(5.5, 6.6, 6.485308056872038)"
07-01-2023 14:14:54.226145,"(12.0, 14.5, 14.136054421768707)","(8.0, 9.4, 9.191735537190082)","(20.0, 27.0, 26.867924528301888)","(3.6, 4.3, 4.289887640449438)","(4.0, 4.7, 4.601162790697674)","(10.0, 12.5, 12.364406779661017)","(10.0, 12.0, 11.744186046511627)","(5.5, 6.6, 6.485308056872038)"
07-01-2023 14:14:55.387941,"(12.0, 14.5, 14.136054421768707)","(8.0, 9.4, 9.191735537190082)","(20.0, 27.0, 26.867924528301888)","(3.6, 4.3, 4.2899159663865545)","(4.0, 4.7, 4.6017241379310345)","(10.0, 12.5, 12.283783783783784)","(10.0, 12.0, 11.744186046511627)","(5.5, 6.6, 6.485308056872038)"
07-01-2023 14:14:56.655862,"(12.0, 14.5, 14.136054421768707)","(8.0, 9.4, 9.191735537190082)","(20.0, 27.0, 26.867924528301888)","(3.6, 4.3, 4.2899159663865545)","(4.0, 4.7, 4.6017241379310345)","(10.0, 12.5, 12.283783783783784)","(10.0, 12.0, 11.744186046511627)","(5.5, 6.6, 6.485308056872038)"
07-01-2023 14:14:57.812915,"(12.0, 14.5, 14.136054421768707)","(8.0, 9.4, 9.191735537190082)","(20.0, 27.0, 26.867924528301888)","(3.6, 4.3, 4.290168539325842)","(4.0, 4.7, 4.6008695652173905)","(10.0, 12.5, 12.283783783783784)","(10.0, 12.0, 11.92)","(5.5, 6.6, 6.485714285714286)"
07-01-2023 14:14:58.880771,"(12.0, 14.5, 14.136054421768707)","(8.0, 9.4, 9.172477064220184)","(20.0, 27.0, 26.867924528301888)","(3.6, 4.3, 4.290168539325842)","(4.0, 4.7, 4.568945868945868)","(10.0, 12.5, 12.258064516129032)","(10.0, 12.0, 11.92)","(5.5, 6.6, 6.4670391061452515)"
07-01-2023 14:15:00.133160,"(12.0, 14.5, 14.136054421768707)","(8.0, 9.4, 9.163106796116505)","(20.0, 27.0, 26.867924528301888)","(3.6, 4.3, 4.261206896551724)","(4.0, 4.6, 4.568081991215227)","(10.0, 12.5, 12.258064516129032)","(10.0, 12.0, 11.928571428571429)","(5.5, 6.6, 6.4877358490566035)"
07-01-2023 14:15:01.490307,"(12.0, 14.5, 14.192528735632184)","(8.0, 9.4, 9.185964912280703)","(20.0, 27.0, 26.867924528301888)","(3.6, 4.3, 4.186108165429481)","(4.0, 4.6, 4.568081991215227)","(10.0, 12.5, 12.3125)","(10.0, 12.0, 11.928571428571429)","(5.5, 6.6, 6.495614035087719)"
07-01-2023 14:15:02.732052,"(12.0, 14.5, 14.192528735632184)","(8.0, 9.4, 9.185964912280703)","(20.0, 27.0, 26.82608695652174)","(3.6, 4.2, 4.163031275060145)","(4.0, 4.6, 4.56903409090909)","(10.0, 12.5, 12.3125)","(10.0, 12.0, 11.955696202531646)","(5.5, 6.6, 6.373224043715847)"
07-01-2023 14:15:03.956943,"(12.0, 14.5, 14.215425531914894)","(8.0, 9.4, 9.185964912280703)","(20.0, 27.0, 26.741935483870968)","(3.6, 4.2, 4.168030513176144)","(4.0, 4.6, 4.5688571428571425)","(10.0, 12.5, 12.3125)","(10.0, 12.5, 11.817460317460318)","(5.5, 6.4, 6.398125)"
07-01-2023 14:15:05.222232,"(12.0, 14.5, 14.215425531914894)","(8.0, 9.4, 9.185964912280703)","(20.0, 27.0, 26.741935483870968)","(3.6, 4.2, 4.167717086834734)","(4.0, 4.6, 4.5688571428571425)","(10.0, 12.5, 12.3125)","(10.0, 12.5, 11.817460317460318)","(5.5, 6.4, 6.398125)"
07-01-2023 14:15:06.556602,"(12.0, 14.5, 14.215425531914894)","(8.0, 9.4, 9.185964912280703)","(20.0, 27.0, 26.741935483870968)","(3.6, 4.2, 4.167717086834734)","(4.0, 4.6, 4.5688571428571425)","(10.0, 12.5, 12.3125)","(10.0, 12.5, 11.848484848484848)","(5.5, 6.4, 6.397744360902256)"
07-01-2023 14:15:07.757904,"(12.0, 14.5, 14.215425531914894)","(8.0, 9.4, 9.185964912280703)","(20.0, 27.0, 26.741935483870968)","(3.6, 4.2, 4.17006554989075)","(4.0, 4.6, 4.5688571428571425)","(10.0, 12.5, 12.33695652173913)","(10.0, 12.5, 11.848484848484848)","(5.5, 6.4, 6.374750830564785)"
07-01-2023 14:15:09.070181,"(12.0, 14.5, 14.215425531914894)","(8.0, 9.4, 9.185964912280703)","(20.0, 27.0, 26.741935483870968)","(3.6, 4.2, 4.17006554989075)","(4.0, 4.6, 4.5688571428571425)","(10.0, 12.5, 12.33695652173913)","(10.0, 12.5, 11.876811594202898)","(5.5, 6.4, 6.357303370786517)"
07-01-2023 14:15:10.383811,"(12.0, 14.5, 14.22279792746114)","(8.0, 9.4, 9.182758620689656)","(20.0, 27.0, 26.741935483870968)","(3.6, 4.2, 4.174036191974823)","(4.0, 4.6, 4.590943396226415)","(10.0, 12.5, 12.297297297297296)","(10.0, 12.5, 11.876811594202898)","(5.5, 6.4, 6.351219512195122)"
07-01-2023 14:15:11.724419,"(12.0, 14.5, 14.22279792746114)","(8.0, 9.4, 9.191735537190082)","(20.0, 27.0, 26.75)","(3.6, 4.2, 4.174682539682539)","(4.0, 4.6, 4.594765342960288)","(10.0, 12.5, 12.35)","(10.0, 12.5, 11.894366197183098)","(5.5, 6.4, 6.243636363636364)"
07-01-2023 14:15:13.052172,"(12.0, 14.5, 14.225641025641025)","(7.5, 9.4, 9.191735537190082)","(20.0, 27.0, 26.774193548387096)","(3.6, 4.2, 4.173343725643024)","(4.0, 4.6, 4.594765342960288)","(10.0, 12.5, 12.370689655172415)","(10.0, 12.5, 11.94516129032258)","(5.5, 6.4, 6.371841155234657)"
07-01-2023 14:15:14.371829,"(12.0, 14.5, 14.215425531914894)","(7.5, 9.4, 9.193442622950819)","(20.0, 27.0, 26.794117647058822)","(3.6, 4.2, 4.171990171990172)","(4.0, 4.6, 4.59462962962963)","(10.0, 12.5, 12.370689655172415)","(10.0, 12.5, 11.94516129032258)","(5.5, 6.4, 6.309826589595376)"
07-01-2023 14:15:15.811913,"(12.0, 14.5, 14.225641025641025)","(7.5, 9.4, 9.193442622950819)","(20.0, 27.0, 26.794117647058822)","(3.6, 4.2, 4.240259740259741)","(4.0, 4.6, 4.59462962962963)","(10.0, 12.5, 12.370689655172415)","(10.0, 12.5, 11.94516129032258)","(5.5, 6.4, 6.374634146341464)"
07-01-2023 14:15:17.197007,"(12.0, 14.5, 14.225641025641025)","(7.5, 9.4, 9.193442622950819)","(20.0, 27.0, 26.794117647058822)","(3.6, 4.3, 4.292592592592593)","(4.0, 4.6, 4.59462962962963)","(10.0, 12.5, 12.370689655172415)","(10.0, 12.5, 11.94516129032258)","(5.5, 6.4, 6.351923076923077)"
07-01-2023 14:15:18.628870,"(12.0, 14.5, 14.236453201970443)","(7.5, 9.4, 9.220689655172414)","(20.0, 27.0, 24.170648464163822)","(3.6, 4.3, 4.293939393939394)","(4.0, 4.6, 4.59462962962963)","(10.0, 12.5, 12.370689655172415)","(10.0, 12.5, 11.894366197183098)","(5.5, 6.4, 6.353519256308101)"
07-01-2023 14:15:19.979118,"(12.0, 14.5, 14.236453201970443)","(7.5, 9.4, 9.220689655172414)","(20.0, 26.0, 24.170648464163822)","(3.6, 4.3, 4.294890510948905)","(4.0, 4.6, 4.59462962962963)","(10.0, 12.5, 12.370689655172415)","(10.0, 12.5, 11.894366197183098)","(5.5, 6.4, 6.3543391188251)"
07-01-2023 14:15:21.502651,"(12.0, 14.5, 14.236453201970443)","(7.5, 9.4, 9.220689655172414)","(20.0, 26.0, 24.34567901234568)","(3.6, 4.3, 4.294814814814814)","(4.0, 4.6, 4.593933823529412)","(10.0, 12.5, 12.370689655172415)","(10.0, 12.5, 11.894366197183098)","(5.5, 6.4, 6.354155495978553)"
07-01-2023 14:15:22.890195,"(12.0, 14.5, 14.235148514851485)","(7.5, 9.4, 9.220689655172414)","(20.0, 26.0, 24.34567901234568)","(3.6, 4.3, 4.293636363636363)","(4.0, 4.6, 4.593933823529412)","(10.0, 12.5, 12.370689655172415)","(10.0, 12.5, 11.944444444444445)","(5.5, 6.4, 6.354155495978553)"
07-01-2023 14:15:24.255845,"(12.0, 14.5, 14.235148514851485)","(7.5, 9.4, 9.029787234042553)","(20.0, 26.0, 24.34567901234568)","(3.6, 4.3, 4.2950877192982455)","(4.0, 4.6, 4.593933823529412)","(10.0, 12.5, 11.907103825136613)","(10.0, 12.0, 11.944444444444445)","(5.5, 6.4, 6.355059132720106)"
07-01-2023 14:15:25.504578,"(12.0, 14.5, 14.235148514851485)","(7.5, 9.4, 9.214893617021277)","(20.0, 26.0, 24.270967741935483)","(3.6, 4.3, 4.295)","(4.0, 4.6, 4.682899628252788)","(10.0, 12.0, 11.907103825136613)","(10.0, 12.0, 11.95679012345679)","(5.5, 6.4, 6.354155495978553)"
07-01-2023 14:15:26.826406,"(12.0, 14.5, 14.219895287958115)","(7.5, 9.4, 9.214893617021277)","(20.0, 26.0, 24.335365853658537)","(3.6, 4.3, 4.295625)","(4.0, 4.7, 4.68361581920904)","(10.0, 12.0, 11.907103825136613)","(10.0, 12.0, 11.950704225352112)","(5.5, 6.4, 6.353846153846154)"
07-01-2023 14:15:28.130349,"(12.0, 14.5, 14.209239130434783)","(7.5, 9.4, 9.223404255319148)","(20.0, 26.0, 24.335365853658537)","(3.6, 4.3, 4.27979094076655)","(4.0, 4.7, 4.68361581920904)","(10.0, 12.0, 11.880434782608695)","(10.0, 12.0, 11.950704225352112)","(5.5, 6.4, 6.353908355795149)"
07-01-2023 14:15:29.314472,"(12.0, 14.5, 14.209239130434783)","(7.5, 9.4, 9.223404255319148)","(20.0, 26.0, 24.335365853658537)","(3.6, 4.3, 4.2763532763532766)","(4.0, 4.7, 4.679672897196261)","(10.0, 12.0, 11.880434782608695)","(10.0, 12.0, 11.855555555555556)","(5.5, 6.4, 6.3540322580645165)"
07-01-2023 14:15:30.536974,"(12.0, 14.5, 14.219895287958115)","(7.5, 9.4, 9.223404255319148)","(20.0, 26.0, 24.335365853658537)","(3.6, 4.3, 4.2763532763532766)","(4.0, 4.7, 4.679672897196261)","(10.0, 12.0, 11.880434782608695)","(10.0, 12.0, 11.855555555555556)","(5.5, 6.4, 6.3540322580645165)"
07-01-2023 14:15:31.865903,"(12.0, 14.5, 14.219895287958115)","(7.5, 9.4, 9.223404255319148)","(20.0, 26.0, 24.335365853658537)","(3.6, 4.3, 4.281458966565349)","(4.0, 4.7, 4.679672897196261)","(10.0, 12.0, 11.880434782608695)","(10.0, 12.0, 11.855555555555556)","(5.5, 6.4, 6.3540322580645165)"
07-01-2023 14:15:33.166310,"(12.0, 14.5, 14.219895287958115)","(7.5, 9.4, 9.223404255319148)","(20.0, 26.0, 24.335365853658537)","(3.6, 4.3, 4.281458966565349)","(4.0, 4.7, 4.679672897196261)","(10.0, 12.0, 11.880434782608695)","(10.0, 12.0, 11.839506172839506)","(5.5, 6.4, 6.308724832214765)"
07-01-2023 14:15:34.395710,"(12.0, 14.5, 14.219895287958115)","(7.5, 9.4, 9.20470588235294)","(20.0, 26.0, 25.014440433212997)","(3.6, 4.3, 4.281458966565349)","(4.0, 4.7, 4.679672897196261)","(10.0, 12.0, 11.880434782608695)","(10.0, 12.0, 11.839506172839506)","(5.5, 6.4, 6.308724832214765)"
07-01-2023 14:15:35.683166,"(12.0, 14.5, 14.219895287958115)","(7.5, 9.4, 9.20470588235294)","(20.0, 26.0, 25.007272727272728)","(3.6, 4.3, 4.281458966565349)","(4.0, 4.7, 4.680614657210402)","(10.0, 12.0, 11.884210526315789)","(10.0, 12.0, 11.839506172839506)","(5.5, 6.4, 6.3612535612535615)"
07-01-2023 14:15:36.848271,"(12.0, 14.5, 14.219895287958115)","(7.5, 9.4, 9.20470588235294)","(20.0, 26.0, 25.007272727272728)","(3.6, 4.3, 4.278214285714285)","(4.0, 4.7, 4.682478632478633)","(10.0, 12.0, 11.878453038674033)","(10.0, 12.0, 11.839506172839506)","(5.5, 6.4, 6.3612535612535615)"
07-01-2023 14:15:38.032921,"(12.0, 14.5, 14.219895287958115)","(7.5, 9.4, 9.20470588235294)","(20.0, 26.0, 25.007272727272728)","(3.6, 4.3, 4.284375)","(4.0, 4.7, 4.685022026431718)","(10.0, 12.0, 11.878453038674033)","(10.0, 12.0, 11.839506172839506)","(5.5, 6.4, 6.3612535612535615)"
07-01-2023 14:15:39.255992,"(12.0, 14.5, 14.219895287958115)","(7.5, 9.4, 9.20470588235294)","(20.0, 26.0, 25.065068493150687)","(3.6, 4.3, 4.284375)","(4.0, 4.7, 4.693917274939173)","(10.0, 12.0, 11.878453038674033)","(10.0, 12.0, 11.839506172839506)","(5.5, 6.4, 6.3612535612535615)"
07-01-2023 14:15:40.496880,"(12.0, 14.5, 14.219895287958115)","(7.5, 9.4, 9.20470588235294)","(20.0, 26.0, 25.065068493150687)","(3.6, 4.3, 4.293103448275862)","(4.0, 4.7, 4.7329896907216495)","(10.0, 12.0, 11.878453038674033)","(10.0, 12.0, 11.96078431372549)","(5.5, 6.4, 6.3610315186246424)"
07-01-2023 14:15:41.746655,"(12.0, 14.5, 14.209239130434783)","(7.5, 9.4, 9.20470588235294)","(20.0, 26.0, 25.065068493150687)","(3.6, 4.3, 4.292233009708737)","(4.0, 4.8, 4.767661691542289)","(10.0, 12.0, 11.872093023255815)","(10.0, 12.0, 11.604166666666666)","(5.5, 6.4, 6.3610315186246424)"
07-01-2023 14:15:42.972958,"(12.0, 14.5, 14.19774011299435)","(7.5, 9.4, 9.2)","(20.0, 26.0, 25.086666666666666)","(3.6, 4.3, 4.279710144927536)","(4.0, 4.8, 4.767661691542289)","(10.0, 12.0, 11.872093023255815)","(10.0, 12.0, 11.604166666666666)","(5.5, 6.4, 6.3610315186246424)"
07-01-2023 14:15:44.137030,"(12.0, 14.5, 14.207650273224044)","(7.5, 9.2, 9.162589928057553)","(20.0, 26.0, 25.086666666666666)","(3.6, 4.3, 4.288888888888889)","(4.0, 4.8, 4.773360655737704)","(10.0, 12.0, 11.872093023255815)","(10.0, 12.0, 11.604166666666666)","(5.5, 6.4, 6.3610315186246424)"
07-01-2023 14:15:45.322553,"(12.0, 14.5, 14.207650273224044)","(7.5, 9.2, 9.16231884057971)","(20.0, 26.0, 25.086666666666666)","(3.6, 4.3, 4.288888888888889)","(4.0, 4.8, 4.7716)","(10.0, 12.0, 11.872093023255815)","(10.0, 12.0, 11.604166666666666)","(5.5, 6.4, 6.345381526104418)"
07-01-2023 14:15:46.555033,"(12.0, 14.5, 14.207650273224044)","(7.5, 9.2, 9.16231884057971)","(20.0, 26.0, 25.086666666666666)","(3.6, 4.3, 4.27741935483871)","(4.0, 4.8, 4.856701030927836)","(10.0, 12.0, 11.872093023255815)","(10.0, 12.0, 11.604166666666666)","(5.5, 6.4, 6.335074626865672)"
07-01-2023 14:15:47.782752,"(12.0, 14.5, 14.207650273224044)","(7.5, 9.2, 9.16231884057971)","(20.0, 26.0, 25.086666666666666)","(3.6, 4.3, 4.288888888888889)","(4.0, 4.9, 4.860778443113772)","(10.0, 12.0, 11.872093023255815)","(10.0, 12.0, 11.943703703703704)","(5.5, 6.4, 6.345381526104418)"
07-01-2023 14:15:48.934571,"(12.0, 14.5, 14.207650273224044)","(7.5, 9.2, 9.16231884057971)","(20.0, 26.0, 25.086666666666666)","(3.6, 4.3, 4.288888888888889)","(4.0, 4.9, 4.864207650273224)","(10.0, 12.0, 11.872093023255815)","(10.0, 12.0, 11.943703703703704)","(5.5, 6.4, 6.345381526104418)"
07-01-2023 14:15:50.180958,"(12.0, 14.5, 14.207650273224044)","(7.5, 9.2, 9.14022988505747)","(20.0, 26.0, 24.876923076923077)","(3.6, 4.3, 4.288888888888889)","(4.0, 4.9, 4.880669144981413)","(10.0, 12.0, 11.872093023255815)","(10.0, 12.0, 11.943703703703704)","(5.5, 6.4, 6.354817275747509)"
07-01-2023 14:15:51.479720,"(12.0, 14.5, 14.207650273224044)","(7.5, 9.2, 9.14022988505747)","(20.0, 25.0, 24.80851063829787)","(3.6, 4.3, 4.313919413919414)","(4.0, 4.9, 4.880669144981413)","(10.0, 12.0, 11.872093023255815)","(10.0, 12.0, 11.888418079096045)","(5.5, 6.4, 6.323280423280424)"
