,Dangerous Woman,Sweet Hummer,Boudicca,Churn It Up,Opawa Amiekay,Big Time Curly
16-12-2022 12:30:33.222217,"(3.2, 4.0, 3.592857142857143)","(13.0, 32.0, 30.571428571428573)","(26.0, 220.0, 131.8181818181818)","(10.0, 21.0, 18.625)","(3.5, 5.4, 5.022857142857143)","(2.3, 3.05, 2.379655172413793)"
16-12-2022 12:30:34.106639,"(3.2, 4.0, 3.592857142857143)","(13.0, 32.0, 30.571428571428573)","(26.0, 220.0, 131.8181818181818)","(10.0, 21.0, 18.625)","(3.5, 5.4, 5.022857142857143)","(2.3, 3.05, 2.379655172413793)"
16-12-2022 12:30:35.091986,"(3.2, 4.0, 3.592857142857143)","(13.0, 32.0, 30.571428571428573)","(26.0, 220.0, 131.8181818181818)","(10.0, 21.0, 18.625)","(3.5, 5.4, 5.022857142857143)","(2.3, 3.05, 2.379655172413793)"
16-12-2022 12:30:36.035888,"(3.2, 4.0, 3.592857142857143)","(13.0, 32.0, 30.571428571428573)","(26.0, 220.0, 131.8181818181818)","(10.0, 21.0, 18.625)","(3.5, 5.4, 5.022857142857143)","(2.3, 3.05, 2.379655172413793)"
16-12-2022 12:30:36.897861,"(3.2, 4.0, 3.592857142857143)","(13.0, 32.0, 30.571428571428573)","(26.0, 220.0, 131.8181818181818)","(10.0, 21.0, 18.625)","(3.5, 5.4, 5.022857142857143)","(2.3, 3.05, 2.379655172413793)"
16-12-2022 12:30:37.766522,"(3.2, 3.95, 3.8240740740740744)","(13.0, 32.0, 30.571428571428573)","(26.0, 220.0, 131.8181818181818)","(10.0, 21.0, 19.944444444444443)","(3.5, 5.4, 5.022857142857143)","(2.3, 3.05, 2.379655172413793)"
16-12-2022 12:30:38.714619,"(3.2, 3.95, 3.6144736842105267)","(13.0, 32.0, 30.571428571428573)","(26.0, 220.0, 131.8181818181818)","(10.0, 21.0, 18.75)","(3.5, 5.4, 5.022857142857143)","(2.3, 3.05, 2.379655172413793)"
16-12-2022 12:30:39.722606,"(3.2, 3.95, 3.6144736842105267)","(13.0, 32.0, 30.571428571428573)","(26.0, 220.0, 131.8181818181818)","(10.0, 21.0, 20.0)","(3.6, 5.4, 5.022857142857143)","(2.3, 3.05, 2.379655172413793)"
16-12-2022 12:30:40.584550,"(3.2, 3.95, 3.6144736842105267)","(13.0, 32.0, 30.571428571428573)","(31.0, 220.0, 131.8181818181818)","(10.0, 21.0, 20.756756756756758)","(3.6, 5.4, 5.022857142857143)","(2.3, 3.05, 2.379655172413793)"
16-12-2022 12:30:41.537259,"(3.2, 3.95, 3.6144736842105267)","(13.0, 32.0, 30.571428571428573)","(31.0, 220.0, 131.8181818181818)","(10.0, 21.0, 20.756756756756758)","(3.6, 5.4, 5.022857142857143)","(2.3, 3.05, 2.379655172413793)"
16-12-2022 12:30:42.518303,"(3.2, 3.95, 3.6144736842105267)","(13.0, 32.0, 30.571428571428573)","(31.0, 190.0, 115.45454545454545)","(10.0, 21.0, 20.756756756756758)","(3.6, 5.4, 5.022857142857143)","(2.3, 3.05, 2.379655172413793)"
16-12-2022 12:30:43.549646,"(3.2, 3.95, 3.6144736842105267)","(13.0, 32.0, 30.571428571428573)","(31.0, 190.0, 80.66666666666666)","(10.0, 21.0, 18.75)","(3.6, 5.4, 5.022857142857143)","(2.3, 3.05, 2.379655172413793)"
16-12-2022 12:30:44.450922,"(3.2, 3.95, 3.6144736842105267)","(13.0, 32.0, 30.571428571428573)","(31.0, 190.0, 80.66666666666666)","(10.0, 21.0, 18.875)","(3.6, 5.4, 5.022857142857143)","(2.3, 3.05, 2.379655172413793)"
16-12-2022 12:30:45.264445,"(3.2, 3.95, 3.55)","(13.0, 32.0, 30.571428571428573)","(31.0, 190.0, 80.66666666666666)","(10.0, 21.0, 20.11111111111111)","(3.6, 5.4, 5.022857142857143)","(2.3, 3.05, 2.379655172413793)"
16-12-2022 12:30:46.102608,"(3.2, 3.95, 3.55)","(13.0, 32.0, 30.571428571428573)","(31.0, 190.0, 80.66666666666666)","(10.0, 21.0, 20.11111111111111)","(3.6, 5.4, 5.022857142857143)","(2.3, 3.05, 2.379655172413793)"
16-12-2022 12:30:46.995057,"(3.2, 3.95, 3.607142857142857)","(13.0, 32.0, 30.571428571428573)","(31.0, 190.0, 80.66666666666666)","(10.0, 21.0, 20.11111111111111)","(3.6, 5.4, 5.022857142857143)","(2.3, 3.05, 2.379655172413793)"
16-12-2022 12:30:47.933871,"(3.2, 3.95, 3.5602564102564105)","(13.0, 32.0, 30.571428571428573)","(31.0, 190.0, 80.66666666666666)","(10.0, 21.0, 20.428571428571427)","(3.6, 5.4, 5.022857142857143)","(2.3, 3.05, 2.379655172413793)"
16-12-2022 12:30:48.867242,"(3.2, 3.95, 3.6195652173913047)","(13.0, 32.0, 30.571428571428573)","(31.0, 190.0, 80.66666666666666)","(10.0, 21.0, 20.428571428571427)","(3.6, 5.4, 5.022857142857143)","(2.3, 3.05, 2.379655172413793)"
16-12-2022 12:30:49.858918,"(3.2, 3.95, 3.6195652173913047)","(13.0, 32.0, 30.571428571428573)","(31.0, 190.0, 80.66666666666666)","(10.0, 21.0, 19.125)","(3.6, 5.4, 5.022857142857143)","(2.3, 3.05, 2.379655172413793)"
16-12-2022 12:30:50.764640,"(3.2, 3.95, 3.6195652173913047)","(13.0, 32.0, 30.571428571428573)","(31.0, 190.0, 80.66666666666666)","(10.0, 21.0, 19.125)","(3.6, 5.4, 5.022857142857143)","(2.3, 3.05, 2.379655172413793)"
16-12-2022 12:30:51.604305,"(3.2, 3.95, 3.6195652173913047)","(13.0, 32.0, 30.571428571428573)","(31.0, 190.0, 80.66666666666666)","(10.0, 21.0, 19.125)","(3.6, 5.4, 5.022857142857143)","(2.3, 3.05, 2.379655172413793)"
16-12-2022 12:30:52.495183,"(3.2, 3.95, 3.4222222222222225)","(13.0, 32.0, 30.571428571428573)","(31.0, 190.0, 80.66666666666666)","(10.0, 21.0, 20.318181818181817)","(3.6, 5.4, 5.022857142857143)","(2.3, 3.05, 2.379655172413793)"
16-12-2022 12:30:53.418834,"(3.2, 3.95, 3.546969696969697)","(13.0, 32.0, 30.571428571428573)","(31.0, 190.0, 80.66666666666666)","(10.0, 21.0, 20.318181818181817)","(3.6, 5.4, 5.022857142857143)","(2.3, 3.05, 2.379655172413793)"
16-12-2022 12:30:54.297773,"(3.2, 3.95, 3.546969696969697)","(13.0, 32.0, 30.571428571428573)","(31.0, 190.0, 80.66666666666666)","(10.0, 21.0, 20.318181818181817)","(3.6, 5.4, 5.022857142857143)","(2.3, 3.05, 2.379655172413793)"
16-12-2022 12:30:55.144008,"(3.2, 3.95, 3.546969696969697)","(13.0, 32.0, 30.571428571428573)","(31.0, 190.0, 80.66666666666666)","(10.0, 21.0, 20.53125)","(3.6, 5.4, 5.022857142857143)","(2.3, 3.05, 2.379655172413793)"
16-12-2022 12:30:56.038695,"(3.2, 3.95, 3.6)","(13.0, 32.0, 30.571428571428573)","(31.0, 190.0, 80.66666666666666)","(10.0, 21.0, 20.53125)","(3.6, 5.4, 5.022857142857143)","(2.3, 3.05, 2.379655172413793)"
16-12-2022 12:30:56.951129,"(3.2, 3.95, 3.6)","(13.0, 32.0, 30.571428571428573)","(31.0, 190.0, 80.66666666666666)","(10.0, 21.0, 20.53125)","(3.6, 5.4, 5.022857142857143)","(2.3, 3.05, 2.379655172413793)"
16-12-2022 12:30:57.829559,"(3.2, 3.95, 3.6)","(13.0, 32.0, 30.571428571428573)","(31.0, 190.0, 80.66666666666666)","(10.0, 21.0, 20.642857142857142)","(3.6, 5.4, 5.022857142857143)","(2.3, 3.05, 2.379655172413793)"
16-12-2022 12:30:58.718739,"(3.2, 3.95, 3.6)","(13.0, 32.0, 30.571428571428573)","(31.0, 190.0, 67.75)","(10.0, 21.0, 20.642857142857142)","(3.6, 5.4, 5.022857142857143)","(2.3, 3.05, 2.379655172413793)"
16-12-2022 12:30:59.573810,"(3.2, 3.95, 3.7453846153846158)","(13.0, 32.0, 30.571428571428573)","(31.0, 190.0, 67.75)","(10.0, 21.0, 20.642857142857142)","(3.6, 5.4, 5.022857142857143)","(2.3, 3.05, 2.379655172413793)"
16-12-2022 12:31:00.424866,"(3.2, 3.95, 3.7453846153846158)","(13.0, 32.0, 30.571428571428573)","(31.0, 190.0, 67.75)","(10.0, 21.0, 20.642857142857142)","(3.6, 5.4, 5.022857142857143)","(2.3, 3.05, 2.379655172413793)"
16-12-2022 12:31:01.382396,"(3.2, 3.95, 3.4925925925925925)","(13.0, 32.0, 30.571428571428573)","(31.0, 190.0, 67.75)","(10.0, 21.0, 20.642857142857142)","(3.6, 5.4, 5.022857142857143)","(2.3, 3.05, 2.379655172413793)"
16-12-2022 12:31:02.315559,"(3.2, 3.95, 3.4925925925925925)","(13.0, 32.0, 30.571428571428573)","(31.0, 190.0, 67.75)","(10.0, 21.0, 20.642857142857142)","(3.6, 5.4, 5.022857142857143)","(2.3, 3.05, 2.379655172413793)"
16-12-2022 12:31:03.239155,"(3.2, 3.95, 3.4925925925925925)","(13.0, 32.0, 30.571428571428573)","(31.0, 190.0, 67.75)","(10.0, 21.0, 20.642857142857142)","(3.6, 5.4, 5.022857142857143)","(2.3, 3.05, 2.379655172413793)"
16-12-2022 12:31:04.152305,"(3.2, 3.95, 3.4925925925925925)","(13.0, 32.0, 30.571428571428573)","(31.0, 190.0, 67.75)","(10.0, 22.0, 21.595238095238095)","(3.6, 5.4, 5.022857142857143)","(2.3, 3.05, 2.379655172413793)"
16-12-2022 12:31:05.013163,"(3.2, 3.95, 3.5640625)","(13.0, 32.0, 30.571428571428573)","(31.0, 190.0, 67.75)","(10.0, 22.0, 21.595238095238095)","(3.6, 5.4, 5.022857142857143)","(2.3, 3.05, 2.379655172413793)"
16-12-2022 12:31:05.863737,"(3.2, 3.95, 3.5640625)","(13.0, 32.0, 30.571428571428573)","(31.0, 190.0, 67.75)","(10.0, 22.0, 21.595238095238095)","(3.6, 5.4, 5.022857142857143)","(2.3, 3.05, 2.379655172413793)"
16-12-2022 12:31:06.722469,"(3.2, 3.95, 3.5640625)","(13.0, 32.0, 30.571428571428573)","(31.0, 190.0, 67.75)","(10.0, 22.0, 21.595238095238095)","(3.6, 5.4, 5.022857142857143)","(2.3, 3.05, 2.379655172413793)"
16-12-2022 12:31:07.632766,"(3.2, 3.95, 3.5640625)","(13.0, 32.0, 30.571428571428573)","(31.0, 190.0, 67.75)","(11.0, 22.0, 21.595238095238095)","(3.8, 5.4, 5.022857142857143)","(2.3, 3.05, 2.834)"
16-12-2022 12:31:08.550889,"(3.2, 3.95, 3.5640625)","(13.0, 32.0, 30.571428571428573)","(31.0, 170.0, 62.75)","(11.0, 22.0, 21.595238095238095)","(3.8, 5.4, 5.022857142857143)","(2.3, 3.05, 2.834)"
16-12-2022 12:31:09.476468,"(3.2, 3.95, 3.616216216216216)","(13.0, 32.0, 27.125)","(31.0, 170.0, 62.75)","(11.0, 22.0, 21.595238095238095)","(3.8, 5.4, 5.022857142857143)","(2.3, 3.05, 2.834)"
16-12-2022 12:31:10.352944,"(3.2, 3.95, 3.616216216216216)","(13.0, 32.0, 27.125)","(31.0, 170.0, 62.75)","(11.0, 23.0, 21.416666666666664)","(3.8, 5.4, 5.022857142857143)","(2.3, 3.05, 2.834)"
16-12-2022 12:31:11.220936,"(3.2, 3.95, 3.616216216216216)","(13.0, 32.0, 27.125)","(31.0, 170.0, 62.75)","(11.0, 22.0, 21.595238095238095)","(3.8, 5.0, 4.855172413793103)","(2.3, 3.05, 2.834)"
16-12-2022 12:31:12.118175,"(3.2, 3.95, 3.616216216216216)","(13.0, 32.0, 29.833333333333332)","(31.0, 170.0, 62.75)","(11.0, 22.0, 21.595238095238095)","(3.8, 5.0, 4.855172413793103)","(2.3, 3.05, 2.834)"
16-12-2022 12:31:13.084077,"(3.2, 3.95, 3.616216216216216)","(13.0, 32.0, 29.833333333333332)","(31.0, 170.0, 62.75)","(11.0, 22.0, 21.595238095238095)","(3.8, 5.0, 4.855172413793103)","(2.3, 3.05, 2.834)"
16-12-2022 12:31:13.970991,"(3.2, 3.95, 3.616216216216216)","(13.0, 32.0, 29.833333333333332)","(31.0, 170.0, 62.75)","(11.0, 22.0, 21.595238095238095)","(3.8, 5.0, 4.855172413793103)","(2.3, 3.05, 2.834)"
16-12-2022 12:31:14.843172,"(3.2, 3.95, 3.616216216216216)","(13.0, 32.0, 27.25)","(31.0, 170.0, 62.75)","(11.0, 22.0, 21.595238095238095)","(3.8, 5.0, 4.855172413793103)","(2.3, 3.05, 2.834)"
16-12-2022 12:31:15.713607,"(3.2, 3.95, 3.616216216216216)","(13.0, 32.0, 27.25)","(31.0, 170.0, 62.75)","(11.0, 22.0, 21.595238095238095)","(3.8, 5.0, 4.855172413793103)","(2.3, 3.05, 2.5782758620689656)"
16-12-2022 12:31:16.675927,"(3.2, 3.95, 3.616216216216216)","(13.0, 32.0, 29.88888888888889)","(31.0, 170.0, 62.75)","(11.0, 22.0, 21.595238095238095)","(3.8, 5.0, 4.855172413793103)","(2.3, 3.05, 2.5782758620689656)"
16-12-2022 12:31:17.603841,"(3.2, 3.95, 3.616216216216216)","(13.0, 32.0, 29.88888888888889)","(31.0, 170.0, 62.75)","(11.0, 22.0, 21.595238095238095)","(3.8, 5.0, 4.855172413793103)","(2.3, 3.05, 2.5782758620689656)"
16-12-2022 12:31:18.529533,"(3.2, 3.95, 3.616216216216216)","(13.0, 32.0, 27.5)","(31.0, 170.0, 62.75)","(11.0, 22.0, 21.595238095238095)","(3.8, 5.0, 4.855172413793103)","(2.3, 3.05, 2.5782758620689656)"
16-12-2022 12:31:19.396595,"(3.2, 3.95, 3.616216216216216)","(13.0, 32.0, 27.5)","(31.0, 170.0, 62.75)","(11.0, 22.0, 21.595238095238095)","(3.8, 5.0, 4.855172413793103)","(2.3, 3.05, 2.438387096774193)"
16-12-2022 12:31:20.234192,"(3.2, 3.95, 3.616216216216216)","(13.0, 32.0, 30.0)","(31.0, 170.0, 62.75)","(11.0, 22.0, 21.595238095238095)","(3.8, 5.0, 4.855172413793103)","(2.3, 3.05, 2.438387096774193)"
16-12-2022 12:31:21.138843,"(3.2, 3.95, 3.616216216216216)","(13.0, 32.0, 30.0)","(31.0, 170.0, 62.75)","(11.0, 22.0, 21.595238095238095)","(3.8, 5.0, 4.855172413793103)","(2.3, 3.05, 2.438387096774193)"
16-12-2022 12:31:22.029403,"(3.2, 3.95, 3.616216216216216)","(13.0, 32.0, 30.0)","(31.0, 170.0, 62.75)","(11.0, 22.0, 21.595238095238095)","(3.8, 5.0, 4.855172413793103)","(2.3, 3.05, 2.438387096774193)"
16-12-2022 12:31:22.889254,"(3.2, 3.95, 3.616216216216216)","(13.0, 32.0, 27.625)","(31.0, 170.0, 62.75)","(11.0, 22.0, 21.595238095238095)","(3.8, 5.0, 4.855172413793103)","(2.3, 3.05, 2.438387096774193)"
16-12-2022 12:31:23.746860,"(3.2, 3.95, 3.616216216216216)","(13.0, 32.0, 27.625)","(31.0, 170.0, 62.75)","(11.0, 22.0, 21.595238095238095)","(3.8, 5.0, 4.855172413793103)","(2.3, 3.05, 2.438387096774193)"
16-12-2022 12:31:24.707963,"(3.2, 3.95, 3.616216216216216)","(13.0, 32.0, 30.055555555555557)","(31.0, 170.0, 62.75)","(11.0, 22.0, 22.136363636363637)","(3.8, 5.0, 4.855172413793103)","(2.3, 3.05, 2.438387096774193)"
16-12-2022 12:31:25.650017,"(3.2, 3.95, 3.616216216216216)","(13.0, 32.0, 30.055555555555557)","(31.0, 170.0, 62.75)","(11.0, 23.0, 22.136363636363637)","(3.8, 5.0, 4.855172413793103)","(2.3, 3.05, 2.438387096774193)"
16-12-2022 12:31:26.567548,"(3.2, 3.95, 3.616216216216216)","(13.0, 32.0, 30.055555555555557)","(31.0, 170.0, 62.75)","(11.0, 23.0, 22.136363636363637)","(3.8, 5.0, 4.855172413793103)","(2.25, 3.05, 2.438387096774193)"
16-12-2022 12:31:27.476687,"(3.2, 3.95, 3.616216216216216)","(13.0, 32.0, 30.055555555555557)","(31.0, 170.0, 62.75)","(11.0, 23.0, 22.136363636363637)","(3.8, 5.0, 4.855172413793103)","(2.25, 3.05, 2.438387096774193)"
16-12-2022 12:31:28.395092,"(3.2, 3.95, 3.616216216216216)","(13.0, 32.0, 30.75)","(31.0, 170.0, 62.75)","(11.0, 23.0, 22.136363636363637)","(3.8, 5.0, 4.855172413793103)","(2.25, 3.05, 2.438387096774193)"
16-12-2022 12:31:29.269707,"(3.2, 3.95, 3.616216216216216)","(13.0, 32.0, 30.75)","(31.0, 170.0, 62.75)","(11.0, 23.0, 22.136363636363637)","(3.8, 5.0, 4.855172413793103)","(2.25, 3.05, 2.438387096774193)"
16-12-2022 12:31:30.148622,"(3.2, 3.95, 3.616216216216216)","(13.0, 32.0, 30.75)","(31.0, 170.0, 62.75)","(11.0, 23.0, 22.136363636363637)","(3.8, 5.0, 4.855172413793103)","(2.25, 3.05, 2.438387096774193)"
16-12-2022 12:31:31.014631,"(3.2, 3.95, 3.616216216216216)","(13.0, 32.0, 30.75)","(31.0, 170.0, 62.75)","(11.0, 23.0, 22.136363636363637)","(3.8, 5.0, 4.855172413793103)","(2.25, 3.05, 2.438387096774193)"
16-12-2022 12:31:31.943559,"(3.2, 3.95, 3.616216216216216)","(13.0, 32.0, 30.75)","(31.0, 170.0, 62.75)","(11.0, 23.0, 22.136363636363637)","(3.8, 5.0, 4.792857142857143)","(2.25, 3.05, 2.438387096774193)"
16-12-2022 12:31:32.966393,"(3.2, 3.95, 3.616216216216216)","(13.0, 32.0, 29.57142857142857)","(31.0, 170.0, 62.75)","(11.0, 23.0, 22.136363636363637)","(3.8, 4.9, 4.792857142857143)","(2.25, 3.05, 2.438387096774193)"
16-12-2022 12:31:33.852048,"(3.2, 3.95, 3.616216216216216)","(13.0, 32.0, 29.57142857142857)","(31.0, 170.0, 62.75)","(11.0, 23.0, 22.136363636363637)","(3.8, 4.9, 4.792857142857143)","(2.25, 3.05, 2.438387096774193)"
16-12-2022 12:31:34.690286,"(3.2, 3.95, 3.6545454545454548)","(13.0, 32.0, 27.875)","(31.0, 170.0, 74.66666666666666)","(11.0, 24.0, 23.5)","(3.8, 5.5, 5.190322580645161)","(2.25, 3.05, 2.438387096774193)"
16-12-2022 12:31:35.634837,"(3.2, 3.95, 3.6545454545454548)","(13.0, 32.0, 30.166666666666664)","(31.0, 170.0, 74.66666666666666)","(11.0, 24.0, 23.5)","(3.8, 7.6, 7.3392857142857135)","(2.25, 3.05, 2.438387096774193)"
16-12-2022 12:31:36.534782,"(3.2, 3.95, 3.6545454545454548)","(13.0, 32.0, 30.166666666666664)","(31.0, 170.0, 74.66666666666666)","(11.0, 24.0, 23.5)","(3.8, 8.0, 7.3392857142857135)","(2.25, 3.05, 2.438387096774193)"
16-12-2022 12:31:37.465739,"(3.2, 3.9, 3.625)","(13.0, 32.0, 30.82142857142857)","(31.0, 170.0, 74.66666666666666)","(11.0, 24.0, 23.25)","(3.8, 7.8, 7.281481481481482)","(2.25, 3.05, 2.8565306122448977)"
16-12-2022 12:31:38.362437,"(3.2, 3.9, 3.493478260869565)","(13.0, 32.0, 30.82142857142857)","(31.0, 160.0, 112.5)","(11.0, 24.0, 23.25)","(3.8, 7.8, 7.281481481481482)","(2.25, 3.05, 2.63)"
16-12-2022 12:31:39.231786,"(3.2, 3.9, 3.493478260869565)","(13.0, 32.0, 30.82142857142857)","(31.0, 160.0, 112.5)","(11.0, 24.0, 23.25)","(3.8, 7.8, 7.281481481481482)","(2.25, 3.05, 2.63)"
16-12-2022 12:31:40.133389,"(3.2, 3.9, 3.493478260869565)","(13.0, 32.0, 30.82142857142857)","(31.0, 160.0, 112.5)","(11.0, 24.0, 23.25)","(3.8, 7.8, 7.281481481481482)","(2.25, 3.05, 2.63)"
16-12-2022 12:31:41.013289,"(3.2, 3.9, 3.493478260869565)","(13.0, 32.0, 30.82142857142857)","(31.0, 160.0, 112.5)","(11.0, 24.0, 23.25)","(3.8, 7.8, 7.281481481481482)","(2.25, 3.05, 2.63)"
16-12-2022 12:31:41.950636,"(3.2, 3.9, 3.493478260869565)","(13.0, 32.0, 30.82142857142857)","(31.0, 160.0, 112.5)","(11.0, 24.0, 23.25)","(3.8, 7.8, 7.281481481481482)","(2.25, 3.05, 2.63)"
16-12-2022 12:31:42.834486,"(3.2, 3.85, 3.69)","(13.0, 32.0, 30.82142857142857)","(31.0, 160.0, 112.5)","(11.0, 24.0, 23.25)","(3.8, 7.2, 6.968)","(2.25, 3.05, 2.69)"
16-12-2022 12:31:43.671212,"(3.2, 3.85, 3.69)","(13.0, 36.0, 31.176470588235293)","(31.0, 160.0, 84.0)","(11.0, 24.0, 23.25)","(3.8, 7.8, 6.815625)","(2.25, 2.94, 2.6273684210526316)"
16-12-2022 12:31:44.525158,"(3.2, 3.85, 3.47)","(13.0, 36.0, 31.176470588235293)","(31.0, 160.0, 84.0)","(11.0, 24.0, 22.333333333333336)","(3.8, 7.6, 7.010714285714286)","(2.25, 2.92, 2.7213793103448274)"
16-12-2022 12:31:45.435740,"(3.2, 3.85, 3.47)","(13.0, 36.0, 31.176470588235293)","(31.0, 160.0, 38.15384615384615)","(11.0, 24.0, 21.625)","(3.8, 7.6, 7.010714285714286)","(2.25, 2.92, 2.5582608695652174)"
16-12-2022 12:31:46.325984,"(3.2, 3.85, 3.47)","(13.0, 36.0, 31.176470588235293)","(31.0, 160.0, 38.15384615384615)","(11.0, 24.0, 21.625)","(3.8, 7.6, 7.010714285714286)","(2.25, 2.92, 2.6937931034482756)"
16-12-2022 12:31:47.369427,"(3.2, 3.85, 3.47)","(14.0, 36.0, 31.176470588235293)","(31.0, 160.0, 38.15384615384615)","(11.0, 24.0, 22.88888888888889)","(3.8, 7.6, 6.6)","(2.25, 2.88, 2.5935135135135132)"
16-12-2022 12:31:48.358740,"(3.2, 3.85, 3.47)","(14.0, 36.0, 31.176470588235293)","(31.0, 160.0, 38.15384615384615)","(11.0, 24.0, 22.88888888888889)","(3.8, 7.6, 6.6)","(2.25, 2.86, 2.5935135135135132)"
16-12-2022 12:31:49.364336,"(3.2, 3.85, 3.543548387096774)","(14.0, 15.5, 14.954545454545455)","(31.0, 160.0, 38.15384615384615)","(11.0, 24.0, 22.88888888888889)","(3.8, 7.6, 5.822222222222222)","(2.25, 2.86, 2.666206896551724)"
16-12-2022 12:31:50.328807,"(3.2, 3.85, 3.543548387096774)","(14.0, 36.0, 29.866666666666667)","(31.0, 160.0, 38.15384615384615)","(11.0, 24.0, 23.285714285714285)","(3.8, 7.6, 5.51304347826087)","(2.25, 2.84, 2.666206896551724)"
16-12-2022 12:31:51.211352,"(3.2, 3.85, 3.543548387096774)","(14.0, 36.0, 29.866666666666667)","(31.0, 160.0, 38.15384615384615)","(11.0, 24.0, 23.285714285714285)","(3.8, 7.6, 5.51304347826087)","(2.3, 2.84, 2.666206896551724)"
16-12-2022 12:31:52.097848,"(3.2, 3.85, 3.543548387096774)","(14.0, 36.0, 29.866666666666667)","(31.0, 160.0, 42.666666666666664)","(11.0, 24.0, 23.285714285714285)","(3.8, 7.6, 6.1)","(2.3, 2.84, 2.666206896551724)"
16-12-2022 12:31:53.074608,"(3.2, 3.85, 3.543548387096774)","(14.0, 30.0, 28.583333333333336)","(31.0, 160.0, 42.666666666666664)","(11.0, 24.0, 23.285714285714285)","(3.8, 7.6, 6.1)","(2.3, 2.84, 2.523478260869565)"
16-12-2022 12:31:54.019823,"(3.2, 3.85, 3.543548387096774)","(14.0, 30.0, 28.583333333333336)","(31.0, 160.0, 42.666666666666664)","(11.0, 24.0, 23.285714285714285)","(3.8, 7.6, 6.1)","(2.3, 2.84, 2.7119999999999997)"
16-12-2022 12:31:54.882149,"(3.2, 3.85, 3.543548387096774)","(14.0, 30.0, 28.583333333333336)","(31.0, 160.0, 42.666666666666664)","(11.0, 24.0, 23.285714285714285)","(3.8, 7.6, 6.1)","(2.3, 2.82, 2.7119999999999997)"
16-12-2022 12:31:55.872824,"(3.2, 3.85, 3.543548387096774)","(14.0, 30.0, 26.8)","(31.0, 160.0, 72.0)","(11.0, 24.0, 23.285714285714285)","(3.8, 7.6, 5.877777777777777)","(2.3, 2.82, 2.5254545454545454)"
16-12-2022 12:31:56.851215,"(3.2, 3.85, 3.543548387096774)","(14.0, 30.0, 28.0)","(31.0, 160.0, 72.0)","(11.0, 24.0, 23.285714285714285)","(3.8, 7.6, 5.877777777777777)","(2.3, 2.82, 2.6799999999999997)"
16-12-2022 12:31:57.868694,"(3.2, 3.85, 3.4541666666666666)","(14.0, 30.0, 28.0)","(31.0, 160.0, 55.2)","(11.0, 24.0, 23.25)","(3.8, 7.6, 5.877777777777777)","(2.3, 2.8, 2.516363636363636)"
16-12-2022 12:31:58.779457,"(3.2, 3.85, 3.4541666666666666)","(14.0, 30.0, 28.0)","(31.0, 160.0, 55.2)","(11.0, 24.0, 23.25)","(3.8, 7.6, 5.877777777777777)","(2.3, 2.8, 2.516363636363636)"
16-12-2022 12:31:59.668127,"(3.2, 4.1, 3.4942307692307693)","(14.0, 30.0, 28.0)","(31.0, 160.0, 55.2)","(11.0, 24.0, 23.25)","(3.8, 7.6, 5.877777777777777)","(2.3, 2.8, 2.6799999999999997)"
16-12-2022 12:32:00.582680,"(3.2, 4.1, 3.6)","(14.0, 30.0, 28.0)","(31.0, 160.0, 55.2)","(11.0, 24.0, 23.25)","(3.8, 7.6, 6.146875)","(2.3, 2.78, 2.6799999999999997)"
16-12-2022 12:32:01.535257,"(3.2, 4.1, 3.6)","(14.0, 30.0, 28.0)","(31.0, 160.0, 55.2)","(11.0, 24.0, 23.25)","(3.8, 7.6, 6.146875)","(2.3, 2.78, 2.543157894736842)"
16-12-2022 12:32:02.492534,"(3.2, 4.1, 3.6)","(14.0, 30.0, 28.0)","(31.0, 160.0, 55.2)","(11.0, 24.0, 23.25)","(3.8, 7.6, 6.146875)","(2.3, 2.78, 2.543157894736842)"
16-12-2022 12:32:03.398715,"(3.2, 4.1, 3.6)","(14.0, 30.0, 28.0)","(31.0, 160.0, 55.2)","(11.0, 24.0, 23.25)","(3.8, 7.6, 6.146875)","(2.3, 2.78, 2.543157894736842)"
16-12-2022 12:32:04.333369,"(3.2, 4.1, 3.6)","(14.0, 30.0, 28.0)","(31.0, 160.0, 55.2)","(11.0, 24.0, 23.357142857142858)","(3.8, 7.6, 6.146875)","(2.3, 2.78, 2.543157894736842)"
16-12-2022 12:32:05.279608,"(3.2, 4.1, 3.63125)","(14.0, 30.0, 28.0)","(31.0, 160.0, 55.2)","(11.0, 24.0, 23.357142857142858)","(3.8, 7.6, 6.146875)","(2.3, 2.78, 2.543157894736842)"
16-12-2022 12:32:06.161820,"(3.2, 4.1, 3.925581395348837)","(14.0, 30.0, 28.857142857142854)","(31.0, 160.0, 55.2)","(11.0, 24.0, 23.357142857142858)","(3.9, 7.6, 6.3432432432432435)","(2.25, 2.78, 2.5125581395348835)"
16-12-2022 12:32:07.061908,"(3.2, 4.1, 3.925581395348837)","(14.0, 30.0, 28.857142857142854)","(31.0, 160.0, 55.2)","(11.0, 24.0, 23.357142857142858)","(3.9, 7.6, 6.3432432432432435)","(2.25, 2.78, 2.5125581395348835)"
16-12-2022 12:32:07.994712,"(3.2, 4.1, 3.711111111111111)","(14.0, 30.0, 28.545454545454547)","(31.0, 160.0, 55.2)","(11.0, 24.0, 23.357142857142858)","(3.9, 7.6, 6.3432432432432435)","(2.25, 2.78, 2.5125581395348835)"
