,Finniss Surprise,Finniss Redeem,Urban Ranger,Emerley Wiggum,Springvale Bray,Springvale Dave,Bobby Axelrod,Dash Of Blue
06-01-2023 13:20:44.988477,"(8.5, 12.0, 11.3125)","(4.2, 7.6, 7.391666666666667)","(81.0, 370.0, 275.0)","(41.0, 230.0, 200.83333333333334)","(7.5, 11.5, 11.022727272727273)","(21.0, 42.0, 39.333333333333336)","(1.55, 1.71, 1.693230769230769)","(16.0, 30.0, 25.166666666666668)"
06-01-2023 13:20:46.215414,"(8.5, 12.0, 11.333333333333334)","(4.2, 7.6, 7.391666666666667)","(81.0, 370.0, 275.0)","(41.0, 230.0, 200.83333333333334)","(7.5, 11.5, 11.022727272727273)","(21.0, 42.0, 37.2)","(1.55, 1.7, 1.693230769230769)","(16.0, 30.0, 24.794871794871796)"
06-01-2023 13:20:47.464167,"(8.5, 12.0, 11.454545454545455)","(4.2, 7.6, 7.391666666666667)","(81.0, 370.0, 196.66666666666666)","(41.0, 230.0, 200.83333333333334)","(7.5, 11.5, 11.022727272727273)","(21.0, 42.0, 37.2)","(1.55, 1.7, 1.693230769230769)","(16.0, 30.0, 24.794871794871796)"
06-01-2023 13:20:48.565906,"(8.5, 12.0, 11.454545454545455)","(4.2, 7.6, 7.391666666666667)","(81.0, 380.0, 196.66666666666666)","(41.0, 230.0, 200.83333333333334)","(7.5, 11.5, 11.022727272727273)","(21.0, 42.0, 35.54838709677419)","(1.55, 1.7, 1.693230769230769)","(16.0, 30.0, 24.794871794871796)"
06-01-2023 13:20:49.672420,"(8.5, 12.0, 11.454545454545455)","(4.2, 7.6, 7.391666666666667)","(81.0, 370.0, 275.0)","(41.0, 230.0, 173.33333333333331)","(7.5, 11.5, 11.022727272727273)","(21.0, 42.0, 33.935483870967744)","(1.55, 1.7, 1.693230769230769)","(16.0, 30.0, 24.794871794871796)"
06-01-2023 13:20:50.858798,"(8.5, 12.0, 11.454545454545455)","(4.2, 7.6, 7.391666666666667)","(81.0, 370.0, 275.0)","(41.0, 230.0, 173.33333333333331)","(7.5, 11.5, 11.022727272727273)","(21.0, 42.0, 34.1875)","(1.55, 1.7, 1.6927272727272726)","(16.0, 30.0, 24.794871794871796)"
06-01-2023 13:20:52.017735,"(8.5, 12.0, 11.454545454545455)","(4.2, 7.4, 7.260869565217392)","(81.0, 370.0, 275.0)","(41.0, 230.0, 173.33333333333331)","(7.5, 11.5, 11.022727272727273)","(21.0, 42.0, 34.592592592592595)","(1.55, 1.7, 1.708)","(16.0, 30.0, 24.794871794871796)"
06-01-2023 13:20:53.159723,"(8.5, 12.0, 11.454545454545455)","(4.2, 7.4, 7.162962962962963)","(81.0, 370.0, 275.0)","(41.0, 230.0, 173.33333333333331)","(7.5, 11.5, 11.022727272727273)","(21.0, 42.0, 34.592592592592595)","(1.55, 1.71, 1.7030434782608694)","(16.0, 30.0, 24.794871794871796)"
06-01-2023 13:20:54.229848,"(8.5, 12.0, 11.454545454545455)","(4.2, 7.4, 7.208)","(81.0, 370.0, 275.0)","(41.0, 230.0, 173.33333333333331)","(7.5, 11.5, 11.022727272727273)","(21.0, 42.0, 34.592592592592595)","(1.55, 1.71, 1.7070731707317073)","(16.0, 30.0, 24.794871794871796)"
06-01-2023 13:20:55.331264,"(8.5, 12.0, 11.454545454545455)","(4.2, 7.4, 7.208)","(81.0, 370.0, 275.0)","(41.0, 230.0, 173.33333333333331)","(7.5, 11.5, 11.022727272727273)","(21.0, 42.0, 34.592592592592595)","(1.55, 1.71, 1.7070731707317073)","(16.0, 30.0, 24.794871794871796)"
06-01-2023 13:20:56.512324,"(8.5, 12.0, 11.454545454545455)","(4.2, 7.4, 7.208)","(81.0, 380.0, 205.0)","(41.0, 220.0, 166.66666666666669)","(7.5, 11.5, 11.022727272727273)","(21.0, 42.0, 34.592592592592595)","(1.55, 1.71, 1.7042857142857142)","(16.0, 30.0, 24.794871794871796)"
06-01-2023 13:20:57.587642,"(8.5, 12.0, 11.454545454545455)","(4.2, 7.4, 7.208)","(81.0, 380.0, 205.0)","(41.0, 220.0, 166.66666666666669)","(7.5, 11.5, 11.022727272727273)","(21.0, 42.0, 34.592592592592595)","(1.55, 1.71, 1.7076470588235293)","(16.0, 30.0, 24.794871794871796)"
06-01-2023 13:20:58.693077,"(8.5, 12.0, 11.454545454545455)","(4.2, 7.4, 7.290909090909091)","(81.0, 380.0, 265.0)","(41.0, 220.0, 166.66666666666669)","(7.5, 11.5, 10.952380952380953)","(21.0, 42.0, 34.592592592592595)","(1.55, 1.71, 1.7076470588235293)","(16.0, 30.0, 24.794871794871796)"
06-01-2023 13:20:59.751112,"(8.5, 12.0, 11.454545454545455)","(4.2, 7.4, 7.290909090909091)","(81.0, 370.0, 280.0)","(41.0, 220.0, 166.66666666666669)","(7.5, 11.0, 10.952380952380953)","(21.0, 42.0, 34.592592592592595)","(1.55, 1.71, 1.7076470588235293)","(16.0, 30.0, 24.794871794871796)"
06-01-2023 13:21:00.778996,"(8.5, 12.0, 11.454545454545455)","(4.2, 7.4, 7.290909090909091)","(81.0, 370.0, 280.0)","(41.0, 220.0, 166.66666666666669)","(7.5, 11.0, 10.833333333333334)","(21.0, 42.0, 34.592592592592595)","(1.55, 1.71, 1.7075)","(16.0, 30.0, 28.454545454545453)"
06-01-2023 13:21:01.902111,"(8.5, 12.0, 11.454545454545455)","(4.2, 7.4, 7.290909090909091)","(81.0, 370.0, 280.0)","(41.0, 220.0, 166.66666666666669)","(7.5, 11.0, 10.952380952380953)","(21.0, 42.0, 34.592592592592595)","(1.55, 1.71, 1.7041463414634146)","(16.0, 29.0, 28.454545454545453)"
06-01-2023 13:21:03.091585,"(8.5, 12.0, 11.454545454545455)","(4.2, 7.4, 7.290909090909091)","(81.0, 370.0, 333.3333333333333)","(41.0, 220.0, 166.66666666666669)","(7.5, 11.0, 10.76923076923077)","(21.0, 42.0, 37.6)","(1.55, 1.71, 1.7075)","(16.0, 29.0, 28.454545454545453)"
06-01-2023 13:21:04.300032,"(8.5, 12.0, 11.454545454545455)","(4.2, 7.4, 7.290909090909091)","(81.0, 370.0, 285.0)","(41.0, 220.0, 140.0)","(7.5, 11.0, 10.782051282051283)","(21.0, 40.0, 37.6)","(1.55, 1.71, 1.7080434782608696)","(16.0, 29.0, 26.545454545454547)"
06-01-2023 13:21:05.489182,"(8.5, 12.0, 11.454545454545455)","(4.8, 7.4, 7.290909090909091)","(101.0, 370.0, 285.0)","(41.0, 220.0, 140.0)","(7.5, 11.0, 10.701149425287356)","(21.0, 40.0, 34.8)","(1.5, 1.71, 1.7080434782608696)","(17.0, 29.0, 25.06896551724138)"
06-01-2023 13:21:06.657300,"(8.5, 12.0, 11.454545454545455)","(4.8, 7.4, 7.290909090909091)","(101.0, 370.0, 280.0)","(41.0, 220.0, 140.0)","(7.5, 11.0, 10.701149425287356)","(21.0, 40.0, 34.8)","(1.5, 1.71, 1.7052941176470588)","(17.0, 29.0, 26.846153846153847)"
06-01-2023 13:21:07.789403,"(8.5, 12.0, 11.454545454545455)","(4.8, 7.4, 7.290909090909091)","(101.0, 370.0, 280.0)","(41.0, 220.0, 140.0)","(7.5, 11.0, 10.701149425287356)","(21.0, 40.0, 34.8)","(1.5, 1.71, 1.7080434782608696)","(17.0, 28.0, 26.333333333333332)"
06-01-2023 13:21:08.758511,"(8.5, 12.0, 11.454545454545455)","(4.8, 7.4, 7.290909090909091)","(101.0, 370.0, 280.0)","(41.0, 220.0, 140.0)","(7.5, 11.0, 10.701149425287356)","(21.0, 40.0, 34.8)","(1.5, 1.71, 1.7052941176470588)","(17.0, 28.0, 26.333333333333332)"
06-01-2023 13:21:09.796676,"(8.5, 12.0, 11.454545454545455)","(4.8, 7.4, 7.290909090909091)","(101.0, 370.0, 285.0)","(41.0, 220.0, 140.0)","(7.5, 11.0, 10.701149425287356)","(21.0, 40.0, 34.8)","(1.5, 1.71, 1.7030434782608694)","(17.0, 28.0, 26.61111111111111)"
06-01-2023 13:21:10.796488,"(8.5, 12.0, 11.454545454545455)","(4.8, 7.4, 7.290909090909091)","(101.0, 370.0, 285.0)","(41.0, 220.0, 197.14285714285714)","(7.5, 11.0, 10.701149425287356)","(21.0, 40.0, 33.86666666666667)","(1.5, 1.71, 1.709111111111111)","(17.0, 28.0, 26.61111111111111)"
06-01-2023 13:21:11.880610,"(8.5, 12.0, 11.454545454545455)","(4.8, 7.4, 7.290909090909091)","(101.0, 370.0, 285.0)","(41.0, 220.0, 196.42857142857144)","(7.5, 11.0, 10.677777777777777)","(21.0, 40.0, 35.6875)","(1.5, 1.71, 1.6963636363636363)","(17.0, 28.0, 25.321428571428573)"
06-01-2023 13:21:12.900436,"(8.5, 12.0, 11.416666666666666)","(4.8, 7.2, 7.17)","(101.0, 370.0, 285.0)","(41.0, 220.0, 98.42105263157895)","(7.5, 11.0, 10.677777777777777)","(21.0, 40.0, 35.6875)","(1.5, 1.71, 1.6993939393939395)","(17.0, 28.0, 24.805555555555557)"
06-01-2023 13:21:13.975945,"(8.5, 12.0, 11.416666666666666)","(4.8, 7.2, 7.17)","(101.0, 370.0, 285.0)","(41.0, 210.0, 135.55555555555554)","(7.5, 11.0, 10.677777777777777)","(21.0, 40.0, 35.86206896551724)","(1.5, 1.7, 1.6997826086956522)","(17.0, 28.0, 24.805555555555557)"
06-01-2023 13:21:15.088082,"(8.5, 12.0, 11.416666666666666)","(4.8, 7.2, 7.17)","(101.0, 370.0, 285.0)","(41.0, 200.0, 135.55555555555554)","(7.5, 11.0, 10.677777777777777)","(21.0, 40.0, 35.86206896551724)","(1.5, 1.7, 1.7073076923076922)","(17.0, 28.0, 24.40625)"
06-01-2023 13:21:16.125605,"(8.5, 12.0, 11.416666666666666)","(4.8, 7.2, 7.17)","(101.0, 370.0, 285.0)","(41.0, 200.0, 135.55555555555554)","(7.5, 11.0, 10.642105263157895)","(21.0, 40.0, 36.470588235294116)","(1.5, 1.71, 1.6989999999999998)","(17.0, 28.0, 25.195121951219512)"
06-01-2023 13:21:17.302443,"(8.5, 12.0, 11.588235294117647)","(4.8, 7.2, 7.176)","(101.0, 370.0, 341.66666666666663)","(41.0, 200.0, 135.55555555555554)","(7.5, 11.0, 10.642105263157895)","(21.0, 40.0, 36.470588235294116)","(1.5, 1.7, 1.6964444444444444)","(17.0, 28.0, 25.195121951219512)"
06-01-2023 13:21:18.417872,"(8.5, 12.0, 11.588235294117647)","(4.8, 7.2, 7.176)","(101.0, 370.0, 343.33333333333337)","(41.0, 200.0, 147.27272727272725)","(7.5, 11.0, 10.642105263157895)","(21.0, 40.0, 35.714285714285715)","(1.5, 1.7, 1.6993548387096773)","(17.0, 28.0, 25.195121951219512)"
06-01-2023 13:21:19.607510,"(8.5, 12.0, 11.416666666666666)","(4.8, 7.2, 7.176)","(101.0, 370.0, 338.0)","(41.0, 200.0, 146.66666666666669)","(7.5, 11.0, 10.642105263157895)","(21.0, 40.0, 34.25)","(1.5, 1.7, 1.6996666666666667)","(17.0, 28.0, 25.604166666666668)"
06-01-2023 13:21:20.625162,"(8.5, 12.0, 11.588235294117647)","(4.8, 7.2, 7.176)","(101.0, 370.0, 338.0)","(41.0, 190.0, 146.66666666666669)","(7.5, 11.0, 10.642105263157895)","(21.0, 40.0, 32.06896551724138)","(1.5, 1.7, 1.7075757575757575)","(17.0, 28.0, 25.604166666666668)"
06-01-2023 13:21:21.674750,"(8.5, 12.0, 11.588235294117647)","(4.8, 7.2, 7.176)","(101.0, 370.0, 338.0)","(41.0, 190.0, 83.63636363636364)","(7.5, 11.0, 10.642105263157895)","(21.0, 40.0, 33.23529411764706)","(1.5, 1.71, 1.6981249999999999)","(17.0, 28.0, 25.604166666666668)"
06-01-2023 13:21:22.703922,"(8.5, 12.0, 11.416666666666666)","(4.8, 7.2, 7.176)","(101.0, 370.0, 338.0)","(41.0, 190.0, 116.875)","(7.5, 11.0, 10.642105263157895)","(21.0, 40.0, 33.23529411764706)","(1.5, 1.7, 1.6826666666666665)","(17.0, 28.0, 25.604166666666668)"
06-01-2023 13:21:23.785181,"(8.5, 12.0, 11.588235294117647)","(4.8, 7.2, 7.176923076923077)","(101.0, 370.0, 290.0)","(41.0, 180.0, 80.0)","(7.5, 11.0, 10.642105263157895)","(21.0, 40.0, 33.23529411764706)","(1.5, 1.7, 1.691111111111111)","(17.0, 28.0, 25.604166666666668)"
06-01-2023 13:21:24.988679,"(8.5, 12.0, 11.416666666666666)","(4.8, 7.2, 7.176923076923077)","(101.0, 370.0, 290.0)","(41.0, 180.0, 80.0)","(7.5, 11.0, 10.642105263157895)","(21.0, 40.0, 33.23529411764706)","(1.5, 1.7, 1.7036363636363636)","(17.0, 28.0, 25.604166666666668)"
06-01-2023 13:21:26.053863,"(8.5, 12.0, 11.416666666666666)","(4.8, 7.2, 7.176923076923077)","(101.0, 370.0, 330.0)","(41.0, 180.0, 96.0)","(7.5, 11.0, 10.642105263157895)","(21.0, 40.0, 33.23529411764706)","(1.5, 1.71, 1.709047619047619)","(17.0, 28.0, 25.745098039215687)"
06-01-2023 13:21:27.225677,"(8.5, 12.0, 11.588235294117647)","(4.8, 7.2, 6.8)","(101.0, 370.0, 290.0)","(41.0, 150.0, 80.0)","(7.5, 11.0, 10.54054054054054)","(21.0, 40.0, 33.23529411764706)","(1.5, 1.71, 1.692162162162162)","(17.0, 28.0, 25.403846153846153)"
06-01-2023 13:21:28.444699,"(8.5, 12.0, 11.529411764705882)","(4.8, 7.2, 7.166666666666667)","(101.0, 370.0, 290.0)","(41.0, 150.0, 80.0)","(7.5, 11.0, 10.541666666666666)","(21.0, 40.0, 33.6551724137931)","(1.5, 1.7, 1.6708333333333332)","(17.0, 28.0, 25.3)"
06-01-2023 13:21:29.551550,"(8.5, 12.0, 11.636363636363637)","(4.8, 7.2, 7.166666666666667)","(101.0, 370.0, 290.0)","(41.0, 150.0, 86.66666666666667)","(7.5, 11.0, 10.541666666666666)","(21.0, 40.0, 34.588235294117645)","(1.5, 1.69, 1.6716666666666666)","(17.0, 28.0, 26.024390243902438)"
06-01-2023 13:21:30.594343,"(8.5, 12.0, 11.636363636363637)","(4.8, 7.2, 7.166666666666667)","(101.0, 370.0, 290.0)","(41.0, 140.0, 86.66666666666667)","(7.5, 11.0, 10.541666666666666)","(21.0, 40.0, 35.282051282051285)","(1.5, 1.69, 1.6708695652173913)","(17.0, 28.0, 26.11627906976744)"
06-01-2023 13:21:31.741517,"(8.5, 12.0, 11.636363636363637)","(4.8, 7.2, 7.166666666666667)","(101.0, 370.0, 290.0)","(41.0, 130.0, 77.5)","(7.5, 11.0, 10.54054054054054)","(21.0, 40.0, 35.282051282051285)","(1.5, 1.69, 1.6818518518518517)","(17.0, 28.0, 26.11627906976744)"
06-01-2023 13:21:32.894458,"(8.5, 12.0, 11.636363636363637)","(4.8, 7.2, 7.166666666666667)","(101.0, 370.0, 285.0)","(41.0, 130.0, 101.875)","(7.5, 11.0, 10.54054054054054)","(21.0, 40.0, 35.282051282051285)","(1.5, 1.69, 1.6815384615384614)","(17.0, 28.0, 26.23076923076923)"
06-01-2023 13:21:33.943084,"(8.5, 12.0, 11.636363636363637)","(4.8, 7.2, 7.176470588235294)","(101.0, 370.0, 285.0)","(41.0, 130.0, 101.875)","(7.5, 11.0, 10.54054054054054)","(21.0, 40.0, 35.282051282051285)","(1.5, 1.69, 1.674)","(17.0, 28.0, 26.23076923076923)"
06-01-2023 13:21:35.039196,"(8.5, 12.0, 11.636363636363637)","(4.8, 7.2, 7.176470588235294)","(101.0, 370.0, 285.0)","(41.0, 120.0, 99.6875)","(7.5, 11.0, 10.54054054054054)","(21.0, 40.0, 35.282051282051285)","(1.5, 1.69, 1.6845454545454546)","(17.0, 28.0, 26.23076923076923)"
06-01-2023 13:21:36.036884,"(8.5, 12.0, 11.636363636363637)","(4.8, 7.2, 7.176470588235294)","(101.0, 370.0, 285.0)","(41.0, 120.0, 99.6875)","(7.5, 11.0, 10.54054054054054)","(21.0, 40.0, 35.282051282051285)","(1.5, 1.69, 1.6833333333333333)","(17.0, 28.0, 26.23076923076923)"
06-01-2023 13:21:37.051204,"(8.5, 12.0, 11.636363636363637)","(4.8, 7.4, 7.381818181818182)","(101.0, 370.0, 285.0)","(41.0, 110.0, 90.58823529411765)","(7.5, 11.0, 10.634408602150538)","(21.0, 40.0, 35.282051282051285)","(1.5, 1.69, 1.6833333333333333)","(17.0, 28.0, 26.23076923076923)"
06-01-2023 13:21:38.082714,"(8.5, 12.0, 11.636363636363637)","(4.8, 7.4, 7.381818181818182)","(101.0, 370.0, 354.0)","(41.0, 110.0, 90.58823529411765)","(7.5, 11.0, 10.634408602150538)","(21.0, 40.0, 35.282051282051285)","(1.5, 1.69, 1.6842857142857142)","(17.0, 28.0, 26.23076923076923)"
06-01-2023 13:21:39.146264,"(8.5, 12.0, 11.608695652173914)","(4.8, 7.4, 7.381818181818182)","(101.0, 370.0, 332.5)","(41.0, 110.0, 90.58823529411765)","(7.5, 11.0, 10.634408602150538)","(21.0, 40.0, 35.2)","(1.5, 1.69, 1.6842857142857142)","(17.0, 28.0, 26.23076923076923)"
06-01-2023 13:21:40.207461,"(8.5, 12.0, 11.608695652173914)","(4.8, 7.4, 7.381818181818182)","(101.0, 370.0, 348.57142857142856)","(41.0, 110.0, 82.5)","(7.5, 11.0, 10.656565656565657)","(21.0, 40.0, 35.2)","(1.5, 1.69, 1.684782608695652)","(17.0, 28.0, 26.23076923076923)"
06-01-2023 13:21:41.292236,"(8.5, 12.0, 11.608695652173914)","(4.8, 7.4, 7.381818181818182)","(101.0, 370.0, 300.0)","(41.0, 100.0, 86.92307692307693)","(7.5, 11.0, 10.637931034482758)","(21.0, 40.0, 35.2)","(1.5, 1.69, 1.6835714285714285)","(17.0, 28.0, 26.3953488372093)"
06-01-2023 13:21:42.353560,"(8.5, 12.0, 11.59375)","(4.8, 7.4, 7.385714285714286)","(101.0, 370.0, 300.0)","(41.0, 95.0, 81.875)","(7.5, 11.0, 10.637931034482758)","(21.0, 40.0, 35.2)","(1.5, 1.69, 1.6835714285714285)","(17.0, 28.0, 26.3953488372093)"
06-01-2023 13:21:43.363507,"(8.5, 12.0, 11.59375)","(4.8, 7.4, 7.385714285714286)","(101.0, 370.0, 300.0)","(41.0, 95.0, 78.42105263157895)","(7.5, 11.0, 10.637931034482758)","(21.0, 40.0, 35.2)","(1.5, 1.69, 1.6823076923076923)","(17.0, 28.0, 26.3953488372093)"
06-01-2023 13:21:44.395629,"(8.5, 12.0, 11.59375)","(4.8, 7.4, 7.385714285714286)","(101.0, 370.0, 300.0)","(41.0, 95.0, 78.42105263157895)","(7.5, 11.0, 10.637931034482758)","(21.0, 40.0, 35.2)","(1.5, 1.69, 1.6788888888888889)","(17.0, 28.0, 26.3953488372093)"
06-01-2023 13:21:45.714476,"(8.5, 12.0, 11.59375)","(4.8, 7.2, 7.190476190476191)","(101.0, 370.0, 300.0)","(41.0, 95.0, 83.07692307692307)","(7.5, 11.0, 10.637931034482758)","(21.0, 40.0, 35.2)","(1.5, 1.69, 1.684736842105263)","(17.0, 28.0, 26.3953488372093)"
06-01-2023 13:21:46.850441,"(8.5, 12.0, 11.59375)","(4.8, 7.2, 7.190476190476191)","(101.0, 370.0, 300.0)","(41.0, 90.0, 78.75)","(7.5, 11.0, 10.621848739495798)","(21.0, 40.0, 35.2)","(1.5, 1.69, 1.684736842105263)","(17.0, 28.0, 26.3953488372093)"
06-01-2023 13:21:48.009371,"(8.5, 12.0, 11.59375)","(4.8, 7.2, 7.190476190476191)","(101.0, 370.0, 300.0)","(41.0, 85.0, 75.625)","(7.5, 11.0, 10.621848739495798)","(21.0, 40.0, 35.2)","(1.5, 1.69, 1.6884313725490196)","(17.0, 28.0, 26.3953488372093)"
06-01-2023 13:21:49.103847,"(8.5, 12.0, 11.59375)","(4.8, 7.2, 7.190476190476191)","(101.0, 370.0, 300.0)","(41.0, 85.0, 75.625)","(7.5, 11.0, 10.621848739495798)","(21.0, 40.0, 35.2)","(1.5, 1.69, 1.688108108108108)","(17.0, 28.0, 26.46153846153846)"
06-01-2023 13:21:50.182581,"(8.5, 12.0, 11.59375)","(4.8, 7.2, 7.190476190476191)","(101.0, 370.0, 352.5)","(41.0, 85.0, 73.15789473684211)","(7.5, 11.0, 10.621848739495798)","(21.0, 40.0, 35.1219512195122)","(1.5, 1.7, 1.688108108108108)","(17.0, 28.0, 26.5)"
06-01-2023 13:21:51.247071,"(8.5, 12.0, 11.59375)","(4.8, 7.2, 7.190476190476191)","(101.0, 370.0, 352.5)","(41.0, 85.0, 73.15789473684211)","(7.5, 11.0, 10.685185185185185)","(21.0, 40.0, 35.1219512195122)","(1.5, 1.7, 1.6884905660377358)","(17.0, 28.0, 26.5)"
06-01-2023 13:21:52.439534,"(8.5, 12.0, 11.59375)","(4.8, 7.2, 7.190476190476191)","(101.0, 370.0, 352.5)","(41.0, 85.0, 72.14285714285714)","(7.5, 11.0, 10.681818181818182)","(21.0, 40.0, 36.12903225806451)","(1.5, 1.7, 1.6769565217391305)","(17.0, 28.0, 26.5)"
06-01-2023 13:21:53.710093,"(8.5, 12.0, 11.59375)","(4.8, 7.2, 7.190476190476191)","(101.0, 370.0, 352.5)","(41.0, 85.0, 68.92857142857143)","(7.5, 11.0, 10.691176470588236)","(21.0, 40.0, 35.2)","(1.5, 1.69, 1.6749999999999998)","(17.0, 28.0, 26.5)"
06-01-2023 13:21:54.778805,"(8.5, 12.0, 11.59375)","(4.8, 7.2, 7.190476190476191)","(101.0, 370.0, 352.5)","(41.0, 85.0, 73.15789473684211)","(7.5, 11.0, 10.583333333333334)","(21.0, 38.0, 34.46153846153846)","(1.5, 1.68, 1.6877777777777778)","(17.0, 28.0, 26.5)"
06-01-2023 13:21:55.886032,"(8.5, 12.0, 11.6)","(4.8, 7.2, 7.190476190476191)","(101.0, 370.0, 352.5)","(41.0, 85.0, 73.15789473684211)","(7.5, 11.0, 10.583333333333334)","(21.0, 36.0, 34.46153846153846)","(1.5, 1.69, 1.68)","(17.0, 28.0, 26.5)"
06-01-2023 13:21:56.990655,"(8.5, 12.0, 11.59375)","(4.8, 7.2, 7.190476190476191)","(101.0, 370.0, 352.5)","(41.0, 85.0, 73.15789473684211)","(7.5, 11.0, 10.583333333333334)","(21.0, 36.0, 34.46153846153846)","(1.5, 1.69, 1.6833333333333333)","(17.0, 28.0, 26.5)"
06-01-2023 13:21:58.162896,"(8.5, 12.0, 11.59375)","(4.8, 7.2, 7.190476190476191)","(101.0, 370.0, 352.5)","(41.0, 85.0, 73.15789473684211)","(7.5, 11.0, 10.58108108108108)","(21.0, 36.0, 33.77777777777778)","(1.5, 1.69, 1.6814285714285713)","(17.0, 28.0, 26.5)"
06-01-2023 13:21:59.409916,"(8.5, 12.0, 11.64516129032258)","(4.8, 7.2, 7.190243902439025)","(101.0, 370.0, 352.5)","(41.0, 85.0, 73.15789473684211)","(7.5, 11.0, 10.58108108108108)","(21.0, 36.0, 34.4)","(1.5, 1.69, 1.6866666666666665)","(17.0, 28.0, 26.5)"
06-01-2023 13:22:00.527599,"(8.5, 12.0, 11.64516129032258)","(4.8, 7.2, 7.190243902439025)","(101.0, 370.0, 352.5)","(41.0, 85.0, 73.15789473684211)","(7.5, 11.0, 10.686868686868687)","(21.0, 36.0, 32.689655172413794)","(1.5, 1.69, 1.689090909090909)","(17.0, 28.0, 26.46153846153846)"
06-01-2023 13:22:01.521008,"(8.5, 12.0, 11.64516129032258)","(4.8, 7.2, 7.190243902439025)","(101.0, 370.0, 352.5)","(41.0, 85.0, 73.15789473684211)","(7.5, 11.0, 10.686868686868687)","(21.0, 36.0, 32.689655172413794)","(1.5, 1.69, 1.68625)","(17.0, 28.0, 26.46153846153846)"
06-01-2023 13:22:02.590845,"(8.5, 12.5, 12.033333333333333)","(4.8, 7.2, 7.190243902439025)","(101.0, 370.0, 352.5)","(41.0, 85.0, 73.15789473684211)","(7.5, 11.0, 10.686868686868687)","(21.0, 34.0, 33.375)","(1.5, 1.69, 1.6888888888888889)","(17.0, 28.0, 26.46153846153846)"
06-01-2023 13:22:03.762487,"(8.5, 12.5, 11.756410256410255)","(4.8, 7.2, 7.190243902439025)","(101.0, 370.0, 352.5)","(41.0, 85.0, 73.15789473684211)","(7.5, 11.0, 10.678899082568808)","(21.0, 34.0, 30.153846153846153)","(1.5, 1.69, 1.6888888888888889)","(17.0, 28.0, 26.5)"
06-01-2023 13:22:04.932249,"(8.5, 12.5, 11.738095238095237)","(4.8, 7.2, 7.155555555555556)","(101.0, 370.0, 352.5)","(41.0, 85.0, 64.6875)","(7.5, 11.0, 10.666666666666666)","(21.0, 32.0, 30.095238095238095)","(1.5, 1.69, 1.68625)","(17.0, 28.0, 26.5)"
06-01-2023 13:22:06.116473,"(8.5, 12.5, 11.738095238095237)","(4.8, 7.2, 7.155555555555556)","(101.0, 370.0, 352.5)","(41.0, 85.0, 70.22727272727273)","(7.5, 11.0, 10.666666666666666)","(21.0, 32.0, 30.095238095238095)","(1.5, 1.69, 1.690625)","(17.0, 28.0, 26.5)"
06-01-2023 13:22:07.227325,"(8.5, 12.5, 11.528571428571428)","(4.8, 7.2, 7.140425531914894)","(101.0, 370.0, 352.5)","(41.0, 85.0, 65.88235294117646)","(7.5, 11.0, 10.660714285714286)","(21.0, 32.0, 29.103448275862068)","(1.5, 1.7, 1.6916666666666667)","(17.0, 28.0, 26.5)"
06-01-2023 13:22:08.339453,"(8.5, 12.0, 11.571428571428571)","(4.8, 7.2, 7.140425531914894)","(101.0, 370.0, 352.5)","(41.0, 80.0, 68.0)","(7.5, 11.0, 10.660714285714286)","(21.0, 32.0, 28.263157894736842)","(1.5, 1.7, 1.6916666666666667)","(17.0, 28.0, 26.095238095238095)"
06-01-2023 13:22:09.958899,"(9.0, 12.0, 11.6)","(4.8, 7.2, 7.140425531914894)","(101.0, 370.0, 352.5)","(41.0, 80.0, 65.71428571428571)","(7.5, 11.0, 10.660714285714286)","(21.0, 30.0, 27.88235294117647)","(1.5, 1.7, 1.6933333333333334)","(18.0, 28.0, 26.78787878787879)"
06-01-2023 13:22:11.264763,"(9.0, 12.0, 11.6)","(4.8, 7.2, 7.140425531914894)","(101.0, 370.0, 352.5)","(41.0, 80.0, 65.71428571428571)","(7.5, 11.0, 10.654545454545454)","(21.0, 30.0, 28.0)","(1.5, 1.7, 1.6933333333333334)","(18.0, 28.0, 26.78787878787879)"
06-01-2023 13:22:12.411228,"(9.0, 12.0, 11.6)","(4.8, 7.2, 7.140425531914894)","(101.0, 370.0, 352.5)","(41.0, 80.0, 70.0)","(7.5, 11.0, 10.654545454545454)","(21.0, 29.0, 28.0)","(1.5, 1.7, 1.6933333333333334)","(18.0, 28.0, 26.838709677419356)"
06-01-2023 13:22:13.547264,"(9.0, 12.0, 11.583333333333334)","(4.8, 7.2, 7.140425531914894)","(101.0, 370.0, 352.5)","(41.0, 80.0, 70.0)","(7.5, 11.0, 10.654545454545454)","(21.0, 29.0, 27.666666666666668)","(1.5, 1.7, 1.6933333333333334)","(18.0, 28.0, 27.6)"
06-01-2023 13:22:14.634762,"(9.0, 12.0, 11.538461538461538)","(4.8, 7.2, 7.142857142857143)","(101.0, 370.0, 352.5)","(41.0, 80.0, 70.0)","(7.5, 11.0, 10.654545454545454)","(21.0, 29.0, 27.625)","(1.5, 1.7, 1.6923076923076923)","(18.0, 28.0, 31.625)"
06-01-2023 13:22:15.696230,"(9.0, 12.0, 11.538461538461538)","(4.8, 7.2, 7.142857142857143)","(101.0, 370.0, 352.5)","(41.0, 80.0, 70.0)","(7.5, 11.0, 10.654545454545454)","(21.0, 29.0, 27.625)","(1.5, 1.7, 1.6923076923076923)","(18.0, 32.0, 31.1)"
