,Teragrams Star,Sonic Blue,Clown Of Class,Midnight Holly,Jax The Hunter,Just Looking,Karaoke Queen,Joni Rudderless
07-12-2022 18:43:06.637285,"(3.0, 4.3, 3.9)","(16.0, 34.0, 29.714285714285715)","(6.0, 10.5, 9.414285714285715)","(7.0, 13.0, 10.666666666666666)","(8.0, 14.5, 12.95)","(2.1, 2.94, 2.9186666666666667)","(41.0, 290.0, 241.66666666666666)","(101.0, 730.0, 638.5714285714286)"
07-12-2022 18:43:08.047278,"(3.0, 4.3, 3.9)","(16.0, 32.0, 30.0625)","(6.0, 10.0, 8.1)","(7.0, 12.0, 10.0)","(8.0, 14.0, 12.95)","(2.1, 2.94, 2.9186666666666667)","(41.0, 260.0, 241.66666666666666)","(101.0, 730.0, 412.5)"
07-12-2022 18:43:09.466278,"(3.0, 4.3, 3.9)","(16.0, 32.0, 30.0625)","(6.0, 10.0, 8.86)","(7.0, 11.0, 10.0)","(8.0, 14.0, 12.02)","(2.1, 2.94, 2.9186666666666667)","(41.0, 260.0, 241.66666666666666)","(101.0, 730.0, 412.5)"
07-12-2022 18:43:10.876212,"(3.0, 4.3, 3.9)","(16.0, 32.0, 25.5)","(6.0, 10.0, 9.175)","(7.0, 11.0, 8.714285714285714)","(8.0, 13.5, 11.1875)","(2.1, 2.94, 2.9186666666666667)","(41.0, 260.0, 241.66666666666666)","(101.0, 730.0, 677.0833333333333)"
07-12-2022 18:43:12.238144,"(3.0, 4.3, 3.9727272727272727)","(16.0, 30.0, 25.5)","(6.0, 9.6, 8.71111111111111)","(7.0, 10.5, 9.333333333333334)","(8.0, 13.5, 12.2)","(2.1, 2.94, 2.9186666666666667)","(41.0, 260.0, 241.66666666666666)","(101.0, 730.0, 640.0)"
07-12-2022 18:43:13.615348,"(3.0, 4.3, 3.9)","(16.0, 30.0, 25.0)","(6.0, 9.6, 7.872727272727273)","(7.0, 10.0, 9.333333333333334)","(8.0, 13.0, 12.2)","(2.1, 2.94, 2.9186666666666667)","(41.0, 260.0, 241.66666666666666)","(101.0, 730.0, 640.0)"
07-12-2022 18:43:14.872541,"(3.0, 4.3, 3.9)","(16.0, 30.0, 26.875)","(6.0, 9.4, 7.872727272727273)","(7.0, 10.0, 8.5)","(8.0, 13.0, 10.866666666666667)","(2.1, 2.94, 2.9186666666666667)","(41.0, 260.0, 241.66666666666666)","(101.0, 730.0, 660.0)"
07-12-2022 18:43:16.168983,"(3.0, 4.3, 3.9)","(16.0, 29.0, 27.357142857142858)","(6.0, 9.4, 7.872727272727273)","(7.0, 10.0, 8.5)","(8.0, 13.0, 11.42)","(2.1, 2.94, 2.9186666666666667)","(41.0, 260.0, 241.66666666666666)","(101.0, 730.0, 625.0)"
07-12-2022 18:43:17.495122,"(3.0, 4.3, 3.9)","(16.0, 29.0, 24.5)","(6.0, 9.4, 7.408510638297872)","(7.0, 10.0, 8.117647058823529)","(8.0, 12.5, 11.42)","(2.1, 2.94, 2.9186666666666667)","(41.0, 260.0, 241.66666666666666)","(101.0, 730.0, 625.0)"
07-12-2022 18:43:18.842911,"(3.0, 4.3, 3.9)","(16.0, 28.0, 24.5)","(6.0, 9.4, 8.777777777777779)","(7.0, 10.0, 8.137931034482758)","(8.0, 12.5, 11.42)","(2.1, 2.94, 2.9185714285714286)","(41.0, 260.0, 241.66666666666666)","(101.0, 730.0, 625.0)"
07-12-2022 18:43:20.186067,"(3.0, 4.3, 3.9)","(16.0, 28.0, 24.75)","(6.0, 9.0, 8.777777777777779)","(7.0, 10.0, 8.166666666666666)","(8.0, 12.5, 11.42)","(2.1, 2.94, 2.7666666666666666)","(41.0, 260.0, 241.66666666666666)","(101.0, 730.0, 625.0)"
07-12-2022 18:43:21.576352,"(3.0, 4.3, 3.9)","(16.0, 27.0, 25.875)","(6.0, 9.0, 8.5)","(7.0, 10.0, 8.166666666666666)","(8.0, 12.5, 11.42)","(2.1, 2.94, 2.7)","(41.0, 260.0, 241.66666666666666)","(101.0, 730.0, 625.0)"
07-12-2022 18:43:22.934806,"(3.0, 4.3, 3.9)","(16.0, 27.0, 25.0)","(6.0, 9.0, 9.9)","(7.0, 10.0, 9.3)","(8.0, 12.5, 10.625)","(2.1, 2.96, 2.8200000000000003)","(41.0, 260.0, 241.66666666666666)","(101.0, 730.0, 625.0)"
07-12-2022 18:43:24.311129,"(3.0, 4.3, 3.9)","(16.0, 26.0, 25.0)","(6.0, 10.5, 9.9)","(7.0, 9.6, 9.3)","(8.0, 12.0, 10.625)","(2.1, 2.96, 2.8200000000000003)","(41.0, 260.0, 241.66666666666666)","(101.0, 730.0, 625.0)"
07-12-2022 18:43:25.541770,"(3.0, 4.3, 3.9)","(16.0, 26.0, 20.8)","(6.0, 10.5, 9.0)","(7.0, 9.6, 8.170370370370371)","(8.0, 12.0, 10.020000000000001)","(2.1, 2.96, 2.89)","(41.0, 260.0, 241.66666666666666)","(101.0, 730.0, 625.0)"
07-12-2022 18:43:27.270008,"(3.0, 4.3, 3.9)","(16.0, 26.0, 20.8)","(6.0, 10.0, 8.685714285714287)","(7.0, 9.8, 8.170370370370371)","(8.0, 12.0, 10.020000000000001)","(2.1, 2.96, 2.906470588235294)","(41.0, 260.0, 245.33333333333331)","(101.0, 730.0, 625.0)"
07-12-2022 18:43:28.848307,"(3.0, 4.3, 3.9)","(16.0, 26.0, 20.8)","(6.0, 9.8, 9.48)","(7.0, 9.8, 8.170370370370371)","(8.0, 12.0, 10.020000000000001)","(2.1, 2.96, 2.8611764705882354)","(41.0, 260.0, 241.66666666666666)","(101.0, 730.0, 625.0)"
07-12-2022 18:43:30.698272,"(3.0, 4.3, 3.9)","(16.0, 26.0, 20.8)","(6.0, 10.0, 9.177777777777777)","(7.0, 9.8, 8.170370370370371)","(8.0, 12.0, 10.020000000000001)","(2.1, 2.96, 2.8836363636363638)","(41.0, 260.0, 241.66666666666666)","(101.0, 730.0, 625.0)"
07-12-2022 18:43:32.145155,"(3.0, 4.3, 3.9)","(16.0, 26.0, 20.8)","(6.0, 9.4, 9.033333333333333)","(7.0, 9.8, 8.170370370370371)","(8.0, 12.0, 10.020000000000001)","(2.1, 2.96, 2.8836363636363638)","(41.0, 260.0, 245.33333333333331)","(101.0, 730.0, 625.0)"
07-12-2022 18:43:33.508953,"(3.0, 4.3, 3.9)","(16.0, 26.0, 20.8)","(6.0, 9.4, 9.066666666666666)","(7.0, 9.8, 8.170370370370371)","(8.0, 12.0, 10.020000000000001)","(2.1, 2.96, 2.8836363636363638)","(41.0, 260.0, 245.33333333333331)","(101.0, 730.0, 625.0)"
07-12-2022 18:43:35.053721,"(3.0, 4.3, 3.9)","(16.0, 26.0, 20.8)","(6.0, 9.4, 8.309090909090909)","(7.0, 9.8, 8.170370370370371)","(8.0, 12.0, 10.020000000000001)","(2.1, 2.96, 2.804444444444444)","(41.0, 260.0, 245.33333333333331)","(101.0, 730.0, 625.0)"
07-12-2022 18:43:36.645805,"(3.0, 4.3, 3.9)","(16.0, 26.0, 20.8)","(6.0, 9.4, 7.847058823529412)","(7.0, 9.8, 8.170370370370371)","(8.0, 12.0, 10.020000000000001)","(2.1, 2.96, 2.8433333333333333)","(41.0, 260.0, 245.33333333333331)","(101.0, 730.0, 625.0)"
07-12-2022 18:43:38.284838,"(3.0, 4.3, 3.9)","(16.0, 26.0, 20.8)","(6.0, 9.4, 7.59607843137255)","(7.0, 9.8, 8.6)","(8.0, 12.0, 10.020000000000001)","(2.1, 2.96, 2.92)","(41.0, 260.0, 245.33333333333331)","(101.0, 730.0, 625.0)"
07-12-2022 18:43:39.910591,"(3.0, 4.3, 4.023076923076923)","(16.0, 26.0, 20.8)","(6.0, 9.4, 7.6173913043478265)","(7.0, 9.4, 7.866666666666666)","(8.0, 12.0, 10.020000000000001)","(2.1, 2.96, 2.9054545454545453)","(41.0, 260.0, 245.33333333333331)","(101.0, 730.0, 625.0)"
07-12-2022 18:43:41.393448,"(3.0, 4.3, 4.075)","(16.0, 26.0, 20.8)","(6.0, 9.4, 7.439130434782609)","(7.0, 9.4, 7.866666666666666)","(8.0, 12.0, 10.020000000000001)","(2.1, 2.96, 2.9054545454545453)","(41.0, 260.0, 245.33333333333331)","(101.0, 730.0, 625.0)"
07-12-2022 18:43:42.902156,"(3.0, 4.3, 4.083333333333334)","(16.0, 26.0, 20.8)","(6.0, 9.4, 8.733333333333334)","(7.0, 9.4, 7.866666666666666)","(8.0, 12.0, 10.020000000000001)","(2.1, 2.96, 2.9175)","(41.0, 260.0, 245.33333333333331)","(101.0, 730.0, 625.0)"
07-12-2022 18:43:44.641974,"(3.0, 4.2, 4.1066666666666665)","(16.0, 26.0, 20.8)","(6.0, 9.0, 8.2)","(7.0, 9.4, 7.866666666666666)","(8.0, 12.0, 10.020000000000001)","(2.1, 3.0, 2.8666666666666667)","(41.0, 260.0, 245.33333333333331)","(101.0, 730.0, 641.4285714285714)"
07-12-2022 18:43:46.249770,"(3.0, 4.2, 4.075)","(16.0, 26.0, 20.8)","(6.0, 9.0, 7.425)","(7.0, 9.4, 7.863157894736842)","(8.0, 12.0, 10.020000000000001)","(2.1, 3.0, 2.8909090909090907)","(41.0, 260.0, 245.33333333333331)","(101.0, 730.0, 661.1111111111111)"
07-12-2022 18:43:47.850840,"(3.0, 4.3, 4.075)","(16.0, 26.0, 20.8)","(6.0, 9.0, 7.6000000000000005)","(7.0, 9.0, 7.863157894736842)","(8.0, 12.0, 10.020000000000001)","(2.1, 3.0, 2.8909090909090907)","(41.0, 260.0, 245.33333333333331)","(101.0, 730.0, 669.0)"
07-12-2022 18:43:49.539669,"(3.0, 4.3, 4.136363636363637)","(16.0, 26.0, 20.8)","(6.0, 9.0, 8.4)","(7.0, 9.0, 7.836363636363636)","(8.0, 12.0, 10.020000000000001)","(2.1, 3.0, 2.8909090909090907)","(41.0, 260.0, 245.33333333333331)","(101.0, 730.0, 679.1666666666667)"
07-12-2022 18:43:51.422573,"(3.0, 4.3, 4.136363636363637)","(16.0, 26.0, 20.8)","(6.0, 8.6, 8.1)","(7.0, 9.0, 7.836363636363636)","(8.0, 12.0, 10.020000000000001)","(2.1, 2.98, 2.8555555555555556)","(41.0, 260.0, 245.33333333333331)","(101.0, 730.0, 642.8571428571429)"
07-12-2022 18:43:52.941456,"(3.0, 4.3, 4.136363636363637)","(16.0, 26.0, 20.8)","(6.0, 8.6, 8.0)","(7.0, 9.0, 7.836363636363636)","(8.0, 12.0, 10.020000000000001)","(2.1, 2.98, 2.8657142857142857)","(41.0, 260.0, 245.33333333333331)","(101.0, 730.0, 642.8571428571429)"
07-12-2022 18:43:54.371860,"(3.0, 4.3, 4.136363636363637)","(16.0, 26.0, 20.8)","(6.0, 8.6, 7.933333333333333)","(7.0, 9.0, 7.838095238095238)","(8.0, 12.0, 10.020000000000001)","(2.1, 2.98, 2.8649999999999998)","(41.0, 260.0, 245.33333333333331)","(101.0, 730.0, 642.8571428571429)"
07-12-2022 18:43:55.696478,"(3.0, 4.3, 4.136363636363637)","(16.0, 26.0, 20.8)","(6.0, 8.6, 7.719047619047618)","(7.0, 8.6, 7.757894736842105)","(8.0, 12.0, 10.020000000000001)","(2.1, 3.0, 2.8989473684210525)","(41.0, 260.0, 245.33333333333331)","(101.0, 730.0, 642.8571428571429)"
07-12-2022 18:43:57.257253,"(3.0, 4.3, 4.136363636363637)","(16.0, 26.0, 20.8)","(6.0, 8.6, 7.38918918918919)","(7.0, 8.6, 7.699999999999999)","(8.0, 12.0, 10.020000000000001)","(2.1, 3.0, 2.895)","(41.0, 260.0, 245.33333333333331)","(101.0, 730.0, 642.8571428571429)"
07-12-2022 18:43:58.741790,"(3.0, 4.3, 4.136363636363637)","(16.0, 26.0, 20.8)","(6.0, 8.6, 7.885714285714285)","(7.0, 8.6, 7.699999999999999)","(8.0, 12.0, 10.020000000000001)","(2.1, 3.0, 2.8899999999999997)","(41.0, 260.0, 245.33333333333331)","(101.0, 730.0, 642.8571428571429)"
07-12-2022 18:44:00.119497,"(3.0, 4.3, 4.363333333333333)","(16.0, 26.0, 20.8)","(6.0, 8.4, 7.455555555555556)","(7.0, 8.6, 7.699999999999999)","(8.0, 12.0, 10.020000000000001)","(2.1, 3.0, 2.8899999999999997)","(41.0, 260.0, 245.33333333333331)","(101.0, 730.0, 642.8571428571429)"
07-12-2022 18:44:01.338517,"(3.0, 4.4, 4.316666666666667)","(16.0, 26.0, 20.8)","(6.0, 8.4, 7.455555555555556)","(7.0, 8.6, 7.699999999999999)","(8.0, 12.0, 10.020000000000001)","(2.1, 3.0, 2.8899999999999997)","(41.0, 260.0, 245.33333333333331)","(101.0, 730.0, 642.8571428571429)"
07-12-2022 18:44:02.663443,"(3.0, 4.4, 4.2)","(16.0, 26.0, 20.8)","(6.0, 8.4, 7.4714285714285715)","(7.0, 8.6, 7.699999999999999)","(8.0, 12.0, 10.020000000000001)","(2.1, 3.0, 2.8899999999999997)","(41.0, 260.0, 245.33333333333331)","(101.0, 730.0, 642.8571428571429)"
07-12-2022 18:44:04.121405,"(3.0, 4.4, 4.2)","(16.0, 26.0, 20.8)","(6.0, 8.4, 7.4714285714285715)","(7.0, 8.6, 7.699999999999999)","(8.0, 12.0, 10.020000000000001)","(2.1, 3.0, 2.8899999999999997)","(41.0, 260.0, 245.33333333333331)","(101.0, 730.0, 642.8571428571429)"
07-12-2022 18:44:05.541126,"(3.0, 4.4, 4.2)","(16.0, 26.0, 20.8)","(6.0, 8.4, 7.4714285714285715)","(7.0, 8.6, 7.699999999999999)","(8.0, 12.0, 10.020000000000001)","(2.1, 3.0, 2.8899999999999997)","(41.0, 260.0, 245.33333333333331)","(101.0, 730.0, 642.8571428571429)"
07-12-2022 18:44:06.902590,"(3.0, 4.4, 4.2)","(16.0, 26.0, 20.8)","(6.0, 8.4, 7.4714285714285715)","(7.0, 8.6, 7.699999999999999)","(8.0, 12.0, 10.020000000000001)","(2.1, 3.0, 2.8899999999999997)","(41.0, 260.0, 245.33333333333331)","(101.0, 730.0, 642.8571428571429)"
07-12-2022 18:44:08.318281,"(3.0, 4.4, 4.2)","(16.0, 26.0, 20.8)","(6.0, 8.4, 7.4714285714285715)","(7.0, 8.6, 7.699999999999999)","(8.0, 12.0, 10.020000000000001)","(2.1, 3.0, 2.928)","(41.0, 260.0, 245.33333333333331)","(101.0, 730.0, 642.8571428571429)"
07-12-2022 18:44:09.664345,"(3.0, 4.4, 4.2)","(16.0, 26.0, 20.8)","(6.0, 8.4, 7.4714285714285715)","(7.0, 8.6, 7.699999999999999)","(8.0, 12.0, 10.020000000000001)","(2.1, 3.0, 2.91)","(41.0, 260.0, 245.33333333333331)","(101.0, 730.0, 642.8571428571429)"
07-12-2022 18:44:10.909379,"(3.0, 4.4, 4.2)","(16.0, 26.0, 20.8)","(6.0, 8.4, 7.4714285714285715)","(7.0, 8.6, 7.699999999999999)","(8.0, 12.0, 10.020000000000001)","(2.1, 3.0, 2.91)","(41.0, 260.0, 245.33333333333331)","(101.0, 730.0, 642.8571428571429)"
07-12-2022 18:44:12.220393,"(3.0, 4.4, 4.2)","(16.0, 26.0, 20.8)","(6.0, 8.4, 7.4714285714285715)","(7.0, 8.6, 7.699999999999999)","(8.0, 12.0, 10.020000000000001)","(2.1, 3.0, 2.91)","(41.0, 260.0, 245.33333333333331)","(101.0, 730.0, 642.8571428571429)"
07-12-2022 18:44:13.545348,"(3.0, 4.4, 4.2)","(16.0, 26.0, 20.8)","(6.0, 8.4, 7.4714285714285715)","(7.0, 8.6, 7.699999999999999)","(8.0, 12.0, 10.020000000000001)","(2.1, 3.0, 2.91)","(41.0, 260.0, 245.33333333333331)","(101.0, 730.0, 642.8571428571429)"
07-12-2022 18:44:14.811294,"(3.0, 4.4, 4.2)","(16.0, 26.0, 20.8)","(6.0, 8.4, 7.4714285714285715)","(7.0, 8.6, 7.699999999999999)","(8.0, 12.0, 10.020000000000001)","(2.1, 3.0, 2.91)","(41.0, 260.0, 245.33333333333331)","(101.0, 730.0, 642.8571428571429)"
07-12-2022 18:44:16.002019,"(3.0, 4.4, 4.2)","(16.0, 26.0, 20.8)","(6.0, 8.4, 7.4714285714285715)","(7.0, 8.6, 7.699999999999999)","(8.0, 12.0, 10.020000000000001)","(2.1, 3.0, 2.928888888888889)","(41.0, 260.0, 241.66666666666666)","(101.0, 730.0, 642.8571428571429)"
07-12-2022 18:44:17.556917,"(3.0, 4.4, 4.2)","(16.0, 26.0, 20.8)","(6.0, 8.2, 7.133333333333333)","(7.0, 8.6, 7.7)","(8.0, 12.0, 10.020000000000001)","(2.1, 3.1, 2.9074999999999998)","(41.0, 260.0, 241.66666666666666)","(101.0, 730.0, 642.8571428571429)"
07-12-2022 18:44:18.947169,"(3.0, 4.4, 4.2)","(16.0, 26.0, 20.8)","(6.0, 8.2, 7.5)","(7.0, 8.4, 7.525)","(8.0, 12.0, 10.020000000000001)","(2.1, 3.1, 2.9166666666666665)","(41.0, 260.0, 241.66666666666666)","(101.0, 730.0, 642.8571428571429)"
07-12-2022 18:44:20.319870,"(3.0, 4.4, 4.2)","(16.0, 26.0, 20.8)","(6.0, 7.8, 7.199999999999999)","(7.0, 8.4, 7.455555555555556)","(8.0, 12.0, 10.020000000000001)","(2.1, 3.1, 3.0)","(41.0, 260.0, 241.66666666666666)","(101.0, 730.0, 642.8571428571429)"
07-12-2022 18:44:21.698063,"(3.0, 4.4, 4.25)","(16.0, 26.0, 20.8)","(6.0, 7.8, 7.0285714285714285)","(7.0, 8.4, 7.455555555555556)","(8.0, 12.0, 10.020000000000001)","(2.1, 3.1, 2.988888888888889)","(41.0, 260.0, 241.66666666666666)","(101.0, 730.0, 642.8571428571429)"
07-12-2022 18:44:22.978585,"(3.0, 4.4, 4.25)","(16.0, 26.0, 20.8)","(6.0, 7.6, 6.8)","(7.0, 8.4, 7.455555555555556)","(8.0, 12.0, 10.020000000000001)","(2.1, 3.1, 2.933333333333333)","(41.0, 260.0, 241.66666666666666)","(101.0, 730.0, 642.8571428571429)"
07-12-2022 18:44:24.416840,"(3.0, 4.4, 4.25)","(16.0, 26.0, 20.8)","(6.0, 7.6, 6.8)","(7.0, 8.4, 7.455555555555556)","(8.0, 12.0, 10.020000000000001)","(2.1, 3.05, 2.933333333333333)","(41.0, 260.0, 241.66666666666666)","(101.0, 730.0, 642.8571428571429)"
07-12-2022 18:44:25.798130,"(3.0, 4.4, 4.372727272727273)","(16.0, 26.0, 20.8)","(6.0, 7.4, 7.2)","(7.0, 8.4, 7.455555555555556)","(8.0, 12.0, 10.020000000000001)","(2.1, 3.05, 2.925)","(41.0, 260.0, 241.66666666666666)","(101.0, 730.0, 642.8571428571429)"
07-12-2022 18:44:27.084206,"(3.0, 4.4, 4.376923076923077)","(16.0, 26.0, 20.8)","(6.0, 7.4, 7.2)","(7.0, 8.4, 7.455555555555556)","(8.0, 12.0, 10.020000000000001)","(2.1, 3.05, 2.9571428571428573)","(41.0, 260.0, 241.66666666666666)","(101.0, 730.0, 642.8571428571429)"
07-12-2022 18:44:28.396415,"(3.0, 4.4, 4.376923076923077)","(16.0, 26.0, 20.8)","(6.0, 7.4, 7.2)","(7.0, 8.4, 7.455555555555556)","(8.0, 12.0, 10.020000000000001)","(2.1, 3.1, 2.95)","(41.0, 260.0, 241.66666666666666)","(101.0, 730.0, 642.8571428571429)"
07-12-2022 18:44:29.699174,"(3.0, 4.4, 4.376923076923077)","(16.0, 26.0, 20.8)","(6.0, 7.4, 7.2)","(7.0, 8.4, 7.455555555555556)","(8.0, 12.0, 10.020000000000001)","(2.1, 3.1, 2.9571428571428573)","(41.0, 260.0, 241.66666666666666)","(101.0, 730.0, 642.8571428571429)"
07-12-2022 18:44:31.215832,"(3.0, 4.4, 4.376923076923077)","(16.0, 26.0, 20.8)","(6.0, 7.4, 7.2)","(7.0, 8.4, 7.455555555555556)","(8.0, 12.0, 10.020000000000001)","(2.1, 3.1, 2.9571428571428573)","(41.0, 260.0, 241.66666666666666)","(101.0, 730.0, 642.8571428571429)"
07-12-2022 18:44:32.534029,"(3.0, 4.4, 4.376923076923077)","(16.0, 26.0, 20.8)","(6.0, 7.4, 7.2)","(7.0, 8.4, 7.455555555555556)","(8.0, 12.0, 10.020000000000001)","(2.1, 3.1, 2.95)","(41.0, 260.0, 241.66666666666666)","(101.0, 730.0, 642.8571428571429)"
07-12-2022 18:44:33.791855,"(3.0, 4.4, 4.376923076923077)","(16.0, 26.0, 20.8)","(6.0, 7.4, 7.2)","(7.0, 8.4, 7.455555555555556)","(8.0, 12.0, 10.020000000000001)","(2.1, 3.1, 3.0090909090909093)","(41.0, 260.0, 235.55555555555554)","(101.0, 730.0, 642.8571428571429)"
07-12-2022 18:44:35.038594,"(3.0, 4.4, 4.376923076923077)","(16.0, 26.0, 20.8)","(6.0, 7.4, 7.2)","(7.0, 8.4, 7.455555555555556)","(8.0, 12.0, 10.020000000000001)","(2.1, 3.1, 2.9571428571428573)","(41.0, 260.0, 235.55555555555554)","(101.0, 730.0, 642.8571428571429)"
07-12-2022 18:44:36.399147,"(3.0, 4.4, 4.376923076923077)","(16.0, 26.0, 20.8)","(6.0, 7.4, 7.2)","(7.0, 8.4, 7.455555555555556)","(8.0, 12.0, 10.020000000000001)","(2.1, 3.1, 2.9571428571428573)","(41.0, 260.0, 223.33333333333331)","(101.0, 730.0, 642.8571428571429)"
07-12-2022 18:44:37.806538,"(3.0, 4.4, 4.376923076923077)","(16.0, 26.0, 20.8)","(6.5, 7.4, 7.2)","(7.5, 8.4, 7.455555555555556)","(8.0, 12.0, 10.020000000000001)","(2.15, 3.1, 2.9571428571428573)","(31.0, 260.0, 223.33333333333331)","(101.0, 730.0, 642.8571428571429)"
07-12-2022 18:44:39.210228,"(3.0, 4.4, 4.376923076923077)","(16.0, 26.0, 20.8)","(6.5, 7.4, 7.2)","(7.5, 8.4, 7.4714285714285715)","(8.0, 12.0, 10.020000000000001)","(2.15, 3.1, 3.0090909090909093)","(31.0, 260.0, 223.33333333333331)","(101.0, 730.0, 642.8571428571429)"
07-12-2022 18:44:40.507770,"(3.0, 4.4, 4.376923076923077)","(16.0, 26.0, 20.8)","(6.5, 7.4, 7.2)","(7.5, 8.4, 7.4714285714285715)","(8.0, 12.0, 10.65)","(2.15, 3.1, 2.9714285714285715)","(31.0, 260.0, 223.33333333333331)","(101.0, 730.0, 642.8571428571429)"
07-12-2022 18:44:41.775722,"(3.0, 4.4, 4.376923076923077)","(16.0, 26.0, 20.8)","(6.5, 7.4, 7.2)","(7.5, 8.4, 7.4714285714285715)","(8.0, 11.5, 10.65)","(2.15, 3.1, 2.975)","(31.0, 260.0, 223.33333333333331)","(101.0, 730.0, 580.0)"
07-12-2022 18:44:43.063083,"(3.0, 4.5, 4.2176470588235295)","(16.0, 26.0, 20.8)","(6.5, 7.4, 7.08)","(7.5, 8.4, 7.4714285714285715)","(8.0, 11.5, 9.945714285714287)","(2.15, 3.1, 2.975)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 580.0)"
07-12-2022 18:44:44.454226,"(3.0, 4.5, 4.266666666666667)","(16.0, 26.0, 20.8)","(6.5, 7.4, 6.9)","(7.5, 8.4, 7.4714285714285715)","(8.0, 11.5, 9.945714285714287)","(2.15, 3.25, 3.008)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 580.0)"
07-12-2022 18:44:45.636902,"(3.0, 4.5, 4.266666666666667)","(16.0, 26.0, 20.8)","(6.5, 7.4, 6.9)","(7.5, 8.4, 7.858333333333333)","(8.0, 11.5, 9.945714285714287)","(2.15, 3.25, 2.975)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:44:46.960506,"(3.0, 4.5, 4.22)","(16.0, 26.0, 20.8)","(6.5, 7.4, 6.96)","(7.5, 8.4, 7.858333333333333)","(8.0, 11.5, 9.945714285714287)","(2.15, 3.25, 3.0166666666666666)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:44:48.431200,"(3.0, 4.5, 4.22)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.715789473684211)","(8.0, 11.5, 9.945714285714287)","(2.15, 3.25, 3.0166666666666666)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:44:49.651934,"(3.0, 4.5, 4.22)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.4714285714285715)","(8.0, 11.5, 9.945714285714287)","(2.15, 3.25, 3.0166666666666666)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:44:51.245150,"(3.0, 4.5, 4.22)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.4714285714285715)","(8.0, 11.5, 9.945714285714287)","(2.15, 3.25, 3.04)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:44:52.781965,"(3.0, 4.5, 4.22)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.4714285714285715)","(8.0, 11.5, 9.945714285714287)","(2.15, 3.25, 3.0166666666666666)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:44:54.408991,"(3.0, 4.5, 4.22)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.660869565217392)","(8.0, 11.5, 9.945714285714287)","(2.15, 3.25, 3.075)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:44:56.005318,"(3.0, 4.5, 4.3)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.715789473684211)","(8.0, 11.5, 9.945714285714287)","(2.15, 3.25, 3.0166666666666666)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:44:57.687494,"(3.0, 4.5, 4.22)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.4714285714285715)","(8.0, 11.5, 9.945714285714287)","(2.15, 3.25, 3.0166666666666666)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:44:59.296775,"(3.0, 4.5, 4.22)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.455555555555556)","(8.0, 11.5, 9.945714285714287)","(2.15, 3.25, 3.075)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:45:00.686521,"(3.0, 4.5, 4.3)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.4714285714285715)","(8.0, 11.5, 9.945714285714287)","(2.15, 3.25, 3.211818181818182)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:45:02.145075,"(3.0, 4.5, 4.22)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.715789473684211)","(8.0, 11.5, 9.945714285714287)","(2.15, 3.25, 3.0175)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:45:03.515171,"(3.0, 4.5, 4.22)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.715789473684211)","(8.0, 11.5, 9.945714285714287)","(2.15, 3.25, 3.0175)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
