,Estonian Lady,Love Letter,Professor Sirius,Spring Flare,Silver Skylark,Summer Fiesta,Henry Delatt,Snake Eyes Senna
10-01-2023 15:08:51.865800,"(3.6, 7.2, 5.128571428571429)","(5.0, 5.7, 5.260000000000001)","(6.0, 8.6, 7.933333333333334)","(2.6, 2.98, 2.972857142857143)","(61.0, 160.0, 121.76470588235294)","(91.0, 150.0, 127.08333333333333)","(21.0, 80.0, 44.121212121212125)","(5.0, 7.2, 6.9)"
10-01-2023 15:08:52.914694,"(3.6, 7.2, 5.2942857142857145)","(5.0, 5.6, 5.176470588235294)","(6.0, 8.6, 7.746666666666666)","(2.6, 2.98, 2.972857142857143)","(71.0, 160.0, 121.76470588235294)","(81.0, 150.0, 127.08333333333333)","(21.0, 80.0, 44.48)","(5.0, 7.2, 6.9)"
10-01-2023 15:08:54.022821,"(3.6, 7.2, 5.235483870967742)","(4.8, 5.6, 5.176470588235294)","(6.5, 8.6, 7.933333333333334)","(2.6, 2.98, 2.972857142857143)","(71.0, 160.0, 121.76470588235294)","(81.0, 150.0, 127.08333333333333)","(21.0, 80.0, 44.48)","(5.0, 7.2, 6.9)"
10-01-2023 15:08:55.179550,"(3.6, 7.2, 5.911111111111111)","(4.8, 5.6, 5.176470588235294)","(6.5, 8.6, 7.933333333333334)","(2.6, 2.98, 2.972857142857143)","(71.0, 160.0, 121.76470588235294)","(81.0, 150.0, 127.08333333333333)","(21.0, 80.0, 44.83168316831683)","(5.0, 7.2, 6.9)"
10-01-2023 15:08:56.591731,"(3.6, 7.2, 6.143478260869566)","(4.8, 5.6, 5.288888888888889)","(6.5, 8.6, 7.933333333333334)","(2.6, 2.98, 3.03875)","(71.0, 160.0, 121.76470588235294)","(81.0, 150.0, 127.08333333333333)","(21.0, 80.0, 46.11447811447812)","(5.0, 7.2, 6.45)"
10-01-2023 15:08:57.772938,"(3.6, 7.2, 5.560714285714286)","(4.8, 5.5, 5.328571428571428)","(6.5, 8.6, 7.746666666666666)","(2.6, 3.05, 3.017826086956522)","(71.0, 160.0, 121.76470588235294)","(81.0, 150.0, 127.08333333333333)","(21.0, 80.0, 46.11447811447812)","(5.0, 7.2, 6.45)"
10-01-2023 15:08:58.949892,"(3.6, 7.2, 5.554838709677419)","(4.8, 5.5, 5.26)","(6.5, 8.6, 7.746666666666666)","(2.6, 3.15, 3.017826086956522)","(71.0, 160.0, 121.76470588235294)","(81.0, 150.0, 127.08333333333333)","(21.0, 80.0, 46.11447811447812)","(5.0, 7.2, 6.45)"
10-01-2023 15:09:00.164857,"(3.6, 7.2, 5.577272727272727)","(4.8, 5.5, 5.1000000000000005)","(6.5, 8.6, 7.746666666666666)","(2.6, 3.15, 3.017826086956522)","(71.0, 160.0, 121.76470588235294)","(81.0, 150.0, 127.08333333333333)","(21.0, 80.0, 46.11447811447812)","(5.0, 7.2, 6.9)"
10-01-2023 15:09:01.448663,"(3.6, 7.2, 5.577272727272727)","(4.8, 5.4, 4.909090909090909)","(6.5, 8.6, 7.746666666666666)","(2.6, 3.15, 3.017826086956522)","(71.0, 160.0, 121.76470588235294)","(81.0, 150.0, 127.08333333333333)","(21.0, 80.0, 46.11447811447812)","(5.0, 7.2, 6.9)"
10-01-2023 15:09:02.718605,"(3.6, 7.2, 5.577272727272727)","(4.8, 5.3, 4.8999999999999995)","(6.5, 8.6, 7.746666666666666)","(2.6, 3.15, 3.017826086956522)","(71.0, 160.0, 121.76470588235294)","(81.0, 150.0, 127.08333333333333)","(21.0, 80.0, 50.833333333333336)","(5.0, 7.2, 7.0285714285714285)"
10-01-2023 15:09:04.018453,"(3.6, 7.2, 5.577272727272727)","(4.8, 5.3, 4.8277777777777775)","(6.5, 8.6, 7.746666666666666)","(2.6, 3.15, 3.017826086956522)","(71.0, 160.0, 121.76470588235294)","(81.0, 150.0, 127.08333333333333)","(21.0, 75.0, 52.5)","(5.0, 7.2, 6.988235294117647)"
10-01-2023 15:09:05.273498,"(3.6, 7.2, 5.577272727272727)","(4.8, 5.3, 4.8277777777777775)","(6.5, 8.6, 7.746666666666666)","(2.6, 3.15, 3.017826086956522)","(71.0, 160.0, 121.76470588235294)","(81.0, 150.0, 127.08333333333333)","(21.0, 75.0, 57.15384615384615)","(5.0, 7.2, 6.988235294117647)"
10-01-2023 15:09:06.643316,"(3.6, 7.0, 6.2)","(4.8, 5.3, 4.8277777777777775)","(6.5, 8.6, 8.043478260869565)","(2.6, 3.15, 3.017826086956522)","(71.0, 160.0, 121.76470588235294)","(81.0, 150.0, 127.08333333333333)","(21.0, 75.0, 56.68421052631579)","(5.0, 7.2, 6.866666666666667)"
10-01-2023 15:09:07.902281,"(3.6, 6.8, 6.2)","(4.8, 5.3, 4.8277777777777775)","(6.5, 8.6, 8.043478260869565)","(2.6, 3.15, 3.017826086956522)","(71.0, 160.0, 121.76470588235294)","(81.0, 150.0, 127.08333333333333)","(21.0, 75.0, 56.68421052631579)","(5.0, 7.2, 6.800000000000001)"
10-01-2023 15:09:09.071495,"(3.9, 6.8, 6.258333333333333)","(4.6, 5.3, 4.8277777777777775)","(6.5, 8.6, 8.043478260869565)","(2.6, 3.15, 3.017826086956522)","(71.0, 160.0, 121.76470588235294)","(81.0, 150.0, 127.08333333333333)","(26.0, 75.0, 56.68421052631579)","(5.0, 7.4, 6.92)"
10-01-2023 15:09:10.358569,"(3.9, 6.6, 6.35)","(4.6, 5.3, 4.8277777777777775)","(6.5, 8.6, 7.9)","(2.6, 3.15, 3.0353846153846153)","(71.0, 160.0, 121.76470588235294)","(81.0, 150.0, 127.08333333333333)","(26.0, 75.0, 56.68421052631579)","(5.0, 7.4, 7.072727272727273)"
10-01-2023 15:09:11.663677,"(3.9, 6.6, 6.266666666666667)","(4.6, 5.3, 4.8277777777777775)","(6.5, 8.6, 8.1)","(2.6, 3.1, 3.0353846153846153)","(71.0, 160.0, 121.76470588235294)","(81.0, 150.0, 127.08333333333333)","(26.0, 75.0, 54.75)","(5.0, 7.4, 7.072727272727273)"
10-01-2023 15:09:12.944095,"(3.9, 6.6, 6.1909090909090905)","(4.6, 5.3, 4.8277777777777775)","(6.5, 8.6, 7.9411764705882355)","(2.6, 3.1, 3.0490909090909093)","(71.0, 160.0, 121.76470588235294)","(81.0, 150.0, 127.08333333333333)","(26.0, 75.0, 58.8)","(5.0, 7.4, 7.072727272727273)"
10-01-2023 15:09:14.222008,"(3.9, 6.6, 6.1909090909090905)","(4.6, 5.3, 4.8277777777777775)","(6.5, 8.6, 7.9411764705882355)","(2.6, 3.1, 3.0490909090909093)","(71.0, 160.0, 121.76470588235294)","(81.0, 150.0, 127.08333333333333)","(26.0, 75.0, 58.8)","(5.0, 7.4, 7.11764705882353)"
10-01-2023 15:09:15.499173,"(3.9, 6.6, 6.1909090909090905)","(4.6, 5.2, 4.866666666666666)","(6.0, 8.6, 8.1)","(2.6, 3.1, 3.046153846153846)","(71.0, 160.0, 125.33333333333333)","(81.0, 150.0, 133.5)","(26.0, 75.0, 58.8)","(5.0, 7.4, 7.15)"
10-01-2023 15:09:16.746878,"(3.9, 6.6, 6.1909090909090905)","(4.6, 5.2, 4.844444444444444)","(6.0, 8.6, 7.9411764705882355)","(2.6, 3.1, 3.046153846153846)","(71.0, 160.0, 125.33333333333333)","(81.0, 150.0, 133.5)","(26.0, 75.0, 58.8)","(5.0, 7.4, 7.2)"
10-01-2023 15:09:18.001166,"(3.9, 6.6, 6.1909090909090905)","(4.6, 5.2, 4.844444444444444)","(6.0, 8.6, 8.04)","(2.6, 3.1, 3.046153846153846)","(71.0, 160.0, 125.33333333333333)","(81.0, 150.0, 131.66666666666666)","(26.0, 75.0, 58.8)","(5.0, 7.4, 7.171428571428572)"
10-01-2023 15:09:19.394400,"(3.9, 6.6, 6.1909090909090905)","(4.6, 5.2, 4.844444444444444)","(6.0, 8.6, 7.9411764705882355)","(2.6, 3.1, 3.05625)","(71.0, 160.0, 125.33333333333333)","(81.0, 150.0, 131.66666666666666)","(26.0, 75.0, 58.8)","(5.0, 7.4, 7.133333333333334)"
10-01-2023 15:09:20.715520,"(3.9, 6.6, 6.2785714285714285)","(4.6, 5.1, 4.99090909090909)","(6.0, 8.6, 8.09090909090909)","(2.6, 3.1, 3.05625)","(71.0, 160.0, 125.33333333333333)","(81.0, 150.0, 131.66666666666666)","(26.0, 75.0, 58.8)","(5.0, 7.4, 7.133333333333334)"
10-01-2023 15:09:21.974805,"(3.9, 6.6, 6.3)","(4.6, 5.1, 4.99090909090909)","(6.0, 8.6, 8.09090909090909)","(2.6, 3.1, 3.05625)","(71.0, 160.0, 125.33333333333333)","(81.0, 150.0, 131.66666666666666)","(26.0, 75.0, 58.8)","(5.0, 7.4, 7.133333333333334)"
10-01-2023 15:09:23.483500,"(3.9, 6.6, 6.281818181818182)","(4.6, 5.1, 4.961538461538462)","(6.0, 8.6, 8.09090909090909)","(2.6, 3.1, 3.050588235294118)","(71.0, 160.0, 125.33333333333333)","(81.0, 150.0, 131.66666666666666)","(26.0, 75.0, 58.8)","(5.0, 7.4, 7.133333333333334)"
10-01-2023 15:09:24.728088,"(3.9, 6.6, 6.281818181818182)","(4.6, 5.1, 4.961538461538462)","(6.0, 8.6, 8.133333333333333)","(2.6, 3.1, 3.050588235294118)","(71.0, 160.0, 136.36363636363637)","(81.0, 150.0, 131.66666666666666)","(26.0, 75.0, 58.8)","(5.0, 7.4, 7.133333333333334)"
10-01-2023 15:09:25.993668,"(3.9, 6.6, 6.308333333333334)","(4.6, 5.1, 4.961538461538462)","(6.0, 8.6, 7.8533333333333335)","(2.6, 3.1, 3.050588235294118)","(71.0, 160.0, 136.36363636363637)","(81.0, 150.0, 131.66666666666666)","(26.0, 75.0, 58.8)","(5.0, 7.4, 7.133333333333334)"
10-01-2023 15:09:27.107610,"(3.9, 6.6, 6.366666666666666)","(4.6, 5.1, 4.949999999999999)","(6.0, 8.6, 7.8533333333333335)","(2.6, 3.1, 3.050588235294118)","(71.0, 160.0, 134.0)","(81.0, 150.0, 131.66666666666666)","(26.0, 75.0, 58.8)","(5.0, 7.4, 7.2)"
10-01-2023 15:09:28.286786,"(4.0, 6.6, 6.366666666666666)","(4.6, 5.1, 4.949999999999999)","(6.0, 8.6, 7.8533333333333335)","(2.6, 3.1, 3.050588235294118)","(71.0, 160.0, 134.0)","(81.0, 150.0, 131.66666666666666)","(31.0, 75.0, 58.8)","(5.0, 7.4, 7.133333333333334)"
10-01-2023 15:09:29.579621,"(4.0, 6.6, 6.366666666666666)","(4.6, 5.1, 4.949999999999999)","(6.0, 8.6, 7.8533333333333335)","(2.6, 3.1, 3.050588235294118)","(71.0, 160.0, 134.0)","(81.0, 150.0, 131.66666666666666)","(31.0, 75.0, 58.8)","(5.0, 7.4, 7.25)"
10-01-2023 15:09:30.896146,"(4.0, 6.6, 6.366666666666666)","(4.6, 5.1, 4.949999999999999)","(6.0, 8.6, 7.8533333333333335)","(2.6, 3.1, 3.050588235294118)","(71.0, 160.0, 134.0)","(81.0, 150.0, 131.66666666666666)","(31.0, 75.0, 58.8)","(5.0, 7.4, 7.25)"
10-01-2023 15:09:32.186533,"(4.0, 6.6, 6.366666666666666)","(4.6, 5.1, 4.949999999999999)","(6.0, 8.6, 7.977777777777778)","(2.6, 3.1, 3.050588235294118)","(71.0, 160.0, 134.0)","(81.0, 150.0, 133.5)","(31.0, 75.0, 58.8)","(5.0, 7.4, 7.25)"
10-01-2023 15:09:33.480848,"(4.0, 6.6, 6.3307692307692305)","(4.6, 5.1, 4.949999999999999)","(6.0, 8.6, 7.977777777777778)","(2.6, 3.1, 3.086666666666667)","(71.0, 160.0, 134.0)","(81.0, 150.0, 131.66666666666666)","(31.0, 75.0, 58.8)","(5.0, 7.4, 7.28)"
10-01-2023 15:09:34.727149,"(4.0, 6.6, 6.3307692307692305)","(4.6, 5.1, 4.949999999999999)","(6.0, 8.6, 7.977777777777778)","(2.6, 3.1, 3.086666666666667)","(71.0, 160.0, 130.45454545454544)","(81.0, 150.0, 131.66666666666666)","(31.0, 75.0, 58.8)","(5.0, 7.4, 7.258823529411765)"
10-01-2023 15:09:35.978788,"(4.0, 6.6, 6.3307692307692305)","(4.6, 5.1, 4.983333333333333)","(6.0, 8.6, 7.977777777777778)","(2.6, 3.1, 3.1026315789473684)","(71.0, 160.0, 130.45454545454544)","(81.0, 150.0, 131.66666666666666)","(31.0, 75.0, 58.8)","(5.0, 7.4, 7.258823529411765)"
10-01-2023 15:09:37.277481,"(4.0, 6.6, 6.35)","(4.6, 5.1, 4.983333333333333)","(6.0, 8.6, 7.977777777777778)","(2.6, 3.15, 3.1026315789473684)","(71.0, 160.0, 130.45454545454544)","(81.0, 150.0, 131.66666666666666)","(31.0, 75.0, 58.8)","(5.0, 7.4, 7.28)"
10-01-2023 15:09:38.485504,"(4.0, 5.9, 5.8046875)","(4.6, 5.1, 4.9879999999999995)","(6.0, 8.6, 7.977777777777778)","(2.6, 3.15, 3.13)","(71.0, 160.0, 132.91666666666669)","(81.0, 150.0, 131.66666666666666)","(31.0, 75.0, 58.8)","(5.0, 7.4, 6.8769230769230765)"
10-01-2023 15:09:39.711785,"(4.0, 5.9, 5.7)","(4.6, 5.1, 4.9879999999999995)","(6.0, 8.6, 7.977777777777778)","(2.6, 3.2, 3.1142857142857143)","(71.0, 160.0, 130.45454545454544)","(81.0, 150.0, 131.66666666666666)","(31.0, 75.0, 58.8)","(5.0, 7.8, 6.858823529411764)"
10-01-2023 15:09:41.020211,"(4.0, 5.7, 5.58)","(4.6, 5.1, 4.9879999999999995)","(6.0, 8.6, 7.977777777777778)","(2.6, 3.2, 3.1142857142857143)","(71.0, 160.0, 130.45454545454544)","(81.0, 150.0, 131.66666666666666)","(31.0, 75.0, 58.8)","(5.0, 7.8, 6.858823529411764)"
10-01-2023 15:09:42.211332,"(4.0, 5.7, 5.58)","(4.6, 5.1, 4.9879999999999995)","(6.0, 8.6, 7.977777777777778)","(2.6, 3.2, 3.175)","(71.0, 160.0, 130.45454545454544)","(81.0, 150.0, 131.66666666666666)","(31.0, 75.0, 58.8)","(5.0, 7.8, 6.858823529411764)"
10-01-2023 15:09:43.400441,"(4.0, 5.7, 5.58)","(4.6, 5.1, 4.966666666666667)","(6.0, 8.6, 7.977777777777778)","(2.6, 3.2, 3.1500000000000004)","(71.0, 160.0, 130.45454545454544)","(81.0, 150.0, 131.66666666666666)","(31.0, 75.0, 58.8)","(5.0, 7.8, 6.855555555555555)"
10-01-2023 15:09:44.618333,"(4.0, 5.7, 5.58)","(4.6, 5.1, 4.966666666666667)","(6.0, 8.6, 7.977777777777778)","(2.6, 3.2, 3.1500000000000004)","(71.0, 160.0, 130.45454545454544)","(81.0, 150.0, 131.66666666666666)","(31.0, 75.0, 58.8)","(5.0, 7.8, 6.855555555555555)"
10-01-2023 15:09:45.761750,"(4.0, 5.7, 5.58)","(4.6, 5.1, 4.966666666666667)","(6.0, 8.6, 7.977777777777778)","(2.6, 3.2, 3.1500000000000004)","(71.0, 160.0, 130.45454545454544)","(81.0, 150.0, 131.66666666666666)","(31.0, 75.0, 58.8)","(5.0, 7.8, 6.855555555555555)"
10-01-2023 15:09:46.987589,"(4.0, 5.7, 5.58)","(4.6, 5.1, 4.966666666666667)","(6.0, 8.6, 7.977777777777778)","(2.6, 3.2, 3.1500000000000004)","(71.0, 160.0, 130.45454545454544)","(81.0, 150.0, 131.66666666666666)","(31.0, 75.0, 58.8)","(5.0, 7.8, 6.855555555555555)"
10-01-2023 15:09:48.163784,"(4.0, 5.7, 5.58)","(4.6, 5.1, 4.966666666666667)","(6.0, 8.6, 7.977777777777778)","(2.6, 3.2, 3.1500000000000004)","(71.0, 160.0, 130.45454545454544)","(81.0, 150.0, 131.66666666666666)","(31.0, 75.0, 58.8)","(5.0, 7.8, 6.855555555555555)"
10-01-2023 15:09:49.400281,"(4.0, 5.7, 5.58)","(4.6, 5.1, 4.966666666666667)","(6.0, 8.6, 7.977777777777778)","(2.6, 3.2, 3.1500000000000004)","(71.0, 160.0, 130.45454545454544)","(81.0, 150.0, 131.66666666666666)","(31.0, 75.0, 62.4)","(5.0, 7.8, 7.333333333333333)"
10-01-2023 15:09:50.664169,"(4.0, 5.7, 5.58)","(4.6, 5.1, 4.949999999999999)","(6.0, 8.6, 7.977777777777778)","(2.6, 3.2, 3.1500000000000004)","(71.0, 160.0, 130.45454545454544)","(81.0, 150.0, 131.66666666666666)","(31.0, 75.0, 62.4)","(5.0, 7.6, 7.333333333333333)"
10-01-2023 15:09:51.947968,"(4.0, 5.7, 5.58)","(4.6, 5.1, 4.975)","(6.0, 8.6, 7.977777777777778)","(2.6, 3.2, 3.1500000000000004)","(71.0, 160.0, 130.45454545454544)","(81.0, 150.0, 131.66666666666666)","(31.0, 75.0, 62.4)","(5.0, 7.6, 7.163636363636363)"
10-01-2023 15:09:53.250770,"(4.0, 5.5, 5.45)","(4.6, 5.1, 4.975)","(6.0, 8.6, 7.977777777777778)","(2.6, 3.2, 3.2)","(71.0, 160.0, 130.45454545454544)","(81.0, 150.0, 131.66666666666666)","(31.0, 75.0, 62.4)","(5.0, 7.6, 7.163636363636363)"
10-01-2023 15:09:54.508769,"(4.0, 5.3, 5.0375)","(4.6, 5.1, 4.975)","(6.0, 8.6, 7.977777777777778)","(2.6, 3.35, 3.216666666666667)","(71.0, 160.0, 130.45454545454544)","(81.0, 150.0, 131.66666666666666)","(31.0, 75.0, 62.4)","(5.0, 7.6, 7.333333333333333)"
10-01-2023 15:09:55.754364,"(4.0, 5.2, 5.085714285714285)","(4.6, 5.1, 4.975)","(6.0, 8.6, 7.977777777777778)","(2.6, 3.35, 3.3)","(71.0, 160.0, 130.45454545454544)","(81.0, 150.0, 131.66666666666666)","(31.0, 75.0, 62.4)","(5.0, 7.6, 7.257142857142857)"
10-01-2023 15:09:56.836436,"(4.0, 5.2, 5.085714285714285)","(4.6, 5.1, 4.975)","(6.0, 8.6, 7.977777777777778)","(2.6, 3.4, 3.3)","(71.0, 160.0, 130.45454545454544)","(81.0, 150.0, 131.66666666666666)","(31.0, 75.0, 73.07692307692308)","(5.0, 7.6, 7.225)"
10-01-2023 15:09:57.899744,"(4.0, 5.2, 5.0600000000000005)","(4.6, 5.1, 4.975)","(6.0, 8.6, 7.9)","(2.6, 3.35, 3.3000000000000003)","(71.0, 160.0, 130.45454545454544)","(81.0, 150.0, 131.66666666666666)","(31.0, 100.0, 75.0)","(5.0, 7.6, 7.225)"
10-01-2023 15:09:59.151518,"(4.0, 5.2, 5.0600000000000005)","(4.4, 5.1, 4.975)","(6.0, 8.6, 7.9)","(2.6, 3.35, 3.3000000000000003)","(71.0, 160.0, 130.45454545454544)","(81.0, 150.0, 131.66666666666666)","(31.0, 100.0, 75.0)","(5.0, 7.6, 7.225)"
10-01-2023 15:10:00.212151,"(4.0, 5.2, 5.0600000000000005)","(4.4, 5.1, 4.975)","(6.0, 8.6, 7.9)","(2.6, 3.35, 3.3000000000000003)","(71.0, 160.0, 130.45454545454544)","(81.0, 150.0, 131.66666666666666)","(31.0, 100.0, 75.0)","(5.0, 7.6, 7.225)"
10-01-2023 15:10:01.370259,"(4.0, 5.2, 5.0600000000000005)","(4.4, 5.1, 4.975)","(6.0, 8.6, 7.977777777777778)","(2.6, 3.35, 3.3000000000000003)","(71.0, 160.0, 130.45454545454544)","(81.0, 150.0, 131.66666666666666)","(31.0, 100.0, 75.0)","(5.0, 7.6, 7.225)"
10-01-2023 15:10:02.439265,"(4.0, 5.2, 5.0600000000000005)","(4.4, 5.1, 4.975)","(6.0, 8.6, 7.977777777777778)","(2.6, 3.35, 3.3000000000000003)","(71.0, 160.0, 132.91666666666669)","(81.0, 150.0, 133.5)","(31.0, 100.0, 75.0)","(5.0, 7.6, 7.225)"
10-01-2023 15:10:03.571242,"(4.0, 5.2, 5.0600000000000005)","(4.4, 5.1, 4.975)","(6.0, 8.6, 7.977777777777778)","(2.6, 3.4, 3.25)","(71.0, 160.0, 132.91666666666669)","(81.0, 150.0, 133.5)","(31.0, 100.0, 75.0)","(5.0, 7.6, 7.225)"
10-01-2023 15:10:04.660341,"(4.0, 5.2, 5.0600000000000005)","(4.4, 5.1, 4.975)","(6.0, 8.6, 7.977777777777778)","(2.6, 3.4, 3.25)","(71.0, 160.0, 132.91666666666669)","(81.0, 150.0, 133.5)","(31.0, 100.0, 73.33333333333334)","(5.0, 7.6, 7.15)"
10-01-2023 15:10:05.752193,"(4.0, 5.2, 5.0600000000000005)","(4.4, 5.1, 4.975)","(6.0, 8.6, 7.977777777777778)","(2.6, 3.4, 3.357142857142857)","(71.0, 160.0, 132.91666666666669)","(81.0, 150.0, 133.5)","(31.0, 100.0, 75.0)","(5.0, 7.6, 7.300000000000001)"
10-01-2023 15:10:07.138382,"(4.0, 5.1, 5.053846153846154)","(4.4, 5.0, 5.009090909090909)","(6.0, 8.6, 8.376470588235293)","(2.6, 3.4, 3.3)","(71.0, 160.0, 105.83333333333333)","(81.0, 150.0, 133.5)","(31.0, 100.0, 75.0)","(5.0, 7.4, 7.300000000000001)"
10-01-2023 15:10:08.423809,"(4.0, 5.1, 5.033333333333333)","(4.4, 5.1, 4.961538461538462)","(6.0, 9.2, 8.376470588235293)","(2.6, 3.4, 3.3)","(71.0, 160.0, 118.0)","(81.0, 150.0, 133.5)","(31.0, 100.0, 75.0)","(5.0, 7.4, 7.449999999999999)"
10-01-2023 15:10:09.668984,"(4.0, 5.0, 4.933333333333334)","(4.4, 5.1, 4.92)","(6.0, 9.2, 8.376470588235293)","(2.6, 3.4, 3.2666666666666666)","(71.0, 160.0, 138.0)","(81.0, 150.0, 133.5)","(31.0, 100.0, 75.0)","(5.0, 7.6, 7.300000000000001)"
10-01-2023 15:10:10.894994,"(4.0, 5.0, 4.933333333333334)","(4.4, 5.1, 4.92)","(6.0, 9.2, 8.376470588235293)","(2.6, 3.4, 3.2666666666666666)","(71.0, 150.0, 138.0)","(81.0, 150.0, 133.5)","(31.0, 100.0, 75.0)","(5.0, 7.4, 7.300000000000001)"
10-01-2023 15:10:12.081775,"(4.0, 5.0, 4.933333333333334)","(4.4, 5.1, 4.92)","(6.0, 9.2, 8.5)","(2.6, 3.4, 3.2666666666666666)","(71.0, 150.0, 138.0)","(81.0, 150.0, 133.5)","(31.0, 100.0, 75.0)","(5.0, 7.4, 7.300000000000001)"
10-01-2023 15:10:13.423799,"(4.0, 5.0, 4.933333333333334)","(4.4, 5.1, 4.975)","(6.0, 9.2, 8.266666666666666)","(2.6, 3.4, 3.2666666666666666)","(71.0, 150.0, 138.0)","(81.0, 150.0, 133.5)","(31.0, 100.0, 75.0)","(5.0, 7.4, 7.311111111111112)"
10-01-2023 15:10:14.647009,"(3.9, 5.0, 4.933333333333334)","(4.4, 5.1, 4.975)","(6.0, 9.2, 8.3)","(2.6, 3.4, 3.4214285714285713)","(71.0, 150.0, 138.0)","(81.0, 150.0, 133.5)","(31.0, 100.0, 75.0)","(5.0, 7.4, 7.3652173913043475)"
10-01-2023 15:10:15.798971,"(3.9, 5.0, 4.933333333333334)","(4.4, 5.1, 4.975)","(6.0, 9.0, 8.16)","(2.6, 3.45, 3.2416666666666667)","(71.0, 150.0, 138.0)","(81.0, 150.0, 135.0)","(31.0, 100.0, 88.33333333333334)","(5.0, 7.6, 7.3652173913043475)"
10-01-2023 15:10:16.906852,"(3.9, 5.0, 4.88)","(4.4, 5.1, 4.975)","(6.0, 9.0, 8.16)","(2.6, 3.45, 3.2363636363636363)","(71.0, 150.0, 138.0)","(81.0, 150.0, 135.0)","(31.0, 95.0, 90.55555555555556)","(5.0, 7.6, 7.329411764705883)"
10-01-2023 15:10:18.034905,"(3.9, 5.0, 4.88)","(4.4, 5.1, 4.975)","(6.0, 9.0, 8.373913043478261)","(2.6, 3.4, 3.265)","(71.0, 150.0, 138.0)","(81.0, 150.0, 135.0)","(31.0, 95.0, 90.55555555555556)","(5.0, 7.4, 7.329411764705883)"
10-01-2023 15:10:19.152486,"(3.9, 5.0, 4.88)","(4.4, 5.1, 4.975)","(6.0, 9.0, 8.466666666666667)","(2.6, 3.4, 3.265)","(71.0, 150.0, 138.0)","(81.0, 150.0, 135.0)","(31.0, 95.0, 90.55555555555556)","(5.0, 7.4, 7.329411764705883)"
10-01-2023 15:10:20.277345,"(3.8, 5.0, 4.88)","(4.4, 5.1, 4.975)","(6.5, 9.0, 8.466666666666667)","(2.6, 3.4, 3.265)","(71.0, 150.0, 138.0)","(81.0, 150.0, 135.0)","(31.0, 95.0, 90.55555555555556)","(5.5, 7.4, 7.329411764705883)"
10-01-2023 15:10:21.428803,"(3.8, 5.0, 4.88)","(4.4, 5.1, 4.975)","(6.5, 9.0, 8.25)","(2.6, 3.35, 3.2363636363636363)","(71.0, 150.0, 138.0)","(81.0, 150.0, 135.0)","(31.0, 95.0, 90.55555555555556)","(5.5, 7.4, 7.333333333333334)"
10-01-2023 15:10:22.539016,"(3.8, 4.9, 4.833333333333334)","(4.4, 5.1, 4.975)","(6.5, 9.0, 8.25)","(2.6, 3.4, 3.2363636363636363)","(71.0, 150.0, 138.0)","(81.0, 150.0, 135.0)","(31.0, 95.0, 90.55555555555556)","(5.5, 7.4, 7.536842105263157)"
10-01-2023 15:10:23.754989,"(3.8, 4.8, 4.75)","(4.4, 5.1, 4.975)","(6.5, 9.0, 8.571428571428571)","(2.6, 3.4, 3.265)","(71.0, 150.0, 138.0)","(81.0, 150.0, 135.0)","(31.0, 95.0, 90.55555555555556)","(5.5, 7.6, 7.443478260869565)"
10-01-2023 15:10:24.953096,"(3.8, 4.7, 4.675)","(4.4, 5.1, 4.975)","(6.5, 9.2, 9.353846153846154)","(2.6, 3.4, 3.265)","(71.0, 150.0, 138.0)","(81.0, 150.0, 135.0)","(31.0, 95.0, 90.55555555555556)","(5.5, 7.6, 7.443478260869565)"
10-01-2023 15:10:27.481983,"(3.8, 4.7, 4.642857142857143)","(4.4, 5.1, 4.963636363636363)","(6.5, 9.6, 9.1)","(2.6, 3.4, 3.265)","(71.0, 150.0, 138.0)","(81.0, 150.0, 135.0)","(31.0, 95.0, 90.55555555555556)","(5.5, 7.6, 7.443478260869565)"
10-01-2023 15:10:28.907558,"(3.8, 4.7, 4.55)","(4.4, 5.1, 4.975)","(6.5, 9.6, 9.1)","(2.6, 3.4, 3.2714285714285714)","(71.0, 150.0, 138.0)","(81.0, 150.0, 135.0)","(31.0, 95.0, 77.5)","(5.5, 7.6, 7.514285714285714)"
10-01-2023 15:10:30.020072,"(3.8, 4.7, 4.530769230769231)","(4.4, 5.1, 4.975)","(6.5, 9.6, 9.281818181818181)","(2.6, 3.4, 3.2714285714285714)","(71.0, 150.0, 138.0)","(81.0, 150.0, 135.0)","(31.0, 95.0, 77.5)","(5.5, 7.6, 7.233333333333333)"
10-01-2023 15:10:31.464743,"(3.8, 4.7, 4.4714285714285715)","(4.4, 5.1, 4.9399999999999995)","(6.5, 9.6, 9.4)","(2.6, 3.45, 3.268181818181818)","(71.0, 150.0, 138.0)","(81.0, 150.0, 135.0)","(31.0, 100.0, 63.07692307692308)","(5.5, 7.8, 7.233333333333333)"
10-01-2023 15:10:32.768256,"(3.8, 4.5, 4.45)","(4.4, 5.1, 4.975)","(6.5, 10.0, 9.32)","(2.7, 3.45, 3.246153846153846)","(71.0, 150.0, 138.0)","(81.0, 150.0, 135.0)","(31.0, 100.0, 63.07692307692308)","(5.5, 7.8, 7.246153846153846)"
10-01-2023 15:10:33.950282,"(3.8, 4.5, 4.45)","(4.4, 5.1, 4.975)","(6.5, 10.0, 9.32)","(2.7, 3.4, 3.257142857142857)","(71.0, 150.0, 138.0)","(81.0, 150.0, 135.0)","(31.0, 100.0, 63.07692307692308)","(5.5, 7.8, 7.246153846153846)"
