,Prince Of Melton,Liverpool Street,Summer Season,Very Unstable,Stormy Trench,Its Luigi
11-01-2023 15:44:31.737605,"(3.1, 3.65, 3.6055555555555556)","(20.0, 40.0, 32.0)","(4.8, 6.2, 5.772222222222222)","(3.0, 4.4, 3.9714285714285715)","(3.6, 7.4, 6.866666666666667)","(10.0, 14.5, 12.366666666666667)"
11-01-2023 15:44:32.901850,"(3.1, 3.65, 3.6055555555555556)","(20.0, 40.0, 32.0)","(4.8, 6.2, 5.772222222222222)","(3.0, 4.4, 3.9714285714285715)","(3.6, 7.4, 6.866666666666667)","(10.0, 14.5, 12.366666666666667)"
11-01-2023 15:44:34.061574,"(3.1, 3.65, 3.6055555555555556)","(20.0, 40.0, 32.0)","(4.8, 6.2, 5.772222222222222)","(3.0, 4.4, 4.140000000000001)","(3.6, 7.4, 6.28)","(10.0, 14.5, 12.306451612903226)"
11-01-2023 15:44:35.216905,"(3.1, 3.75, 3.738888888888889)","(20.0, 40.0, 31.57894736842105)","(4.8, 6.2, 5.772222222222222)","(3.0, 4.2, 4.0)","(3.6, 7.0, 6.466666666666667)","(10.0, 14.5, 12.306451612903226)"
11-01-2023 15:44:36.261546,"(3.1, 3.8, 3.753846153846154)","(20.0, 40.0, 31.57894736842105)","(4.8, 6.2, 5.772222222222222)","(3.0, 4.2, 4.1466666666666665)","(3.6, 6.8, 6.28)","(10.0, 14.5, 13.766666666666666)"
11-01-2023 15:44:37.338744,"(3.1, 3.8, 3.753846153846154)","(20.0, 38.0, 36.6)","(4.8, 6.2, 5.772222222222222)","(3.0, 4.2, 4.066666666666666)","(3.6, 7.0, 6.3)","(10.0, 14.0, 13.5625)"
11-01-2023 15:44:38.542458,"(3.1, 3.8, 3.753846153846154)","(20.0, 36.0, 33.81818181818181)","(4.8, 6.2, 5.772222222222222)","(3.0, 4.2, 4.0)","(3.6, 6.8, 6.371428571428571)","(10.0, 14.0, 13.3)"
11-01-2023 15:44:39.654558,"(3.1, 3.8, 3.7727272727272725)","(20.0, 36.0, 31.714285714285715)","(4.8, 6.2, 5.772222222222222)","(3.0, 4.2, 3.914285714285714)","(3.6, 6.8, 6.371428571428571)","(10.0, 13.5, 13.5625)"
11-01-2023 15:44:40.704974,"(3.1, 3.85, 3.8214285714285716)","(20.0, 36.0, 31.714285714285715)","(4.8, 6.2, 5.65)","(3.0, 4.2, 4.0)","(3.6, 6.8, 6.466666666666667)","(10.0, 14.0, 13.3)"
11-01-2023 15:44:41.894751,"(3.1, 3.85, 3.8214285714285716)","(20.0, 34.0, 32.18181818181818)","(4.8, 6.2, 5.99375)","(3.0, 4.2, 3.907142857142857)","(3.6, 6.8, 5.933333333333334)","(10.0, 13.5, 11.9)"
11-01-2023 15:44:43.028667,"(3.1, 3.85, 3.816666666666667)","(21.0, 34.0, 32.18181818181818)","(5.0, 6.2, 5.99375)","(3.0, 3.95, 3.9)","(3.7, 6.2, 6.0)","(10.0, 12.0, 12.833333333333332)"
11-01-2023 15:44:44.184582,"(3.1, 3.85, 3.816666666666667)","(21.0, 34.0, 32.18181818181818)","(5.0, 6.4, 6.092307692307693)","(3.0, 3.95, 3.9)","(3.7, 6.2, 6.0)","(10.0, 13.0, 12.833333333333332)"
11-01-2023 15:44:45.483524,"(3.1, 3.85, 3.816666666666667)","(21.0, 34.0, 32.18181818181818)","(5.0, 6.4, 6.066666666666667)","(3.0, 3.95, 3.9)","(3.7, 6.2, 6.0)","(10.0, 13.0, 12.833333333333332)"
11-01-2023 15:44:46.707778,"(3.1, 3.9, 3.79)","(21.0, 34.0, 32.18181818181818)","(5.0, 6.4, 6.036363636363637)","(3.0, 3.95, 3.9)","(3.7, 6.2, 6.0)","(10.0, 13.0, 12.833333333333332)"
11-01-2023 15:44:47.698559,"(3.1, 3.9, 3.79)","(21.0, 34.0, 32.18181818181818)","(5.0, 6.4, 6.036363636363637)","(3.0, 3.95, 3.9)","(3.7, 6.2, 6.0)","(10.0, 13.0, 12.833333333333332)"
11-01-2023 15:44:48.876310,"(3.1, 3.9, 3.8045454545454547)","(21.0, 34.0, 33.0)","(5.0, 6.4, 5.657142857142857)","(3.0, 3.95, 4.133333333333333)","(3.7, 6.2, 6.2)","(10.0, 13.0, 13.766666666666666)"
11-01-2023 15:44:50.051859,"(3.1, 3.9, 3.8045454545454547)","(21.0, 34.0, 33.0)","(5.0, 6.4, 5.381818181818182)","(3.0, 4.3, 4.05)","(3.7, 7.0, 6.066666666666666)","(10.0, 14.0, 13.766666666666666)"
11-01-2023 15:44:51.180060,"(3.1, 3.9, 3.85)","(21.0, 34.0, 33.0)","(5.0, 6.2, 5.381818181818182)","(3.0, 4.3, 4.05)","(3.7, 6.6, 6.066666666666666)","(10.0, 14.0, 13.5625)"
11-01-2023 15:44:52.377183,"(3.1, 4.0, 3.725)","(21.0, 34.0, 33.0)","(5.0, 6.0, 5.42)","(3.0, 4.3, 4.05)","(3.7, 6.6, 5.933333333333334)","(10.0, 14.0, 13.588235294117647)"
11-01-2023 15:44:53.488172,"(3.1, 3.95, 3.692857142857143)","(21.0, 34.0, 33.09090909090909)","(5.0, 5.9, 5.45)","(3.0, 4.3, 3.9714285714285715)","(3.7, 6.6, 5.885714285714285)","(10.0, 14.0, 13.766666666666666)"
11-01-2023 15:44:54.588745,"(3.1, 3.95, 3.703225806451613)","(21.0, 34.0, 33.09090909090909)","(5.0, 5.9, 5.45)","(3.0, 4.4, 4.24)","(3.7, 6.6, 5.635087719298245)","(10.0, 14.0, 13.766666666666666)"
11-01-2023 15:44:55.767719,"(3.1, 3.9, 3.82)","(21.0, 34.0, 33.09090909090909)","(5.0, 5.9, 5.66)","(3.0, 4.4, 4.24)","(3.7, 6.6, 6.133333333333334)","(10.0, 14.0, 13.766666666666666)"
11-01-2023 15:44:56.921526,"(3.1, 3.9, 3.85)","(21.0, 34.0, 33.09090909090909)","(5.0, 5.9, 5.66)","(3.0, 4.4, 4.336842105263158)","(3.7, 6.4, 6.133333333333334)","(10.0, 14.0, 13.766666666666666)"
11-01-2023 15:44:58.061097,"(3.1, 3.9, 3.8625)","(21.0, 34.0, 33.09090909090909)","(5.0, 5.9, 5.7)","(3.0, 4.4, 4.28421052631579)","(3.7, 6.4, 6.133333333333334)","(10.0, 14.0, 13.766666666666666)"
11-01-2023 15:44:59.321187,"(3.1, 3.9, 3.8625)","(21.0, 34.0, 33.09090909090909)","(5.0, 5.9, 5.7)","(3.0, 4.4, 4.29)","(3.7, 6.4, 6.133333333333334)","(10.0, 14.0, 13.766666666666666)"
11-01-2023 15:45:00.488510,"(3.1, 3.9, 3.8625)","(21.0, 34.0, 33.09090909090909)","(5.0, 5.9, 5.7)","(3.0, 4.4, 4.066666666666666)","(3.7, 6.4, 6.133333333333334)","(10.0, 14.0, 13.766666666666666)"
11-01-2023 15:45:01.656529,"(3.1, 3.9, 3.8625)","(21.0, 34.0, 33.09090909090909)","(5.0, 5.9, 5.7)","(3.0, 4.4, 4.04)","(3.7, 6.4, 6.133333333333334)","(10.0, 14.0, 13.75)"
11-01-2023 15:45:02.759416,"(3.1, 3.9, 3.8625)","(21.0, 34.0, 33.09090909090909)","(5.0, 5.9, 5.7)","(3.0, 4.4, 4.075)","(3.7, 6.4, 6.0)","(10.0, 14.0, 13.285714285714285)"
11-01-2023 15:45:03.942430,"(3.1, 3.9, 3.8833333333333333)","(21.0, 34.0, 32.18181818181818)","(5.0, 5.9, 5.733333333333333)","(3.0, 4.2, 4.025)","(3.7, 6.2, 6.0)","(10.0, 13.5, 13.285714285714285)"
11-01-2023 15:45:05.131587,"(3.1, 3.9, 3.875)","(21.0, 34.0, 32.18181818181818)","(5.0, 5.8, 5.733333333333333)","(3.0, 4.1, 4.025)","(3.7, 6.2, 6.0)","(10.0, 13.5, 13.285714285714285)"
11-01-2023 15:45:06.322399,"(3.1, 3.9, 3.875)","(21.0, 34.0, 32.18181818181818)","(5.0, 5.8, 5.733333333333333)","(3.0, 4.1, 4.025)","(3.7, 6.2, 6.0)","(10.0, 13.5, 13.285714285714285)"
11-01-2023 15:45:07.452758,"(3.1, 3.9, 3.875)","(21.0, 34.0, 32.18181818181818)","(5.0, 5.8, 5.733333333333333)","(3.0, 4.1, 4.025)","(3.7, 6.2, 6.0)","(10.0, 13.5, 13.285714285714285)"
11-01-2023 15:45:08.742290,"(3.1, 3.9, 3.875)","(21.0, 34.0, 32.18181818181818)","(5.0, 5.8, 5.733333333333333)","(3.0, 4.1, 4.025)","(3.7, 6.2, 6.0)","(10.0, 13.5, 13.285714285714285)"
11-01-2023 15:45:09.914145,"(3.1, 3.9, 3.875)","(21.0, 34.0, 32.18181818181818)","(5.0, 5.8, 5.677777777777778)","(3.0, 4.1, 4.025)","(3.7, 6.2, 5.733333333333333)","(10.0, 13.5, 12.666666666666666)"
11-01-2023 15:45:11.194149,"(3.1, 3.95, 3.77)","(21.0, 34.0, 33.0)","(5.0, 5.9, 5.677777777777778)","(3.0, 4.4, 4.025)","(3.7, 6.4, 5.9)","(10.0, 14.0, 12.666666666666666)"
11-01-2023 15:45:12.367085,"(3.1, 3.95, 3.8214285714285716)","(21.0, 34.0, 29.625)","(5.0, 5.9, 5.608333333333333)","(3.0, 4.4, 3.995)","(3.7, 6.2, 5.771428571428571)","(10.0, 14.0, 12.32)"
11-01-2023 15:45:14.730288,"(3.1, 3.95, 3.8214285714285716)","(21.0, 34.0, 30.0)","(5.0, 5.9, 5.608333333333333)","(3.0, 4.4, 3.995)","(3.7, 6.2, 5.771428571428571)","(10.0, 14.0, 12.32)"
11-01-2023 15:45:16.083836,"(3.1, 3.95, 3.8214285714285716)","(21.0, 32.0, 31.2)","(5.0, 5.9, 5.608333333333333)","(3.0, 4.4, 3.995)","(3.7, 6.2, 5.771428571428571)","(10.0, 14.0, 12.32)"
11-01-2023 15:45:17.363821,"(3.1, 3.95, 3.875)","(21.0, 32.0, 31.2)","(5.0, 5.9, 5.3578947368421055)","(3.0, 4.4, 4.0)","(3.7, 6.2, 5.771428571428571)","(10.0, 14.0, 12.384615384615385)"
11-01-2023 15:45:18.680892,"(3.1, 3.95, 3.875)","(21.0, 32.0, 31.2)","(5.0, 5.8, 5.336363636363637)","(3.0, 4.4, 4.0)","(3.7, 6.2, 5.771428571428571)","(10.0, 14.0, 12.384615384615385)"
11-01-2023 15:45:19.854026,"(3.1, 3.95, 3.875)","(21.0, 32.0, 31.2)","(5.0, 5.8, 5.392307692307693)","(3.0, 4.4, 4.0)","(3.7, 6.2, 5.771428571428571)","(10.0, 14.0, 12.384615384615385)"
11-01-2023 15:45:21.023030,"(3.1, 3.95, 3.875)","(21.0, 32.0, 31.2)","(5.0, 5.7, 5.347058823529412)","(3.0, 4.4, 4.0)","(3.7, 6.2, 5.771428571428571)","(10.0, 14.0, 12.384615384615385)"
11-01-2023 15:45:22.223782,"(3.1, 3.95, 3.875)","(21.0, 32.0, 31.2)","(5.0, 5.7, 5.347058823529412)","(3.0, 4.4, 4.0)","(3.7, 6.2, 5.771428571428571)","(10.0, 14.0, 12.384615384615385)"
11-01-2023 15:45:23.448969,"(3.1, 3.95, 3.8576923076923078)","(21.0, 32.0, 31.2)","(5.0, 5.7, 5.41764705882353)","(3.0, 4.4, 3.995)","(3.7, 6.2, 5.771428571428571)","(10.0, 14.0, 12.46)"
11-01-2023 15:45:24.798700,"(3.1, 3.95, 3.8576923076923078)","(21.0, 32.0, 31.2)","(5.0, 5.7, 5.4363636363636365)","(3.0, 4.4, 4.197500000000001)","(3.7, 6.2, 5.771428571428571)","(10.0, 14.0, 12.46)"
11-01-2023 15:45:25.996889,"(3.1, 3.95, 3.8576923076923078)","(21.0, 32.0, 31.2)","(5.0, 5.6, 5.4363636363636365)","(3.0, 4.4, 4.066666666666666)","(3.7, 6.2, 5.771428571428571)","(10.0, 14.0, 12.46)"
11-01-2023 15:45:27.241270,"(3.1, 3.95, 3.875)","(21.0, 32.0, 31.2)","(5.0, 5.6, 5.4363636363636365)","(3.0, 4.3, 4.066666666666666)","(3.7, 6.2, 5.771428571428571)","(10.0, 14.0, 12.46)"
11-01-2023 15:45:28.557088,"(3.1, 3.95, 3.816666666666667)","(21.0, 32.0, 31.2)","(5.0, 5.6, 5.4363636363636365)","(3.0, 4.3, 4.06)","(3.7, 6.2, 5.771428571428571)","(10.0, 14.0, 12.384615384615385)"
11-01-2023 15:45:29.917017,"(3.1, 3.95, 3.875)","(21.0, 32.0, 31.2)","(5.0, 5.6, 5.4363636363636365)","(3.0, 4.3, 4.133333333333334)","(3.7, 6.2, 5.771428571428571)","(10.0, 14.0, 12.25)"
11-01-2023 15:45:31.189129,"(3.1, 3.95, 3.8375)","(21.0, 32.0, 31.2)","(5.0, 5.6, 5.3428571428571425)","(3.0, 4.2, 4.066666666666666)","(3.7, 6.2, 5.646153846153846)","(10.0, 14.0, 12.32)"
11-01-2023 15:45:32.607654,"(3.1, 3.95, 3.8375)","(21.0, 32.0, 31.2)","(5.0, 5.6, 5.3428571428571425)","(3.0, 4.3, 4.066666666666666)","(3.7, 6.2, 5.646153846153846)","(10.0, 14.0, 12.32)"
11-01-2023 15:45:33.930440,"(3.1, 3.95, 3.8375)","(21.0, 32.0, 31.2)","(5.0, 5.6, 5.4363636363636365)","(3.0, 4.3, 4.066666666666666)","(3.7, 6.2, 5.646153846153846)","(10.0, 14.0, 12.32)"
11-01-2023 15:45:35.215475,"(3.1, 3.95, 3.8375)","(21.0, 32.0, 31.2)","(5.0, 5.6, 5.4363636363636365)","(3.0, 4.3, 4.066666666666666)","(3.7, 6.2, 5.646153846153846)","(10.0, 14.0, 12.32)"
11-01-2023 15:45:36.518910,"(3.1, 3.95, 3.8375)","(21.0, 32.0, 31.2)","(5.0, 5.6, 5.4363636363636365)","(3.0, 4.3, 4.114285714285715)","(3.7, 6.2, 5.528)","(10.0, 14.0, 12.32)"
11-01-2023 15:45:37.569095,"(3.1, 3.95, 3.93125)","(21.0, 32.0, 31.2)","(5.0, 5.6, 5.4363636363636365)","(3.1, 4.4, 4.08)","(3.7, 6.2, 5.333333333333334)","(10.0, 14.0, 12.32)"
11-01-2023 15:45:38.655722,"(3.1, 4.0, 3.919230769230769)","(21.0, 32.0, 31.2)","(5.0, 5.6, 5.4363636363636365)","(3.1, 4.4, 4.08)","(3.7, 6.0, 5.333333333333334)","(10.0, 14.0, 12.32)"
11-01-2023 15:45:39.747351,"(3.1, 4.0, 3.919230769230769)","(21.0, 32.0, 31.2)","(5.0, 5.6, 5.4363636363636365)","(3.1, 4.4, 4.08)","(3.7, 5.8, 5.5)","(10.0, 14.0, 12.32)"
11-01-2023 15:45:40.864636,"(3.1, 4.0, 3.919230769230769)","(21.0, 32.0, 31.2)","(5.0, 5.6, 5.4363636363636365)","(3.1, 4.4, 4.08)","(3.7, 5.8, 5.4)","(10.0, 14.0, 12.32)"
11-01-2023 15:45:42.123011,"(3.1, 4.0, 3.919230769230769)","(21.0, 32.0, 31.2)","(5.0, 5.6, 5.4363636363636365)","(3.1, 4.4, 4.08)","(3.7, 5.8, 5.45)","(10.0, 14.0, 11.75)"
11-01-2023 15:45:43.294594,"(3.1, 3.95, 3.85)","(21.0, 32.0, 31.2)","(5.0, 5.6, 5.4363636363636365)","(3.1, 4.4, 4.133333333333334)","(3.7, 5.7, 5.35)","(10.0, 14.0, 12.92)"
11-01-2023 15:45:44.519550,"(3.1, 3.95, 3.905555555555556)","(21.0, 32.0, 31.2)","(5.0, 5.6, 5.4559999999999995)","(3.1, 4.4, 4.2)","(3.7, 5.5, 5.425)","(10.0, 14.0, 12.92)"
11-01-2023 15:45:45.729952,"(3.1, 3.95, 3.905555555555556)","(21.0, 32.0, 31.2)","(5.0, 5.6, 5.4559999999999995)","(3.1, 4.4, 4.2)","(3.7, 5.5, 5.425)","(10.0, 14.0, 12.92)"
11-01-2023 15:45:46.781111,"(3.1, 3.95, 3.905555555555556)","(21.0, 32.0, 31.2)","(5.0, 5.6, 5.4559999999999995)","(3.1, 4.4, 4.16)","(3.7, 5.5, 5.425)","(10.0, 14.0, 12.92)"
11-01-2023 15:45:47.959943,"(3.1, 3.95, 3.905555555555556)","(21.0, 32.0, 31.2)","(5.0, 5.6, 5.4559999999999995)","(3.1, 4.4, 4.266666666666667)","(3.7, 5.5, 5.425)","(10.0, 14.0, 12.92)"
11-01-2023 15:45:49.133169,"(3.1, 3.95, 3.905555555555556)","(21.0, 32.0, 31.2)","(5.0, 5.6, 5.542857142857143)","(3.1, 4.4, 4.266666666666667)","(3.7, 5.5, 5.425)","(10.0, 14.0, 12.92)"
11-01-2023 15:45:50.277246,"(3.1, 3.95, 3.8973684210526316)","(21.0, 32.0, 31.2)","(5.0, 5.6, 5.542857142857143)","(3.1, 4.4, 4.32)","(3.7, 5.5, 5.38)","(10.0, 14.0, 12.92)"
11-01-2023 15:45:51.539476,"(3.1, 3.95, 3.8875)","(21.0, 32.0, 31.2)","(5.0, 5.6, 5.490909090909091)","(3.1, 4.4, 4.32)","(3.7, 5.5, 5.305882352941176)","(10.0, 14.0, 12.92)"
11-01-2023 15:45:53.102753,"(3.1, 3.95, 3.871875)","(21.0, 32.0, 31.2)","(5.0, 5.6, 5.490909090909091)","(3.1, 4.4, 4.32)","(3.7, 5.5, 4.858333333333333)","(10.0, 14.0, 12.92)"
11-01-2023 15:45:54.221708,"(3.1, 3.95, 3.871875)","(21.0, 32.0, 31.2)","(5.0, 5.6, 5.542857142857143)","(3.1, 4.4, 4.32)","(3.7, 5.5, 5.220000000000001)","(10.0, 14.0, 12.714285714285714)"
11-01-2023 15:45:55.544050,"(3.1, 3.95, 3.8176470588235296)","(21.0, 32.0, 31.2)","(5.0, 5.6, 5.542857142857143)","(3.1, 4.4, 4.32)","(3.7, 5.4, 5.1)","(10.0, 14.0, 12.714285714285714)"
11-01-2023 15:45:56.711885,"(3.1, 3.95, 3.809375)","(21.0, 32.0, 31.2)","(5.0, 5.6, 5.542857142857143)","(3.1, 4.4, 4.32)","(3.7, 5.3, 5.175)","(10.0, 14.0, 13.0)"
11-01-2023 15:45:57.877268,"(3.1, 3.9, 3.8916666666666666)","(21.0, 32.0, 30.545454545454547)","(5.0, 5.6, 5.52)","(3.1, 4.4, 4.32)","(3.7, 5.3, 5.175)","(10.0, 14.0, 12.714285714285714)"
11-01-2023 15:45:59.227145,"(3.1, 3.95, 3.905555555555556)","(21.0, 40.0, 36.6)","(5.0, 5.6, 5.52)","(3.1, 4.4, 4.32)","(3.7, 5.3, 5.175)","(10.0, 14.0, 12.714285714285714)"
11-01-2023 15:46:00.394100,"(3.1, 3.95, 3.905555555555556)","(21.0, 38.0, 32.4)","(5.0, 5.6, 5.52)","(3.1, 4.4, 4.32)","(3.7, 5.3, 5.175)","(10.0, 14.0, 12.714285714285714)"
11-01-2023 15:46:01.619365,"(3.1, 3.95, 3.8916666666666666)","(21.0, 38.0, 30.3)","(5.0, 5.6, 5.52)","(3.1, 4.4, 4.32)","(3.7, 5.3, 5.175)","(10.0, 14.0, 13.0)"
11-01-2023 15:46:02.915417,"(3.1, 3.95, 3.8916666666666666)","(21.0, 38.0, 30.3)","(5.0, 5.6, 5.52)","(3.1, 4.4, 4.32)","(3.7, 5.3, 5.175)","(10.0, 14.0, 13.0)"
11-01-2023 15:46:04.169688,"(3.1, 3.95, 3.8916666666666666)","(21.0, 38.0, 30.3)","(5.0, 5.6, 5.52)","(3.1, 4.4, 4.32)","(3.7, 5.3, 5.175)","(10.0, 14.0, 13.0)"
11-01-2023 15:46:05.436906,"(3.1, 3.95, 3.905555555555556)","(21.0, 38.0, 30.3)","(5.0, 5.6, 5.4799999999999995)","(3.1, 4.4, 4.32)","(3.7, 5.3, 5.175)","(10.0, 14.0, 13.0)"
11-01-2023 15:46:06.707867,"(3.1, 3.95, 3.8916666666666666)","(21.0, 38.0, 30.3)","(5.0, 5.6, 5.485714285714286)","(3.1, 4.4, 4.32)","(3.7, 5.3, 5.175)","(10.0, 14.0, 13.0)"
11-01-2023 15:46:07.882097,"(3.1, 3.95, 3.905555555555556)","(21.0, 38.0, 30.3)","(5.0, 5.6, 5.485714285714286)","(3.1, 4.4, 4.32)","(3.7, 5.3, 5.175)","(10.0, 14.0, 13.0)"
11-01-2023 15:46:09.053287,"(3.1, 3.95, 3.905555555555556)","(21.0, 38.0, 30.3)","(5.0, 5.6, 5.485714285714286)","(3.1, 4.4, 4.32)","(3.7, 5.3, 5.175)","(10.0, 14.0, 12.714285714285714)"
11-01-2023 15:46:10.221467,"(3.1, 3.95, 3.905555555555556)","(21.0, 38.0, 31.36842105263158)","(5.0, 5.6, 5.485714285714286)","(3.1, 4.4, 4.327272727272727)","(3.7, 5.3, 5.175)","(10.0, 14.0, 12.714285714285714)"
11-01-2023 15:46:11.464621,"(3.1, 3.95, 3.8916666666666666)","(21.0, 38.0, 31.36842105263158)","(5.0, 5.6, 5.485714285714286)","(3.1, 4.4, 4.327272727272727)","(3.7, 5.3, 5.175)","(10.0, 14.0, 13.0)"
11-01-2023 15:46:12.604213,"(3.1, 3.95, 3.8916666666666666)","(21.0, 38.0, 31.36842105263158)","(5.0, 5.6, 5.485714285714286)","(3.1, 4.4, 4.327272727272727)","(3.7, 5.3, 5.175)","(10.0, 14.0, 13.0)"
11-01-2023 15:46:13.598381,"(3.1, 3.95, 3.8916666666666666)","(21.0, 38.0, 31.36842105263158)","(5.0, 5.6, 5.485714285714286)","(3.1, 4.4, 4.327272727272727)","(3.7, 5.3, 5.175)","(10.0, 14.0, 13.0)"
11-01-2023 15:46:14.747978,"(3.1, 3.95, 3.8916666666666666)","(21.0, 38.0, 31.36842105263158)","(5.0, 5.6, 5.5249999999999995)","(3.1, 4.4, 4.327272727272727)","(3.7, 5.3, 5.175)","(10.0, 14.0, 13.0)"
11-01-2023 15:46:15.931831,"(3.1, 3.95, 3.8916666666666666)","(21.0, 38.0, 31.36842105263158)","(5.0, 5.6, 5.5249999999999995)","(3.1, 4.4, 4.327272727272727)","(3.7, 5.3, 5.175)","(10.0, 14.0, 13.0)"
11-01-2023 15:46:17.114300,"(3.1, 3.95, 3.8916666666666666)","(21.0, 38.0, 31.36842105263158)","(5.0, 5.6, 5.5249999999999995)","(3.1, 4.4, 4.314285714285714)","(3.7, 5.3, 5.175)","(10.0, 14.0, 13.052631578947368)"
11-01-2023 15:46:18.334680,"(3.1, 3.95, 3.8857142857142857)","(21.0, 38.0, 31.36842105263158)","(5.0, 5.6, 5.514285714285714)","(3.1, 4.4, 4.266666666666667)","(3.7, 5.3, 5.175)","(10.0, 14.0, 12.714285714285714)"
11-01-2023 15:46:19.425627,"(3.1, 3.95, 3.8916666666666666)","(21.0, 38.0, 31.36842105263158)","(5.0, 5.6, 5.514285714285714)","(3.1, 4.4, 4.300000000000001)","(3.7, 5.3, 5.175)","(10.0, 14.0, 12.714285714285714)"
11-01-2023 15:46:20.509298,"(3.1, 3.95, 3.8916666666666666)","(21.0, 38.0, 31.36842105263158)","(5.0, 5.6, 5.490909090909091)","(3.1, 4.4, 4.300000000000001)","(3.7, 5.3, 5.175)","(10.0, 14.0, 12.714285714285714)"
11-01-2023 15:46:21.712272,"(3.1, 3.95, 3.8916666666666666)","(21.0, 38.0, 31.36842105263158)","(5.0, 5.6, 5.490909090909091)","(3.1, 4.4, 4.300000000000001)","(3.7, 5.3, 5.175)","(10.0, 14.0, 12.714285714285714)"
11-01-2023 15:46:22.868650,"(3.1, 3.95, 3.8916666666666666)","(21.0, 38.0, 31.36842105263158)","(5.0, 5.6, 5.542857142857143)","(3.1, 4.4, 4.300000000000001)","(3.7, 5.3, 5.175)","(10.0, 14.0, 12.714285714285714)"
11-01-2023 15:46:24.065352,"(3.1, 3.95, 3.8916666666666666)","(21.0, 38.0, 31.36842105263158)","(5.0, 5.6, 5.542857142857143)","(3.1, 4.4, 4.300000000000001)","(3.7, 5.3, 5.175)","(10.0, 14.0, 12.714285714285714)"
11-01-2023 15:46:25.207553,"(3.1, 3.95, 3.8916666666666666)","(21.0, 38.0, 31.36842105263158)","(5.0, 5.6, 5.542857142857143)","(3.1, 4.4, 4.300000000000001)","(3.7, 5.3, 5.175)","(10.0, 14.0, 12.714285714285714)"
11-01-2023 15:46:26.319609,"(3.1, 3.95, 3.8916666666666666)","(21.0, 38.0, 31.36842105263158)","(5.0, 5.6, 5.542857142857143)","(3.1, 4.4, 4.300000000000001)","(3.7, 5.3, 5.175)","(10.0, 14.0, 12.714285714285714)"
11-01-2023 15:46:27.413950,"(3.1, 3.95, 3.8916666666666666)","(21.0, 38.0, 31.36842105263158)","(5.0, 5.6, 5.542857142857143)","(3.1, 4.4, 4.300000000000001)","(3.7, 5.3, 5.175)","(10.0, 14.0, 12.714285714285714)"
11-01-2023 15:46:28.475135,"(3.1, 3.95, 3.8916666666666666)","(21.0, 38.0, 31.36842105263158)","(5.0, 5.6, 5.514285714285714)","(3.1, 4.4, 4.300000000000001)","(3.7, 5.3, 5.175)","(10.0, 14.0, 12.714285714285714)"
11-01-2023 15:46:29.587219,"(3.1, 3.95, 3.8916666666666666)","(21.0, 38.0, 31.36842105263158)","(5.0, 5.6, 5.514285714285714)","(3.1, 4.4, 4.381818181818182)","(3.7, 5.3, 5.175)","(10.0, 14.0, 12.714285714285714)"
11-01-2023 15:46:30.812803,"(3.1, 3.95, 3.8916666666666666)","(21.0, 38.0, 31.36842105263158)","(5.0, 5.6, 5.514285714285714)","(3.1, 4.4, 4.381818181818182)","(3.7, 5.3, 5.05)","(10.0, 14.0, 12.714285714285714)"
11-01-2023 15:46:32.055488,"(3.1, 3.95, 3.638888888888889)","(21.0, 38.0, 31.36842105263158)","(5.0, 5.6, 5.514285714285714)","(3.1, 4.4, 4.565714285714286)","(3.7, 5.3, 5.1)","(10.0, 14.0, 12.714285714285714)"
11-01-2023 15:46:33.289961,"(3.1, 3.95, 3.8333333333333335)","(21.0, 38.0, 31.36842105263158)","(5.0, 5.6, 5.514285714285714)","(3.1, 4.6, 4.545945945945945)","(3.7, 5.2, 5.1)","(10.0, 14.0, 12.714285714285714)"
11-01-2023 15:46:34.409318,"(3.1, 3.95, 3.8333333333333335)","(21.0, 38.0, 31.36842105263158)","(5.0, 5.6, 5.514285714285714)","(3.1, 4.6, 4.545945945945945)","(3.7, 5.2, 5.1)","(10.0, 14.0, 12.714285714285714)"
11-01-2023 15:46:35.615947,"(3.1, 3.95, 3.8333333333333335)","(21.0, 38.0, 31.36842105263158)","(5.0, 5.6, 5.571428571428571)","(3.1, 4.6, 4.545945945945945)","(3.7, 5.2, 5.1)","(10.0, 14.0, 12.714285714285714)"
11-01-2023 15:46:36.858882,"(3.1, 3.95, 3.8333333333333335)","(21.0, 38.0, 31.36842105263158)","(5.0, 5.6, 5.571428571428571)","(3.1, 4.6, 4.545945945945945)","(3.7, 5.2, 5.1)","(10.0, 14.0, 12.714285714285714)"
11-01-2023 15:46:38.558270,"(3.1, 3.95, 3.875)","(21.0, 38.0, 31.36842105263158)","(5.0, 5.6, 5.571428571428571)","(3.1, 4.6, 4.545945945945945)","(3.7, 5.2, 5.1)","(10.0, 14.0, 12.714285714285714)"
11-01-2023 15:46:39.847455,"(3.1, 3.9, 3.8125)","(21.0, 38.0, 34.769230769230774)","(5.0, 5.6, 5.571428571428571)","(3.1, 4.6, 4.545945945945945)","(3.7, 5.2, 5.1)","(10.0, 14.0, 12.714285714285714)"
11-01-2023 15:46:41.069775,"(3.1, 3.95, 3.8333333333333335)","(21.0, 38.0, 34.85)","(5.0, 5.6, 5.3999999999999995)","(3.1, 4.6, 4.545945945945945)","(3.7, 5.2, 5.1)","(10.0, 14.0, 12.714285714285714)"
