,Me And You,Sunburst,Just Like Mick,Symi Fortuna,Sorority
08-01-2023 19:14:59.355566,"(13.0, 48.0, 45.2)","(1.45, 1.82, 1.73)","(3.8, 4.0, 3.9)","(31.0, 280.0, 186.66666666666669)","(5.5, 7.6, 6.9)"
08-01-2023 19:15:00.212249,"(13.0, 48.0, 45.2)","(1.45, 1.82, 1.73)","(3.8, 4.0, 3.9)","(31.0, 270.0, 248.88888888888889)","(5.5, 7.6, 6.9)"
08-01-2023 19:15:01.133576,"(13.0, 48.0, 45.2)","(1.45, 1.82, 1.73)","(3.8, 4.0, 3.9)","(31.0, 280.0, 186.66666666666669)","(5.5, 7.6, 6.9)"
08-01-2023 19:15:02.009194,"(13.0, 48.0, 45.2)","(1.45, 1.82, 1.73)","(3.8, 4.0, 3.9)","(31.0, 280.0, 186.66666666666669)","(5.5, 7.6, 6.9)"
08-01-2023 19:15:02.912814,"(13.0, 48.0, 45.2)","(1.45, 1.82, 1.73)","(3.8, 4.0, 3.9)","(31.0, 280.0, 194.28571428571428)","(5.5, 7.6, 6.9)"
08-01-2023 19:15:03.740692,"(13.0, 48.0, 45.66666666666667)","(1.45, 1.82, 1.73)","(3.8, 4.0, 3.9)","(31.0, 280.0, 209.41176470588238)","(5.5, 7.6, 6.5875)"
08-01-2023 19:15:04.602607,"(13.0, 48.0, 45.66666666666667)","(1.45, 1.82, 1.73)","(3.8, 4.0, 3.9)","(31.0, 280.0, 209.41176470588238)","(5.5, 7.6, 6.677777777777778)"
08-01-2023 19:15:05.477001,"(13.0, 48.0, 45.66666666666667)","(1.45, 1.82, 1.7685714285714287)","(3.8, 4.0, 3.9)","(31.0, 280.0, 209.41176470588238)","(5.5, 7.4, 6.551515151515152)"
08-01-2023 19:15:06.280897,"(13.0, 48.0, 45.66666666666667)","(1.45, 1.82, 1.7685714285714287)","(3.8, 4.0, 3.9)","(31.0, 280.0, 209.41176470588238)","(5.5, 7.4, 6.551515151515152)"
08-01-2023 19:15:07.188180,"(13.0, 48.0, 45.66666666666667)","(1.45, 1.82, 1.7685714285714287)","(3.8, 4.0, 3.9)","(31.0, 280.0, 209.41176470588238)","(5.5, 7.4, 6.4980392156862745)"
08-01-2023 19:15:08.059438,"(13.0, 48.0, 42.0)","(1.45, 1.82, 1.7685714285714287)","(3.8, 4.0, 3.9)","(31.0, 280.0, 225.45454545454547)","(5.5, 7.4, 6.4980392156862745)"
08-01-2023 19:15:08.985596,"(13.0, 48.0, 42.0)","(1.45, 1.82, 1.7685714285714287)","(3.8, 4.0, 3.9)","(31.0, 280.0, 225.45454545454547)","(5.5, 7.4, 6.4980392156862745)"
08-01-2023 19:15:09.960123,"(13.0, 48.0, 42.0)","(1.45, 1.82, 1.7685714285714287)","(3.8, 4.0, 3.9)","(31.0, 280.0, 112.85714285714286)","(5.5, 7.4, 6.4980392156862745)"
08-01-2023 19:15:10.848881,"(13.0, 48.0, 42.0)","(1.45, 1.82, 1.7685714285714287)","(3.8, 4.0, 3.9)","(31.0, 280.0, 112.85714285714286)","(5.5, 7.4, 6.4980392156862745)"
08-01-2023 19:15:11.728232,"(13.0, 48.0, 42.0)","(1.45, 1.82, 1.7685714285714287)","(3.8, 4.0, 3.9)","(31.0, 280.0, 112.85714285714286)","(5.5, 7.4, 6.4980392156862745)"
08-01-2023 19:15:12.812978,"(13.0, 48.0, 42.0)","(1.45, 1.82, 1.7685714285714287)","(3.8, 4.0, 3.9)","(31.0, 280.0, 173.63636363636363)","(5.5, 7.4, 6.4980392156862745)"
08-01-2023 19:15:13.692747,"(13.0, 48.0, 42.0)","(1.45, 1.82, 1.7685714285714287)","(3.8, 4.0, 3.9)","(31.0, 280.0, 173.63636363636363)","(5.5, 7.4, 6.4980392156862745)"
08-01-2023 19:15:14.714275,"(13.0, 48.0, 42.0)","(1.45, 1.82, 1.7685714285714287)","(3.8, 4.0, 3.9)","(31.0, 280.0, 166.0)","(5.5, 7.4, 6.4980392156862745)"
08-01-2023 19:15:15.646838,"(13.0, 48.0, 42.0)","(1.45, 1.82, 1.7685714285714287)","(3.8, 4.0, 3.9)","(31.0, 280.0, 166.0)","(5.5, 7.4, 6.4980392156862745)"
08-01-2023 19:15:16.593461,"(13.0, 48.0, 42.0)","(1.45, 1.82, 1.8010526315789475)","(3.8, 4.0, 3.9)","(31.0, 280.0, 253.57142857142856)","(5.5, 7.4, 6.4980392156862745)"
08-01-2023 19:15:17.630028,"(13.0, 48.0, 42.0)","(1.45, 1.82, 1.7375)","(3.8, 4.0, 3.9)","(31.0, 280.0, 145.0)","(5.5, 7.4, 6.9714285714285715)"
08-01-2023 19:15:18.606527,"(13.0, 48.0, 42.0)","(1.45, 1.82, 1.77875)","(3.8, 4.0, 3.9)","(31.0, 280.0, 172.0)","(5.5, 7.2, 6.9714285714285715)"
08-01-2023 19:15:19.544150,"(13.0, 42.0, 38.0)","(1.45, 1.82, 1.77875)","(3.8, 4.0, 3.9)","(31.0, 280.0, 172.0)","(5.5, 7.2, 6.9714285714285715)"
08-01-2023 19:15:20.521210,"(13.0, 42.0, 38.0)","(1.45, 1.82, 1.77875)","(3.8, 4.0, 3.9)","(31.0, 280.0, 152.5)","(5.5, 7.2, 6.9714285714285715)"
08-01-2023 19:15:21.513925,"(13.0, 42.0, 38.0)","(1.45, 1.82, 1.77875)","(3.8, 4.0, 3.9)","(31.0, 280.0, 152.5)","(5.5, 7.2, 6.9714285714285715)"
08-01-2023 19:15:22.486489,"(13.0, 42.0, 38.0)","(1.45, 1.82, 1.77875)","(3.8, 4.0, 3.9)","(31.0, 280.0, 152.5)","(5.5, 7.2, 6.9714285714285715)"
08-01-2023 19:15:23.445784,"(13.0, 42.0, 38.0)","(1.45, 1.82, 1.7925)","(3.8, 4.0, 3.9)","(31.0, 280.0, 207.14285714285714)","(5.5, 7.2, 6.9714285714285715)"
08-01-2023 19:15:24.432129,"(13.0, 42.0, 38.0)","(1.45, 1.82, 1.799375)","(3.8, 4.0, 3.9)","(31.0, 280.0, 207.14285714285714)","(5.5, 7.2, 6.9714285714285715)"
08-01-2023 19:15:25.328774,"(13.0, 42.0, 38.0)","(1.45, 1.82, 1.799375)","(3.8, 4.0, 3.9)","(31.0, 280.0, 207.14285714285714)","(5.5, 7.2, 6.9714285714285715)"
08-01-2023 19:15:26.267128,"(13.0, 42.0, 38.0)","(1.45, 1.82, 1.799375)","(3.8, 4.0, 3.9)","(31.0, 280.0, 207.14285714285714)","(5.5, 7.2, 6.9714285714285715)"
08-01-2023 19:15:27.237095,"(13.0, 42.0, 38.0)","(1.45, 1.82, 1.799375)","(3.8, 4.0, 3.9)","(31.0, 280.0, 207.14285714285714)","(5.5, 7.2, 6.9714285714285715)"
08-01-2023 19:15:28.102411,"(13.0, 42.0, 38.0)","(1.45, 1.82, 1.799375)","(3.8, 4.0, 3.9)","(31.0, 280.0, 207.14285714285714)","(5.5, 7.2, 6.9714285714285715)"
08-01-2023 19:15:29.062715,"(13.0, 42.0, 38.0)","(1.45, 1.82, 1.799375)","(3.8, 4.0, 3.9)","(31.0, 280.0, 207.14285714285714)","(5.5, 7.2, 6.9714285714285715)"
08-01-2023 19:15:30.010312,"(13.0, 42.0, 38.0)","(1.45, 1.82, 1.799375)","(3.8, 4.0, 3.9)","(31.0, 280.0, 207.14285714285714)","(5.5, 7.2, 6.9714285714285715)"
08-01-2023 19:15:31.088708,"(13.0, 42.0, 38.0)","(1.45, 1.82, 1.799375)","(3.8, 4.0, 3.9)","(31.0, 280.0, 207.14285714285714)","(5.5, 7.2, 6.9714285714285715)"
08-01-2023 19:15:32.064477,"(13.0, 42.0, 38.0)","(1.45, 1.82, 1.799375)","(3.8, 4.0, 3.9)","(31.0, 280.0, 207.14285714285714)","(5.5, 7.2, 6.9714285714285715)"
08-01-2023 19:15:33.113930,"(13.0, 42.0, 38.0)","(1.45, 1.82, 1.798)","(3.8, 4.0, 3.9)","(31.0, 280.0, 216.0)","(5.5, 7.2, 6.9714285714285715)"
08-01-2023 19:15:34.298680,"(13.0, 42.0, 38.0)","(1.45, 1.82, 1.798)","(3.8, 4.0, 3.9)","(31.0, 280.0, 240.0)","(5.5, 7.2, 6.9714285714285715)"
08-01-2023 19:15:35.444598,"(13.0, 42.0, 38.0)","(1.45, 1.82, 1.798)","(3.8, 4.0, 3.9)","(31.0, 280.0, 180.0)","(5.5, 7.2, 6.9714285714285715)"
08-01-2023 19:15:36.689974,"(13.0, 42.0, 38.0)","(1.45, 1.82, 1.798)","(3.8, 4.0, 3.9)","(31.0, 280.0, 237.14285714285714)","(5.5, 7.2, 6.9714285714285715)"
08-01-2023 19:15:37.789171,"(13.0, 42.0, 38.0)","(1.45, 1.82, 1.798)","(3.8, 4.0, 3.9)","(31.0, 280.0, 255.0)","(5.5, 7.2, 6.9714285714285715)"
08-01-2023 19:15:39.021686,"(13.0, 48.0, 42.0)","(1.45, 1.82, 1.798)","(3.8, 4.0, 3.9)","(31.0, 280.0, 242.5)","(5.5, 7.2, 6.9714285714285715)"
08-01-2023 19:15:40.166835,"(13.0, 48.0, 42.0)","(1.45, 1.82, 1.798)","(3.8, 4.0, 3.9)","(31.0, 280.0, 245.0)","(5.5, 7.2, 6.9714285714285715)"
08-01-2023 19:15:41.301749,"(13.0, 48.0, 42.0)","(1.45, 1.82, 1.798)","(3.8, 4.0, 3.9)","(31.0, 280.0, 245.0)","(5.5, 7.2, 6.9714285714285715)"
08-01-2023 19:15:42.357628,"(13.0, 48.0, 42.0)","(1.45, 1.82, 1.798)","(3.8, 4.0, 3.9)","(31.0, 280.0, 215.0)","(5.5, 7.2, 6.9714285714285715)"
08-01-2023 19:15:43.408548,"(13.0, 48.0, 42.0)","(1.45, 1.82, 1.798)","(3.8, 4.0, 3.9)","(31.0, 280.0, 236.66666666666669)","(5.5, 7.2, 6.9714285714285715)"
08-01-2023 19:15:44.438225,"(13.0, 48.0, 42.0)","(1.45, 1.82, 1.798)","(3.8, 4.0, 3.9)","(31.0, 280.0, 236.66666666666669)","(5.5, 7.2, 6.9714285714285715)"
08-01-2023 19:15:45.483809,"(13.0, 48.0, 42.0)","(1.45, 1.82, 1.798)","(3.8, 4.0, 3.9)","(31.0, 280.0, 236.66666666666669)","(5.5, 7.2, 6.9714285714285715)"
08-01-2023 19:15:46.485546,"(13.0, 48.0, 42.0)","(1.45, 1.82, 1.798)","(3.8, 4.0, 3.9)","(31.0, 280.0, 236.66666666666669)","(5.5, 7.2, 6.9714285714285715)"
08-01-2023 19:15:47.451826,"(13.0, 48.0, 42.0)","(1.45, 1.82, 1.745)","(3.8, 4.0, 3.9)","(31.0, 280.0, 236.66666666666669)","(5.5, 7.2, 6.9714285714285715)"
08-01-2023 19:15:48.402655,"(13.0, 48.0, 42.0)","(1.45, 1.82, 1.74)","(3.8, 4.0, 3.9)","(31.0, 280.0, 236.66666666666669)","(5.5, 7.2, 6.9714285714285715)"
08-01-2023 19:15:49.319469,"(13.0, 48.0, 42.0)","(1.45, 1.82, 1.74)","(3.8, 4.0, 3.9)","(31.0, 280.0, 236.66666666666669)","(5.5, 7.2, 6.9714285714285715)"
08-01-2023 19:15:50.311371,"(13.0, 48.0, 42.0)","(1.45, 1.82, 1.74)","(3.8, 4.0, 3.9)","(31.0, 280.0, 236.66666666666669)","(5.5, 7.2, 6.9714285714285715)"
08-01-2023 19:15:51.192979,"(13.0, 42.0, 38.0)","(1.45, 1.82, 1.74)","(3.8, 4.0, 3.9)","(31.0, 280.0, 236.66666666666669)","(5.5, 7.2, 6.9714285714285715)"
08-01-2023 19:15:52.104035,"(13.0, 48.0, 42.0)","(1.45, 1.82, 1.74)","(3.8, 4.0, 3.9)","(31.0, 280.0, 247.5)","(5.5, 7.2, 6.707692307692308)"
08-01-2023 19:15:53.165362,"(13.0, 48.0, 42.0)","(1.45, 1.82, 1.74)","(3.8, 4.0, 3.9)","(31.0, 280.0, 247.5)","(5.5, 7.2, 6.635294117647059)"
08-01-2023 19:15:54.140159,"(13.0, 48.0, 42.0)","(1.45, 1.82, 1.74)","(3.8, 4.0, 3.9)","(31.0, 280.0, 240.0)","(5.5, 7.2, 6.525)"
08-01-2023 19:15:55.411873,"(13.0, 48.0, 42.0)","(1.45, 1.82, 1.74)","(3.8, 4.0, 3.9)","(31.0, 280.0, 240.0)","(5.5, 7.2, 6.5)"
08-01-2023 19:15:56.420797,"(13.0, 48.0, 42.0)","(1.45, 1.82, 1.74)","(3.8, 4.0, 3.9)","(31.0, 280.0, 240.0)","(5.5, 7.2, 6.5)"
08-01-2023 19:15:57.383703,"(13.0, 42.0, 38.0)","(1.45, 1.82, 1.74)","(3.8, 4.0, 3.9)","(31.0, 280.0, 240.0)","(5.5, 7.2, 6.5)"
08-01-2023 19:15:58.441392,"(13.0, 48.0, 42.0)","(1.45, 1.82, 1.74)","(3.8, 4.0, 3.9)","(31.0, 280.0, 240.0)","(5.5, 7.2, 6.5)"
08-01-2023 19:15:59.518856,"(13.0, 48.0, 42.0)","(1.45, 1.82, 1.74)","(3.8, 4.0, 3.9)","(31.0, 280.0, 240.0)","(5.5, 7.2, 6.5)"
08-01-2023 19:16:00.637417,"(13.0, 48.0, 42.0)","(1.45, 1.82, 1.74)","(3.8, 4.0, 3.9)","(31.0, 280.0, 240.0)","(5.5, 7.2, 6.5)"
08-01-2023 19:16:01.883857,"(13.0, 48.0, 42.0)","(1.45, 1.82, 1.798)","(3.8, 4.0, 3.9)","(31.0, 280.0, 240.0)","(5.5, 7.2, 6.5)"
08-01-2023 19:16:03.080782,"(13.0, 42.0, 38.0)","(1.45, 1.82, 1.798)","(3.8, 4.0, 3.9)","(31.0, 280.0, 240.0)","(5.5, 7.2, 6.5)"
08-01-2023 19:16:04.391094,"(13.0, 48.0, 42.0)","(1.45, 1.82, 1.798)","(3.8, 4.0, 3.9)","(31.0, 280.0, 240.0)","(5.5, 7.2, 6.5)"
08-01-2023 19:16:05.689917,"(13.0, 48.0, 42.0)","(1.45, 1.82, 1.798)","(3.8, 4.0, 3.9)","(31.0, 280.0, 240.0)","(5.5, 7.2, 6.5)"
08-01-2023 19:16:07.297429,"(13.0, 48.0, 42.0)","(1.45, 1.82, 1.798)","(3.8, 4.0, 3.9)","(31.0, 280.0, 240.0)","(5.5, 7.2, 6.5)"
08-01-2023 19:16:08.399198,"(13.0, 48.0, 42.0)","(1.45, 1.82, 1.798)","(3.8, 4.0, 3.9)","(31.0, 280.0, 240.0)","(5.5, 7.2, 6.5)"
08-01-2023 19:16:09.417836,"(13.0, 48.0, 42.0)","(1.45, 1.82, 1.798)","(3.8, 4.0, 3.9)","(31.0, 280.0, 240.0)","(5.5, 7.2, 6.5)"
08-01-2023 19:16:10.529562,"(13.0, 48.0, 42.0)","(1.45, 1.82, 1.798)","(3.8, 4.0, 3.9)","(31.0, 280.0, 240.0)","(5.5, 7.2, 6.5)"
08-01-2023 19:16:11.594415,"(13.0, 48.0, 42.0)","(1.45, 1.82, 1.798)","(3.8, 4.0, 3.9)","(31.0, 280.0, 240.0)","(5.5, 7.2, 6.5)"
08-01-2023 19:16:12.645733,"(13.0, 48.0, 42.0)","(1.45, 1.82, 1.798)","(3.8, 4.0, 3.9)","(31.0, 280.0, 240.0)","(5.5, 7.2, 6.5)"
08-01-2023 19:16:14.034917,"(13.0, 48.0, 42.0)","(1.45, 1.82, 1.798)","(3.8, 4.0, 3.9)","(31.0, 280.0, 240.0)","(5.5, 7.2, 6.5)"
08-01-2023 19:16:15.156301,"(13.0, 48.0, 42.0)","(1.45, 1.82, 1.798)","(3.8, 4.0, 3.9)","(31.0, 280.0, 240.0)","(5.5, 7.2, 6.5)"
08-01-2023 19:16:16.267243,"(13.0, 48.0, 42.0)","(1.45, 1.82, 1.798)","(3.8, 4.0, 3.9)","(31.0, 280.0, 250.0)","(5.5, 7.2, 6.5)"
08-01-2023 19:16:17.243714,"(14.0, 48.0, 42.0)","(1.45, 1.82, 1.798)","(3.7, 4.0, 3.9)","(31.0, 280.0, 250.0)","(5.5, 7.2, 6.5)"
08-01-2023 19:16:18.293821,"(14.0, 48.0, 42.0)","(1.45, 1.82, 1.74)","(3.7, 4.0, 3.9)","(31.0, 280.0, 225.0)","(5.5, 7.2, 6.5)"
08-01-2023 19:16:19.348005,"(14.0, 48.0, 42.0)","(1.45, 1.82, 1.74)","(3.7, 4.0, 3.9)","(31.0, 280.0, 225.0)","(5.5, 7.2, 6.5)"
08-01-2023 19:16:20.380717,"(14.0, 48.0, 42.0)","(1.45, 1.82, 1.74)","(3.7, 4.0, 3.9)","(31.0, 280.0, 225.0)","(5.5, 7.2, 6.5)"
08-01-2023 19:16:21.458512,"(14.0, 42.0, 38.0)","(1.45, 1.82, 1.74)","(3.7, 4.0, 3.9)","(31.0, 280.0, 230.0)","(5.5, 7.2, 6.5)"
08-01-2023 19:16:22.439721,"(14.0, 42.0, 38.0)","(1.45, 1.82, 1.74)","(3.7, 4.0, 3.9)","(31.0, 280.0, 230.0)","(5.5, 7.2, 6.5)"
08-01-2023 19:16:23.471235,"(14.0, 42.0, 39.0)","(1.45, 1.82, 1.74)","(3.7, 4.0, 3.9)","(31.0, 280.0, 230.0)","(5.5, 7.2, 6.5)"
08-01-2023 19:16:24.552733,"(14.0, 42.0, 39.0)","(1.45, 1.82, 1.74)","(3.7, 4.0, 3.9)","(31.0, 280.0, 230.0)","(5.5, 7.2, 6.5)"
08-01-2023 19:16:25.591344,"(14.0, 42.0, 39.0)","(1.45, 1.82, 1.74)","(3.7, 4.0, 3.9)","(31.0, 280.0, 230.0)","(5.5, 7.2, 6.5)"
08-01-2023 19:16:26.643577,"(14.0, 50.0, 43.77777777777778)","(1.45, 1.82, 1.74)","(3.7, 4.0, 3.9)","(31.0, 280.0, 230.0)","(5.5, 7.2, 6.5)"
08-01-2023 19:16:27.507670,"(14.0, 50.0, 40.4)","(1.45, 1.82, 1.74)","(3.7, 4.0, 3.9)","(31.0, 280.0, 230.0)","(5.5, 7.2, 6.5)"
08-01-2023 19:16:28.532343,"(14.0, 50.0, 40.4)","(1.45, 1.82, 1.7342857142857142)","(3.7, 4.0, 3.9)","(31.0, 280.0, 230.0)","(5.5, 7.2, 6.5)"
08-01-2023 19:16:29.591211,"(14.0, 50.0, 40.4)","(1.45, 1.82, 1.7342857142857142)","(3.7, 4.0, 3.9)","(31.0, 280.0, 230.0)","(5.5, 7.2, 6.5)"
08-01-2023 19:16:30.621079,"(14.0, 50.0, 40.4)","(1.45, 1.82, 1.7342857142857142)","(3.7, 4.0, 3.9)","(31.0, 280.0, 230.0)","(5.5, 7.2, 6.5)"
08-01-2023 19:16:31.651027,"(14.0, 50.0, 40.4)","(1.45, 1.82, 1.7342857142857142)","(3.7, 4.0, 3.9)","(31.0, 280.0, 230.0)","(5.5, 7.2, 6.5)"
08-01-2023 19:16:32.765165,"(14.0, 50.0, 40.4)","(1.45, 1.82, 1.7776923076923077)","(3.7, 4.0, 3.9)","(31.0, 280.0, 230.0)","(5.5, 7.2, 6.5)"
08-01-2023 19:16:33.880884,"(14.0, 50.0, 40.4)","(1.45, 1.82, 1.7776923076923077)","(3.7, 4.0, 3.9)","(31.0, 280.0, 246.66666666666669)","(5.5, 7.2, 6.5)"
08-01-2023 19:16:34.912689,"(14.0, 50.0, 40.4)","(1.45, 1.82, 1.7776923076923077)","(3.7, 4.0, 3.9)","(31.0, 280.0, 230.0)","(5.5, 7.2, 6.5)"
08-01-2023 19:16:36.042671,"(14.0, 50.0, 40.4)","(1.45, 1.82, 1.7776923076923077)","(3.7, 4.0, 3.9)","(31.0, 280.0, 240.0)","(5.5, 7.2, 6.5)"
08-01-2023 19:16:37.376900,"(14.0, 50.0, 40.4)","(1.45, 1.82, 1.7776923076923077)","(3.7, 4.0, 3.9)","(31.0, 280.0, 240.0)","(5.5, 7.2, 6.5)"
08-01-2023 19:16:38.603980,"(14.0, 50.0, 40.4)","(1.45, 1.82, 1.7776923076923077)","(3.7, 4.0, 3.9)","(31.0, 280.0, 240.0)","(5.5, 7.2, 6.5)"
08-01-2023 19:16:39.689947,"(14.0, 50.0, 40.4)","(1.45, 1.82, 1.7776923076923077)","(3.7, 4.0, 3.9)","(31.0, 280.0, 245.0)","(5.5, 7.2, 6.5)"
08-01-2023 19:16:40.637027,"(14.0, 50.0, 40.4)","(1.45, 1.82, 1.817669491525424)","(3.7, 4.0, 3.9)","(31.0, 280.0, 245.0)","(5.5, 7.2, 6.5875)"
08-01-2023 19:16:41.654531,"(14.0, 50.0, 40.4)","(1.5, 1.82, 1.8176987447698745)","(3.7, 4.0, 3.9)","(31.0, 280.0, 245.0)","(5.5, 7.0, 6.6000000000000005)"
08-01-2023 19:16:42.657983,"(15.0, 50.0, 43.14285714285714)","(1.5, 1.82, 1.8176987447698745)","(3.7, 4.0, 3.9)","(31.0, 280.0, 245.0)","(5.5, 7.0, 6.6000000000000005)"
08-01-2023 19:16:43.710501,"(15.0, 50.0, 43.14285714285714)","(1.5, 1.82, 1.8176987447698745)","(3.7, 4.0, 3.9)","(31.0, 280.0, 245.0)","(5.5, 7.0, 6.525)"
08-01-2023 19:16:44.703919,"(15.0, 50.0, 43.14285714285714)","(1.5, 1.82, 1.8176987447698745)","(3.7, 4.0, 3.9)","(31.0, 280.0, 245.0)","(5.5, 7.0, 6.525)"
08-01-2023 19:16:45.774937,"(15.0, 50.0, 43.14285714285714)","(1.5, 1.82, 1.8176987447698745)","(3.7, 4.0, 3.9)","(31.0, 280.0, 245.0)","(5.5, 7.0, 6.525)"
08-01-2023 19:16:46.877142,"(15.0, 50.0, 43.14285714285714)","(1.5, 1.82, 1.805294117647059)","(3.7, 4.0, 3.9)","(31.0, 280.0, 245.0)","(5.5, 7.0, 6.525)"
08-01-2023 19:16:47.963678,"(15.0, 50.0, 43.14285714285714)","(1.5, 1.82, 1.76375)","(3.7, 4.0, 3.9)","(31.0, 280.0, 245.0)","(5.5, 7.0, 6.525)"
08-01-2023 19:16:48.927169,"(15.0, 50.0, 43.14285714285714)","(1.5, 1.82, 1.76375)","(3.7, 4.0, 3.9)","(31.0, 280.0, 245.0)","(5.5, 7.0, 6.525)"
08-01-2023 19:16:49.921473,"(15.0, 50.0, 43.14285714285714)","(1.5, 1.82, 1.76375)","(3.7, 4.0, 3.9)","(31.0, 280.0, 245.0)","(5.5, 7.0, 6.525)"
08-01-2023 19:16:50.990541,"(15.0, 50.0, 43.14285714285714)","(1.5, 1.82, 1.7807142857142857)","(3.7, 4.0, 3.9)","(31.0, 280.0, 245.0)","(5.5, 7.0, 6.525)"
08-01-2023 19:16:52.126560,"(15.0, 50.0, 43.14285714285714)","(1.5, 1.82, 1.7807142857142857)","(3.7, 4.0, 3.9)","(31.0, 280.0, 245.0)","(5.5, 7.0, 6.525)"
08-01-2023 19:16:53.150051,"(15.0, 50.0, 43.14285714285714)","(1.5, 1.82, 1.7807142857142857)","(3.7, 4.0, 3.9)","(31.0, 280.0, 245.0)","(5.5, 7.0, 6.525)"
08-01-2023 19:16:54.150533,"(15.0, 50.0, 43.14285714285714)","(1.5, 1.82, 1.7807142857142857)","(3.7, 4.0, 3.9)","(31.0, 280.0, 245.0)","(5.5, 7.0, 6.525)"
08-01-2023 19:16:55.194386,"(15.0, 50.0, 43.14285714285714)","(1.5, 1.82, 1.7807142857142857)","(3.7, 4.0, 3.9)","(31.0, 280.0, 250.0)","(5.5, 7.0, 6.525)"
08-01-2023 19:16:56.211626,"(15.0, 50.0, 43.14285714285714)","(1.5, 1.82, 1.7807142857142857)","(3.7, 4.0, 3.9)","(31.0, 280.0, 250.0)","(5.5, 7.0, 6.525)"
08-01-2023 19:16:57.269555,"(16.0, 50.0, 43.14285714285714)","(1.5, 1.82, 1.7845161290322582)","(3.7, 4.0, 3.9)","(31.0, 280.0, 250.0)","(5.5, 7.0, 6.525)"
08-01-2023 19:16:58.301310,"(16.0, 50.0, 43.14285714285714)","(1.5, 1.82, 1.7845161290322582)","(3.7, 4.0, 3.9)","(31.0, 280.0, 250.0)","(5.5, 7.0, 6.525)"
08-01-2023 19:16:59.300914,"(16.0, 50.0, 43.14285714285714)","(1.5, 1.82, 1.7845161290322582)","(3.7, 4.0, 3.9)","(31.0, 280.0, 250.0)","(5.5, 7.0, 6.525)"
08-01-2023 19:17:00.405370,"(16.0, 50.0, 43.14285714285714)","(1.5, 1.82, 1.7845161290322582)","(3.7, 4.0, 3.9)","(31.0, 280.0, 250.0)","(5.5, 7.0, 6.525)"
08-01-2023 19:17:01.389504,"(16.0, 50.0, 42.0)","(1.5, 1.82, 1.7845161290322582)","(3.7, 4.0, 3.9)","(31.0, 280.0, 250.0)","(5.5, 7.0, 6.525)"
08-01-2023 19:17:02.447391,"(16.0, 50.0, 42.0)","(1.5, 1.82, 1.7820689655172415)","(3.7, 4.0, 3.9)","(31.0, 280.0, 250.0)","(5.5, 7.0, 6.525)"
08-01-2023 19:17:03.437597,"(16.0, 50.0, 42.0)","(1.5, 1.82, 1.7820689655172415)","(3.7, 4.0, 3.9)","(31.0, 280.0, 250.0)","(5.5, 7.0, 6.525)"
08-01-2023 19:17:04.516398,"(16.0, 50.0, 42.0)","(1.5, 1.82, 1.7820689655172415)","(3.7, 4.0, 3.9)","(31.0, 280.0, 250.0)","(5.5, 7.0, 6.525)"
08-01-2023 19:17:05.605150,"(16.0, 50.0, 42.0)","(1.5, 1.82, 1.7820689655172415)","(3.7, 4.0, 3.9)","(31.0, 280.0, 250.0)","(5.5, 7.0, 6.525)"
08-01-2023 19:17:06.707028,"(16.0, 50.0, 42.0)","(1.5, 1.82, 1.7820689655172415)","(3.7, 4.0, 3.9)","(31.0, 280.0, 250.0)","(5.5, 7.0, 6.525)"
08-01-2023 19:17:07.796340,"(16.0, 50.0, 42.0)","(1.5, 1.82, 1.7820689655172415)","(3.7, 4.0, 3.9)","(31.0, 280.0, 250.0)","(5.5, 7.0, 6.525)"
08-01-2023 19:17:09.022840,"(16.0, 50.0, 42.0)","(1.5, 1.82, 1.7820689655172415)","(3.7, 4.0, 3.9)","(31.0, 280.0, 250.0)","(5.5, 7.0, 6.525)"
08-01-2023 19:17:10.223832,"(16.0, 50.0, 42.0)","(1.5, 1.82, 1.7905882352941176)","(3.7, 4.0, 3.9)","(31.0, 280.0, 250.0)","(5.5, 7.0, 6.525)"
08-01-2023 19:17:11.276541,"(16.0, 50.0, 42.0)","(1.5, 1.82, 1.7905882352941176)","(3.7, 4.0, 3.9)","(31.0, 280.0, 250.0)","(5.5, 7.0, 6.525)"
08-01-2023 19:17:12.350436,"(16.0, 50.0, 42.0)","(1.5, 1.82, 1.7905882352941176)","(3.7, 4.0, 3.9)","(31.0, 280.0, 250.0)","(5.5, 7.0, 6.525)"
08-01-2023 19:17:13.330305,"(16.0, 50.0, 42.0)","(1.5, 1.82, 1.7905882352941176)","(3.7, 4.0, 3.9)","(31.0, 280.0, 250.0)","(5.5, 7.0, 6.525)"
08-01-2023 19:17:14.368670,"(16.0, 50.0, 42.0)","(1.5, 1.82, 1.7905882352941176)","(3.7, 4.0, 3.9)","(31.0, 280.0, 250.0)","(5.5, 7.0, 6.525)"
08-01-2023 19:17:15.507561,"(16.0, 50.0, 42.0)","(1.5, 1.82, 1.7905882352941176)","(3.7, 4.0, 3.9)","(31.0, 280.0, 250.0)","(5.5, 7.0, 6.525)"
08-01-2023 19:17:16.714692,"(16.0, 50.0, 42.0)","(1.5, 1.82, 1.7905882352941176)","(3.7, 4.0, 3.9)","(31.0, 280.0, 250.0)","(5.5, 7.0, 6.525)"
08-01-2023 19:17:17.825752,"(16.0, 50.0, 42.0)","(1.5, 1.82, 1.7905882352941176)","(3.7, 4.0, 3.9)","(31.0, 280.0, 250.0)","(5.5, 7.0, 6.525)"
