,Mccrikey,No Terror,Ifyousayso,Cloudy Bay,Deceptive Lee,Terry,Heisenberg
16-12-2022 14:08:12.123041,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.600000000000001)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 13.8375)","(2.5, 3.35, 2.5283333333333333)","(2.8, 5.8, 5.057142857142857)"
16-12-2022 14:08:13.199066,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.600000000000001)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 13.8375)","(2.5, 3.35, 2.5283333333333333)","(2.8, 5.8, 5.057142857142857)"
16-12-2022 14:08:14.260057,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.600000000000001)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 13.8375)","(2.5, 3.35, 2.5283333333333333)","(2.8, 5.8, 5.057142857142857)"
16-12-2022 14:08:15.391361,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.600000000000001)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 13.8375)","(2.5, 3.35, 2.5283333333333333)","(2.8, 5.8, 5.057142857142857)"
16-12-2022 14:08:16.409855,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.600000000000001)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 13.8375)","(2.5, 3.35, 2.5283333333333333)","(2.8, 5.8, 5.057142857142857)"
16-12-2022 14:08:17.434856,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.600000000000001)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 13.8375)","(2.5, 3.35, 2.5283333333333333)","(2.8, 5.8, 5.057142857142857)"
16-12-2022 14:08:18.410962,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.600000000000001)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 13.8375)","(2.5, 3.35, 2.5283333333333333)","(2.8, 5.8, 5.057142857142857)"
16-12-2022 14:08:19.581943,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.600000000000001)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 13.8375)","(2.5, 3.35, 2.5283333333333333)","(2.8, 5.8, 5.057142857142857)"
16-12-2022 14:08:20.712580,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.600000000000001)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 13.8375)","(2.5, 3.35, 2.5283333333333333)","(2.8, 5.8, 5.057142857142857)"
16-12-2022 14:08:21.726598,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.600000000000001)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 13.8375)","(2.5, 3.35, 2.5283333333333333)","(2.8, 5.8, 5.057142857142857)"
16-12-2022 14:08:22.862591,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.600000000000001)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 13.8375)","(2.5, 3.35, 2.5283333333333333)","(2.8, 5.8, 5.057142857142857)"
16-12-2022 14:08:24.114705,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.600000000000001)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 13.8375)","(2.5, 3.35, 2.5283333333333333)","(2.8, 5.8, 5.057142857142857)"
16-12-2022 14:08:25.307970,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.600000000000001)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 13.8375)","(2.5, 3.35, 2.5283333333333333)","(2.8, 5.8, 5.057142857142857)"
16-12-2022 14:08:26.504536,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.600000000000001)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 13.8375)","(2.5, 3.35, 2.5283333333333333)","(2.8, 5.8, 5.057142857142857)"
16-12-2022 14:08:27.642772,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.600000000000001)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 13.9125)","(2.5, 3.35, 2.5283333333333333)","(2.8, 5.8, 5.071428571428571)"
16-12-2022 14:08:28.735516,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.600000000000001)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 13.9125)","(2.5, 3.35, 2.5283333333333333)","(2.8, 5.8, 5.071428571428571)"
16-12-2022 14:08:29.856144,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.600000000000001)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 13.9125)","(2.5, 3.35, 2.5283333333333333)","(2.8, 5.8, 5.071428571428571)"
16-12-2022 14:08:30.930388,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.600000000000001)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 13.9125)","(2.5, 3.35, 2.5283333333333333)","(2.8, 5.8, 5.071428571428571)"
16-12-2022 14:08:31.988164,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.600000000000001)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 13.9125)","(2.5, 3.35, 2.5283333333333333)","(2.8, 5.8, 5.071428571428571)"
16-12-2022 14:08:33.032392,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.600000000000001)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 13.9125)","(2.5, 3.35, 2.5283333333333333)","(2.8, 5.8, 5.071428571428571)"
16-12-2022 14:08:34.223182,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.600000000000001)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 13.9125)","(2.5, 3.35, 2.5283333333333333)","(2.8, 5.8, 5.071428571428571)"
16-12-2022 14:08:35.417041,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.600000000000001)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 13.9875)","(2.5, 3.35, 2.8022222222222224)","(2.8, 5.8, 5.071428571428571)"
16-12-2022 14:08:36.563620,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.600000000000001)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 13.9875)","(2.5, 3.35, 2.8022222222222224)","(2.8, 5.8, 5.071428571428571)"
16-12-2022 14:08:37.725663,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.600000000000001)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 13.9875)","(2.5, 3.35, 2.8022222222222224)","(2.8, 5.8, 5.071428571428571)"
16-12-2022 14:08:38.867079,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.600000000000001)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 13.9875)","(2.5, 3.35, 2.8022222222222224)","(2.8, 5.8, 5.071428571428571)"
16-12-2022 14:08:39.930726,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.600000000000001)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 13.9875)","(2.5, 3.35, 2.8022222222222224)","(2.8, 5.8, 5.071428571428571)"
16-12-2022 14:08:41.001737,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.600000000000001)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 13.9875)","(2.5, 3.35, 2.8022222222222224)","(2.8, 5.8, 5.071428571428571)"
16-12-2022 14:08:42.087106,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.600000000000001)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 13.9875)","(2.5, 3.35, 2.5283333333333333)","(2.8, 5.8, 3.8666666666666667)"
16-12-2022 14:08:43.111123,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.600000000000001)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 13.9875)","(2.5, 3.35, 2.5283333333333333)","(2.8, 5.8, 3.8666666666666667)"
16-12-2022 14:08:44.147072,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.600000000000001)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 13.9875)","(2.5, 3.35, 2.5283333333333333)","(2.8, 5.8, 3.8666666666666667)"
16-12-2022 14:08:45.497494,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.600000000000001)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 13.9875)","(2.5, 3.35, 2.5283333333333333)","(2.8, 5.8, 3.8666666666666667)"
16-12-2022 14:08:46.592014,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.600000000000001)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 13.7625)","(2.5, 3.35, 2.5283333333333333)","(2.8, 5.8, 3.8666666666666667)"
16-12-2022 14:08:47.942290,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.600000000000001)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 13.7625)","(2.5, 3.35, 2.5283333333333333)","(2.8, 5.8, 3.8666666666666667)"
16-12-2022 14:08:49.103592,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.600000000000001)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 14.0625)","(2.5, 3.35, 2.8022222222222224)","(2.8, 5.8, 3.8666666666666667)"
16-12-2022 14:08:50.304723,"(14.0, 36.0, 25.25)","(7.0, 18.0, 14.971428571428572)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 14.0625)","(2.5, 3.35, 2.8022222222222224)","(2.8, 5.8, 3.8666666666666667)"
16-12-2022 14:08:51.502633,"(14.0, 36.0, 25.25)","(7.0, 18.0, 14.971428571428572)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 14.0625)","(2.5, 3.35, 2.8022222222222224)","(2.8, 5.8, 3.8666666666666667)"
16-12-2022 14:08:52.713912,"(14.0, 36.0, 25.25)","(7.0, 18.0, 14.971428571428572)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 14.0625)","(2.5, 3.35, 2.5283333333333333)","(2.8, 5.8, 3.8666666666666667)"
16-12-2022 14:08:53.865254,"(14.0, 36.0, 25.25)","(7.0, 18.0, 14.971428571428572)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 14.0625)","(2.5, 3.35, 2.5283333333333333)","(2.8, 5.8, 3.8666666666666667)"
16-12-2022 14:08:54.983602,"(14.0, 36.0, 25.25)","(7.0, 18.0, 14.971428571428572)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 14.0625)","(2.5, 3.35, 2.5283333333333333)","(2.8, 5.8, 3.8666666666666667)"
16-12-2022 14:08:56.139629,"(14.0, 36.0, 25.25)","(7.0, 18.0, 14.971428571428572)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 14.0625)","(2.5, 3.35, 2.5283333333333333)","(2.8, 5.8, 3.8666666666666667)"
16-12-2022 14:08:57.243308,"(14.0, 36.0, 25.25)","(7.0, 18.0, 14.971428571428572)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 14.25)","(2.5, 3.35, 2.8022222222222224)","(2.8, 5.8, 3.8666666666666667)"
16-12-2022 14:08:58.387691,"(14.0, 36.0, 25.25)","(7.0, 18.0, 14.971428571428572)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 14.25)","(2.5, 3.35, 2.8022222222222224)","(2.8, 5.8, 3.8666666666666667)"
16-12-2022 14:08:59.672257,"(14.0, 36.0, 25.25)","(7.0, 18.0, 14.971428571428572)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 14.25)","(2.5, 3.35, 2.8022222222222224)","(2.8, 5.8, 3.8666666666666667)"
16-12-2022 14:09:00.889503,"(14.0, 36.0, 25.25)","(7.0, 18.0, 14.971428571428572)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 14.25)","(2.5, 3.35, 2.8022222222222224)","(2.8, 5.8, 3.8666666666666667)"
16-12-2022 14:09:02.096071,"(14.0, 36.0, 25.25)","(7.0, 18.0, 14.971428571428572)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 14.25)","(2.5, 3.35, 2.8022222222222224)","(2.8, 5.8, 3.8666666666666667)"
16-12-2022 14:09:03.394442,"(14.0, 36.0, 25.25)","(7.0, 18.0, 14.971428571428572)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 14.25)","(2.5, 3.35, 2.8022222222222224)","(2.8, 5.8, 3.8666666666666667)"
16-12-2022 14:09:05.046154,"(14.0, 36.0, 25.25)","(7.0, 18.0, 14.971428571428572)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 14.25)","(2.5, 3.35, 2.8022222222222224)","(2.8, 5.8, 3.8666666666666667)"
16-12-2022 14:09:06.700284,"(14.0, 36.0, 25.25)","(7.0, 18.0, 15.84)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 14.25)","(2.5, 3.35, 2.8022222222222224)","(2.8, 5.8, 3.8666666666666667)"
16-12-2022 14:09:07.719536,"(14.0, 36.0, 25.25)","(7.0, 18.0, 15.84)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 14.25)","(2.5, 3.35, 2.8022222222222224)","(2.8, 5.8, 3.8666666666666667)"
16-12-2022 14:09:08.896942,"(14.0, 36.0, 25.25)","(7.0, 18.0, 15.84)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 14.25)","(2.5, 3.35, 2.8022222222222224)","(2.8, 5.8, 3.8666666666666667)"
16-12-2022 14:09:10.122666,"(14.0, 36.0, 25.25)","(7.0, 18.0, 15.84)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 13.7625)","(2.5, 3.35, 2.5283333333333333)","(2.8, 5.8, 3.8666666666666667)"
16-12-2022 14:09:11.301327,"(14.0, 36.0, 25.25)","(7.0, 18.0, 15.84)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 14.4375)","(2.5, 3.35, 2.5283333333333333)","(2.8, 5.8, 3.8666666666666667)"
16-12-2022 14:09:12.529120,"(14.0, 36.0, 25.25)","(7.0, 18.0, 15.84)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 14.4375)","(2.5, 3.35, 2.5283333333333333)","(2.8, 5.8, 3.8666666666666667)"
16-12-2022 14:09:13.777451,"(14.0, 36.0, 25.25)","(7.0, 18.0, 15.84)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 14.4375)","(2.5, 3.35, 2.5283333333333333)","(2.8, 5.8, 3.8666666666666667)"
16-12-2022 14:09:14.940597,"(14.0, 36.0, 25.25)","(7.0, 18.0, 15.84)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 14.4375)","(2.5, 3.35, 2.8022222222222224)","(2.8, 5.8, 3.8666666666666667)"
16-12-2022 14:09:16.082483,"(14.0, 36.0, 25.25)","(7.0, 18.0, 15.84)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 14.4375)","(2.5, 3.35, 2.8022222222222224)","(2.8, 5.8, 3.8666666666666667)"
16-12-2022 14:09:17.324710,"(14.0, 36.0, 25.25)","(7.0, 18.0, 15.84)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 14.4375)","(2.5, 3.35, 2.8022222222222224)","(2.8, 5.8, 3.8666666666666667)"
16-12-2022 14:09:18.578224,"(14.0, 36.0, 25.25)","(7.0, 18.0, 15.84)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 14.4375)","(2.5, 3.35, 2.8022222222222224)","(2.8, 5.8, 3.8666666666666667)"
16-12-2022 14:09:19.844166,"(14.0, 36.0, 25.25)","(7.0, 18.0, 15.84)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 14.4375)","(2.5, 3.35, 2.7720000000000002)","(2.8, 5.8, 3.8666666666666667)"
16-12-2022 14:09:21.388901,"(14.0, 36.0, 25.25)","(7.0, 18.0, 15.84)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 14.4375)","(2.5, 3.35, 2.7720000000000002)","(2.8, 5.8, 3.8666666666666667)"
16-12-2022 14:09:22.549536,"(14.0, 36.0, 25.25)","(7.0, 18.0, 15.84)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 14.4375)","(2.5, 3.35, 2.7720000000000002)","(2.8, 5.8, 3.8666666666666667)"
16-12-2022 14:09:23.694855,"(14.0, 36.0, 25.25)","(7.0, 18.0, 15.84)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 14.4375)","(2.5, 3.35, 2.7720000000000002)","(2.8, 5.8, 3.8666666666666667)"
16-12-2022 14:09:24.787615,"(14.0, 36.0, 25.25)","(7.0, 18.0, 15.84)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 14.4375)","(2.5, 3.35, 2.7720000000000002)","(2.8, 5.8, 3.8666666666666667)"
16-12-2022 14:09:25.886422,"(14.0, 36.0, 25.25)","(7.0, 18.0, 15.84)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 14.4375)","(2.5, 3.35, 2.7720000000000002)","(2.8, 5.8, 3.8666666666666667)"
16-12-2022 14:09:27.024388,"(14.0, 36.0, 25.25)","(7.0, 18.0, 15.84)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 13.7625)","(2.5, 3.35, 2.5283333333333333)","(2.8, 5.8, 3.8666666666666667)"
16-12-2022 14:09:28.063971,"(14.0, 36.0, 25.25)","(7.0, 18.0, 15.84)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 13.7625)","(2.5, 3.35, 2.5283333333333333)","(2.8, 5.8, 3.8666666666666667)"
16-12-2022 14:09:29.118261,"(14.0, 36.0, 25.25)","(7.0, 18.0, 15.84)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 13.7625)","(2.5, 3.35, 2.5283333333333333)","(2.8, 5.8, 3.8666666666666667)"
16-12-2022 14:09:30.148535,"(14.0, 36.0, 25.25)","(7.0, 18.0, 15.84)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 13.7625)","(2.5, 3.35, 2.5283333333333333)","(2.8, 5.8, 3.8666666666666667)"
16-12-2022 14:09:31.181381,"(14.0, 36.0, 25.25)","(7.0, 18.0, 15.84)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 13.7625)","(2.5, 3.35, 2.5283333333333333)","(2.8, 5.8, 3.8666666666666667)"
16-12-2022 14:09:32.283472,"(14.0, 36.0, 25.25)","(7.0, 18.0, 15.84)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 13.7625)","(2.5, 3.35, 2.5283333333333333)","(2.8, 5.8, 3.8666666666666667)"
16-12-2022 14:09:33.462889,"(14.0, 36.0, 25.25)","(7.0, 18.0, 15.84)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 13.7625)","(2.5, 3.35, 2.5283333333333333)","(2.8, 5.8, 3.8666666666666667)"
16-12-2022 14:09:34.558194,"(14.0, 36.0, 25.25)","(7.0, 18.0, 15.84)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 13.7625)","(2.5, 3.35, 2.5283333333333333)","(2.8, 5.8, 3.8666666666666667)"
16-12-2022 14:09:35.590124,"(14.0, 36.0, 25.25)","(7.0, 18.0, 15.84)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 13.7625)","(2.5, 3.35, 2.5283333333333333)","(2.8, 5.8, 3.8666666666666667)"
16-12-2022 14:09:36.681189,"(14.0, 36.0, 25.25)","(7.0, 18.0, 15.84)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 13.7625)","(2.5, 3.35, 2.5283333333333333)","(2.8, 5.8, 3.8666666666666667)"
16-12-2022 14:09:37.725203,"(14.0, 36.0, 25.25)","(7.0, 18.0, 15.84)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 13.7625)","(2.5, 3.35, 2.5283333333333333)","(2.8, 5.8, 3.8666666666666667)"
16-12-2022 14:09:38.775960,"(14.0, 36.0, 25.25)","(7.0, 18.0, 15.84)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 13.7625)","(2.5, 3.35, 2.5283333333333333)","(2.8, 5.8, 3.8666666666666667)"
16-12-2022 14:09:39.830581,"(14.0, 36.0, 25.25)","(7.0, 18.0, 15.84)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 13.8375)","(2.5, 3.35, 2.8022222222222224)","(2.8, 5.8, 3.8666666666666667)"
16-12-2022 14:09:40.775469,"(14.0, 36.0, 25.25)","(7.0, 18.0, 14.971428571428572)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 13.8375)","(2.5, 3.35, 2.8022222222222224)","(2.8, 5.8, 3.8666666666666667)"
16-12-2022 14:09:41.886685,"(14.0, 36.0, 25.25)","(7.0, 18.0, 14.971428571428572)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 13.8375)","(2.5, 3.35, 2.8022222222222224)","(2.8, 5.8, 3.8666666666666667)"
16-12-2022 14:09:43.043091,"(14.0, 36.0, 25.25)","(7.0, 18.0, 14.971428571428572)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 13.8375)","(2.5, 3.35, 2.8022222222222224)","(2.8, 5.8, 3.8666666666666667)"
16-12-2022 14:09:44.046298,"(14.0, 36.0, 25.25)","(7.0, 18.0, 14.971428571428572)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 13.8375)","(2.5, 3.35, 2.8022222222222224)","(2.8, 5.8, 3.8666666666666667)"
16-12-2022 14:09:44.999008,"(14.0, 36.0, 25.25)","(7.0, 18.0, 14.971428571428572)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 13.8375)","(2.5, 3.35, 2.8022222222222224)","(2.8, 5.8, 3.8666666666666667)"
16-12-2022 14:09:45.986037,"(14.0, 36.0, 25.25)","(7.0, 18.0, 14.971428571428572)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 16.5, 13.8375)","(2.5, 3.35, 2.8022222222222224)","(2.8, 5.8, 3.8666666666666667)"
16-12-2022 14:09:46.948844,"(14.0, 36.0, 25.25)","(7.0, 18.0, 14.971428571428572)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 17.0, 14.15)","(2.5, 3.35, 2.5283333333333333)","(2.8, 5.8, 3.8666666666666667)"
16-12-2022 14:09:47.890452,"(14.0, 36.0, 25.25)","(7.0, 18.0, 14.971428571428572)","(14.0, 70.0, 62.9375)","(7.0, 15.5, 9.575)","(8.5, 17.0, 13.081818181818182)","(2.5, 3.35, 2.5283333333333333)","(2.8, 5.8, 3.8666666666666667)"
16-12-2022 14:09:48.877003,"(15.0, 36.0, 25.25)","(7.0, 18.0, 14.971428571428572)","(15.0, 70.0, 62.9375)","(7.5, 15.5, 9.575)","(9.0, 17.5, 13.081818181818182)","(2.45, 3.35, 2.5283333333333333)","(2.8, 5.8, 3.8666666666666667)"
16-12-2022 14:09:49.835904,"(15.0, 36.0, 25.25)","(7.0, 18.0, 14.971428571428572)","(15.0, 70.0, 62.9375)","(7.5, 15.5, 9.575)","(9.0, 17.5, 13.081818181818182)","(2.45, 3.35, 2.5283333333333333)","(2.8, 5.8, 3.8666666666666667)"
16-12-2022 14:09:50.850182,"(15.0, 36.0, 25.25)","(7.0, 18.0, 14.971428571428572)","(15.0, 70.0, 62.9375)","(7.5, 15.5, 9.575)","(9.0, 17.5, 13.7)","(2.45, 3.35, 2.5283333333333333)","(2.8, 5.8, 3.8666666666666667)"
16-12-2022 14:09:51.817149,"(15.0, 36.0, 25.25)","(7.0, 18.0, 14.971428571428572)","(15.0, 70.0, 62.9375)","(7.5, 15.5, 9.575)","(9.0, 18.0, 13.7)","(2.45, 3.35, 2.5283333333333333)","(2.8, 5.8, 3.2333333333333334)"
16-12-2022 14:09:52.854185,"(15.0, 38.0, 26.25)","(7.0, 18.5, 15.32857142857143)","(15.0, 70.0, 62.9375)","(7.5, 15.0, 10.066666666666666)","(9.0, 18.0, 13.7)","(2.45, 3.35, 2.5283333333333333)","(2.8, 5.9, 3.172727272727273)"
16-12-2022 14:09:53.764651,"(15.0, 38.0, 26.25)","(7.0, 18.5, 15.32857142857143)","(15.0, 70.0, 62.9375)","(7.5, 15.0, 10.066666666666666)","(9.0, 18.0, 13.7)","(2.45, 3.35, 2.5283333333333333)","(2.8, 5.9, 3.172727272727273)"
16-12-2022 14:09:54.716990,"(15.0, 38.0, 26.25)","(7.0, 18.5, 15.32857142857143)","(15.0, 70.0, 62.9375)","(7.5, 15.0, 10.066666666666666)","(9.0, 18.0, 13.7)","(2.45, 3.35, 2.5283333333333333)","(2.8, 5.9, 3.172727272727273)"
16-12-2022 14:09:55.940586,"(15.0, 38.0, 26.25)","(7.0, 18.5, 10.966666666666667)","(15.0, 70.0, 62.9375)","(7.5, 15.0, 10.066666666666666)","(9.0, 18.0, 10.5)","(2.45, 3.35, 2.5283333333333333)","(2.8, 5.9, 3.172727272727273)"
16-12-2022 14:09:56.965617,"(15.0, 38.0, 26.25)","(7.0, 18.5, 10.966666666666667)","(15.0, 70.0, 62.9375)","(7.5, 15.0, 10.066666666666666)","(9.0, 18.0, 13.6)","(2.45, 3.35, 2.8022222222222224)","(2.8, 5.9, 3.172727272727273)"
16-12-2022 14:09:57.998201,"(15.0, 38.0, 26.25)","(7.0, 18.5, 10.966666666666667)","(15.0, 70.0, 62.9375)","(7.5, 15.0, 10.066666666666666)","(9.0, 18.0, 13.6)","(2.4, 3.35, 2.8022222222222224)","(2.8, 5.9, 3.172727272727273)"
16-12-2022 14:09:59.102203,"(15.0, 38.0, 26.25)","(7.0, 18.5, 10.966666666666667)","(15.0, 70.0, 62.9375)","(7.5, 15.0, 10.066666666666666)","(9.0, 18.0, 14.7)","(2.4, 3.35, 2.8022222222222224)","(2.8, 5.9, 3.172727272727273)"
