,Ziplock,Rockin Romeo,Canya Clink,Lets All Chant,More Scope,Knighted Shadow,Sizzle And Shine
09-01-2023 17:03:17.174035,"(3.9, 5.3, 5.177777777777777)","(12.0, 26.0, 24.0)","(3.7, 4.6, 4.329166666666667)","(2.6, 3.7, 3.2125)","(5.5, 9.4, 8.5)","(12.0, 23.0, 21.375)","(26.0, 90.0, 49.66666666666667)"
09-01-2023 17:03:18.275682,"(3.9, 5.3, 5.177777777777777)","(12.0, 26.0, 24.0)","(3.7, 4.6, 4.329166666666667)","(2.6, 3.7, 3.2125)","(5.5, 9.4, 8.5)","(12.0, 23.0, 21.375)","(26.0, 85.0, 49.66666666666667)"
09-01-2023 17:03:19.331973,"(3.9, 5.3, 5.177777777777777)","(12.0, 26.0, 24.0)","(3.7, 4.6, 4.35)","(2.6, 3.7, 3.2125)","(5.5, 9.4, 8.333333333333334)","(12.0, 23.0, 21.576923076923077)","(26.0, 85.0, 56.0)"
09-01-2023 17:03:20.360369,"(3.9, 5.3, 5.177777777777777)","(12.0, 26.0, 24.0)","(3.7, 4.6, 4.35)","(2.6, 3.7, 3.2125)","(5.5, 9.4, 9.177777777777777)","(12.0, 22.0, 21.576923076923077)","(26.0, 80.0, 56.0)"
09-01-2023 17:03:21.358611,"(3.9, 5.3, 5.177777777777777)","(12.0, 26.0, 24.0)","(3.7, 4.6, 4.35)","(2.6, 3.7, 3.2125)","(5.5, 9.4, 9.177777777777777)","(12.0, 22.0, 21.576923076923077)","(26.0, 80.0, 56.0)"
09-01-2023 17:03:22.360764,"(3.9, 5.3, 5.177777777777777)","(12.0, 26.0, 24.18181818181818)","(3.7, 4.6, 4.35)","(2.6, 3.7, 3.2125)","(5.5, 8.2, 7.3428571428571425)","(12.0, 24.0, 23.423076923076923)","(26.0, 75.0, 53.5)"
09-01-2023 17:03:23.426931,"(3.9, 5.3, 5.177777777777777)","(12.0, 26.0, 24.18181818181818)","(3.7, 4.6, 4.35)","(2.6, 3.7, 3.64)","(5.5, 7.8, 7.581818181818182)","(12.0, 24.0, 22.5)","(26.0, 75.0, 44.666666666666664)"
09-01-2023 17:03:24.441720,"(3.9, 5.3, 5.177777777777777)","(12.0, 26.0, 24.18181818181818)","(3.7, 4.6, 4.35)","(2.6, 3.7, 3.2875)","(5.5, 7.8, 7.525)","(12.0, 23.0, 22.07142857142857)","(26.0, 70.0, 48.5)"
09-01-2023 17:03:25.521009,"(3.9, 5.3, 5.177777777777777)","(12.0, 26.0, 24.18181818181818)","(3.7, 4.6, 4.35)","(2.6, 3.7, 3.2875)","(5.5, 7.8, 7.525)","(12.0, 23.0, 22.07142857142857)","(26.0, 65.0, 61.77777777777778)"
09-01-2023 17:03:26.620127,"(3.9, 5.3, 5.177777777777777)","(12.0, 26.0, 24.18181818181818)","(3.7, 4.6, 4.35)","(2.6, 3.7, 3.2875)","(5.5, 7.8, 7.525)","(12.0, 23.0, 21.576923076923077)","(26.0, 65.0, 58.15384615384615)"
09-01-2023 17:03:27.634657,"(3.9, 5.3, 5.177777777777777)","(12.0, 26.0, 24.18181818181818)","(3.7, 4.6, 4.35)","(2.6, 3.7, 3.2875)","(5.5, 7.8, 7.644444444444445)","(12.0, 22.0, 21.576923076923077)","(26.0, 60.0, 58.15384615384615)"
09-01-2023 17:03:28.621825,"(3.9, 5.3, 5.177777777777777)","(12.0, 26.0, 24.18181818181818)","(3.7, 4.6, 4.35)","(2.6, 3.7, 3.2875)","(5.5, 8.0, 7.7)","(12.0, 22.0, 21.576923076923077)","(26.0, 60.0, 58.15384615384615)"
09-01-2023 17:03:29.635611,"(3.9, 5.3, 5.177777777777777)","(12.0, 26.0, 24.18181818181818)","(3.7, 4.6, 4.1863636363636365)","(2.6, 3.7, 3.5968750000000003)","(5.5, 7.8, 8.033333333333333)","(12.0, 22.0, 23.423076923076923)","(26.0, 60.0, 52.94117647058823)"
09-01-2023 17:03:30.791619,"(3.9, 5.3, 5.177777777777777)","(12.0, 26.0, 24.18181818181818)","(3.7, 4.6, 4.075)","(2.6, 3.7, 3.5968750000000003)","(5.5, 8.2, 8.033333333333333)","(12.0, 24.0, 23.423076923076923)","(26.0, 60.0, 53.53846153846153)"
09-01-2023 17:03:31.909260,"(3.9, 5.3, 5.177777777777777)","(12.0, 26.0, 24.4)","(3.7, 4.5, 4.108695652173913)","(2.6, 3.7, 3.5968750000000003)","(5.5, 8.2, 8.033333333333333)","(12.0, 24.0, 23.423076923076923)","(26.0, 55.0, 53.53846153846153)"
09-01-2023 17:03:32.933799,"(3.9, 5.3, 5.177777777777777)","(12.0, 26.0, 24.4)","(3.7, 4.5, 4.108695652173913)","(2.6, 3.7, 3.5968750000000003)","(5.5, 8.2, 8.033333333333333)","(12.0, 24.0, 22.5)","(26.0, 55.0, 53.53846153846153)"
09-01-2023 17:03:33.914474,"(3.9, 5.3, 5.177777777777777)","(12.0, 26.0, 24.4)","(3.7, 4.5, 4.108695652173913)","(2.6, 3.7, 3.5968750000000003)","(5.5, 8.2, 8.033333333333333)","(12.0, 24.0, 22.125)","(26.0, 55.0, 48.66666666666667)"
09-01-2023 17:03:35.027007,"(3.9, 5.3, 4.523529411764706)","(12.0, 26.0, 24.4)","(3.7, 4.5, 4.060975609756097)","(2.6, 3.7, 3.592857142857143)","(5.5, 8.2, 7.6923076923076925)","(12.0, 24.0, 22.125)","(26.0, 55.0, 48.92307692307692)"
09-01-2023 17:03:36.133087,"(3.9, 5.3, 4.5055555555555555)","(12.0, 26.0, 24.4)","(3.7, 4.5, 4.060975609756097)","(2.6, 3.7, 3.592857142857143)","(5.5, 8.8, 8.142857142857142)","(12.0, 24.0, 22.5)","(26.0, 50.0, 48.92307692307692)"
09-01-2023 17:03:37.244651,"(3.9, 5.3, 4.5055555555555555)","(12.0, 26.0, 24.4)","(3.7, 4.5, 4.060975609756097)","(2.6, 3.7, 3.5333333333333337)","(5.5, 8.6, 8.142857142857142)","(12.0, 24.0, 21.576923076923077)","(26.0, 50.0, 47.07692307692308)"
09-01-2023 17:03:38.328567,"(3.9, 5.3, 4.5055555555555555)","(12.0, 26.0, 24.4)","(3.7, 4.5, 4.060975609756097)","(2.6, 3.7, 3.6035714285714286)","(5.5, 8.6, 8.142857142857142)","(12.0, 22.0, 21.576923076923077)","(26.0, 48.0, 47.07692307692308)"
09-01-2023 17:03:39.421596,"(3.9, 5.3, 4.5055555555555555)","(12.0, 26.0, 24.4)","(3.7, 4.5, 4.060975609756097)","(2.6, 3.7, 3.6035714285714286)","(5.5, 8.6, 8.244444444444444)","(12.0, 22.0, 21.576923076923077)","(26.0, 48.0, 47.07692307692308)"
09-01-2023 17:03:40.457006,"(3.9, 5.3, 4.5055555555555555)","(12.0, 26.0, 24.4)","(3.7, 4.5, 4.060975609756097)","(2.6, 3.7, 3.6035714285714286)","(5.5, 8.6, 8.244444444444444)","(12.0, 22.0, 23.423076923076923)","(26.0, 48.0, 44.0)"
09-01-2023 17:03:41.574628,"(3.9, 5.3, 4.5055555555555555)","(12.0, 26.0, 24.666666666666668)","(3.7, 4.5, 4.060975609756097)","(2.6, 3.7, 3.6035714285714286)","(5.5, 8.6, 7.95)","(12.0, 24.0, 22.5)","(26.0, 48.0, 44.0)"
09-01-2023 17:03:42.563550,"(3.9, 5.3, 4.5055555555555555)","(12.0, 26.0, 24.666666666666668)","(3.7, 4.5, 4.060975609756097)","(2.6, 3.7, 3.6035714285714286)","(5.5, 8.4, 8.2)","(12.0, 24.0, 22.07142857142857)","(26.0, 48.0, 44.0)"
09-01-2023 17:03:43.587263,"(3.9, 5.3, 4.5055555555555555)","(12.0, 26.0, 24.666666666666668)","(3.7, 4.5, 4.060975609756097)","(2.6, 3.7, 3.6035714285714286)","(5.5, 8.6, 8.2)","(12.0, 23.0, 22.07142857142857)","(26.0, 48.0, 44.0)"
09-01-2023 17:03:44.538353,"(3.9, 5.3, 4.5055555555555555)","(12.0, 26.0, 24.666666666666668)","(3.7, 4.5, 4.060975609756097)","(2.6, 3.7, 3.6035714285714286)","(5.5, 8.6, 7.977777777777778)","(12.0, 23.0, 22.07142857142857)","(26.0, 48.0, 44.0)"
09-01-2023 17:03:45.557799,"(3.9, 5.3, 4.5055555555555555)","(12.0, 26.0, 24.666666666666668)","(3.7, 4.5, 4.060975609756097)","(2.6, 3.7, 3.6035714285714286)","(5.5, 8.6, 7.977777777777778)","(12.0, 23.0, 20.9)","(26.0, 48.0, 44.0)"
09-01-2023 17:03:46.559991,"(3.9, 5.3, 4.5055555555555555)","(12.0, 26.0, 24.666666666666668)","(3.7, 4.5, 4.060975609756097)","(2.6, 3.7, 3.6035714285714286)","(5.5, 8.6, 7.977777777777778)","(12.0, 22.0, 21.576923076923077)","(26.0, 48.0, 44.0)"
09-01-2023 17:03:47.611284,"(3.9, 5.3, 4.5055555555555555)","(12.0, 26.0, 24.666666666666668)","(3.7, 4.5, 4.059523809523809)","(2.6, 3.7, 3.6035714285714286)","(5.5, 8.6, 7.977777777777778)","(12.0, 22.0, 21.576923076923077)","(26.0, 48.0, 44.0)"
09-01-2023 17:03:48.622502,"(3.9, 5.3, 4.5055555555555555)","(12.0, 26.0, 24.666666666666668)","(3.7, 4.5, 4.059523809523809)","(2.6, 3.7, 3.6035714285714286)","(5.5, 8.6, 7.977777777777778)","(12.0, 22.0, 23.423076923076923)","(26.0, 48.0, 44.0)"
09-01-2023 17:03:49.595442,"(3.9, 5.3, 4.5055555555555555)","(12.0, 26.0, 24.666666666666668)","(3.7, 4.4, 4.1)","(2.6, 3.7, 3.6035714285714286)","(5.5, 8.6, 7.977777777777778)","(12.0, 24.0, 22.5)","(26.0, 48.0, 44.0)"
09-01-2023 17:03:50.553968,"(3.9, 5.3, 4.5055555555555555)","(12.0, 26.0, 24.666666666666668)","(3.7, 4.4, 4.1)","(2.6, 3.7, 3.6035714285714286)","(5.5, 8.6, 7.977777777777778)","(12.0, 24.0, 22.5)","(26.0, 48.0, 44.0)"
09-01-2023 17:03:51.511326,"(3.9, 5.3, 4.475)","(12.0, 26.0, 24.666666666666668)","(3.7, 4.4, 4.1)","(2.6, 3.7, 3.6035714285714286)","(5.5, 8.6, 7.977777777777778)","(12.0, 24.0, 21.0)","(26.0, 48.0, 44.0)"
09-01-2023 17:03:52.485475,"(3.9, 5.3, 4.475)","(12.0, 26.0, 24.666666666666668)","(3.7, 4.4, 4.1)","(2.6, 3.7, 3.6035714285714286)","(5.5, 8.6, 7.977777777777778)","(12.0, 24.0, 21.0)","(26.0, 48.0, 44.0)"
09-01-2023 17:03:53.466531,"(3.9, 5.3, 4.475)","(12.0, 26.0, 24.666666666666668)","(3.7, 4.4, 4.04)","(2.6, 3.7, 3.62)","(5.5, 8.6, 7.977777777777778)","(12.0, 24.0, 21.7)","(26.0, 48.0, 44.0)"
09-01-2023 17:03:54.450270,"(3.9, 5.3, 4.475)","(12.0, 26.0, 24.666666666666668)","(3.7, 4.4, 4.04)","(2.6, 3.7, 3.6192307692307693)","(5.5, 8.6, 7.977777777777778)","(12.0, 23.0, 22.07142857142857)","(26.0, 48.0, 44.0)"
09-01-2023 17:03:55.414379,"(3.9, 5.3, 4.475)","(12.0, 26.0, 24.666666666666668)","(3.7, 4.3, 4.033333333333333)","(2.6, 3.7, 3.625)","(5.5, 8.6, 7.9)","(12.0, 23.0, 22.07142857142857)","(26.0, 48.0, 44.0)"
09-01-2023 17:03:56.417034,"(3.9, 5.3, 4.475)","(12.0, 26.0, 24.666666666666668)","(3.7, 4.3, 4.03)","(2.6, 3.7, 3.625)","(5.5, 8.6, 7.9)","(12.0, 23.0, 21.375)","(26.0, 48.0, 44.0)"
09-01-2023 17:03:57.487529,"(3.9, 5.3, 4.475)","(12.0, 26.0, 24.666666666666668)","(3.7, 4.3, 4.03)","(2.6, 3.7, 3.625)","(5.5, 8.6, 7.9)","(12.0, 23.0, 21.375)","(26.0, 48.0, 44.0)"
09-01-2023 17:03:58.514897,"(3.9, 5.3, 4.475)","(12.0, 26.0, 24.666666666666668)","(3.7, 4.3, 4.01304347826087)","(2.6, 3.7, 3.625)","(5.5, 8.6, 7.533333333333333)","(12.0, 22.0, 21.576923076923077)","(26.0, 48.0, 44.0)"
09-01-2023 17:03:59.569330,"(3.9, 5.3, 4.475)","(12.0, 26.0, 24.666666666666668)","(3.7, 4.3, 4.01304347826087)","(2.6, 3.7, 3.625)","(5.5, 8.6, 7.533333333333333)","(12.0, 24.0, 22.5)","(26.0, 48.0, 42.857142857142854)"
09-01-2023 17:04:00.606274,"(3.9, 5.3, 4.475)","(12.0, 26.0, 24.666666666666668)","(3.7, 4.3, 4.01304347826087)","(2.6, 3.7, 3.625)","(5.5, 8.6, 7.533333333333333)","(12.0, 24.0, 22.5)","(26.0, 48.0, 41.333333333333336)"
09-01-2023 17:04:01.599459,"(3.9, 5.3, 4.475)","(12.0, 26.0, 24.666666666666668)","(3.7, 4.3, 4.01304347826087)","(2.6, 3.7, 3.625)","(5.5, 8.6, 7.533333333333333)","(12.0, 24.0, 21.7)","(26.0, 48.0, 41.333333333333336)"
09-01-2023 17:04:02.652607,"(3.9, 5.3, 4.475)","(12.0, 26.0, 24.666666666666668)","(3.7, 4.3, 4.01304347826087)","(2.6, 3.7, 3.625)","(5.5, 8.6, 7.533333333333333)","(12.0, 23.0, 22.07142857142857)","(26.0, 48.0, 41.333333333333336)"
09-01-2023 17:04:03.668855,"(3.9, 5.3, 4.475)","(12.0, 26.0, 24.666666666666668)","(3.7, 4.3, 4.01304347826087)","(2.6, 3.7, 3.625)","(5.5, 8.6, 7.533333333333333)","(12.0, 23.0, 21.375)","(26.0, 48.0, 41.333333333333336)"
09-01-2023 17:04:04.670051,"(3.9, 5.3, 4.475)","(12.0, 26.0, 24.666666666666668)","(3.7, 4.3, 4.01304347826087)","(2.6, 3.7, 3.625)","(5.5, 8.6, 7.533333333333333)","(12.0, 23.0, 21.576923076923077)","(26.0, 48.0, 41.333333333333336)"
09-01-2023 17:04:05.619190,"(3.9, 5.3, 4.475)","(12.0, 26.0, 24.666666666666668)","(3.7, 4.3, 4.01304347826087)","(2.6, 3.7, 3.625)","(5.5, 8.6, 7.533333333333333)","(12.0, 22.0, 21.576923076923077)","(26.0, 48.0, 41.333333333333336)"
09-01-2023 17:04:06.605691,"(3.9, 5.3, 4.475)","(12.0, 26.0, 24.666666666666668)","(3.7, 4.3, 4.01304347826087)","(2.6, 3.7, 3.625)","(5.5, 8.6, 7.533333333333333)","(12.0, 22.0, 21.576923076923077)","(26.0, 48.0, 41.333333333333336)"
09-01-2023 17:04:07.565972,"(3.9, 5.3, 4.475)","(12.0, 26.0, 24.666666666666668)","(3.7, 4.3, 4.01304347826087)","(2.6, 3.7, 3.625)","(5.5, 8.6, 7.533333333333333)","(12.0, 22.0, 21.5)","(26.0, 48.0, 42.857142857142854)"
09-01-2023 17:04:08.579093,"(3.9, 5.3, 4.475)","(12.0, 26.0, 24.666666666666668)","(3.7, 4.3, 4.01304347826087)","(2.6, 3.7, 3.625)","(5.5, 8.6, 7.533333333333333)","(12.0, 22.0, 22.269230769230766)","(26.0, 48.0, 42.857142857142854)"
09-01-2023 17:04:09.542774,"(3.9, 5.3, 4.475)","(12.0, 26.0, 24.666666666666668)","(3.7, 4.3, 4.01304347826087)","(2.6, 3.7, 3.625)","(5.5, 8.6, 7.533333333333333)","(12.0, 24.0, 21.375)","(26.0, 48.0, 42.857142857142854)"
09-01-2023 17:04:10.517014,"(3.9, 5.3, 4.475)","(12.0, 26.0, 24.666666666666668)","(3.7, 4.3, 4.01304347826087)","(2.6, 3.7, 3.625)","(5.5, 8.6, 7.533333333333333)","(12.0, 24.0, 21.375)","(26.0, 48.0, 42.857142857142854)"
09-01-2023 17:04:11.486403,"(3.9, 5.3, 4.475)","(12.0, 26.0, 24.666666666666668)","(3.7, 4.3, 4.01304347826087)","(2.6, 3.7, 3.625)","(5.5, 8.6, 7.533333333333333)","(12.0, 24.0, 21.363636363636363)","(26.0, 48.0, 42.857142857142854)"
09-01-2023 17:04:12.446981,"(3.9, 5.3, 4.475)","(12.0, 26.0, 24.666666666666668)","(3.7, 4.3, 4.01304347826087)","(2.6, 3.7, 3.625)","(5.5, 8.6, 7.533333333333333)","(12.0, 23.0, 20.75)","(26.0, 48.0, 42.857142857142854)"
09-01-2023 17:04:13.419782,"(3.9, 5.3, 4.475)","(12.0, 26.0, 24.666666666666668)","(3.7, 4.3, 4.01304347826087)","(2.6, 3.7, 3.625)","(5.5, 8.6, 7.533333333333333)","(12.0, 24.0, 21.333333333333332)","(26.0, 48.0, 42.857142857142854)"
09-01-2023 17:04:14.400151,"(3.9, 5.3, 4.475)","(12.0, 26.0, 24.666666666666668)","(3.7, 4.3, 4.01304347826087)","(2.6, 3.7, 3.625)","(5.5, 8.6, 7.533333333333333)","(12.0, 23.0, 20.071428571428573)","(26.0, 48.0, 42.857142857142854)"
09-01-2023 17:04:15.412084,"(3.9, 5.3, 4.475)","(12.0, 26.0, 24.666666666666668)","(3.7, 4.3, 4.01304347826087)","(2.6, 3.7, 3.625)","(5.5, 8.6, 7.533333333333333)","(12.0, 24.0, 20.6)","(26.0, 48.0, 42.857142857142854)"
09-01-2023 17:04:16.404126,"(3.9, 5.3, 4.475)","(12.0, 26.0, 24.666666666666668)","(3.7, 4.3, 4.01304347826087)","(2.6, 3.7, 3.625)","(5.5, 8.6, 7.44)","(12.0, 23.0, 21.285714285714285)","(26.0, 48.0, 42.857142857142854)"
09-01-2023 17:04:17.396559,"(3.9, 5.3, 4.475)","(12.0, 26.0, 24.666666666666668)","(3.7, 4.3, 4.01304347826087)","(2.6, 3.7, 3.625)","(5.5, 8.4, 7.95)","(12.0, 23.0, 21.285714285714285)","(26.0, 48.0, 42.857142857142854)"
09-01-2023 17:04:18.380808,"(3.9, 5.3, 4.475)","(12.0, 26.0, 24.666666666666668)","(3.7, 4.3, 4.01304347826087)","(2.6, 3.7, 3.625)","(5.5, 8.4, 7.95)","(12.0, 23.0, 21.285714285714285)","(26.0, 48.0, 42.857142857142854)"
09-01-2023 17:04:19.387970,"(3.9, 5.3, 4.475)","(12.0, 26.0, 24.666666666666668)","(3.7, 4.3, 4.01304347826087)","(2.6, 3.7, 3.625)","(5.5, 8.4, 7.95)","(12.0, 23.0, 21.285714285714285)","(26.0, 48.0, 42.857142857142854)"
09-01-2023 17:04:20.463810,"(3.9, 5.3, 4.475)","(12.0, 26.0, 24.666666666666668)","(3.7, 4.3, 4.01304347826087)","(2.6, 3.7, 3.625)","(5.5, 8.4, 7.95)","(12.0, 23.0, 21.285714285714285)","(26.0, 48.0, 42.857142857142854)"
09-01-2023 17:04:21.477969,"(3.9, 5.3, 4.475)","(12.0, 26.0, 24.666666666666668)","(3.7, 4.3, 4.01304347826087)","(2.6, 3.7, 3.625)","(5.5, 8.4, 7.95)","(12.0, 23.0, 21.285714285714285)","(26.0, 48.0, 42.857142857142854)"
09-01-2023 17:04:22.548126,"(3.9, 5.3, 4.475)","(12.0, 26.0, 24.666666666666668)","(3.7, 4.3, 4.01304347826087)","(2.6, 3.7, 3.625)","(5.5, 8.4, 7.95)","(12.0, 23.0, 21.285714285714285)","(26.0, 48.0, 42.857142857142854)"
09-01-2023 17:04:23.561800,"(3.9, 5.3, 4.475)","(12.0, 26.0, 24.666666666666668)","(3.7, 4.3, 4.01304347826087)","(2.6, 3.7, 3.625)","(5.5, 8.4, 7.875)","(12.0, 23.0, 21.285714285714285)","(26.0, 48.0, 42.857142857142854)"
09-01-2023 17:04:24.543507,"(3.9, 5.3, 4.475)","(12.0, 26.0, 24.666666666666668)","(3.7, 4.3, 4.01304347826087)","(2.6, 3.7, 3.625)","(5.5, 8.4, 7.875)","(12.0, 23.0, 21.666666666666668)","(26.0, 48.0, 42.857142857142854)"
09-01-2023 17:04:25.564563,"(3.9, 5.3, 4.475)","(12.0, 26.0, 24.666666666666668)","(3.7, 4.3, 4.01304347826087)","(2.6, 3.7, 3.625)","(5.5, 8.4, 7.875)","(12.0, 23.0, 21.666666666666668)","(26.0, 48.0, 42.857142857142854)"
09-01-2023 17:04:26.530941,"(3.9, 5.3, 4.475)","(12.0, 26.0, 24.666666666666668)","(3.7, 4.3, 4.01304347826087)","(2.6, 3.7, 3.625)","(5.5, 8.4, 7.875)","(12.0, 23.0, 21.666666666666668)","(26.0, 48.0, 42.857142857142854)"
09-01-2023 17:04:27.437419,"(3.9, 5.3, 4.475)","(12.0, 26.0, 24.666666666666668)","(3.7, 4.3, 4.01304347826087)","(2.6, 3.7, 3.625)","(5.5, 8.4, 7.875)","(12.0, 23.0, 21.666666666666668)","(26.0, 48.0, 42.857142857142854)"
09-01-2023 17:04:28.362561,"(3.9, 5.3, 4.475)","(12.0, 26.0, 24.666666666666668)","(3.7, 4.3, 4.01304347826087)","(2.6, 3.7, 3.625)","(5.5, 8.4, 7.875)","(12.0, 23.0, 21.666666666666668)","(26.0, 48.0, 44.21052631578947)"
09-01-2023 17:04:29.317492,"(3.9, 5.3, 4.475)","(12.0, 26.0, 24.666666666666668)","(3.7, 4.2, 4.0285714285714285)","(2.6, 3.7, 3.625)","(5.5, 8.4, 7.875)","(12.0, 23.0, 21.666666666666668)","(26.0, 48.0, 44.21052631578947)"
09-01-2023 17:04:30.261112,"(3.9, 5.3, 4.475)","(12.0, 26.0, 24.666666666666668)","(3.7, 4.2, 4.0181818181818185)","(2.6, 3.7, 3.625)","(5.5, 8.4, 7.875)","(12.0, 23.0, 21.666666666666668)","(26.0, 48.0, 44.21052631578947)"
09-01-2023 17:04:31.215274,"(3.9, 5.3, 4.475)","(12.0, 26.0, 24.666666666666668)","(3.7, 4.2, 4.0181818181818185)","(2.6, 3.7, 3.625)","(5.5, 8.4, 7.2)","(12.0, 23.0, 21.666666666666668)","(26.0, 48.0, 44.21052631578947)"
09-01-2023 17:04:32.182830,"(3.9, 5.1, 4.949999999999999)","(12.0, 26.0, 24.666666666666668)","(3.7, 4.2, 4.0181818181818185)","(2.6, 3.7, 3.625)","(5.5, 8.4, 7.5)","(12.0, 23.0, 21.666666666666668)","(26.0, 48.0, 44.21052631578947)"
09-01-2023 17:04:33.164375,"(3.9, 5.1, 4.699999999999999)","(12.0, 26.0, 24.666666666666668)","(3.7, 4.2, 4.0181818181818185)","(2.6, 3.7, 3.5714285714285716)","(5.5, 8.4, 7.5)","(12.0, 23.0, 22.2)","(26.0, 48.0, 44.21052631578947)"
09-01-2023 17:04:34.155431,"(3.9, 5.1, 4.699999999999999)","(12.0, 26.0, 24.666666666666668)","(3.7, 4.2, 4.0181818181818185)","(2.6, 3.7, 3.5714285714285716)","(5.5, 8.4, 7.5)","(12.0, 23.0, 22.2)","(26.0, 48.0, 44.21052631578947)"
09-01-2023 17:04:35.140678,"(3.9, 5.1, 4.433333333333334)","(12.0, 26.0, 24.666666666666668)","(3.7, 4.2, 4.0181818181818185)","(2.6, 3.7, 3.5714285714285716)","(5.5, 8.4, 7.5)","(12.0, 23.0, 22.2)","(26.0, 48.0, 44.21052631578947)"
09-01-2023 17:04:36.092462,"(3.9, 5.1, 4.433333333333334)","(12.0, 26.0, 24.666666666666668)","(3.7, 4.2, 4.0181818181818185)","(2.6, 3.7, 3.5714285714285716)","(5.5, 8.6, 7.2823529411764705)","(12.0, 23.0, 22.2)","(26.0, 48.0, 44.21052631578947)"
09-01-2023 17:04:37.104469,"(3.9, 5.1, 4.433333333333334)","(12.0, 26.0, 24.666666666666668)","(3.7, 4.2, 4.0181818181818185)","(2.6, 3.7, 3.5714285714285716)","(5.5, 8.6, 7.2823529411764705)","(12.0, 23.0, 22.2)","(26.0, 48.0, 44.21052631578947)"
09-01-2023 17:04:38.098674,"(3.9, 5.1, 4.433333333333334)","(12.0, 26.0, 24.666666666666668)","(3.7, 4.2, 4.0181818181818185)","(2.6, 3.7, 3.5714285714285716)","(5.5, 8.6, 7.715789473684211)","(12.0, 23.0, 22.2)","(26.0, 48.0, 44.21052631578947)"
09-01-2023 17:04:39.081233,"(3.9, 5.1, 4.433333333333334)","(12.0, 26.0, 24.666666666666668)","(3.7, 4.2, 4.0181818181818185)","(2.6, 3.7, 3.5714285714285716)","(5.5, 8.6, 7.666666666666666)","(12.0, 23.0, 22.2)","(26.0, 48.0, 44.21052631578947)"
09-01-2023 17:04:40.073437,"(3.9, 5.1, 4.433333333333334)","(12.0, 26.0, 24.666666666666668)","(3.7, 4.2, 4.0181818181818185)","(2.6, 3.7, 3.5714285714285716)","(5.5, 8.6, 7.666666666666666)","(12.0, 23.0, 22.2)","(26.0, 48.0, 44.21052631578947)"
09-01-2023 17:04:41.042384,"(3.9, 5.1, 4.433333333333334)","(12.0, 26.0, 24.666666666666668)","(3.7, 4.2, 4.0181818181818185)","(2.6, 3.7, 3.5714285714285716)","(5.5, 8.6, 7.666666666666666)","(12.0, 23.0, 22.2)","(26.0, 48.0, 44.21052631578947)"
09-01-2023 17:04:42.003557,"(3.9, 5.1, 4.433333333333334)","(12.0, 26.0, 24.666666666666668)","(3.7, 4.2, 4.0181818181818185)","(2.6, 3.7, 3.5714285714285716)","(5.5, 8.6, 7.666666666666666)","(12.0, 23.0, 23.666666666666668)","(26.0, 48.0, 44.21052631578947)"
09-01-2023 17:04:42.977083,"(3.9, 5.1, 4.433333333333334)","(12.0, 26.0, 24.666666666666668)","(3.8, 4.2, 4.0181818181818185)","(2.6, 3.7, 3.5714285714285716)","(5.5, 8.6, 7.655555555555555)","(13.0, 26.0, 22.76923076923077)","(26.0, 48.0, 44.21052631578947)"
09-01-2023 17:04:43.948305,"(3.9, 5.1, 4.38)","(12.0, 26.0, 24.4)","(3.8, 4.2, 4.013333333333334)","(2.6, 3.7, 3.5714285714285716)","(5.5, 8.6, 7.655555555555555)","(13.0, 26.0, 22.76923076923077)","(26.0, 48.0, 44.21052631578947)"
09-01-2023 17:04:44.922214,"(3.9, 5.1, 4.38)","(12.0, 26.0, 24.4)","(3.8, 4.2, 4.013333333333334)","(2.6, 3.7, 3.5714285714285716)","(5.5, 8.6, 7.655555555555555)","(13.0, 26.0, 22.76923076923077)","(26.0, 48.0, 44.21052631578947)"
09-01-2023 17:04:45.930324,"(3.9, 4.8, 4.55)","(12.0, 26.0, 24.4)","(3.8, 4.2, 4.0181818181818185)","(2.6, 3.7, 3.6)","(5.5, 8.4, 7.92)","(13.0, 26.0, 22.818181818181817)","(26.0, 48.0, 44.21052631578947)"
09-01-2023 17:04:46.922178,"(3.9, 4.8, 4.3625)","(12.0, 26.0, 25.0)","(3.8, 4.2, 4.0181818181818185)","(2.6, 3.7, 3.6)","(5.5, 8.4, 7.6000000000000005)","(13.0, 25.0, 22.818181818181817)","(26.0, 48.0, 44.21052631578947)"
09-01-2023 17:04:47.939071,"(3.9, 4.8, 4.371428571428571)","(12.0, 26.0, 25.0)","(3.8, 4.2, 4.0181818181818185)","(2.6, 3.7, 3.6)","(5.5, 8.4, 7.6000000000000005)","(13.0, 25.0, 22.818181818181817)","(26.0, 48.0, 44.21052631578947)"
09-01-2023 17:04:49.037131,"(3.9, 4.8, 4.371428571428571)","(12.0, 26.0, 25.0)","(3.8, 4.2, 4.0181818181818185)","(2.6, 3.7, 3.5714285714285716)","(5.5, 8.4, 7.6000000000000005)","(13.0, 25.0, 22.818181818181817)","(26.0, 48.0, 44.21052631578947)"
09-01-2023 17:04:50.113319,"(3.9, 4.8, 4.371428571428571)","(12.0, 26.0, 25.0)","(3.8, 4.2, 4.0181818181818185)","(2.6, 3.7, 3.5714285714285716)","(5.5, 8.4, 7.6000000000000005)","(13.0, 25.0, 22.818181818181817)","(26.0, 48.0, 44.21052631578947)"
