,Bonza Guy,Batman Bart,Miss Fernandez,Wonderwoman Jujon,Rock Hammer,Press Statement,Whostolemypigeon,Our Buscemi Nz,My Ultimate Clippa,Some Girls Dont Nz
06-01-2023 15:07:23.022043,"(3.2, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 12.35)","(31.0, 75.0, 41.55555555555556)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(18.0, 24.0, 23.333333333333332)","(5.0, 99999, 99990)"
06-01-2023 15:07:24.349418,"(3.2, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 12.35)","(31.0, 75.0, 41.55555555555556)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(18.0, 24.0, 23.333333333333332)","(5.0, 99999, 99990)"
06-01-2023 15:07:25.652648,"(3.2, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 12.35)","(31.0, 75.0, 46.333333333333336)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(18.0, 24.0, 23.333333333333332)","(5.0, 99999, 99990)"
06-01-2023 15:07:26.984380,"(3.2, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 12.35)","(31.0, 75.0, 46.333333333333336)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(18.0, 24.0, 23.333333333333332)","(5.0, 99999, 99990)"
06-01-2023 15:07:28.382181,"(3.2, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 12.35)","(31.0, 75.0, 46.333333333333336)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(18.0, 24.0, 23.333333333333332)","(5.0, 99999, 99990)"
06-01-2023 15:07:29.797926,"(3.2, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 12.35)","(31.0, 75.0, 46.333333333333336)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(18.0, 24.0, 23.333333333333332)","(5.0, 99999, 99990)"
06-01-2023 15:07:31.193521,"(3.2, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 12.35)","(31.0, 75.0, 46.333333333333336)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(18.0, 24.0, 23.333333333333332)","(5.0, 99999, 99990)"
06-01-2023 15:07:32.486641,"(3.2, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 12.35)","(31.0, 75.0, 46.333333333333336)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(18.0, 24.0, 23.333333333333332)","(5.0, 99999, 99990)"
06-01-2023 15:07:33.716996,"(3.2, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 12.35)","(31.0, 75.0, 46.333333333333336)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(17.0, 24.0, 23.333333333333332)","(5.0, 99999, 99990)"
06-01-2023 15:07:34.899531,"(3.2, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 12.35)","(31.0, 75.0, 46.333333333333336)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(17.0, 24.0, 23.333333333333332)","(5.0, 99999, 99990)"
06-01-2023 15:07:36.039527,"(3.2, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 12.35)","(31.0, 75.0, 46.333333333333336)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(17.0, 24.0, 23.333333333333332)","(5.0, 99999, 99990)"
06-01-2023 15:07:37.220464,"(3.2, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 12.35)","(31.0, 75.0, 46.333333333333336)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(17.0, 24.0, 23.333333333333332)","(5.0, 99999, 99990)"
06-01-2023 15:07:38.377723,"(3.2, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 12.35)","(31.0, 75.0, 46.333333333333336)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(17.0, 24.0, 23.333333333333332)","(5.0, 99999, 99990)"
06-01-2023 15:07:39.541887,"(3.2, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 12.35)","(31.0, 75.0, 46.333333333333336)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(17.0, 24.0, 23.333333333333332)","(5.0, 99999, 99990)"
06-01-2023 15:07:40.700541,"(3.2, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 12.35)","(31.0, 75.0, 46.333333333333336)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(17.0, 24.0, 23.333333333333332)","(5.0, 99999, 99990)"
06-01-2023 15:07:41.831089,"(3.2, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 12.35)","(31.0, 75.0, 46.333333333333336)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(17.0, 24.0, 23.333333333333332)","(5.0, 99999, 99990)"
06-01-2023 15:07:43.021404,"(3.2, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 12.35)","(31.0, 75.0, 46.333333333333336)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(17.0, 24.0, 23.333333333333332)","(5.0, 99999, 99990)"
06-01-2023 15:07:44.181381,"(3.2, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 12.35)","(31.0, 75.0, 68.16666666666666)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(17.0, 24.0, 23.333333333333332)","(5.0, 99999, 99990)"
06-01-2023 15:07:45.343640,"(3.2, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 12.35)","(31.0, 75.0, 43.8)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(17.0, 24.0, 23.333333333333332)","(5.0, 99999, 99990)"
06-01-2023 15:07:46.594360,"(3.2, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 12.35)","(31.0, 75.0, 43.8)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(17.0, 24.0, 23.333333333333332)","(5.0, 99999, 99990)"
06-01-2023 15:07:47.748120,"(3.2, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 12.35)","(31.0, 75.0, 43.8)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(17.0, 24.0, 23.333333333333332)","(5.0, 99999, 99990)"
06-01-2023 15:07:48.926264,"(3.2, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 12.35)","(31.0, 75.0, 43.8)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(17.0, 24.0, 23.333333333333332)","(5.0, 99999, 99990)"
06-01-2023 15:07:50.127119,"(3.2, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 12.35)","(31.0, 75.0, 43.8)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(17.0, 24.0, 23.333333333333332)","(5.0, 99999, 99990)"
06-01-2023 15:07:51.308796,"(3.2, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 12.35)","(31.0, 75.0, 49.0)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(17.0, 24.0, 23.333333333333332)","(5.0, 99999, 99990)"
06-01-2023 15:07:52.506619,"(3.2, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 12.35)","(31.0, 75.0, 49.0)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(17.0, 24.0, 23.333333333333332)","(5.0, 99999, 99990)"
06-01-2023 15:07:53.720190,"(3.2, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 12.35)","(31.0, 75.0, 49.0)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(17.0, 24.0, 23.333333333333332)","(5.0, 99999, 99990)"
06-01-2023 15:07:54.942872,"(3.2, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 12.35)","(31.0, 75.0, 49.0)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(17.0, 24.0, 23.333333333333332)","(5.0, 99999, 99990)"
06-01-2023 15:07:56.241748,"(3.2, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 12.35)","(31.0, 75.0, 49.0)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(17.0, 24.0, 23.333333333333332)","(5.0, 99999, 99990)"
06-01-2023 15:07:57.507976,"(3.2, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 12.35)","(31.0, 75.0, 49.0)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(17.0, 24.0, 23.333333333333332)","(5.0, 99999, 99990)"
06-01-2023 15:07:58.829061,"(3.2, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 12.35)","(31.0, 75.0, 49.0)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(17.0, 24.0, 23.333333333333332)","(5.0, 99999, 99990)"
06-01-2023 15:08:00.157642,"(3.2, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 12.35)","(31.0, 75.0, 49.0)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(17.0, 24.0, 23.333333333333332)","(5.0, 99999, 99990)"
06-01-2023 15:08:01.431733,"(3.2, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 12.35)","(31.0, 75.0, 65.25)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(17.0, 24.0, 23.333333333333332)","(5.0, 99999, 99990)"
06-01-2023 15:08:02.633012,"(3.2, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 12.35)","(31.0, 75.0, 65.25)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(17.0, 24.0, 23.333333333333332)","(5.0, 99999, 99990)"
06-01-2023 15:08:03.894025,"(3.2, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 12.35)","(31.0, 75.0, 66.33333333333333)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(17.0, 24.0, 23.333333333333332)","(5.0, 99999, 99990)"
06-01-2023 15:08:05.059006,"(3.2, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 12.35)","(31.0, 75.0, 66.33333333333333)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(17.0, 24.0, 23.333333333333332)","(5.0, 99999, 99990)"
06-01-2023 15:08:06.245435,"(3.2, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 12.35)","(31.0, 75.0, 66.33333333333333)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(17.0, 24.0, 23.333333333333332)","(5.0, 99999, 99990)"
06-01-2023 15:08:07.499072,"(3.2, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 12.35)","(31.0, 75.0, 66.33333333333333)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(17.0, 24.0, 23.333333333333332)","(5.0, 99999, 99990)"
06-01-2023 15:08:08.686209,"(3.2, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 12.35)","(31.0, 75.0, 66.33333333333333)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(17.0, 24.0, 23.0188679245283)","(5.0, 99999, 99990)"
06-01-2023 15:08:09.879049,"(3.2, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 12.35)","(31.0, 75.0, 66.33333333333333)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(17.0, 24.0, 23.0188679245283)","(5.0, 99999, 99990)"
06-01-2023 15:08:11.086081,"(3.2, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 12.35)","(31.0, 75.0, 66.33333333333333)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(17.0, 24.0, 23.0188679245283)","(5.0, 99999, 99990)"
06-01-2023 15:08:12.371936,"(3.2, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 12.35)","(31.0, 75.0, 66.33333333333333)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(17.0, 24.0, 23.0188679245283)","(5.0, 99999, 99990)"
06-01-2023 15:08:13.696528,"(3.2, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 12.35)","(31.0, 75.0, 66.33333333333333)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(17.0, 24.0, 23.0188679245283)","(5.0, 99999, 99990)"
06-01-2023 15:08:15.027709,"(3.2, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 8.0)","(9.0, 15.5, 12.35)","(31.0, 75.0, 66.33333333333333)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(17.0, 24.0, 23.0188679245283)","(5.0, 99999, 99990)"
06-01-2023 15:08:16.301526,"(3.2, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 8.0)","(9.0, 15.5, 12.35)","(31.0, 75.0, 66.33333333333333)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(17.0, 24.0, 23.0188679245283)","(5.0, 99999, 99990)"
06-01-2023 15:08:17.573197,"(3.3, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 12.35)","(31.0, 75.0, 66.33333333333333)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(17.0, 24.0, 23.0188679245283)","(5.0, 99999, 99990)"
06-01-2023 15:08:18.772616,"(3.3, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 12.35)","(31.0, 75.0, 66.33333333333333)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(17.0, 24.0, 23.0188679245283)","(5.0, 99999, 99990)"
06-01-2023 15:08:20.007065,"(3.3, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 8.15)","(9.0, 15.5, 12.35)","(31.0, 75.0, 66.33333333333333)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(17.0, 24.0, 23.0188679245283)","(5.0, 99999, 99990)"
06-01-2023 15:08:21.172154,"(3.3, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 8.15)","(9.0, 15.5, 12.35)","(31.0, 75.0, 66.33333333333333)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(17.0, 24.0, 23.0188679245283)","(5.0, 99999, 99990)"
06-01-2023 15:08:22.309037,"(3.3, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 8.066666666666666)","(9.0, 15.5, 12.35)","(31.0, 75.0, 66.33333333333333)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(17.0, 24.0, 23.0188679245283)","(5.0, 99999, 99990)"
06-01-2023 15:08:23.447467,"(3.3, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 8.066666666666666)","(9.0, 15.5, 12.35)","(31.0, 75.0, 66.33333333333333)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(17.0, 24.0, 23.0188679245283)","(5.0, 99999, 99990)"
06-01-2023 15:08:24.619595,"(3.3, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 8.066666666666666)","(9.0, 15.5, 12.35)","(31.0, 75.0, 66.33333333333333)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(17.0, 24.0, 23.0188679245283)","(5.0, 99999, 99990)"
06-01-2023 15:08:25.731644,"(3.3, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 8.066666666666666)","(9.0, 15.5, 12.35)","(31.0, 75.0, 66.33333333333333)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(17.0, 24.0, 23.0188679245283)","(5.0, 99999, 99990)"
06-01-2023 15:08:26.890377,"(3.3, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 8.066666666666666)","(9.0, 15.5, 12.35)","(31.0, 75.0, 66.33333333333333)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(17.0, 24.0, 23.0188679245283)","(5.0, 99999, 99990)"
06-01-2023 15:08:28.078169,"(3.3, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 8.066666666666666)","(9.0, 15.5, 12.35)","(31.0, 75.0, 66.33333333333333)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(17.0, 24.0, 23.0188679245283)","(5.0, 99999, 99990)"
06-01-2023 15:08:29.322007,"(3.3, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 8.066666666666666)","(9.0, 15.5, 12.35)","(31.0, 75.0, 66.33333333333333)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(17.0, 24.0, 23.0188679245283)","(5.0, 99999, 99990)"
06-01-2023 15:08:30.513831,"(3.3, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 8.066666666666666)","(9.0, 15.5, 12.35)","(31.0, 75.0, 50.333333333333336)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(17.0, 24.0, 23.0188679245283)","(5.0, 99999, 99990)"
06-01-2023 15:08:31.735999,"(3.3, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 8.066666666666666)","(9.0, 15.5, 12.35)","(31.0, 75.0, 60.2)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(17.0, 24.0, 23.0188679245283)","(5.0, 99999, 99990)"
06-01-2023 15:08:32.987233,"(3.3, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 8.066666666666666)","(9.0, 15.5, 12.35)","(31.0, 75.0, 50.333333333333336)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(17.0, 24.0, 23.0188679245283)","(5.0, 99999, 99990)"
06-01-2023 15:08:34.277545,"(3.3, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 8.066666666666666)","(9.0, 15.5, 12.35)","(31.0, 75.0, 50.333333333333336)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(17.0, 24.0, 23.0188679245283)","(5.0, 99999, 99990)"
06-01-2023 15:08:35.586822,"(3.3, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 8.066666666666666)","(9.0, 15.5, 12.35)","(31.0, 75.0, 50.333333333333336)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(17.0, 24.0, 23.0188679245283)","(5.0, 99999, 99990)"
06-01-2023 15:08:36.850024,"(3.3, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 8.066666666666666)","(9.0, 15.5, 12.35)","(31.0, 75.0, 50.333333333333336)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(17.0, 24.0, 23.0188679245283)","(5.0, 99999, 99990)"
06-01-2023 15:08:38.115751,"(3.3, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 8.066666666666666)","(9.0, 15.5, 12.35)","(31.0, 75.0, 50.333333333333336)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(17.0, 24.0, 23.0188679245283)","(5.0, 99999, 99990)"
06-01-2023 15:08:39.352945,"(3.3, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 8.066666666666666)","(9.0, 15.5, 12.35)","(31.0, 75.0, 50.333333333333336)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(17.0, 24.0, 23.0188679245283)","(5.0, 99999, 99990)"
06-01-2023 15:08:40.595406,"(3.3, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 8.066666666666666)","(9.0, 15.5, 12.35)","(31.0, 75.0, 50.333333333333336)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(17.0, 24.0, 23.0188679245283)","(5.0, 99999, 99990)"
06-01-2023 15:08:41.862854,"(3.3, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 8.066666666666666)","(9.0, 15.5, 12.35)","(31.0, 75.0, 50.333333333333336)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(17.0, 24.0, 23.0188679245283)","(5.0, 99999, 99990)"
06-01-2023 15:08:43.137066,"(3.3, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 8.066666666666666)","(9.0, 15.5, 12.35)","(31.0, 75.0, 50.333333333333336)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(17.0, 24.0, 23.0188679245283)","(5.0, 99999, 99990)"
06-01-2023 15:08:44.364610,"(3.3, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 8.066666666666666)","(9.0, 15.5, 12.35)","(31.0, 75.0, 50.333333333333336)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(17.0, 24.0, 23.0188679245283)","(5.0, 99999, 99990)"
06-01-2023 15:08:45.617805,"(3.3, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 8.066666666666666)","(9.0, 15.5, 12.35)","(31.0, 75.0, 50.333333333333336)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(17.0, 24.0, 23.0188679245283)","(5.0, 99999, 99990)"
06-01-2023 15:08:46.927325,"(3.3, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 8.066666666666666)","(9.0, 15.5, 12.35)","(31.0, 75.0, 50.333333333333336)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(17.0, 24.0, 23.0188679245283)","(5.0, 99999, 99990)"
06-01-2023 15:08:48.320839,"(3.3, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 8.066666666666666)","(9.0, 15.5, 12.35)","(31.0, 75.0, 50.333333333333336)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(17.0, 24.0, 23.0188679245283)","(5.0, 99999, 99990)"
06-01-2023 15:08:49.715059,"(3.3, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 8.066666666666666)","(9.0, 15.5, 12.35)","(31.0, 75.0, 50.333333333333336)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(17.0, 24.0, 23.0188679245283)","(5.0, 99999, 99990)"
06-01-2023 15:08:51.147583,"(3.3, 3.8, 3.56)","(5.0, 7.8, 7.085714285714285)","(12.0, 21.0, 16.0)","(6.0, 9.0, 8.066666666666666)","(9.0, 15.5, 12.35)","(31.0, 75.0, 50.333333333333336)","(14.0, 24.0, 22.53846153846154)","(12.0, 99999, 99990)","(17.0, 24.0, 23.0188679245283)","(5.0, 99999, 99990)"
