,The Art Of Flying,Elite Icon,Kalashani Lad,Kaliuwaa Falls,Joltin Joe,In Due Time,Rockcliff,Jezoulenko
11-01-2023 18:23:07.250857,"(4.4, 5.7, 5.604255319148936)","(3.5, 4.0, 3.9444084278768234)","(7.0, 8.2, 8.027848101265823)","(10.0, 12.5, 12.034013605442176)","(12.0, 15.5, 14.75263157894737)","(5.5, 5.9, 5.874603174603175)","(51.0, 95.0, 93.18181818181819)","(7.0, 8.6, 8.49064039408867)"
11-01-2023 18:23:08.579445,"(4.4, 5.7, 5.62722371967655)","(3.5, 4.0, 3.9444084278768234)","(7.0, 8.2, 8.027848101265823)","(10.0, 12.5, 12.027586206896551)","(12.0, 15.5, 14.810679611650485)","(5.5, 5.9, 5.864827586206896)","(51.0, 95.0, 93.18181818181819)","(7.0, 8.6, 8.49064039408867)"
11-01-2023 18:23:09.821066,"(4.4, 5.7, 5.621649484536083)","(3.5, 4.0, 3.9444084278768234)","(7.0, 8.2, 8.027848101265823)","(10.0, 12.5, 12.027586206896551)","(12.0, 15.5, 14.823232323232324)","(5.5, 5.9, 5.864827586206896)","(51.0, 95.0, 93.57142857142857)","(7.0, 8.6, 8.49064039408867)"
11-01-2023 18:23:11.043609,"(4.4, 5.7, 5.605590062111801)","(3.5, 4.0, 3.940776699029126)","(7.0, 8.2, 8.027848101265823)","(10.0, 12.5, 12.027586206896551)","(12.0, 15.5, 14.823232323232324)","(5.5, 5.9, 5.8770491803278695)","(51.0, 95.0, 93.57142857142857)","(7.0, 8.6, 8.49064039408867)"
11-01-2023 18:23:12.272034,"(4.4, 5.7, 5.6214470284237725)","(3.5, 3.95, 3.940776699029126)","(7.0, 8.2, 8.027848101265823)","(10.0, 12.5, 12.027586206896551)","(12.0, 15.5, 14.823232323232324)","(5.5, 5.9, 5.873913043478261)","(51.0, 95.0, 93.18181818181819)","(7.0, 8.6, 8.49064039408867)"
11-01-2023 18:23:13.405306,"(4.4, 5.7, 5.62041884816754)","(3.5, 3.95, 3.940776699029126)","(7.0, 8.2, 8.1)","(10.0, 12.5, 12.027586206896551)","(11.0, 15.5, 14.823232323232324)","(5.5, 6.0, 5.873913043478261)","(51.0, 95.0, 93.57142857142857)","(7.0, 8.6, 8.49064039408867)"
11-01-2023 18:23:14.487403,"(4.4, 5.7, 5.62041884816754)","(3.5, 3.95, 3.940776699029126)","(7.0, 8.2, 8.1)","(10.0, 12.5, 12.027586206896551)","(11.0, 15.5, 14.780701754385966)","(5.5, 6.0, 5.873913043478261)","(51.0, 95.0, 87.77777777777777)","(7.0, 8.6, 8.49064039408867)"
11-01-2023 18:23:15.530835,"(4.4, 5.7, 5.62041884816754)","(3.5, 3.95, 3.940776699029126)","(7.0, 8.2, 8.107368421052632)","(10.0, 12.5, 12.027586206896551)","(11.0, 15.5, 14.86923076923077)","(5.5, 6.0, 5.873913043478261)","(51.0, 90.0, 83.75)","(7.0, 8.6, 8.49064039408867)"
11-01-2023 18:23:16.600882,"(4.4, 5.7, 5.62041884816754)","(3.5, 3.95, 3.941949152542373)","(7.0, 8.2, 8.107368421052632)","(10.0, 12.5, 12.027586206896551)","(12.0, 15.5, 14.86923076923077)","(5.5, 6.0, 5.873913043478261)","(51.0, 95.0, 83.75)","(7.0, 8.6, 8.49064039408867)"
11-01-2023 18:23:17.750766,"(4.4, 5.7, 5.62041884816754)","(3.5, 3.95, 3.9415430267062317)","(7.0, 8.2, 8.11860465116279)","(10.0, 12.5, 12.027586206896551)","(12.0, 15.5, 14.86923076923077)","(5.5, 6.0, 5.873913043478261)","(51.0, 95.0, 86.66666666666667)","(7.0, 8.6, 8.49064039408867)"
11-01-2023 18:23:18.900648,"(4.4, 5.7, 5.62041884816754)","(3.5, 3.95, 3.9415430267062317)","(7.0, 8.2, 8.080555555555556)","(10.0, 12.5, 12.027586206896551)","(12.0, 15.5, 14.86923076923077)","(5.5, 6.0, 5.873913043478261)","(51.0, 90.0, 84.0)","(7.0, 8.6, 8.49064039408867)"
11-01-2023 18:23:20.067187,"(4.4, 5.7, 5.62041884816754)","(3.5, 3.95, 3.9415430267062317)","(7.0, 8.2, 8.080555555555556)","(10.0, 12.5, 12.027586206896551)","(12.0, 15.5, 14.910071942446043)","(5.5, 6.0, 5.873913043478261)","(51.0, 90.0, 84.0)","(7.0, 8.6, 8.49064039408867)"
11-01-2023 18:23:21.350831,"(4.4, 5.7, 5.607246376811594)","(3.5, 3.95, 3.910958904109589)","(7.0, 8.2, 8.080555555555556)","(10.0, 12.5, 12.027586206896551)","(12.0, 15.5, 14.858490566037736)","(5.5, 6.0, 5.873913043478261)","(51.0, 90.0, 84.0)","(7.0, 8.6, 8.49064039408867)"
11-01-2023 18:23:22.566486,"(4.4, 5.7, 5.607246376811594)","(3.5, 3.95, 3.937294332723949)","(7.0, 8.2, 8.127118644067796)","(10.0, 12.5, 12.04635761589404)","(12.0, 15.5, 15.03211009174312)","(5.5, 6.0, 5.921575342465753)","(51.0, 90.0, 84.54545454545455)","(7.0, 8.6, 8.11358024691358)"
11-01-2023 18:23:23.690919,"(4.4, 5.7, 5.625)","(3.5, 4.0, 3.9548684210526317)","(7.0, 8.2, 8.127118644067796)","(10.0, 12.5, 12.066455696202532)","(12.0, 15.5, 15.092)","(5.5, 6.0, 5.926129032258065)","(51.0, 90.0, 87.77777777777777)","(7.0, 8.2, 8.147286821705427)"
11-01-2023 18:23:24.860604,"(4.4, 5.7, 5.61590909090909)","(3.5, 4.0, 3.957231920199501)","(7.0, 8.2, 8.097619047619048)","(10.0, 12.5, 12.066455696202532)","(12.0, 15.5, 15.133093525179856)","(5.5, 6.0, 5.926129032258065)","(51.0, 90.0, 85.38461538461539)","(7.0, 8.2, 8.143333333333333)"
11-01-2023 18:23:25.960688,"(4.4, 5.7, 5.633532934131736)","(3.5, 4.0, 3.957231920199501)","(7.0, 8.2, 8.097619047619048)","(10.0, 12.5, 12.066455696202532)","(12.0, 15.5, 15.138059701492537)","(5.5, 6.0, 5.926129032258065)","(51.0, 90.0, 80.45454545454545)","(7.0, 8.2, 8.135849056603773)"
11-01-2023 18:23:27.098402,"(4.4, 5.7, 5.634319526627219)","(3.5, 4.0, 3.957231920199501)","(7.0, 8.2, 8.095121951219513)","(10.0, 12.5, 12.066455696202532)","(12.0, 15.5, 15.138059701492537)","(5.5, 6.0, 5.926129032258065)","(51.0, 90.0, 81.25)","(7.0, 8.2, 8.135849056603773)"
11-01-2023 18:23:28.158373,"(4.4, 5.7, 5.634319526627219)","(3.5, 4.0, 3.956691919191919)","(7.0, 8.2, 8.095121951219513)","(10.0, 12.5, 12.066455696202532)","(12.0, 15.5, 15.138059701492537)","(5.5, 6.0, 5.926129032258065)","(51.0, 90.0, 81.25)","(7.0, 8.2, 8.135849056603773)"
11-01-2023 18:23:29.248753,"(4.4, 5.7, 5.634319526627219)","(3.5, 4.0, 3.9637420718816068)","(7.0, 8.2, 8.044776119402984)","(10.0, 12.5, 12.066455696202532)","(12.0, 15.5, 15.138059701492537)","(5.5, 6.0, 5.926129032258065)","(51.0, 90.0, 81.25)","(7.0, 8.2, 8.135849056603773)"
11-01-2023 18:23:30.393879,"(4.4, 5.7, 5.634319526627219)","(3.5, 4.0, 3.9637420718816068)","(7.0, 8.2, 8.044776119402984)","(10.0, 12.5, 12.055194805194805)","(12.0, 15.5, 15.132575757575758)","(5.5, 6.0, 5.940826873385013)","(51.0, 90.0, 81.0)","(7.0, 8.2, 8.135849056603773)"
11-01-2023 18:23:31.530426,"(4.6, 5.7, 5.634319526627219)","(3.5, 4.0, 3.9637420718816068)","(7.0, 8.2, 8.044776119402984)","(10.0, 12.5, 12.055194805194805)","(12.0, 15.5, 15.132575757575758)","(5.0, 6.0, 5.940826873385013)","(51.0, 90.0, 81.0)","(7.0, 8.2, 8.135849056603773)"
11-01-2023 18:23:32.710243,"(4.6, 5.7, 5.634319526627219)","(3.5, 4.0, 3.9637420718816068)","(7.0, 8.2, 8.017543859649123)","(10.0, 12.5, 12.055194805194805)","(12.0, 15.5, 15.132575757575758)","(5.0, 6.0, 6.021859706362154)","(51.0, 90.0, 81.0)","(7.0, 8.2, 7.9)"
11-01-2023 18:23:33.759581,"(4.6, 5.7, 5.639344262295082)","(3.5, 4.0, 3.968874773139746)","(7.0, 8.2, 8.017543859649123)","(10.0, 12.5, 12.055194805194805)","(12.0, 15.5, 15.132575757575758)","(5.0, 6.2, 6.021859706362154)","(51.0, 90.0, 81.0)","(7.0, 8.0, 7.892086330935252)"
11-01-2023 18:23:34.822591,"(4.6, 5.7, 5.623369565217391)","(3.5, 4.0, 3.968874773139746)","(7.0, 8.2, 8.01639344262295)","(10.0, 12.5, 12.055194805194805)","(12.0, 15.5, 15.132575757575758)","(5.0, 6.2, 6.021859706362154)","(51.0, 90.0, 81.0)","(7.0, 8.0, 7.886363636363637)"
11-01-2023 18:23:35.858909,"(4.6, 5.7, 5.623369565217391)","(3.5, 4.0, 3.968874773139746)","(7.0, 8.2, 8.01639344262295)","(10.0, 12.5, 12.055194805194805)","(12.0, 15.5, 15.132575757575758)","(5.0, 6.2, 6.021859706362154)","(51.0, 90.0, 81.0)","(7.0, 8.0, 7.881889763779528)"
11-01-2023 18:23:36.977435,"(4.6, 5.7, 5.62122905027933)","(3.5, 4.0, 3.9643451143451145)","(7.0, 8.2, 8.01639344262295)","(10.0, 12.5, 12.050295857988166)","(12.0, 15.5, 15.18041237113402)","(5.0, 6.2, 6.021859706362154)","(51.0, 90.0, 81.0)","(7.0, 8.0, 7.881889763779528)"
11-01-2023 18:23:38.003389,"(4.6, 5.7, 5.62122905027933)","(3.5, 4.0, 3.9643451143451145)","(7.0, 8.2, 8.01639344262295)","(10.0, 12.5, 12.050295857988166)","(12.0, 15.5, 14.724137931034482)","(5.0, 6.2, 6.022112211221122)","(51.0, 90.0, 81.0)","(7.0, 8.0, 7.881568627450981)"
11-01-2023 18:23:39.079444,"(4.6, 5.7, 5.62122905027933)","(3.5, 4.0, 3.9619733924611973)","(7.0, 8.2, 8.112871287128712)","(10.0, 12.5, 12.040372670807454)","(12.0, 15.0, 14.9)","(5.0, 6.2, 6.022112211221122)","(51.0, 90.0, 81.0)","(7.0, 8.0, 7.902970297029703)"
11-01-2023 18:23:40.108521,"(4.6, 5.7, 5.62122905027933)","(3.5, 4.0, 3.9557989690721653)","(7.0, 8.2, 8.072463768115941)","(10.0, 12.5, 12.040372670807454)","(12.0, 15.0, 14.9)","(5.0, 6.2, 6.034662576687117)","(51.0, 90.0, 81.0)","(7.0, 8.0, 7.902970297029703)"
11-01-2023 18:23:41.152312,"(4.6, 5.7, 5.62122905027933)","(3.5, 4.0, 3.9557989690721653)","(7.0, 8.2, 8.011023622047244)","(10.0, 12.5, 12.040372670807454)","(12.0, 15.0, 14.01639344262295)","(5.0, 6.2, 6.0521497919556175)","(51.0, 90.0, 81.81818181818181)","(7.0, 8.0, 7.911711711711711)"
11-01-2023 18:23:42.156722,"(4.6, 5.7, 5.633175355450237)","(3.5, 4.0, 3.9659957627118647)","(7.0, 8.2, 8.025675675675675)","(10.0, 12.5, 12.074712643678161)","(12.0, 15.0, 14.508196721311476)","(5.0, 6.2, 6.0521497919556175)","(51.0, 90.0, 82.85714285714286)","(7.0, 8.0, 7.908296943231441)"
11-01-2023 18:23:43.161572,"(4.6, 5.7, 5.624193548387097)","(3.5, 4.0, 3.9683431952662724)","(7.0, 8.2, 8.025675675675675)","(10.0, 12.5, 12.069767441860465)","(12.0, 15.0, 14.508196721311476)","(5.0, 6.2, 6.0521497919556175)","(51.0, 90.0, 82.85714285714286)","(7.0, 8.0, 7.898058252427185)"
11-01-2023 18:23:44.283351,"(4.6, 5.7, 5.623369565217391)","(3.5, 4.0, 3.9683431952662724)","(7.0, 8.2, 8.003053435114504)","(10.0, 12.5, 12.069767441860465)","(12.0, 15.0, 14.616438356164384)","(5.0, 6.2, 6.055555555555555)","(51.0, 90.0, 82.85714285714286)","(7.0, 8.0, 7.91375)"
11-01-2023 18:23:45.438955,"(4.6, 5.7, 5.623369565217391)","(3.5, 4.0, 3.9683431952662724)","(7.0, 8.2, 8.003053435114504)","(10.0, 12.5, 12.069767441860465)","(12.0, 15.0, 14.616438356164384)","(5.0, 6.2, 6.055555555555555)","(51.0, 90.0, 82.85714285714286)","(7.0, 8.0, 7.8870813397129185)"
11-01-2023 18:23:46.526272,"(4.6, 5.7, 5.623369565217391)","(3.5, 4.0, 3.9683431952662724)","(7.0, 8.2, 8.003053435114504)","(10.0, 12.5, 12.069767441860465)","(12.0, 15.0, 14.601190476190476)","(5.0, 6.2, 6.055555555555555)","(51.0, 90.0, 82.85714285714286)","(7.0, 8.0, 7.8870813397129185)"
11-01-2023 18:23:47.589856,"(4.6, 5.7, 5.623369565217391)","(3.5, 4.0, 3.9683431952662724)","(7.0, 8.2, 8.003053435114504)","(10.0, 12.5, 12.069767441860465)","(12.0, 15.0, 14.591463414634147)","(5.0, 6.2, 6.055555555555555)","(51.0, 90.0, 82.85714285714286)","(7.0, 8.0, 7.8912442396313365)"
11-01-2023 18:23:48.671278,"(4.6, 5.7, 5.619886363636363)","(3.5, 4.0, 3.9683431952662724)","(7.0, 8.2, 7.896470588235294)","(10.0, 12.5, 12.069767441860465)","(12.0, 15.0, 14.55921052631579)","(5.0, 6.2, 6.055555555555555)","(51.0, 90.0, 82.85714285714286)","(7.0, 8.0, 7.8912442396313365)"
11-01-2023 18:23:49.717350,"(4.6, 5.7, 5.617543859649123)","(3.5, 4.0, 3.970222634508349)","(7.0, 8.2, 7.896470588235294)","(10.0, 12.5, 12.069767441860465)","(12.0, 15.0, 14.55921052631579)","(5.0, 6.2, 6.055555555555555)","(51.0, 90.0, 82.85714285714286)","(7.0, 8.0, 7.9024793388429755)"
11-01-2023 18:23:50.734066,"(4.6, 5.7, 5.631219512195122)","(3.5, 4.0, 3.970222634508349)","(7.0, 8.0, 7.907692307692308)","(10.0, 12.5, 12.069767441860465)","(12.0, 15.0, 14.55921052631579)","(5.0, 6.2, 6.0685788787483705)","(51.0, 90.0, 86.0)","(7.0, 8.0, 7.9024793388429755)"
11-01-2023 18:23:51.791335,"(4.6, 5.7, 5.631219512195122)","(3.5, 4.0, 3.970222634508349)","(7.0, 8.0, 7.877777777777777)","(10.0, 12.5, 12.173913043478262)","(12.0, 15.0, 14.55921052631579)","(5.0, 6.2, 6.06058091286307)","(51.0, 90.0, 84.70588235294117)","(7.0, 8.0, 7.913761467889908)"
11-01-2023 18:23:52.911025,"(4.6, 5.7, 5.609615384615385)","(3.5, 4.1, 4.005364511691885)","(7.0, 8.2, 7.872164948453608)","(10.0, 12.5, 12.700581395348838)","(12.0, 15.0, 14.713675213675213)","(5.0, 6.2, 6.06058091286307)","(51.0, 90.0, 84.70588235294117)","(7.0, 8.0, 7.913761467889908)"
11-01-2023 18:23:54.040007,"(4.6, 5.7, 5.624598930481284)","(3.5, 4.1, 4.010493046776233)","(7.0, 8.2, 7.815602836879433)","(10.0, 13.0, 12.761146496815286)","(12.0, 15.0, 14.713675213675213)","(5.0, 6.2, 6.06058091286307)","(51.0, 90.0, 84.70588235294117)","(7.0, 8.0, 7.9096153846153845)"
11-01-2023 18:23:55.188973,"(4.6, 5.7, 5.61965811965812)","(3.5, 4.1, 4.015209580838324)","(7.0, 8.0, 7.815602836879433)","(10.0, 13.0, 12.761146496815286)","(12.0, 15.0, 14.690082644628099)","(5.0, 6.2, 6.06058091286307)","(51.0, 90.0, 84.70588235294117)","(7.0, 8.0, 7.927741935483871)"
11-01-2023 18:23:56.324804,"(4.6, 5.7, 5.61965811965812)","(3.5, 4.1, 4.015776397515528)","(7.0, 8.0, 7.815602836879433)","(10.0, 13.0, 12.75)","(12.0, 15.0, 14.690082644628099)","(5.0, 6.2, 6.060082304526749)","(51.0, 90.0, 84.70588235294117)","(7.0, 8.0, 7.88471615720524)"
11-01-2023 18:23:57.486206,"(4.6, 5.6, 5.5456521739130435)","(3.5, 4.1, 4.015776397515528)","(7.0, 8.0, 7.815602836879433)","(10.0, 13.0, 12.75)","(12.0, 15.0, 14.690082644628099)","(5.0, 6.2, 6.060082304526749)","(51.0, 90.0, 84.70588235294117)","(7.0, 8.0, 7.8811715481171545)"
11-01-2023 18:23:58.658894,"(4.6, 5.6, 5.543032786885246)","(3.5, 4.1, 4.00414878397711)","(7.0, 8.0, 7.815602836879433)","(10.0, 13.0, 12.75)","(12.0, 15.0, 14.690082644628099)","(5.0, 6.2, 6.060082304526749)","(51.0, 90.0, 84.70588235294117)","(7.0, 8.0, 7.8811715481171545)"
11-01-2023 18:23:59.744720,"(4.6, 5.6, 5.543032786885246)","(3.5, 4.1, 4.007840440165062)","(7.0, 8.0, 7.815602836879433)","(10.0, 13.0, 12.779850746268657)","(12.0, 15.0, 14.690082644628099)","(5.0, 6.2, 6.060082304526749)","(51.0, 90.0, 84.70588235294117)","(7.0, 8.0, 7.8811715481171545)"
11-01-2023 18:24:00.753721,"(4.6, 5.6, 5.543032786885246)","(3.5, 4.1, 4.007755102040816)","(7.0, 8.0, 7.815602836879433)","(10.0, 13.0, 12.78623188405797)","(12.0, 15.0, 14.690082644628099)","(5.0, 6.2, 6.060082304526749)","(51.0, 90.0, 84.70588235294117)","(7.0, 8.0, 7.8811715481171545)"
11-01-2023 18:24:01.868649,"(4.6, 5.6, 5.542443064182194)","(3.5, 4.1, 4.015985130111524)","(7.0, 8.0, 7.815602836879433)","(10.0, 13.0, 12.78623188405797)","(12.0, 15.0, 14.662698412698413)","(5.0, 6.2, 6.060082304526749)","(51.0, 90.0, 84.70588235294117)","(7.0, 8.0, 7.8811715481171545)"
11-01-2023 18:24:02.983152,"(4.6, 5.6, 5.542443064182194)","(3.5, 4.1, 4.01439393939394)","(7.0, 8.0, 7.815602836879433)","(10.0, 13.0, 12.78623188405797)","(12.0, 15.0, 14.662698412698413)","(5.0, 6.2, 6.060082304526749)","(51.0, 90.0, 84.70588235294117)","(7.0, 8.0, 7.8811715481171545)"
11-01-2023 18:24:04.104875,"(4.6, 5.6, 5.542443064182194)","(3.5, 4.1, 4.01439393939394)","(7.0, 8.0, 7.814666666666667)","(10.0, 13.0, 12.78623188405797)","(12.0, 15.0, 14.662698412698413)","(5.0, 6.2, 6.060082304526749)","(51.0, 90.0, 84.375)","(7.0, 8.0, 7.8811715481171545)"
11-01-2023 18:24:05.219901,"(4.6, 5.6, 5.542443064182194)","(3.5, 4.1, 4.01439393939394)","(7.0, 8.0, 7.814666666666667)","(10.0, 13.0, 12.78623188405797)","(12.0, 15.0, 14.158415841584159)","(5.0, 6.2, 6.060082304526749)","(51.0, 90.0, 84.375)","(7.0, 8.0, 7.872659176029963)"
11-01-2023 18:24:06.284794,"(4.6, 5.6, 5.5462753950338595)","(3.5, 4.1, 4.012666666666667)","(7.0, 8.0, 7.81344537815126)","(10.0, 13.0, 12.78623188405797)","(12.0, 15.0, 14.57920792079208)","(5.0, 6.2, 6.060082304526749)","(51.0, 90.0, 84.375)","(7.0, 8.0, 7.872659176029963)"
11-01-2023 18:24:07.309209,"(4.6, 5.6, 5.500757575757576)","(3.5, 4.1, 4.015210355987055)","(7.0, 8.0, 7.837956204379562)","(10.0, 13.0, 12.78623188405797)","(12.0, 15.0, 14.65929203539823)","(5.0, 6.2, 6.060082304526749)","(51.0, 90.0, 84.375)","(7.0, 8.0, 7.872659176029963)"
11-01-2023 18:24:08.315822,"(4.6, 5.6, 5.513257575757576)","(3.5, 4.1, 4.015210355987055)","(7.0, 8.0, 7.837956204379562)","(10.0, 13.0, 12.78623188405797)","(12.0, 15.0, 14.533678756476684)","(5.0, 6.2, 6.060082304526749)","(51.0, 90.0, 84.375)","(7.0, 8.0, 7.872659176029963)"
11-01-2023 18:24:09.360589,"(4.6, 5.6, 5.513257575757576)","(3.5, 4.1, 4.015210355987055)","(7.0, 8.0, 7.837956204379562)","(10.0, 13.0, 12.707692307692307)","(12.0, 15.0, 14.539130434782608)","(5.0, 6.2, 6.060082304526749)","(51.0, 90.0, 84.375)","(7.0, 8.0, 7.872659176029963)"
11-01-2023 18:24:10.448919,"(4.6, 5.6, 5.532154340836013)","(3.5, 4.1, 4.013815789473684)","(7.0, 8.0, 7.8118644067796605)","(10.0, 13.0, 12.707692307692307)","(12.0, 15.0, 14.539130434782608)","(5.0, 6.2, 6.060082304526749)","(51.0, 90.0, 84.375)","(7.0, 8.0, 7.872659176029963)"
11-01-2023 18:24:11.516993,"(4.6, 5.6, 5.548148148148148)","(3.5, 4.1, 4.013815789473684)","(7.0, 8.0, 7.8118644067796605)","(10.0, 13.0, 12.738938053097344)","(12.0, 15.0, 14.539130434782608)","(5.0, 6.2, 6.060082304526749)","(51.0, 90.0, 84.375)","(7.0, 8.0, 7.884347826086956)"
11-01-2023 18:24:12.583622,"(4.6, 5.6, 5.547955390334573)","(3.5, 4.1, 4.013770491803279)","(7.0, 8.0, 7.838709677419355)","(10.0, 13.0, 12.79513888888889)","(12.0, 15.0, 14.539130434782608)","(5.0, 6.2, 6.060082304526749)","(51.0, 90.0, 84.375)","(7.0, 8.0, 7.909090909090909)"
11-01-2023 18:24:13.586079,"(4.6, 5.6, 5.545090909090909)","(3.5, 4.1, 4.013533834586466)","(7.0, 8.0, 7.838709677419355)","(10.0, 13.0, 12.79513888888889)","(12.0, 15.0, 14.539130434782608)","(5.0, 6.2, 6.060082304526749)","(51.0, 90.0, 84.375)","(7.0, 8.0, 7.924050632911392)"
11-01-2023 18:24:14.635012,"(4.6, 5.6, 5.547750865051903)","(3.5, 4.1, 4.013770491803279)","(7.0, 7.8, 7.760360360360361)","(10.0, 13.0, 12.725)","(12.0, 15.0, 14.539130434782608)","(5.0, 6.2, 6.060082304526749)","(51.0, 90.0, 84.375)","(7.0, 8.0, 7.924050632911392)"
11-01-2023 18:24:15.762514,"(4.6, 5.6, 5.555059523809524)","(3.5, 4.1, 4.015524625267666)","(7.0, 7.8, 7.760360360360361)","(10.0, 13.0, 12.725)","(12.0, 15.0, 14.539130434782608)","(5.0, 6.2, 6.060082304526749)","(51.0, 90.0, 84.375)","(7.0, 8.0, 7.91484375)"
11-01-2023 18:24:16.962657,"(4.6, 5.6, 5.551910828025478)","(3.5, 4.1, 4.015524625267666)","(7.0, 7.8, 7.759259259259259)","(10.0, 13.0, 12.725)","(12.0, 15.0, 14.539130434782608)","(5.0, 6.2, 6.060082304526749)","(51.0, 90.0, 84.375)","(7.0, 8.0, 7.91484375)"
11-01-2023 18:24:18.064442,"(4.6, 5.6, 5.551910828025478)","(3.5, 4.1, 4.015524625267666)","(7.0, 7.8, 7.8019417475728154)","(10.0, 13.0, 12.725)","(12.0, 15.0, 14.539130434782608)","(5.0, 6.2, 6.060082304526749)","(51.0, 90.0, 85.0)","(7.0, 8.0, 7.905376344086021)"
11-01-2023 18:24:19.163211,"(4.6, 5.6, 5.555847953216374)","(3.5, 4.1, 4.0152310924369745)","(7.0, 8.0, 7.8019417475728154)","(10.0, 13.0, 12.725)","(12.0, 15.0, 14.539130434782608)","(5.0, 6.2, 6.058136300417246)","(51.0, 90.0, 85.0)","(7.0, 8.0, 7.905376344086021)"
11-01-2023 18:24:20.246941,"(4.6, 5.6, 5.555457227138643)","(3.5, 4.1, 4.015969162995595)","(7.0, 8.0, 7.8019417475728154)","(10.0, 13.0, 12.725)","(12.0, 15.0, 14.539130434782608)","(5.0, 6.2, 6.058136300417246)","(51.0, 90.0, 85.0)","(7.0, 8.0, 7.905376344086021)"
11-01-2023 18:24:21.340199,"(4.6, 5.6, 5.549867374005305)","(3.5, 4.1, 4.016743648960739)","(7.0, 8.0, 7.857342657342657)","(10.0, 13.0, 12.725)","(12.0, 15.0, 14.539130434782608)","(5.0, 6.2, 6.062017804154303)","(51.0, 90.0, 85.0)","(7.0, 8.0, 7.902583025830258)"
11-01-2023 18:24:22.442245,"(4.6, 5.6, 5.549867374005305)","(3.5, 4.1, 4.016919486581097)","(7.0, 8.0, 7.857342657342657)","(10.0, 13.0, 12.725)","(12.0, 15.0, 14.539130434782608)","(5.0, 6.2, 6.0636363636363635)","(51.0, 90.0, 85.0)","(7.0, 8.0, 7.902583025830258)"
11-01-2023 18:24:23.622908,"(4.6, 5.6, 5.542727272727273)","(3.5, 4.1, 4.015839243498818)","(7.0, 8.0, 7.857342657342657)","(10.0, 13.0, 12.68208092485549)","(12.0, 15.0, 14.616071428571429)","(5.0, 6.2, 6.0636363636363635)","(51.0, 90.0, 85.9090909090909)","(7.0, 8.0, 7.902583025830258)"
11-01-2023 18:24:24.852764,"(4.6, 5.6, 5.542727272727273)","(3.5, 4.1, 4.017782909930716)","(7.0, 8.0, 7.253333333333334)","(10.0, 13.0, 13.344262295081966)","(12.0, 15.0, 14.913793103448276)","(5.0, 6.2, 6.0869983948635635)","(51.0, 90.0, 90.71428571428571)","(7.0, 8.0, 8.046927374301676)"
11-01-2023 18:24:26.165220,"(4.6, 5.7, 5.651282051282052)","(3.5, 4.1, 4.017379679144385)","(7.0, 7.2, 7.376666666666667)","(10.0, 13.5, 13.601694915254237)","(12.0, 15.5, 14.975308641975309)","(5.0, 6.2, 6.080677966101695)","(51.0, 95.0, 90.71428571428571)","(7.0, 8.2, 8.067836257309942)"
11-01-2023 18:24:27.452046,"(4.6, 5.7, 5.641984732824428)","(3.5, 4.1, 4.017379679144385)","(7.0, 7.4, 7.3410714285714285)","(10.0, 14.0, 13.559139784946236)","(12.0, 15.5, 14.975308641975309)","(5.0, 6.2, 6.0801393728223)","(51.0, 95.0, 90.71428571428571)","(7.0, 8.2, 8.029493087557604)"
11-01-2023 18:24:28.771329,"(4.6, 5.7, 5.641984732824428)","(3.5, 4.1, 4.017379679144385)","(7.0, 7.4, 7.428571428571429)","(10.0, 14.0, 13.305555555555555)","(12.0, 15.5, 14.990445859872612)","(5.0, 6.2, 6.0801393728223)","(51.0, 95.0, 90.71428571428571)","(7.0, 8.2, 8.029493087557604)"
11-01-2023 18:24:30.015417,"(4.6, 5.7, 5.641984732824428)","(3.5, 4.1, 4.016774193548387)","(7.0, 7.6, 7.424561403508772)","(10.0, 13.5, 13.301369863013699)","(12.0, 15.5, 14.990445859872612)","(5.0, 6.2, 6.0801393728223)","(51.0, 95.0, 90.71428571428571)","(7.0, 8.2, 8.040298507462687)"
11-01-2023 18:24:31.227268,"(4.6, 5.7, 5.641984732824428)","(3.5, 4.1, 4.016774193548387)","(7.0, 7.6, 7.424561403508772)","(10.0, 13.5, 13.301369863013699)","(12.0, 15.5, 14.990445859872612)","(5.0, 6.2, 6.0801393728223)","(51.0, 95.0, 90.71428571428571)","(7.0, 8.2, 8.040298507462687)"
11-01-2023 18:24:32.449881,"(4.6, 5.7, 5.626315789473684)","(3.5, 4.1, 4.016774193548387)","(7.0, 7.6, 7.424561403508772)","(10.0, 13.5, 13.301369863013699)","(12.0, 15.5, 15.015151515151516)","(5.0, 6.2, 6.0801393728223)","(51.0, 95.0, 90.71428571428571)","(7.0, 8.2, 8.037630662020906)"
11-01-2023 18:24:33.531225,"(4.6, 5.7, 5.625333333333333)","(3.5, 4.1, 4.016774193548387)","(7.0, 7.6, 7.50236220472441)","(10.0, 13.5, 11.25)","(12.0, 15.5, 15.188172043010752)","(5.0, 6.2, 6.100556586270872)","(51.0, 95.0, 82.22222222222223)","(7.0, 8.2, 8.097345132743362)"
11-01-2023 18:24:34.696379,"(4.6, 5.8, 5.728125)","(3.5, 4.1, 4.04409756097561)","(7.0, 7.6, 7.534042553191489)","(10.0, 11.5, 11.642857142857142)","(12.0, 15.5, 15.188172043010752)","(5.0, 6.2, 6.102189781021898)","(51.0, 100.0, 91.11111111111111)","(7.0, 8.2, 8.144736842105262)"
