,Sheza Tigeress,Friday Thirteenth,Curveball,Sals Last Blast,Kimchi,Kenny What,American Mandy,Sweet Sunshine,Sweet Rippin,Our Sweet Royale
10-01-2023 21:36:41.678264,"(4.6, 5.4, 5.0)","(31.0, 50.0, 48.8)","(12.0, 16.0, 15.0)","(4.4, 6.4, 6.24)","(5.5, 8.0, 7.857142857142857)","(71.0, 110.0, 97.5)","(3.5, 4.2, 3.8725806451612903)","(51.0, 75.0, 67.5)","(20.0, 24.0, 23.692307692307693)","(6.5, 11.0, 10.0)"
10-01-2023 21:36:42.950104,"(4.6, 5.0, 4.814285714285714)","(31.0, 50.0, 48.8)","(12.0, 15.5, 15.375)","(4.4, 6.4, 6.24)","(5.5, 8.0, 7.951515151515151)","(71.0, 110.0, 97.5)","(3.5, 4.2, 3.8725806451612903)","(51.0, 75.0, 67.5)","(20.0, 24.0, 23.692307692307693)","(6.5, 11.0, 10.0)"
10-01-2023 21:36:44.230143,"(4.6, 5.0, 4.814285714285714)","(31.0, 50.0, 48.8)","(12.0, 15.5, 15.411764705882353)","(4.4, 6.4, 6.338461538461539)","(5.5, 8.0, 7.890909090909091)","(71.0, 110.0, 98.23529411764706)","(3.5, 4.2, 3.992857142857143)","(51.0, 75.0, 65.0)","(20.0, 24.0, 22.0)","(6.5, 11.0, 11.071428571428571)"
10-01-2023 21:36:45.568503,"(4.6, 5.0, 4.814285714285714)","(31.0, 50.0, 48.0)","(12.0, 15.5, 15.411764705882353)","(4.4, 6.4, 6.338461538461539)","(5.5, 8.0, 7.92)","(71.0, 110.0, 97.77777777777777)","(3.5, 4.2, 3.992857142857143)","(51.0, 75.0, 65.0)","(20.0, 23.0, 23.625)","(6.5, 11.5, 14.25)"
10-01-2023 21:36:46.867734,"(4.6, 5.0, 4.842424242424242)","(31.0, 50.0, 48.0)","(12.0, 15.5, 15.428571428571429)","(4.4, 6.4, 6.20952380952381)","(5.5, 8.0, 7.92)","(71.0, 100.0, 97.77777777777777)","(3.5, 4.2, 3.97962962962963)","(51.0, 75.0, 65.0)","(20.0, 24.0, 23.09090909090909)","(6.5, 15.0, 19.51388888888889)"
10-01-2023 21:36:48.138825,"(4.6, 5.0, 4.5625)","(41.0, 50.0, 48.0)","(12.0, 15.5, 15.425)","(4.6, 6.4, 5.913043478260869)","(5.5, 8.0, 7.890909090909091)","(71.0, 100.0, 97.77777777777777)","(3.5, 4.2, 3.985135135135135)","(51.0, 75.0, 65.0)","(18.0, 28.0, 21.35)","(7.5, 20.0, 26.5)"
10-01-2023 21:36:49.354498,"(4.6, 4.7, 4.615217391304348)","(41.0, 50.0, 48.0)","(12.0, 15.5, 15.425)","(4.6, 6.2, 5.913043478260869)","(5.5, 8.0, 7.890909090909091)","(71.0, 100.0, 97.77777777777777)","(3.5, 4.1, 4.0034090909090905)","(51.0, 75.0, 65.0)","(18.0, 22.0, 21.69047619047619)","(7.5, 30.0, 25.25)"
10-01-2023 21:36:50.688260,"(4.6, 4.7, 4.585294117647059)","(41.0, 50.0, 47.333333333333336)","(12.0, 15.5, 15.40625)","(4.6, 6.2, 5.942857142857143)","(5.5, 8.0, 7.888888888888889)","(71.0, 100.0, 97.5)","(3.5, 4.1, 3.9108695652173915)","(51.0, 75.0, 71.73913043478261)","(18.0, 22.0, 21.606060606060606)","(7.5, 32.0, 40.666666666666664)"
10-01-2023 21:36:52.028882,"(4.4, 4.9, 4.863636363636364)","(41.0, 50.0, 49.2)","(12.0, 15.5, 15.083333333333334)","(4.6, 6.2, 6.245454545454545)","(5.5, 8.0, 7.909090909090909)","(71.0, 100.0, 97.5)","(3.5, 4.2, 3.5656862745098037)","(51.0, 75.0, 68.33333333333333)","(18.0, 22.0, 21.606060606060606)","(7.5, 42.0, 75.81818181818181)"
10-01-2023 21:36:53.368631,"(4.4, 5.0, 4.566666666666666)","(41.0, 50.0, 48.0)","(12.0, 15.5, 15.083333333333334)","(4.6, 6.6, 6.245454545454545)","(5.5, 8.0, 7.909090909090909)","(71.0, 100.0, 97.5)","(3.5, 3.6, 3.503125)","(51.0, 75.0, 58.333333333333336)","(18.0, 22.0, 26.142857142857142)","(7.5, 80.0, 129.39999999999998)"
10-01-2023 21:36:54.672841,"(4.4, 5.0, 4.690476190476191)","(41.0, 50.0, 48.0)","(12.0, 15.5, 14.5)","(4.6, 6.6, 6.252631578947368)","(5.5, 8.0, 7.888888888888889)","(71.0, 110.0, 100.0)","(3.4, 3.6, 3.4671428571428575)","(51.0, 90.0, 60.38461538461539)","(18.0, 27.0, 22.272727272727273)","(8.5, 140.0, 123.23076923076923)"
10-01-2023 21:36:55.946432,"(4.4, 5.0, 3.9321428571428574)","(41.0, 50.0, 48.0)","(12.0, 15.5, 14.5)","(4.6, 6.6, 6.252631578947368)","(5.5, 8.0, 8.0)","(71.0, 110.0, 114.0)","(3.4, 3.6, 4.985)","(51.0, 90.0, 102.0)","(18.0, 28.0, 23.0)","(8.5, 150.0, 49.875)"
10-01-2023 21:36:57.288866,"(4.4, 7.6, 6.999999999999999)","(41.0, 80.0, 58.0)","(12.0, 21.0, 11.916666666666666)","(4.6, 7.0, 5.62)","(5.5, 9.6, 6.75)","(71.0, 180.0, 94.0)","(3.4, 6.2, 3.0566666666666666)","(51.0, 130.0, 102.0)","(18.0, 36.0, 21.666666666666668)","(8.5, 150.0, 98.63934426229508)"
10-01-2023 21:36:58.612509,"(4.2, 4.3, 4.0777777777777775)","(31.0, 80.0, 58.0)","(12.0, 14.0, 12.333333333333334)","(4.4, 7.0, 5.949999999999999)","(5.5, 9.6, 7.449999999999999)","(71.0, 140.0, 95.0)","(3.3, 3.25, 4.49)","(51.0, 130.0, 102.0)","(18.0, 32.0, 23.666666666666668)","(10.0, 100.0, 89.0)"
10-01-2023 21:36:59.956870,"(4.2, 4.3, 3.775)","(31.0, 80.0, 58.0)","(12.0, 14.0, 14.25)","(4.4, 7.0, 6.045454545454545)","(5.5, 9.6, 7.757142857142856)","(71.0, 140.0, 95.0)","(3.3, 6.0, 5.303076923076922)","(51.0, 130.0, 102.66666666666666)","(18.0, 32.0, 23.666666666666668)","(10.0, 140.0, 136.66666666666666)"
10-01-2023 21:37:01.287002,"(4.2, 4.2, 3.6999999999999997)","(31.0, 80.0, 58.0)","(12.0, 21.0, 25.0)","(4.4, 7.0, 6.045454545454545)","(5.5, 9.6, 7.757142857142856)","(71.0, 140.0, 95.0)","(3.3, 6.0, 4.994285714285715)","(51.0, 130.0, 102.66666666666666)","(18.0, 32.0, 23.666666666666668)","(10.0, 150.0, 396.21621621621625)"
10-01-2023 21:37:02.556308,"(4.2, 4.3, 3.5749999999999997)","(31.0, 80.0, 58.0)","(12.0, 27.0, 37.25)","(4.4, 7.0, 5.5)","(5.5, 9.6, 8.16)","(71.0, 140.0, 94.0)","(3.3, 5.8, 4.774545454545454)","(51.0, 130.0, 68.5)","(18.0, 32.0, 21.666666666666668)","(10.0, 400.0, 8945.777777777777)"
10-01-2023 21:37:03.821759,"(4.2, 4.1, 3.5749999999999997)","(31.0, 80.0, 58.0)","(12.0, 38.0, 64.62962962962963)","(4.4, 7.0, 4.375)","(5.5, 9.6, 8.16)","(71.0, 140.0, 89.0)","(3.3, 5.8, 4.34)","(51.0, 130.0, 68.5)","(18.0, 32.0, 21.666666666666668)","(10.0, 99999, 8945.777777777777)"
10-01-2023 21:37:05.115002,"(4.2, 4.3, 3.6999999999999997)","(31.0, 80.0, 58.0)","(12.0, 65.0, 64.62962962962963)","(4.4, 7.0, 4.375)","(5.5, 9.6, 8.16)","(71.0, 130.0, 89.0)","(3.3, 5.7, 4.6725)","(51.0, 130.0, 89.0)","(18.0, 32.0, 15.541666666666666)","(10.0, 99999, 8945.777777777777)"
10-01-2023 21:37:06.346607,"(4.2, 4.3, 3.6999999999999997)","(31.0, 80.0, 58.0)","(12.0, 65.0, 64.62962962962963)","(4.4, 7.0, 4.375)","(5.5, 9.6, 8.16)","(71.0, 130.0, 89.0)","(3.3, 5.7, 3.645)","(51.0, 130.0, 84.0)","(18.0, 16.0, 15.555555555555555)","(10.0, 99999, 8945.777777777777)"
10-01-2023 21:37:07.554921,"(4.2, 4.3, 3.6999999999999997)","(31.0, 80.0, 58.0)","(12.0, 60.0, 59.77272727272727)","(4.4, 7.0, 5.5)","(5.5, 9.6, 7.8)","(71.0, 130.0, 89.0)","(3.3, 5.7, 3.8733333333333335)","(51.0, 120.0, 84.0)","(18.0, 16.0, 15.75)","(10.0, 99999, 273.3333333333333)"
10-01-2023 21:37:08.790285,"(4.2, 3.4, 3.1640449438202247)","(31.0, 80.0, 58.0)","(12.0, 60.0, 59.09090909090909)","(4.4, 7.0, 5.478571428571429)","(5.5, 9.6, 3.453151260504202)","(71.0, 130.0, 89.0)","(3.3, 5.7, 5.466666666666667)","(51.0, 120.0, 84.0)","(18.0, 16.0, 23.0)","(10.0, 520.0, 273.3333333333333)"
10-01-2023 21:37:10.187167,"(4.2, 3.4, 3.1580645161290324)","(31.0, 80.0, 58.0)","(12.0, 70.0, 62.5)","(4.4, 7.0, 6.0)","(5.5, 3.5, 3.4552083333333337)","(71.0, 130.0, 89.0)","(3.3, 5.7, 5.655555555555556)","(51.0, 120.0, 84.0)","(18.0, 34.0, 39.714285714285715)","(10.0, 520.0, 255.71428571428572)"
10-01-2023 21:37:11.487697,"(4.2, 3.4, 3.11875)","(31.0, 80.0, 58.0)","(12.0, 70.0, 62.5)","(4.4, 6.8, 10.450000000000001)","(5.5, 3.5, 2.4709090909090907)","(71.0, 130.0, 84.0)","(3.3, 5.7, 5.7625)","(51.0, 120.0, 84.0)","(18.0, 44.0, 68.92857142857143)","(10.0, 520.0, 255.71428571428572)"
10-01-2023 21:37:12.819124,"(4.2, 3.4, 3.10873786407767)","(31.0, 80.0, 58.0)","(12.0, 80.0, 80.0)","(4.4, 15.0, 10.533333333333333)","(5.5, 2.7, 2.5160919540229885)","(71.0, 120.0, 85.0)","(3.3, 5.8, 5.95)","(51.0, 120.0, 96.0)","(18.0, 70.0, 69.78260869565217)","(10.0, 520.0, 509.0)"
10-01-2023 21:37:14.068122,"(4.2, 3.4, 3.1549019607843136)","(31.0, 80.0, 50.666666666666664)","(12.0, 100.0, 108.0)","(4.4, 11.5, 10.95)","(5.5, 2.7, 2.3499999999999996)","(71.0, 120.0, 85.0)","(3.3, 6.2, 7.085714285714286)","(51.0, 120.0, 84.0)","(18.0, 70.0, 74.42857142857143)","(10.0, 520.0, 6889.333333333333)"
10-01-2023 21:37:15.433334,"(4.2, 3.4, 3.1552083333333334)","(31.0, 80.0, 50.666666666666664)","(12.0, 110.0, 132.0)","(4.4, 13.5, 10.95)","(5.5, 2.38, 2.3499999999999996)","(71.0, 120.0, 90.0)","(3.3, 8.8, 6.800000000000001)","(51.0, 120.0, 136.0)","(18.0, 75.0, 65.0)","(10.0, 99999, 9150.909090909092)"
10-01-2023 21:37:16.676863,"(4.2, 3.4, 3.3030927835051545)","(31.0, 80.0, 58.0)","(12.0, 140.0, 133.33333333333334)","(4.4, 13.5, 10.95)","(5.5, 2.38, 2.3499999999999996)","(71.0, 120.0, 85.0)","(3.3, 8.8, 7.5)","(51.0, 180.0, 104.0)","(18.0, 75.0, 64.65517241379311)","(10.0, 99999, 942.7272727272727)"
10-01-2023 21:37:17.955046,"(4.2, 3.4, 3.3030927835051545)","(31.0, 80.0, 58.0)","(12.0, 140.0, 150.0)","(4.4, 13.5, 7.050000000000001)","(5.5, 2.38, 2.461627906976744)","(71.0, 120.0, 80.0)","(3.3, 8.8, 7.857142857142858)","(51.0, 160.0, 122.66666666666667)","(18.0, 65.0, 84.6)","(10.0, 970.0, 942.7272727272727)"
10-01-2023 21:37:19.291126,"(4.2, 3.4, 3.3035714285714284)","(31.0, 90.0, 64.0)","(12.0, 160.0, 135.0)","(4.4, 15.0, 11.0)","(5.5, 3.55, 2.104390243902439)","(71.0, 140.0, 100.0)","(3.3, 12.0, 9.266666666666666)","(51.0, 160.0, 104.0)","(18.0, 85.0, 84.6)","(10.0, 970.0, 8832.875)"
10-01-2023 21:37:20.590074,"(4.2, 3.4, 3.3524590163934427)","(31.0, 120.0, 78.0)","(12.0, 160.0, 135.0)","(4.4, 15.0, 11.307692307692308)","(5.5, 2.28, 2.115)","(71.0, 150.0, 105.0)","(3.3, 13.0, 9.8)","(51.0, 160.0, 104.0)","(18.0, 85.0, 84.6)","(10.0, 99999, 6716.0)"
10-01-2023 21:37:21.858286,"(4.2, 3.4, 3.3528846153846157)","(31.0, 85.0, 69.33333333333333)","(12.0, 160.0, 135.0)","(4.4, 15.0, 10.745454545454546)","(5.5, 2.28, 2.115)","(71.0, 150.0, 105.0)","(3.3, 13.0, 10.354545454545455)","(51.0, 160.0, 109.33333333333334)","(18.0, 85.0, 84.6)","(10.0, 99999, 6716.0)"
10-01-2023 21:37:23.122937,"(4.2, 3.4, 3.2916666666666665)","(31.0, 85.0, 69.33333333333333)","(12.0, 160.0, 135.0)","(4.4, 15.0, 7.5)","(5.5, 2.28, 2.145)","(71.0, 150.0, 100.0)","(3.3, 12.5, 8.022222222222222)","(51.0, 140.0, 136.0)","(18.0, 85.0, 39.416666666666664)","(10.0, 99999, 6716.0)"
10-01-2023 21:37:24.383309,"(4.2, 4.3, 4.276666666666666)","(31.0, 85.0, 61.5)","(12.0, 160.0, 135.0)","(4.4, 15.0, 9.933333333333334)","(5.5, 2.28, 2.1315)","(71.0, 150.0, 99.0)","(3.3, 13.0, 7.866666666666667)","(51.0, 180.0, 114.0)","(18.0, 55.0, 152.0)","(10.0, 99999, 6716.0)"
10-01-2023 21:37:25.578018,"(4.2, 4.3, 3.86)","(31.0, 85.0, 61.5)","(12.0, 160.0, 135.0)","(4.4, 15.0, 9.933333333333334)","(5.5, 2.28, 2.1315)","(71.0, 150.0, 99.0)","(3.3, 13.0, 6.0)","(51.0, 180.0, 114.0)","(18.0, 160.0, 140.0)","(10.0, 99999, 6716.0)"
10-01-2023 21:37:26.799309,"(4.2, 4.3, 3.86)","(31.0, 85.0, 61.5)","(12.0, 160.0, 135.0)","(4.4, 15.0, 7.457142857142857)","(5.5, 2.28, 2.1315)","(71.0, 150.0, 99.0)","(3.3, 8.0, 6.4)","(51.0, 180.0, 136.0)","(18.0, 160.0, 140.0)","(10.0, 99999, 6716.0)"
10-01-2023 21:37:28.023513,"(4.2, 4.3, 4.267532467532467)","(31.0, 85.0, 61.5)","(12.0, 160.0, 135.0)","(4.4, 15.0, 10.600000000000001)","(5.5, 2.28, 2.1315)","(71.0, 150.0, 99.0)","(3.3, 8.0, 6.4)","(51.0, 180.0, 114.0)","(18.0, 160.0, 140.0)","(10.0, 99999, 6716.0)"
10-01-2023 21:37:29.241780,"(4.2, 4.2, 4.141772151898734)","(31.0, 85.0, 61.5)","(12.0, 160.0, 135.0)","(4.4, 15.0, 8.266666666666667)","(5.5, 2.28, 2.1315)","(71.0, 150.0, 99.0)","(3.3, 8.0, 8.5)","(51.0, 180.0, 114.0)","(18.0, 160.0, 99.0)","(10.0, 99999, 6716.0)"
