,Me And Pop,Rolling Cole,Sweet Chana,Emma Dutton,Fabizio,Sudden Impulse,Integrity Son,Blueberry Danish
12-01-2023 10:16:58.615840,"(3.4, 4.4, 4.116666666666667)","(13.0, 30.0, 23.25)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.161818181818182)","(3.8, 6.2, 5.908333333333333)","(26.0, 80.0, 57.84615384615385)","(21.0, 60.0, 40.0)","(19.0, 55.0, 48.111111111111114)"
12-01-2023 10:16:59.772590,"(3.4, 4.4, 4.116666666666667)","(13.0, 30.0, 23.25)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.161818181818182)","(3.8, 6.2, 5.908333333333333)","(26.0, 80.0, 57.84615384615385)","(21.0, 60.0, 40.0)","(19.0, 55.0, 48.111111111111114)"
12-01-2023 10:17:00.906148,"(3.4, 4.4, 4.116666666666667)","(13.0, 30.0, 23.25)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.161818181818182)","(3.8, 6.2, 5.908333333333333)","(26.0, 80.0, 57.84615384615385)","(21.0, 60.0, 40.0)","(19.0, 55.0, 48.111111111111114)"
12-01-2023 10:17:02.035552,"(3.4, 4.4, 4.116666666666667)","(13.0, 30.0, 23.25)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.161818181818182)","(3.8, 6.2, 5.908333333333333)","(26.0, 80.0, 57.84615384615385)","(21.0, 60.0, 40.0)","(19.0, 55.0, 48.111111111111114)"
12-01-2023 10:17:03.075501,"(3.4, 4.4, 4.116666666666667)","(13.0, 30.0, 23.25)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.161818181818182)","(3.8, 6.2, 5.908333333333333)","(26.0, 80.0, 57.84615384615385)","(21.0, 60.0, 40.0)","(19.0, 55.0, 48.111111111111114)"
12-01-2023 10:17:04.149611,"(3.4, 4.4, 4.116666666666667)","(13.0, 30.0, 23.25)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.161818181818182)","(3.8, 6.2, 5.908333333333333)","(26.0, 80.0, 57.84615384615385)","(21.0, 60.0, 40.0)","(19.0, 55.0, 48.111111111111114)"
12-01-2023 10:17:05.304405,"(3.4, 4.4, 4.116666666666667)","(13.0, 30.0, 23.25)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.161818181818182)","(3.8, 6.2, 5.908333333333333)","(26.0, 80.0, 57.84615384615385)","(21.0, 60.0, 40.0)","(19.0, 55.0, 48.111111111111114)"
12-01-2023 10:17:06.584591,"(3.4, 4.4, 4.116666666666667)","(13.0, 30.0, 23.25)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.161818181818182)","(3.8, 6.2, 5.908333333333333)","(26.0, 80.0, 57.84615384615385)","(21.0, 60.0, 40.0)","(19.0, 55.0, 48.111111111111114)"
12-01-2023 10:17:07.817059,"(3.4, 4.4, 4.116666666666667)","(13.0, 30.0, 23.25)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.161818181818182)","(3.8, 6.2, 5.908333333333333)","(26.0, 80.0, 57.84615384615385)","(21.0, 60.0, 40.0)","(19.0, 55.0, 48.111111111111114)"
12-01-2023 10:17:09.025931,"(3.4, 4.4, 4.116666666666667)","(13.0, 30.0, 23.25)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.161818181818182)","(3.8, 6.2, 5.908333333333333)","(26.0, 80.0, 57.84615384615385)","(21.0, 60.0, 40.0)","(19.0, 55.0, 48.111111111111114)"
12-01-2023 10:17:10.251755,"(3.4, 4.4, 4.116666666666667)","(13.0, 30.0, 23.25)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.161818181818182)","(3.8, 6.2, 5.811111111111111)","(26.0, 80.0, 57.84615384615385)","(21.0, 60.0, 40.0)","(19.0, 55.0, 48.111111111111114)"
12-01-2023 10:17:11.386642,"(3.4, 4.4, 4.042105263157895)","(13.0, 30.0, 23.25)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.161818181818182)","(3.8, 6.2, 5.908333333333333)","(26.0, 80.0, 57.84615384615385)","(21.0, 60.0, 40.0)","(19.0, 55.0, 48.111111111111114)"
12-01-2023 10:17:12.587853,"(3.4, 4.4, 4.042105263157895)","(13.0, 30.0, 23.647058823529413)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.161818181818182)","(3.8, 6.2, 5.908333333333333)","(26.0, 80.0, 57.84615384615385)","(21.0, 60.0, 40.0)","(19.0, 55.0, 48.111111111111114)"
12-01-2023 10:17:13.795380,"(3.4, 4.4, 4.042105263157895)","(13.0, 30.0, 23.647058823529413)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.161818181818182)","(3.8, 6.2, 5.908333333333333)","(26.0, 80.0, 57.84615384615385)","(21.0, 60.0, 40.0)","(19.0, 55.0, 48.111111111111114)"
12-01-2023 10:17:15.031507,"(3.4, 4.4, 4.042105263157895)","(13.0, 30.0, 23.647058823529413)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.161818181818182)","(3.8, 6.2, 5.908333333333333)","(26.0, 80.0, 57.84615384615385)","(21.0, 60.0, 40.0)","(19.0, 55.0, 48.111111111111114)"
12-01-2023 10:17:16.236276,"(3.4, 4.4, 4.042105263157895)","(13.0, 30.0, 23.647058823529413)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.161818181818182)","(3.8, 6.2, 5.908333333333333)","(26.0, 80.0, 57.84615384615385)","(21.0, 60.0, 40.0)","(19.0, 55.0, 48.111111111111114)"
12-01-2023 10:17:17.400062,"(3.4, 4.4, 4.042105263157895)","(13.0, 30.0, 23.647058823529413)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.161818181818182)","(3.8, 6.2, 5.908333333333333)","(26.0, 80.0, 57.84615384615385)","(21.0, 60.0, 40.0)","(19.0, 55.0, 48.111111111111114)"
12-01-2023 10:17:18.514450,"(3.4, 4.4, 4.042105263157895)","(13.0, 30.0, 23.647058823529413)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.161818181818182)","(3.8, 6.2, 5.908333333333333)","(26.0, 80.0, 57.84615384615385)","(21.0, 60.0, 40.0)","(19.0, 55.0, 48.111111111111114)"
12-01-2023 10:17:19.705713,"(3.4, 4.4, 4.042105263157895)","(13.0, 30.0, 23.647058823529413)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.159615384615385)","(3.8, 6.2, 5.811111111111111)","(26.0, 80.0, 57.84615384615385)","(21.0, 60.0, 40.0)","(19.0, 55.0, 48.111111111111114)"
12-01-2023 10:17:20.915276,"(3.4, 4.4, 4.042105263157895)","(13.0, 30.0, 23.647058823529413)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.159615384615385)","(3.8, 6.2, 5.811111111111111)","(26.0, 80.0, 57.84615384615385)","(21.0, 60.0, 40.0)","(19.0, 55.0, 48.111111111111114)"
12-01-2023 10:17:22.133970,"(3.4, 4.4, 4.042105263157895)","(13.0, 30.0, 23.647058823529413)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.159615384615385)","(3.8, 6.2, 5.811111111111111)","(26.0, 80.0, 57.84615384615385)","(21.0, 60.0, 40.0)","(19.0, 55.0, 48.111111111111114)"
12-01-2023 10:17:23.342163,"(3.4, 4.4, 4.042105263157895)","(13.0, 30.0, 23.647058823529413)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.159615384615385)","(3.8, 6.2, 5.811111111111111)","(26.0, 80.0, 57.84615384615385)","(21.0, 60.0, 40.0)","(19.0, 55.0, 48.111111111111114)"
12-01-2023 10:17:24.505327,"(3.4, 4.4, 4.042105263157895)","(13.0, 30.0, 23.647058823529413)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.159615384615385)","(3.8, 6.2, 5.908333333333333)","(26.0, 80.0, 57.84615384615385)","(21.0, 60.0, 40.0)","(19.0, 55.0, 48.111111111111114)"
12-01-2023 10:17:25.735827,"(3.4, 4.4, 4.042105263157895)","(13.0, 30.0, 23.647058823529413)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.159615384615385)","(3.8, 6.2, 5.908333333333333)","(26.0, 80.0, 57.84615384615385)","(21.0, 60.0, 40.0)","(19.0, 55.0, 48.111111111111114)"
12-01-2023 10:17:26.896866,"(3.4, 4.4, 4.042105263157895)","(13.0, 30.0, 23.647058823529413)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.160714285714286)","(3.8, 6.2, 5.908333333333333)","(26.0, 80.0, 57.84615384615385)","(21.0, 60.0, 40.0)","(19.0, 55.0, 48.111111111111114)"
12-01-2023 10:17:28.045388,"(3.4, 4.4, 4.042105263157895)","(13.0, 30.0, 23.647058823529413)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.160714285714286)","(3.8, 6.2, 5.908333333333333)","(26.0, 80.0, 57.84615384615385)","(21.0, 60.0, 40.0)","(19.0, 55.0, 48.111111111111114)"
12-01-2023 10:17:29.376742,"(3.4, 4.4, 4.042105263157895)","(13.0, 30.0, 23.647058823529413)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.160714285714286)","(3.8, 6.2, 5.908333333333333)","(26.0, 80.0, 57.84615384615385)","(21.0, 60.0, 40.0)","(19.0, 55.0, 48.111111111111114)"
12-01-2023 10:17:30.599003,"(3.4, 4.4, 4.042105263157895)","(13.0, 30.0, 23.647058823529413)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.160714285714286)","(3.8, 6.2, 5.908333333333333)","(26.0, 80.0, 57.84615384615385)","(21.0, 60.0, 40.0)","(19.0, 55.0, 48.111111111111114)"
12-01-2023 10:17:31.720154,"(3.4, 4.4, 4.042105263157895)","(13.0, 30.0, 23.647058823529413)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.160714285714286)","(3.8, 6.2, 5.908333333333333)","(26.0, 80.0, 57.84615384615385)","(21.0, 60.0, 40.0)","(19.0, 55.0, 48.111111111111114)"
12-01-2023 10:17:32.808573,"(3.4, 4.4, 4.042105263157895)","(13.0, 30.0, 23.647058823529413)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.160714285714286)","(3.8, 6.2, 5.908333333333333)","(26.0, 80.0, 57.84615384615385)","(21.0, 60.0, 40.0)","(19.0, 55.0, 48.111111111111114)"
12-01-2023 10:17:33.948451,"(3.4, 4.4, 4.042105263157895)","(13.0, 30.0, 23.647058823529413)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.160714285714286)","(3.8, 6.2, 5.908333333333333)","(26.0, 80.0, 57.84615384615385)","(21.0, 60.0, 40.0)","(19.0, 55.0, 48.111111111111114)"
12-01-2023 10:17:35.092380,"(3.4, 4.4, 4.042105263157895)","(13.0, 30.0, 23.647058823529413)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.160714285714286)","(3.8, 6.2, 5.908333333333333)","(26.0, 80.0, 57.84615384615385)","(21.0, 60.0, 40.0)","(19.0, 55.0, 48.111111111111114)"
12-01-2023 10:17:36.266402,"(3.4, 4.4, 4.042105263157895)","(13.0, 30.0, 23.647058823529413)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.160714285714286)","(3.8, 6.2, 5.908333333333333)","(26.0, 80.0, 57.84615384615385)","(21.0, 60.0, 40.0)","(19.0, 55.0, 48.111111111111114)"
12-01-2023 10:17:37.432380,"(3.4, 4.4, 4.042105263157895)","(13.0, 30.0, 23.647058823529413)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.160714285714286)","(3.8, 6.2, 5.908333333333333)","(26.0, 80.0, 56.0)","(21.0, 60.0, 40.0)","(19.0, 55.0, 48.111111111111114)"
12-01-2023 10:17:38.475733,"(3.4, 4.4, 4.042105263157895)","(13.0, 30.0, 23.647058823529413)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.160714285714286)","(3.8, 6.2, 5.908333333333333)","(26.0, 80.0, 57.84615384615385)","(21.0, 60.0, 40.0)","(19.0, 55.0, 48.111111111111114)"
12-01-2023 10:17:39.520712,"(3.4, 4.4, 4.042105263157895)","(13.0, 30.0, 23.647058823529413)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.158490566037736)","(3.8, 6.2, 5.908333333333333)","(26.0, 80.0, 57.84615384615385)","(21.0, 60.0, 40.0)","(19.0, 55.0, 48.111111111111114)"
12-01-2023 10:17:40.608437,"(3.4, 4.4, 4.042105263157895)","(13.0, 30.0, 23.647058823529413)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.158490566037736)","(3.8, 6.2, 5.908333333333333)","(26.0, 80.0, 57.84615384615385)","(21.0, 60.0, 40.0)","(19.0, 55.0, 48.111111111111114)"
12-01-2023 10:17:41.754160,"(3.4, 4.4, 4.042105263157895)","(13.0, 30.0, 23.647058823529413)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.160714285714286)","(3.8, 6.2, 5.908333333333333)","(26.0, 80.0, 57.84615384615385)","(21.0, 60.0, 40.0)","(19.0, 55.0, 48.111111111111114)"
12-01-2023 10:17:42.778556,"(3.4, 4.4, 4.042105263157895)","(13.0, 30.0, 23.647058823529413)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.160714285714286)","(3.8, 6.2, 5.908333333333333)","(26.0, 80.0, 57.84615384615385)","(21.0, 60.0, 40.0)","(19.0, 55.0, 48.111111111111114)"
12-01-2023 10:17:43.902325,"(3.4, 4.4, 4.042105263157895)","(13.0, 30.0, 23.647058823529413)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.158490566037736)","(3.8, 6.2, 5.908333333333333)","(26.0, 80.0, 57.84615384615385)","(21.0, 60.0, 44.54545454545455)","(19.0, 55.0, 48.111111111111114)"
12-01-2023 10:17:45.094006,"(3.4, 4.4, 4.042105263157895)","(13.0, 30.0, 23.647058823529413)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.158490566037736)","(3.8, 6.2, 5.908333333333333)","(26.0, 80.0, 57.84615384615385)","(21.0, 60.0, 44.54545454545455)","(19.0, 55.0, 48.111111111111114)"
12-01-2023 10:17:46.284797,"(3.4, 4.4, 4.042105263157895)","(13.0, 30.0, 23.647058823529413)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.158490566037736)","(3.8, 6.2, 5.908333333333333)","(26.0, 80.0, 57.84615384615385)","(21.0, 60.0, 44.54545454545455)","(19.0, 55.0, 48.111111111111114)"
12-01-2023 10:17:47.497603,"(3.4, 4.4, 4.042105263157895)","(13.0, 30.0, 23.647058823529413)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.158490566037736)","(3.8, 6.2, 5.908333333333333)","(26.0, 80.0, 57.84615384615385)","(21.0, 60.0, 44.54545454545455)","(19.0, 55.0, 48.111111111111114)"
12-01-2023 10:17:48.666357,"(3.4, 4.4, 4.042105263157895)","(13.0, 30.0, 23.647058823529413)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.160714285714286)","(3.8, 6.2, 5.908333333333333)","(26.0, 80.0, 57.84615384615385)","(21.0, 60.0, 44.54545454545455)","(19.0, 55.0, 48.111111111111114)"
12-01-2023 10:17:49.795494,"(3.4, 4.4, 4.042105263157895)","(13.0, 30.0, 23.647058823529413)","(41.0, 240.0, 118.75)","(1.9, 2.2, 2.160714285714286)","(3.8, 6.2, 5.908333333333333)","(26.0, 80.0, 57.84615384615385)","(21.0, 60.0, 44.54545454545455)","(19.0, 55.0, 48.111111111111114)"
12-01-2023 10:17:51.004030,"(3.4, 4.4, 4.042105263157895)","(13.0, 30.0, 23.647058823529413)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.160714285714286)","(3.8, 6.2, 5.908333333333333)","(26.0, 80.0, 57.84615384615385)","(21.0, 60.0, 44.54545454545455)","(19.0, 55.0, 48.111111111111114)"
12-01-2023 10:17:52.215360,"(3.4, 4.4, 4.042105263157895)","(13.0, 30.0, 23.647058823529413)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.158490566037736)","(3.8, 6.2, 5.908333333333333)","(26.0, 80.0, 57.84615384615385)","(21.0, 60.0, 44.54545454545455)","(19.0, 55.0, 48.111111111111114)"
12-01-2023 10:17:53.417938,"(3.4, 4.4, 4.042105263157895)","(13.0, 30.0, 23.647058823529413)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.158490566037736)","(3.8, 6.2, 5.908333333333333)","(26.0, 80.0, 57.84615384615385)","(21.0, 60.0, 44.54545454545455)","(19.0, 55.0, 48.111111111111114)"
12-01-2023 10:17:54.754997,"(3.4, 4.4, 4.042105263157895)","(13.0, 30.0, 23.647058823529413)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.158490566037736)","(3.8, 6.2, 5.908333333333333)","(26.0, 80.0, 57.84615384615385)","(21.0, 60.0, 44.54545454545455)","(19.0, 55.0, 48.111111111111114)"
12-01-2023 10:17:56.548468,"(3.4, 4.4, 4.042105263157895)","(13.0, 30.0, 23.647058823529413)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.158490566037736)","(3.8, 6.2, 5.811111111111111)","(26.0, 80.0, 57.84615384615385)","(21.0, 60.0, 44.54545454545455)","(19.0, 55.0, 48.111111111111114)"
12-01-2023 10:17:58.073318,"(3.4, 4.4, 4.042105263157895)","(13.0, 30.0, 23.647058823529413)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.1574074074074074)","(3.8, 6.2, 5.811111111111111)","(26.0, 80.0, 57.84615384615385)","(21.0, 60.0, 44.54545454545455)","(19.0, 55.0, 48.111111111111114)"
12-01-2023 10:17:59.399942,"(3.4, 4.4, 4.042105263157895)","(13.0, 30.0, 23.647058823529413)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.1574074074074074)","(3.8, 6.2, 5.908333333333333)","(26.0, 80.0, 57.84615384615385)","(21.0, 60.0, 44.54545454545455)","(19.0, 55.0, 48.111111111111114)"
12-01-2023 10:18:00.831945,"(3.4, 4.4, 4.042105263157895)","(13.0, 30.0, 23.647058823529413)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.1574074074074074)","(3.8, 6.2, 5.908333333333333)","(26.0, 80.0, 57.84615384615385)","(21.0, 60.0, 44.54545454545455)","(19.0, 55.0, 48.111111111111114)"
12-01-2023 10:18:02.274436,"(3.4, 4.4, 4.042105263157895)","(13.0, 30.0, 23.25)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.1574074074074074)","(3.8, 6.2, 5.811111111111111)","(26.0, 80.0, 56.0)","(21.0, 60.0, 44.54545454545455)","(19.0, 55.0, 48.111111111111114)"
12-01-2023 10:18:03.595323,"(3.4, 4.4, 4.042105263157895)","(13.0, 30.0, 25.636363636363637)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.154901960784314)","(3.8, 6.2, 5.908333333333333)","(26.0, 80.0, 56.0)","(21.0, 60.0, 44.54545454545455)","(19.0, 55.0, 43.72727272727273)"
12-01-2023 10:18:04.797635,"(3.4, 4.4, 4.094)","(13.0, 30.0, 25.636363636363637)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.154901960784314)","(3.8, 6.2, 5.908333333333333)","(26.0, 80.0, 56.0)","(21.0, 60.0, 44.54545454545455)","(19.0, 55.0, 43.72727272727273)"
12-01-2023 10:18:06.039494,"(3.4, 4.4, 4.094)","(13.0, 30.0, 25.636363636363637)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.154901960784314)","(3.8, 6.2, 5.908333333333333)","(26.0, 80.0, 56.0)","(21.0, 60.0, 44.54545454545455)","(19.0, 55.0, 43.72727272727273)"
12-01-2023 10:18:07.267848,"(3.4, 4.4, 4.094)","(13.0, 30.0, 25.636363636363637)","(41.0, 250.0, 170.0)","(1.9, 2.2, 2.1574074074074074)","(3.8, 6.2, 5.908333333333333)","(26.0, 80.0, 56.0)","(21.0, 60.0, 46.25)","(19.0, 55.0, 43.72727272727273)"
12-01-2023 10:18:08.569328,"(3.4, 4.4, 4.094)","(13.0, 30.0, 25.636363636363637)","(41.0, 240.0, 118.75)","(1.9, 2.2, 2.1574074074074074)","(3.8, 6.2, 5.908333333333333)","(26.0, 80.0, 56.0)","(21.0, 60.0, 46.25)","(19.0, 55.0, 43.72727272727273)"
12-01-2023 10:18:09.861323,"(3.4, 4.4, 4.094)","(13.0, 30.0, 25.636363636363637)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.1574074074074074)","(3.8, 6.2, 5.908333333333333)","(26.0, 80.0, 56.0)","(21.0, 60.0, 46.25)","(19.0, 55.0, 43.72727272727273)"
12-01-2023 10:18:11.098585,"(3.4, 4.4, 4.094)","(13.0, 30.0, 25.636363636363637)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.1574074074074074)","(3.8, 6.2, 5.908333333333333)","(26.0, 80.0, 56.0)","(21.0, 60.0, 46.25)","(19.0, 55.0, 43.72727272727273)"
12-01-2023 10:18:12.345642,"(3.4, 4.4, 4.094)","(13.0, 30.0, 25.636363636363637)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.1574074074074074)","(3.8, 6.2, 5.908333333333333)","(26.0, 80.0, 56.0)","(21.0, 60.0, 46.25)","(19.0, 55.0, 43.72727272727273)"
12-01-2023 10:18:13.499467,"(3.4, 4.4, 4.094)","(13.0, 30.0, 25.636363636363637)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.1574074074074074)","(3.8, 6.2, 5.908333333333333)","(26.0, 80.0, 56.0)","(21.0, 60.0, 46.25)","(19.0, 55.0, 43.72727272727273)"
12-01-2023 10:18:14.726942,"(3.4, 4.4, 4.094)","(13.0, 30.0, 25.636363636363637)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.1563636363636367)","(3.8, 6.2, 5.908333333333333)","(26.0, 80.0, 56.0)","(21.0, 60.0, 46.25)","(19.0, 55.0, 43.72727272727273)"
12-01-2023 10:18:15.983975,"(3.4, 4.3, 4.125)","(13.0, 30.0, 25.636363636363637)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.1563636363636367)","(3.8, 6.2, 5.908333333333333)","(26.0, 80.0, 56.0)","(21.0, 60.0, 46.25)","(19.0, 55.0, 43.72727272727273)"
12-01-2023 10:18:17.224489,"(3.4, 4.4, 4.094)","(13.0, 30.0, 25.636363636363637)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.1563636363636367)","(3.8, 6.2, 5.908333333333333)","(26.0, 80.0, 56.0)","(21.0, 60.0, 46.25)","(19.0, 55.0, 43.72727272727273)"
12-01-2023 10:18:18.430645,"(3.4, 4.4, 4.094)","(13.0, 30.0, 25.636363636363637)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.1563636363636367)","(3.8, 6.2, 5.908333333333333)","(26.0, 80.0, 56.0)","(21.0, 60.0, 46.25)","(19.0, 55.0, 43.72727272727273)"
12-01-2023 10:18:19.642629,"(3.4, 4.4, 4.094)","(13.0, 30.0, 25.636363636363637)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.1563636363636367)","(3.8, 6.2, 5.908333333333333)","(26.0, 80.0, 56.0)","(21.0, 60.0, 46.25)","(19.0, 55.0, 43.72727272727273)"
12-01-2023 10:18:20.845355,"(3.4, 4.4, 4.094)","(13.0, 30.0, 25.636363636363637)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.1563636363636367)","(3.8, 6.2, 5.908333333333333)","(26.0, 80.0, 56.0)","(21.0, 60.0, 46.25)","(19.0, 55.0, 43.72727272727273)"
12-01-2023 10:18:22.088370,"(3.4, 4.4, 4.094)","(13.0, 30.0, 25.636363636363637)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.1563636363636367)","(3.8, 6.2, 5.908333333333333)","(26.0, 80.0, 56.0)","(21.0, 60.0, 46.25)","(19.0, 55.0, 43.72727272727273)"
12-01-2023 10:18:23.415914,"(3.4, 4.4, 4.094)","(13.0, 30.0, 25.636363636363637)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.1563636363636367)","(3.8, 6.2, 5.908333333333333)","(26.0, 80.0, 56.0)","(21.0, 60.0, 46.25)","(19.0, 55.0, 43.72727272727273)"
12-01-2023 10:18:24.722483,"(3.4, 4.4, 4.094)","(13.0, 30.0, 26.555555555555557)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.163076923076923)","(3.8, 6.2, 5.647368421052632)","(26.0, 80.0, 56.0)","(21.0, 60.0, 46.25)","(19.0, 55.0, 43.72727272727273)"
12-01-2023 10:18:25.981143,"(3.4, 4.4, 4.094)","(13.0, 29.0, 26.555555555555557)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.1236363636363635)","(3.8, 6.2, 5.54375)","(26.0, 80.0, 56.0)","(21.0, 60.0, 46.25)","(19.0, 55.0, 43.72727272727273)"
12-01-2023 10:18:27.209223,"(3.4, 4.4, 4.094)","(13.0, 29.0, 26.555555555555557)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.1236363636363635)","(3.8, 6.2, 5.54375)","(26.0, 80.0, 56.0)","(21.0, 60.0, 46.25)","(19.0, 55.0, 43.72727272727273)"
12-01-2023 10:18:28.434880,"(3.4, 4.4, 4.094)","(13.0, 29.0, 26.555555555555557)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.1236363636363635)","(3.8, 6.2, 5.54375)","(26.0, 80.0, 56.0)","(21.0, 60.0, 46.25)","(19.0, 55.0, 43.72727272727273)"
12-01-2023 10:18:29.647624,"(3.4, 4.4, 4.094)","(13.0, 29.0, 22.05263157894737)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.1475)","(3.8, 6.2, 5.54375)","(26.0, 80.0, 56.0)","(21.0, 60.0, 46.25)","(19.0, 55.0, 43.72727272727273)"
12-01-2023 10:18:30.847465,"(3.4, 4.4, 4.094)","(13.0, 29.0, 22.05263157894737)","(41.0, 250.0, 118.75)","(1.9, 2.2, 2.2197905759162304)","(3.8, 6.2, 5.54375)","(26.0, 80.0, 56.0)","(21.0, 60.0, 46.25)","(19.0, 55.0, 43.72727272727273)"
12-01-2023 10:18:32.141655,"(3.4, 4.4, 4.094)","(13.0, 29.0, 22.05263157894737)","(41.0, 250.0, 118.75)","(1.9, 2.22, 2.279463087248322)","(3.8, 6.2, 5.54375)","(26.0, 80.0, 56.0)","(21.0, 60.0, 46.25)","(19.0, 55.0, 43.72727272727273)"
12-01-2023 10:18:33.434315,"(3.4, 4.4, 3.9238095238095236)","(13.0, 29.0, 25.0)","(41.0, 250.0, 115.0)","(1.9, 2.28, 2.2986666666666666)","(3.8, 6.2, 5.35625)","(26.0, 80.0, 52.57142857142857)","(21.0, 60.0, 46.25)","(19.0, 55.0, 43.72727272727273)"
12-01-2023 10:18:34.758297,"(3.4, 4.4, 3.941666666666667)","(13.0, 28.0, 24.363636363636363)","(41.0, 250.0, 115.0)","(1.9, 2.3, 2.2986754966887415)","(3.8, 6.2, 5.428571428571429)","(26.0, 80.0, 52.57142857142857)","(21.0, 60.0, 46.25)","(19.0, 55.0, 43.72727272727273)"
12-01-2023 10:18:36.016352,"(3.4, 4.3, 4.21)","(13.0, 27.0, 23.727272727272727)","(41.0, 250.0, 115.0)","(1.9, 2.3, 2.2986754966887415)","(3.8, 6.2, 5.428571428571429)","(26.0, 80.0, 52.57142857142857)","(21.0, 60.0, 46.25)","(19.0, 55.0, 43.72727272727273)"
12-01-2023 10:18:37.238042,"(3.4, 4.3, 4.21)","(13.0, 27.0, 22.846153846153847)","(41.0, 250.0, 115.0)","(1.9, 2.3, 2.2986754966887415)","(3.8, 6.2, 5.825)","(26.0, 80.0, 52.57142857142857)","(21.0, 60.0, 46.25)","(19.0, 55.0, 43.72727272727273)"
12-01-2023 10:18:38.461882,"(3.4, 4.3, 4.21)","(13.0, 27.0, 20.73913043478261)","(41.0, 250.0, 115.0)","(1.9, 2.3, 2.2986754966887415)","(3.8, 6.0, 5.4312499999999995)","(26.0, 80.0, 52.57142857142857)","(21.0, 60.0, 46.25)","(19.0, 55.0, 43.72727272727273)"
